v1,v2,v3
6.418825232e+01,8.718053108e+01,3.821535504e+01
8.536665243e+01,7.477250978e+01,7.980136758e+01
5.094661912e+01,3.421131251e+01,9.270241874e+01
1.980291518e+01,8.185891134e+01,2.216427509e+01
8.654542531e+01,6.250025442e+01,5.175494184e+01
3.290899559e+01,3.580371150e+01,8.134746490e+01
7.056029294e+01,1.423638300e+01,7.019370203e+01
2.176436527e+01,2.377135789e+01,4.446399284e+00
3.268292085e+01,5.702187692e+01,2.315211866e+01
2.069710881e+01,5.293781683e+01,6.939867645e+01
6.650272330e+01,7.322911210e+01,6.505062556e+01
4.701360018e+01,5.268642522e+01,5.647506740e+01
4.021483987e+00,8.906718725e+01,9.768008915e+01
7.762416425e+01,1.668277020e+01,6.816609546e+01
3.493837449e+01,4.339327406e+01,7.961690326e+01
4.139882696e+01,7.778251451e+01,8.440347485e+01
5.438018689e+01,3.931729285e+01,8.526371611e+01
5.949335590e+00,9.858861561e+01,9.387531366e+00
2.231534975e+01,2.382799961e+01,1.856272400e+01
2.490870873e+01,1.978741405e+00,8.759912443e+01
8.363354085e+01,6.959364740e+00,9.408012372e+00
4.286554033e+01,9.188368977e+01,1.352962327e+01
9.344716725e+00,5.825840437e+01,7.616270235e+01
6.885963608e+01,2.151325126e+01,8.725742460e+01
3.681168680e+01,9.595139008e+00,7.142090261e+01
3.109614336e+01,5.278792747e+01,7.180542106e+01
7.119017552e+01,7.168576809e+01,4.601656926e+01
3.480777314e+01,8.059110103e+00,6.468440998e-01
4.141768674e+01,9.622837848e+01,7.021247795e+00
4.017663799e+01,6.089673397e+01,6.758458625e+01
7.067279489e+01,1.203023103e+01,3.757384138e+01
7.874957169e+01,4.318916499e+01,6.903723251e+01
4.027569154e+01,2.731244224e+01,7.778109198e+01
4.342633032e+01,9.067888883e+01,4.903865748e+01
2.035347324e+00,8.613591891e+01,2.601213393e+01
7.670487096e+01,4.397331813e+01,1.763949123e+01
7.124094867e+01,2.217220837e+01,9.839842912e+01
4.919506588e+01,2.165072201e+01,4.559826089e+01
7.604534707e+01,1.776760725e+01,1.895498634e+01
6.469604718e+01,2.392346165e+01,2.873903298e+01
4.004842373e+01,5.197867514e+01,5.799093859e+01
9.266238987e+01,4.489730544e+01,3.706830288e+01
2.711459509e+01,5.615410705e+01,9.415529129e+01
8.867264574e+01,7.606635694e+01,9.128929383e+01
5.604602689e+01,6.183344339e+01,6.141200808e+01
4.717632762e+01,5.339119665e+01,2.286906372e+01
1.603083846e+01,4.662531455e+01,1.166489749e+01
3.675207325e+01,2.132518070e+00,1.295454823e+01
2.108587175e+01,6.379781767e+01,4.509775520e+01
9.912146217e+00,7.866885495e-01,1.594274585e+00
5.764017179e+01,9.729414128e+01,3.439416748e+01
5.109083484e+01,2.221051198e+01,5.516172784e+01
3.448716863e+01,2.251680611e+00,9.745295852e+01
2.377277802e+01,7.711917788e+01,7.290072403e+01
3.057081551e+01,8.523112025e+01,3.258662936e+01
8.827668399e+00,7.496269303e+01,6.121519683e+01
7.203742063e+01,1.634823345e+01,5.520990458e+01
9.995459059e+01,9.352433745e+01,3.210920235e+01
8.781814061e+01,2.351645892e+01,9.692177076e+01
9.410230505e+01,6.147544779e+01,3.308510143e+01
9.759071024e+01,5.446117995e+01,2.630397283e+01
8.894545927e+01,7.400010700e+01,8.061696041e+01
2.097803303e+01,6.115089301e+00,3.220952490e+01
6.329880421e+01,1.278057571e+00,9.924851552e+01
4.813197188e+01,5.974708108e+01,5.851251496e+01
6.374007708e+01,8.929441494e+01,2.743742633e+01
4.898546918e+01,1.274248923e+01,1.105529363e+01
1.433092758e+01,7.648347354e+01,4.029103070e+01
3.075540260e+01,8.915160052e+01,4.445769089e+01
7.288056987e+01,7.634179415e+01,3.290049922e+01
4.786150544e+01,5.793651349e+01,5.116348143e+00
4.548490335e+01,7.441678612e+01,8.653690648e+00
4.061708569e+01,6.496880945e+00,3.496605124e+01
8.371560536e+01,1.880355741e+01,8.025933854e+01
4.498541887e+00,3.378173600e+01,5.360783567e+01
9.687681741e+01,3.341089544e+01,1.056802305e+00
9.653050603e+01,9.323192948e+01,8.075648425e+01
2.730160300e+01,8.032009808e+01,2.960442526e+01
1.726897725e+01,1.181398454e+01,1.563964648e+01
4.323903718e+01,9.431311711e+01,4.757067912e+01
5.730965327e+01,5.729828078e+01,9.079031331e+01
1.069882854e+01,8.933232912e+01,9.535576451e+01
1.420162444e+01,4.437205910e+01,7.196432040e+01
4.373388412e+01,6.494278483e+01,8.182640271e+01
6.822675468e+01,8.508918063e+01,8.325596567e+01
7.494760406e+01,8.861558294e+01,4.256156878e+01
1.572193594e+01,1.039032142e+01,3.845577825e+01
5.743132926e+01,5.206039131e+01,3.928967116e+01
1.070713088e+01,9.499142903e+01,9.131296377e+01
5.276006026e+01,2.837698220e+01,4.152963844e+01
9.361543828e+01,1.582437837e+01,9.718577656e+01
8.322375851e+01,4.257376473e+01,4.784258983e+01
6.275217155e+01,4.990800609e+01,2.189670203e+01
7.160880365e+01,1.398364592e+01,2.750012233e+00
6.588186771e+01,1.863084589e+01,6.672398138e+01
5.880914949e+01,8.238406118e+01,7.655625682e+01
5.785717583e+01,1.863226339e+00,5.212581097e+01
5.379626334e+01,1.528344166e+01,5.507256860e+01
5.804661710e+01,9.832325093e+01,4.689276227e+01
7.410150072e+01,3.471870244e+01,3.596606711e+00
8.464550898e+01,7.089606040e+01,3.310045866e+01
2.768578626e+01,1.641545692e+01,6.227627286e+01
5.921375926e+01,5.590926981e+01,3.067906532e+01
8.358066878e+01,6.408605193e+01,3.126522164e+01
6.019704417e+01,5.924144866e+01,1.116028096e+01
7.398815101e+01,4.030920092e+01,7.699722274e+01
9.756884491e+00,2.872429837e+01,3.165476100e+01
1.859637651e+01,2.527461599e+00,8.430377661e+01
3.798478865e+01,4.802248976e+01,1.431238100e+01
5.203504478e+01,9.200262339e+01,2.952172689e+01
3.773201023e+01,2.647041345e+01,6.564401272e+01
4.903996608e+01,3.547835437e+01,6.999403347e+01
4.944934545e-02,3.562626769e+01,8.281056589e+01
3.325417359e+01,8.572881786e+01,2.003366491e+01
4.336251980e+01,3.107261961e+01,2.724651475e+01
2.946579257e+01,9.091603483e+00,4.459188441e+01
3.193143955e+01,3.511456396e+01,8.354757375e+01
6.459569037e+01,1.015899595e+01,9.247540172e+01
3.668530443e+01,4.987231944e+01,5.546596899e+01
2.889592400e+01,8.590310121e+01,8.429243609e+01
1.917856233e+01,4.850175102e+00,5.739966914e+01
2.289471202e+01,2.074103361e+00,9.497968863e+01
1.029753614e+01,7.307671091e+01,9.287603873e+01
5.297557027e+01,8.177952928e+01,1.535514945e+01
5.753225636e+01,2.038620332e+01,6.512035541e+01
2.936719382e+01,3.162059005e+01,7.885275490e+01
5.970451044e+01,2.146422687e+01,1.174717248e+01
2.524896997e+01,1.535441970e+01,2.362036313e+01
6.627933023e+01,7.894486538e-03,8.228640895e+01
5.348612223e+01,1.712351788e+01,8.904175075e+01
5.399528418e+01,1.760317020e+01,3.372949271e+01
6.400771995e+01,5.015109158e+01,9.472776005e+01
7.927661633e+01,7.587293945e+01,2.969708548e+00
3.017855160e+01,6.030289529e+01,9.098073051e+01
7.586338696e+01,5.930102786e+01,7.783655695e+01
9.677557991e+01,3.177519708e+00,4.718557476e+01
5.339724811e+01,6.817065173e+01,5.314445441e+01
4.597114929e+01,1.466419276e+01,6.830900439e+01
3.556641167e+01,7.176397475e+01,9.894215293e+01
1.003502670e+01,5.884643740e+01,7.123410517e+01
7.300494987e+01,1.608394995e+01,1.180277758e+01
8.527915420e+01,9.881764131e+01,6.768545079e+01
6.119559162e+01,2.332787130e+01,4.826989318e+01
5.199734088e+01,7.624023900e+01,1.127033950e+01
4.383848936e+00,3.334992534e+01,1.373043427e+01
1.698990460e+01,3.637748826e+01,9.368409654e+01
9.055529655e+01,2.605074470e+01,3.880182054e+01
5.638970133e+01,7.465808607e+01,2.209914484e+01
9.663876031e+01,5.983904686e+01,5.335913022e+01
7.227106122e+01,9.275636397e+01,4.184658088e+01
1.265238514e+01,8.587442649e+01,6.453014801e+01
5.286217453e+01,8.069532070e+01,4.569983702e+01
1.994444138e+01,1.923933658e+01,3.171534827e+01
8.602948312e+01,5.229126213e+00,8.476417527e+01
6.846492213e+01,9.257335710e+01,4.174068550e+01
9.816549250e+01,2.559193687e+01,9.510004480e+01
5.261489572e+01,3.283895522e+01,2.680360102e+01
2.663446958e+01,7.135102156e+01,8.731775961e+01
1.974261392e+01,4.649056829e+01,4.937387923e+00
7.356694443e+01,9.562846022e+01,8.199226469e+01
7.511379904e+01,6.999330791e+01,1.641836870e+01
5.691299189e+01,1.476104134e+01,7.949568235e+01
3.024098694e+01,9.300440287e+01,4.705217807e+01
4.089319980e+01,3.836448103e+01,6.579248438e+01
6.138347849e+01,1.845187496e+01,4.260285528e+01
1.495819562e+00,3.360528135e+01,7.095644701e+01
2.132744712e+01,2.528100078e+01,3.556726832e+01
4.886982717e+00,8.734080498e+01,9.865418879e+01
2.962794355e+01,7.350431536e+01,3.625713146e+01
7.103703598e+01,7.198307695e+00,2.819208361e+01
9.765469146e+01,2.672837323e+01,6.327019411e+01
6.870985600e+01,1.417799787e+01,1.837078014e+01
4.391638545e+01,1.135202440e+00,2.057570489e+01
4.048856715e+01,3.869912202e+01,3.070245204e+01
7.149988734e+01,7.276668361e+01,5.680526497e+01
2.696463727e+01,2.710686828e+01,9.596776541e+01
6.063741134e+01,7.423450872e+01,4.463572906e+01
5.458506691e+01,3.604055711e+01,9.308237927e+01
1.730688056e+01,8.079192235e+01,3.987000754e+01
1.540913728e+01,5.318975569e+01,7.715172662e+00
6.241836194e+01,5.641741205e+01,8.084412210e+01
2.512451799e+01,4.611518500e+01,3.870219566e+01
2.150468001e+00,8.841651758e+01,4.590847350e+00
1.412310781e+01,8.952265763e+01,5.562111524e+01
4.727824548e+01,7.544174145e+01,4.208881295e+01
1.652126026e+01,9.884735076e+00,7.025479716e+01
6.422647845e+01,4.479000617e+01,2.669716096e+01
7.857578701e+01,8.025285658e+01,3.600864798e+01
8.929973860e+01,5.946213539e+01,3.208446381e+01
5.833910147e+00,5.123729279e+01,2.945395165e+01
5.918295342e+01,5.153275187e+01,6.689193792e+01
8.310602274e+01,6.673605927e+01,7.233292305e+01
1.243144822e+01,9.249087000e+01,9.755079429e+01
5.552071908e+01,5.681051360e+01,6.290366751e+00
7.072045183e+01,1.696517165e+01,6.717767434e+01
4.659825515e+01,9.299093197e+01,1.678671938e+01
6.543019631e+01,8.664381157e+01,6.972844123e+01
5.856282425e+01,6.296486167e+01,2.309695855e+00
7.218480949e+01,1.361736549e+01,1.269004697e+00
2.143297494e+01,3.308751235e+01,4.433765671e+01
8.185992731e+01,9.099959895e+01,4.211431578e+01
7.266186566e+01,3.254361680e+01,8.974308906e+00
3.857374913e+01,9.947829390e+01,2.390833307e+01
1.874034119e+01,4.407968086e+01,1.986553253e+01
3.097080011e+01,2.531169095e+01,2.901569702e+01
3.500864982e+01,1.835984278e+01,2.291565200e+01
3.185521786e+01,1.309772163e+01,9.409275964e+01
4.859350998e+01,4.909820385e+01,8.256156786e+01
2.589238415e+01,5.787330075e+01,9.731694804e+01
4.798626096e+01,3.081818129e+01,1.321597755e+01
8.855766417e+01,9.194237982e+01,6.557828747e+01
5.076600094e+01,3.905881278e+01,6.308923128e+00
1.862741452e+00,2.117299060e+01,6.161834409e+01
4.077494369e+01,9.139046708e+01,2.488631615e+01
4.415156826e+01,9.089338524e+01,5.570184733e+01
4.648332938e+01,3.319695124e+01,1.921528295e+01
6.968382508e+01,9.613928257e+01,6.527184143e+01
6.687801459e+01,3.125228526e+01,3.955258211e+01
3.868528099e+01,7.944944187e+01,3.535822813e+01
4.641759359e+00,7.962555888e+01,8.264176138e+01
2.345037625e+01,3.186617280e+01,7.816816467e+01
7.347870152e+01,8.517045788e+01,8.839906846e+01
7.777263626e+01,5.734775796e+01,4.929443447e+01
5.400247169e+01,4.798000250e+01,8.605375315e+01
4.470904756e+01,8.786787724e+01,4.226301396e+01
6.749486530e+00,3.411434102e+01,8.565447784e+01
1.868323531e+01,5.776671021e+01,3.529465516e+01
1.132098327e+01,6.709631685e+00,4.807834176e+01
1.959350859e+00,2.753613144e+01,2.808927900e+01
5.625815708e+01,8.968899344e+01,6.352462695e+01
8.673480944e+01,2.478368056e+01,8.151204393e+01
4.634265679e+01,1.024341471e+01,2.881456229e+01
2.582429652e+00,4.370078844e+01,3.488487236e+00
4.316247780e+01,9.035204509e+01,6.476022035e+01
4.356928975e+01,6.592399103e+00,8.127600453e+01
3.122277418e+01,3.415417323e+00,9.796309721e+01
8.247374429e+01,4.492162420e+01,9.526962281e+01
6.642366888e+01,2.402699993e+01,4.237758315e+01
4.589138747e+01,6.415472905e+01,7.342596833e+01
4.401496692e+01,9.699528770e+01,4.721745042e+01
3.757334503e+01,5.636809334e+00,6.153895198e+01
2.393406116e+01,7.756511478e+01,6.806085873e+01
5.985036502e+01,9.535254283e+01,2.796364896e+01
2.408104239e+01,8.886518271e+01,1.498660587e+01
1.107121726e+01,7.733491726e+01,4.931174190e+01
4.468415452e+01,3.993378121e+01,4.493102383e+01
8.297028655e+01,1.176620469e+01,3.762161325e+01
5.660544592e+01,6.929295846e+01,1.621038265e+01
8.129673264e+01,1.041180973e+01,6.405705197e+01
7.429010648e+01,8.147993140e+01,5.301066068e+01
3.304083384e+01,2.124297164e+01,5.328139982e+01
2.631048882e+01,5.437906501e+01,9.462051502e+01
7.467969624e+01,9.822346294e+01,9.617595223e+01
5.406499250e+00,2.664410678e+01,7.387176412e+01
4.369180229e+01,9.914402530e+01,5.763740817e+00
2.122681009e+01,6.779711472e+01,5.271208232e+01
8.587863503e+01,6.423452999e+01,8.656900579e+01
3.640965540e+01,8.298536736e+01,4.356878381e+01
4.861203744e+01,5.497305148e-01,3.448596708e+01
5.937755070e+01,4.067592691e+01,9.874903926e+01
7.197961336e+01,1.797079560e+01,4.255346209e+00
7.387644545e+01,8.110055001e+01,9.675039323e+01
7.952391478e+01,4.092403079e+01,1.174367476e+00
9.033357642e+01,3.844932788e+01,5.922061825e+01
2.002636705e+01,1.484660361e+01,4.106861060e+01
4.203063974e+01,3.509977735e+01,3.829546367e+00
2.542201006e+01,9.302627686e+00,9.701820382e+01
9.217959597e+01,7.707119802e+01,1.602282484e+01
7.623619837e+01,4.342226817e+01,9.507776860e+01
5.833533403e+01,8.872205870e+01,6.183398153e+00
8.356922650e+00,5.469318873e+00,9.337958430e+01
1.353703962e+01,8.104260351e+01,9.888495413e+01
5.493878975e+01,4.691136920e+01,4.527074595e+01
6.735665989e+01,4.105885212e+01,4.069902289e+01
7.477726968e+01,9.635030742e+01,5.808407688e+00
2.478683427e+01,6.434604067e+01,5.286643826e+01
2.452685158e+01,4.933269028e+01,2.523092656e+01
1.591968441e+00,7.741300758e+01,8.959531368e+01
6.080226588e+01,2.853111805e+00,2.989740081e+01
9.083089841e+01,3.805826134e+01,5.810739176e+01
1.491467693e+01,7.404922524e+00,1.367676437e+01
9.017421163e+01,4.686226643e+01,2.670401014e+01
9.196187246e+01,1.196981757e+01,7.081477888e+01
8.551786046e+01,9.792829987e+01,9.563284713e+01
9.574204686e+01,7.526709028e+01,8.360833426e+01
4.300637745e+01,3.268278119e+01,5.994676175e+01
2.907581214e+01,8.463074477e+01,5.129132311e+01
3.338195382e+01,3.142014152e+01,3.361774779e+01
4.739432524e+01,6.737382872e+01,9.292816259e+01
7.445934605e+01,4.169518986e+01,3.946122046e+00
4.294987575e+01,7.076575816e+01,4.387702303e+01
6.151711766e+01,9.930347070e+01,2.435501171e+01
3.314429390e+01,8.793279783e+01,8.882584958e+01
8.201065963e+01,4.140985222e+01,7.277837981e+01
1.255447202e+01,2.905119623e+01,7.592700542e+01
2.892580028e+01,2.209564885e+01,7.004414914e+01
2.914045336e+01,6.964414883e+01,5.487774785e+01
8.053835125e+01,7.224987731e+01,7.764433675e+01
4.241969961e+00,7.003071317e+01,6.117746348e+01
5.997487256e+01,6.765338132e+01,5.241869104e+01
1.095970077e+01,1.075016957e+01,7.549768293e+01
6.430224548e+01,7.159912810e+01,1.018583187e+01
4.224013493e+01,9.114915350e+01,1.972141262e+01
4.269414194e+01,1.102687891e+01,7.483642955e+01
9.791824052e+01,3.350331353e+00,2.096473808e+01
1.112066184e+01,9.586939667e+01,4.117281399e+01
3.829212708e+00,8.321197273e+00,3.234392523e+01
5.155339658e+01,7.242647813e+01,3.483056778e+01
4.389712482e+01,8.698155738e+01,7.535170571e+01
6.671035110e+01,1.545987371e+00,2.851673780e+01
1.950144654e+01,8.179822801e+00,1.725840856e+01
2.073350959e+01,6.179547834e+01,2.048872587e+01
2.750226000e+01,6.935857946e+01,3.325091809e+01
7.002837561e+01,9.805419427e+01,2.612796260e+01
6.384201402e+01,5.520164999e+01,1.477324047e+01
1.960300685e+01,5.897490700e+01,9.282415389e+00
7.563024248e+01,1.709391479e+01,8.772224466e+01
2.364796432e+01,9.754563635e+01,3.451974523e+01
6.055292088e+01,8.493797703e+01,7.841376620e+01
5.185879277e+01,7.998000013e+01,4.850148396e+01
5.120066763e+01,4.308456120e+01,9.542538170e+01
8.626930203e+01,1.346742186e+01,6.304547968e+01
2.920608113e+01,6.099040357e+01,6.645003824e+01
5.961646765e+01,1.802707651e+01,3.400110658e+01
6.668215755e+01,8.658138933e+01,1.135213730e+01
5.175761605e+01,9.749663430e+01,7.502503695e+01
8.191201622e+01,7.206849203e+00,3.663600651e+01
3.157113595e+01,9.519331782e+01,5.939164055e+01
8.172481422e+01,9.704933498e+01,5.420143295e+01
6.562218095e+01,2.040473181e+01,8.993170257e+01
4.482710647e+01,2.025508369e+01,1.999822203e+01
8.480795764e+00,3.753009576e+01,7.673076821e+01
8.040998016e+01,1.265143331e+01,1.219916180e+01
3.344510251e+01,2.368330810e+01,1.904313558e+01
8.387727988e+01,7.857646444e+01,1.026071108e+01
7.245807505e+00,2.490729154e+01,8.381559721e+01
1.083246156e+01,1.742348548e+01,6.872311419e+01
6.785368660e+01,7.810222988e+01,6.181903737e+01
2.763508884e+00,7.399274797e+01,2.062399087e+01
8.133992517e+01,9.978434002e+01,7.267392414e+01
9.148838496e+01,7.450721603e+01,8.339885243e+01
2.994830626e+01,5.426586637e+01,1.797778287e+01
4.958429147e+01,3.536499625e+01,3.506743257e+01
3.226088512e+01,4.158339388e+01,6.063709999e+01
8.715789105e+01,9.125853242e+01,4.244829967e+01
4.625884498e+01,3.692597547e+01,3.388233423e+01
8.101560408e+01,3.690447442e-01,1.719257418e+01
1.300222316e+01,6.809427679e+01,4.362237464e+01
3.811042233e+01,5.384456318e+01,9.043636587e+01
4.534849578e+00,3.873189144e+01,3.135087323e+01
8.025100766e+01,5.631208014e+01,6.364877205e+01
1.186511198e+01,2.795407851e+01,7.359603362e+01
6.362803411e+01,6.700708838e+01,7.179378338e+01
6.761565411e+01,5.663376080e+01,2.458486804e+01
5.658030220e+01,8.821717900e+01,7.620572660e+01
6.637277032e+01,4.017936364e+01,7.801702682e+01
8.749137253e+01,8.008855380e+01,3.801813697e+01
7.249852233e+01,9.142672813e+01,1.954554642e+01
9.803020786e+01,9.170082661e+01,7.068415091e+01
9.828529413e+01,3.060840258e+01,6.428545840e+01
7.712656442e+01,2.944437363e+01,1.937371932e+00
7.522266624e+01,3.058304287e+01,3.034973480e+01
3.898017089e+01,5.062489243e+01,7.030765218e+01
1.892444292e+01,6.538348230e+01,5.787909868e+01
4.193003664e+01,5.908936116e+01,9.437303976e+01
8.225892380e-01,9.558436549e+01,5.411368020e+01
7.170280011e+01,8.448370251e+01,5.014591115e+00
9.279519348e+01,1.256604020e+01,5.838205690e+01
1.660919657e+01,9.100121333e+01,9.053143305e+01
1.747585521e+01,7.673654189e+01,6.247675535e+01
9.130374432e+01,9.865260649e+01,3.054054120e+01
3.907702751e+01,1.649836691e+00,5.205223679e+00
3.925018968e+01,5.862612758e+01,5.391592080e+01
2.611544985e+01,9.006687051e+01,5.435033503e+01
6.597343262e+01,8.424040597e+01,1.141321651e+01
1.652343690e+00,1.944078798e+01,9.214383741e+01
9.432999346e+01,9.814701641e+01,3.155840297e+01
9.610496790e+01,6.608879219e+01,9.793370532e+00
5.701000487e+00,8.058796268e+01,5.115360551e+01
4.575191306e+01,5.872444219e+01,2.262662273e+00
6.180492826e+00,7.412793415e+01,2.478059434e+01
6.961079008e+00,9.523568732e+01,8.922080483e+01
8.095974500e+01,6.399141357e+00,7.861499870e+01
5.311771948e+01,2.880017745e+01,1.459910792e+01
9.630418843e+00,4.223405769e+01,5.575698378e+00
8.082517126e+01,8.772595631e+01,3.788354198e+01
7.257419339e+01,1.812939526e+01,1.445317465e+01
9.987259708e+01,3.077542793e+01,2.389528007e+01
4.980313720e+01,1.568450277e+01,5.973511728e+00
1.323091729e+01,5.217524387e+01,4.161223973e+01
8.760118522e+00,3.650340226e+01,9.255784981e+01
6.904758370e+01,7.125265084e+01,8.961581307e+01
6.716638782e+01,9.711333782e+00,3.637823082e+01
4.975613984e+01,9.049489542e+01,4.087739527e+00
1.701246734e+01,4.900633009e+00,5.918227931e+01
1.473886319e+01,2.688930416e+01,8.783897279e+00
3.517559147e+01,3.797381243e+01,3.336499346e+01
7.019500788e+00,3.614942533e+01,4.489931964e+01
9.229920267e+01,3.747765035e+00,7.846996639e+00
8.878945134e+01,8.200116408e+01,7.704657627e+01
4.884183813e+01,5.697729417e+01,6.794021747e+01
6.196962234e+01,8.561032547e+01,5.043569501e+01
9.559807462e+01,3.172922227e+01,8.343513793e+01
9.255477182e-01,4.573912212e+00,3.244995964e+01
8.797437968e+01,4.897393291e+01,9.574803182e+01
2.272671175e+01,3.492905967e+01,7.412524419e+01
9.408534091e+01,9.229024571e+01,2.641645567e+01
4.992611376e+01,5.369578424e+01,8.177608531e+01
5.533747557e+01,8.748720881e+01,6.334312285e+01
7.595423507e+01,6.579567883e+01,2.429812014e+01
6.200847250e+01,1.674021720e+01,2.706596557e+01
5.593019945e+01,1.381172081e+01,1.487319809e+01
8.951533577e+01,8.974897277e+01,6.196138367e+01
4.273965151e+01,9.710170813e+01,1.735710541e+01
9.370222925e+01,7.975840093e+01,3.141750561e+01
3.405270773e+01,9.211032955e+01,7.689678967e+01
9.425567356e+01,7.559900284e+01,8.819346175e+01
3.844423157e+01,3.273420796e+01,5.866163795e+01
6.257543545e+00,4.602158573e+01,8.578878229e+01
8.439675577e+01,7.788494964e+01,6.953422393e+01
3.070857387e+00,2.019156180e+01,4.132920549e+01
4.617415899e+01,8.286922279e+00,4.749699116e+01
7.858930138e+00,2.998342517e+01,4.986271663e+01
2.864925376e+01,1.140532799e+01,8.378760411e+00
2.260157820e+01,4.581685999e+01,8.119202366e+01
8.478941083e+01,6.786736869e+01,2.650742581e+01
2.625072362e+01,2.678941255e+00,9.181399853e+01
6.140191368e+01,7.055295076e+01,6.543383423e+01
1.942649215e+01,2.818107248e+01,3.542480910e+01
5.968467373e-01,8.899723226e+01,1.509797686e+01
3.802005385e-01,7.929995165e+00,8.081418049e+00
7.692546716e+01,4.846373357e+01,3.819921690e+01
2.981668219e+01,4.755136599e+01,2.339853934e+01
9.563428003e+01,4.451285931e+01,9.325402203e+01
6.033101833e-01,5.810056959e+01,8.013105719e+01
6.482734921e+01,5.842000213e+01,4.889093130e+01
6.526991854e+01,3.232750660e+01,2.713385222e+01
9.200021978e+01,2.004800201e+01,3.733261594e+01
9.700158070e+01,6.042092995e+01,2.155461682e+01
1.929448866e+01,4.943548519e+01,8.872566451e+01
2.874794441e+01,9.422405430e+01,1.578452078e+01
8.130298908e+00,7.939475788e+01,1.599415283e+01
3.005042656e+01,1.160961970e+01,3.683123432e+01
8.906154351e+01,1.515413344e+01,4.472919801e+01
4.978261642e+00,7.616526423e+01,1.865234768e+00
9.043255524e+01,9.474070635e+01,8.829451287e+00
5.954158932e+01,6.982833176e+01,3.910471455e+01
6.578975979e+00,6.119567515e+01,2.628614278e+01
8.226097025e+00,8.430357880e+01,7.058774587e+01
9.922864695e+01,8.391377215e+01,2.505644951e+01
3.034706427e+01,2.569492742e+01,4.773120134e+01
7.686913922e+01,1.985783026e+01,2.169091155e+01
2.745200172e+01,3.396214672e+01,6.101415499e+01
6.949667777e+01,4.737502381e+01,4.396347778e+01
3.715621413e+01,1.731628205e+01,1.398324312e+01
8.345344647e+01,8.389009726e+01,5.948501152e+01
1.841860848e+01,6.838843578e+01,9.060955864e+01
1.812808214e+01,9.775148257e+01,2.519909468e+01
8.946558904e+01,6.841386067e+01,9.423500149e+01
8.634457557e+01,6.452442068e+01,6.201501992e+01
9.523468405e+01,7.112903283e+01,8.898466368e+01
4.825194680e+01,5.477810835e+01,3.721202508e+01
5.542446541e+01,1.723890615e+01,5.710021108e+01
8.961501013e+01,6.526128227e+01,1.549185905e+01
9.258351968e+01,4.271736445e+01,4.199411476e+01
5.562813893e+00,4.777682270e+01,8.257239100e+00
1.272884873e+01,6.006238139e+01,1.411329003e+01
2.721576400e+01,2.861641475e+01,4.287663095e+01
4.836335862e+01,1.963436329e+01,8.783358443e+01
4.537671826e+01,8.412496046e+01,6.083929836e+01
1.463434675e+01,3.290908806e+01,5.015275209e+01
9.458923079e+01,8.151179346e+01,9.904890027e+01
8.931493640e+01,6.697662563e+01,4.574835522e+01
1.790926658e+01,6.397493521e+01,6.854851448e-02
7.338267619e+01,4.585726263e-01,6.464303915e+01
5.012406546e+01,5.764203589e+00,8.562799381e+00
9.698898854e+01,5.130884303e+01,9.343913229e+01
5.866170025e+01,9.874684370e+01,2.226794062e+01
6.983700335e+01,8.678931496e+00,9.009595984e+00
8.264910458e+01,9.233146763e+01,5.876877064e+01
4.608715394e+01,4.628822457e+01,6.036306487e+01
5.204500146e+00,3.440699869e+01,6.737128151e+01
4.098905014e+01,7.571360909e+01,2.446193975e+01
