v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12
9.483629226e-01,8.145636253e+00,4.313961780e+01,8.179091086e+01,3.978765521e+01,5.826830198e+01,1.575325466e+01,9.365495698e+01,2.804363070e+01,9.339477294e+01,1.222741600e+01,1.894168714e+01
1.019428668e+01,3.157023141e+00,2.916798955e+01,4.767867522e+01,4.288046337e+01,4.484158551e+01,2.592984191e+01,2.485029682e+00,4.825603968e+01,3.016936297e+01,8.514384232e+01,3.528915906e+01
4.425743451e+01,1.177386819e+01,5.990582701e+01,2.507704368e+01,4.570183719e+01,9.050986690e+01,5.175396083e+01,6.186035931e+01,4.298364832e+01,2.794812436e+01,6.752042663e+01,6.789815990e+01
6.361655367e+01,4.582065176e+01,9.731293711e+01,7.695516381e+01,5.071483796e+01,5.767742844e+01,9.877546893e+01,7.484470694e+01,5.448990679e+01,5.318291320e+01,7.309901089e+01,4.224790059e+01
1.641058872e+01,4.726439133e+01,5.567680894e+01,8.245334839e+01,7.173124783e+01,7.020720048e+01,8.961176182e+01,8.836350929e+01,2.512828340e+01,9.789491189e+01,7.362865745e+00,8.743315373e+01
1.357862478e+01,1.803040500e+01,8.584892684e+01,4.361991408e+01,7.910088013e+01,9.576553150e+01,6.646468697e+01,9.785178845e+01,1.643605474e+01,7.198683289e+01,9.029391224e-01,5.930399369e+00
9.007549153e+01,6.089360167e+00,5.454197505e+01,9.568128050e+01,9.443394291e+01,2.866609048e+01,3.995609675e+01,8.262840789e+01,5.988412517e+01,3.799160552e+01,9.328535326e+01,8.515499319e+01
5.704325756e+01,7.494035779e+01,9.330648713e+00,7.135309904e+00,2.129340306e+01,6.582722012e+01,3.975848949e+01,4.440316594e+01,6.899248649e+01,4.452524163e+01,3.046516663e+01,3.218617606e+01
4.396599979e+01,5.220594227e-01,5.783673133e+01,1.284158936e+01,1.755352115e+01,9.359686004e+01,1.457320800e+01,5.176171689e+01,2.793487130e+01,8.683499871e+00,5.231819158e+01,9.192588490e+01
1.308777421e+01,1.445611396e+01,4.219028383e+01,5.564328068e+01,4.686048637e+01,6.383930304e+01,6.811697239e+01,1.323589100e+01,8.814542128e+00,8.883773771e+01,7.873238366e+00,4.209866267e+01
5.627147453e+00,6.202864766e+00,6.568555128e+01,2.288458893e+01,3.900745310e+01,2.131994676e+01,5.836834895e+01,8.715712570e+01,5.056738789e+01,9.060530584e+01,9.797622008e+01,2.553626894e+00
7.634327557e+00,6.971953163e+00,3.453760355e+01,4.074851158e+01,3.998745066e+01,8.815017015e+01,6.520183991e+01,2.297707373e+01,3.747718186e+01,4.196935517e+01,1.398591553e+01,8.573897828e+01
2.114460309e+01,9.234340035e+01,9.999920727e+01,5.532172842e+01,1.043143811e+01,6.316969886e+01,5.098295133e+01,2.626139799e+01,6.269851277e+01,5.611367470e+01,7.023007756e+01,1.869110098e+01
7.598208566e+01,6.278856346e+01,5.213401848e+01,7.631633480e+01,1.939979415e+01,8.640046370e+01,8.312592680e+00,2.784550140e+01,8.548857954e-01,9.173456953e+00,2.849272840e+01,2.240191309e+01
3.312086811e+00,1.306992523e+01,3.647863041e+01,7.598878469e+01,8.712350180e-01,5.923288353e+01,5.363620608e+01,6.439989600e+01,5.262447531e+01,3.252808035e+01,4.164897605e+01,8.273215041e+01
9.292866457e+01,3.486272610e+01,7.072131799e+01,1.279359326e+01,4.494785997e+01,1.271464944e+00,8.356742665e+01,5.291462927e+01,3.356037639e+01,7.539545420e+01,1.765639089e+01,4.715708430e+01
9.958837543e+01,7.532797716e+01,8.030212327e+01,4.950206325e+01,3.325001273e+01,4.046615267e+01,7.234694209e+01,3.168687713e-02,5.153326876e+01,9.382811146e+01,8.930183053e+01,8.106017235e+01
9.811245762e+01,6.882381394e+01,8.388807123e+01,7.892103495e+01,3.123106438e-01,4.955142905e+01,6.958688153e-01,9.416230176e+01,6.827298740e+01,3.905128725e+01,9.816805230e+01,1.142060576e+01
3.595556216e+01,5.034433132e+01,4.837095207e+01,9.529240208e+01,2.152904582e+01,7.816924947e+01,2.706811588e+01,3.936589433e+01,6.796771464e+01,5.679290952e+00,4.503328959e+01,1.652510309e+01
7.778608121e+00,2.511119446e+01,9.851021294e+01,4.877418005e+01,8.709286480e+01,7.741665172e+01,8.815362967e+01,1.461718662e+01,2.855497459e+01,2.354140962e+01,2.891345258e+01,8.399275829e+01
6.005683377e+01,6.104185121e+01,9.063188667e+01,6.256962527e+01,4.209923971e+01,5.155476284e+00,4.922409345e+01,3.301127805e+01,4.595326372e+01,2.200253346e+01,5.704481724e+01,2.909625572e+01
4.770867084e+01,5.697771747e+01,2.644345695e+01,1.989589039e+01,1.987564853e+01,5.067781770e+01,6.972097083e+01,2.222208794e+01,8.110113893e+01,7.765570699e+01,5.626601486e+01,5.813322384e+01
8.120576773e+01,4.459531285e+01,4.728423791e+01,6.176622077e+01,6.094403290e+01,6.868851983e+01,5.725250269e+01,4.669185660e+01,8.069830009e+01,4.071030496e+01,3.949801350e+01,9.555278703e+01
5.050809832e+01,2.872772414e+01,8.603771025e+01,6.067589899e+01,8.872175670e+01,4.156887328e+01,6.736254425e+01,7.160879415e+01,8.129357786e+01,2.838834141e+01,1.053968343e+01,7.942809734e+01
1.825607175e+01,2.741049668e+01,2.348868154e+01,7.049653753e+01,2.798407431e+01,3.692353051e+01,1.052442992e+01,4.037057580e+01,1.020210108e+01,2.064321513e+01,6.340334727e+01,1.934000468e-02
4.074839874e+01,7.727053161e+01,3.404139161e+01,7.034379854e+01,2.207318318e+01,4.906747620e+01,7.927048931e+00,4.020624668e+01,8.489417874e+01,5.305203584e+01,5.293827609e+01,8.643164491e+01
6.945460002e+01,9.719320198e+01,6.470954303e+01,4.166067344e+01,6.499246100e+01,3.720085240e+01,2.524928505e+01,9.482198883e+00,8.478786832e+00,7.556532377e+01,1.362457937e+01,6.008282090e+01
7.378709975e+01,2.935242135e+01,7.393303114e+01,2.675045585e+01,7.629399825e+01,5.985348640e+01,7.256278804e+01,4.495001940e+01,4.378881967e+01,8.280755309e+01,6.379490481e+01,6.357072375e-01
5.782370239e+01,3.223056772e+01,2.791885411e+01,5.832174292e+01,4.639925555e+01,5.063986907e+00,4.610907770e+01,2.778274041e+01,1.971777045e+01,1.832668996e+01,3.794826727e+00,9.980365406e+01
5.556169273e+01,8.248691738e+01,4.502980954e+01,2.911464310e+01,4.612884282e+01,1.802579095e+01,1.463512701e+01,1.622366919e+01,5.284624441e+01,9.533491421e+01,8.353401150e+01,2.169533351e+01
1.836579139e+01,8.760317231e+01,6.724454349e+01,9.511397819e+01,9.822227702e+01,9.087970874e+01,1.007469056e+01,6.260306496e+01,9.859906598e+01,8.039060022e+01,5.510912608e+01,4.645860879e+01
8.559345390e+01,2.530809765e+01,6.513548752e+01,4.715664456e+01,5.606324846e+01,9.686408880e+00,1.095855529e+01,2.975013049e+01,9.250358189e+01,6.628548500e+01,6.848950575e+01,7.703317251e+01
2.552138812e+01,8.617546936e+01,1.133273561e+01,9.939126314e+01,8.072615401e+01,9.094096043e+01,3.032691730e+01,3.762046609e+01,6.539765004e+01,9.165572394e+01,6.112511762e+01,3.956118084e+01
8.160246109e+01,9.413494382e+01,5.914794137e+01,7.871634632e+01,7.803892779e+01,6.140301971e+01,8.888365454e+01,4.835194817e+01,4.151207917e+01,2.431091954e+01,3.821414764e+01,6.835302985e+01
2.444087601e+01,7.828491439e+01,3.847977423e+01,1.546051767e+01,1.112951124e+01,8.164789121e+01,3.054387768e+00,8.980190727e+01,2.264122432e+01,2.906933343e+01,7.465509101e+01,2.488572622e+01
7.959849688e+01,7.698358653e+01,6.233652347e+01,4.259960069e+01,2.603175647e+01,1.636905257e+01,3.253607369e+01,1.022943616e+01,1.806028132e+01,5.584743766e+01,8.171389494e+01,1.935375886e+00
8.138099031e+01,8.042468852e+01,5.703365022e+00,7.200458520e+01,1.619192754e+01,1.371458147e+00,8.803579098e+01,1.506584480e+01,4.972440713e+01,6.223411797e+01,5.714415113e+01,3.017971566e+01
8.531582037e+01,7.512532781e+01,9.423383743e+01,1.871833565e+01,2.379843607e+01,3.898708229e+01,3.162492762e+01,7.127685941e+01,1.917017358e+01,8.514733313e+01,4.203386750e+01,7.365883780e+01
4.441855183e+01,8.036929968e+01,1.322831002e+01,7.560014930e+00,1.363947394e+01,9.460722547e+01,5.277344172e+01,3.722110968e+01,1.854085820e+01,2.459425974e+01,9.531300278e+01,9.376774510e+01
9.613400288e+01,4.175489848e+01,2.784808119e+01,3.059373681e+01,7.221510980e+01,2.804540453e+01,4.580430428e+01,1.656137521e+01,9.025372871e+01,3.248112343e+01,4.176800872e+01,1.587318957e+01
3.256889660e+01,8.406079743e+01,6.299950898e+01,1.119205986e+01,1.623375854e+01,8.809167421e+01,9.523628313e+01,1.961632378e+01,3.135686070e+01,4.204366363e+01,7.673382284e+01,2.990439854e+01
9.553544410e+01,6.335904432e+01,8.838493088e+01,3.207568503e+01,4.646708331e+01,4.042237246e+00,5.238132148e+01,1.051617734e+01,2.041775543e+01,2.929806222e+01,1.559953457e+01,3.109812052e+00
1.060307611e+00,5.567054426e+01,3.238875936e+01,8.357550039e+01,4.044041275e+01,1.784621618e+01,5.639473609e+01,4.383974194e+01,3.122503759e+01,6.692351009e+01,5.105400086e+01,4.015696430e+01
4.613988273e+00,1.254903909e+01,6.321962734e+01,9.310405932e+01,4.166057522e+01,5.146252340e+01,2.301637205e+00,7.024497797e+01,6.040331235e+01,6.975610840e+01,2.022294214e+01,1.422401451e+01
3.552830885e+01,1.156426428e+01,1.677598356e+01,3.445772830e+01,4.075338160e+01,2.833568699e+01,9.752606426e+01,5.002540930e+01,5.475724481e+01,9.250508311e+00,1.683456764e+01,6.217090344e+01
1.609612878e+01,5.372606807e+01,8.823720747e+01,3.139892378e+01,1.400733228e+01,7.603631202e+00,6.211408936e+01,4.417947757e+01,2.758872008e+01,1.907264972e+01,7.527248815e+01,7.720405332e+01
8.303046466e+01,4.029237635e+01,7.441443541e+01,4.984979311e+01,6.223742939e+01,1.317339660e+01,8.053663270e+01,9.428834430e+01,1.233807457e+01,3.761506619e+01,6.184114721e+01,1.829923247e+01
6.903923601e+01,9.159339458e+01,3.259960797e+01,8.086839308e+01,6.437460886e+01,6.222306924e+01,7.561163564e+01,5.485201509e+01,2.657280271e+01,7.384769849e+01,4.562597495e+01,4.095185538e+01
3.519796174e+01,1.713734527e+01,4.306996973e+01,4.569621817e+01,1.218218862e+01,7.100423478e+01,2.321679090e+01,2.280259173e+01,7.054642408e+01,4.131890987e+01,4.901082380e+01,2.178928286e+01
6.591118676e+01,1.115640356e+01,3.589200036e+01,7.656303731e+01,8.887658366e+01,7.121799098e+01,9.005491730e+01,1.906065824e+00,5.306488314e+01,3.887275833e+01,5.131980085e+00,7.703096230e+00
9.661704604e+01,9.761306398e+01,6.851427936e+00,4.882166643e+01,9.864497748e+01,5.397647483e+01,1.203736630e+01,7.336934803e+01,3.349044502e-01,3.167243630e+01,4.583284722e+01,8.628915688e+01
3.800238973e+01,3.904628272e+01,5.853019859e+01,7.788420539e+00,1.967899723e+01,4.674035772e+01,4.283933163e+00,7.289098417e+01,3.974704137e+01,3.090473772e+01,3.386296457e+01,8.376742356e+01
1.253141276e+01,5.648167542e+01,8.334251749e+01,6.589527439e+01,5.083755097e+01,9.125191836e+01,7.698548527e+01,6.761310221e+01,9.273414214e+01,2.160168218e+01,4.048450049e+00,9.520314885e+01
2.660745560e+01,4.280126293e+01,1.289181802e+00,5.906443143e+01,5.514035151e+01,8.281917678e+01,3.738728221e+01,6.539614127e+01,8.891826152e+01,7.023866680e+01,9.045689728e+01,6.091538647e+01
6.337845731e+01,9.759310358e+01,4.593111307e+01,9.399759004e+01,9.629773332e+01,7.508505644e+01,4.534776837e+01,8.045220142e+00,5.157607717e+00,8.175242287e+01,8.063436790e+01,1.080223395e+01
3.617156536e+01,2.175266254e+01,3.892853246e+01,6.248459250e+01,4.437650125e+01,7.188019014e+01,2.570509752e+01,5.389402275e+01,7.974007413e+01,5.137824734e+01,5.500444266e+01,4.306076158e+01
5.090202831e+01,1.767887810e+01,9.924608421e+01,6.732133657e+01,6.660338999e+01,9.414014719e+01,5.849566818e+01,5.920387739e+01,2.355080037e+01,3.606155342e+01,3.200042509e+01,7.858714555e+01
4.565875233e+00,2.761787148e+01,7.100275984e+01,9.644843661e+01,4.299531477e+01,2.034537299e+01,8.388395610e+01,9.575692832e+01,8.329446607e+01,3.816507985e+00,2.378450004e+01,5.991055256e+01
4.096872987e+01,4.911652588e+01,1.222068897e+01,5.455770681e+01,7.409231643e+01,1.985445608e+01,7.899324855e+01,9.291700760e+01,4.908864390e+00,4.560728347e+01,1.142549105e+01,3.619043055e+01
7.916221396e+01,7.210824953e+01,3.249638548e+01,2.735057523e+01,2.746171618e+01,9.840206886e+01,7.726686812e+01,8.258755621e+01,9.193817616e+01,6.151112640e+00,4.982453506e+01,4.997126562e+01
1.284269232e+01,7.609681223e+01,6.488506574e+01,5.202282432e+01,3.969538517e+01,4.760346734e+01,8.859055127e+01,2.372015669e+01,3.347211312e+01,1.812322714e+01,5.124644783e+01,8.984459686e+01
2.343412280e+01,6.930228943e+01,7.574698004e+01,3.355678653e+01,1.389075559e+01,1.975907719e+01,3.867627371e+01,6.831292174e+01,2.293064529e+01,8.789363115e+01,2.633868301e+01,6.973261705e+00
4.367248980e+01,4.113845114e+01,3.029968087e+01,1.123982213e+01,9.599450637e+01,9.877816273e+01,8.189001823e+01,9.312230441e+01,3.817622922e+01,1.737235253e+01,5.773717906e+01,8.674305218e+01
2.082561113e+01,8.595018140e+01,4.765621929e+01,6.444348506e+01,8.804601155e+01,9.492535620e+01,6.351343668e+01,9.562637143e+01,4.256996610e+01,4.440124123e+01,5.768952117e+01,4.242948991e+00
4.794931634e+00,9.322684538e+01,6.468494547e+01,4.459648780e+01,4.944227329e+01,7.856812615e+01,7.058597902e+01,8.534687827e+00,9.754318695e+01,7.616102310e+01,9.638328552e+01,3.772191585e+01
6.836696467e+01,6.903147856e+01,8.896569247e+01,5.238434348e+01,9.667399572e+01,6.526358909e+01,7.460114727e+01,3.627418779e+01,1.034011395e+01,3.395947328e+01,9.907342585e+01,8.318828885e+01
7.411560216e+01,2.784462134e+01,3.635259537e+00,5.519733105e+01,4.581166716e+01,1.403602948e+01,7.911728270e+01,3.009650747e+01,1.418805587e+01,6.685437284e+00,7.219094724e+01,4.798606444e+01
6.512043208e+00,7.228869603e+00,1.724205331e+01,8.828085231e+01,6.449969629e+01,3.019198840e+01,9.657927703e+01,2.968969804e+01,5.792452175e+01,7.377352221e+01,1.059238271e+00,9.991114968e+01
9.983812364e+01,3.331042343e+01,8.610268977e+01,4.802107734e+01,3.373029007e+00,6.983973976e+01,9.011128282e+01,6.127693180e+01,2.710863322e+01,2.036975767e+00,5.947444951e+01,6.801866953e+01
4.499690921e+01,5.010988985e+01,9.215982155e+00,2.540331574e+00,9.614544421e+01,3.202012998e+01,2.193002091e+01,2.800164794e+01,7.562106619e+01,6.194454412e-01,9.517307444e+01,2.105419651e+01
1.676581326e+01,5.590825706e+01,3.003398747e+01,9.500313817e+01,3.463463192e+01,4.306750073e+01,7.830295684e+00,8.045910991e+01,4.033179697e+01,1.077048633e+01,6.064419120e+01,5.002642158e+01
8.208679831e+01,3.794758898e+01,1.802300477e+01,2.663744364e+01,4.468694930e+01,7.797797663e+01,9.162882860e+01,8.772911292e+01,9.841753132e+01,9.863969564e+00,3.001723584e+01,6.496783297e+01
8.110434654e+01,7.249860579e+01,4.524330690e+01,5.482064835e+01,9.177168729e+01,4.142694536e+00,9.720385554e+01,4.192394302e+00,2.901876424e+01,6.846459553e+00,6.012603839e+01,8.130824109e+01
9.285513957e+01,8.804918147e+01,4.610594770e+01,9.504330376e-01,7.780080053e+01,9.923830638e+01,9.123567539e+01,4.888283910e+01,6.662828046e+00,8.799212735e+00,4.820706193e+01,9.237030633e+01
9.901920944e+01,5.680597422e+00,5.666723901e+01,6.126299583e+01,6.261231596e+01,1.866989945e+01,2.701338708e+00,5.216781171e+01,8.452143119e+01,9.023359023e+01,9.093128563e+01,6.571268396e+01
6.266464363e+00,1.882392310e+01,4.983493884e+01,9.158504542e+01,7.386833021e+01,9.788937136e+01,3.040933094e+01,1.346147841e+01,3.766371010e+01,6.021534732e+01,9.913933475e+01,6.503404349e+01
6.446874600e+00,8.427329356e+01,5.286893151e+01,8.347716676e+00,4.996019582e+01,1.879744559e+01,9.468130498e+00,8.675936260e+01,1.584177569e+01,1.710222535e+01,4.979759885e+01,9.732564951e+01
2.620598083e+01,3.446203921e+01,2.932825166e+01,9.706112033e+01,8.215737022e+00,6.210610338e+01,5.606204667e+01,4.911306193e+01,9.761542685e+01,3.527935393e+01,6.672366556e+01,1.295062655e+01
6.735596080e+01,3.277810010e+01,1.535054748e+01,5.731880508e+01,9.313280986e+01,6.163522446e+01,7.039845579e+01,9.461239875e+01,2.918792766e+01,8.874216776e+01,6.868274803e+01,2.703828919e+01
4.264510079e+01,6.686852838e+01,2.246696930e+01,3.280590769e+01,3.024978573e+01,3.957866369e+00,1.553584396e+01,9.513303422e+01,7.587959324e+01,2.851650224e+01,5.332568795e+01,9.657543095e+01
6.652233930e+01,1.651650190e+01,2.810578274e+01,3.024830345e+01,1.970763376e+01,5.862347199e+01,5.521209668e+01,1.403936490e+01,3.613428353e+01,6.194361624e+01,4.419840719e+01,6.475993810e+00
3.032144928e+01,7.169240831e+00,3.930859353e+01,2.070913332e+01,6.146030176e+01,3.173320458e+01,1.277531092e+01,7.789358660e+01,8.134610058e+01,6.466993845e+01,1.316779913e+01,5.737663681e+00
4.767636543e+01,4.572470795e+01,8.279472075e+01,5.689736996e+01,5.170716356e+01,7.895831719e+00,7.211112308e+01,7.006765618e+00,7.871294804e+01,9.156275137e+01,6.312921143e+01,5.544011838e+01
8.439407159e+01,4.455037246e+00,5.194549117e+01,9.059320183e+01,4.556046534e+01,8.976917516e+01,6.948179401e+01,5.108155192e+01,7.251620839e+01,9.478328270e+01,2.556475875e+01,6.273415945e+01
8.329755445e+01,1.843604824e+01,4.016476792e+01,1.824169366e+01,3.365695723e+01,6.339114076e+01,4.706448185e+01,6.877446130e+01,4.228354502e+01,5.907282266e+01,1.938583274e+00,7.447573147e+01
8.780085486e+00,6.464813611e+01,6.170823119e+01,8.544007909e+01,5.556607204e+01,3.467122956e+01,7.176965966e+01,8.505824098e+01,9.138989001e+01,1.984204122e+01,4.108588710e+01,4.652887670e+01
7.733805349e+01,8.077323727e+01,1.992167490e+00,4.663422512e+01,6.315476198e+01,6.609122138e+01,7.266306836e+01,1.087442951e+01,9.807536059e+01,3.367418431e+01,2.309966215e+00,1.674884531e+00
1.770505709e+01,4.923830088e+01,2.941381861e+01,3.307802005e+01,4.258964351e+01,8.412618198e+01,4.490285185e+00,6.687019877e+01,3.790018296e+01,8.221126063e+01,7.404240973e+01,2.258146541e+00
9.156383388e+01,7.288994459e+01,4.206637101e+01,3.275319889e+01,3.071185071e+01,2.526720419e+00,1.786374632e+01,1.547139535e+01,7.118281673e+01,4.438551724e+01,7.255410931e+01,6.086873715e+01
6.397429497e+01,7.772997854e+01,9.454488485e+01,7.669124289e+01,2.319357947e+00,8.196705351e+01,7.817087142e+01,5.787672338e+01,6.879918258e+01,8.300520917e+01,4.456965048e+01,5.579880216e+01
5.965366520e+01,9.921827289e+01,5.633796877e+01,4.652954565e+01,1.538140109e+01,7.374773242e+01,5.898942363e+00,1.567518858e+01,9.447729169e+01,1.151762259e+01,9.759670390e+01,7.307264741e+01
3.776609171e+01,8.698800638e+01,5.779257686e+01,6.355481013e+01,8.404908589e+01,6.304872965e+01,9.695292900e+01,4.233957180e+01,1.596664286e+01,5.701431087e+01,7.966651210e+01,7.209432245e+01
4.896094987e+01,7.953277154e+01,1.464718121e+01,5.384986980e+00,7.287810200e+01,8.313684483e+01,6.593040619e+01,6.053779113e+01,4.780909501e+00,4.423157810e+01,2.943034384e+01,2.635170393e+01
2.634082346e+01,2.391237163e+01,3.378827684e+01,8.791362250e+01,6.853360434e+01,1.900834026e+01,3.852914301e+01,7.271497131e+01,9.013218544e+01,3.544824728e+01,1.371329891e+01,2.217481134e+01
5.777154034e+01,6.026528164e+01,9.210500894e+01,8.274707783e+01,7.691034187e+01,3.302083430e+01,7.291723609e+00,8.576331487e+01,6.444022981e+01,1.968598218e+01,6.046864223e+01,5.219133119e+01
9.717784385e+01,7.577012185e+01,8.058087784e+01,3.316726460e+01,9.489276942e+01,7.759024313e+01,4.164256347e+01,2.126251830e+01,6.911588500e+01,6.391508724e+01,9.788726686e+01,1.753942315e+01
1.449220612e+01,2.122239161e+01,5.944018455e+01,6.950733638e+01,7.584127832e+01,4.268166913e+01,2.432350021e+01,8.094760583e+01,7.005152711e+01,4.373326314e+01,3.367614335e+01,1.502909786e+01
3.784829270e+01,6.489657003e+01,9.600487146e+01,7.683409498e+01,8.625116683e+01,5.274884876e+01,5.574888640e+00,1.337422449e+01,6.378429769e+01,7.453704741e+00,7.085550329e+01,4.863991982e+00
7.936455290e+00,4.640561931e+01,5.465201378e+01,2.318644210e+01,9.574658886e+01,8.904841247e+01,5.124327299e+01,6.547327438e+01,2.316223005e+01,8.146094432e+01,3.095582992e+01,8.182706052e+01
7.140771065e+01,4.359513200e+01,3.142988144e+01,2.345871760e+01,6.302147785e+01,5.071020384e+01,2.508525204e+01,9.345621515e+01,2.007779365e+01,4.462182345e+01,5.580562109e+01,1.838570345e+01
1.126521606e+01,3.456026010e+01,8.779164158e+01,9.176576153e+01,7.517017728e+01,2.788326747e+00,9.844616394e+00,7.183149298e+01,1.185335591e+01,2.766734608e+01,5.821326774e+01,4.919081836e+01
6.274072189e+01,4.099101883e+00,6.083187171e-01,9.858074273e+01,8.930408357e+01,8.337722818e+01,9.799233510e+01,7.267515084e+00,2.567693125e+01,6.049520434e+01,2.229963113e+01,6.637226955e+01
9.399751393e+01,8.120893033e+01,6.429215533e+01,9.543373782e+01,1.473262709e+01,2.318918127e+01,9.079653180e+01,8.555597635e+01,5.198706420e+01,3.484345096e+00,8.140959728e+01,5.526009494e+01
3.822570764e+01,3.216018393e+00,6.430223993e+01,9.193550835e+01,1.503402613e+01,7.475709854e+01,4.409492729e+01,3.268192024e+01,3.749214277e+00,1.796086909e+01,2.114841122e+01,2.621956538e+01
8.850720284e+01,5.362091389e+01,4.977522413e+01,1.139233281e+01,2.869981261e+01,6.650010746e+01,2.158515808e+01,4.229089899e+01,4.486251997e+01,9.571523154e+01,4.896410640e+01,7.547612493e+01
2.356453968e+01,8.397972742e-01,9.752090305e+01,7.857127948e+01,2.196192504e+01,3.581501172e+01,6.783145434e+01,1.395176611e+01,5.026877643e+01,3.380981535e+00,3.016081557e+01,5.413432829e+01
6.883530769e+00,8.064910765e+01,3.796770961e+01,8.068859431e+01,6.982939300e+00,4.531064418e+01,6.824166798e+00,3.982065908e+01,8.445782939e+01,4.524591896e+01,3.633887909e+01,3.812378191e+01
2.338004064e+01,9.680045329e+01,3.554317888e+01,3.795098165e+01,2.491957628e+01,2.069934000e+01,1.939476167e+01,4.520960761e+01,5.631996794e+01,3.503144368e+01,7.975054413e+01,7.516578198e+01
6.249292947e+01,6.097693057e+01,6.998285724e+01,8.979667917e+01,3.054470606e+01,5.658140939e+01,1.295404911e+01,9.478193485e+01,6.136518456e+01,4.767260167e+01,4.397801320e+01,4.895882279e+01
6.320135325e+01,3.478604261e+01,8.113082119e+00,6.169115766e+01,2.015561315e+01,8.327741423e+01,1.791061798e+00,8.290121176e+01,1.324252032e+01,5.213909785e+01,6.050972015e+01,9.061544773e+01
1.856850663e+01,7.676070359e+01,7.838678693e+01,3.240399190e+01,2.816202853e+01,6.069359440e+00,5.213091893e+01,5.157880804e+01,9.387446114e+00,9.600759169e+01,2.493301736e+01,7.988456451e+01
2.614636741e+01,1.198149234e+01,1.355591572e+01,1.596900595e+01,1.998775059e+01,5.627337349e+01,6.883660926e+01,3.090414381e+01,9.566143961e+01,7.365575860e+01,3.795963767e+01,5.162173406e+01
4.551243232e+01,9.271635954e+00,9.651076165e+01,2.629965940e+01,5.156855955e+01,4.944735253e-01,4.043743237e+01,7.412898354e+01,4.626308909e+01,5.313218599e+00,9.060097969e+00,4.932443432e+01
9.130339943e+01,8.295462201e+01,9.583559283e+01,3.619430128e+01,5.507916472e+01,5.880905541e+01,7.744929139e+01,5.611062227e+01,3.035846646e+01,9.451839501e+01,5.412803649e+01,6.310182734e+01
3.993996327e+01,1.562475591e+01,8.144270168e+01,9.598540235e+01,2.367966502e+01,7.252283750e+01,2.220097588e-01,7.642724948e+01,6.577418614e+01,3.820128385e+01,5.865852323e+01,5.070744177e+01
8.547786524e+01,6.289497314e+01,4.139216050e+01,8.377062890e+01,5.281543258e+01,4.388364038e+01,2.979172403e+01,4.779532592e+00,2.528552551e+01,5.384699961e+01,6.225406851e+00,6.731839342e+01
5.437231767e+01,5.705703784e+01,2.262413288e+01,2.708504499e+01,8.212993637e+01,4.722260313e+00,7.061333796e+01,9.594334890e+01,5.139664054e+01,5.514063073e+01,5.171614990e+01,4.721585821e+01
8.371204167e+01,5.877709565e+01,2.511149732e+00,5.477512766e+01,6.064322131e+01,1.567001521e+01,2.969128875e+01,8.148262470e+00,1.776133714e+01,7.851358035e+01,2.361971125e+01,5.886789603e+01
4.883336546e+01,3.032223505e+01,5.881091986e+01,1.974971899e+01,7.095346990e+01,2.432407778e+01,9.000427474e-01,4.477428898e+01,6.762779100e+01,5.089913029e+01,7.416903220e+00,5.988997982e+01
2.135787903e+01,2.689294114e+01,3.180667308e+01,9.095770503e+01,2.259877079e+01,1.731488575e+01,3.744139925e+01,7.598720944e+01,6.034442547e+01,1.957378992e+01,5.321266325e+00,2.780067074e+01
7.174591006e+01,7.334155086e+01,7.795413879e+01,9.685903385e+00,8.926867298e+01,5.559339556e+01,7.550427853e+01,9.219825450e+01,5.961272824e+01,7.015702826e+01,8.026662791e+01,1.841088014e+01
4.751615442e+01,1.103007753e+01,1.522618747e+01,3.621862848e+01,3.124346531e+01,1.416348394e+01,2.345632092e+01,8.877394710e+01,5.730208637e+01,6.167065537e+01,1.632806468e+01,3.477075218e+01
6.155926392e+01,1.072846450e+01,6.697156632e+01,2.553860604e+01,4.451336373e+01,5.531077928e+01,4.971529065e+01,8.374372179e+01,2.134076344e+01,5.359897870e+01,3.068497360e+01,6.487055774e+01
5.660773176e+01,2.388958854e+01,5.655298075e+01,6.612726058e+01,6.878935117e+01,3.241751521e+01,8.155404650e+01,6.503507579e+01,1.186310055e+00,2.895926734e+01,9.552336062e+01,1.018647452e+01
4.630252010e+01,4.150957144e+01,3.687192602e+01,1.468358492e+01,7.929108691e+01,4.712715510e+01,9.142365381e+01,2.246682662e+01,5.649603424e+01,6.968149692e+01,8.748219852e+01,4.745580640e+01
2.268193634e+01,4.593268225e+01,7.880039372e+01,1.402644652e-02,5.374890820e+01,9.046903328e+01,9.088991721e+01,3.892028064e+01,8.725323842e+01,9.395979969e+01,7.397532998e+01,5.098043379e+01
8.829449484e+01,6.477677828e+01,2.699662869e+01,3.462213939e+01,9.791538869e+01,4.595536282e+01,2.122790262e+01,6.282269127e+01,5.015082923e+01,9.850414436e+01,9.231957082e+01,8.259123854e+01
3.752613932e+01,9.449807863e+01,4.978067626e-01,8.783927331e+01,8.966081583e+01,1.082496449e+01,2.955672770e+00,3.693352250e+01,6.426536151e+01,7.672822543e+01,7.108835401e+00,4.824139295e+01
1.872709707e+01,9.272857787e+01,1.868600700e+01,2.440370868e+01,2.641196449e+01,3.061844871e+01,4.266607671e+01,3.757550242e+01,8.319017242e+00,4.093034071e+01,3.515109557e+01,9.588373913e+01
