v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46
1.669644430e+01,2.102187246e+01,7.646879497e+01,4.033251633e+00,7.182277540e+01,2.309366949e+01,9.349475607e+01,8.679423423e+01,3.971657136e+01,6.483186601e+01,4.999628019e+00,3.514933883e+00,7.562929338e+01,1.441468114e+01,8.837557296e+01,9.687075561e+01,8.909530388e+00,8.143243303e+01,2.779292767e+01,7.051262770e+01,9.987619619e+01,1.888262273e+01,3.418325288e+01,3.090247822e+01,6.666459658e-01,6.319346167e+01,7.764570007e+01,8.613579921e+01,2.995071257e+01,4.911721742e+01,8.868915704e+00,2.942538126e+01,9.287646924e+01,8.684096399e+01,2.655584326e+01,2.794836423e+00,6.621372994e+01,9.687624886e+00,4.293023365e+01,2.802227732e+01,5.799665297e+01,1.702305278e+01,7.142229059e+01,4.439983554e+01,1.511835288e+01,9.688414400e+01
6.384926730e+01,2.736258970e+01,4.864883880e+01,7.166427073e+01,9.494831947e+01,3.273344448e+01,7.744372405e+01,7.783470336e+01,6.766100382e+00,1.135687320e+01,8.006818712e+01,4.891001071e+01,5.732287387e+01,2.250795345e+01,6.891522715e+01,1.264427628e+01,2.803354235e+01,3.225681775e+01,9.634146365e+00,5.912209369e+01,8.635216136e+01,3.532303872e+01,5.193720791e+01,5.018311113e+01,7.687162704e+01,3.686011799e+01,1.806452491e+01,8.307155080e+01,3.375004736e+01,4.759850269e+01,1.073085543e+01,7.417975400e+01,9.941344689e+01,3.463145604e+01,3.039177202e+01,5.704773133e+01,6.796479869e+01,4.446268920e+01,1.705432517e+01,3.445417850e+01,3.816827566e+01,3.776691627e+01,3.183906756e+01,5.920015146e+01,7.093878922e+01,3.820102042e+01
6.147866215e+01,7.488956695e+01,2.395283844e+01,1.467243631e+01,1.902665390e+01,8.119700572e+01,1.356513534e+01,3.836184640e-01,9.233049616e+01,4.903194350e+01,3.340500597e+01,4.865230068e+01,3.321505831e+01,4.546547628e+01,3.112130520e+00,3.185062475e-01,3.504791816e+01,6.875159922e+01,5.867263927e+00,2.391636977e+01,4.633219642e+01,4.436842179e+01,6.940087432e+01,8.747409523e+01,2.204738725e+01,2.050727719e+00,1.843002240e+01,4.733804834e+00,2.669021158e+00,1.152247278e+01,9.868083894e+01,9.583314673e+01,5.592660442e+01,7.859927627e+01,9.776771002e+01,5.960656149e+01,1.528372356e+01,4.994738679e-01,5.214208678e+00,7.327219817e+01,4.187232074e+01,3.618326527e+01,1.487588960e-01,3.665758830e+01,2.250128526e+01,8.543124030e+01
8.832582588e+00,8.523982521e+01,8.308175179e+01,5.324122520e+01,6.417447973e+00,8.318190851e+01,3.780483093e+01,8.333700991e+01,7.520283213e+01,7.626625389e+01,4.680557714e+01,7.123262252e+01,6.546447642e+01,6.001419050e+01,2.423159692e+01,2.096529819e+01,8.801902115e+01,2.477084278e+01,2.795189450e+00,5.072609869e+00,5.706865506e+01,7.753532531e+01,1.561527257e+01,7.910745423e+01,7.508894224e+01,3.405601862e+01,6.046988867e+00,9.365778176e+01,7.828448706e+01,6.908828867e+01,3.937022935e+01,3.658464630e+01,5.313068094e+01,4.007275263e+01,2.137482957e+01,8.311774648e+01,3.917019509e+01,4.581216355e+01,1.299678812e+01,3.895488359e+01,4.054615583e+01,8.521762449e+01,1.186625214e+00,8.426735044e+01,9.376194989e+01,5.927381666e+01
8.793074836e+01,5.989213170e+01,1.473883716e+01,6.872080769e+01,2.387050926e+01,5.374793966e+01,9.384009157e+01,3.156617427e+01,2.546800764e+01,3.738649396e+01,7.236992318e+01,1.494728589e+01,9.650246139e+00,9.656345317e+01,8.222341652e-01,9.044288987e+01,2.953387455e+01,6.935502287e+01,9.191960226e+00,3.392389612e+01,3.083165965e+01,4.871636450e+01,3.083839547e+01,9.794500326e+01,8.408813495e+01,7.710574975e+01,1.701318170e+01,2.991573340e+01,5.678579419e+01,3.266943705e+01,2.176570855e+01,8.006266937e+01,1.601663247e+01,1.011247675e+01,6.876536006e+01,7.622293404e+01,6.318127448e+00,3.176924680e+01,6.864765753e+01,5.487719699e+01,6.944660129e+01,3.315261764e+01,7.840961742e+01,3.784236412e+01,9.855634256e+01,6.728187181e+00
1.589150327e+01,6.281501263e+01,8.282655940e+01,6.326157930e+01,4.190712981e+01,2.107096991e+01,1.508506525e+01,1.509063689e+01,3.456584600e+01,5.179954061e+01,7.614239655e+01,8.151513901e+01,4.147776133e+01,8.917108148e+01,8.482934102e+01,2.672057917e+01,3.423784453e+00,7.682892359e+01,4.503266048e+01,3.669726268e+01,2.803272588e+01,1.601352106e+01,2.670391933e+00,9.070707134e+00,2.167775437e+01,7.543978250e+00,7.710574277e+01,8.907958460e+01,9.465558111e+01,8.046919612e+01,5.378566396e+01,1.838651275e+01,3.804692125e+01,3.496765768e+01,9.517684546e+01,2.341542478e+01,6.548632892e+01,5.434690602e+01,8.538052587e+01,5.325458426e+01,3.822025829e+01,8.097842538e+01,4.531032663e+01,8.536509619e+01,5.997362167e+01,7.606796867e+00
7.389121343e+01,3.750638326e+01,8.545578699e+01,4.354107804e+01,3.417384893e+01,4.531348219e+01,2.678012407e+01,1.991640282e+01,1.780488465e+01,1.748881649e+01,6.042762428e+01,2.309726767e+01,4.856941947e+01,8.266280520e+00,4.482484558e+01,9.019672331e+01,3.573337228e+01,4.994446240e+01,4.155892730e+01,2.584166917e+01,9.724873989e+01,2.214459595e+01,1.482461637e-01,5.845295376e+01,9.795306958e+01,5.170734961e+01,8.911715822e+01,3.692355343e+01,8.855540028e+01,7.053536663e+01,4.439019774e+01,2.074439409e+01,6.768925793e+01,8.956385426e+00,7.420098635e+01,7.681356649e+01,5.988080989e+01,8.503702881e+01,5.731908450e+01,3.870066923e+01,3.512172569e+00,1.736059555e+01,3.579582842e+01,4.863108656e+01,3.016466126e+01,9.486274205e+01
7.041505520e+01,3.160256030e+01,7.782508049e+01,6.863662812e+01,1.911812727e+01,1.803853964e+01,2.663261437e+01,7.328635396e+00,6.932771304e+01,6.093621378e+01,5.667147620e+01,9.581035842e+01,2.388079452e+01,1.847287170e+01,1.423761489e+01,3.652320660e+01,4.049354621e+01,1.027267186e+01,4.832290289e+01,5.882397926e+01,8.497759820e+00,7.344219649e+01,5.308845502e+01,6.755159981e+01,5.585315814e+01,9.020124020e+00,9.002502698e+01,8.132721055e+01,2.911427967e+01,7.110941652e+00,5.101073220e+01,8.761084869e+00,5.339759911e+01,5.279828865e+01,5.048671380e+01,3.193690690e+00,2.143911104e+01,7.703589341e+01,8.840824871e+01,4.773334411e+01,4.212339754e+01,8.423753371e+01,1.435229369e+01,6.761404871e+01,9.279810860e+01,8.751573398e+00
1.747871983e+00,6.303755380e+01,8.697282635e+01,1.329114981e+01,6.626414326e+01,8.080154587e+01,9.937299635e+01,5.358716812e+01,7.756600520e+01,9.947014807e+01,5.516583157e+01,2.596380407e+01,8.644574396e+01,3.262607135e+01,8.617432724e+01,8.427047011e+01,1.254323729e+01,1.238078261e+01,7.531914283e+01,2.435573118e+01,9.497160945e+01,6.757676868e+01,3.700348212e+01,9.372457303e+01,9.629817941e+01,5.534902773e+01,7.926434666e+01,9.673537096e+01,7.627889259e+01,1.069829208e+00,8.509457679e-01,5.220142825e+01,1.447460688e+01,1.859062687e+01,6.443813227e+01,7.278967054e+01,5.597386170e+01,2.093801860e+01,1.131813008e+01,9.819950971e+01,9.703703796e+01,4.782165550e+01,4.744461787e+01,6.680947265e+01,5.693542514e+01,6.469503625e+01
1.235059599e+01,5.790477859e+00,7.512252582e+01,5.651633518e+01,2.879119736e+01,5.911628688e+00,6.006762497e+01,3.514745731e+01,3.184720539e+01,2.073192134e+01,4.509759582e+01,9.058032582e+01,6.983157782e+01,1.625501215e+01,5.958172219e+00,9.155965757e+01,8.384136686e+01,5.381556528e+01,2.456686963e+01,1.798906845e+01,7.608867129e+01,5.842793048e+01,8.382037931e+01,7.802743107e+01,8.779618378e+01,3.081978938e+01,7.171595906e+01,4.891368158e+01,7.478103926e+01,8.775972940e+01,3.809183779e+01,5.476039096e+01,8.009230570e+01,4.768668508e+01,5.421670013e+00,7.442648180e+00,4.719042767e+01,9.567223677e+01,5.672215139e+01,6.116327612e+01,6.789504123e+01,1.285071246e+01,5.539992164e+01,1.921441736e+01,3.713089071e+01,1.639094231e+01
7.513514839e+01,4.597383290e+01,3.117425490e+00,7.323017209e+01,8.928350549e+01,7.443759983e+01,2.955444132e+01,8.441127365e+01,1.276017476e+01,4.773962252e+01,9.246704311e+01,3.383271617e+01,3.933095923e+01,1.825156529e+01,3.399430039e+01,1.150703838e+01,9.344392771e+01,9.097457437e+01,8.684256399e+01,1.623589618e+01,7.268973171e+01,2.500618303e+01,3.996414499e+01,4.643954405e+01,2.876535973e+01,5.501560510e+00,3.591484383e+01,3.264824466e+01,6.622740375e+00,1.941127782e+01,2.188844877e+01,6.257692782e+01,4.172227189e+01,1.721988792e+01,8.084395147e+01,5.319996574e+01,3.501362823e+01,3.849317129e+00,9.993464882e+01,9.683001759e+00,9.297856077e+01,4.315430743e+01,4.572424764e+01,2.526172791e+00,4.365185898e+01,9.398538468e+01
5.054736174e+00,2.297813993e+01,6.386883592e+01,9.766934205e+01,2.135818138e+01,3.973196634e+01,9.681267847e+01,2.914235278e+00,6.401733351e+01,2.568023835e+01,4.521742171e+01,6.176077770e+01,3.029787979e+01,7.530149441e+01,8.665741300e+01,1.856509236e+01,7.241812244e+01,6.986986026e+01,3.834983485e+00,6.197276601e+00,1.609797098e+01,8.669966137e+01,6.018833776e+01,1.423954945e+01,6.335732773e+00,5.795897293e+01,3.557270149e+01,1.896797586e+01,4.737230798e+01,6.329754658e+01,1.909354337e+01,8.433959564e+01,3.609356779e+01,3.263268965e+01,8.309710210e+01,5.781401529e+01,3.032549709e+01,6.073439596e+00,3.839607573e+00,8.117667462e+01,1.525245681e+01,6.839540651e+01,9.216278535e+01,7.266991147e+01,6.429274846e+01,4.916957718e+01
4.421333485e+01,2.187547181e+01,7.496562681e+01,8.164305910e+01,7.919930789e+01,6.089671273e+01,5.840782338e+01,2.815035563e+01,4.510991910e+01,2.011594135e+01,5.194965961e+01,3.159131763e+01,6.008639523e+01,7.200715397e+01,7.136606552e+00,9.503328020e+01,3.631845042e+01,8.130506000e+01,4.921371514e+01,4.425937302e+01,7.248027884e+01,3.303490465e+01,5.851060852e+01,9.891791062e+01,9.808618684e+01,3.834459123e+01,9.448332068e+01,3.002469378e+01,6.385637728e+01,6.666315042e+01,7.079737535e+01,3.030348561e+01,4.769010295e+01,2.177979269e+01,9.286200627e+01,2.092474898e+00,5.672165210e+01,3.960561639e+01,9.977761258e+01,7.642524722e+01,1.281719888e+01,9.266657284e+01,8.105741454e+01,9.058661820e+01,5.138983467e+01,5.737580922e+01
1.545984247e+01,2.930201358e+01,6.129155199e+01,9.152401010e+01,9.605449321e+01,8.446492053e+00,4.161935648e+01,4.489499261e+01,6.805552242e+01,1.340287394e+01,2.896409400e+01,5.168093903e+01,3.041677925e+01,6.516608522e+01,8.638652915e+01,3.015973235e+01,7.812612404e+01,3.360560303e+00,8.893609897e+01,7.796288118e+01,2.396075443e+01,2.240832938e+01,7.747971281e+00,4.507246139e+01,9.557292546e+01,6.831371888e+01,6.012692528e+01,1.193231139e+00,3.867514863e+01,8.470355414e+01,4.078735831e+01,3.764330501e+01,4.226912986e+01,5.225156245e+01,6.563987229e+01,1.827309484e+01,2.685847348e+00,7.662563354e+01,8.649427934e+01,1.959572660e+01,4.613960602e+01,1.467914670e+01,1.088545778e+00,4.679266522e+01,1.176469724e+01,4.768429381e+01
7.785810275e+01,8.983097653e+01,1.765599153e+01,5.717080423e+01,4.038741137e+01,9.910235693e+01,5.779021435e+00,7.803399089e+01,8.049994148e+01,1.863541649e+01,4.476128126e+01,7.277222500e+01,8.964461657e+00,4.838665424e+01,8.223315127e+01,1.356743502e+01,4.948010614e+01,2.326609030e+01,7.798454381e+01,1.652200389e+01,1.568485385e+01,5.772996578e+01,8.651530991e+01,8.903677638e+01,5.378611767e+01,6.925611676e+01,9.684051412e+01,2.307923289e+01,6.601117854e+01,8.574432209e+01,8.463477530e+01,8.647915585e+01,5.285302345e+01,5.563547066e+01,4.545568351e+01,6.845834869e+01,1.644793842e+01,2.951551840e+01,4.617876714e+01,8.896619786e+01,7.155185258e+01,5.632087704e+01,4.654893055e+00,8.956408199e+01,7.467642865e+01,4.733176756e+01
9.770705745e+01,2.463913375e+00,2.018791734e+01,4.286248946e+00,8.050861189e+00,8.815556734e+01,7.089573927e+01,1.925466747e+01,9.134768799e+00,2.996184704e+01,1.638614774e+01,4.071187968e+01,9.878961832e+01,2.934691137e+01,9.636514653e+01,8.935897941e+01,6.528696396e+01,2.667178102e+01,1.395779512e+01,7.203928519e+01,4.597117869e+01,1.327406692e+01,5.809040748e+01,5.479331662e+01,7.560143759e+01,3.259170730e+01,1.103403616e+01,2.183890221e+01,4.215540332e+01,2.105304656e+01,3.453110418e+01,5.205469808e+01,1.522255713e+01,8.672938135e+00,7.656982830e+01,5.481373374e+01,9.991442727e+01,3.870275173e+01,5.514529774e+01,6.904315643e+01,8.751625135e+00,9.719246159e+01,2.821148515e+01,7.942762888e+01,8.227315233e+01,9.436615545e+01
2.698254043e+01,9.771491847e+01,4.493439913e+01,5.475307136e+01,8.607713586e+01,9.684767278e+00,9.718045241e+01,1.865822617e+01,9.006237006e+01,8.405306425e+00,5.758315143e+01,4.959672117e+01,9.254488723e+01,7.551401467e+01,6.547582366e+01,1.769670447e+01,5.887182746e+01,2.722033016e+01,5.013583726e+01,9.425240330e+01,8.269445139e+01,9.429294325e+01,4.250221307e+01,7.577248598e+01,2.388370565e+01,7.769170122e+01,4.384470047e+01,8.479362322e+01,6.469830970e+00,1.204322258e+01,8.320289171e+01,8.628928321e+01,7.289040974e+00,4.744667076e+01,4.337794630e+01,2.173312919e+01,2.632619808e+01,9.058213259e+01,5.977035296e+01,3.407322615e+01,7.928905956e+01,2.606965926e+01,7.347023773e+01,5.667240869e+01,4.726851369e+01,5.682920782e+00
2.726639507e+01,7.575168868e+01,3.093269518e+01,1.514627224e+01,9.029989144e+01,7.137243886e+01,9.618097180e+01,5.506615107e+01,4.582997557e+00,5.796546356e+01,1.647887635e+01,2.620222915e+01,2.092333298e+01,5.732637308e+01,4.535013400e+01,4.042941697e+01,5.764676203e+01,9.256401946e+01,3.337662446e+01,8.160294299e+01,3.213074604e+01,6.728733222e+01,1.133728111e+01,5.347928152e+01,8.785394455e+01,1.680389032e+01,6.867391723e+01,1.587040892e+01,9.230812644e+01,6.137789145e+01,5.455657884e+01,3.681051992e+01,1.766147684e+01,9.131365649e+01,3.279757587e+00,8.676091236e+00,7.119365705e+01,7.982878748e+01,8.192370337e+01,4.936944402e+01,6.007385070e+01,8.687052653e+01,8.412641127e+01,4.694824890e+00,2.447411932e+01,2.005715567e+01
2.553365706e+01,2.482061210e+01,3.166481981e+01,4.139326338e+01,2.332153633e+01,4.228795798e+01,3.761233239e+01,8.882895609e+01,8.752652039e+01,4.892871540e+01,3.973081910e+01,2.209160573e+01,7.589806384e+01,8.928038500e+01,9.420913222e+00,6.467414439e+01,4.012993058e+00,8.720339029e+01,1.795395769e+01,4.549270801e+01,5.946406338e+01,2.267477061e+01,1.372529047e+01,5.421772361e+01,9.314819918e+01,1.341013014e+01,4.371448104e+01,5.433878373e+01,6.536678837e+01,6.304305362e+00,4.735436551e+01,8.072198131e+00,3.460728881e+01,1.688624157e+01,7.816456755e+01,9.796092437e+01,3.227037179e+01,9.526960260e+01,6.340995584e+01,2.232633845e+01,6.333425555e+01,4.560370623e+01,2.126409998e+01,4.479020455e+01,9.014155511e+01,5.085196909e+00
1.913357032e+01,6.392017656e+01,4.934491475e+01,7.737724750e+01,8.078573789e+01,4.629694865e+01,8.784160092e+01,8.967819150e+00,2.554273888e+00,8.492684545e+01,4.115074073e+01,9.199985812e+01,7.357187989e+01,9.693278138e+01,1.098410765e+01,6.553742374e+00,8.102573355e+01,5.053184804e+01,8.660284601e+01,1.959555643e+01,7.176306194e+01,9.552468977e+01,2.735394296e+01,5.492125470e+00,8.375736468e+00,4.402277514e+01,1.607294114e+01,9.913618372e+01,8.297282483e+01,2.758539793e+00,2.891887284e+01,8.999284705e+01,9.035679107e+01,5.803962206e+01,9.316516485e+00,2.723304143e+01,2.711783769e+01,9.171917222e+01,8.902037434e+01,7.864832510e+01,7.600556432e+01,3.809530284e+00,7.757544784e+01,7.412783372e+01,8.240113872e+00,8.717417876e+01
6.656170737e+01,2.023897579e+01,1.147085748e+01,6.462747591e+01,4.354390368e+00,2.852354567e-01,3.916837966e+01,7.553675066e+01,3.934797371e+01,9.138173703e+01,1.688779125e+01,8.893542446e+01,3.120062042e+01,2.977319155e+01,7.954919701e+01,3.975252402e+01,4.126235041e+01,7.311571168e+01,1.257868505e+01,2.751215324e+01,8.056194741e+01,2.721652674e+01,1.905997760e+01,7.616080409e+01,5.500707289e+01,8.443104964e+01,2.276666311e+01,3.552442928e+01,1.482337932e+01,2.107416993e+00,9.991352473e+01,4.062849171e+01,3.058404494e+01,8.700715967e+01,9.703378006e+00,7.644946982e+01,3.554380680e+01,3.404469674e+01,1.604764280e+01,6.450268634e+01,1.170760957e+01,5.194467959e+01,5.014318801e+01,2.253054537e+01,5.279161675e+01,6.031634674e+01
6.210693466e+01,9.457626186e+01,4.222342840e+01,5.675453608e+01,2.535279434e+01,4.185444914e+01,2.122620647e+01,6.829556632e+01,2.255012854e+00,6.303466069e+01,2.399388167e+00,1.629614930e+01,7.650341224e+01,4.087695292e+01,9.416770638e+01,6.303016710e+01,3.649845268e+01,9.835915208e+01,8.161716823e+01,3.117001917e+01,1.838176389e+01,1.340528825e+01,8.127770261e+01,6.047715698e+01,7.546501021e+01,1.869605443e+01,8.862681676e+01,6.865322437e+01,2.108016965e+01,1.891318358e+01,6.449224722e+01,2.905498907e+01,6.131815224e+01,2.707311024e+01,3.497278181e+01,3.507464802e+01,4.306520717e+01,9.545879799e+01,4.596425960e+00,4.196691163e+01,7.265475477e+01,2.012284594e+01,5.890972663e+01,8.717316860e+01,5.751368957e+01,5.162048686e+01
7.349430547e+01,6.446292812e+01,6.415586176e+01,8.584205524e+01,5.548439356e+01,6.101012554e+01,7.512768879e+01,1.584056918e+01,3.383270018e+01,4.003063767e+01,2.060623450e+01,8.862521985e+01,2.254078039e+01,6.457760834e+01,6.665460567e+01,4.348494429e+01,9.128817285e+01,7.975414593e+01,9.261798957e+01,3.725407207e+01,3.128201572e+01,9.182181355e+01,3.525177748e+01,8.948798279e+01,7.758812031e+01,7.343544404e+00,6.633919831e+01,9.878091329e+01,6.258817125e+01,3.134631834e+01,1.547098609e+01,2.681843553e+01,4.168510247e+01,4.485631459e+01,2.858884202e+01,8.358935213e+01,4.838557261e+01,8.531614737e+01,5.183177047e+01,2.540885138e+01,4.724442700e+01,3.849323159e+01,5.623506279e+01,8.553286995e+01,5.219000731e+01,6.700260660e+01
7.866736153e+01,3.533604000e+01,7.940555384e+01,3.186783018e+01,8.186910522e-01,2.768354540e+01,3.408740920e+01,6.436046428e+01,2.872456758e+01,3.094248611e+01,3.730950353e+01,3.502147329e+01,3.145488575e+01,1.332972651e+01,5.517764526e+01,7.681047205e+01,4.616646514e+01,4.824456036e+01,4.707676299e+01,3.512623580e+01,5.477126970e+01,7.583621553e+00,5.069446437e+01,8.714377798e+01,1.591703963e+01,4.932192942e+01,5.744266109e+01,1.777371566e+01,7.912000064e+01,2.153312444e+01,5.868125137e+01,1.523008114e+01,2.946122594e+01,6.850642631e+01,9.478855934e+01,6.138310855e+01,1.145617755e+01,1.065219375e+01,9.043682298e+01,2.391904421e+01,2.929473262e+01,7.154969928e+01,3.984574647e+01,3.657481031e+01,8.071384781e+01,3.995063038e+01
2.262593374e+01,5.072757836e+01,1.887832031e+01,6.362245450e+01,3.550501074e+01,3.715668069e+01,8.139320640e+01,3.002629539e+01,5.235639261e+01,6.863379948e+01,4.953123699e+01,6.078449934e+01,4.089290755e+01,1.860653013e+01,8.217300762e+01,1.217726109e+01,5.422294614e+01,3.170121734e+01,7.247016293e+01,8.448171955e+00,4.293326034e+01,3.688898390e+01,3.291099795e+01,4.961278433e+01,8.599633478e+01,4.827318251e+01,9.959287367e+01,5.148926840e+01,2.764158138e+01,2.803352260e+01,5.480198606e+01,3.781484405e+01,4.297574014e+01,9.209104872e+01,7.726942597e+01,3.747656232e+01,8.037725782e+01,5.701837654e+01,8.174181942e+01,2.202176229e+01,9.025815196e+01,8.319249730e+01,3.113258723e+01,6.889881522e+01,7.964686777e+01,4.477807506e+01
3.526017684e+01,5.666684866e+01,5.866833591e+01,2.981664184e+01,7.564263044e+01,1.886073689e+00,2.478894086e+01,3.728188764e+01,2.504658679e+01,3.275657919e+01,5.076228895e+01,2.716219721e+01,9.753084284e+01,5.255354577e+01,2.379348721e+01,9.474213682e+01,6.438215117e+01,2.358963663e+01,5.774460052e+01,2.622032043e+01,1.033025994e+00,9.888480622e+00,7.238308199e+01,7.740129508e+01,6.468628871e+00,9.829960729e+01,2.026826418e+01,5.112989992e+01,1.503163449e+01,9.654052180e+01,9.922900433e+01,7.313122861e+01,2.951852941e+01,6.218392733e+01,1.057731571e+01,1.751321836e+01,9.140975270e+01,4.437183181e+00,9.856449263e+01,6.803660075e+01,8.882385207e+01,9.545773473e+01,5.271454222e+01,5.524486258e+01,2.297398565e+00,8.637972994e+01
5.194255400e+01,3.935370756e+01,3.041999307e+01,8.525190751e+01,5.365062326e+01,7.185995866e+01,3.278219000e+01,6.598197891e-01,2.979150719e+00,5.114547212e+01,3.029224661e+01,6.101908477e+00,5.748348795e+01,1.202498066e+01,3.344068947e+01,2.912242167e+01,6.427214938e+01,6.817031167e+01,7.702857525e+01,9.731582461e+01,6.817402035e+01,3.472197496e+01,5.346945245e+01,6.198256294e+01,7.232336224e+01,6.401079964e+01,3.887278437e+01,8.695951564e+01,2.295005081e+01,8.709218856e+01,2.608450434e+01,2.431892727e+01,6.939827170e+01,8.907856468e+01,2.427487675e+01,9.656850525e+01,7.251890709e+01,1.076270961e+01,3.419526817e+01,8.465854664e+01,1.433735313e+01,5.415525706e+01,3.651326924e+01,9.235305898e+01,6.699182150e+01,6.573130606e+01
7.716198898e+01,4.306765065e+01,2.260516350e+01,3.792862867e+00,3.581380693e+01,4.117532747e+01,7.048830333e+01,8.020747795e+01,7.555481152e+01,9.182471489e+01,2.161103268e+01,7.325207886e+01,3.161807516e+01,2.553367884e+01,1.927238664e+01,9.757554911e+00,2.349384886e+01,7.013109706e+01,9.903582486e+01,6.046480220e+01,7.742150737e+00,7.146180998e+01,4.311161128e+01,4.072304254e+01,9.351416098e+01,8.956705400e+01,2.672887160e+01,9.834650343e+01,3.526050211e+01,9.918676770e+01,6.634572897e+01,8.561915344e+01,2.009826343e+01,9.608760955e+01,8.256869691e+01,7.357042438e+01,7.639787965e+01,5.091385293e+01,7.246619019e+01,4.241545413e+01,4.751047953e+01,3.150500770e+00,9.020433420e+01,4.367724370e+01,4.488931272e+01,4.648748534e+01
9.013961915e+01,8.213054272e+01,2.541866701e+01,3.696731358e+01,8.757638939e+01,3.594531112e+01,2.136432362e+01,7.066244793e+00,1.966429652e+01,6.187872337e+01,1.972034637e+01,8.779757560e+01,8.616896117e+01,9.906222672e+01,2.253993854e+01,7.778956162e+01,1.809372339e+01,2.554335763e+01,6.004180818e+01,4.599682790e+01,9.013621597e+01,7.409751448e+01,7.512524651e+01,7.708301729e+01,8.639643335e+00,5.826532509e+00,8.550893851e+01,5.404445077e+01,9.049627773e+01,3.741409067e+01,1.630444885e+01,6.782162469e+01,6.335923614e+00,4.562543819e+01,3.284749516e+01,3.226027053e+01,9.659235980e+01,8.544920929e+01,3.717455173e+00,3.308485438e+01,2.892155301e+01,6.797660960e+01,6.361278707e+01,9.638478265e+01,1.952789809e+01,1.627541970e+01
9.526781018e+01,4.843259004e+01,9.080214502e+01,8.257297761e+01,5.536440840e+01,7.213920100e+01,8.809498775e+01,9.375904497e+01,6.739801467e+01,8.516479934e+01,3.665310111e+01,6.982082122e+01,5.027383166e+00,2.276308913e+01,5.657654111e+01,3.311457471e+01,4.750038993e+01,4.040307117e+01,9.872972902e+01,9.389532590e+01,8.827306645e+01,3.936805437e+00,3.226423381e+00,6.421019028e+01,1.214327158e+01,7.103068750e+01,3.532622021e+01,2.017135329e+00,2.604777397e+01,8.488217526e+01,5.074556648e+01,7.782266256e+00,7.626780484e+01,6.701133411e+01,9.883172009e+01,1.626354194e+01,2.023996835e+01,4.675341948e+01,8.965051903e+01,8.885720063e+01,9.432671120e+01,1.147948285e+01,6.144724157e+01,1.578818919e+01,5.964643300e+00,2.622157277e+01
4.020325077e+01,8.625355497e+01,9.061102877e+00,3.480713634e+01,9.304844422e+00,3.808775318e+01,7.467423245e+01,9.708508198e+01,4.207121675e+01,2.952012570e+00,5.928299312e+01,3.307137900e+01,9.479103892e+01,2.076349594e+01,9.437585016e+01,9.220394967e+01,1.394460272e+01,9.919987724e+01,9.047094090e+01,3.822340934e+01,9.163905283e+00,1.303434302e+01,3.102537640e+01,5.300715643e+01,4.004810805e+01,6.848969365e+01,6.321772396e+01,9.375609360e+01,6.810680925e+01,2.205957045e+00,3.387592274e+01,7.540477320e+01,4.745704720e+01,1.078020191e+01,8.561838479e+00,6.959646063e+01,8.845575036e+01,5.056769398e+01,7.124990136e+01,2.535781268e+01,9.597760187e+01,9.174365331e+01,1.746232924e+01,9.869933759e+00,4.860044714e+00,4.333936666e+01
5.325535612e+01,2.216425557e+00,4.914332572e+01,3.729796797e+01,2.227727469e+01,7.006944566e+01,7.500826532e+01,8.535340652e+01,9.894517500e+01,7.435583539e+01,8.594333473e+01,6.062438958e+01,8.867183328e+01,9.252155014e+01,6.166195936e+01,9.023939163e+01,3.101034911e+01,9.481364724e+01,1.959734196e+01,6.024238577e+01,5.846551141e-01,4.846030900e+01,2.764594015e+01,4.249102307e+01,8.533385063e+01,6.098624389e+01,7.766661572e+00,6.087928529e+01,6.039074310e+01,5.929786163e+01,9.518504413e+01,2.992578387e+01,3.821107690e+01,2.102838997e+01,2.924830871e+01,2.669282354e+01,6.632112362e+01,2.779638935e+01,8.779008442e+01,5.239329579e+01,4.319796362e+01,2.894878286e+01,5.391087900e+01,3.702747917e+01,5.316465963e+01,4.721666347e+01
1.186600287e+01,3.923754195e+01,3.822824326e+01,9.892462091e+01,3.090543216e+01,9.105472421e+01,5.282407304e+01,4.771314361e+01,7.656002548e+01,8.704723516e+01,4.257448240e+01,6.219500778e+01,3.544154139e+01,1.298935494e+01,9.729368129e+01,1.452821979e+01,2.636996340e+01,1.910249088e+01,7.735415447e+01,1.033201098e+01,9.508012049e+01,7.413540813e+01,3.734062506e+01,4.054706060e+01,9.618939466e+01,8.994944716e+01,3.395860702e+01,4.261418758e+01,9.589846087e+01,9.841707766e+01,7.855502718e+01,7.001183346e+01,7.891792698e+01,8.267751607e+01,5.054387327e+01,6.768527906e+01,2.201406557e+01,3.018214076e+01,1.877896237e+01,5.976005897e+01,8.897781736e+01,5.511091393e+01,1.457246226e+01,3.506733535e+01,6.638728857e+00,4.693724011e+01
