v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40
2.647221023e+01,6.700534296e-01,9.599799533e+01,4.929698879e+01,1.445360213e+01,8.947507402e+01,5.417735469e+01,3.866740434e+01,4.915064188e+01,3.276533900e+01,4.290751291e+01,8.005378452e+01,6.165255858e+01,1.115917390e+01,5.386024140e+01,9.065893429e+01,2.055585256e+01,2.177018695e+01,3.797451846e+01,6.623454749e+01,2.217722055e+01,6.578329370e+01,8.926568841e+01,3.855319185e+01,6.110934843e+01,3.614542900e+01,7.938946594e+01,1.283491291e+01,8.304864059e+01,7.940502617e+01,3.727741965e+01,9.825994146e+01,3.935502835e+01,3.084184069e+00,2.172319802e+01,8.767226276e+01,7.829551609e+01,9.916512717e+01,6.133743640e+01,3.336172108e+01
3.644808727e+01,7.608564524e+01,3.987501128e+01,8.234576081e-01,4.474898041e+01,1.333202533e+01,1.120675240e+01,5.293340226e+01,5.206526625e+01,6.762480243e+01,8.364901378e+01,6.895798913e+01,7.041729807e+01,1.629233689e+01,9.056629419e+01,6.615808550e+01,2.064005277e+01,5.948510898e+01,7.862863003e+01,9.917627426e+01,1.791810468e+01,6.468442235e+01,8.998980976e+01,4.761700003e+01,7.648873362e+01,2.505324682e+01,5.533701451e+01,5.781033303e+01,8.775360873e+01,8.918531197e+01,4.235426583e+01,4.569475983e+01,2.974560075e+01,9.736549946e+01,3.451540840e+01,3.148054179e+01,4.908516736e+01,5.537249328e+01,9.350931736e+01,8.356368665e+01
5.582559463e+00,5.314620480e+01,1.379519347e+01,8.275948765e+01,8.329632670e+01,5.779111831e+01,7.090848567e+00,8.448158572e+01,8.330789417e+01,8.870736743e+01,9.724162412e+01,6.126799812e+01,3.003033562e+01,5.335378041e+01,9.360489139e+01,1.831279607e+01,8.976957707e+01,5.106282852e+01,5.579764773e+01,7.772946349e-01,4.579319842e+01,3.815339283e+01,5.291246519e+01,2.863707731e-01,5.488382621e+01,1.464678898e+01,4.193235499e+01,7.561634661e+01,9.438210424e+01,1.585166699e+01,7.319880561e+01,5.738021681e+01,8.692354217e+01,3.729191014e+00,7.908340769e+01,5.014289428e+01,2.118812648e+01,3.562165680e+01,5.096379318e+01,6.315318808e+01
7.809081982e+01,6.428419159e+01,5.300855685e+01,2.776513425e+01,3.771178632e+01,2.992058929e+00,2.539047018e+01,1.554600955e+01,9.365288355e+01,2.202412688e+01,1.773816806e+00,7.280128679e+01,7.973503951e+01,4.460477623e+01,4.953659424e+01,3.667279184e+01,2.367978522e+01,9.934243148e+01,7.684485984e+01,2.394371343e+01,1.251371892e+01,6.039000309e+01,8.279930402e+01,1.839660223e+01,8.612647166e+01,7.127522101e+01,8.384557837e+01,4.743283196e+01,7.188232125e+01,6.077349782e+01,6.969275129e+01,8.657640574e+01,1.586555965e+01,6.882566466e+01,1.026259026e+01,5.452669143e+01,7.849112936e+01,2.042165350e+01,6.582552252e+01,2.411513123e+01
4.765159501e+01,8.341368238e+01,6.493714222e+01,8.149522949e+01,6.330180856e+01,4.725005887e+01,9.476283330e+01,8.132415413e+01,1.542291331e+01,7.757506617e+00,7.553481377e+00,5.891854479e+01,8.175595635e+01,5.727735238e+01,5.657147839e+01,9.768558366e+01,5.448819206e+01,2.984412633e+01,6.573590117e+01,7.711400999e+01,5.577712148e+01,6.982173714e+01,2.286834465e+01,8.278705957e+01,6.078830179e+01,4.995547522e+00,7.486609828e+01,4.182733485e+01,8.993656194e+01,4.316838286e+01,7.550880135e+00,8.794905238e+01,8.948139500e+01,2.763593011e+01,6.634508746e+00,3.259513343e+01,4.885389686e+01,4.288743906e+01,1.624875309e+01,7.947401968e+01
4.187376841e+00,7.578809828e+01,7.284977946e+00,8.544772550e+01,7.519055052e+01,5.516697488e+01,6.155025554e+01,1.029023321e+01,9.400508798e+01,3.738763462e+01,8.357544919e+01,9.029826421e+01,2.387402147e+01,6.251993488e+01,6.193242814e+01,5.599218678e+01,7.305450871e+01,5.242676201e+01,4.747978706e+01,8.111474199e+01,6.827443853e+01,6.724979522e+01,6.384693266e+01,2.291283871e+01,1.638288634e+01,7.308283341e+01,9.159137698e+01,3.066076955e+01,1.520420245e+01,6.592133115e+01,8.387169153e+01,7.468878433e+01,7.286670732e+01,3.276758324e+01,9.379732530e+01,9.279959843e+01,7.318286587e+01,1.639954649e+01,2.022696541e+01,4.507504639e+01
1.220477170e+01,2.735607106e+01,3.203096439e+01,4.882427306e+01,1.306904892e+01,7.261921044e+01,6.431335159e+01,5.371828247e+01,6.179815839e+01,9.559043562e+01,3.499312415e+01,8.011593505e+00,6.237353812e+01,9.184123914e+01,4.679439350e+01,5.382263443e+00,9.193812137e+01,5.980991885e+01,2.904247432e+00,6.910203476e+01,2.265997387e+01,6.072106861e+00,7.022906077e+01,4.050633122e+01,4.454163075e+00,9.076529142e+01,7.961734345e+00,4.528098709e+00,8.846091944e+01,6.902237430e+01,8.007882442e+00,8.906658344e+00,3.174506305e+01,3.432080005e+01,5.546948317e+01,9.533299864e+01,1.245380521e+01,5.389220323e+01,6.795530035e+01,3.542467782e+01
7.268806728e+01,9.292545177e+01,2.378358760e+01,8.703556613e+01,3.867379521e+01,2.417837101e+01,2.999320049e+01,6.590641215e+01,6.836312915e+01,7.075943037e+01,3.515463379e+01,4.818933298e+01,4.334291160e+00,4.263443575e+01,2.476845457e+01,5.942554072e+01,6.168894811e+01,5.157239467e+01,2.172711137e+01,4.369587461e+01,3.978473769e+01,3.294096602e+00,2.487999115e+01,5.427120987e+01,4.099406065e+01,7.916302627e+00,9.802859484e+01,5.160207661e+01,8.470425717e+01,3.492099306e+00,8.871634717e+01,2.278363715e+01,3.347731170e+01,2.424329650e+00,6.890569701e+01,6.907325797e+01,5.137512460e+00,6.970095750e+01,8.550316806e+01,9.035701529e+01
1.277217687e+01,5.206912256e+01,9.865357169e+01,5.629359015e+01,2.116959297e+00,5.698777476e+01,2.377354295e+01,1.477436928e+01,2.789165927e+00,4.950551379e+01,5.076553450e+01,1.376842368e+01,7.857043479e+00,8.981204779e+01,7.972087680e+01,4.669441313e+01,5.873796633e+01,4.714418353e+01,3.189322211e+01,7.781799457e+01,1.424584470e+01,8.729896351e+01,3.698945196e+01,8.086759953e+01,8.434818500e+01,5.575197497e+01,4.080971145e+01,9.158963437e+00,4.573571552e+01,7.239865617e+01,3.913464871e+01,1.189233827e+01,1.046979830e+01,8.327738371e+01,8.576897669e+01,2.879343760e+01,8.832654965e+01,6.826649170e+01,8.353207652e+01,1.555008653e+01
9.240449954e+00,5.345688760e+01,5.949131244e+01,3.509633210e+01,1.067091743e+01,3.972315952e+01,9.945110295e+00,3.850177376e+00,2.442882955e+01,7.707189209e+01,9.065998211e+01,5.990035424e+01,4.733293214e+01,4.075083557e+01,8.582873387e+01,1.130119012e+01,5.295561138e+01,2.047104844e+01,2.266694089e+01,4.935320833e+00,9.002560453e+01,6.706107968e+01,3.012263194e+01,3.936920235e+01,4.990599942e+01,8.745219029e+01,8.946397713e+00,9.285697720e+01,7.126644134e+01,2.694067474e+01,8.565492373e+01,2.617689580e+01,5.957325555e+01,7.019063035e+01,6.425471563e+01,5.561037229e+01,1.505930309e+01,3.286698910e+01,1.975764528e+00,4.531810480e+01
6.870587299e+01,2.450985628e+01,2.513511562e+01,1.273161405e+01,8.776994901e+01,2.181965030e+01,2.940181632e+01,4.936689423e+01,6.938761631e+01,9.761365996e+01,6.490437587e+01,6.034765305e+01,4.015958934e+01,9.727579385e+00,5.547676113e+01,3.861896832e+01,6.158325337e+01,8.695221239e+00,1.388708928e+01,5.578625531e+01,6.163000016e+01,3.977475337e+01,1.456694901e+01,6.854947957e+01,3.700605621e+01,6.535225729e+00,7.051696687e+01,3.443035969e+01,8.297726766e+01,6.118256830e+00,2.460618628e+01,9.478094902e+01,1.646242140e+01,3.793491804e+01,4.484734406e+01,6.846483125e+01,6.831172764e+01,1.347289177e+01,2.679500302e+01,3.613437733e+01
4.336411227e+00,9.235293994e+01,1.276783546e+00,7.325441076e+01,3.014723520e+01,6.441485779e+01,2.173708488e+01,6.869440945e+00,5.605963701e+01,5.112415764e+00,5.557836609e+01,5.845890031e+00,6.053074959e+01,7.250753324e+01,7.048764979e+01,6.788308695e+01,5.688801830e+01,4.608920811e+01,7.206332877e+01,6.848592399e+01,2.829425620e+00,9.364822284e+00,3.540518847e+01,3.024471727e+01,9.624684369e+01,2.650713349e+01,6.854147301e+01,8.528330995e+01,8.701511905e+01,3.513722708e+01,7.849340534e+01,4.792481275e+01,7.543038839e+01,8.673975564e+01,6.909993663e+01,3.816762279e+01,1.931001282e+01,2.983217576e+01,5.482216222e+00,9.659594567e+01
2.347803208e+01,2.944868516e+01,7.388304098e+01,4.633480282e+01,2.346029121e+01,9.185323024e+01,9.911657451e+01,8.322460032e+01,1.021701478e+01,8.264017019e+01,6.171668919e+01,6.677290222e+01,3.133535899e+01,1.617128788e+01,8.189321960e+01,6.009499704e+01,1.760459822e+00,9.797203778e+01,4.541408040e+01,5.922047319e+01,4.639613995e+00,5.027287752e+00,8.226189285e+01,1.376107563e+00,8.296002360e+01,1.021089648e+01,8.786031198e+01,2.786473369e+01,5.404564044e+01,4.056165642e+00,1.418191336e+00,3.213182852e+01,9.242260210e+01,9.572440971e+01,1.809803568e+01,7.000617673e+01,5.902683984e+00,2.685036651e+01,9.705673944e+01,3.845532106e+01
5.875955407e+01,8.172626034e+01,4.469849832e+00,8.929665744e+01,9.318575888e+01,7.229855129e+01,7.681954072e+01,7.985364801e+01,3.109915581e+01,6.306609142e+01,5.338549368e+01,7.140592846e+01,6.084771512e+00,8.509829097e+01,8.906875806e+01,5.568447150e+01,6.888389580e+01,8.143042357e+01,9.072234882e+01,9.662043352e+01,8.717301716e+01,6.481926819e+01,4.569670600e+01,9.976793149e+01,1.530578574e+01,6.836426713e+01,2.003722018e+01,1.915347722e+01,4.399643315e+01,1.770481435e+01,3.699114956e+01,3.356491706e+00,2.699049349e+01,8.394151915e+01,5.532797162e+00,8.899504544e+01,3.891156681e+01,5.440589071e+01,4.235257500e+01,9.492803669e+01
6.522550285e+01,6.062556853e+01,8.111267816e+00,3.851907687e+01,5.540525193e+01,9.848138289e+01,6.098346690e+01,5.429173555e+00,2.515634934e+01,4.303377536e+01,5.774120192e+01,5.008352199e+01,8.329052163e+01,3.306859983e+00,5.093645895e+01,9.914687796e+01,1.329184477e+01,1.530340164e+01,3.148012415e+01,5.108720630e+01,8.666045778e+01,1.516582687e+01,8.546384706e+01,6.435259568e+01,7.152050023e+01,9.452542580e+01,2.059795200e+01,9.750382976e+01,1.069945531e+01,9.074748301e+01,1.278141466e+01,4.023384218e+01,4.038786253e+01,1.641220669e+01,6.137325605e+01,5.452245435e+00,7.674836067e+00,7.789522617e+00,6.930924976e+01,9.899517171e+01
2.238958832e+01,5.166903376e+00,5.024814044e+01,6.029847963e+01,6.823264819e+01,4.771380142e+01,5.234937322e+01,6.168366511e+01,8.725117229e+01,4.844003294e+01,7.303988204e+01,7.832854345e+01,9.238401820e+01,5.661769565e+01,2.010870490e+01,5.246542667e+01,2.749926779e+01,6.866701954e+01,6.249027265e+01,5.186385229e+01,2.943269437e+01,2.134282143e+01,5.150269968e+01,6.910623981e+01,8.745612696e+01,8.422304878e+00,6.819043718e+01,5.005044587e+01,1.299455838e+01,9.654785283e+01,7.834907908e+01,1.373168618e+01,2.845716479e+01,2.233020016e+01,8.161712388e+01,7.270907635e+01,3.096708348e+01,8.615759947e+01,3.839998805e+01,2.551840911e+01
8.169437454e+01,2.830180128e+01,7.816164588e+01,4.378278221e+01,6.204022405e+01,9.581127722e+01,5.787858460e+01,3.048898558e+01,5.449555270e+01,6.459927145e+01,5.031744258e+01,7.657235178e+01,3.900579287e+01,8.934653961e+01,3.366336927e+01,5.999981920e+01,6.457766736e+01,4.109790676e+00,6.437610676e+01,3.972595819e+01,1.127888784e+01,3.764528524e+01,7.798040558e+01,2.990256633e+01,5.519980960e+01,9.257449758e-01,7.772082018e+01,3.153228677e+01,5.727233490e+01,5.535813996e+01,9.925679118e+01,5.234406498e+01,8.986696367e+00,9.864565056e+01,6.187706262e+01,9.828530795e+01,1.299392064e+00,1.291133791e+01,8.346638184e+01,1.958799309e+01
3.834643774e+01,3.177858245e+00,5.445790455e+01,8.882123251e+01,9.869826836e+01,7.716716053e+01,8.232237279e+01,5.208839836e+01,3.381103996e+01,2.882233568e+01,8.148493802e+01,8.913277919e+01,3.465677711e+01,8.171357598e+01,6.099138989e+01,9.563567849e+01,3.678133054e+01,8.781042765e+01,4.808904569e+01,4.001639481e+01,1.587397850e+01,5.403226691e+01,7.889606504e+01,5.605057550e+01,2.731059208e+01,4.737764060e+01,4.405026372e+01,5.823923348e+01,5.804771389e+01,1.258312218e+01,6.441300525e+01,2.679029692e+01,2.627129670e+01,3.163212423e+01,8.254162924e+01,3.672280360e+01,2.645850836e+01,2.372066669e+01,4.370735769e+01,5.203347936e+01
9.581938957e+01,1.460570572e+01,2.911368594e+01,2.920624524e+01,6.049679611e+01,1.034159080e+01,6.740611754e+01,2.118843562e+01,2.160726048e+01,8.774591276e+01,8.919155768e+01,1.563122547e+01,4.486914524e+01,6.903901814e+01,9.151733873e+01,5.351126715e+01,4.374465786e+01,2.431306167e+01,4.324933476e+01,9.925914357e+00,7.017598646e+01,8.801662013e+01,2.535967973e+01,9.088464304e-01,7.792726409e+01,6.315059639e+01,1.785819880e+01,4.005907285e+01,5.477390162e+01,4.608438424e+01,1.113102813e+01,1.804205490e+01,9.786516930e+01,5.124153021e+01,7.597436319e+01,5.226556825e+01,3.882636954e+01,2.509783366e+01,5.255574802e+00,3.075827713e+01
1.230535173e+01,9.908327647e+01,8.067184596e+01,3.188584546e+01,6.905644768e+01,8.991857054e+01,4.086827595e+01,4.835683328e+01,5.003786020e+01,7.035939720e+01,1.917667453e+01,1.000127262e+01,7.614171704e+01,1.122953395e+01,3.313828086e+01,1.431739574e+01,6.338472637e+01,5.570512134e+01,1.322850438e+01,1.746527708e+01,5.615562424e+01,7.877755909e+01,5.592671218e+01,4.615415837e+01,8.127398403e+01,2.992551951e+01,7.659866752e+01,7.179593760e+01,1.537036429e+01,8.443442170e+01,1.101272849e+01,5.649182521e+01,6.313443488e+01,2.938411368e+01,2.273850122e+01,5.568174423e+00,8.423783782e+01,6.908841804e+01,2.571282644e+01,3.313863469e+01
6.628058237e+01,8.260821729e+01,5.143538491e+00,3.108716882e+01,4.256470244e+01,9.504901420e+01,3.311668563e+01,3.520659898e+01,5.136357609e+00,9.535654757e+01,4.241378037e+01,4.910267505e+01,9.568494904e+00,5.982561847e+01,5.064858383e+01,7.446289273e+01,8.873835683e+01,3.895416209e+01,7.755107300e+01,2.806729337e+01,1.462058811e+01,3.809593416e+01,3.712362779e+01,8.686690708e+01,1.162865225e+00,2.307348531e+01,2.899711553e+01,1.923174991e+01,6.409436078e+00,4.685667300e+01,9.200002725e+01,6.635577696e+01,1.440392315e+01,6.404482631e+01,3.729706829e+01,2.089501445e+01,9.447250845e+01,3.143495553e+01,4.974154874e+01,7.914193223e+01
9.214409553e+01,1.439892978e+01,8.874585033e+01,7.871609148e+01,4.846854917e+00,1.289684518e+01,8.651966136e+01,5.106026400e+01,8.748711281e+00,8.743006531e+01,4.070386843e+01,7.247393828e+00,4.268258156e+01,5.730294119e+01,5.114103511e+01,6.305486261e+00,6.106264561e+01,5.678755600e+01,4.704552995e+01,7.501668912e+01,6.791578823e+01,3.381602840e+01,6.039832261e+01,6.554203763e+01,3.883771804e+01,6.154265331e+01,6.213709602e+01,2.523110860e+01,7.350946004e+01,1.199348520e+01,4.560645217e+00,7.687168314e+01,9.204091138e+01,1.714429518e+01,6.267380935e+01,7.631363156e+01,9.257640981e+01,4.705908202e+01,3.661487693e+01,2.498712345e+01
6.512771034e+01,2.486872666e+01,1.848723067e+01,8.849514890e+01,4.669646715e+01,8.143249041e+01,2.934148253e+01,7.242425888e+01,4.036417041e+00,2.877343796e+01,7.331448710e+01,9.009438632e+01,2.989464826e+01,3.173475766e+01,2.845344139e+01,4.732267078e+01,5.238880004e+01,2.564755559e+01,6.848266098e+01,6.404576761e+01,5.366242652e+01,2.018701170e+00,3.230539151e+01,6.499255571e+01,4.763355334e+01,8.189239001e+01,8.744226402e+01,4.280748661e+01,7.437250669e+01,5.746477259e+01,2.523069981e+01,7.937645322e+01,7.873733214e+01,1.535656192e+01,2.697817424e+01,4.495033581e+01,7.468063441e+01,7.185841390e+01,6.611040442e+01,1.938169309e+01
4.584018080e+01,6.713505183e+01,9.882827350e+01,1.999927426e-01,9.996714552e+01,7.309934008e+01,3.822258013e+01,6.482361801e+01,3.784801995e+01,3.796663834e+01,6.107795804e+01,7.011193911e+01,1.238504545e+00,3.134707776e+01,3.274593613e+01,8.074539893e+01,8.127307949e+01,9.862326139e+00,6.197409564e+01,3.580055363e+01,4.305289034e+01,7.109743361e+01,6.791876898e+01,5.941332737e+00,2.889127239e+01,6.599010495e+01,4.390578675e+01,3.840093395e+01,5.186287549e+01,5.934213248e+01,2.664133414e+01,2.133926134e+01,3.078665968e+01,1.578447143e+01,3.336256111e+01,9.134390400e+01,6.098408149e+01,2.113545686e+01,5.413205671e+01,6.594711058e+01
5.419368747e+01,5.037013707e+01,5.875795410e+01,2.465259794e+01,7.573099517e-01,7.380062448e+01,4.243026553e+01,3.822123812e+01,7.815974059e+00,6.584126605e+01,4.118675559e+01,2.587860515e+01,4.163900778e+01,1.806214134e+01,7.727672271e+01,9.669795538e+01,9.846853421e+01,6.927769056e+01,2.851505702e+01,3.098334185e+00,3.848435357e+01,8.217284174e+01,9.851503713e+00,8.841735955e+00,5.888786507e+01,7.182161569e+01,8.739734017e+01,1.738185121e-01,5.283090358e+01,9.695248556e+01,4.864567997e+01,4.238726239e+01,2.075063774e+01,6.997462654e+01,9.261214489e+00,7.165646914e+01,6.350169238e+01,5.858581889e+00,6.775036116e+01,5.018663374e+01
3.179865027e+01,6.300526949e+01,6.370590533e+00,9.906259414e+01,3.084616767e+01,1.393280173e+01,6.864141620e+01,7.252880935e+01,6.316208607e+01,7.611455571e+01,9.291380607e+01,3.837412513e+01,6.750550017e+01,8.953350035e+01,9.650202636e+01,7.942199907e+01,3.409133738e+01,2.515714334e+01,1.597791692e+01,3.850724647e+01,6.186602791e+01,8.842968322e+01,3.933325903e+01,6.968666586e+01,9.494826079e+00,2.963632719e+00,1.231214182e+01,6.235881844e+01,2.185488388e+01,4.386575256e+01,4.814083010e+01,2.096900805e+01,4.044280944e+01,4.628243956e+01,3.767213626e+01,6.641119860e+01,9.146581551e+01,4.583740333e+01,4.845650671e+01,6.112607826e+01
3.368335261e+01,3.706038972e+01,9.726042769e+01,7.420978015e+01,4.613933305e+00,7.258849610e+01,3.738362528e+01,1.175526201e+01,3.493832805e+01,5.289124164e+00,3.403069508e+01,1.698359388e+01,6.542224472e+01,1.863056260e+01,9.386814680e+00,5.696998640e+01,3.280087924e+01,6.975315693e+01,6.606369328e+01,3.227342091e+01,2.896414208e+01,6.834627773e+01,4.108147342e+01,4.557543216e+01,3.561514481e+01,1.631340216e+01,8.106219880e+01,6.471453398e+01,9.435515685e-01,5.164581083e+01,9.496754476e+01,1.930833716e+00,9.065701129e+01,7.341847018e+00,8.710706095e+01,3.009416546e+01,7.008911495e+01,8.828844178e+01,8.661149263e+01,3.369443564e+01
6.980346883e+00,1.372032775e+01,7.997650391e+01,8.479462098e+00,4.606401587e+01,9.881980069e+01,6.660430081e+01,5.389641526e+01,8.463796474e+01,5.141443845e+01,5.345113898e+01,8.705307271e+00,8.057777687e+01,5.827109209e+01,9.973364396e+01,8.643236319e+01,2.539598608e+01,2.936400281e+01,1.437547234e+01,4.730121501e+01,1.497797191e+01,5.179303983e+01,9.279147519e+01,6.286102982e+01,6.555384093e+01,2.849589927e+01,8.970844963e+01,8.989073120e+00,3.845750873e+01,1.116313682e+01,3.513876697e+01,4.586536939e+01,4.174802659e+01,1.159237613e+01,6.949196442e+01,9.989119720e+01,8.640648574e+01,2.739585469e+01,3.331690414e+01,2.936145055e+01
8.497845091e+01,4.925170431e+01,2.758566697e+01,5.667693039e+01,5.171943714e+01,6.042154353e+01,9.499159906e+01,3.445162789e+01,2.890403626e+01,4.684473959e+01,2.760467753e+01,5.311697803e+01,6.706792349e+01,9.862043736e+01,8.392572192e+01,2.723394847e+01,8.778613778e+01,1.790915913e+01,7.183000911e+01,9.391235704e+01,5.981050170e+01,3.703231453e+01,1.762156339e+01,2.510622360e+01,4.570861106e+01,6.032896543e+01,9.962422974e+01,9.303329737e+01,7.255492715e+01,1.611049891e+01,4.367285125e+01,3.779592001e+00,5.520654914e+01,1.453929536e+00,8.049421558e+01,4.233793813e+01,7.597247876e+01,3.697970872e+01,9.525412247e+01,2.233009688e+01
1.449248145e+01,1.853791430e+01,1.956146863e+01,5.338305433e+01,4.936400093e+01,5.182839023e+01,8.156573888e+01,7.399356830e+01,2.948387960e+01,3.613606242e+01,4.981020192e+01,2.422335713e+01,6.173796237e+01,7.762972819e+01,9.197527622e+01,2.695300123e+01,6.842948394e+01,3.292535213e+01,7.661531575e+01,3.331923071e+01,6.150340437e+01,3.226659177e+01,5.517030971e+01,7.139745243e+01,9.116598707e+01,6.783048740e+01,4.776958853e+01,8.854771867e+01,3.018957253e+01,8.523144403e+01,7.956021647e+01,6.229787971e+01,7.656512581e+01,4.705160509e+01,2.716882711e+00,4.157434032e+00,8.751117721e+01,8.912861387e+01,3.611924185e+01,1.581056944e+01
7.662175468e+01,1.266105388e+01,2.101864369e+01,4.154070195e+01,5.447767726e+01,8.902174466e+01,1.395178667e+01,6.548654020e+01,7.469025120e+01,7.699066553e+00,6.916946708e+01,5.725698095e+01,9.251714754e+01,6.179637625e+01,9.592107274e+01,8.201996850e+01,6.365470525e+00,8.871142552e+01,4.562006545e+01,4.527850797e+01,7.434747205e+01,4.390271626e+01,6.079183840e+01,8.156194236e+01,4.807593795e+01,4.263381071e+01,6.424800041e+01,2.797010090e+00,3.241456083e+01,8.614767611e+01,1.851239217e+01,2.537996689e+01,2.500401773e+01,8.907826082e+01,2.557349967e+01,3.035203766e+01,2.538960578e+00,3.153238694e+01,6.268727493e+01,9.538089599e+01
2.151115140e+01,2.809630349e+01,3.111164092e-01,5.486892847e+01,7.599360604e+01,2.482980299e+01,4.175406520e+01,5.011950776e+01,4.385355596e+01,9.366257276e+01,2.001186734e+01,6.625091746e+00,2.013120062e+01,1.779666629e+01,2.856391577e+01,3.001884180e+01,4.915118651e+01,7.285681099e+01,2.755271523e+01,4.515653923e+01,2.341266357e+01,3.719177038e+01,6.143474543e+01,8.585598258e+01,2.456758673e+01,8.807805865e+01,7.013553050e+01,6.093398295e+01,7.863425959e+01,9.463738418e+01,5.033558432e+01,8.887523139e+01,4.331545917e+01,9.164109008e+01,2.283116473e+01,6.527075743e+01,4.517791290e+01,1.150698351e+01,7.223573012e+01,3.914658687e+01
7.952814038e+01,4.389875698e+01,4.486110571e+01,8.181773518e+01,3.640650219e+00,2.209473827e+01,4.100912494e+01,3.171322223e+01,1.217621705e+01,8.487944862e+01,6.729559039e+01,8.351386545e+01,1.849059361e+01,8.288285583e+01,4.850728802e+01,2.467045484e+01,4.501747923e+01,1.839687841e+01,8.760550470e+01,1.667203329e+01,6.678798005e+01,6.956957143e+01,9.851917568e+01,2.329006220e+01,8.488395067e+01,5.978857842e+01,8.596015942e+00,7.227830079e+01,5.405373262e-01,1.266013181e+01,4.416718255e+01,8.428027625e+00,2.995438625e+01,5.315821823e+01,2.589354885e+01,4.040230381e+01,6.223974995e+01,3.411224905e+01,2.560548364e+01,9.288683436e+01
8.412307803e+01,9.759441006e+01,8.459162132e+01,1.334943320e+00,1.058123328e+01,6.889824685e+01,1.277304213e+01,9.209396031e+01,2.153635182e+01,2.749166606e+00,2.054554078e+01,4.156220571e+00,2.515164301e+01,4.763366095e+01,2.049762336e+01,3.870574907e+01,7.272556196e+00,5.476989105e+01,6.428525381e+01,7.558108456e+01,3.957638291e+01,5.393042562e+01,6.698472050e+01,4.800943805e+01,2.213832573e+01,8.783163253e+01,8.003642802e+01,1.952232874e+01,1.694966180e+00,1.503240918e+01,7.514349714e+01,2.766801837e+01,6.108043362e+01,1.179760755e+00,2.434853986e+00,3.245439350e+01,7.643687841e+01,8.481390316e+01,7.696570800e+01,5.230784544e+00
1.286147467e+01,5.405656020e+01,6.524033261e+01,3.589720474e+01,2.301272910e+01,2.357863038e+01,8.787251998e+01,3.384498054e+01,7.567441470e+01,6.981653334e+01,5.495386853e+01,4.906958214e+01,9.603284858e+01,2.477138114e+01,2.070764261e+01,6.859462785e+01,5.621471774e+01,4.014232016e+01,2.832072533e+01,7.410768341e+01,3.273043106e+01,2.354764453e+01,6.749562645e+01,2.787522053e+01,7.661534695e+01,8.393569169e+01,4.344590898e+01,7.987053842e+01,6.852422757e+01,1.661934011e+00,8.271213501e+01,2.354845440e+00,1.379087732e+01,2.541731227e+01,8.750688162e+01,9.045485574e+01,6.659039696e+01,1.898229951e+01,4.754157721e+01,2.287076608e+01
7.098056800e+01,9.852200755e+01,1.164751497e+01,2.660966673e+01,5.366740626e+01,6.056618590e+01,8.752387872e+01,1.413058140e+01,1.214994954e+00,9.661585968e+01,6.038247518e+00,6.141273811e+01,8.925178129e+01,1.287858811e+01,6.698761781e+01,3.824384827e+01,7.154555674e+01,6.881027992e+01,3.317926588e+01,9.927920746e+01,8.569484572e+01,4.053208435e+01,3.630604223e+01,1.065652733e+01,7.294947509e+01,6.119005443e+01,8.062162702e+01,8.755641504e+01,5.231106469e+01,8.868307590e+01,1.197948206e+01,1.953726337e+01,5.252352610e+01,8.352970522e+01,7.748694996e+01,5.029838622e+01,1.967710728e+01,8.285703634e+01,3.945028470e-01,7.164608025e+01
8.899967696e+01,1.663104630e+00,5.662742135e+01,1.389631461e+01,5.714541257e+01,1.592064227e+01,3.593541689e+01,5.811569553e+00,6.995989681e+01,8.362693921e+01,6.947010723e-02,3.572525514e+01,2.877170630e+01,8.163293978e+01,6.188379928e+01,1.008442242e+01,8.982416374e+01,4.116702005e+01,9.460976720e+01,6.890743379e+00,8.062344120e+01,7.273567057e+01,2.049033203e+01,5.595015068e+01,3.765449895e+01,6.385421726e+01,3.900410932e+01,7.863779746e+01,1.020261018e+00,4.066479264e+01,4.089231845e+01,8.388656528e+01,7.120693185e+01,7.456523306e+01,6.121074002e+01,2.755391132e+00,8.451058014e+01,6.375041584e+01,6.945963493e+01,5.151720999e+01
1.539069537e+01,8.819448250e+01,2.926609501e+01,9.240228907e+01,6.096819800e+01,5.178850111e+01,6.940002782e+01,2.297182596e+01,6.572102571e+01,3.358710642e+01,5.457795397e+01,7.878902022e+01,5.602078091e+01,2.990925113e+01,5.185743518e+01,1.169285942e+01,1.872130529e-01,4.178786580e+01,7.839590206e+01,2.415182050e+01,2.027360430e+01,6.072321338e+01,1.920321765e+01,4.233908661e+01,4.945967592e+01,2.247934857e+01,9.928469967e+01,5.595599726e+01,6.297703769e+01,7.663568939e+01,6.676036389e+00,6.251548539e+01,1.662120304e+01,5.893174811e+01,1.701393410e+01,3.805316225e+01,4.338781448e+01,4.977734011e+01,1.525557572e+01,6.270600506e+01
