v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86
7.134033482e+01,1.067340143e+01,3.219016184e+01,2.703591014e+01,1.639774465e+01,7.813532229e+01,2.286879903e+01,2.476777668e+01,1.431844559e+01,3.315821390e+00,7.214555275e+01,1.173440509e+01,6.317597175e+00,4.262018350e+01,2.678647594e+01,7.930754529e+01,8.189011761e+01,1.647887640e+01,4.426531853e+01,9.967350363e+01,9.250776610e+00,7.415738707e+01,6.725032520e+01,7.783747690e+01,2.134239330e+01,7.042877159e+01,2.170871610e+01,4.355581473e+01,2.776904712e+01,5.679822759e+01,3.270051960e+01,1.231511645e+01,8.794019385e+01,4.447704557e+01,1.226782002e+01,7.892592976e+00,6.556460850e+01,4.552419357e+01,4.032696465e+01,7.793415695e+01,7.904773990e+01,1.403319110e+01,3.395281991e+01,6.800221379e+01,3.730368974e+01,3.002455384e+00,8.858149539e+01,3.071767891e+01,6.889805365e+01,1.096490501e+01,1.167786488e+01,6.709534957e+01,6.911868447e+01,8.782457115e+01,8.655474972e+01,4.290034951e+01,2.299238524e+01,7.804086214e+01,2.659016168e+00,8.652661333e+01,3.450600104e+01,3.472747320e+01,2.571949706e+01,6.728357126e+01,1.825969206e+01,3.611317767e+01,7.174731418e+00,6.158114213e+01,9.383610546e+01,1.882143091e+01,8.808171663e+01,9.419665504e+00,9.919193987e+01,1.585946849e+01,4.726797221e+01,5.156051376e+01,9.643077074e+01,7.017629010e+01,4.343078000e+01,4.906366293e+01,6.801667638e+01,5.259543836e+00,9.599365182e+01,2.415741482e+01,6.609831682e+01,5.894501994e+01
4.496798399e+01,8.682660104e+01,8.469969021e+01,4.175070065e+00,7.450903933e+01,1.307883659e+00,1.595096547e+01,9.747978943e+01,6.222699545e+01,1.607173701e+01,2.440977954e+01,7.506606917e+01,8.569285443e+01,3.987625263e+01,4.829027737e+01,1.828178797e+01,6.454747883e+00,5.220011166e+00,1.311754416e+01,4.708097030e+00,3.149239382e+01,6.208833072e+01,3.702707760e+01,5.346164125e+01,1.998814789e+01,6.020207551e+01,5.850926748e+01,8.951741994e+01,4.466685023e+01,1.708107681e+01,7.439946205e+01,5.434466533e+01,1.920568246e+01,2.060530255e+01,8.801129640e+01,5.437257528e+01,5.599707388e+01,4.426412158e+01,8.158224641e+01,9.200581152e+01,8.865571145e+01,6.809478280e+01,2.709111891e+00,4.066773803e+01,9.375883455e+00,5.006988339e+01,8.246707404e+01,4.543616675e+01,7.848557564e+01,3.773571387e+01,5.181015799e+01,3.411833496e+01,5.855525668e+01,2.027656687e+01,3.325378979e+01,7.098004167e+01,8.065838362e+01,5.628442031e+01,9.394628257e+01,7.602083736e+01,4.688165454e+01,7.469186720e+01,5.694913875e+00,4.183945622e+01,5.137193410e+01,1.145753863e+01,2.522142119e+01,9.226600539e+01,1.912046107e+00,2.979141327e+01,5.251086316e+01,4.988575634e+01,6.297479174e+01,7.190089324e+01,8.894267611e+01,4.864999287e+01,4.270219410e+01,2.408848178e+01,2.876308302e+00,4.317851231e+01,9.450131773e+00,1.188414253e+01,6.344299622e+01,5.831021398e+01,4.166935492e+01,1.605262982e+01
2.167011466e+01,7.073604836e+01,9.338389224e+01,7.156207037e+01,5.392276486e+01,7.060238182e+01,2.800294662e+01,8.701122769e+01,5.230159058e+00,2.222202609e+01,9.423942614e+01,3.401793049e+01,1.584765735e+01,2.930364921e+01,2.285605745e+01,5.756236467e+01,8.051083899e+01,6.389605154e+01,8.749148116e+01,8.370360345e+01,3.186297510e+01,1.000011138e+01,2.024637584e+01,1.437386316e+01,4.323787185e+01,5.669817395e+01,7.028181774e+01,8.641151938e+01,7.763789051e+01,8.473300736e+01,5.335369187e+01,3.810262256e-01,3.214614493e+01,1.802319816e+01,7.800440042e+01,7.429618994e+01,4.581664815e+01,6.650682564e+01,3.367806093e+01,8.365547824e+01,3.832220887e+01,6.217273129e+01,4.872212290e+01,2.234203513e+01,8.041056463e+01,9.840874022e+01,7.936138598e+01,4.395644890e+01,8.927683537e+01,5.932239708e+01,9.293706186e+01,3.591277643e+01,1.683440115e+01,6.517494081e+01,1.068342185e+01,7.201684694e+01,4.205973857e+01,9.927506468e+01,4.478838845e+01,1.382387763e+01,3.764389662e+01,1.100742442e+01,8.250796130e+01,8.225246995e+01,2.697121931e+01,2.311121407e+00,7.010472179e+01,8.756165372e+01,9.324070259e+01,9.413253057e+01,9.346050797e+00,8.982028400e+01,6.497144787e+01,1.377593021e+00,1.467968050e+01,1.754358192e+01,1.757435111e+01,2.366478287e+01,4.183365127e+01,7.931390657e+01,8.346245311e+01,3.576161626e+01,4.220408158e+01,9.529947435e+01,2.990386431e+01,9.141430843e+00
8.157380396e+01,5.797270508e+01,6.213448611e+01,6.221262335e+01,1.447385770e+01,2.576934674e+01,1.540917506e+01,8.699324057e+01,3.116729642e+01,5.091846671e+01,2.558645206e+01,9.607067858e+00,6.299313973e+01,8.714441059e+01,3.924726709e+01,8.921008179e+01,9.252808349e+01,6.453570111e+01,8.187472361e+01,9.025070568e+01,3.500042081e+01,2.382244871e+00,1.938157441e+01,8.199804968e+00,5.081939235e+01,9.946637215e+01,5.016572265e+01,7.165034364e+01,7.567656922e+01,8.925157081e+01,8.134606849e+01,7.873987718e+01,5.099338518e+01,7.831615489e+01,1.878215472e+00,4.756627175e+01,3.276208764e+01,9.815754787e+01,7.549533419e+01,4.009911574e-01,2.774504922e+01,1.118886672e+01,7.361123626e+01,9.312346446e+01,8.693774866e+01,2.531478346e+01,9.319469487e+00,4.268197247e+01,5.466982522e+01,2.629163110e+01,7.445246227e+01,2.614366884e+01,4.419592015e+01,1.846816757e+01,9.899146895e+01,5.496778780e+01,8.218978595e+01,8.352223797e+01,8.921146597e+01,4.114742196e+01,2.041127970e+01,9.396172203e+01,5.302328812e+01,5.679857885e+01,1.991247319e+01,6.158979552e+01,6.633342405e+01,3.993304621e+01,6.483444932e+01,4.865790523e+01,3.730568303e+01,7.561922942e+01,6.888145508e+01,4.728858300e+01,1.368419833e+01,9.689230124e+01,8.841101478e+01,9.977107704e+01,5.004650262e+01,5.404034034e+01,2.884749288e+01,6.869641261e+01,2.692029126e+00,6.789960358e+01,7.124432485e+01,2.980451769e+01
5.904375978e+01,4.041057614e+01,8.740515728e+01,8.293789765e+01,7.269814936e+01,3.388252620e+01,6.299780091e+00,4.474716975e+01,3.920527894e+01,9.811057668e+01,6.288662042e+01,7.897078119e+01,3.459001648e+01,2.923252856e+01,5.576399469e+00,7.562392803e+01,8.316146346e+01,3.306430595e+01,2.341273393e+01,5.901694710e+01,2.471132978e+01,8.600081657e+01,6.191128883e+01,9.000066041e+01,1.575424534e+01,1.546090338e-01,7.986015549e+01,5.887607016e+01,7.526283884e+00,2.838706984e+00,5.424048746e+01,2.405122904e+01,2.292956648e+00,6.775466637e+01,8.782246370e+01,6.333916431e+01,2.751148635e+01,6.808254973e+01,6.410759388e+01,2.916620956e+01,3.273311266e+01,7.424232992e+01,4.734378742e+01,8.016405511e+01,9.025568586e+01,2.878416219e+01,4.076555859e+01,3.664797737e+01,5.098546222e+01,8.341165256e+01,1.138419484e+01,2.415502936e+01,8.108056111e+01,1.714628856e+01,8.535060038e+01,9.242440612e+01,6.809995390e+01,8.436368500e+00,2.090885151e+00,2.214239343e+01,6.833856412e+01,4.657194398e+00,5.288133104e+01,5.747029710e+01,8.953353633e+01,5.389925561e+01,4.266031878e+01,2.044675466e+01,1.752910301e+01,4.896677515e+01,5.004248769e+01,9.605158151e+01,1.809286552e+00,6.869645913e+01,1.203822603e+00,3.411996203e+01,2.874112704e+01,9.395219837e+01,1.482834646e+01,2.729674913e+01,4.477976307e+01,3.006018212e+01,3.643237948e+01,9.239795652e+01,4.282807907e+01,9.874101902e+01
9.553940073e+01,3.854435879e+00,4.265729805e+01,3.380370833e+01,6.912935933e+01,1.729875264e+01,1.049291237e+01,6.456976782e+01,5.280424411e+01,8.142310238e+01,1.999945132e+01,1.664104388e+01,8.405173051e+01,9.172896880e+01,1.202707440e+01,7.348586492e+01,9.712855934e+01,1.437036506e+01,4.676253092e+01,1.929069358e+01,1.812075355e+01,1.380546912e+01,5.468489642e+01,3.468102600e+01,5.693611954e+01,9.047047955e+01,1.565855175e+00,9.773017243e+01,5.979153574e+01,9.173976491e+01,6.410231760e+00,8.742045110e+00,4.982041901e+01,2.314683956e+01,2.459373533e+01,6.790019242e+01,8.500527268e+01,2.347659735e+01,5.496531841e+01,7.164201901e+01,6.097188806e+01,8.585638253e+01,1.701485941e+01,3.108055042e+01,8.440853062e+01,5.035224519e+01,9.942904839e+00,1.311923029e+01,2.420991331e+00,5.215321451e+00,1.690021489e+01,9.834976262e+01,6.115235611e+01,9.635513759e+01,3.012329569e+01,4.237679426e+01,7.835773186e+01,8.925396222e+01,4.031164328e+01,1.469668246e+01,4.783786522e+01,2.941822976e+01,3.477136519e+01,7.484427734e+01,5.663482791e+00,9.913903416e+01,3.215873206e+00,2.853658582e+01,2.837773977e+01,9.956491976e+01,8.865325798e+01,7.356092179e+01,6.631383187e+01,5.447516605e+00,6.866326657e+01,3.304229001e+01,6.766916540e+01,9.053093046e+01,8.957703358e+01,6.991253798e+01,1.398594563e+01,4.933591753e+00,6.048465622e+01,6.538777995e+01,5.090763866e+01,2.741231237e+00
4.153519282e+01,6.871833775e+01,4.812076122e+00,3.206710362e+01,9.481719804e+01,3.989095297e+01,5.487497838e+01,5.371545692e+01,6.154919092e+01,8.086903767e+01,7.147047482e+01,9.045009301e+01,9.589070771e+01,7.079381129e+01,8.241450987e+01,3.464212413e+01,9.570264224e+01,5.034069184e-01,9.449736452e+01,3.826243644e+01,3.808312816e+00,3.135223407e+01,7.402354617e+01,6.559899594e+01,3.063089873e+01,4.410389448e+01,4.143755857e+01,8.067657187e+01,6.656289822e+01,4.389906143e+01,2.568608366e+01,7.152118231e+01,3.433040340e+01,8.199501231e+01,9.920518887e+01,1.538840157e+01,5.842677167e+01,8.823299917e+01,2.393082213e+01,7.819478556e+00,4.197085879e+01,8.016792693e+01,6.591427908e+01,3.931451914e+01,6.231350809e+00,2.800862120e+00,1.795933603e+01,3.106962523e+00,7.201787621e+01,8.792144243e+00,3.753322239e+01,3.958713485e+01,1.894571121e+01,2.015011513e+00,5.868466210e+01,9.356448301e+01,7.674633029e+01,2.641909186e+01,2.774663652e+01,7.071938454e+01,8.757726462e+01,9.050723363e+01,5.259334554e+01,8.638063904e+01,7.039258633e+01,9.659066641e+01,8.130609561e+00,8.607484215e+01,8.516168069e+01,5.549867693e+01,6.862395822e+01,7.907785861e+01,7.778506611e+01,1.881926166e+01,8.704868464e+01,7.384193715e+01,6.657289061e+01,8.987189174e+01,8.889971444e+01,2.466154676e+01,1.726561683e+01,8.232845192e+01,8.033877527e+01,9.128802190e+01,9.159911067e+01,1.562946603e+01
5.993361225e+01,4.241367763e+01,7.507981390e+01,5.596076603e+01,2.875344429e+01,7.775877247e+01,3.803728440e+01,9.430544972e+01,9.739979547e+01,3.099258887e+01,9.337740504e+01,2.125823617e+01,2.095258391e+01,8.860343133e+01,7.953965470e+01,1.963764267e+01,6.620410012e+01,1.445208885e+01,3.408897406e+01,3.860955900e+01,6.593203370e+01,6.575468357e+01,5.979354270e+01,1.388782590e+01,6.602966984e+01,2.260250656e-01,4.325261798e+01,6.148428225e+01,3.103776899e+01,6.375866630e+01,6.992379579e+00,7.682275899e+01,1.276526132e+01,1.285392322e+01,5.818929134e+01,7.373572372e+01,6.109760179e+01,8.799482786e+01,9.273669157e+01,5.288219483e+01,9.674778002e+01,1.786638896e+01,9.360765014e+00,5.714234242e+01,6.115591199e+01,7.287134062e+01,5.950344616e+01,8.393809874e+01,4.606673587e+01,7.523974676e+01,2.225375811e+01,7.866903774e+01,4.402558510e+01,8.709156956e+01,4.843801995e+01,5.986847975e+01,5.764243124e+01,3.571287394e+01,6.850952093e+00,7.966505139e+01,1.782730523e+01,2.766355132e+01,8.480576845e+01,6.740951420e+00,1.851591864e+01,4.398379218e+01,8.473781933e+01,2.968449262e+01,9.235181672e+01,3.623538464e+01,5.461322966e+01,5.257051315e+00,7.358470836e+01,6.929558845e+01,9.435038548e+01,7.039780111e+00,3.998122847e+01,8.478173184e+01,9.129685831e+01,4.159555105e+01,4.805048894e+01,3.701406133e+01,7.486624946e+01,6.362702787e+01,5.643097444e+01,4.032059622e+00
2.650466655e+01,3.742652786e+01,4.948933315e+01,3.312083138e+01,1.148866127e+01,1.846895881e+01,9.950557535e+01,5.619669687e+01,1.954443487e+01,8.770161725e+01,9.417765473e+01,7.085637981e+01,8.330500738e+01,5.048358627e+01,3.466752082e+01,2.730948604e+01,7.526402232e+01,3.376709326e+01,8.791902224e+01,5.107239498e+01,6.060638190e+01,8.356736628e+01,1.792997527e+01,6.335540452e+01,6.698231562e+01,4.168455372e+00,9.245637572e+00,3.681202975e+01,5.001351759e+01,1.311923479e+00,6.636580093e+01,9.346624964e+01,3.381855955e+01,4.666256947e+01,3.067469575e+01,9.704148747e+01,8.996717092e+01,5.493684839e+01,1.763725612e+01,1.957990462e+01,9.771484703e+01,9.012237449e+01,2.551676694e+01,3.611594703e+01,4.175451415e+01,8.904950550e+01,4.584997215e+00,8.960247767e+01,1.023333413e+01,7.394039223e+01,3.059786433e+01,4.963031280e+01,7.612283017e+01,2.341643927e+01,4.878156758e+01,8.569397210e+01,4.889028955e+01,2.411958307e+01,2.395528729e+01,2.279930356e+01,8.544783394e+01,6.638320621e+01,7.304717760e+01,9.443962679e+01,7.171143629e+01,2.798243245e+01,4.868112457e+01,7.725510121e+01,5.293601403e+00,2.655428595e+01,9.568260333e+00,4.851428423e+01,4.382509299e+01,3.878492501e+01,8.606140539e+01,8.906173679e+01,7.986716640e+01,1.721786319e+01,8.028317815e+01,1.227647118e+01,7.250736274e+01,3.293344107e+01,8.592505342e+01,5.482217981e+01,5.132041707e+01,7.184930720e+01
9.644707659e+01,8.821314793e+01,9.645789842e+01,2.343510446e+01,8.073964541e+01,4.281219819e+01,7.809345839e+01,6.417215910e+01,8.762615220e+01,8.914150358e+01,2.190557021e+01,4.815538265e+01,4.600972554e+01,3.810006751e+01,1.418075971e+01,7.794146667e+01,7.475150487e+01,3.438063799e+01,1.347947708e+01,7.463598698e-01,4.114344089e+01,7.080521935e+01,3.601641970e+00,1.402549207e+01,6.929720951e+01,1.626079969e+01,3.162179304e+01,7.329384229e+01,3.296242725e+01,7.432699087e+01,2.028643799e+01,9.693249421e+01,9.627449153e+01,2.683977364e+01,8.415603830e+01,9.198666888e+01,5.192655441e+01,5.786832226e+01,7.718946301e+01,5.349806756e+01,7.658881625e+01,4.962907289e+00,9.885394552e+01,5.186553541e+01,4.481515989e+01,8.495811695e+01,8.988171286e+01,3.214641356e+01,7.038824791e+01,5.069734651e+01,4.371225808e+01,4.578679114e+01,8.607531399e+01,5.965287771e+01,4.158672160e+01,2.370362600e+01,8.087933569e+01,4.328132604e+01,9.877044488e+01,1.185158317e+01,2.173928511e+01,9.840479100e+00,1.594406657e+01,2.834387292e+01,9.083150830e+01,6.425319849e+01,7.273443113e+00,6.388733451e+01,5.535038633e+01,4.980128899e+01,2.580183807e+01,2.970194972e-01,1.673387918e+01,7.649398843e+01,1.678094026e+01,5.511142216e+01,6.503289300e+01,6.302110882e+00,7.188801428e+01,3.873858578e+01,3.094632686e-01,8.784902814e+01,3.032393478e+01,2.719052499e+01,3.694903519e+01,8.886936772e+01
7.796122078e+01,7.485339757e+01,2.529748105e+01,3.577278992e+01,9.883375938e+01,1.091818121e+01,1.017654088e+01,3.832006333e+01,2.360575898e+01,6.869293401e+01,4.461132170e+01,4.918881280e+01,2.773327159e+00,5.997353073e-01,5.105483267e+01,7.336981736e+00,3.802623198e+01,2.086607039e+01,8.418324818e+01,3.221188137e+01,4.734548655e+01,8.053586323e+01,5.658725471e+01,4.794028242e+00,6.412028470e+01,6.997443299e+01,9.845974966e+01,7.958098352e-01,1.966711820e+01,4.050949140e+01,4.100822163e+01,7.093652462e+01,1.574766324e+01,8.324548721e+01,3.140751020e+01,7.799118078e+01,8.521131851e+01,3.639132960e+01,8.370341103e+01,1.492775263e+00,1.989702072e+01,2.442255160e+00,2.077752443e+01,5.400428518e+01,1.171119140e+01,8.162732225e+01,5.802863421e+01,5.173665653e+01,8.611428257e+01,2.339786181e+01,5.416814493e+01,5.249813343e+01,3.003069903e+01,8.377269798e+01,6.810488932e+00,1.885779110e+01,7.690197507e+01,2.352804430e+01,5.703603623e+01,7.027224382e+00,3.179640668e+01,2.301478514e+01,9.018639804e+01,2.920034600e+01,4.697183668e+01,2.420934887e+01,4.883479332e+01,7.441147624e+01,5.695073796e+01,6.239362531e+00,9.604247383e+01,4.825199955e+01,8.569810392e+01,8.218135468e+00,6.065260613e+01,8.974697324e+01,2.718682231e+01,9.049070472e+01,8.339375026e+01,9.747648633e+01,1.484156585e+01,8.295761612e+01,5.669288334e+01,8.143979393e+01,1.406373923e+01,7.540554991e+01
8.706406567e+01,9.180489058e+01,9.231022865e+01,4.321625520e+00,2.000390011e+01,3.629671737e+01,1.707956229e+01,9.123715921e+01,5.417582429e+01,8.115358188e+01,1.651965091e+01,2.248307561e+01,6.086550617e+01,3.849968092e+01,8.960719448e+01,5.990125754e+01,1.082403234e+01,4.961132699e+01,3.864045121e+01,4.239289881e+01,5.864654659e+01,9.760809898e+01,6.896857092e+01,6.514178425e+00,2.655988040e+01,6.529736013e+00,9.099166280e+01,6.626803774e+01,1.086250680e+01,9.782774226e+01,3.559922061e+01,2.338232242e+01,9.846015749e+01,8.061294154e+01,1.254852803e+01,1.371179817e+01,5.273682102e+01,7.311408351e+01,5.606019339e+01,8.032409852e+01,7.235442621e+01,2.084495447e+01,3.413267476e+01,7.463265025e+00,8.559346587e+01,7.530662790e+01,9.487145265e+01,2.959914400e+00,6.617452686e+01,2.189544022e+01,2.384029222e+01,2.750758365e+01,4.526475648e+01,6.526216283e-03,3.569578989e+01,1.316689345e+01,4.769221908e+00,2.104779668e+01,5.468120593e+00,6.364957575e+01,2.020042244e+01,3.616263594e+01,2.758980180e+01,4.005070183e+01,6.808007380e+01,9.857665563e+01,9.144334570e+01,5.076605332e+01,4.075374421e+00,9.023075082e+01,6.783668575e+01,1.152406498e+00,7.753095784e+01,2.147659685e+01,2.593059855e+01,8.043401123e+01,6.548589230e+01,1.214879709e+01,6.751250939e+01,9.457063194e+01,9.091559834e+01,6.785674341e+00,3.289838549e+01,1.716334126e+01,4.370819762e+01,8.595765318e+01
7.860820524e+01,6.409455119e+01,7.568425804e+01,8.851932204e+01,2.891200490e+01,9.984522292e+01,1.905570632e+01,7.614524695e+01,1.985375942e+01,3.323209338e+01,7.384118533e+01,7.018614106e+01,8.874036491e+01,7.478297106e+01,7.466908432e+01,4.139545055e+01,2.109462118e+01,3.420335404e+01,9.851385330e+00,6.077934511e+01,8.378409921e+01,5.703776500e+01,7.935548572e+01,4.132904723e+01,3.645115829e+01,9.449174579e+01,6.000335273e+01,3.676477636e+01,1.520732239e+01,9.164829171e+01,6.453602188e+01,6.625696915e+01,6.617457069e+01,3.778314932e+01,5.655071165e+01,9.489341324e+01,7.093799394e+01,1.201923396e+01,4.404808594e+01,9.467848517e+01,2.409484277e+01,5.989661258e+01,9.911116845e+01,7.748631384e+01,4.198795088e+01,9.729742847e+01,5.191533155e+01,6.407856469e+01,7.653833210e+01,7.098821396e+01,9.835192020e+01,7.340515602e+01,6.262781499e+01,1.990904135e+01,1.281510492e+01,7.468261654e+01,6.756744274e+01,9.538306585e+01,7.715170003e+01,3.407873956e+01,7.698510064e+01,6.926312530e+00,9.061691549e+01,2.392187556e+01,3.489395870e+01,5.606798771e+01,4.347033643e+01,2.617420956e+01,5.098347355e+01,1.755910442e-01,3.122753935e+01,7.446272464e+01,5.439165418e+01,4.254497835e-01,4.251975585e+01,7.047097890e+01,3.340689513e+01,7.803941563e+01,9.281561037e+00,1.245094120e+01,7.056529356e+01,4.001172136e+00,9.616883609e+00,4.896102696e+01,2.730462925e+00,7.694866390e+01
8.427130033e+01,4.153619255e-01,1.503204590e+01,5.513607274e+01,6.899998227e+01,6.813497666e+01,6.727334162e+01,6.508333778e+01,1.056712985e+01,2.724626171e+01,4.347766864e+01,5.825723133e+01,4.375303828e+01,9.393838177e+01,9.610507897e+01,7.665552737e+01,4.930218021e+01,4.821860846e+01,6.977667371e+01,8.777258080e+01,1.132011222e+01,9.184810362e+01,4.621884426e+01,1.076395572e+01,7.580978974e+01,3.971163429e+00,9.126136252e+01,7.613359369e+01,7.461534919e+01,4.710742666e+01,7.106916384e-01,3.697251598e+01,5.520375748e+01,6.259840862e+01,7.993248531e+01,6.558262496e+01,8.358692174e+01,6.816825522e+01,5.644006990e+00,4.637082916e+01,4.994099670e+00,8.303784695e+01,6.212942754e+01,4.321237252e+01,5.860497582e+01,8.925247861e+01,6.780764016e+01,6.175125146e+01,6.535889646e+01,6.055699261e+01,1.380200916e+01,2.150736288e+01,4.474409064e+01,1.454622535e+01,3.723927733e+01,9.949532196e+01,2.968643658e+01,8.932844333e+01,6.231387768e+01,9.323883384e+01,7.485475341e+01,1.473985288e+01,9.463765710e+01,4.276173479e+01,1.806576008e+01,3.015196246e+01,1.114242467e+01,3.949570523e+01,1.012196326e+01,8.408807352e+01,3.911196293e+01,6.914952731e+01,3.556936229e+01,1.735817309e+01,9.813042910e+01,2.173925691e+01,8.038885891e+01,6.609803951e+01,6.623429750e+01,3.159747800e+01,8.165112735e+01,2.196998803e+01,1.608227544e+01,6.742887866e+01,8.496751435e+01,9.774826464e+01
8.912982566e+00,8.234600529e+01,4.055520667e+01,5.765527484e+01,8.891875890e+01,2.859971695e+01,5.885364573e+01,8.844852534e+01,8.617875131e+01,8.274354847e+01,8.475195307e+01,4.025387053e+01,6.937597691e+01,1.176820010e+01,5.534438958e+01,5.346852896e+01,7.381429503e+01,3.308406764e+00,6.959920627e+01,6.322424121e+01,1.886167108e+01,2.516751144e+01,4.870640523e+01,3.908010565e+01,1.216169814e+01,6.316066372e+01,3.086154007e+01,4.527186123e+01,8.641096444e+01,9.647990480e+01,4.835434414e+01,2.249435084e+00,5.492700413e+01,8.956654413e+01,3.649631642e+01,2.844235789e+01,2.569906582e+01,6.988663529e+00,1.138952097e+01,6.601557992e+00,8.177914739e+01,3.084848997e+01,9.658720051e+01,6.915423669e+01,2.614994061e+01,9.416438922e+01,2.630304533e+01,1.388131518e+01,2.984209596e+01,9.448704295e+01,7.110158351e+01,7.324185010e+01,2.056042860e+01,9.333341664e+00,8.804402149e+01,9.876925883e+01,9.220034229e+01,9.740337707e+01,7.424458427e+00,9.385826247e+01,9.687609397e+01,1.382235352e+01,4.407222367e+01,8.277373908e+01,7.021133019e+00,2.679862204e+00,8.356414864e+01,5.195989398e+01,3.306072816e+01,2.814943230e+01,8.660924920e+01,6.251446737e+01,7.266489203e+01,8.818192870e+01,4.767339706e+01,9.536931721e+01,7.754556147e+01,4.431013609e+01,8.793673440e+01,2.092475140e+01,9.908225367e+01,7.411890286e+01,2.611981679e+01,1.168113109e+00,6.029634630e+01,2.846781422e+01
4.237497362e+01,6.826967170e+01,8.043336934e+01,1.837342730e+01,4.680600908e+01,5.945008408e+01,9.178230085e+01,6.739777243e+00,7.844399889e+01,2.536628184e+01,2.157515647e+01,5.374694182e+01,7.285146613e+01,8.603412539e+00,1.134940415e+01,7.581234781e+01,2.387596426e+01,9.588262558e+01,1.556438135e+01,1.786534824e+01,1.687317720e+01,1.269730491e+01,7.435919516e+01,7.535413816e+01,3.329318710e+01,9.339479021e+01,9.057967325e+00,9.908566561e+00,2.516127610e+01,9.238538814e+01,6.908405999e+01,4.360516489e+01,2.614099258e+01,2.034992466e+01,8.675994428e+01,7.918003299e+01,6.128854330e+01,5.502866190e+01,2.168313539e+00,6.960624374e+01,7.454455864e+01,1.651828443e+01,7.802737854e+01,3.312912540e+01,1.689316913e+01,8.593937626e+01,1.107263131e+01,1.836827591e+01,9.835634587e+01,1.780768497e+01,8.788590743e+01,4.220411974e+01,3.841655117e+01,1.283760745e+01,1.918626123e+01,5.761164837e+01,6.061526242e+01,2.479925404e+01,5.173694041e+01,8.514653234e+01,7.404097724e+01,4.034199337e+01,6.796226660e+01,4.455897153e+01,8.085599105e+01,8.984721151e+01,2.274269791e+01,1.264069981e+01,9.952800997e+01,6.105094734e+00,4.596694277e+01,9.066560518e+01,1.079177586e+01,9.288999317e+01,1.051286434e+01,3.573428531e+01,1.883742409e+01,5.385902245e+01,3.023851555e+01,5.078492950e+01,4.447190673e+01,1.137993126e+01,8.648848767e+01,6.475502373e+01,8.894726311e+01,9.991836993e+00
1.987121940e+01,3.755748066e+01,4.037669019e+01,8.539268568e+01,1.817927866e+01,8.944954389e+01,5.785654281e+01,6.651512696e+01,5.575198871e-01,4.789471029e+01,7.965298980e+01,9.943777091e+01,9.211591663e+01,2.774983115e+01,8.180983621e+00,1.004345292e+01,6.462422219e+01,7.573608548e+01,1.428155543e+01,8.701640698e+01,2.222056994e+01,3.344185950e+01,8.668646769e+01,8.155391465e+01,6.495068724e+01,7.823656128e+01,6.740341305e+01,8.483847574e+01,2.072443938e+01,4.637883899e+01,4.415020962e+01,6.010175873e+01,6.894402922e+00,4.650916162e-01,1.874482925e+01,3.391206547e+01,2.315411467e+01,3.432785220e+01,7.132289400e+01,1.711858752e+00,1.904598451e+01,6.881465815e+01,1.425850039e+01,8.555171808e+01,3.134944819e+01,2.779461206e+01,3.201457902e+01,7.834294373e+01,8.457573134e+01,6.788135112e+01,8.936811663e+01,8.159598549e+01,7.004206802e+01,8.798863343e+00,7.972141288e+01,7.738407434e+01,8.343595639e+01,8.412030087e+01,3.889619357e+01,5.723421559e+01,4.096961938e+01,3.881764774e+01,8.026891173e+01,6.000463431e+01,8.992151227e+01,7.864913543e+00,2.514181806e+01,7.692018345e+01,4.101362411e+01,3.396198278e+01,1.446853572e+01,9.001949300e+01,9.287113806e+01,6.914488401e+01,5.054216693e+01,4.387077969e+01,9.158184022e+01,5.580582993e+01,7.781830334e+01,5.227684682e+01,6.077590964e+01,2.772938073e+00,2.739731090e+01,7.429877775e+01,6.651990221e+01,7.336177950e+01
