v1,v2,v3,v4,v5,v6,v7,v8
5.779204723e+01,1.308914290e+01,2.882771290e+01,9.642584758e+01,5.295920505e+01,7.404601771e+01,8.159414360e+01,2.440391936e+01
9.472956672e+01,9.332955156e+01,8.527004237e+01,9.692187495e+01,2.247620819e+01,5.485930969e+01,7.513807433e+01,3.480842852e+01
6.375161973e+01,3.125453720e+01,6.500362338e+01,7.488917365e+01,5.914710620e+01,9.965412219e+01,2.871262398e+01,7.015489596e+01
4.442342215e+01,6.350198859e+01,8.443797248e+01,6.409282642e+01,5.187258533e+01,3.671019610e+01,1.132784077e+01,9.647771553e+01
2.486987914e+01,9.418186535e+01,4.924655118e+01,4.838931978e+01,8.864409775e-01,9.403147066e+01,6.490128741e+01,1.381263178e+01
2.116501315e+01,8.915256349e+01,9.479079059e+01,6.568300530e+01,1.653271600e+01,7.012465094e+01,6.486461844e+01,1.809083775e+00
9.000630515e+01,9.439465585e+01,6.309192213e+01,6.335978636e+01,7.089126394e+01,1.736459151e+00,5.386440350e+01,8.623735855e+01
5.407449564e+01,5.237108858e+01,7.184154934e+00,9.512420017e+01,7.462169874e+00,8.650160337e+01,2.175277176e+01,9.675073642e+01
2.266683480e+01,3.713510312e+01,4.058440636e+01,1.024337512e+01,4.346393795e+01,2.405664051e+01,9.040597660e+01,4.528173558e+01
7.397085042e+01,6.073298023e+01,4.869250653e+01,8.059112607e+01,3.606082737e+01,8.756881933e+01,2.122311294e+01,6.222721635e+01
3.412473510e+01,4.468204694e+01,1.447865485e+01,1.700006151e+01,7.661149514e+01,6.215530635e+00,2.941282005e+00,1.821636271e+01
6.274086259e+01,1.380153604e+01,8.690985725e+01,3.711013520e+01,2.435340294e+01,9.094390518e+01,9.302169019e+01,9.105011543e+01
7.146472623e+01,2.288135029e+00,8.048607719e+01,6.796346049e+01,2.262265804e+01,3.994434290e+01,3.504733276e+01,6.353650326e+01
5.552942077e+01,5.933924172e+01,4.333607169e+00,5.872760405e+01,4.999292016e+01,7.200415308e+01,1.897672778e+01,8.322584681e+01
9.348441614e+01,6.314335352e+01,2.230175763e+01,3.386424163e+01,1.328727676e-01,7.958124050e+01,6.593213234e+01,9.372516816e+01
9.355195743e+01,9.065580011e-01,5.581932529e+01,3.568361777e+00,2.875968107e+01,4.454154257e+01,9.926154191e+01,5.659073950e+00
4.862879806e+01,3.484613703e+01,8.956913114e+01,1.112000747e+01,9.697665016e+01,8.341731112e+01,6.868802779e+01,4.836199560e+01
7.052756392e+01,7.111183403e+01,8.249165798e+01,3.598873192e+01,3.209540585e+01,7.824006459e+01,3.900165465e+00,4.260869368e+01
4.383885956e+01,9.427151661e+01,9.983364892e+01,1.371084123e+00,8.269263816e+01,5.975748077e+01,7.255639214e+00,9.972346421e+01
5.072326647e+01,8.833945666e+01,6.362426101e+01,8.091325924e+01,7.503844747e+01,2.588712794e+01,5.503541829e+01,9.170793283e+01
7.462540778e+01,3.591476063e+01,2.934651513e+01,6.135369531e+01,6.785895728e+01,4.520436868e+01,6.849648792e+01,2.339279700e+01
9.789789282e+01,9.794571341e+00,2.745498629e+01,2.972715896e+00,3.357358313e+01,6.480715106e+01,7.625822341e+01,3.620777693e+00
5.321347619e+01,8.723203356e+01,9.137219659e+00,4.485978344e+01,6.762592249e+00,7.703989763e+01,7.160501589e+01,9.226358281e+01
6.189286414e+01,2.628204911e+01,1.502202340e+01,3.554376657e+01,2.708300816e+01,5.856714263e+01,4.426484758e+01,2.544504035e+01
1.135893115e+01,8.421595524e+01,1.767147586e+01,6.842937353e+00,4.693989878e+01,7.560281858e+01,1.221105802e+01,4.673865291e+01
7.110193514e+01,9.292286309e+01,9.084996248e+01,9.577692795e+01,6.547208840e+01,7.643668360e+00,7.857081288e+01,3.024388067e+00
7.498746869e+01,9.805003026e+01,7.710280264e+01,5.983470929e+01,9.920908912e+00,4.328528245e+01,3.161265084e+01,1.915701855e+01
1.874312991e+01,9.675074477e+01,2.867762626e+01,1.813213115e+01,4.858895462e+01,6.964843405e+01,3.076281860e+01,2.668945433e+01
2.685744358e+00,5.225194832e+01,5.733121510e+01,3.931451590e+01,6.013831581e+01,6.892760578e+01,5.297915797e+01,4.597178510e+01
7.088282194e+01,7.772254567e+01,4.664007614e+01,1.618315201e+01,5.858270470e+00,6.356002991e+01,1.736656256e+01,6.588954291e+00
3.263448506e+01,9.070685700e+01,1.745677826e+01,6.275325798e+01,2.045282926e+00,7.725088170e+01,1.249466682e+01,2.775017505e-01
7.926764627e+01,8.196710415e+01,6.607864474e+01,6.529133084e+01,5.837843150e+01,7.149130226e+01,6.057984815e+01,6.566979922e+01
7.317615599e+01,1.011191904e+01,6.464354872e+00,3.322498455e+01,1.494483003e+00,5.849319437e+01,5.286734932e+01,8.630336075e+01
4.707889494e+01,4.853595144e+01,4.761260052e+01,6.745050153e+01,7.077864152e+01,3.937874184e+01,5.697703602e+01,7.068748775e+01
3.367144538e+01,9.220516518e+01,2.535181672e+01,5.509008067e+01,6.775942220e+01,3.463678224e+01,1.363031188e+01,8.995670561e+01
8.711136485e+01,9.875138247e+01,6.441016087e+01,5.913379084e+01,3.037897963e+01,4.258510575e+01,2.781612699e+01,6.327241086e+01
9.809877714e+01,9.529371960e+01,6.492964277e+01,7.286970682e+01,1.214092710e+01,3.175340928e+01,1.766505408e+01,6.652565367e+01
9.491314757e+01,7.314526217e+00,4.991680779e+01,2.952930894e+01,2.198204499e+01,3.120297971e+01,9.679678555e+01,6.674087075e+01
6.230758425e+00,2.452782892e+00,6.313604516e+01,4.710253866e+01,3.749357994e+01,5.674118218e+01,8.953235022e+01,5.161155908e+01
9.671366018e+01,3.158756644e+00,9.159747893e+01,6.860230933e+01,2.685774363e+01,6.371021822e+01,3.972075247e+01,5.791551797e+01
4.791384773e+01,9.775469309e+01,7.323010918e+01,6.812670423e+01,6.089509247e+01,5.343430182e+01,6.114748945e+01,9.939745519e+01
6.902981965e+01,7.231185226e+01,8.499115532e+01,7.326817476e+01,9.309961828e+01,8.106076269e+01,3.586522920e+01,5.704932896e+01
3.229704143e+00,7.309851660e+01,1.022654727e+01,7.796428755e+01,2.946341368e+01,3.724924113e+00,9.910889666e+01,2.406886857e+00
6.440676193e+01,3.902778195e+01,3.520380650e+01,9.900830816e+01,7.022619390e+01,3.567333049e+01,6.923610699e+01,3.162141222e+01
9.951544047e+00,8.958185147e+01,1.116525925e+01,8.929264133e+01,4.510986415e+00,5.783530533e+01,9.994022758e+01,7.851615679e+01
8.876137368e+01,1.258969477e+01,2.466200657e+01,3.036545214e+01,5.166776606e+01,7.005203235e+01,9.989764726e+01,9.254765549e+01
5.836260923e+01,9.250914812e+01,2.608531062e+01,7.621771772e+01,8.649536561e+00,4.102149119e+01,7.239532072e+01,8.198419458e+01
3.795496712e+00,4.390504249e+01,6.456555637e+01,7.436515007e+01,5.579847400e+00,1.387182574e+01,6.349269674e+01,3.832234570e+01
9.932673516e+01,1.674083193e+01,6.465210517e+01,6.542155914e+01,7.183638574e+01,8.469710979e+01,4.459270761e+01,7.551302073e+01
4.361515929e+01,6.644424954e+01,5.300835851e+01,8.969491113e+01,6.600503552e+01,2.210912045e+01,2.734243879e+01,8.015044160e+01
3.375394629e+00,9.349217675e+01,1.732829244e+01,9.056805638e+01,7.204617664e+01,9.223373068e+01,4.877423581e+01,8.062726898e+01
4.840673567e+01,2.899713371e+01,2.446060139e+01,5.084286853e+01,5.067791596e+01,2.687367306e+01,1.913716110e+01,1.690423408e+01
4.968255654e+01,5.867871829e+01,7.773033485e+01,7.073536501e+01,1.999391284e+01,4.333361096e+01,1.817583214e+01,8.792334348e+00
6.411420721e+01,4.042381922e+01,1.590838714e+00,6.596006948e+01,2.468581568e+01,7.121032129e+00,5.999320381e+01,7.723949056e+00
4.879010753e+01,3.817321567e+01,8.289309808e+01,7.600276348e+01,7.330713627e+01,1.948398856e+01,6.667183480e+00,5.251875775e+01
8.707973987e+01,2.983708071e+00,1.655753526e+01,4.680624221e+01,3.517503453e+01,3.592110707e+01,7.340462343e+01,3.194160982e+01
3.903107495e+01,4.647800264e+01,4.246305652e+01,7.860302405e+01,5.432616874e+01,8.316501599e+01,2.935627249e+01,2.538510138e+01
9.410071390e+01,8.183863820e+01,9.676675704e+00,3.986109084e+01,7.951679530e+01,8.497114555e+00,8.052265898e+01,2.210637956e+01
5.786657960e+01,3.182931356e+01,8.593756966e+00,2.675722821e+01,3.041930771e+01,4.086698436e+01,9.649293639e+00,6.607729762e+01
7.782258724e+01,1.799419348e+01,3.459210900e+01,5.821786425e+01,1.753196315e+01,2.837865684e+01,7.882805954e+01,4.358264647e+01
4.526556127e+01,9.940153747e+01,8.437004622e+01,4.025675553e+01,1.395890348e+01,9.471917831e+01,7.112640184e+01,5.558553436e+01
3.393292535e+01,8.037452366e+00,3.422335815e+01,1.766678226e+00,7.828837868e+01,9.296052514e+01,5.651016942e+01,6.858558305e+01
3.847292244e+01,3.557024184e+01,4.900817069e+01,8.954316819e+01,8.534670399e+01,9.261460221e+01,4.238205626e+01,2.163004753e+01
8.432274003e+01,6.919010810e+01,6.859869625e+01,3.271733070e+01,1.175726288e+01,3.063878046e+01,8.501831656e+01,3.498256428e+00
9.907182605e+01,7.912469633e+01,1.570632882e+01,4.927517073e+01,3.860921012e+01,8.268942898e+01,5.497577519e+01,9.349186382e+01
5.812525390e+01,7.196607982e+01,5.488284311e+01,8.305915851e-01,1.772124524e+01,4.394656382e+01,5.139458071e+01,8.396314149e+01
5.902267243e+01,5.963905282e+01,4.107096108e+00,9.508897722e+01,7.384450797e+01,6.529322025e+01,3.935162269e+01,5.888218324e+01
8.146124476e+01,3.932754286e+01,8.092790089e+01,9.453890509e+01,1.110271100e+00,6.106492875e+01,1.756162140e+01,8.452312202e+01
9.829341697e+00,1.372202377e+01,6.395230313e+01,8.048928146e+01,1.913637532e+01,6.127505533e+01,9.439373057e-01,9.526305568e+01
7.477993231e+00,2.827749997e+01,5.903999783e+00,7.197103386e+01,7.651467616e+01,8.944182817e+01,7.062380755e+01,6.080492908e+01
9.869578774e+01,8.972307930e+01,2.330529916e+01,4.478977399e+01,1.243193531e+01,6.981918408e+01,5.401209494e+01,9.764611850e+01
2.830263335e+01,3.582688789e+01,7.944865162e+01,4.408746015e+01,2.256562384e-01,5.413682622e+01,8.047289884e+01,6.343331077e+01
3.372471700e+01,3.777152465e+01,7.194290729e+01,4.623853483e+01,4.672339589e+01,8.627055822e+01,3.550482766e+01,9.215175196e+01
2.515461742e+01,4.630109725e+01,4.183717953e+01,5.474904125e+01,5.219201390e+01,5.398393617e+01,5.958601113e+01,3.852574918e-02
3.062438180e+01,7.388947621e+01,9.837685886e+01,7.250373257e+01,7.442729220e+01,3.834964566e+00,9.498416359e+01,5.926221684e+01
2.333699153e+01,5.479648712e+01,8.985718656e+01,6.394431181e+01,8.068982198e+01,2.271307063e+01,1.290737234e+01,6.735649408e+01
4.197068154e+01,5.702566755e+01,1.075436718e+01,2.708509305e+01,5.782314673e+01,6.099978561e+01,5.086296364e+01,1.985242695e+01
8.836060026e+01,3.238944262e+01,9.518316186e+01,2.687204020e+01,9.684408183e+01,4.535423141e+01,3.368130665e+01,2.385325441e+01
1.504655962e+01,1.273493361e+01,5.918148003e+01,2.532673384e+01,1.140002143e+01,8.693424711e+01,2.504905874e+01,2.966783905e+01
2.628790455e+01,7.351947298e+01,7.720633935e+01,5.832805929e+01,8.494203334e+01,8.762828257e+01,5.686057672e+01,4.609091259e+00
4.205137687e+01,9.209560776e+00,5.279283737e+01,5.853173667e+01,9.041651286e+01,2.157003860e+01,6.488212917e+00,8.653369241e+01
8.811666294e+01,4.528447136e+00,1.266923365e+01,3.859946255e+01,2.774893555e+01,7.851274417e+01,5.843119214e+01,8.726924333e+01
1.548575576e+01,7.986021230e+01,1.719394457e+01,8.062288213e+01,3.629936761e+01,7.804677775e+01,1.649674058e+01,3.957393229e+01
2.104252126e+01,7.650053141e+01,9.819305012e+01,6.672021895e+01,9.106619842e+01,2.408259545e+00,7.864785533e+01,4.977889619e+01
9.164155891e+01,5.656776216e+01,3.513528625e+01,6.993824481e+00,8.286012457e+01,7.590018012e+00,4.759375233e+01,1.256729998e+01
4.714978769e+01,3.672418227e+01,2.117219768e+01,2.319970152e+00,7.177963538e+01,3.028700922e+00,8.634161409e+01,4.929319607e+01
5.662832237e+01,7.722068520e+01,1.310213411e+01,4.614429584e+01,6.149404133e+01,3.802604798e+01,9.216219920e+01,9.018564197e+01
9.859744165e+01,2.862682675e+01,8.263145081e+00,5.405204844e+01,7.696505203e+01,2.786512462e+01,4.585439711e+01,3.466125245e+01
8.287171737e+01,7.624041468e+01,4.897606154e+01,2.398940421e+01,1.936852326e+01,4.501432734e+01,5.945533223e+01,2.886610300e+00
1.298524874e+01,1.170066152e+01,7.871547394e+00,6.380504415e+01,8.522343746e+01,2.332870846e+01,5.897946476e+01,8.558280992e+01
7.984504582e+01,6.675702672e+01,5.807045818e+01,8.466991070e+01,8.662554163e+01,1.216361218e+00,6.652279744e+01,2.177540699e+01
4.426936130e+01,9.861430753e+01,3.754054554e+01,6.346914855e+01,7.583915614e+01,5.962464437e+01,2.027735262e+01,9.416099596e+01
9.455127080e-01,8.570833426e+01,1.272520938e+01,7.879780627e+01,7.905261486e+01,4.150641076e+00,4.714487980e+01,1.575992408e+01
5.600246388e+01,7.176704416e+01,5.830302663e+01,6.610111156e+01,5.400130098e+01,5.282614899e+01,9.626485409e+01,7.073850671e+01
1.568845011e+01,8.702357954e+01,8.471991032e+01,8.998765856e+01,3.612251248e+00,2.836733281e+00,1.471304054e+01,8.477123491e+01
2.158419208e+01,1.775249609e+01,8.277677053e+01,4.053198121e+01,2.541899798e+01,2.865416331e+01,2.756823228e+01,9.085553099e+01
4.174767012e+00,2.414501156e+01,8.228538733e+01,2.340439738e+01,5.118001858e+01,2.238891682e+00,2.560985979e+01,7.500861031e+01
1.753619931e+01,9.850282302e+01,5.008629466e+01,2.648538515e+01,7.296354887e+01,2.364351933e+01,8.693729439e+01,4.343575930e+01
4.736855713e+01,7.442646587e+01,9.001013951e+01,5.991256255e+01,4.935071070e+00,3.737411986e+01,8.013921504e+01,4.682689663e+01
8.033127345e+01,9.893777956e+01,3.366052412e+01,1.521565776e+01,3.635981397e+01,6.922292612e+01,9.778544298e+01,1.152338579e+01
8.017585274e+01,7.430924286e+01,1.129763465e+01,6.892904575e+01,6.342248914e+01,4.485248378e+00,4.171429615e+01,7.990505029e+01
8.456702956e+01,3.895116509e+01,8.668551804e+01,7.974001464e+01,2.756992124e+01,7.199957457e+01,7.734587853e+01,8.415304816e+01
4.177791077e+01,5.568922472e+01,1.682287971e+01,8.373620220e+01,1.096562739e+01,1.873388744e+01,7.318139139e+01,6.990567687e+01
5.203240367e+01,2.929159274e+01,8.181582162e+00,9.583799710e+01,7.152399115e+01,3.291938695e+01,9.789430698e+01,8.039776153e+01
8.210171840e+01,5.012992601e+01,9.803707517e+01,9.339592597e+01,6.877452327e+00,6.339600236e+01,8.792975558e+01,7.153029008e+00
6.611228415e+01,7.393372601e+01,9.273136631e+01,3.653709446e+01,8.746215144e+01,7.752242056e+01,5.114279260e+01,5.069753637e+01
5.152047701e+01,3.434517305e+01,2.086579760e+01,7.224969368e+01,8.711393522e+01,1.197344471e+01,7.018668747e+01,3.059704491e+01
9.565314332e+01,8.221983058e+01,2.615729410e+00,8.484500597e+01,9.958493304e+01,5.253305591e+01,2.290677281e+01,3.608859461e+01
8.465922601e+01,4.785689883e+00,8.410049111e+01,3.236425268e+01,3.458628846e+01,5.229174508e+01,4.015270328e+01,4.774797679e+00
1.620522758e+01,1.887461113e+01,6.981080866e+01,2.057436607e+01,3.578374550e+01,1.325963542e+00,8.833436333e+01,3.763938240e+01
9.014731810e+01,2.395554813e+01,1.161305026e+01,4.117946084e+01,1.962539274e+01,7.256525751e+01,1.391111223e+01,4.049003716e+01
6.509894869e+01,2.224973191e+01,6.527479744e+01,2.091108444e+01,9.284888952e+01,4.734030633e+01,3.575821805e+01,6.367636797e+01
8.445445930e+01,7.205030181e+01,6.255991970e+01,5.198067257e+01,9.009389345e+01,8.277230720e+01,9.861948229e+01,1.931629500e+01
6.004782060e+01,1.667100897e+01,9.362282893e+01,8.112283168e+01,3.280991533e+01,1.179277160e+00,8.662003165e+01,8.440187125e+01
7.454815999e+01,8.741012963e+01,7.749824341e+01,6.963781344e+01,4.762031174e+01,9.486978541e+01,9.454471738e+01,6.724900493e+01
9.425735612e+01,5.167540794e+01,7.756073324e+01,7.500902774e+01,9.474274292e+01,7.103623465e+01,9.534341685e+01,8.425648373e+01
7.439601157e+01,1.330001005e+01,1.358795963e+01,8.604008513e+01,3.058353731e+01,8.025248949e-02,8.818685454e+01,2.405632625e+01
1.550601619e+01,5.200190171e+01,6.512522096e+01,8.228029455e+01,9.534303892e+01,6.758213838e+01,5.419918671e+01,3.307856987e+01
2.739999991e+01,7.289712803e+00,5.795746758e+01,6.518325905e+01,1.159971599e+01,1.006724486e+01,7.400317379e+01,8.023216747e+00
5.591373132e+01,8.411548749e+00,4.463476017e+01,5.215732097e+01,9.591166086e+01,8.645365039e+01,6.774418972e+01,5.184148572e+01
3.751509539e+01,9.931917508e+01,3.272289509e+01,3.960058058e+01,9.178989324e+01,3.521830384e+00,5.904641849e+01,4.375753745e+00
1.188876641e+01,8.885002318e+01,8.420566075e+01,7.443698029e+01,3.128269439e+01,2.146687840e+01,5.510359920e+01,3.587033921e+01
9.783609778e+00,7.565234294e+01,3.087533322e+01,4.047672029e+01,2.848347966e+01,9.083423232e+01,2.627964894e+01,4.761514999e+01
8.580257235e+01,3.095791666e+01,5.137890662e+01,9.328606393e+01,3.802230792e+01,5.051644234e+01,6.433692994e+01,4.856534931e+01
6.311733886e+01,6.804732813e+01,7.332673797e+01,6.996887936e+01,4.607003549e+01,6.314340068e+01,4.227226103e+01,6.154418373e+01
3.140962426e+01,2.696948640e+01,1.293285671e+01,3.632952988e+01,9.990640185e+01,9.058218593e+01,5.472743326e+01,5.095217520e+01
8.204029193e+01,8.878145179e+01,5.677860821e+01,7.678478148e+01,9.710523398e+01,9.074647451e+01,5.421497705e+01,3.498378470e+01
6.605129253e+01,6.017777544e+00,4.651769889e+01,9.252299567e+01,6.026556516e+01,5.204384960e+01,6.095131168e+01,9.755963038e+01
9.140076821e+01,6.577961992e+01,7.095327010e+00,3.503652361e+01,7.307357455e+01,7.493558702e+01,1.404966201e+01,8.953713776e+01
1.344479593e+01,8.997287261e+01,2.501061034e+00,1.209400392e+01,6.556058213e+01,4.578086838e+01,4.996386029e+01,4.178540735e+01
2.317705530e+01,3.514788933e+01,2.121404604e+01,4.852685124e+01,2.283466061e+01,9.337091569e+01,1.432614015e+01,4.512654688e+01
3.736760268e+01,9.832726205e+00,5.528789104e+01,9.097970847e+01,3.883835411e+00,8.876299638e+01,3.215848444e+01,8.507871318e+01
7.235852262e+01,6.234981027e+01,3.378412468e+01,9.527072184e+01,4.779578290e+01,2.916920849e+01,4.653750294e+01,4.547829796e+01
2.292980000e+01,6.786861147e+01,8.884667831e+01,8.870259083e+01,5.054742552e+01,6.394542384e+01,7.656626607e+01,5.429712842e+01
8.068014298e+00,1.489234673e+01,2.846154536e+01,8.083622593e+01,9.349356883e+01,3.899090807e+01,7.608518849e+01,7.139019732e+01
9.832015420e+01,6.339618400e+01,4.648440685e+01,8.559937363e+01,9.572959124e+01,4.596723339e+01,8.526864321e+01,4.019530394e+01
6.157840315e+01,1.786773700e+01,9.615094094e+01,3.774099938e+01,4.648394042e+01,9.752369861e+00,7.729692957e+01,1.088375652e+01
1.736037358e+01,1.798488793e+00,9.254113448e+01,6.912457527e+01,7.432124806e-01,7.982249221e+01,5.755254119e+01,2.902212336e+01
5.578516512e+01,9.083562836e+01,6.334871779e+00,2.470698378e+01,1.819246341e+01,2.426786246e+01,5.928414553e+01,8.819466573e+01
5.106234397e+01,1.572090299e+01,6.823230777e+01,4.936578536e+01,2.807081829e+01,2.618141119e+01,1.122856835e+01,3.275973440e+01
1.990882531e+01,4.685885559e+01,1.708625820e+00,3.056918341e+01,6.462591504e+01,6.587408953e+01,7.644917809e+01,2.572098588e+01
5.084718415e+01,8.125284824e+00,8.890452050e+01,9.858238875e+01,2.203320732e+01,3.254650373e+01,2.696213011e+01,8.119775868e+01
3.492730365e+01,9.704127048e+01,9.436419057e+01,4.121187130e+01,6.473751886e+01,4.347391745e+01,3.727228011e+01,5.527962000e+01
3.440735284e+01,7.858089483e+00,4.440509580e+01,4.063083560e+01,5.339239023e+01,9.646464263e+01,1.908126691e+00,3.239430211e+01
7.340084769e+01,7.970707595e+01,5.471876004e+01,5.032469996e+01,7.562458344e+01,3.498184181e+01,7.780843251e+01,5.481191237e+01
8.406329243e+01,1.111211569e+01,1.696634784e+01,4.312540034e+01,9.386706209e+01,2.521852487e+01,5.453754100e+01,4.470107627e+01
6.381771464e+01,3.209914935e+01,5.518404595e+01,9.460104000e+01,7.894933360e+01,1.020732362e+01,3.795895765e+01,6.823642256e+01
8.777760317e+01,9.116454663e+01,6.221270118e+00,4.963775010e+01,9.204570526e+01,4.296826097e+01,4.638663703e+01,5.111513737e+01
8.791749559e+01,7.757148140e+01,1.188735248e+01,6.315686098e+00,6.904365557e+01,7.904995255e+01,1.096754361e+01,8.611427950e+01
6.967113134e+01,6.254007607e+01,3.567281659e+01,4.216450286e+01,7.228032357e+01,3.011772501e+01,6.317015468e+01,3.180861613e-01
7.175384100e+01,5.386548591e+00,2.574792017e+01,8.584754529e+01,3.020830734e+01,2.920253639e+01,2.825362172e+00,1.891961221e+01
9.717716968e+01,6.563814239e+01,5.207758002e+01,7.952696500e+01,6.684445396e+01,2.255253418e+01,1.069855492e+01,7.271704986e+01
7.136036434e+01,3.336367504e+01,4.386688094e+01,4.333194864e+01,6.858923146e+01,2.898754097e+01,4.322551528e+01,2.365758328e+01
7.442115912e+01,7.465373843e+01,6.585835477e+01,5.333781902e+01,3.472564088e+01,5.408814877e+01,3.837546127e+01,8.976448804e+01
6.564213552e+01,8.551285022e+01,1.556154660e+01,7.119156110e+01,3.119303187e+00,4.797723329e+01,7.715813536e+01,7.002536226e+01
6.874955914e+01,4.261319403e+01,1.176936396e+01,9.433619975e+01,2.747087195e+01,7.294073456e+01,4.400396576e+01,4.147845522e+01
5.497726248e+01,3.462383088e+01,3.740329929e+01,8.984840423e+01,5.929774855e+01,1.605187047e+01,6.267338745e+01,1.617619059e+01
8.967461648e+01,5.531886053e+01,5.047775268e+01,1.648339344e+00,4.889924249e+01,1.708741334e+01,7.174006414e+01,5.419785292e+01
3.673932828e+01,2.065324391e+00,8.052440890e+01,5.544326938e+01,5.954570004e+01,2.062107986e+00,5.313456003e+01,8.715279123e+01
8.139002025e-02,1.946998527e+01,4.073355886e+01,5.363452452e+01,4.709315793e+01,6.627398911e+01,1.747875593e+01,6.614364833e+01
8.544213060e+01,4.930347451e+01,5.817104788e+01,2.208535097e+01,7.108729725e+01,6.403308964e+01,5.345511105e+00,2.049973772e+01
4.699310312e+01,3.178391546e+01,7.029260140e+01,1.496203343e+01,5.445982148e+01,7.384807885e+01,6.020973605e+01,6.454256638e+01
5.308264736e+00,3.605128975e+01,8.717722051e+00,3.227311825e+01,8.411713038e+01,2.280912318e+01,3.826368671e+01,8.384753990e+01
8.337541451e+01,6.183500406e+00,3.608227786e+00,7.212174315e+01,2.123579660e+01,2.656151885e+01,6.684346837e+01,1.874535079e+01
5.517009140e+01,3.778371416e-01,8.353230919e+01,2.744418891e+01,5.685014575e+01,7.946805558e+01,4.518564914e+01,2.850323448e+01
6.162761539e+01,8.317058072e+01,4.035793623e+01,5.951482492e+01,8.117367344e+01,6.549952883e+01,4.467250767e+01,6.945805806e+01
1.847149125e+01,1.995860503e+01,5.426465741e+01,2.230716916e+01,9.550227844e+01,4.660174959e+01,3.132059613e+01,2.562587427e+01
2.305406172e+00,6.446825229e+01,4.774703985e+01,9.912201495e+01,4.925147992e+01,6.475145205e+01,8.020352662e+01,5.846293578e+01
7.322037548e+01,5.871690680e+01,5.604972330e+01,8.195370881e+01,9.726488364e+01,1.904614775e+01,4.038367915e+01,2.779875720e+01
5.897370912e+01,4.620723440e+01,1.961987508e+01,1.787072311e+01,1.513034697e+01,3.650759466e+01,5.610853452e+01,1.447870233e+01
9.500951080e+01,4.095606552e+01,8.176736469e+01,2.726896488e+01,8.987435847e+00,3.694372732e+01,5.678538529e+01,7.254149308e+01
5.800617604e+01,8.313485221e+00,8.362879233e+01,6.476731189e+01,5.396888329e+01,4.024456413e+01,7.505114280e+01,9.777526487e+01
7.505437750e+01,7.011855570e+01,9.731319786e+00,4.180547442e+01,8.972955397e+01,6.340271267e+01,8.346287783e+01,3.829575081e+01
6.596420870e+01,2.803744139e+01,7.477966236e+01,8.859851949e+01,5.931372024e+01,1.837584381e+01,1.107755991e+01,3.665078471e+01
6.633812499e+01,6.065047190e+01,7.239876790e+01,4.977600433e+01,6.034161545e+01,7.775151124e-01,2.710666315e+01,3.961405905e+01
8.248918018e+01,9.035505004e+01,3.703419999e+01,5.397060880e+01,2.904961614e+01,7.915551590e+01,6.476475878e+01,7.586709577e+01
9.174732207e+01,9.121709526e+01,2.175055515e+01,3.767441702e+01,7.920581222e+01,1.089839302e+01,7.964695535e+01,3.742894515e+01
4.930372405e+01,9.446143062e+01,6.570398825e+01,2.853140695e+01,3.296567856e+01,3.222094715e+01,5.340275959e+01,7.431212004e+00
3.760380590e+01,5.502948946e+00,2.198508924e+01,8.058464484e+00,5.151862855e+01,9.438953358e+01,7.700914538e+01,9.111310819e+01
8.726237667e+01,4.204219650e+00,7.546957097e+01,8.634692518e+01,2.990684662e+01,3.622293669e+01,2.817014785e+01,1.625724679e+00
9.824715900e+01,3.073764027e+01,5.624134802e+01,5.005743623e+01,4.728347612e+01,8.667291009e+01,8.803125940e+01,2.273752145e+01
2.553678169e+01,5.913182155e+01,9.586301365e+00,1.756154332e+01,4.795301398e+01,7.504899190e+01,8.273027339e+01,3.651058120e+01
3.744720755e+01,4.691657344e+01,5.102650629e+01,5.014888908e+01,1.366843025e+01,8.230194633e+01,5.815734281e+01,7.020805662e+01
6.504413990e+00,6.758531025e+01,3.825668946e+01,9.897463592e+01,5.047707007e+01,1.299345277e+01,5.725976829e+01,3.342468891e+01
1.439116561e+01,4.109275904e+01,9.379282110e+00,5.200096508e+01,4.952240821e+01,8.936810585e+00,9.162309336e+01,3.714335020e+01
7.377175837e+01,3.575101784e+01,9.039641856e+01,9.991020654e+01,5.312002460e+01,3.473017944e+01,6.700867154e+00,5.339091949e+01
8.197318563e+01,5.112512612e+00,3.059637864e+01,7.893265218e+01,2.352428247e+00,5.423703926e+00,4.148887185e+01,1.217107008e+01
7.247371153e+01,6.811154742e+00,8.737895260e+01,5.671853710e+01,7.539049234e+01,5.734285472e+01,9.388483456e+00,9.516745304e+01
9.028762414e+01,3.965195518e+00,3.871581422e+01,4.981237399e+01,3.851743658e+01,6.025861044e+01,9.179198464e+01,2.188092109e+01
7.718946953e+00,3.340368100e+01,6.028298382e+01,9.133373088e+01,9.886696642e+01,9.351779152e+01,6.466967748e+01,1.635500934e+01
9.154607639e+01,7.820854902e+01,7.653283215e+01,6.263388101e+01,7.939788061e+01,1.923328297e+01,4.821763420e+01,1.533220304e+01
2.583972134e+01,8.860199281e+01,8.268666814e+01,7.390608247e+01,9.051349039e+01,5.499987089e+01,8.974119357e+01,4.647120046e+01
6.869050845e+01,7.224755970e+01,7.261912026e+01,8.670865126e+01,1.827173121e+01,6.567265922e+01,8.390932524e+01,2.836604015e+01
8.956018474e+01,4.154208126e+01,1.841837081e+01,9.428684789e+01,3.190835298e+01,1.351147377e+01,8.928901130e+01,8.547809332e+01
