v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41
9.401106682e+01,6.069893562e+01,7.264632983e+01,7.643747411e+01,8.374963780e+01,3.226386222e+01,6.718875008e+01,2.813201841e+01,9.939320788e+01,7.293234735e+01,7.420619705e+01,3.895757792e+01,4.756747421e+01,6.603839860e+01,3.447482087e+01,6.165090259e+00,5.864602675e+01,7.651320500e+01,2.633497434e+01,8.366661863e+01,9.473457185e+01,7.880508080e+01,1.185048463e+01,5.489515376e+01,4.155614607e+01,4.755358418e+00,7.466983980e+01,7.343713971e+01,6.588244312e+01,5.268542821e+01,4.299874336e+01,8.502168153e+01,8.835657942e+01,1.956261881e+01,9.579741819e+01,7.922613824e+01,1.666482156e+01,3.416827157e+01,3.948183838e+01,6.532672405e+01,7.325060634e+01
2.425567650e+01,7.502780637e+01,2.365011457e+01,4.531028703e+01,8.440184167e+01,4.060915129e+01,6.612270619e+01,2.468998165e+00,9.214247200e+01,7.631860375e+00,3.910372452e+01,1.817349833e+01,9.523455204e+01,9.313676873e+01,3.913434984e+01,9.648837515e+01,7.669655049e+01,1.962015708e+01,3.428001367e+01,1.589145037e+01,5.740517734e+01,2.367793104e+01,4.651740826e+01,4.510107719e+01,6.605046488e+01,1.293968277e+01,3.131609209e+01,1.529870261e+01,5.874548807e+01,3.396819644e+01,4.736703790e+01,3.500651282e+00,3.736381045e+01,1.626388307e+01,3.054085674e+01,9.998918537e+01,7.416360759e+01,3.211078218e+01,5.520247002e+01,1.958215559e+01,4.990389573e+01
5.515647676e+01,4.706450744e+01,7.332416835e+01,3.851277717e+01,5.856881561e+01,1.832005775e+01,6.787152354e+01,4.627130658e+01,3.307725491e+01,5.520739800e+00,7.385887351e+01,9.055025017e+01,7.542050641e+00,4.746098585e+01,7.720559319e+01,3.992877992e+01,4.965330250e+01,5.353643664e+01,7.927169639e+01,8.679886066e+01,2.701516148e+01,3.515968011e+00,4.093120095e+01,8.833166976e+01,6.718798321e+00,2.553843891e+01,5.333623785e+01,9.362730593e+01,2.410621202e+01,6.269831737e+01,2.771082200e+01,9.115684581e+01,8.247675364e+01,5.953531407e+01,6.697457733e+01,7.073795278e+01,6.701928138e+01,8.105135396e+01,5.152893185e+01,5.689513660e+01,3.965442466e+01
8.956383305e+01,4.509163878e+01,9.469350264e+01,6.326413730e+01,5.768622611e+00,4.867166700e+01,4.960296575e+01,6.408758555e+01,4.067758570e+01,7.440839157e+01,9.119967749e+01,9.515349766e+01,8.680996410e+01,3.919773579e+01,4.627631505e+01,9.422626133e+01,7.883288500e+01,7.917328479e+01,3.620897190e+01,1.523727239e+01,7.860908240e+01,9.856611094e+01,8.814146997e+01,2.683471648e+01,4.919112614e+01,5.359694378e+01,4.738096574e+01,2.227574519e+01,1.362527991e+00,5.683334611e+01,7.172198450e+01,5.464762602e+01,2.834478524e+01,9.988793038e+01,6.678297506e+01,7.897869245e+01,8.170087273e+01,5.070522475e+01,9.476898567e+01,9.538120959e+01,2.022972106e+01
9.172877477e+01,9.274603102e+01,4.400602393e+01,3.302075755e+01,7.225040641e+01,7.816195956e+01,7.022542781e+01,6.411942490e+01,1.014843638e+01,1.892878696e+01,9.840673531e+01,9.536338849e+01,2.796983275e+01,5.721471856e+01,7.102735458e+01,9.447456903e+01,5.309022796e+01,6.738263629e+01,2.303916746e+01,4.950447146e+01,9.972209025e+01,2.174343258e+01,6.828717043e+01,1.449530036e+01,8.369033259e+01,9.956978193e+01,5.662944592e+01,5.515431510e+01,9.985817688e+01,9.459418782e+01,2.549294711e+01,1.495672019e+01,8.687018458e+01,7.136279306e+00,3.980685425e+01,2.726336894e+00,3.982124615e+01,3.800459247e+01,9.828547972e+00,7.914142438e+01,6.648900239e+01
7.456063471e+01,1.326740963e+01,6.757718678e+01,4.187724174e+01,7.925148095e+01,6.242718051e+01,9.485798494e+01,3.038768007e+01,8.342256843e+01,1.487883751e+00,4.138406780e+01,8.915969260e+00,2.395686591e+01,1.591545841e+01,2.950919191e+01,9.289855362e+01,3.624134970e+00,1.108228922e+00,1.652863086e+01,3.337166708e+01,3.767032619e+01,6.882867100e+01,6.118630075e+01,4.916135951e+01,9.144349837e+00,2.110899871e+00,4.629706629e+01,2.445962417e+01,6.893827944e+01,8.982835022e+01,8.580823959e+01,9.262839772e+01,7.749931139e+01,8.567573663e+01,5.467606806e+01,3.302258701e+01,3.521169446e+01,2.299869294e+01,2.592220375e+01,3.052009677e+01,3.957029971e+01
5.410524953e+00,3.712632940e+00,6.813443826e+01,4.508001511e+01,7.280561754e+01,5.858195918e+01,1.422280494e-01,8.204284503e+01,8.827813025e+01,7.107786705e+01,8.229428862e+00,2.537534941e+01,8.787217305e+01,5.015618156e+01,9.878329176e+01,1.313029759e+01,6.182223053e+01,3.131083400e+01,6.928339504e+01,1.355663414e+01,4.768848040e+01,8.153467901e+01,6.197672022e+00,7.095363550e+01,5.505919817e+01,8.022700277e+00,3.325150969e+01,6.167873023e+01,9.878744133e+01,8.219285577e+01,3.420804819e+01,8.820910904e+01,7.699578153e+00,4.942592280e+01,5.413724424e+01,7.572253947e+01,9.805330514e+01,7.836435218e+01,8.165077362e+01,6.118329835e+00,4.110590989e+01
3.349528082e+01,6.325806332e+01,7.543264278e+01,8.219657784e+01,2.103091033e+01,2.874707675e+01,6.819501240e+01,2.575763510e+01,1.489878854e+01,9.675240492e+01,8.346747118e+01,2.216700491e+01,3.904820311e+01,6.396448660e+01,1.557583887e+01,9.574831353e+01,2.966752119e+00,4.554702113e+01,3.258166741e+01,8.445418558e+01,8.769416590e+01,6.636082285e+01,2.855987881e+01,9.872524274e+01,7.781009590e+01,2.911427735e+01,5.155196558e+00,7.973396685e-02,5.970952447e+01,8.345916241e+01,7.433076825e+01,2.376770456e+01,3.029549855e+01,4.022782527e+01,5.728826039e+01,1.655111841e+01,9.932581615e+01,7.089468180e+01,6.237057314e+01,4.594681700e+01,1.334174244e+01
2.397525073e+01,2.117683904e+01,4.266038960e+01,3.374225552e+01,6.866694897e+01,9.920796403e+01,4.697255790e+01,1.617976370e+01,4.573148578e+01,4.323951371e+00,6.166174865e+01,9.402344232e+01,6.134162701e+01,5.714631523e+00,4.003637892e+01,5.627992325e+01,8.334110466e+01,4.760136906e+01,8.292946989e+01,8.230040594e+01,2.195369904e+01,2.472632881e+01,1.363762222e+01,6.764481056e+01,3.753453613e+01,5.364510924e+01,6.015658481e+01,1.578889877e+01,7.728230378e+01,8.919903185e+01,3.836959807e+01,6.052902659e+01,7.689840250e+01,4.778481502e+01,8.673683269e+01,9.582858318e+01,3.423475587e+01,2.995336483e+01,2.868339517e+01,3.017205972e+01,8.489613295e+01
3.582756120e+01,4.675853635e+01,8.106495188e+01,9.002262959e+01,8.675509928e+01,1.753343582e+01,1.274807278e+01,9.228387748e+01,3.538726666e+01,2.035432627e+01,2.106051932e+01,7.439518552e+01,3.267328527e+01,4.658639519e+01,4.267040916e+00,3.224852216e+01,8.770445859e+01,6.949620329e+01,3.617595414e+00,5.624239484e+01,4.073619871e+01,5.152733039e+01,7.977575543e+01,1.811591405e+01,6.058295461e+01,8.892452555e+01,2.059802336e+01,9.983238123e+01,2.301493147e+01,2.309207148e+01,3.625397604e+01,1.801641814e+00,8.023916697e+01,6.039695616e+01,6.436688207e+01,7.313288123e+01,6.430628748e+01,4.317956669e+01,3.379740128e+01,8.455769341e+01,4.671517168e+01
2.469638675e+01,6.847327232e+01,5.634862675e+01,9.380855046e+01,1.753300076e+01,2.759150795e+01,3.557363408e+01,6.625344654e+01,9.376524750e+01,6.062596510e+00,5.432502054e+00,4.806923245e+01,6.699463450e+01,7.134958605e+01,1.287522263e+01,5.938594237e+01,5.455028395e+01,2.270624130e+01,9.506626071e+01,9.473927280e+01,7.297347249e+01,5.408606426e+01,6.753223007e+01,5.197133048e+01,3.047081018e+01,9.833830994e+01,9.611061246e-02,5.097614060e+01,9.866770499e+00,3.526565410e+01,2.273473143e+01,6.634735816e+01,1.301587322e+01,4.225575233e+01,7.761883020e+01,1.993184641e+01,3.921386096e+01,4.900914020e+01,7.514541342e+00,5.071368072e+00,7.010571481e+01
1.338602460e+01,1.738975597e+01,3.555640823e+01,2.252770683e+01,1.228418022e+00,2.254787416e+01,2.951793725e+01,6.858983133e+00,7.545068252e+01,9.016952387e+01,5.709920022e+01,6.179670176e+01,7.976104420e+00,2.357349333e+00,7.887017947e+01,2.382027603e+01,2.693890909e+00,4.407810683e+01,6.323195405e+01,6.683093255e+00,6.376894757e+01,3.033925225e+01,2.494776619e+01,2.897506637e+01,2.305688417e+01,8.994004059e-01,4.641705752e+01,4.911224529e+01,2.894516162e+01,3.449719593e+00,1.265866822e+01,6.075530972e+01,1.780658303e+01,1.470240950e+01,1.151412544e+01,5.584247475e+01,1.714654364e+01,8.620874593e+01,2.282200740e+01,6.224535515e+01,3.777618216e+01
2.320731289e+01,2.870324754e+01,8.748138958e+00,3.957619473e+01,2.048345153e+01,4.858932186e+01,2.795411937e+01,3.713004830e+01,5.276514472e+01,5.048422993e+01,5.407872677e+01,1.111548825e+01,7.943119588e+01,4.205895539e+01,2.459928581e+01,6.158353744e+01,1.208331897e+01,9.546760072e+01,7.607519317e+01,6.150358181e+01,6.544306656e+00,9.001468302e+01,8.309409316e+01,5.913957386e+01,7.738815914e+01,4.848649120e+01,3.832904511e+01,3.195145633e+01,4.622827064e+01,7.444169402e+01,9.698203329e+01,9.172234625e+01,4.414073055e+01,8.049410492e+01,9.275882840e+01,6.302232262e+01,8.324865351e+01,3.426991402e+01,7.788578386e+01,5.266104705e+01,5.031940848e+01
6.840599320e+01,6.419293773e+01,4.333109328e+01,5.116233719e+01,9.095925944e+01,8.994266598e+01,9.509385568e+01,8.004779065e+01,3.776627649e+01,5.167201119e+01,7.168861144e+01,2.805574197e+01,1.398514365e+01,3.461299975e+01,4.858673038e+00,5.089681356e+01,1.144000155e+01,7.271769263e+01,1.037365565e+01,7.573582819e+01,1.171036197e+01,9.585682433e+00,2.506764775e+01,3.755966320e+01,1.696957347e+01,9.306636858e+01,8.933269937e+01,1.202677276e+01,8.964217702e+01,6.293348797e+01,7.424382986e+01,6.034567290e+01,4.714244230e+01,8.731738821e+01,8.809723733e+01,4.664153989e+01,6.716448802e+01,2.368352581e+01,8.076023241e+01,6.960772618e+01,3.417787515e+01
7.610039008e+01,8.809751409e+01,9.605226219e+01,9.664110789e+01,3.910982449e+01,6.899284200e+01,3.865034467e+01,9.967894005e+01,8.419568160e+01,2.626002458e+01,1.190457833e+01,5.174773200e+01,1.877611627e+01,2.353945182e+01,9.174992399e+01,2.320924850e+01,3.185326282e+01,2.178874705e+01,6.181194932e+01,3.088352899e+01,1.219415904e+01,4.849815328e+01,6.636883529e+01,6.006583153e+01,8.145192586e+01,6.622392584e+01,7.897758182e+01,3.725368519e+01,6.603967636e+01,2.182428406e+01,4.515016447e+00,2.212867657e+01,7.983699026e+01,1.244271997e+01,4.736961316e+01,6.963407062e+01,7.222410325e+01,2.551975293e+01,7.253947811e+01,8.811998810e+01,4.109943132e+01
1.360161718e+00,3.544035308e+01,3.137478527e+01,5.623871047e+01,6.414036935e+01,3.412572495e+01,3.268486873e+00,5.407342072e+01,4.865803061e+01,4.934342278e+01,2.136515690e+01,8.951832467e+01,1.144282727e+01,4.936823679e+01,5.774914091e+01,9.389976777e+01,9.471424601e+01,8.037732805e+01,2.510079751e+01,9.223327551e+01,7.037831683e+01,9.706843562e+01,9.319402050e+01,7.270933663e+01,6.234182189e+01,3.191320125e+01,9.062523430e+01,6.765746916e+01,5.998016148e+01,2.075686008e+01,6.313893281e+01,2.869220026e+01,2.393216716e+01,3.591966098e+01,4.885384436e+01,2.219671063e+01,4.124031618e+01,1.953856105e+01,7.503299160e+01,9.780713737e+01,6.857015115e+00
7.212244220e+01,9.494777521e+01,4.726596072e+01,6.658946631e+01,1.846868660e+00,3.639011613e+01,1.236977541e+01,6.750811498e+01,1.434174122e+01,2.091823626e+01,4.869621671e+01,1.286991505e+00,9.683978658e+01,7.349813144e+01,1.867060800e+00,5.393934239e+01,2.918154643e+01,6.910286599e+01,2.010472233e+01,5.107069778e+01,1.890418161e+01,5.324822475e+01,6.409917716e+01,9.990165026e+01,5.325701344e+00,8.483726057e+01,7.000128681e+01,2.547360868e+01,2.460118506e+01,7.420021031e+01,9.232954984e-03,4.875268387e+01,2.141065336e+01,4.704785522e+01,1.943246687e+01,1.711919290e+00,3.716785121e+01,1.540070234e+01,9.985070598e+01,5.078837934e+01,2.302920545e+01
8.971858761e+01,1.031858781e+01,9.174842351e+01,7.055617048e+01,5.670697832e+00,7.823583991e+01,2.608298008e+01,7.153869990e+01,8.206293708e+01,6.868345488e+01,2.588760504e+01,6.234726089e+00,8.171584668e+01,1.506081657e+01,6.799036655e+01,8.522312174e+01,2.933296886e+01,7.164993921e+01,4.497369409e+01,5.465133305e+01,9.132308165e+00,6.770278621e+01,4.842089497e+01,4.657886020e+01,7.643092975e+01,6.346529909e+01,4.852812375e+01,8.075621159e+01,3.250165586e+01,5.088410786e+01,4.058695769e+01,4.329785654e+01,4.308562110e+01,8.797035379e+01,6.934373788e+01,8.023289617e+01,7.772899575e+01,2.781817750e+01,9.364684267e+01,6.077047044e+01,1.750934144e+01
5.590300686e+01,7.061985804e+01,2.979371796e+01,8.388019855e+01,1.726255164e+01,2.720911570e+01,3.814096150e+01,9.895092871e+01,2.632240167e+01,3.796511907e+00,7.669866757e+01,9.117522601e+01,3.357243392e+01,4.165011177e+01,5.333038342e+01,5.550396707e+01,3.029905145e+01,1.242870043e+01,4.041861626e+01,6.041983615e+00,8.050126438e+01,8.540495348e+01,5.931541283e+01,4.424492513e+01,7.158881713e+01,6.469360853e+01,1.106435349e+01,4.694716850e+01,7.992583111e+01,9.681161733e+01,1.432270096e+01,5.153185615e+01,1.338680365e+01,6.270238549e+01,7.042719941e+01,5.712046856e+01,5.423523634e+01,9.856990915e+01,5.218718014e+01,5.205100519e+00,9.808329068e+01
6.182822546e+01,5.471885732e+01,8.886870007e+00,2.723052732e+01,9.956499608e+01,8.659828125e+01,4.199093152e+00,7.198955173e+01,2.497697259e+01,5.030338169e+01,4.848423816e+01,4.128893753e+01,1.939537053e+01,4.503159219e+01,1.307723652e+01,1.584290832e+01,4.196075254e+01,4.054448081e+01,4.998478154e+01,1.959120454e+00,1.109690905e+01,4.809435393e+01,7.666636990e+01,9.030618440e+01,5.550310830e+00,1.981413369e+01,6.065117094e+01,9.667028981e+01,7.233656476e+01,8.151656788e+01,3.672564961e+01,4.084208671e+01,8.903955123e+00,9.198575824e+01,6.385480253e+01,4.851481537e+01,6.994068222e+01,3.935147606e+01,9.567598632e+01,4.243016411e+01,1.691912306e+01
1.375815782e+01,2.152968390e+01,3.429327607e+01,9.983566081e+01,9.863760038e+01,6.172074518e+01,5.087381082e+01,2.707188552e+01,2.354113871e+01,7.246639836e+01,8.911426555e+01,1.281790085e+01,8.794684882e+01,7.289092077e+01,1.935991330e+01,6.499281108e+01,5.569449051e+01,2.626546989e+01,3.414408618e+01,9.074143040e+01,1.443814865e+00,6.279725334e+01,3.389636339e-01,3.469681478e+01,2.833425703e+01,7.587402182e+01,4.749104585e+01,2.017142131e+01,1.257275424e-01,8.592900511e+01,4.882462768e+01,2.566416006e+00,5.105764834e+01,2.554683826e+01,1.832907682e+01,8.232314220e+01,7.809260313e+01,7.717855695e+01,7.447277419e+01,3.474496246e+01,7.646313748e+01
5.315750953e+01,9.628644781e+01,3.048109270e+01,6.194998303e+01,2.376225323e+01,3.838369826e+01,6.541545212e+01,1.387765576e+01,8.332711264e+01,5.854262190e+01,6.210381342e+01,6.457371782e+01,7.209107993e+01,9.098348721e+01,4.839196062e+01,4.533523420e+01,2.169332340e+00,9.607124124e+01,8.834970837e+01,5.336698682e+01,9.581156160e+01,8.990419801e+01,5.309072961e+01,2.415737788e+01,6.240022729e+01,3.969529518e+01,3.427580972e+01,1.370484212e+00,5.044161454e+01,4.390926563e+01,2.516552788e+01,1.095469603e+01,8.133928624e+01,1.912407737e+01,8.356009287e+01,1.530930889e+01,5.777313200e+01,1.429776473e+00,3.274688483e+01,6.663314701e+01,1.963892562e+01
5.262218627e+01,7.878397954e+01,6.325419594e+01,1.473651137e+01,7.957334306e+01,6.267182854e+01,1.814314216e+01,4.469904433e+00,3.717690919e+01,7.467775007e+00,4.174158226e+00,3.311691002e+01,2.833324556e+01,5.968290746e+01,7.555898703e+01,3.477051091e-01,1.839128564e+01,6.533237132e+01,5.841677314e+01,4.849903235e+01,9.233472180e+01,4.869310735e+01,2.615260137e+01,4.210961683e+01,9.688111495e+01,2.588014265e+01,5.803486026e+01,9.679643458e+01,9.348308065e+01,3.692745338e+01,6.903871805e+01,5.752437998e+00,2.823933789e+01,1.847311313e+01,7.541194402e+01,6.446794178e+01,3.404853388e+01,2.608390387e+01,4.171152935e+01,1.806489269e+00,4.807869732e+01
3.880108444e+01,2.278877453e+01,3.087207057e+01,6.413241982e+01,6.062559498e+01,8.083955892e+01,8.253140170e+01,9.142876853e+00,3.599414620e+01,6.742419674e+00,9.220536300e+01,6.660465892e+01,9.807834307e+01,2.480694271e+01,4.758086619e+01,3.497392530e+00,5.789247940e+01,2.464824453e+01,4.182899757e+01,3.281000816e+01,9.590391048e+01,6.606902402e+01,3.780463673e+01,4.171813935e+01,4.185186322e+01,6.797141237e+01,8.970863337e+01,4.874823014e+01,1.423834368e+01,8.258684504e+01,9.013068835e+01,6.136135672e+00,2.503556656e+01,5.584260283e+01,9.251848245e+01,4.261812999e+01,8.799745013e+01,8.088870489e+01,6.972975617e+01,5.326255130e+01,8.516915191e+01
7.162475085e+01,5.805854320e+01,2.455407397e+01,5.868866582e+01,8.030149034e+01,9.308381748e+01,9.631875687e+01,7.527741916e+00,6.513123719e+01,1.153855830e+01,1.591241945e+01,7.912718768e+01,5.623617991e+01,5.045226383e+01,5.878865069e+01,5.742457525e+01,1.866608074e-01,2.124941276e+01,3.499393677e+01,3.456679458e+00,8.794846816e+01,2.122230147e+01,9.990412815e+01,2.343327235e+01,7.807426564e+01,3.399195777e+01,5.346217171e+01,9.295922615e+01,4.656333090e+01,7.019734603e+01,6.241647189e+01,6.443419095e+00,4.016809660e+01,4.847139074e+01,7.012732927e+01,4.502317316e+01,8.953518450e+01,4.766329397e+00,5.347410968e+01,2.355647308e+01,3.992806031e+01
2.084479979e+01,5.533293864e+01,3.076483592e+01,9.475753843e+01,4.993502848e+01,9.914913940e+01,1.120459065e+01,9.552366607e+01,3.881378524e+01,3.315422277e+01,5.399560383e+01,4.185519703e+01,7.507822075e+01,2.899463954e+01,2.292850335e+01,8.055606972e+00,6.406683845e+01,7.828525083e+01,8.384530732e+01,5.478956677e+01,8.001606449e+01,9.480555256e+01,7.579827057e+01,3.606248824e+01,8.911262334e+01,3.805385738e+01,8.796554860e+01,2.894157968e+01,4.353259027e+01,9.172879907e+01,7.386839561e+01,5.744400218e+01,8.942971523e+01,9.999875953e+01,6.907593305e+01,5.254566683e+01,4.442636645e+01,8.603492876e+01,6.875952944e+01,7.283712758e+00,5.900746124e+01
2.158835986e+01,9.082842538e+01,9.628701913e+01,6.871352020e+01,6.464448226e+01,3.769201139e+01,8.763383522e+00,7.596554312e+01,9.713273655e+01,1.520014661e+01,8.889177020e+00,6.743778610e+01,7.063883036e+01,1.735180371e+00,7.947427961e+01,2.547628234e+01,3.084211198e+01,8.218964177e+00,4.825435495e+01,3.345439641e+01,3.491333971e+01,9.460151745e+01,1.690375537e+01,9.703330508e+01,2.934432820e+01,3.742846761e+01,6.166165232e+01,9.569481591e+01,5.372463066e+01,5.116160678e+01,9.438292788e+01,7.302348674e+01,8.043054882e+01,5.315066417e+01,2.185733068e+01,2.342772639e+01,7.820425372e+01,3.133285476e+01,6.765372589e+01,8.678931234e+01,5.060794840e+01
9.281037848e+01,4.823286547e+01,5.787715725e+01,6.809441501e+01,2.568841162e+01,7.141094889e+01,6.690279858e+01,9.038172186e+01,1.030061925e+01,5.077206498e+01,3.089673913e+01,5.109756558e+01,9.009632520e+01,7.144578002e+01,4.433244685e+01,4.868699198e+01,6.838783463e+01,9.155232628e+01,9.388010057e+00,6.132566991e+01,3.483943860e+00,2.700314335e+00,3.461470082e+01,2.526956167e+00,8.710847401e+01,7.576992622e+01,7.998844030e+01,4.980644633e+01,6.414127949e+01,4.421709287e+01,7.348215492e+01,3.479976168e+01,5.277463702e+01,1.345277634e+01,9.402619260e+01,5.016209793e+01,1.332200389e+01,6.057135414e+01,4.900897306e+01,1.160626808e+01,2.700437388e+01
8.691999568e+01,3.215926978e+01,8.384305196e+01,3.356891873e+00,6.490611363e+00,9.526301648e+01,6.456977844e+00,3.539520136e+01,1.059712921e+01,1.182011017e+01,8.307965107e-01,6.753165755e+01,1.461151890e+01,9.027087209e+01,4.238140822e+01,5.794561483e+01,3.521704756e+00,7.946036442e+01,5.635204022e+01,6.563622821e+01,9.407606930e+01,9.677402553e+01,1.166437296e+01,8.157556325e+01,8.352328273e+01,3.916124551e+00,4.926824080e+01,4.560546424e+01,4.174770838e+01,1.365340210e+01,9.725955720e+01,6.546138502e+01,4.144129423e+01,6.402138634e+00,6.998839789e+01,9.739776697e+01,2.525838374e+01,7.963230538e+01,1.824065923e+01,6.575593258e+01,7.941175573e+01
9.284162013e+00,2.338001038e+01,6.910137578e+01,9.344463341e+01,9.329494589e+01,7.230093925e+01,1.680072447e+01,9.108826167e+01,3.196897928e+01,5.726549328e+01,6.033258057e+01,1.976820808e+01,5.953540534e+01,5.321032699e+01,9.707736911e+01,7.179140469e+01,7.360409893e+01,4.177443288e+01,9.411345154e+01,1.799112451e+01,9.683217724e+01,4.061397769e+01,9.772071762e+01,6.298339291e+01,3.597350177e+01,9.246854204e+01,8.193394262e+00,4.381092429e+01,4.069351305e+01,3.137653090e+01,2.387233471e+01,8.696057128e+01,3.576681301e+01,2.127069195e+01,4.707835384e+01,8.231503870e+00,8.103342354e+01,4.989492805e+01,2.765387265e+01,3.465138451e+01,9.361147982e+00
6.655494220e+01,7.634084998e-01,2.582764616e+01,9.689991109e+01,4.440535443e+01,5.362956648e+01,3.261522365e+01,9.666215413e+01,4.800438652e+01,9.909657949e+01,3.167792853e+01,7.012424316e+01,8.283788760e+01,8.389503937e+01,6.292427760e+01,9.143483805e+01,4.632167355e+01,3.256893871e+01,6.344319341e+01,3.156209969e+01,7.369916571e+01,8.974649097e+01,1.244672555e+00,6.543582296e+01,9.211433656e+01,7.970487818e-01,6.057084632e+01,9.276682236e+01,7.050622463e+01,3.285505840e+01,7.039901746e+01,9.314935437e+01,6.377115787e+01,5.792407108e+01,1.825143664e+01,7.095673343e+01,5.802330311e+01,4.686517026e+01,2.012028012e+01,6.803185164e+01,3.738527648e+01
9.656490672e+01,8.612339876e+01,1.596700156e+00,2.986972415e+01,5.261681641e+01,1.403801598e+01,4.186268114e+01,5.443152277e+01,4.701716730e+00,1.762361891e+01,7.184235713e+00,3.386951694e+00,4.865991482e+01,4.680792508e+01,8.787253920e-01,9.704385967e+01,5.331413350e+00,2.398453130e+01,2.050989248e+01,1.773474814e+01,6.992062746e+01,9.518203648e+01,7.763077358e+01,4.889318182e+01,1.416867056e+01,3.535325711e+01,9.904476907e+01,2.093245803e+01,7.667781562e+00,5.434049869e+01,6.929686997e+00,9.535814460e+01,2.686889844e+01,7.072841718e+01,2.236620296e+01,6.381272384e+01,9.891175256e+01,2.526160517e+01,9.243789199e+00,7.496357871e+01,1.467113515e+01
5.662001308e+01,5.213103963e+01,2.265314896e+01,6.379114849e+01,9.559981613e+01,1.197646510e+01,2.159070851e+01,6.472082110e-03,2.297158351e+01,9.412905179e+01,3.788693062e+01,1.328589619e+01,8.522991944e+01,1.922536083e+01,2.892111292e+01,6.122523091e+01,1.418481535e+00,6.203661387e+01,7.572454415e+01,6.004311490e+01,2.924571978e+01,3.168324293e+01,9.593043858e+01,1.619338208e+00,6.683364415e+01,1.952463508e+01,7.841222012e+01,2.715508540e+01,9.938535028e+01,2.057057876e+01,9.923453492e+00,8.212667388e+01,1.476721649e+01,3.465847097e+01,1.775308710e+00,7.713358173e+01,3.243968043e+01,3.520720686e+01,1.434641106e+01,3.732482010e+01,5.499871754e+01
8.201595516e+01,8.210448648e+01,4.493751628e+01,4.014210860e+01,6.561164248e+01,4.777030698e+01,9.654929982e+01,4.333219192e+01,8.167195881e+01,6.586642712e+01,9.730322514e+01,3.623888032e+01,4.019329140e+01,4.004632221e+01,1.343261234e+01,4.739786692e+01,3.017641652e+01,6.254952913e+01,1.630208970e+01,2.700691887e+01,7.995226354e+01,8.518121917e+00,3.155249260e+01,3.834471567e+01,2.708255602e+01,7.178217956e+01,5.507500456e+01,2.001518587e+01,1.787021464e+01,6.599342925e+01,5.619445161e+01,6.697825085e+01,5.983475404e+01,6.572900485e+01,2.642362477e+01,6.423357303e+01,8.440803498e+01,8.539022992e+01,4.813004952e+01,3.761127604e+01,6.750577770e+01
5.676627514e+01,4.132416986e+01,2.445174597e+01,9.179205897e+01,7.512453263e+01,7.986827839e+01,8.807501128e+00,6.927456783e+01,4.547946210e+01,2.781874561e+01,2.322523875e+01,6.272211794e+01,9.120518006e+01,8.435911631e+01,9.730086289e+00,2.210401348e+01,3.226970410e+01,8.117910320e+01,9.264028390e+01,8.279141827e+01,8.672064745e+01,8.938609231e+01,1.967528279e+01,7.675836893e+01,6.025358494e+01,5.330497869e+00,7.449891822e+01,9.259397562e+01,6.002303736e+01,9.283214748e+01,2.932942503e+01,3.048840259e+01,6.583069050e+01,5.388695178e+01,4.283834372e+01,7.939275401e+01,3.399882804e+01,6.447526860e+00,5.279646590e+01,7.256235677e+01,8.929431518e+01
3.938486958e+01,3.552678708e+01,1.274709128e+01,8.199571440e+01,8.006017241e+01,1.887339036e+01,1.795785294e+01,2.632121631e+01,2.678494451e+01,7.789489277e+01,9.031319175e+01,9.763613973e+01,2.095702949e+01,1.174084520e+00,2.715140651e+01,9.627540849e+01,6.525095848e+00,5.066141199e+01,4.323252810e+01,7.181891931e+01,4.187339724e+01,2.143944571e+01,3.527568211e+01,4.012212435e+01,3.726955242e+01,8.633121677e+01,1.890316672e+01,9.948237856e+01,9.436133724e+01,5.974316798e+01,9.684431301e+01,1.816995013e+01,2.472005667e+01,6.959845470e+01,1.869338762e+01,4.142893524e+01,4.138408671e+01,5.371502284e+01,2.048228376e+01,5.303234754e+00,5.504280247e+01
8.828196216e+01,2.891400848e+01,8.489516061e+01,5.177750886e+01,9.204946618e+01,3.432897482e+01,6.274460049e+01,8.696649327e+01,8.433429452e+01,2.104710082e+01,7.767911908e+00,1.532549984e+01,8.666794146e+01,4.248873239e+01,7.027715031e+01,5.134394556e+01,2.339824788e+01,5.665618885e+01,1.453779092e+01,8.205109120e+01,4.508540812e+01,4.319852345e+01,5.031835070e+01,5.617605040e+01,5.877160472e+01,8.626276292e+01,5.967734471e+01,5.455845868e+01,3.567594870e+01,5.341437452e+01,2.599028809e+01,3.934553129e+01,2.906164211e+01,7.651091004e+01,9.749109772e+01,2.772128891e+01,7.694872907e+01,9.390478753e+01,8.644556080e+01,5.301947077e+01,5.074555626e+01
