v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73
8.242144974e+01,3.238624081e+01,8.212458724e+01,8.965210478e+01,4.499961996e+01,7.896062486e+01,3.981681780e+01,2.107659341e+01,2.165083192e-01,3.271621884e+00,8.981012508e+01,7.393462865e+01,2.735435140e+01,4.240447356e+01,1.050664003e+01,2.364853436e+01,7.212501374e+01,5.595858662e+01,5.951407773e+01,5.525587623e+01,6.694453583e+00,9.071933985e+01,9.432647685e+01,5.728930340e+01,3.483316921e+01,9.673241148e+01,8.998796194e+01,7.428263105e+01,1.491234140e+01,2.384141733e+01,9.627022987e+01,8.574087157e+01,7.520056981e+01,8.751648756e+01,8.702337619e+01,1.197223345e+01,5.031478340e+01,1.684706373e+01,2.638510286e+01,6.060964571e+01,6.427926595e+01,6.104725145e+01,3.702250316e+01,1.814296357e+00,6.037948220e+00,6.932498576e+01,6.245042866e+01,5.085322824e+01,2.506900804e+01,6.936649500e+01,8.366374568e+01,2.853372807e+01,6.573334526e+01,8.922650583e+00,4.428787342e+01,2.833166981e+01,8.641215164e+01,9.339014855e-02,2.396414338e+01,8.691184717e+01,5.697169561e+01,8.089838371e+01,3.365708545e+01,7.533616523e+01,5.600083158e+01,9.578618122e+01,6.076684822e+01,4.648074609e+01,2.139543989e+01,7.031462975e+01,8.323931628e+01,4.999970083e+01,3.482245380e+01
2.530952596e+01,5.397477234e+01,7.955892757e+01,4.601676686e+01,6.267964588e+01,8.887522666e+01,8.490384970e+01,2.133064288e+01,2.537165468e+01,4.708608430e+01,3.817918151e+01,4.658500858e+01,7.765722147e+01,7.421630536e+01,5.314443864e+01,1.204941136e+01,8.976830272e+01,7.025090330e+01,2.781405460e+01,2.213956166e+01,8.991971679e+01,8.086377941e+01,6.358533242e+01,7.310102948e+01,9.682575574e+01,9.445053478e+00,1.048240161e+01,4.067759814e+01,9.721986582e+01,4.235088303e+00,4.061954118e+01,2.369633128e+01,8.352637635e+01,6.671930282e+01,7.029275419e+01,8.261222525e+01,8.396518800e+01,2.860610650e+01,3.420411906e+01,9.862738592e+01,4.504277816e+01,6.844219679e+01,5.975758481e+01,5.901351544e+01,9.481762791e+01,3.419701822e+01,2.578808759e+01,6.295580517e+01,6.801943481e+01,9.258796087e+01,1.816157368e+01,6.117351945e+01,3.095879148e+01,4.525514770e+01,6.249765402e+01,9.658789176e+01,3.911644616e+01,5.393906640e+01,2.050110796e+01,7.239616247e+01,8.442131880e+01,7.340029124e+01,4.541568805e+01,8.609609483e+01,3.930139249e+00,7.737759283e+01,2.185172198e+01,8.169756523e+01,1.293716639e+01,2.533636035e+01,9.050311051e+01,2.019994339e+00,9.728583994e+01
1.467035567e+01,6.909687169e+01,1.754501011e+01,7.351397618e+01,3.305358034e+01,4.459142339e+01,6.170601512e+01,6.303783040e+01,6.604889896e+01,1.733964832e+01,6.253894895e+01,5.607425522e+01,9.088386135e-01,3.020619370e+01,8.652241710e+01,8.101108209e+01,3.886234714e+01,9.136360670e+01,3.053277256e+01,6.558845005e+01,1.510411640e+01,7.549423362e+01,9.537362749e+01,3.783771031e+01,1.986398193e+01,5.579254838e+01,3.676490302e+01,9.002987378e+01,2.790887099e+01,3.422148395e+01,3.769181850e+01,5.075231975e+01,6.172482595e+01,2.144315470e+01,2.388596172e+01,9.895424960e+01,1.168262343e+01,1.776696668e+01,3.128812982e+01,9.287954407e+01,5.195404223e+00,2.182517983e-01,3.190965223e+01,6.895719340e+00,9.548983677e+01,5.373192765e+01,7.229523072e+01,7.347183022e+01,5.042785338e+00,2.957583129e+01,7.007000322e+01,9.918516509e+01,7.479758119e+01,2.899365401e+01,9.774893862e+01,1.125606325e+01,9.345394973e+01,7.229351350e+01,7.960893913e+01,7.398964987e+01,8.049505002e+01,2.656028033e+01,5.572632333e+01,6.152902739e+01,4.569906999e+01,9.918462603e+01,8.225288535e+00,4.824422651e+01,4.730963597e+01,5.646235284e-01,4.792025829e+01,6.472880545e+01,6.128500282e+01
2.271915647e+01,1.508351666e+01,1.333916308e+01,4.730820090e+00,4.644054525e+01,4.026529529e+01,3.056528662e+01,8.458739150e+01,1.651549683e+01,1.814012409e+01,4.174709658e+01,6.815330857e+00,7.758607812e+01,5.039909259e+01,8.174034826e+01,1.555354925e+01,6.473762350e+01,5.313757543e+01,9.157526106e+01,6.335765667e+01,2.953800735e+01,7.057716334e+01,5.191885203e+01,2.634531749e+00,1.521249911e+01,3.349801195e+01,8.484137144e+01,6.869519558e+01,4.907986588e+00,8.212270303e+01,8.291395979e+01,9.625398057e+01,7.443226111e-01,8.198069203e+01,8.376733285e+01,5.467733261e+01,2.650923719e+01,1.238578816e+01,6.403942529e+01,4.845979812e+01,1.567164398e+01,5.711961631e+01,2.342712474e+01,1.329063702e+01,4.470944310e+01,9.861854086e+01,3.427949792e+01,1.463885381e+00,7.238351305e+01,8.469839077e+01,4.864738559e+01,7.500730571e+01,4.539299272e+01,5.790612377e+01,9.391705255e+01,1.556206968e+01,1.729882163e+01,7.741865409e+01,2.084612869e+01,6.962255437e+01,3.762505145e+01,8.729997179e+01,9.065921558e+01,2.361766492e+01,7.098256641e+01,4.654517771e+00,3.027572861e+01,6.997458112e+01,6.436843930e+01,6.072719641e+01,8.256745716e+01,2.620619652e+01,7.889108926e+01
1.418953638e+01,8.405179159e+01,7.508936297e+01,2.056886657e+01,7.139124464e+01,7.552052465e+01,2.041885152e+01,3.366304847e+01,1.808768294e+01,9.667027266e+01,7.160557518e+01,6.351573583e+01,6.059057752e+01,3.956655292e-01,7.778877774e+01,1.844698409e+01,5.826216909e+01,1.177166620e+01,3.885669290e+01,3.181046628e+01,5.799285106e+01,4.254720209e+01,9.944450418e+01,7.453848546e+01,8.513253056e+01,8.687973717e+01,1.597483145e+01,9.099544168e+00,6.514768149e+01,2.271579900e+01,5.994070584e+01,6.694207197e+01,7.974341133e+01,8.308324909e+01,7.437932590e+01,8.684502025e+01,4.430367948e+01,3.822802131e+01,1.782161227e+01,7.946668827e+01,7.654919655e+01,6.500129072e+01,5.002719049e+01,3.548452626e+01,6.214260547e+01,8.471161380e+00,9.125532297e+01,6.090131615e+01,9.756558617e+01,5.295720660e+01,2.420634727e+01,7.466114987e+01,5.578440481e+01,1.463892865e+01,2.658943099e+01,6.897219114e+01,6.728700735e+01,5.771109416e+01,5.553318662e+01,6.040912458e+01,5.721991608e+01,7.051789191e+01,6.573885410e+01,6.425817312e+01,7.595031096e+01,5.262800980e+01,9.617281864e+01,7.355561842e+01,6.573579612e+00,2.340329538e+01,1.109832276e+01,7.130786272e+01,1.270766424e+01
6.519273216e+01,9.439357483e+01,3.041157515e+01,9.805430347e+01,8.668377605e+01,3.147849899e+01,6.679663077e+01,1.157798645e+01,6.312822262e+01,3.499605651e+01,1.381225592e+01,4.735190530e+01,8.304458748e+00,3.716541791e+01,7.654094278e+01,6.337503404e+01,8.117433634e+01,1.428406249e+01,9.309081678e+01,6.578058043e+01,7.676748326e+01,5.620450211e+01,5.135105464e+01,5.654026938e+01,3.316037217e+01,6.982738180e+01,9.610883222e+01,5.613790566e+01,4.645598529e+01,8.061132113e+01,4.924306631e+01,4.362765060e+01,1.702353005e+00,7.444090432e+01,5.190083319e+01,1.455690411e+01,6.634225811e+01,9.228861516e+01,1.019517095e+01,5.569255452e+01,8.018835631e+01,5.375646678e+01,8.036686796e+01,5.481182220e+01,3.734549966e+01,2.710364046e+01,8.160464483e+01,1.183976498e+01,8.730871643e+01,3.863595282e-01,5.692820225e+01,4.092835397e+01,5.394902735e+01,2.084716035e+01,6.337675144e+01,2.359392279e+00,1.901215383e+01,9.223785555e+01,4.939180460e+01,2.186055493e+00,9.644079047e+01,7.235739236e+00,5.596769435e+01,5.776259251e+00,5.106279165e+01,1.785222198e+00,7.053687629e+01,9.352979152e+01,4.833790643e+01,4.625862286e+01,7.700141816e+01,7.643688811e+01,1.781767610e+00
3.475710386e+01,4.651761152e+01,1.633773137e+01,9.396095626e+00,4.162079841e+00,2.892826045e+01,1.676542294e+01,7.221667040e+01,9.924927945e+01,3.501151076e+01,8.074730023e+01,6.994718754e+01,7.279159378e+01,5.662205647e+01,3.566928442e+01,1.003558460e+01,5.758367513e+01,1.322342392e+01,3.920389269e+01,5.451183412e+01,1.489024833e+00,9.578469064e+01,9.935577450e+01,5.432142159e+00,2.292844430e+01,8.571685249e+01,7.634063808e+01,4.669567899e+01,9.991091452e+01,1.913556996e+01,2.457798994e+01,1.051187295e+01,3.012478830e+01,5.760323098e+01,1.044445369e+01,6.897008718e+01,6.231061948e+00,3.870583671e+01,8.401701900e+01,4.988315484e+00,5.883033476e+01,5.912340741e+01,5.575099521e+01,2.310344756e+01,7.351358710e+01,9.768486337e+01,8.326566498e+01,9.442072217e+01,7.260561170e+01,5.961357958e+01,5.440168012e+01,4.927235781e+00,7.087214618e+00,7.265866729e+01,3.701199099e+01,3.243261882e+01,8.715437351e+01,9.323349874e+00,2.220828771e+01,5.852115986e+01,3.851377516e+01,4.334235121e+01,2.269541921e+01,4.948560152e+01,8.328224645e+01,9.136894532e+01,1.369188144e+01,6.219567594e+01,1.313691511e+01,7.392608572e+01,9.567729417e+01,8.234985830e+01,5.041512475e+00
9.327895633e+01,7.360149756e+01,7.815007542e+00,5.292782781e+00,8.534733015e+01,6.708021138e+01,9.952071231e+01,8.362637658e+01,3.044144898e+01,7.628732344e+01,8.538898723e+00,4.267589828e+01,3.963349802e+01,6.675950376e+01,8.969235948e+01,4.503073041e+01,5.334332610e+01,3.270689734e+00,5.723643484e+00,6.292682811e+00,7.567459353e+01,8.719450138e+00,5.625030551e+01,1.258929164e+01,8.452501980e+01,8.657216663e+01,7.495205441e+01,7.100760343e+01,8.238527114e+01,7.646600052e+01,5.652139641e+01,4.801961405e+01,2.767919512e+01,2.067233750e+01,8.380754925e+01,3.004096344e+01,4.042376156e+01,9.377935256e+01,6.589718731e+01,4.073477887e+01,9.814692679e+00,3.502391721e+01,6.031915155e+01,2.924687732e+01,7.057257375e+01,1.415377026e+01,3.780128637e+01,1.097261049e+01,6.878044750e+01,3.766427921e+01,3.676968112e+00,9.817132353e+01,3.148073173e+01,1.963881633e+01,5.477528602e+01,5.866164220e+01,2.966260344e+01,5.569759619e+01,7.986476851e+01,9.145303905e+01,8.681766950e+01,1.085626626e+01,3.935574894e+01,7.370575991e+01,9.812450730e+01,1.029943010e+01,5.400187595e+01,5.819863778e+01,5.620575129e+01,6.771426287e+00,7.343146659e+00,2.805092444e+01,3.514778369e+01
1.540873449e+01,4.561088991e+01,4.180429085e+00,4.060533305e+01,9.689094712e+01,3.913801877e+01,7.023884757e+01,4.351786605e+01,3.343421211e+01,2.345080331e+01,7.679453304e+01,9.475373647e+01,2.597199847e+01,8.932910048e+01,9.615509981e+01,9.251350053e+01,4.848448681e+01,1.988431009e+01,1.773550145e+01,2.756963997e+01,9.120680144e+01,7.762073014e+01,7.809465335e+01,1.419515631e+01,8.689838935e+01,3.155036099e+01,6.666713119e+01,4.397139059e+01,4.782979364e+01,1.172421376e+01,4.745938845e+01,6.220437840e+01,5.042276063e+01,4.155180021e+01,2.257339041e+01,7.014743615e+01,7.498684318e+01,4.416825227e+00,5.105768281e+01,4.738950251e+01,9.105411157e+01,9.297810498e+01,3.508447995e+01,1.311025818e+01,7.629468202e+01,1.737188139e+01,7.948577362e+01,5.342316990e+01,1.995675827e+00,1.147265744e+01,7.248128920e+01,8.039942550e+01,7.559906479e+01,8.483004242e+01,9.233966925e+01,6.946386148e+01,3.174484152e+01,3.476063174e+00,4.644314727e+01,2.848007827e+01,8.489833139e+00,9.771276489e+01,8.736167004e+01,6.031467730e+01,6.556748702e+01,8.815217072e+01,1.135775490e+01,4.689972326e+01,8.974078822e+01,3.354630242e+01,2.468363422e+01,3.485225503e+01,5.817034750e+01
1.399907365e+01,2.701583848e+01,9.736286641e+01,2.382308427e+01,5.313497346e+01,6.867285405e+01,9.457255595e+01,9.852611541e+01,8.068561262e+01,8.978277385e+01,1.213836692e+01,4.222696330e+00,1.495943230e+00,7.099372892e+00,6.582442701e+01,7.462409416e+01,8.898227030e+01,3.361027583e+01,1.259143927e+01,5.082480859e+01,6.540487363e+01,3.006174857e+01,5.467576308e+01,5.665193584e+01,2.380825461e+01,4.622088573e+01,4.486152136e+01,1.379204373e+01,5.524266079e+01,9.157410086e+01,7.667484224e+01,7.427570854e+01,1.575618414e+01,6.066312018e+01,2.877090076e+01,7.184621768e+00,7.746929166e+01,8.945500720e+01,9.842920598e+01,8.316078124e+01,8.706554956e+01,2.606930277e+01,4.933096549e+00,4.865841435e+01,1.564039989e+01,1.261311391e+01,4.211455622e+01,4.971825112e+01,4.845750214e+01,6.670579462e+01,7.958330734e+01,3.986565833e+01,4.060936874e+01,4.095088327e+01,7.745228540e+01,5.156314668e+01,3.801862283e+01,1.637058289e+01,7.471643432e+01,3.435522659e+00,2.110283448e+00,7.907252739e+01,3.071164152e+01,7.294299310e+00,3.760923650e+01,5.598148783e+01,4.340775709e+01,2.924388159e+01,5.952917030e+01,2.379254408e+01,5.920205608e+01,7.858606092e+01,6.294819335e+01
3.901699054e+01,2.910904996e+01,1.124999028e+01,5.448294329e+01,6.887032607e-01,9.609459838e+01,2.567911664e+00,7.031100422e+01,8.622680781e+01,9.000092552e+01,8.920472042e+01,4.895685136e+00,9.248934515e+01,4.141405324e+00,3.807818554e+01,3.866514762e+00,5.208082917e+01,1.473761777e-01,1.570846405e+01,1.155178490e+00,8.391165944e+00,9.870450530e+01,3.910179076e+01,7.874519909e+01,5.072941004e+01,5.364803449e+01,7.755769932e+01,6.821371068e+01,5.279600927e+01,8.028514318e+01,2.870159266e+01,4.861990920e+01,1.681775120e+01,8.791907514e+00,5.673578387e+01,1.744859609e+00,9.042985514e+01,2.395921792e+01,6.764050005e+00,4.084334663e+01,8.114380887e+01,1.525379179e+01,2.165703098e+01,7.284185490e+01,6.160596721e+01,7.819036020e+01,3.713554060e+01,3.500650380e+01,9.519084787e-01,4.340415716e+01,6.645816421e+01,4.138174714e+01,7.689593111e+01,7.578369321e+01,5.912956363e+01,3.849486597e+01,4.373210719e+01,2.853869083e+01,8.612568938e+01,4.570885820e+01,5.317075904e+01,2.322644621e+01,8.440919072e+01,7.840175986e+01,1.223622277e+00,8.101733599e+01,7.700362653e+01,7.308580421e+01,5.720576206e+01,4.074383682e+01,5.753766749e+01,9.251279805e+01,9.822639357e+01
5.225421987e+01,8.609388377e+01,3.915266194e+01,6.990636406e+01,8.952498501e+01,4.366956923e+01,7.074307894e+01,4.880624876e+01,5.340466419e+01,8.220836764e+01,6.775965942e+01,9.392076261e+01,8.957346421e+01,8.585348935e+00,3.016025670e+01,6.997631456e+01,2.664401863e+01,1.945703122e+00,5.811169198e+00,8.042520225e+01,1.776563219e+01,1.949168797e+01,2.957862876e+01,2.874518291e+01,6.361136653e+01,4.550993464e+01,8.578382662e+01,9.583604465e+01,2.932612871e+01,4.688224425e+01,2.546364030e+01,4.880306162e+01,3.247466037e+01,6.318932460e+01,7.389607823e+00,8.737323865e+01,5.011920325e+01,2.380607631e+01,6.336718181e+01,2.508157366e+01,5.940410461e+00,8.790104690e+01,5.906253606e+01,9.932467751e+01,5.410581196e-01,4.810352806e+01,9.573992410e+01,5.223996682e+01,9.278099001e+01,9.999639859e+01,1.603457992e+01,1.774025982e+01,8.901316902e+01,6.436507490e+01,1.628657846e+01,9.780420927e+00,4.657974845e+01,9.331276395e+01,5.182143261e+01,7.611204531e+01,5.513208497e+01,7.085612519e+01,4.642619293e+01,8.014228274e+01,2.314890028e+01,1.837826466e+01,3.904943194e+01,8.049570069e+00,4.509418352e+01,1.450963745e+01,7.487873037e+01,3.011423724e+01,2.983350200e+01
7.142339563e+01,7.514460421e+01,5.809574564e+01,4.918117835e+01,6.150942825e+01,4.658117562e+01,6.318147052e+01,2.356668394e+01,8.246532201e+01,4.162548723e+01,4.394869767e+01,1.373638606e+01,8.134354133e+01,4.578831530e+01,2.133002249e+01,6.563923742e+01,3.716368881e+01,3.774282976e+01,5.024620979e+01,5.281284939e+01,9.636213736e+01,8.876921340e+01,3.172599871e+01,8.704842315e+01,2.502648860e-01,9.151181985e+01,9.418216395e+00,1.956213049e+01,1.590193204e+01,4.972459766e+01,7.699647903e+00,7.829071505e+00,4.249768313e+01,8.120176107e+01,1.235510063e+01,6.988683836e+01,7.997052420e+01,5.653127271e+01,2.760742645e+01,8.417877946e+01,6.171192759e+01,7.959530676e+01,9.024743485e+01,9.150839952e+01,5.846178579e+01,4.112610289e+01,8.302105319e+01,4.987173292e+01,2.212568790e+00,7.052540649e+01,9.058778607e+01,3.614067899e+01,7.900275247e+01,7.855561776e+01,3.349665167e+01,1.978972108e+01,3.965312772e+01,1.308043328e+01,8.272278393e+01,6.346733323e+01,4.617920110e+00,5.764834889e+01,2.967201864e+01,8.447711545e+00,7.494884387e+00,6.271830342e+01,1.843584279e+00,7.663499334e+01,4.902642532e+01,8.063385910e+01,8.863223165e+01,7.523808517e+01,9.743265926e+01
9.227222117e+01,1.382144344e+01,5.560321799e+01,7.904985699e+01,8.068036003e+01,1.666389975e+01,2.327439692e+01,8.297961696e+01,8.435698554e+01,2.048867473e+01,3.692145894e+01,9.973703044e+01,3.573737111e+01,1.642693983e+01,2.356212767e+01,2.993305397e+01,8.818329822e+01,4.048002883e+01,3.441522694e+01,2.608442794e+01,7.650840966e+01,8.896310017e+01,3.832881707e+01,3.504427959e+01,7.042363454e+01,1.427151709e+01,1.740015590e+00,3.200828125e-01,9.807706612e+01,1.483641727e+01,2.801636694e+01,7.568296040e+01,9.636833564e+01,7.581372967e+01,2.074989944e-01,1.997493525e+01,7.868167383e+01,6.382415727e+01,7.166787156e+01,1.970177580e+01,1.291331358e+01,2.913596440e+01,4.133138732e+01,1.058244157e+01,5.290188941e+00,8.583294291e+01,7.904395469e+01,1.439043298e+01,5.701327313e+01,8.491068724e+01,6.757387251e+01,8.748526364e+01,9.177146891e+01,7.634476078e+01,2.104842086e+01,3.508069869e+01,9.136450103e+01,2.732949614e+01,9.162092444e+01,7.551343776e+01,8.059430374e+01,4.327576873e+01,5.292456137e+00,1.681735506e+01,6.878341016e+01,2.040785647e+01,8.981760857e+01,5.166105598e+01,1.990049426e+01,2.046799674e+01,1.182488015e+01,5.451129747e+01,3.994548413e+01
3.445176278e+01,5.821899174e+01,6.098117400e+01,2.489250333e+01,3.318376530e+00,6.886793977e+01,2.507236903e+01,9.966965706e+01,3.506638840e+01,6.729371174e+01,7.306551965e+01,5.019455583e+01,6.356556569e+01,2.585155853e+01,3.182523357e+00,2.261896783e-01,7.449963845e+01,4.027331971e+01,6.111031398e+01,6.907754578e+00,6.287942470e+00,7.391334900e+01,6.366394148e+01,9.187982389e+01,5.126303443e+00,1.302127723e+01,6.540685140e+00,4.840490706e+01,9.531065362e+01,7.155474946e+01,1.772204667e+01,4.908806337e+00,5.782200959e+01,5.098284075e+01,9.787921919e+01,1.086191316e+01,4.371599910e+00,6.525686164e+01,4.399143191e+01,2.600310435e+01,8.357785702e+01,2.875405714e+01,8.795101199e+01,2.305830366e+01,4.060354411e+01,2.367244649e+01,6.146114518e+01,3.240815377e+01,9.243426274e+01,7.172292424e+01,6.579792694e+01,6.993500800e+01,7.110013346e+01,9.888365441e+01,2.090131505e+01,1.907569572e+01,4.696248726e+00,3.280906240e+01,4.054905503e+01,8.704894519e+00,9.272201629e+01,6.663380005e+01,6.157499779e+01,1.401098824e+01,6.437041484e+01,7.345293397e+01,2.906579221e+01,8.031723022e+01,5.028195415e+01,3.453410064e+01,5.583528310e+00,1.282249940e+01,3.203845349e+01
7.497220040e+01,5.512600224e+01,9.694429340e+01,7.622818510e+01,9.978205080e+01,8.507223996e+01,4.041314654e+01,1.305467446e+01,5.535234936e+01,4.398308294e-01,1.994242484e+01,6.153856846e+01,4.089564120e+01,3.899927617e+01,8.083131609e+01,2.316752208e+01,2.101070674e+01,6.322211984e+01,6.944268877e+01,5.553749977e+01,7.341978493e+01,3.792171260e+01,5.403933378e+01,4.614319376e+01,7.064370061e-01,6.092402917e+00,5.362299905e+01,5.751162602e+01,5.064776416e+00,5.571842549e+01,3.808573931e+01,9.721017023e+01,3.143955922e+01,6.867367728e+01,1.271940343e+01,6.409565197e+01,3.753639545e+01,9.883126756e+01,4.127679127e+01,8.976021877e+01,8.484618432e+00,2.085854494e+01,6.863785664e+00,9.760601152e+01,1.022241113e+01,1.915335473e+01,1.251281125e+00,4.222415450e+01,2.217633961e+01,3.955618092e+01,7.047390595e+01,6.616679585e+01,2.216683990e+01,9.380017238e+01,6.526218794e+01,4.506417068e+01,6.647476962e+01,7.641151647e+01,8.870494149e-01,8.884400091e+01,3.559300059e+01,6.900175774e+00,8.547492439e+01,3.549329634e+01,1.741147306e+01,3.388032783e+00,7.388613653e+01,4.999507417e+01,8.783136968e+01,7.502139897e+00,9.195705421e+00,2.376841311e+01,8.197728270e+01
8.667402416e+01,7.576026209e+01,3.977118786e+01,4.240949580e+01,2.900415725e+01,3.508986745e+01,5.286271474e+01,9.200515547e+01,6.622854692e+01,2.516386230e+01,2.642119728e+01,8.533612823e+01,2.259131816e+01,7.982629324e+01,2.562750789e+01,1.445156401e+01,2.700551331e+01,4.107927476e+01,6.561259981e+01,3.201875796e+01,2.037671149e-01,1.976981786e+01,2.594133939e+01,4.953716170e+01,3.231257416e+01,7.164506324e+01,3.124231384e+01,1.520928144e+01,1.041540756e+01,8.725641092e+01,1.699402001e+01,4.267702781e+01,8.019574545e+01,6.342099192e+01,6.862232440e+01,4.185749606e+01,7.783408114e+00,3.842429728e+00,9.505170961e+01,8.189612869e+01,2.628277732e+01,4.341515870e+01,5.408258626e+01,1.909834040e+01,7.337337775e+01,3.486743589e+01,4.611895766e+01,5.523559257e+01,1.438604066e+01,1.764556333e+01,6.774014679e+01,8.753403056e+01,9.840880947e+01,9.978395073e+01,8.242599849e+01,2.289008809e+01,4.825567597e+00,3.941967867e+01,9.356432549e+01,9.337068827e+01,8.308892316e+01,2.493391129e+01,6.810853425e+01,3.965826073e+01,5.535169175e+01,9.717787307e+01,4.606929424e+01,8.500814949e+01,9.304314856e+00,6.207490906e+01,6.359370021e+01,5.900906487e+01,5.208277319e+01
4.414481781e+01,4.910356168e+01,9.381661625e+01,3.139783203e+01,3.233152603e+01,5.970670006e+01,2.974306681e+01,2.049906010e+01,1.231645624e+01,2.280332274e+01,9.101412172e+00,9.247023982e+01,2.657315168e+01,2.703311018e+01,1.632444581e+01,1.485734379e+00,4.561800504e+01,2.079767914e+01,4.602057781e+01,2.058346352e+01,9.796133971e+01,1.617292794e+01,7.709727975e+01,7.388503353e+01,4.216455221e+01,9.592451794e+01,9.164050941e+00,1.206789322e+00,9.240827473e+01,6.656829481e+01,1.361358710e+01,3.908672136e+01,1.379872805e+01,1.688892414e+01,9.948626897e+01,5.900330619e+01,1.950545281e+01,6.661686216e+01,7.365957268e+01,4.478207019e+01,8.360719937e+01,6.937792063e+01,6.344456427e+01,7.682887798e+01,5.202105304e+01,3.701601506e+01,2.616357000e+01,3.494145549e+01,5.536035490e+01,9.400444472e+01,6.113807347e+01,2.553846812e+01,4.089916632e+01,8.868787083e+01,7.971312829e+01,8.403797029e+00,4.245441488e+01,1.989717087e+01,2.157929812e+01,1.908027835e+01,4.636976135e-01,7.750748806e+01,9.764408930e+01,4.741610239e+01,9.290533288e+01,3.648521963e+01,6.198991922e+01,5.559944575e+01,7.995401119e+01,9.371432216e+01,5.635812905e+01,4.103668037e+01,1.300388236e+01
9.832074100e+01,2.807019249e+01,6.826082760e+01,8.784930767e+01,2.844766888e+01,4.033074732e+01,6.722169359e+01,5.821705289e+01,7.480980494e+01,6.867093881e+01,6.949449560e+01,6.725996513e+01,7.973807007e+01,5.122052430e+01,5.401336131e+01,9.918943821e+01,7.486925413e+01,3.884653705e+00,2.871406545e+01,4.222811963e+01,6.863798942e+01,4.807087609e+01,9.865662451e+01,7.540849048e+01,7.693884425e+01,7.131508986e+01,6.992062912e+01,5.286846985e+01,6.200592951e+00,2.151277026e+00,3.876189896e+01,5.307170482e+01,2.852011938e+01,2.026355298e+01,5.580813193e+01,9.308494133e+01,2.910304179e+01,1.707667415e+01,7.876527322e+01,7.520224559e+01,8.559700140e+01,7.415939061e+01,6.800376727e+01,1.157770327e+01,5.785152014e+01,5.236303157e+00,8.658383083e+01,5.410716334e+01,5.039352838e+01,1.714749436e+01,5.754380106e+01,5.092718372e+01,8.381398547e+01,2.964024196e+01,4.954018082e+01,8.097129750e+01,8.226126018e+01,2.450679688e+01,4.592411491e+01,6.254701427e+01,9.350503935e+01,4.660738218e+01,1.718968681e+01,1.558672351e+01,6.334145912e+01,9.104704277e+01,9.993210908e+01,3.436237899e+01,1.505144736e+00,8.140971478e+01,6.863427399e+01,8.983220613e+01,3.532146798e+01
4.719558710e+00,3.835418733e+01,4.937978530e+01,9.903841689e+01,5.247966306e+01,9.328512277e+01,5.904356075e+01,4.258623994e+01,1.622299352e+01,5.547786057e+01,3.430262470e+01,1.351766854e+01,1.417022306e+01,9.554038293e+01,4.886023061e+01,4.603277941e+01,6.320078109e+01,8.710998864e+01,2.927347892e+01,3.054037361e+00,3.469718797e+01,1.874048609e+01,7.254736489e-02,4.924127288e+01,1.906398244e+01,5.212929980e+01,6.979933084e+01,8.080347940e+01,7.822063051e+01,7.409748835e+01,6.428929934e+01,4.072434432e+01,7.580355642e+00,8.377542921e+01,4.861300891e+00,1.006877135e+01,4.015910827e+01,2.962600746e+01,2.422887832e+01,5.493012538e+01,2.139104599e+01,1.509031827e+01,1.236689997e+01,5.305202264e+01,2.530990925e+01,4.347724529e+01,2.828786076e+01,4.190344005e+01,9.567563371e+01,7.422642384e+01,6.565124328e+01,8.575175432e+01,1.512493756e+01,6.392782098e+01,4.743704195e+00,9.351431593e+00,8.479419186e+01,6.036158016e+01,8.082362304e+01,6.783708425e+01,5.371017698e+01,1.123341406e+01,9.390225071e+01,3.913760780e+01,6.972992079e+00,6.928293752e+01,6.052652297e+01,5.703653797e+01,9.216463716e+01,1.873626947e+01,1.113881915e+01,5.375917241e+01,3.264925647e+01
