v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56
6.646017044e+01,4.232440658e+01,9.470213018e+00,2.995055848e+01,4.692337726e+01,4.308829182e+00,4.954771187e+01,3.194948808e+01,8.758136738e+01,6.732663367e+01,4.996596727e+01,7.780460757e+01,4.332142303e+01,2.033962901e+01,1.606977874e+01,8.448515196e+01,7.807700052e+01,3.894346760e+01,2.963766688e+01,6.646356284e+01,6.777320605e+01,6.780676150e+01,4.289096566e+01,1.891837524e+01,4.228412951e+01,5.600563651e+01,5.557521160e+01,1.356463328e+01,3.593594547e+01,2.708577908e+01,4.634366306e+01,4.896839109e+01,5.447064027e+01,9.826878162e+01,8.124111531e+01,1.962411841e+01,6.639048285e+01,6.948253768e+01,5.216325481e+01,9.068978895e+01,4.145617566e+01,5.502217027e+01,2.359181986e+01,7.409800105e+01,1.182273037e+01,6.970462788e+01,2.424120519e+01,6.466422176e+01,9.300529710e+01,5.522680562e+00,6.172565152e+01,4.941904414e+00,6.494796025e+01,2.033111415e+01,6.759859437e+01,3.766877732e+01
5.584455953e+01,4.368604088e+01,2.991076869e+01,3.029955165e+01,5.792933710e+01,4.580712523e+01,7.178278652e+01,8.507693233e+01,5.484292036e+01,8.706812724e+01,6.058347125e+01,1.472872241e+01,9.868187673e+01,2.831601290e+01,1.294444441e+01,4.924063893e+01,6.806163161e+01,3.176742108e+01,4.132387210e+01,2.307794101e+01,7.277091802e+01,5.087463618e+01,4.013492026e+01,8.184378341e+01,9.741325323e+00,7.703541415e+01,4.856397258e+01,2.393069417e+01,6.607875422e+01,2.769956705e-01,8.748923419e+01,7.741508215e+01,5.095794619e+01,6.338384268e+01,9.628169015e+01,3.680078272e+01,5.339706280e+01,2.917979892e+01,5.768992013e+01,2.419160802e+01,7.140880899e+01,6.916791158e+01,7.975096840e+01,1.736999873e+01,1.832165879e+01,4.981210335e+01,5.062899414e+01,6.238025207e+01,1.057258624e+01,5.913475755e+01,6.818306910e+01,1.437670563e+01,9.160056647e+01,5.448674514e+00,9.545278511e+01,9.280615478e+01
6.179381088e+01,8.613688352e+01,1.828984489e+01,7.934848290e+01,4.434346739e+01,8.745770482e+01,7.043915311e+01,8.674878898e+01,3.170012654e+00,8.065721980e+00,5.422025855e+01,2.814835616e+01,9.559607310e+01,4.075121292e+00,1.206903411e+01,2.424706508e+01,9.584948561e+01,7.909154762e+01,7.956613702e+01,7.715668717e+01,1.778461779e+00,6.550075644e+01,4.818717826e+01,5.676883595e+01,1.500036652e+01,1.604273344e+01,1.619600872e+01,6.920899054e+01,9.677957326e+01,5.055079679e+01,7.575481336e+01,9.890084715e+01,1.226529313e+01,7.914496696e+01,2.253312825e+01,1.862601760e+01,6.016744863e+01,2.963620060e+01,7.445981226e+01,6.866678290e+01,8.139880257e+01,4.735023382e-02,1.186053534e+00,4.735963079e+01,4.028163604e+01,7.496862158e+01,2.451248506e+01,3.404920969e+01,7.548897720e+01,4.178654205e+01,7.179709350e+01,2.562167802e+01,4.576440393e+01,9.560618175e+01,5.932278627e+01,8.976930545e+01
6.694176704e+01,4.326848834e+01,8.276799790e+01,7.438562613e+01,7.766119309e+01,8.617382590e+01,2.534510245e+01,9.765328058e+01,1.438008640e+01,5.503511638e+01,4.623034797e+00,4.526083715e+01,5.609331481e+01,7.623983258e+01,5.915131058e+00,4.814802428e+01,5.592962480e+01,9.656038209e+01,5.084509636e+01,5.230237260e+01,1.576064404e+01,3.246148911e+01,9.633273967e+01,8.063213064e+01,3.587700448e+01,3.720846064e+01,8.240241757e+01,3.949694322e+01,5.649661126e+01,5.008298835e+01,3.084983220e+01,3.370430594e+01,5.932796501e+01,7.127994907e+01,8.945602535e+01,9.477939566e+01,6.082279994e+01,9.973172237e+01,9.939074759e+01,5.114716185e+01,2.801519222e+01,7.199180486e+01,7.366714061e+01,4.541888871e+01,1.941603102e+01,3.987263456e+01,4.119578655e+01,6.114759094e+01,8.725390961e+01,4.849017910e+01,3.455030623e+01,7.630322303e+01,7.238563407e+01,1.901586977e+01,2.085265203e+00,9.194908092e+01
1.570071186e+01,3.130370721e+01,8.059256234e+01,9.362669881e+01,6.637109777e+01,7.883216834e+01,3.096808897e+01,6.208669978e+01,6.598956134e+01,2.359416727e+01,9.747098061e+01,1.151377400e+01,4.155538680e+01,8.237477343e+01,2.480417876e+01,4.072900239e+01,2.278809708e+01,7.122040803e+01,9.620640996e+00,8.335132941e+01,3.087288432e+01,9.491957539e+01,7.775972919e+01,2.033313933e+01,6.376641963e+00,9.746747539e+01,8.551624862e+01,1.132254438e+01,2.780632562e+01,1.329986688e+01,3.067981176e+01,7.889337889e+01,4.749115054e+01,4.898353349e+01,9.532726961e+01,4.583018391e+01,9.756250018e+01,2.309994767e+01,1.925242749e+01,6.382984266e+01,2.217490551e+01,6.674570559e+00,4.709562901e+01,9.549094872e+00,8.065651241e+01,8.790548819e+00,4.302099177e+01,9.022284987e+01,9.832617587e+01,6.899364043e+01,3.651972212e+01,7.217986577e+01,6.433079445e+01,1.829563408e+01,7.426721358e+01,2.679738320e+01
9.971365261e+00,2.027047979e+01,3.676631429e+01,3.645576202e+01,6.872206407e+01,7.237217701e+01,9.479414025e+00,3.167428508e+01,3.374201059e+01,4.952246001e+01,4.750274840e+01,3.295176360e+01,9.203024436e+01,5.606913888e+01,4.044897035e+01,8.497804667e+01,2.139690292e+01,8.220459625e+01,1.993415803e+01,3.107646759e+00,7.374444889e+01,6.895633969e+01,5.397634377e+01,9.674975444e+01,3.513794743e+01,8.016919259e+01,3.515456881e+01,1.239962183e+01,1.409774004e+01,7.767950419e+01,8.270860363e+01,1.736659190e+01,1.324266016e+01,6.923832447e+01,6.813549108e+01,7.688127184e+01,2.996755864e+00,2.016492489e+01,4.132143643e+01,4.217070534e+01,3.422768357e+01,1.681678834e+01,5.864008721e+01,6.275412556e+01,4.873979547e+01,1.474359217e+01,1.256439213e+01,2.926577474e+01,6.325361955e+01,8.149423501e+01,2.638361465e+01,1.400842838e+01,5.855201794e+01,8.592934167e+01,5.970289172e+01,5.963672086e+01
9.978916769e+01,5.836310958e+01,4.112898089e+01,3.181283953e+01,3.160950116e+01,3.950043626e+01,3.994682282e+01,5.202100780e+01,7.271295725e+01,8.592428311e+01,6.072440274e+01,2.763786297e+01,8.202737252e+01,5.357153434e+01,3.955194634e+01,6.568281879e+01,5.377552215e+01,3.873078575e+01,9.378488940e+01,7.887082785e+01,7.163057591e+01,9.183171907e+01,7.781211725e+01,4.505781000e+01,5.557255847e+01,4.121798576e+01,9.396846447e+01,7.945487810e+00,5.188633385e+01,2.287166216e+01,9.060562000e+01,5.906106274e+01,6.755412202e+00,5.837651875e+01,9.409500088e+01,6.315759521e+01,7.806494704e+01,4.353704027e+01,5.130277986e+01,9.943722639e+00,4.821157980e+01,5.606810525e+01,1.690366721e+00,1.156521002e+01,7.902643041e+01,4.176633096e+01,6.816380609e+00,3.635096057e+01,3.303140015e+01,8.811451716e+01,8.632435902e+01,9.971682022e+01,3.212793948e+01,9.445782684e+01,1.772802818e+01,7.835726311e+00
5.928271471e+01,8.857589106e-01,8.024967127e+01,4.106505737e+00,7.170803743e+01,7.723852772e+01,7.250628533e+01,7.891136047e+01,6.981129633e+01,6.533597861e+01,2.640619328e+01,2.342113534e+01,8.040644610e+01,7.102370454e+00,3.972181527e+01,2.284293090e+01,5.784767708e+01,4.410531546e-01,2.491471723e+01,1.587303883e+01,5.116967216e+01,4.790724816e+01,1.935966786e+01,3.352061032e+01,5.605341866e+01,8.613412073e+01,9.085023756e+01,6.601604346e+01,9.198329903e+01,8.652642808e+00,2.374747269e+01,8.421743885e+01,1.241651213e+01,4.719138148e+01,4.033497697e+01,9.378692741e+01,5.837016396e+01,4.083114821e+01,6.249361147e+01,2.176899001e+01,1.438986358e+01,8.194983654e+00,7.166822884e+01,5.077073685e+01,6.119090476e+01,6.222175058e+01,6.402446144e+01,7.751625574e+01,7.404779459e+00,8.984400956e+01,4.625497455e+01,1.788142590e+01,8.702093385e+01,3.955653279e+01,5.781393746e+00,4.990241232e+01
8.796547117e+01,2.422583518e+01,7.506034652e+01,1.428750328e+01,7.404295668e+01,8.248724694e+01,3.441493220e+01,6.801618256e+01,2.502229708e-01,9.639839275e+01,3.768667075e+01,7.329603994e+01,2.076447351e+01,1.306537674e+01,2.688654734e+01,9.481382597e+01,3.943937325e+01,6.808239260e+01,7.862827135e+01,5.807809814e+01,5.544161769e+01,7.305208918e+01,7.591951398e+01,7.790262504e+01,4.206754455e+01,5.052558039e+01,2.756473824e+01,9.385950895e+01,9.341286888e+01,4.561067129e+01,5.715533230e+01,7.072998030e+01,4.540267111e+01,8.391090606e+01,8.652497159e+01,7.815817008e+00,7.535862680e+01,5.066442493e+01,8.450323761e+01,6.784499009e+01,8.590940423e+01,4.295385643e+01,8.635078976e+01,8.214470123e+01,3.471068666e+01,9.350887267e+01,6.439591188e+01,9.063031064e+01,4.015456374e+01,4.888039527e+01,3.607631083e+01,7.389585764e+01,6.834076646e+00,6.725624438e+01,9.354109503e+01,8.930277524e+01
8.393527915e+01,2.224207491e+01,9.891314520e+01,6.764123312e+01,5.856308496e+00,8.022786626e+01,4.756324132e+01,6.624810986e+01,3.666083396e+00,3.035966715e+01,3.552073940e+01,8.904906169e+00,4.402147529e+01,7.865699509e+01,9.178267452e+01,3.302574709e+01,2.718962677e+01,1.519326059e+01,4.169566592e+01,8.793613636e+01,7.477706423e+01,7.974753503e+01,7.843362479e+01,8.881083372e+01,1.919875232e+01,5.154545113e+01,7.171633914e+01,4.679008088e+01,7.236251406e+01,8.037753832e+01,3.814558510e+01,1.985391815e+01,9.443711047e+01,8.353260832e+00,3.784796042e+01,2.199277268e+01,7.843310255e+01,5.488615189e+01,2.377847819e+01,6.291662055e+01,4.771441057e+01,7.070544568e+01,2.741664890e+01,4.205596240e+01,2.486189021e+00,5.298122079e+01,5.222165904e+01,7.167329182e+01,8.084405953e+01,1.615499317e+01,8.150010712e+00,5.803872868e+01,4.244263316e+00,7.613448824e-01,1.414469061e+01,9.529544531e+01
1.452449299e+01,6.923404230e+01,4.123230016e+00,7.262267053e-01,7.039480985e+01,8.214798686e-01,7.124923757e+01,7.442963381e+01,4.244643870e+01,7.964835294e+01,1.948825191e+01,9.501199172e-01,8.109244297e+01,1.246159111e+01,4.370804062e+01,4.416210980e+01,5.671239778e+01,2.900065123e+01,6.721230251e+01,2.647582588e+01,8.495210126e+01,7.804286701e+01,7.533536971e+01,6.441488521e+01,8.347558185e+01,8.893976462e+01,3.352671022e+01,5.086869883e+01,3.818074237e+01,5.179338949e+01,3.217314655e+01,4.434401892e+01,8.010943932e+01,5.989099845e+01,4.473350542e+01,9.804072517e+00,4.872644635e+01,5.617160848e+01,8.571479000e+01,4.377747512e+00,2.524252938e+01,1.871012246e+00,4.056816725e+01,1.016058643e+01,8.587352648e+01,2.190850526e+01,2.795551572e+01,8.435454280e+01,6.446646070e+01,3.138665239e+01,6.357098728e+01,2.026833187e+01,1.374718742e+01,3.981024122e+01,9.853650906e+01,7.654928179e+01
5.437458950e+00,2.756548069e+01,2.595398718e+01,8.208673053e+01,7.667510433e+01,9.633344631e+01,9.015048271e+00,7.781972452e+01,1.601953720e+01,7.529856189e+01,9.256208397e+01,3.881645344e+01,7.987349158e+01,3.255603108e+01,3.154578051e+01,9.170145752e+01,2.554839875e+01,1.898881584e+01,8.320743361e+01,7.639897470e+01,9.003367935e+01,8.905271397e+01,5.205776031e+01,9.337255412e+01,5.112149778e+01,8.646186441e+01,8.484663301e+00,7.269811376e+01,8.383241795e+01,4.405892965e+01,1.078824648e+01,9.017387045e+01,8.498621393e+01,4.490253601e+01,2.842888640e+01,7.808843392e+01,9.171903712e+01,3.721600419e+01,9.253990980e+01,5.526344296e+01,8.160383063e+01,4.619540692e+00,5.177129145e+01,4.553867097e+01,6.443756972e+00,5.253988551e+01,1.191248650e+01,1.886199453e+00,2.844331456e+01,4.700310715e+00,5.485214086e+01,1.251600990e+01,8.826186640e+01,4.147268495e+01,2.597551919e+01,5.242111501e+01
8.592738401e+01,7.628745686e+01,6.020737335e+01,4.515437423e+01,1.397311909e+01,8.052653745e+01,3.620870826e+01,8.199644061e+01,3.356750207e+01,6.607005603e+01,3.617645698e+01,9.044734853e+01,6.672409704e+01,7.988428139e+01,6.992006805e+01,3.513607232e+00,4.091959005e+01,8.934798098e+01,5.325940453e+01,4.583745254e+01,8.122846680e+01,1.416026013e+01,2.609626271e+01,8.078382041e+01,8.074869744e+01,7.541656973e+01,2.080448025e+01,5.912383892e+01,7.390255326e+01,2.530838998e+01,8.621911707e+01,6.980557748e+01,2.105069633e+01,2.927147932e+01,6.600887762e+01,7.455069836e+00,8.292627112e+00,9.776040989e+01,5.357216973e+01,5.064989823e+01,4.796197266e+01,7.569901930e+01,6.974289277e+00,8.995519071e+01,5.644066255e+01,3.791817971e+01,9.873207633e+00,9.981761004e+01,2.626243457e+01,7.020777925e+01,8.049004872e+00,8.771124391e+01,7.178034696e+01,5.389560965e+01,3.304879407e+01,8.439125396e+01
3.851434963e+01,9.899327943e+01,8.298894630e+01,4.260010307e+01,3.212015308e+01,3.744114110e+01,7.748159783e+01,6.608306863e+01,5.511728672e+01,6.614816008e+01,5.289232163e+01,2.052263957e+01,2.750061870e+00,3.421150591e+01,7.495098529e+01,8.362203748e+01,1.285277829e+01,1.853432475e+01,5.060069497e+01,5.356719365e+01,2.051250951e+01,9.977968623e+01,9.843546268e+01,8.544676860e-01,6.824109038e+00,4.976159473e+01,4.229810218e+01,5.153786650e+01,1.865140671e+01,5.058532180e+00,1.446217674e+01,7.587069618e+01,4.838735395e+01,5.907252192e+01,5.305612579e+00,9.561019416e+00,5.593133572e+01,1.115283176e+01,2.404491923e+01,8.615284893e+01,1.553715831e+01,4.562706133e+01,4.106424305e+01,8.669661443e+01,4.784075124e+01,1.708999946e+01,1.416332232e+01,6.061080790e+01,1.655850751e+01,7.616189221e+01,3.479078712e+01,7.683527960e+01,8.168165440e+01,2.993072950e+01,8.285993675e+01,8.837753699e+01
1.204396540e+01,3.885745585e+01,1.645822428e+01,9.008169712e+01,2.898768709e+01,8.508669214e+01,7.896374445e+01,2.424811381e+01,6.555439829e+01,9.066536792e+01,9.308706239e+01,6.271822703e+01,3.578876290e+01,9.275579820e+01,1.528342474e+01,3.109451018e+01,4.419910931e+01,8.543819384e+01,1.722211033e+01,4.825072130e+01,8.450678037e+01,9.105394333e+01,1.639456022e+01,2.635229787e+01,2.613541403e+01,2.906089296e+01,7.951009377e+01,9.162893307e+01,6.344387921e+01,4.887940788e+01,7.336911136e+01,5.293102573e+01,3.297483983e+01,3.132421153e+01,6.308878233e+01,5.292580733e+01,1.566449312e+01,5.962260021e+01,1.652660821e+01,6.995663225e+01,1.708499612e+00,3.665653401e+01,4.502971290e+01,1.799264722e+01,6.957874918e+01,8.386701775e+01,5.960314369e+01,6.359323307e+01,9.670956806e+01,2.016032743e+01,5.032222018e+01,6.561352171e+01,5.813563667e+01,5.332388909e+01,9.139295417e+01,5.599122364e+01
8.026709480e+01,5.484273029e+01,3.960547909e+01,4.768445390e+00,9.629394459e+01,4.713074183e+01,1.890776428e+01,5.149860369e+01,1.015164402e+01,8.086751382e+01,9.690392928e+01,6.452597665e+01,4.106994171e+01,5.669879097e+01,6.737520021e+01,9.085782350e+01,1.277297729e+01,2.175674984e+01,2.155220057e+01,5.171521743e+01,6.644007497e+01,1.953579111e+01,8.484230838e+01,7.834554455e+01,7.264488736e+01,4.085662668e+01,5.426473094e+01,7.860597162e+01,7.036500274e+01,5.456121196e+01,7.590545995e+01,6.595203317e+01,3.033622846e+01,3.716584935e+01,8.318708247e+01,2.017201141e+01,8.175690632e+01,4.544681223e+01,3.870991048e+01,1.513764621e+01,5.744577959e+01,5.375773358e+01,4.398848648e+01,7.817776407e+01,3.325742665e+01,1.643186421e+01,9.712621309e+00,8.393306493e+01,6.351700291e+01,1.509909815e+01,4.881053307e+01,7.858249628e+00,5.713609180e+01,3.928562057e+01,7.967885930e+01,2.659372605e+01
3.154940176e+01,8.563481215e+00,5.572719474e+01,7.863548862e+01,1.329252388e+01,4.622435476e+01,2.140692348e+01,9.141900063e+01,5.682946497e+01,8.953044101e+01,7.992301069e+01,9.155720391e+01,3.529627386e+00,3.552530857e+01,9.819734940e+01,7.869766322e+01,6.079803191e+01,6.144341052e+01,5.307340758e+01,3.268475048e+01,3.604949289e+01,8.507367069e+01,6.802982539e+01,2.376979351e+00,8.035880018e+01,7.183246841e+01,5.048115588e+01,8.614327320e+01,6.532730206e+01,7.208124735e+01,8.147540827e+01,2.898654505e+01,2.408906362e+01,3.734434035e+01,3.856116188e+01,9.103098487e+01,1.769657250e+01,1.578595769e+01,1.909259904e+01,1.941762105e+00,8.628961268e+01,8.208050221e+01,6.021056715e+01,3.474520801e+01,9.649230621e+01,1.873319989e+01,2.633832731e+01,7.620338907e+01,6.157972352e+01,1.042525574e+01,7.047169421e+01,2.703777455e+01,5.363491398e+01,5.488995811e+01,3.901456714e+01,3.651348466e+01
7.946132118e+00,3.246017721e+01,5.979181987e+00,3.901116989e+01,9.560572015e+01,4.875702582e+01,8.029774352e+01,8.414631807e+01,6.770000873e+01,6.123980098e+01,9.728092702e+01,7.655331918e+01,8.235287262e+00,5.774826126e+01,3.375696182e+01,2.327666433e+01,5.946411463e+01,3.680843108e+01,9.334521777e+01,8.658072610e+01,5.256814452e+01,3.998907453e+01,7.334044622e+00,9.792123631e+01,1.733274763e+01,5.797275172e+01,5.821043426e+01,2.682911249e+01,9.761497256e+01,8.941676835e+01,7.259571017e+01,2.615545233e+01,2.738563668e+01,5.258377738e+01,5.024090464e+01,5.232237908e+00,8.112766263e+01,8.211332910e+01,1.095398999e+01,8.043115275e+01,4.282578301e+01,1.984712417e+01,8.340233664e+01,4.020409228e+01,4.384955145e+01,8.940540933e+01,7.919170541e+01,4.515980116e+00,1.092730341e+01,4.418740733e+01,2.041299506e+01,1.841346537e+01,5.660263949e+01,7.663387402e+01,4.972338035e+00,8.769200728e+01
2.477895969e+01,5.693966197e+01,2.409867639e+01,4.294563560e+01,1.431748405e+01,5.894601601e+01,6.006760844e+00,7.654331493e+01,2.380212375e+01,4.694004039e+01,3.987875077e+01,3.684753936e+01,2.287228625e+01,4.434659697e+01,4.725171173e+01,3.879354103e+01,9.508896272e+01,7.643736096e+01,2.418671815e+01,2.566199679e+01,5.194807167e+01,6.795874509e+01,6.423107302e+01,6.294052797e+01,2.166396548e+01,7.985492549e+01,5.215204558e+01,1.483691086e+01,1.287583818e+01,1.284566141e+01,7.939841601e+01,6.102760643e+01,9.423980042e+01,1.349878739e+01,3.057173422e+01,5.626005987e+01,9.347926248e+01,3.391778264e+01,7.848651260e+01,9.858185006e+01,2.247860189e+01,7.331360657e+01,7.730280625e+01,7.688139111e+01,4.771223370e+00,8.984767504e+01,7.234394292e+01,6.385391669e+01,2.433824332e+00,5.953989943e+01,6.492804151e+01,2.714941654e+01,5.024458015e+01,9.690587401e+01,3.095959095e+01,7.334317414e+01
1.265654877e+01,3.042302089e+01,9.343904574e+01,6.724206637e+01,3.561073515e+00,3.021812669e+01,5.067975049e+01,3.584652593e+01,2.712179783e+00,3.683421396e+01,6.264916080e+01,1.306327145e+01,4.323411994e+00,1.813361598e+01,6.591360530e+01,9.876362512e+01,9.345959665e+01,7.869911009e+01,5.612388370e+01,3.801212051e+01,6.517066297e+01,8.773326392e+01,5.746904714e+01,2.716828314e+01,9.940755257e+01,5.445482565e+01,5.816620546e+01,4.855116614e+01,2.363026898e+01,9.126366471e+01,2.261648418e+01,9.142747506e+01,4.400933069e+01,7.169042465e+00,4.792534948e+01,2.611598048e+01,8.451279461e+01,3.895353477e+01,7.558178533e+01,5.946172435e+01,2.543443096e+01,2.331518999e+01,9.410591280e+01,2.629724667e+01,4.831432347e+01,9.017069120e+01,4.142446596e+01,6.574583570e+01,8.521570564e+01,3.897802807e+01,2.195273299e+01,2.731948311e+01,2.407101357e+01,1.001831638e+01,2.833703774e+01,2.617080678e+01
6.709900933e+01,4.086344530e+01,2.818168862e+01,3.457781730e+01,4.641296506e+01,1.580443927e+01,4.123569537e+01,2.214724918e+01,6.844097939e+01,6.242275861e+01,3.608576198e+00,2.748476162e+01,9.426113652e+01,6.394213649e+01,8.272461855e+01,3.095372763e+01,7.086076155e+01,5.468317844e+01,8.337090082e+01,5.563717504e+01,8.661371237e+01,6.948105713e+01,8.078564579e+01,9.900537323e+01,3.129288527e+01,5.979965015e+01,7.115992819e+01,7.143972625e+01,7.224424072e+01,8.667463723e+01,3.389627067e+01,6.772554714e+01,4.686112014e+01,2.142127140e+01,7.363023208e+01,6.461631163e+01,6.928167020e+01,6.541100778e+01,8.162599199e+01,3.267249644e+01,7.476056011e+01,1.035611236e+01,8.601308338e+01,9.723905437e+01,9.008696127e+01,4.271248794e+01,5.653023342e+01,1.636960165e+01,7.568845785e+01,5.592832301e+01,4.264472213e+01,9.629365860e+01,8.439219984e+01,8.465634672e+01,7.783806075e+01,1.969251143e+01
9.680597106e+01,7.218602026e+01,9.921112911e+01,5.085909825e+01,2.967808245e+01,1.599227211e+01,2.657873717e+00,6.098822097e+01,3.296826071e+01,3.248166526e+01,5.714672505e+01,6.779050877e+01,9.845795878e+01,4.970875477e+01,8.711305161e+01,9.634942204e+01,9.278569917e+01,5.605852908e+01,9.564800700e+01,3.748497420e+01,7.469490098e+01,6.006806199e+01,1.603970603e+01,8.835533473e+01,4.979077823e+01,8.159001024e+01,8.839336286e+01,6.412324947e+01,2.497356483e+01,2.427056659e+01,5.921076104e+01,4.169484466e+01,8.532557515e+01,4.679029154e+00,3.508763083e+01,4.763757964e+00,7.144280162e+01,9.124302416e+01,3.514578680e+00,3.416612267e+01,6.375831563e+01,7.185559930e+00,9.437081610e+00,6.388419917e+00,2.553667807e+01,7.770022999e-01,1.180942817e+00,1.891569600e+01,2.061648850e+01,4.241594863e+01,9.391904197e+01,4.263104308e+01,1.556043361e+01,9.224998477e-01,1.246436127e+01,1.185208883e+01
1.872068921e+01,9.215966761e+01,9.807464768e+01,6.373124299e+01,2.142422259e+01,5.226226867e+01,7.589186369e+01,8.154560641e+01,6.821270165e+01,4.720495881e+01,4.590005619e+00,2.613060250e+00,5.436317547e+01,1.458154717e+01,5.157242068e+01,9.284929676e+01,4.845243389e+00,7.824896226e+01,3.437197164e+00,4.681781087e+01,9.475649874e+01,2.835012895e+01,4.297231844e+00,8.929981199e+01,4.849039031e+01,3.970425767e+01,8.090594929e+01,7.476719699e+00,2.133638608e+01,5.282108890e+01,4.874813371e+01,3.890704121e+01,9.631426114e+01,9.128055539e+01,1.108532597e+01,3.980866710e+01,1.966682595e+01,8.737975317e+01,2.431831863e+01,2.560956099e+01,5.462062418e+01,1.524420335e+01,4.282861361e+01,4.185859800e+00,5.213932172e+01,7.005138415e+01,8.171843092e+01,5.729640243e+01,8.100114484e+01,6.355987496e+01,9.520277801e+01,7.012449967e+01,2.510466230e+01,3.025998917e+01,6.044575207e+00,2.561660379e+01
8.487758952e+00,9.761039044e+01,4.872368526e+01,6.023834719e+01,3.893043777e+01,4.649318101e+01,1.151537780e+01,1.114787384e+01,9.530718066e-01,8.500747078e+01,1.264458254e+01,8.364805002e+01,7.549988484e+01,2.469815809e+01,7.102207561e+01,2.373602400e+01,7.556452533e+01,8.336745545e+01,4.506905696e+01,9.387198845e+01,9.611932011e+01,9.253994501e+01,2.785716064e+01,5.791763326e+01,3.506080660e+01,6.173513099e+01,4.192467141e+01,8.400858392e+01,7.944890636e+01,2.087263621e+01,7.396922756e+01,8.437594141e+01,7.549306843e+01,2.247253562e+01,5.912935766e+01,5.003401443e+01,5.703758391e+01,7.406543414e+01,6.806513874e+01,7.958902009e-01,5.641193532e+01,8.541175673e+01,5.239921658e+01,2.457845470e+01,3.031901718e+01,8.353396953e+01,2.403373057e+00,3.027279737e+01,1.947608171e+01,4.499651022e+01,7.032047646e+01,1.561726662e+01,5.949688946e+01,8.562148766e+01,5.376458465e+01,2.832250416e+01
7.669349151e+01,7.600233339e+01,7.162741548e+01,7.337932063e+01,7.492995596e+01,2.741518877e+01,7.881356476e+01,6.239248889e-02,3.947515496e+01,8.197124901e+01,9.789534020e+01,2.696178342e+01,7.102457133e+01,8.363341966e+01,5.269517451e+01,2.883301362e+01,9.965862567e+01,7.516649157e+01,3.510395555e+01,7.808564987e+01,9.644463523e+01,4.104497892e+01,9.490930606e+01,2.000549403e+01,7.665372963e+01,2.426365366e+00,1.443050114e+01,2.495167737e+01,7.371859340e+01,2.525259598e+01,8.930604109e+01,7.571240205e+01,7.735065895e+01,6.015737486e+01,6.777147165e+00,9.230298894e+01,1.750995646e+01,1.525215630e+01,5.169143183e+01,5.614120503e+01,8.899265706e+01,4.525787032e+01,8.577558364e+01,7.286656633e+01,2.011700799e+01,1.609967675e+01,3.908135164e+00,2.160834703e+00,8.264031031e+01,3.871134282e+01,7.555787206e+01,4.485309296e+00,6.484387951e+01,4.829366738e+01,2.643473517e+01,4.101950516e+01
7.783010049e+01,1.138784740e+01,7.455033933e+01,9.793981850e+00,8.967374607e+01,6.187225405e+01,5.441864011e+01,8.844219746e+00,1.559005138e+00,2.889624476e+01,6.465977246e+01,7.331531663e+01,5.764990436e+01,2.088594491e+01,5.216255418e+01,4.083637981e+01,9.049593371e+01,3.975494452e+00,7.055968626e+01,5.943248689e+01,9.535100496e+01,5.332113980e+00,3.214438055e+01,7.486611190e+00,3.591312515e+01,2.756633618e+01,5.282526663e+01,6.633010780e+01,4.128986258e+01,2.658556059e+01,9.951956912e+01,9.978573403e+01,7.637358905e+01,5.747655721e+01,5.154271909e+00,3.455093825e+01,5.032729131e+01,3.681359576e+01,5.248561083e+01,2.835268649e+01,7.181017720e+01,7.358686927e+01,1.751843763e+01,4.535363676e+00,9.729121445e+01,1.131257808e+01,9.497093771e+00,6.510764413e+01,5.586812681e+01,1.100940047e+00,4.528978983e+01,7.934273075e+00,9.941553893e+01,3.157861343e+01,2.922234609e+01,6.385313827e+01
5.614719915e+01,7.031872468e+01,8.712505761e+01,9.910758002e+01,4.336128449e+01,3.965668820e+01,1.203220596e+01,8.062549826e+01,8.664500436e+01,6.043417904e+01,1.280405948e+01,5.277554740e+01,5.981167101e+01,8.186984267e+00,5.501999553e+01,1.680579920e+00,9.499317190e+01,5.061606592e+01,4.950041448e+01,9.246945142e+01,4.995264488e+01,9.021755016e+01,6.524511008e+00,4.485628015e+01,9.393121389e+01,5.450695201e+01,1.493944849e+01,6.024251728e+01,5.837908071e+00,5.720417119e+01,8.073456149e+01,2.973834897e+01,5.284288304e+01,7.562179811e+01,4.541328115e+01,8.206178943e+01,2.813839011e+01,2.492908919e+01,7.335272419e+01,2.864805951e+01,4.787177896e+01,5.194364965e+00,7.601045672e+01,3.350215852e+01,6.621268568e+01,1.664389453e+01,5.690298718e+01,9.719410381e+01,9.191492354e+00,4.207125986e+01,3.944365806e+01,7.923542474e+01,4.928700465e+01,7.377620668e+01,1.871902499e+01,1.132795353e+01
