v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49
9.737909215e+01,8.576095427e+01,5.003192568e+01,5.755907307e+01,7.574965712e+01,3.326568989e+01,7.849249943e+01,7.949136743e+01,5.579785127e+00,2.369499332e+01,5.054741107e+01,9.804646218e+01,7.654686228e+01,8.104358737e+01,7.402882845e+00,4.520133615e+01,2.439966911e+01,8.484510950e+01,2.721386691e+01,7.262949805e+00,7.127894040e+01,5.626597018e+01,7.360403890e+00,1.756534125e+01,2.373500464e+01,4.565942814e+01,7.985420081e+00,4.199192206e+01,4.941090291e+01,4.438631923e+01,1.506553415e+01,3.477480792e+01,2.961585467e+01,3.661519125e+01,8.634245876e+01,2.737102974e+01,4.333484388e+01,2.786814774e+01,9.032144210e+01,7.171126935e+01,8.933264873e+00,1.684149646e+01,9.116878659e+01,9.332633041e+01,4.350487774e+01,3.109950765e+01,3.888131183e+01,1.493487324e+01,7.846044809e+01
4.121566966e+01,5.073196135e+01,4.597039484e+01,4.561854386e+01,3.382128518e+01,1.165329977e+01,5.661837102e+01,3.744950807e+01,6.737606936e+01,8.719284907e+01,4.552153754e+01,2.550300202e+01,3.446081647e+00,7.654318908e+01,8.974452713e+01,3.658640873e+01,3.932813920e+01,9.787570372e+01,7.431609867e+01,8.929056559e+01,2.731814724e+01,6.493383484e+01,7.877718356e+01,3.387529047e+01,9.485507698e+01,8.039500289e+01,6.054677141e+01,4.715359223e+01,6.656688356e+01,2.905138238e+00,1.072951088e+01,1.729803066e+01,7.267805563e+01,8.550859009e+01,5.438787558e+01,8.172077245e+01,4.074165780e+01,1.821074622e+00,5.092565618e+01,7.502866929e+01,4.452132422e+01,4.022759558e+01,8.907909251e+01,5.713236193e+01,8.082676743e+00,1.390987164e+01,2.747773549e+01,2.043914428e+01,4.790420296e+01
3.514965937e+01,5.858662336e+01,2.396650509e+01,2.441276786e+01,9.035779882e+01,3.830344485e+01,3.509861211e+01,9.730601410e+01,3.046923377e+01,6.447968254e+01,5.122066118e+01,3.788572318e+01,7.224826249e+01,1.571664489e+01,9.945740949e+01,6.651431464e+01,1.592554514e+01,9.936877145e+01,9.116969998e+01,5.933023093e+00,6.558712970e+01,8.678236734e+01,3.081184780e+01,3.622293242e+01,8.046818660e+01,4.160428631e+01,7.737694719e+01,1.064226758e+00,2.007416610e+01,9.176855839e+01,6.509807286e+01,3.709719171e+01,6.584751752e+01,7.090679641e+01,9.054514851e+01,5.105146081e+01,3.886358468e+01,3.548751460e+00,3.349471018e+01,6.713778896e+01,7.210234292e+01,9.424786907e+01,9.429447700e+01,4.779115726e+01,6.135709483e+00,9.616866137e+01,4.045737574e+00,4.288715586e+01,2.439233805e+01
4.246335143e+01,5.311072025e+01,6.007270725e+01,2.191723218e+01,9.724373466e+01,9.466894246e+01,2.442235307e+01,4.389578503e+01,5.366144232e+01,5.344905023e+01,5.374119413e+01,8.925626358e+01,5.126167291e+01,9.212419672e+01,3.509610029e+01,2.756502426e+00,7.787632967e+01,8.823225040e+01,8.092198741e+01,3.422513230e+01,7.936742334e+01,1.584938697e+01,7.181588901e+00,1.172998552e+01,3.011842962e+01,5.854854888e+01,5.605877591e+01,2.966320773e+01,9.036126704e+01,5.608361190e+01,6.168285040e+00,4.636690913e+01,9.106409590e+00,6.271503150e+01,6.402099461e+01,7.745947439e+00,3.233301728e+01,9.343020718e+01,9.017636398e+00,1.374063934e+01,4.891181486e+01,6.736954971e+01,5.932997971e+01,2.151488818e+01,5.851196201e+01,1.563204542e+01,5.815688509e+01,8.112475787e+01,9.974266651e+00
8.807726580e+01,6.545504274e+01,9.988418474e+01,2.259107987e+01,7.390970170e+01,3.194461830e+01,2.130030966e+01,7.795493282e+01,4.959675311e+01,9.934081869e+01,9.471900428e+01,8.877212144e+01,7.416324761e+01,9.456088101e+01,6.898178254e+01,7.468697322e+01,1.681185469e+01,6.939174813e+01,2.793541339e+01,4.551770355e+01,5.855133401e+01,1.128235232e+01,9.964342522e+01,3.720441513e+01,1.336928121e+01,8.201465656e+01,6.664020859e+01,2.459767811e+01,9.212232201e+01,2.765631484e+01,7.170505724e+00,3.007565969e+01,5.814582613e+01,4.227118813e+01,2.810472682e+01,6.784841104e+01,1.309597945e+00,6.380514006e+01,1.037882547e+01,9.243511644e+01,7.060873590e+00,2.902681566e+01,2.212078378e+01,1.616254237e+01,8.375749889e+01,8.345313237e+01,4.596372144e+01,4.727617792e+01,2.877039729e+01
3.334550816e+01,1.392960523e+01,2.971465258e+01,9.575209536e+01,8.180584131e+01,4.520174861e+01,1.306695756e+01,9.743593482e+01,3.492438945e+00,4.699519299e+01,2.927036408e+01,7.249554348e+01,8.545568776e+01,7.732968534e+01,1.309247381e+01,7.169702074e+01,5.318721286e+01,3.075179119e+01,3.321867334e+01,6.071370633e+01,6.749374307e+01,1.999523071e+00,3.499832382e+01,4.140403676e+01,1.571986583e+01,8.110005977e+01,1.652632853e+01,7.108840607e+01,7.857160680e+01,4.905510214e+01,6.792025515e+01,6.145594734e+00,4.089643480e+01,5.193868476e+01,2.931659234e+01,5.365553628e+01,9.642867403e+00,6.879293891e+01,9.759808176e+01,9.353809911e+00,4.638916300e+01,5.685984112e+01,2.690925467e+01,2.486380480e+01,6.382462754e+01,6.793594684e+01,7.938920750e+01,6.615702303e+01,6.029195171e+00
5.949445682e+01,8.469616881e+01,1.088043650e+01,4.556494938e+00,9.730010716e+01,8.494328411e+00,5.542971479e+01,3.774940648e+01,1.730029900e+01,6.537968649e+01,4.055792410e+01,3.053365313e+01,4.594849853e+00,2.968354422e+01,1.228790172e+00,9.017691175e+01,2.025838808e+01,9.376541921e+01,9.364058987e+01,3.140391932e+01,3.958127290e+01,5.258433033e+01,7.824113539e+01,3.176883587e+01,9.097452135e+01,1.141879317e+01,9.719134587e+01,2.422261977e+01,9.260765661e+01,2.486932293e+01,6.636409132e+01,9.896955527e+01,3.913802901e+00,5.361889784e+01,6.184631162e+01,3.062535355e+01,9.828267093e+01,6.664306757e+01,3.913646872e+01,7.425234600e+01,2.085528949e+01,2.785506695e+01,9.415803407e+00,8.729543278e+01,7.783432589e+01,4.305470520e+01,7.631901820e+01,5.261157821e+01,6.813526213e+01
5.021995259e+01,6.778870016e+01,1.263979616e+01,5.109600413e+01,4.406050205e+01,8.877071401e+01,5.270732520e+01,1.099735649e+01,7.451884864e+01,1.209105400e+01,7.606596426e+01,9.978670837e+01,2.550122960e+01,9.664220863e+01,8.213838656e+01,2.007126568e+00,6.451749020e+01,4.999118526e+01,1.557944914e+00,1.578896025e+01,8.443688349e+01,7.546584219e+01,3.687126249e+01,2.384288699e+01,1.562001619e+01,5.517540889e+00,3.668173976e+01,2.849398739e+01,2.450456123e+01,2.827567409e+01,1.452385773e+01,7.157021688e+01,2.887185607e+01,4.731676906e+01,3.666461940e+01,1.202669165e+01,8.326038058e+01,3.606824867e+01,2.871508785e+01,8.883495463e+01,8.246698154e+01,9.190796433e+01,5.042350447e+01,5.390163417e+01,1.789333115e+01,9.191202685e+01,5.372928180e+01,4.337898498e+01,7.066208352e+01
5.632111816e+01,6.795236147e+01,1.091892927e+01,8.126155692e+01,7.840142737e+01,9.936361068e+01,8.421967947e+01,3.114923192e+01,7.204793995e+01,3.712597098e+01,6.687930760e+01,6.954562459e+01,6.908695315e-01,6.811865061e+01,5.353921842e+01,7.038919081e+01,3.638629191e+01,6.738684890e+01,2.906166597e+01,2.310471483e+00,8.429241669e+01,9.426079070e+01,8.453633363e+01,3.687297533e+01,7.004223254e+01,2.066155964e+01,7.176341609e+01,8.103367263e+01,3.222080791e+01,5.358643033e+01,2.277315506e+01,8.816619172e+01,8.917774957e+00,7.541602330e+01,9.689745462e+01,9.200563628e+01,1.960602608e+01,6.908847185e+01,6.416629198e+01,8.102184426e+01,7.336315119e+01,4.898704393e+01,3.474793010e+01,1.606750106e+01,4.715630781e+01,1.606512678e+01,9.452333618e+01,9.631340464e+01,4.650048899e+01
3.431750059e+01,7.457342381e+01,2.119717729e+00,9.594847025e-01,9.296097407e+01,3.648543483e+01,6.995214364e+01,8.960702585e+01,8.193107170e+01,1.973748147e+01,4.870116002e+01,6.263516293e+01,9.937288537e+01,4.542354736e+01,2.262685889e+01,3.601926565e+01,5.117989170e+01,2.252667424e+01,7.053183395e+01,2.697314328e+01,8.399824363e+01,1.632425172e+01,3.090368377e+01,6.569316380e+00,9.023960030e+00,2.443672157e+01,7.013790858e+00,9.306347035e+01,5.155960870e+01,5.168125995e+01,9.970670407e+01,7.018584282e+01,7.392052292e+01,4.304732124e+00,9.336198409e+01,9.348038847e+01,5.204506314e+01,4.111961468e+01,9.874127659e+01,4.331407899e+01,1.749735734e+01,4.735897137e+01,7.992853280e+01,6.894909946e+01,6.025490524e+01,6.915656019e+01,7.822034652e+01,6.809586846e+01,2.987228422e+01
3.421432636e+01,1.234882359e+01,3.020172146e+01,4.119699165e-01,2.730441280e+01,1.937466541e+01,9.800763165e+01,3.832158587e+01,6.330830172e+01,9.919895926e+01,5.400913087e+01,6.560791522e+01,8.163888889e+01,1.306221974e+01,1.818245495e+01,1.089069230e+01,3.110771002e+01,3.760932068e+01,4.122552479e+01,3.610388687e+01,6.766294904e+01,3.009384112e+00,8.114110430e+01,5.856253704e+01,7.323980845e+01,4.871717416e+01,2.959561162e+01,8.858263303e+01,2.247147705e+01,1.567530386e+01,4.561219238e+01,1.164088870e+01,3.854284141e+01,7.341326961e+01,8.513205128e+01,8.118216948e+01,5.241836772e+00,3.737679971e+01,7.773923007e+01,9.947317286e+01,1.412722442e+01,4.339832270e+01,4.098244886e+01,2.179876390e+01,6.841068239e+01,9.501293242e+01,3.634150933e+01,5.643931373e+01,6.331091314e+01
7.810842383e-01,2.790158527e+01,9.347130701e+01,3.543577241e+00,1.260014350e+01,2.544367603e+01,1.035454877e+01,7.752945651e+01,8.056575587e+01,7.518620171e+01,8.559493803e+00,3.143691025e+00,9.913667055e+01,6.014641179e+01,1.298170092e+01,5.735675493e+01,1.362847122e+01,7.137160481e+01,7.850389284e+01,2.205242699e+01,9.780640491e+01,5.274688207e+01,7.592721128e+01,8.221274049e+01,8.194594884e+01,4.716812214e+01,2.325606116e+01,8.382782521e+00,4.560013193e+01,8.706723259e+01,1.635474291e+00,1.967650645e+01,7.848558668e+01,2.887038503e+01,1.086357243e+01,5.771925529e+01,7.648487358e+01,6.139482694e+01,8.582355245e+01,8.727385398e+01,4.098422242e+01,5.623462092e+01,6.881580285e+01,7.077659771e+01,1.792780191e+01,3.579794491e+01,1.261702163e+00,9.513587649e+01,5.017259982e+01
7.681591274e+01,9.913146666e+01,7.003616403e+01,7.704987826e+01,7.073491724e+01,1.754430314e+01,8.023327815e+01,6.881255807e+01,8.012177537e+01,8.270039722e+01,6.403467607e+01,3.589051797e+01,7.874185239e+01,8.462985436e+01,1.890857739e+01,6.983465903e+01,6.615088253e+01,4.064452154e+01,2.352158593e+01,3.436497814e+01,8.568894590e+00,4.791197832e+01,8.983125546e+01,7.545201164e+00,8.771402021e+00,8.017975923e+01,9.251212385e+01,3.954075623e+01,9.186215825e+01,4.419938869e+01,1.064859860e+01,7.138283641e+01,4.773355837e+01,5.731891514e+00,5.842722935e+01,4.853766882e+01,8.967880525e+01,3.242706058e+01,9.140364915e+01,7.448644361e+01,1.255842803e+01,5.006156222e+01,4.007646133e+01,1.403663016e+01,7.869723118e+00,3.273385802e+01,4.465282741e+01,7.184785739e+01,2.575426615e+01
7.802153859e+01,5.849613721e+01,4.446669874e+01,9.280287674e+01,7.126228683e+01,6.722800767e+01,5.007060938e+01,4.868982314e+01,7.746316911e+01,3.028133820e+00,6.903850684e+01,4.724258803e+01,4.930944966e+01,8.977449461e+01,6.136771193e+01,8.312327106e+01,2.924915937e+01,1.204850892e+01,5.156214725e+01,1.907840788e+01,5.582251590e+01,9.746430204e+01,1.497913686e+01,4.234229698e+01,6.893117177e+01,1.375645045e+01,9.353160499e+01,9.924552131e+01,6.266956201e+01,2.969238993e+01,9.686593632e+01,8.597102271e+01,2.602047818e+01,4.327966210e+01,3.881635449e+01,9.029397570e+01,7.223866063e+01,4.845171923e+01,2.449177353e+01,2.120786624e+01,1.078312501e+01,2.064633085e+01,6.750276504e+01,3.429476948e+01,9.906095642e+01,3.251102264e+01,3.234697170e+01,3.484718816e+01,7.145330027e+01
9.015321019e+01,1.570786745e+01,9.500869029e+01,3.930831199e+01,9.706580598e+01,8.460585491e+01,7.284443773e+01,4.686025132e+01,2.433590167e+01,3.208924486e+01,6.642426832e+01,2.173055869e+01,6.502714519e+01,9.936525447e+01,9.916424435e+00,5.500639227e+01,5.377762112e+01,8.372048222e+01,6.799342328e+01,7.557967263e+01,6.835327844e+01,4.850619688e+01,8.331445358e+00,2.468771510e+01,8.850395188e+01,5.246207970e+01,1.523988700e+01,9.171970652e+01,1.469319271e+01,5.317437005e+01,8.225564046e+01,2.995587360e+01,6.117296146e+01,4.062270966e+01,2.540029401e+01,2.500849871e+01,7.938130742e+01,1.276611796e+01,4.538797860e+01,3.400061569e-01,7.321418443e+01,5.095076398e+01,8.550101927e+01,7.184001858e+01,7.515016024e+01,5.218210695e+01,9.508238973e+01,4.716003781e+01,5.504554157e+01
9.292476352e+00,6.917116194e+01,1.424316195e+01,4.697192613e+01,8.193803427e+01,2.345474104e+01,2.677968832e+00,7.511818589e+01,1.258881561e+01,7.153691164e+01,5.716554502e+01,4.233337542e+00,5.497597478e+01,6.436395553e+01,4.317267473e+01,9.852050242e+01,2.307807488e+01,1.400580920e+01,3.058846472e+01,9.560907268e+01,2.804594859e+01,9.431120197e+01,3.795528757e+01,9.148853138e+01,9.595675940e+01,1.722454698e+01,8.984537435e+01,6.773228707e+01,5.307009286e+01,1.546997036e+01,1.128405558e+01,4.534179425e+01,8.454069198e+01,2.816229181e+01,1.885789387e+01,8.327055819e+01,6.842456380e+01,9.867875127e+01,4.723612809e+01,2.707321172e+01,1.585595194e+01,4.843559432e+01,8.752709881e+01,4.369907699e+01,2.315783917e+01,4.205411995e+01,4.037055116e+01,9.006695104e+01,3.232877312e+00
6.238909789e+01,8.538996529e+00,4.038928902e+01,4.411002543e+01,7.227014015e+01,5.052198901e+01,7.631750378e+00,5.974856817e+01,2.466227262e+01,1.416977292e+00,6.732098045e+01,3.863710738e+01,3.745648784e+01,5.042602929e+01,1.022327159e+01,7.586235402e+01,6.425635304e+01,6.320235388e+01,4.288775388e+01,5.356603995e+01,6.396602841e+01,6.239684282e+01,3.534222823e+01,1.329416680e+01,4.037197329e+01,2.023457058e+01,4.128844903e+01,4.213010499e+01,4.813277281e+00,9.079345778e+01,5.456778157e+01,3.411423623e+01,1.717944075e+00,5.097423434e+01,2.138839742e+01,7.786250569e+01,7.451246854e+01,1.182403731e+01,7.058703158e+01,9.953855969e+01,4.842344295e+01,3.731828374e+01,9.570479502e+01,2.370027925e+01,8.345459344e+01,9.548568007e+01,2.522465736e+01,9.408510982e+01,1.480408980e+00
4.282934018e+00,9.670811576e+01,6.639416829e+01,6.075260300e+01,3.635824569e+01,4.663669410e+01,7.488672743e+00,8.146211143e+01,9.003807266e+00,4.398106552e+00,4.890905748e+00,1.992641180e+01,4.256006717e+01,2.214150879e+01,7.737302461e+01,1.574437185e+01,2.957657329e+01,8.458374017e+00,2.991706556e+00,5.546088973e+01,9.957121480e+01,3.149450232e+01,6.315930261e+01,6.779626657e+01,5.573016323e+01,3.166570159e+01,4.154493758e+01,9.686737961e+01,5.819123642e+01,7.067576581e+01,8.372640702e+01,2.908021601e+01,1.106785696e+01,6.527249124e+01,3.828798465e+01,2.174568212e+01,6.144896280e+01,2.601482239e+01,5.426427949e+01,5.610598051e+01,4.675655136e+01,1.200574187e+01,8.649092534e+01,1.830413275e+01,2.420345892e+01,3.075216751e+01,1.666191958e+01,4.396566488e+01,5.560475579e+01
3.103992685e+01,1.374724529e+01,6.881825196e+01,9.083983989e+01,1.162918091e+01,7.397761889e+01,3.199593986e+01,1.504784414e+01,5.017905294e+01,3.980075803e+01,1.609948307e+01,9.965961779e+01,4.929971729e+01,5.180734141e+01,7.153925690e+01,3.156788697e+01,5.347255438e+01,4.164801715e+01,1.399948526e+01,7.452489290e+01,2.404231201e+01,5.291767491e+01,5.985898202e-01,4.968216928e+00,5.121313866e+01,5.149490891e+01,5.446826054e+01,9.943488890e+01,4.359951372e+01,3.529036203e+01,9.018692344e+01,6.302245693e+00,9.550492493e+01,5.489445782e+00,2.257945079e+01,6.523995392e+01,9.039936061e+01,4.828653315e+01,1.088438209e+01,3.382529896e+01,8.129095616e+01,6.049454322e+01,1.320839837e+01,5.806195595e+00,1.530535450e+00,9.227567673e+01,9.373036375e+01,7.190655507e+01,3.066335496e+01
5.396160676e+01,3.402650960e+01,8.088171243e+00,7.762847668e+01,5.679017326e+01,9.088493063e+01,7.729150083e+01,7.280967683e+01,2.356789360e+01,8.524208727e+01,9.802330914e+01,7.639583220e+01,3.344192882e+01,6.864390376e+01,9.223465664e+01,3.300744201e+01,9.762790902e+01,4.604126563e+01,9.626758507e+01,2.535699943e+01,6.213155265e+01,7.908969008e+01,3.418480487e+01,3.318523169e+01,9.465954988e+01,8.260214006e+01,6.728315662e+01,3.030517061e+00,3.114244453e+01,3.638581700e+01,4.468172949e+01,5.099859483e+01,1.112738909e+01,3.301972965e+01,1.106827321e+01,2.433408820e+00,3.801633119e+01,4.995109356e+01,4.612345283e+01,1.841407122e+01,9.058351841e+01,4.760507084e+01,4.152132299e+00,1.692953796e+01,8.335521795e+01,7.737708244e+01,9.670094009e+01,5.272213428e+01,6.958152368e+01
4.666418436e-02,6.098225381e+01,3.775287144e+01,8.248418016e+01,2.745725240e+01,5.650739582e+01,4.788490581e+01,4.117112503e+01,1.614024991e-01,9.259128655e+01,7.308954723e+01,1.729199069e+01,1.487123026e+01,3.827810564e+01,8.912781142e+01,3.617963973e+01,5.892055806e+01,8.001315598e+01,7.028773752e+01,4.941434601e+01,7.517235532e+01,4.160859763e+01,9.483387415e+01,5.052583274e+01,3.674205146e+01,6.676622362e+01,5.992707739e+01,3.760350769e+01,6.877203500e+01,3.958261535e+01,2.960450182e+01,2.294953547e+01,2.558855233e+01,7.074800880e+01,8.762932230e+01,3.125241312e+01,6.718037064e+01,6.285186478e+01,8.057273923e+01,8.045510056e+00,3.789165041e+01,7.023697431e+01,7.217061847e+01,7.669334246e+01,4.821200200e+01,2.049477684e+01,7.589623556e+01,6.981440245e+00,1.389226465e+01
1.846317840e+00,8.210574185e+01,8.179921911e+01,8.710849991e+01,5.225616504e+01,8.504858696e+01,1.864323084e+01,2.506115269e+01,6.955491516e+01,3.055674106e+01,1.134546787e+01,5.181439713e+01,5.898408486e+01,4.423458306e+01,7.433658611e+01,8.776283510e+00,7.007402839e+00,2.167386713e+01,3.342084236e+01,4.772616934e+01,2.534555200e+01,7.332602322e+01,3.928687723e+01,8.991766677e+01,2.318632515e+01,6.915644884e+01,9.732310389e+01,1.378871537e+01,3.853924191e+01,3.571869136e+01,1.471241769e+01,8.968768495e+01,1.412742397e+01,9.997473888e+01,3.380877153e+01,1.102717352e+01,1.433974839e+01,9.333012320e+01,3.371901780e+01,2.811474508e+01,8.613871183e+01,3.843408357e+01,3.886301684e+01,9.821605147e+01,3.132511985e+01,6.950121558e+01,7.345770496e+01,8.932024123e+01,3.024155918e+01
7.347109184e+01,1.211853419e+01,2.688125610e+01,3.491357275e+01,4.968144242e+01,3.446281822e+01,4.442525917e+01,8.312354486e+00,7.031129996e+01,3.047462453e+01,5.983720574e+01,2.457833713e+01,8.327291117e+01,4.014283607e-01,5.929028170e+01,5.608886302e+01,9.836529704e+01,3.408873522e+01,1.342278299e+01,7.026615721e+01,9.939212461e+01,2.872318436e+01,6.051106605e+01,1.802822274e+01,6.151322569e+01,9.984195700e+01,8.373840284e+01,9.079474845e+01,1.345248426e+01,3.059621473e+01,1.018381983e-01,8.750572621e+01,5.302955611e+01,1.624544672e+01,3.904609958e+01,5.515835682e+01,2.620758636e+01,3.519008404e+01,1.002498684e+00,4.611041056e+01,2.261305444e+01,8.912850948e+01,6.149191600e+01,5.248230014e+01,6.459093688e+01,6.051572471e+01,3.125114417e+01,5.377010654e+01,5.304823132e+01
7.234027611e+01,5.614691086e+01,9.767640713e+01,4.652033479e+01,9.857125551e+01,9.435262197e+01,7.604985351e+01,9.819075788e+01,1.412322627e+01,5.878801999e+01,7.569458412e+01,8.757949287e+01,7.365396209e+01,2.261537716e+01,5.342886209e+01,9.979795930e+01,8.289823177e+01,7.891897892e+01,6.567538440e+01,3.318699183e+01,5.093557914e+01,6.988243226e+01,7.411096430e+01,1.128570687e+01,6.769959335e+01,6.831489592e+00,7.898042760e+00,9.088989034e+01,8.119994243e+01,2.609493091e+01,5.914041906e+01,8.663324696e+01,8.397217614e+01,1.049193561e+01,2.589417182e+01,9.765640974e+01,9.687098359e+01,5.982878245e+01,3.855379267e+01,8.473574109e+01,3.078063223e+01,4.944926356e+01,7.681181273e+01,9.621114857e+01,1.195229729e+01,6.787784110e+01,7.960030624e+01,6.891650316e+01,2.601022027e+01
4.373632475e+01,9.865938276e+01,2.143788461e+01,8.787914353e+01,9.759572945e+01,5.473534507e+01,8.262962352e+01,6.210886694e+01,3.421045964e+01,7.521878068e+01,7.818391376e+01,4.532126016e+01,3.827688545e+01,7.106441557e+01,5.403004426e+01,6.624886236e+01,1.016881647e+01,1.951379153e+01,2.087855718e+01,2.813501388e+01,1.442905118e+01,5.589625349e+01,1.117793510e+01,9.750981574e+00,3.892114746e+01,9.756291317e+01,3.398543133e+00,7.565015476e+01,5.277470966e+00,3.172882330e+01,5.144915313e+01,1.527788433e+01,7.739305573e+01,9.296992189e+01,7.243380825e+01,9.705861806e+01,6.018273774e+01,7.227829101e+01,3.696520172e+01,4.817244498e+01,1.093548914e+01,6.658080931e+01,6.041263915e+01,1.032154861e+01,8.943043799e+01,8.546523986e+01,5.231184120e+00,4.629772310e+01,5.779777331e+01
7.519345881e+01,3.417334570e+01,4.323532909e+01,6.193368405e+01,3.966658431e+01,7.619934210e+01,6.677047660e+01,3.625097089e+01,4.981821600e+01,1.794701690e+00,8.560727884e+01,9.883568783e+01,3.910768285e+01,8.678778831e+01,2.458877031e+01,2.627126115e+00,8.630294126e+01,7.572936774e+01,8.690477458e+01,1.927125661e+01,3.373533965e+01,5.125547421e+01,3.550746386e+01,2.481433829e+01,5.112253704e+01,9.031168988e+01,3.912932807e+01,8.409511671e+00,1.760816490e+01,5.281456597e+01,8.548853245e+01,9.364623601e+01,6.328855678e+01,3.844618307e+01,3.724465445e+01,8.028321944e+01,8.908183632e+01,8.564645015e+01,7.384705299e+01,3.501842873e+01,5.532584404e+01,1.791763493e+01,2.348828043e+01,7.606704648e+01,7.980195720e+01,5.183506768e+01,4.989201434e+00,1.913600112e+01,2.942491455e+01
8.210870092e+01,7.752630683e+01,3.086638439e+01,8.281269400e+01,1.723551764e+01,6.041069767e+01,3.789714310e+01,8.738552407e+01,5.776952109e+01,8.014276995e+01,9.518597777e+01,8.489673454e+01,5.022260975e+01,3.845439762e+01,4.772367414e+01,8.246140298e-03,8.689302966e+01,7.957543280e+01,7.962986893e+01,9.642294404e+01,4.894970577e+01,3.405100737e+00,4.327489009e+00,3.965217481e+01,2.013588446e+01,1.485336933e+01,8.569470717e+01,7.418389124e+01,6.197507700e+01,3.265389055e+01,9.796116262e+01,7.818069044e+01,9.688333401e+01,1.558273972e+01,5.602474301e+01,5.219913072e+01,2.736247737e+01,1.918637323e+01,5.361387751e+01,2.540226174e+01,8.661999175e+01,8.110829768e+00,5.500404225e+01,5.205836534e+01,8.312450315e+01,2.805998646e+01,6.551500324e+01,2.939011506e+01,3.872676341e-01
7.260613261e+01,3.172212752e+01,4.015173507e+01,8.398397633e+01,9.254712151e+01,8.162366205e+01,3.998994405e+01,5.298663689e+01,3.466908418e+01,6.516292190e+01,4.733227044e+01,5.698164953e+01,3.333143911e+01,9.361237140e+01,2.029296237e+01,8.568611246e+01,3.589930894e+01,7.926413350e+01,5.516577464e+01,7.609180020e+01,1.685251422e+01,3.538788373e+01,8.958918011e+01,7.255702398e+01,9.681621235e+01,1.605743872e+01,5.477178837e+01,2.370626057e+01,4.598682476e+00,5.080370094e+01,2.701149507e+00,2.826855654e+01,7.308672326e+01,6.174909550e+01,6.798001506e+01,8.278746970e+01,4.880349906e+01,9.476020575e+01,2.138129437e+01,4.736166099e+01,8.007222106e+01,4.715453414e+01,2.539326220e+01,7.409133071e+01,4.444692257e+01,2.795967578e+01,4.222043791e-01,6.675828979e+01,9.289875173e+01
1.038904020e+01,3.806591055e+01,5.588741454e+01,5.220877796e+01,6.278904618e+01,1.325240635e+01,2.973161919e+01,6.980767706e+01,8.588302833e+01,6.459820849e+01,9.965014051e+01,8.965443317e+01,3.946686430e+01,2.237602879e+01,8.325023924e+01,6.070259286e+01,9.038545338e+01,9.730571196e+00,8.352710149e+01,9.757550116e+01,9.433582764e+01,9.931002602e+01,8.508049561e+00,1.377600428e+01,8.261004061e+01,1.909627367e+01,5.166580361e+01,8.994129469e+01,9.931276275e+01,8.564065392e+01,7.460576159e+00,5.442048297e+01,4.810980607e+01,9.173808230e+01,2.433871221e+01,9.969100056e+01,3.342062847e+01,2.544253732e+01,7.506133718e+01,1.780338761e+01,5.112530167e+01,7.641370589e+01,5.299443245e+00,9.002152075e+01,5.740261998e+01,4.948101164e+01,2.877884743e+00,5.081807658e+01,9.027478019e+01
4.579607761e+01,7.890600537e+01,7.074993016e+01,9.965676420e+01,5.014052541e+01,3.021191974e+01,6.810309910e+01,3.726033652e+00,7.471511170e+01,6.471837191e+01,4.290067505e+00,3.964011859e+00,7.067368257e+01,2.072779166e+01,3.553500454e+01,9.874515769e+01,9.967636356e+01,2.343617723e+01,7.423369496e+00,2.926386130e+01,2.410504755e+01,6.224826361e+01,8.817227869e+01,1.550822565e+01,4.073870079e+01,4.512422312e+01,8.445028136e+01,2.346397689e+01,4.401472737e+01,7.329968145e+01,6.453516954e+00,6.484634051e+01,3.836337175e+01,2.028908533e+00,2.903405347e+01,1.399574163e+00,3.094357031e+01,8.377388261e+01,4.661467247e+01,4.630875120e+01,8.948131632e+01,8.804299757e+01,7.571774617e+01,2.070570519e+01,4.694761004e+01,9.597459127e+01,3.576192152e+00,1.633607113e+01,8.090137082e+01
6.449749598e+01,1.937254309e+01,6.861968169e+01,8.505851857e+01,2.935983497e+01,9.885650150e+01,7.344527757e+00,3.409750537e+01,6.523481007e+01,8.872025356e+00,9.343669743e+01,2.278965398e+01,7.009052748e+01,5.000467662e+01,8.377083316e+01,8.697024755e+01,2.219595995e+01,5.981023526e+01,5.845331573e+01,9.533497681e+01,8.230073122e+01,2.324465212e+01,9.354191702e+01,8.744092697e+01,4.710462710e+01,3.698901516e+01,9.111112535e+01,8.549081397e+01,7.690869115e+01,7.483633859e+01,5.694868444e+01,5.439383238e+01,4.373527098e+01,1.793887142e+01,5.124635733e+01,2.044523833e+01,5.429460724e+01,4.499097575e+01,7.322982855e+01,9.490300010e+01,3.981053882e+01,5.725218823e+01,9.736219408e+00,3.747391975e+01,9.826044088e+01,3.477027696e+00,7.920659107e+01,9.422070676e+01,3.800875005e+01
