v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29
6.332464469e+01,2.168603978e+01,8.088813840e+01,7.884831323e+01,3.056950374e+01,2.572082049e+01,8.742973231e+01,1.753645209e+01,1.183819574e+01,4.880704943e+01,7.290748513e+01,7.004132878e+01,9.043823978e+00,9.936880314e+01,8.207788303e+01,7.269780515e+01,5.439366468e+01,8.216047564e+01,9.397239938e+01,6.112145333e+01,4.134244511e+00,8.332178144e+01,8.275934065e+01,2.520756901e+00,1.832513237e+01,4.798731091e+01,3.483098883e+01,5.557505662e+01,2.254046734e+01
7.295000245e+01,8.847985412e+00,8.736823687e+01,2.731737989e+01,7.436985760e+01,7.360627220e+01,9.298533808e+01,1.092621136e+01,7.503273477e+01,5.473041966e+01,6.626096284e+01,9.935656139e+01,8.973520303e+00,3.711681809e+01,7.796086063e+01,6.163544575e+00,4.524841337e+01,2.581997901e+01,4.110221288e+01,2.051250027e+01,5.367396443e+01,4.752379597e+01,9.776818850e+01,6.639474877e+01,5.601170069e+01,3.933484958e+01,4.994814310e-01,6.644694287e+01,1.633881999e+01
8.400084468e+01,7.228239839e+00,4.301920700e+01,5.703915689e-01,7.103042714e+01,2.703075905e+01,3.361585850e+01,8.115647407e+01,8.927580734e+01,1.137506910e+01,5.214373369e-01,7.200373154e+01,7.474390347e+01,7.093989854e+01,3.954330611e+01,1.852282223e+01,6.126169620e+01,1.603492706e+01,3.678765260e+01,4.762342244e+01,8.144998054e+01,3.953508415e+01,9.938591798e+01,7.552092707e+01,6.245158014e+01,1.731463229e+01,6.074102423e+00,1.998898491e+01,7.146268246e+01
7.722213980e+01,9.755148297e+01,8.259052577e+01,7.203021359e+01,4.040973107e+01,6.468776533e+01,4.906835214e+01,9.432320012e+01,3.695661368e+01,3.926927173e+01,3.014507308e+00,2.177217837e+01,6.471639648e+01,9.561638374e+01,5.265195624e+01,9.104526944e+00,8.974486746e+01,6.274337383e+01,8.624252326e+01,9.433247023e+01,4.075807813e+01,5.929530801e+01,2.709021701e+01,7.858824620e+01,4.545711730e+01,7.295491896e+01,1.325251245e+01,7.560284023e+00,1.037519640e+01
4.223620004e-02,9.237857240e+00,4.693954010e+01,8.298054046e+01,2.107316003e+01,1.901344892e+01,3.074508108e+01,3.946689814e+01,8.417136045e+01,6.213383435e+01,7.438177131e+01,4.696737905e+01,8.216023599e+01,2.790429428e+01,6.643984300e+01,5.707024254e+01,8.147076246e+01,8.240327630e+01,1.183463059e+01,9.874996237e+01,1.968244942e+01,1.240699331e+01,5.647852333e+01,5.774812668e+01,8.506122535e+01,1.931004668e+01,3.007385334e+00,4.492933830e+01,9.307246521e+01
6.756812007e+01,8.666339121e+01,8.286662407e+01,5.620066902e+01,1.746661946e+01,4.853361669e+01,9.800741579e+01,5.928126452e+01,9.780281119e+01,3.059742108e+01,4.111868321e+01,5.778632597e+01,7.964596613e+01,2.154806893e+01,2.340781790e+00,6.537137504e+01,9.816561200e+01,1.484394755e+01,8.127157351e+01,2.427431613e+01,3.266685221e+01,4.212349656e+01,9.025290331e+01,6.005742294e+00,5.809300688e+01,2.305168408e+01,3.691952041e+01,2.423644499e+01,2.639753931e+00
3.741971979e+01,5.394481008e+01,6.855455925e+01,3.126317875e+01,5.563630405e+01,6.091897747e+01,5.409139438e+01,3.537299224e+01,5.510234603e+00,6.310519859e+01,1.732844630e+01,6.964690868e+01,8.466881135e+01,6.809802538e+01,7.907557247e+01,1.780326959e+01,6.933095633e+01,2.959459359e+00,8.851481413e+01,4.861005749e+01,1.437924469e+00,7.830394691e+01,8.723464561e+01,8.544643150e+01,6.389601672e+01,9.065148222e+01,9.105538806e+01,7.880650109e+00,7.969360076e+01
4.163361387e+01,4.693579167e+01,8.101801766e+01,4.909906652e+01,1.704414900e+01,5.713448140e+00,1.221445756e+01,2.374677981e+01,7.592609818e+01,9.081912313e+01,5.271809206e+01,6.849077133e+01,5.727241834e+01,1.121830559e+01,6.070831541e+01,5.114809198e+01,7.652048231e+01,3.042886601e+01,4.063189699e+00,9.452011976e+01,6.503110131e+01,3.574788048e+01,2.882430985e+01,6.436119529e+01,4.600483317e+01,7.584075204e+01,6.336705226e+00,5.099373390e+01,8.082756990e+01
5.346573231e+01,1.353429330e+01,9.394492011e+01,9.206275404e+01,3.746377668e+00,8.363469490e+01,2.993973144e+01,1.394550707e+01,7.057594079e+00,1.730704175e+01,9.801228461e-03,2.761056438e+01,8.229907033e+00,8.863904527e+01,7.386370863e+01,3.756684589e+01,7.128579869e+01,9.835243924e+01,6.023382761e+01,6.916245797e+01,7.185119835e+01,5.463051885e+00,3.815757915e+01,3.901313076e+01,5.485489342e+01,3.038864207e+01,7.258752512e+01,2.116065136e+01,9.260200073e+01
7.989675556e+01,3.499333714e+01,7.309618663e+01,7.629305678e+00,2.167970169e+01,3.788673798e+01,9.513410572e+01,7.364150602e+01,1.502172198e+01,5.417523996e+01,8.689915136e+01,5.614311664e+00,6.890602762e+01,3.824951477e+01,4.852043082e+01,8.878771560e+01,7.721553569e+01,3.031102259e+00,6.078304418e+01,5.822721506e+01,3.427086421e+00,4.063999654e+01,4.575201415e+01,1.193191766e+01,3.282996308e+01,5.904811521e+01,8.177144820e+01,5.877468818e-01,4.072305805e+01
5.620719722e+01,7.123317206e+01,9.302175351e+01,1.408667728e+01,6.374816448e+01,7.054276310e+01,8.627433648e+01,2.291401540e+01,7.498085102e+01,1.670572225e+01,7.229850675e+01,2.420273396e+00,9.491855503e+01,4.397409733e+01,3.391013547e+01,9.439821527e+01,7.960993457e+01,5.329310781e+00,3.084605144e+00,2.263429969e+01,8.637348444e+01,5.773534736e+01,1.761906558e+01,6.175313110e+01,5.521406247e+01,6.550688729e+01,3.152523972e+01,1.657016503e+01,4.608994815e+00
4.731658368e+00,1.184632755e+00,4.290120375e+01,9.358894503e+01,4.924673147e+01,1.215298060e+01,9.624188411e+01,8.872984803e-01,2.486893674e+00,8.824666718e+01,3.064628313e+01,4.589547210e+01,4.768676173e+01,2.662617456e+01,4.386450372e+01,5.266219626e+01,6.024540821e+01,3.491480171e+01,2.364878451e+01,8.288324694e+01,6.255662259e+01,8.230689015e+01,3.384979154e+01,7.334202067e+01,5.159607205e+01,7.095244557e+01,3.040497143e+01,1.374213377e+01,2.716815772e+01
7.623479964e+01,5.310816671e+01,8.956829015e+01,9.110308298e+01,7.956897016e+01,9.696530292e+01,6.566029102e+01,1.798994926e+01,5.618587681e+01,2.378226609e+01,3.252977192e+01,5.162739755e+01,3.429913460e+01,4.982297818e+01,8.312358013e+01,5.275484623e+01,7.135412084e+01,3.071836106e+01,8.695984091e+00,6.261487120e+01,1.315931003e+01,1.572177912e+01,2.785553243e+01,1.605217969e+01,3.995114010e+01,7.425345623e+01,5.405210457e+01,9.595622325e+01,5.748797136e+01
5.487969144e+01,5.935751382e+01,3.439620370e+01,8.622823350e+01,2.146427286e+00,4.157147334e+01,7.474210509e+01,9.918913003e+01,6.836649420e+01,5.747616722e+01,2.748972296e-01,7.413464075e+01,3.381536434e+01,2.583883634e+00,4.135277439e+00,2.306837533e+01,2.094787004e+01,4.794617776e+01,2.518339751e+01,2.963500467e+01,8.405281294e+01,3.788141716e+01,5.873737226e+01,7.130558098e+01,2.340626854e+01,8.294791236e+01,7.796720371e+01,5.145718332e+01,6.000313849e+01
4.380471367e+00,9.696445724e+01,3.104378041e+01,3.480007155e+01,7.592786202e+01,9.861881797e+01,5.373833377e+01,4.590990442e+01,2.958816818e+01,3.169791805e+01,5.828008445e+01,2.237351804e+01,3.099568145e+01,1.423678605e+01,3.414666048e+01,7.160828291e+00,7.335019249e+01,1.657620227e+01,9.709014254e+01,3.630329257e+01,3.346354712e+01,9.875251073e+01,6.246703207e+01,3.932831193e+01,1.123640393e+01,3.556914514e+01,4.942350784e+01,8.421995477e-01,7.391755889e+00
8.683255076e+01,2.920693776e+01,2.908027396e+01,7.276179825e+01,6.161311629e+01,1.756111844e+01,7.575679565e+01,5.667553944e+01,1.386756624e+01,4.791952473e+01,4.075896565e+01,8.343476112e+01,3.234768391e+01,1.960950191e+01,5.926917460e+01,6.877357030e+01,8.595494169e+01,1.418639712e+01,2.034622665e+01,7.149650886e+01,7.088802669e+01,1.815231434e+01,6.572574649e+01,6.659303646e+01,9.386166445e+01,8.557036595e+01,7.782146472e+01,7.794365421e+01,5.910391543e+01
9.894474418e+01,1.902025561e+01,4.854019177e+00,2.352217791e+01,3.462856708e+01,7.775703735e+01,8.270923941e+01,9.771167265e+00,1.618844602e+01,1.681792122e+00,2.738281466e+01,1.101385588e+01,9.216983833e+01,5.857247326e+01,8.649387678e+00,3.211688097e+01,6.093251775e+01,9.289776806e+01,1.390646554e+00,7.744100810e+01,7.028702573e+01,4.927747812e+01,5.614482444e+01,9.032393700e+01,3.478044790e+00,3.073242917e+01,9.368425757e+01,8.451874482e+01,3.230773725e+01
7.027433961e-01,4.687292117e+01,9.222143347e+01,3.585161059e+01,7.467578515e+00,1.555526528e+01,1.631106483e+01,9.624445704e+01,9.365149094e+01,6.807301265e+01,2.316894836e+01,5.296598617e+01,5.196677614e+01,1.513568289e-02,8.441582484e+01,8.755434080e+01,9.502390080e+01,1.124648679e+00,5.442912789e+01,7.989283437e+00,7.931988054e+01,8.549414854e+01,1.134995618e+01,4.119424492e+01,3.069023757e+00,1.979068697e+01,4.830071230e+01,8.985717827e+00,6.465762423e+01
9.937247217e+01,4.732198423e+01,5.493589647e+01,3.564899425e+01,8.637754152e+01,4.068578825e+01,7.912546850e+01,2.607160776e+01,1.247486334e+01,5.831528225e+01,4.167755661e+01,4.702050569e+01,7.261815366e+01,4.796589751e+01,4.291835164e+01,4.448726326e+01,6.159072861e+01,3.782028875e+01,1.124951780e+01,7.545589782e+01,9.513499045e+01,5.800163617e+01,7.575447519e+01,4.784442724e+01,6.861331675e+01,9.063581815e+00,3.945100044e+01,6.083829834e+01,6.266232126e+01
3.824016264e+01,9.008642976e+01,6.420433293e+01,3.100592605e+01,1.622019503e+01,4.101405558e+00,3.922070006e+01,1.567208267e+00,8.183393566e+01,3.656570777e+01,7.318671356e+01,6.413060900e+01,6.317827060e+01,3.299398634e+01,8.122847998e+01,6.654629810e+01,7.420939503e-01,4.754858197e+01,1.974836088e+01,5.186138611e+01,4.814740251e+00,6.742484744e+00,7.404432079e+01,3.707355509e+00,7.122313130e+00,7.871413680e+00,9.448458922e+01,9.120659972e+01,7.522488802e+01
6.768018008e+01,2.527885897e+01,3.457517360e+01,8.961578131e+01,7.318569838e+01,3.663334643e+01,8.664469592e+00,7.430217211e+01,2.228093999e+01,4.999741361e+01,9.050477683e+01,3.595787430e+01,5.477883300e+01,7.343320224e+01,1.572804736e+01,4.547857575e+01,4.714004778e+01,7.109871189e+01,4.355722542e+01,9.805210043e+01,4.514752656e+01,9.580064861e+01,8.815997716e+01,2.138917774e+01,4.858519822e+01,2.035836444e+01,7.498165790e+01,6.238257842e+01,2.311391229e+01
1.832813230e+01,5.245321586e+00,9.560521616e+01,9.029714799e+01,5.737164860e+01,9.589711955e+01,5.984844512e+01,7.071101669e+00,5.394418878e+01,5.928775288e+01,2.605422517e+01,2.113125149e-01,4.031121425e+01,5.345328605e+01,8.978409625e+01,1.962466617e+01,8.963701335e+01,2.481645503e+01,3.925629609e+01,7.765892959e+01,6.431116959e+01,3.850917113e+01,9.390103843e+01,9.843260101e+01,9.194179094e+01,6.250248525e+01,2.533222344e+01,9.576539490e+01,3.814188824e+01
2.123903509e+01,3.990562257e+01,6.283354494e+01,4.988395094e+01,6.185374395e+01,7.198080543e+01,3.462445262e+01,9.595762593e+01,1.561911430e+01,7.371779836e+01,2.166793096e+01,5.082230555e+01,2.827639626e+01,3.106910293e+01,1.466270700e+01,8.195131583e+00,5.202671798e+01,7.991406602e+01,2.996889511e+01,2.602185876e+01,3.273390790e+01,8.405955117e+01,4.213794867e+01,7.268106275e+00,9.590747744e+01,3.894338429e+01,8.838169001e+01,4.105123722e+01,7.187454515e+01
2.618077740e+01,6.276543733e+01,7.436622571e+01,8.661792947e+01,9.156856703e+01,4.235822943e+01,7.107219359e+01,3.043952034e+00,2.039944985e+01,4.039753589e+01,7.746408428e+01,7.993707368e+01,5.562648141e+01,4.321996776e+01,6.483875822e+01,1.137269738e+01,7.563641359e+01,8.224922534e+01,1.454437185e+01,6.407366878e+01,9.341384026e+00,9.714012671e+01,9.872947008e+01,1.936456673e+01,2.493390010e+01,9.619768750e+01,7.541620484e+01,9.005975933e+01,7.373260904e+01
1.173663841e+01,4.280725530e+01,1.951876789e+01,4.760995995e+01,7.489206253e+01,5.517317088e+01,8.614724587e+01,7.262120814e+01,1.400939490e+01,3.209404522e+01,7.557444216e+00,8.664880224e+01,2.345872656e+01,9.724719834e+01,4.613094058e+01,3.474307561e+01,4.708316368e+01,4.348651439e+01,1.665163621e+01,9.507636046e+01,1.736824007e+01,7.430378283e+01,1.748403841e+01,5.738003719e+01,4.568940678e+01,2.642331556e+01,4.037056608e+00,4.142925661e+01,6.528272026e-01
6.709846068e+01,8.350781669e+01,2.723361115e+01,8.989415424e+01,2.281902032e+01,2.200205173e+01,9.302662545e+01,4.917267500e+01,2.530393741e+01,2.485532623e+01,7.971223351e+01,4.570874520e+01,9.221801739e+01,9.424781836e+01,4.254555510e+01,3.790984982e+01,9.275705511e+01,5.757531394e+01,7.346945094e+01,4.169737501e+00,6.752104285e+01,9.279788725e+01,4.222469643e+01,9.631466277e+01,4.019215691e+01,4.562813053e+01,1.769690019e+01,2.385635390e+01,5.711245722e+00
8.380710133e+00,7.381154021e+01,5.284727808e+01,2.925010865e+01,6.399902655e+01,9.809741244e+01,2.352359353e+01,3.225357310e+01,8.450575043e+01,2.449796204e+01,5.120849681e+01,5.094945783e+01,1.680672626e+01,4.957579505e+01,9.024407319e+01,3.951993395e+01,3.147730248e+01,1.287276831e+00,7.201340779e+01,3.727312395e+00,6.364968255e+01,1.879758764e+00,4.667982311e+01,8.641129576e+01,7.120158723e+01,2.346126117e+01,6.676142860e+01,2.616691312e+00,6.864903060e+01
5.797028872e+01,5.238907790e+01,2.463264924e+00,5.631991566e+01,8.292926003e+01,9.418311223e+01,1.643171696e+01,2.559219872e+01,7.014257304e+01,2.981848407e+01,4.487651502e+01,7.422016367e+01,9.105203654e+01,6.017848803e+01,2.514710179e+00,1.791274152e+01,7.360797931e+01,5.948136200e-01,5.366684006e+01,8.560956340e+01,7.011489709e+01,6.940971419e+01,4.147547528e+00,7.496986209e+01,8.537445086e+01,5.130087436e+00,4.853777102e+01,3.821470516e+01,9.039679975e+01
3.642836392e+01,5.333388349e+01,1.151635743e+01,1.576398419e+00,1.375304083e+01,6.306208102e+01,4.368526346e+01,4.389959092e+01,9.702652778e+01,5.983895768e+01,4.361876089e+01,6.329233892e+01,5.233103794e+01,9.554015869e+01,7.594669882e+01,5.082951009e+01,9.703583487e+01,9.655501566e+01,4.665667893e+01,2.279311560e+01,7.918530899e+01,6.127671264e+01,1.115091335e+01,3.977626148e+01,7.311409979e+00,7.171667130e+01,9.158798302e+01,4.532441006e+01,6.938274953e+01
7.641306994e+01,7.030198617e+01,3.498957177e+01,7.611455580e+01,6.300198823e+01,3.057855306e+01,9.750712600e+01,2.594925525e+01,6.647586670e+01,3.493035358e+01,8.438743802e+01,8.206424353e+01,6.555816361e+01,1.664703118e+01,7.045802376e+01,7.903475645e+01,5.766925054e+01,3.998370338e+01,8.639749571e+01,7.458074167e+00,1.994695305e+01,7.276783496e+01,5.686069741e+01,9.020692702e+01,3.510431967e+01,2.664590529e+01,4.632239457e+01,5.446364313e+01,8.169583744e+00
1.603944762e+01,3.296525587e+01,9.068489794e+01,9.041706687e+01,7.113433217e+01,6.045849902e+00,7.780398831e+01,8.296477188e+00,7.996586452e+01,2.932972932e+01,8.069269683e-01,2.946025304e+01,6.967240157e+01,4.384377615e+01,4.672226432e+01,2.925383240e+01,2.460147571e+01,6.224954924e+01,8.833457149e+01,2.224787238e+01,2.180718171e+01,8.872246465e+01,3.656626037e+01,6.641992419e+01,4.238523756e+01,1.527128597e+01,2.161152961e+01,5.918439175e+01,3.586014961e+00
3.011124299e+01,4.415632586e+01,4.091317862e+01,6.924519798e+01,3.746069024e+01,5.235852852e+01,2.470337707e+01,8.742854475e+01,7.618217335e+00,2.661583513e+01,2.495024585e+01,1.860338754e-01,4.812386097e+01,2.242776509e+01,2.228408927e+01,7.533211157e+00,2.055058387e+01,2.592198878e+01,7.947067799e+01,4.364911291e+01,6.240156510e+01,7.563029284e+01,1.475542343e+01,6.681143142e+01,5.640235371e+01,3.798493554e+01,6.504999102e+01,5.862799013e+01,9.499517664e+01
7.932412522e+00,1.691702391e+01,5.351964252e+01,3.938608126e+01,5.535219014e+01,5.655919905e+01,6.960871613e+01,1.436728812e+01,5.186132705e+01,5.262555010e+01,3.709200911e+01,6.760090512e+01,8.788935336e+01,6.031803859e+01,7.586759650e+01,7.384504845e+01,4.190650187e+01,8.697684620e+01,9.030157521e+01,3.100089833e+01,1.908752497e+01,3.095004680e+01,4.788991799e+01,4.870372238e+01,8.907302438e+01,3.324683928e+01,9.490910536e+01,1.470470018e+01,6.606885460e+01
3.390345788e+00,7.097958910e+01,1.576785597e+01,1.296619222e+01,2.902120790e+01,5.994885216e+01,1.177625334e+01,2.779699674e+00,9.574788313e+01,2.705843243e+01,5.600568679e+01,1.166879278e+01,2.036865412e+00,4.563568572e+01,3.546710744e+01,5.878744812e+01,3.346310976e+01,4.430689271e+01,1.136502700e+01,8.337179829e+01,8.258413938e+00,1.925335717e+01,2.388299056e+01,1.167792249e+01,1.894225409e+01,6.721896970e+01,9.397352067e+01,9.491252104e+01,5.923097521e+01
8.553971817e+01,5.578382050e+01,2.881014369e+01,2.758572714e+01,2.992542934e+01,6.545035747e+01,8.494260909e+00,9.354789681e+01,9.925272484e+00,2.292351969e+01,5.374856258e+01,8.740827109e+01,5.315867415e+01,4.883563902e+01,3.286892717e+01,5.694977944e+01,5.272438300e+01,6.462120182e+01,4.951565723e+01,2.856275588e+01,7.886114337e+01,9.020487327e+01,7.015049345e+01,7.578580909e+01,6.905883366e+01,6.267936437e+01,1.926127907e+01,7.077891804e+00,6.404310177e+01
7.405313693e+01,4.046191150e+01,3.187871324e+01,5.064384830e+01,2.454720009e+01,5.623176152e+01,4.198345994e+01,8.474309406e+01,5.271984344e+01,4.847057810e+01,4.614303077e+01,6.159596032e+01,8.008516261e+01,2.579174870e+01,8.780536726e+01,5.283644055e+01,1.743818088e+01,4.724435832e+01,1.853573455e+01,4.078602906e+01,1.803038563e+01,9.325368098e+00,9.662426301e+01,6.327863272e+01,7.196378788e+01,2.982755516e+01,1.998390258e+01,6.113772820e+00,3.565765818e+01
9.517231824e+01,3.234913188e+00,5.591620083e+01,6.416709762e+01,8.918051291e+01,6.720195344e+01,1.967932452e+01,9.328903827e+01,6.913887663e+01,8.129843271e+01,3.346165625e+00,2.798067662e+01,9.600390394e+01,4.738015714e+01,7.104343445e+01,4.293849820e+01,2.006717372e+01,5.874768091e+01,1.361986933e+01,5.502034987e+01,4.672369659e+01,7.292146089e+01,2.609701240e+01,1.817509187e+01,5.595901020e+01,2.263211130e+01,1.353562660e+01,1.050130894e+01,3.607012825e+01
5.015522737e+01,2.308232891e+01,8.847019710e+01,8.000766070e+01,2.949769150e+00,2.728713279e+00,4.499988824e+01,2.680746122e+01,9.211089179e+01,8.891862838e+01,5.777631882e+01,3.193621870e+01,5.368839017e+01,4.369990518e+01,1.695560009e+01,3.177195776e+01,3.373438416e+01,5.829086292e+01,8.274202668e+01,2.154460866e+01,7.706000096e+01,4.895270492e+01,7.784789691e+01,1.265528713e+01,3.094575154e+01,3.821998467e+01,4.421464039e+01,7.229218720e+01,6.293214660e+01
2.288195159e+01,8.034897792e+01,9.868478616e+01,6.582681711e+01,1.739623219e+01,6.667867547e+01,9.603301748e+00,5.394830795e+01,1.101390177e+01,3.999524057e+01,1.763237133e+01,2.198104908e+01,3.354471226e+01,1.677410638e+01,2.944098012e+01,6.897550887e+01,4.976672028e+01,6.331135038e+01,1.624591043e+00,3.441370821e+01,7.393592505e+01,6.972279217e+01,1.331324879e+00,7.046129883e+01,3.483163035e+01,6.530885716e+01,2.718933936e+01,5.209435616e+01,9.845215734e+01
6.393100514e+01,2.189117422e+01,2.334391224e+01,2.215114432e+01,7.335877186e+01,9.446103637e+01,1.075794790e+01,1.717811147e+01,5.959993908e+01,8.836419520e+01,3.328107148e+01,1.736078248e+01,9.780932489e+00,7.979091749e+01,4.563774585e+01,6.362254577e+01,1.727298710e+01,6.258360409e+01,2.047070611e+01,1.807284166e+00,1.283716888e+01,5.054943296e+01,7.557179680e-01,8.935022056e+01,6.102337662e+01,2.372986350e+01,3.612472374e+01,8.226457355e+01,8.944127136e+01
1.455305715e+00,9.263491479e+01,4.147323425e+01,9.792886363e+01,6.454926080e+01,8.534890834e+01,3.180883305e+01,1.070003436e+01,1.669019055e+01,5.302985781e+01,2.145930953e+01,5.187416302e+01,4.892466810e+01,9.421016612e+00,2.919696060e+01,9.311128136e+01,8.224840315e+01,3.839878864e+01,3.221960995e+01,4.418169367e+00,7.445589147e+01,7.047031602e+01,5.507569696e+01,8.348007438e+00,8.787584895e+01,8.899278606e+01,3.631759044e+01,7.531065046e+01,9.041552619e+01
7.691988942e+01,3.756493956e+01,2.841243639e+01,7.315225129e+01,9.728755234e+00,7.036009941e+01,7.978643559e+01,5.484613888e-01,1.870906630e+01,4.871688221e+01,8.037386320e+01,6.661875023e+01,8.576643395e+01,2.144004637e+01,1.756923892e+01,9.708443849e+01,6.181971348e+01,3.249663084e+01,6.415368776e+01,4.974549373e+01,9.759323288e+01,9.668716024e+01,1.140365504e-01,9.739071659e+01,4.201425191e+01,9.120315402e+01,1.688911930e+01,2.867166338e+01,7.618957249e+01
6.993359376e+01,6.597370380e+01,1.725349165e+01,7.969326715e+01,4.763226157e+01,2.288677474e+01,2.526355211e+01,2.188673491e+01,2.348171744e+01,7.434371979e+01,4.670264970e+00,5.940744542e+01,1.024536008e+01,9.634091813e+01,9.047826838e+01,7.254825648e+01,8.315064623e+01,9.942670692e+01,8.200418280e+00,8.981921358e+01,8.611686415e+01,2.904264733e+01,2.117778174e+01,6.749150139e+01,8.109451824e+00,9.408528468e+00,7.286984004e+00,5.815731372e+00,8.988451424e+01
9.046730338e+01,5.769604655e+01,5.477905672e+01,7.744367563e+01,5.119164721e+01,3.965302191e+01,1.513272151e+01,3.591299879e+01,2.766576576e+01,8.581040107e+01,9.009273528e+01,4.686708997e+01,6.481174406e+01,2.526302843e+01,3.464591793e+01,1.539394849e+01,1.125900541e+01,4.535369097e+01,9.459769273e+01,5.749391794e+01,3.148767348e+01,6.664705058e+01,4.752650740e+01,1.309304282e+01,6.079929166e+01,3.291051090e+01,7.932209273e+01,6.119319438e+01,4.862187743e+01
1.332246546e+01,5.736597356e+01,9.284774220e+01,3.374802839e+01,5.445497622e+01,8.878575048e+01,8.302209581e+01,7.506949162e+01,9.535193280e+01,5.074716113e+01,4.924890028e+01,8.068384495e+01,6.569108188e+01,2.182086343e+01,2.548373443e+01,9.025511950e+01,2.739362131e+01,2.121043581e+00,1.674658351e+01,8.140730471e+01,6.070319352e+01,7.878339334e+01,3.118796031e+01,1.437232617e+01,2.216884021e+01,3.646337875e+01,4.275998873e+01,9.943696870e+01,1.678396588e+01
9.068889278e+01,7.354290616e+01,1.129545315e+01,6.932017971e+00,6.915645273e+01,4.413610253e+01,7.819395493e+01,1.964056945e+01,4.310145147e+01,5.019808386e+00,8.086949959e+01,7.501287238e+01,2.271216304e+01,4.407201280e+01,4.469402949e+01,1.609349659e+01,4.685146249e+01,8.681891508e+01,9.805171088e+01,8.219433827e-01,1.494858701e+01,5.355315383e+01,1.914665950e+01,8.053923295e+01,1.749936965e+01,3.773371698e+01,4.477797196e+01,6.891717656e+01,1.293716319e+01
1.506083005e+01,7.235191517e+01,6.110908214e+01,6.235548051e+01,9.201262277e+01,7.108070697e+01,9.528573395e+00,4.145383882e+01,1.450103821e+01,8.073828537e+01,6.694438143e+00,9.859590614e+01,6.869989633e+01,2.922177038e+01,9.455044842e+01,9.763042150e+00,7.284946053e+01,9.383276680e+01,3.369168151e+01,9.869649098e+01,8.311021712e+01,6.735773781e+01,9.448311066e+01,7.978387674e+01,5.479943436e+01,7.240680521e+00,9.480863415e+01,6.222408957e+01,7.086008431e+01
8.455871491e+01,3.478856792e+01,9.248824431e+01,5.010741511e+01,3.692284401e+00,2.788646865e+01,8.506322644e+01,8.176621133e+01,4.541152933e+01,1.780700690e+00,7.349996850e+01,3.200536743e+00,8.822864250e+01,7.219968435e+01,2.666507051e+01,5.771361882e+01,3.836107517e+00,4.931447200e+01,8.609235564e+01,8.940480726e+01,1.425365324e+01,5.317340340e+01,1.592655944e+01,9.608415924e+01,5.739086550e+01,4.156000453e+01,8.573407954e+01,3.876838339e+01,6.956081736e+01
9.171416179e+01,6.812342588e+01,6.141733597e+01,9.603625661e+00,5.288004533e+01,8.882111737e+01,9.877685711e+01,2.852774439e+00,8.071801530e+01,2.775156052e+01,9.464167662e+01,4.012758589e+01,4.838169083e+01,6.783789714e+01,8.621644190e+01,7.096195446e+01,2.789160259e+01,7.189398602e+01,8.664070082e+01,6.061677591e+01,9.948242019e+01,8.277099197e+01,2.370798988e+01,2.081642236e+01,5.658566421e+01,6.158534190e+01,5.048278115e+01,7.317394316e+01,8.462192626e+01
1.818058496e+01,5.378953937e+01,4.775639524e+01,5.678051056e+01,5.877742438e+01,3.877591997e+01,4.822049667e-02,7.813065525e+01,4.596770785e+01,6.897659234e+01,9.783637498e+00,8.845378721e+01,1.009195710e+01,8.722154945e+01,3.969023037e+01,8.640817151e+01,9.806957883e+01,9.645209958e+01,9.860127669e+01,6.847049710e+01,7.311853661e+01,7.469419290e+01,6.179691657e+01,7.467549853e+01,9.909099851e+01,2.861912239e+01,2.399599417e+01,2.907898273e+01,1.083014120e+01
1.196554732e+01,1.424562496e+01,9.130579377e+01,7.941606902e+01,9.110017568e+01,6.139993123e+01,1.900654929e+01,5.814408985e+01,1.942513146e+01,6.145773317e+01,8.926895597e+01,5.960479460e+01,6.577365279e+01,1.874044912e+01,9.470957933e+01,2.428811338e+01,2.240306900e+01,6.539737651e+01,6.765145214e+01,8.524085166e+00,7.060249785e+01,2.279180093e+00,3.703368268e+01,4.570619304e+01,3.975490308e+01,4.913000818e+01,2.922433208e+00,1.243473316e+01,5.394522472e+01
7.764085357e+01,8.651842642e+01,5.367506073e+01,4.231010705e+01,4.417189937e+01,8.763099712e+01,8.796653722e+01,9.309470772e+01,1.744215675e+01,7.872170431e+01,9.920928874e+01,1.972350970e+01,1.355949654e+01,5.379368026e+01,1.576829238e+00,9.106650909e+01,9.771246788e+01,7.755829395e+01,3.452130573e+01,1.700094342e+01,1.459474457e+01,4.786433764e+01,6.699736358e+01,6.515697923e+01,1.499320574e+01,7.859526572e+01,8.340547304e+01,1.727046484e+01,2.529338373e+01
2.906990319e+01,2.544476061e+01,7.981527384e+01,7.895058188e+01,2.444777936e+01,8.413950108e+01,1.570836959e+01,3.820717529e+01,3.512017833e+01,1.456787092e+01,6.453576314e+01,4.675655309e+01,2.450699394e+01,4.375633639e-01,4.460907040e+00,3.913584500e+01,8.413759599e+01,5.745022385e+01,2.694018076e+01,3.542034077e+01,2.059512987e+01,2.489959750e+01,2.977164668e+01,6.184475557e+01,2.486267531e+01,7.145841899e+01,5.214688142e+01,2.294606600e+01,2.551658693e+01
