v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79
9.467524090e+01,7.521541268e+01,3.096383499e+01,9.559923906e+01,2.852691836e+01,5.815453044e+01,4.177473288e+01,6.477073242e+01,4.170765533e+01,4.176560003e+01,5.834493091e+01,3.151088698e+00,7.007589513e+01,4.721839689e+01,4.392388902e+01,6.777124457e+01,7.008966460e+01,1.713021774e+01,6.414278120e+01,1.719975921e+01,9.566636929e+01,3.704769168e+01,5.716713024e+01,6.357085683e+01,8.167695124e+01,2.929656197e+01,5.906951521e+01,1.834078895e+01,6.195824631e+00,9.029841130e+01,3.111745081e+01,1.035041744e+01,8.369736055e+01,9.065415072e+00,3.877695473e+01,8.606859630e+01,8.282197638e+01,1.414818924e+01,4.289007382e+01,2.620038408e+01,5.716978278e+01,2.220243032e+01,7.836050851e+01,1.297122377e+01,9.699406652e+01,6.763476014e+01,5.709486233e+00,3.786840679e+01,6.441336958e+01,8.158403704e+01,9.940199503e+01,6.762973368e+01,2.914155219e+01,7.049134875e+01,3.196938113e+01,6.371739584e+01,4.030000260e+01,4.422116406e+01,3.216964481e+01,8.024570081e+01,6.838234449e+01,5.661163402e+00,6.809295887e+01,7.433507930e+01,3.072061926e+01,5.321260834e+01,2.133209570e+01,5.599471175e+01,3.767046663e+00,1.547743847e+01,3.791499589e+01,9.853845520e+01,3.218165324e+01,4.313701341e+00,7.260357946e+01,7.667305581e+01,3.021085505e+01,9.882702065e+01,3.048711128e+00
8.419093709e+01,2.480840080e+00,8.183757035e+01,2.053574646e+01,5.599568237e+01,5.062087345e+01,7.366573308e+00,5.608241009e+01,3.972257103e+01,3.461648468e+01,7.785788216e+01,9.190520568e+01,1.286433305e+00,8.729744918e+01,1.934510327e+01,9.371425407e+00,9.884415840e+01,4.416167728e+01,2.066890242e+01,7.358768550e+01,9.218898802e+01,7.783683383e+01,3.636047828e+01,3.501583550e+01,2.823072220e+01,3.944473228e+01,1.689305324e-01,4.173898420e+01,8.152925991e+01,6.016095713e+00,1.444523159e+01,5.185809939e+01,3.001192123e+01,7.724512932e+01,4.551528639e+01,7.644051980e+01,4.953140689e+00,4.459519262e+01,6.647387219e+01,9.795808040e+01,4.842692501e+00,5.893020899e+01,7.116402217e+01,3.714209556e+01,3.407570414e+01,1.304114192e+01,8.529799385e+01,7.814730903e+01,2.248964326e+01,1.463180035e+01,4.242829533e+01,2.624389409e+01,5.016017720e+01,1.313422965e+01,3.205712897e+01,9.291474222e+01,4.588635067e+01,1.528891855e+01,8.072406662e+00,7.556713487e+01,2.949316221e+01,4.572845596e+01,9.803617981e-01,2.728411554e+01,6.151172823e+00,4.286907871e+01,7.572661041e+01,9.123814693e+01,9.705398531e+01,7.375293138e+01,2.962333665e+01,8.910148392e+01,7.901971449e+01,8.469147046e+00,9.291030730e+01,2.375587804e+00,2.656905210e+01,2.783001842e+01,7.139171917e+01
6.133451485e+01,6.225757542e+00,9.256289867e+00,8.403969887e+01,6.746262091e+01,9.307182007e+01,3.877688496e+01,5.740878280e+01,1.025071967e+01,5.162646881e+01,5.437151971e+00,2.785465816e+01,5.005037566e+01,3.559947079e+01,9.479610063e+01,3.907351536e+01,5.026193088e+01,8.625371041e+01,2.269250985e+01,3.146555696e+01,8.174638755e+01,8.224027110e+01,8.326513567e+01,4.497633449e+00,3.311233642e+01,6.957232799e+01,5.310519555e+00,2.403444658e+01,9.355107284e+01,2.595007041e+01,2.389019085e+01,7.621643100e+01,8.646905093e+01,2.429914784e+00,3.557645207e+01,4.582397211e+01,3.090404310e+00,4.548930149e+01,6.697992272e+01,1.206328729e+01,4.555535725e+01,1.368561240e+01,2.378147557e+01,1.066955427e+01,6.406326886e+01,3.676768117e+01,7.031810968e+01,3.729391266e+01,5.399909175e+01,5.071411335e+01,7.460730447e+00,7.083329801e+01,3.848545643e+01,2.534216600e+00,8.270188652e+01,3.023857124e+01,6.802516897e+01,1.487802206e+01,1.278229891e+01,2.248790262e+01,6.866539334e+01,6.170701457e+01,3.796982443e+01,5.720683155e+01,7.097675906e+01,1.620301144e+01,2.561234129e+01,5.586789591e+01,3.283295774e+01,1.449145423e+01,7.276914174e+00,6.031794593e+01,4.711867249e+01,5.736284820e+01,9.993968167e+01,7.916495364e+01,8.970837295e+01,9.492854764e+01,7.477767720e+00
4.871689000e+01,3.118486492e+01,3.680851750e+01,8.818663754e+01,5.230578250e+01,3.898407479e+01,6.762134499e+01,6.725723354e+00,6.489121007e+01,3.442834057e+01,6.543690647e+01,1.827259349e+01,2.772898356e+01,3.435056894e+01,3.791559484e+00,8.418383881e+01,4.486155450e+01,7.704626772e+01,9.499324577e+00,9.648302082e+01,8.852330069e+01,2.527428427e+01,9.553242269e+00,1.513138896e+01,3.079786250e+01,5.978233939e+01,5.995116978e+01,6.985569815e+00,3.584006735e+01,9.692962773e+01,9.854296919e+01,2.851948208e+01,3.505066023e+01,4.767372901e+01,9.847641608e+01,1.504712992e+01,5.249138797e+01,4.239101945e+00,2.088944109e+01,6.639984405e+01,9.294946624e+01,1.444649650e+01,5.169798903e+00,2.191839800e+01,7.638983264e+01,8.152177823e+01,7.397952291e+01,2.994314372e+01,9.257297067e+01,6.627201723e+01,5.835444800e+01,3.379551180e+01,1.011268280e+00,5.940532475e+01,3.591910398e+01,6.851820928e+01,8.301507031e+01,3.718550727e+01,8.385752486e+01,5.453225717e+01,1.081296994e+01,8.674999514e+01,1.551769150e+01,7.072942499e+01,1.745021345e+01,7.385210014e+01,9.157393965e+01,8.330563877e+01,5.851770932e+01,9.654594983e+01,3.183078399e+01,1.229401970e+01,4.004420527e+01,6.025947767e+01,7.055521762e+01,1.609265839e+01,8.083636519e+01,5.483512495e+01,4.416949137e+01
2.379546988e+01,5.680246870e+01,4.642061129e+00,5.244520431e+01,1.840460218e+01,6.745291273e+01,3.676811588e+01,9.017277610e+01,1.102568093e+00,8.710644298e+00,9.336278339e-01,8.755499448e+01,7.417192711e+01,8.937355367e+01,3.298178638e+01,7.843352487e+01,7.362992953e+01,4.451090903e+01,8.494459969e+01,9.064770672e+01,2.643056167e+01,9.483320702e+01,2.089253299e+01,5.477021760e+01,2.654994786e+01,3.838439452e+01,5.212634158e+01,4.642828502e+00,2.817145785e+01,4.371938625e+01,2.942574327e+01,3.810834275e+01,1.326666716e+00,7.884615811e+01,3.737665578e+01,8.334567877e+01,6.062651393e+01,7.061581196e+01,6.646086032e-01,8.889072756e+01,4.059629060e+01,3.222709307e+01,4.861909514e+01,8.759893749e+01,8.116970864e+01,9.789607782e+01,7.439609784e+01,5.682900555e+01,1.069349315e+01,4.888705850e+01,3.928644554e+00,8.026014689e+00,2.032758322e+01,3.228291752e+01,4.054953607e+01,8.018828988e+01,2.111988647e+01,2.411666395e+01,5.515934386e+01,3.877078695e+01,9.280529005e+01,6.042521673e+01,5.367375379e+01,4.853043162e+01,5.052521503e+01,1.701081822e+01,4.861775180e-02,9.732224989e+01,8.386743190e+01,1.323394511e+01,6.995325019e+01,3.204216676e+01,2.866270459e+01,3.045529809e+01,9.862763447e+01,3.699543805e+01,2.816673501e+01,2.811189157e+01,9.368179435e+01
8.816488702e+01,5.899658970e+00,4.072651357e+01,1.971250735e+01,6.205715994e+01,1.802450751e+01,1.458596437e+00,7.176652244e+00,8.914598473e+01,3.048675684e+01,1.193828717e+01,3.639897682e+01,9.321348538e+00,9.149447813e+01,9.298140793e+01,7.647502925e+01,2.348156187e+01,1.581233796e+01,2.871842305e+01,4.105457211e+01,4.036499864e+01,7.670029408e+01,9.100458543e+01,2.497306060e+01,1.410049750e+01,7.966674780e+01,3.726160113e+01,5.725449351e+01,8.517021762e+01,1.536968136e+01,9.529678254e+01,9.295156510e+01,8.498622824e+01,7.923994800e+01,1.841770429e+01,5.497225934e+01,5.417407417e+01,9.205093991e+01,5.856612786e+01,9.103480617e+01,6.103734142e+01,7.004099487e+01,7.791524014e+01,4.227431051e+01,5.440843985e+01,8.137986286e+01,2.423344237e+01,8.504128244e+01,9.695627452e+01,7.192394468e+01,6.372975372e+01,9.450149650e+01,6.742486552e+01,6.921097948e-01,2.209612283e+01,1.368945799e+01,1.481704782e+01,4.619119473e+01,5.167272791e+01,8.718162537e+01,6.848627509e+01,5.956566217e+01,7.250263679e+01,9.407244635e+01,8.280262636e+01,9.038881666e+01,1.497353796e+01,5.764885378e+01,2.384707767e+01,9.059675583e+01,6.918857620e+01,8.415353548e+01,1.469173189e+01,2.706105462e+01,5.463071941e+01,4.222270949e+01,2.166468739e+01,6.596256713e+01,1.185555097e+01
7.365111643e+01,3.418107143e+01,8.966107012e+01,1.017819933e+01,4.654844471e-01,3.353757080e+01,1.325815821e+01,7.911355815e+01,6.966822576e+00,1.114285456e+01,6.728051811e+01,2.926367917e+01,5.379957615e+01,3.276799522e+01,9.113193030e+00,1.439324016e+01,3.707730382e+01,7.456160025e+01,7.626526379e-01,1.484503808e+01,2.204016038e+01,8.207474918e+01,7.262216925e+00,6.693270482e+01,2.278169548e+01,5.140530829e+01,1.736823394e+01,4.398234277e+01,9.210983558e+01,8.249612604e+01,1.214634705e+01,5.146452092e+01,5.073439046e+01,6.461611346e+01,8.264897166e+00,4.901804361e+01,7.409715491e+01,5.043082634e+01,2.819753557e+01,3.062377536e+01,8.878085042e+01,7.147972685e+01,8.842433688e+01,2.145367107e+01,2.255775291e+01,9.079766130e+01,8.860235278e+01,1.513795491e+01,2.166052918e+01,1.856610636e+01,6.707551869e+01,9.095019541e+01,4.804444589e+00,5.251946316e+01,3.284149791e+00,7.817869630e+01,3.258512905e+01,7.296863287e+01,4.691968986e-01,8.267135781e+01,7.861181048e+01,9.183606973e-01,8.769753996e+00,9.132667789e+00,9.177648132e+01,8.306490252e+01,2.994239252e+01,2.001187472e+01,2.320227911e+01,4.136252777e+01,1.763553177e+01,5.720137873e+01,1.573332755e+01,6.596225668e+01,2.378622298e+01,4.327685108e+01,8.323784479e+01,2.211298571e+01,3.937472098e+01
2.162154185e+01,7.632906476e+01,1.832793702e+01,4.344668665e+01,9.894700355e+01,3.774246944e+01,7.776019993e+01,6.545415203e-01,5.186432142e+01,6.118875711e+00,6.067045385e+01,4.272706534e+01,4.837944827e+01,1.252583295e+01,7.696035887e+01,9.997751261e+01,4.157406125e+01,8.685352652e+01,4.415253988e+01,5.332069034e+01,3.288535560e+01,8.597200343e+01,3.803877934e+01,8.631097878e+01,4.291388977e+00,7.509970693e+01,7.675820355e+01,5.252842081e+01,5.551279977e+01,1.862901327e+01,2.679858736e+01,7.582443831e+01,5.814737569e+01,9.257766903e+00,3.067744175e+01,5.156211101e+01,9.099595230e+01,7.211352636e+01,2.996344421e+01,2.349863434e+00,3.760237556e+01,9.694303357e+01,6.721631887e+01,9.168310252e+01,6.140736628e+01,5.126513931e+01,2.620048969e+00,4.530926172e+01,1.618211929e+01,5.956566140e+01,5.232991550e+01,8.207030003e+01,5.030763402e+01,9.285416935e-01,8.077292763e+01,6.251850722e+01,3.320195223e+01,2.065598185e+01,5.084982011e+01,4.243026747e+00,4.424527605e+01,6.637167755e+01,5.772791003e+01,9.206817723e+01,9.181394268e+01,1.804918917e+01,7.950764086e+01,5.421283631e+01,9.978115921e+01,6.775532810e+01,9.068170113e+01,8.669595222e+00,2.369386223e+01,3.218431321e+01,9.557815260e+01,4.793019339e+01,8.536168370e+01,1.411859792e+01,5.612511386e+01
1.802965754e+01,1.885766152e+01,1.999187829e+01,4.969892936e+01,6.549521746e+01,2.888447408e+00,9.821331489e+01,8.873836527e+01,7.186791555e+00,3.781408222e+01,1.708310617e+01,3.004475260e+01,5.475417366e+01,6.779924535e+01,8.493107053e+01,6.747885155e+01,7.302236841e+01,9.747438842e+01,3.765052625e+01,7.242482908e+01,6.664621751e+01,3.536524810e+01,9.469828627e+01,5.110380306e+01,2.887076222e+00,7.621768329e+01,4.835185521e+01,2.391383861e+01,6.252618631e+01,1.329820856e+01,8.179502105e+01,7.072376356e+01,2.127589975e+01,6.122698018e+01,5.484374157e+01,8.493051772e+01,7.577515381e+01,6.188003349e+01,4.518904687e+01,9.086952909e+00,1.074139819e+01,3.075021900e+01,2.134871934e+00,3.582313456e+01,8.660230267e+01,7.136759794e+01,1.022408200e+01,6.232847445e+01,7.935184943e+01,4.392747560e+01,9.066311241e+01,5.073647924e+01,5.602077537e+01,9.983972107e+01,6.718513774e+01,3.649512515e+01,2.106520456e+01,8.756046310e+01,7.365868989e+01,5.909020993e+01,2.394226430e+01,7.448763932e+01,6.530032490e+01,4.820510264e+01,7.403502406e+01,3.110736747e+01,1.802871091e+01,4.327863276e+01,4.485280077e+01,2.674572019e+01,4.191370491e+01,8.717567026e+01,8.911804946e+01,4.712335795e+01,1.716154756e+01,7.471300027e+01,5.489160432e+01,9.290845215e+01,8.308316657e+01
4.366682413e+01,1.415912161e+01,6.367948600e+01,7.791559186e+01,3.839568814e+01,4.745079015e+01,3.091425960e+01,6.882925102e+01,3.430346605e+00,5.249063967e+01,7.454022935e+01,3.058087272e+01,6.348659518e+01,9.248692673e+01,6.944075872e+01,4.710063093e+01,9.130996042e+00,7.591974320e+01,7.384554392e+01,5.469102189e+00,1.714852282e+01,2.025102097e+01,3.272492877e+01,2.121781070e+01,2.125682493e+01,6.094927796e+01,5.670682809e+01,2.998971284e+01,2.590072634e+01,9.550511785e+01,8.233066960e+01,6.802634306e+00,8.746135108e+01,1.114058875e+01,5.583290013e+01,2.038977619e+00,2.906816928e+01,3.239689929e+01,7.124564942e+01,9.244030167e+01,5.199259787e+01,5.791597943e+01,4.881136001e+01,8.668414818e+01,7.670188890e+01,2.065759039e+01,3.921099066e+01,8.267069856e+01,9.639831546e+01,7.562403172e+01,8.384632019e+01,3.524328849e+01,6.471865661e+01,3.202311919e+01,6.958498478e+01,6.925235534e+01,3.938025768e+01,7.588660977e+01,6.346089267e+01,2.095572779e+01,5.663430566e+01,9.493388669e+00,1.749668590e+01,1.240696150e+00,1.702307366e+01,5.471736769e-01,8.005425352e+01,1.470156896e+01,7.615512748e+01,5.780529831e+01,2.506899720e+01,3.763361908e+01,9.303231043e+01,4.516885045e+00,1.805778966e+01,1.284282160e+01,4.709470197e+01,8.460840076e+01,9.023751879e+01
4.665843197e+01,1.973786930e+01,9.295290593e+01,8.108076147e+01,3.340934294e+01,5.072798298e+01,7.190872797e+01,8.820472959e+00,8.007426649e+01,6.208704420e+01,9.166635134e+01,4.470410795e+01,2.521619105e+01,3.676165552e+01,1.505784472e+01,7.851079555e+01,3.646975217e+00,7.843595157e+01,3.337144086e+01,4.331143200e+01,9.987186029e+01,2.816162063e+01,8.101006148e+01,8.504192874e+01,4.462743408e+01,8.213965684e+01,3.060303540e+01,9.722820213e+01,6.161476533e+01,5.712191648e+01,4.115295755e+01,7.868618162e+01,5.798526400e+01,9.623833262e+01,4.823351175e+01,5.443832389e+01,5.553090119e+01,1.076814372e+00,6.625605515e+01,2.357936664e+01,8.540591888e+01,3.908059502e+01,7.633699179e+01,6.797650633e-01,4.038123175e+00,7.843572461e+01,8.647291411e+01,2.610054071e+01,3.263368313e-01,4.130853199e+00,5.913002602e+01,8.359031589e+01,4.113742679e+01,7.225960699e+00,5.958233985e+01,8.340082335e+01,3.685501498e+01,9.725301407e+01,7.371033900e+01,2.300101918e+01,7.878696840e+01,8.846154268e+01,7.156225436e+01,5.309174869e+01,2.312233867e+01,5.897390422e+01,9.253115496e+01,4.244944742e+00,3.944388468e+01,3.411007324e+01,4.392739233e+01,1.231471794e+01,8.944400884e+00,1.626720783e+01,9.601259888e+01,7.168805993e+01,3.308277176e+01,4.505019105e+00,6.749750692e+01
8.784763874e+01,4.468947280e+01,4.054478776e+01,2.035832124e+01,4.565755185e+01,7.749060603e+01,7.234735441e+01,8.998220046e+00,4.953251126e+01,3.003603661e+01,9.508342339e+01,7.473432073e+00,3.801483540e+01,2.698923188e+01,9.313970636e+01,8.796154399e+01,9.060847976e+01,4.509894711e+01,6.674352406e+01,7.184710690e+00,7.239743350e+00,7.259896188e+01,8.549391890e+00,6.685514624e+01,8.896545374e+01,2.842942581e+01,4.641723679e+01,1.694824263e+01,4.942031033e+00,7.214993717e+00,9.409028589e+01,7.706807524e+01,4.763179972e+01,6.658164933e+01,3.292644055e+00,1.444284453e+01,9.862974762e+01,8.883416321e+01,2.577250512e+01,1.626105548e+01,1.563744340e+01,1.982349438e+01,7.957192087e+01,5.448301653e+01,9.148538248e+01,8.512519973e+01,7.284076236e+01,2.872587593e+01,1.599656279e+01,3.983931429e+01,1.030198639e+01,2.129994033e+01,7.576414559e+01,8.697211414e+01,8.742008310e+01,4.650086805e+01,9.663149990e+01,4.838336252e+01,8.239472075e+01,7.605494692e+01,5.745417921e+01,9.167666748e+01,1.517190614e+01,4.354825703e+01,7.683224134e+01,6.966475592e+01,8.604853667e+01,9.972471235e+01,4.174871045e+01,8.760241913e+01,8.214769370e+01,4.389660629e+01,1.803948576e+01,1.717632494e+01,3.088073782e+01,7.719516672e+01,5.789228016e+01,2.520734155e+01,7.435811574e+01
8.374786396e+00,6.899634116e+01,1.748615330e+00,9.679666153e+01,2.359857927e+00,1.426288472e+01,2.615238295e+01,2.165419801e+01,9.416132168e+01,7.713907251e+01,8.967518751e+01,6.152194155e+01,6.491827490e+01,8.856128208e+01,6.486163160e+01,4.050270502e+01,3.048576066e+01,4.028870898e+01,9.181227946e+01,1.335668359e+00,2.231122606e+00,5.755298470e+01,1.717986445e+01,2.106962829e+01,1.350756641e+01,9.145833275e+01,6.019849160e+00,8.255508353e+01,5.727552506e+01,7.516902383e+01,1.095120929e+01,3.763320102e+01,9.745166740e+00,8.836698062e+01,3.766420126e+01,1.120569640e+01,8.049311832e+01,7.739692501e+01,5.555668492e+01,5.660784395e+00,2.074625876e+01,3.118507255e+01,6.152077462e+01,9.452079559e+01,6.028176806e+01,7.269054474e+01,6.286064012e+01,4.170653447e+01,4.558535948e+00,8.741886008e+01,5.850184842e+01,6.707149672e+01,6.371420113e+01,4.173831196e+01,4.476147750e+01,8.744213659e+01,4.107013783e+01,3.706411740e+01,3.647452512e+01,3.744495101e+00,8.799915271e+01,2.492002507e+01,6.649579166e+00,4.755813078e+01,5.894471019e+01,9.675822692e+01,2.665007591e+01,3.179237767e+01,7.683175212e+00,6.265660659e+01,6.503932483e+01,9.965996520e+01,3.245236610e+01,2.537149795e+01,4.053194927e+01,3.393260041e+01,2.955039686e+01,1.888027360e+01,3.320206574e+01
8.881833357e+01,7.030830421e+01,2.352405277e+01,4.219973242e+01,1.031958317e+01,6.406518803e+00,4.620484461e+01,8.770035350e+00,9.957165159e+01,4.361721287e+01,9.001869916e+01,9.075006651e+01,5.650571008e+01,7.789531076e+01,1.112054050e+01,8.898583845e+01,1.336134853e+01,6.187228608e+01,2.350110948e+01,4.677131644e+01,5.948341257e+00,9.031833976e+01,3.001404942e+00,6.220556069e+01,6.499314825e+01,6.632579315e+01,4.210763335e+01,3.198155659e+01,7.476849347e+01,3.013598167e+01,6.168834246e+01,5.190532235e+00,2.467094638e+01,9.943365946e+01,8.815730766e+01,7.770096722e+00,5.039098573e+01,1.074746484e+01,3.359286181e+01,7.569966956e+01,9.061380804e+01,8.149017378e+01,9.165578205e+01,6.985276794e+01,8.309953282e+01,9.490542896e+00,9.613811965e+01,3.671123957e+01,5.980318749e+01,7.986436527e+01,1.398958534e+01,8.007547032e+01,6.815158628e+01,4.776549199e+01,6.142843673e+01,3.555137797e+01,6.502223515e+00,5.419351371e+01,1.365344568e+01,9.541494124e+01,8.085251328e+01,8.285367671e+01,5.754029774e+01,1.457718375e+01,9.888341141e+01,9.158710084e+01,1.038184242e+01,7.199785313e+01,9.231660445e+01,7.701005745e+01,3.831234317e+01,6.217594434e+01,9.397340094e+01,7.301866980e+01,5.622016938e+01,9.821368877e+01,2.339067841e+01,5.346547051e+01,4.191985596e+00
3.725108539e+01,3.299312430e+01,2.126754638e+01,4.662359676e+01,9.868755005e+01,1.969344779e+01,1.204091893e+01,9.894600744e+01,1.386366859e+00,1.241353989e+01,8.773082572e+01,8.686559949e+01,6.875525555e+01,2.454062019e+01,1.207616096e+01,7.318272200e+01,6.759894489e+01,8.825381289e+01,9.245435545e+01,3.654218507e+01,4.584951401e+01,4.886167702e+01,7.840091269e+01,4.518689414e+01,1.310984991e+01,9.811261469e+01,8.614519357e+01,3.790404949e+01,3.142734014e+01,2.126111764e+01,5.847798070e+01,1.114479064e+01,3.730425120e+01,6.588210140e+01,1.985126173e+01,9.924468769e+01,9.225825150e+01,6.055878994e+01,3.120987374e+01,7.297254416e+01,4.887321913e+01,5.907766045e+01,4.839019637e+01,4.448845307e+00,3.996430653e+01,6.863889185e+01,6.490984061e+01,8.365296764e+01,8.644821963e+01,6.327642972e+00,3.505198028e+01,3.712263525e+01,1.378757831e+01,1.447396886e+01,3.705400124e+01,1.512481194e+01,1.893272094e+01,9.782873855e+01,6.954227895e+00,9.052508362e+01,3.688682896e+01,4.325308934e+01,3.735904833e+00,6.789040368e+01,7.072934364e+01,3.019535268e+01,5.616725774e-01,8.174266282e+00,6.851109195e+01,6.213561943e+01,3.776750763e+00,9.372373568e+01,6.423054589e+01,8.389264114e+01,9.799607099e+01,3.315585874e+01,2.773379064e+01,7.131798802e+01,7.459823806e+01
7.071306899e+01,1.794785107e+01,8.603504172e+01,7.778861456e+01,9.996223236e+01,6.396325103e+01,6.679173801e+00,5.275747662e+01,5.584444039e+01,4.476079434e+01,9.953979865e+01,8.452879566e+01,6.815864336e+00,8.823484743e+01,9.891449539e+01,5.726913723e+00,3.320693701e+01,9.478626484e+01,7.049668476e+01,3.044865228e+01,4.390483237e+01,7.851669211e+01,3.704895303e+01,4.962062590e+01,9.584952686e+01,8.984248649e+01,2.234036087e+01,8.170062386e+01,6.460753023e+01,3.599334676e+01,4.741508812e+01,3.451385453e+01,1.303848982e+01,2.946263528e+01,9.819431466e+01,9.072118926e+00,3.476533383e+01,6.412255952e+01,3.760203586e+01,5.409129288e+01,8.759538748e+01,2.954652818e+01,3.355613669e+01,2.461742861e+01,6.954781269e+01,9.267386748e+01,1.257586401e+01,8.008068420e+01,7.876514698e+01,9.735731910e+01,2.635781524e+01,2.896282996e+01,4.038440744e+01,7.494964634e+01,3.404843873e+01,8.245887818e+01,4.983541963e+01,1.971213620e+01,8.672364453e+01,1.723357678e+01,2.140607263e+01,7.860588719e+01,4.032277230e+01,8.680134915e+00,5.221262869e+00,1.656516155e+01,8.488487894e+01,7.428989381e+01,1.236861774e+01,7.637385626e+01,9.544680403e+01,8.446887051e+01,7.855635670e+00,7.636826773e+01,3.722441903e+01,4.734782687e+01,3.894830646e+00,9.874882806e+01,1.011045401e+01
2.732158837e+01,2.335530013e+01,8.422123932e+01,5.579982863e+01,9.821478525e+01,4.525446713e+01,4.761623145e+01,4.045573295e+01,7.773499508e+00,5.514193747e+01,5.270677781e+01,5.019696964e+00,5.427693054e+01,9.126223882e+01,1.472264401e+01,1.963412707e+01,8.990567907e+01,8.972061070e+01,2.965431051e+01,4.359556432e+01,6.363748058e+01,7.010694116e+00,9.365616747e+00,1.892092723e+01,1.361375154e+01,5.806509149e+01,4.089067374e+01,8.591190500e+00,8.412957233e+01,5.506753498e+01,3.851178641e+01,3.323549148e+01,4.228896529e+01,5.860910504e+01,6.474489223e+01,3.923227235e+01,6.324308812e+01,8.453987603e+01,1.138157592e+01,8.762643039e+00,9.234661354e+01,4.218259929e+01,9.952538163e+01,6.493499914e+01,2.687610055e+01,2.459490619e+01,9.575553502e+01,1.408586778e+01,2.198521040e+01,9.290399231e+01,9.994575279e+01,9.118402154e+01,6.058044606e+01,6.146033869e+01,8.483375105e+01,5.271909473e+01,3.150771334e+01,1.108991241e-01,8.013487233e+01,9.721205629e+01,4.641143979e+01,3.947778477e+01,4.787129106e+01,8.500623191e+01,4.239129150e+01,6.754478948e+00,2.093831865e+01,8.550206304e+01,1.787017702e+01,3.610365422e+01,6.533205103e+01,1.507208014e+01,9.225050874e+01,7.678210594e+01,9.161816527e+01,9.563472073e+01,3.081225418e+01,7.330766778e+01,7.068489838e+01
8.433155380e+01,8.005317758e+01,1.345975570e+01,4.930200715e+01,7.901977859e+01,2.016142052e+01,3.312282617e+01,9.252487613e+01,4.047342723e+01,8.674578953e+01,9.410887708e+00,4.748537843e+01,8.450552683e+00,5.789400826e+01,9.211893864e+01,9.093735614e+01,9.370002102e+01,2.296788844e+01,9.942195710e+01,1.493647456e+01,8.815342252e+01,7.030972123e-01,4.066121069e+00,6.160150748e+01,2.600763564e+01,9.485028208e+01,7.274381984e+01,3.618934979e+01,2.651987368e+01,9.375239469e+01,9.518182519e+01,4.804687076e+01,8.184614406e+01,7.991633964e+01,8.740069482e+01,2.273710682e+01,2.271125513e+01,4.429430024e+01,9.811624743e+01,5.764942916e+01,1.223482373e+01,3.563197241e+01,6.977314864e+01,5.740972545e+01,5.216093383e+01,6.943106697e+01,4.896970103e+01,5.673785070e+01,3.456066809e+01,3.235524235e+00,4.398147043e+01,1.725046216e+01,6.350275196e+01,3.885124224e+01,4.989071591e+01,2.029181182e+01,4.408790607e+01,1.587835971e+01,1.815067108e+01,8.782082259e+01,8.602746572e+01,2.022999545e+01,4.502366324e+01,1.635450360e+01,7.380476263e+01,2.658945442e+01,6.760225413e+01,1.117147877e+01,7.835481285e+01,6.436182950e+00,5.286466455e+00,9.021964007e+01,3.291889946e-01,5.479707125e+01,8.495591219e-01,9.791075027e+01,9.176449854e+01,8.604960413e+01,5.918353839e+01
5.317757381e+01,7.249389069e+01,2.830968942e+01,7.903972160e+01,7.136304911e+01,8.997726985e+00,7.150180632e+01,5.052391775e+01,6.870793292e+01,2.051242472e+00,6.411925980e+01,3.537009514e+01,5.247453467e+01,1.574765874e+01,4.086131295e+01,2.829834280e+01,4.174343651e+01,7.496298150e+01,5.342709275e+01,5.734745885e+01,9.004281810e+01,7.468294460e+01,7.221316409e+01,1.408781533e+01,6.944572593e+01,9.041251794e+01,8.046667926e+01,2.291505894e+01,5.984667950e+01,6.995181493e+01,8.181132144e+01,4.632944846e+01,5.121276344e+01,5.748028386e+01,7.812746295e+01,3.345896635e+01,2.378496753e+01,2.513704672e+01,5.397496266e+01,3.620295488e+00,2.634760542e+01,9.207262834e+01,9.724565226e+01,8.544097601e+01,8.333128779e+01,7.241338661e-01,2.968979693e+01,3.811438152e+01,5.783199184e+01,1.366220509e+00,2.973026876e+01,4.667144838e+01,8.178470269e+01,7.587891325e+01,8.210979515e+01,5.101366680e+01,5.286976424e+01,7.269361782e+01,9.653488614e+00,5.152211351e+01,6.017240236e+01,7.840190733e+01,9.614090609e+01,5.028363311e+01,2.324707754e+01,1.451122994e+01,2.151083496e+01,2.276340140e+01,5.743258397e+01,8.623310350e+01,6.528412709e+01,9.599749914e+00,8.534694856e+01,7.247008571e+01,9.447946275e+01,6.201326911e+01,9.089718053e+01,6.007118114e+01,2.274875630e+01
