v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68
2.926280418e+01,1.540984937e+01,6.634052646e+01,9.377188314e+01,8.415421871e+01,4.046398514e+00,2.298614967e+01,4.664932453e+01,4.920888495e+00,4.757581577e+01,6.210551388e+01,9.277310529e+01,9.483253431e+01,8.583901478e+01,3.761193070e+01,8.039580559e+01,9.884432183e+01,1.518191494e+01,6.782624139e+00,3.303324833e+01,2.971736047e+01,9.398323139e+01,3.990624770e+01,9.698978070e+01,6.836775165e+01,4.483631568e+01,3.421510371e-01,1.198002348e+01,5.423277978e+00,9.225388380e+01,7.105977452e+01,4.356297853e+01,7.886503999e+01,4.659932791e+01,5.845502122e+01,5.401592249e+01,2.781617760e+01,7.466224980e+01,5.742645313e+01,6.387493103e+01,6.033968135e+01,7.104613761e+01,6.948300049e+01,5.514505485e+01,1.289430221e+01,9.461619953e+00,1.663166288e+01,1.895802269e+01,5.176677982e+01,3.285274108e+01,7.279207031e+01,5.485738586e+01,3.889026589e+01,8.747465272e+01,6.015375262e+01,5.818045607e+01,6.767355781e+00,8.706407542e+01,8.336502013e+01,6.807695224e+01,4.420531683e+01,2.236470854e+01,7.228033662e+01,7.077955019e+00,5.063943893e+01,9.243328257e+01,4.535193977e+01,3.900632309e+01
8.776796212e+01,6.631101872e+01,7.381096361e+01,7.381873556e+01,3.341543101e+00,9.686880600e+01,5.560232401e+01,4.242745917e+01,5.013958773e+01,6.524256306e+01,6.581040148e+01,2.892672252e+01,6.952671508e+01,1.795368171e+01,4.752922189e+01,2.533579868e+01,5.153581719e+01,5.042722824e+01,4.969138474e+01,3.645549416e+01,2.233290337e+01,1.720386752e+01,8.004305165e+01,7.777354899e+01,8.819919660e+01,9.551387450e+01,3.129910425e+01,7.484673729e+01,1.556295875e+01,2.571137091e+01,9.941913918e+00,7.065161773e+01,5.993436654e+01,9.077192524e+01,5.903748077e+01,9.976368613e+01,5.653291013e+01,1.303849631e+01,8.734513347e+01,9.891013972e+01,2.835442131e+01,7.112822672e+01,4.094311698e+01,4.798728954e+01,3.308341696e+01,9.230716827e+01,5.949224316e+01,9.121603141e+01,7.416246500e+01,7.426626705e+01,9.034685510e+01,5.465424205e+01,1.872990346e+01,5.503148176e+01,6.203118507e+01,8.300126254e+01,1.592774785e+00,3.054367079e+01,2.199325358e+01,5.266103266e+01,7.451068275e+01,9.696026657e+01,6.310577933e+01,7.445677604e+01,1.423532526e+01,1.451839853e+01,3.462065249e+01,2.353291054e+01
2.971928106e+01,4.048525047e+01,8.950455224e+01,2.557131848e+01,6.293238051e+01,2.738351904e+01,3.351794666e+01,5.495754263e+00,2.050250421e+01,2.454538872e+01,1.294504125e+01,9.381985554e+01,8.482256096e+01,3.077508116e+01,9.006344371e+01,2.445626053e+01,2.426654615e+01,5.739762920e+01,5.769009292e+01,7.154469022e+00,6.465457450e+01,9.240463955e+01,9.607197656e+00,8.331248961e+01,4.094450803e+01,2.641301730e+01,4.820409084e+01,8.989652568e+01,7.403454192e+01,5.299733381e+01,9.951164522e+01,7.368569471e+01,3.845976489e+01,9.785914526e+01,1.199566811e+01,6.058807037e+01,3.274019821e+01,3.357300726e+01,6.683216827e+01,8.987204114e+01,2.675182405e+01,3.249730322e+01,8.501755018e+01,3.048721897e+01,7.601780913e+01,4.547813894e+01,3.834159405e+01,3.686128143e+01,8.399014516e+01,9.490022567e+00,9.383964477e+01,2.084227765e+01,5.261972507e+01,7.276651506e+01,9.992547992e+01,8.256096793e+01,7.898432339e+01,2.937317710e+01,9.113138112e+00,9.355241807e+01,6.273782970e+01,1.884317628e+01,7.083052309e+01,7.872667938e+01,2.851859914e+01,7.634127689e+01,6.637088311e+01,9.319335478e+01
4.819866559e+01,8.636036744e+01,2.894596646e+01,4.977314989e+01,4.724678551e+01,7.282318424e+01,9.408833248e+01,4.740261284e+00,8.740014178e+00,3.347024706e+01,5.328486440e+01,3.567514738e+01,8.893528541e+01,6.237830349e+01,1.766355403e+01,1.942366761e+00,5.330112153e+01,2.527865295e+01,7.741549729e+01,4.529884450e+01,3.286388543e+01,4.218320949e+01,4.327909406e+01,5.006896430e+01,9.498106177e+01,7.498628887e+01,9.128763364e+01,5.666854644e+01,1.447982703e+01,9.305968376e+00,3.579045421e+01,2.970602561e+01,7.245668802e+01,7.430647089e+01,6.253564738e+01,7.599057818e+01,5.712739793e+01,4.945734978e+01,6.419627243e+01,6.408078634e+01,3.537327903e+01,9.937022902e+01,8.558367142e+01,3.137359751e+01,2.804355430e+01,7.013577508e+01,9.241125941e+01,9.569474930e+01,2.691049999e+01,4.765193215e+01,9.016715515e-01,8.148089973e+01,1.607578454e+01,7.777040244e+01,3.275451146e+01,6.958949299e+01,2.725601634e+01,8.895964919e+01,5.711331281e+01,6.132195820e+01,3.114837507e+01,1.339811945e+01,6.198503856e+01,2.121635012e+01,9.877122145e+01,4.665272775e+01,7.772804827e+01,2.250063583e+01
5.621890115e+00,4.655514592e+01,2.659353950e+01,4.102755804e+01,6.915575076e+01,4.788262590e+00,9.943595861e+01,5.082073465e+01,5.793676713e+01,2.596645844e+01,5.903075887e+01,9.435496035e+01,9.370027614e+01,8.502536361e+01,2.380478704e+01,6.727444388e+01,6.522077710e+01,3.660418212e+01,1.923832569e+01,3.686827326e+01,6.856641145e+01,2.121460804e+01,5.524129214e+01,3.959538857e+01,6.983688493e+01,5.806224759e+00,3.292374167e+01,5.671491291e+01,4.334699401e+01,7.964183473e+01,7.089573931e+01,4.487474825e+01,1.275945705e+01,1.972267990e+01,4.156716503e+01,1.149205740e+01,8.663838509e+01,8.270827622e+01,9.613469903e+01,8.624629659e+01,1.984169348e+01,1.677436734e+01,2.073942405e+01,3.297809407e+00,3.481162158e+01,7.678172696e+01,7.969079465e+01,4.617153760e+01,8.513627392e+01,3.978661920e+01,8.813860289e+00,5.292107725e+01,6.280289955e+01,9.506694360e+01,2.119781860e+00,5.324230372e+01,4.623743321e+01,9.896548401e+01,9.696812621e+01,3.981556542e+00,6.406598148e+01,7.934264717e+01,2.850925597e+01,6.604343989e+01,2.236917482e+01,1.136746767e+01,2.150344170e+01,6.690291881e+01
4.410730655e+01,4.797328391e+01,7.153897992e+01,2.694928243e+00,9.593478137e+01,9.825326796e+01,4.386046816e+01,5.871088000e+01,7.575833360e+01,1.115739084e+01,3.891893106e+01,4.960262813e+01,4.508375675e+00,1.837481071e+01,4.519844729e+01,6.174457173e+01,3.729851990e+01,7.017326095e+01,3.091470055e+01,2.388984658e+01,3.039667616e+01,7.587679557e+01,8.843141534e+01,8.744543915e+01,1.549452473e+01,3.707888103e+01,1.700294382e+00,8.952466615e+01,4.156243709e+01,4.270020899e+01,4.332964884e+01,4.723184951e+01,6.558713024e+01,4.594238884e+01,9.157988685e+00,9.896103777e+01,2.303552342e+01,8.575054726e+01,1.740712296e+01,8.218219850e+01,7.087963597e+01,1.274250173e+00,9.547803412e+01,4.044014640e+00,4.240954758e+01,2.593350787e+01,7.430736333e+01,2.362059811e+01,2.679182903e+01,8.038084461e+01,7.623477311e+01,2.496858437e+01,4.328306139e+01,4.569370178e+01,3.966766834e+01,8.284241660e+01,1.173136293e+01,9.319397456e+01,8.822988414e+01,5.565550687e+01,8.245434946e+01,9.168406473e+01,8.574567743e+01,3.786289781e+01,4.120177531e+01,7.303021997e+01,8.155110998e+01,3.410235828e+01
4.299030822e+01,3.131653630e+01,6.476325843e+01,8.407490661e+01,7.064542694e+01,6.843479108e+00,6.993056965e+01,4.942014925e+01,2.607942449e+01,1.929074641e-01,4.719770372e+01,9.198065494e+01,9.838089062e+01,9.028168272e+01,1.330154111e+01,1.041346737e+01,5.384863097e+01,8.792211775e+00,9.110973151e+01,8.897394209e+01,5.780718354e+01,3.962382943e+00,3.311853417e+00,9.815901236e+00,2.151082047e+01,2.049632984e+01,5.563418670e+01,2.279778991e+01,8.943342800e+01,2.391382518e+01,5.554209385e+01,3.778197237e+01,4.401450008e+01,4.275922448e+01,6.291792661e+00,5.489555931e-01,2.140598027e+01,4.603368888e+01,8.754491078e-01,9.541125944e+01,3.109583554e+01,8.233657819e+01,5.177112551e+01,5.471934919e+01,5.163150108e+01,6.774726023e+01,9.230950869e+01,7.133892294e+01,9.066445549e+01,1.997747709e+01,7.887357841e+01,9.123045661e+01,5.071092239e+01,8.474658216e+01,2.183797494e+01,1.265018089e+01,4.215423770e+01,7.897918030e+01,6.540848852e+01,8.742722492e+01,3.525012164e+01,5.797252502e+01,5.817225956e+01,3.046303187e+01,3.022268827e+01,2.966456287e+01,2.439335303e+00,5.735653304e+01
5.368695295e+01,8.494523349e+01,1.175570700e+01,8.981701348e+01,4.617837647e+01,4.942077088e+01,2.018784052e+00,6.048800611e+01,5.435799258e+01,7.855020394e+01,4.705043695e+01,3.272693519e+01,9.410465870e+01,7.964815320e+01,6.863191954e+01,5.952266055e+01,5.715774148e+01,9.060371917e+01,2.818372337e+00,8.738128518e+01,4.275471171e+01,9.800840208e+01,4.936852235e+01,7.445590369e+01,2.633326130e+01,9.841438849e+01,1.742499490e+01,8.530052422e+00,9.210102614e+01,3.342705372e+01,1.240967358e+01,3.119520622e+01,1.238797705e+01,5.500051085e+01,1.408712182e+01,5.577459034e+01,2.440909894e+01,6.510731232e+01,5.751937018e+01,6.556924046e+01,1.002076172e+01,1.048651223e+01,6.304552907e+01,1.111581636e+01,7.706549463e+01,2.997856957e+01,2.894189982e+01,4.060504171e+00,2.269787104e+01,4.317601819e+00,9.534326034e+01,9.812926078e+01,8.695007943e+01,7.755136318e+01,9.734196572e+01,6.024504971e+01,8.082615946e+00,2.326407067e+01,9.424673043e+01,8.821633946e+01,4.265076870e+01,2.767713274e+01,5.186883484e+01,8.209793826e+01,6.511097254e+01,2.420038988e+01,9.646482683e+01,9.523980335e+01
4.364285686e+01,8.680342095e+01,9.708488650e+01,2.338656230e+01,3.126016069e+01,9.541718622e+01,4.411661561e+00,1.926173406e+01,6.485431088e+01,6.856489791e+01,7.521515635e+01,6.933370638e+01,2.539803777e+00,2.557939769e+01,1.357748641e+01,2.043982951e+00,2.904494856e+01,7.490671427e+01,9.618362929e+01,3.241132923e+01,8.755704596e+01,8.621390400e+01,4.786439859e+01,5.329111245e+01,9.081189128e+01,2.114215957e+01,5.720996957e+01,8.749923703e+01,1.760257534e+01,1.997650740e+01,9.385080272e+01,2.725975670e+01,1.106049967e+01,7.907420618e+01,7.392490114e+00,5.691328856e+01,8.491130007e+01,3.377412144e+01,4.323162903e+00,2.165384721e+01,5.414206706e+01,2.078083750e+01,2.272051851e+01,9.487007849e+01,3.041241796e+01,9.215713073e+01,6.685348583e+01,6.844388636e+01,1.046577892e+01,6.442966550e+01,2.258617627e+01,3.045069907e+01,3.591081128e+01,3.631242980e+01,2.573880967e+01,6.382794481e+01,2.983843368e+01,2.130939178e+01,2.502730481e+01,7.843568603e+01,4.087062420e+01,1.034310119e+01,4.525633223e+01,8.857130263e+01,1.029692773e+01,4.151220836e+01,4.914544022e+01,9.431513780e+01
6.231578258e+00,8.525317939e+01,3.145246648e+01,7.444307549e+01,3.613751040e+01,4.816246643e-01,4.361601736e+01,7.410914909e+01,6.841200772e+01,1.780659213e+01,3.800926638e+01,6.884512180e+01,7.845805443e+01,8.591726482e+01,5.041818191e+01,4.454248431e+01,9.894406916e+01,8.052682832e+01,1.749430066e+01,7.371042719e+00,4.711119069e+01,6.140884043e+01,1.881458474e+01,3.321532007e-01,9.134229749e+01,5.045441160e+01,3.234121825e+01,7.631163832e+01,2.414268846e+01,2.499130608e+01,7.999855318e+01,6.221861531e+00,7.004313559e+01,6.815154837e+00,9.518668327e+01,3.102605230e+01,8.428242311e-01,9.694683403e+01,5.580110570e+01,8.390675118e+00,2.740315519e+01,2.486701073e+01,8.482427969e+01,1.006735869e+01,7.514792178e+01,7.707375774e+00,2.262828942e+01,8.514249216e+01,8.297646008e+01,1.739628694e+01,8.365927069e+01,1.069597917e+01,1.350773504e+01,8.343130653e+01,1.837222100e+01,6.820607350e+01,4.236670328e+01,4.910088922e+01,9.830183129e+01,5.986997876e+01,8.431776975e+01,8.960414898e+01,8.637587047e+01,2.471364078e+01,4.980179665e+01,6.844706872e+01,6.007562464e+01,3.144706128e+01
8.942104546e+01,4.774722711e+00,2.612671757e+00,4.619808343e+01,3.824702129e+01,7.581209374e+01,7.573850274e+01,3.230460310e+01,5.161571741e+01,8.397773092e+01,3.147704225e+01,1.611026783e+01,1.039937462e+01,9.795608482e+01,6.262005051e+01,9.823088730e+01,1.341794870e+01,2.476695805e+01,2.115560277e+01,1.609146776e+01,4.666690020e+01,5.143592013e+00,7.204560863e+01,3.825021200e+01,4.126300885e+00,7.694982383e+01,9.626231271e+01,2.159377851e+01,3.965051287e+01,9.849248172e+00,8.410912326e+00,9.214577546e+00,2.955190533e+01,9.540542461e+01,2.883397599e+01,3.576198639e+01,3.404821782e+01,3.254511141e+00,3.486347995e+00,4.978457748e+01,6.040177323e+01,1.334200180e+01,9.789314734e+01,8.539685378e+01,6.808024134e+01,2.191785892e+01,5.939531476e+01,9.476593776e+00,1.455078153e+01,5.757206617e+01,4.858336381e+00,9.858489146e+01,5.313092898e+01,7.935474118e+01,8.765249025e+01,4.900897285e+01,9.181476733e+01,2.436825805e+01,6.975503923e+01,7.087719651e+01,5.425998229e+01,6.437860286e+01,5.317716643e+01,6.800376926e+01,6.939524942e+01,4.691743600e+01,6.895558133e+01,8.844338200e+01
2.614983276e+01,3.784612918e+01,2.720944223e+01,8.430532030e+01,9.053350107e+01,2.818606715e+01,4.989826701e+01,1.640101070e+01,9.336281048e+01,7.169636507e+01,4.692704661e+00,9.515758898e+01,6.849070809e+01,6.588533038e+01,9.888136998e+01,7.414106025e+01,2.922238624e+01,2.732924303e+01,6.358178299e+01,7.378213193e+01,6.579827030e+01,7.940741743e+01,4.469841249e+01,3.509292211e+01,1.783923791e+01,5.357598930e+01,9.945025459e+01,4.033728626e+01,3.957720601e+01,2.247487439e+01,4.995854236e+01,6.291776062e+01,7.262380390e+01,3.991393241e+01,3.535817128e+01,6.071953202e+01,9.014367072e+01,6.379647473e+00,4.102893948e+01,4.770932935e+01,2.060481348e+01,1.294732769e+01,1.772724410e+01,8.283993129e+01,5.898750523e+01,1.355687036e+01,3.631762192e+01,9.771130961e+01,5.661722645e+00,1.481337223e+01,5.225877146e+01,1.600190884e+01,7.529265301e+01,6.121310689e+01,3.221149040e+01,6.539358752e+01,8.843291007e+01,8.816209403e+00,9.347141565e+01,5.063018164e+01,7.669963301e+01,3.838776636e+01,9.612336791e+01,2.870370010e+01,5.497363943e+01,1.620120398e+01,4.422568298e+01,2.436242386e+01
6.099260849e+01,9.915687137e+01,3.688651920e+01,5.254867401e+00,7.289096672e+01,6.554095094e+01,4.717211544e+01,6.549639421e+01,4.616901710e+01,4.547084761e+01,4.920800812e+01,4.086862313e+01,3.923661470e+01,8.073581889e+01,6.407686542e+01,6.621382100e+01,6.824648637e+01,7.866665142e+01,8.086369690e+01,1.544288213e+01,8.302180171e+01,6.638746605e+01,7.353301870e+01,5.045909567e+01,3.090263625e+01,6.945556834e+01,5.415057152e+01,2.394387376e+01,4.357197811e+00,6.139366420e+01,6.020907797e+01,9.882889858e+01,6.735163041e+01,5.127392098e+01,1.090253174e+01,9.851296119e+01,1.371252233e+01,4.405494372e+01,3.923316226e+01,2.042290543e+01,2.661545838e+01,5.858652051e-01,4.002469098e+01,7.083884935e+00,5.563696277e+01,2.272906287e+01,4.632075463e+01,8.648433795e+01,8.527022954e+01,5.994968960e+01,9.654978363e+00,5.137082334e+01,4.963458446e+01,4.038965081e+01,7.018383929e+01,5.564095758e+01,2.444117692e+01,8.082854813e+01,2.472563919e+01,1.087829926e+01,2.159710181e+01,3.537544271e+01,1.179608434e+01,4.627460900e+00,4.534028655e+01,9.999906163e+01,1.685071354e+01,4.864414420e-01
7.633687089e+01,2.289233681e+01,2.733623873e+01,7.283668527e+01,2.066620592e+01,3.091781868e+01,7.849129297e+01,3.057650533e+01,9.170998182e+01,6.874830427e+01,7.442261540e+01,2.332910532e+01,8.556521080e+01,5.310029712e+00,1.658922884e+00,6.729355576e-01,8.725453634e+01,6.305463054e+01,8.997535897e+01,7.953764010e+01,4.078134596e+01,7.525135187e+01,9.829910179e+01,8.725879005e-01,6.182214235e+01,1.124474994e+01,7.944432695e+01,9.217144671e+00,4.894551872e+01,6.846370030e+01,3.086874456e+01,5.244497407e+01,2.035710039e+01,3.465282866e+01,4.409471644e+01,4.287649538e+01,3.923637694e+01,7.256874424e+00,7.234912038e+00,1.867137299e+01,3.742810718e+01,9.076420946e+01,3.188993588e+01,1.489046132e+01,2.508708900e+01,7.255716527e+01,9.603390045e+01,5.931020996e+01,6.658354280e+01,6.451936957e+01,6.329455808e+01,2.322241189e+01,3.891657475e+01,9.221295113e+01,7.729174224e+01,6.858859971e+01,9.130694317e+01,2.627197493e+01,6.423854822e+01,5.574403246e+01,3.393586289e+01,1.509923085e+01,5.104188488e+01,4.092449657e+01,8.416227531e+01,5.796126916e+01,4.341042380e+01,1.282612084e+01
2.339491755e+01,3.085399784e+01,7.437572854e+01,8.927706036e+01,3.868467552e+01,1.067296898e+01,3.790306168e+01,2.632876595e+01,2.169373066e+01,4.458699286e+01,3.607945574e+01,1.130314835e+01,7.584950678e+00,7.614404844e+01,2.698669297e+01,3.917130196e+01,4.427762956e-01,1.410966090e+01,5.551037117e+01,8.101918237e+01,4.260618291e+01,4.820474102e+01,3.160978770e+01,2.651637878e+01,3.466058979e+01,9.520240342e+01,1.274174686e+01,1.011176329e+01,5.545970534e+01,4.040563761e+01,2.242233651e+01,3.573781285e+01,7.353930841e+01,7.504905200e+01,3.812861873e+01,7.643397170e+01,1.700233211e+01,1.605460977e+01,9.425789840e+01,3.535784000e+01,1.305402431e+01,5.006720194e+01,5.023203406e+01,6.372491283e+01,7.807996020e+01,8.012551488e+01,7.681666657e+01,6.509508330e+01,4.536929201e+01,1.612919562e+01,9.268421274e+01,2.201768280e+01,4.538873595e+01,4.458949631e+01,5.329333143e+01,3.342129446e+01,3.720273580e+00,2.097398360e+01,9.645325369e+01,9.444238870e+01,2.116201757e+00,2.799971138e+01,7.058301040e+00,5.956320633e+01,2.080385760e+01,3.670925519e+01,7.979804143e+01,5.177420191e+01
7.426351002e+01,2.050002509e+01,3.055876780e+01,6.633784143e+01,2.087901836e+01,9.852563671e+01,3.993085609e+01,5.165082922e+01,3.932384982e+01,7.433069605e+01,7.363516866e+01,5.718673380e+00,7.771175576e+01,3.950107996e+01,2.895929624e+01,9.718379904e+01,3.207760597e+01,7.199489268e+01,4.388443298e+01,7.496051475e+01,4.637455056e+01,3.836307903e+01,3.653984349e+01,7.890140442e+01,8.914116626e+01,5.710167858e+01,1.902881185e+01,9.994966800e+01,2.833839202e+01,4.770759117e+01,7.759257797e+01,3.811180603e+01,6.100621805e+01,3.823357551e+01,9.491018235e+00,1.849276990e+01,5.856476699e+01,4.614792588e+01,3.328239332e+01,1.607207847e+01,9.088836617e+01,2.993604782e+01,7.618563503e+01,3.465419771e+01,5.571728183e+01,5.354480796e+01,5.824277547e+01,3.836693620e+01,3.419562292e+01,1.315342376e+01,9.936546804e-02,3.297613600e+00,8.092120488e+01,4.889048449e+01,4.142996795e+01,3.872768956e+01,9.810094103e+01,5.943119028e+01,5.630599820e+01,8.268721009e+01,9.279530850e+01,9.329392850e+01,8.342668644e+01,6.453584948e+01,1.531326543e+01,6.227124820e+00,8.497903530e+01,1.114719341e+01
4.333520127e+01,7.983664980e+01,5.791175780e+01,8.606046857e+01,7.829199565e+01,7.809632478e+01,6.801289801e+01,5.991071167e+01,4.204055061e+00,9.286211269e+01,9.044243453e+01,4.202886722e+01,8.916308386e+01,1.429263939e+01,7.991688642e+01,6.492232901e+01,8.543311555e+01,5.402446510e+01,3.260493470e+01,1.176204981e+01,5.139721493e-01,5.514869336e+01,2.939243542e+01,4.630556457e+01,6.481827303e+01,7.096569280e+01,6.759378881e+01,4.432964086e+01,3.425938877e+01,2.056298935e+01,5.291734291e+01,5.589546145e+01,2.977320201e+01,1.470704081e+00,5.971519490e+01,7.136046555e+01,1.266384306e+01,4.215286130e+01,8.680695174e+01,7.451838914e+01,1.194812977e+01,9.170322440e+01,1.197140037e+01,5.389405563e+00,9.516012996e+01,4.602539761e+01,4.660691505e+01,3.968005635e+01,8.807146467e+01,7.540140652e+01,5.659002118e+01,9.874247027e+01,3.576603357e+01,3.349683699e+01,5.254506318e-01,5.923387538e+01,9.621200496e+01,1.394407470e+01,3.453181988e+01,9.118656582e+01,9.485928864e+01,2.647568065e+01,7.339312493e+00,9.610797786e+01,1.202728680e+01,8.344111187e+01,5.497925407e+01,8.288806227e+01
6.422343602e+00,1.259386795e+01,3.634293151e+01,6.943405585e+01,2.034650263e+01,9.061829675e+01,5.856971474e+01,9.680041614e+01,2.216470890e+01,1.494770015e+01,1.559393289e+01,1.493344267e+01,5.055847030e+01,7.479553545e+00,2.711893479e+01,7.002092370e+01,3.693018555e+01,2.036740973e+01,8.572254965e+01,1.837173569e+01,2.062280375e+01,4.446840073e+01,1.613841145e+01,2.486969912e+01,8.673249642e+01,6.916383369e+01,3.534444382e+01,9.850146562e+01,5.922523179e-01,9.823437238e+01,5.607612065e+01,1.553387520e+01,2.165987790e+01,2.730042795e+01,9.771915044e+01,6.705959896e+01,8.444457389e+01,8.005245233e+01,6.146505518e+01,7.933836871e+01,5.324957313e+01,6.781428114e+01,5.801396421e+01,9.916780208e+01,2.796267644e+01,2.482012287e+01,3.496232866e+01,3.501019840e+01,6.927070130e+01,3.774748671e+01,4.569104896e+01,1.557007268e+01,6.570423165e+01,8.259421653e+01,9.752352884e+01,1.726774359e+01,7.081448555e+01,2.924702283e+01,9.774352963e+01,9.167448366e+01,3.307273960e+01,3.705151240e+01,3.091130337e+00,8.741936475e+01,1.236857382e+01,5.476459682e+01,5.892686026e+01,5.837407418e+01
8.169279467e+00,6.019863126e+01,8.855269554e+01,6.450290311e+01,1.848566533e+01,3.550512007e+01,9.868134832e+01,9.476163899e+00,3.275264636e+01,9.587296776e+01,7.495724100e+01,9.109628884e+01,3.849396329e+00,2.670084354e+01,5.138265288e+01,9.039511653e+00,7.093293753e+01,8.773463360e+01,7.718990818e+01,6.248324285e+01,7.143389236e+01,2.800632621e+01,8.082607715e+00,4.607221925e+01,6.131733629e+01,6.556958975e+01,2.686712508e+01,6.297037185e+01,9.920063925e+01,8.641110056e+01,3.354208071e+01,3.628099493e+01,9.761825698e+01,5.162272277e+01,3.575959560e+01,8.872236693e+01,6.052045849e+01,1.594929847e+01,6.280267744e+01,5.841207467e+01,4.686340945e+01,3.946041051e+01,9.201391514e+01,2.946667739e+01,7.664003170e+01,3.928565977e+01,4.039223616e+01,1.239827155e+01,7.985747778e+01,4.453123078e+01,5.870995509e+01,4.677545498e+01,7.158513372e+01,2.492429787e+01,1.195056101e+01,4.798399372e+01,3.233429300e+01,9.351064903e+01,1.753603045e+01,9.077295196e+01,8.890681233e+01,3.499421155e+01,3.078146405e+01,7.347743992e+01,4.854104147e+01,2.131087635e+01,9.566602559e+01,5.003306002e+01
8.310290927e+01,5.055363253e+01,8.686335611e+01,1.058045097e+01,5.235677200e+00,7.544233060e+01,7.403885120e+01,6.498286697e+01,4.293124984e+01,3.532266568e+00,1.431742389e+01,5.706508790e+01,2.819430778e+01,5.000826632e+01,1.180718413e+01,3.272997009e+00,5.436057788e-01,4.104120664e+01,1.105580683e+01,3.311423705e+01,9.756503131e+01,9.374392868e+01,4.818981159e+01,7.531986572e+01,8.462315311e+01,5.090901607e+01,7.013171910e+01,8.217983721e+01,7.573321768e+01,6.807503509e+01,5.665098805e+01,1.526708786e+01,9.423863175e+01,6.416664710e+01,7.040147319e+01,4.748494249e+00,4.208283999e+01,8.665667744e+01,2.414398402e+01,1.615760804e+01,1.182676552e+01,7.712667032e+01,9.876773351e+01,4.874333305e+01,3.877691164e+00,5.468904411e+01,2.519834494e+01,4.606709023e+01,7.041152959e+01,3.940599770e+01,3.778670532e+01,4.161461602e+01,1.587489932e+00,4.961465681e+01,5.075800499e+01,5.372313017e+01,2.734016524e+01,3.185099540e+00,3.401445131e+01,3.646325462e+01,5.198793842e+01,5.030847058e+01,6.345540110e+01,2.907514611e+01,1.743733922e+00,7.902321267e+01,8.145605206e+01,5.709470866e+01
1.567161413e+01,8.369683402e+01,1.847782886e+01,5.585499301e+01,2.822264262e+01,3.280935918e+01,1.266748513e+01,1.116341673e+01,9.313289812e+01,2.923238545e+00,8.471675798e+01,5.263828623e+01,8.736139146e+01,6.355461828e+01,4.068844552e+01,3.608399989e+01,4.741265294e+01,2.509466395e+01,9.659652641e+01,4.317423779e+01,3.219435892e+01,3.692543304e+01,7.341582809e+01,4.482325449e+01,6.397293951e+01,4.289588803e+01,4.294468380e+01,9.494581271e+01,2.869494972e+01,8.330903542e+01,5.483061164e+01,7.336430025e+01,1.315885999e+01,9.736035709e+01,6.052404250e+01,2.207536774e+01,1.228731434e+01,1.094032861e+01,8.792411833e+00,5.381113246e+01,1.678472291e+01,3.618308312e+01,6.706275547e+01,8.855448244e+01,2.221759408e+01,5.322688831e+01,3.968420816e+01,8.490968567e+01,3.797747571e+01,8.308132177e+01,5.697274103e+01,3.955146239e+01,1.751969991e+01,5.107941889e+01,6.834418450e+01,6.729616484e+01,7.130985163e+01,4.051919169e+01,8.044724273e+01,8.376143303e+01,6.485190469e+01,2.996389218e+01,3.575631302e+01,2.141612261e+01,2.904531278e+01,5.009044420e+01,3.033028424e+01,1.716504900e+01
3.536915265e+01,9.921106255e+01,7.353728450e+01,6.273931447e+01,7.937040126e+01,3.131070509e+01,6.495228846e+00,3.145138611e+01,1.905203633e+01,5.022541053e+01,2.982301426e+00,3.571636701e+01,1.889824866e+01,4.093909734e+01,3.464384178e+01,6.203477372e+01,6.650985310e+01,1.034191232e+01,5.648094731e+01,9.372663078e+01,5.082661638e+01,2.639438199e+01,8.934210159e+01,8.922552429e+01,1.415402808e+01,7.890399331e+01,4.014859411e+01,3.681678071e+01,6.215149145e+01,9.502768208e+01,3.503599474e+01,5.935640777e+01,1.509901732e+01,9.816578111e+01,7.252341739e+01,5.434408457e+01,7.067502621e+01,8.824012599e+01,3.023651591e+01,5.635920261e+01,8.871053052e+01,6.798090117e+01,7.890796034e+00,6.351203607e+01,3.677197304e+01,2.137546452e+01,6.614449256e+01,6.235768835e+01,4.422889258e+00,4.104728832e+01,1.601006510e+01,2.763367597e+01,7.231947473e+01,7.356087634e+01,4.552410769e+00,5.270989098e+01,9.589176462e+01,4.244632136e+01,2.541512680e+01,1.769195124e+01,5.771955250e+01,8.281161526e+01,3.130779201e+01,8.809975877e+01,8.819375814e+01,3.306909860e+01,1.831179028e+01,4.143301835e+01
