v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87
1.446293507e+01,6.845397323e+01,1.960316186e+01,8.146327744e+01,1.385177665e-01,8.158154482e+01,6.337677702e+01,4.051886398e+01,2.631793890e+01,2.654930287e+01,5.419422368e+01,2.795601465e+01,9.209799859e+01,9.141943055e+01,7.799339532e+01,1.801767883e+01,3.011964875e+01,2.418178904e+01,7.336337686e+01,8.817674004e+01,1.327441471e+01,2.452793344e+01,6.010823508e+01,5.429354410e+01,3.301880706e+01,8.305703834e+01,5.467922254e+01,1.939077863e+01,1.080779981e+01,5.861127765e+01,2.211321687e+01,1.909695479e+01,6.184715379e+01,7.363159890e-01,9.269106664e+00,4.170459558e+01,7.755909863e+01,4.943539721e+00,7.280131794e+01,3.178245734e+01,2.080035341e+01,4.630744897e+01,8.277575278e+01,3.258132575e+01,1.793608053e+01,8.816120305e+01,4.064011807e+01,7.215278435e+01,9.172622749e+01,5.808987731e+01,4.484389355e+01,7.210483263e+01,8.971027016e+01,9.178329582e+01,1.334963145e+01,4.018133704e+01,3.020057543e+01,1.516383399e+01,7.222022790e+01,7.722827520e+01,6.670082068e+01,6.350610296e+01,7.045689444e+01,8.757663945e+01,9.794332650e+01,2.092057490e+01,2.037981484e+01,8.053896445e+01,1.796944135e+01,7.336931386e+01,3.968045184e+01,7.487219626e+01,8.021685506e+00,3.783505162e+00,4.183089033e+01,4.535725630e+01,6.522961107e+01,6.047319564e+01,8.165143617e+01,7.413905782e+01,2.327686876e+01,4.922050096e+01,6.132701814e+01,2.856538668e+01,1.380782382e+01,3.936076574e+01,1.414804552e+01
9.918055840e+01,4.480034477e+01,9.859459240e+01,3.734265499e+01,6.684064400e+01,5.113057743e+01,7.681492293e+01,5.305176907e+01,2.697033192e+01,4.486303072e+01,1.151790245e+01,7.875578720e+01,2.381894147e+01,2.625714133e+01,6.684242812e+01,2.767799167e+01,7.545606113e+01,3.675933066e+01,2.613989587e+01,1.487092373e+01,5.294367209e+01,4.676063528e+01,7.648589067e+01,1.910277742e+01,7.714758241e+01,3.161600477e+01,1.417874495e+01,9.930341457e+01,2.398809866e+01,9.689482047e+01,3.527879748e+01,2.011646493e+01,3.404365835e+01,7.709096215e+01,9.237168407e+01,1.595526367e+01,3.398979541e+01,5.479634964e+01,7.494640022e+01,9.305856693e+01,8.827602484e+01,7.303332780e+01,4.604054089e+01,8.093780967e+01,8.521797946e+01,3.616483215e+01,6.356735223e+01,5.439801927e+01,2.376021948e+01,2.370657083e+01,1.256118699e+01,8.548646956e+01,6.102954081e+01,1.507988914e+01,6.180564922e+01,9.030213042e+01,7.956763032e+00,2.972744182e+01,3.841272987e+00,1.932959499e+00,5.772539628e+01,7.043218762e+01,5.161083855e+01,8.796351877e+00,9.148109692e+01,4.401582045e+01,3.762256743e+01,5.407827481e+00,1.666150646e+01,7.496022149e+01,4.956316497e+01,4.106595832e+01,2.336013690e+01,4.683647989e+01,3.380940663e+01,4.209007726e+01,4.401130898e+01,4.197882035e+01,4.130888196e+01,4.396158697e+01,4.198133699e+00,1.162921623e+01,2.012139764e+01,6.005390503e+00,6.329839797e+01,4.453636930e+01,9.491884853e-01
4.433446992e+01,2.304819279e+01,3.427616111e+01,6.202459022e+01,1.452525479e+01,1.493151587e+01,5.018667985e+00,3.108351621e+01,2.510905302e+01,5.500266789e+01,7.605029137e+01,2.017359917e+01,7.561242639e+01,4.252930829e+01,1.468932808e+01,2.584596654e+01,2.877348785e+01,8.542094961e+01,7.722094946e+01,9.500120862e+01,4.523400452e+01,9.999524864e+01,2.131049166e+01,3.889176786e+01,5.220612949e+01,3.902155814e+01,2.644235102e+01,9.172097321e+01,1.251294738e+01,7.476095964e+01,5.045071262e+01,7.335742781e+01,2.644738774e+01,5.522723395e+01,1.970865694e+01,7.907475434e+01,4.966432761e+01,9.465112760e+01,1.057802558e+01,4.405845371e+01,2.408474818e+01,7.286230989e+01,3.308763874e+01,3.243251109e+00,1.111380916e+01,9.453661648e+01,9.360634438e+01,5.717288604e+01,3.702392638e+01,4.230822986e+01,4.605938709e+01,9.871994364e+01,3.454374118e+01,2.453792324e+01,9.586852195e+01,8.469406706e+01,4.661091210e+01,1.973981602e+01,1.611058720e+01,8.775505251e+01,6.414058762e+01,6.824443414e+01,1.684191631e+01,7.892900711e+01,4.733070472e+01,5.721225475e+01,5.675430223e+00,9.236795742e+01,9.955872046e+00,8.089380566e+01,6.419467988e+01,9.825606645e+01,7.200684746e+01,1.937954673e+01,2.460823850e+01,1.494370756e+01,8.326054315e+01,4.844689950e+01,8.721788029e+01,2.760004600e+01,1.433651312e+01,2.556714092e+01,5.953627864e+01,6.315123250e+01,2.188115696e+01,2.323290127e+01,2.297920959e+01
9.574254567e+01,9.478632482e+01,3.375886979e+01,3.670454713e-01,5.941533136e+01,3.157274540e+01,2.504812727e+01,5.650392198e+01,3.043608081e+01,2.628968694e+01,4.412376441e+01,5.395325063e+01,4.855721356e+01,3.649580963e+01,8.513235759e+00,1.536585871e+00,3.992523318e+01,4.781495686e+01,7.279192943e+01,6.720842922e+01,2.577436263e+01,9.852616139e+01,6.608517771e+01,9.168651372e+01,5.785110275e+01,1.909552506e+01,7.565362358e+01,7.210382476e+01,7.569585542e+01,6.240589104e+01,7.952690925e+01,9.804627003e+01,6.418814544e+01,8.367157965e+01,2.611103113e+01,6.782904056e+01,2.136674627e+01,8.596008467e+01,9.636825026e-01,1.619249074e+01,4.781879221e+00,9.428675953e+00,7.891519059e+01,6.631632814e+01,6.350751346e+01,4.808730562e+01,9.662315587e+01,3.603482826e+01,4.284054147e+01,2.106823934e+01,7.362670379e+01,7.537189132e+01,2.879342819e+00,1.495986306e+01,4.723784352e+01,3.307913980e+00,3.954632461e+01,4.019501017e+01,5.742849364e+01,4.082526156e+01,5.175925912e+01,1.969492038e+01,1.439275062e+01,6.680599743e+01,7.865269726e+01,6.241409532e+01,8.776764356e+01,8.881041578e+01,6.788750108e+01,9.323752211e+00,6.828060926e+01,6.449291654e+01,2.553769600e+01,7.438637662e+01,5.899079593e+01,6.084023980e+01,3.747864706e+01,6.996709448e+01,8.040414977e+01,8.470094070e+01,6.410954621e+01,6.293422555e+01,2.979597068e+01,1.441289499e+01,7.984997946e+01,8.585938802e+01,5.129124591e+01
6.656406971e+01,8.851496588e+01,2.490145457e+01,7.200758692e+01,2.907159781e+01,2.540692389e+01,9.055711759e+01,4.597134419e+01,4.683460001e+01,9.530087732e+01,2.512784583e-01,2.623858548e+01,1.703566496e+01,9.540975279e+01,4.033652797e+01,8.510000479e+01,5.497662591e+01,5.166941400e+01,5.408184459e+01,3.434969113e+01,7.707300407e+01,3.359597299e+01,4.981271215e+01,5.378161759e+01,5.000313362e+01,9.273668488e+01,5.036797822e+01,8.999372977e+01,4.286975086e+01,8.192745469e+01,4.418076724e+01,5.777727066e+00,5.068010550e+01,4.525802902e+01,8.103157356e+01,2.528233823e+01,5.754591436e+01,5.504728882e+01,4.517940268e+01,8.609864394e+01,1.026967039e+01,1.724792781e+01,3.690472462e+01,7.461894639e+01,9.698551427e+01,5.957160802e+01,5.258162031e+01,4.046699231e+01,3.682688481e+01,9.075968028e+01,3.807479791e+01,5.044021589e+01,2.406165770e+01,8.793271543e+01,7.644027740e+01,5.844969494e+01,9.880058395e+01,4.038155932e+01,9.775411974e+01,7.805098030e+01,8.125045405e+01,4.138501763e+01,6.717284628e+01,3.791344385e+01,6.391417884e+00,2.934766595e+01,7.211152798e+01,1.915992587e+01,3.363993803e+01,9.275662185e+01,1.886009565e+01,2.339102693e+00,9.363171794e+01,3.784994752e+01,5.996692486e+01,7.617972459e+01,4.722811047e+01,5.951348292e+01,6.659701447e+01,7.833182191e+00,3.621189969e+00,7.310017518e+00,5.937818908e+01,3.596865716e+01,7.159943246e+01,4.564625511e-01,3.442244045e+01
1.676646460e+01,7.591244114e+01,7.460788962e+01,1.989749441e+01,9.956526065e+01,3.579629132e+01,2.619682844e+01,1.104558298e+01,6.417691735e+01,8.499126562e+01,7.414679967e+01,6.364008074e+00,7.075526883e+01,4.080411106e+01,1.674356246e+01,3.092195299e+01,8.233745362e+01,1.467804380e+01,7.872967161e+01,9.872911187e+01,6.123132361e+00,5.463828080e+00,7.286549898e+01,9.084507181e+01,8.439886639e+01,4.690705630e+01,3.489388197e+01,7.136755135e+01,4.637701846e+00,7.794193119e+01,2.592486158e+01,4.337438000e+01,7.263801445e+01,8.112996295e+01,3.730965745e+01,5.106648149e+01,8.281052561e+01,9.329965838e+01,8.802183191e+01,6.530754731e+00,5.603899109e+01,5.227564507e+01,2.668559350e+01,7.345069984e+01,9.959613898e+01,6.053985915e+01,6.073445790e+01,9.969633991e+01,2.881892446e+01,3.238802788e+01,3.685970958e+01,6.098439485e+01,2.365180004e+01,1.314696396e+01,1.846967217e+01,4.156602239e+01,5.132931069e+01,9.226783688e+01,5.678139862e+01,5.781818023e+01,2.675066698e+01,1.416258416e+01,3.761409275e+01,4.545533669e+01,6.591025577e+01,5.066606559e+00,1.379332802e+01,5.599548511e+01,6.909413196e+01,5.985111321e+00,5.606417690e+01,7.905593094e+01,9.420673462e+01,1.479690834e+01,8.717823375e+01,5.421380379e+01,7.755503778e+01,4.137380181e+00,8.873910586e+01,5.584954158e+01,4.979197485e+01,8.258515236e+01,6.030675767e+00,2.880278419e+01,9.105553506e+01,4.037658751e+01,9.043507459e+01
5.284799305e+01,6.199206940e+01,4.911320208e+01,3.666633507e+01,3.404130080e+01,2.984410964e-02,8.841391351e+01,5.272723383e+01,1.017258143e+01,3.111867417e+01,2.583890724e+01,6.559409272e+01,5.718776438e+01,2.238054269e+01,3.842370384e+01,1.897888681e+01,2.645657886e+01,1.940558436e+01,7.300514812e+01,5.810284735e+01,7.657967458e+01,7.172776547e+01,3.726273924e+01,8.056366323e+01,2.076699752e+01,2.894123882e+01,7.956779602e+01,2.750174229e+00,5.577631435e+01,9.305596280e+01,3.981879683e+01,3.541230599e+01,2.511642770e+01,2.455197981e+01,8.994780097e+00,4.346772211e+01,4.905337508e+01,9.290299327e+01,2.415496047e+01,3.431294987e+01,2.644738124e+00,7.231030014e+01,2.988607694e+01,5.904968143e+01,3.941491780e+01,8.385670746e+01,9.878991066e+01,1.921622915e+00,4.561563985e+01,8.881504535e+01,1.694067504e+01,6.428900794e+01,5.723497040e+01,5.720902136e+00,5.522169437e+01,9.562165859e+01,4.840865291e+01,6.351679738e+01,4.543233353e+01,9.314738441e+01,1.457808554e+00,5.913629721e+01,1.511754651e+01,2.494905407e+01,9.657502372e+01,7.901797420e+01,8.911637808e+01,1.523995819e+01,2.666334044e+01,1.324704343e+01,3.096006703e+01,5.010189687e+01,3.443275682e+01,8.369728507e+01,9.713395979e+01,4.416747234e+01,5.758099403e+01,7.260557685e+01,7.936179984e+01,9.014563325e+01,6.843988370e+01,5.825312237e+01,2.185977656e+01,5.946298178e+01,3.512540332e+01,5.080494554e+01,2.711926180e+01
8.087280245e+00,7.940565341e+01,6.994579904e+01,7.457018913e+01,6.336118521e+01,8.126813188e+01,4.701503749e+01,1.630026955e+01,7.957970149e+01,6.117471685e+01,9.494665393e-01,6.867689160e+01,3.799324351e+01,6.581219379e+01,6.443972639e+00,6.446475212e+01,4.943885072e-03,6.293694489e+01,4.177303637e+00,5.953308129e+01,2.692615388e+00,3.815575861e+01,1.299760284e+01,6.464081880e+01,7.316707189e+01,3.044216816e+01,4.343653701e+01,1.620448399e+01,4.591112809e+01,7.226100465e+00,8.515286532e+01,2.257654121e-01,8.887630469e+01,7.682823182e+01,4.990983882e+01,2.090976922e+01,8.156642601e+01,9.637502284e+01,3.268880782e+01,8.522977585e+01,1.121968086e+01,6.398461853e+01,1.375412373e+01,6.532731264e+01,2.732084967e+01,8.514636658e+01,3.282383221e+01,1.625916213e+01,3.309823886e+01,5.276029472e+01,6.706548081e+00,5.030355091e+01,9.692328581e+00,9.197707231e+01,8.686253548e+01,1.622603676e+01,9.311092237e+01,8.087012523e+01,9.832381163e+01,9.720082504e+01,7.567349548e+01,1.110985562e+01,7.800259992e+01,8.546969775e+01,7.413695216e+01,4.303437072e+00,3.600903695e+01,8.629774162e+01,8.011109998e+01,1.841263648e+01,9.372716285e+00,4.378246355e+01,8.968695013e+01,9.634470710e+01,6.373143913e+01,7.038007947e+01,3.989021625e+01,5.765035312e+01,2.679659909e+01,8.606753959e+01,7.668716163e+00,6.415099046e+01,8.760913162e+01,9.435921356e+00,2.564432108e+01,6.699333195e+01,2.745800713e+01
7.896259750e+01,2.702927444e+01,5.316425822e+01,3.444290606e+00,4.725511886e+01,7.315592079e+00,3.695101434e+01,6.426954667e+01,1.395984565e+00,4.368414449e+01,3.671698979e+01,6.104254232e+01,8.213971652e+01,6.450656217e+01,8.696685525e+00,7.393635147e+01,6.800857185e+01,2.926279040e+01,2.972410104e+01,1.668179061e+01,6.623806468e+01,5.376591270e+01,2.341635186e+01,1.744384501e+00,9.477693933e+01,2.044245039e+01,9.393417710e+01,1.715451711e+01,3.573418774e+01,9.267357472e+01,4.679573152e+01,2.605116210e+01,3.610702403e+01,5.436186546e+01,9.584900175e+01,1.395873500e+01,1.083161816e+01,7.454400233e+01,5.542728546e+01,7.914381249e+01,4.310588672e+01,2.483468957e+01,4.530094146e+00,7.819240559e+01,9.905397142e+01,2.272769784e+01,5.334773239e+01,9.126706746e+01,4.748912068e+01,5.813168580e+01,8.459457703e+01,7.159201791e+01,3.877479204e+01,5.872029841e+01,2.971424026e+01,2.788564193e+01,2.970431867e+01,4.273503331e-01,3.867860433e+01,4.693241948e+01,5.991352642e+01,6.508090744e+01,1.037312726e+01,7.407824386e+01,7.550156670e+01,5.877994607e+01,2.601794311e+01,3.167078095e+01,7.981226784e+01,9.908622151e+01,4.456079199e+01,5.415099309e+01,8.849850846e+01,4.087709905e+01,8.906247620e+01,6.777055010e+01,9.946062269e+01,7.974596288e+01,6.733977776e+01,5.328240559e+01,7.946979801e+00,5.290147742e+01,6.662647629e+01,5.833352051e+01,4.616728579e-01,8.550881873e+01,5.339921396e+00
2.032937250e+01,5.831374367e+01,7.995726319e+01,4.106993626e+01,4.353782601e+01,1.689598179e+01,6.537815262e+01,8.581678605e+01,5.393814584e+00,5.968972957e+01,3.188491187e+01,4.725734373e+01,5.922653468e+01,5.701991373e+01,8.045006400e+01,3.455505217e+01,9.651238052e+01,4.760999884e+01,9.993045828e+01,5.520222625e+01,1.894632777e+01,8.207882947e+01,5.001122253e+01,3.060346090e+01,6.799479896e+01,2.340947932e+01,5.076373106e+01,9.740998735e+00,1.391870383e+01,8.165316679e+00,8.308076708e+01,4.434467368e+01,2.081109901e+01,6.058067295e+01,6.802984853e+01,8.138414803e+01,1.860776692e+01,9.611434093e+01,8.651164227e+01,3.450405128e+01,2.768278270e+01,9.001987448e+01,7.016633529e+01,6.022206982e+01,1.478869489e+01,7.905011367e+01,9.982064784e+01,8.165822514e+01,2.948236602e+01,7.708799336e+00,1.199024023e+01,2.310907396e+01,3.728566326e+00,4.685142132e+01,8.228506889e+01,7.137649871e+01,7.812949863e+01,1.157787396e+01,8.660553389e+01,1.391642529e+00,1.926576302e+01,1.366433067e+01,1.825620222e+01,9.670582776e+01,8.506863491e+00,2.906122517e+01,5.694981307e+01,1.954985648e+01,9.506867020e+01,6.798088426e+01,2.623246532e+01,6.566461849e+01,5.359688854e+01,3.496465307e+01,3.920406001e+01,2.343022496e+01,4.893989253e+01,9.545584584e+01,3.634944030e+01,4.935279631e+01,4.430418968e+01,4.923207221e+00,1.204108497e+01,5.480062114e+01,4.569814716e+01,3.376485493e+01,4.629617240e+01
7.551513527e+00,5.893293151e+01,8.693875934e+01,3.215954792e+01,6.733673145e+01,6.549004764e+01,9.663199731e+01,9.106540336e+01,8.160861187e+01,9.315788093e+01,7.588175224e+01,3.166199985e+01,7.878130297e+01,7.055639983e+01,1.851107344e+01,2.517783722e+01,4.242397746e+01,2.190343166e+01,8.523878455e+01,2.809441604e+01,5.275101621e+01,4.765475827e+01,6.845260363e+01,5.149249625e+01,7.727462282e+01,6.162389858e+01,1.978956159e+01,8.571488199e+01,3.548476015e+00,2.375886783e+01,2.304774837e+01,1.954399885e+01,7.140764779e+01,7.998369832e+00,9.448957853e+01,7.548905507e+01,8.982534866e+01,8.381218162e+01,7.882694649e+00,6.344819852e+01,4.237895900e+01,1.515479051e-01,3.436069532e+01,3.928171216e+01,6.721398041e+01,9.519766199e+01,3.391934000e+01,3.437875990e+01,9.236563063e+01,9.400805058e+01,1.397064617e+01,9.389043414e+01,5.958481794e+01,2.856850857e+00,6.076640384e+01,1.271123885e+01,7.625566052e+01,6.622307220e+00,2.923729326e+01,6.946311928e+01,6.255217712e+01,2.768389252e+01,9.047019402e+01,7.550330030e+01,8.518960569e+01,4.969445978e+01,6.204692110e+01,6.229761820e+01,4.040447320e+01,1.569583766e+01,5.965819898e+01,2.375498448e+01,6.657799338e+01,4.021820340e+01,7.499590599e+01,9.854090588e+01,8.979685486e+01,6.023249640e+01,3.606165765e+01,4.257135952e+01,5.197706013e+01,2.276727282e+01,4.544649184e+01,6.109362234e+01,5.778470376e+01,3.490224504e+01,8.408315987e+01
5.390959427e+01,9.588613078e+01,1.386586167e+01,9.838402531e+01,1.014880197e+01,2.434080189e+01,8.276719834e+01,4.928874766e+01,9.343009385e-01,5.097494332e+00,2.504452181e+01,5.110285076e+01,3.581088054e+01,2.005151354e+01,8.517392007e+01,7.083059934e+01,3.415431711e+01,2.675666594e+01,4.181235832e+01,8.409870723e+01,2.440784973e+01,9.488589434e+01,8.792861297e+01,9.795421528e+01,5.451369745e+01,4.538860864e+01,4.866014971e+01,9.763641968e+01,8.801790731e+01,5.092544520e+01,7.563175553e+01,5.453590067e+01,9.772020527e+01,9.006680257e+01,1.263997446e+01,8.916707902e+01,4.841776282e+01,8.649782068e+01,6.652373839e+01,6.744519083e+01,9.160295630e+01,4.602163790e+01,6.959277310e+01,8.903951032e+01,4.406969583e+01,3.934388749e+01,9.605543539e+00,5.313652984e+01,4.653091946e+01,7.104429492e+00,4.339481048e+01,7.579971870e+01,3.632707440e+01,6.214404857e+01,6.610261448e+01,8.222225416e+00,8.624542676e+01,1.364327139e+01,8.105793376e+01,8.718582927e+01,1.831334907e+01,7.875444171e+01,5.968989740e+01,5.059800620e+01,5.791363020e+01,2.115610845e+01,6.286234400e+01,9.364338653e+01,9.040809950e+01,2.026844359e+01,1.680129101e+01,5.993299981e+01,4.036318838e+01,2.813417199e+01,4.757711194e+01,9.461573402e+01,6.176106712e+01,8.453441084e+00,8.429294126e+01,1.369304567e+01,4.786487142e+01,8.391454632e+00,1.531986288e+01,5.497227000e+01,3.500050149e+00,6.900871321e+00,3.851138888e+01
5.078921769e+01,7.758872923e+01,7.501327070e+01,6.473686474e+01,4.487099653e+01,6.130995223e+01,2.056882999e+01,9.579612868e+01,6.444373067e+01,1.301344368e+00,3.775096356e+01,5.194512442e+01,5.767818456e+01,7.025660575e+01,7.416636123e+01,5.885177847e+01,4.933913762e+01,1.505620409e+01,8.060481006e+01,5.607440609e+01,1.123760011e+01,3.397093339e+01,8.833756150e+01,3.878763963e+01,4.199843356e+01,9.569162491e+01,9.466645944e+01,8.206708760e+01,5.980206102e+01,3.911105361e+01,6.597487785e+01,1.336293966e+00,2.039944892e+01,7.504493873e+01,8.505808705e+01,3.955941494e+01,3.331180680e+01,4.063186628e+01,9.212794078e+01,8.057311176e+01,1.108153135e+01,6.419042607e+01,7.521082758e+01,5.792042331e+01,2.850554163e+01,3.605969358e+01,9.374977906e+01,8.407261212e+01,8.373417885e+01,3.615998962e+01,7.394687946e+01,9.146301953e+01,5.118303905e+01,2.730251452e+01,2.990468577e+01,1.393558152e+01,9.921647249e+01,9.296617602e-01,4.670945675e+01,4.494255331e+01,9.708467537e+01,9.731833026e+01,8.019829111e+01,1.948778814e+01,7.393628785e+01,4.429331437e+01,2.785514695e+01,1.143664538e+01,3.238268931e+00,3.363753136e-02,1.507930403e+01,9.096979400e+00,4.719989613e+01,5.368859883e+01,6.232874568e+01,1.108704638e+01,3.854790369e+01,2.945527381e+01,6.852090062e+00,7.240397420e+01,6.161689325e+01,8.328353637e+01,9.927824675e+01,7.261140877e+01,6.209435394e+01,4.381862770e+01,7.438292527e+01
1.908182009e+01,6.312601345e+01,8.083711642e+01,3.262258248e+00,6.926417934e+01,9.229844256e+01,8.174145867e+01,3.349156261e+01,3.974879817e+01,6.281516962e+01,2.561666973e+01,1.385429568e+01,5.717315395e+00,2.348620762e+01,7.298920288e+01,6.721450010e+01,8.392856900e+00,4.350290464e+01,2.851367344e+01,2.325795720e+01,7.574494436e+00,8.848417312e+01,2.718081389e+01,5.391745087e+01,2.518657869e+01,3.334307746e+01,8.097736395e+01,1.603025770e+01,3.785055593e+01,3.759182942e+01,8.860083153e+01,4.292721283e+01,5.498469940e+01,2.598136409e+01,5.607853624e+01,4.957110820e+01,5.153713063e+01,7.745481028e+01,4.245939732e+01,1.984876724e+01,7.811568693e+01,9.103301480e+01,6.873621126e+01,2.735393287e+01,8.165757791e+01,6.121505492e+01,9.505802221e+01,7.083717871e+01,4.632591225e+01,7.398159774e+01,4.838679107e+01,9.649762097e+01,7.496899310e+01,9.872533537e+01,8.508529273e+01,1.345230734e+01,8.021317350e+01,5.048286065e+01,2.447110577e+01,1.076281461e+01,4.374946476e+01,9.156090502e+01,2.825176766e+01,8.064821904e+01,4.055098782e+01,6.679632073e+01,4.484633444e+01,7.460739152e+01,9.465896038e+01,1.208519580e+01,5.716102620e+01,6.993414698e+01,7.901408616e+01,2.952910631e+01,1.049111985e+01,4.636666710e+01,6.169747731e+01,9.087289808e+01,1.374528492e+00,9.207895899e+01,6.449308424e+01,5.113254796e+01,3.920681439e+00,5.535970537e+01,8.382930922e+01,3.813122155e+01,9.369038891e+01
3.321260539e+01,6.525757937e+01,3.224629177e+01,9.471918911e+01,5.756210487e+01,5.667001021e+01,3.511744978e+01,9.275972640e+01,6.687357053e+01,8.484690981e+01,3.204689056e+01,3.615830076e+01,6.628068796e+01,6.128538275e+01,6.003598399e+01,7.271716058e+01,2.222192481e+01,1.789853977e+00,8.245186951e+01,5.406662362e+01,4.302623837e+01,8.427970594e+00,1.589748633e+00,7.591207736e+00,2.081414064e+01,6.770023869e+01,9.836054788e+01,2.935540913e+01,8.311190263e+01,4.586798721e+01,5.543858957e+01,7.381953980e+01,7.520625938e+01,9.501678101e+01,6.016726698e+01,2.468625862e+01,3.777422806e+00,4.293326662e+01,3.390056886e+01,2.920786184e+01,1.638650041e+01,1.119275589e+01,5.662407854e+01,8.413505933e+00,1.630864462e+01,3.272762685e+01,7.802377529e+01,9.628382072e+01,1.580247142e+01,4.487439265e+01,5.492007003e+00,3.979381723e+01,2.811034067e+01,7.378553319e+01,8.587185448e+01,5.103428014e+01,3.478133897e+01,8.881280863e+01,2.305344596e+01,2.425769420e+01,2.467214635e+00,4.025921489e+01,6.434878123e+01,6.013853063e+00,7.525550696e+01,7.499685231e+00,9.403430610e+01,8.356816094e+01,4.415941428e+01,3.977349476e+01,8.372938690e+01,9.883097964e+01,8.474686344e+01,4.675954205e+01,8.347969831e+01,5.627059019e+01,5.905672939e+01,7.463997393e+01,4.902798919e+01,3.272539099e+01,5.543040047e+01,2.385353425e+01,1.556007503e+01,9.003193943e+01,2.280153984e+01,6.004288091e+01,1.277317712e+01
7.059967498e+01,4.403728683e+01,9.442712144e+01,7.506723201e+01,6.120918961e+01,1.715418667e+01,9.674469646e+01,4.447148074e+01,5.185398516e+01,5.751729099e+01,2.433486951e+01,7.160104720e+01,5.172211482e+01,2.983275241e+01,4.330602862e+01,4.961056239e+01,6.488142687e+00,6.676236852e+00,1.696328626e+01,2.674548314e+01,8.536906636e+01,4.546488066e+01,3.591142617e+01,8.585563655e+01,5.496529123e+01,8.872768203e+01,9.936468968e+01,8.796879304e+00,6.022930577e+01,6.940708625e+01,7.877957239e+01,9.674959548e+01,4.459303881e+01,2.244077398e+00,1.057291750e+01,8.710721807e+01,1.870464292e+01,4.346771583e+01,8.834898886e+01,9.463684762e+01,9.210451956e+00,9.962270096e+01,4.253237661e+00,1.118547738e+01,5.739974989e+01,4.647237022e+01,5.151913253e+01,5.462772098e+01,3.621274878e+01,3.541410250e+01,3.387524996e+01,9.849337386e+01,3.015453634e+01,7.150436904e+01,8.757010712e+01,3.061596970e+01,6.476821324e+01,8.848178295e+01,1.091015948e+01,6.221337655e+01,2.943730341e+01,4.063743399e+01,9.211431129e+01,2.183703828e+01,2.217095140e+01,2.567483261e+01,5.628645500e+01,1.555523130e+01,2.835711406e+01,3.257913250e+01,8.172430241e+01,7.926272747e+01,3.976932402e+01,9.214409256e+01,8.454631625e+01,3.204290256e+01,4.163427486e+01,6.560363140e+01,6.606166250e+01,4.129800835e+01,6.636383286e+01,1.159249933e+00,2.495164081e+01,1.392957625e+01,7.414607268e+01,4.890454983e+01,3.343807531e+00
4.985808441e+01,4.803806427e+01,8.168007122e+01,4.999147586e+01,9.322933796e+01,4.709924339e+01,9.479229838e+01,3.173421851e+01,9.457231367e+01,5.641965485e+01,5.596027828e+01,2.967769758e+01,9.338900549e+01,5.805713797e+01,9.438358887e+01,2.205805720e+01,9.045955450e+01,7.463082508e+01,1.704732175e+01,3.806318568e+01,7.323462934e+01,1.269935331e+01,3.134334423e+01,3.333907624e+01,5.127471155e+01,7.677653983e+01,1.079480808e+01,1.589015807e+01,9.751104838e+00,6.131634922e+01,3.191932552e+01,3.777951020e+01,9.433981877e+01,5.867143110e+01,5.572520914e+01,8.431944024e+01,4.381019144e+01,6.125662435e+01,9.079687009e+01,9.425034978e+01,4.609223864e+01,1.517656318e+01,7.543783735e+01,1.051906867e-01,1.208926433e+01,3.706284900e+01,9.718250135e+01,7.968882292e+01,5.403522180e+01,9.981310373e+01,3.224984976e+00,9.834933317e+01,9.570358221e+01,6.097663741e+01,4.572476332e+01,3.940538609e+01,6.233662336e+01,2.389659733e+01,5.897966825e+01,5.657951353e+01,7.010422856e+01,6.339833425e+01,2.759173931e+01,2.408123899e-01,4.357287919e+01,5.776399834e+01,8.542478123e+01,5.312721044e+01,8.687201243e+01,7.052653192e+01,8.457756679e+01,1.784737362e+01,3.874935156e+01,2.722678020e+01,5.518638023e+01,2.235497248e+01,3.755455477e+01,9.416006221e+00,8.789635771e+01,2.423384631e+01,1.727962975e+01,9.957851958e+01,6.560714700e+01,1.061388251e+01,7.832188998e+01,6.114824509e+01,5.076879464e+01
