v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59
1.100620537e+01,4.508541864e+01,5.535938235e+01,9.857044977e+01,5.760594954e+01,4.998645079e+01,4.450861299e+01,4.689029730e+01,3.203443797e-01,3.396939370e+01,3.478445330e+01,5.877758477e+01,3.102299460e+01,6.154816295e+01,2.765851765e+01,7.677820202e+01,1.250180860e+01,2.854587775e+01,9.187308937e+01,9.143335331e+01,6.287248601e+01,8.419561544e+01,6.166592022e+01,2.738784197e+01,9.682775791e+01,6.611185479e+01,6.436225959e+01,3.453014057e+01,1.262464785e+01,6.366727705e+01,3.765572267e+01,3.729129101e+01,4.783505016e+01,8.205513897e+01,7.662294310e+01,9.166632036e+01,2.990772152e+01,4.740365928e+01,9.121820644e+01,5.357061845e+01,4.171582703e+01,5.505172321e+01,9.541729913e+01,9.384652539e+01,3.339624353e+01,2.812256557e+01,9.424310088e+01,2.175903369e+01,8.481640770e+01,9.980574807e+01,6.708377674e+01,6.470485901e+01,2.798069400e+01,1.109048848e+01,5.738611121e+01,5.036792917e+01,6.331132167e+01,2.992327293e+01,1.006200127e+01
9.882955970e+01,5.516737461e+01,3.066978236e+01,4.771732943e+01,6.463269957e+01,1.398722272e+01,4.429100025e+01,7.147995627e+01,2.170080199e+01,8.190589574e+01,3.520864825e+01,2.131593272e+01,6.883817534e+01,7.505574563e+01,1.015117379e+01,5.844196303e+01,7.371789511e+01,3.105898497e+01,2.520750152e+01,5.449573619e+01,2.649483123e+01,1.050407153e+01,2.924373781e+01,1.115659934e+01,6.579202358e+01,1.086119338e+01,7.435933951e+00,9.075893073e+01,5.315912754e+01,2.334598421e+01,7.246633631e+01,9.413038553e+01,3.851435200e+01,9.487497372e+01,6.724815956e+01,2.438298740e+01,4.485357656e+01,6.892078225e+01,6.072653721e+01,8.855385972e+01,5.048907288e+01,1.687784793e+01,2.562625597e+01,5.769445812e+01,8.837791834e+01,9.717303477e+01,5.400182712e+01,4.051736621e+01,2.879036080e+01,4.596102542e+01,2.297756806e+01,4.602872007e+01,9.469643461e+01,9.132813733e+01,7.155644745e+01,5.232545014e+01,1.833684856e+01,9.419354414e+01,5.543810810e+01
9.518081546e+01,9.838832036e+01,3.296951972e+01,6.394551411e+01,2.543306633e+01,1.036248509e-01,3.563452079e+01,1.922304145e+01,2.769646864e+01,9.927149219e+01,4.823687067e+01,9.545667236e+01,6.332157047e+01,8.175411440e+01,2.326058353e+01,6.691252750e+01,5.497813748e+01,2.188903175e+01,6.441158786e+01,6.810434803e+01,2.024323200e+01,2.580633923e+01,5.277757256e+01,6.322749210e+01,2.127436144e+01,4.172915056e+01,1.133373064e+00,9.224965835e+01,7.838175751e+01,4.067099930e+00,8.937739015e+00,3.051125334e+01,2.262805551e+01,3.263934112e+01,4.753503421e+01,9.432337094e+01,7.710165865e+01,5.521979534e+00,9.191756731e+01,5.851455377e+01,7.658045857e+01,2.859284826e+01,8.326497218e+01,9.823649771e+01,1.232069666e+01,5.045061803e+01,5.410838148e+01,8.708220651e+01,5.008584799e-01,2.575315173e+01,7.690663039e+01,4.811877023e+01,1.847500896e+01,9.419674091e+01,8.646006697e+01,6.878940125e+01,6.031110885e+01,8.246861583e+01,8.655361582e+01
3.911710213e+01,8.264304868e+01,6.545389951e+01,3.828374823e+01,1.974390951e+01,2.890804331e+01,3.793272167e+01,3.284523942e+01,8.139526909e+01,8.350749673e+01,7.378102665e+01,4.099844703e+01,4.111647449e+01,6.939904221e+01,8.426784390e+01,8.589846055e+01,2.369085988e+01,2.835365020e+01,6.614630927e+01,8.375330845e+01,4.520871999e+01,2.688849179e+01,7.697829218e+01,4.892099810e+01,1.784461524e-01,9.650313021e+01,9.040145875e+01,5.918081214e+01,4.852405873e+01,6.707493221e+00,6.725473857e+01,4.752840674e+01,2.592384260e+01,8.391495876e+01,7.771815030e+01,6.997833697e+01,6.741662881e+01,5.653146926e+00,6.931115406e+01,6.646909656e+01,2.360739352e+01,7.696186708e+01,3.384848466e+01,5.914373593e+00,8.803178268e+01,2.290543826e+01,3.475125533e+01,8.951176242e+01,9.344878377e+00,5.626426708e+01,1.166502544e+01,7.238172317e+01,4.895537164e+01,4.872480063e+01,3.721408681e+01,4.480124534e+01,5.172020018e-01,3.426860542e+01,5.640395394e+01
8.513328853e+01,4.470935301e+01,7.942866760e+01,9.201988443e+01,8.255284379e+01,6.099830170e+01,4.525169333e+01,3.628222620e+01,2.227550569e+01,1.618448620e+01,4.917468361e+01,2.447971689e+01,4.271449262e+01,3.818430521e+00,5.490270886e+01,5.118011033e+01,4.449580469e+01,2.631596350e+01,1.313151304e+01,3.699825353e+01,9.714013567e+01,6.404755784e+01,3.303576196e+00,7.218463270e+01,4.078930242e+01,5.995141617e+01,7.137096361e+01,7.815339297e+01,7.802891416e+01,7.703482353e+01,3.078223669e+01,7.640897193e+01,2.611964118e+00,8.885370023e+01,1.244908280e+01,2.881785119e+01,6.461080336e+01,8.237503027e+01,2.400964956e+01,4.400429371e+01,8.487786269e-01,1.938420242e+01,8.954660124e+01,1.383945801e+01,2.790235065e+01,3.066692529e+01,9.781468888e+01,8.056510847e+01,2.211529806e+01,3.972795886e+01,4.280259648e+01,9.268144698e+01,7.087976001e+00,5.496653765e+01,4.305555174e+00,8.085867365e+01,9.654359488e+01,1.953460575e+01,2.736875249e+01
8.669567759e+01,2.977756930e+01,4.083659323e+01,6.377660502e-01,9.819556002e+01,1.757122630e+01,9.523594295e+01,7.507382974e+01,2.663343031e+01,1.550130785e+01,1.123880533e+01,1.065719330e+01,7.191665602e+00,6.852848948e+01,4.899169670e+01,3.011417090e+01,8.228794802e+01,7.674933886e+01,1.057276551e+00,3.807094207e+01,9.383069884e+01,1.106889841e+01,9.777655429e+01,8.076201693e+01,5.931662437e+01,5.632864440e+00,9.456191353e+01,2.783850795e+00,8.214941819e+01,8.710368806e+01,5.867552142e+01,9.868079455e+01,8.787002944e+01,3.249176042e+01,6.412995127e+01,2.945872336e+01,8.162719917e+01,6.018660611e+01,9.026627422e+01,7.351911284e+01,3.297878369e+01,7.880163551e+01,9.982950277e+00,7.273087343e+01,2.044542936e+00,3.865129645e+01,3.520199939e+01,7.199680247e+01,3.332532197e+01,2.561927760e+01,3.400664712e+01,8.736891044e+01,1.788468654e+01,7.588830067e+01,7.552782692e+01,2.546835417e+01,2.969058122e+01,4.959849131e+01,2.571879907e+01
6.577285835e+01,4.672487889e+00,6.862852599e+01,6.060271761e+01,1.455013763e+01,2.940111003e+01,6.567454949e+01,9.434764018e+01,3.072013636e+01,7.856467005e+01,2.181278658e+01,5.963564417e+01,8.797006107e+01,3.890216550e+01,4.264814453e+01,7.078085354e+00,3.788114914e+01,4.674206765e-01,5.887203203e+01,2.778928719e+00,7.234460554e+01,8.902087308e+01,3.879521229e+01,3.228849744e+00,3.315811035e+01,9.630772639e+01,8.948291541e+01,2.974890979e+01,6.057955099e+01,6.764427284e+01,9.726354094e+01,7.991871500e+01,1.472555857e+01,3.181109781e+01,1.739132707e+01,4.834081343e+01,8.051155827e+01,8.964746850e+01,5.897153468e+01,6.382407927e+01,5.506959509e+01,2.360116960e+01,6.564418005e+01,3.798421901e+00,5.964739075e+01,8.633874651e+01,7.257424556e+01,8.291105201e+01,9.804644539e+00,3.318054641e+01,1.294265840e+01,1.369140176e+01,1.549500280e+00,7.867826525e+01,5.673951875e+01,6.748560882e+01,1.556077855e+00,2.626203768e+01,1.942939726e+01
5.429730556e+01,9.684787483e+01,5.822942086e+01,4.901211855e+01,8.984627138e+01,3.119190392e+01,1.277028484e+01,7.159619016e+01,3.515617276e+01,9.069208386e+01,5.314219128e+01,8.149545736e+01,5.298601107e+01,8.913333872e+01,9.052606438e+01,6.029508809e+01,6.566816560e+01,4.667179860e+01,1.972009270e+01,5.073404336e+01,1.055561748e+01,5.038396295e+01,4.375043394e+01,7.579627356e+01,7.973482872e+01,4.852788265e+01,2.141070186e+01,6.744307236e+00,1.327330454e+01,9.936421696e+01,6.527608577e+01,8.523830564e+01,6.135235915e+01,4.642102852e+01,4.129126126e+01,5.889778709e+01,8.505855203e+01,6.753767256e+01,2.868521089e+01,5.110227055e+01,1.247956806e+01,8.159593883e+01,2.892089710e+01,8.762900388e+01,4.462222955e+01,7.956488959e+01,4.250822254e+01,9.104265660e+01,6.518476882e+01,8.483221457e+00,8.775691052e+00,8.276963686e+00,3.052655394e+01,6.696156403e+01,3.171680395e+01,3.392412027e+01,7.400373170e+01,2.277638955e+01,4.791796905e+01
5.785873001e+01,8.190367704e+01,8.483287796e+00,6.728200542e+01,3.983657591e+01,9.416103040e+01,2.373137958e+01,2.434008718e+01,9.662034435e+01,8.591718510e+01,9.509890459e+01,4.029770072e+01,9.676482338e+01,9.443191062e+01,1.509217498e+01,8.608325526e+01,5.609292608e+01,6.818800655e+01,1.171728520e+01,3.709778563e+01,8.123813222e+01,9.768192256e+01,2.875030626e+01,1.901256943e+01,7.098861024e+01,5.186499962e+01,4.392346672e+01,4.873622565e+01,1.899359225e+01,2.655627919e+01,7.014375610e+01,4.280426202e+01,2.189158473e+01,2.536873524e+01,6.678085913e+01,9.547286223e+01,8.281730540e+01,6.630954847e+01,5.603098035e+01,7.605836991e+01,6.432790979e+01,6.426682963e+01,5.385853258e+01,9.528474689e+01,7.172931536e+01,7.569850597e+01,9.875910634e+01,8.560047435e+01,8.707597321e+01,5.398789657e+01,3.632950859e+01,9.943953309e+01,1.861165293e+01,8.335974723e+01,5.070612910e+01,2.185343944e+00,4.581844639e+01,2.182042026e+01,8.081988885e+01
5.413308239e+00,3.859889978e+01,1.501159790e+01,5.084175613e+01,1.736041924e+01,2.674526903e+01,2.538126674e+01,1.740792214e+01,3.489360141e+01,5.671527476e+01,5.218842781e+01,3.386042186e+01,9.685920571e+01,4.782426239e+01,7.413852794e+00,4.288813027e+00,6.710468496e+01,9.745043897e+01,8.648129369e+01,2.153146000e+01,4.035373770e+01,2.285658696e+00,9.562587094e+01,1.229206156e+01,7.297282884e+01,9.515424969e+01,4.663376695e+01,6.284781290e+01,2.514391831e+00,1.657483507e+01,4.753512050e+01,7.044086433e+00,3.980151215e+01,4.582084120e+01,3.798211523e+01,2.935347504e+01,7.181385465e+01,4.418436691e+01,4.051737601e+01,2.140618619e+01,3.476527532e+01,8.566700661e+01,9.955489883e+01,7.202805498e+01,4.019203001e-01,2.898093166e+01,8.583897769e+01,6.023612757e+01,8.349473706e+01,7.805605410e+01,4.158338759e+00,5.961965290e+01,5.219178641e+01,3.742098800e+01,9.175873053e+01,5.321573303e+01,3.217971369e+01,9.580531179e+01,7.255579249e+01
1.569334670e+01,7.149383146e+01,6.428672430e+01,4.543923986e+01,3.304392787e+01,5.736879254e+01,3.265605522e+01,4.777852845e+01,6.884921007e+01,7.102517008e+01,6.738033364e+01,4.084207283e+01,8.600514276e+00,3.645554176e+01,1.979452646e+01,5.700439867e+01,7.903104716e+01,2.292194499e+01,2.226169578e-01,8.604766930e+01,1.766279209e+00,8.352196598e+01,2.838923552e+01,6.929566643e+01,3.251854823e+01,9.274609107e+01,3.154180702e+01,2.844249509e+01,9.996655794e+01,7.177695886e+01,2.056253802e+01,3.266916116e+01,2.163438595e+01,9.057488149e+01,5.370500102e+01,2.660612777e+01,4.229349737e+01,7.372663636e+01,4.172523038e+01,7.235908081e+01,8.239062369e+01,1.476179843e+01,5.321232343e+01,5.538607698e+01,8.314233055e+01,5.264273914e+01,3.893659169e+01,4.533235318e+01,8.695119151e+01,9.008742334e+01,7.259923767e+01,2.923679695e+01,8.689462428e+01,6.667817325e+01,3.657188641e+01,1.544381882e+01,4.513551265e+01,8.384686470e+01,3.084852295e+01
5.169603575e+01,3.913233938e+01,4.956184788e+01,7.150511856e+01,8.067475932e+01,6.638899272e+01,3.863849033e+01,8.198516092e+01,3.313310268e+01,3.685167827e+01,7.888427617e+01,7.868355952e+01,6.285813748e+01,5.756913286e+00,1.079727233e+01,1.403655988e+01,6.732921420e+01,5.015921249e+00,3.023439498e+01,9.391056471e+01,9.414590066e+01,7.781183005e+01,7.318326071e+01,6.425697249e+01,1.982603289e+01,9.056699397e+01,5.745969433e+01,3.681256658e+01,6.007058180e+01,1.212838005e+01,1.196658401e+01,2.325626152e+01,5.112312639e+01,7.336851723e+01,4.917295312e+01,3.008848462e+00,3.244861255e+01,8.229261069e+01,8.705460976e+01,1.723736885e+01,2.890019746e+01,1.799349702e+01,9.602142637e+01,4.340401193e+01,4.694571268e+01,2.985549957e+01,7.995729307e+01,3.541773134e+01,8.801268420e+01,7.143781421e+01,7.874591284e+01,4.888177077e+01,3.948360485e+01,2.626727121e+01,4.026134487e+01,9.470048314e+01,7.865969712e+01,1.384130437e+01,8.760636256e+01
6.117643273e+01,3.382540974e+01,5.419211698e+01,3.912930478e+01,5.777406502e+01,2.151220808e+01,8.877641956e+01,9.192350609e+01,4.477610760e+01,8.090960547e+01,7.024464970e+01,6.870535954e+01,2.361624982e+01,1.073828452e+01,8.950617400e-02,4.623797506e+01,9.324406802e+00,1.935470716e+00,8.251271542e+01,5.282710469e+01,1.797312021e+01,1.877471485e+01,1.820163511e+01,8.494869669e+01,4.675651483e+01,1.281151413e+01,4.160172646e+01,9.311608925e+01,7.235781564e+01,5.477376839e+01,9.684018830e+01,5.702497463e+01,2.301094933e+01,2.414058197e+01,7.045058626e+01,5.556520727e+00,7.634440257e+01,4.733322395e+01,7.783325350e+01,5.064626423e+01,6.538350647e+01,4.530516844e+01,6.166264952e+01,1.094608448e+00,7.999292808e+01,2.551826152e+01,9.207608792e+01,5.655232084e+01,2.451557976e+01,4.888839333e+01,7.473325713e+01,5.073187632e+01,5.895307566e+01,5.633102593e+01,4.635561834e+01,4.825059866e+01,2.436472499e+01,9.192512541e+01,7.196045924e+01
3.515808191e+01,9.654947271e+01,7.402191835e+01,2.244690752e+01,2.998686917e+00,8.156774910e+01,8.684561576e+01,6.401461354e+01,4.004156803e+01,7.499121001e+01,6.667046422e+01,4.952159241e+01,2.753974870e+01,4.942966780e+00,7.113759200e+01,2.619476264e+01,7.414004185e+01,4.470167094e+01,2.011859482e+01,5.692793510e+01,4.212593772e+01,9.961766605e+00,6.422853929e+01,8.669555320e+00,6.000825415e+01,4.259055398e+01,2.315724774e+01,4.375048171e+01,6.139316138e+01,7.344906842e+01,9.242668387e+01,4.163005772e+00,2.079517085e+01,4.315530005e+01,6.630496575e+01,9.669871331e+01,3.717149790e+01,9.104119488e+01,5.518189902e+01,9.954925538e+01,2.803465356e+01,9.561396343e+00,6.766152912e+01,7.371205573e+01,8.813989979e+01,4.802729005e+01,6.152532837e+01,5.961749712e+01,6.077315929e+01,1.755227346e+01,8.953560844e+01,5.593050532e+01,4.407342728e+01,8.981178069e+01,7.743952905e+01,7.133130532e+01,7.197788542e+01,7.168687180e+01,3.697089109e+01
6.881197353e+01,4.421564865e+01,7.037915627e+01,9.024329261e+01,5.575417155e+01,5.726735368e+01,7.896812408e+01,1.339940310e+01,8.862054217e+01,3.917885967e+01,6.870381807e+01,1.958019504e+01,7.269795509e+01,4.160887735e+01,1.091508472e+01,4.027479563e+00,4.864612055e+01,3.154474155e+01,5.055454942e+01,3.186510681e+01,8.995750425e+01,8.982850921e+01,7.009722420e+01,2.751906127e+00,6.396770505e+01,1.125145146e+01,9.970426070e+01,6.752630543e+01,7.627732454e+01,7.738998007e+01,2.079109497e+01,7.905911940e+01,5.610186953e+01,2.349670349e+01,6.137705768e+01,7.956809775e+01,7.731360738e+01,5.601442509e+01,1.294731658e+01,1.618960181e+01,2.015280521e+01,7.610502399e+01,6.130876765e+01,2.362741922e+01,7.087009259e+01,8.866444172e+01,3.680021775e+00,9.162943642e+01,4.711041230e+01,6.052508570e+01,1.113652734e+01,8.410139286e+01,2.499067225e+01,1.228198299e+01,8.332500000e+01,8.320511859e+01,8.431345995e+01,2.474162719e+01,5.947602531e+00
6.634573930e+01,1.794142095e+01,7.451160320e+01,4.826088290e+01,8.785249641e+00,7.738729674e+01,4.259712489e+01,7.890953529e+01,8.199467923e+01,4.916173966e+01,4.220587564e+01,9.590302162e+01,8.765798938e+00,8.345293578e+01,9.793683568e+01,6.254973367e+01,7.987358333e+01,5.935446181e+01,3.694829080e+01,9.034948007e+01,3.627427875e+01,6.692840231e+01,1.818570703e+01,9.289680686e+01,4.999240287e+01,5.092938206e+01,9.733738530e+01,5.052637814e+01,2.219265048e+01,2.626480229e+01,6.448984413e+01,4.691956095e+01,5.175714275e+01,2.873745479e+00,2.103384783e+01,1.859382570e+01,9.399227756e+00,8.667110785e+01,7.004589973e+01,8.191261807e+01,3.697960860e+01,8.217339233e+01,3.436125144e+01,9.338071522e+01,7.497482268e+01,9.837469612e+00,5.670521254e+01,5.018105903e+01,1.540746019e+00,7.320213510e+01,2.246161457e+01,7.198411434e+01,9.519330497e+01,2.572363685e+01,2.559599519e+01,2.911470973e+01,6.728535017e+01,6.534915088e+01,6.483493045e+01
9.253782047e+01,9.736524936e+01,3.229355789e+01,3.759600228e+01,4.591229534e+01,8.328000779e+01,4.848733804e+01,9.394646169e+01,1.136491046e+01,1.844289579e+01,9.994730883e+01,7.015179557e+01,4.893353532e+01,3.069353216e+00,3.347274701e+01,8.846425880e+00,7.884721561e+01,3.304557432e+01,3.895240189e+01,2.502173376e+01,8.654291917e+01,9.547485289e+01,4.417920506e+00,7.640590007e+01,4.160050794e+01,1.868049927e+01,2.818114316e+01,2.905482044e+00,4.678565565e+01,8.985306097e+01,5.842153878e+01,2.763211339e+01,4.594730143e+01,5.366994137e+01,9.361799272e+01,3.854056637e+01,1.790299320e+01,6.971772701e+01,5.143470594e+01,6.856450700e+01,5.714964593e+01,7.821069037e+01,2.422078028e+01,2.265546763e+01,6.220218929e+01,1.281297084e+01,3.289558186e+01,2.251070384e+01,7.181991748e+01,1.868352444e+01,8.984784453e+01,2.662518427e+01,7.177111788e+01,7.156374255e+01,5.696174739e+00,6.997327487e+00,1.204126739e+01,3.946882981e+01,3.730811328e+01
2.777574255e+01,7.624451923e+01,1.918844028e+01,3.928677910e+00,6.204725144e+01,6.326100752e+01,3.118281599e+00,6.712674671e-01,5.852714285e+01,6.117383886e+01,9.362992200e+01,5.207293995e+01,9.263382705e+01,8.570937879e+01,1.454266176e+01,7.051428097e+01,7.735460873e+01,7.425071165e+01,4.966541316e+01,7.540420331e+01,4.136224653e+01,3.175259783e+01,4.170508343e+00,7.898517411e+01,7.913156594e+01,7.868600921e+01,6.181982406e+01,3.904231294e+00,5.518031873e+01,2.364262347e-01,4.539630747e+01,8.190011530e+01,3.514976415e+00,7.660673283e+01,8.282184401e+01,7.039172431e+01,7.348281990e+01,9.825793354e+01,2.811072352e+01,3.483308120e+01,3.498400040e+01,3.781044359e+01,3.803610982e+01,4.306871189e+01,7.920063386e+00,6.683537414e+01,3.480989059e+00,1.962207859e+01,8.904160248e+00,5.466358368e+01,6.466433617e+01,8.261918904e+01,7.634907061e+01,1.892873360e+01,8.738094119e+01,3.282342182e+01,8.363624472e+01,3.410925112e+00,5.338033855e+01
7.407035939e+00,3.929280312e+01,7.137310670e+00,7.250306265e+01,5.595267677e+01,4.795928281e+01,4.817479456e+01,7.297674796e+00,7.951578244e+01,5.583495824e+01,7.775401341e+01,1.691822810e+01,8.033744441e+01,8.110650388e+01,3.375617181e+01,6.094627162e+01,7.056550147e+00,9.486451087e+01,4.807662562e+01,4.251974108e+01,8.410747839e+01,3.674547797e+01,8.011871116e+01,4.341796662e+01,7.454752753e+01,4.229625659e+01,8.532766444e+01,1.735394328e+01,1.990377567e+01,6.257264334e+01,9.278178495e+00,4.060018879e-01,1.453119340e+01,6.932834506e+01,4.300900009e+01,7.853947560e+01,3.136980515e+01,1.912019048e+01,9.202482067e+00,5.011786637e+01,6.623721649e+01,9.299156954e+01,2.452415214e+01,9.430431674e+01,8.625309039e+01,1.763320158e+01,5.307217260e+01,6.416951970e+01,5.624023838e+01,9.586492304e+00,6.188921619e+01,7.668176134e+01,4.190804424e+01,6.733603471e+01,6.005619267e+01,4.724961021e+00,3.166839414e+00,3.269423257e+01,9.485347187e+01
8.230788250e+01,6.608202043e+01,2.360568224e+00,1.774744385e+01,5.311845872e+01,4.677801766e+01,7.005887970e+01,1.360445196e+01,7.728863779e+01,6.826948328e+01,7.290074741e+01,4.201854103e+01,6.722625357e+01,3.966510509e+01,1.816594262e+01,3.489506299e+01,1.721613966e+01,1.370679590e+01,9.139425704e+00,4.984465650e+01,1.572257574e+01,4.256299076e+01,2.362627567e+01,3.433366864e+01,5.524816823e+01,1.605772088e+01,2.602265100e+01,9.838434171e+01,8.659298119e+01,5.923437767e+01,4.551161731e+01,8.610639625e+01,1.989043784e+01,2.696339735e+01,8.115087841e+00,2.734719863e+01,6.995990674e+01,2.419443091e+01,3.482318082e+01,6.130003705e+01,6.092228324e+01,9.898596475e+01,8.641259028e+01,8.389214234e+01,9.543092035e+01,9.385369059e+00,3.994051245e+01,7.991917508e+01,1.918488143e+01,3.063311879e+01,9.262942392e+01,3.733118563e+01,6.259929750e+01,3.455829996e+01,7.064540568e+01,8.387215242e+01,4.803996999e+01,1.460204662e+01,4.001553914e+01
8.112890897e+01,6.633362287e+01,4.158775174e+01,9.100609836e+01,3.741238411e+01,1.018491705e+01,9.087460830e+01,4.765203764e+01,8.833324530e+01,4.476449808e+01,1.289188575e+01,6.109438853e+01,9.242996778e+01,2.381945574e+01,1.062350934e+01,6.528151094e+01,9.725153007e+01,1.660580999e+01,3.173079134e+01,7.225272395e+01,9.898964782e+01,2.400946454e+01,1.755293542e+01,4.794502760e+01,7.357866207e+01,1.110787074e+01,3.933186376e+00,1.315113794e+01,8.922976071e+01,8.289496005e+01,6.730668481e+01,4.517052067e+01,4.875790475e+01,7.205374138e-01,3.541475916e+01,8.871775800e+00,6.685771764e+00,4.839865548e+01,9.989277701e+01,7.171650442e+01,8.712761352e+00,1.987712536e+01,7.693884522e+00,9.841832138e+01,5.783292074e+01,7.977507140e+01,2.309924003e+01,4.670522471e+01,2.373971248e+01,7.160025524e+01,9.393312958e+01,2.739855425e+01,6.325410564e+01,9.206967284e+01,4.852808402e+01,7.920204065e+01,4.532980818e+01,8.031113650e+01,2.777204714e+00
2.539386709e+01,6.999223473e+01,4.123217848e+01,5.104344239e+01,5.523819435e+01,5.435870618e+01,5.670664656e+01,2.887694538e+00,6.232147266e+01,2.063170771e+01,6.632209569e+01,7.383632303e+01,1.716837322e+01,2.113636533e+01,4.552803877e+01,9.763170141e+01,2.096259864e+00,7.535954230e+00,7.634497977e+01,1.608229545e+01,7.914550763e+00,5.999625631e+01,5.412090322e+01,7.092926551e+01,6.350572332e+01,1.354077862e+01,9.217307644e+01,5.459267357e+01,8.621238927e+00,7.988305045e+01,7.743154472e+01,7.807043813e+01,3.633148313e+01,7.822802650e+01,5.575650016e+01,1.204914952e+01,4.856819170e+01,1.763357018e+01,2.268974960e+01,1.603521650e+01,6.444275919e+01,7.807971978e+01,5.670832376e+01,2.253400709e+01,8.452742979e+01,4.766395780e+01,4.176538994e+01,3.049941227e+01,4.721467512e+01,7.024592496e+01,2.761197534e+01,3.111427435e+01,8.078102792e+01,9.593152262e+00,6.365505682e+01,4.560014593e+01,9.418625369e+01,1.661306423e+01,5.219320392e+01
2.350198791e+01,7.910785013e+01,4.046235521e+01,4.996083138e+01,1.549643174e+01,5.180819806e+01,8.848135810e+00,9.420236862e+01,6.619013350e+01,5.982440241e+01,5.106297020e+01,9.400003914e+01,7.066399937e+01,7.043099756e+01,1.892491373e+01,3.302840638e+01,4.410646945e+01,1.923072516e+01,1.915612388e-01,5.714045191e+01,3.066820079e+01,2.259508114e+01,7.124961321e+01,2.679914828e+01,6.940708137e+01,3.249134276e+01,6.913728879e+01,4.640103172e+01,2.682501258e+01,4.128615248e+01,1.768554320e+01,1.893972617e+01,1.346594037e+01,8.646566734e+01,4.226185764e+01,2.702625556e+01,7.279472015e+01,8.281095741e+01,7.097371643e+01,1.679738105e+01,8.822623892e+01,5.543100360e+01,2.089957685e+01,6.798576898e+01,5.656365705e+01,6.410661853e+01,5.892629396e+01,8.677058877e+01,4.326953942e+01,8.555608186e+00,6.743142114e+00,1.447832423e+01,4.083924117e+01,2.152782930e+01,4.390963783e+01,2.371025923e+01,2.554188234e+01,6.263687671e+01,4.756058900e+00
7.691318571e+01,7.432717783e+01,8.169296052e-01,9.061180890e+01,9.902366325e+01,2.661098251e+01,3.369660888e+01,3.116751171e+01,1.040887415e+01,1.386581591e+01,3.462915697e+01,1.548693822e+01,7.561843265e+01,1.812273348e+01,2.611245885e+01,7.760525316e+01,8.970573234e+01,3.981567315e+01,7.930935836e+00,4.347554552e+01,5.815092639e+01,6.200561413e+01,3.728853047e+01,1.709693926e+01,1.065402986e+01,5.493546927e+01,6.548265825e+01,9.876717723e+01,8.631736141e+01,6.723027920e+01,3.378442446e+01,8.424104661e+01,1.111115341e+01,6.953292451e+01,1.404572343e+01,2.096757788e+01,4.456339764e+01,6.325565410e+01,3.196440120e+01,9.449148388e+01,6.471689631e+01,2.769125510e+01,9.249575118e+01,7.915548367e+01,2.838889181e+01,6.788379477e+00,6.919290408e+01,3.266365896e+01,3.084342144e+01,1.055460696e+01,4.842716067e+01,1.053761006e+01,7.800023768e+01,1.009768053e+01,2.598356059e+00,6.035494731e+01,7.590357507e+01,1.044494095e+01,6.835326269e+01
9.922397381e+01,9.763089687e+01,8.581384487e+01,8.508286193e+01,1.072019990e-01,5.148897586e+01,4.438641203e+01,3.950516436e+01,2.561110075e+01,6.328902089e+01,1.730404075e+01,9.812643465e+00,2.171157245e+01,6.724277669e+01,6.400979269e+01,9.073151360e+01,9.234529719e+00,9.158728795e+01,8.391684332e+01,7.113152299e+01,3.953074645e+01,2.282262854e+01,8.374689652e+01,7.292231183e+01,2.514691011e+01,1.404119308e+01,6.150874604e+01,3.936009853e+01,4.435579230e+01,9.909554057e+01,9.149738801e+01,5.589615018e+01,3.607427163e+01,6.691808555e+01,3.764098770e+01,4.686766505e+01,5.067951808e+01,5.719863624e+01,4.831254057e+01,4.365595424e+00,5.779337441e+01,2.921700272e+00,3.515395160e+01,8.501402817e+01,7.859755792e+01,1.143235663e+00,2.993935682e+01,5.467457066e+01,8.146519121e+01,1.429357886e-01,2.969536740e+01,9.388491909e+01,4.462641722e+01,8.897002493e+01,2.638305051e+01,7.770904490e+01,8.312169384e+01,7.126365816e+01,2.008768189e+01
7.143360007e+01,9.625866669e+01,4.760996896e+01,1.256794219e+01,4.549961485e+00,7.114953296e+01,2.909181035e+01,3.156568501e+01,4.728353818e+01,4.417262286e+01,1.237877226e+01,4.112522705e+01,5.226887132e+01,8.306780738e+00,8.740554370e+01,5.396861189e+01,6.636266992e+00,6.273183597e+01,4.572531860e+01,8.823945895e+01,1.553660332e+00,7.937157527e+01,1.104650194e+01,6.512066075e+01,3.137648523e+01,1.793108575e+01,6.204022010e+01,3.007048664e+01,6.115755303e+01,8.554896254e+01,8.304425569e+01,4.901134062e+01,2.383604685e+01,4.388941592e+01,8.366136655e+01,9.937095755e+01,3.097363034e+01,7.614736067e+01,3.620402578e+01,7.530144953e+00,6.331188280e+00,3.810570522e+01,2.878152449e+01,9.199685599e+00,4.451122452e+01,5.934093245e+01,7.926756306e+01,5.313572909e+01,8.830976670e+00,5.208610710e+01,6.923115983e+01,5.932892773e+01,9.418804188e+01,9.572514705e+01,6.790828363e+01,5.702914186e+01,8.822809524e+01,8.261750428e+01,8.905434831e+01
