v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
3.632404113e+01,7.468562528e+00,7.113739521e+01,1.261092012e+00,3.251147019e+01,1.334741107e+01,4.762953670e+01,5.334736467e+01,7.862302573e+01,8.842778230e+01,7.460767961e+01,5.744704435e+01,7.043020721e+01,2.869042586e+01,8.234272299e+01,2.964950639e+01,9.320771363e+01,7.233133876e+01,3.887729148e+01,4.796291876e+01,8.758884560e+01,4.568091555e+01,1.259977868e+01,6.425362601e+01,3.489272636e+01,7.660378738e+00,5.733329331e+00,1.946298359e+01,4.911097560e+01,9.885424312e+00,5.197856865e+01,5.991930045e+01,8.638825783e+01,4.529041022e+01,1.047577395e+01,8.368282797e+01,9.372833523e+01,1.037024330e+01,7.857076615e+01,1.980186984e+01,5.359379823e+00,2.007948722e+01,1.106450584e+01,4.799430388e+01,8.255658464e+01,1.236300495e+01,8.734315817e+01,3.427468063e+01,4.913176450e+01,6.083670040e+01,2.498569626e+01,1.400540734e+01,8.969625877e+01,2.638380029e-01,7.209663087e+01,7.295159027e+01,2.428719824e+01,6.342987874e+01,6.429711243e+00,3.085853737e+01,8.652046374e+01,2.801804615e+01,7.952913352e+01,7.496226087e+01,7.305141848e+01,6.590589456e+01,6.942202594e+01,2.218836764e+01,6.809206336e+01,1.482619822e+01,9.729514508e+01,8.485855903e+01,1.893137727e+01,8.569481036e+01,3.033882053e+01,7.497064961e+01,8.213143641e+01,8.961263390e+01,8.449989173e+01,6.955157122e+01,2.700861614e+01,7.988741415e+01,1.502085668e+01,1.507430836e+01,8.970928567e+01,9.437726485e+01,9.455402218e+00,5.415032132e+01,7.047107866e+01,5.928706595e+01,3.491751445e+01,6.407763952e+01,4.008578709e+01,3.668976999e+01,1.649906076e+01,9.791183171e+01,9.824326047e+01,2.703030805e+01,9.687729737e+01
2.979181960e+01,5.532624619e+01,1.607977397e+01,4.873203932e+01,8.615533227e+01,2.049696314e+01,7.355012207e+01,9.783836914e+01,7.572520010e+01,6.270894273e+01,9.123468535e+01,3.167097607e+01,6.239067558e+01,6.133768693e+01,1.574214581e+01,1.511332921e+01,7.150760912e+01,4.563708334e+01,2.382041904e+01,9.418390512e+00,1.581218115e+01,6.735754039e+01,9.844826910e+01,2.651771433e+01,6.239040861e+01,8.619404258e+01,5.441361887e+00,6.275365349e+01,3.192682335e+01,1.955240605e+01,9.891399009e+01,7.568468863e+01,1.034295884e+01,2.963235532e+01,2.789848886e+01,1.242897498e+01,9.622988194e+01,2.266068584e+01,4.586719428e+00,7.666818416e+01,1.485229077e+01,9.401298419e+01,6.039713674e+01,4.321053939e+01,9.054114016e+01,8.249901872e+01,2.866725602e+01,7.833140575e+01,7.396399977e+01,6.904714274e+01,1.252218927e+01,9.759487173e+01,2.765201165e-01,3.847143597e+01,2.271796585e+01,1.848496920e+01,8.104381644e+01,8.366434687e+01,3.002366919e+01,2.431426728e+01,7.354074702e+01,6.872839009e+01,3.559900974e+01,6.050344286e+01,1.754652145e+01,2.113323233e+01,3.591254535e+01,6.900358891e+01,9.468876440e+01,2.789210505e+01,5.145662776e+01,8.442567477e+01,8.379041432e+01,3.250855201e+01,2.010521908e+01,6.787735670e+00,1.780921913e+01,3.093775482e+00,1.326356046e+01,8.440191294e+01,8.259620334e+01,4.685971384e+01,6.158854190e+00,9.900386626e+01,9.272520464e+00,4.921942865e+01,4.093391828e+01,2.820183553e+01,7.519291793e+01,9.273102834e+01,3.345749828e+01,8.730395485e+01,3.919598557e+01,5.201228061e+01,1.349556050e+01,1.903813591e+01,1.178788117e+01,7.391394988e+01,9.822569164e+01
8.715896431e+01,4.715409230e+00,7.210347552e+01,1.381755892e+01,1.137016723e+01,2.439093801e+01,3.561537673e+01,1.952268177e+01,8.264680249e+01,9.300506666e+00,7.611335994e+01,9.359552355e+01,2.921596896e+00,6.095040688e+01,6.660834047e+01,1.234182793e+01,4.983919379e+01,6.503215568e+01,1.511081501e+01,2.303294886e+01,9.371545650e+01,3.610232648e+01,1.358072873e+01,1.266296641e+01,6.449273977e+01,7.640350137e+01,5.662624619e+01,2.401002614e+01,4.105170456e+01,8.695054199e+01,6.824808507e+01,1.197422794e+01,7.457222318e+01,5.265289284e+01,1.525819017e+00,6.519608859e+00,6.108795497e+01,6.725361359e+01,8.558742246e+01,3.380035706e+00,6.611559926e+01,4.815983550e+01,1.252886849e+01,7.173866533e+01,4.032653116e+01,3.671382457e+01,6.916973813e+01,2.782368301e+01,3.023021171e+01,8.493984193e+01,7.075851924e+01,9.219901137e+01,2.053036443e+01,7.717747680e+01,3.520703385e+01,7.901312535e+01,1.801519360e+00,4.405219791e+01,2.088830031e+01,4.479247348e+01,2.536047438e+01,3.880041234e+01,8.855411775e+01,6.939955025e+01,3.704544973e+01,5.252165188e+01,4.016587621e+01,6.658641628e+00,2.822636091e+01,4.709020605e+01,4.972070298e+01,6.182125672e+00,5.091523144e+01,9.782057742e+01,5.539210614e+01,1.827335191e+01,7.251837803e+01,8.841236020e+01,4.348041963e+01,9.096699136e+01,7.053091406e+01,6.511743477e+00,5.060742841e+01,7.530852026e+01,4.966353407e+01,9.208940717e+01,9.852346255e+00,8.069393995e+01,9.118512716e+01,7.425949854e+01,3.577878553e+01,4.261743177e+01,4.870399127e+01,6.176404920e+01,6.348408469e+01,5.956545605e+01,1.848591235e+01,3.568986165e+01,3.516894814e+01
9.529882856e+01,6.226680906e+01,8.920555186e+01,1.898559194e+01,9.210379519e+01,6.106767544e+01,7.916529268e+01,6.669394405e+01,9.816247460e+01,4.576979950e+01,8.489375076e+01,8.614404557e+01,7.454557704e+00,8.957742249e+01,1.835062593e+01,8.921216512e+01,5.870155393e+01,4.283401028e+01,1.012115873e+01,4.082370244e+01,4.942879197e+01,7.657010689e+01,2.096791322e+00,5.885915972e+01,2.753845594e+01,1.430266775e+00,5.134900059e+01,5.528453027e+01,8.299443046e+01,6.710721395e+01,3.045650535e+01,7.163000634e+01,1.027092992e+01,7.756262379e+01,5.156612613e+01,4.369808223e+01,6.255517900e+01,7.252105690e+01,9.349221034e+00,4.697872946e+01,4.049875010e+01,4.661367353e+01,1.588836276e+01,5.984477634e+01,6.906951451e+01,4.933948074e+01,5.230393473e+01,9.327784700e+01,4.149884329e+01,1.448739298e+01,2.535783771e+01,8.772542295e+01,6.366459459e+01,1.465472541e+01,6.141287212e+01,9.237095923e+01,2.715032057e+01,4.989708912e+01,4.624286487e+01,7.649734557e+01,1.512118832e+01,7.985971250e+01,7.414025218e+01,4.661368682e+01,2.369718462e+01,1.199320773e+01,5.371267062e+01,6.712785353e+01,5.333982208e+01,6.802450856e+01,9.961487953e+00,1.726949298e+01,6.457163357e+01,2.448115322e+01,4.046649177e+01,3.888886390e+01,2.258837204e+01,8.576097302e+01,4.549111368e+01,8.919576975e+01,7.650983337e+01,9.033248687e+01,4.689181125e+01,8.769633486e+01,6.125198969e+01,6.827628254e+01,1.297056524e+01,4.379562839e+01,9.221594054e+01,4.732583655e+01,2.334631141e+01,6.865626971e+00,4.682251064e+01,8.859836446e+01,5.877646424e+01,9.782311867e+01,6.609236044e+01,5.266711850e+00,1.683142358e+01
3.884729097e+01,2.877387805e+01,7.599695073e+01,4.300138463e+01,3.626369129e+01,6.024058064e+01,7.110215397e+01,9.901514831e+01,5.620147416e+01,3.884419564e+01,8.995210902e+01,2.893866166e+01,5.384068178e+00,6.527856149e+01,2.650120156e+01,4.108885615e+01,9.875509507e+01,6.104466297e+01,9.692988688e+01,9.273349573e+00,2.557018331e+01,8.258599524e+01,5.181766744e+01,6.256210466e+01,1.015772344e+01,7.199790579e+01,2.221521763e+01,1.141300085e+01,6.884817784e+01,3.068309814e+01,1.965618256e+01,5.288339459e+01,5.358662740e+01,1.398354122e+01,8.345298029e+01,5.399043132e+01,1.442281790e+00,9.216499447e+01,2.433743059e+01,5.188684735e+01,2.895057629e+00,2.676467916e+01,3.052781331e+00,5.823124603e+00,2.520301121e+01,1.062161586e+01,7.874938776e+01,7.166954587e+00,1.303490372e+01,4.663167213e+01,1.807720153e+00,9.627724053e+01,9.455393803e+01,8.794617428e+01,7.968079423e+01,7.821196105e+01,2.227074058e+01,3.085430630e+01,5.882299483e+01,1.839538274e+01,8.253568697e+01,5.563281841e+01,4.878473342e+01,5.253398572e+01,7.457391661e+01,4.032521482e+01,1.858356752e+01,7.298149624e+01,3.823447067e+01,2.791398723e+01,9.049814367e+01,9.567497333e+01,9.908148075e+01,9.455944505e+01,8.308279239e+01,6.207952312e+00,3.011700249e+01,5.113924489e+01,4.306153234e+01,8.451235469e+01,1.810003324e+01,5.299190021e+01,7.897734099e+01,8.725528204e+00,5.243745732e+00,7.043102679e+01,1.115861508e+01,5.827637242e+01,1.625159408e+01,7.374068243e+01,5.565945187e+01,9.797931670e+01,2.598254572e+01,6.656368662e+01,7.226141711e+01,6.582965119e+01,6.057124493e+01,7.590152257e+01,4.963263621e+01
6.645063445e+01,7.421857219e+01,6.619757974e+01,1.332296978e+01,5.738959971e+01,1.274879955e+00,8.233742023e+01,1.054017168e+01,6.740178032e+01,2.691168012e+00,4.944631709e+01,1.980475923e+01,1.339023285e+01,6.177248835e+01,7.323927789e+01,7.282762786e+01,9.641344246e+01,1.666322224e+01,1.378687687e+01,6.519204189e+01,4.349141087e+01,6.052749628e+01,6.046510575e+01,5.439455706e+01,8.436338473e+01,7.531186378e+01,7.038012661e+01,9.860013182e+01,6.351956380e+01,2.374152098e+01,7.501989756e+01,2.969208805e+01,1.465707665e+01,6.204575254e+01,2.238860745e+01,6.692020694e+01,4.229487114e+01,7.328305061e+01,9.507874297e+01,3.233443584e+00,8.684394557e+01,1.902516263e+00,2.741759221e+01,2.046423734e+01,7.750281735e+01,4.305652343e+01,9.361900931e+01,1.288747265e+01,5.646971675e+01,6.223612016e+01,3.493311048e+01,8.872311023e+01,7.438552627e+01,7.663219372e+01,7.385474223e+01,3.930776484e+01,6.510858791e+01,6.443479701e+00,8.037641000e+01,3.059875434e+01,4.508438647e+01,7.541443180e+01,5.222878101e+01,2.002167298e+01,7.323804168e+00,2.401672898e+01,9.113136171e+00,6.232848754e+01,9.495572115e+01,7.211176273e+01,2.720558526e+01,6.806027321e+01,8.248988892e+01,2.926274415e+01,6.164441789e+01,2.695462530e+01,7.763602047e+00,8.623524650e+01,6.689723845e+01,2.199208085e+01,5.591525289e+01,9.993285932e+01,8.214231457e+01,1.254627324e+01,9.806048394e+01,4.757080470e+01,4.341099142e+01,2.672545716e+00,6.358033034e+01,9.077999413e+01,3.280247864e+01,8.048813710e+01,8.975217792e+01,6.906179620e+01,5.264772719e+01,6.376925161e+01,3.330033089e+01,3.128277324e+01,9.436726024e+01
5.790790187e+01,7.600637120e+01,7.980574058e+01,4.639517363e+00,2.362766856e+01,4.193814642e+00,5.634095291e+01,4.930323606e+01,1.708791439e+00,6.217580392e+01,8.673512661e+01,7.545392217e+01,1.671874524e+01,3.088141440e+01,9.001886296e+01,5.096515806e+01,3.278017698e+01,3.635157779e+01,5.349314177e+01,7.693020074e+01,8.913531847e+01,7.488847873e+01,8.166471403e+01,3.256399189e+01,6.139132135e+01,1.587956101e+01,3.620112935e+01,6.391943425e+01,2.055734238e+01,1.468608533e+00,3.205511072e+01,2.704666844e+01,7.157529074e+01,6.667484111e+01,9.077919842e+01,4.725303529e+01,4.965286533e+01,6.338153582e+01,3.036041595e-01,9.425402925e+01,7.034735680e+01,4.875615221e+01,9.792425422e+01,4.691749448e+01,2.578970945e+00,2.603061567e+01,9.301951461e+01,5.303655161e+01,8.145469510e+01,2.612265985e+01,5.018295874e+01,6.062268131e+01,2.041727316e+01,3.595813727e+01,9.538409157e+01,9.784423854e+01,4.337769739e+01,1.033448529e+01,5.440743927e+01,3.195644647e+01,2.675927028e+01,3.515579323e+01,9.578973549e+01,8.563921548e+01,9.678267465e+01,1.461071427e+01,7.044157197e+01,9.153443658e+01,7.805385496e+01,1.309694458e+00,5.938387620e+01,6.201243819e+01,3.722722087e+01,8.280013022e+01,4.835849272e+01,3.439720069e+01,4.189645579e+00,8.989094023e+01,6.142287304e+01,6.242647201e+01,3.787803315e-01,1.397722222e+01,3.595813925e+01,6.723958794e+01,3.627925488e+01,7.889855480e+01,4.226524437e+01,3.660733660e+01,4.884001959e+01,9.367348373e+01,3.163239417e+01,8.537849630e+00,7.548620649e+01,6.096927068e+01,5.344229110e+01,9.725573409e+01,8.496686984e+01,7.330755837e+01,4.601039872e+01
1.669371850e+01,9.584979883e+01,6.334012447e+01,1.813476623e+01,2.349930147e+01,5.234514113e+01,9.770968743e+01,3.546713954e+01,3.466839519e+01,4.677488457e+01,3.568098535e+01,8.064856419e+01,8.285729981e+01,5.731719782e+01,1.463867901e+01,5.249971059e+01,8.134628725e+01,2.637657036e+01,9.322715480e+01,4.586646885e+01,2.146605376e+01,1.082625033e+01,8.654400144e+01,9.139811561e+01,2.273066346e+01,1.434260012e+01,4.111442175e+01,3.941609439e+01,5.160671715e+01,1.866782050e+01,8.940291865e+00,8.064805715e+01,5.532169475e+00,9.621786460e+01,5.851783568e+01,7.207594810e+01,5.932092559e+01,8.592164923e+01,5.000145029e+01,6.345115939e+01,4.306997486e+01,7.050032040e+01,5.608966590e+01,2.732326292e+01,6.920487802e+01,7.299461643e+01,6.014448641e+01,9.276231657e+01,4.025272260e+01,7.290115073e+01,5.604533921e+01,5.186675319e+01,8.677604971e+01,4.925529067e+01,4.531654239e+01,8.198615990e+01,3.096476154e+01,7.529318339e+01,7.388555760e+01,4.242285456e+01,5.749338930e+01,6.116333872e+01,9.412823733e+01,8.478587552e+01,3.098668017e+01,1.564398945e+01,5.726150719e+00,8.976258036e+01,1.062952968e+01,1.619992325e+01,8.449720909e+01,2.470054394e+01,5.690000993e+01,7.097055939e+01,7.559365276e+01,2.796872564e+01,7.121053456e+01,1.507622002e+01,9.734292096e+01,3.481993681e+01,6.208913144e+01,9.794734933e+01,9.780734030e+01,1.211684530e+00,5.802622498e+01,4.243668385e+01,5.350151197e+01,7.846725979e+01,3.645809952e-01,9.748638968e+01,5.120925258e+01,3.674437138e+01,6.742533468e+01,1.576722483e+01,2.482220522e+01,7.639548828e+01,9.347296114e+01,6.972601172e+00,5.202606953e+01
7.641759430e+01,8.090764192e+01,1.819547797e+00,7.976310155e+01,9.604796407e+01,6.504218253e+00,5.247442278e+01,4.438066643e+01,6.554688809e+01,9.546585400e+01,7.625130566e+01,6.860519953e+01,7.671656104e+01,4.242304658e+01,1.765556970e+01,8.766066155e+01,6.708346434e+01,4.121449056e+01,7.551388237e+01,3.386153658e+01,5.780085328e+01,7.798519379e+00,2.018138008e+01,8.809948543e+01,1.484276941e+01,7.514657831e+00,6.914229547e+01,7.275667143e+01,2.455157018e+00,2.048071606e+01,3.869631951e+01,1.758707452e+01,7.003745345e+01,6.683209853e+01,9.030147919e+00,7.046766111e+01,7.486437190e+01,7.478121284e+00,8.000925818e+01,5.852311312e+01,7.199248291e+01,4.900716757e+01,6.792336028e+01,9.749759241e+01,2.061177816e+01,4.917123666e+00,5.197284299e+00,7.004444591e+01,3.680008953e+01,3.570248612e+01,1.294435845e+01,1.953947127e+01,7.209792080e+01,9.864296997e+01,3.201823225e+01,1.658643164e+01,2.639354739e+01,2.060800915e+01,1.284774959e+01,2.010331086e+01,9.521472037e+01,9.623410980e+01,1.715997414e+00,9.325527706e+01,2.816774145e+01,6.309670360e+01,8.968449858e+01,6.334691574e+01,8.927130148e+01,2.502510880e+01,7.714658383e+01,3.506080113e+00,2.022419541e+01,2.706806290e+01,5.968205913e+01,7.320227781e+00,6.811683241e+01,6.275093657e+01,8.565009681e+01,1.241254543e+01,5.425018140e+01,8.278159470e+01,1.141485593e+01,2.926688078e+01,4.688012117e+01,4.868755663e+01,8.069326710e+01,8.053043569e+01,7.189692518e+00,2.208597209e+01,6.903257717e+01,3.118339650e+01,7.471502143e+01,9.985134674e+01,6.948934077e+01,1.049565885e+01,4.983044670e+01,1.452358296e+01,3.126667282e+01
4.972141515e+01,2.363573438e+01,2.422197559e+01,1.047693950e+01,9.390316155e+01,7.553013013e+01,7.126233790e+01,3.223763682e+01,7.415170602e+01,9.589903089e+01,3.908731565e+00,7.054615950e+01,6.168243263e+00,4.801495384e+01,6.025894242e+01,1.506443220e+01,3.700155687e+01,5.017575512e+01,8.387124224e+00,7.804522434e+01,9.929008466e+01,2.269033703e+01,9.222768091e+01,1.693520823e+01,1.120532636e+01,1.397620851e+01,2.110292243e+00,6.031158448e+01,2.433375643e+01,3.801388387e+01,6.264230231e+01,1.478727958e+01,3.196518525e+01,1.531663108e+01,4.614638312e+00,5.338345983e+01,4.627033601e+01,1.798593329e+01,8.393868305e+01,4.926530836e+01,1.385842222e+01,7.239923343e+01,9.720755641e+01,2.344556171e+01,2.223081975e-02,5.528769918e+01,9.907615607e+01,4.278126214e+01,7.254761503e+01,3.105040893e+01,5.666579618e+01,6.532125812e+01,8.005651523e+01,2.684761863e+01,4.626717312e+01,2.451110789e+01,1.587401051e+01,6.339662997e+01,2.300113234e+00,3.860792962e+01,5.261495992e+01,3.557971285e+01,3.447229558e+01,6.126049920e+00,3.278427978e+01,7.440206657e+01,4.644135069e+01,7.278825458e+01,9.742077576e+01,2.723147620e+01,2.525611394e+01,1.205699136e+01,5.223931042e-01,5.619270423e+01,9.204036985e+01,2.947540627e+01,3.210698457e+01,7.482048005e+01,6.422437372e+01,4.134278080e+01,7.314474269e+00,5.305584787e+01,1.760537426e+00,6.637928041e+01,6.734080922e+01,9.216464787e+01,2.447069030e+00,4.244498720e+01,3.553589492e+00,8.104870932e+01,5.225201297e+01,5.632811439e+01,1.617589539e+01,1.732961881e+01,1.351812536e+01,8.135650666e+01,6.445690041e+01,4.449238089e+01,5.973263043e+01
5.782469753e+01,4.541720352e+01,3.005084658e+01,2.142516385e+01,7.788168710e+01,1.042665941e+01,1.908738599e+00,7.834152012e+01,7.885340967e+01,9.903741706e+01,5.552848551e+01,2.599942055e+01,2.552368186e+01,5.913762706e+01,9.076774951e+00,6.358432399e+01,2.790395388e+01,5.349117192e+01,5.187655098e+01,1.970033890e+01,5.627279916e+01,3.078183283e+01,8.924956739e+01,1.229748336e+01,5.330717643e+01,7.181881669e+01,2.832527760e+01,2.818398260e+01,8.624071295e+01,5.913819360e+01,5.354558186e+01,4.091484211e+01,4.861011672e+01,2.845188466e+01,4.477977310e+00,5.252693149e+01,4.293389316e+01,6.459405608e+01,5.405888473e+01,4.881582605e+01,5.834547860e+00,4.097207245e+01,4.737870435e+01,3.823074342e+01,2.907042050e+01,1.130523761e+01,7.033735786e+01,9.701475032e+01,6.502842505e+01,8.799533495e+01,3.417680869e+01,4.924973516e+01,2.940910830e+01,6.468632178e+01,9.589327757e+01,3.617010801e+01,6.360700485e+01,4.963777535e+01,5.848580018e+01,4.137869256e+01,4.567161893e+01,9.277949515e+01,4.999815521e+01,6.152547640e+01,4.715102256e+01,1.366621056e+01,9.456891745e+01,3.054476877e+01,3.513723611e+01,2.420709650e+01,1.037362526e+01,2.361923572e+01,4.496845732e+01,4.711747792e-01,6.571862919e+01,8.930451217e+01,6.847849297e+01,2.643124202e-01,5.539220347e+01,4.627023483e+01,3.979866078e+01,9.856877338e+01,4.611199946e+01,3.626482894e+01,5.375093162e+01,3.310424295e+01,1.301075554e+01,1.680252891e+01,9.266179721e+01,1.864419943e+01,4.757377168e+01,3.453241031e+01,2.305969022e+01,7.567133705e+00,4.662153627e+01,7.727585963e+01,7.753814410e+01,4.883408798e+01,7.628798585e+01
4.235729518e+01,2.628217713e+01,8.382547433e+01,9.759534222e+01,2.259988332e+00,5.091725316e+01,1.195274851e+01,9.710779047e+01,4.481853848e+01,9.843156277e+01,3.025609682e+01,2.161748240e+01,6.055180831e+01,6.300024168e+01,2.063016811e+01,6.053299898e+01,8.308677543e+01,9.689488226e+01,5.816218357e+01,9.305784185e+01,4.383617071e+01,8.712820773e+01,3.594941520e+01,9.561834559e+01,3.479588905e+01,9.615485520e+01,3.186644244e+01,9.253081344e+01,8.237239802e+01,8.096703684e+01,5.224424331e+00,4.418040617e+01,1.598505121e+00,8.697140522e+01,2.869027017e+01,6.627032279e+01,5.236795546e+01,1.844230277e+01,9.668240028e+01,1.096976500e+01,4.095984656e+01,8.564708529e+01,7.084522365e+01,6.638291176e+01,9.856139462e+01,6.310267505e+00,1.460517942e+01,1.707493850e+01,3.424476836e+01,2.040604735e+01,4.804199213e+01,2.818375369e+01,4.738760118e+01,8.038027031e+00,1.550411153e+01,5.073638298e+01,5.206113308e+01,5.835222752e+01,5.506568905e+01,1.880436902e+01,7.504939754e+01,6.908201020e+01,2.405092561e+00,5.650001310e+01,7.478890496e+01,3.766772444e+01,2.657969200e+01,4.452506768e+01,7.740814645e+01,4.987493453e+01,8.975429376e+01,2.345520891e+01,7.985695779e+01,8.202872804e+01,1.900079326e+01,1.491500082e+01,5.009069204e+01,5.696656315e+01,5.108167682e+01,1.320168642e+01,3.127031018e+01,2.785305183e+01,1.824433685e+01,7.738237364e+01,2.104491202e+01,5.255544759e+01,5.396598641e+01,4.166558675e+01,5.732676241e+01,6.978261741e+01,1.786819226e+01,7.503699444e+01,6.010506924e+01,6.302765543e+01,9.988627603e+01,8.352863271e+01,1.650899265e+01,6.298027056e+01,6.462818138e+01
8.962174462e+01,3.479153644e+01,7.817223555e+01,3.130522778e+01,3.613043747e+01,8.630690645e+01,6.515716587e+01,3.676918023e+01,7.747513620e+01,6.483469148e+01,2.850129070e+01,2.308457076e+01,1.474900940e+01,3.733915589e+01,4.769521210e+01,7.902365188e+01,5.710934845e+01,1.678924800e+01,5.720526492e+01,3.679938619e+01,5.084387660e+01,2.887201691e+01,6.075794212e+01,9.202340788e+01,3.501334679e+01,6.886483741e+01,7.740200062e+01,4.035068237e+01,1.880246750e+01,5.690672638e+01,1.832432486e+01,7.666217164e+00,5.406313120e+01,7.491221266e+01,7.653900547e+00,1.027445096e+01,5.056839941e+01,1.630528938e+01,8.233513654e+01,3.297627488e+01,5.484056436e+01,9.803886610e+01,6.990044427e+01,7.086548212e+01,8.362413989e+01,6.923945634e+01,2.259817184e+01,4.522633586e+01,4.825474036e+01,7.621022682e+01,5.157855666e+01,1.076614108e+01,5.099463754e+01,7.067909438e+01,4.949934783e+01,3.885735490e+01,4.464445155e+01,4.058304924e+01,2.050152705e+01,6.216125755e+01,7.201528337e+01,4.784372832e+01,7.586444038e+01,9.212292093e+01,9.295743231e+01,4.407270860e+01,8.515310519e+01,8.380832928e+01,3.281123054e+01,3.575738518e+01,2.797491804e+01,9.990165963e+01,8.093062992e+01,1.569042360e+01,4.753736882e+01,4.553851100e+01,7.358019297e+01,9.065566077e+01,1.733517910e+01,7.691278570e+01,9.978918307e+01,4.970358350e+01,9.924109621e+01,1.771566886e+01,7.761715912e+00,5.209987663e+01,1.139160682e+01,8.366440317e+01,1.964889892e-01,3.078769941e+01,2.016525800e+01,1.107249536e+01,5.341476809e+01,7.876653588e+01,2.975020492e+01,9.599554538e+01,3.606700806e+01,5.471709085e+01,6.916788244e+01
7.592873654e+01,4.621199744e+00,7.601400114e+01,7.055559859e+01,1.645669862e+00,1.475834250e+01,8.634558500e+01,9.060359695e+01,6.253554370e+01,7.223195194e+01,1.468568136e+01,9.303879338e+01,1.433704558e+01,2.834955119e+01,9.516647434e+01,6.463815093e+01,4.123195136e+01,9.227175938e+01,7.290311270e+01,1.225354943e+01,1.258493531e+00,4.417323383e+01,7.870342976e+01,5.949046307e+01,3.468191336e+01,7.001080896e+00,7.884006898e+01,9.032630571e+01,8.761491252e+01,9.515745918e+01,5.644617688e+01,9.180239916e+01,2.612813753e+01,3.005188490e+01,4.126096919e+01,7.280424977e+01,2.547926374e+01,7.285939684e+01,1.756564022e+01,2.263166881e+01,4.109470092e+01,6.602343109e+01,1.564035397e+01,7.826812426e+01,8.221903636e+00,6.875699036e+01,6.861510709e+01,8.078276454e+01,5.163134057e+01,2.871228420e+01,9.209827976e+01,5.971997149e+01,3.912981090e+01,7.623071254e+00,6.565060364e+01,7.500977023e-01,1.526847316e+01,9.165360855e+01,7.094723951e+01,8.613021179e+01,4.301484698e+00,6.840679451e+01,3.964401218e+01,9.207295393e+01,4.789669284e+01,1.975960428e+01,4.683202274e+01,6.833055094e+01,7.763092270e+00,5.384691834e+01,9.279656993e+00,1.917354087e+01,2.764334093e+01,5.129350692e+01,3.368702162e+01,5.496355336e+00,6.707568933e+01,7.967935507e+01,3.895384352e+01,9.429506565e+01,3.523332264e+01,6.533618587e+01,7.207572632e+01,7.862694821e+01,8.212166411e+01,7.999283825e+01,5.763505958e+01,3.220245952e+01,1.802082345e+01,7.453609630e+01,2.103293135e+01,6.102087663e+01,6.545601087e+01,9.022563226e+01,1.971971145e+01,3.413609942e+00,7.803237945e+01,3.863547444e+00,9.721104680e+01
8.410109317e+01,7.340822302e+01,2.495796106e+00,8.245090691e+01,2.690597363e+01,5.405539489e+01,5.905822203e+01,4.727746458e+01,3.136501741e+00,9.685136693e+01,9.902325683e+01,1.706860206e+01,9.173409954e+01,2.914893616e+01,4.554885253e+01,4.400485394e+01,1.319072949e+01,8.487749452e+01,8.222258160e+01,3.874601180e+01,4.578163580e+01,2.537838166e+01,5.265660481e+01,2.045023377e+01,3.034933782e+01,4.327398499e+01,4.747803023e+01,9.975928745e+01,5.429443332e+01,5.050650151e+01,1.887856341e+01,8.415739748e+01,2.040572888e+01,9.293870165e+01,4.298278920e+01,2.513962009e+01,4.213623969e+01,3.811385105e+01,3.719439036e+01,5.583663911e+00,4.717128416e+01,3.148388029e+01,9.424563588e+01,3.351397024e+01,3.828296695e+01,5.009493876e+01,9.123907937e+01,4.324188154e+01,1.968882858e+01,3.760691766e+01,8.871038007e+01,2.452708691e+01,2.731272543e+01,5.506140660e+01,3.575383274e+01,2.389730137e+01,2.586226956e+01,5.896340051e+01,4.929493732e+01,8.669927125e+01,4.835243910e+00,4.629003234e+00,1.202585036e+01,1.805843957e+01,3.772974245e+01,5.370976306e+01,6.621698416e+01,6.953671933e+01,9.022902913e+01,2.059245347e+01,4.406355867e+01,5.817182875e+01,6.776029541e+01,2.264229070e+01,2.921968414e+01,2.722444783e+01,8.791091210e+01,3.963362750e+01,2.995561480e+01,6.572886438e+01,9.177822907e+01,4.102505752e+01,8.731581053e+01,5.545942218e+01,8.525046362e+01,9.936221344e+01,1.789871609e+01,9.209505205e+01,3.629324613e+00,9.463123786e+01,8.469766282e+01,9.068956416e+01,9.880311179e+01,8.966289354e+01,1.744325279e+01,5.042105112e+01,1.418358877e+01,4.619023738e+01,1.099579747e+01
