v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80
1.349714772e+01,1.007507717e+01,4.520515862e+01,1.448556780e+01,7.531029091e+01,8.719217811e+01,8.548505996e+01,2.063601715e+01,3.207086225e+01,7.556921139e+01,8.734930994e+01,1.232448701e+01,5.225600410e+01,4.635009339e+01,1.851154530e+01,4.900616619e+01,9.541469373e+01,2.041587933e+01,5.503389100e+01,8.457206881e+00,5.315523717e+01,3.035835437e+01,4.701411110e+01,5.590249479e+01,4.201301137e+01,8.899275480e+01,8.457105294e+01,4.705523255e+01,9.889679103e+01,2.408401225e+01,5.682647072e+01,9.006384073e+01,8.025478370e+01,7.367649571e+01,5.353400887e+01,3.044767701e+01,1.136440971e+01,2.943494451e+01,5.142908287e+01,3.425807294e+00,4.337961043e-01,5.164287948e+01,3.681101986e+00,3.884975535e+00,6.202869772e+01,2.450487536e+01,3.929362086e-01,2.283066133e+01,6.202680993e+01,6.230272646e+01,1.357667776e+01,1.666070361e+01,5.629199576e+01,1.844785355e+01,9.445395794e+01,9.739847312e+01,9.116960261e+01,3.791931153e+01,6.926248831e+01,7.755088314e+01,8.649287099e+01,6.053941401e+01,3.091294548e+01,8.392883272e+01,7.205828646e+01,7.894771278e+01,9.927508998e+00,5.230089836e+00,8.761395008e+01,4.335332142e+01,6.230030858e+01,2.800456970e+01,3.234091953e+01,3.802486393e+01,2.845833834e+01,1.634983511e+01,1.888937902e+01,2.433844710e+01,4.163331683e+01,6.480085491e+01
4.071608691e+01,3.941004915e+00,9.732821647e+01,1.617477304e+01,3.998071381e+01,8.945954435e+01,5.026252512e+01,1.296570989e+00,3.464349340e+01,2.558545852e+01,9.008604643e+01,9.348202609e+00,6.778007533e+01,7.873596831e+01,9.219020211e+01,3.574463078e+01,7.127850297e+01,7.675415226e+01,6.290555693e+01,8.158871961e+01,7.110905272e+01,7.537848391e+01,5.336280720e+01,4.453134865e+01,3.075191166e+01,5.483295604e+01,7.956635109e+01,1.558153747e+01,6.010339473e+01,8.129352695e+01,9.313776497e+01,6.938644407e+01,7.203637197e+01,6.831112159e+01,7.083830170e+01,2.456862467e+01,2.329160496e+01,6.210122327e+01,1.568321632e+01,3.594394739e+01,3.031777282e+01,4.997723386e+01,5.363641591e+01,9.630834923e+01,3.872374350e+01,1.139164239e+01,6.214967011e+01,6.600855168e+01,7.438597083e+01,3.850359367e+01,9.414892342e+01,7.685038914e+00,3.334114095e+01,4.349957593e+01,8.531757242e+00,3.768184949e+01,2.177961241e+00,1.276405106e+01,3.834970091e+01,9.693345482e+01,9.762828533e+01,8.380447220e+01,3.978843330e+01,6.559762970e+00,8.290138802e+01,7.134406050e+01,6.756197159e+01,2.153136655e+01,9.629586420e+01,4.169326969e+01,8.531266484e+01,5.918458292e+01,5.076198508e+00,7.021661278e+01,7.791536152e+01,4.942863428e+00,9.730742825e+01,6.166515985e+01,5.860698505e+01,4.663067512e+01
5.634172160e+01,6.337138373e+01,8.743263303e+01,4.098360249e+01,5.547838471e+01,3.168756020e+01,1.982295078e+00,2.019432560e+01,8.182018731e+01,8.787352782e+00,6.475191697e+00,5.366636071e+01,2.484121796e+00,1.256063798e+01,4.873126290e+01,1.203894779e+01,2.043691123e+01,8.375791192e+01,8.288241568e+01,8.313350833e+00,7.323132311e+01,5.641607306e+01,9.731862562e+01,2.680595728e+01,8.389519709e+01,6.251866352e+01,4.273569514e+01,2.133457840e+01,8.105110910e+01,1.191764853e+01,4.888635127e+01,2.169737671e+01,7.683032993e+01,2.808069403e+01,9.292643327e+01,2.055122877e+01,7.957036614e+01,4.990199617e+01,3.782855099e+00,5.640608951e+01,8.960859755e+00,5.579575249e+01,2.798581263e+01,3.158748226e+01,4.080853332e+01,2.503920413e+01,4.171634310e+01,5.945898184e+01,5.446205142e+01,5.463567633e+00,2.818029870e+01,8.373937078e+01,9.565639593e+01,3.119462064e+01,8.771989585e+01,2.900159788e+01,7.922453583e+01,9.945936489e+01,9.781622465e+01,4.903795732e+01,7.709673124e+01,7.670186927e+01,7.589208594e+01,5.844533369e+01,2.744091043e+01,8.225930030e+01,3.559415283e+01,8.079709430e+01,1.143588510e+01,3.402318252e+01,3.409047383e+01,7.872909930e+01,2.796880084e+01,9.075988716e+01,4.278467105e+00,3.254120677e+00,8.814918245e+01,9.615471241e+01,5.016966447e-01,3.330353965e+01
3.541936679e+01,4.569689174e+01,7.679816907e+01,3.454920444e+01,3.598072033e+01,2.401227707e+01,2.901651706e+01,4.363379807e+01,6.738646151e+01,2.273675873e+00,1.729132480e+01,3.472716308e+01,4.277122291e+01,4.097647137e+01,1.987393478e+01,5.939392796e+01,6.789393923e+01,6.678770146e+01,3.750366735e+01,6.824277706e+01,6.098797872e+01,5.306467158e+01,8.877409822e+01,6.147002232e+01,6.211645828e+01,8.623900898e+00,3.198215424e+01,9.940867281e+01,6.098963947e+01,5.677836642e+01,8.262084452e+00,8.706185273e+01,2.577101686e+01,1.241427137e+01,3.622736062e+01,4.592357838e+01,4.173833510e+01,8.693497683e+00,2.818047400e+01,4.053957224e+01,1.449236868e+01,2.684536874e+01,9.091921666e+01,2.796026996e+01,1.374376372e+01,9.710423486e+01,4.232717139e+01,2.554087353e+01,5.465285791e+01,3.214983348e+01,9.909881942e+00,8.185512168e+01,8.598321935e+01,1.984142108e+01,2.134440428e+00,4.030381298e+01,1.555963824e+01,4.866294085e+01,1.249824366e+01,2.474236677e+01,3.783412779e+01,6.997771271e+01,4.023065435e+01,5.257698301e+00,1.186464263e+01,1.122133153e+01,2.920301877e+01,9.622247883e+01,8.981365319e+01,7.303185050e+01,1.096514316e+01,1.555076847e+01,3.684383452e+01,2.822023358e+01,1.995543446e+01,2.555432655e+01,5.989181756e+01,1.399906229e+01,6.639922390e+00,4.863771590e+01
1.537663837e+01,1.583536769e+01,7.553093185e+01,4.362999540e+01,5.183976436e+01,9.801542834e+01,4.344319004e+01,2.601827925e+01,4.380716287e+01,5.676787853e+01,4.763143129e+01,2.815781767e+00,7.122832824e+01,6.493180866e+01,6.654950217e+01,9.008660704e+01,3.163790261e+01,4.432320508e+01,4.710005625e+01,9.282836836e+01,5.010914636e+01,6.845509093e+01,4.516112882e+01,9.444184362e+01,9.393070175e+01,2.125165473e+01,9.423704164e+01,9.152036625e+01,5.395043465e+01,5.410156609e+01,5.408512318e+01,2.109949507e+01,8.251596056e+00,6.603439241e+01,1.912550060e+01,2.169692277e+01,3.598998734e+01,2.148724286e+01,8.852288481e+01,5.885174341e+01,4.557663796e+01,5.516296125e+01,4.895558783e+01,7.627200061e+01,9.844315377e+01,3.558670451e+01,3.336777479e+01,4.583153037e+01,9.835895263e+01,7.086491762e+01,5.508593874e+01,3.216174031e+01,3.091369960e+01,5.734596135e+01,3.767010786e+01,2.406285478e+01,8.117371049e+01,6.052883151e+01,1.408444802e+01,3.417800007e+01,4.231307784e+00,6.477507181e+01,1.397348035e+01,9.085366420e+01,2.821786457e+01,2.841842324e+01,4.809315869e+01,7.141304612e+01,3.170623884e+01,7.890725570e+01,2.210967763e+01,5.582336525e+01,7.651648795e+01,3.982494854e+01,2.378342402e+01,3.859914412e+01,3.552411908e+01,4.915123669e+01,1.061854804e+01,5.774972051e+01
6.790526936e+01,9.830081264e+01,9.411125012e+01,1.999143974e+01,2.691155083e+01,1.357690180e+01,6.964511002e+01,9.868321715e+01,4.671067470e+00,2.706387494e+01,7.390047888e+01,8.279225359e+01,9.403126082e+01,3.482089611e+00,3.951863002e+01,9.936057114e+01,4.932897126e+01,2.167188435e+01,4.477210813e+01,9.105633663e+01,3.120732498e+01,7.181370119e+01,3.080675783e+01,5.963664269e+01,8.461016676e+01,8.774293341e+01,7.799151457e+01,7.692765621e+01,8.237689295e+01,5.128502791e+01,5.070476836e+01,7.153413698e+01,9.583835223e+00,4.977967848e+00,9.859043698e+01,4.908171921e+01,7.223104518e+01,3.989502034e+01,7.537868542e+01,8.073812848e+01,5.894915540e+01,6.583081684e+01,4.026738406e+00,3.804991443e+01,9.064031089e+01,7.454834089e+01,6.423946454e+01,7.345376908e+00,3.538042259e+01,5.857152679e+01,2.009420683e+01,8.166990011e+01,3.086275035e+01,7.554803820e+01,6.501648854e+01,2.608814389e+01,3.640467041e+01,6.935875426e+01,6.949172048e+01,3.132810387e+01,7.673535026e+01,9.382988108e+01,3.080962138e+01,7.787171463e+01,4.622983919e+01,3.640159803e+01,5.951284155e+01,7.983213778e+01,1.554595147e+01,6.492830788e+01,3.107302771e+01,7.599381651e+01,5.039269859e+01,1.110682209e+01,3.937721686e+01,5.728386088e+01,1.301586014e+01,7.213539985e+01,1.513096516e+01,6.678512729e+00
7.444009180e+01,5.092325826e+01,7.274125708e+00,1.049105681e+01,6.795155073e+01,4.884117023e+01,7.548719862e+01,5.363486009e+01,8.815101222e+01,4.890679440e+01,4.371524705e+01,4.760810556e+01,3.267571152e+01,7.354621247e+01,8.336916669e+01,4.591289698e+01,1.520460285e+01,7.404228427e+01,5.077458710e+01,1.643532481e+01,1.777798441e+01,5.024436341e+01,4.294240048e+01,9.276783357e+01,6.495895251e+01,8.120995420e+01,6.607014164e+01,8.714639618e+01,6.743682074e-01,6.089366952e+01,5.029475461e+01,8.698208210e+01,3.505281674e+01,8.094651714e+01,2.406280278e+00,4.251319097e+01,3.559978535e+01,2.012422064e+01,7.729228797e+01,6.196892125e+01,4.980608487e+01,1.223887522e+01,6.581462287e+01,1.060538053e+00,2.581953922e+01,3.321851061e+00,4.989265747e+01,4.642915641e+01,3.654925527e+01,8.334828558e+01,6.824626863e+01,5.026160277e+01,9.029554021e+01,9.231754443e+01,3.105828811e+01,4.894604272e+01,3.411620426e+01,9.006523777e+01,5.930426664e+01,8.589893807e+01,9.665965116e+01,3.260645780e+01,5.814790750e+01,2.970755873e+01,6.018068060e+00,1.338164571e+01,6.565587368e+00,1.359974108e+01,3.804292098e+01,2.355833512e+01,9.549825350e+00,5.278275121e+01,4.578880530e+01,9.010414757e+01,3.678182306e+01,3.058228908e+01,5.034837913e+01,1.109410723e+01,2.887968741e+01,8.681527613e+01
5.628684700e+01,5.976771785e+01,4.875509286e+01,1.276851192e+01,4.800243073e+01,5.400354259e+01,2.441532326e+01,7.736402196e+01,7.113292463e+01,6.558387644e+01,7.030350671e+01,4.181118013e+01,2.326425507e+01,9.436740427e+01,6.505184199e+01,6.169731072e+01,4.670139611e+01,8.441006392e+01,4.581724255e+01,8.400593746e+01,4.658319318e+01,6.383794973e+01,4.489110599e+01,4.333614442e+01,9.263812582e+01,5.633727649e+01,5.634836095e+01,3.564139024e+01,3.650096770e+01,8.066941554e+01,1.883392623e-01,1.913225685e+01,9.711201712e+00,9.304609442e+01,6.892760124e+01,6.437451366e+01,6.118554303e+01,4.324894504e+01,2.154668889e+01,6.565812468e+01,2.910541021e-03,1.340827301e+01,7.540117509e+01,4.989653739e+01,1.897837366e+01,4.225551895e+01,8.267428906e+00,1.815882211e+01,8.504531538e+01,8.240587679e+01,2.743804796e+01,2.309592154e+01,5.264340335e+01,1.653198765e+01,4.186353454e+01,6.934841635e+01,4.664379860e+01,1.221105745e+01,8.600646433e+01,9.495953968e+01,6.889801133e+01,5.359656713e+01,2.309370563e+01,7.005079679e+00,4.613208434e+01,9.789519387e+01,6.193050931e+01,5.188229219e+01,4.888488322e+01,8.640982588e+01,9.328253039e+01,2.102399243e+01,6.849973636e+01,2.313421777e+01,1.552658292e+01,9.038271688e+01,8.377668262e+01,8.497882471e-01,6.054392693e+01,6.162896095e+01
6.370192917e+01,3.895006087e+01,1.060986725e+01,4.766582389e+01,3.418634375e+01,7.538724992e+01,6.579445827e+01,2.304093388e+01,3.187509630e+00,6.241172120e+00,1.330096022e+01,5.329339422e+01,9.278691237e+01,5.787010529e+00,3.183398540e+00,6.529635899e+01,1.327235624e+01,5.504069898e+01,5.785771530e+01,6.566072696e+01,1.932652987e+01,9.522498107e+01,7.098520536e+01,9.481967670e+01,7.179957629e+01,3.399262107e+01,9.800490012e+01,6.939886521e+01,2.319842334e+01,8.917898628e+01,6.784292587e+01,5.983425401e+01,7.083606628e+01,4.974071102e+01,7.120725669e+01,3.219300865e+01,7.282377914e+01,6.115352601e+01,6.576698834e+01,4.874664873e+01,3.146634140e+01,8.322751750e+01,5.683196665e+00,7.283235980e+00,4.896585652e+00,7.520064877e+01,4.978930388e+01,6.162544788e+01,7.291631610e+01,4.961139842e+01,9.768498428e+01,7.441768318e+01,6.756640835e+01,2.175373872e+01,3.226769141e+01,6.459052642e+01,1.983193131e+01,4.515870697e+01,5.245458946e+01,1.503778453e+01,4.075912102e+01,7.752935862e+01,4.774877234e+01,6.938098596e+01,9.956418507e+01,3.451876527e+01,6.463344200e+01,2.731419345e+01,3.615143806e+01,2.276277589e+01,6.830904023e+01,4.829124508e+01,1.455584731e+01,3.053287053e+01,5.225434903e+01,2.904324969e+01,8.418781155e+01,5.776951414e+01,2.778443309e+01,2.741110989e+01
2.456501961e+01,6.511855517e+01,1.205864858e+01,6.475577203e+01,1.485621847e+01,7.065145831e+01,9.556131130e+00,9.258099250e+01,4.488799983e+01,7.853774750e+00,5.389432398e+01,6.478467685e+01,3.978627831e+01,4.261854555e+01,6.905551050e+00,9.627615024e+01,8.406385938e+01,5.312399505e+01,9.064772698e-01,8.055426924e+01,7.627981062e+01,7.263126375e+01,8.096261181e+01,6.496063355e+01,7.588935488e+01,3.784974482e+01,1.733420439e+00,3.731953790e+01,7.299618821e+01,8.221901378e+01,3.768665907e+01,6.376038165e+01,8.146196084e+01,1.527458180e+01,6.956427023e+01,7.946707709e+01,7.783366488e+01,7.234928369e+01,3.336127869e+00,8.059754279e+01,3.153553277e+01,7.062563057e+01,2.874108253e+01,5.964546548e+01,6.976607243e+01,3.918650066e+01,2.806336175e+01,7.430146330e+01,5.986242741e+00,2.140019968e+01,7.600738402e+01,9.797192206e+01,8.336866004e+01,7.516794772e+01,6.812883191e+01,4.162572049e+00,4.451794566e+01,2.864074675e+01,9.034682910e+01,4.626464598e+01,8.262210597e+01,3.513290287e+01,5.082444429e+01,5.411762238e+01,8.354330677e+01,1.956030404e+01,2.359135753e+01,2.051607852e+00,1.095362330e+00,8.139220622e+01,9.561358594e+01,6.132036546e+01,6.671602138e+01,6.158862161e+01,9.292145209e+01,5.223318921e+00,7.029308911e+01,3.261997093e+00,2.893797061e+01,6.713981628e+01
2.600613051e+01,7.774623114e+01,5.363984888e+01,9.895808758e+01,1.201981041e+01,6.879266998e+00,1.813194495e+01,7.456571525e+01,3.766857164e+01,6.893266037e+01,8.135700546e+01,6.712950638e+01,5.742680883e+01,7.535215129e+01,4.868537051e+01,1.024149495e+01,9.194718668e+01,7.021602349e+00,5.854206475e+01,7.531558052e+01,4.349774506e+01,6.811405735e+01,3.729296015e+00,5.829416199e+01,5.706135870e+01,1.492650571e+01,2.563472023e+01,3.064142708e+01,8.924740055e+01,3.418851645e+01,4.209756758e+01,7.336349802e+01,9.999560766e+01,6.151308678e+01,7.706563048e+01,9.493250440e+01,1.559854873e+01,8.015668136e+01,8.392804826e+01,5.342750131e+01,1.083406841e+01,8.635973556e+01,7.968305781e+01,1.409999043e+01,9.614844544e+01,5.885882886e+01,4.574901038e+01,4.432301452e+00,7.300956790e+01,6.611579182e+01,7.056045595e+01,3.478173932e+01,9.038845374e+01,5.104740054e+01,2.850118972e+01,4.356071378e+01,3.561078488e+01,9.605671244e+01,8.236387845e+01,9.088708468e+01,4.993421938e+01,6.884596532e+01,7.288814969e+01,5.400261385e+01,7.700736541e+01,3.050364561e+01,4.760962153e+01,4.897711798e+01,6.786104561e+01,8.593335174e+01,9.658469380e+01,7.422897864e+01,2.596318498e+01,7.704932244e+01,7.682547332e+01,2.190152126e+01,2.688991895e+00,2.526819954e+01,8.303548464e+01,8.523316101e+01
6.029096020e+01,1.703983495e+01,4.464843937e+01,3.366882461e+01,8.442672086e+00,3.648878682e+00,9.966735975e+01,9.213593935e+01,5.977355250e+01,8.544262370e+01,4.394182439e+01,8.202237310e+01,4.755898662e+01,1.915872544e+01,7.805455466e+01,8.288949092e+01,8.966643019e+00,3.090051812e+01,6.470012216e+01,2.371098753e+01,4.155013553e+01,6.212623664e+01,4.549394612e+01,2.784693745e+01,9.856517467e+01,1.223855566e+01,8.504924841e+01,1.618807097e+01,6.765598643e+01,3.283722411e+01,7.661936915e+01,2.202731687e+01,6.152373117e+00,1.490892722e+01,3.401379541e+01,2.303724860e+01,2.305300030e+01,4.265039749e+01,4.667005905e+01,8.853844728e+01,2.882873665e+01,9.076291952e+01,7.721613251e+01,8.374089256e+01,1.077597721e+01,7.194728626e+01,9.725818974e+01,4.773106255e+01,5.646542537e+01,9.827518109e+01,6.583124835e+01,9.322890271e+01,9.541053537e+00,6.470028886e+01,8.680261842e+01,3.953618141e+01,1.201673941e+01,7.754510317e+01,5.347239469e+01,8.915066809e+01,6.625527699e+00,7.835453209e+01,7.631906066e+01,5.499981829e+01,7.649735316e+01,6.728038749e+01,4.070454873e+01,2.418588225e+01,1.024395504e+01,4.536852087e+01,5.080843917e+01,2.982104613e+01,6.949348045e+01,5.794429655e+01,9.874645110e+01,1.300267721e+01,5.393056299e+00,2.755620366e+01,5.710899549e+01,6.182542460e+01
4.967577987e+00,2.699031764e+01,2.046151256e+01,9.552784502e+01,3.094780600e+01,9.411219282e+00,7.782670195e+01,9.740108751e+01,2.374993376e+01,4.742364831e+01,5.281949270e+01,5.250822840e+01,5.455972067e+01,9.013291258e+01,7.451123077e+01,7.434412404e+01,4.164010504e+01,7.414367290e+00,5.612385957e+01,7.574044297e+01,9.914488344e+01,3.531568375e+00,7.638601571e+01,8.443663157e+01,1.184704408e+01,8.376078854e+01,8.586846974e+01,1.647423845e+01,4.498456789e+01,7.970059697e+01,5.289539983e+01,2.444885059e+01,5.057955739e+01,9.870588794e+01,8.703943839e+00,8.705911823e+01,3.205123495e+01,3.089526341e+01,8.689255974e+01,2.988613718e+01,7.734922724e+01,7.376887959e+01,4.851879363e+01,9.131364213e+01,1.197030616e+01,5.785782216e+01,1.888445853e+01,1.748665840e+01,8.871839862e+01,6.874968670e+01,3.223656237e+00,2.206305418e+01,1.844780736e+01,3.200368081e+01,1.678042076e+01,7.233357452e+01,4.944608309e+01,5.307805125e+01,9.410827522e+01,8.232939671e+00,4.023210658e+01,6.131990743e+01,6.312535156e+01,9.249328020e+01,4.086384980e+01,9.938505680e+01,5.243349460e+01,7.007891559e+01,7.124044529e+01,9.752115598e+01,8.757824032e+01,7.330647323e+01,8.346250779e+01,5.767427091e+01,7.453325192e+01,2.340898226e+01,2.190215622e+01,7.290983371e+01,8.969334178e+01,8.084015006e+01
2.872360374e+00,2.260340186e+01,7.533842859e+00,2.052828242e+01,8.578632708e+01,1.630733148e+01,2.566338343e+01,4.730583368e+00,4.406175779e+01,4.972364656e+01,2.961072043e+00,9.132454794e+01,2.392213594e+00,4.079004403e+00,2.548484685e+00,5.353160907e+01,7.191371221e+01,9.884569916e+01,8.301110669e+01,6.230812062e+01,7.201103723e+00,4.494613787e+01,1.080103805e+01,2.665312982e+01,7.624214538e+01,1.483268405e+01,5.892619581e+01,7.892594882e+01,5.315370682e+01,3.568521678e+00,8.646658525e+01,9.337729032e+01,7.177422579e+01,2.871469236e+01,8.611022485e+01,4.787939305e+01,7.100265638e+00,2.182916846e+01,9.213731304e+01,2.582414197e+01,5.955726215e+01,9.271726947e+01,7.392929718e+01,9.167190873e-01,7.292206690e+01,8.416434993e+01,2.754720197e+01,3.105338790e+01,8.349891087e+00,7.681926973e+01,1.648375384e+01,7.691031782e+01,4.761204061e+01,1.570225744e+01,3.740964744e+01,9.291506774e+01,8.818762320e+01,9.279145793e+01,9.869862883e+01,8.476487162e+01,8.159215947e+01,7.725246914e+01,4.861766525e+01,8.279632791e+00,2.380821669e+00,5.059941919e+01,8.123892031e+01,7.407226143e+01,5.572832025e+01,8.943030819e+01,7.262581538e+01,2.696326636e+01,9.701726588e+01,4.781673462e+01,8.754472791e+01,3.123998101e+01,3.705435604e+01,8.887888259e+01,6.261911386e+01,8.924822200e+01
4.679645848e+01,6.615952275e+01,5.995747199e+01,9.133875599e+01,9.017954020e+01,3.965408110e+01,5.839990404e+01,1.061158676e+00,7.863791187e+01,5.772810326e+01,3.919706350e+01,1.292758428e+01,5.344476802e+01,3.519108668e+01,1.694353008e+01,8.583808893e+01,3.809544461e+01,1.326590630e+01,7.339537848e+01,9.599511814e+01,2.818596347e+00,6.735704793e+00,3.266031386e+01,1.516221244e+01,2.191095361e+01,1.077099404e+01,4.792392942e+01,5.883204565e+01,4.574806196e+01,3.321410493e+01,4.638895419e+01,3.020261094e+01,6.254769174e+01,5.558840984e+01,8.406095930e+01,6.939260889e+01,5.729520590e+01,2.227780131e+01,3.558531838e+01,8.063119937e+01,6.162736626e+01,6.619739629e+01,8.670373067e+01,8.090539847e+01,3.496690978e+01,9.736704200e+01,5.756079118e+01,6.641982323e+01,9.743561532e+00,9.672401973e+01,8.616631106e+01,2.461949472e+01,7.332959580e+01,4.798685574e+01,6.866760520e+01,2.105165459e+01,2.533738293e+01,6.792139408e+01,3.555898000e+01,1.612544362e+01,3.307798942e+01,1.337736813e+01,2.841544355e+00,3.434199110e+01,6.675231690e+01,3.880351190e+01,4.148240526e+00,2.982134317e+01,2.202923168e+01,9.500369041e+01,1.192900121e+01,9.217362050e+01,9.138602427e+01,3.469156993e+01,4.361897090e+01,4.183364117e+01,2.245380325e+01,4.248019875e+01,9.489066211e+01,3.225670751e+01
6.604609044e+01,6.571732574e+01,3.150443455e+01,1.770960399e+01,9.618256737e+01,4.495869474e+01,6.864123140e+01,6.677628289e+01,8.469911627e+01,6.062251611e+01,4.413319657e+01,4.198692819e+01,1.124584064e+01,8.686751693e+01,6.440642633e+01,7.524304829e+01,1.357845507e+01,2.233106868e+00,8.194558481e+01,6.551880742e+01,5.892517374e+01,9.885772137e+00,4.318836149e+01,1.918893021e+01,4.094142741e+01,5.757958821e+01,7.238844721e+01,1.215021555e+01,9.811029316e+01,1.695559633e+01,9.449981117e+01,7.081711526e+01,9.110065365e+01,2.316669963e+01,8.847180573e+00,4.486678877e+00,6.718954668e+01,5.924114543e+01,2.190039452e+01,9.188601115e+01,8.537006602e+00,7.333814632e+01,3.981839462e+01,7.462759656e+01,5.230885650e+01,1.763712125e+01,8.656985162e+01,1.823981874e+01,6.945266520e+01,3.165649490e+01,7.350817362e+01,3.237699430e+01,8.568287065e+01,4.428974016e+01,3.157192907e+01,9.234187397e+01,6.128417144e+01,4.902442571e+01,5.073206263e+01,7.153703522e+01,8.427482746e+01,7.076331349e+01,5.955642746e+01,6.545086767e+01,4.176092308e+01,2.907388530e+01,6.339368308e+01,4.009887348e+01,7.695442832e+01,9.377739097e+01,8.274506400e+01,5.397390150e+00,8.749386142e+01,3.034257006e+01,9.882391837e+01,7.885442448e+01,6.015420565e+01,8.714419269e+01,9.433546573e+01,7.459123112e+01
6.538787530e+01,9.883866010e+01,7.584701982e+01,6.615661592e+01,1.372523273e+01,2.313997733e+01,5.978186986e+01,1.742280941e+01,5.720523431e+01,3.825068529e+01,5.555691713e+00,4.729483441e+01,1.853209671e+01,6.996974557e+01,4.814892060e+01,2.928207020e+01,8.780847423e+01,8.132866140e+01,8.933640001e+00,3.076628987e+01,6.205665851e+01,6.916385821e+01,7.473120553e+01,2.858069955e+01,6.179497661e+01,5.003891378e+01,8.659618192e-01,4.959515148e+01,7.637689463e+01,2.002156470e+01,3.858919182e+01,2.634240343e+01,5.071270597e+01,6.841313894e+00,6.285665109e+01,7.291281734e+01,2.639607463e+01,4.476640783e+01,4.230192673e+01,6.897586295e+01,4.149180723e+01,7.625648498e+01,2.301675538e+01,7.297762912e+01,2.714001360e+01,2.903595634e+01,4.567133331e+01,6.905145512e+01,9.737086069e+01,3.993317555e+01,9.513690092e+01,7.207402836e+01,1.277481368e+01,8.491087179e+01,8.199815637e+01,8.941854019e+01,7.351522421e+01,9.687371730e+01,4.650548298e+01,8.276090295e+01,1.580399841e+01,3.746132194e+01,3.779827806e+01,6.296252929e+01,7.972597188e+01,2.438642760e+01,7.763070819e+01,9.913007713e+01,3.897071787e+01,1.580984761e+01,4.737130090e+01,9.443063253e+01,4.438496459e+01,8.496333763e+01,2.778210851e+01,9.664348210e+01,6.192478815e+01,9.938054218e+01,2.536610252e-01,9.571210674e+01
6.657351219e+01,7.966898353e+01,4.383978100e+00,8.025946266e+01,2.130345824e+01,3.432616440e+01,6.302725686e+01,4.125711807e+01,7.515139751e+01,3.201594846e+01,6.874282065e+00,6.756742744e+01,2.607977123e+01,6.670184845e+01,5.868248613e+01,2.382499779e+01,7.932537007e+01,3.997652115e+01,2.893803855e+01,7.889181812e+01,7.432372607e+01,7.343455438e+01,5.441673619e+01,5.505630608e+01,6.829998775e+01,9.346158026e+01,8.100274002e+01,4.871132249e+01,4.047683619e+01,9.082839811e+01,7.290196055e+01,5.936828713e+01,4.358258077e+01,5.206805742e+01,6.433612518e+01,5.883342461e+01,9.964413235e+01,8.166889801e+01,1.715398424e+01,2.893477436e+01,4.312656717e+01,9.676951067e+01,5.496010334e+00,2.320969061e+01,4.959202873e+01,5.060865167e-01,9.775814386e+01,7.929381789e+01,4.921886466e+01,8.925539730e+01,8.688100782e+01,8.481692433e+01,3.916797837e+01,1.275966639e+00,8.448256889e+01,3.219827511e+00,5.911711415e+01,6.782282172e+01,1.107263982e+01,7.015126560e+01,7.570269485e+01,7.150574666e+00,2.001265106e+01,3.482838947e+00,7.810756736e+01,2.550806411e+01,6.409999124e+01,6.361405441e+01,9.667018508e+01,8.121824141e+00,1.832813121e+01,2.884572765e+01,9.575974401e+01,8.972732172e+01,9.621356709e+01,3.418353032e+01,8.312440965e+01,5.000026202e+01,1.157549056e+01,2.850080216e+01
8.703545332e+01,9.367809744e+01,2.592682566e+01,7.660987267e+01,1.309867239e+01,3.241635916e+01,6.808136201e+01,5.754387477e+01,6.673830334e+01,3.892402566e+01,3.144777784e+01,2.794895528e+01,6.502967399e+01,3.509745438e+01,3.619998952e+01,4.959212391e+01,8.436758509e+01,9.596882220e+01,6.639745501e+01,3.098505596e+01,5.967696663e+01,5.768091438e+01,7.701116090e+01,8.761749529e+01,4.281933506e+01,1.430865066e+01,3.015931288e+01,2.820473160e+01,4.328566337e+01,6.620920541e+01,8.127967102e+01,8.762499977e+01,5.330095343e+01,9.047062726e+00,8.915275964e+01,1.887583248e+01,4.864669399e+01,9.019981396e+01,6.122101047e+01,7.622568147e+01,4.882000048e+01,9.897571279e+01,9.216202735e+01,2.724631229e+01,8.464679277e+01,6.151445991e+01,4.656386500e+01,4.958686023e+01,9.426849262e+01,8.896154916e+01,1.978134235e+01,1.356195868e+01,7.545580810e+01,3.373980011e+01,7.564828072e+01,3.325494896e+01,4.979291272e+01,4.622539962e+01,8.935023810e+01,3.351401961e+01,9.462975225e+01,6.042638129e+01,2.479684698e+01,1.326955179e+01,2.114594753e+01,1.851967010e+01,4.576601864e+01,2.071597685e+01,1.041955543e-01,5.803556336e+01,8.319060921e+01,5.735995421e+01,4.074067761e+01,4.322130859e+01,8.119491763e+01,9.378948198e+01,3.859637057e+01,1.379530226e+01,2.619184396e+01,4.641225870e+01
