v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45
9.610164688e+01,9.710774196e+01,8.198320141e+01,2.970469081e+01,7.345978009e+01,4.732329905e+01,4.983240161e+01,8.285274281e+00,3.712680126e+01,8.700594442e+01,1.244074712e+01,9.649022988e+01,2.222822194e+00,6.733666402e+01,1.951050043e+01,9.680627152e+01,7.903875219e+01,4.229385693e+01,6.259191307e+01,1.248880424e+01,4.787916025e+01,2.817750902e+01,3.183282946e+01,3.709544691e+01,8.227728920e+01,4.579547111e+01,9.322407703e+01,3.889488472e+01,2.897585277e+01,6.178475265e+00,5.005718962e+01,9.433364947e+01,4.414895912e+01,5.562317024e+01,5.716485851e+01,9.444472860e+01,1.382944974e+01,6.959450354e+00,8.379627872e+01,4.698639753e+01,2.769399608e+01,3.227833915e+01,5.128871051e+01,3.382571044e+01,5.604864962e+01
4.891995642e+01,1.476807853e+01,2.641212732e+01,4.783092846e+01,1.356330954e+00,3.453579080e+01,4.550387014e+01,7.682885015e+01,1.192186518e+01,4.090103315e+01,1.003982852e+01,2.879624819e+01,9.832833671e+01,9.603870770e+01,9.615694316e+01,8.045990124e+01,6.978253604e+01,7.563551037e+01,9.174712399e+01,4.959564522e+01,6.329806331e+01,8.586034741e+00,4.172071798e+00,2.693358056e+01,5.385531893e+01,4.807289810e+01,6.398710995e+01,2.197934270e+00,6.673783398e-01,3.136176912e+01,5.699755108e+01,3.432427993e+01,8.703900371e+01,6.289060712e+00,4.178838473e+01,3.606235957e+01,5.106054656e+01,6.987888304e+01,4.470734284e+01,5.854657152e+01,6.782462480e+01,9.170603127e+01,4.958043768e+01,5.720916399e+01,4.646360983e+01
6.824935417e+01,3.146442204e+01,6.331866450e+01,6.796121575e+00,3.626669433e+01,4.434068350e+01,9.367071237e+01,4.848098973e+01,7.155453475e+01,1.202890937e+01,2.031160116e+01,7.826124163e+01,1.486596525e+01,4.071670702e+01,7.634634848e+01,2.472988525e+01,9.006147962e+01,8.903413168e+01,8.220905484e+01,7.115169397e+01,1.200338876e+01,1.026209630e+01,8.675752619e+01,5.368388120e+01,2.341739999e+01,9.322378266e+01,8.309915924e+01,1.461719722e+01,1.813785006e+01,7.115116921e+01,7.390679538e+01,9.791941394e+01,5.350470160e+01,1.697299463e+01,6.042012295e+01,2.612290123e+00,1.951726621e+01,3.936938090e-01,9.049347307e+01,2.618711195e+01,9.332796625e+01,3.130927232e+01,6.279172178e+01,1.294356305e+01,3.236386584e+01
2.747354566e+01,4.623209564e+01,5.189221973e+01,4.311289189e+01,3.610469391e-01,9.809872275e+01,1.935867367e+01,9.493477173e+01,9.988053139e+01,3.138601832e+01,5.264953998e+00,5.935660799e+01,5.434897552e+01,1.167835590e+01,3.082765352e+01,9.517521580e+01,2.369619055e+01,9.050418759e+01,1.709411478e+01,9.242780154e+01,2.275441159e+01,1.055477719e+01,8.099241766e+01,7.180890402e+01,3.479204206e+01,9.316389744e+01,6.816867461e+01,3.753924542e+01,3.037668842e+01,3.203885492e+01,8.074829401e+00,7.319214099e+01,9.279497608e+00,7.098834516e+01,7.535224764e+01,9.928459400e+01,9.186450328e+00,5.026124961e+01,3.696739911e+01,2.110387753e+01,2.494879171e+01,9.754174785e+00,4.672091740e+01,1.168359937e+01,5.070181482e+01
2.150138909e+01,1.371181245e+01,6.552185834e+01,8.591187787e+01,2.614426076e+01,2.985938019e+01,5.827785639e+01,1.219061654e+01,2.640562674e+01,1.167813084e+00,7.539737636e+01,9.623461624e+01,7.960446798e+01,9.466597053e+01,7.585002685e+01,8.595229149e+00,6.149107627e+00,2.903011253e-01,8.541018057e+01,9.357359094e+01,4.009404075e+00,3.786872228e+01,8.874668243e+01,1.650230939e+01,9.589301927e+01,3.254020097e+01,2.650400131e+01,9.700609798e+01,7.350677256e+01,5.572055172e+01,5.431246330e+01,5.149985645e+01,2.168543756e+01,9.314402378e+01,8.420264330e+01,9.589846766e+01,9.156977397e+01,6.663733283e+01,3.410162326e+01,2.191139708e+01,7.333326125e+01,2.567220939e+01,4.771904236e+01,1.523694415e-01,8.930727432e+01
3.850405831e+01,7.264218799e+00,7.742068909e+01,9.986456236e+01,9.748347312e+01,1.662415756e+01,8.209439275e+01,1.494007726e+01,7.944726022e+01,1.684539721e+01,6.148340541e+01,5.358139572e+00,6.796242828e+01,4.260412169e+01,9.237307731e+01,4.048475005e+01,8.014384181e+01,8.047869574e+01,8.404286811e+01,9.640794855e+01,9.676090547e+01,8.571445817e+01,8.990967459e+01,9.443518345e+01,5.916897283e+01,4.186361564e+01,1.328987435e+01,3.494189773e+01,2.982675385e+01,4.471587648e+01,4.999818962e+01,8.624344346e+01,4.594681668e+01,4.091543656e+01,3.940978162e+01,9.420294203e+01,1.144283879e+01,7.715614675e+01,5.134745360e+01,7.566407914e+01,8.774849013e+01,7.277914796e+00,3.705938426e+01,4.180424024e+01,1.552399589e+01
7.869183497e+01,9.188056674e+01,9.400296467e+01,7.592649024e+01,9.707230890e+01,4.821099706e+01,1.249956652e+01,4.158332838e+01,9.913293001e+01,7.632073079e+01,7.144466098e+01,6.352750977e+01,1.657015433e+01,1.455260578e+01,3.591772963e+01,4.225351827e+01,9.161439557e+00,3.583195570e+00,1.223374117e+01,5.696852213e+01,8.533772177e+01,4.949174318e+01,2.982305145e+01,1.548184216e+01,5.851083611e+01,8.390332617e+01,8.571925691e+01,1.640006152e+01,3.351101447e+01,2.736160486e+01,8.418568263e+01,8.225026497e+01,7.366854944e+00,7.467319776e+01,1.308755025e+01,6.450494937e+01,5.033340546e+01,3.842864161e+01,3.050757325e+01,4.737230265e+00,8.061726314e+01,2.986527055e+01,6.326310425e+01,2.438239784e+00,4.199958902e+01
4.769170600e+01,3.364600250e+01,3.378031355e+00,7.960863422e+01,6.022790285e+01,6.244130223e+01,3.901868983e+01,7.932052130e+01,8.178802436e+01,3.702244504e+01,8.206027652e+01,1.384001078e+01,5.701221352e+01,6.575943274e+01,2.080502334e+00,6.644734706e+01,4.371492820e+01,7.705679212e+01,9.806116335e+00,4.084667893e+01,7.667224571e+01,8.314832054e+01,6.604697981e+01,9.736216160e+01,6.017380329e+01,1.332406885e+01,4.159364859e+01,3.191379501e+01,5.326133175e+01,1.550634162e+01,9.380904949e+01,8.633267313e-01,7.295835661e+01,6.322621554e+01,9.087106604e+01,8.639208187e+01,7.515622272e+00,1.813726253e+01,5.354652621e+01,8.830261688e+01,6.034815196e+01,7.515888686e+01,7.781136590e+01,7.462095714e+00,4.387524292e+01
3.906121441e+01,4.901225198e+01,4.460994975e+01,7.138916927e+01,1.488512061e+01,4.933828047e+01,8.179136511e+01,6.433509644e+01,6.696342595e+01,5.865909242e+00,2.833311175e+01,5.280987795e+01,6.636754642e+01,2.038482603e+01,4.783717861e+01,1.786896116e+01,7.050281451e+01,7.114168149e+01,5.941896204e+01,5.046170935e+01,2.126048712e+01,2.834807837e+01,1.481403581e+01,6.827665131e+01,1.882747421e+01,5.882809281e+01,9.002892559e+00,9.277589397e+00,9.110984312e+01,6.912008786e+01,4.041302677e+01,5.818837147e+01,8.583287277e+01,2.108651602e+01,9.339976877e+01,5.379103473e+01,9.446934800e+01,4.164293745e+01,6.080950767e+00,1.703827575e+00,9.433267167e+01,5.432886882e+01,6.704975224e+00,5.043643228e+01,9.809052444e+01
8.891025530e+01,3.812826747e+01,5.415136110e+01,1.269342636e+01,7.273461640e+01,7.563199478e+01,5.889058652e-01,6.898660659e+01,6.739839673e+01,9.266847690e+00,1.632140081e+01,8.622983271e+01,1.796439977e+01,4.322993202e+00,8.331629538e+01,1.569396389e+01,5.157831831e+01,9.820994414e+01,7.021004399e+01,9.551341022e+01,9.166432653e+01,9.470896272e+01,6.181538594e+01,2.217537752e+01,5.422379835e+01,4.938641212e+01,7.053129604e+01,4.532797695e+01,4.926431344e+01,3.909644399e+01,3.223958180e+01,2.374852286e+01,4.080022166e+01,1.050106123e+01,6.037035853e+01,8.188319678e+01,9.759826510e+00,4.465912064e+01,2.234792595e+01,1.184037202e+01,1.778946161e+01,6.943784613e+01,7.775816579e+01,3.618440153e+01,8.303398493e+01
6.716210894e+01,9.408056609e+01,4.756241687e+01,9.681630918e+01,5.266730365e+01,8.097839720e+01,2.127665335e+00,9.142414427e+01,5.676199406e+01,5.632545533e+01,4.123665514e+01,6.690752239e+01,8.902741720e+01,8.045374785e+01,2.039044321e+01,3.223201406e+01,8.351211860e+01,3.351755728e+01,1.941215991e+01,5.134828726e+01,2.834393758e+01,6.709242738e-01,6.583450963e-02,8.909205515e+01,5.929437849e+01,1.778471497e+01,2.151338318e+01,8.587717960e+01,7.260270791e+01,6.078022525e+01,2.760547207e+01,3.974529860e+01,2.062726591e+01,9.736156631e+01,4.137398133e+01,4.268066429e+01,2.101639079e+01,6.108465693e+01,6.729073103e+01,5.121361649e+01,3.126605793e+01,4.153945254e+01,7.734887560e+01,1.869944168e+01,3.043623839e+01
6.262388500e+01,1.011167572e+01,7.918140784e+01,3.542488916e+01,4.152658739e+01,3.907259175e+01,9.179761002e+01,6.976531863e+01,8.458969710e+01,7.557745566e+01,5.002244547e+01,2.765780945e+01,5.503359354e+01,7.173097379e+01,8.391443562e+01,1.692378315e+01,1.208683104e+00,3.121065628e+01,3.024113787e+01,8.682268785e+01,6.228049623e+01,1.734472715e+01,6.170521104e+01,3.141216059e+01,7.379870638e+01,8.274674216e+01,9.938509391e+01,7.090173497e+01,2.324884903e+01,4.078258935e+00,6.685084124e+01,9.506802209e+01,9.603368332e+01,6.749285844e+00,3.658795870e+01,1.734839969e+01,5.554863426e+01,9.144950536e+01,8.129209778e+01,7.475334858e+01,7.481566726e+01,3.102056849e+01,1.515071362e+01,5.203045339e+01,3.631799755e+01
2.114201725e+01,3.694732533e+00,1.827062881e+01,2.794129355e+01,9.751818915e+00,4.172659715e+01,2.375427333e+01,5.016537734e+01,6.121663449e+01,3.777556512e+01,3.883971152e+01,1.178154075e+01,4.177760307e+01,2.127614440e+01,8.931288348e+01,6.864708516e+01,3.404113251e+01,2.178187964e+01,2.091903668e+01,2.650402404e+01,9.849677136e+01,3.116500009e+00,5.134833466e+01,2.746656653e+01,4.043469623e+01,6.948205867e+01,2.625962984e+01,2.203597864e+01,7.596928675e+01,3.072098886e+01,3.976223669e+01,7.975277482e+01,6.325080753e+01,4.465439569e+01,3.322455540e+01,4.636718941e+01,2.393514320e+01,5.077283403e+01,9.504408052e+01,7.072570657e+01,8.203422034e+01,2.968979479e+01,9.963344116e+00,5.173161434e+01,5.462241852e+01
4.308643892e+01,7.428275257e+01,1.852118292e+01,5.368922954e+01,4.457523849e+00,1.167148234e+00,1.965775056e+01,9.102558409e+01,5.939555104e+01,8.995357163e+01,9.948468428e+01,8.773509720e+01,9.472206863e+01,4.735506238e+01,2.162090607e+01,8.950648811e+01,2.896633778e+01,7.787330629e+01,1.951039834e+01,1.766236894e+01,2.022091123e+01,3.817824993e+01,5.931836469e+01,1.535394825e+01,3.342183643e+01,1.675182078e+01,3.194230059e+01,1.413304534e+01,7.550801641e+01,8.792025669e+01,4.743558685e+01,7.427225548e+01,7.490061252e+01,6.143396836e+01,4.779744145e+01,6.962887576e+01,5.678949455e+01,3.328105639e+01,7.013356406e+01,5.710730189e+01,9.405184183e+01,1.657281841e+01,2.965114775e+01,4.115223454e+01,1.763897870e+01
1.157224248e+01,9.547478072e+01,8.071135708e+01,2.941474417e+01,1.794086227e+01,5.816603744e+01,7.026421541e+01,2.677548062e+01,4.336281236e+01,7.250528323e+01,8.363246397e+01,7.112757319e+01,4.305707285e+01,4.556501010e+01,2.232030515e+01,3.612966944e+01,5.976091623e+01,7.284084776e+01,4.131544985e+01,7.624368993e+01,4.237534610e+01,3.720544327e+01,6.032711725e+01,1.487117360e+00,9.886568598e+01,5.082398410e+01,9.516475769e+01,6.955036503e+01,6.372051238e+00,9.463564534e+01,9.797057379e+01,5.636564581e+01,9.323277177e+01,3.167349324e+01,2.023503907e+01,7.574990467e+01,5.737692198e+01,5.826453176e+01,5.826395120e+01,9.712450459e+01,8.785218233e+01,8.499991615e+01,6.304386815e+01,9.574009554e+01,2.446599828e+01
8.734632526e+01,5.295046170e+00,3.736093964e+01,9.467878390e+01,9.982341172e+01,9.210731495e+01,6.804095834e+01,2.239980141e+01,8.004824590e+01,6.235229552e+01,7.119834250e+01,9.848011376e+01,5.443667672e+01,7.018776771e+01,9.800508722e+01,4.379130313e+01,1.964895645e+01,3.789097778e+01,8.728212156e+00,1.722326347e+01,1.826957712e+01,5.301629105e+01,5.353568419e+01,4.317147874e+01,6.204882695e+01,2.935836457e+01,3.827593605e+01,6.524983453e+01,3.423572518e+01,1.062174873e+01,2.624593593e+01,9.214031822e+00,9.756954764e+01,8.600260619e+01,1.421193467e+01,5.339604898e+01,7.292576941e+01,6.726027197e+00,3.020145847e+01,5.080585846e+01,8.686873179e+01,2.296349252e+01,7.938737626e+01,2.204838712e+01,7.867003484e+01
2.988109988e+01,3.415525028e+01,8.053925444e+01,1.928043459e+01,1.697185163e+00,9.375913822e+01,1.328153704e+01,4.280211321e+01,9.267481264e+01,4.384881183e+01,1.413623329e+01,8.920322689e+01,9.769526690e+01,1.210351914e+01,5.646397617e+01,4.402400267e+01,6.311723669e+01,4.494994013e+01,6.678851640e+01,8.451388170e+01,8.000956960e+01,9.243094034e+01,1.753876176e+01,3.022673710e+01,1.826487231e+01,4.094949926e+00,5.368265056e+01,8.298282120e+00,1.746224817e+01,4.819782669e+01,3.106713553e+01,6.988110800e+01,8.034489086e+01,7.430877011e+01,8.531079667e+01,2.988993474e+01,2.923105578e+01,8.831280307e+01,8.440461466e+01,9.951234640e+01,1.798529647e+01,9.186471808e+00,6.400529794e+01,2.523168920e+01,8.756247467e+01
7.796474273e+01,5.928085337e+01,4.949151168e+01,5.971837465e+00,4.272440952e+01,8.005274040e+01,5.939162173e+00,8.710169453e+00,3.459514112e+01,4.210196651e+01,2.558180790e+00,4.371631168e+01,4.249796275e+01,7.860048289e+01,7.679256874e+01,6.058917991e+01,9.495232041e+01,2.760199560e+01,9.194634889e+01,1.159524168e+01,1.304867183e+01,3.530339743e+01,8.030134952e+01,6.986081710e+01,7.164448355e+01,6.259037836e+01,9.457910810e+01,9.367699346e+01,6.857659188e+01,4.228337100e+01,3.140677194e+01,1.145774378e+01,1.705507090e+00,3.382894977e+01,1.312509655e+01,8.988568104e+01,5.841149156e+00,2.262393140e+01,3.763886723e+01,7.059341816e+01,5.227970873e+01,7.787284852e+01,9.311000985e+01,5.190191157e+00,5.319474646e+01
2.940918999e+01,4.681512646e+01,3.915495770e+01,3.680823089e+01,8.818411953e+01,3.006713225e+01,8.790215425e+01,5.137342179e+01,1.525506174e+01,1.054228814e+01,4.874290932e+01,3.997663846e+01,6.291804325e+01,9.110370990e+01,3.839538884e+01,7.895883789e+01,9.011353903e+01,5.725850625e+01,2.901656439e+01,6.324907707e+01,4.810353428e+01,8.472524725e+01,2.511556488e+01,8.917019812e+01,7.054217565e+01,9.435376264e+01,9.061745178e+01,9.055972008e+01,1.105402917e+01,8.055274772e+01,2.330581493e+01,4.319432846e+01,2.488753283e+01,6.114467497e+01,6.837175427e+01,4.848923714e+01,7.176388730e+01,6.019327568e+01,8.166468865e+01,4.270155518e+01,9.671437149e+01,4.844052699e+01,5.766190461e+01,6.339367291e+01,5.324619125e+01
1.771076628e+01,1.553193828e+01,1.330172618e+01,8.544664720e+01,4.894525485e+01,1.687278076e+00,7.816226306e+01,6.622825966e+01,1.224590328e+01,8.563320068e+01,1.989695769e+00,2.940123732e+01,6.054955372e+01,4.068717784e+01,4.955470542e+01,8.136532441e+01,5.170189275e+01,6.876010558e+01,2.502141415e+01,6.275351539e+01,4.450045257e+01,3.533874619e+00,1.926035418e-01,4.993253474e+01,3.169167354e+01,1.760719013e+01,5.642011876e+01,7.278206295e+01,8.980071410e+01,4.645936516e+01,1.263813300e+01,9.859961102e+00,1.536297193e+01,3.997923433e+01,6.168886855e+01,8.437018174e+01,3.190259373e+01,8.280317713e+01,6.073890664e+01,3.484939982e+01,8.929323726e+00,1.814624877e+01,2.023721757e+01,9.439035413e+01,8.908777045e+01
6.419255419e+01,9.647742858e+01,8.209997032e+01,6.530793860e+01,1.833898623e+01,7.865528306e+01,1.220348078e+01,2.135902354e+01,4.934281868e+01,4.231287409e+01,7.177155996e+01,5.215457715e+01,2.771838646e+01,9.830527078e+01,7.621699200e+01,5.759950046e+01,2.229034789e+01,3.604429652e+01,1.153624011e+01,6.593807178e+01,5.318427896e+01,2.531705386e+01,7.213937492e+01,4.346955768e+01,8.735702884e+01,9.508917993e+01,5.428409328e+01,7.475572803e+00,4.379349438e+01,3.652204198e+01,8.613421141e+01,2.043108870e+01,1.976516136e+01,6.961863096e+01,3.401239595e+01,1.149334045e+00,2.568327608e+01,6.341378032e+01,9.759803593e+00,7.218630271e+01,9.936178187e+01,1.506727196e+01,5.555483250e+01,6.623097359e+01,9.661204065e+01
8.066458624e+01,9.546740326e+00,5.925533928e+01,3.887710866e+01,3.685097978e+01,3.308189152e+01,9.645973557e+01,4.391716925e+01,5.910845191e+01,5.728505946e+01,2.532381281e+01,6.593477872e+01,2.369826664e+01,3.782024357e+01,7.397992776e+01,2.083744634e+01,9.824163963e+01,3.342248573e+01,4.971322851e+01,3.950418473e+01,7.215337017e+01,6.933726481e+01,9.281409442e+01,1.806362276e+01,5.111568039e+01,1.124269184e+01,8.099293073e+01,3.447061066e+01,4.165825668e+01,3.637888469e+01,2.052879672e+01,7.082187330e+01,7.258212294e+01,8.686096431e+01,2.403049013e+01,3.759151430e+01,2.899859058e+01,9.620019486e+01,4.158931576e+01,9.669469960e+01,7.602205583e+01,2.509758171e+00,4.877887749e+01,6.048220369e+01,9.118234391e+01
3.418561247e+01,2.543088902e+01,6.110848637e+01,8.087611597e+01,8.711266915e+01,5.555617754e+01,7.565412790e+01,6.534041744e+01,1.097404212e+01,3.172813231e+01,6.835362267e+01,6.441077534e+01,3.178933769e+01,9.989768320e+01,6.305339033e+01,8.771125977e+01,9.810290747e+01,7.016838686e+01,9.676117905e+01,3.705831548e+01,6.146944201e+01,8.888002271e+01,7.762457675e+00,1.309244333e+01,3.309030608e+01,1.831668145e+01,9.080334258e+01,3.439747233e+01,6.153521917e+01,9.228462484e+00,4.842554223e+01,6.763856628e+01,4.690923016e+01,6.768452928e+01,4.256248355e+01,3.271262859e+01,4.126784530e+01,5.252152554e+01,4.992563899e+01,9.427889394e+00,3.658048345e+01,7.858307876e+01,1.553362598e+01,5.344593064e+01,5.816176629e+00
6.062251259e+01,6.662237855e+01,1.105355417e+01,9.901784227e+01,4.625599447e+01,7.201139839e+01,4.734912942e+01,7.864071976e+01,2.920155465e+01,5.815756825e+01,8.460017523e+00,2.874173493e+00,6.387094096e+01,6.725158330e+01,5.803494239e+01,5.818851551e+01,2.515519690e+01,5.570984487e+01,6.787079998e+01,9.942876605e+01,1.585413682e+01,9.017786503e+01,5.008825655e+01,1.132460185e+01,5.619797072e+00,5.712957233e+01,9.943025219e+00,1.257317782e+01,6.066279738e+01,1.361384653e+01,7.098473825e+01,5.727764274e+01,4.013511061e+01,2.449837470e+01,8.135297315e+01,6.072299222e+01,1.424292873e+01,1.606656126e+01,1.816675909e+01,5.558673657e+01,7.927612765e+01,4.721683302e+01,4.750511532e+01,7.794663421e+01,2.435628771e+01
1.215146756e+01,9.215124483e+01,2.007604999e+01,3.709609504e+01,1.899126213e+01,3.435914403e+01,2.939202053e+01,5.798285419e+01,3.363255392e+01,9.480006835e+01,1.340285176e+01,5.642968145e+01,4.304447157e+00,1.393824691e+01,4.968177087e+01,4.393629975e+00,2.377884806e+00,8.636655458e+01,5.360604307e+01,8.699876262e+01,1.444209979e+01,2.879536286e+00,8.113071656e+01,1.776859987e+01,2.433668183e+01,6.492460766e+01,6.277363552e+01,3.373813519e+01,5.065570992e+01,5.620473788e+01,4.385556483e+01,4.844089841e+01,9.570255683e+01,4.120231855e+01,4.977293731e+01,6.547627403e+00,1.942163441e+01,2.291281267e+01,8.534880285e+01,2.438287337e+01,1.034636487e+01,9.727300688e+01,9.273270444e+01,5.992190533e+01,7.799091894e+01
9.586408824e+01,8.809634736e+01,7.214517330e+01,6.631174313e+01,5.259617851e+01,1.273105692e+01,8.725248979e+01,6.005065700e+01,4.569977675e+01,3.769780991e+01,3.461601936e+01,1.807527268e+01,6.552136408e+01,7.370275754e+01,5.442935777e+01,1.961169408e+01,2.879317237e+01,9.537105498e+01,6.937734828e+01,3.911986624e+01,8.681490391e+01,4.148780201e+01,1.794681306e+01,6.334958421e+01,2.568467459e+01,9.893386156e+01,7.395904427e+01,8.213742662e+01,9.520988395e+01,7.924083888e+01,3.691981051e+01,8.195409417e+01,5.593066819e+01,7.871295444e+01,3.076079400e+01,8.296023142e+00,1.347847115e+01,5.371805539e+01,3.468578666e+01,1.468043294e+01,3.393011639e+01,2.929030707e+01,5.641201200e+01,7.270001062e+01,7.940804808e+01
1.516625888e+01,6.483293918e+01,6.103979458e+01,6.812921426e+01,1.622816261e+01,7.423983691e+01,8.709692631e+01,9.228373530e+01,1.533980045e+01,5.195061304e+01,9.281981103e+01,9.254484334e+01,4.921074470e+01,1.612137117e+01,5.051092959e+01,8.916479361e+01,5.593092647e+01,6.611169445e+00,8.871422826e+01,2.959356770e+01,8.458505320e+01,1.751835278e+01,8.296583138e+01,2.625544383e+01,3.122115828e+01,9.873168412e+01,5.961770218e+01,2.399793317e+01,1.291895170e+01,2.206018636e+01,2.115288870e+01,4.189186246e+01,5.699687665e+01,8.186622432e+01,1.877902368e+01,5.186727724e+01,3.204893043e+01,7.038900497e+01,3.253768060e-01,5.622287658e+01,2.255084199e+01,9.971844709e+01,3.753486109e+01,7.746031675e+01,4.774862939e+01
8.975902405e+01,6.866470842e+01,8.802925425e+01,7.153508783e+01,9.123972661e+01,5.562240884e+01,4.144738398e+01,7.438992619e+01,8.590321024e+01,9.885749629e+01,7.325757302e+01,9.957533536e+00,2.091342799e+01,4.384281261e+01,2.845468663e+01,6.662903647e+01,1.912461993e+01,4.347816330e+01,2.314914500e+01,4.444683030e+01,8.839435892e+01,1.202646082e+01,2.183169914e+01,4.473121868e+01,8.507987651e+01,6.172854389e+01,8.270741859e+00,3.665889933e+01,2.747937817e+01,1.534533747e-01,5.711485845e+01,9.232216218e+01,5.300786537e+01,5.790523136e+01,3.971280470e+01,8.944403265e+01,4.966432734e+01,9.256420534e+01,8.840008329e+01,6.970235598e+01,4.320669767e+01,8.118045900e+01,3.434844819e+01,7.343778027e+01,8.001916141e+01
2.608721272e+01,8.593578910e+01,6.233308990e+01,8.198237053e+00,5.651336716e+01,4.452898919e+01,1.232984839e+01,3.398258327e+01,2.294583631e+01,2.353735630e+01,9.069577253e+01,5.458429155e-01,7.359624900e+01,5.936695894e+01,8.549219781e+01,7.699840728e+01,6.658863749e+01,1.100363701e+01,9.592748401e+01,9.503852666e+01,3.739196208e+01,6.570391095e+01,6.662124303e+01,8.142943139e+01,4.134395565e+01,9.215865258e+01,2.868823211e+01,7.497553965e+01,5.787466151e+01,8.244077640e+01,5.227465063e+01,3.228073139e+01,2.681206903e+00,6.773315602e+01,9.454829190e+01,8.762968077e+01,4.453082970e+01,1.232317482e+01,6.096444652e+01,1.571728334e+01,3.964623829e+01,6.158920118e+01,9.918994857e+01,8.345897202e+01,5.438559617e+01
9.101528794e+01,3.601908241e+01,6.366857268e+01,8.433105983e+01,5.453119070e+01,7.143551540e+01,4.592529479e+01,7.320252900e+01,2.727122170e+01,8.784667413e+01,4.810050684e+01,6.841198821e+01,3.345368645e+01,2.427083908e+01,6.554264942e+01,4.660555855e+01,1.711282051e+01,3.962178525e+01,4.724251734e+01,9.936793504e+01,9.757143221e+01,2.606173479e+01,8.690112454e+01,4.571220482e+01,8.244128180e+01,3.862501152e+01,1.125510611e+01,2.640117851e+01,8.152801296e+01,8.577988076e+01,2.619996828e+01,1.397472173e+01,6.589252568e+01,9.233026246e+00,3.009113697e+00,4.178692179e+01,9.983074752e+01,6.186268424e+01,6.737335766e+01,3.733426086e+01,3.420637449e+00,8.538977131e+01,2.080287161e+01,8.278366634e+01,5.192885129e+01
2.613216942e+01,5.493113253e+01,8.523861259e+01,4.237408125e+01,7.180048175e+01,7.208534367e+00,4.752113242e+01,2.181795791e+01,6.332042322e+00,4.717793327e+01,8.283927099e+01,9.671880936e+01,7.382333079e+01,8.797439687e+01,1.535878599e+01,8.163751982e+01,3.693255578e+01,5.610407248e+01,9.966761955e+00,5.799524384e+01,1.901115546e+01,1.273793455e+00,2.114088613e+01,1.983983567e+01,9.370510535e+01,4.236008672e+01,7.656512595e+01,6.750441882e+01,7.688764896e+01,3.400413614e+01,3.250975087e+01,6.343961229e+01,4.378698218e+01,5.161586114e+01,8.524761956e+01,4.722923499e+01,6.992919518e+00,4.664745009e+01,5.053840735e+01,9.423313900e+01,7.935142651e+01,2.052205701e+01,8.143380521e+01,9.851410986e+01,5.696519398e+01
3.923178675e+01,5.344983890e+01,8.904659206e+01,8.705479065e+01,8.267523607e-01,6.961879209e+00,2.158457788e+01,6.326126999e+01,8.769842332e+01,3.151885327e+01,6.454728962e+01,4.658946910e+01,7.307705313e+01,4.158804912e+01,9.909566992e+01,6.510203339e+01,6.665142961e+01,2.718161599e+01,6.013367411e+01,2.967371539e+01,3.265163715e+01,5.502316330e+01,6.679834019e+01,5.380824003e+01,4.771396755e+01,3.690039155e+01,7.600854561e+01,1.005742723e+01,8.621003947e+01,6.354837590e+01,6.072258623e+01,5.714028658e+01,4.339963481e+01,1.530120056e+01,5.851238364e+01,1.040562010e+01,4.397837087e+01,3.523823187e+01,2.813720902e+01,1.780634286e+01,5.764775028e+01,7.817902673e+01,1.227140958e+01,2.249952903e+01,9.888009089e+01
6.629658389e+01,6.703984832e+01,1.189543142e+01,6.430901995e+00,7.703917860e+01,1.767786441e+01,6.853849033e+01,3.975525388e+01,1.945971711e+01,3.733861945e+00,6.026599567e+01,9.387608645e+01,3.297716279e+00,4.008068915e+01,4.421655976e+01,7.746065328e+01,3.599373007e+01,1.142249988e+01,8.244399874e+01,7.828805297e+01,4.531163976e+01,4.036851702e+01,1.471200990e+01,3.152382393e+01,8.710772417e+01,4.347689609e+01,8.118002298e+01,1.753528778e+01,2.846859164e+01,5.742448868e+01,8.423834503e+01,3.791186363e+00,2.034522420e+01,4.654795298e+01,9.482847958e+00,1.712688660e+01,4.609969418e+01,9.286793159e+01,2.913585348e+01,4.527914385e+01,5.600476756e+01,7.725983768e+01,1.966994333e+01,1.270504329e+01,4.071492222e+01
7.966280841e+01,7.955317179e+01,3.034372697e+01,9.409381428e+01,6.492809842e+01,1.355167993e+01,7.579005108e+01,2.882615053e+01,5.799387821e+01,8.826032705e+01,5.411937148e+01,9.445252469e+01,1.967051256e+01,1.778754806e+01,4.925399282e+01,2.524952986e+01,2.908178868e+01,7.322260255e+01,3.034629336e+01,3.876186719e+01,6.028861052e+01,1.761058295e+01,1.091603721e+00,8.068562792e+01,9.594225823e+01,3.617472751e+01,5.578982350e+01,1.266557183e+01,2.590350599e+01,4.677953411e+01,2.901042863e+01,2.678958530e+01,2.992158044e+01,4.283535056e+01,7.073314408e+00,2.491581924e+01,3.261865033e+01,8.956361735e+01,5.190175728e+01,4.507807982e+01,6.577391531e+01,2.658369467e+01,2.534772740e+01,3.277072735e+01,6.667882606e+01
