v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
6.589599959e+01,3.972346390e+01,4.150832145e+01,5.223938516e+00,4.519997378e+01,1.285419150e+01,3.666422905e+01,4.487553514e+01,3.933673617e+01,9.861719841e+01,5.984935696e+01,4.596177687e+01,1.471633520e+01,2.436904443e+01,5.879496277e+01,5.990820577e+01,7.000840426e+01,3.414503443e+01,2.492099103e+01,4.659816489e+01,2.586490372e+01,4.877803660e+01,3.838440801e+01,2.298348276e+01,3.721716734e+01,2.528089892e+01,5.656591297e+01,9.516333390e+01,8.499017863e+01,1.965042301e+00,8.854319192e+01,9.632860138e+01,1.280435317e+01,3.754111583e+01,5.315043501e+01,2.984560231e+01,5.533073817e+01,5.858363036e+01,8.961460353e+01,9.233642723e+01,8.007154789e+01,2.842617357e+01,2.801648128e+01,2.922786639e+01,1.345538537e+01,1.984049893e+01,4.038430042e+01,3.590310859e+01,3.520343222e+01,5.316645186e+01,2.799477326e+00,8.701777159e+01,9.541287006e+01,2.383631760e+01,2.891358692e+01,9.484546052e+01,6.284303742e+01,3.331990190e+01,3.574581585e+00,2.941004539e+01,7.366248650e+01,3.534686248e+01,8.274607349e+01,6.693392849e+01,6.104491496e+01,9.567627347e+01,9.195830659e+01,7.177901035e+01,1.184780810e+01,5.557551522e+01,6.886647888e+01,5.882569706e+01,6.288623051e+01,4.899443007e+01,3.034876198e+01,1.399126872e+01,2.920725761e+01,7.951407759e+00,1.343555228e+01,5.202393635e+01,5.479568022e+01,1.571969365e+01,5.814008328e+01,4.420372975e+01,3.953567455e+01,8.345030700e+01,7.740216387e+01,8.461041343e+01,9.417230363e+01,9.783845437e+01,9.933557537e+01,3.080760342e+01,6.863362292e+01,5.542135056e+01,6.511069129e+01,8.812606981e+01,5.890378818e+01,6.011259450e+01,7.147788938e+01,8.639274460e+01
5.048971200e+01,4.084913837e+01,5.426850498e+00,5.568452789e+01,4.250914551e+01,4.243410555e+01,4.437915766e-01,6.819242303e+01,1.507375157e+01,8.859749921e+00,2.600992157e+01,3.245509307e+01,7.404088213e+01,2.008982749e+01,8.246887767e+01,4.418741445e+01,3.129014403e+01,6.062956554e+01,9.838948351e+01,3.955319431e+01,2.499213031e+01,4.522327746e+01,6.238889772e+01,5.909414982e+01,1.298924171e+01,3.657503306e+00,9.578006300e+01,8.464895489e+01,6.835308979e+01,9.928251777e+01,4.543945251e+01,8.818272403e+01,3.734292374e-01,6.065685060e+01,6.745396555e+01,9.868858264e+00,6.211759039e+01,2.852473813e+01,2.093233079e+01,6.487415962e+01,8.259997664e+01,6.950722919e+01,2.957134746e+01,4.682181637e+01,7.775507168e+01,6.703084641e+01,4.504698497e+01,3.883385908e+01,3.488292223e+01,3.565487021e-01,4.608492683e+01,7.527326581e+01,7.456446832e+01,3.369323415e+01,2.152988091e+01,5.092940700e+01,3.943723618e+01,4.385797802e+01,3.390846062e+01,8.016760537e+01,5.354765144e+01,7.807323172e+01,9.473930409e+00,1.474050265e+01,2.777337012e+01,7.475944977e+01,5.220045068e+01,2.365543521e-02,5.992920512e+01,8.224533330e+01,6.307917384e+01,5.968853852e+01,9.079562463e+01,8.354756465e+01,2.379637479e+01,4.061767094e-01,1.615301354e+01,5.528612173e+01,5.771975231e+01,5.890264628e+01,2.246797787e+01,9.139548515e+01,8.778244114e+00,5.604960483e+00,8.653996836e+01,9.142040041e+01,3.290387383e+01,7.069374168e+01,9.565791880e+00,6.325562416e+01,9.058308078e+00,7.404344177e+01,9.849173410e+01,2.983309600e+01,6.580003159e+01,9.642895676e+01,4.411134640e+00,4.388693268e+01,9.489953579e+01,7.786407610e+00
6.817116665e+01,8.019583244e+01,6.945826497e+01,8.660569654e+01,1.098708441e+01,4.032942140e+01,6.646013044e+01,6.966981134e+01,2.578475786e+01,2.436319274e+01,7.012246119e+01,3.425716655e+01,7.082884323e+01,4.416216576e+01,6.633133537e+01,7.005383895e+01,2.637365736e+01,3.145774428e+01,6.946595440e+00,5.644949833e+01,3.659885825e+01,5.629865054e+01,5.488758188e+00,7.635937981e+01,2.366643255e+01,8.908513332e+01,2.528255775e+01,5.922280326e+00,6.489557445e+01,6.372678484e+01,5.367003881e+01,3.541168575e+00,6.594600873e+01,7.604147874e+00,6.493071602e+01,3.126599242e+01,7.378184824e+01,6.739901517e+01,9.153522380e+01,3.352964018e+01,6.798049892e+01,5.037923371e+01,6.367418972e+01,5.135159568e+00,3.555868013e+01,3.921364420e+01,3.770129398e+01,4.208726606e+00,8.848432537e+01,3.691476356e+01,6.318180455e+01,2.287367593e+01,9.559853882e+01,9.463059714e+01,4.200901233e+01,4.552691506e+01,8.582474776e+00,9.513809807e+01,6.410845516e+01,7.219376503e+01,4.453764619e+01,1.919434532e+00,1.498330567e+00,6.527139854e+01,5.419817285e+01,4.759771122e+01,1.362648751e+01,3.224088254e+01,7.994387677e+00,2.489622895e+00,8.551084314e+01,3.578158653e+01,8.244905043e+01,1.024115837e+01,7.835245220e+00,2.965044409e+00,5.189033750e+01,4.708687154e+01,5.391847856e+01,1.961696452e+01,6.820371308e+01,6.086203734e+01,4.189478461e+01,1.815874482e+01,5.928843202e+01,6.462743963e+01,4.384629020e-01,2.453232401e+01,7.571962995e+01,8.468763689e+01,5.928333431e+00,8.783348692e+01,7.425577266e+01,7.772775605e+01,6.435721942e+01,5.455429840e+01,6.102259185e+01,7.633694734e+01,2.756737003e+01,8.905146392e+00
3.906505367e+01,7.890502090e+01,8.306180901e+01,2.427665210e+00,5.278207240e+01,1.173818789e+01,7.861144981e+01,3.900894295e+01,5.389011760e+01,3.685114628e+01,8.788112199e+01,7.887672736e+01,9.642573055e+01,8.919227093e+01,6.739063155e+01,5.228955740e+01,8.030731072e+01,4.220853067e+01,3.647443851e+01,4.088720578e+01,9.677910209e+00,8.838357811e+01,2.368624960e+00,8.098356827e+01,7.274096151e+01,8.008994095e+01,6.934889850e+01,4.816476870e+01,2.242209569e+01,1.028764645e+01,4.902520190e+00,1.106272978e+01,6.052648364e+01,8.464519994e+01,7.014145614e+01,5.063200368e+01,7.276592558e+01,6.230539317e+01,9.456074019e+01,4.879426966e+01,5.917692338e+01,2.535760778e+01,9.497038859e+01,8.574773425e+01,2.610528546e+01,4.940235180e+01,5.971592781e+00,4.718147362e+01,6.362823864e+01,6.118661659e+01,9.237666982e+00,8.481521738e+01,7.482240409e+01,2.989775710e+01,2.259174521e+01,5.720041779e+01,4.366040276e+01,7.297674512e+01,1.458917209e+00,3.562502581e+01,2.171438650e+01,5.294652032e+01,4.202822088e+01,7.577996347e+01,3.904910453e+01,7.719754636e+01,5.652247632e+01,1.339972623e+01,6.916147903e+01,7.871588599e+01,5.122786151e+01,7.144042685e+01,3.623220237e+01,4.568375457e+01,8.721199200e+01,9.928012927e+01,4.251390448e+00,9.103479921e+00,9.974465769e+01,2.235664548e+00,6.608989814e+01,8.467405415e+01,3.392804239e+00,6.466017287e+01,8.678273473e+01,5.874609470e+01,3.522540924e+01,1.658050000e+01,4.889670948e+01,5.524097006e+01,8.181098024e+01,6.663279211e+00,2.868884698e+01,9.061345892e+01,4.748114925e+01,9.463648349e-01,9.761784182e+01,9.449827092e+01,9.066349361e+01,2.110752749e+01
7.002038776e+00,6.372098692e+01,6.616076915e+01,4.817680724e+00,5.311563414e+01,5.352941397e+01,2.698498743e+01,3.527838673e+01,3.887491156e+01,2.124273456e+01,9.344364752e+01,2.730055717e+01,3.196232836e+01,5.558390344e+01,5.118359366e+01,8.123955217e+01,9.379850964e+01,8.932587839e+01,5.619144938e+01,4.511495526e+01,3.772549426e+01,4.966071593e+01,9.501911328e+01,8.623305006e+01,2.675218205e+01,2.129415173e+01,2.267615136e+00,7.871696261e+01,7.398196209e+01,6.121526909e+01,2.885717723e+01,3.494335237e+01,3.985445320e+01,7.744201564e+01,4.537652646e+01,7.311933635e+01,3.700571476e+01,3.223039921e+01,4.646525457e+01,4.509451357e+01,8.769645110e+01,1.574042061e+01,8.729437202e+01,2.479988578e+01,7.478148388e+01,8.548486703e+01,7.252267951e+01,5.328448134e+01,8.399001114e+01,2.739004340e+01,2.361478695e-01,5.464528979e+01,1.495628267e+01,7.503980955e+01,1.647193466e+01,1.567468729e+01,8.361515831e+01,1.075696044e+01,6.215324410e+00,6.854042086e+01,5.955162140e+01,7.940213034e+00,3.153089353e+01,8.907402054e+00,4.819955165e+01,2.122521375e+01,7.166018294e+01,5.664245773e+01,4.827645986e+00,6.451413118e+01,6.429877636e+01,8.197601927e-01,6.981146283e+01,3.691859139e+01,2.594734660e+01,4.096543147e+01,1.912043863e+01,3.232867134e+01,4.072142144e+01,3.063328187e+01,4.861302505e+01,3.611134576e+01,1.063549442e+01,8.249325715e+01,7.258939597e+01,1.001496029e+01,5.082144344e+01,7.325881573e+00,1.302332235e+01,1.190756221e+01,4.140470903e+01,3.591643871e+01,7.700518752e+01,4.882956679e+01,7.469267413e+01,1.263246619e+00,4.473142981e+01,4.522462262e+01,6.811957903e+01,6.365487976e+01
1.279412304e+00,7.797621903e+01,7.261722194e+01,7.871607627e+01,7.734952150e+01,3.485659110e+01,4.932770206e+01,6.848632048e+01,9.615894164e+01,5.066366632e+01,4.342096025e+01,9.375489653e+01,8.736607573e+01,5.480289027e+01,1.517529477e+00,8.698164064e+01,6.548727228e+01,4.293291435e+01,7.645033140e+01,5.228213443e+01,4.889536310e+01,9.847201020e+01,2.467548454e+01,8.595423505e+01,6.362480560e+01,1.948424597e+01,6.156699396e+01,1.213417700e+01,8.030728294e+01,3.614482714e+01,9.280204001e+01,4.050855196e+01,5.879281284e+01,7.286627173e+01,5.379109569e+01,2.437051752e+01,2.102938031e+01,1.088354541e+01,4.117080579e+01,9.753708785e+00,7.270754194e+01,8.195931477e+01,5.242707962e+01,3.588365107e+00,5.078396540e+01,4.038261691e+01,3.056214468e+01,3.661345904e+01,5.899595991e+01,9.238336817e+01,9.622534954e+01,5.641181456e+01,8.786220911e+01,5.807420542e+01,8.934883300e+01,7.478667688e+01,8.242248477e+00,1.932640982e+00,1.039858375e+01,6.896372634e+01,7.838255019e+00,1.209648088e+01,8.265875146e+01,7.764482707e+01,7.888405327e+01,2.651869738e+01,4.036877894e+01,1.087414245e+01,9.475088170e+01,1.143361888e+01,9.565729352e+01,2.063753452e+01,8.824437527e+01,8.725629802e+01,9.446018512e+01,6.713401069e+01,6.871588465e+01,4.961726126e+00,3.170365180e+01,1.403193188e+00,6.964423206e+01,9.620180082e+01,2.594623739e+00,9.151751282e+01,5.852095878e+01,4.173671880e+01,4.725905688e+01,7.467734690e+01,4.347199041e+01,8.944140569e+01,2.799668119e+01,4.664617863e+01,9.741678329e+01,8.151033241e+01,5.046459315e+00,9.653926976e+01,3.683731125e+01,2.892333365e+01,3.590921995e+01,2.011140854e+01
3.357892057e+01,1.270962516e+01,8.693512967e+01,7.334967674e+01,7.296667091e+01,2.606146393e+00,3.027751667e+01,9.951902487e+01,6.089229374e+01,1.880217052e+01,8.668514518e+01,7.428004696e+01,5.713652255e+01,2.116226923e+01,4.546091663e+01,6.487218689e+00,1.486215053e+01,3.080223464e+01,4.130039306e+01,9.932532228e+01,1.805534636e+01,4.716214060e+01,7.351571279e+01,6.576227047e+01,4.304791167e+01,1.150197225e+01,7.828401455e+00,2.745669164e+01,5.568921501e+00,6.112749354e+01,5.935704671e+01,3.644512706e+01,5.280355458e+01,2.447114009e+01,9.697647202e+01,3.214526018e+01,3.488359767e+00,8.507997341e+01,5.293097074e+01,6.241008881e+01,2.570230995e+01,4.328411684e+01,2.401527167e+01,3.123135288e+01,8.263593735e+01,8.087655508e+01,7.863340065e+01,8.298761879e+01,6.822080036e+01,8.358375701e+01,9.673108199e+01,1.130852824e+00,9.147183753e+01,3.658442428e+01,4.890518382e+01,3.551757713e+01,7.149531981e+01,6.595432568e+01,9.694759036e+01,8.871567235e+01,2.557057304e+01,4.510685180e+01,3.373600681e+01,3.455880795e+01,3.623738512e+01,3.115796835e+01,3.205632452e+01,8.817351088e+01,7.681390165e+01,9.730594659e+00,9.945748839e+01,3.384121674e+01,9.671280010e+01,5.513093622e+01,8.358343675e+01,2.811577676e+01,7.175611674e+00,6.053219056e+01,2.330890315e+01,1.899039133e+00,3.401827095e+01,3.728743736e+01,8.631626801e+01,1.617107904e+01,1.178990098e+01,6.280254119e+01,7.869176160e+01,7.528940470e+01,5.319572028e+01,5.347989719e+01,7.882282742e+01,5.957243703e+01,5.713961071e+01,6.933425867e+01,8.096455871e+01,8.348845554e+01,5.561445452e+01,5.872723973e+01,3.720859300e+01,6.598564676e+01
9.831007565e+01,7.037755326e+01,3.287519159e+01,5.684418912e+01,3.212666647e+00,7.263770314e+01,8.937287853e+01,9.558869559e+00,3.042236074e+01,5.605614454e+01,9.606990089e+01,9.405798983e+01,9.606205552e+01,3.498938881e+01,7.308759295e+00,3.109398169e+01,7.639989952e+01,9.642582787e+01,5.248416529e+01,5.242960839e+01,7.086362283e+01,8.829254110e+01,6.396631075e+01,2.809531933e+01,9.006539877e+01,2.799839047e+01,3.399865510e+01,8.841308573e+01,2.231189094e+01,3.668871635e+01,9.316350807e+01,3.650692847e+01,9.452225825e+01,3.339144852e+01,4.100644912e+01,2.156440059e+00,6.408979514e+01,6.304427433e+01,8.940389571e+01,3.250352102e+01,9.050485842e+01,2.283682890e+01,1.114606442e+01,5.771588846e+01,7.212069275e+01,8.958622018e+01,6.052941410e+01,4.882809054e+01,6.304828737e+01,9.392009602e+01,1.317484227e+01,3.606905779e+00,2.721511531e+01,5.184762559e+01,1.266173399e+01,9.921156994e+01,3.575099327e+01,7.903876912e+01,8.388313445e+01,7.359674172e+01,6.870838777e+00,3.523162754e+01,3.603232902e+01,3.886097209e+01,2.538341951e+00,7.393146165e+01,3.187121649e+01,3.489458621e+01,3.005994413e+01,9.991991262e+00,5.975803335e+01,3.184819179e+01,2.336452402e+01,8.840462925e+00,8.003971500e+01,2.213168972e+01,4.265423381e+01,5.540288991e+01,8.348607921e+01,9.047512204e+01,5.524199470e+00,3.369767615e+01,6.153605779e+01,6.753384714e+01,1.601523994e+01,3.460912590e+01,3.396831830e+01,3.139716146e+01,5.864827340e+01,7.162738826e+01,8.933835512e+01,5.484784579e+01,1.225951290e+01,2.339329695e+00,3.926774050e+01,2.734027741e+01,3.585638050e+01,8.579116051e+01,5.275218738e+01,5.446409964e+01
5.939167918e+01,6.964233970e+01,8.495462255e+01,4.790056875e+01,7.347741937e+01,3.426211228e+01,7.717224775e+01,2.025430389e+01,1.403071157e+01,5.922453432e+01,4.131820048e+01,6.917262629e+01,6.534078315e+01,5.957480146e+01,9.847242512e+01,5.960287034e+01,8.680989137e+01,8.063069757e+01,2.837441869e+01,1.446064386e+01,1.911176294e+01,6.713534260e+01,7.139912299e+01,7.513763693e+00,2.693606225e+01,9.930717007e+01,8.199121091e+01,6.540892816e+01,4.325698990e+01,6.588886304e+01,4.966197920e+01,8.599764247e+01,5.788738951e+01,3.245454746e+01,2.690656793e+01,1.946967395e+01,3.715803154e+01,7.630202002e+01,5.991037932e+01,5.418781173e+01,4.759603028e+01,8.863878513e+01,5.648535006e+01,1.873935195e+01,7.621709521e+01,1.263824496e+01,6.705356159e+01,1.255349910e+01,4.082084894e+01,3.912594083e+01,9.346146198e+01,4.108089331e+01,8.115084857e+01,2.812109354e+01,5.288776049e+01,7.671354517e+01,5.309988383e+00,2.403499502e+01,9.673802299e+01,9.148273259e+01,7.529433737e+01,6.439848914e+01,3.092145389e+01,8.765680535e+01,4.898069779e+01,4.537406257e+01,3.726118580e+01,6.481346645e+01,7.908541768e+01,4.957646456e+01,3.317302540e+01,2.572809657e+01,7.374484716e+01,6.562599967e+00,9.636906861e+01,6.097334561e+01,2.895211109e+01,1.960581411e+01,6.735294727e+01,4.437192571e+01,5.050151778e+01,6.867685079e+01,7.467001100e+01,6.676954002e+01,5.750602785e+01,4.151799500e+00,6.821379523e+01,5.799655378e+01,9.721347175e+01,1.570728202e+01,2.460146126e+01,8.575416739e-01,8.401808428e+01,7.259243149e+01,9.604803975e+01,2.781970480e+01,2.144891504e+01,4.050142425e+01,6.874050713e+01,8.278128372e+01
7.780401906e+01,5.822736564e+01,2.775943575e+01,2.748984994e+01,1.827344712e+01,9.213056555e+01,2.705868660e-01,5.594782066e+01,2.330591548e+01,1.140755476e+01,9.404185489e+01,5.098902000e+01,1.925046599e+01,4.863555309e+01,7.583714866e+01,2.673171366e+01,6.928269766e+01,5.651956466e+00,1.096619448e+01,4.180663984e+00,1.308962653e+01,3.746571383e+01,5.680950914e+01,3.029297026e+01,3.289722265e+01,9.204021673e+01,1.923850229e+01,6.737354918e+01,9.580547004e+01,8.250531672e+01,9.590724729e+01,1.268898646e+01,1.407135140e+01,2.085510295e+01,7.306403999e+01,5.023610736e+01,7.767458573e+00,3.586729155e+01,3.986929910e+01,1.744420719e+01,4.852036363e+01,5.304085657e+01,9.278732434e+01,9.712632912e+01,1.017229510e+01,6.945224522e+01,3.223957505e+01,1.126939059e+01,3.819487342e+01,9.720592699e+01,6.843318123e+01,3.615511874e+01,1.890130339e+01,1.109555643e+00,8.691362103e+01,6.998091579e+01,8.646139982e+01,2.018559079e+01,6.816370813e+00,5.983679309e+01,8.967617858e+01,5.150605220e+00,8.868205384e+01,1.752977462e+01,2.863697430e+01,9.266775424e+01,2.585526682e+01,7.712627955e+01,4.935995894e+01,5.729436512e+01,8.005469928e+00,6.689772043e+01,1.718914040e+01,6.472813094e+01,4.399009348e+01,5.607270096e+01,5.496813921e-01,6.536310794e+01,7.806586276e+00,9.913488114e+01,3.424864446e+01,3.278016130e+01,4.035903380e+01,9.135994764e+01,7.446556207e+01,6.273055632e+01,2.668411506e+01,1.235639225e+01,4.674552000e+01,2.991884301e+01,4.015576235e+00,4.266785166e+01,6.761241802e+01,6.989420335e+01,7.499288466e+01,4.377620564e+01,8.258254727e+01,7.930461557e+01,8.188138114e+01,5.222671479e+01
4.593205096e+00,5.878980426e+01,2.652565278e+01,2.721710792e+01,9.088838411e+01,1.713688080e+01,4.433460118e+01,6.851098147e+01,9.070965465e+01,2.880364121e+01,6.688999029e+01,1.121572789e+00,8.903569733e+01,5.433782469e+01,9.672342077e+01,8.012530694e+01,9.473615885e+01,6.783640595e+01,1.542088017e+01,1.685134615e+01,8.698276078e+01,7.227102275e+01,6.483070996e+01,9.498999640e+01,1.790244723e+01,1.043023102e+01,5.065979532e+00,4.788714109e+01,7.898500736e+01,7.357403174e+01,4.823631838e+01,7.428399159e+01,9.039292606e+01,9.208831013e-01,8.799680169e+01,5.549432398e+01,8.235581342e+01,9.375679921e+01,2.172170183e+01,2.503014950e+01,1.902529862e+01,5.915441102e+01,1.869745371e+01,2.430714795e+01,1.555349678e+01,6.070366390e+01,9.795201613e+01,6.724944011e+01,7.164644139e+01,9.292703148e+01,3.191103759e+01,2.177328016e+01,1.482768172e+01,3.689408130e+01,9.596204486e+01,9.183319270e+01,9.792866474e+01,9.227654174e+00,3.592489450e+01,9.065294750e+01,5.029938674e+01,2.679660175e+01,3.348968820e+01,5.936525079e+01,5.578625343e+01,7.637329498e+01,6.801666381e+01,7.999473919e+00,2.471052454e+01,2.621604003e+01,3.034769924e+01,4.994055573e+01,8.523906040e+01,2.098859995e+01,1.402320929e+01,7.762017306e+01,6.537676204e+01,2.009470172e+01,6.879513856e-01,6.129118251e+01,7.639948341e+01,9.354064391e+01,4.947199858e+01,2.684505125e+01,8.769149938e+01,4.077836838e+01,3.276816370e+01,6.285700737e+01,4.730900678e+01,7.141343610e+01,1.316532987e+01,6.141667346e+01,5.742253923e+01,6.781360011e+01,3.690193737e+00,5.392717941e+00,5.813531563e+01,5.436544937e+01,1.776635424e+01,6.258827678e+01
8.393033536e+01,5.936644037e+00,4.810600078e+01,3.933665667e+01,6.873276564e+01,8.249791082e+01,8.908894291e+01,5.964197121e+01,1.981382129e+01,9.779812895e+01,3.278704170e+00,3.375981202e+01,5.155061821e+01,1.969853983e+01,7.959194246e+01,6.426860358e+01,5.962857019e+00,9.075484486e+01,6.951849556e+01,8.659974236e+01,8.918984969e+01,4.100461238e+01,9.820786972e+01,2.219353866e+01,6.034330165e+01,4.256965148e+01,6.913922779e+01,5.601445598e+01,6.775173466e+01,7.702567929e+01,1.507620219e+01,4.552016480e+00,7.175599224e+01,5.081998396e+01,6.789172954e+00,5.776739242e+01,2.510233495e+01,8.968354993e+01,6.313967148e+01,3.640394115e+01,6.376014260e+01,4.817637236e+01,9.189338899e+01,3.941827877e+01,2.247826549e+00,6.199476213e+01,6.488259078e+01,6.916618949e+01,8.567154192e+01,8.699285385e+01,6.529886224e+01,2.438784304e+01,6.596394878e+01,9.290727439e+01,5.768599778e+01,2.840076254e+00,6.893954910e+01,1.812505885e+01,8.933892308e+01,1.924613202e+01,5.479194256e+01,9.421491279e+01,4.308370978e+01,2.372390896e+01,9.722669509e+01,5.529621485e+00,4.005735297e+01,7.954424544e+01,9.539285931e+01,9.155790626e+01,6.135912462e+01,2.795449724e+00,2.509280440e+01,8.008256015e+01,1.930427944e+01,3.529137753e+00,3.695546088e+01,5.533173062e+01,5.955749210e+01,4.844346395e+01,7.119839379e+00,3.978726057e+01,4.308506158e+01,8.346855449e+01,5.323830937e+01,8.109687984e+01,3.713246582e+01,1.663348686e+01,3.582847602e+01,4.727963830e+01,6.760078259e+01,1.311631392e+01,5.803408681e+01,1.681531512e+01,1.292348582e+01,3.403677189e+01,3.405887543e+01,7.099672260e+01,2.525284275e+01,4.100344190e+01
9.356829381e+01,9.283854624e+01,4.036182484e+01,7.348486115e+01,4.910536413e+01,1.659102985e+00,3.966166975e+00,9.669333116e+01,3.596446345e+01,9.877333860e+01,4.109149291e+01,4.319086254e+01,1.265273102e+01,2.138500206e+01,1.122759499e+01,4.735129757e+01,7.512449934e+01,3.597287666e+01,8.499704138e+01,4.379516781e+01,4.245671199e+00,9.645404407e+01,1.945251308e+01,7.302293436e+01,7.012089045e+00,5.459497044e+01,9.587538265e+01,5.519349234e+01,2.410800777e+01,8.236178972e+00,6.922429940e+01,9.036501150e+01,1.592682769e+01,4.677000714e+01,3.176642613e+01,4.590154516e+01,4.035360230e+01,4.965750502e+01,2.109114048e+01,3.942112926e+01,8.170045634e+01,5.524536559e+01,5.590522105e+01,7.940999680e+01,4.563836149e+01,1.310862986e+01,2.754821525e+01,2.297545171e+01,8.537567532e+01,9.880250184e+01,3.317284422e+01,8.352392121e+01,2.628640695e+00,9.597791468e+01,8.542299129e+01,5.426232051e+01,4.531714623e+01,4.444326688e+00,6.979636993e+01,4.418817707e+01,4.503330204e+01,5.996084301e+01,8.518217718e+01,7.161028069e+01,7.683197952e+01,9.680140516e+01,1.600168992e+01,5.713923989e+01,6.796508582e+01,7.570231718e+01,7.695027403e+01,6.228080282e+00,1.832599039e+01,9.465043242e+01,1.384672524e+01,6.066528303e+01,6.035628206e+01,8.868902246e+01,9.232747828e+01,9.418002466e+00,7.604174913e+01,5.840912087e+00,3.026550666e+01,4.606468700e+00,5.181793111e+01,9.290449266e+01,9.953468047e+01,9.051271909e+01,4.857041489e+01,9.291568297e+01,1.189156600e+01,3.039164981e+01,6.069346315e+01,9.286364841e+01,4.455908788e+01,1.980141206e+01,4.276952860e+01,7.248377580e+01,7.029160359e+01,6.648451919e+01
5.697318955e+01,9.820336112e+01,3.859679418e+00,4.418319450e+01,4.555038994e+01,1.128805936e+01,4.389328414e+01,7.082382745e+01,9.875246589e+01,4.226817614e+01,6.845182678e+01,5.787926460e+01,8.125553115e+00,7.322995432e+01,2.793498449e+01,8.020173498e+01,8.303783006e+01,5.834517253e+01,9.633952949e+00,5.620553682e+01,6.635221455e+01,6.490189696e+01,4.453567413e+01,5.996789403e+01,5.235448377e+01,7.294345397e+01,8.682032840e+01,3.725028341e+01,7.471290190e+01,9.216230617e+01,5.198564981e+00,5.220535064e+01,3.862017706e+01,8.611516514e+01,2.504474181e+01,2.324800961e+01,1.773338349e+01,3.383685815e+01,5.685139536e+01,1.317447561e-01,4.557766803e+01,6.132853618e+01,9.414480101e+01,9.576258313e+00,9.282514308e+01,5.034623902e+01,2.577765900e+01,4.629537619e+00,5.067170809e+01,2.980169958e+01,6.489336260e+01,3.259246644e+01,6.519654307e+01,3.499769435e+01,6.484923613e+01,3.260053034e+01,5.793783130e+01,7.963392422e+00,8.460739744e+01,9.506014190e+01,8.163633866e+01,9.604409721e+01,4.850095487e+00,4.207653900e+01,3.767000198e+01,9.784519477e+01,9.147999616e+01,1.393108040e+01,6.064623848e+01,9.540709207e+01,2.986781366e+01,1.930039717e+01,7.531177432e+00,5.346236510e+01,3.357438210e+00,1.249740264e+01,2.004396415e+01,7.975334319e+01,3.004975539e+01,9.247415372e+01,3.325557031e+01,9.942821785e+01,9.627235554e+01,2.380369705e+01,3.324525344e+01,3.831081591e+01,1.320487986e+01,9.336782370e+00,9.246876930e+01,5.403658675e+01,7.296328971e+01,3.781378197e+01,3.939613203e+01,6.800789266e+01,6.978370523e+01,6.230185779e+01,9.228180120e+01,2.957560081e+01,2.200088881e+01,5.170664574e+01
8.104160380e+01,3.417077265e-01,2.210846378e+01,5.264205193e+01,2.174658439e+01,4.652742779e+01,5.355546557e+01,2.542655880e+01,9.565468303e+01,6.374143735e+01,7.714817720e+01,1.527630605e+01,8.611809986e+00,3.170868249e+01,5.031579391e+01,8.814978201e+01,2.033570195e+01,7.441079743e+01,3.044233621e+01,5.164867326e+01,6.331832278e+01,7.087492446e+01,9.420681864e+01,3.301371588e+01,7.407876633e+00,4.263398686e+01,6.463400746e+01,3.262492488e+01,1.460258417e+01,6.155156958e+01,4.474866885e+01,1.206964657e+01,9.996922458e+01,9.855818724e+01,9.286134081e+00,7.781236150e+01,6.420223668e+01,8.150145958e+00,3.629760382e+01,2.831997471e+01,2.236339132e+01,3.879562129e+01,4.306729592e+01,2.039841300e+01,2.390074571e+01,7.261602098e+01,2.554102861e+01,9.708206132e+01,8.900034180e+01,4.266588963e+01,5.583597537e+01,1.446299725e+01,1.665734048e+01,1.578539803e+01,4.406123645e+01,7.009312249e+01,7.758437322e+00,5.577800966e+01,4.714068002e+01,8.157734376e+01,9.139828605e+01,5.040209824e+00,9.783288558e+01,3.385453599e+00,1.702315555e+01,3.480864007e+00,1.223244830e+00,4.334215580e+01,3.313256535e+01,6.309980170e+01,3.611593774e+01,3.756474599e+00,9.529998422e+01,8.306016347e+01,2.772926697e+01,9.622221000e+01,4.237947033e+01,1.432329096e+01,8.132636564e+01,8.478042284e+01,3.535252942e+00,1.973008433e+01,3.093825041e+01,1.675021442e+01,3.274182734e+01,7.818517376e+01,1.600950467e+01,8.309984949e+01,2.974263176e+01,3.868791484e+01,4.638726999e+01,2.723937430e+01,8.017423389e+01,8.488209082e+01,8.756770941e+01,4.999284163e+01,4.065605279e+01,1.332389576e+01,1.928255389e+01,4.707168345e+00
