v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96
2.828998652e+01,1.998699874e+01,8.260079209e+01,8.559240373e+01,9.094677550e+01,4.638533631e+01,2.457601748e+00,6.593270914e+01,2.680870577e+01,5.021225862e+01,2.463922769e+01,5.392710781e+01,7.400617569e+01,6.626858383e+01,6.126741709e+01,8.229524319e+01,3.492252250e+01,7.485087398e+01,7.536909991e+01,2.954413439e+00,6.885475744e+01,3.049073751e+01,3.873884259e+01,9.351532378e+01,4.063103899e+01,2.584477132e+01,8.987518094e+01,4.983791055e+01,7.823944582e+01,9.736321039e+01,8.681721057e+01,7.993006289e+01,5.426641316e+01,7.584004712e+01,8.675076191e+01,6.548641989e+01,2.872599216e+01,3.052996705e+01,2.615505362e+01,6.763357119e+01,6.847978924e+01,4.799444799e+01,3.132127365e-01,7.359204773e+01,5.111048723e+01,8.881874590e+01,8.552684364e+01,8.188895978e+01,5.288787232e+00,8.893200715e+01,6.157073668e+00,4.200053501e+01,3.316596353e+01,1.341720749e+01,7.748543399e+01,9.062505475e+01,4.568945280e+01,9.165067915e+01,6.393295826e+01,2.672578147e+00,6.716266034e+01,6.713687726e+01,5.622266359e+01,8.122267552e+01,9.958982628e+00,2.614981253e+01,6.117207103e+01,9.289564705e+01,5.497585008e+01,4.657934324e+01,4.873118536e+01,8.547188999e+01,8.400966337e+00,7.995192407e+01,7.859525779e+01,6.490890702e+00,8.772194601e+00,1.390897382e+01,2.228238551e+01,6.578157443e+01,3.143933996e+01,8.466719792e+01,4.579781324e+01,9.805357941e+01,4.561489251e+01,6.624653932e+01,5.933437762e+01,5.842404337e+01,3.895391180e+01,9.872284613e+01,5.694271777e+01,7.576546325e+01,1.973526442e+01,4.343943579e+01,1.522681935e+00,2.809088733e+01
4.513256855e+01,2.238014915e+01,5.478104816e+01,4.914094896e+01,4.269280865e+01,1.826837281e+01,8.264023599e+01,1.724738961e+01,9.821467559e+01,5.924180196e+01,8.224835081e+01,9.196447719e+01,2.308278293e+01,3.218831673e+01,1.128102191e+01,1.589785976e+01,4.639233767e+01,2.147789353e+01,3.674976351e+01,5.204803666e+01,1.554652821e+01,6.760238716e+00,9.234521186e+01,3.793851373e+01,3.124617084e+00,9.160138510e+01,2.475009141e+01,6.383677659e+01,7.142501288e+01,7.863769444e+01,3.257939355e+01,7.515362083e+01,9.958233356e+01,1.769009343e+01,4.840323221e+00,4.519714587e+01,2.224744222e+01,2.455675585e+01,4.594811225e+01,5.337352613e+01,2.963882316e+01,8.101733194e+01,4.854215678e+01,4.546790794e+01,9.010593966e+01,2.711445617e+00,2.888654521e+01,8.718993354e+01,1.574519672e+01,4.530750682e+01,6.122922949e+01,4.358323266e+01,6.164151450e+01,1.162277100e+01,7.241754969e+01,9.455463335e+01,9.850924816e-02,2.250039708e+01,2.282000680e+01,6.200135401e+01,4.310425592e+00,9.909244462e+01,8.515622663e+01,7.166516432e+01,3.537978720e+01,6.376585444e+01,5.466955223e+01,3.363657170e+01,3.895767084e+01,8.084216252e+01,5.007127732e+01,4.404168650e+01,2.968245037e+01,2.788874495e+01,9.638416899e+01,7.802928970e+01,1.337029421e+01,5.594883491e+01,8.898586246e+01,1.647467931e+01,5.808641122e+01,7.487367528e+00,9.683642224e+01,5.710226408e+01,7.349835768e+00,7.513270508e+01,9.090905231e+01,6.360320807e+01,6.034674647e+00,1.749890657e+01,1.848137467e+01,1.347928884e+01,5.907544005e+01,9.725707503e+01,5.269627178e+01,9.305139013e+01
2.411459848e+01,2.923730037e+01,7.992082223e+01,9.416152838e+01,8.130802767e+01,9.942169478e-01,4.916808146e+01,9.237498419e+01,3.304905197e+01,6.001432323e+01,9.389111652e+01,2.905391418e+01,7.585955596e+01,9.098407028e+01,8.446122861e+01,9.397375087e+00,2.709890064e+01,5.985549068e+01,9.795457705e+01,5.437943492e+01,2.402839766e+01,7.441231559e+01,1.055037654e+01,8.829604209e+01,7.472861027e+01,5.849277205e+01,6.226772993e+01,8.289595128e+00,8.635518651e+01,5.870577355e+01,3.176717596e+01,4.993149038e+01,3.223963137e+01,3.634798054e+01,2.976630807e+01,2.461167617e+00,6.151891071e+01,4.269189662e+01,3.285918563e+00,6.325582817e+01,1.330983055e+01,3.479944170e+00,3.041633973e+01,2.019077631e+01,4.045387018e+01,3.564074695e+00,3.080367057e+01,8.821068489e+01,2.397205106e+01,2.583891165e+01,1.130104436e-01,9.711725591e+01,1.875215233e+01,1.466479109e+01,9.094696759e+01,3.962734379e+00,3.660020562e+01,5.495443888e+01,5.201971357e+01,1.618159659e+01,3.352545689e+01,4.071755838e+01,7.895483218e+00,7.079550114e+01,3.126750499e+01,7.964314166e+01,8.044838390e+01,5.225019341e+01,9.673691891e+01,2.507175534e+01,7.639631500e+01,1.777328009e+01,8.923907657e+01,4.613987981e+01,2.477489668e+01,7.141929457e+01,7.760334878e+01,6.130776724e+01,2.183296886e+01,9.717163309e+01,9.751246906e+01,5.993270053e+01,9.906543645e+01,4.362901126e+01,6.933364032e+01,1.400418113e+00,9.060465963e+01,3.829404146e+01,2.902465516e+00,8.278898526e+01,1.437723025e+01,7.182655511e+01,2.000942689e+01,2.560227278e+00,7.453993079e+01,7.672608472e+01
7.941968637e+00,2.977125396e+01,7.013586539e+01,4.881901193e+01,1.837456109e+01,8.582379429e+01,9.340359982e+01,5.563722719e+01,3.996444224e+01,6.356684885e-01,3.991558236e+01,7.168240202e+01,6.484628775e-01,1.825947979e+01,4.274531554e+01,9.938552469e+01,8.650212601e+01,8.339664066e+01,5.245906897e+01,5.128693420e+00,9.835967850e+01,1.768684321e+01,4.372211617e+01,3.870172502e+01,6.640876467e+01,7.606081239e+01,5.002181013e+01,4.785818336e+01,7.865710103e+01,2.240242278e+01,8.595009747e+01,8.370644143e+01,8.989548644e+01,2.455762893e-01,6.663678517e+01,9.943221612e+01,1.085506897e+01,4.666978845e+01,9.105978655e+01,7.281072458e+00,1.870537024e+01,3.657789581e+01,4.385393918e+01,3.478371880e+00,3.386354715e+01,2.622294564e+01,6.433569571e+01,2.934145063e+00,2.014172353e+00,4.459066954e+01,7.781443957e+01,6.474444034e+01,9.721868947e+01,6.300513402e+01,1.199550495e+01,8.073655738e+00,7.370438577e+01,3.498339758e+01,4.505875483e+01,5.235276832e+01,8.864174255e+01,1.971940026e+01,3.211821365e+01,6.424703779e+01,5.163891822e+01,4.034693553e+00,1.505644207e+01,3.061531529e+01,9.399507094e+01,3.781929523e+01,3.498753598e+01,2.034623424e+01,6.508452473e+01,3.548653448e+01,3.928608126e+01,6.995453778e+01,5.702756414e+01,2.146092166e+01,6.613717623e+01,4.480019812e+00,3.699852413e+01,1.735399431e+01,2.843690733e+01,5.321820594e+01,4.618359491e+01,2.244882466e+01,2.078615695e+01,8.991936695e+01,8.829568991e+01,9.223254801e+01,9.212095614e+01,5.489550211e+01,6.084158409e+01,8.194367868e+01,8.462780988e+01,6.491684798e+01
1.041301866e+01,8.143789828e+01,2.461551821e+01,6.719205027e+01,3.368126883e+01,5.828484339e+00,2.608566207e+00,7.012630106e+01,7.878464982e+01,1.944582471e+01,8.651051754e+01,8.586175185e+01,8.361496313e+01,6.894309569e+01,8.121783100e+01,2.154201947e+01,1.509841869e+01,8.355733204e+01,1.040197606e+01,7.079363626e+01,5.588181315e+01,3.254923976e+01,1.756703676e+01,2.264662447e+01,7.938982263e+01,7.899745502e+01,4.746771896e+01,5.254939933e+01,2.937090785e+01,2.056271167e+01,3.099053158e+01,1.069613792e+01,5.292035561e+01,4.089105163e+01,5.167876647e+01,6.588204800e+01,9.368073268e+00,8.910248046e+01,5.465499284e+01,8.165967415e+01,9.699082049e+01,5.191288336e+01,2.733358705e+01,3.459820316e+01,2.815688113e+01,1.658212804e+01,2.101722970e+00,3.269392562e+01,3.438000268e+01,4.647660162e+01,8.031562508e+01,7.044834040e+00,9.548895054e+00,9.613026051e+01,4.609519008e+01,1.499818795e+01,9.293330245e+01,8.515775584e+01,5.384206111e+01,5.865841960e+01,2.930747026e+01,7.500537754e+01,7.189561765e+01,7.371487040e+00,7.809259611e+01,6.933392854e+01,7.371854131e+01,2.297864005e+01,7.248810992e+01,1.632229824e+01,2.862850286e+01,6.085632562e+01,7.231666730e+01,9.818041667e+01,3.210275483e+01,6.865889355e+01,7.522792701e+01,3.226358001e+01,4.672435497e+01,9.600421825e+01,4.171554195e+01,1.504457926e+01,1.790582232e+01,6.449871426e+01,3.302757611e+01,3.336563054e-01,5.459229056e+01,7.634603662e+01,1.814707847e+01,9.621275815e+01,1.421509467e+01,9.091925262e+01,2.650490759e+01,7.824273656e+01,9.794527801e+01,9.939670981e+01
4.121806027e+01,4.105486064e+01,8.480810982e-01,1.851679820e+01,9.360967099e+01,4.769704255e+01,6.684916517e+01,4.535795483e+01,6.426128426e+01,8.394150102e+01,6.079555033e+01,6.519782121e+01,8.296894326e+01,4.952806000e+00,2.800863957e+01,9.402871970e+01,1.121652023e+01,1.906458421e+01,8.379526231e+01,4.615459841e+01,2.595159005e+01,6.482717427e+01,5.168450242e+00,2.852909570e+01,2.367713894e+01,2.196416044e+01,9.773529944e+01,3.858370639e+01,4.300678317e+00,1.811518423e+01,9.971283760e+00,6.201532438e+00,4.106934310e+01,6.947717569e+01,9.227930416e+01,5.711069120e+01,6.767015138e+01,7.922543745e+01,8.959693045e+01,6.808801446e+01,7.905685849e+01,1.226098302e+01,4.069365238e+01,7.616292488e+01,3.206858265e+01,3.209448264e+00,7.201092188e+01,6.038594171e+01,7.412028833e+01,3.570491015e+01,9.570906917e+01,2.448185133e+00,5.976118084e+00,3.480691401e+00,3.634939619e+00,8.023701667e+01,2.255761704e+01,2.051976727e+01,7.599963954e+01,8.148391096e+01,6.128610992e+01,5.016515861e+01,9.410718095e+01,4.630853600e+01,6.253441136e+01,1.919674600e+01,5.823323202e+01,1.642151123e+01,5.891150287e+01,6.146111958e+01,6.168084965e+01,9.517920337e+01,6.397634899e+01,1.618159608e+01,7.924809377e+01,4.282809127e+00,4.982030536e+01,5.712566978e+00,4.144274929e+01,8.558350947e+01,5.946843028e+00,8.783030053e+01,4.403626887e+01,8.653236063e+01,7.933581484e+01,9.121851899e+01,4.001613522e+01,3.038607116e+01,6.583159914e+01,9.803729557e+01,4.632441834e+01,7.596401058e+01,7.746371434e+01,2.130372589e+01,9.515515095e+01,5.354400184e+00
8.480965692e+01,3.944816610e+00,9.621164882e+01,7.354001992e+01,6.348416852e+01,5.552544562e+01,4.862254718e+01,5.630833828e+01,9.473956905e+01,8.018978781e+01,6.567697949e+01,2.007698313e+01,9.413565673e+01,4.639758284e+01,5.823095861e+01,6.001714390e+00,1.006419781e+00,1.950840322e+01,1.996806694e+01,4.905519883e+01,5.502520519e+01,4.397820849e+00,1.377050093e+01,8.623587011e+01,1.563872360e+01,1.757968743e+01,9.781037418e+01,6.302661795e+01,4.373504028e+01,7.479307412e+01,5.558994902e+01,6.350112304e+01,2.047885126e+01,4.932830499e+01,6.995932351e+01,2.293664893e+01,4.458984009e+01,5.041395339e+01,1.237938204e+01,1.695415085e+01,4.857386670e+01,7.051074628e+01,7.784658294e+01,1.359978309e+01,6.398367489e-01,8.545406587e+01,3.425492244e+01,6.181823212e+01,9.128731226e+01,2.448139760e+01,2.464759043e+01,2.921141414e+01,3.417760813e+01,9.456553280e+00,3.322639161e+00,3.748958507e+01,3.488370771e+01,2.454236063e+01,4.186716141e+01,4.075339952e+01,6.195906543e+01,7.866022541e+01,1.663574753e+01,9.799596381e+01,3.872774689e+01,7.665706371e+01,8.859939744e+01,1.233497966e+01,8.370737296e+01,5.578549892e+00,6.581046075e+01,1.166825878e+01,5.009525187e+01,2.443364619e+01,8.059611162e+01,2.649772002e+01,9.998752808e+01,1.440235419e+00,1.215092005e+01,7.449456748e+01,5.832900229e+01,5.771520786e+01,6.096846800e+01,3.725397678e+01,9.708567535e+01,8.777796964e+01,2.421557252e+01,1.551456152e+01,2.891005058e+00,5.455262735e+01,4.000996732e+01,7.588332561e+01,4.508393717e+01,1.098042264e+01,5.350758730e+01,9.048059062e+00
3.043501802e+01,8.503208921e+01,3.438385588e+01,2.522128854e+01,5.120712996e+01,2.827202085e+01,3.291404183e+01,3.050536415e+01,8.685313108e+01,4.894310646e+01,3.885797029e+01,5.132797983e+01,2.704252382e+01,4.968873041e+01,7.493212426e+01,1.314190053e+01,4.692318585e+01,7.415974288e+01,9.281213663e+01,4.604566364e+01,6.350099339e+01,9.726008205e+01,7.385254634e+01,6.039771226e+01,6.010857777e+01,1.359698444e+01,7.912587774e+01,4.615863244e+01,6.928126667e+01,5.894045936e+01,8.898462195e+01,1.565174709e+01,6.669647585e+01,7.819546663e+01,7.944001341e+01,6.087517725e+00,7.625568731e+01,1.494991088e+01,4.558234743e+01,4.683284961e+01,8.091107312e+01,8.547455113e+01,9.508173215e+01,7.562055508e+01,6.492327888e+01,1.990271189e+01,5.281516654e+01,1.372611280e+01,7.711073236e+00,7.607143902e+01,5.533511381e+01,7.483205837e+00,3.898226695e+01,7.017533610e+01,3.834519998e+01,3.702289099e+01,7.982194257e+01,9.793147690e+01,9.315333310e+01,1.379944837e+01,7.829234542e+01,9.014257906e+01,1.299537824e+01,6.676093439e+01,6.478060820e+01,4.253483276e+01,3.146430087e+01,5.352657486e+01,7.300647232e+01,1.233405326e+01,4.813716047e+01,4.399182528e+01,6.830365449e+00,5.585312278e+01,3.645334904e+01,2.586944970e+01,6.233337077e+01,6.604661848e+01,4.993899355e+01,9.969125443e+01,7.343584850e+01,1.204411755e+01,1.568187832e+01,4.342929871e+01,6.326115577e+01,8.370460070e+01,3.586420331e+01,3.819978735e+01,9.358562595e+01,5.566793315e+01,7.473269185e+00,4.927535019e+01,6.169338643e+01,9.839376408e+01,6.345822964e+01,6.687415756e+01
5.409094717e+01,5.326679946e+01,2.106546958e+00,8.022879384e+01,7.594365972e+01,5.616268168e+01,9.190087923e+01,5.122583392e+01,9.010229006e+01,1.380198073e+01,4.632153423e+01,3.013682850e+01,6.387889931e+01,7.004779272e+01,6.519900065e+01,3.012550414e+01,7.586730580e+01,6.691364904e+01,6.425284828e+01,2.894451635e+01,6.604469938e+01,1.173386187e+01,9.846061760e+00,9.801670200e+01,7.566543891e+01,3.267889328e+01,1.588072861e+01,2.835595077e+01,8.558643056e+00,6.302252004e+01,4.619422524e+01,2.636428064e+01,2.392426538e+01,7.212719132e+01,6.592077961e+01,7.534666196e+01,8.717663850e+01,4.000630440e+01,9.905228290e+01,7.369973149e+01,1.634819959e+01,6.988961000e+01,8.678083064e+01,1.038153708e+01,7.651984381e+01,2.526536266e+01,5.780809382e+01,2.464653943e+01,9.119264566e+01,6.597847903e+01,1.871894834e+01,7.805157638e+01,8.077918846e+01,4.953929437e+01,3.393479099e+01,9.173243792e+00,1.635397505e+01,4.879038573e+01,3.265083696e+01,4.147122831e+01,2.975809595e+01,2.266600412e+00,8.714207735e+01,6.936444462e+01,5.170198864e+01,6.629100993e+01,6.133946594e+01,8.838987014e+01,8.885140117e+01,5.287804465e+01,7.946264966e+01,2.923470065e+01,8.669157968e+00,7.408391234e+01,9.589082568e+01,8.396206806e+01,3.178729393e+01,1.636098339e+01,6.052193230e+01,3.627871251e+01,9.501520492e+00,2.802249119e+01,7.716042189e+01,9.194924122e+01,5.702437797e+01,3.561762085e+01,7.991019486e-01,1.109214790e+01,4.616762116e+01,1.091636576e-01,2.305957881e+00,1.649475311e+01,4.519714206e+01,4.500885910e+01,8.741817673e+01,6.739674764e+01
2.020889958e+01,9.517856887e+01,1.449863272e+01,4.662131101e+01,8.780280436e+01,6.597228034e+01,2.501606023e+01,1.362499618e+01,4.297989850e+01,2.766042614e+01,9.611297186e+01,8.435804576e+01,6.991390563e+01,3.498084013e+01,6.047071467e+01,7.064257245e+01,6.084528574e+01,6.371429438e+01,8.004647845e+01,2.393034126e+01,3.832725847e+01,5.273201867e+01,8.090746201e+01,7.204728676e+01,1.643262971e+01,6.377981613e+01,2.324427496e+00,9.031948308e+01,3.544278548e+01,4.309276573e+01,9.007921515e+01,5.421124622e+01,4.239074087e+01,9.000056597e+01,4.497114712e+01,7.105385124e+01,9.658170421e+01,8.247788193e+01,4.402123841e+01,2.578725630e+01,6.353872110e+01,3.693115957e+01,7.172004669e+01,1.760010661e+01,4.309491842e+01,5.617508065e+01,1.193155319e+01,5.710073562e+01,4.958044505e+01,5.028358834e+01,1.706909990e+01,5.837102037e+01,3.063985969e+01,7.823139654e+01,5.118078661e+01,5.489314867e+01,3.167135860e+01,9.234976242e+01,8.439111934e+01,5.991720937e+01,8.733407548e+01,4.670131721e+00,3.838914871e+01,7.988784022e+00,1.962069452e+01,4.111138861e+01,5.388762734e-01,2.403629736e+01,2.571825640e+01,7.434614208e+01,4.575585304e+01,9.248340100e+01,3.842157790e+01,6.524611730e+01,7.198240065e+01,2.721783893e+01,7.250467473e+01,5.096270342e+01,3.163636735e+01,3.164720423e+01,8.538734632e+00,1.037567800e+01,7.535361476e+01,5.508575950e+01,4.675647012e+01,3.575911000e+01,4.095493989e+00,7.272297739e+01,6.661829860e-01,7.215867827e+01,9.430859365e+01,8.209335684e+00,3.405275773e+01,8.875388001e+00,4.343901994e+01,2.996223222e+01
4.109917864e+01,3.309682151e+01,2.864803597e+01,7.971703442e+01,1.212263645e+01,5.917931537e+01,4.529945318e+01,4.060337062e+01,4.261211672e+01,8.220416025e+01,2.615146343e+01,4.167443852e+01,8.559130383e+01,8.678496427e+01,1.003460742e+01,1.704080613e+01,1.393740289e+01,6.811822278e+01,9.387375963e+01,1.296308848e+01,5.713933866e+00,9.292685900e+01,8.087895588e+01,5.656900876e+01,3.841048896e+01,3.601165527e+01,9.075015562e+01,4.503593732e+01,4.332825325e+01,2.018858801e+01,2.528381912e+01,9.797886920e+01,8.459240104e+01,7.242281177e+01,6.513909256e+01,8.115552400e+01,5.224912121e+01,6.044760347e+01,5.296256059e+01,8.689307963e+01,9.451348656e+01,2.427102989e+01,8.731834370e+01,2.635917671e+01,6.264079268e+01,1.076588594e+01,7.191013704e+01,4.497741459e+01,9.528674422e+01,7.150885570e+01,2.480416690e+01,1.853304647e+01,5.849919977e+00,7.552731628e+01,1.445428393e+01,6.738811999e+01,1.585232638e+01,8.814280327e+01,7.766757920e+01,4.288184822e+01,1.762848017e+01,4.381800158e+01,9.753955604e+00,3.431717657e+01,6.444674630e+01,9.434890218e+01,2.276124736e+01,7.880758046e+01,6.298738907e+01,2.825135530e+01,3.543641025e+01,9.177643873e+01,3.085109995e+01,8.387361235e+01,7.432450494e+01,9.577743295e+01,5.170777544e+01,6.858903260e+01,8.484425233e+01,2.267609836e+01,9.425745610e+01,5.266733834e+01,8.054445132e+01,4.769099338e+01,6.713684099e+00,6.270584876e+01,1.564831795e+01,7.872594806e+01,2.512992897e+01,2.787548001e+01,8.232950012e+01,8.541967481e+01,4.704627668e+01,7.787318134e+01,6.308023863e+01,5.518072274e+01
6.155950694e+01,5.548079903e+01,4.762239619e+01,9.628087818e+01,9.832965431e+01,8.039308857e+01,5.264172528e+01,9.593684507e+01,6.972995041e+00,5.313874800e+01,1.615008181e+01,9.089872824e+01,7.364513625e+01,7.662585042e+01,1.862589884e+01,4.041957480e+01,9.732504579e+01,3.676338718e+01,7.906883657e+01,6.279519796e+01,8.208909149e+01,5.618863956e+01,9.004612919e+01,5.955221368e+01,6.632893685e+01,2.627052175e+01,6.475088898e+01,1.601379634e+01,2.468668230e+01,7.442853786e+01,4.566468757e+01,7.091651757e+01,3.550440696e+01,7.594088898e+01,4.300431567e+01,8.533700083e+01,1.799597281e+00,8.817794052e+01,5.396510815e+01,3.132237423e+01,4.354608511e+00,8.483905477e+01,2.685452282e+01,6.655949033e+01,1.408330535e+00,8.414952505e+01,9.641473266e+01,7.966945515e+00,1.148504813e+01,7.987211439e+01,3.001365413e+01,7.380818881e+01,7.811885199e+01,6.490845810e+01,7.958569559e+01,4.577960932e-01,6.182518107e+01,3.231087367e+01,8.459699195e+01,1.731239044e+01,1.328188778e+01,1.681262990e+01,2.835696055e+01,7.787222809e+01,8.515769931e+01,7.850929652e+01,5.951070956e+01,5.785069768e+01,4.712386766e+00,4.108778210e+01,9.435196870e+01,5.307686637e+01,4.569610614e+01,3.869240894e+01,3.435880406e+01,1.056645708e+01,4.136370990e-01,9.998552220e+01,8.769587315e+00,6.250269854e+01,4.491298103e+01,2.231922279e+01,8.173548053e+01,9.846000809e+01,1.049122000e+01,3.180231429e+01,1.122097428e+01,2.246803774e+01,2.678046092e+01,3.631976025e+01,6.316962137e+01,4.831197715e+01,9.050519748e+01,5.547161867e+01,8.907728090e+01,6.773886528e+01
4.181027883e+01,3.103992925e+01,7.409754490e+01,8.601945475e+01,3.452347141e+01,4.648411701e+01,8.236163640e+01,7.694484996e+01,1.412364859e+01,8.084015419e+01,9.047874785e+01,1.199840822e+01,2.383617268e+01,4.596947138e+01,3.690647562e+01,3.570700519e+01,2.962047126e+01,2.824205093e+01,4.551672855e+00,3.766377368e+01,7.718652707e+01,6.530574429e+01,7.498736665e+01,6.966521492e+01,8.706455166e+01,4.866453559e+00,5.219878292e+01,4.748042411e+01,8.973343628e+01,2.310875049e+01,1.328436041e+01,2.875626569e+01,6.240868181e+01,2.477936049e+01,9.480253297e+01,4.325820896e+01,9.824830215e+01,7.029072987e+00,5.036612623e+01,6.651844993e+01,9.135867570e+01,7.306902655e+01,9.175654066e+01,7.336405260e+01,6.203000140e+01,1.182754308e+01,4.853071299e+01,7.600282701e+01,1.120606505e+01,6.358721626e+01,2.091697162e+01,1.256770843e+01,4.298206992e+01,8.694153244e+01,7.856423425e+01,1.639260537e+01,1.563781245e+01,6.401227719e+01,4.164872866e+01,8.550479003e+01,5.755059799e+01,3.233159136e+01,8.554222861e+01,4.123537426e+01,3.445140973e+01,2.321734312e+01,9.611938519e+01,5.662443173e+01,4.587189974e+01,5.832363833e+00,9.139714224e+01,9.634070591e+01,7.798901614e+01,7.040899541e+01,4.340503258e+01,2.451060936e+01,9.753509792e+01,8.636722040e+00,6.420303113e+01,3.691111655e+01,3.821088887e+01,7.272588699e+01,2.969969369e+01,3.404455816e+01,2.963498576e+01,9.908752115e+01,4.360192540e+00,6.550694483e+01,4.976048700e+01,4.407808834e+01,7.643143755e+01,1.414813014e+01,1.420129629e+01,2.617011957e+01,7.267582552e+01,8.678583644e+01
8.269688507e+01,6.396236971e+01,1.813738126e+01,8.789672764e+01,2.001340128e+01,7.696534616e+00,3.723070965e+01,7.998068409e+01,7.681502126e+01,1.080404946e+01,2.647226087e+01,9.986282606e+00,8.239849427e+01,8.413104119e+01,6.752890933e+01,1.623934620e+00,8.388673727e+01,8.059072323e+01,2.970462370e+01,2.357938828e+01,4.265993440e+01,4.266782069e+01,6.775435286e+01,6.889705305e+01,9.847262217e+01,3.725071916e+01,2.291366222e+01,7.809413027e+01,3.134398736e+01,3.522389633e+01,4.984455809e+01,1.350690090e+01,2.628650032e+01,8.858003406e+01,9.388399470e+01,4.653169392e+01,4.328268625e+01,1.754078750e+01,1.186974632e+01,4.169335860e+00,6.326941350e+01,5.837756211e+01,2.718931208e+01,3.468575505e+01,2.007332023e+01,9.330363085e+01,7.492392384e+01,8.948990766e+01,5.227004426e+01,9.246592174e+01,5.209186896e+01,2.839279756e+01,4.193579688e+01,9.594218756e+01,4.476225663e+01,9.762183113e+01,1.911501743e+01,1.887766067e+01,1.571886859e+01,6.408446708e+01,6.546090711e+01,4.241880962e+01,1.072950810e+01,5.665989354e+01,4.461447585e+01,3.707939260e+01,9.227057509e+01,3.033748357e+01,1.428079731e+01,2.784910904e+01,1.824466693e+01,1.692353815e+00,1.462996417e+00,7.723728044e+01,9.050328151e+01,3.545178043e+01,2.984137498e+01,8.623417330e+01,5.554590986e+01,6.001228775e+01,3.744015577e+01,5.040807861e+01,3.345929850e+01,6.475372310e+01,7.332164411e+01,8.319328123e+01,5.020318713e+01,6.681616302e+01,7.166740491e+01,1.305150397e+00,3.592018389e+01,3.429662719e+01,8.855124181e+01,7.645125542e+01,3.418719437e+01,5.698088766e+00
3.525741638e+01,4.624253391e+01,3.318174212e+01,1.305711898e+00,2.179288087e+01,6.371568529e+01,8.692157562e+01,1.242809401e+00,3.607249487e+00,4.641799736e-01,2.627020172e+01,4.901585237e+01,6.286441663e+01,4.717594193e+01,8.510564849e+01,3.347546587e+01,5.427309471e+00,4.412524310e+01,3.139504558e+01,4.074823006e+01,9.379010280e+01,6.955539251e+01,6.654805970e+01,9.260033860e+01,4.666474619e+01,4.800350982e+01,1.954422529e+01,1.782978786e-01,2.120513333e+01,9.606287090e+01,7.064883795e+01,4.079827915e+01,3.568393088e+01,8.326332122e+01,6.237265758e+01,1.922143123e+01,9.124789101e+01,1.827514125e+01,9.708124763e+01,2.242160226e+01,1.862708627e+01,7.745790021e+00,3.538435000e+01,8.710169622e+01,2.177851034e+01,6.559055229e+01,4.220735409e+01,7.893085602e+01,7.432646670e+01,9.753017179e+01,7.941397199e+01,1.810979768e+00,2.258337532e+01,5.834313429e+01,5.060627094e+01,7.379537199e+01,6.927382104e+01,1.656911272e+01,2.453379056e+01,9.014615654e+01,1.222017211e+01,5.786531211e+01,1.304180669e+00,1.764000958e+01,1.775214517e+01,2.628692505e+01,3.233617771e+01,3.353833410e+01,6.769350931e+00,6.403326814e+01,2.927682408e+01,2.140320122e+01,6.791294699e+01,3.306832975e+01,6.785117242e+01,9.948409497e+00,6.987577131e+01,2.701468366e+00,9.942297143e+01,8.629465684e+01,1.764808157e+01,4.484117369e+01,8.070239327e+01,1.275875859e+01,7.513464308e+01,9.289719956e+01,3.930871903e+01,7.867998223e+01,8.432922830e+01,5.315213705e+01,3.137533799e+01,5.309492630e+01,7.141895892e+01,5.022222403e+01,8.369057626e+01,8.583027756e+01
