v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44
1.357317537e+01,3.947893542e+01,6.795391631e+00,1.662044882e+01,4.415947426e+01,2.439042591e+00,8.716912735e+01,7.834865564e+01,2.147597413e+01,5.543970111e+01,9.008288223e+01,8.900726128e+01,5.535895884e+01,3.229964449e+01,7.530698549e+01,8.441532552e+01,4.262095889e+01,2.097253758e+01,3.899523886e+01,7.896737784e+01,9.403248965e+01,2.443959366e+01,1.623661687e+01,3.770778194e+01,1.447177264e+01,6.837001807e+01,3.491195752e+01,3.203288360e+01,1.655471778e+01,3.668625521e+01,6.605518086e+01,9.319162033e+01,6.833814620e-01,9.946622414e+01,1.338338433e+01,9.840239606e+01,1.616932802e+01,8.995655439e+00,3.382611220e+01,3.007963672e+01,6.229733294e+01,2.235713339e+00,2.351407533e+01,6.228808445e+01
4.778007307e+01,8.412020498e+01,4.307503138e+01,4.405231579e+00,8.577074756e+00,1.838261632e+01,9.632571919e+01,1.152438279e+01,5.297611743e+00,7.963870653e+01,9.974805834e+00,2.624216851e+01,4.562761149e+01,6.214312056e+01,3.757372094e+01,9.173001160e+01,6.170680163e+01,5.090550018e+01,2.514947985e+01,5.998173484e+01,3.710648528e+01,2.325435019e+01,2.032447940e+01,6.430207271e+01,7.136457379e+01,4.121803074e+00,1.792207482e+01,1.081079761e+01,7.159662228e+00,9.906589766e+01,9.595425278e+01,5.543157226e+01,9.298422912e+01,3.482450854e+01,3.114480979e+01,7.524436004e+01,6.511147374e+01,7.147008818e+01,2.146699439e+01,6.426157114e+01,7.520736093e+00,3.969162081e+01,6.472486180e+01,8.939462838e+01
9.304737510e+01,5.408261753e+01,2.112232435e+01,7.585850658e+01,6.700985447e+01,1.141996214e+01,2.435845835e+01,2.207090315e+01,6.824662630e+01,1.642887156e+01,2.900251542e+01,1.725008665e+01,7.195182818e+01,6.262706763e+01,9.945684786e+01,6.666055721e+00,2.766006381e+01,1.292479024e+01,7.828595246e+01,2.486427202e+01,4.710946952e-01,2.357375581e+01,7.992571230e+01,5.297083611e-01,3.945524742e+01,1.576601036e+01,8.853252842e+00,4.739197887e+01,1.790121334e+01,1.240874684e+01,4.328188141e+01,1.520885914e+01,4.485985333e+01,6.496785616e+01,5.549101757e+01,2.394680255e+01,7.123851104e+01,3.633321772e+01,9.521940208e+01,4.978897333e+01,8.703820958e+01,3.194725060e+01,2.888856513e+01,5.512656544e+01
9.621228951e+01,5.352584957e+01,9.761774358e+01,1.114224216e+01,5.965449240e+01,7.961683964e+01,2.676310848e+00,5.137053218e+00,7.350945244e+01,5.499453823e+01,5.301937782e+01,5.602483721e+01,1.758928363e+01,7.912166080e+01,6.626204553e+01,5.254577626e+01,1.846528943e+01,3.817842204e+01,2.642426486e+01,9.298999074e+01,9.561344239e+01,8.672441092e+01,5.437376492e+01,4.592751656e+01,4.156219590e+01,1.912902406e+01,3.917866963e+01,6.474670423e+01,9.081004669e+01,8.439912779e+01,4.901325349e+01,5.569161427e+01,3.333029824e+01,5.214739879e+01,5.037558210e+01,7.651159973e+01,1.178913477e+01,1.301414946e+01,3.425029364e+00,2.965833648e+01,5.846147907e+00,6.157322139e+01,3.662888011e+01,5.569761663e+01
4.769972287e+01,7.045889096e+01,3.139128346e+01,1.576257947e+01,2.182291265e+01,7.263963237e+01,7.985636461e+01,1.602342883e+01,8.382741885e+01,4.933080345e+01,3.808873440e+01,7.927595679e+01,5.806501529e+01,8.118068962e+01,8.374065966e+00,3.269273822e+01,9.483432485e+01,5.507241388e+01,3.408660848e+01,8.487842727e+01,4.927452553e+01,2.038209448e+01,1.823599565e+00,4.352112194e+01,9.635557512e+00,6.613063986e+01,2.788975466e+01,1.646902584e+00,7.280932088e+01,2.541419354e+01,3.342904951e+01,9.132975501e+01,2.366481253e+01,4.011906427e+00,8.985999643e+01,3.537186866e+01,5.428447049e-01,5.277146278e+01,2.933723816e+01,5.398018077e+01,7.056785494e+01,8.453496342e+01,7.922640973e+01,4.819815818e+01
8.219549032e+01,1.617046072e+01,3.560131855e+01,1.933985533e+01,8.777043227e+01,4.724004513e+01,4.458330073e+01,6.230702533e+01,2.756726329e+01,9.762643689e+01,7.908128204e+01,8.557920862e+01,7.842204440e+01,9.714464027e-01,3.389944271e+01,6.026637461e+01,2.121713357e+01,7.641521696e+01,7.558131894e+01,6.997435778e+01,8.738204881e+01,4.482172173e+01,6.129706734e+01,2.470335440e+00,6.148133481e+01,9.844831033e+01,6.339905329e+01,2.339300004e+01,1.509245726e+01,9.341265862e+01,3.014723995e+01,1.542817759e+01,2.771700560e+01,6.977681534e+01,7.754204789e+01,2.902556326e+01,6.202128382e+00,4.983375939e+01,5.673650423e+01,2.378035090e-02,6.563333588e+01,7.973870349e-01,8.980127357e+01,2.340904095e+01
1.820814200e+01,6.536174687e+01,4.942596352e+01,8.490565204e+01,3.461442120e+00,7.447786790e+01,3.227784695e+01,5.963739922e+01,4.980317945e+01,3.282663865e+01,4.666263770e+01,7.867312623e+01,6.414003821e+01,2.567377019e+01,7.894543703e+01,6.323070921e+01,4.305619922e+01,7.025846413e+01,1.511958066e+01,8.760638845e+01,2.774344020e+01,4.120015284e+01,9.337999299e+01,3.927462296e+01,6.067003441e+01,7.924627398e+01,2.929164392e+01,2.026821568e+01,6.724089338e+01,2.705986679e+01,7.308096758e+01,2.684202743e+01,7.949813394e+01,7.277392196e+01,6.486738727e+01,7.776985639e+01,5.701199612e+01,2.193663158e+01,2.174225734e+00,9.617277830e+01,6.589056222e+01,5.994138737e+01,1.207186842e+01,2.443112270e+00
3.056099077e+01,9.387062196e+01,9.207925184e+01,8.360202831e+01,7.168187973e+01,5.385506710e+01,8.989848827e+01,7.796481647e+00,6.126335958e+01,2.773803457e+01,1.586363889e+00,3.656362473e+01,8.573630512e+01,4.493763715e+01,5.779205916e-01,3.176533494e+01,5.850496216e+01,4.994846703e+01,3.327111982e+01,3.838089734e+01,6.485248834e+01,7.888401324e+01,8.606175556e+01,6.382150110e+00,6.548614433e+01,7.776597191e+01,2.351602953e-01,4.760759440e+01,2.323752392e+01,7.309892417e+01,7.498233298e+01,2.408463859e+01,6.973215555e+01,5.915513714e+01,8.933897321e+01,1.522153792e+01,6.323517633e+01,7.009777339e+01,9.844563398e+01,1.585701722e+01,8.731322920e+01,3.103445841e+01,6.745935831e+01,3.883831174e+01
8.129795435e+01,1.828715358e+00,4.984739151e+01,9.921614891e+01,8.553782318e+01,9.291595920e+00,7.599043946e+01,5.075810702e+01,3.295124745e+01,6.377548617e+01,1.645997273e+01,3.626983073e+01,7.645614917e+01,4.526977368e+01,8.889115060e+00,8.470884573e+01,4.194421350e+01,3.054092182e+01,3.496656188e+01,1.203199221e+00,7.763350087e+01,1.283432982e+01,3.236706983e+01,4.811281853e+01,9.159154435e+01,9.088330594e+00,1.961234468e+01,6.020331111e+01,6.765095933e+01,9.119643539e-01,4.948083636e+01,8.430080489e+01,1.431598954e+01,6.503344886e+01,7.078223134e+01,5.924928922e+01,5.370396035e+01,2.432680472e+01,4.666907822e+01,3.871213857e+01,1.796600078e+01,2.975196696e+01,4.827821410e+01,5.148782370e+01
2.031871660e+01,6.136416424e+01,1.202149852e+01,8.426465938e+00,8.056890900e+01,8.751135409e+01,1.851834518e+01,9.418038507e+00,5.747853613e+01,4.141032123e+01,4.449889357e+01,6.495166320e+01,8.301361648e+01,5.271915300e+01,9.001305772e+01,3.711734454e+01,6.035092561e+01,9.756461438e-01,7.878489221e+01,9.212894895e+01,6.154303115e+01,4.230788453e+00,6.174626419e+01,6.331858874e+01,4.419782292e+01,4.116242295e+01,1.105692332e+01,8.782779686e+01,3.544122577e+01,2.559976346e+01,2.022419112e+00,9.957290122e+01,9.443753697e+01,1.528302119e+01,5.615329527e+01,1.067665308e+01,3.672073183e+01,9.264311509e+00,1.781544296e+01,2.132593566e+01,9.927839207e+01,1.734477368e+01,2.164570747e+01,7.659083896e+01
1.867133487e+01,4.512724065e+01,3.624081146e+01,5.363364925e+01,1.672851141e+01,1.033806116e+01,7.546778694e+00,8.473323755e+00,6.077890579e+00,5.020509704e+01,9.867556741e+01,2.814838370e+01,4.663921192e+01,4.877999009e+01,1.838017691e+01,2.373820123e+01,4.698090812e+01,2.701263278e+01,3.367385853e+01,4.752673741e+01,6.281576078e+01,7.420393328e+01,2.693089544e+01,4.938827502e+01,9.372321186e+00,4.754183131e+00,2.635899024e+01,8.112833893e+01,4.987470046e+01,8.589796405e+01,7.540888016e+01,8.946663256e+01,7.531128571e+01,4.686524291e+01,9.787945241e+01,3.043427808e+01,5.128245364e+01,2.008522375e+00,4.163698554e+01,6.308186114e+01,6.740492752e+01,8.161058447e+01,5.841260458e+01,1.505431726e+01
2.163147075e+01,8.105250591e+01,9.690252874e+01,8.511049574e+00,8.715440662e+01,5.828967792e+01,8.058256408e+01,3.696269249e+01,6.166647058e+01,6.834587907e+01,9.644254471e+01,5.930279811e+01,4.336952822e+01,8.614501504e+01,1.207431861e+01,1.517480947e+01,8.912235622e+01,6.480962231e+01,9.763623404e+00,6.706459900e+01,7.994690743e+01,8.934970899e+01,2.902943309e+01,7.127500069e+01,5.505974782e+01,9.107557542e+01,9.091848804e+01,9.115563898e+00,3.813016414e+01,8.936300057e+01,2.845116025e+01,7.675719269e+01,8.517064544e+01,3.512124393e+01,4.504832155e+01,2.924583959e+01,6.588609644e+01,4.913415323e+01,3.223486051e+01,4.412009147e+01,9.982739121e+01,7.355840446e+01,9.423660544e+00,8.464279165e+01
9.587562787e+01,1.143123408e+01,5.032556283e+01,6.128153390e+00,2.310564102e+01,9.068588517e+01,3.183081837e+00,2.535198100e+01,3.221665562e+01,8.375240343e+00,7.318898820e+01,9.571724341e+01,4.731801763e+01,9.500372283e+01,7.470919635e+01,2.060376624e+01,5.208629443e+01,9.499869990e+01,5.844793354e+01,2.279213819e+01,8.819953375e+01,4.300341610e+01,7.587103480e+01,5.985120118e+01,3.013388042e+01,9.423835601e+01,4.349739881e+01,5.364930291e+01,7.694306867e+01,9.191791924e+01,5.329534098e+01,4.425404458e+01,9.242079462e+01,7.593634037e+01,6.922949634e+00,7.282747228e+01,6.619334049e+01,7.037712962e+01,3.565268398e+01,4.050349728e+01,2.373047183e+01,5.729684612e+01,1.306486252e+01,1.621861113e+01
5.900295761e+01,4.149187209e+01,5.224491625e+01,5.540341808e+01,8.720856205e+01,6.500893277e+01,9.531914160e+01,7.769390669e+01,6.717133147e+01,8.009132641e+01,7.973080383e+01,1.979164619e+00,9.232163856e+01,5.300950262e+01,5.245940945e+01,7.962899524e+00,2.899218690e+01,3.886579095e+01,1.701327089e+00,6.562411586e+01,5.301868083e+01,7.574751142e+01,6.440768607e+01,3.649311096e+01,3.896079072e+01,7.267610384e+01,8.364206379e+01,2.678987790e+01,2.338218929e+01,8.552082174e+01,9.775193536e+01,4.682770180e+01,9.724698521e+01,9.162205989e+01,5.186421153e+01,1.292634363e+00,7.801064711e+01,6.386162181e+01,5.525206717e+01,5.504311523e+01,7.509642095e+01,4.504581259e+01,4.988533226e+01,6.481493422e+01
9.758413111e+01,9.448869359e+01,3.238702090e+01,5.654383142e-01,6.849131228e+01,6.656597526e+00,8.818249917e+00,6.288553097e+01,1.957523584e+01,2.317619042e+01,6.038993580e+01,6.856941197e+00,8.826800258e+01,3.891135083e+01,3.543290643e+01,6.903360432e+01,9.607002686e+01,2.530141524e+01,6.359044948e+01,7.868486162e+01,9.991775072e+01,1.636771492e+01,4.632291894e+01,5.864950899e+01,7.663907959e+01,9.762005861e+01,2.503159223e+01,9.802013312e+01,1.022752080e+01,1.331338042e+01,9.442511034e+01,1.469754986e+01,1.878043771e+01,4.914854744e+01,6.519473667e+01,7.538561618e+01,5.627860753e+01,1.183060208e+01,5.953575996e+01,8.563412037e+01,4.550416368e+01,3.974641404e+01,7.042010187e+01,8.562137444e+01
3.650120276e+01,4.824736174e+01,8.984095929e+01,2.805962380e+00,6.352060473e+01,5.779198254e+01,1.672347585e+01,5.732151415e+01,3.161997889e+01,3.527117219e+01,4.263160167e+01,3.133459888e+01,4.791573566e+01,5.155991270e-01,7.520665299e+01,3.109207425e+01,1.489989457e+01,4.826160118e+01,6.062676486e+01,7.727243945e+01,8.272044948e+01,4.681904866e+01,7.199500366e+01,1.584357352e+01,7.144053481e+01,7.997027389e+01,3.766505962e+01,2.012288222e+00,2.054670130e+00,9.293939225e+01,8.727408471e+00,7.552905447e+01,6.639264382e+00,1.634240101e+01,8.575226974e+01,9.170489318e+01,1.377313276e+01,1.983721834e+01,4.874286008e+01,3.382647296e+01,2.598082576e+01,1.362778952e+01,4.306234679e+01,4.607801666e-01
4.325230005e+01,8.072361841e+01,3.524078495e+01,9.630048485e+01,5.067500966e+01,6.216734145e+01,1.529852282e+01,6.184297743e+01,3.253828827e+01,3.177217074e+01,6.519456604e+01,2.659885153e+00,5.011419725e+01,5.287878141e+01,8.263936997e+01,7.847854478e+01,4.969574667e+01,7.192918751e+01,1.961668509e+01,3.550282915e+01,9.372313464e+01,7.592687798e+01,2.144382570e+01,2.646777586e+01,2.975823362e+00,1.250540997e+01,5.330807070e+01,2.777536767e+01,7.334200515e+01,9.305982148e+00,1.764961586e+01,8.266206422e+01,1.830348122e+01,6.607173485e+01,9.426025843e+01,8.461180758e+01,4.412835618e+01,1.582234468e+01,3.199152235e+01,5.815141110e+01,3.528186749e+01,1.606518445e+01,2.441187364e+01,9.331382962e+01
1.580257170e+01,9.360175056e+00,3.777327731e+01,5.379818813e+01,2.277465724e+01,7.541357788e+01,8.864566300e+01,3.533838617e+01,5.903701952e+01,2.432816358e+01,8.208560093e+01,2.258140323e+01,5.059335411e+01,3.569429178e+01,4.474330758e+01,1.109084889e+01,9.635480631e-02,6.432429159e+01,1.068891663e+01,9.233038104e+01,6.384175046e+00,3.167887312e+00,9.021632892e+01,8.143378167e+01,4.012066707e+01,6.391559313e+01,3.593578751e+01,4.988349800e+01,7.117125509e+01,1.913925350e+01,9.566784389e+00,7.611740776e+01,5.468357791e+01,3.159491809e+01,3.882606487e+00,7.497163474e+01,8.044864892e+01,4.148888051e+01,1.995723028e+01,4.338243194e+01,2.716146116e+01,7.451807762e+00,7.034249878e+01,8.347072532e+01
8.022283313e+01,5.461940938e+01,4.606107310e+01,7.083527377e+01,8.033893026e+01,5.058463263e+01,2.811704717e+01,2.125832498e+01,8.830999779e+01,8.335418361e+01,4.919392340e+01,8.129883249e+01,6.792846661e+01,9.964038349e+01,7.570770602e+01,2.167855325e+01,6.040133647e+01,3.601375190e+01,1.209706972e+01,7.533772489e+00,4.490553984e+01,6.785007046e+01,5.476166367e+01,3.399884374e+01,6.335948009e+01,6.371811397e+01,7.681448041e+01,4.096402301e+01,6.464867394e+01,9.974389754e+01,1.361811406e+01,3.268993637e+01,5.933645627e+00,7.842532335e+01,1.463125065e+01,4.810406655e+01,4.364611047e+00,9.765851607e+01,5.737889758e+01,3.169322024e+01,8.448005832e+01,6.362523015e+01,9.445058560e+01,2.510900006e+01
4.648667331e+01,9.928547904e+01,1.482841658e+01,3.158452192e+01,1.736687208e+00,1.608386246e+01,7.104208000e+01,5.793394660e+01,7.177552509e+01,9.548108148e+00,3.462730082e+01,9.318322945e+01,2.980282663e+01,7.442451991e+01,3.031242353e+01,2.464750431e+01,1.169496196e+00,4.977180607e+01,3.762754078e+01,8.745125793e+01,4.981554029e+01,3.719177853e+01,9.363269259e+01,8.607229602e+01,4.585588915e+01,7.104755868e+01,7.658502213e+00,5.339519510e+01,4.748579127e+01,3.848900687e+01,7.134277284e+01,1.453270444e+01,4.615228008e+01,9.343913830e+00,9.662385048e+01,8.806268141e+01,9.614707803e+01,2.953916497e+01,5.691273633e+01,4.910146037e+01,6.570988225e+01,9.119653052e+00,4.928688021e+01,3.143211751e+01
3.713581185e+01,5.590594550e+01,1.759386189e+01,4.884699391e+01,5.181144075e+01,5.315035342e+01,4.111260248e+01,5.522870787e+00,4.639993928e+01,2.112182165e+01,6.215514083e+01,4.430086997e+01,6.846188907e+01,3.688735600e+01,3.749676372e+01,8.458423243e+00,8.685352407e+01,8.458441970e+00,9.065228799e+01,8.272914512e+00,9.133654659e+01,3.849916748e+01,9.093670178e+01,3.296317672e+00,6.087359999e+01,1.403197447e+01,5.101949219e+01,8.843270143e+01,9.831039039e+01,7.446771770e+01,9.611365819e+01,3.684469264e+01,4.241029329e+01,7.940725359e+01,9.757492507e+01,2.496001541e+01,8.119933207e+01,8.374181601e+01,4.935663032e+01,8.316145276e+01,9.717843392e+01,8.724970255e+01,5.788670417e+01,8.959161531e+01
3.913002856e+01,7.232234243e+00,6.175276602e+01,7.107669697e+01,5.524260703e+01,3.745191258e+01,1.608291167e+01,2.474396624e+01,5.180910075e+01,9.738516350e+01,8.284132072e+01,9.732658885e+01,1.043774462e+01,2.215411640e+01,8.922849410e+01,7.672538598e+01,5.364560320e+01,4.264013401e+01,6.046299243e+01,2.384185032e+01,3.874064264e+01,4.707866847e+01,8.106168143e+00,6.202320937e+01,2.881333087e+01,8.480301678e+01,6.761080073e+00,9.497536808e+01,1.353778061e+01,6.982689853e+01,3.907433684e+00,9.689827464e+01,2.760922055e+01,2.409129736e+01,2.410063525e+01,7.191360777e+01,2.020299141e+01,3.818296690e+01,6.039584661e+01,2.481077162e+01,2.468521854e+01,5.900218493e+01,1.377218899e+01,9.171939916e+01
9.855576259e+01,4.700396122e+01,7.699839636e+01,3.259775933e+01,4.522919260e+00,6.402948960e+01,7.007121759e+01,8.377745805e+01,5.230504171e+01,3.657241268e+01,9.726690503e+01,5.419795193e+01,1.051254493e+01,9.144341894e+01,7.088593396e+01,1.786366553e+01,1.000656883e+01,8.753025459e+01,1.626727512e+01,9.187177155e+01,2.894858748e+01,4.070122743e+01,2.182064670e+01,4.336927512e+01,1.875607755e+01,5.949079768e+01,2.420285314e+01,4.168977659e+01,5.579942787e+01,9.539733274e+01,8.720154562e+01,4.118455255e+01,5.311212902e+01,4.255052909e+01,7.797236435e+01,1.581763197e+01,6.037098662e+01,6.694979282e+01,9.711281248e+01,5.213213364e+01,2.060529943e+01,3.675554410e+01,4.267935516e+01,9.134882292e+01
6.668291379e+01,4.416774283e+01,5.324215690e+01,7.751073763e+01,8.984128708e+01,1.051888512e+01,9.474858545e+01,7.736047508e+01,7.842407290e+01,2.647422681e+01,1.829604318e+01,4.909061920e+01,6.431702664e+01,7.525886716e+01,4.845689604e+01,6.346213711e+01,7.242157314e+01,3.955831562e+01,6.643554727e+01,7.393818570e+01,1.894467155e+01,4.556665087e+01,6.546142564e+01,5.590548465e+01,7.610520174e+01,5.992116767e+01,9.806111434e+01,3.441926293e+01,9.440445199e+01,8.359823719e+01,1.034897786e+01,6.162452158e+01,4.340401247e+01,4.423659733e+01,4.439473610e+01,8.382534876e+01,9.512687808e+01,9.461689885e+01,4.709369050e+01,3.520606943e+01,5.946736333e+00,3.744935842e+01,6.677832107e+01,3.169783321e+01
5.466210108e+01,9.335801852e+01,6.323608190e+01,3.849736263e+01,5.994805106e+01,3.410728724e+01,7.753376315e+01,2.740049933e+01,7.020579030e+01,8.647062640e+01,7.926984169e+01,5.367062569e+01,3.058793129e+00,5.673664612e+01,1.726003745e+01,6.285909500e+01,6.132362075e+01,5.711278600e+00,9.020614170e+01,1.230814917e+01,3.347668045e+01,5.740342956e+01,2.009419214e+01,8.874997203e+01,1.301251722e+01,7.324223400e+01,4.980193734e+01,7.288635695e+01,5.059454947e+01,4.881081110e+01,6.008230099e+01,9.886958873e+01,1.904643395e+01,1.727880176e+01,2.121860447e+01,2.779967965e+01,6.096068676e+01,8.426147302e+01,1.511459419e+01,7.999614887e+01,4.793104273e+01,4.328950905e+01,4.899880508e+01,1.106392268e+01
9.012385622e+01,8.466529150e+01,2.675749713e+01,6.821883381e+01,6.595469010e+01,9.371821741e+01,5.051980037e+01,4.428744692e+01,4.438146456e+01,6.115488395e+01,5.641467720e+01,8.380377215e+01,1.183024733e+01,2.336951750e+01,3.948811787e+01,9.475173996e+01,6.209469055e+01,1.977842034e+01,5.555886292e+01,5.961461240e+01,1.050745155e+01,8.482391466e+01,3.759186886e+01,3.174413221e+01,7.054905245e+01,9.860600411e+01,1.899084410e+01,2.729797587e+01,8.063382506e+01,1.608966754e+01,3.656237712e+01,1.095906524e+01,5.898093991e+01,9.397013122e+01,4.863523031e+01,8.291745374e+00,2.577032450e+01,1.118300181e+01,6.197366415e+00,7.684760042e+01,2.381851727e+01,1.888931786e+00,4.144180628e+01,2.893996047e+01
2.096518159e+00,1.136735364e+01,6.965650043e+01,2.540813731e+01,1.148783894e+01,5.855378002e+01,9.215944223e+00,8.041261740e+01,5.864676299e+01,7.169143414e+01,3.773087066e+00,9.872844336e+01,4.537142181e+01,2.764384558e+01,1.596185646e+01,8.909840091e+01,4.935078448e+01,3.598954311e+01,9.163923618e+01,9.730134678e+00,7.451662477e+01,3.635943196e+01,8.779226085e+01,5.486937485e+00,8.866814281e+00,1.508239031e+01,3.669092715e+01,4.807017295e+01,7.273086506e+01,9.415869017e+01,1.799468132e+01,1.188066687e+01,3.062724215e+01,8.157275001e+01,2.236888126e+01,1.844769912e+00,2.872717829e+01,5.390487261e+01,2.771621648e+01,9.591424233e+01,9.662533510e+01,3.468866351e+01,4.872758867e+01,2.667493132e+00
8.704272965e+01,5.620265324e+01,8.033615241e+01,8.023264116e+01,8.782004528e+01,2.131801863e+00,6.951833827e+01,2.429263296e+01,9.068184327e+01,4.279237722e+01,8.518903551e+01,9.908404677e+01,8.671905938e+01,3.793372091e+01,6.226270378e+01,2.669268549e+01,6.629387370e+01,2.315724926e+01,3.472504758e+01,6.886270479e+01,5.682494262e+01,3.290134087e+01,4.296298071e+00,2.246606475e+01,2.519080997e+01,3.014293543e+01,5.966141072e+00,9.500061131e+01,5.734910239e+01,1.449847016e+01,9.386211336e+01,9.727398645e+01,8.917853032e+01,9.999390309e+00,9.432486763e+01,7.702135241e+01,4.083413241e+01,7.526709690e+01,9.675001803e+01,4.344302663e+01,2.611467336e+01,1.284466636e+01,3.942890934e+01,6.767288900e+00
5.874167427e+01,8.402034293e+01,9.271599639e+01,4.110883237e+01,1.249969510e+01,6.535395188e+01,5.313229795e+01,2.033803889e+01,7.657456033e+01,2.460561142e+01,1.045936881e+01,5.756156863e+01,9.057066954e+01,7.115099384e+01,1.497404466e+01,3.167600322e+01,8.008088241e+00,5.246865138e+01,6.815813495e+01,3.976665429e+01,9.252499277e+01,5.912116301e+01,3.417439570e+00,5.490396299e+01,1.752388709e+01,6.385113076e+01,5.477439011e+01,4.273724030e+01,4.953315035e+01,2.685473810e+01,6.216314929e+01,8.669144263e+01,9.251042721e+01,7.552793894e+01,1.255526097e+01,1.657359735e+01,9.572748924e+01,5.325056886e+01,6.988739204e+01,2.829740650e+01,2.150420353e+01,6.298594160e+01,1.148231043e+01,8.427211792e+01
7.221681002e+01,7.689055522e+01,2.940098897e+01,8.795006114e+01,7.788213272e+01,9.748324082e+01,4.828244582e+01,8.075361392e+01,7.412547979e+01,6.693529746e+01,5.036997131e+01,4.212754148e+00,8.370018385e+01,8.856730674e+01,7.137034962e+01,3.872543952e+01,8.383282481e+01,2.944542089e+01,4.410309598e+01,2.443656928e+01,5.793662548e+01,8.304463463e+00,9.847336455e+01,9.896388057e+01,9.169620611e+01,5.297089980e+01,9.975321754e+01,5.556109818e+01,9.261844454e+01,9.861803808e+01,2.244214753e+01,5.749302356e+00,6.914660648e+01,3.224399900e+01,9.610071171e+01,2.152817917e+00,4.281120574e+01,6.588257931e+01,3.360581257e+01,6.563911047e+01,6.377187285e+01,2.656729816e+01,9.688665034e+01,1.351938963e+01
1.280225314e+00,8.789023429e+01,7.713908292e+01,4.715573376e+01,7.854410345e+01,9.208782517e+01,7.349391262e+01,7.458242979e+01,2.187235184e+01,3.508767290e+01,1.674763381e+01,3.681831343e+01,9.898631773e+01,5.414712101e+01,7.146526842e+01,1.129023543e+01,8.610338852e+00,8.672400068e+01,8.272077411e+01,1.148687138e+01,6.864478998e+00,4.585401317e+01,2.461290746e+01,9.778655423e+00,6.439867970e+01,3.340611527e+00,1.808433958e+01,2.365237959e+01,6.187958034e+01,1.598289011e+01,2.462996633e+01,4.650210465e+01,7.855242743e+01,4.003479614e+01,6.271529768e+01,3.588596824e+01,9.116556991e+01,7.063300217e+01,4.980364432e+01,1.142880466e+01,4.696796983e+01,1.392464566e+01,8.002083014e+01,8.795050936e+01
5.857302606e+01,2.223943981e+01,1.815611335e+01,7.407643436e+01,1.119581185e+01,3.766156104e+00,9.066490499e+01,9.687203439e+01,2.914796135e+01,5.691345105e+01,5.757851038e+01,8.689137992e+01,7.837530767e+01,9.206506711e+01,7.027666523e+01,3.485668410e+01,2.221527771e+01,4.749138163e+01,9.001183089e+01,7.382174984e+01,2.436803373e+00,2.863592115e+00,1.806556043e+01,8.456893392e+01,2.563904017e+01,5.448430347e+01,2.652945684e+01,4.838655620e+00,8.139745412e+01,8.514365977e+01,4.014479182e+01,5.481230728e+01,7.753569269e+01,4.317822137e+01,5.040685018e+01,1.535880606e+01,1.474803116e+01,3.031286284e+01,7.693332786e+01,8.292196402e+01,1.725367011e+01,3.907607240e+01,7.231910309e+01,3.609072411e+01
5.837732633e+00,2.943535316e+01,1.626794201e+01,6.514990945e+01,4.666079635e+01,2.555814437e+01,4.206786327e+01,4.548865159e+01,5.581536015e+01,2.819151913e+01,6.649712488e+01,5.439987896e+01,5.880285903e+01,4.511322498e+01,1.374084486e+01,5.817444560e+01,8.754443362e+01,7.551951997e+01,3.849952643e+01,7.699584772e+01,1.077197918e+01,5.413480959e+01,1.855531673e+01,7.083572103e+01,3.158881174e+01,4.558876231e+01,7.591619940e+01,9.415361778e+01,3.534312095e+01,3.225458643e+01,8.075232968e+01,9.335639547e+01,1.534760664e+01,6.246997189e+01,2.178545676e+01,3.230183356e+01,4.973636889e+01,3.931703378e+01,2.811459835e+01,7.833659375e+01,6.658872799e+01,9.371859446e+01,7.604489944e+01,4.437743735e+01
7.169614763e+01,4.583826362e+01,8.918506372e+01,7.276664740e+01,7.416757176e+01,6.013101986e+01,2.771566763e+01,3.050021846e+01,2.543221792e+01,4.175987380e+00,9.664993710e+01,2.695108120e+01,3.694715496e+01,3.708402190e+01,5.652712404e+01,1.839494663e+01,7.623312924e+01,7.792070376e+00,8.926648856e+01,8.367964449e+01,7.632373081e+01,4.284798221e+01,6.379334649e+01,7.136794687e+01,5.317286450e+01,5.396378466e+01,3.423406083e+01,6.390589108e+00,9.703065856e+00,2.947005757e+01,2.558655132e+01,6.728632355e+01,5.697530400e+01,1.850217185e+01,7.832486574e+01,6.527459622e+01,1.734933736e+01,3.163400920e+01,9.409030427e+01,4.260410032e+01,2.527643724e+01,6.321000336e+01,4.585670388e+01,5.039323889e+01
2.365030145e+01,3.919489208e+00,9.646880870e+01,4.408649997e+01,1.084824092e+01,5.711051326e+01,7.769697999e+00,3.813342822e+01,8.003705652e+01,2.870986935e+00,8.871866319e+01,9.981944311e+01,1.627027423e+01,5.873460105e+01,2.336525564e+01,7.723436344e+01,5.467309851e+01,3.279645337e+01,2.701212045e+01,8.239574925e+01,6.799636986e+01,3.592974149e+00,8.169406950e+01,9.332820826e+01,8.879828258e+01,2.132440349e+01,7.050330266e+00,7.490867862e+01,6.974659892e+01,6.176333290e+01,5.080894579e+01,8.322438727e+01,7.642698402e+01,8.271797706e+01,5.382798910e+01,8.485868276e+01,4.134620032e+01,6.737510535e+01,5.786470538e+01,5.281738553e+01,5.788719120e+01,9.732614148e+01,9.247949473e+01,8.535669492e+01
