v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70
4.772325106e+01,5.524530758e+01,6.018960751e+01,1.014662385e+01,3.978824087e+01,4.404481576e+00,4.250488662e+01,8.873751694e+01,4.213908708e+01,7.967085960e+01,4.464908677e+01,4.624394810e+01,9.482995791e+01,8.810184287e+01,2.135546667e+01,9.448939327e+01,4.783237507e+01,6.936585940e+01,8.685197750e+01,9.814214956e+01,3.211973575e+01,3.872406742e+01,2.868340843e+01,3.459674505e+01,7.253459006e+01,4.629453374e+01,3.206199342e+01,1.592343175e+01,7.279916515e+01,6.737882873e+01,5.733717051e+01,4.285057970e+01,6.955847406e+01,1.421135766e+01,8.802144693e+01,3.734677786e+01,7.869453130e+01,2.610591150e+01,2.784281158e+00,7.676080208e+01,8.848875241e+01,4.567325592e+01,5.742590431e+01,2.251027633e+01,6.238826286e+01,1.811205564e+00,9.129295771e+01,4.802167667e+01,5.678037825e+01,3.363485289e+01,8.687862648e+01,4.438519866e+01,1.804431227e+00,1.607082869e+01,4.615893370e+01,9.283923961e+01,1.773479320e+01,2.172509092e+00,9.479853676e+01,5.512980622e+01,5.485208027e+01,4.626633776e+01,5.554105837e+01,4.733196445e+01,8.385166747e+01,8.526262115e+01,3.233320476e+01,8.344098519e+01,2.699322914e+01,3.734978129e+01
9.634397727e+01,6.408478966e+01,2.399058132e+01,9.014358343e+01,4.359185339e+01,3.658367632e+01,5.785990685e+01,7.997982705e+01,9.274961981e+01,9.163556200e+01,6.762215643e+01,8.400665294e+00,6.145669710e+01,9.397336644e+01,9.762690726e+01,6.786497793e+01,2.123381138e+01,5.780034471e+01,7.521910291e+01,4.193893470e+01,2.933818999e+01,9.810116820e+01,1.861431964e+01,2.515269706e+01,5.916083129e+01,6.449774840e+01,4.300376290e+01,8.192663518e-01,2.360911638e+01,1.483883530e+00,9.818054387e+01,2.011115481e+01,8.634582287e+01,2.751603139e+00,4.878137170e+01,4.942014777e+01,4.462411217e+01,6.308783657e+01,5.453709374e+01,3.484965759e+01,3.020459712e+01,6.725435960e+01,4.697501507e+01,1.605942455e+01,6.939421267e+01,9.442201240e+01,5.410035579e+01,1.519366726e+01,2.348240361e+01,5.928335494e+00,6.911608595e+01,8.967022081e+00,5.113580953e+00,5.398175091e+01,9.394612407e+01,8.136276255e+00,7.711447226e+01,2.636461136e+01,2.524785653e+01,9.011123785e+01,9.244817360e+01,8.320221881e+01,8.643588084e+01,1.084471503e+01,7.071613423e+01,2.899218436e+01,1.124924914e+00,1.663572114e+01,4.477490718e+01,2.827616779e+01
2.234999533e+01,8.304839821e+01,7.535177441e+01,6.131918498e+01,1.744336209e+01,7.605631648e+01,6.025287475e+01,6.963992798e+01,4.695546980e+01,5.439624796e+01,4.962419666e+01,1.160099487e+01,6.820427296e+01,7.911889743e+01,6.072431742e+01,8.115214126e+01,7.051604769e+01,9.100533038e+01,8.772095475e+01,6.874389576e+01,4.864936881e+01,3.589431971e+00,3.939924452e+01,9.938896761e+01,7.111001499e+01,7.938691760e+01,8.898901315e+00,1.693037524e+01,7.025925339e+00,1.184865796e+01,1.369564952e+01,5.842611494e+01,4.449274379e+01,8.669151109e+01,1.525901256e+01,7.229360629e+01,1.349733015e+01,1.121504483e+01,7.705560824e+01,6.133659085e+01,1.680365187e+00,7.732966366e+00,7.175182657e+01,9.199191944e+01,3.054319982e+01,1.665534315e+01,7.120393869e+01,2.445248914e+01,3.898478746e+01,8.759948791e+01,3.163478623e+01,3.391920113e+01,6.638874092e+01,7.712114418e+01,6.964654410e+01,1.102405030e+01,4.142128542e+00,2.993384281e+01,1.877239854e+01,6.907831177e+01,6.259988739e+01,6.754785700e+01,4.337023975e+01,1.470741316e+01,5.758613439e+01,1.630407673e+01,3.673255062e+01,1.454704628e+01,8.304005237e+01,3.423996477e+01
4.500546285e+01,4.501340632e+01,3.032438729e+01,1.631053926e+01,3.477720367e+01,6.199908550e+01,2.533499623e+01,6.416457340e+01,9.608106979e+01,3.377626129e+01,3.548690659e+01,6.733257209e+01,2.403990326e+01,1.232392651e+01,3.185031184e+01,1.355191926e+01,1.129208323e+00,9.493404548e+01,9.264863823e+01,6.551132919e+01,7.734281906e+01,7.131484936e+01,6.439379778e+01,5.951273534e+01,6.987558296e+01,7.978261486e+01,5.360721792e+01,6.506035199e+01,1.903180987e+01,5.472236361e+01,6.797179102e+01,4.104184010e+01,1.918197797e+01,5.604016097e+01,7.613060078e+01,9.312554785e+01,1.498957039e+01,7.125027459e+01,1.566668607e+01,7.150918238e+01,2.444705234e+01,3.041817518e+01,6.175898511e+01,6.659690459e+01,7.374446189e+01,8.580552752e+01,1.717271882e+01,3.452447241e+01,3.280608019e+01,5.800442749e+01,1.062409148e+01,3.474713716e+01,4.820375540e+01,9.542877095e+01,9.346839669e+01,6.825180432e+01,4.954568704e+01,8.524432234e+01,4.063777990e+01,6.122800964e+01,8.396587661e+01,4.781834075e+01,8.983842730e+01,7.021195683e+01,1.666753435e+01,2.659009363e+01,8.640725680e+01,1.893043251e+01,8.298122435e+00,1.930730815e+01
5.690497751e+01,7.299984913e+01,4.042767280e+01,5.060795814e+01,2.202011524e+01,6.618901185e+00,1.460498712e+01,2.199399658e+01,7.730024397e+01,8.524650669e+01,6.806963313e+01,9.149920136e+00,1.883932597e+01,2.338922144e+01,4.672736153e+01,4.320498542e+01,8.549171976e+01,5.675477974e+01,1.207114944e+01,5.662835577e+01,1.551917797e+01,2.311931996e+01,6.372707965e+01,1.679180090e+01,4.728069494e+01,3.363722415e+01,4.940325445e+01,8.573713588e+01,4.921588350e+01,6.655909918e+01,3.153736949e+01,2.802228037e+01,4.727936254e+01,9.037228045e+01,4.698208580e+01,6.294227166e+01,5.483137191e+01,2.462719953e+01,4.670449557e+01,9.942140858e+01,2.806778228e+01,7.793115634e+01,9.829056079e+01,6.256252754e+01,9.480802073e+01,2.779119922e+01,2.048099347e+01,3.830329939e+01,6.218335839e+01,4.423074074e+01,6.848206882e+01,4.657807563e+01,1.390853568e+01,2.672148072e+01,6.334964450e+01,6.455112453e+01,1.011431022e+01,9.111296987e+01,9.212957427e+01,7.128926566e+01,2.329022621e+00,9.128343244e+01,3.594003625e+01,4.715540831e+01,8.162347192e+00,6.766602634e+01,2.373154348e+01,8.959925698e+01,3.446518042e+01,5.551877919e+01
8.261765159e+01,1.973561503e+01,6.741805679e+01,3.700648954e+01,3.174463349e+00,9.280691993e+01,3.573043529e+01,3.391312807e+01,3.478749233e+01,1.237230301e+01,7.398041936e+01,3.252120737e+01,1.769414658e+00,9.929896561e+01,1.618221891e+01,8.416310943e+01,9.557513113e+01,7.523849900e+01,7.511787883e+01,5.964190972e+00,8.096246594e+01,9.666272595e+01,1.206960095e+01,1.060530953e+01,7.935787464e+01,6.263060750e+00,9.234875010e+01,9.678918956e+01,4.813576354e+01,9.916161441e+01,6.162683030e+01,4.001086018e+01,4.521240538e+01,7.350611321e+01,9.398143007e+01,6.767545263e+01,5.160789854e+01,2.547270361e+01,9.414701000e+01,8.965511116e+01,2.578158747e+01,5.167141456e+01,6.496621765e+00,9.995316887e+01,2.126828767e+01,6.149280697e+01,5.575549478e+01,8.622518262e+00,4.417456001e+01,2.543219996e+01,5.032120452e+01,4.170527378e+01,5.292534812e+01,3.541109211e+01,7.089378757e+01,9.278569811e+01,5.292286458e+01,7.899971194e+01,5.079388354e+01,4.035522356e+01,3.119681976e+01,1.343210271e+01,4.460258111e+01,8.644873925e+01,8.907231220e+01,1.905861761e+01,4.354840736e+01,7.043682937e+01,9.056997452e+01,4.949718723e+01
4.781880344e+01,1.079819988e+01,1.826413937e+01,6.371980866e+01,3.606095244e+01,3.212828873e+01,1.560240722e+01,9.372667667e+01,7.527188489e+01,6.026251924e+01,5.294811005e+01,8.117752510e+01,1.893019261e+01,6.442916740e+01,9.044060809e+01,8.280705650e+01,3.692391494e+01,8.008088214e+00,7.998969729e+01,5.209558717e+00,5.696389520e+01,3.942687598e+00,6.222105120e+00,8.260136588e+01,7.540115974e+01,2.749027850e+01,7.955676783e+01,4.084870093e+01,7.086597226e+01,6.502256779e+01,8.614235478e+01,6.271594305e+01,8.266797010e+01,8.739562254e+01,5.396529047e+01,3.547781548e+01,7.654075535e+00,1.817934408e+00,8.434237262e+01,1.036398825e+00,5.531027279e+01,9.078011427e+01,1.991761962e+01,3.056574424e+01,4.285900845e+01,1.211133705e+01,7.352190546e+01,3.588780151e+00,9.281218544e+01,9.146755641e+01,7.927744383e+01,5.990675053e+01,6.569277109e+01,6.874777489e+01,1.551967993e+01,5.163843938e+01,6.180247866e+01,3.567375764e+01,5.977629080e+01,9.990981741e+00,9.114907707e+01,3.305481583e+01,9.441607386e+01,3.588898986e+01,8.065652859e+01,8.981818760e+01,5.080059652e+01,4.786635659e+01,6.063670735e+01,4.343977277e+01
1.593531754e+01,9.524498078e+01,5.039372309e+00,4.770453883e+00,1.350578098e+01,1.960490530e+01,1.817060287e+01,3.293723538e+01,7.708385105e+01,5.484457611e+00,4.336043136e+01,2.896752945e+01,5.052837285e+01,8.083796104e+01,2.183527949e+01,6.282663053e+01,7.419633463e+01,5.669632295e+01,7.543540984e+01,5.849449991e+01,1.657645469e+01,1.383975648e+01,4.391169061e+01,1.200243579e+01,9.390758308e+01,6.580255309e+01,9.485349230e+01,4.972007228e+01,7.411388814e+01,3.342375732e+01,6.994293300e+01,9.510628702e+01,5.575568375e+01,8.422361974e+01,1.708313328e+01,5.680420883e+00,8.530353649e+00,6.207884822e+01,7.013326064e+01,8.215453086e+01,9.025515614e+01,3.136381243e+01,1.754625976e+01,5.795150763e+01,5.566953969e+01,3.428103062e+01,7.318706637e+01,9.499990839e+01,7.420903644e+01,3.188997414e+01,1.897171010e+01,6.527812575e+01,9.864791141e+01,1.169071133e+01,3.017222214e+01,6.041483854e+01,2.682292813e+01,8.223514067e+01,8.744633257e+01,2.726619783e+01,2.948436365e+01,8.031528475e+01,5.992812570e+01,3.901714718e+01,5.638849583e+01,4.495164915e+01,6.217184710e+01,3.523559793e+01,5.307856002e+01,5.722133728e+01
3.949466272e+01,9.677931067e+01,4.773751203e+01,5.402257399e+00,7.186135223e+01,4.560733537e+01,7.892574565e-01,9.178806830e+01,4.862729654e+01,8.934816365e+01,8.490164006e+01,8.563232424e+01,3.058717487e+01,3.451042831e+01,9.661651085e+01,7.850102133e+01,5.874614488e+01,7.230819866e+01,1.419240881e+01,1.075657956e+01,7.095156129e+01,5.961320861e+00,8.136670313e+01,9.591039769e+01,6.200980540e+01,5.434978082e+01,6.920726343e+01,5.377050218e+01,9.871782041e+01,4.400340303e+01,7.327643878e+01,8.070445728e+01,7.307230892e+01,9.425712422e+01,4.211021151e+01,8.555659601e+01,4.301072017e+01,9.732165424e+01,7.753444539e+01,9.164765187e+00,3.426077643e+00,9.615323378e+01,5.087290521e+01,1.500014980e+01,4.192188737e+01,5.648462470e+01,3.057694788e+01,6.269347301e+01,4.004295957e+01,8.564662116e+01,3.355556863e+01,8.472280926e+01,6.995234113e+01,9.401822567e+00,3.114304439e+00,8.483518378e+01,9.948615379e+01,4.903897699e+00,7.593285707e+01,6.197682641e+01,5.746665075e+01,6.601199898e+01,4.766086997e+01,4.243990786e+01,8.439970830e+01,6.051115795e+01,7.240854768e+01,3.747584789e+01,8.654694814e+00,9.217842319e+01
6.031711590e+01,5.395609618e+01,7.696873393e+01,2.497638236e+01,4.668212690e+01,7.030072550e+01,9.657906784e+00,8.747419148e-01,9.415608108e+01,7.512161797e+01,4.284757690e+01,2.596314761e+01,3.208603333e+01,3.010088890e+01,3.502470854e+01,7.931993667e+01,7.068799311e+01,3.499776798e+01,9.850261453e+01,3.823526885e+01,5.071133206e+01,2.738209224e+01,3.079529366e+01,3.782469229e+01,5.347939381e+01,7.569228796e+01,8.306934659e+01,7.127282575e+01,3.932608554e+01,7.021653605e+01,7.465283645e+01,2.508277735e+01,8.839960846e+01,6.477748645e+01,6.169187887e+01,4.002438324e+00,7.687318408e+01,8.220552970e+01,8.277589394e+01,8.081660622e+01,3.934637833e+01,1.157828625e+01,8.614054459e+01,6.510867762e+01,2.183303959e+01,7.779886505e+00,6.884270125e+01,2.837188419e+00,4.872411607e+01,5.454796903e+01,7.865596609e+01,2.087470203e+01,9.182315603e+01,8.118477162e+01,4.660199055e+00,2.258638433e+01,7.623919395e+01,1.551436384e+01,9.812297286e+01,2.962015413e+01,6.959996242e+01,2.884946515e+01,9.616785535e+01,9.872719528e+01,7.615862796e+01,3.727599617e+01,3.814856319e+01,9.558418223e+01,5.992023556e+01,4.259766093e+01
1.668904502e+01,5.963021222e+01,8.252741866e+01,3.934551012e+01,5.381525612e+00,2.245172781e+01,3.585046143e+01,4.826688885e+00,4.914334521e+01,7.216038819e+01,9.343221149e+01,8.439816916e+01,7.454855333e+01,6.424586299e+01,3.491217189e+01,7.386076082e+00,6.446404115e+01,8.710143448e+00,4.191255340e+01,7.983289301e+01,1.907271129e+01,3.391387608e+01,6.743800377e+01,2.344132635e+01,4.484777934e+01,1.989278701e+01,5.929583045e+01,1.444774767e+01,4.896761437e+01,5.480269625e+01,6.480697971e+01,5.431289264e+01,5.443659473e+01,2.799226884e+01,8.841795771e+01,6.939544515e+01,1.650507202e+01,9.682427885e+01,7.908694539e+01,4.940116492e+01,6.226076758e+01,1.404999463e+01,4.881169549e+01,9.328253396e+00,3.688140952e+01,9.876667330e+01,4.842355384e+01,8.806768980e+01,5.213154523e+01,4.396051248e+01,3.253018200e+01,6.622221544e+00,2.915727958e+01,6.487458765e+01,5.638622910e+00,5.333032213e+01,2.093897315e+01,9.244787738e+01,9.436662722e+01,9.993324693e+01,7.555413910e+01,4.997498831e+00,6.451268555e+01,1.236141795e+00,8.349248473e+01,5.162172883e+01,4.879084958e+01,1.050106721e+01,7.222972718e+01,5.255569681e+00
2.574650118e+01,3.470973563e+01,6.469852404e+01,6.106970172e+01,5.397555397e+01,2.167600466e+01,4.383562234e+01,5.132045072e+01,5.128182842e+01,9.371682216e+01,1.956035343e+01,6.836651237e+01,6.517942225e+01,1.933831286e+01,9.470017626e+01,7.836138914e+01,4.190721839e+01,3.721855162e+00,4.594534772e+00,9.859092888e+01,5.048111301e+01,8.069989913e+01,4.632540088e+01,5.789027761e+00,7.733479013e+01,4.033488714e+00,7.124076337e+00,5.814509818e+01,2.161450575e+01,3.369740229e+01,4.261463393e+00,4.767666097e+01,6.199401580e+01,8.280593985e+01,4.823400756e+01,8.033587368e+01,4.714417294e+01,7.497191372e+01,6.147016412e+01,2.691216801e+01,1.894475902e+01,6.929442604e+01,4.457917109e+01,6.718027273e+00,7.282079598e+01,1.204801372e+01,8.115021267e+01,6.704556853e+01,2.718698547e+01,6.344571124e+01,6.479841151e+01,7.181539666e+01,6.492865225e+01,3.707735447e+01,5.367805958e+01,8.049654658e+01,5.291357806e+00,1.648785044e+01,9.235901828e+01,7.117670756e+01,9.427199147e+01,9.164573797e+01,1.876366930e+01,1.480588300e+01,2.262187310e+01,8.250197984e+01,8.727145998e+01,6.408918809e+01,6.538917378e+01,5.165154197e+01
6.766618290e-01,1.367101963e+01,2.066866463e-01,6.619293942e+01,7.802008595e+01,9.785194244e+01,6.083472305e+01,5.136986421e+00,8.057327668e+01,8.544435070e+01,3.013341071e+01,6.226910372e+01,7.638493606e+01,6.184879694e+01,5.366254740e+01,6.687630383e+01,8.770745563e+01,1.646466781e+01,7.866419427e+01,3.090104410e+01,6.675949200e+01,9.229753877e+01,1.513431557e+01,6.582397268e+01,1.959524531e+01,8.409766080e+00,3.430311923e+01,3.074157739e+01,1.358097891e+01,7.498441322e+01,8.837094662e+01,6.095527969e+01,7.367583047e+01,6.645326257e+01,8.293824669e+01,8.073943413e+01,6.861451749e+00,5.283149047e+01,8.523282902e+01,6.870539846e+00,4.713200140e+01,4.483797946e+01,6.613898142e+01,8.092500615e+00,3.961090452e+01,8.536346166e+00,9.883363687e+01,8.785290276e+01,6.325480059e+01,2.164022803e+01,3.004067189e+01,4.873087654e+01,7.642454314e+00,7.492845757e+01,9.201127705e+00,6.971137627e+01,8.613938563e+01,2.033164102e+01,8.273480108e+01,7.649002395e+00,1.593515424e+01,3.716901416e+01,9.257908404e+01,4.033464152e+01,1.330117866e+01,1.003125473e+01,9.357170487e+01,4.162707835e+01,7.288814370e+01,3.565691230e+01
9.952426071e+01,3.094206143e+01,7.741081691e+00,3.510376175e+00,7.353536206e+01,7.435882193e+01,6.609392634e+01,6.469874909e+01,9.577716179e+01,6.168154474e+01,6.220687547e+01,8.168020553e+01,1.226974542e+01,3.474072317e+01,8.038015106e+01,4.754816177e+01,8.868456040e+01,2.374830815e+01,3.217113450e+01,5.206665815e+01,7.708523237e+01,8.488056812e+01,3.656754728e+01,9.614907250e+01,7.912679979e+01,9.697452525e+01,4.924143191e+01,5.212301375e+01,7.932846044e+01,2.401650859e+01,3.467187687e+01,9.132317754e+01,2.401729577e+01,6.850172447e+01,2.115300249e+01,4.325597525e+01,2.798731119e+01,2.196407486e+01,5.606957543e+01,9.889125627e+01,2.522308478e+01,4.372592606e-01,5.237671085e+01,7.931651660e+01,1.870890337e+01,7.282328421e+01,7.766036760e+01,1.672387252e-01,5.078208697e+00,4.989672560e+00,5.365673470e+01,4.136357087e+01,7.898290057e+01,4.084956556e+01,5.975656839e+01,7.690790917e+01,6.609280972e+01,5.132616885e+01,1.648183155e+01,3.473696962e+01,5.793358233e+01,9.695804475e+01,4.289656277e+01,8.740190032e+01,6.732436776e+00,7.080006127e+01,4.540332459e+00,6.043449882e+00,6.006200130e+01,3.501869287e+01
7.266255094e+01,5.143574768e+01,2.667581401e+01,3.984614146e+01,9.428433213e+01,6.530697438e+01,5.320028238e+01,5.531581586e+01,4.592270900e+01,7.191240244e+01,7.386080210e+00,2.183885339e+01,8.730204242e+01,2.543984731e+00,2.985049763e+01,8.262078718e+01,6.051741154e+01,9.954372905e+01,2.144489093e+01,1.149612040e+01,7.527480075e+01,8.579823861e+01,9.646236067e+01,2.705400689e+01,6.643103971e+00,2.010316061e+01,4.680462462e+01,6.452585207e+01,7.710649151e+01,3.681015906e+01,5.396707973e+01,3.996810447e+01,1.417116796e+01,6.631725525e+01,3.203454687e+01,2.619116662e+01,7.167710547e+01,5.514385219e+01,1.570300993e+01,4.164290657e+01,4.351832536e+01,8.771053342e+01,7.630894555e+01,1.011182997e+01,3.599894379e+01,3.953037240e+01,4.068944723e+01,3.328795577e+01,3.602828271e+01,2.135059392e+01,6.228017790e+01,9.930929528e+01,3.989798987e+01,3.599277919e+01,2.895066977e+01,7.900870943e+01,5.461823298e+01,3.536294042e+01,7.127585468e+00,1.459917064e+01,2.311563310e+01,1.160938408e+00,8.687872980e+01,4.848279632e+01,6.861804995e+01,1.125852639e+01,1.509109491e+01,2.269113227e+01,2.401926288e+01,4.608067920e+00
9.227343738e+01,7.645630712e+01,2.734877940e+01,6.987254759e+01,1.693675265e+01,9.542654330e+01,5.552020490e+01,4.616637073e+01,1.840120935e+01,3.383720699e+01,5.262684952e+01,8.259512694e+01,2.640611505e+01,5.605633558e+01,7.300636679e+01,8.882532838e+01,5.957839333e+01,4.097975142e+01,2.652001573e+01,3.554640956e+01,9.218494141e+01,7.245559507e+01,6.849330964e+01,5.432763375e+00,9.459082767e+01,1.308209071e+00,7.171848638e+01,6.627619596e+01,2.390713731e+01,2.119958299e+01,2.579125893e+00,7.944438454e+01,6.272308844e+00,6.037821676e+00,1.553294464e+01,7.029615191e+01,3.394420155e+01,4.514297604e+01,4.435220082e+01,7.741398184e+01,6.373123331e+01,9.771936755e+01,3.645558478e+01,3.902311562e+01,8.985632456e+00,5.243969463e+01,3.649156187e+01,4.326914426e+01,6.090030874e+00,2.658209615e+01,6.965874044e+01,9.310492307e+01,4.422840409e+01,9.336967929e+01,7.277501370e+01,5.589886993e+01,3.627580889e+01,4.005242880e+01,1.208373825e+01,8.134893149e+01,7.189708936e+01,4.528671245e+01,4.365158708e+01,7.245947579e+01,9.070682744e+01,2.984156996e+00,9.963017788e+00,4.752516705e+01,6.357578115e+01,7.808533597e+01
5.576910894e+01,5.775562548e+01,8.691269162e+01,1.706838972e+01,7.263915062e+01,7.389806030e+01,3.022814937e+01,9.776641620e+01,3.848945550e+01,4.983487285e+01,4.930062866e+01,4.876945859e+01,4.279522266e+01,6.516776552e+01,7.093539847e+01,3.423654259e+00,2.474019207e+01,3.170702733e+01,6.366594977e+01,1.558106757e+01,1.986600841e+01,5.785057769e+01,9.731758191e+01,6.452174564e+01,7.471677547e+01,4.454642186e+01,4.257318033e+01,7.597151332e+01,8.179150997e+00,9.694594461e+01,5.317244672e+01,7.444193767e+01,4.560154969e+00,3.748543495e+01,6.383870337e+01,6.387934776e+01,6.275919015e+01,3.591492844e+01,2.395046704e+01,9.217293614e+01,1.339981049e+01,8.893719573e+01,6.656019481e+01,2.714067589e+01,1.040802332e+00,2.641633485e+01,7.829732105e+01,5.237572975e+00,3.987303870e+01,4.329076251e+01,9.837119790e+01,2.208472890e+00,5.810728125e+01,2.016112324e+01,7.781592070e+00,6.301401219e+01,5.449589858e+01,5.677232061e+01,1.802517080e+01,8.010098050e+01,4.315628796e+01,2.930557971e+01,2.588528426e+01,6.863196918e+01,5.527215973e+01,7.524103172e+00,9.778952492e+01,5.400082570e+01,4.928997398e+01,9.935810404e+01
9.926174723e+01,8.040117647e+00,7.304903665e+01,3.720603995e+01,2.820720846e+01,9.949944164e+00,5.122357383e+01,4.105871458e+01,3.497942524e+01,8.816725295e+01,3.435387510e+01,7.531954552e+01,4.632515570e+01,2.366965202e+01,8.869892506e+01,4.556929845e+01,8.130660020e+01,8.115570503e+01,4.474388320e+00,1.892086532e+01,3.050322410e+01,7.906831945e+01,3.862088473e+01,7.463649472e+01,4.377322636e+01,8.849413587e+01,4.105287256e+00,6.992119716e+01,4.332066705e+01,7.106523720e+01,5.704995066e+01,1.153447587e+01,6.905460328e+01,9.631097108e+01,1.281984566e+01,3.390699596e+01,6.844121024e+01,5.243158602e+01,3.398750195e+01,7.039901183e+01,3.420370964e+01,9.737924306e+00,3.628592079e+01,3.219770242e+01,5.650436628e+01,6.646363130e+01,2.576468684e+01,7.558877654e+01,7.921379524e+01,5.145525054e+01,7.908848346e+01,2.370980750e+01,1.103572171e+01,8.087064127e+01,8.116811635e+01,1.003196177e+01,4.226408629e+01,5.474838424e+01,2.176890213e+01,7.463969594e+01,1.050496224e+01,6.846039101e+01,3.058028346e-01,1.308505162e+01,8.238245462e+01,1.201898604e+01,1.223950594e+01,5.014888479e+01,5.168145001e+01,4.556439100e+01
7.149598667e+01,2.528915238e+01,9.145396197e+01,2.850730171e+01,5.429724522e+01,3.058167392e+01,9.233638163e+01,2.393624934e+01,6.299376376e+01,7.114698185e+01,5.152321198e+01,5.186384714e+01,1.580005805e-01,2.265818615e+01,9.070954507e+01,6.582067579e+01,1.717072376e+01,1.573007060e+01,3.777656391e+00,3.234091839e+01,1.022223044e+01,9.517544615e+01,7.313074124e+01,6.886892089e+01,7.076671280e+01,3.454685564e-01,9.868994043e+01,1.160223368e+01,7.261065540e+01,9.641239334e+00,5.292498463e+01,8.571527851e+01,6.970514683e+01,7.164800492e+01,2.339021974e+01,9.158787656e+00,5.984326613e+01,7.959770425e+01,3.100553773e+01,9.708510466e+01,7.499336610e+01,3.843602041e+01,3.648609669e+00,3.822121031e+01,6.748153755e+01,5.062513875e+01,3.366232128e+01,5.187488747e+01,9.703583558e+01,7.175589419e+01,6.767505028e+01,9.075930747e+01,8.152127628e+01,8.979118330e+01,2.006371357e+01,1.182126913e+01,6.946079333e+01,2.957181001e+00,9.898816404e+01,7.491269647e+01,2.511587388e+01,3.816238885e+01,3.722781474e+01,8.335567020e+01,4.216371798e+01,8.259832218e+00,6.308818440e+01,4.118161806e+01,7.889205138e+01,2.028408735e+01
7.974160128e+01,8.583939779e+00,5.680328638e+01,5.934131187e+01,8.857687271e+01,8.251732669e+01,1.162816783e+01,1.573935595e+01,2.220352204e+01,3.817802522e+01,1.868831466e+01,8.264403704e+01,2.533428439e+01,9.616304645e+01,5.512562403e+00,3.172528246e+01,4.543368754e+01,5.357333160e+01,2.629406186e+01,2.510121758e+01,6.293744265e+01,2.154544810e+01,1.715204865e+01,5.833927270e+01,4.951601628e+01,2.237561042e+01,3.561912420e+01,7.351457798e+01,8.673434564e+01,7.160661253e+01,1.452120285e+01,8.525912112e+01,8.874784818e+01,6.061570500e+01,9.766183605e+01,4.852593244e+01,5.561021968e+01,5.640802319e+01,3.170735161e+01,9.373215426e+01,2.288408330e+00,1.787567330e+01,8.321408221e+01,4.392078923e+01,2.448324118e+00,4.037366894e+00,3.289462403e+01,8.589206913e+01,4.073930270e+01,1.977340826e+01,1.209024132e+00,5.312298837e+00,5.670700875e+01,9.998413921e+01,4.956404651e+01,7.588718731e+01,3.312734883e+01,8.244890150e+01,2.304070559e+01,8.856345761e+01,9.824604553e+01,7.189371021e+01,4.111250574e+01,4.340876669e+01,3.238433699e+01,5.988022594e+01,2.364932172e+01,5.026850230e+01,8.274261692e+01,7.101969944e+01
9.343646932e+01,6.441630805e+01,4.081005376e+01,4.564208501e+01,6.743867360e+01,3.953123931e+01,2.329059316e+00,8.166912489e+01,3.828092218e+01,6.983812333e+01,4.653917807e+01,5.016722209e+01,2.092813739e+01,8.643783228e+01,1.041359573e+01,9.205301014e+01,7.999559047e+01,1.220389446e+01,1.481182415e-02,2.020142317e+01,9.389324980e+01,2.629509302e+01,3.343767855e+01,6.471346372e+01,3.991255646e+01,9.576141093e+01,5.918918427e+01,9.349116628e+01,6.309300107e+01,4.984183452e+01,2.771851376e+01,7.859016981e+01,4.666145536e+01,9.958613095e+01,6.726380331e+01,8.591018038e+01,3.893162504e+01,7.666073466e+01,6.455369401e-01,3.556209549e+01,9.474447794e+01,8.265680664e+01,9.581304533e+01,8.382915630e+01,3.359185688e+01,2.194095770e+01,6.527555256e+01,5.040584082e+01,5.793434616e+01,5.391249086e+01,6.631433218e+01,1.950710208e+01,2.354083221e+01,2.637038327e+01,3.567004830e+01,3.859987195e+01,1.689439952e+01,9.096606603e+01,1.657492192e+01,5.366165588e+01,8.115379854e+01,8.526674721e+01,4.828940454e+01,7.336829199e+01,1.942760578e+01,1.613237899e+01,5.131684773e+00,3.021245117e+01,8.363132401e+01,8.279776403e+00
