v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
1.742394413e+01,7.284736050e+01,7.180371853e-01,4.980026666e+01,3.994843139e+01,7.758886820e+01,7.884021861e+00,7.441108251e+01,3.401120304e+01,6.010022498e+00,1.878263715e+01
1.088116428e+01,7.390519057e+01,4.652599099e+00,3.826309870e+01,7.384103017e+01,1.986101867e+01,3.748432174e+00,5.328683753e+01,9.809070533e+01,4.082686776e+00,6.029740606e+01
2.094816997e+01,9.261268560e+01,8.137192266e+01,1.425358061e+01,3.751221675e+01,2.497634538e+01,4.111340428e+00,7.732583034e+01,4.037079823e+01,4.502014065e+01,5.910228069e+01
4.147335867e+01,5.258939522e+01,1.070760499e+01,2.437007314e+00,1.782385524e+01,4.513784990e+01,5.963048250e+01,6.934930673e+01,8.561524192e+01,2.922208521e+01,5.612403240e+01
6.102827468e+01,2.413050951e-01,8.095675143e+01,6.950467397e+01,4.069840536e+01,3.173679305e+01,6.644257846e+01,3.656557704e+01,9.502215950e+01,5.796066530e+01,1.165407642e+01
2.402293317e+01,2.417349005e+01,2.886707977e+01,9.676630819e+01,2.763030191e+01,4.966415739e+01,7.809610724e+01,2.937187886e+01,8.488605295e+01,8.405539093e+01,9.112807038e+01
3.883184140e+01,9.081330252e+01,5.968619172e+01,9.395847818e+01,4.543764866e+01,4.752038259e+01,3.609839418e+00,5.379293327e+01,2.576513300e+01,1.723324934e+00,2.035744820e+01
9.794945111e+01,9.042607765e+01,1.564742239e+01,6.116925461e+01,1.728161287e+01,8.481409358e+01,7.197383054e+01,1.378065037e+01,1.750999660e+01,8.778789161e+00,3.371716513e+01
2.027254838e+01,4.237762703e+01,3.558106298e+01,9.351543177e+01,7.954025883e+01,1.900470374e+01,4.885267366e+01,9.651627914e+01,8.404299016e+01,9.297567585e+01,7.585595958e+01
8.217414787e+01,4.524733527e+00,8.473546308e+01,1.790015481e+01,3.726984534e+01,2.411842918e+00,3.891720531e+01,1.355293821e+01,8.540743077e+01,5.920524875e+01,8.794627597e+01
9.569389856e+01,9.714376080e+01,1.196815310e+01,8.678544580e+01,1.524600527e+01,1.215160183e+01,8.682188888e+01,1.887552850e+01,1.897033451e+01,7.140438720e+01,5.449378664e+01
4.824210589e-01,9.640942560e+01,8.446975183e+01,2.173534354e+01,5.937342568e+00,8.569518766e+01,7.509359180e+01,3.629185472e+01,3.317378925e+00,7.042425848e+01,9.363690328e+01
7.422183922e+01,1.943617319e+01,5.030491116e+01,2.447672836e+01,9.849629862e+01,2.805863344e+01,8.721277279e+01,1.416763140e+01,2.128807457e+01,6.315020730e+01,3.795550591e+01
2.445214787e+01,1.687735228e+00,4.318029378e+01,7.578045305e+01,3.332573904e+01,2.741842031e+01,8.901948335e+01,7.406783832e+01,3.993552148e+01,1.840711050e+00,4.159857987e+01
2.953435872e+01,2.501597006e+01,2.136695143e+00,6.776743394e+01,8.237170772e+01,9.865187281e+01,5.468871408e+01,9.132148042e+01,3.514952827e+01,3.295948245e+00,1.577958725e+01
9.390149312e+01,4.903389773e+01,8.713041103e+01,1.337778555e+01,6.387005272e+01,9.143481004e+01,3.517044312e+01,6.590627887e+01,3.366013501e+01,1.086349055e+01,6.607706010e+01
8.192074275e+01,2.981672398e+01,7.990385877e+01,5.960926153e+01,5.828513538e+00,2.926692158e+01,1.853185603e+01,7.133809422e+01,4.625077882e+01,9.594687135e+01,4.418062432e+01
2.377232126e+01,4.498334585e+01,4.695009727e+01,2.537168904e+01,2.965523150e+01,8.903441068e-02,1.966639333e+01,8.598668087e+01,6.191513534e+00,3.316718855e+01,6.053891622e+01
1.370219780e+00,3.303962230e+01,6.004619793e+01,5.186276739e+01,6.455911599e+01,8.850635812e+01,2.294328583e+01,5.002375190e+01,3.182923885e+01,1.400079714e+01,3.521776583e+01
6.525051744e+01,3.032735106e+01,5.429214457e+01,6.359851259e+00,1.261023144e+01,1.249885173e+01,4.554088884e+01,3.459835348e+01,1.147775831e+01,9.414582198e+01,9.176196151e+01
4.702106374e+01,8.092248754e+01,3.643944808e+01,3.609794123e+01,2.821363767e+01,3.587459267e+01,1.800850627e+01,4.948943281e+01,1.583706655e+01,2.229346488e+01,5.101279864e+01
7.063963447e+00,4.982608853e+01,7.124250230e+01,3.961957986e+00,4.265335842e+01,3.712289112e+01,9.305814274e+01,5.891736934e+01,5.247092834e+01,1.519296400e+01,2.362723317e-01
6.990900637e+00,8.735515659e+01,1.121793627e-01,2.337418508e+01,4.960849764e+01,9.716214032e+01,3.301361203e+01,7.583118184e+01,3.872883446e+01,1.595409300e+01,7.058371658e+01
6.886942321e+01,4.457502188e+01,2.667087806e+01,3.289301371e+01,3.713829814e+01,6.013984917e+01,6.626785021e+01,3.016257398e+01,5.581736965e+01,7.610073604e+01,4.545381280e+01
8.710463846e+01,5.095606170e+01,3.201386110e+00,7.141115921e+01,4.227995327e+01,9.586444266e+01,9.425963647e+01,5.706795577e+01,6.566210108e+01,3.819246029e+01,1.930012703e+01
9.041917655e+01,4.056485430e+01,1.640189055e+01,9.757089565e+01,3.105295919e+01,2.442633266e+01,5.168274779e+01,6.602176569e+01,5.481715347e+01,6.467453677e+01,9.454212247e+01
7.730766516e+01,9.542783920e+00,4.744149385e+01,3.502923627e+00,7.776691033e+01,8.393053314e+01,3.531004730e+01,2.790091388e+01,2.779444032e+01,3.686085503e+01,6.277560525e+01
1.661809830e+00,6.228556299e-01,8.422232523e+01,2.664530842e+01,4.113578766e+01,3.101808290e+01,6.112694621e+01,9.997574344e+01,3.039987380e+01,1.103976380e+00,5.978157478e+00
4.939287294e+01,5.969981420e+01,2.135686567e+01,8.387348085e+01,5.660011755e+01,4.375465490e+01,6.173577995e+00,2.560970354e+01,3.838266303e+01,2.043501802e+01,7.759423931e+01
7.274280609e+01,6.711422108e+01,8.838823648e+01,7.939226363e+01,4.878472502e+01,4.289172546e+01,5.083856979e+01,9.281392934e+01,8.736866753e+01,9.720030451e+01,3.474250768e+01
4.303658388e+01,7.734813698e+01,8.816759032e+01,2.711251922e+01,4.385259781e+01,7.008017503e+01,2.223208259e+01,4.936797446e+01,2.517692873e+01,9.649446159e+01,8.050775920e+01
2.465234227e+00,6.659033045e+01,7.108018864e+01,3.414799204e+01,7.048392573e+01,2.299990678e+01,2.949046312e+01,8.474942946e+01,4.249466607e+01,4.609203602e+01,2.312174199e+01
9.952446030e+01,9.559369287e+01,8.801952621e+01,9.243784576e+00,8.072323871e+01,8.302190515e+01,4.132684642e+01,8.787275667e+01,9.596961772e+01,6.632158912e+01,2.720656257e+01
6.410175532e+01,5.517969813e+01,8.125568388e+01,5.034835146e+01,8.642798840e+01,5.002733456e+00,4.839038698e+01,3.661605271e+01,9.020152764e+01,7.291395499e+01,3.118830163e+01
8.794588982e+01,9.095647878e+01,1.291763360e+01,1.505504826e+01,2.982059663e+01,4.297519058e+01,7.784526945e+01,5.542730480e+01,8.035732821e+01,2.064010216e+01,7.706893612e+01
6.541581636e+01,3.452886495e+01,6.155367166e+01,1.596965316e+01,8.549040559e+00,4.235615321e+00,5.219402328e+01,5.155661602e+00,8.600384448e+01,5.271960802e+00,1.156529415e+01
2.187263959e+01,8.882278421e+01,2.220478441e+01,5.050366238e+01,8.685353357e+01,4.106807613e+01,8.292493883e+01,5.330947544e+01,2.197018404e+01,1.611812473e+01,2.263214852e+01
7.448725779e+01,3.948448030e+01,3.655420096e+01,8.672226231e+00,8.811434142e+00,6.982472078e+01,9.009244353e+01,6.195062202e+01,7.156148399e+01,8.453812427e+01,5.312227461e+01
1.437643826e+01,4.417844119e+01,7.823739932e+01,3.258343221e+01,7.094742123e+01,4.452665277e+01,9.685084414e+01,6.176728922e+01,8.448598930e+01,2.955105556e+01,8.845899485e+01
2.553246487e+01,9.897357255e+01,3.674633708e+01,1.733213224e+01,7.429004228e+01,9.777335085e+01,4.446459059e+01,1.366631450e+01,7.505260815e+01,6.972843261e+01,5.192358272e+01
6.887780695e+00,1.514379657e+01,7.544328373e+01,3.137064571e+01,8.945674981e+01,7.513072453e+01,1.023003056e+01,7.803100892e+01,6.924662515e+01,2.887702097e+01,5.903906587e+01
9.389251578e+01,2.745944498e+01,6.879594044e+01,4.237909572e+00,7.031151980e+01,6.965476920e+00,9.778412905e+01,6.220695367e+01,8.317313344e+01,3.107379260e+01,6.194263343e+01
1.735686213e+01,8.524945012e-01,9.287321578e+01,4.789691527e+01,2.622885770e+01,6.817019815e+01,4.719712835e+01,2.789136491e+01,7.888252664e+01,3.445472301e+01,5.960402954e+01
7.632068668e+01,6.547441412e+01,4.347787616e+01,8.258338040e+01,1.292981061e+01,6.739931868e+01,6.269062268e+01,7.381934877e+01,3.885859694e+01,7.800758655e+01,6.129944321e+01
3.048852333e+00,5.141514282e+01,4.004648651e+01,8.765126523e+01,8.092730095e+01,7.634664051e+01,4.013436011e+01,1.502279753e+01,5.162994230e+00,6.387399987e+01,5.464080143e+01
5.209341936e+00,4.150583873e+01,3.573262147e+00,5.108041429e+01,5.798483655e+01,2.581263589e+00,2.074749439e+01,4.175158316e+01,1.571812220e+00,5.563165048e+01,7.113669026e+01
2.116301754e+01,1.131413444e+01,9.823581722e+01,8.758874980e+01,5.185504672e+01,1.653920595e+01,4.633048483e+00,7.279614814e+01,3.063815252e+01,9.178784055e+01,8.186954019e+01
9.905571206e+01,6.628982912e+01,1.906394326e+01,5.631190217e+01,2.719496388e+01,2.152327949e+01,7.264595249e+01,7.474218518e+01,1.493805788e+01,4.647158348e+01,1.557030165e+01
4.029239400e+01,9.345393134e+01,6.605262780e-02,5.488318797e+01,7.876620375e+01,7.384006936e+01,2.198180870e+01,4.249197435e+01,7.346615682e+01,5.505874669e+01,3.671637113e+01
1.230588653e+01,7.660756600e+00,7.982051757e+01,9.111563578e+01,1.910781162e+01,5.627092672e+00,9.976963819e+00,2.630162515e+01,2.346435422e+01,1.046829532e+01,5.296096905e+01
5.390390664e+01,7.542781718e+01,8.588904173e+01,7.088290838e+01,9.030332886e+01,6.049506463e+01,6.182670165e+01,5.325653469e+00,6.153320327e+01,6.243580283e+01,6.214539420e+01
1.487328332e+01,6.101068461e+01,1.135733832e+01,1.638147065e+00,9.192445907e+01,9.841952591e+01,7.372527990e+01,4.657865088e+01,8.941646768e+01,8.089887665e+01,6.788869342e+01
7.676848636e+01,6.849027711e+01,8.373299008e+01,2.659796726e+00,2.970996079e+01,7.060138756e+01,6.508373656e+01,2.628210740e+01,4.227265298e+01,3.768188323e+01,2.534861145e+01
9.216347971e+01,8.146300416e+01,2.893011145e+01,7.835784441e+01,2.609908562e+01,9.494813689e+00,2.663212300e+00,5.488775227e+01,2.869626753e+01,9.284510608e+01,8.013735228e+01
5.772095954e+01,4.112951462e+00,3.747854132e+01,9.972060372e+01,7.484217759e+01,5.790262420e+01,8.079386638e+01,3.962945427e+01,9.271299251e+01,7.758481052e+01,7.627074225e+01
5.727023158e+01,5.652208923e+00,5.219024857e+01,5.130724172e+01,7.769608702e+01,4.607564293e+01,2.439639998e+01,3.251170069e+01,7.533090330e+01,2.486159728e+01,7.688415661e+01
4.328924845e+01,9.012782998e+00,9.575948767e+01,5.431097871e+01,2.360236614e+01,1.017296938e+00,3.183089438e+01,7.496602888e+01,9.843122363e+01,6.227181285e+01,9.306257745e+01
3.446314149e+00,8.410191753e+01,5.978792233e+01,3.720567864e+01,2.279240069e+01,9.309911827e+01,8.705385809e+01,5.643405262e+01,1.002163686e+01,8.762755792e+01,3.864931373e+01
9.758201704e+01,4.036444917e+01,3.032044141e-01,3.276718730e+01,4.035971182e+01,1.308382763e+01,9.770587846e+00,3.380623240e+01,7.563713090e+01,6.173002897e+01,8.819040480e+01
7.717788929e+00,8.823152398e+01,5.308606436e+01,6.661037560e+01,7.353493512e+01,2.219714930e+01,8.808876203e+01,4.071805442e+01,6.282376740e+01,6.071764483e+01,3.213976154e+01
3.834636448e+01,3.472340706e+00,9.089759087e+01,2.099537962e+00,7.121579401e+01,7.236547176e+01,6.966646014e+01,6.383425649e+01,8.110588474e+00,3.870553449e+01,9.147529326e+01
9.976929824e+01,5.088710837e+01,1.672932204e+00,4.763928777e+01,1.886406603e+00,3.381713645e+01,1.541677612e+01,7.960722848e+01,5.533161722e+01,3.905712331e+01,2.639853881e+01
3.699434376e+01,3.377866870e+01,5.850779748e+01,8.851269974e+01,5.702059015e+01,9.409816531e+01,7.100383033e+00,5.454126943e+01,4.938408597e+01,2.307305125e+01,9.997157987e+01
9.023358404e+01,5.738112241e+01,5.785420343e+01,9.876228156e+01,6.073257740e+01,1.941981502e+00,6.379006703e+01,6.451280378e+01,7.529844945e+01,3.242288693e+01,6.306275544e+01
3.408767152e+01,4.099235638e+01,2.703898249e+01,7.457646042e+01,8.065150070e+01,1.747938214e+01,9.040157145e+01,2.365450389e+01,9.720104792e+00,5.690077303e+01,1.654627922e+01
5.439742228e+01,5.485127119e+01,2.572743891e+01,3.070053806e+01,2.232964330e+00,3.778143959e+01,9.873912045e+01,3.021234235e+01,3.798674207e+01,5.429924154e+01,2.385760996e+01
9.882689476e+01,5.798825572e+00,2.493206257e+01,1.319721477e+01,7.218837394e+01,9.435553564e+01,4.082018944e+01,7.367773356e+01,2.569784489e+01,9.084770557e+01,3.808856188e+01
2.323910155e+01,9.889487167e+01,2.790909871e+01,1.748598826e+01,4.630927428e+01,4.141575275e+01,6.466301687e+01,7.223712470e+01,8.067027351e+01,7.415845578e+01,9.636367975e+01
5.106401600e+01,5.038386552e+01,7.882884674e+01,5.548619193e+01,3.935223562e+00,8.835645474e+01,5.068979339e+01,6.048159808e+01,7.870051743e+01,9.636848815e+01,5.088491210e+01
4.555249717e+01,5.530022729e+01,6.647799638e+01,2.883484508e+01,4.439221159e+01,1.626886259e+01,2.718743406e+00,2.107157940e+01,2.895501057e+01,4.130122522e+01,5.483905594e+01
7.955838481e+01,3.420350762e+01,8.216844805e+01,7.712494119e+01,5.558184775e+01,1.207427847e+01,7.848086880e+01,5.699527463e+01,1.313714609e+01,4.174438979e+01,4.710602253e+01
8.391849677e+01,1.291031853e+01,5.228263660e+01,2.890293971e+01,3.285347450e+01,3.579115249e+01,7.492249062e+01,4.685803597e+01,2.600870070e+01,6.746088402e+01,7.375777483e+01
7.607639369e+01,2.465162505e+01,6.451147244e+01,8.355735692e+01,7.670528368e+01,6.608646421e+01,9.016642711e+01,3.048228352e+01,9.326710608e+01,9.342137773e+00,4.359983785e+01
2.210192737e+01,2.564341779e+01,4.195616628e+01,3.155719769e+01,4.695504613e+01,1.782053594e+01,3.220977841e+01,9.140315961e+01,9.270946692e+00,3.899673781e+01,1.481517808e+01
9.573954128e+01,7.341961712e+01,6.319922335e+01,8.445955267e+00,8.173157860e+01,3.652747809e+01,5.739142591e+00,2.853343502e+01,6.992427873e+01,1.969860306e+01,8.891789654e+01
4.535755273e+01,1.023540252e+01,4.999524264e+01,2.169807020e+01,3.210999969e+01,4.397984549e+01,5.481247678e+00,1.550324327e+01,1.738741426e+01,3.607516249e+01,2.082884667e+01
6.927552898e+01,6.359583590e+01,4.229224219e+01,4.522071635e+00,2.208060927e+01,1.936051571e+01,8.132629160e+01,6.544549156e+01,4.063614239e+00,7.966348585e+01,6.075085926e+01
1.055462617e+01,1.204024253e+01,7.399784164e+01,1.544514923e+01,4.596556346e+01,3.232821481e+01,3.385004233e+01,5.045768576e+01,6.865638565e+01,7.958088923e+01,6.649397028e+01
7.846590735e+01,8.671305025e+01,5.684521549e+01,5.992496083e+01,9.020063441e+01,3.809706839e+01,9.501090490e+01,7.766888917e+01,4.805210690e+01,3.915843733e+01,4.028634855e+00
5.767863749e+01,5.292291678e+01,4.541183814e+00,8.339646732e+01,4.396305528e+01,9.330490056e+01,1.440891019e+01,6.435180292e+01,2.297732573e+01,4.935011883e+01,8.645765187e+01
8.543534815e+01,2.369265016e+01,8.893370581e+01,8.785147687e+01,8.442442086e+01,7.255854934e+01,9.473286612e+00,9.602367090e+01,7.797942764e+01,9.007816053e+01,8.430899488e+01
2.964519012e+00,8.758754388e+01,6.833073635e+01,6.528873007e+01,7.282692529e+01,3.425269313e+01,9.161487184e+01,7.173757448e+01,6.502117190e+01,3.854848610e+00,6.413110467e+01
8.327696073e+01,5.978145681e+01,3.368801218e+01,1.426814318e+00,9.006730208e+01,1.001146580e+01,3.326473354e+01,5.757694656e+01,6.413791369e+01,2.073998689e+01,5.650652267e+01
9.338653976e+01,7.057950386e+01,6.965712654e+01,8.541677145e+01,2.587156903e+01,3.975575379e+01,9.131879917e+01,9.053569649e+01,9.435265028e+01,1.492532417e+01,4.096423871e+01
4.049708763e+01,3.474233789e+01,1.159364563e+01,8.691796635e+01,8.590718040e+01,5.251225850e+01,6.206796998e+00,7.657580356e+01,9.040129896e+01,1.031545357e+01,5.505627306e+01
6.240830758e+01,1.245149325e+01,4.301268663e+01,5.812585572e+01,9.736168303e+01,4.568713098e+01,6.145187117e+01,6.699165942e-01,4.733695325e+01,3.539442502e+01,4.198046090e+01
7.031144521e+01,1.193853985e+01,8.566455502e+01,2.393468919e+01,9.941736620e+01,8.418776201e+01,7.522066508e+01,4.690953787e+01,1.926695067e+01,9.745879313e+01,1.589162182e+01
7.695234557e+01,9.285959210e+01,5.819854569e+01,1.105503848e+01,2.809935373e+01,3.811149312e+01,5.231859859e+00,8.685521411e+01,1.208837599e+01,1.150375366e+01,9.048644826e+01
1.038640538e+01,8.138598962e+01,3.244198675e+01,4.703653247e+01,9.804480526e+01,2.200433353e+01,4.092907660e+01,3.708268170e+01,8.773247342e+01,1.673276988e+01,1.116081244e+01
9.454782286e+01,1.370198644e+01,9.902765508e+01,1.828393859e+01,3.424664983e+01,4.915959906e+01,6.717263399e+01,9.581396823e+01,8.522132260e+01,8.077744491e+01,6.670972319e+00
9.762760868e+01,2.880733704e+01,2.925417546e+01,4.749492753e+01,3.247900582e+01,4.417750595e+01,9.175998053e+01,1.456710985e+01,7.143292589e+01,7.175214556e+01,2.428972655e+01
7.593770532e+01,2.263587730e+01,2.075522345e+01,2.707854765e+01,6.552999909e+01,3.357027595e+01,4.161396164e+01,7.746115127e+01,2.944916574e+01,4.114070848e+01,5.980825855e+01
8.642396478e+01,4.390453780e+01,5.676384290e+01,4.923255717e+01,2.141144339e+01,2.403399741e+01,5.865965995e+01,4.499764884e+01,8.746449207e+01,9.717808554e+01,9.979732382e+01
6.985819896e+01,2.612023489e+01,4.399265299e+01,7.638016110e+01,7.535155621e+01,3.373476297e+01,1.246763902e+00,3.724689498e+01,8.838760664e+01,6.951559841e+01,1.510345593e+01
3.059618662e+01,6.371856091e+01,9.666994839e+01,8.304676155e+01,9.228086767e+01,9.760130033e+01,4.335643367e+01,3.758979254e+01,3.336476214e+01,3.132481716e+01,4.918048665e+01
6.012475917e+01,8.712325836e+01,8.560155753e+00,3.342362609e+01,5.081509554e+01,6.442819953e+01,8.578559522e+01,1.567535737e+01,2.645161688e+01,8.836238092e+00,6.686007421e+01
3.557969910e+00,1.042037660e+01,6.775045506e+01,4.725724251e+01,2.047526623e+01,4.061122897e+01,8.104031338e+01,2.644792155e+01,4.236147540e+01,6.370263898e+01,6.490407888e+01
2.128379504e+01,6.584649163e+01,1.013956413e+01,3.634681773e+01,4.087651896e+01,8.202035391e+01,2.890922250e+01,9.595097401e+01,4.289745805e+01,9.859889595e+01,3.717481136e+01
3.829650825e+01,8.459909345e+01,8.767379336e+01,8.241933788e+01,3.479674723e+01,7.930980264e+01,2.369822058e+01,8.375959282e+01,4.564751531e+01,7.998111119e+01,4.128270680e+01
2.642636057e+01,1.312539192e+01,2.533816187e+01,7.795669360e+01,6.009276577e+01,5.536838489e+01,8.552234719e+01,3.567580751e+01,2.980966601e+01,5.577697730e+01,4.291358278e+01
8.669519681e+01,3.680547712e+00,7.366581040e+01,8.036885062e+01,7.501562500e+01,6.478239735e+01,1.128452749e+01,7.113730785e-01,9.917478101e+01,9.147091489e+01,2.053159404e+01
2.507157077e+01,3.003485280e+01,3.315008617e+01,5.372589318e+01,7.855954465e+00,2.737470343e+01,9.463229703e-02,6.299738847e+01,1.525760568e+01,6.882568379e+01,9.124158850e+01
7.213060693e+01,7.778321771e+00,5.400679571e+01,4.903761313e+01,2.532525715e+01,1.685468344e+01,9.108645820e+01,1.570725674e+01,6.057197865e+01,8.642972889e+01,4.328155510e+01
4.250210527e+01,8.438712556e+01,3.278779435e+01,8.020572804e+01,6.126815751e+01,9.112936852e+01,1.743419696e+01,4.529333983e+01,3.899051589e+01,8.440100730e+01,4.682649537e+01
4.646237664e+01,6.759904509e+01,1.616545720e+01,7.588127138e+01,1.228593638e+01,1.502101402e+01,1.081847793e+00,8.348206839e+01,5.400861113e+01,6.493708379e+01,4.476615792e+01
4.880419502e+00,9.935866865e+01,9.446097765e+01,2.383463912e+01,6.404591741e+01,9.395097570e-01,5.187379721e+01,5.871015262e+00,2.693770336e+01,6.342752849e+01,6.547799600e+01
5.695676921e+01,3.290816721e+01,4.926072169e+01,9.323146137e+01,4.934519557e+01,6.298496691e+01,3.242258749e+01,2.159531753e+01,2.660617152e+01,1.916777173e+01,5.888036377e+01
2.634269231e+01,7.065833784e+01,5.900844361e+01,6.210603894e+01,9.685089654e+01,6.005613194e+01,5.936061249e+01,6.441043622e+01,7.411421777e+01,9.030319390e+01,6.670764851e+01
3.605166601e+01,3.580419592e+00,8.342877972e+00,2.190920850e+01,4.006649346e+01,8.435112528e+01,2.723602970e-01,8.000750634e+01,1.444133405e-01,2.641759581e+01,7.225696775e+01
8.626810213e+01,1.532907335e+01,1.369969757e+01,6.104987901e+01,8.165275886e+01,1.668526082e+00,7.984612777e+01,8.217557620e+00,2.994861368e+01,9.382931559e+01,6.041201019e+01
8.786883819e+01,8.834557084e+01,3.100967516e+01,9.001395200e+00,5.077462748e+01,6.262542960e+01,4.311414055e+01,9.769202179e+01,4.495634413e+00,1.324120735e+01,6.421721508e+01
5.306622646e+01,2.729766884e+01,1.650521276e+01,4.253593945e+01,4.786807989e+01,6.537804269e+01,9.244735699e+01,1.112974985e+01,5.202176996e+01,5.219579703e+01,7.425716246e+01
5.685593100e+01,6.228773375e+01,8.526957890e+01,8.171442963e+00,2.413480782e+01,1.643693174e+01,9.458568707e+01,7.697823977e+01,7.690698183e+00,8.348515661e+01,5.331872009e+01
6.087651073e+00,7.242295876e+01,7.450996584e+01,3.463751891e+01,8.147769855e+01,5.635809777e+01,2.056589694e+01,4.203215077e+01,5.315635902e+01,8.313400283e+01,9.240567873e+01
3.287196580e+00,5.477379622e+00,2.155307034e+01,5.223756999e+01,3.327399242e+01,9.536554775e+01,5.608156445e+01,9.770654223e+01,7.191852375e+01,7.449888755e+01,5.137617956e+01
9.466757990e+01,3.822694731e+01,5.248504054e+01,5.384358201e+01,2.286626795e+01,9.680178260e+01,3.656978154e+01,7.299431196e+01,3.540744335e+01,8.053390387e+01,1.892489090e+01
5.119145697e+01,3.866824488e+01,5.275271906e+01,8.930434998e+01,1.118322059e+00,6.994256769e+01,2.080389567e+01,4.132566535e+00,2.268648852e+01,7.389127362e+01,9.215353326e+01
1.963999872e+01,1.443824320e+01,5.629081827e+01,8.163572584e+01,9.820788055e+00,8.258734980e+01,4.507151972e-01,6.787410939e+01,3.787097059e+01,8.248530019e+01,1.067515356e+01
8.433999085e+01,6.365800516e+01,5.103274368e+01,6.188629216e+01,6.641808834e+01,4.311789311e+01,2.131130462e+00,1.346553932e+01,8.780300556e+00,2.497104810e+01,1.084029818e+01
9.923038604e+01,2.160548501e+01,7.400030105e+00,7.965152888e+01,4.646009765e+01,2.318409006e+01,7.465887076e+01,6.688552924e+01,5.647684753e+01,3.034615753e+00,4.639692976e+01
3.681324542e+01,6.155738315e+00,2.692293391e+01,6.325422688e+01,1.638157648e+01,2.075457836e+01,8.358197178e+00,3.557194225e+01,2.434992902e+01,7.363281737e+01,7.795287046e+01
9.702776713e-01,3.559937402e+01,9.386719119e+01,6.806505566e+01,9.522182664e+01,8.776442807e+01,2.307727539e+01,3.817278284e+01,8.653111622e+01,3.367694896e+00,6.112599969e+01
7.010284779e+01,1.484270506e+01,8.841076357e+01,1.398721525e+01,5.521810657e+01,6.425358128e+01,2.902042768e+01,4.473665196e+01,1.808937062e+01,7.432514972e+01,5.287929999e+01
4.997111701e+01,3.257490116e+00,3.046431994e+01,1.159092201e+01,7.144721443e+01,1.013993538e+01,2.062083142e+01,8.944674511e+01,2.079383739e+01,7.527117934e+01,3.469623522e+01
7.710561972e+01,6.416213816e+01,6.989622892e+01,5.624559642e+01,9.206754015e+01,1.472214754e+01,5.631270223e+01,2.045584755e+00,6.035407293e+01,5.524198462e+00,8.912319536e+01
2.596238881e+01,7.748157298e+01,1.664244500e+01,7.469913250e+01,7.171873471e+01,8.985625405e+01,3.741567877e+01,5.783113213e+01,3.233661625e+00,2.441762278e+01,5.356203126e+01
5.229569139e+01,6.323888490e+01,7.247737389e+01,8.265850770e+01,4.984115801e+01,9.749944726e+01,4.205013328e+01,6.678319273e+01,5.816920391e+01,7.891732597e+01,7.824814853e+01
3.110624040e+00,1.323158657e+01,7.857102667e+01,4.293650549e+01,3.482046264e+01,2.232693179e+01,1.841346588e+01,8.143436191e+00,1.069841174e+01,2.581416508e+01,7.391207629e+01
6.768650979e+01,8.152652543e+01,3.661704819e+01,1.229958291e-01,2.371360101e+01,9.289265220e+01,9.662121220e+01,9.521399871e+01,4.771721497e+01,2.018296923e+01,5.093307588e+01
8.361225870e+01,6.511430210e+01,4.644655248e+01,9.614081647e+01,5.437313744e+01,4.642537776e+01,3.120445565e+01,6.805683903e+01,3.416593822e+01,7.925414728e+01,8.636258788e+01
2.571659891e+01,1.011279179e+01,6.055963320e+01,6.782894769e+01,1.877537194e+01,6.894514421e+01,1.306871976e+01,8.933334867e+01,9.551731066e+01,5.044410256e+01,1.752274666e+01
7.024158534e+01,6.963201844e+01,3.179077853e+01,1.078318946e+00,1.932645585e+01,1.137219425e+01,6.444077665e+01,6.367330580e+01,5.715938045e+00,1.920340596e+01,2.912922445e+01
4.275103593e+01,1.386875174e+01,3.260766877e+01,9.992957817e+01,9.246355091e+01,2.561806757e+01,5.201497434e+01,5.195395490e+01,7.926680309e+01,9.996197009e+01,8.396027943e+01
7.857859828e+00,7.441944420e+01,1.763794717e+01,3.399893591e+01,6.209766949e+01,9.931403911e+01,7.454345965e+01,9.852191876e+01,8.611114415e+01,8.242552719e+00,2.511955575e+00
1.186134253e+00,2.335290766e+01,4.410770241e+01,8.705511604e+01,1.924989632e+01,9.241402997e+01,4.071741518e+01,8.228271966e+01,6.335254509e+01,9.797805300e+01,8.729012661e+01
6.791824634e+01,2.607114893e+01,5.589252560e+01,8.464246161e+01,7.933247948e+01,9.484386708e+01,8.170677337e+01,9.302450866e+01,5.934761147e+01,4.252182515e+01,2.049623606e+01
4.924164993e+01,2.668937922e+01,1.492509667e+01,1.587150225e+01,1.023370659e+01,6.541587293e+01,7.904153906e+01,7.210804098e+01,6.406183950e+01,5.165193786e+00,4.835166978e+01
3.499679466e+01,2.877244348e+00,2.783536403e+01,3.239355421e+01,6.811436666e+01,5.687595968e+01,4.983951746e+01,7.756521827e+01,1.749838512e+01,8.952903090e+01,8.222393238e+01
3.394313207e+01,3.166021233e+01,1.380226074e+01,3.575092616e+01,7.559509288e+01,3.401502192e+00,7.169630705e+01,1.606091526e+01,6.182068045e+01,5.783256156e+01,6.594193896e+01
1.999340161e+01,2.252681628e+01,1.302344054e+01,2.963094790e+01,2.717307539e+00,5.904510449e+01,8.341429878e+01,3.120664654e+01,9.816166143e+01,3.037942735e+01,2.196198741e+01
8.254387479e+01,7.558366275e+00,6.077234281e+01,5.140146525e+01,4.454286098e+01,5.378994409e+01,9.654884342e+01,9.533422817e+01,1.358240763e+01,9.127378029e+01,8.093422555e+01
