v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83
8.412871087e+01,3.706785691e+01,1.627379350e+01,1.705703181e+01,1.753713679e+01,8.591468264e+01,5.463761668e+01,3.323572408e+01,2.705812590e+01,3.859924099e+01,1.662070545e+01,3.000092719e+01,3.908585287e+01,5.549304809e+01,8.692139438e+01,3.350400421e+01,9.021679787e+01,4.994275060e+01,9.770217587e+01,7.837469229e+01,5.174229661e+00,5.568215821e+01,8.815830069e+01,8.031651332e+01,8.651160330e+01,4.043905782e-01,1.856468004e+01,1.993634871e+01,1.810372648e+01,2.572205724e+00,7.907878071e+01,8.140880612e+00,2.147735847e+01,9.299925513e+01,4.189079184e+01,8.676367133e+01,2.340569445e+01,3.066966425e+01,1.612014845e+01,4.288032529e+01,2.127537428e+01,1.295214609e+01,3.125644182e+01,8.001828201e+01,2.061407696e+01,3.408525517e+01,7.327044403e+01,8.201362309e+01,9.745437139e+01,4.406937573e+01,8.499802809e+01,4.832712772e+01,7.124885245e+01,3.963366022e+01,6.424851944e+00,9.297074236e+01,1.913497956e+01,2.562578421e+01,9.371871806e+01,9.921932284e+01,6.334464701e+01,5.426381564e+01,7.418751244e+01,6.809002281e+01,6.852019620e+01,4.546226101e+01,1.189718360e+01,3.935849091e+01,1.994901465e+01,5.766560547e+01,6.885590847e+01,5.134550849e+01,3.493409566e+01,2.502480300e+01,8.113750267e+01,8.061002441e+00,1.297760313e+01,2.651956141e+01,3.265476667e+01,5.418672218e+01,3.921035606e+01,7.859022559e+01,5.272835915e+01
6.373104513e+00,3.812382079e+01,7.490207950e+01,5.012463411e+01,7.034600006e+00,8.198842408e+01,3.331337400e+01,4.407678198e+01,8.906054689e+00,5.803620426e+00,3.522261829e+01,6.967582235e+00,2.444802373e+01,5.844997554e+01,4.627491679e+00,5.134560474e+01,5.194189605e+01,8.864768385e+01,5.926752386e+01,2.792488674e+01,7.137481114e+01,6.692465373e+01,5.937070338e+01,8.017485442e+01,2.566040766e+01,5.809509919e+00,6.466455188e+01,4.214360803e+01,4.733618814e+01,1.738649107e+01,1.216220979e+01,9.246394201e+01,8.509421063e+01,6.900618248e+01,4.885684536e+00,1.810615579e+01,3.270427271e+01,3.899555820e+01,8.363806516e+01,2.423515265e+01,7.788187894e+01,3.374510666e+01,3.145968312e+01,2.375747077e+00,3.625642290e+01,6.042824125e+01,2.762636869e+01,6.098915223e+01,2.105787893e+01,1.052300079e+01,1.488022818e+01,3.416075924e+01,3.777732145e+01,1.636923862e+01,5.166766237e+01,1.738773520e+01,8.977889366e+00,4.277057358e+01,2.082651043e+01,1.382775889e+01,6.198811327e+01,3.902230984e+01,2.095661368e+01,2.184419646e+01,1.379730111e+01,5.731780594e+01,1.863873870e+01,8.159700047e-01,1.520234840e+01,8.282332332e+01,7.000225718e+01,1.511211835e+01,8.044809308e+01,2.868872129e+01,7.298242340e-02,8.919445833e+00,1.141528364e+01,9.910820182e+01,3.553817485e+01,3.048767838e+01,7.953363292e+01,5.957179434e+01,2.991661959e+00
8.635589515e+01,3.515017111e+01,4.149777931e+01,4.386373856e+01,8.646746441e+01,6.908780463e+01,2.963589908e+01,4.107890245e+01,9.424721470e+01,6.057901272e+01,2.325953994e+01,6.251203621e+01,5.338838120e+00,7.833272587e+01,5.027252226e+01,1.920950775e+01,1.706914718e+01,4.943104591e+01,4.098240813e+01,9.148380283e+01,3.163158110e+01,3.492843360e+01,3.334810453e+01,6.170304452e+01,4.171499490e+00,7.954425769e+01,6.540833924e+01,8.708743746e+01,4.295510222e+01,4.060950851e+00,1.428861383e+01,4.158279169e+00,9.258769410e+00,9.346012135e+00,4.179788170e+01,5.740146275e+01,2.285174674e+00,4.939891637e+01,1.600833830e+01,1.947082319e+01,5.240071193e+01,3.831679838e+01,3.729663089e+01,3.312616337e+01,9.873410304e+01,1.166980879e+01,5.329686800e+01,5.375486937e+01,1.323687326e+01,5.346758041e+00,5.979228698e+01,6.846504428e+00,4.980251493e+01,5.399645145e+01,5.526863408e+00,9.176732685e+01,1.593247748e+01,7.732162726e+01,1.570240488e+01,6.336127842e+01,8.959660243e+01,4.694247960e+01,9.129285576e+01,6.824892157e+01,5.035626893e+01,5.087966738e+01,9.864053070e+01,4.685475047e+01,1.031196008e+01,6.344135130e+00,6.935835132e+00,1.814490818e+01,1.057066903e+01,5.447927479e+01,5.516990953e+01,9.177588522e+01,3.979814562e+01,4.073304511e+01,8.970974323e+01,5.785379006e+00,8.057909777e+01,6.182484939e+01,4.770210066e+01
4.378351513e+01,5.243377433e+01,9.270586677e+01,2.902567054e+01,6.007807924e+01,7.790701678e+01,2.819884710e+01,6.110409909e+01,2.160557134e+01,5.725259566e+01,2.157170756e+01,3.107390602e+01,9.454279994e+00,5.814128124e+01,7.744896767e+01,9.073057980e+01,7.560970879e+01,3.164730600e+01,8.707682928e+01,5.532677773e+01,1.550242530e+01,1.057081589e+01,8.567492641e+01,2.536864946e+01,5.583480706e+01,4.583459908e+01,2.792652874e+01,1.520601071e+01,6.509068969e+01,1.467118492e+01,2.883645127e+01,3.811921474e+01,1.298586339e+01,7.160252047e+01,3.377587405e+01,5.391503697e+01,1.289137834e+01,8.812930988e+00,8.636781494e+01,7.966297072e-01,2.515150403e+01,3.159885054e+01,6.262740564e+01,1.794519802e+00,9.146738083e+01,8.767385427e+01,3.666750029e+00,1.310267370e+01,3.937375335e+01,7.594389527e+01,2.313673280e+00,5.914626319e+01,9.572590527e+01,1.067704798e+01,8.684261455e+01,9.488894186e+00,8.916173060e+01,1.735198853e+01,9.814260175e+01,5.022441049e+01,8.907006404e+01,6.098635893e+01,9.932715515e+01,3.740888891e-01,9.497024477e+01,3.223116177e+01,7.982412095e+01,7.754690436e+01,6.855229932e+01,4.072420920e+01,3.384007516e+01,6.912865578e+01,3.004038907e+01,4.824177425e-01,4.054772025e+01,5.740776756e+01,2.082545923e+01,3.938543783e+01,6.956185183e+01,3.821784407e+01,1.580637739e+01,3.453874076e+01,5.599995921e+01
6.771843453e+01,7.990062992e+01,4.385381902e+01,3.231750416e+01,1.827723785e+01,8.501514573e+01,9.467776149e+00,1.922741302e+01,8.662417243e+01,8.097832199e+01,5.813327687e+01,1.617362688e+01,4.130842381e+01,3.338908406e+01,3.542227796e+01,3.670383086e+01,1.495678487e+01,5.660609526e+01,8.133942578e+01,6.920201903e+01,8.076404119e+00,7.969775082e+01,9.976426321e+01,6.458235644e+01,5.931991753e+01,6.844969424e+01,8.413620511e+01,8.502673743e+01,8.199184850e+01,4.905107250e+01,3.143545683e+01,6.226142640e+00,7.407498078e+01,8.687637234e+01,5.832978867e+01,3.530329111e+01,4.924767222e+01,8.663466248e+01,1.929499774e+01,4.996470667e+01,1.693354610e+01,1.018691826e+01,5.127260504e+01,9.465880501e+01,2.081510627e+01,3.283661445e+01,3.482028873e+01,4.540446917e+01,6.228168570e+00,6.165912680e+01,6.888647989e+01,9.605489090e-01,3.787645911e+01,6.453152836e+01,7.287209533e+01,5.272201116e+01,4.942192131e+01,1.227544900e+01,5.913261346e+01,1.354688753e+01,9.614436183e+01,4.403770891e+00,3.210074003e+01,4.597291140e+01,1.518102652e+01,6.991275154e+01,5.759306847e+01,8.155725037e+01,1.865293672e+01,4.265652662e+01,8.680579263e+01,8.212614456e+01,8.671209494e+01,2.528224527e+01,7.537335666e+01,3.910999782e+01,7.817354245e+01,1.913223024e+01,5.333170903e+01,9.840592815e+01,7.291778087e+01,9.161701687e+01,4.356439416e+01
2.407124658e+01,6.811320260e+01,1.793658344e+01,1.981221691e+01,9.409828134e+01,7.260465494e+01,1.104487110e+01,4.064762558e+01,7.371448635e+01,5.245622819e+01,8.927929895e+01,4.387362641e+01,9.859716080e+01,7.215485806e+01,3.647643176e+01,2.028880765e+01,3.990873761e+01,7.608972388e+01,5.481596293e+01,9.645252708e+01,8.825485245e+00,4.106900040e+01,3.752371896e+01,8.734847294e+01,7.991773828e+01,5.211885419e+01,4.248530975e+00,1.299768007e+01,5.196958251e+01,6.210536196e+01,6.128207015e+01,9.227176039e+01,9.865385783e+01,7.191618791e+01,7.298319306e+00,3.356525342e+01,1.936350451e+01,5.518686236e+01,9.313150217e+01,8.402479020e+01,1.723589570e+01,3.915209222e+01,2.683600561e+01,6.916369381e+01,5.557129917e+00,5.073146936e+01,3.300907528e+01,8.941663407e+01,8.914192942e+01,2.560745003e+01,5.470029688e+01,9.453774895e+01,6.963062978e+01,4.649641235e+01,7.963947833e+01,3.417054411e+00,5.568564865e+01,6.611611399e+01,2.693649828e+01,8.966329231e+01,1.826986928e+01,6.900919372e+01,3.208893395e+01,2.319975879e+01,6.411795029e+01,3.095887736e+01,1.283766345e+00,9.510816805e+01,6.041760816e+01,3.621900670e+01,4.295460493e+00,5.220276765e+01,1.570781804e+01,3.187098494e+01,3.244863252e+01,6.107609047e+00,3.611733946e+01,1.297094774e+01,3.591492549e+01,9.966806792e+01,5.517049058e+01,1.846506924e+01,5.462317399e+01
4.681134313e+01,1.990236520e+01,2.128540764e+01,1.661847928e+01,6.783619475e+01,3.557232699e+01,6.110772102e+00,3.394313733e+01,6.213347867e+01,4.410018670e+01,2.514760564e+01,7.394277662e+01,3.348691266e+01,4.851024287e+01,3.960110507e+01,7.692980725e+01,4.431662229e+01,7.927861622e+01,2.695109044e+01,2.826440147e+01,7.381074189e+01,7.212093918e+01,6.474114697e+00,6.918533183e+01,2.990880951e+00,4.195074889e+00,8.665902029e+01,9.367789798e+01,9.744907914e+01,2.176574753e+01,4.422464414e+01,9.181929783e+01,4.001808672e+01,8.968999048e+01,1.914446191e+01,8.418573202e+01,5.608877848e+01,1.399008253e+01,1.059838433e+00,8.353393503e+01,1.778007772e+01,6.879570851e+01,8.256415976e+01,4.654611631e+01,8.875304359e+01,9.542806412e+01,3.660109463e+01,5.091268962e+01,7.030556651e+01,3.725925316e+01,9.125944927e+01,3.598263083e+00,8.392515607e+00,7.323983216e+01,6.888650074e+01,7.802669730e+01,7.795269413e+01,3.067397368e+01,7.487196333e+01,4.678229394e+01,3.969978455e+01,9.351913698e+00,6.241345757e+01,3.528268995e+01,8.909053647e+01,8.788559635e+00,6.452916786e+01,6.795030050e+00,6.981587797e+01,3.542882701e+01,6.577929345e+01,1.379533494e+01,9.643786319e+01,1.950258541e+01,5.383955748e+01,6.657829834e+01,3.491995598e+00,5.837544924e+00,9.127531435e+01,9.156193627e+01,3.799735133e+01,9.410778391e+01,6.869064265e+01
8.405874418e+01,7.710025750e+01,4.705931950e+01,2.458986907e+01,3.047171777e+01,1.690239068e+01,7.505490566e+00,8.024782741e+01,7.537440892e+01,5.617752984e+01,4.563386236e+01,5.547569117e+01,7.502122464e+01,2.007012777e+01,9.473195572e+01,9.592531421e+01,7.785933422e+01,3.709193113e+01,4.835382047e+01,6.305816628e+01,2.522600216e+00,1.508808721e+01,5.556355288e+01,8.475790865e+00,6.690504319e+01,9.270428710e+01,8.106705597e+01,1.471727876e+01,7.848136720e+01,6.418254438e+01,4.028859096e+01,8.420098337e+01,1.905137933e+01,9.581425574e+01,2.008249675e+01,6.346677287e+01,5.008015052e+01,7.528454169e+01,6.613591390e+01,4.332703086e+01,1.312494361e+01,9.701776089e+01,9.083528656e+01,6.638310155e+01,9.962265421e+01,2.864291711e+01,9.244833900e+01,3.655382232e+01,6.332029975e+01,4.230147431e+01,2.328316895e+01,1.140866132e+01,9.202593363e+01,3.404260064e+00,4.397669763e+01,5.269926924e+01,3.775706462e+01,3.275704153e+01,4.940329038e+01,2.017981727e+01,3.572398556e+01,3.627917960e+00,6.760779160e+01,9.458936821e+01,9.912760686e+01,6.905173078e+01,6.541577104e+01,2.377566927e+01,1.873016717e+01,3.396577311e+01,7.932040399e+01,5.638872648e+01,8.088047579e+01,8.034899180e+01,6.587594613e+00,8.383879504e+01,3.917629672e+01,6.031585451e+01,1.800890354e+01,8.251256784e+01,4.873507010e+00,3.409877631e+01,8.842507106e+01
7.038897918e+01,6.161121319e+01,6.672009378e+01,2.690406885e+01,5.417476733e+01,8.149540878e+00,5.432431990e+01,1.185865144e+00,2.597272238e+01,2.828042000e+01,2.966641312e+01,5.607240103e+01,2.864590452e+00,8.105662198e+01,8.988591816e+01,3.326082521e+01,9.030747478e+01,1.472912319e+01,6.347683760e+01,8.190428168e+01,3.737963442e+01,3.229014039e+01,2.861390697e+01,3.470742361e+01,3.896108974e+01,2.271440030e+01,2.371844161e+00,3.137183429e+01,4.013244361e+01,9.295666239e+01,6.028818749e+01,6.218202715e+01,5.502840485e+01,9.197975619e+01,6.876429705e+01,5.164678452e+01,9.894361519e+01,2.735852055e+01,2.872150694e+01,7.970470445e+01,8.988733522e+01,5.532440904e+01,9.811241254e+01,3.967474817e+01,7.716173634e+01,9.581034877e+01,4.565923278e+01,8.417959770e+01,2.670046896e+01,1.865222948e+01,3.353434800e+01,1.993046826e+01,4.477482057e+01,7.104856133e+01,7.167557913e+01,4.282079796e+01,6.432237435e+01,8.984929774e+01,3.933157190e+01,3.888611647e+01,4.165423308e+01,2.891863100e+01,8.704218452e+01,5.950105961e+01,7.011382483e+01,9.524077014e+01,5.863433134e+01,6.343091512e+01,1.884280296e+01,3.868997612e+01,6.186308256e+01,8.812746387e+01,7.213374214e+01,7.215910605e+01,2.445441021e+01,2.981991075e+01,3.539866705e+01,3.392158867e+01,5.160466994e+01,6.827357764e+01,1.538333763e+01,7.610419156e+01,2.437983036e+01
9.303313005e+01,7.445625249e+01,4.034927998e+01,2.444118601e+01,5.439858297e+01,3.542999431e+01,4.675391316e+01,9.672860091e+01,9.786632933e+01,6.790716371e+01,3.360530564e+01,4.282195631e+01,9.318788496e+01,4.406493478e+01,4.066110900e+01,9.158558715e+01,4.677884320e+01,8.450647465e+01,6.016825163e+01,2.378786926e+01,8.336733247e+01,3.630048731e+00,9.606244613e+00,9.938673204e+01,4.478626247e+01,7.716065855e+01,9.424462047e+01,2.048695297e+01,8.396189275e+01,2.236319844e+01,4.109160294e+01,3.156316808e+01,5.144431598e+01,2.640106017e+01,2.631754900e+01,9.294165345e+01,8.791328174e+00,2.909463092e+00,5.402663992e+01,4.049964055e+01,6.873594981e+01,6.767520000e+01,1.178802408e+01,3.803511572e+01,5.992871923e+01,7.738331763e+01,7.466408636e+01,9.167677103e+01,9.857384903e+01,5.227940426e+00,5.286282263e+01,9.016904109e+00,6.990846374e+01,2.456147637e+01,8.862984019e+01,9.565514832e+01,8.541526253e+00,9.109323710e+01,3.344892642e+01,5.808178015e+01,7.060906013e+01,9.800635917e+01,7.710161464e+01,3.029691458e+01,2.109125337e+01,2.441464858e+01,3.551571003e+01,8.563845152e+00,6.023797219e+01,4.384683390e+01,2.257864111e+01,5.583695888e+01,8.171399452e+01,4.546954747e+01,7.343445171e+01,5.429057901e+01,8.515675917e+01,7.620028031e+01,8.458409022e+01,6.005948328e+01,8.183210419e+01,7.849705935e+01,3.383324766e+01
2.374064975e+01,7.642593277e+01,9.949149010e+01,9.566108541e+01,1.726345684e+01,8.874262046e+01,2.354774899e+00,8.402205012e+01,6.851857335e+01,2.405936243e+01,7.570741313e+01,5.860567734e+00,1.835582032e+01,5.001569084e+01,8.220966955e+01,8.157350989e+01,7.650353898e+01,2.386548621e+01,5.474749004e+01,6.873013758e+01,8.999594016e+01,9.398818429e+00,8.673910909e+01,2.720758239e+01,1.796903425e+00,4.890688158e+01,6.160610796e+01,7.921832820e+01,7.327849992e+01,7.009245949e+01,3.161559740e+01,3.918679120e+00,9.735708956e+01,6.518065808e+01,8.116395245e+00,3.617668362e+01,6.441769987e+01,3.589009366e+01,4.308198863e+01,3.517962081e+01,2.354175602e+01,2.253198702e+01,1.782190096e+01,4.395404152e+00,2.551504608e+00,8.982398712e+01,6.016135122e+01,4.839979080e+01,9.232372843e+01,9.976416811e+01,9.053756344e+00,2.730968290e+01,2.081428569e+01,5.285357658e+01,6.006808906e+01,7.159468779e+01,9.573442277e+01,9.115499765e+01,4.132222401e+01,7.643915565e+01,5.161247178e+01,7.174201034e+01,9.305949174e+01,1.346969432e+01,7.626043174e+01,2.858290637e+01,7.250358427e+01,5.404877038e+01,4.387732342e+01,8.088242854e+01,4.685265107e+01,6.245093737e+01,4.151240541e+01,6.840421628e+01,7.993901648e+01,8.413962897e+01,3.298215065e+01,7.693914040e+01,7.824933809e+01,1.605237474e+01,8.142031997e+01,2.451964706e+01,7.645105294e+01
7.885386773e+01,3.412876363e+01,6.680328170e+01,9.810869626e+01,7.881235812e+01,1.427488647e+01,8.856981692e+01,3.800544565e+01,6.629429390e+00,5.293514644e+01,9.429698697e+01,4.029771479e+01,7.344321043e+01,9.444056825e+01,2.588558978e+01,7.955692917e+01,1.640768831e+01,6.838921768e+00,4.330857184e+01,1.346674361e+01,1.967773541e+01,9.725543560e+01,6.077925234e+00,8.567614751e+01,1.605199309e+01,6.395243773e+01,4.400002987e+01,3.047542985e+01,7.495551208e+01,1.480219727e+00,8.091263058e+01,7.064772368e+01,2.245043862e+01,6.532509648e+01,9.361536744e+01,6.325823636e+01,2.372011525e+01,1.652314247e+01,5.398379485e+01,1.411953855e+01,9.647779490e+01,2.369139128e+01,4.426966194e+00,1.275748688e+01,2.821640038e+00,5.781751364e+01,9.786476071e+01,8.654852921e+01,5.257848110e+01,2.875505720e+01,7.666419732e+01,1.365361758e+01,2.535010026e+01,3.755647587e+01,8.073092102e+01,4.507119363e+01,2.041363932e+01,2.884241193e+01,2.032309508e+01,6.541614958e+01,6.709517246e+01,8.658457442e+01,9.326035085e+01,6.138856062e+01,1.774828580e+01,1.819829293e+01,2.784541909e+01,7.544743244e+01,1.564824460e+01,9.849507413e+01,9.142413539e+01,4.636554726e+01,5.932652805e+01,1.038793379e+00,3.816771499e+01,9.238280118e+01,3.739690698e+01,3.325551026e+01,5.844581803e+01,8.880384531e+01,4.896182811e+01,8.432843905e+01,8.253692464e+01
1.732435895e+01,4.941178472e+01,4.931065013e+00,9.119030544e+01,9.386284671e+01,7.491503644e+01,1.949028184e+01,7.218516185e+01,2.723544003e+01,6.501100725e+01,8.692781464e+01,2.720372991e+01,8.639584355e+01,9.988666911e+01,9.322385079e+01,8.448772457e+01,5.214373419e+01,7.188070618e+01,2.578820857e+01,3.975380553e+01,8.390043995e+01,8.027547722e+00,5.780106414e+00,9.692179085e+01,7.334309818e+01,1.320531264e+01,6.345662040e+01,3.179036471e+01,8.132784334e+01,6.147392357e+01,4.255900328e+01,4.521910556e+01,3.966784947e+01,8.820263877e+00,2.835310647e+01,9.406417589e+01,4.306090261e+01,6.198213562e+01,6.315063761e+01,1.208555483e+01,8.661710624e+01,9.067410394e+01,6.031783688e+01,1.146139203e+01,8.882768751e+01,9.744274191e+01,7.868838896e+01,5.476195607e+01,3.987602376e+01,6.465844985e+01,5.153072452e+00,6.540341762e+01,8.393469755e+01,8.246234892e+01,8.623616025e+01,3.941728242e+01,4.058991789e+01,1.094494680e+01,7.911066300e+01,3.535570824e+01,8.126002263e+01,6.044985867e+01,7.203414080e+01,4.828950262e+01,8.471291780e+01,9.366598687e+01,4.966821831e+01,4.640748752e+01,2.068620829e+01,1.694431593e+01,8.259735970e+00,6.710545764e+01,7.614697714e+01,3.671071614e+01,7.145046645e+01,8.580240228e+01,9.027188653e+01,9.493030165e+01,2.958370924e+01,8.814199177e+01,3.596358154e+01,7.423991139e+01,5.303402975e+01
8.526382398e+01,7.694933259e+00,3.864185398e+01,7.450780574e+01,7.403023140e+01,8.361423159e+01,3.555145011e+01,3.959783209e+01,1.449574910e+01,8.126713320e-01,6.771770638e+01,7.280354954e+01,4.611862871e+01,7.669367744e+01,8.311799566e+01,3.427940779e+01,3.235411752e+01,4.571433430e+01,5.014531005e+01,5.522280166e+01,2.135463651e+01,6.585516067e+01,1.032690970e+01,1.248256029e+01,5.576595220e+00,4.018552439e+00,5.062073722e+00,2.650793507e+01,7.027606724e+01,1.320003285e+01,3.102909806e+01,2.912068427e+01,3.521917434e+00,2.203860613e+01,6.754294520e+01,6.480573244e+01,4.752558533e+01,3.545602403e+01,1.648006222e+01,3.219842526e+01,2.419790327e+01,7.650066655e+01,4.336570913e+01,7.741278256e+01,5.618987809e+01,1.097259397e+01,2.806377805e+00,9.414897331e+01,8.667286104e+01,7.637933082e+01,8.776886321e+00,2.046266781e+01,5.619035300e+01,7.206610095e+00,7.663762462e+01,4.476685711e+01,9.364257160e+01,9.452136538e+01,3.325292756e+01,7.527783747e+01,9.493948479e+01,4.495485610e+01,6.813907705e+01,9.034828220e+01,6.336363935e+01,6.579882338e+01,6.382491959e+00,4.803755206e+01,3.469641889e+01,9.287738835e+01,3.911410970e+01,6.172424595e+01,9.875659057e+00,9.875532663e+01,4.551005953e+01,7.534581421e+01,6.802788122e+01,7.958087443e+01,7.304850502e+01,7.896995576e+01,6.270367218e+00,4.643739270e+01,2.882394526e+00
8.309357987e+01,7.493140362e+01,2.709325616e+01,1.175516385e+01,1.112024655e+01,2.277574881e+01,5.541595179e+01,1.440377808e+01,1.306894836e+01,9.839436511e+01,8.991041480e+01,1.898261543e+01,6.178543998e+01,3.825917667e+01,3.478680373e+01,7.374632109e+01,3.265854052e+01,5.813908233e+01,6.680197574e+01,1.799134524e+01,7.719452915e+01,9.997698765e+01,8.269805340e+01,4.011812772e+01,8.761566147e+01,5.928434328e+01,7.417136913e+01,5.898589960e+00,6.924431718e+01,1.789511417e+01,5.519513787e+01,8.810200105e+01,7.444108305e+01,7.603293572e+01,7.444250879e+01,8.854400197e+01,8.652148326e+01,4.583064489e+01,1.195057703e+00,5.958313332e+00,1.200960050e+01,3.006576388e+01,8.572016425e+01,5.976360560e+01,5.231955830e+01,8.682376602e+01,2.277517971e+01,5.908798081e+01,8.571065808e+01,1.393864175e+01,1.209408463e+00,9.324999294e+00,3.451349130e+01,7.483753873e+01,7.994090264e+00,6.708121180e+01,9.277649762e+01,9.589060712e+01,7.315228920e+01,6.377803285e+01,2.506186687e+01,3.105045909e+01,6.561071282e-01,7.644485461e+01,5.040130304e+01,6.494852478e+01,2.674189036e+01,5.713326808e+01,8.858358304e+01,7.760640036e+01,1.545215677e+01,7.093899632e+01,6.766162682e+01,3.094802385e+01,5.429198875e+01,2.785438075e+01,2.077936751e+01,7.409274928e+01,8.124774163e+01,8.907064624e+01,6.100682232e+01,4.567772621e+01,5.625862460e+01
1.182468753e+01,2.395295216e+01,1.854913627e+01,6.817235279e+00,2.867877861e+01,5.370725294e+01,6.488751484e+01,4.705838764e+01,9.862566045e+01,9.124519664e+01,7.315270705e+01,1.375583096e+01,5.533897149e+01,8.509892267e+01,5.547664094e+01,3.917530494e+01,2.852243194e+01,9.956989196e+01,6.057932761e+00,9.460784805e+01,7.478329207e+01,8.102956988e+01,4.532098475e-01,1.302798823e+01,2.420922541e+01,3.434355626e+01,5.824913108e+01,4.430951543e+00,8.494973803e+00,1.792840521e+01,8.529951573e+01,5.889095860e+00,6.013762413e+00,1.755638277e+01,5.797559709e+01,6.046139847e+01,2.436373911e+01,9.558790880e+01,5.681781011e+01,9.096652241e+01,4.727674745e+01,1.100067801e+01,7.247859970e+01,5.405503219e+01,1.689148799e+01,2.176944103e+01,5.207382728e+01,4.947922317e+01,6.958612037e+01,2.256608195e+01,7.975621397e+01,2.439506730e+01,2.454160553e+01,9.523989373e+01,2.858654795e-01,4.838854029e+01,1.406329439e+01,5.292168331e+01,7.964318465e+01,3.698532586e+01,4.833772185e+01,2.292459116e+01,4.769320795e+01,8.441955109e+01,2.800037692e+01,9.100396620e+01,1.704756296e+01,3.873812127e+01,5.716939909e+01,3.475199421e+01,9.450870491e+01,7.165863080e+01,4.678812164e+01,9.441946244e+01,8.754409486e+01,8.008379310e+01,5.601804688e+01,6.264399139e+01,9.006126763e+01,5.159373308e+01,9.545760165e+00,9.786581621e+01,2.503144735e+01
5.242504106e+01,9.027158916e+01,7.166141696e+01,6.537476971e+01,7.334573181e+01,2.083983997e+01,9.188328407e+01,2.349972019e+01,7.179806831e+01,9.107499923e+01,8.254655044e+01,9.630195397e+01,5.202283839e+01,3.912018710e+01,2.692271137e+01,3.247745958e+00,7.335709175e+01,5.375126343e+01,8.102846194e+01,9.015071834e+01,3.107179309e+00,3.421090505e+01,1.445603707e+01,9.202242663e+01,1.896215242e+01,4.186566767e+01,2.297886533e+01,4.813918897e+01,2.528161273e+01,1.999766077e+01,2.620063978e+01,1.718554214e+01,7.721297275e+01,2.800981770e+01,3.551635466e+00,5.629146835e+01,8.319618180e+01,5.210752471e+01,2.906644905e+01,8.900228838e+01,1.915309509e+01,6.369365679e+01,9.251817575e+01,6.951902974e+01,6.181301530e+01,1.234302862e+01,2.148364839e+01,8.323121104e+01,8.987708447e+01,6.293769078e+01,2.628692799e+01,5.475637454e+01,8.372025393e+01,8.762394707e+01,8.482491356e+01,7.622574972e+01,1.996995188e+01,3.553805737e+01,8.177564162e+01,7.738973878e+01,8.199877675e+01,4.144875856e+01,6.123611885e+01,5.620927263e+00,9.632908979e+01,1.884919896e+01,6.834271673e+00,3.777747117e+01,7.072396989e+01,6.076763722e+01,1.649194102e+01,8.049727029e+00,9.498149035e+01,4.354685579e+01,2.966610691e+01,4.019402227e+01,6.119263633e+01,9.602300627e+01,1.039768484e+01,3.425602566e+01,1.944101750e+01,3.488228908e+01,1.946614043e+01
4.268141991e+01,6.301623986e+01,5.728848777e+01,1.774212170e+00,5.222020361e+01,1.390482943e+01,7.115570270e+01,6.634254701e+01,4.120084453e+01,1.482710734e+01,4.994954434e+01,2.930015972e+01,6.059264807e+00,2.424923106e+01,1.272503541e+01,4.036087859e+01,1.373638230e+01,2.099466710e+01,3.402556477e+00,2.083468164e+01,6.848656461e+01,3.661114704e+01,9.608351137e+01,3.891195915e+01,1.829834325e+01,5.294647841e+01,2.358142438e+01,2.807759496e+00,2.079010995e+01,9.936170042e+01,5.185541440e+01,4.190302883e+01,9.435892608e+01,6.996451552e+01,7.548738513e+01,1.924890531e+01,2.650893901e+01,9.504198443e+01,7.304524271e+01,7.425935573e+01,8.571734992e+01,9.619572817e+01,2.383216621e+01,6.433040743e+01,5.782927471e+01,9.915772728e+01,1.769337270e+01,1.414028030e+01,9.399973026e+01,5.456771336e+01,2.580025992e+00,4.591130515e+01,1.643969638e+01,9.370746297e+01,1.070293156e+01,4.312819420e+01,5.998299076e+01,5.680764370e+01,9.047957337e+01,5.267290164e+01,1.043969095e+01,2.831779425e+01,9.799458060e+01,3.863268989e+01,3.111775434e+01,8.258932096e+01,3.137827131e+01,6.822752523e+01,1.680577080e+01,8.426037188e+01,7.337675346e+01,1.268115574e+01,9.662567275e+01,4.938963363e+01,6.738382501e+01,7.157179418e+00,3.863484942e+01,5.186123018e+01,2.507708307e+01,3.473919545e+00,4.588781970e+00,3.966795793e+01,9.103238438e+01
