v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95
6.538457927e+00,8.410986155e+01,2.620247246e+00,8.698138341e+01,7.305609015e+01,7.309177854e+01,4.994622838e+01,9.331537041e+01,5.818889528e+01,8.401630104e+01,9.881822349e+01,6.458046624e+01,7.971614312e+01,4.968256074e+01,3.336700926e+01,5.227507325e+01,5.975135710e+01,6.487662633e+01,5.206680080e+01,5.367748764e+01,1.506787303e+01,2.513818545e+01,8.567181299e+01,7.976340741e+01,2.604427120e+01,5.092227124e+01,8.288591064e+01,9.221470110e+01,2.333498808e+01,6.918838099e+01,5.715705191e+01,5.250937141e+01,8.961559041e+01,4.462960789e+01,8.472563459e+01,5.994370387e+00,7.297732120e+01,9.074881402e+01,7.589985151e+01,9.144958936e+01,7.522923502e+01,4.285239437e+01,4.777816362e+01,8.100015091e+01,2.311373118e+01,2.675202196e+01,3.099776276e+01,6.875803497e+00,8.446040755e+01,2.807599647e+01,9.218510570e+01,9.513886918e+01,3.905211188e+01,7.816937939e+01,6.854076779e+01,3.894779978e+01,5.597415670e+01,4.105782660e+01,9.870678456e+01,3.384461585e+01,6.260689902e+01,9.122105176e+01,3.435132551e+01,2.431164957e+01,1.976507318e+01,1.393281431e+00,4.107276301e+01,7.170609237e+01,6.203739029e+01,9.373486341e+01,7.399046236e+01,5.556378915e+01,5.616899721e+01,3.199708189e+01,3.588514935e+01,6.851130529e+01,8.841319790e+01,4.101051989e+01,8.561515490e+01,8.378999936e+01,4.483373392e+01,1.099664021e+01,8.961125092e+01,8.887270816e+01,3.042281502e+01,8.530506945e+01,8.324073867e+01,8.668875511e+01,4.800876430e+01,9.988750752e+01,3.377763041e+01,5.994372000e+01,6.405966176e+01,6.645996913e+01,8.734506101e+01
1.411834217e+01,5.616446962e+01,6.211371405e+01,7.078531107e+01,1.440142167e+01,7.647847470e+01,5.477377473e+01,6.766295988e+01,2.713980830e+01,9.917572630e+01,7.226558985e+01,7.552592165e+01,2.665736927e+01,9.238520406e+01,3.243602714e+01,2.817228145e+01,6.162109306e+01,4.981525063e+01,5.118949417e+01,9.520204110e+01,3.189316116e+00,4.426937656e+01,8.756597680e+01,3.611099148e+01,2.301344377e+01,6.515531316e+01,2.641328602e+01,1.081042619e+01,9.272231842e+01,9.762475280e+00,1.598165841e+01,7.873028973e+01,7.367107417e+01,5.987629539e+01,3.567410713e+01,7.496133858e+01,5.506552126e+01,6.723842423e+01,4.675278956e+01,4.472210531e+01,3.200048142e+01,7.414954042e+01,9.096718183e+00,7.098839513e+01,1.882841512e+00,5.981303874e+01,3.616909325e+01,7.942469366e+01,8.488166148e+01,2.457670003e+01,2.171363032e+01,8.118030450e+01,4.865087576e+01,4.733420718e+01,3.349300122e+01,7.572001953e+01,5.184226247e+01,7.937740557e+01,9.106330075e+00,1.225412658e+01,9.917461075e+01,6.087974625e+00,2.138298712e+01,8.331766724e+01,7.755024997e+01,4.505208889e+01,2.577577938e+01,3.468075721e+01,2.570572783e+01,8.413241753e+00,5.184700416e+01,3.534458649e+01,7.440115280e+01,4.780526232e+01,2.504432385e+01,4.682065391e+01,1.658716886e+01,1.676124984e+01,2.359749932e+01,9.081237876e+01,6.241267823e+01,9.406103844e+01,3.894207291e+01,1.766699577e+01,5.251931287e+01,3.694803049e+01,1.422001301e+01,2.856178844e+01,2.531085020e+01,5.651226769e+01,9.296157099e+01,7.697152873e+01,5.812697929e+00,7.525745634e+00,7.479914691e+01
4.418074360e+01,2.215111628e+01,8.795538873e+01,5.868253752e-02,4.988863648e+01,5.668881890e+00,2.301711388e+01,2.824036269e+01,9.814556989e+01,5.015593384e+01,1.229354422e+01,1.287867724e+01,5.593345281e+01,2.135166292e+01,8.048515941e+01,7.499329438e+01,3.251010704e+01,4.398048724e+01,1.045656825e+01,8.922381432e+01,5.348932551e+01,1.667196464e+01,4.571030684e+01,8.564128288e+01,9.732607637e+01,1.719505670e+01,2.821366931e+01,6.903157874e+01,7.229715339e+01,5.681200464e+01,1.679969039e+01,6.420505960e+01,1.106500616e+01,4.953187381e+01,2.107405587e+01,7.907679263e+01,6.042045161e+01,6.717097595e+01,2.699194879e+00,3.328456352e+01,9.964776215e+01,7.691146294e+01,8.671909497e+01,9.779107053e+01,5.398424524e+01,1.825955869e+01,4.702498777e+01,2.418490970e+01,9.915288699e+01,4.246970665e-01,1.911452239e+01,6.899549536e+01,1.558498640e+01,1.050837947e+01,3.663904998e+01,7.778066469e+01,2.415774671e+01,6.443591054e+01,6.115140755e+01,9.503214505e+01,9.670237554e+01,3.426697038e+01,7.994322526e+01,6.817185895e+00,3.120850968e+01,6.595143506e+00,9.826206793e+01,7.708841278e+01,1.774774036e+01,7.210439881e+01,1.482383160e+01,8.273214347e+01,8.700651113e+01,6.378700145e+01,7.204869535e+01,3.508063354e+01,2.638252525e+01,5.500846718e+01,3.068813171e+01,8.915443099e+01,3.652298946e+01,6.286845833e+00,9.639631932e+00,8.442714665e+01,7.665588569e+01,5.758644509e+01,6.776818859e+00,2.935127255e+01,8.862374002e+01,1.072525503e+01,1.112219246e+01,6.556657432e+01,5.109162808e+01,7.014749161e+01,8.342657287e+01
2.806951920e+01,4.780049654e+01,5.684857691e+01,6.646976699e+01,2.154027423e+01,6.129054282e+01,1.974558899e+01,8.239357064e+01,9.146085341e+01,3.472540971e+01,1.610541445e+01,7.319037117e+01,1.069674522e+01,6.109518435e+01,7.558992333e+01,4.229779171e+01,4.844662197e+00,6.409381424e+01,6.088032183e+01,5.106101373e+01,9.442880933e+01,2.571039181e+00,6.513369151e+00,8.159621463e+00,9.409474682e+01,4.982003771e+01,1.010821275e+01,3.106323889e+01,1.295958119e+01,7.945916880e+01,9.865317861e+01,4.759475813e+01,5.818381979e+01,1.160632090e-01,6.387712941e+01,6.351059083e+01,1.424788619e+01,6.025605202e+01,4.516452370e+01,1.782741917e+01,5.548897826e+01,3.963693909e+01,8.296374549e+01,3.508275097e+01,1.446944965e+01,4.236019083e+01,8.279763210e+01,8.940133016e+01,4.974458414e+01,6.155429163e+01,9.436068288e+01,1.201854021e+01,3.348498284e+01,5.794022321e+01,2.704004358e+01,4.222325980e+00,5.346911380e+01,8.533569083e+01,1.849310674e+01,9.183932286e+01,1.939602533e+01,2.306135061e+01,7.122367736e+01,4.401872307e+01,6.245845102e+01,4.917215823e+01,4.822001089e+01,9.782792335e+01,1.863823082e+01,6.814436821e+01,2.006392225e+01,6.243791110e+01,1.831427740e+01,3.130523720e+01,5.420319350e+01,4.154052368e+01,8.882444283e+01,1.154191914e+01,1.225467457e+01,7.403982401e+01,3.165794453e+01,4.339477969e+01,5.445043151e+00,2.784693528e+01,9.598060709e+01,6.244705747e+01,7.374197704e+01,7.262161500e-01,3.824565475e+01,1.526464092e-01,8.070954319e+01,3.308259852e+01,1.933067456e+00,3.082341663e+01,2.213914521e+01
2.725712891e+01,3.057219261e+01,4.895706042e+01,2.937764204e+01,1.937944241e+01,7.058996890e+01,5.337212922e+01,5.796613606e+01,8.748211520e+01,6.634146430e+01,3.940100851e+01,2.584833033e+01,3.446242666e+01,7.750700649e+01,9.887360204e+00,6.835763152e+01,3.280916434e+01,3.447044548e+01,4.661724384e+01,4.744298917e+01,9.601848121e+01,9.931690171e+01,4.118910428e+01,4.614875775e+01,9.253692299e+01,7.058140319e+01,1.933930761e+01,2.331800417e+01,5.637391225e+01,7.993966104e+01,2.176157211e+01,8.642723685e+01,8.971983455e+01,5.942288114e+01,9.690154932e+01,5.556391162e+01,6.739843932e+01,6.325262616e+01,3.718235982e+01,4.383309898e+01,1.609678755e+01,5.989589439e+01,2.215949443e+01,6.643672358e+01,7.052791620e+01,9.092861469e+01,5.806196418e+01,4.615313237e+01,5.716471154e+01,1.326698883e+00,1.403555502e+01,8.933761369e+01,5.847318341e+01,5.498285250e+01,1.252699914e+01,1.052085737e+01,8.371484362e+00,5.590072294e+00,5.542309603e+01,2.688627731e+01,7.896841451e+01,7.604907553e+01,6.933160124e+01,3.163670405e+01,6.880663474e+01,9.913532545e+01,8.655156585e+01,6.707292745e+01,5.640310372e+01,1.585891353e+01,5.690518699e+01,9.402977569e+01,8.478395023e+01,2.393013881e+01,3.410198758e+01,8.538459630e+01,9.691163086e+01,4.076498379e+01,7.250358527e+01,4.827664668e+01,5.755807980e+01,8.724487017e+01,6.109661707e+01,4.974438888e+01,8.904878036e+01,4.225156718e+01,2.683955273e+00,5.693131192e+01,6.090151964e+01,2.072572581e+01,6.435823657e+01,5.571481058e+01,2.847738331e+01,2.250212658e+01,3.903205602e+01
9.900632462e+01,4.976483682e+01,4.949286721e+01,7.507555472e+01,6.646856732e+00,5.004231480e+00,7.941588495e+01,7.325452337e-01,9.531948625e+00,6.245145987e+00,7.081260518e+00,5.297717502e+01,7.679753751e+01,6.610401128e+01,7.185787426e+01,9.369325159e+01,6.860449723e+01,9.081555850e+01,4.367352691e+01,9.055850744e+00,8.245605259e+01,3.405935606e+01,4.289193373e+01,7.038424809e+01,3.100468371e+01,7.532141580e-01,5.768416860e+01,1.796510030e+01,2.199006535e+01,4.498702897e+00,6.154196475e+01,8.745650526e+01,3.530114170e+01,2.278707320e+01,3.303571666e+01,5.823894643e+01,3.652696264e+01,8.509455947e+01,6.626427239e+01,8.790953342e+01,2.910125047e+01,5.494572995e+01,8.615466820e+01,1.265523891e+01,5.574807516e+00,6.283549339e+01,6.071381244e+01,8.915374875e+01,1.381632191e+01,4.331732447e+00,1.427914411e+01,1.962987815e+01,4.348787871e+01,9.703737138e+01,9.836011489e+01,9.482076545e+01,9.754304835e+01,8.849676502e+01,9.289993839e+01,2.270363431e+01,7.107120989e+01,1.329518363e+00,1.835430731e+01,3.045545511e+01,5.970535611e+00,3.527387577e+01,4.388185328e-01,2.649458794e+01,2.615208937e+01,2.946742070e+01,3.916049474e+01,2.775365611e+01,4.469397563e+01,2.595440316e+01,2.672454232e+01,8.201000796e+01,3.383887339e+01,8.686594923e+01,5.973417268e+01,4.277951743e+00,5.268387987e+01,7.886256413e+01,4.369755023e+01,7.666422817e+01,2.527700813e+01,2.229235346e+01,2.220274227e+01,2.880677078e+01,9.613889394e+01,4.960683023e+01,4.642847893e+01,4.884927488e+01,2.111469744e+01,8.976810259e+01,2.803670899e+01
6.744757669e+01,9.241909454e+01,2.141517989e+01,8.598712874e+00,6.905256032e+01,4.098419950e+01,6.824191615e+01,7.236684132e+01,1.646860713e+01,7.416570534e+01,4.735968338e+01,9.062837852e+01,2.461426652e+01,7.420207717e+01,7.129967864e+01,4.153816953e+01,7.522360695e+01,6.005260455e+01,1.926855407e+01,9.149973066e+01,2.009345732e+01,9.623658269e+01,8.730029240e+01,5.489672392e+01,1.528534569e+01,4.238145376e+01,1.714831743e+01,9.324582200e+01,5.803222112e+00,5.441353184e+01,9.652554736e+01,3.932582305e+01,8.907003721e+01,9.150191641e+01,7.796494322e+01,5.894274675e+01,3.828288826e+01,6.034433567e+00,7.302820063e+00,5.189009710e+01,5.438134724e+01,4.900401674e+01,8.381204363e+01,6.255357921e+01,2.323260992e+01,9.497939499e+01,2.101532532e+01,3.569880903e+00,1.230870559e+01,5.759132005e+01,9.576464474e+01,1.658565001e+01,5.854743814e+01,3.166065005e+01,8.081535505e+01,8.926948967e+01,7.761799565e+01,9.431401694e+01,5.020186238e+01,7.970070742e+01,8.161168310e+01,8.323374865e+01,7.559543402e+01,3.820246748e+01,3.165001362e+01,2.781618894e+01,7.868473663e+01,2.561598733e+01,2.923890572e+00,2.055995990e+01,6.435003851e+01,9.613475060e+01,4.356618695e+01,1.365059559e+01,9.419089946e+01,6.188607874e+01,1.119205063e+01,6.516335216e+01,3.278914445e+01,4.846666673e+01,4.351370133e+01,2.035297334e+01,2.343680974e+01,5.666437771e+01,3.106490077e+01,4.839357436e+00,1.740432688e+01,4.321915538e+01,5.779397440e+01,8.633042500e+01,1.928300592e+01,4.245067373e+01,3.501028100e+01,9.335813482e+01,8.283964430e+01
9.804875171e+01,8.054309021e+01,3.984753887e+01,5.776180334e+01,5.014319647e+01,8.038396356e+01,7.254894896e+01,9.246160662e+01,2.171266412e+00,9.574827316e+01,3.118334815e+01,8.231881090e+01,8.537619296e+01,5.907559218e+01,7.028876723e+01,7.286793601e+00,7.956835347e+00,2.303519009e+00,4.855435775e+01,4.652209123e+00,3.254041196e+01,6.856000370e+01,9.028000251e+01,5.638302978e+01,9.078643071e+01,6.711300315e+01,9.338858170e+01,1.435664551e+01,4.686505840e+01,2.989904511e+01,7.476797101e+01,3.473887016e+01,6.601624833e+01,2.102557803e+01,3.904882744e+01,4.412751302e+01,6.517076532e+00,5.411824223e+01,1.108727211e+01,7.879111987e+01,9.096246226e+01,3.589678556e+01,9.236463646e+01,9.316958643e+00,8.746419363e+01,9.453190607e+01,8.046491416e+01,3.362559969e+01,2.461146559e+01,6.407473511e+01,7.293443074e+00,2.499872622e+01,9.916816624e+01,8.447989763e+01,8.348085883e+01,3.096954514e+01,9.671649172e+01,4.519700162e+01,1.581052258e+01,5.035592238e+01,1.461781199e+01,7.662180258e+01,2.054224377e+01,3.387833967e+01,6.668894563e+01,1.911267769e+01,4.424071047e+01,6.107017880e+01,9.690661700e+01,8.681385439e+01,3.478097324e+01,7.138760029e+01,6.856649895e+00,7.818109596e+01,2.208460188e+01,1.865358525e+01,8.539253975e+01,2.130752494e+01,9.217318468e+01,6.347182012e+01,5.585748403e+01,2.594776520e+01,4.015800072e+01,3.751636262e+01,8.432110747e+01,9.761527777e+01,2.769799472e+01,1.548350813e+01,6.751213256e+00,9.199600646e+00,5.360718628e+00,2.641179723e+01,5.938581961e+01,7.653654718e+01,2.670139505e+01
5.055437144e+01,1.140607760e+01,3.378918706e+01,3.780092733e+01,1.492390237e+01,6.802819517e+01,7.623646065e+01,8.398152021e+01,9.340073386e+00,5.334775672e+01,6.797811905e+01,6.610257250e+01,9.989412187e+01,1.897845734e+01,5.600421732e+01,8.884265162e+01,4.154641370e+01,1.550605604e+01,3.449216901e+01,9.040089556e+01,2.943192541e+00,7.341745817e+01,9.420035345e+01,1.881550446e+00,4.836414952e+01,1.749039531e+01,8.226347815e+01,9.297071377e+00,2.893113278e+01,8.533028363e+01,2.965796151e+01,6.733089376e+00,2.369862997e+01,8.410076376e+01,1.449355822e+01,3.011810047e+01,3.979573735e+01,7.704463907e+01,1.522525762e+01,7.511843161e+01,3.764012835e+01,7.119062831e+01,5.237546457e+01,1.853542800e+01,6.614129218e+01,1.940696496e+01,5.278000194e+01,5.271148364e+01,5.893876289e+01,1.063621476e-01,5.871526322e+01,1.672454737e+01,1.772755146e+01,5.396184078e+00,3.189966988e+01,2.800872405e+01,3.301244087e+01,7.394058257e+01,4.510803083e+01,6.911664535e+00,2.637504323e+01,6.498791574e+01,4.436058112e+01,7.954062188e+01,5.678249043e+01,6.578047183e+01,3.680114971e+01,8.892825048e+01,4.696552106e+01,6.710233379e+01,3.381297197e+01,8.381902105e+01,9.240941967e+01,5.390956424e+01,4.884502771e+01,4.429872107e+01,3.512687411e+01,2.987793726e+01,8.542115651e+01,6.682815142e+01,1.223207948e+01,8.300740865e+01,9.716317396e+01,7.645218806e+00,2.540406377e+01,1.781482993e+01,3.613894505e+01,5.785351431e+01,6.282723516e+01,4.234111459e+01,5.388465195e+01,5.877780851e+00,5.088961187e+01,3.153926009e+01,1.416368070e+00
5.891245299e+01,7.314468430e+01,9.103119523e+00,7.466435208e+01,1.674711214e+01,8.594664714e+01,5.214601820e+01,3.088770200e-01,8.767572452e+01,7.443516498e+01,3.887128230e+01,5.812333012e+01,7.298856864e+01,8.087376807e+01,7.448967727e+01,3.874555881e+01,6.247487970e+01,1.465328782e+00,3.788292653e+01,4.686641907e+01,6.719642987e+01,8.778088932e+01,1.012350969e+01,8.966888528e+01,2.174677535e+01,3.164375314e+01,4.499176787e+01,3.684347811e+01,7.478810212e+01,3.622801908e+00,9.321463933e+01,4.131409923e+01,8.642264441e+01,3.218070160e+01,5.519363829e+01,8.775813323e+01,1.125783811e+01,9.320640346e+01,4.477148380e+01,7.165379436e+01,4.660915217e+01,3.817926232e+01,4.761184980e+00,5.765552625e+01,8.067572603e+01,6.905515382e+01,8.735791029e+01,4.176759318e+01,9.447283243e+01,2.434431933e+01,5.702252224e+01,6.047411261e+00,7.042856745e+01,1.139548388e+01,2.317080428e+01,8.554491334e+01,2.469545933e+01,1.585239467e+01,1.773973979e+01,3.915206224e+01,3.236223194e+01,6.847817036e+01,5.334838047e+01,2.352813219e+01,9.430362210e+01,8.401277650e+01,9.938522360e+01,3.538471216e+01,2.019685834e+01,1.747307512e+01,5.842578160e+01,9.319656095e+01,6.547814820e+01,9.929453901e+01,1.382001967e+01,9.446327697e+00,5.456420230e+01,6.405871069e+01,7.795645396e+01,5.145634865e+01,3.356764754e+01,6.699725756e+01,4.051807971e+01,9.418761152e+01,8.029104546e+00,6.227774628e+01,8.692285215e+01,5.076251600e+00,5.986627150e+01,4.692640725e+01,2.097032231e+01,7.535978295e-01,9.222260318e+01,9.242958763e+01,8.042715478e+01
6.101398607e+01,4.238737929e+00,6.770780452e+01,2.154720195e+01,2.930753281e+01,3.353642527e+01,4.266313564e+01,6.930028325e+01,8.628451966e+01,1.773178246e+01,7.406135812e+01,8.867077794e+01,4.418240263e+01,6.219247520e+01,2.629408035e+01,1.767542881e-01,3.716130089e+01,8.390766927e+01,6.835880110e+01,8.975621527e+01,3.538777907e+01,3.643096101e+01,5.386703116e+01,7.671577131e+01,5.748564238e+01,6.986992269e+01,7.561280561e+01,6.928483108e+01,3.640973606e+01,8.506900607e+01,4.265998928e+01,6.281727906e+01,3.793982608e+01,2.793132302e+01,4.333477746e+01,7.730623387e+00,5.019107020e+01,6.912167156e+01,6.962774407e+01,7.600821710e+01,4.636867385e+01,1.395492960e+01,9.692543321e+01,2.966817993e+01,1.784628917e+01,2.545234476e+01,5.550537516e+01,1.772387511e+01,3.018238440e+01,4.294468323e+01,5.991319422e+01,9.932060148e+01,8.875238758e+01,6.384357406e+01,6.905508755e+01,8.328061437e+01,4.295835721e+01,1.679962084e+01,2.776514654e+01,7.284693389e+01,7.177476811e+01,9.357969264e+01,6.507095685e+01,7.986698401e+00,4.884303534e+01,8.399481608e+01,8.541405386e+00,1.991106528e+01,2.797433524e+01,6.940790719e+01,3.026025569e+01,8.369513156e+01,7.196246201e+01,3.859607327e+01,5.879883125e+01,2.146106251e+01,5.940426026e+01,9.127926759e+01,6.385042318e+01,8.279328463e+01,7.417961704e+01,7.395238336e+01,2.228926680e+01,5.771410951e+00,7.585254512e+01,3.482825013e+01,7.755125923e+01,7.095279370e+00,6.380475601e+01,6.780926401e+01,6.749979662e+01,1.385664823e-01,3.759575977e+01,6.632261054e+01,7.039847666e+01
4.769556338e+01,6.991821064e+01,9.013825709e+01,5.330717903e+01,8.436031742e+01,9.128463107e+01,7.076564305e+01,3.206483925e+01,7.408056448e+01,6.243723908e+01,3.214698488e+01,6.913186823e+01,4.643433243e+01,6.862122152e+01,8.075542551e+01,5.186986348e+01,6.985496525e+01,6.132612668e+01,2.431294192e+01,8.160125421e+01,5.613644422e+01,2.854563992e+01,5.948494619e+01,9.965967852e+00,5.788114929e+01,3.606440067e+01,9.088296406e+01,6.523502915e+00,3.776508253e+01,9.310201634e+01,2.625858325e+01,2.048415665e+01,4.202245867e+01,2.057692795e+01,7.989021243e+01,2.492410317e+01,6.035736426e+01,8.461225542e+00,3.642841330e+01,8.388133527e+01,6.585153955e+00,3.206649343e+01,2.594762176e+01,6.713626591e+01,2.956457435e+01,7.573025225e+01,7.254084658e+01,6.065425508e+01,8.095036132e+01,1.293278852e+01,3.199107726e+01,4.801132039e+01,4.470993723e+01,1.552229102e+01,9.250541396e+00,3.519136565e+01,8.591378684e+01,4.925763297e+01,2.376326177e+01,1.728731689e+01,8.241754620e+01,9.117443181e+01,8.323641516e+01,3.595301074e+01,8.683098429e+01,3.533386362e+01,2.389668530e+01,7.574362566e+01,7.145878280e+01,3.605704255e+01,7.626155194e+01,6.779552993e-01,8.620815299e+01,9.456349341e+01,1.034507567e+01,3.859343453e+01,6.815794813e+01,9.959214670e+01,3.825583738e+01,3.702419217e+01,6.915534897e+01,4.667718679e+00,9.505476893e+01,3.771155267e+01,8.319940801e+01,7.800544422e+01,2.883322575e+00,2.533052323e+01,7.464201522e+01,7.037144592e+01,7.915887921e+00,5.867730104e+01,9.850835406e+01,1.069955439e+01,9.545383108e+01
5.989925686e+01,7.796559535e+01,6.787238528e+01,4.777358291e+01,8.428822838e+01,3.203997266e+01,8.772914776e+01,6.828317551e+01,7.995837415e+00,8.575964327e+01,3.001711016e+00,3.928087212e+01,4.603623302e+01,3.802622680e+01,1.431517025e+01,4.893947473e+00,3.713186594e+00,4.010339442e+01,5.913729631e+01,1.024493313e+01,5.643953773e+01,9.302988758e+01,7.566059553e+00,4.309074762e+01,8.819117824e+01,1.278493682e+01,3.829414848e+00,6.583251780e+01,8.652877288e+01,2.780196959e+01,3.241138426e+01,7.881338291e+01,1.729038297e+01,7.993861069e+01,7.788006500e+01,4.896294635e+01,1.529330839e+01,3.633946563e+01,4.841494365e+01,9.530447003e+01,7.741268164e-01,1.874490145e+01,2.024528858e+00,1.887971956e+01,9.543900053e+01,6.346671163e+01,4.412009017e+01,6.847835189e+01,3.263042877e+01,7.641044302e+01,9.638228582e+01,8.190609985e+01,5.796429915e+01,3.559218124e+01,5.358121320e+01,3.777458927e+01,9.620440669e+01,7.145900379e+01,5.484198901e+01,3.667450557e+01,7.758502530e+00,2.707511454e+01,5.318438062e+01,9.637152674e+01,4.913531453e+00,8.930186491e+01,6.134880587e+01,2.374733618e+01,2.737966371e+01,6.205288892e+01,2.571611723e+01,8.701928553e+01,6.001234972e+01,3.911592853e+01,5.135869407e+01,3.273670160e+01,4.908263513e+00,8.218366474e+01,5.964735059e+01,7.412769618e+01,6.791041763e+01,3.592389151e+01,9.315624644e+01,4.509140211e+01,6.709241960e+01,2.905445347e+01,2.050287702e+01,3.689831143e+01,8.598296752e+01,1.629300232e+01,7.280600297e+01,6.975816042e+01,3.709543955e+01,7.486603949e+01,3.204359114e+01
6.021686698e+01,4.958438676e+01,6.205508075e+01,1.036574055e+00,2.024606969e+01,1.859519428e+01,4.946969913e-01,1.106268131e+01,7.694119285e+00,9.506975941e+01,3.484171100e+01,6.771363847e+01,4.349427777e+01,5.521283455e+00,4.360414622e+00,4.723233462e+01,9.819104917e+01,3.816174612e+01,1.823923309e+01,6.457416125e+01,4.900475180e+01,1.450446148e+01,7.764797591e+01,4.821861295e+01,2.788971945e+01,9.229833236e+01,5.131264905e+00,5.811367944e+01,8.933094536e+01,2.104587623e+01,5.723514335e+01,3.192862354e+01,2.388509301e+01,5.229942895e+01,6.081172766e+01,1.079174876e+01,4.056172030e+01,1.580552176e+01,6.831737638e+01,3.152285859e+01,6.973382025e+01,4.156075061e+01,3.455715622e+00,7.148551180e+01,4.828655151e+01,1.325088251e+01,6.515953517e+01,4.472775142e+01,5.924149422e+01,5.039382537e+01,2.651376969e+01,5.660253198e+01,2.996336208e+01,9.557446898e+01,4.545772268e+01,2.501901412e+01,1.326392460e+00,5.723412483e+01,4.644714009e+01,7.491736610e+01,2.881137341e+01,8.408452467e+01,9.502036833e+01,8.885922251e+01,9.788882878e+01,3.994617553e+01,7.795401965e+01,9.041846632e+01,5.882999977e+00,8.357666939e+01,1.798858350e+01,6.604157198e+01,7.167836226e+01,2.907655643e+01,9.602611405e+01,1.573071767e+01,5.026151493e+01,5.581270062e+01,6.858246425e-01,2.918912369e+01,3.002879173e+01,7.704908830e+01,3.490791921e+01,2.085328433e+01,8.840471421e+00,5.567212214e+01,9.449845841e+01,1.004097277e+01,6.665483578e+01,4.513312425e+01,5.135125751e+01,7.872359172e+01,4.114316134e+01,6.533735329e+01,2.873010181e+01
1.480066112e+01,1.342897484e+01,7.865159847e+01,6.681799708e+01,6.504182735e+01,2.183940812e+01,8.135392160e+01,5.842392880e+01,1.122549997e+01,5.904601481e+01,3.837986800e+01,6.354941016e+01,2.381159690e+01,5.084204265e+01,4.255138442e+01,3.331855288e+01,5.721759801e+00,3.939742470e+01,8.800423289e+01,8.912602189e+01,8.772596303e+01,5.837252574e+01,2.473895601e+00,3.198922098e+00,7.249571214e+01,5.989925681e+01,2.078365077e+01,8.497390934e+01,1.909289602e+01,2.879042123e+01,1.665022336e+01,2.350908619e+01,5.851973800e-01,4.769884520e-01,2.669067583e+01,3.861717991e+01,4.666163592e+01,4.171811736e+01,6.003163104e+01,7.069522641e+00,1.128518020e+01,2.088150127e+01,5.682938366e+01,3.834741568e+01,9.135096673e+01,6.762859845e+01,6.980417029e+00,9.450442531e+01,5.886999854e+01,9.340796919e+01,6.945124205e+01,3.069579746e+01,7.863531273e+01,5.751525275e+01,1.508352248e+01,1.921430850e+01,6.074806675e+01,5.889773664e+01,6.152963031e+01,2.472684596e+00,3.947312709e+01,8.636195786e+01,8.833076768e+01,1.044083387e+01,1.232018813e+01,1.566043656e+01,2.967381819e+01,5.317447811e+01,1.846662940e+01,9.633549227e+01,9.510416623e+01,9.011184497e+01,7.852959912e+01,4.929732501e+01,9.505356412e+01,9.055726208e+01,3.645231995e+01,4.655852171e+01,9.608002787e+01,4.726562099e+01,9.256031640e+01,6.194573617e+01,7.809572677e+01,9.880110861e+01,3.871447661e+01,8.873397519e+01,7.832029300e+01,1.116930150e+01,4.958603493e+01,4.313320575e+01,5.167392253e+01,6.923814580e+01,5.624894413e+01,5.678647461e+01,9.006977107e+00
6.488309913e+01,6.038130943e+01,4.222199159e+01,2.116088692e+01,7.451064179e+01,6.924001986e+01,3.873788692e+01,2.621125207e+01,1.398913156e+01,9.000281003e+01,3.917999486e+01,5.150774230e+01,3.416496349e+01,7.373518962e+01,9.627085273e+01,6.427222991e+01,7.893263553e+01,8.045660263e+01,3.730139262e+01,7.982212016e+01,1.771054498e+01,1.282208677e+01,2.726275271e+00,5.870516709e+01,4.894996001e+01,6.833744137e+01,5.720000418e+01,8.344358792e+01,1.468730841e+01,8.720546964e+01,1.167161949e+01,6.303425322e+01,9.901306980e+01,9.633198148e+01,8.323290581e+01,1.881135105e+01,4.954895954e+01,4.013522268e+01,8.545120564e+01,3.114223525e+01,6.425776101e+00,3.139940519e+01,8.776820474e+01,5.443394527e+00,4.404522480e+01,4.516481856e+01,2.747946905e+01,4.630632070e+01,7.174293548e+01,6.717937430e+01,9.208371843e+01,2.832846751e+01,4.082991279e+01,2.766414849e+01,4.143647576e+01,8.472162873e+01,8.857440632e+01,9.774699420e+01,7.278818219e+01,1.233982287e+01,3.472725664e+01,7.647454560e+01,2.604585028e+01,4.277642197e+01,2.335507060e+01,9.997503499e+01,4.079710816e+01,6.678072722e+00,9.201468383e+01,2.887860856e+01,9.722978382e+01,1.306857378e+01,4.190850527e+01,9.504580639e+01,3.073814554e+01,2.676576808e+01,6.394233166e+01,6.576806025e+01,3.179569133e+01,6.509939412e+01,8.126463631e+01,9.965637505e+00,5.354809756e+00,7.720182812e+01,1.754973156e+01,7.196824046e+01,7.438233618e+00,2.730409848e+01,2.605573214e+01,8.652448186e+01,6.557654982e+01,4.935909250e+01,9.096100984e+01,6.618037401e+01,1.464466801e+01
