v1,v2,v3,v4,v5,v6,v7
8.542662085e+01,2.554015365e+01,2.631761105e+01,3.399008778e+01,9.512153444e+01,8.598660421e+01,7.125596813e+01
9.138048781e+01,1.009446959e+01,1.942840461e+01,8.603992947e+01,9.496151374e+01,8.244943646e+01,8.850392938e+01
2.590949543e+01,8.513785746e+01,5.236846873e+01,8.037457532e+01,4.517866276e+01,8.523787836e+01,7.102818048e+01
8.887222828e+01,2.802869525e+01,9.587585352e+01,2.827673523e+01,7.410949015e+01,2.123222602e+01,7.574873438e+01
6.616427039e+01,1.560187757e+01,6.604195720e+01,7.991492372e+01,5.705991165e+01,6.341631039e+01,2.574071419e+01
3.812291538e+01,6.980323519e+01,9.679584583e+01,5.371814032e+01,6.299039696e+01,1.250835704e+01,7.253989446e+01
9.653981908e+01,6.823332946e+01,5.528498109e+01,3.377857710e+01,1.984307744e+01,5.207393490e+01,4.297683012e+01
7.464807936e+01,3.630933736e+01,1.385080135e+01,3.368835934e+00,1.698870782e+00,4.853109505e+01,2.721366007e+01
3.265659274e+01,5.683227830e+01,8.411244170e+01,7.070693934e+01,1.551857199e+01,5.842965053e+01,6.345563148e+01
4.923619845e+01,2.987409680e+01,4.080906262e+01,5.543245744e+01,1.700069204e+01,5.471608357e+01,8.634033139e+01
9.923282359e+01,3.837137583e+00,5.434050549e+01,7.060483272e+01,5.295510261e+00,3.875026931e+01,3.567357690e+01
5.578652248e+01,5.006101313e+01,3.544699887e+01,9.092865805e+01,9.971091871e+01,2.689423848e+01,3.731560881e+01
7.011967263e+01,1.549275575e+00,8.739450422e+01,3.999627978e+00,4.553955191e+01,1.388690173e+01,2.053522888e+01
6.072775954e+01,7.175087580e+01,5.667184998e+01,3.532691372e+00,6.590951793e+01,5.899356576e+01,3.427505678e+01
4.717146612e+01,6.718448193e+01,7.318089060e+01,7.665795926e+01,2.303859272e+01,8.225155981e+01,2.236501784e+01
6.508816182e+01,4.689440734e+01,8.916838332e+01,4.285495399e+01,6.507382546e+01,8.692177779e+01,8.620034379e+01
4.800602081e+01,2.561357256e+01,2.378004811e+01,6.255712511e+01,2.122931128e+01,5.175965318e+00,6.401937397e+01
6.290293177e+01,9.592044780e+01,1.848825562e+01,9.424588201e+00,9.766138174e+01,3.446113912e+01,3.245410647e+01
3.180665714e+01,4.768483222e+01,4.364323358e+00,7.583706902e+00,3.404880563e+01,5.127709862e+01,6.392748590e+01
2.304064075e+01,4.161951787e+01,8.834261421e+01,9.563933358e+01,4.888805524e+00,8.910552129e+01,4.556916690e+01
4.136471270e+01,9.163925297e+01,5.618683049e+01,3.281663594e+01,2.828994645e+01,1.433573779e+01,6.452333839e+01
8.729188415e+01,6.860024809e+01,4.213051191e+01,7.930998239e+01,1.440162161e+01,6.170087185e+01,6.129006490e+01
8.015541054e+01,9.117459554e+01,1.263027348e+00,2.709208039e+01,2.044313627e+01,4.468835924e+01,3.177761147e+01
6.244986238e+01,1.833175229e+01,2.336372481e+01,1.506023402e+01,8.497542324e+01,6.544695032e+01,1.685979293e+01
2.798239191e+01,5.388305028e+01,7.677187352e+01,1.067499335e+01,9.893053332e+01,5.119891991e+01,5.331457518e+01
3.104052515e+01,6.489250427e+01,8.612862301e+01,2.212103481e+01,8.161373907e+01,5.805641734e+01,5.142744712e+01
1.901714228e+01,6.182065642e+01,3.488058981e+01,4.542811313e+01,5.454072420e+01,1.127441559e+01,2.481827956e+01
7.338996922e+01,1.186052193e+00,2.608163813e+01,9.513312649e+01,2.395623521e+01,8.612278885e+01,1.444104275e+01
4.811412877e+01,6.587628885e+01,2.693086309e+01,2.091374419e+01,8.721860592e+01,6.094428373e+01,8.238783949e+01
2.064408922e+01,9.782512964e+01,6.535843733e+01,2.433657484e+01,5.066483219e+00,4.998580598e+01,3.109135716e+01
4.672114079e+01,4.966365108e+00,7.560871089e+01,1.303868958e+01,7.730202710e+01,1.159047067e+01,3.520335115e+01
9.438370822e+01,9.031022589e+01,9.878943874e+01,7.377327719e+01,4.053673891e+01,6.851399228e+01,6.500146124e+01
6.690557755e+01,5.936085034e+01,7.040671462e+01,7.365125674e+01,6.243960081e+00,8.820722008e+01,3.905644104e+01
3.198532738e+01,9.829518027e+01,5.623481807e+00,9.215628477e+01,2.641192677e+01,2.826079819e+01,7.814879799e+01
5.330167596e+01,4.176675138e+01,3.704434293e+01,4.575970880e+01,7.689547189e+01,7.506245789e+01,8.063249203e+01
9.729960908e+01,3.055982870e+01,4.725095308e+01,6.429761750e+01,6.907592223e+00,1.922548894e+00,7.846875488e+01
9.850578626e+00,7.627483523e+01,1.114362134e+01,6.394139550e+01,5.188027719e+01,2.631682231e+01,7.510646108e+01
8.125752570e+01,5.745360977e+01,3.553846644e+00,7.499780872e+01,8.822893221e+01,7.537365294e+01,5.508381632e+01
5.690418310e+01,5.711066872e+01,4.047197726e+01,7.670106476e+01,1.424894990e+01,6.922739878e+01,6.014651282e+01
3.539279466e+01,7.591030432e+01,6.491151874e+01,9.699665605e+01,9.858725616e+01,2.956673826e+01,8.224867765e+01
7.258651830e+01,9.969873235e+01,1.282438875e+01,8.106152311e+01,6.400147701e+01,2.336721107e+01,8.267665966e+01
3.773077610e+01,6.245407230e+01,6.995811907e+01,6.214973856e+01,2.097875406e+01,8.412038265e+01,3.317119130e+00
9.791358693e+01,1.530275897e+01,8.769565753e+01,4.480606622e+01,4.062106531e+01,8.858151249e+01,1.344578484e+01
4.080227243e+01,1.632127231e+01,3.377567782e+00,5.020152719e+01,1.620214886e+01,8.162435238e+01,5.631273315e+01
5.654759594e+01,9.174738250e+01,9.722304371e+01,7.876385700e+01,9.273730951e+01,2.570165798e+01,4.339169640e+01
5.028393386e+01,6.514319877e+01,5.950442540e+01,3.906113983e+01,2.075798058e+01,8.350298489e+01,6.179985561e+00
8.629587848e+01,6.439804062e+01,3.617172658e+01,2.832078434e+01,2.836543702e+01,7.268818933e+01,7.286714844e-01
7.567546488e+01,9.066280566e+01,1.999849712e+01,6.551700957e+01,5.604820687e+00,3.272897563e+01,9.512999286e+01
5.906909790e+01,6.745330376e+01,9.489003870e+01,2.605771892e+01,4.970631996e+01,6.569558107e+01,7.585052994e+01
1.815994648e+01,7.324834233e+01,3.984622762e+01,8.404587769e+01,8.910220222e+01,7.722189121e-01,5.156787067e+01
1.549786191e+01,9.943863613e+01,3.643965295e+01,4.137419347e+01,4.909001256e+01,4.161779733e+01,7.038837065e+01
1.481594952e+01,6.225980364e+01,7.623884293e+01,7.863882017e+01,1.581754358e+01,1.281256404e+01,1.721868522e+01
7.521732871e+01,2.196985617e+01,5.717512582e+01,8.855049088e+01,3.920853033e+01,1.783725567e+01,2.075735135e+01
7.290813305e+01,6.281900301e+01,1.264056466e+01,2.980971392e+00,5.970613666e+01,1.059992377e+00,8.388230139e+01
3.872010857e+01,3.940641114e+01,1.859042565e+01,4.521670585e+01,3.056657810e+01,7.962549726e+01,7.556821901e+01
3.660565151e+00,1.278265905e+01,2.233213709e+01,1.637259289e+00,5.205737275e+01,1.754114381e+01,8.551127002e+01
8.399701039e+01,6.420851624e+01,9.041126942e+01,9.462206642e+01,4.186784890e+01,6.517791204e+01,1.927585641e+01
3.141857420e+01,2.081020424e+01,3.738240471e+01,2.532970643e+01,7.064724779e+01,9.307980333e+01,9.316339318e+01
8.561368327e+01,7.846442972e+01,4.027867539e+01,5.526463906e+01,6.420168978e+01,5.306125784e+00,1.766784484e+01
7.994196430e+01,8.383468286e+01,2.037264673e+01,1.828895535e+01,9.100146245e+01,9.515386132e+01,8.244954280e+01
6.912985468e+01,1.471679120e+01,3.514303942e+01,8.082987131e+01,9.073472991e+01,9.559008849e+01,9.244370590e+01
6.748698690e+01,7.523063882e+01,9.008945716e+01,2.321804521e+01,3.878662872e+01,4.913428871e+01,9.089783322e+01
8.482513621e+01,1.755089622e+01,8.573987212e+00,2.505848528e+01,3.411412727e+01,9.805876145e+01,7.159172338e+01
6.550981980e+01,4.126136933e+01,5.106309283e+01,8.377415817e+01,7.198480268e+01,5.777347558e+01,1.521465387e+01
6.227128527e+01,2.940516061e+01,8.434414277e+01,8.166981369e+01,2.791660912e+01,7.772331425e+01,7.082593403e+00
2.818547600e+01,3.246037073e+01,7.413556460e+01,3.840996504e+01,7.369684885e+01,6.918636897e+01,3.463185991e-02
9.300722051e+01,6.945927702e+01,5.962614777e+01,7.709262685e+01,7.415241845e+00,1.526933830e+01,4.270712212e+01
2.702298691e+01,7.298855852e+01,6.512661949e+00,6.987095302e+01,8.995108480e+01,6.233607746e+01,5.432776939e+00
2.385865314e+01,8.132323894e+01,8.808876049e+01,9.277481848e+01,4.206655133e+01,7.526740026e+01,8.665768860e+01
6.056518094e+01,8.963308929e+01,4.632879551e+00,7.427423368e+01,7.156356191e+00,1.661763248e+01,8.127238431e+01
1.697846591e+01,8.411922210e+01,3.629132898e+01,4.683930766e+01,3.088945671e+01,1.656898229e+01,3.799835225e+01
1.057610532e+01,9.450962250e+00,2.478489690e+01,3.624649547e+01,9.379379062e+01,1.566920997e+01,8.186248796e+01
4.170202441e+01,4.085820451e+01,3.690513263e+01,2.966783227e+01,9.745064103e+01,1.597250808e+01,7.422673025e+01
3.212896416e+01,9.604246774e+01,7.551975441e+01,2.283744090e+01,3.582666894e+00,9.602235104e+01,4.509520099e+01
4.515461839e+01,3.862648309e+01,2.642161697e+00,2.373984946e+01,1.610431626e+01,9.787290563e+01,6.226474796e+01
8.554389231e+01,6.094401004e+01,2.386612381e+01,4.789925146e+00,5.679505481e+01,3.700132694e+01,9.588421120e+00
7.618032211e+01,6.297579617e+01,3.407869730e+01,6.409951192e+01,6.182540946e+01,3.129904484e+01,9.011768442e+00
1.989567479e+01,7.616310968e+01,7.344177659e+01,4.755819628e+01,5.196061389e+01,7.015618816e+01,2.965237915e+01
8.919904081e+01,5.099363542e+01,6.775788723e+01,7.528404505e+01,5.576631201e+01,9.754769306e+01,1.693076570e+00
9.390232029e+01,6.218520602e+01,9.906464841e+01,8.172277821e+01,2.113255039e+01,1.515471660e+01,6.624021052e+01
7.214621585e+00,5.450266092e+01,7.606623775e+01,1.216988957e+01,8.416884762e+01,4.503094918e+01,6.525425074e+01
8.583712116e+01,3.199766119e+01,7.148464567e+01,7.943309341e+01,7.496061510e+01,9.534350513e+01,4.532422193e+01
1.234695706e+01,5.311397539e+01,3.157550167e+01,8.349645204e+01,5.653347089e+01,6.931644217e+01,5.226228767e+01
9.997424879e+01,2.049548319e+01,4.837040674e+00,6.502995586e+01,2.247910521e+01,8.469306851e+01,9.623499912e+01
2.075125009e+01,9.145189819e+01,1.025530056e+01,1.580378757e+00,9.522774851e+01,2.936222101e+01,7.050438939e+01
7.149117053e+01,3.201422397e+01,2.784592287e+01,1.244342636e+00,7.750942789e+01,2.728594525e+01,9.193352450e+01
4.645326108e+01,2.709761888e+01,9.548650071e+01,2.621054159e+01,7.645699452e+01,4.612293436e+01,9.614229055e+01
1.615506549e+01,1.731013874e+01,9.252812752e+01,3.403512586e+01,2.160151293e+01,2.481477972e+01,5.058985088e+01
4.205947428e+01,4.005958857e+01,5.789948015e+01,3.023205648e+01,2.738266948e+01,5.418086130e+01,4.976162692e+01
8.540878989e+00,6.835977234e+01,4.669118526e+01,6.451196553e+01,1.691275097e+01,2.059564834e+01,3.827242016e+01
3.565173941e+01,2.694288273e+01,6.818385812e+01,5.561188938e+01,3.609151305e+01,4.814501959e+01,8.081458486e+01
7.324716334e+01,7.991522088e+01,6.449204735e+01,9.221722928e+01,4.032865849e+01,9.469529393e+00,3.580527153e+01
3.618740408e+01,3.324951125e+00,7.835650615e+01,5.976295988e+01,2.230060637e+01,4.803074801e+01,8.075243158e+01
9.175136009e+00,5.110164088e+01,1.378233702e+01,9.340717152e+01,8.408313279e+01,4.753073238e+01,1.886970168e+01
7.910749686e+00,1.462195211e+01,9.502219405e+01,9.141569678e+01,7.296515187e+01,8.431928727e+01,8.810388809e+01
8.780610501e+01,6.635584095e+01,1.100560775e+01,1.111121422e+01,7.579651282e+01,4.713922565e+00,6.066212985e+01
6.147674126e+01,9.482810212e+01,6.667851765e+01,9.251745723e+01,4.160680838e+01,1.149082069e+01,6.207778206e+01
8.697215783e+01,2.840611514e+01,6.520372571e+01,3.461482372e+01,4.754052207e+01,4.296034138e+01,5.668659957e+01
3.247011702e+01,4.952185590e+01,8.748457429e+00,2.991520426e+01,2.848132754e+01,1.697786932e+01,4.112557525e+01
2.130475019e+01,3.289553244e+01,3.650775710e+00,6.873261809e+01,7.628599539e+01,3.604355506e+01,1.558451570e+01
2.414801529e+00,7.228929434e+01,2.616591771e+01,4.079041760e+00,1.806084098e+01,3.509225187e+01,5.262697748e+01
8.919137156e+00,3.498942350e+01,2.426043525e+01,4.784605086e+01,6.532413794e+01,4.367223751e+01,1.019115350e+00
5.142441866e+01,8.697077967e+01,9.276144591e+01,5.150646208e+01,6.973942812e+01,8.648266282e+01,2.908024938e+01
8.028827231e+00,5.405570401e+01,2.982753731e+01,2.203180545e+01,7.899111224e-01,1.684701918e+01,6.564723141e+01
6.003955685e+00,9.757842210e+01,3.135305543e+01,9.453651259e+01,8.072418000e+01,9.393230477e+01,4.855842786e+01
2.907682848e+01,5.830530592e+01,8.021655996e+01,7.029818824e+00,2.770935818e+01,6.735258449e+01,3.672858928e+01
1.991183004e+01,2.783456203e+01,3.815137160e+01,9.970522181e+01,8.506292075e+01,7.862131281e+01,4.659529509e+01
4.438113140e+01,9.408708694e+01,1.923824574e+01,2.787714837e+00,8.666430610e+01,4.865296694e+01,3.571397216e+00
2.925128373e+01,1.048293215e+01,4.109539053e+01,9.729213318e+01,8.637926407e+01,1.859270439e+01,9.536866144e+01
1.689224899e+01,5.927175442e+01,3.949305076e+01,4.162508936e+01,2.917353083e+01,5.238820204e+01,5.386674347e+01
6.192167885e+01,7.237006033e+01,7.645409745e+01,7.889780211e+01,3.538533119e+01,1.271998659e+01,2.248010080e+01
7.707446929e+01,1.546058676e+01,4.459829013e+01,5.844876718e+01,7.103445690e+01,9.252033563e+01,9.470191826e+01
8.320197131e+01,9.377994789e+01,2.499074046e+00,8.185612201e+01,7.814010283e+01,4.045616638e+01,5.922133580e-01
3.851398352e+01,8.841304396e+01,2.584586198e+00,8.596577111e+01,6.672835238e+01,2.985402061e+01,7.148007669e+01
7.227931018e+01,8.098420944e+01,8.906939073e+01,5.903210709e+01,7.354120210e+01,4.316732143e+01,9.960380132e+01
5.437217870e+01,3.405096244e+01,4.963620034e+01,8.792430281e+01,2.579732929e+01,8.265238062e+01,6.746762173e+01
6.100579433e+00,8.306625656e+00,3.260184079e+01,5.629386733e+01,6.796834821e+01,3.053341812e+01,2.020337479e+01
8.682758739e+00,9.359744811e+01,4.506452568e+01,4.749718253e+01,3.515142353e+01,9.026682108e+01,3.632597515e+01
4.365411186e+01,2.760977286e+01,6.460555625e+01,4.591504561e+01,7.039574250e+01,4.230528618e+01,4.187363604e+01
6.114644759e+01,5.720026290e+00,6.752301464e+01,3.223361882e+01,2.623819195e+01,5.037425522e+01,8.733929883e+01
7.052401914e+01,9.252137804e+01,4.892183168e+01,4.314280353e+01,9.207231723e+00,6.819981316e+01,6.519239401e+01
8.388451976e+01,2.476352490e+01,8.549778334e+01,4.978593738e+01,9.808314103e+00,7.871279405e+01,1.664261682e+01
5.524824251e+01,1.161562826e+01,5.556494025e+01,5.830865283e+01,7.923229572e+01,1.401918347e+01,5.652977609e+01
5.313730390e+01,8.774143354e+01,7.747402987e+00,9.382006976e+01,6.168115882e+01,2.041366535e+01,9.602390465e+01
4.356593763e+01,7.685085025e+01,9.814459570e+01,1.438972311e+01,4.301387859e+01,9.593707933e+01,6.253896496e+01
3.218724590e+00,7.636686898e+01,2.810575852e+01,5.784915815e+01,1.104266358e+00,2.149891428e+01,4.938413244e+01
1.765771918e+01,2.571666187e+00,2.661964239e+01,4.654731047e+01,5.962004727e+01,5.987610008e+01,6.532538691e+01
5.087846623e+01,6.524021330e+01,4.138145174e+01,6.734597235e+01,8.556892416e+01,9.168812673e+01,4.917810338e+01
4.008506877e+01,1.114700157e+01,8.675089999e+01,3.334763692e+01,5.352387849e+01,2.297696886e+01,1.316310630e+01
3.835422591e+01,4.817302483e+01,8.846311516e+01,2.160218436e+01,3.262532018e+01,7.246644368e+01,9.070914292e+01
2.477985949e+01,5.396228431e+01,4.309608237e+01,4.927481608e+01,3.707182971e+01,7.837655192e+01,6.763125375e+01
1.083891708e+01,6.737164868e+01,5.108889119e+00,9.789971267e+01,7.470331022e+01,8.878532400e+01,7.024817987e+01
6.002752574e+01,6.971741548e+01,2.743848549e+01,5.754327392e+01,3.095311010e+01,2.019970249e+01,3.317888376e+01
2.402401255e+01,2.346629286e+01,8.819193655e+01,2.813020212e+00,8.844953407e+01,2.688349661e+00,5.073751775e+01
8.112863458e+01,5.700355734e+01,7.501565832e+00,8.844800788e+01,9.827470579e+01,2.194201177e+01,4.355873137e+01
5.373919677e+01,7.983349068e+01,9.433357894e+01,5.538283145e+01,2.866402683e+01,8.669268998e+00,6.218360550e+01
6.927784993e+01,1.265197772e+00,2.801912169e+01,6.241523634e+01,3.540701458e-01,5.148397793e+01,9.488974641e+01
2.548728892e+01,1.375679744e+00,8.630850378e+01,2.786015094e+01,4.177376375e+01,3.497043083e+01,8.097193738e+01
2.232792220e+01,1.615527208e+01,3.552368467e+01,8.947427926e+01,9.228556612e+01,8.731438563e+01,5.325324056e+01
8.062969097e+01,7.080020886e+01,2.280807962e+01,3.316817003e+01,5.702238938e+00,2.625324424e+01,8.344637453e+01
7.909035520e-01,5.780395687e+01,6.334138327e+01,3.295534204e+01,5.021912898e+01,7.430165167e+01,4.861938408e+01
1.561401734e+01,7.660650063e+01,5.403818004e+01,7.850590444e+01,2.907496520e+01,3.625137903e+01,6.613500596e+00
1.162986822e+01,1.715717441e+01,4.992005548e+00,2.684082925e+01,4.502996192e+01,3.427161494e+01,7.405824940e+01
9.485263081e+01,4.097024331e+01,5.469194052e+01,5.981628337e+00,4.801509102e+01,5.180769498e+01,9.092496124e+01
5.354626332e+01,5.461297846e+01,8.603921511e+01,7.143671925e+01,4.341637657e+01,9.299306081e+01,8.426864719e+00
5.249286630e+01,5.193360696e+01,2.656763298e+01,1.242438838e+01,3.072106585e+01,3.813668202e+01,5.083114264e+01
8.224553282e+01,8.442815203e+01,1.977627999e+00,9.952330883e+01,4.964055149e+01,8.094131564e+01,9.758027132e+01
1.532264759e+01,7.608919197e+01,1.597910209e+01,7.438119231e+01,1.205242919e+01,7.272071061e+01,7.925856727e+01
6.252059313e+01,6.765024902e+01,8.725695772e+01,4.422680816e+01,7.974483719e+01,2.563069958e+01,5.030462012e+01
5.415822157e+00,5.369767632e+01,7.773197253e+01,4.966609793e+01,9.814909100e+01,4.547172481e+01,5.209549345e+01
3.808177480e+01,3.304802173e+01,8.942091868e+01,3.122319645e+01,5.820290156e+00,3.376860723e+01,7.988101307e+01
4.297103586e+01,9.619016931e+01,5.581024284e+01,9.490806839e+01,7.113510527e+01,4.004790958e+01,5.404229134e+01
8.747878631e+01,5.400878069e+00,6.126940218e+01,6.093747931e+01,3.768566086e+01,5.293091678e+01,7.507622286e+01
6.165865024e+01,5.866333859e+01,7.078796964e+01,8.365023656e+01,6.082969377e+01,5.055746728e+01,2.292472690e+01
8.240038395e+01,8.899700908e+01,3.798578235e+01,8.980800083e+01,3.353797771e+01,3.060079806e+01,3.194414177e+01
5.108334485e+01,7.921215856e+01,9.157206673e+01,3.518275718e+01,5.071843974e+01,6.597455897e+01,8.200692466e+01
8.659537301e+01,9.628190874e+01,8.309584181e+01,7.599491195e+01,1.473086767e+01,6.385558258e+01,3.753752202e+01
5.862892821e+01,7.475666560e+01,7.858989082e+01,7.216676284e+01,6.228031900e+01,1.293838767e+01,4.081454915e+01
9.470930193e+01,4.771962818e+01,5.350506867e+01,6.743272673e+01,4.075981934e+01,2.928314443e+01,8.010511015e+01
7.116331575e+01,4.141534565e+01,4.242560500e+00,5.284482467e+00,6.114506076e+01,4.682000592e+01,9.281149776e+00
6.730548560e+01,6.425487035e+00,3.007873517e+01,3.872903244e+01,4.467955648e+01,3.220922984e+01,8.689222178e+01
3.336863464e+01,9.539309689e+01,5.744124178e+01,3.750917907e+01,7.421704074e+01,8.619145115e-01,3.983397177e+01
2.623966229e+01,8.236395232e+01,3.329570307e+01,3.107039585e+00,8.766173651e+01,9.087709935e+01,5.083010994e+00
5.695124226e-01,7.143615663e+00,2.951252212e+01,8.124213833e+01,1.313558605e+01,9.004894580e+01,9.983228896e+01
5.596284186e+01,4.468121458e+01,5.253277511e+00,2.489256790e+01,3.935733129e+01,4.720719656e+01,2.151008598e+01
5.178968949e+01,5.346198869e+00,7.327548549e+00,1.147300274e+01,6.455996800e+01,4.702200046e+01,5.806514384e+01
9.293363078e+01,5.264159642e+01,3.342444602e+01,9.977258672e+00,6.786518692e+01,6.352132763e+01,4.458922548e+01
8.354884160e+00,9.921210235e+01,9.087026344e+01,5.863316760e+01,3.758129912e+01,6.420436807e+01,9.288818494e+01
9.947811578e+01,6.897779968e+01,9.739888825e+01,4.914025235e+01,6.912772197e+01,4.074580977e+01,7.328774933e+01
7.362755146e+01,2.857286531e+00,4.919264979e+01,4.695712137e+01,6.072325816e+01,4.204351731e+01,3.369420252e+01
1.509544702e+01,4.183027598e+01,8.994827764e+01,7.014376592e+01,4.362825627e-01,2.835848491e+01,9.738259613e+01
6.570086691e+01,8.461258245e+01,2.855019970e+01,3.913433610e+01,8.773437965e+01,5.578295806e-01,1.291043242e+01
4.604021989e+01,6.111759355e+01,5.372261516e+01,3.263404216e+01,7.025990317e+01,1.710577405e+01,3.491369475e+01
6.028086030e+01,1.581035931e+01,3.916537615e+01,6.975647686e+01,2.136886713e+01,2.039261220e+00,5.447486893e+01
2.396030285e+01,8.120103852e+01,9.001328679e+00,9.908539040e+01,4.010693099e+01,2.067073556e+01,2.190312753e+01
6.214571776e+01,9.073555125e+01,6.307161511e+01,2.666490574e+01,1.332149132e+01,9.701314316e+01,8.199448167e+01
6.060273500e+01,5.152442031e+01,4.394946203e+01,7.168670509e+01,4.686290655e+01,3.087563336e+01,3.002739243e+01
3.660387393e+01,4.690322630e+01,1.248934402e+01,8.661889868e+01,4.963297826e+00,2.166485085e+01,4.365822172e+01
2.328478241e+01,1.570194185e+01,3.281963575e+01,9.390362727e+00,1.114592496e+01,5.513997201e+01,5.521806543e+01
2.058385084e+01,3.070674298e+01,3.254712887e+01,4.207150304e+01,2.226894137e+01,8.237159051e+01,6.664291231e+01
5.193985866e+01,6.354436070e+01,3.398788752e+01,5.032980238e+01,4.694900923e+01,7.696693958e+01,1.564470106e+01
5.155580118e+00,1.145420043e+01,9.286925503e+01,9.920856860e+01,8.136912814e+01,6.187793100e+01,2.999223927e+01
3.054807676e+01,3.900715056e+01,7.586431468e+01,6.297094208e+01,4.520801366e+01,6.261786233e+01,6.106071946e+01
9.849138969e+01,7.753592974e+01,8.880846685e+01,3.030874329e+01,7.559586326e+01,8.143850208e+01,5.758863201e+01
6.438309278e+00,7.331097099e+01,3.058325640e+01,5.265307463e+01,5.479803109e+01,7.733632586e+01,4.671740178e+01
8.907627157e+01,3.514575017e+01,3.721633588e+01,8.914647600e+01,7.615836445e+01,5.664279565e+01,3.349724887e+01
7.416172251e+00,6.967744492e+01,5.033635190e+01,7.580183887e+01,3.318352514e+01,3.551631911e+01,1.255316439e+01
8.947004383e+01,5.105337918e+01,1.884042411e+01,7.335501262e+01,6.991417918e+01,4.674337903e+01,4.510759573e+01
4.619960632e+01,6.860179086e+00,3.112384103e+01,3.097038433e+01,2.673816485e+01,5.435156685e+01,2.668249945e+01
7.852048989e+01,9.899036593e+01,7.503359546e+01,7.299437024e+01,5.555665580e+01,5.962532415e+01,2.807422917e+01
4.125322843e+01,3.939972912e+01,9.918730977e+01,8.306252807e+01,6.034703289e+01,2.111561766e+01,2.834758565e+01
1.129823730e+01,8.073008150e+01,7.279248766e+01,8.506440366e+01,4.326449872e+01,5.097055198e+01,9.673374695e+01
3.979588505e+01,3.484892167e+01,3.232105887e+01,4.828047042e+01,9.506205701e+01,6.836958413e+01,7.801860485e+01
7.943101945e+01,2.303514618e+01,2.891558398e+01,1.938473813e+01,4.095339172e+00,1.107050515e+01,3.659386390e+01
7.499550561e+01,6.756513483e+00,6.457815896e+01,2.365532390e+01,3.832092183e+00,2.991174645e+01,5.586196083e+01
5.122047020e+01,1.376606105e+01,3.174031716e+01,7.557495824e+01,5.391098624e+01,3.020233667e+01,1.203815389e+01
6.258576883e+00,8.491596585e+01,3.853155879e+01,7.665616762e+00,2.875106788e+01,9.207951025e+00,2.110187856e+00
3.730872624e+01,5.535167264e+01,4.732313166e+01,6.468784959e+00,4.738585986e+01,4.185308876e+01,1.090184443e+01
1.875638390e+01,6.724936421e+01,9.656593212e+00,8.142318597e+01,3.596223243e+01,3.212780193e+01,1.420448104e+01
6.534611704e+01,9.799212930e+01,8.610375568e+00,7.051240108e+01,6.545787583e+01,1.548751342e+01,6.546266610e+01
7.163207204e+01,9.556725800e+01,6.082522782e+01,9.321175935e+01,2.891606464e+01,8.338022989e+01,5.903426707e+00
3.123947675e+01,4.711045465e+01,6.652670982e+01,1.534469488e+01,9.756975830e+01,5.629340273e+01,5.910407066e+01
2.576238036e+01,7.310764746e+01,9.240815115e+01,2.718725434e+01,5.525524401e+01,7.008730722e+01,4.774416814e+01
5.684704492e+01,6.792659469e+01,1.129191585e+01,9.521508511e+01,5.742411270e+01,7.095311175e+01,7.863319982e+01
7.422665134e+01,7.510480018e+00,6.419117003e+01,4.801086546e+01,9.355832557e+01,9.830273284e+00,9.004714073e+01
5.348157919e+01,7.886663853e+01,5.027142705e+01,6.853158628e+01,3.045062857e+01,1.069755559e+01,9.521989216e+01
9.142613105e+01,9.747724456e+01,4.359259662e+01,5.774228365e+01,4.099374681e+01,5.087988525e+01,9.426378753e+01
1.391734320e+01,2.257439688e+01,6.612089378e+01,5.061807562e+01,7.801698733e+01,7.074170600e+01,4.882468136e+01
8.403288297e+01,5.179360129e+01,9.039758961e+01,6.917305759e+01,6.415693248e+01,6.430250808e+01,9.913984932e+01
5.162901595e+01,4.449642385e+00,3.371737563e+01,7.806472305e+01,7.520139133e+01,4.528155217e+01,7.349056866e+00
5.256200815e+01,8.362160998e+01,9.353387898e+01,3.077110213e+01,4.545375823e+00,2.500736893e+01,1.185040508e+01
5.513086370e+01,4.359813956e+01,8.496868603e+01,9.662133567e+01,3.559892366e+01,2.781257387e+01,6.771160446e+01
4.015204443e+01,4.753491033e+01,5.573402545e+01,2.649088600e+01,8.813876194e+01,7.455940643e+01,4.397087500e+01
6.788999431e+01,3.415816487e+01,1.763437667e+01,9.360007635e+01,8.529363388e+01,9.179998362e+01,8.906273969e+01
8.362758992e-01,3.105595755e+01,4.673640966e+01,7.267358527e+01,2.207970093e+01,2.793389990e+01,5.821551264e+01
4.738332762e+01,4.514025946e+01,6.232046707e+01,7.624405545e+01,2.655669237e+01,3.726559405e-02,8.675511730e+01
1.795945137e+01,8.697691423e+00,6.147456083e+01,3.130594357e+01,1.239496843e+01,6.891444051e+01,1.651181691e+01
8.735285234e+01,1.884143383e+01,2.072236477e+01,1.487625949e+01,3.338564117e+01,9.417808382e+01,1.080548963e+01
5.393701755e+01,4.549518842e+01,3.024372579e+01,8.239981402e+01,2.741851019e+01,3.464313569e+01,9.457431423e+00
8.259333832e+01,7.214687499e+01,4.054002385e+01,5.697237104e+01,7.905328732e+01,3.927672670e+01,2.704908267e+01
8.305720787e+01,9.459559387e+01,3.192131850e+01,7.279730453e+01,6.236144907e+01,7.427617771e+00,2.031095187e+01
