v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77
9.252102920e-01,9.661188691e+01,6.860415965e+01,7.644384640e+01,8.409969932e+00,3.267906690e+01,5.592311041e+00,5.697713224e+01,6.591397253e+01,3.448668031e+01,2.571370356e+01,8.456422861e+01,1.858964193e+01,1.387743594e+01,6.987215599e+01,2.445843048e+01,4.634417326e+01,3.024779359e+00,6.098343734e+01,2.149151623e+01,4.669812993e+01,8.860294296e+01,1.456251302e+01,2.142547712e+01,5.148774192e+01,6.969138723e+01,1.235167755e+01,3.803494370e+01,7.166037320e+01,3.602395252e+01,3.610874977e+01,7.690656491e+01,3.385979328e+00,7.930407858e+01,6.750501491e+01,4.259556480e+01,4.946280167e+01,1.761300566e+01,7.665285003e+01,5.957389737e+01,6.249387045e+01,3.535757735e+01,5.083821098e+01,1.597154767e+01,4.529822766e+01,5.776532249e+01,7.440609062e+00,7.325808052e+01,2.988286946e+01,3.417227849e+01,8.902126828e+01,4.583189806e+01,3.005388504e+00,9.720932035e+01,6.439133232e+01,1.083938227e+01,1.993195860e+01,9.428803116e+01,6.079808102e+01,7.581966533e+01,1.489228697e+01,4.274187276e+01,9.252005431e+01,5.762106893e+01,5.098307333e+01,9.235757291e+01,5.224610106e+01,5.607054434e+01,7.905806748e+00,7.035494857e+01,5.759729941e+01,7.940017772e+01,6.437703199e+01,8.912570697e+00,6.788473345e+01,2.858434415e+01,4.888368865e+01
9.204030538e+01,4.787075125e+01,9.232477480e+01,7.812753434e+01,2.709978489e+00,5.262659577e+01,5.424113505e+01,5.999307398e+01,1.877543706e+01,5.697639091e+01,6.778074431e+01,3.013751274e+01,3.249655106e+01,8.568770619e+01,8.960046779e+01,4.702478677e+01,4.216898539e+00,4.558033252e+01,8.888520694e+01,9.773378532e+01,7.628874152e+01,5.962709540e+01,8.960729511e+01,9.202398522e+01,6.508843171e+00,9.065625754e+01,5.458002833e+01,8.212487917e+01,4.280151194e+01,2.013193741e+01,6.212920781e+01,2.723321231e+01,6.603210869e+01,2.511964413e+01,1.443184394e+01,1.988973210e+01,5.977140771e+01,4.368961447e+01,6.930890949e+01,4.960570187e+01,5.688594113e+01,6.733314220e+01,5.107562824e+01,3.799593944e+01,6.936563709e+01,1.981252053e+01,1.703282113e+01,1.550775020e+01,2.705562248e+01,1.248723624e+00,5.971017591e+01,6.742724707e+01,4.612510039e+01,5.151563431e+01,7.903820578e+01,2.899484057e+01,6.310550003e+01,4.255710093e+01,9.506684930e+01,3.639015554e+01,7.492355683e+01,9.562913859e+01,3.470383735e+01,7.012122151e+01,6.682951390e+01,3.610104075e+01,9.269666609e+01,4.411496424e+01,2.250122232e+01,2.050794249e+01,4.387434404e+01,6.837989464e+01,8.316217954e+01,4.630824001e+01,4.253951682e+01,1.577479034e+01,3.689729290e+01
6.916797940e+01,8.287096743e+00,2.070989236e+01,1.961691176e+01,8.387662059e+01,4.068941770e+01,2.140160496e+01,7.148799262e-01,6.189543161e+01,1.962198916e+01,9.679420216e+01,8.817942513e+01,3.623670660e+01,6.976369230e+01,9.414590852e+01,4.917617603e+01,9.777996420e+01,2.415554901e+01,6.456019487e+01,2.904577296e+01,4.476872325e+01,1.740720254e+00,1.189053971e+00,1.679851758e+01,7.350943457e+01,7.377646317e+01,2.253813564e+00,2.934289616e+01,2.089647579e+01,6.898213742e+01,3.719503649e+00,7.473550231e+01,6.111366959e+01,4.348387639e+01,4.370099199e+01,2.070351738e+01,9.133633660e+01,9.095962823e+01,6.869878938e+01,1.461285927e+01,5.044033956e+01,5.365495096e+01,8.812353432e+01,4.917682440e+01,1.012038874e+01,6.850419161e+00,6.080067615e+01,6.026105278e+01,4.783105716e+01,7.870035424e+01,1.987640425e+01,6.287251839e+01,3.075621827e+01,6.638279620e+01,6.917153116e+01,9.663318603e+01,1.178055105e+01,4.729043043e+01,9.866890571e+01,6.703871294e+01,1.192756288e+01,4.274137203e+00,5.609511390e+01,8.782845961e+01,3.729213605e+01,5.395531949e+00,5.247255116e+01,6.480167907e+01,5.831649171e+00,2.489607412e+01,9.883397171e-01,7.716738613e+01,5.578519332e+01,7.317838831e+00,1.619933293e+01,1.044097835e+01,8.178552559e+01
8.430176799e+01,9.234388345e+01,5.139276933e+01,8.096664438e+01,8.116555657e+01,8.900377988e+01,7.150787861e+01,4.863286828e+01,1.128587512e+00,4.981043690e+01,8.245240038e+01,4.990330115e+01,5.943983876e+01,3.938551020e+01,9.979319378e+01,8.152002114e+00,1.962946801e+01,1.525805009e+01,8.863016613e+01,1.295320451e+01,2.025405339e+01,6.619763269e+01,1.537853018e+01,7.002380266e+01,8.954577127e+01,3.317739765e+01,4.486809274e+00,9.412914809e+01,6.252728734e+01,7.024877607e+01,5.771347057e+01,6.435900667e+01,7.814592523e+01,2.841450752e+01,3.875359013e+01,4.548332262e+00,1.659394858e+01,2.857244538e+00,4.111434659e+01,8.725634842e+01,6.574223602e+01,3.788779419e+01,9.054750930e+01,6.429035558e+01,9.326578710e+01,1.616734555e+01,2.872994232e+01,5.151417981e+01,8.151923618e+01,1.982381328e+01,3.544176662e+01,4.217565729e+01,8.268885869e+01,6.550094859e+01,4.004315839e+01,9.730656433e+00,6.379157559e+01,9.022545936e+01,2.256184904e+01,1.637654872e+01,9.730781768e+01,4.753932813e+01,3.582809147e+01,7.924940198e+00,8.832847893e+01,6.895063169e+01,7.614036851e+01,6.128219718e+01,3.244610835e+01,9.405496917e+01,4.448224208e+01,4.044424034e+01,3.861582552e+01,9.583883274e+01,5.818983366e+01,8.298239191e+01,7.530995997e+01
8.470056085e+01,5.722924875e+01,4.252359137e+01,8.845792761e+01,1.773269616e+01,3.433860173e+01,2.636437368e+00,2.694892805e+01,8.521765184e+01,6.168022528e+01,7.562411113e+01,5.641731496e+01,1.706565481e+01,2.317231105e+01,5.515189635e+00,6.014815608e+01,4.094877201e+01,5.449439329e+01,5.253781815e+01,8.220169214e+01,5.473302913e+01,8.278958148e+01,9.226694290e+01,9.123688685e+01,2.174336538e+01,1.111566654e+01,7.691387836e+01,8.429263348e+01,3.092462784e+01,3.922297234e+01,7.914743542e+01,9.341493892e+01,4.763035370e+01,7.564242940e+01,6.137792395e+01,7.193116886e+01,1.340208263e+01,6.847261624e+01,8.174589286e+01,6.049295005e+01,7.639329305e+01,3.349032836e+01,1.719879574e+01,2.284601901e+01,2.671808936e+01,8.599761946e+01,5.131569388e+01,6.301403313e+01,8.220163796e+01,1.117366125e+01,2.979019880e+01,3.347374026e+01,6.675365259e+01,6.218441801e+01,7.565934193e+00,6.123383364e+01,6.832166449e+01,7.507711821e+01,3.927168076e+01,8.925564730e+01,6.439781104e+00,6.532274236e+01,8.158130558e+01,8.338583709e+01,1.829053669e+01,2.768938052e+01,8.331904931e+00,7.317142493e+01,7.325287422e+01,4.223271806e+01,8.235092302e+01,5.368036813e+01,3.472994721e+01,7.108346687e+01,6.672930570e+01,9.275267216e+00,5.785141152e+00
9.795672389e+01,7.899214500e+01,2.738129531e+01,2.412761039e+01,1.041177806e+00,9.309303661e+01,2.968234789e+01,2.652283086e+01,9.798880744e+00,6.123851521e+01,1.431274834e+01,1.176313834e+01,2.312447066e+01,8.712287329e+01,7.398423860e+01,3.985782246e+00,4.039909689e+01,5.599189208e+01,9.090984615e+01,9.312672803e+00,7.530152878e+01,1.051921816e+01,2.278450083e+01,2.422199605e+01,2.640672574e+01,7.404899401e+01,8.645076874e+01,8.753728908e+01,4.549698593e+01,6.656465307e+01,2.129928054e+01,9.649431377e+00,5.919586487e+01,8.875176943e+01,9.227148929e+01,2.535558365e+01,2.766911520e+01,1.480866193e+01,8.134636089e+01,3.107079242e+01,5.359602243e+01,8.202837720e+01,4.941808330e+01,8.211543135e+01,3.521479862e+01,8.546567025e+01,7.115380230e+01,4.082744872e+01,6.855178072e+01,1.088949049e+01,7.495882434e+01,2.409122237e+01,1.651027330e+01,8.940149903e+01,9.260659395e+01,3.864279838e+01,7.981131690e+01,3.667312199e+01,7.902814510e+00,7.871281085e+01,6.331854552e+01,3.807030689e+01,3.222334978e+01,1.761355109e-02,1.299888163e+01,2.563904729e+01,7.001012163e+01,1.285738708e+01,5.679378428e+01,6.191992776e+01,3.944387757e+01,4.056648103e+01,8.337381568e+01,7.226153944e+01,1.100322634e+01,5.890579226e+01,9.551675756e+01
6.894049442e+01,8.480063479e+01,9.706129903e+01,5.473364625e+01,6.438030872e+01,1.367027586e+00,2.476815284e+01,6.733071329e+01,3.161502153e+01,3.137205506e+01,7.076908863e+00,1.071068309e+01,8.206731184e+01,1.356648878e+00,5.248832062e+01,6.451230292e+01,1.947233496e+01,8.743408023e+01,9.198909376e+01,9.107157566e+01,5.278598290e-01,5.810389175e+01,7.311008586e+01,7.505136184e+01,9.294826654e+01,3.754763461e+00,6.081342001e+01,1.276689634e+00,3.609852644e+01,1.908335821e+01,3.482289264e+01,2.077563242e+00,2.321467492e+01,8.896702607e+00,2.372513402e+01,7.168670839e+01,4.556766191e+01,5.290010524e+01,5.873175223e+01,6.209326195e+01,2.941749936e+01,7.095138873e+00,4.875533295e+01,2.382110545e+01,8.333101144e+01,6.466161021e+01,5.573155326e+01,9.087241702e+01,4.981799712e+01,5.888651904e+01,1.031909045e+01,2.644606772e+00,9.955079519e+01,2.625442831e+01,8.591511906e+01,4.090564290e+01,7.466797025e+01,7.346675877e+01,4.857098023e+01,9.242143475e+01,1.048434279e+01,7.603001006e+01,8.478354959e+01,5.331587617e+01,1.937842770e+01,9.465038037e+01,1.933090353e+01,4.978562344e+01,2.813958656e+01,9.152371579e+01,9.354479882e+00,7.144408861e+01,7.884206628e+01,7.974955955e+00,2.244838293e+01,7.150542231e+01,7.439734596e+00
8.314126640e+01,2.626829250e+01,2.202352817e+01,6.702470257e+01,7.121276670e+01,1.892563837e+01,5.842636463e+00,5.726780520e+01,9.150109631e+01,4.492442252e+01,8.253150706e+00,3.864959489e+01,8.184096279e+01,1.197761357e+01,1.899182600e+01,8.033420402e+01,5.667280619e+01,1.629105851e+01,8.148807214e+01,4.526853666e+00,3.428580494e+01,2.561053917e+01,7.726173245e+01,8.019418637e+01,8.525541085e+01,8.572000891e+01,9.667653181e+01,3.769893912e+01,9.762495446e+01,3.294971645e+01,9.390101580e+01,1.480580330e+01,1.612894107e+01,6.756301045e+01,6.048975556e+01,2.331296605e+00,6.459370301e+01,3.221502207e+01,5.194961443e+01,4.593252554e+01,7.250790600e+01,9.429909020e+01,4.417355493e+01,7.772490889e+01,9.856006263e+00,6.385632906e+01,4.929845831e+01,2.310337905e+01,9.297592306e+01,8.078327604e+01,8.079266991e+01,8.095774617e+01,9.093752557e+01,9.300331725e+01,1.322450024e+01,1.490823103e+01,2.367100888e+01,5.957483395e+01,6.453781176e+01,3.470634854e+01,3.837038701e+01,6.076940874e+01,6.278029138e+01,5.816184182e+01,3.427356557e+01,8.897233171e+01,4.910223237e+01,5.404288745e+01,8.079152802e+01,8.548377642e+01,1.590669722e+01,7.309565648e+01,5.859611972e+01,4.853342936e+01,6.968888316e+01,6.615893913e+01,2.557898756e+01
3.061024789e+01,8.458780820e+01,2.069757080e+01,7.297608386e+00,7.001831699e+01,7.100321715e+01,3.236718381e+01,5.683868465e+01,9.394308496e+01,8.105378563e+01,6.653420029e+01,1.096923364e+01,3.677383553e+01,9.981575807e+01,6.644184886e+01,7.278481880e+01,3.338504921e+01,1.741981351e+01,8.713588661e+01,9.785235432e+01,9.867069631e+01,3.807813477e+01,1.711847070e-02,8.653890864e+01,8.701435346e+01,1.741362327e+01,3.632561383e+01,4.861456583e+00,1.144260802e+00,2.997386640e+01,3.008918600e+01,2.174924880e+01,5.012656651e+01,3.426650704e+01,8.335636930e+01,3.846468657e+01,6.383287883e+01,7.831655603e+01,5.084060231e+00,6.002092181e+01,8.453416113e+01,6.658039730e+00,5.905931159e+01,3.753981179e+01,8.056214691e+01,5.444433924e+01,8.864163870e+01,9.120742524e+00,2.842752338e+01,8.447302185e+01,3.210156354e+01,2.821428942e+01,2.182274103e+01,7.069881225e+00,9.187251412e+01,5.071412033e+01,8.943082674e+01,2.602483121e+01,9.939995187e+01,4.408136563e+01,8.927041878e+01,7.861588180e+01,9.022590449e+01,7.110858395e+01,8.452831477e+01,7.253433143e+01,6.542046213e+01,6.358910954e+00,4.074524198e+01,9.878734714e+01,8.935565139e+01,6.851893805e+01,4.070848873e+01,3.216765186e+01,6.179079125e+01,8.688477608e+00,5.668563271e+01
6.050809790e+01,5.125960361e+01,8.644806314e+01,7.364695896e+01,4.970213689e+01,7.098124535e+00,9.758251929e+01,6.158443934e+01,4.541001421e+01,4.034783816e+00,7.881908870e+00,8.573673768e+01,7.053157798e+01,1.013645469e+01,7.678994986e+01,8.279938996e+01,6.622494732e+01,2.908659767e+01,6.082833700e+01,4.735028333e+01,8.264470992e+01,7.902683567e+01,2.106248735e+01,5.919724250e+01,3.171031022e+01,8.411999108e+01,9.850932597e+01,8.472612388e+01,9.279415489e+00,3.534724253e+01,7.960892825e+01,5.716596118e+00,2.498102367e+01,9.507632131e+01,4.091220748e+01,9.741130667e+01,1.638466850e+01,7.405713218e+01,6.044646575e+01,7.727876303e+01,9.275086431e+01,6.251406566e+01,7.467369303e+01,2.814133104e+00,4.690023860e+01,8.625024065e+01,8.785540303e+01,6.584904365e+01,5.757098332e+01,3.914898997e+01,1.935850986e+01,1.461842689e+01,2.620549727e+01,9.480954890e+01,6.349804098e+01,2.829894051e+00,5.970695785e+00,3.287063923e+01,5.656634837e+01,7.968260321e+01,4.518775041e+01,8.963360274e+01,5.786884038e+01,9.054744642e+01,4.950031939e+01,8.491903609e+01,1.319654255e+01,8.504643537e+01,5.927561810e+01,1.099599353e+01,7.068214143e+01,2.701814229e+01,1.691932796e+00,7.026639563e+01,9.817130981e+01,6.834153602e+01,8.217945928e+01
5.950726799e+01,2.872661805e+01,3.811191021e+01,9.008664650e+01,5.645003410e+01,8.884003980e+01,8.799302391e+00,6.542237577e+01,8.298496956e+01,2.633551191e+01,3.946235813e+01,6.743582061e+00,1.236660423e+01,2.851182527e+01,1.702425919e-01,8.856681123e+01,3.995473090e+01,3.748973456e+01,3.496821542e+01,3.058275546e+01,8.440033691e+01,7.022835751e+01,5.803272462e+01,7.976775806e+01,8.354132335e+01,5.851591308e+01,1.121325920e+01,6.552512150e+00,9.578473854e+01,9.607066460e+01,4.575035912e+00,9.926196951e+01,5.308088222e+01,1.776491939e+01,6.115744814e+01,1.894087136e+01,6.233024280e+01,6.935208461e+01,5.171737151e+01,4.468853191e+00,1.293664875e+01,7.421883701e+01,5.584050857e+01,9.174036412e+00,2.076368716e+01,2.839826707e+01,1.166559245e+01,2.864014979e+01,5.551481219e+01,3.026066266e+01,9.709044602e+01,5.092039697e+01,2.939305833e+01,5.014085740e+00,2.381688902e+01,1.849619529e+01,7.561004832e+01,9.442489442e+00,7.638342614e+01,9.822708153e+01,1.709322648e+01,5.881753269e+01,5.292527598e+01,5.298948394e+01,7.640511378e+01,6.144098293e+01,2.550066115e+01,8.296402280e+01,9.927186022e+01,5.231483980e+01,9.394938572e+01,8.782647887e+00,6.444731450e+01,1.939842897e+01,5.446079351e+01,6.150811981e+01,8.879705080e+00
9.324154166e+01,3.768065243e+01,9.924976070e+01,3.532569739e+01,6.265232428e+01,9.064078277e+01,1.680912557e+01,5.248237381e+01,6.490675171e+00,4.930453597e+01,8.829933580e+01,8.020691746e+01,3.062312393e+01,3.703070275e+01,8.461595376e+01,1.039121612e+01,8.306651548e+01,7.765742576e+01,6.761997313e+01,6.020335228e+01,6.566867129e+01,9.693432321e+01,6.158794684e+01,1.397881061e+01,6.790635543e+00,1.879739140e+01,3.464647809e+00,6.708583338e+01,7.721614577e+01,4.914276359e+01,4.371497703e+01,5.850675100e+00,9.197806280e+01,2.507610312e+01,5.686007421e+01,5.403731499e+01,5.860337333e+01,2.184309741e+01,9.205354748e+00,7.016042540e+01,9.858545557e+01,8.775121980e+01,6.062097058e+00,3.203703811e+00,4.398229383e+01,5.501137484e+01,3.469039008e+01,3.599080013e+01,9.475056762e+01,4.693498304e+01,4.880876249e+00,6.820147673e+01,4.310504340e+01,4.154956016e+01,6.084601800e+01,1.049762269e+01,5.113704776e+01,3.256916746e+01,9.499196978e+01,5.637160231e+01,5.317723792e+01,6.635219907e+00,7.970918078e+01,6.542604098e+01,5.412335217e+01,3.160118278e+00,5.610825845e+01,8.447229357e+01,5.263960822e+01,7.907919692e+01,8.199845632e+01,5.861704165e+01,8.141342111e+01,5.572041544e+01,9.178335256e+01,1.347654187e+01,1.525330056e+01
6.335412974e+01,6.320721262e+01,6.051641650e+00,8.669163915e+01,4.219156666e+01,9.231087889e+01,4.629527160e+01,3.320065759e+01,1.521149361e+01,1.378579714e+01,7.606730634e+01,7.331597136e+01,6.555758347e+01,5.959970133e+01,7.018757323e+01,2.321773413e+01,4.388078181e+01,4.560563638e+01,3.200425527e+01,5.183593902e+01,9.377057090e+00,7.165959179e+01,5.973128762e+01,5.618069668e+01,5.116797687e+01,3.841577993e+01,3.160911303e+01,8.415693751e+01,2.311109328e+01,3.414291674e+01,3.698365235e+01,6.170851274e+01,8.605401769e+01,8.225415286e+01,9.732249032e+01,2.892183412e+00,7.263653111e+01,5.796627236e+01,3.583396536e+01,5.083849218e+01,3.440170140e+01,8.424979553e+01,8.962711437e+01,5.993638307e+01,6.316514458e+01,8.338114164e+01,7.515048916e+01,3.379692695e+01,2.657937427e+01,9.026501768e+01,6.055062711e+01,1.371758276e+01,3.428601067e+01,1.376675242e-01,6.136535086e+00,5.912726234e+00,2.332530099e+01,5.264158400e+01,6.222790853e+00,9.755401662e+01,1.892587433e+01,9.730466030e+01,2.073571237e+01,8.716143035e+01,9.809242822e+00,4.339521984e+01,1.736806633e+01,9.024046143e+01,3.746236145e+01,3.763304319e+01,2.505870029e+01,3.807975543e+01,4.501007794e+01,4.805170608e+00,9.667022650e+01,7.914520897e+01,1.123722854e+01
3.848821766e+00,6.379217224e+01,9.786125691e+00,3.957803820e+01,8.511323314e+01,5.364208929e+01,9.703258027e+01,8.520433545e+01,3.143476202e+01,5.699004661e+00,2.475126250e+01,2.869514389e+01,6.882449857e+01,1.554888354e+01,3.002823211e+01,8.790355441e+01,3.604428078e+01,1.941185871e+01,3.239802534e+01,9.034825911e+01,4.874659985e+01,2.655014425e+00,9.521036020e+01,2.709712263e+01,2.346594999e+01,3.612685617e+01,2.905666521e+01,8.847667264e+01,7.314217326e+01,8.386424273e+01,4.678931978e+01,1.883550439e+01,8.314870623e+01,2.402807517e+01,3.110890757e+01,5.269586821e+01,2.176142065e+01,3.249131157e+01,9.369763079e+01,3.625804449e+01,9.691796472e+01,9.611958143e+01,6.854906790e+00,8.836124508e+01,8.387250602e+01,6.346595052e+00,4.201988924e+01,1.536188612e+01,2.730036801e+01,7.836824410e+01,3.002725034e+01,6.497548638e+01,2.137597868e+01,5.508820175e+01,2.638394921e+00,1.861823585e+01,2.335539434e+00,4.188877438e+01,9.811223966e+01,2.696909290e+01,1.802020621e+01,1.630144318e+01,5.345850400e+01,7.599084190e+01,4.893324527e+01,4.224815856e+01,7.134351503e+01,9.376077922e+01,6.062306696e+01,3.444150890e+01,6.818992664e+01,8.679198319e+01,7.969916931e+01,1.901211323e+01,8.383759251e+01,7.381021906e+01,4.785938247e+01
1.131119079e+01,3.844358098e+01,9.124603735e+01,9.897591863e+01,1.869580079e+01,5.691353089e+01,1.719928985e+01,1.865260320e+01,6.951600065e+01,8.542482249e+01,5.157352689e+01,4.674572262e+01,1.634062219e+01,7.552644455e+01,3.407413193e+01,1.953644218e+01,7.771253012e+01,6.001604579e+01,9.546315676e+01,9.234854588e+01,3.834867067e+01,7.697176160e+01,3.870161516e+01,6.282075450e+01,3.467155641e+01,6.302445407e+01,8.341025309e+01,9.740155061e+01,1.253876967e+01,5.003210974e+01,5.134922465e+01,2.359001745e+01,7.058666874e+01,1.165792451e+01,1.262809896e+01,8.768435891e+01,8.429069703e+01,3.281133490e+01,3.906523047e+01,3.459441212e+00,5.945103367e+01,4.893072102e+01,9.654666140e+01,4.687011515e+01,5.176265299e+01,5.641255189e+01,6.399800883e+01,4.831445102e+01,9.522360941e+01,4.724485863e+01,1.027013960e+01,4.722840343e+01,5.441269338e+01,8.993518160e+01,5.502364965e+01,7.904026955e+01,3.241075221e+01,5.384841719e+01,4.900223875e+00,9.183536277e+01,2.147685347e+01,9.282729652e+01,3.596704097e+01,6.957507384e+01,7.800271139e+01,8.712023538e+01,3.040018398e+01,7.408970273e+01,7.809640580e+01,4.307600020e+00,5.978687371e+01,2.643061567e+01,9.411038261e+01,6.698102414e+01,4.441095605e+01,5.333772252e+01,2.723681379e+01
7.767590168e+01,7.593906549e+01,8.501611121e+01,2.853477858e+01,9.693481552e+01,9.059926619e+01,9.842585557e+00,4.532882359e+00,3.336709185e+01,8.448901252e+01,5.291777190e+01,8.798881148e+01,2.509760927e+01,3.980358788e+01,2.128033821e+01,1.103745409e+00,4.011586056e+01,8.111598953e+01,1.605208372e+01,7.588759311e+01,5.160162426e+01,8.719227998e+01,8.079092235e+01,7.455372626e+01,2.263930923e+01,8.776017822e+01,6.931671364e+01,2.661992315e+01,9.686202265e+01,6.833246856e+01,6.029051625e+00,2.305661009e+01,7.071809042e+01,8.525286004e+01,9.250339132e+01,4.945604719e+01,2.778393743e+01,1.311505643e+01,1.729025313e+01,7.936453634e+01,9.008741673e+01,4.212571311e+01,5.295228930e+01,4.228377736e+01,7.707051423e+01,4.792827502e+01,4.144853939e+01,7.362847988e+01,4.535184799e+01,8.393176897e+01,3.090407876e+00,3.853694123e+01,3.984495949e+01,6.443776544e+01,8.373808767e+01,8.001407632e+01,6.215111970e+01,1.798338817e+01,3.690652301e+01,3.370775586e+01,2.240536558e+01,4.515426442e+01,9.906159165e+01,5.568120123e+00,9.839396684e+01,3.997615372e+01,8.048218964e+01,8.514579841e+01,1.651782709e+01,3.147500023e+01,2.168936273e+00,1.823757844e+01,8.439060284e+01,4.751840838e+01,3.032842349e+01,2.329497578e+01,1.669422540e+01
8.392621419e+01,7.544786414e+01,1.943251160e+01,8.707958044e+01,7.700585019e+01,3.503244976e+01,3.930673417e+00,6.258831391e+01,8.367935377e-02,3.731573275e+01,5.253607016e+01,8.642763362e+01,1.968861480e+01,5.716745484e+01,3.299042367e+01,4.981447826e+01,5.323179316e-01,6.870122832e+01,6.160833892e+01,2.776096672e+01,2.921079191e+01,9.459508103e+01,7.274020997e+01,2.567489018e+01,5.028676359e+01,1.214960137e+01,2.982809451e+01,5.122747940e+01,9.360350635e+01,3.908741380e+01,3.721804981e+01,2.506985946e+01,8.474533239e+00,9.410852553e+01,8.482000704e+01,9.769248233e+01,2.351066041e+01,8.854764503e+01,6.761147645e+01,3.234318617e+01,8.227967894e+01,1.941657322e+01,6.995739567e+01,3.863253381e+01,6.544971535e+01,6.655254697e+00,8.411812092e+01,5.053459251e+01,9.124951444e+01,3.012346394e+01,9.264526364e+01,5.467559492e+01,6.094268381e+01,6.351881404e+01,2.866718778e+01,5.647785819e+01,2.380106939e+01,8.587607397e+00,8.292249910e+01,6.363771575e+01,7.513240483e+00,2.137691672e+01,5.083681995e+01,4.918282482e+01,6.674288469e+00,3.324952985e+01,2.526064993e+00,9.475637846e+01,8.694245483e+01,8.743885435e+01,2.331113100e+01,1.204931645e+01,4.684288430e+01,8.285613555e+01,1.867300501e+00,9.008405184e+00,6.580704672e+01
8.143133247e+00,8.669811046e+01,3.189474476e+00,4.535363886e+01,9.033296277e+01,7.203026114e+01,9.765640075e+01,6.411661882e+01,9.324598703e+01,7.292633436e+01,9.882746292e+01,8.157474343e+01,2.086745211e+01,2.455560213e+01,3.981093602e+01,8.051728106e+01,8.792374779e+01,6.522734821e+01,1.670812677e+01,3.826796372e+00,3.395952340e+00,2.176350388e+01,6.471796266e+01,5.002838281e+01,7.478693073e+01,1.769523465e+01,7.407364511e+01,6.119637929e+01,7.512786571e+01,6.670622235e+01,2.354451935e+00,4.810457482e+01,4.257359253e+01,5.533678422e+01,4.466402259e+01,2.696252592e+01,3.219774004e+01,6.331247273e+01,8.917610541e+01,5.036123028e+01,3.695753681e+01,1.982384291e+01,1.208596921e+01,4.814773861e+01,3.917366360e+01,1.148021860e+01,4.531729850e+01,6.520048519e+01,4.677684745e+01,6.195589775e+01,5.787808944e+01,9.386991012e+01,3.019177068e+01,2.563917667e+01,7.136687055e+01,6.869245970e+01,7.995581340e+01,9.119451111e+01,6.212314490e+01,6.836012037e+01,2.237150042e+01,4.624887227e+01,4.049896620e+01,7.651900998e+01,4.963144436e+01,7.014944822e+01,9.628084083e+01,2.432617790e+01,5.003459026e+01,2.358218830e+01,1.556289947e+01,2.807738549e+01,1.594432568e+01,7.785181041e+01,5.577437670e+01,9.930271604e+01,7.467040844e+01
8.781597569e+01,4.837020377e+01,6.088058498e+01,1.671724836e+01,5.023154119e+01,9.908351564e+01,3.201144233e+01,2.460666147e+01,6.663999620e+01,6.788275616e+01,2.947747389e+01,8.311221859e+00,7.512837623e+01,5.998643059e+01,4.819168393e+01,3.810024328e+01,7.081487600e+01,5.155627624e+01,1.164925259e+01,8.581933043e+01,1.238864870e+00,9.912904046e+01,9.784879677e+01,2.720194206e+01,7.378045040e+01,6.193059086e+00,5.301784878e+01,5.107092057e+01,6.148944184e+01,1.171055532e+01,2.482521977e+01,5.453035438e+01,3.496112404e+01,9.243588526e+01,5.075908244e+00,1.668071871e+01,3.011570654e+01,2.564687179e+01,2.394995473e+01,6.284787013e+01,9.795759373e+01,9.344023767e+01,7.671960913e+01,8.164998760e+00,4.228027540e+00,3.963666243e+01,8.311863071e+01,4.847867090e+01,5.850842847e+01,6.187060589e+01,9.996671375e+01,6.606461618e+01,2.291542085e+01,2.197436286e+00,7.928701128e+01,5.435486844e+01,7.800597972e+01,3.165368958e+01,7.866560495e+01,8.843264893e+01,4.509070925e+00,3.630279490e+01,9.742673099e+01,7.252988087e+01,8.818435339e+01,9.889019344e+01,5.935427778e+01,9.634970615e+01,1.218457451e+01,1.415692165e+00,2.421336486e+01,6.950881260e+01,1.731112183e+01,5.486614324e-01,6.564570131e+01,1.633881213e+01,5.751233421e+01
