v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27
8.007848164e+01,9.342429075e+01,7.814212687e+01,5.556967360e+01,1.353565568e+01,2.378826879e+01,8.572336250e+01,2.770154130e+01,6.305749349e+01,1.142546618e+01,6.049329045e+01,2.930687013e+01,5.900325530e+01,8.442636282e+01,9.446046412e+01,1.189894182e+01,3.670982045e+01,8.748195122e+01,5.999350695e+01,5.448282971e+00,9.856214418e+01,1.098240053e+01,2.108047911e+01,3.398428816e+01,8.016634759e+00,2.291339830e+01,7.193745403e+01
6.934356225e+01,7.782611625e+01,2.958571247e+01,1.730681472e+01,3.816124410e+01,8.758686599e+01,7.358261884e+01,1.776316577e+01,6.674087560e+01,7.865851190e+01,3.272492968e+01,2.884159817e+01,9.839126258e+01,9.856751939e+01,2.209071041e+01,5.106000836e+01,2.502831769e+01,7.951094439e+01,6.357938013e+01,9.994627589e+00,5.758012019e+01,4.251480996e+01,9.363871972e+01,2.325269069e+01,6.552467627e+01,1.629285124e+01,1.199635609e+00
6.190272758e+01,1.076845515e+01,2.308870867e+01,3.985490906e+01,3.197578845e+01,7.478446629e+01,3.056632008e+01,4.165344550e+01,5.216799455e+01,5.539600395e+01,6.012382386e+01,6.965501324e+01,4.433652344e+01,4.281771904e+00,3.888839729e+01,3.094698532e+01,9.848184405e+01,7.153733361e+00,5.261869428e+01,4.050059049e+01,4.098650185e+01,6.053301320e+01,2.390273591e+01,1.409590963e+01,8.184042597e+01,2.880245368e+01,2.694049308e+01
8.322365543e+01,6.751560292e+01,8.718545909e+01,9.038291784e+01,4.336778546e+00,4.008774672e+01,4.509146513e+01,2.792752231e+01,5.903099776e+01,4.413072487e+01,4.952751031e+01,6.386509575e+01,9.638402477e+01,3.300134327e+01,7.543013951e+01,6.537850046e+01,5.774220615e+00,4.959467372e+01,3.198683760e+01,7.615942983e+01,4.737834741e+01,2.797503491e+01,8.904364888e+01,7.759148273e+01,3.157569224e+01,1.069039412e+01,9.908104009e+01
7.407374129e+01,1.476672594e+00,3.807951491e+01,2.795206592e+01,3.249114315e-01,9.235867091e+01,4.849013556e+01,4.977980350e+01,1.534258368e+01,2.519722635e+01,8.879247620e+00,8.532034376e+01,6.171873133e+01,6.439080283e+01,2.659186154e+01,6.083892608e-01,7.045731320e+01,8.829154888e+01,3.790589220e+01,2.602203449e+01,9.885021601e+01,9.383690302e+01,1.209332354e+01,7.281440426e+01,3.402177753e+01,9.933700078e+01,5.882741927e+01
3.039414978e+01,3.267984318e+01,4.251628196e+01,1.666396912e+01,8.442871922e+01,4.641878733e+01,8.719285036e+01,5.904910469e+01,5.638837675e+01,6.877382352e+01,8.350124657e+01,3.544518034e+00,9.335909283e+01,3.017302799e+01,5.371493425e+01,9.354683278e+01,8.014140969e+01,3.552125131e+01,8.534556734e+01,8.818142454e+01,6.222358190e+01,3.639808300e+01,4.993028543e+01,8.356388244e+01,3.382904591e+01,4.161426077e+01,1.353276173e+01
2.533242649e+01,9.103746758e+01,9.479848738e+01,3.856797134e+01,4.140909848e+01,8.897748128e+00,4.910207564e+01,5.950190495e+01,5.337247089e+01,1.821634956e+01,5.267911717e+01,2.696579060e+01,7.812189246e+01,7.367375249e+00,1.901262801e+01,3.378363898e+01,5.528486624e+01,1.893977364e+01,7.446950773e+01,4.564164088e+01,5.153205768e+01,8.957909561e+01,1.146110281e+01,2.527491096e+01,4.459726730e+01,6.153932225e+01,1.229127603e+01
2.968895214e-01,9.221486830e+01,2.352834654e+01,1.176682570e+01,4.699402255e+00,7.110760277e+00,3.576861665e+00,4.009701091e+01,3.729570290e+01,6.245616765e+01,2.493624716e+01,9.037838168e+01,9.146975675e+01,6.929300612e+01,7.394151495e+01,5.973080328e+01,4.426408864e+01,7.641292644e+01,4.386440558e+01,8.050479027e+01,1.429750052e+01,6.958993109e+01,4.642717959e+01,3.114171100e+01,4.131709315e+01,5.922805746e+01,4.231914289e+01
7.029887857e+01,8.990854412e+01,8.292241593e+01,6.544413159e+01,7.604135949e+01,5.152133147e+00,2.320705321e+01,7.593178200e+00,9.217647368e+01,2.642535689e+00,6.136671360e+01,2.348075778e+01,9.058390641e+01,9.256178397e+01,3.667075418e+01,1.753811064e+01,1.108745744e+01,8.699875331e+01,2.494928459e+01,2.008279599e+01,6.486622112e+01,3.530533869e+01,7.242528756e+01,3.833131700e+01,5.830598813e+01,7.182938852e+01,5.993522472e+01
1.372156798e+01,2.420029356e+01,4.136388357e+01,8.365155389e+01,1.851438887e+01,7.189483031e+01,1.188029304e+01,7.330861188e+01,5.485990294e+01,5.774328307e+01,5.779930313e+01,6.672746164e+00,7.138059992e+01,4.550594228e+01,2.332593133e+01,7.818501253e+01,8.511153766e+01,8.676350412e+01,5.241235754e+01,7.040060579e+01,4.669586409e+01,4.508301904e+01,7.085086606e+01,3.716834993e+01,9.764100774e+01,6.701799235e+01,3.536233839e+01
7.690927822e+00,4.243099274e+01,8.958317335e+01,3.580116836e+01,6.760767104e+01,9.560033412e+01,9.952591549e+01,8.187647322e+01,2.714672822e+01,8.809054041e+01,2.387071417e+01,3.201342092e+01,2.647164589e+01,7.249949102e+01,6.261387155e+01,8.163677898e+01,4.984622463e+01,9.880325645e+01,9.675814982e+01,4.896634215e+01,7.953188379e+01,2.467144065e+01,3.670400952e+01,2.476600091e+01,7.402054906e+01,3.314632834e+01,2.700276603e+01
5.165418490e+01,7.526728936e+00,9.557417527e+01,3.245204124e+01,6.462522678e+01,3.352537735e+01,1.237750160e+01,6.289152576e+01,4.504296566e+01,5.585440516e+01,7.343092696e+01,7.153514065e+00,5.280855708e+01,6.198824426e+01,3.990000686e+00,3.257122821e+00,2.605019271e+01,9.717645090e+01,3.987905099e+01,8.647148051e+01,1.499498782e+01,4.917907478e+01,8.646915420e+01,4.047075935e+01,3.084208505e+01,1.304032498e+01,7.061334884e+01
4.846648291e+01,1.132914390e+01,7.567644342e+01,9.926317681e+01,7.149515605e+01,1.099843865e+01,7.831252052e+01,3.159482759e+01,6.737948926e+00,3.481918912e+00,4.720322676e+00,1.786998127e+01,4.205213692e+01,5.317632137e+01,7.387566561e+01,7.730519266e+01,1.367956639e+00,7.966444778e+01,7.845351419e+01,1.156106682e+00,5.501467298e+00,8.887763052e+01,7.429919224e+00,6.596206497e+01,1.722727390e+01,6.993177380e+01,6.290487822e+01
8.924689308e+01,3.646215145e+00,3.507472644e+01,3.284450589e+01,8.096521562e+01,5.463326290e+00,5.545974432e+01,1.892780978e+00,5.004401034e+01,5.514831835e+01,1.356449206e+01,2.960498035e+01,8.295089096e+01,4.575371130e+01,1.480512139e+01,4.283630172e+01,4.017441934e+01,5.807550656e+00,1.456821794e+00,4.545953883e+01,2.534217109e+01,8.341992628e+01,1.551662142e+00,7.970122578e+01,3.643081514e+01,6.829317413e+01,4.968972104e+01
3.808457928e+00,1.735605376e+01,2.532661702e+00,8.700094099e+01,7.491537393e+00,1.502325224e+01,3.767572888e+01,4.607581442e+01,2.477509850e+01,3.718598150e+01,4.579074617e+01,1.709496513e+01,9.610178159e+01,4.000229480e+01,2.761793607e+01,2.047081236e+01,8.528073809e+01,4.233745723e+01,4.531345055e+01,1.480384853e+00,2.052529333e+01,5.181952328e+01,9.463199376e+01,8.773634820e+01,4.644826946e+01,2.043193446e+01,9.103871207e+01
1.278514121e+01,9.764068505e+01,3.875300281e+01,6.779527340e+01,1.988135861e+01,8.998440250e+01,5.666056858e+01,4.618829833e+01,2.879152910e+01,4.313252253e+01,9.556070945e+01,1.394574022e+01,3.123272946e+01,3.199250254e+01,2.733041715e+01,4.048770226e+00,3.287603200e+01,6.861746906e+01,9.595224268e+01,3.154476111e+01,4.585627094e+01,6.270925353e+01,5.266426847e+01,8.665330288e+01,5.109607002e+01,6.104651813e+01,9.118804468e+01
9.120101096e+01,2.939490870e+01,6.340005546e+01,1.413984812e+01,9.063931312e+01,7.948740353e+01,2.702700035e+01,6.535809686e+01,9.123910317e+01,4.967431417e+01,5.016721438e+01,2.029493309e+01,6.470983631e+01,8.942382269e+01,3.863518348e+01,7.356309607e+01,8.452845367e+01,4.665821423e+01,8.509642671e+01,5.964098993e+01,3.946024401e+01,4.770472678e+01,9.622771590e+01,2.193630233e+01,7.589104119e+01,6.469049848e+01,3.500550080e+01
8.229771974e+01,2.376258610e+01,5.097501787e+01,5.426046632e+01,3.548925171e+01,4.065377946e+01,6.075037303e+01,9.394951566e+01,1.140228583e+01,7.483502689e+01,3.451244110e+01,7.661606900e+00,7.319399052e+01,3.794892524e+01,7.779198404e+01,4.844340679e+01,9.184641668e+01,9.590706479e+01,1.440139895e+01,8.353464781e+01,9.180944742e+00,9.440358690e+01,4.178464597e+01,5.197708609e+00,8.192479114e+01,2.731769767e+01,9.563271528e+01
1.812541271e+01,9.478432237e+01,9.057253422e+01,9.571749924e+01,2.551190692e+01,6.049166797e+01,1.118145439e+00,8.449366547e+01,3.030993804e+01,7.310722462e+00,5.003364151e+01,2.235067841e+01,2.256893290e+01,2.131713002e+01,7.123186730e+01,8.181280021e+01,5.594731552e+01,5.704319767e+01,7.000616400e+01,4.964550898e+01,6.904148582e+01,6.551727322e+01,7.261446411e+01,2.815415510e+01,1.231071847e+01,6.602695443e+01,9.062080016e+00
9.275273022e+00,8.789773265e+01,5.582109471e+01,7.322718148e+01,3.588380839e+01,3.296322762e+01,8.886136037e+01,1.468260483e+01,7.729770924e+01,4.726449123e+01,8.001267458e+01,1.615765816e+01,5.584439940e+01,9.659701156e+01,3.388052739e+00,8.272241993e+01,1.187794661e+00,4.622019733e+01,4.054299127e+01,8.433683541e+01,8.075166121e+01,1.822349760e+01,3.085606529e+01,1.806455525e+01,3.290909244e+00,3.237343314e+01,4.368305867e+01
5.103554579e+01,6.550876401e+01,5.452707332e+01,2.078842872e+01,7.254602053e+01,3.289763362e+01,6.005221100e+01,7.180457818e+00,4.074077657e+00,6.187680950e+01,2.817200579e+01,7.223387561e+01,3.042845349e+01,9.579532560e+01,3.432154409e+01,7.027999888e+01,8.722801647e+01,9.555630316e+01,4.274945118e+01,9.097615102e+01,8.367632391e+01,6.902950351e+01,7.993877537e+01,5.271089970e+01,5.857280119e+01,4.736681161e+01,2.592821247e+01
3.238353557e+01,7.281178124e+01,2.775908308e+01,1.528410950e+01,3.379223550e+01,8.932613115e+01,8.797450358e+01,5.653812022e+01,2.813782230e+01,4.088853078e+01,2.263575327e+01,9.330575581e+01,9.161012969e+01,7.619344343e+01,4.254960901e+01,2.203808563e+01,2.167614570e+01,4.864085317e+01,1.929458456e+01,5.867507817e+01,3.483487725e+01,1.709647721e+01,2.545016748e+01,6.188719506e+01,1.852309974e+01,4.092022635e+01,9.649448309e+01
5.128087817e+01,5.420318317e+01,7.769235933e+01,7.298038294e+01,9.916930041e+01,1.530828996e+01,7.658592236e+01,3.834366340e+01,2.439623628e+01,5.020614643e+01,8.923139084e+01,5.181369854e+01,3.913779454e+01,8.258866847e+01,5.209176032e+01,9.378210182e+01,2.297531355e+01,1.008558312e+01,2.139891110e+00,7.607606519e+00,8.388698852e+01,2.818094127e+01,5.627285381e+01,1.370574856e+01,2.495885175e+01,4.751642154e+01,7.688874576e+01
1.387731808e+01,2.621266619e+01,1.079310950e+01,8.466278173e+01,1.484600367e+01,4.286188305e+01,2.250616429e+01,7.203293642e+01,1.768677077e+01,1.129350025e+01,7.306872324e+01,9.755620999e+01,3.356723748e+01,2.316255738e+01,1.083102650e+01,5.734363348e+01,6.809143202e+01,2.214070076e+01,7.629764395e+01,9.585296725e+01,7.915443378e+01,1.579210888e+01,9.779920498e+01,9.967467920e+01,4.507976427e+01,4.679898282e+01,8.655720781e+01
4.690259671e+01,4.201146875e+01,4.087270820e+01,7.266629883e+01,3.256426604e+01,6.417997477e+01,2.585045793e+01,2.474912428e+01,1.460846924e+01,9.456005903e+01,9.074582247e+01,5.696271965e+00,6.268976779e+01,6.083716416e+01,2.030522977e+01,8.481324615e+01,9.735547075e+01,1.416959937e+01,6.688150756e+01,2.258482530e+01,1.466496417e+01,3.081448598e+01,3.974234311e+00,5.402423969e+01,1.037365001e+01,7.936762249e+01,3.080658326e+01
2.959105731e+01,3.567260122e+01,5.110605449e+01,8.823051647e+01,7.205753715e+01,9.582725045e+01,5.142794118e+01,4.879139650e+01,3.759337224e+01,5.442658291e+01,7.367590812e+00,1.677377047e+01,8.277359236e+01,9.760387635e+01,3.822206647e+01,8.994808442e+01,7.634075019e+01,8.928361232e+01,7.753721118e+01,1.821337897e+01,4.286797253e+01,8.761149485e+01,6.816682527e+01,2.280959148e+00,1.900867737e+01,3.473726897e+00,6.858244847e+01
7.256297855e+01,2.730340330e+01,5.930742555e+01,2.066971049e+01,9.378418748e+01,5.200261970e+01,4.693155730e+01,5.220269542e+01,6.965166513e+01,7.227122950e+01,8.856322927e+01,8.162901809e+01,1.778578182e+01,9.759907237e+01,5.213632429e+00,6.062444931e+01,3.310815507e+01,7.558735181e+00,3.507972161e+01,5.719568515e+01,1.212712056e+01,7.537650190e+01,9.582287954e+01,4.608549368e+01,9.875074722e+01,1.055668684e+00,1.461523560e+01
5.077967076e+01,9.946617240e+01,8.810023720e+01,8.045253342e+01,7.346939801e+01,8.487694595e+01,7.365070037e+01,8.818051161e+00,4.079013333e+01,1.558977171e+01,1.488114813e+01,5.940316010e+01,2.548207896e+01,9.118689933e+01,6.337092250e+01,8.758985726e+01,7.000271760e+01,8.658441505e+01,6.029292097e+01,6.183556197e+01,3.205541224e+01,7.268636766e+01,8.817209229e+01,9.148988103e+01,2.794649308e+01,2.105967717e+01,6.470383900e+00
4.054401524e+01,2.543381763e+01,8.588160366e+01,9.299244159e+01,1.673170830e+01,7.224961526e+01,9.813303340e+01,9.626672244e+01,7.063393553e+01,5.294601281e+01,1.823662716e+01,3.235713771e+01,6.567062286e+01,7.903177630e+01,5.660734823e+01,5.243215833e+00,2.381642181e+01,3.727801802e+01,9.032531428e+01,8.553357887e+01,2.794788961e+01,8.082834600e+01,1.400533957e+00,5.690462899e+01,7.936440561e+00,3.681753950e+00,5.039080884e+01
6.513713412e+01,3.335675696e+01,7.861856991e+01,2.480713142e+01,2.318108852e+00,7.830204362e+01,6.524767444e+01,6.895071453e+01,8.181694580e+01,4.347656793e+01,4.647113903e+01,3.680072368e+01,8.174400896e+01,9.946237681e+00,1.889085852e+01,1.940046322e+01,5.705364487e+01,7.253002325e+01,6.216988483e+01,1.914691484e+01,2.347912865e+00,5.464719689e+01,8.806578857e+01,2.556021872e+01,6.846653224e+01,5.579835595e+01,1.272043205e+00
3.465624427e+01,3.798792632e+01,4.500596486e+01,1.122932612e+01,6.963481126e+01,6.751656824e+00,4.048204575e+00,8.733387362e+01,9.770998129e+01,6.647986621e+00,3.338745178e+01,6.164411328e+01,5.103735522e+01,2.486669575e+01,5.938451044e+01,3.944967123e+01,5.152563266e+01,7.407443417e+01,1.614083834e+01,3.447809988e+01,9.317930790e+01,2.175256016e+01,4.756260864e+01,5.953987096e+01,6.987487474e+01,1.112931652e+01,4.826300720e+01
5.641351034e+01,7.453392431e+01,2.706241787e+01,9.401888295e+01,6.702385408e+01,2.517825892e+01,9.999565051e+01,5.147408449e+00,5.458369400e+01,9.196704703e+01,1.263337282e+01,8.563921609e+01,7.697110947e+01,4.992383108e+01,4.439269567e+01,2.940190547e+01,6.484351883e+01,8.737538547e+01,4.504801247e+01,4.090933895e+01,1.451766238e+01,2.210164862e+01,8.715449981e+01,9.945800629e+01,6.757018073e+01,9.525604500e+01,7.345816839e+01
2.069812040e+01,2.861757155e+01,4.467664914e+01,3.872363948e+01,4.708357042e+01,8.600513950e+01,5.688370307e+01,6.508800606e+01,8.320783906e+01,1.414997350e+01,5.669142776e+01,8.105323612e+01,5.322737667e+01,8.463025844e+01,3.988520870e+01,7.098371236e+01,9.963591096e+01,5.732618011e+00,8.984093614e+01,8.594625187e-01,2.041840692e+01,7.356315158e+01,6.948247902e+00,9.331139473e-01,2.175912158e+01,9.666790430e+01,4.761747190e+01
3.116901815e+01,9.058611065e+01,7.480761377e+01,6.838000073e+01,1.913432521e+01,8.094546002e+01,4.722654578e+01,8.981647953e+01,6.934350475e+01,5.354155607e+01,1.563489105e+01,3.480017885e+01,4.889303881e+01,3.093434530e+01,8.161574596e+01,4.999385132e+01,5.984645066e+01,9.327903176e+01,5.514096457e+01,4.409443097e+01,2.959429565e+01,1.369982152e+01,3.798867704e+01,1.043260020e+01,1.510017533e+01,4.683618291e+01,8.498402596e+00
2.117959351e+01,4.054289394e+01,9.584281721e+01,1.913727112e+01,9.476436585e+01,7.315357373e+01,7.758709002e+01,4.475487793e+01,6.264794350e+01,2.215355231e+01,1.785991388e+01,9.310194845e+01,4.110758419e+01,2.477273807e+01,9.701275465e+01,2.055202874e+01,8.386188525e+01,1.313140256e+01,2.117257663e+01,7.741182292e+01,7.338096890e+01,3.028221734e+01,9.894063719e+01,8.985894905e+01,7.263332143e+00,8.549051101e+00,5.315423686e+01
5.218342847e+01,8.647923145e+01,5.766152502e+01,4.364174745e+01,8.042352212e+01,6.437951651e+00,7.402944215e+01,7.499032978e+01,6.565675880e+01,5.019228291e+01,1.184869119e+01,3.033673408e+01,5.514914185e+01,7.026243718e+01,2.777762139e+01,4.787830261e+01,7.906229900e+01,1.981358179e+01,9.104862391e+01,6.205033579e+01,4.071411272e+00,2.550618108e-02,2.620261363e+01,3.020427097e+01,1.777975827e+01,5.100378239e+01,6.364304539e+01
1.647031702e+01,6.318340443e+01,6.880097269e+01,4.158237914e+01,1.130481936e+00,4.307120836e+01,9.585437775e+01,2.189321699e+01,2.822014778e+00,5.315548420e+01,6.578786169e+01,7.167237287e+01,2.318285056e+01,4.682371597e+00,4.126519355e+01,3.231709973e+01,8.357142771e+01,2.466317230e+01,6.225434112e+00,1.561131784e+01,7.207036111e+01,5.494512141e+00,3.545967709e+01,4.296255426e+01,6.588199181e+01,5.397329968e+01,9.672869958e+01
3.777695140e+01,8.330576814e+01,1.356603426e+01,5.631706139e+01,6.127775332e+00,8.251150840e+01,9.221706364e+01,5.161397488e+01,2.266340110e+01,6.702474503e+01,7.603374813e+01,5.418216057e+01,1.374785227e+00,4.826495145e+01,7.826579805e+01,3.918243057e+01,7.976238773e+01,8.256205978e+01,8.493983187e+01,8.219458681e+01,5.418147706e+01,4.979762976e+01,7.788154170e+01,2.150612464e+01,1.271847641e+00,4.493718678e+01,9.772741967e+01
8.315496374e+01,8.322372387e+01,3.740660553e+01,7.187042089e+01,2.674270097e+01,7.396940138e+01,2.032196078e+00,9.935155310e+00,8.111421423e+01,6.169446116e+01,7.885551670e+01,9.344753280e+01,1.710583847e+01,2.776044840e+01,7.203354667e+00,1.210812916e+01,1.237424299e+01,2.694650505e+01,7.623135353e-01,5.591201384e-01,9.119271996e+01,7.606919115e+01,2.421939967e+01,1.840092705e+01,9.512454753e+01,2.678115191e+01,2.110258322e+01
5.133517968e+01,4.674431247e+01,2.338139278e+01,8.753185622e+00,6.038268312e+01,1.616477323e+01,5.349711544e+01,8.089647949e-01,2.862770182e+01,8.690881248e+01,9.479554947e+00,7.790850113e+01,9.365151470e+01,6.046465868e+01,9.150883547e+01,4.360625952e+00,4.567635756e+01,5.302206819e+01,9.583430396e+01,5.198192548e+01,6.238358992e+00,2.857958307e+01,4.862603347e+01,2.223061151e+01,2.950144813e+01,2.392743083e+01,8.186704453e+01
7.522830047e+01,1.452553568e+01,1.245259124e+01,1.766210812e+01,7.169481544e+01,8.579034100e+01,7.943452247e+01,6.737774615e+01,2.118434268e+01,4.883404117e+01,2.349042075e+01,9.040983552e+00,6.811942657e+01,2.768743090e+00,9.322376106e+01,4.803571778e+01,6.996403940e+01,4.252882061e+01,5.307964567e+01,8.779528112e+01,4.313469789e+01,8.837941493e+01,8.587478802e+01,9.546091150e+00,9.346078910e+01,4.858949150e+01,5.365794504e+01
9.195679682e+01,6.809398137e+01,9.420094019e+01,5.902415421e+01,2.512559106e+01,8.980487342e+01,5.156463640e+01,4.656479444e+01,6.210351851e+01,8.565272284e+01,6.110864011e+01,3.795007887e+01,3.069601010e+01,6.133462853e+01,7.603797571e+01,8.012369559e+01,9.773164246e+01,9.678700181e+01,7.479134075e+01,1.344216177e+01,8.191710729e+01,8.544538768e+01,6.736416796e+01,5.910891381e+01,3.679625735e+01,7.471432892e+01,5.494664951e+01
2.342901569e+01,3.510933770e+01,8.824325880e+01,1.580595505e+01,9.718698862e+01,2.245247707e+01,5.443024455e+01,9.981524851e+01,8.412359060e+01,2.330564234e+01,5.495689164e+00,7.234341233e+01,5.989160265e+01,5.299183654e+01,7.258258306e+01,6.100569712e+01,5.938079604e+01,4.266626785e+01,8.737042632e+01,2.278894147e+01,3.772743087e+01,9.724851294e+01,6.375756732e+01,8.425732417e+01,8.832012705e+01,8.071626975e+01,5.511400367e+01
8.456738922e+01,9.329303223e+01,3.469018181e+00,9.937505046e+00,6.677579575e+01,6.309751003e+00,9.733956577e+01,7.735474586e+01,2.565349899e+01,2.966595607e+01,8.059396829e+00,6.924670353e+01,2.602935091e+01,9.199941640e+01,8.431662875e+01,6.918899758e+01,9.344513738e+00,9.441828565e+01,2.880430837e+00,3.422024805e+01,5.995484610e+01,4.270251848e+01,4.216978487e+01,3.624611609e+01,5.496509869e+01,7.516741154e+01,3.763591197e-01
6.313865902e+00,5.236115496e+00,5.865183846e+01,8.434021507e+01,9.925552528e+01,7.456285658e+01,4.776856929e+01,9.619730883e+01,8.060828281e+00,4.607912999e+01,5.636976614e+01,9.378327573e+01,5.160479140e+01,8.321494780e+01,8.796541847e+01,5.482902965e+01,2.313079949e+01,8.063949746e+01,5.454654793e+01,3.161773376e+01,5.208451450e+01,6.921188243e+01,8.668900410e+01,7.888563337e+01,6.169083350e+01,5.985088364e+00,4.510056142e+01
9.858493601e+01,2.170798916e+01,2.750981818e+01,8.657228743e+01,6.869750159e+01,9.555501784e+01,3.344675095e+01,9.110476815e+01,3.862793275e+01,3.630314590e+01,4.975428740e+01,2.958968787e+00,5.885775107e+01,8.024979768e+01,8.152266128e+01,7.753932761e+01,1.291386939e+01,6.245583100e+01,6.276308702e+01,4.621029434e+01,9.099096370e+01,2.689815244e+01,5.657167486e+01,6.437101517e+01,8.232848382e+01,6.722299173e+01,3.235622296e+01
4.605626191e+00,3.922530097e+01,1.390592315e+01,9.995046664e+01,6.905235441e+00,4.830310752e+01,9.923144601e+01,2.668238656e+01,9.199794933e+01,3.777472418e+01,2.094713989e+01,5.315332616e+01,8.629616880e+01,7.300028496e+01,7.875699614e+01,5.182921234e+01,3.313065485e+00,6.689807796e+01,4.198327940e+00,8.693371920e+00,8.577688194e+01,6.567050003e+01,3.513673680e+01,6.484050484e+01,1.557304920e+01,2.270721390e+01,5.153712392e+00
4.568516966e+01,7.488212318e+01,4.547389198e+01,5.767681380e+01,8.223005497e+00,6.939874228e+00,1.964018252e+00,2.789466448e+01,8.498258592e+00,2.882181561e+01,3.310404918e+01,5.247245334e+01,4.702299935e+01,3.499136450e+01,1.143094401e+01,2.854787242e+00,7.316878012e+01,9.960690507e+01,3.149727541e+01,5.781858002e+01,6.578789991e+01,6.948244224e+01,5.736395929e+01,6.562906505e+01,4.302499517e+01,4.365513781e+01,3.361978237e+01
5.034785690e+01,8.898268463e+01,3.364412267e+01,3.132541594e+01,8.972402399e+01,2.263936873e+01,5.975219092e+01,6.228669098e+01,5.742930479e+01,5.296856658e-01,9.382890752e+01,7.449901581e+01,1.661264924e+00,1.218990997e+01,4.631687786e+01,5.094843668e+01,6.930784407e+00,4.532475840e+01,9.476785150e+01,9.220622576e+01,7.901057007e+01,1.815384770e+01,9.875906907e+00,6.404374185e+01,4.429998324e+01,8.464912622e+01,4.276190212e+00
1.771366937e+01,8.652942549e+01,3.214602178e+01,3.977732437e+01,4.655017150e+01,1.030339387e-01,5.476197516e+01,9.571283095e+01,2.725680087e+01,5.668979263e+00,4.208104055e+01,1.383641169e+01,4.515488897e+01,3.028526028e+01,6.413065331e+01,7.708479680e+01,6.676178526e+01,1.603564177e+01,9.137586010e+01,6.893621412e+00,1.048634851e+01,6.607301808e+01,9.962914329e+01,2.071065606e+01,5.803919528e+00,5.038822025e+01,8.933445524e+01
6.833910797e+01,9.371018226e+01,6.696834848e+01,1.212851281e+01,8.513910329e+01,8.283851851e+01,2.370273497e+01,6.479658831e+01,3.147170719e+01,3.152914070e+01,5.239252179e+00,5.809290154e+01,5.359588270e+01,3.108271741e+01,5.013273894e+01,4.020317905e+01,1.951053559e+01,1.457158505e+01,4.784411356e+01,8.100366850e+01,5.069885211e+01,5.793570895e+01,1.073585780e+01,9.699208401e+01,7.380706253e+00,3.546802605e+01,3.877427674e+01
2.351828915e+01,2.537352497e+01,7.301926777e+01,6.667836022e+00,3.668351088e+01,5.042521311e+01,1.977556448e+01,6.519488053e+01,8.229581777e+01,7.771425404e+01,4.678903647e+01,2.039957944e+01,2.169103218e+01,9.336653108e+01,2.430401502e+01,8.519431247e+01,6.098342504e+00,3.003998632e+01,7.496188360e+01,1.032794746e+01,9.339482556e+01,3.860657012e+01,3.641961190e+01,8.952698322e+01,7.199021645e+01,5.034521019e+00,2.426794543e+01
8.014106949e+01,1.866599747e+00,5.305996710e+01,9.784100425e+01,2.930042164e+01,5.458989518e+01,2.916219090e+01,5.231216952e+01,1.088439027e+01,5.094894172e+01,9.690817411e+01,8.841918839e+01,5.705488725e+01,1.981828034e+01,2.170943496e+01,1.052969084e+01,6.958111658e+01,9.221914609e+01,6.895443877e+01,4.701841892e+01,5.714449997e+01,5.366726280e+01,3.163875837e+01,9.961772780e+00,4.903364981e+01,8.165423315e+01,2.347158737e+01
5.926672588e+01,3.028757231e+01,8.851580439e+01,7.866064824e+01,2.906934503e+01,1.927044066e+01,4.005874887e+01,1.149569509e+01,6.714465752e+01,5.693408893e+01,4.589673446e+01,4.830129967e+01,8.486181658e+01,3.447345595e+01,2.898013772e+01,9.491618995e+01,4.065511138e+01,3.693819011e+00,1.810826266e+01,8.760747625e+01,6.914934173e+01,6.451341364e+01,8.172574514e+01,1.247423170e+01,3.696964929e+00,1.323410984e+01,6.197031767e+01
1.681191211e+01,7.348800647e+01,4.273271749e+01,5.780362808e-01,6.800463975e+01,8.023087347e+01,6.451393151e+00,1.448327909e+01,6.812865515e+01,5.369547245e+01,9.314056562e+00,5.329980608e+01,8.975884639e+01,1.638926819e+01,2.705015694e+01,8.328872665e+01,1.718420447e+01,1.340679052e+01,3.288431199e+01,6.602074215e+01,9.297382187e+01,9.072523616e+01,2.858789876e+01,3.805423495e+01,2.814447226e+01,3.888315667e+01,4.921335311e+01
2.771033868e+01,4.860628326e+01,7.812046361e+00,6.420276341e+01,4.588727178e+01,6.836417590e+01,7.782414104e+01,4.251996082e+01,3.117789019e+01,1.249289232e+01,5.176668928e+01,7.262782872e+01,7.424700021e+01,7.192308759e+01,2.081095468e+01,3.418016629e+00,8.743485805e+01,7.480890477e+01,5.367132973e+01,9.863752474e+01,6.282266517e+01,4.632773295e+01,1.739672741e+01,1.062251455e+01,7.867819822e+01,8.782911618e+01,7.828928693e+01
4.185794962e+01,1.679733825e+01,8.678819065e+01,9.028001167e+01,6.896869124e+01,5.169487503e+01,1.753733177e+01,7.866106522e+01,6.578815095e+01,6.771227415e+01,9.585356253e+00,4.296797249e+01,2.662783861e+01,1.432281080e+01,2.317109863e+01,9.096703546e+01,1.455719701e+01,8.936668202e+01,6.243213515e+01,6.025312356e+01,7.657011921e+01,4.802305469e+01,7.576889259e+01,1.477255674e+01,9.541234936e+01,5.615579336e+01,6.790673564e+01
