v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
7.881894043e+01,3.242461433e+01,2.983911147e+01,2.771732601e+01,2.708310948e+01,6.195601606e+01,7.115413315e+01,7.053883949e+01,1.019819445e+01,5.809266213e+01,8.638046242e+01,6.635812375e+01,7.217682236e+01,6.521876928e+01,1.971945839e+01,8.514191999e+01,6.432921947e+01,4.812959465e+01,9.505989546e+01,6.227830512e+01,3.131482858e+01,8.202004682e+01,7.281960057e+01,6.883703144e+01,2.329337370e+01,6.706909877e+01,6.843664148e+01,1.571807394e+01,7.806120974e+01,1.665347024e+01,7.544090330e+01,1.512522683e+01,9.509064621e+01,4.850004370e+01,9.255039906e+01,4.588992284e+01,6.937395758e+01,4.339047093e+01,1.699343649e+01,6.954434396e+00,5.275018077e+01,7.060868835e+01,4.572223028e+00,4.767346796e+01,7.201332955e+01,3.336068504e+01,2.472636296e+01,2.759741376e+01,7.478005161e+01,5.583627317e+01,5.021308244e+01,5.133822018e+00,6.262695920e+01,5.739706954e+01,9.687012481e+01,7.961517187e+01,7.435227803e+01,1.238879770e+01,6.403848649e+01,2.800887938e+01
6.142797264e+01,8.031651809e+00,4.994011511e+01,5.242133475e+01,3.150065828e+01,4.590676101e+01,2.832668137e+01,4.237419908e+01,8.413289828e+01,3.867481937e+01,8.426045612e+01,8.885066615e+01,7.879449737e+01,6.125304772e+01,9.897127181e+01,3.810748420e+01,9.248433582e+01,4.636286795e+01,2.097201275e+01,2.079813455e+01,4.869564040e+01,9.775234080e+01,9.498139507e+01,3.996210048e+01,5.823551467e+00,3.973939895e+01,8.688234567e+01,1.019649693e+00,6.333981408e+01,9.030042367e+00,4.516428004e+01,3.689256474e+01,9.436818028e+01,4.792066773e+01,5.364056262e+01,6.218981184e+01,4.982398341e+01,2.836946814e+00,3.391775244e+01,8.155227778e+01,5.126599877e+01,5.623409173e+01,3.774640663e+01,7.812665901e+01,8.855959307e+00,5.075681381e+01,2.565480318e+01,9.458290504e+01,5.419759836e+01,8.964409642e+01,9.190730744e+01,2.168822687e+01,9.623033406e+01,5.660799385e+00,3.147033813e+01,9.676217018e+01,9.477953384e+01,7.057564049e+01,9.829918971e+01,1.694738308e+01
5.923920878e+01,8.271872902e+01,9.273552666e+01,7.117974493e+01,8.579323995e+01,9.552917769e+01,4.896380228e+01,8.048047744e+01,2.696494041e+01,5.993187733e+01,8.755001261e+01,3.472162110e+01,1.821614963e+01,8.947132607e+01,1.036869152e+01,4.207932701e+01,8.326480017e+01,7.645815389e+01,1.502831040e+01,5.741601042e+01,1.256188183e+01,6.289350113e+01,6.927084395e+01,2.297924499e-01,8.318615512e+01,4.129890708e+01,3.969441975e+00,7.849779717e+01,8.227116812e+01,6.821951266e+01,9.430938415e+01,4.649165097e+01,1.829733667e+01,1.560925799e+01,1.567392648e+01,3.279395270e+01,6.668661357e+01,4.001387649e+01,6.824132390e+01,6.564144494e+01,5.784867544e+01,8.039954758e+01,6.020246721e+01,6.735366779e+01,5.320940107e+01,1.701651839e+01,8.980956477e+01,3.681722545e+01,5.147221837e+01,7.548889887e+01,3.242607949e+01,3.758385312e+00,8.081979440e+01,2.549100424e+01,7.186920097e+01,4.491629508e+01,3.605366456e+01,1.811637229e+00,4.756831721e+01,4.249251964e+01
1.959006697e+01,7.723807932e+01,4.612748324e+01,7.132291911e+01,4.412871313e+01,6.456887004e+01,1.994001945e+00,8.875676459e+01,3.153212799e+01,5.130558294e+01,2.276798571e+01,6.394213278e+01,7.481281880e-01,8.746084883e+01,2.051563491e+01,6.683474460e+01,7.231789913e+01,8.061341891e+01,9.933538896e+01,7.685223528e+01,9.692857665e+01,1.545720170e+01,6.541602643e+01,1.947591721e+01,2.702756621e+01,7.906297082e+01,4.378026639e+01,2.968648546e+01,4.614587695e+01,2.136659776e+01,8.227804997e+01,1.152801238e+01,8.597015040e+00,4.590826857e+01,8.122092613e+01,1.648576046e+01,8.475651781e+01,9.513819764e+01,4.318418551e+01,4.114665306e+01,3.574266560e+01,6.251035535e+01,4.350601271e+01,9.630467049e+01,7.242563605e+01,2.242459171e+01,6.103435581e+01,5.026918743e+01,8.967588947e+01,4.113190581e+01,9.130842408e+01,6.235277766e+01,3.211605893e+01,9.666113176e+00,1.428309537e+01,9.267188522e+01,1.622457924e+01,2.457746879e+01,2.203047808e+00,6.387832845e+01
7.650686762e+01,5.829787473e+01,7.048850460e+01,2.704859193e+01,2.500698611e+00,1.060644396e+01,1.037972690e+01,3.535334344e+01,2.637552512e+01,3.926167156e+01,4.555187514e+01,9.522427402e+01,4.110605204e+00,7.838205668e+00,2.443850772e+01,7.217044102e+01,1.552939983e+01,4.870354979e+01,9.361706201e+01,3.725705014e+01,1.756842256e+00,7.569044434e+01,9.505891297e+01,6.908376224e+01,6.347943705e+01,4.273291897e+01,5.856393456e+01,2.542045456e+00,9.754703098e+00,9.360277731e+01,9.780803144e+01,3.457988748e+01,1.765794705e+01,4.013938080e+01,7.188259080e+01,3.253268005e+01,3.023638656e+00,2.004839893e+01,2.412704267e+01,9.356625804e+01,6.786826061e+01,4.966479508e+00,1.332458675e+01,6.796299930e+01,3.990551247e+01,6.696168962e-02,3.115997957e+01,2.489580803e+01,7.716374946e+01,8.869931506e+01,2.827717466e+01,5.304454992e+01,4.101277496e+01,1.493502579e+01,5.300603327e+01,6.030665819e+01,4.879449064e+01,9.680559982e+00,3.823467109e+01,3.712021448e+01
1.184501892e+01,7.897682487e+01,2.324223444e+01,6.743129432e+01,7.908893933e+01,2.473002962e+01,4.415707351e+01,4.228243258e+01,7.984929813e+01,1.077500532e+01,3.817321696e+01,3.857790127e+01,7.468829140e+01,6.913147765e+01,4.923063014e+01,1.475900950e+01,2.594679947e+01,5.343858255e+01,6.838512140e+00,1.400142859e+01,1.877853242e+01,8.866214019e+01,6.901540722e+01,4.273336003e+01,2.575586321e+01,5.152030484e+01,9.675433248e+01,2.359732349e+01,4.712759188e+01,7.976735448e+01,7.848801944e+01,4.031091024e+01,3.374165605e+01,7.204448948e+01,8.105423671e+01,5.455684624e+01,5.771626495e+00,9.050704628e+01,6.442681374e+01,4.706085280e+01,1.426974234e+01,9.608826087e+01,4.651370107e+01,6.819341800e+01,2.262942762e+01,3.794781388e+01,2.982355235e+01,9.871959268e+01,5.219499043e+00,6.111868001e+01,9.432179438e+01,1.292610247e+01,5.073919408e+00,1.681090320e+01,8.463779742e+01,9.090239697e+01,6.776599106e+01,6.576561454e+01,8.951850283e+01,6.044296469e+01
3.713130264e+01,6.598413446e+01,1.736702435e+01,4.214397251e+01,4.876697913e+01,5.894166154e+01,7.322660219e+01,9.128243538e+01,5.884861245e+01,9.881475806e+01,1.394140451e+01,2.931424167e+01,3.281911993e+01,5.603620580e+01,2.836165245e+01,4.462457482e+01,6.527768271e+01,4.696333345e+01,1.016378962e+01,9.745455391e+01,3.794824230e+01,8.481091976e+01,8.009996722e+01,6.600042756e+01,7.124416812e+01,9.737603668e+01,6.793615564e+01,5.975082972e+01,6.786792905e+01,1.390369820e+01,3.784851400e+01,4.723769800e+01,5.269842274e+01,6.551199216e+01,7.319100608e+01,8.078913463e+00,9.202099794e+01,5.117346003e+01,8.868086778e+01,1.762021971e+01,4.702448221e+01,7.089021022e+01,2.485344856e+01,8.852357728e+01,1.879693128e+01,5.701844273e-01,7.027406874e+01,3.781265643e+01,1.358002602e+00,5.496621752e+01,1.931081660e+01,1.081871673e+01,5.095834727e+01,3.396461189e+01,7.768433938e+00,4.740180897e+01,2.146299721e+00,3.279125707e+01,3.435903872e+00,4.942037789e+01
4.846833191e+01,1.270037914e+01,5.112982912e+01,3.517782126e+01,4.144859175e+01,4.562741538e+01,8.794369885e+01,1.901521450e+01,9.049498181e+01,5.287339232e+01,4.864718007e+01,6.493052122e+01,2.883768451e+01,4.330963693e+01,8.830427115e+01,3.899617278e+01,8.456942760e-01,2.812495494e+01,7.086643219e+01,7.204274026e+01,4.974851451e+01,6.864444596e+01,3.086796671e+00,8.719002537e+01,4.989929839e+01,2.721718395e+01,8.874223340e+01,7.199467612e+01,1.723214431e+01,6.132781275e+01,7.717924967e+01,1.249315409e+01,1.335177205e+01,3.553936585e+01,8.954066021e+00,5.235271213e+01,7.963112905e+01,5.638448975e+01,5.477315000e+01,6.908488984e+01,4.699611245e+01,8.546815088e+01,8.167153170e+01,7.081190192e+01,9.846622726e+01,9.996526756e+01,1.332003142e+01,5.543379943e+01,4.327863453e+01,5.979725410e+01,3.807989557e+01,1.678631865e+01,5.938795998e+01,4.496092169e+01,5.180418574e+01,2.494933127e+01,5.359447201e+01,1.727727322e+01,9.476945417e+01,6.779634841e+01
6.520532784e+00,8.025203147e+01,7.538012630e+01,8.157550657e+01,7.485051135e+01,7.336212032e+01,9.201951047e+01,9.519909273e+01,5.372969851e+01,4.764017603e+01,1.189552116e+01,6.976442324e+01,6.232299047e+00,7.422127104e+01,4.219433519e+00,2.617433106e+01,5.752799774e+01,1.092861319e+01,3.345904325e+01,7.978678692e+01,3.074527128e+01,3.468250083e+01,9.521141219e+01,4.823916934e+01,7.505564325e+01,7.055895266e+01,2.040318022e+01,1.677931669e+01,8.907422236e+01,4.526555161e+01,6.504012431e+01,2.587587160e+01,2.869221715e+01,5.527464629e+01,2.259936923e+01,9.668717951e+01,4.921294762e+01,6.404396457e+01,1.128772288e+00,6.654730094e+01,3.717078596e+01,2.053767252e+01,3.962795754e+00,4.182246211e+01,7.320841686e+01,8.037198520e+01,8.428662352e+01,6.315222209e+01,9.032873810e+01,4.387549149e+01,3.275203077e+01,5.451041805e+01,7.139316830e+01,7.979524270e+01,6.055983329e+01,1.748465926e+01,5.798924793e+01,8.662810287e+01,2.873395777e+01,6.081185138e+00
4.450372636e-01,5.059675137e+01,6.693441427e+01,9.711910478e+01,4.367064422e+00,1.825658952e+01,8.266588809e+01,9.848939666e+01,4.915910743e+01,6.639186089e+01,4.332229501e+01,3.611220984e+01,7.692271816e+01,5.575128124e+01,9.457660667e+01,2.926520675e+00,3.085974848e+01,9.258259341e+01,5.418139515e+01,9.007563588e+00,8.362896389e+01,2.484522008e+01,7.578775110e+01,9.114826138e+01,2.738719579e+01,8.348424674e+01,9.108835922e+01,2.490509419e+00,8.513631857e+01,4.859466734e+01,2.689905633e+01,9.448915127e+00,1.668627903e+01,2.068593570e+00,4.115041886e+01,1.335582364e+01,1.379402877e+01,2.518665598e+01,7.738008603e+01,5.096111710e+01,6.422531027e+01,7.773123239e+01,2.605611920e+01,7.403619533e+01,2.792751830e+01,1.384262675e+01,4.959565213e+01,3.563192558e+01,2.849133600e+01,7.552725421e+01,3.423036391e+01,8.825803766e+01,3.571498380e+01,5.074176124e+01,5.327148020e+01,1.068713447e+01,5.542207190e+01,1.562717800e-01,5.362472353e+01,9.159743342e+01
1.632155966e+01,1.843287833e+01,9.542844279e+01,3.983604998e+00,8.214978670e+01,2.855558555e+01,1.371875417e+01,4.306411285e+01,6.085504711e+00,7.238721628e+01,8.603820500e+01,3.303942153e+01,6.579662791e+01,7.066162357e+01,9.005051021e+01,1.010041444e+01,3.333724127e+00,1.722177620e+01,3.808769516e+01,1.964313852e+01,3.362712258e+01,7.558559382e+01,7.128735980e+01,5.693333331e+01,7.389340026e+01,9.961941947e+01,9.114693356e+01,4.682133702e+01,8.239306891e+01,5.953107699e+01,6.586173841e+01,7.868383040e+01,4.729157212e+01,7.977789250e+01,6.004517322e+01,9.947982245e+01,8.109545651e+01,5.330036158e+00,5.157522368e+01,6.228086963e+01,3.692924278e+01,4.266387552e+01,7.371307717e+01,3.127929156e+01,8.018523632e+01,8.080714724e+01,6.246973263e+01,9.464956674e+01,2.253472166e+01,8.234671047e+01,6.101570993e+01,2.596264381e+01,9.860470079e+01,8.451227528e+00,9.129384446e+00,5.019035685e+01,9.484703761e+01,1.910907858e+01,8.496238552e-02,9.775070906e+01
5.059863361e+01,4.885047022e+01,9.509001000e+01,4.467973175e+01,9.321064728e+01,5.375296496e+01,8.384824512e+01,4.772752267e+01,9.383558710e+01,1.001333480e+01,3.973928771e+01,1.666889375e+01,2.051326251e+01,6.085750490e+01,9.445742396e+01,5.523033641e+01,1.995530599e+01,1.149974496e+01,8.958314634e+01,3.891273984e+01,1.170079320e+01,8.715902064e+01,7.514637463e+01,3.491303957e+01,9.454583931e+00,3.990106603e+00,2.057479001e+01,2.956859352e+01,6.415012593e+01,4.760610512e+01,8.996421956e+01,1.451377639e+01,6.645673142e+01,9.215454922e+00,7.782747550e+01,9.805621868e+01,2.053444768e+01,7.238603931e+01,2.507569392e+01,9.053748021e+01,6.920185370e+01,7.766897818e+01,9.508285749e+01,8.812541806e+01,2.862491966e+01,1.172786189e+01,1.500748145e+01,4.987353682e+01,3.940684033e+01,6.939378041e+01,7.038072637e+01,7.717724150e+00,5.972354161e+01,8.318397038e+01,3.532330343e+01,3.790431240e+01,6.176898701e+01,9.650000099e+01,1.446231674e+01,1.815558688e+01
3.867466631e+01,4.349219183e+01,7.132500811e+01,8.745620670e+01,8.295557662e+01,7.318205267e+01,1.168315741e+01,2.935236634e+01,1.516486938e+01,5.185823248e+01,5.337742555e+01,8.166238826e+01,7.042886749e+01,2.202897964e+01,4.514414436e+01,9.095484612e+01,4.216347442e+01,4.079590422e+01,3.381159428e+01,5.393944428e+01,5.354487604e+00,3.891905854e+01,4.812278160e+01,5.573540073e+00,8.699696753e+01,3.784413326e+01,9.234591545e+01,2.185606169e+01,2.885730781e+01,5.270825964e+01,2.711787596e+01,8.381226392e+01,4.526934535e+01,3.939907134e+01,1.504742088e+01,5.736717743e+01,7.927012046e+01,8.386820792e+00,7.312983467e+00,9.828774810e+01,1.590455526e+01,5.869554168e+01,2.765942502e+01,6.423792737e+01,1.274370442e+01,6.562170332e+01,9.343498977e+01,9.415653816e+01,8.155561759e+01,3.144370733e+01,7.582173398e+01,6.222123560e+01,8.332680076e+01,1.565916239e+00,1.976341642e+01,9.837314113e+01,9.383698767e+00,2.615105661e+01,5.721618220e+01,5.242612021e+01
5.993568737e+01,2.222007565e+01,1.703543823e+01,5.746945684e+01,4.759015341e+01,5.963225152e+01,5.232762494e+01,4.002818115e+01,7.004204693e+01,5.812794070e+01,6.274818750e+01,8.635611258e+01,8.657632992e+01,1.763596064e+01,7.400653650e+01,3.056368132e+01,7.567301636e+01,9.975587958e+01,7.911821591e+01,9.924011396e+01,1.842049315e+01,3.858271228e+01,8.500410320e+01,9.245420404e+01,2.969168950e+01,1.529091771e+01,8.405109412e+01,9.058054665e+01,8.161965687e+01,8.939252913e+01,6.477551300e+01,8.064065144e+01,4.940008772e+01,3.331974337e+01,4.291933196e+01,3.908784777e+01,1.143781638e+01,1.162496893e+01,8.257631477e+01,6.586026775e+01,6.665959663e+01,7.047564601e+01,8.118510373e+01,4.899353170e+01,3.107991091e+01,6.679069218e+01,8.928264108e+01,2.927908482e+01,8.891746107e+01,5.878340038e+01,6.937456042e+01,5.020225026e+01,3.421899793e+01,8.422424707e+01,1.634703034e+01,7.443018367e+01,1.965999729e+00,8.279749933e+01,3.603817497e+01,4.112251624e+01
2.180314493e+01,9.880277436e+01,3.154456962e+01,7.726848145e+01,2.063368348e+01,3.989252785e+01,5.959065542e+01,1.098764770e+01,4.598727742e+01,3.280406238e+01,9.939170495e+01,7.156916940e+01,9.707974150e+01,3.377801354e+01,8.608858567e+01,4.809032245e+01,3.443512719e+01,4.405327980e+01,5.146247991e-01,3.806603456e+00,2.648145112e+01,3.725656394e+00,3.957715296e+01,4.456236054e+01,7.260673684e+01,2.363694492e+01,1.430626142e+00,6.387838113e+01,7.407758676e+01,8.831424531e+01,8.623979005e+00,5.066402625e+01,4.427262471e+00,8.995799239e+01,2.047952326e+01,6.703222591e+01,3.196652186e+01,3.825246974e+01,9.296825045e+01,5.650828515e+01,3.786827605e+01,4.460549641e+00,9.683546996e+01,5.448577856e+01,3.112448125e+01,1.789994031e+01,8.731920940e+01,9.174802374e+01,9.428623222e+01,5.146586105e+00,5.777291317e+01,2.018059137e+01,6.005755719e+01,2.485778484e+01,5.455763330e+01,9.787639376e+01,1.146951953e+00,3.029175216e+01,4.384444489e+01,6.789750059e+00
8.295006506e+01,6.897233790e+01,1.848705700e+01,2.604071185e+01,5.491969061e+01,4.473163247e+01,9.890870436e+01,6.094837666e+01,4.856267392e+00,4.502908454e+01,9.092005843e+01,8.828865248e+01,9.963535094e+00,5.883679733e+01,7.565763134e+01,9.475097905e+01,6.412921106e+01,1.167887603e+01,8.092020937e+01,6.067063009e+01,7.588376012e+01,5.164490873e+01,8.778888396e+01,3.237666255e+01,7.869140937e+01,5.819502155e+00,8.059737661e+01,5.482491506e+01,4.428313701e+01,9.166211809e+01,8.344859802e+01,5.747093794e+01,9.935979940e+01,3.060087973e+01,9.793179053e+00,7.561230608e+00,6.379662648e+01,5.993869253e+01,3.521661784e+01,9.441762816e+01,3.793861649e+01,3.220931438e+01,9.599222985e+01,5.366047568e+01,7.261538065e+01,7.514289964e+00,4.245382348e+01,2.261497084e+01,2.184924155e+01,2.226550583e+01,1.466468053e+01,7.630193028e+00,6.784232804e+00,6.680780095e+01,1.699080994e+01,6.669923369e+01,2.135407002e+01,3.125288721e-01,2.183931271e+01,5.468900181e+01
7.216494823e+01,7.068396199e+01,4.027633813e+01,6.411253251e+00,8.546088164e+01,5.304434705e+01,3.455024433e+01,2.856601866e+01,9.250950135e+01,4.510018909e+01,9.653356845e+00,4.936795081e+01,6.973575517e+01,6.969403883e+01,9.214524781e+01,7.627609548e+01,4.124542928e+01,4.477918222e+01,5.333911847e+01,4.536936666e+00,1.050934781e+01,9.799463940e+01,6.675617942e+01,3.185054041e+01,2.992938351e+01,5.997418376e+01,7.870796426e+01,5.813953634e+01,2.003652368e+00,9.519504459e+01,9.779026219e+01,5.857092724e+01,1.096706438e+00,5.015504291e+01,4.053608249e+01,2.521658125e+01,5.162357941e+01,6.234743716e+01,7.603702850e+01,3.232800361e+01,3.563583569e+01,4.791126669e+00,3.102752139e+01,2.286607892e+01,6.307788132e+01,2.884513526e+01,5.732318354e+01,6.334829566e+01,6.449649226e+00,3.625928914e+01,2.016297591e+01,2.355565527e+01,4.550911287e+00,1.471389274e+01,5.829187002e+01,7.211428160e+00,3.265403294e+00,6.185962991e+01,2.669038839e+01,5.304695528e+01
4.135025905e+01,5.619190508e+00,4.745466663e+01,8.372724154e+01,8.075414982e+01,7.169197576e+01,5.032176672e+01,5.745516953e+01,6.113299102e+01,7.485696899e+01,5.404103206e+01,1.849634534e+01,9.657963047e+01,6.943967100e+01,6.708614338e+01,5.909639308e+01,4.432779366e+01,7.506589736e+01,8.012675982e+00,8.270384458e+01,4.801713165e+01,6.190976100e+01,4.102048918e+01,2.028736124e+01,5.263819203e+01,6.441137479e+01,2.570586458e+00,5.248820911e+01,2.498012868e+01,1.012108734e+01,3.904721571e+01,9.237725580e+01,1.576507496e+01,2.905355635e+01,1.742722792e+01,9.394528021e+01,6.848304328e+01,8.268660351e+01,7.661162632e+01,2.601132052e+01,8.685827414e+01,6.574521778e+01,7.647587711e+01,1.534958709e+01,2.738783545e+01,2.527069726e+01,3.875452756e+01,1.356227123e+01,8.392757015e+01,6.369877247e+01,7.808695214e+01,6.158857768e+01,9.253993773e+00,6.128349459e+01,1.591916956e+01,6.208913956e+01,9.280192158e+01,8.735829002e+01,9.978039758e+01,5.640651562e+01
3.233628595e+01,7.103519153e+01,6.222553013e+01,9.625044514e+01,5.528176277e+00,7.159258042e+01,8.191163539e+01,4.509149644e+01,9.838167761e+01,8.666171780e+01,4.520368736e+01,5.281562166e+00,8.094122701e+01,1.369310186e+01,2.991907537e+01,8.549340258e+01,8.675984277e+01,6.727799391e+01,6.161661995e+01,2.881221913e+01,8.135132992e+01,8.071364961e+01,9.710564791e+01,1.193704014e+01,7.562199886e+00,5.111747980e+00,7.392103253e+01,8.500333456e+01,2.165120848e+01,8.911101944e+01,1.986714347e+01,7.161270077e+01,7.302407131e+01,7.988608525e+01,3.162782357e+01,9.344155988e+01,8.905315146e+00,4.264193776e+01,6.345306297e+01,3.156876764e+01,2.359342881e+01,2.103733102e+01,5.767860780e+00,3.282140600e+01,1.099483782e+00,5.458974773e+01,1.642498138e+01,1.264684376e+01,7.846370054e+00,5.125808339e+01,7.634924714e+01,8.873647693e+01,1.165886022e+01,7.802732698e+00,9.077096598e+00,7.066615500e+01,4.853301458e+00,5.600707567e+01,1.501507857e+01,8.430226803e+01
2.307860292e+01,6.438364663e+00,4.461929675e-01,8.572133200e+01,4.430529153e+01,3.282002010e+00,3.359716507e+01,5.268771497e+01,4.271761840e+01,5.791618849e+01,3.411522615e+00,6.452326733e+01,4.540921414e+01,6.359848757e+01,3.491466890e+01,9.080558324e+00,7.692331577e+01,2.786982537e+01,6.935658593e+01,8.815321294e+01,4.059034844e+01,5.932916140e+01,5.361638562e+01,3.765506435e+01,6.299150796e+01,7.548580600e+00,8.007526965e+00,9.385769532e+01,4.667807666e+00,3.011340535e-01,9.681761097e+01,1.190061218e+00,7.315527299e+01,7.595498162e+01,3.044431163e+01,1.537474870e+01,7.243949308e+01,8.085207601e+01,4.713721946e+01,7.484186220e+01,5.965502866e+01,5.360238032e+00,8.351107517e+01,4.110325207e+01,6.534664106e+00,6.209885020e+01,5.984440746e+01,7.562360889e+01,2.770949406e+01,6.632205556e+01,5.577549303e+00,1.552025286e+01,9.828521584e+01,3.050523123e+01,5.713629591e+00,7.975216970e+01,9.974907954e+01,3.538810610e+01,2.717804917e+01,7.880790709e+01
6.862997636e+01,7.586988553e+01,3.142773778e+01,9.022589934e+01,8.246024324e+01,3.552191198e+01,6.417245857e+01,5.011838268e+01,4.861630373e+01,5.500145395e+01,4.026198455e+01,1.237598008e+00,3.853915649e+01,5.421278620e+00,4.317658337e+01,9.685389661e+01,8.591813522e+01,6.327877673e+01,5.520551386e+01,2.358233857e+01,1.268978287e+01,3.590623066e+01,3.867467653e-02,9.962259779e+01,3.241094105e+01,7.819160285e+01,8.944924306e+00,3.496981626e+01,4.016629709e+01,9.404583579e+01,8.581667258e+01,3.603509556e+01,5.978290017e+01,6.383431147e+01,6.118137572e+01,5.769052288e+01,3.261930090e+01,2.608088639e+01,8.606821199e+00,6.212743398e+01,8.481431329e+01,2.219585125e+01,4.225175856e+01,5.063108657e+01,8.099591798e+01,3.769652849e+01,8.329147983e+00,3.851482639e+01,8.468104067e+01,2.646316361e+01,8.855939466e+01,7.257706311e+01,6.070007045e+01,9.749267580e+01,3.317041453e+01,5.971650966e+01,5.478253513e+01,6.541534083e+01,2.534117522e+01,2.146403064e+01
7.044737092e+01,9.858717377e+01,2.613071053e+01,5.609849451e+01,9.159506276e+01,3.581534362e+01,5.721018880e+01,7.008976468e+01,2.232546896e+01,8.423487605e+01,1.990672015e+01,7.508759437e+01,3.238473787e+01,7.922150242e+01,5.174724408e+01,3.360679451e+01,5.444368652e+01,7.576625184e+01,4.306818956e+01,2.017872907e+01,3.962118071e+01,8.194787200e+01,1.344207792e+01,3.091977692e+01,8.626715496e+00,4.762805450e+01,1.384202773e+01,8.333919793e+01,6.704015515e+01,5.046332111e+01,1.682370822e+01,6.349045289e+01,5.113463363e+01,6.604014921e+01,8.187837421e+01,9.365833233e+01,6.704996669e+01,8.407747236e+01,7.490623941e+01,3.185375739e+01,1.690434272e+01,3.437275164e+01,7.894137337e+01,1.382934091e+01,1.789127947e+01,7.609784817e+01,5.656733446e+01,1.150365981e+01,8.048337017e+01,9.533382147e+01,2.738194155e+01,7.481138900e+01,6.844598384e+00,1.859971398e+01,8.228902012e+01,2.846907397e+01,3.650114798e+01,1.265589477e+01,6.522643174e+01,1.093005655e+01
5.254925846e+01,7.211591492e+01,4.113267005e+01,7.086697634e+01,8.430656514e+01,9.447956703e+01,9.686399422e+01,1.200111431e+01,1.889902969e+01,3.105287173e+01,7.783101841e+01,8.122299745e+01,5.534785256e+01,3.375771812e+00,7.451109056e+01,1.454228118e+01,6.919744673e+01,3.840521285e-01,2.675258588e+01,7.613026608e+01,9.018790609e+01,6.665473455e+01,5.123129281e+01,1.929018093e+01,4.893321385e+01,1.431176986e+01,8.465592573e+00,9.963020757e+01,8.334746758e+01,8.379973100e+01,2.766179837e+01,8.170582672e+01,3.329025621e+01,5.778096405e+01,5.978219294e+01,3.448584456e+01,4.913545193e+01,7.551196276e+01,2.081445304e+01,4.852630942e+01,6.436456115e+01,2.005459486e+01,5.032885289e+01,7.077129707e+00,7.653276060e+01,1.622527129e+01,6.619692709e+01,8.422903711e+01,1.532658128e+01,9.839161875e+01,6.263370504e+01,5.009692125e+01,6.518076207e+01,5.745893956e+01,3.163853958e+01,3.899333283e+01,5.992970973e+01,8.798171678e+01,1.310353032e+01,1.327265331e+01
5.498564586e+01,3.439206810e+01,9.911964419e+01,1.697494167e+01,6.309261943e+01,4.629619697e+01,1.995782095e+01,3.302876489e+01,6.210843747e+01,1.150094246e+01,1.742003849e+00,6.446566144e+01,3.782990986e+01,2.781865339e+01,5.575027438e+01,5.769174920e+01,2.619465985e+01,9.644444456e+01,1.921940278e+01,2.009424460e+01,9.088874577e+00,4.628884382e+01,9.873199910e+01,8.573521748e+01,1.225890968e+01,8.140211977e+01,6.434399163e+01,2.337268802e+01,9.554319563e+01,1.867481199e+01,9.052361721e+01,2.475311012e+01,7.432945395e+01,6.060467424e+01,9.377919888e+01,7.303817103e+00,3.336580468e+01,1.926846466e+01,3.439060531e+01,3.566239252e+01,3.979307169e+01,3.081772060e+01,7.903564292e+01,8.599593240e+01,9.571494907e+01,5.642370883e+01,9.189313385e+01,9.901965743e+01,1.359258488e+01,2.386600227e+01,3.866074306e+01,3.592531658e+01,9.209794057e+01,4.169064231e+01,8.043092262e+01,3.717072183e+01,4.540932790e+01,5.448428190e+01,3.960855469e+00,3.872320017e+01
5.191980928e+01,9.816797239e+01,5.786992836e+01,7.382655519e+01,8.854300613e+01,4.531561206e+01,6.038720191e+01,5.433704915e+01,3.668375834e+01,6.539573117e+00,6.347905770e+00,2.085658649e+01,1.948972777e+01,4.326707027e+01,1.413400249e+01,7.145168338e+01,3.308445922e+01,1.578529365e+01,6.148411264e-01,8.542376955e+01,9.509498847e+01,6.050970399e+01,6.521672321e+01,8.611563732e+01,5.346097817e+01,9.627668158e+01,5.766034241e+01,2.153309950e+00,8.060653430e+01,8.297303585e+01,2.429388448e+01,5.948151430e+01,8.311782397e+01,6.394735853e+00,6.171948852e+01,1.525602795e+00,5.589722267e+01,2.988990096e+01,2.222160879e+01,3.272774796e+01,3.331109112e+01,6.420020607e+01,1.503424862e+01,6.503927845e+01,6.890819410e+00,6.083778649e+01,6.535100128e+01,4.264656543e+01,2.875564449e+01,5.938001184e+01,6.454955789e+01,8.071693041e+01,1.586306792e+01,3.116728358e+01,9.516036107e+01,7.901349616e+00,3.451066606e+01,9.323362427e+01,2.743236110e+01,3.330558268e+00
