v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23
5.461231623e+01,8.554470007e+01,3.818458354e+01,5.301527493e+01,7.035906869e+00,3.269595277e+00,7.166044672e+01,8.027202028e+01,5.934957499e+01,7.434604216e+01,1.466518075e+01,9.080084170e+01,9.317544119e+01,8.650241360e+01,5.970476833e+01,4.472629176e+01,2.124954705e+00,2.417093886e+01,3.211646554e+01,2.671354397e+01,5.821834043e+00,6.606102147e+01,9.344857090e+01
3.047050689e+01,7.147479327e+01,1.446833107e+01,1.980273838e+01,3.516085300e+01,6.633295671e+00,9.794393652e+01,3.206733578e+01,6.707783039e+01,4.836285607e+01,2.134269227e+01,7.623650012e+01,4.089664539e+01,8.027217354e+01,7.600961229e+01,6.607438518e+01,9.315708376e+00,2.990473379e+01,6.603523300e+01,7.371208987e+01,5.679630836e+01,7.198845739e+01,6.655485699e+01
2.931343873e+01,3.600492019e+00,6.978551930e+01,1.877444918e+01,4.426829296e+01,3.867291078e+01,9.460082347e+01,3.283608087e+01,6.354097834e+01,3.068165118e+01,7.364323856e+01,9.364985745e+01,1.460142944e+01,9.104202244e+01,5.324276572e+01,7.447129577e+00,6.505082908e+01,8.994990634e+01,2.234476552e+01,8.117942017e+01,5.399367070e+00,1.253580189e+01,8.779874195e+01
2.102145605e+01,2.722280381e+01,5.593870487e+01,3.403159436e+01,5.642828198e+00,1.710227901e+01,2.181314494e+01,4.890868587e+01,3.656731435e+01,4.004480821e+01,6.280310592e+01,1.415060884e+01,1.501560582e+01,9.243999822e+01,9.905318647e+01,9.379175632e+01,9.878336458e+01,4.988346069e+01,9.602939640e+01,3.271565644e+01,2.922109688e+01,9.826394790e+00,2.737516311e+01
4.348760547e+00,9.157810714e+01,2.509306106e+01,5.814194268e+01,4.500733209e+01,6.229327074e+01,6.528232175e+01,9.127643422e+01,5.411972495e+01,4.681763887e+01,3.734564546e+01,9.696131320e+01,3.332128637e+01,8.303692128e+01,8.945524842e+01,4.180357036e+01,5.258423384e+01,7.561967050e+01,2.477255207e+00,6.823818795e+00,7.053866426e+01,6.810950829e+01,9.222008389e+01
6.420623297e+01,1.455178428e+01,3.320599329e+01,3.428347189e+01,2.072526199e+01,9.356385404e+01,3.772672887e+01,4.593822730e+01,4.116768576e+01,4.939678439e+01,1.406901054e+01,8.187548233e+00,6.969126616e+01,5.132403184e+01,5.982203850e+00,1.400596257e+01,4.481293887e+01,1.458151416e+01,4.693169358e+01,8.085527398e+01,6.508890377e+01,3.784260396e+00,1.480101147e+01
1.724167024e+01,6.101446209e+01,4.750249095e+00,2.121508726e+00,2.431418927e+01,4.364358194e+01,6.021970932e+01,7.922923786e+01,6.394658124e+01,1.160508082e+01,2.693463124e+00,3.869339564e+00,3.058757744e+01,4.229507403e+00,2.721103621e+01,3.606696811e+01,3.914804099e+01,6.912815131e+01,7.767115481e+01,1.265861776e+01,2.642588684e+01,5.426883902e+01,8.420765050e+00
6.539398448e+01,7.543369051e+01,3.912785644e+01,6.146466395e+01,6.310911580e+01,3.808040381e+01,4.629774150e+01,6.979720607e+01,4.751521244e+01,4.032985101e+01,6.266053468e+01,2.602188779e+01,8.345443198e+01,2.712548069e+01,3.995538006e+01,3.616068685e+01,2.377805175e+01,4.644818151e+00,2.312348504e+01,3.512007794e+01,4.334335700e+01,5.626357491e+01,2.797604124e+00
4.605515737e+01,1.065325414e+01,2.663719896e+01,5.623419248e+01,8.744442333e+01,5.031129887e+00,4.105090680e+01,6.991365473e+01,7.943751530e+01,1.876742748e+01,3.251274338e+00,6.219411835e+01,3.107856306e+01,6.005686470e+00,8.501246848e+01,6.304203417e+01,8.976227481e+01,9.660315846e+01,8.068173616e+01,2.431944958e+01,8.678123636e+01,5.557907787e+01,2.046890168e+01
7.073791653e+01,4.620982234e+01,9.562927283e+01,9.823184430e+01,1.055630027e+01,5.844122847e+01,8.243749796e+01,9.811187483e+01,7.867495152e+01,7.507123709e+01,6.374815335e+00,6.573348538e+01,6.661329645e+01,5.037100910e+01,6.560377018e+00,7.481421184e+01,8.140157541e+01,8.402500304e+01,8.101623409e+01,4.128498917e+01,2.188432427e+00,9.468526884e+01,9.663134354e+01
3.054069352e+01,1.229440898e+01,6.862091175e+01,1.127564684e+01,3.083948663e+01,8.780074116e+01,2.169583635e+01,1.147810872e+01,9.438998136e+01,4.398749083e+01,6.861966238e+01,4.869668619e+01,2.486937286e+01,1.064586023e+01,7.428893263e+01,6.575911156e+01,7.931967922e+01,8.198089787e+01,1.985758858e+01,9.211634888e+01,3.294415298e+01,3.720188999e+01,6.437690067e+01
1.095000639e+01,9.444653406e+01,1.389141705e+01,6.834517317e+01,5.212540358e+01,5.347731086e+01,2.329691649e+01,4.311985852e+01,3.707817034e+01,2.523329190e+01,3.707200926e+01,7.722586767e+01,7.980870893e+01,2.972759731e+01,2.249463281e+01,6.966939040e+01,1.321185708e+00,9.926734713e+01,3.431550947e+00,2.234351164e+01,6.323830094e+01,1.564050681e+01,1.045457428e+00
4.978594186e+01,1.844608788e+01,3.872781216e+01,4.252695161e+01,9.907794821e+01,7.250986436e+01,6.978937375e+01,6.739958341e+01,9.714776919e+01,8.766884359e+01,7.820335065e+01,1.727167299e+01,2.110632151e+01,5.503191238e+01,3.241732460e+01,4.106708570e+01,7.820313254e+01,9.903621198e+01,6.355230137e+01,9.431229251e+01,3.749257285e+01,5.488036060e+01,4.639901280e+01
2.562158304e+01,3.784333529e+01,2.188714451e+01,9.987869123e+01,1.345478698e+01,7.434731644e+01,9.417726680e+00,3.904344387e+01,5.019655676e+01,3.569548510e+01,1.940457170e+01,8.217149356e+01,1.285859883e+01,6.379440206e+01,5.003017959e+01,8.224472896e+01,3.735300155e+01,5.232221289e+01,8.201994565e+01,2.264188346e+01,4.127701323e+01,2.780966424e+01,6.545322762e+01
5.717309107e+01,5.415171000e+01,5.758164107e+01,3.341815319e+00,5.133492417e+01,4.755069142e+01,7.020807428e+01,5.880533462e+01,6.823236320e+01,9.552833937e+00,5.820623390e+01,1.315015007e+01,4.980391879e+01,7.138130636e+01,1.044403993e+01,4.168648057e+01,4.900362002e+00,2.391376786e+00,2.944134818e+01,7.608399832e+01,1.833105343e+01,2.547437517e+01,8.692162162e+01
2.622624899e+01,2.959645352e+01,1.825751675e+00,8.187663151e+01,7.779252613e+01,6.168087320e+01,3.428218069e+01,1.110239185e+01,2.077837609e+01,7.685967255e+01,7.557267198e+01,8.380180039e+01,5.723762122e+01,5.759761723e+01,5.769423238e+01,3.449022946e+01,4.726279513e+00,6.367771292e+01,2.728375102e+00,6.609357556e+01,2.862213030e+01,3.359844294e+01,1.958891234e+01
3.215115244e+01,7.271778524e+01,9.212470909e+01,4.474747571e+01,3.277603231e+00,4.090755796e+01,8.832382675e+01,1.226659814e+01,7.652158926e+00,1.708871055e+01,2.705324143e+01,1.255133017e+01,5.053628717e+01,4.822598043e+01,7.880043626e+01,3.972174457e+01,9.768166031e+01,8.695363293e+01,7.277957737e+01,5.584974363e+01,2.952152480e+01,8.896693892e+01,1.062050097e+01
2.351516751e+00,3.953141100e+01,2.466860187e+01,5.466197578e+01,6.792547292e+01,9.306212762e+01,4.541466843e+01,9.895471937e+01,6.174328918e+00,2.989750065e+01,9.755702389e+01,2.109376227e+01,3.751942808e+01,8.441080402e+01,6.905626207e+01,4.908342551e+01,7.271092987e+01,7.374007588e+01,9.574136219e+01,1.893974769e+01,8.951408601e+01,9.673693277e+01,1.478703152e+01
9.255834061e+01,9.176872542e+01,4.235482692e+01,3.944611638e+01,5.099340154e+01,7.206355486e+01,8.910855413e+00,8.148545684e+01,9.811116339e+00,4.436478552e+01,8.566290039e+01,3.481977576e+00,7.965954211e+01,1.530034546e+00,2.828474460e+01,3.246195318e+01,9.190519933e+01,7.701371888e+01,5.891776746e+01,5.916807868e+01,4.080889919e+01,8.288230133e+01,3.186982730e+00
4.413077829e+01,7.790631533e+01,4.081162577e+01,1.890971692e+01,2.565684706e+01,7.797474993e+01,9.933800605e+01,1.865117592e+01,2.883777383e+01,2.201672298e+01,2.432300623e+01,6.317550074e+01,6.721680718e+01,4.293419343e+01,9.426927075e+01,9.467036638e+01,4.116077526e+01,1.877707362e+01,5.990592679e+01,1.505085172e+01,5.238631000e+01,8.240554504e+01,2.374162690e+01
1.733683586e+01,4.364203869e+01,8.157666710e+01,7.852351682e+01,4.835240782e+01,3.056781350e+01,9.731985825e+01,9.472816752e+01,1.726471914e+01,9.340806377e+01,3.636812304e+01,3.572113066e+01,1.599162169e+01,8.931828382e+01,1.073309080e+01,9.904794878e+01,2.025442488e+00,3.577321995e+01,5.010431419e+01,9.728278975e+01,6.068762372e+01,8.505280594e+01,4.162390073e+01
7.972333411e-01,5.161899343e+01,8.699062404e+01,9.645978533e+01,4.512557406e+01,9.026433017e+01,8.857252526e+01,2.197543349e+01,9.659218522e+01,4.589615495e+01,3.509013273e+01,1.115214925e+01,6.489232490e-01,1.615700891e+01,7.125862808e+01,3.288224749e+01,9.848845206e+01,1.675569790e+01,4.300875937e+01,5.776116277e+01,5.953877629e+00,4.834751138e+01,6.556496254e+01
4.961889562e+01,1.506417562e+01,6.938599129e+01,6.278860763e+01,5.850827808e+01,1.101698032e+01,3.759736051e+01,2.859071025e+01,9.269466877e+01,1.001223742e+01,7.465536237e+01,2.390910355e+01,8.508821781e+01,2.095038554e+01,7.967041679e+01,3.002133159e+01,3.134301517e+01,9.513139241e+00,4.838204178e+01,2.565789866e+01,4.950031885e+01,7.833201494e+01,3.792585606e+01
4.015791385e+01,8.858581761e+01,2.435210495e+01,2.633456951e+01,7.817719226e+01,4.155378876e+01,1.103819838e+01,5.219707755e+01,5.382091903e+00,8.538188941e+01,2.831683572e+01,9.409337407e+01,5.661357868e+01,1.883152252e+01,8.136658053e+01,5.740638980e+01,7.943339742e+01,9.681775598e+01,1.821913738e+01,7.557699617e+01,6.960743355e+01,1.897204885e+01,9.778205675e+00
2.796060680e+01,8.037024715e+01,4.495255757e+01,1.136179273e+01,3.092738689e+01,8.099253221e+01,5.775900277e+01,2.877970297e+01,6.108248068e+01,6.481460130e+01,3.116530501e+01,1.019042188e+01,8.171514746e+01,8.882679943e+01,5.137115818e+00,2.083225032e+01,3.932037506e+00,7.828805326e+01,4.951758060e+01,4.098045596e+01,3.173306417e+00,4.169436373e+01,5.395244060e+01
9.734279871e+01,5.201478235e+01,2.176442654e+01,1.425985590e+01,6.072757861e+01,3.737082205e+01,1.606563624e+01,1.247124172e+01,3.388552839e+01,3.356862030e+01,3.427011149e+01,9.311741884e+01,2.536465589e+01,6.269726426e+01,2.990260320e+01,6.091819286e+01,7.288712744e+01,9.627181019e+00,3.646712694e+01,4.978044780e+00,1.408062556e+01,8.791250914e+01,8.709435760e+01
8.197901893e+01,7.704344732e+01,8.183543289e+01,6.229159194e+01,7.930085360e+01,6.637214480e+01,7.130003163e+01,7.313828693e+01,9.251742396e+01,1.849330861e+01,9.986749463e+01,8.346847674e+01,1.799269168e+01,2.672045162e+01,7.940354086e+01,4.074310682e+01,3.969195333e+01,7.610635371e+00,1.999625249e+01,9.164010250e+01,9.413842788e+01,1.010106314e+01,8.579195354e+01
4.543596539e+01,9.623489801e+01,2.302991272e+01,9.535005460e+01,7.369170181e+01,6.241562396e+00,4.473300691e+01,9.807248439e+01,2.334249125e+01,7.348194510e+01,5.113809903e+01,6.612629949e+01,2.292486520e+01,9.669365134e+01,7.539915581e+01,2.995520478e+01,9.283856162e+01,2.169264407e+00,5.541037105e+01,8.063082196e+00,8.747329845e+01,6.317633695e+01,9.874447704e+01
5.782393707e+01,6.680250570e+01,6.566092718e+01,5.489469360e+01,9.393388713e+01,3.191526804e+01,9.221142727e+01,9.545236876e+01,2.944690294e+01,8.401512694e+01,8.169593588e+01,1.161259677e+01,6.233367720e+01,8.459836372e+01,7.620332757e+01,7.612120078e+01,7.550508074e+01,5.928938987e+01,4.747998575e+01,5.467620236e+01,4.044160830e+00,3.160683699e+01,1.396154109e+00
9.461477199e+01,4.476566156e+01,5.517440873e+01,2.366383640e+01,4.731899967e+01,2.089592158e+01,1.905451474e+01,8.135813679e+01,9.028158609e+01,9.627788391e+01,1.429642259e+01,7.909816886e+01,4.558176719e+01,1.256132976e+01,5.273158017e+01,2.144114948e+01,5.064980988e+01,8.148315829e+01,2.090749594e+01,5.352289993e+01,9.394003778e+01,9.904548065e+01,5.131015184e+01
8.538042197e+00,4.497889737e+01,1.533525623e+01,9.132998173e+01,2.601227224e+01,3.562249556e+01,5.083614199e+00,8.672252081e+01,7.309354936e+01,1.083186124e+01,5.489337261e+00,6.920914191e+01,8.663164946e+01,1.851196217e+00,6.974918509e+01,1.426536664e+01,3.877129360e+01,8.152022849e+00,1.068389728e+01,1.223619589e+01,9.813698184e+01,1.879040916e+00,4.211609833e+01
4.265159567e+01,4.230714104e+01,4.449556190e-01,9.635594148e+00,3.671868635e+01,1.645167189e+01,4.745605396e+01,8.197977161e+01,2.991875891e+01,6.505339885e+01,8.611794231e+01,7.265548083e+01,3.428218672e+01,1.811140956e+01,4.931285910e+01,6.813157292e+01,1.367808392e+01,5.648209045e+01,5.172299398e+01,8.203759653e+01,6.704502755e+01,9.612757968e+00,2.632888488e+01
1.499488353e+01,2.147056075e+00,7.890545001e+01,4.372763030e+01,5.713180273e+01,8.673916128e+01,8.788395482e+01,4.637138804e+01,9.535955836e+01,7.301644111e+01,7.038924587e+01,3.532698492e+01,3.839987417e+00,6.771637731e+01,5.362228917e+01,1.900446271e+01,4.315760701e+01,7.288552703e+01,7.654076311e+01,7.767194619e+01,2.713429726e+01,7.566339029e+01,8.922248957e+01
1.454069216e+01,3.621748894e+01,4.654194232e+01,1.400776792e+00,1.690709049e+01,1.546784146e+01,2.861542380e+01,2.725878702e+01,2.890868760e+01,3.644834844e+01,7.658543962e+01,4.442564716e+01,2.965482335e+01,6.360992763e+01,7.368693690e+00,8.412537142e+01,4.492339578e+01,6.280361665e+01,8.555909585e+01,3.387345034e+01,9.038501297e+01,4.353212775e+01,2.471637671e+01
1.864029871e+01,5.271095051e+01,6.275399718e+01,6.471944227e+01,4.190009226e+01,8.335419950e+01,8.108891334e+01,8.403753043e+01,2.139974677e+01,8.002672007e+01,8.631326349e+01,4.177131041e+01,7.579084792e+01,7.327327160e+01,9.011279370e+01,4.914594379e+01,4.282980014e+01,7.738143085e+01,6.909590924e+01,4.416244699e+01,6.958244181e+01,8.050453240e+01,9.768524131e+01
2.859431121e+01,8.599333038e+01,5.909253779e+01,9.125003294e+01,5.237830348e+01,4.441622138e+01,5.446650169e+01,9.740765740e+01,1.774988946e+01,5.772789989e+01,8.706064939e+01,2.747056472e+01,9.828037739e+01,1.792204377e+01,8.198398180e+01,2.479935438e+01,6.854534263e+01,6.838540431e+00,2.740545615e+01,1.393886669e+01,3.328634642e+01,9.534584927e+01,9.794294994e+01
2.877479676e+00,1.920809658e+01,6.597514474e+01,2.595926420e+01,6.808890566e+01,5.023841135e+01,9.554900005e+01,4.216620565e+01,9.104998457e+01,9.289927182e+01,2.891943798e+01,3.342573837e+01,6.393233727e+01,3.654062799e+00,9.882840522e+01,3.113440843e+01,4.365979497e+01,2.580734714e+01,9.688615751e+01,2.275348149e+00,3.314432099e+01,5.349057692e+01,4.874077051e+01
3.066806673e+01,4.116411703e+01,3.839034562e+01,7.066920887e+01,6.966064819e+00,5.911519475e+00,7.369251888e+01,7.938508565e+01,5.309108574e+01,5.015909038e+01,2.563252946e+01,5.148859184e+01,5.046729802e+01,4.198601005e+01,4.873734104e+01,1.148207033e+01,2.004490252e+01,8.161267176e+01,4.351154481e+01,5.574495798e+01,5.112186804e+00,1.629329261e+00,6.779466511e+01
3.860475476e+01,9.602130591e+00,7.766617973e+01,1.162305608e+01,7.632380110e+01,6.501175672e+01,3.668441957e+01,5.131882856e+01,3.804305046e+01,6.383432255e+01,6.564625917e+01,8.753721975e+01,3.925589728e+01,8.267777884e+01,1.055118425e+01,6.719470465e+01,3.541182549e+01,1.124528287e+01,1.597758320e+01,4.080697338e+01,4.345850771e+01,2.753415379e+01,4.324215484e+01
8.584355579e+01,4.740459545e+00,8.388386105e+01,8.723403681e+01,5.055461725e+01,2.324167687e+01,1.827777072e+01,3.069861079e+01,2.163744003e+01,8.707636500e+01,1.558696678e+01,3.882103294e-01,3.528987039e+01,2.136059264e+01,9.158579479e+01,5.219772823e+01,8.198938830e+01,8.517838917e+01,8.933286806e+01,1.755675371e+01,5.775156358e+00,6.843428011e+01,5.307477176e+01
6.747379854e+01,8.003864116e+01,1.272346626e+01,4.967665765e+01,7.532022933e+01,2.422193852e+01,2.591045103e+01,8.510968578e+00,6.912905539e+01,6.273496616e+01,3.982109547e+01,4.082628717e+00,1.928706844e+01,7.952216437e+01,4.064191079e+01,5.011412538e+01,6.717885394e+01,7.316179015e+01,5.335019611e+01,7.026512526e+01,4.011597570e+01,4.109034926e+01,3.373311916e+01
8.505315167e+01,4.980186630e+00,5.374154323e+01,6.643266391e+00,1.685608270e+01,6.366295617e+01,1.182451341e+01,2.566815925e+01,4.247905156e+01,1.616073145e+01,4.882117942e+01,5.370346947e+01,5.570092443e+00,4.937530550e+01,6.864407234e+01,8.781460549e+01,7.726398367e+00,8.297967162e+01,7.898632503e+01,1.182750902e+01,7.875942336e+01,6.306341459e+01,7.065299891e+01
6.659217197e+01,6.540612441e+01,1.728955627e+01,3.532614592e+00,3.901054693e+01,8.628881094e+01,5.921998267e+01,8.120510041e+01,7.881006024e+01,4.356497747e+01,3.973171761e+01,8.190854751e+01,9.274467029e+00,7.821132978e+01,5.595375478e+01,5.554398437e+01,4.332125467e+01,2.963618014e+01,7.804655668e+01,8.525060733e+00,4.047149625e+01,2.304048849e+01,1.194442827e+01
9.867914960e+01,2.472848272e+01,7.121010652e+01,9.351415907e+01,8.281382497e+01,3.837805549e+01,6.504247966e+01,4.966376070e+00,1.266702159e+01,2.812348549e+01,9.284235698e+01,7.315251183e+01,2.194325144e+01,8.940098993e+01,1.086101608e+01,3.073479560e+00,6.876863973e+00,4.861480775e+01,7.210451246e+01,1.594301895e+01,6.565749680e+01,5.143030013e+01,8.800857405e+01
4.473695252e+01,6.644857701e+01,2.869118446e+01,7.955868225e+01,5.141820536e+01,2.760653075e+01,5.143026820e+01,4.094004506e+01,7.582130978e+01,2.947813384e+01,2.525721609e+01,8.835097840e+00,5.249901957e+01,9.983055813e+01,6.293482101e+01,2.297551757e+00,9.770414617e+01,5.227359595e+01,2.012158995e+01,9.434106806e+00,6.586803450e+01,1.368140974e+01,9.925339977e+01
7.783626066e+00,2.232299694e+01,5.329858619e+01,8.488921768e+01,6.524263928e+01,4.869291055e+01,5.393224944e+01,2.130234249e+01,6.343095146e+01,6.164687783e+01,2.825680438e+01,3.106532368e+01,3.785787642e+01,1.260519208e+01,7.202833343e+01,9.547474478e+01,8.448851780e+01,1.978531858e+01,2.059434341e+01,3.322853029e+01,3.001599192e+01,1.233755232e+01,6.680156290e+01
4.035857416e+01,7.193665563e+01,2.095687782e+01,2.157710733e+01,5.301076008e+00,6.997806911e+01,1.116821196e+01,1.926929124e+01,6.486173254e+01,1.256524690e+01,7.061696242e+01,4.505158237e+01,5.171125743e-01,5.992303845e+01,9.221746733e+01,1.518240988e+01,8.692083954e+01,6.089081651e+01,9.132676159e+01,1.317226263e+01,3.035779619e-01,8.968424503e+01,7.245091304e+01
6.154858311e+01,4.507863899e+00,3.037146275e+01,9.903051184e+01,9.510865570e+01,1.871159842e+01,1.545457172e+01,5.737251833e+01,4.795607588e+01,4.151490688e+01,5.325196888e+01,6.650714578e+01,6.854615669e+01,8.170241949e+01,1.982937672e+01,5.653088014e+01,9.085723630e+01,7.160494145e+01,8.235046950e+01,7.471835119e+01,4.818104689e+01,4.703449856e+01,4.426507718e+01
6.261545130e+01,2.918368360e+01,8.170194069e+01,7.914262522e+01,9.500673104e+01,8.463834361e+01,3.201017683e+01,9.180878929e+01,3.790411498e+01,6.523328376e-01,3.516903399e+00,7.283409292e+01,7.543694242e+01,4.089907473e+01,7.176433779e+00,6.587775159e+01,9.511981152e+01,3.374132869e+01,7.284065106e+01,5.209424669e+01,9.264802313e+01,9.201852863e+01,5.405868431e+01
8.852888504e+01,6.038866895e+01,5.979270280e+01,2.315662818e+01,5.253195054e-01,9.006649257e+01,2.084749162e+01,4.439217568e+01,6.766986058e+01,7.784262727e+01,3.344493532e+01,6.875263632e+01,5.062009759e+00,2.823133928e+01,5.813022968e+01,7.707772170e+01,1.442082564e-01,1.807894811e+01,8.487626948e+01,2.907127414e+01,6.095309734e+01,4.564014854e+01,1.336111912e+01
4.183019123e+01,3.281599434e+01,4.202024575e+01,7.581217937e+01,4.419310540e+01,2.984306469e+01,8.571133310e+01,3.052613468e+01,1.278609841e+01,1.690017045e+01,3.051882285e+01,9.867647354e+01,8.072196833e+01,6.200071833e+01,6.426094140e+00,6.912705854e+00,8.579970906e+01,8.829946616e+01,8.115669269e+01,5.520398149e+01,4.549206605e+01,4.178228252e+01,3.232830141e+01
7.352171540e+01,3.834144045e+01,9.490376076e+01,3.959285086e+00,6.262259287e+01,5.293180274e+01,2.880506065e+01,5.463087273e+01,5.701044656e+01,1.319191857e+01,6.817489160e+01,7.679079602e+01,9.000129256e+00,1.579825559e+01,9.314108665e+00,5.168007951e+01,5.218483334e+01,8.553369885e+01,2.160131887e+01,1.482625910e+01,5.574327121e+01,2.915096743e+01,4.627437826e+01
6.119074791e+01,9.560646001e+01,5.705449572e+01,2.472159645e+01,1.714022996e+01,8.367890470e+01,7.068365227e+01,8.395750544e+00,5.245204907e+01,6.774941281e+01,6.760549993e+01,7.048923587e+01,3.488286211e+01,5.152444195e+01,2.054897892e+01,6.985179052e+01,6.822638787e+01,9.253117939e+01,6.866726420e+01,1.433736942e+01,8.799222176e+01,3.090671967e+01,6.504827223e+01
2.315265939e+01,6.297277018e+01,1.972033453e+00,6.441280355e+00,5.047711422e+01,3.179429573e+00,7.807986120e+01,9.072410875e+01,7.162083144e+01,2.409060905e+01,5.077485531e+01,6.134013227e+01,2.449721539e+00,1.476600460e+00,7.939279684e+01,6.806472718e+01,3.388436328e+01,8.961247551e+01,8.692324586e+01,2.284462991e+01,2.548717284e+01,9.650980354e+01,7.882350202e+01
2.404199690e+01,5.335599337e+00,5.269504713e+00,3.505050601e+01,5.292795198e+01,8.919979477e+01,4.804121177e+01,6.564047942e+01,1.301386253e+01,5.400676048e+01,6.546888563e+00,8.722426023e+01,8.110041648e+01,3.312831968e+01,6.760510639e+01,6.543221820e+01,7.253113074e+01,7.875711062e+01,1.633845591e+01,6.987029266e+01,3.545298765e+01,6.395603398e+01,6.465622205e+01
9.212199729e+01,6.489481834e+00,7.815717823e+01,2.289753512e+01,5.118666476e+01,3.102879870e+01,5.213118874e+01,1.009012483e+01,5.573647874e+01,4.425827711e+01,8.331199287e+01,1.786500376e+01,2.656192009e+01,7.882313695e+01,4.444192803e+01,9.977937895e+01,1.842697691e+01,6.589799327e+01,7.942540742e+00,3.721686579e+01,1.602378523e+01,7.571208826e+00,6.827258472e+01
2.298685820e+01,4.785335997e+01,1.167710554e+01,4.388339584e+01,1.464190820e+01,6.201206122e+01,5.869651137e+01,7.761523464e+01,1.240947737e+01,7.487565411e+01,5.167550985e+00,7.078777118e+01,9.170774746e+01,6.248276931e+01,3.638670133e+01,2.738093622e+01,5.707064429e+01,7.641108385e+01,8.196208160e+01,4.941001046e+01,2.440010309e+01,1.786007864e+01,7.287280999e+00
1.830797876e+01,3.732353611e+01,9.628452779e+01,2.648874813e+00,7.529696446e+00,6.045456092e+01,6.363627788e+01,7.902326039e+01,4.726528971e+01,8.868724448e+01,7.008776333e+01,3.236882044e+01,6.342070826e+01,8.752162971e+01,1.762524621e+01,5.810929067e+01,1.194277620e+01,1.883194281e+01,9.095312050e+01,6.156325962e+01,5.020438325e+01,9.026048394e+01,5.665752880e+01
7.855694026e+01,8.804209491e+01,3.848361324e+01,9.794968897e+01,7.445296727e+01,2.145230883e+01,8.068744601e+01,7.378973188e+01,7.453330876e+01,6.330461523e+01,2.574629421e+01,9.791295469e+00,4.707935210e+01,4.774040009e+01,4.996556839e+01,6.504569319e+01,1.339698480e+01,6.809248928e+01,2.926015708e+01,5.286474164e+01,5.921578817e+01,1.638805800e+01,5.369029216e+01
8.911892534e+01,4.677969520e+01,5.176903920e+01,6.621060778e+01,9.152607204e+01,3.606364133e+01,6.341733374e+01,5.109357982e+00,4.545081623e+01,5.761259099e+01,5.459843541e+01,6.327955564e+01,4.372909631e+01,3.383074825e+01,7.274708748e+01,5.528809220e+01,2.984358702e+01,8.417951243e+00,7.175093581e+01,7.733104901e+01,2.859605555e+01,9.060465663e+01,5.952577851e+01
9.375319378e+01,2.624168454e+00,1.223695435e+01,3.736711724e+01,6.229996836e+01,2.242386818e+01,4.134521787e+01,1.833460020e+01,6.520207855e+01,3.049093861e+00,5.781824050e+01,4.022651728e+01,4.642995855e+01,9.636163557e+01,9.726761204e+01,1.951905740e+01,9.582913678e+01,2.541482273e+00,1.228311565e+01,3.304392694e+01,8.293053360e+01,4.862640704e+01,5.629344307e+01
9.502808210e+01,1.993622277e+01,2.956794916e+01,9.243923053e+01,7.795119185e+01,3.374488186e+01,7.810703317e+01,5.603501160e+01,4.068059915e+00,8.255445732e+01,7.951693038e+00,7.632452705e+01,3.554742104e+01,3.918280093e+01,5.254396283e+00,4.742022297e+01,4.817678611e+01,9.372829042e+00,2.793108298e+01,8.492566133e+01,2.521601518e+01,8.134093193e+01,9.417790523e+01
8.365833786e+01,9.672208978e+01,6.375603809e+01,5.864563635e+01,6.961254830e+01,3.845785710e+01,6.991556011e+01,1.604769429e+01,3.735510702e+01,8.880059780e+01,7.995168848e+01,5.724684355e+01,6.306613837e+01,5.927084824e+00,5.369276215e+00,4.786885491e+01,9.322139980e+01,4.444357805e+01,1.676322756e+01,4.557757660e+01,2.883063173e+01,3.149981341e+01,5.273569186e+01
4.453466950e+01,3.563756411e+01,1.691203930e+01,7.010547730e+01,5.164130239e+01,3.799138163e+01,1.432410636e+01,2.215807095e+01,9.681391952e+01,4.779143723e+01,8.604826113e+01,8.107454179e+01,5.754597951e+01,6.228345072e+01,9.403316202e+01,9.189254255e+00,9.342182663e+01,7.501799062e+01,5.657618632e+00,2.579916038e+00,8.229041213e+01,9.838772222e+01,8.765224701e+01
1.807587765e+00,7.394184967e+01,9.811940922e+01,4.278318528e+00,8.300843262e+01,6.020837438e+01,2.922829081e+01,8.267937002e+01,5.875479607e+01,6.288283793e+01,9.258727826e+01,7.580626879e+01,1.435557148e+01,4.603599696e+01,8.816322200e+01,9.184437144e+01,1.999607745e+01,1.774628854e+01,2.783222339e+01,2.887671034e+01,4.987394639e+01,1.845527851e+01,5.575089944e+01
5.691405394e+01,9.719154405e+01,3.480427222e+01,3.573399044e+01,4.863398884e+01,9.921616271e+01,7.562968676e+01,9.586069127e+01,6.273793979e+01,6.216824042e+01,6.841367592e+01,3.497370660e+01,2.369531191e+01,4.395239949e+01,7.697441181e+00,9.655406054e+01,4.724071986e+01,6.515992333e+01,3.959924828e+01,3.427237973e+00,6.187405037e+00,2.158794026e+01,6.732906700e+01
3.793381688e+01,2.112582373e+01,5.012086971e+01,7.626331560e+01,6.931060629e+01,8.013790296e+01,1.625276712e+01,4.611085597e+01,6.937807145e+01,9.003891131e+01,5.634924132e+01,3.899576967e+01,7.439252542e+01,3.255703965e+01,2.734705456e+01,5.178967543e+01,9.857045560e+01,8.586712767e+01,8.680779985e+01,4.445789614e+00,3.332879859e+01,9.034364126e+01,7.486086776e+01
