v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63
6.428338223e+00,7.427283876e+01,2.603861354e+00,9.751368300e+01,7.387901250e+01,3.287852806e+01,8.804650854e+01,3.672485609e+01,1.754689691e+01,7.734487787e+01,4.945525409e+01,1.019092417e+01,7.321976485e+01,5.761255827e+01,5.868991383e+01,5.108875506e+01,6.765400750e+01,2.109356351e+01,7.821276784e+00,2.396325913e+01,5.024543889e+01,3.114512529e+01,4.869503142e+00,9.988416661e+01,3.926969065e+01,5.456918473e+00,9.361524307e+01,1.641688997e+01,2.154838383e+01,1.175412765e+01,3.585595074e+00,1.255607351e+01,6.557737622e+01,3.782975896e+01,5.467018587e+01,7.099858874e+01,2.286058912e+01,7.270609807e-01,5.697378016e+01,6.164692435e+01,8.655413006e+01,3.451322079e+01,6.235231831e+01,5.777471273e+01,5.967859249e+01,5.859381824e+01,7.235643218e+01,3.534718391e+01,9.304955569e+01,3.053977967e+01,5.501713995e+01,2.502362070e+01,8.427010065e+01,6.544168334e+01,2.951029866e+01,8.935884006e+01,4.438006473e+00,9.022105138e+01,3.431674035e+01,6.276376748e+01,9.624284704e+01,7.634350109e+01,2.942070406e+01
7.756393144e+01,6.875877729e+01,6.545276212e+01,5.484265510e+01,7.400778604e+01,9.671317512e+01,2.970947036e+01,7.888078748e+01,5.231062659e+01,5.085357656e+01,8.131703832e+01,1.541909470e+01,4.249016335e+01,7.152468305e+01,1.417308336e+01,6.797073895e+01,5.957372299e+01,2.995963963e+00,3.627359712e+01,8.003960504e+01,5.162137533e+01,2.844251512e+01,7.845554852e+01,6.568281014e+00,5.430016459e+00,8.483646508e+01,2.285789839e+00,2.565075146e+01,3.061835489e+00,7.144339740e+01,7.553700941e+01,8.517057871e+01,2.144380508e+01,3.909829123e+01,8.728015387e+01,7.819857028e+01,4.154334596e+00,5.740114481e+01,5.167651862e+01,2.732770641e+01,2.559943845e+01,6.292791318e+01,6.766370995e+01,9.999116866e+01,9.485558730e+01,9.882240914e+01,6.855499341e+01,8.973919109e+01,6.304664301e+01,5.207176584e+01,3.838867693e-01,3.533096123e+01,3.191277949e+01,3.539608322e+01,1.323102210e+01,3.448136866e+01,9.127316212e+01,7.815878951e+01,9.463428897e+01,4.858100271e+00,1.844895637e+01,3.480442341e+00,3.289295452e+01
2.519161796e+01,5.479594924e+00,8.866512059e+01,8.379870687e+01,4.952727585e+01,4.097078714e+01,8.603250376e+00,5.740374271e+01,8.537729710e+01,1.008039447e+01,9.282987226e+00,8.363116805e+01,5.534799433e+01,5.128666008e+01,6.514184928e+01,9.414661993e+00,8.191458441e+01,3.847098685e+01,6.545708261e+01,3.998380535e+01,9.498764726e+01,6.813109441e+01,2.475440267e+01,3.307045179e+01,9.625845361e+01,7.984202750e+01,5.272725002e+01,9.365857873e+01,7.557676293e+00,1.731664140e+01,3.160203847e+01,8.984350195e+01,6.924949122e+01,1.313570896e+01,6.889730261e+01,5.924624252e+01,2.993322962e+01,2.236164266e+00,6.650956194e+01,1.493972156e+01,6.293412503e+01,5.083860612e+01,4.477168182e+01,6.939988188e+01,4.504909430e+01,8.742416344e+01,1.420987597e+01,9.207450401e+01,3.553808860e+01,1.602993184e+01,7.487147201e+01,5.230941042e+01,8.561899075e+01,8.057100588e+01,8.009923961e+01,5.618988509e+01,2.514172651e+01,6.548606774e+01,2.134197345e+01,3.446018828e+01,5.227388705e+00,9.179080736e+01,6.988193079e+01
7.996532019e-01,3.128886158e+01,7.340172254e+01,6.914827039e+01,2.770245549e+01,8.437895454e+01,6.759915980e+01,2.697456119e+01,8.364382670e+01,2.012401612e+01,4.597986075e+01,9.704281073e+01,5.242770898e+01,8.649570116e+01,3.741028712e+01,5.782696210e+01,1.822074624e+00,2.723248309e+01,1.779620167e+01,7.937241943e+01,2.330996483e+01,6.101728772e+00,8.844239784e+01,2.681292032e+01,4.548260903e+00,2.426775448e+01,9.386330032e+01,8.659251713e+01,2.676896779e+01,9.240026038e+01,4.266937310e+01,4.199104214e+01,3.947752741e+01,4.305078162e+01,4.529060088e+01,5.401729216e+01,4.274989212e+01,8.628122698e+01,6.754873976e+01,3.908059498e+01,3.122278455e+01,4.120097552e+01,5.039200839e+01,5.800783797e+01,8.007290586e+01,6.738462365e+01,7.188409482e+01,9.059027903e+01,9.536735702e+01,9.459474628e+01,2.456738978e+01,6.188698808e+01,4.986211109e+01,6.569975098e+00,6.884069198e+01,8.907033214e+01,3.663630544e+01,1.345888144e+00,1.302613611e+01,5.311617976e+01,4.148118276e+01,5.414626546e+01,1.322292290e+01
4.735373184e+01,2.428111238e+00,6.426153920e+01,8.422894692e+01,7.276776657e+01,1.598572454e+00,4.393050748e+01,3.043924254e+01,3.160593195e+01,6.116844003e+01,3.834211711e+01,4.803180517e+01,1.020736062e+01,4.039955795e+01,4.502817193e+01,4.592003980e+01,4.438648425e+01,7.682363060e+01,8.340210706e+01,7.737712581e+01,5.084713150e+01,5.252234104e+01,6.753910626e+01,4.921569090e+01,9.123042966e+01,1.360180231e+01,5.850411662e+01,3.983569075e+01,9.382406448e+00,1.424382875e+01,6.698763487e+01,3.134106282e+01,6.718659289e+01,4.158236184e+01,8.082463860e+01,2.230904282e+01,8.007108788e+01,8.598670694e+01,3.946887305e+01,7.505932088e+01,7.153974240e+01,3.680340689e+01,4.466612863e+01,7.392721513e+00,4.680217454e+01,5.088906609e+01,8.521200567e+01,7.053660038e+01,1.970558754e+01,8.301692465e+01,9.411680625e+01,4.436256741e+01,9.094106360e+01,5.634863990e+01,2.731887820e+00,5.250921730e+01,8.491332077e+01,6.430873885e+01,3.205066058e+01,9.417268695e+01,3.398586720e+01,7.185429933e+01,8.096243589e+01
7.442170237e+01,4.575908824e+01,6.816950888e+01,2.286596704e+01,4.984036502e+01,9.613615081e+01,1.651914292e+01,2.674985656e+01,2.258220225e+00,1.543540657e+01,6.856931573e+01,9.816139314e+01,9.589452551e+00,9.152068622e+01,7.678917207e+01,1.440645596e+00,3.811996384e+01,5.513167963e+01,9.056138199e+01,6.619381477e+01,7.216537862e+01,5.442893466e+01,7.013822588e+01,4.804422184e+01,1.556728214e+00,5.639757530e+01,3.159278596e+01,1.556812305e+01,6.330689135e+01,4.038862261e+01,4.502675471e+01,8.508853069e+01,5.639212205e+01,1.955169931e+00,7.247414343e+01,9.859212923e+01,4.436794319e+01,5.096240546e+01,2.078273599e+01,7.628800564e+00,4.943928062e+01,8.488319731e+01,8.250502326e+01,5.499280495e+01,2.214589577e+01,3.477911137e+00,8.385720873e+00,9.086321073e+01,1.046170374e+01,2.346056158e+01,6.994422440e+01,9.558158540e+00,7.848551583e+01,5.439988640e+01,9.998444804e+01,4.076583735e+01,5.596322470e+01,9.225826178e+01,1.902104767e+01,1.329830216e+01,4.452309215e+01,3.625805185e+01,7.084813512e+01
8.198211415e+01,2.818222834e+01,8.994251261e+01,3.494802620e+01,9.476082778e+01,5.427160086e+01,3.948792509e+01,3.020098683e+01,7.588525043e+00,3.705609069e+01,8.517511836e+01,4.509508016e+01,8.607903792e+01,1.477046092e+01,6.144416592e+01,6.226714510e+00,9.519364154e+00,8.482714933e+01,6.306390435e+01,7.673847612e+01,7.663232624e+01,3.181640343e+00,7.514305382e+01,4.179782943e+00,4.375365526e+00,5.712500181e+01,9.710322650e+01,3.815719757e+01,9.947006126e+01,3.911601466e+01,3.703784400e+01,5.760667958e+01,8.692416406e+01,2.199760327e+01,1.345896932e+01,9.072638145e+01,9.110244907e+01,1.657502743e+01,7.259198222e+01,4.275317437e+01,6.005842062e+01,4.628844971e+01,1.920867298e+01,2.823678067e+01,8.792656651e+01,1.591413126e+01,4.894981535e+00,6.487432052e+01,6.621385096e+01,7.055418977e+01,7.832440229e+01,4.326723614e+01,6.259939181e+01,8.003528172e+01,2.849820075e+01,3.974352926e+01,3.623314381e+01,5.339798933e+01,6.058414584e+01,7.657994400e+01,1.671894549e+01,1.903781063e+01,1.539441058e+01
6.426469598e+01,7.067557387e+01,8.720554798e+01,6.756901043e+01,7.900016287e+00,7.769180056e+01,1.046578426e+01,9.466134855e+01,2.644908415e+00,7.563208602e+01,5.579079758e+01,4.634035513e+01,2.771256458e+01,5.881300601e+01,2.155349261e+01,9.424160279e-01,6.306101961e+01,4.540034479e+01,4.285214618e+01,5.054395296e+01,2.554053425e+01,7.015408855e+01,4.363519927e+01,2.407685843e+01,7.935705508e+01,4.398150280e+00,1.885321935e+00,6.433186913e+01,7.015571287e+01,7.656901776e+01,3.384302111e+01,8.384158025e+01,8.612234004e+01,1.216187385e+01,5.507563367e+01,1.795797285e+01,6.269111793e+01,1.302341078e+01,3.896939618e+01,6.077696757e+01,7.119565687e+01,9.614184688e+01,8.675314709e+01,7.252990034e+01,6.829130220e+01,9.228646747e+01,4.712618789e+01,9.880581941e+01,3.397627276e+01,1.333245942e+01,9.469903348e+01,3.747537454e+01,8.549465556e+00,9.279937518e+01,2.358342370e+01,9.681217851e+01,2.148846181e+01,4.763480688e+01,8.678192569e+00,7.831822724e+01,5.978915505e+01,4.202681065e+01,3.756351923e+01
4.142824973e+01,9.812326608e+01,5.693153425e+01,4.873120211e+00,3.729460812e+01,4.408734995e+01,8.597470373e+01,8.471947731e+01,5.711363473e+01,3.226706792e+01,8.352514699e+01,8.684439597e+01,7.399839871e+00,4.071572191e+01,1.071883751e+01,2.838488067e+01,2.796476002e+01,3.696063668e+01,3.489801586e+01,3.967508646e+01,3.975193511e+01,9.203284133e+01,5.763856374e+01,7.632063740e+01,4.700761372e+01,4.480353647e+01,5.948687341e+01,9.900935412e+01,6.899415515e+01,3.816580987e+01,2.192805046e+01,8.308911925e+01,8.414795342e+00,7.216890972e+01,4.047245428e+00,1.265190268e+00,7.239216985e+01,5.250135670e+00,9.524548868e+01,8.770681238e+01,6.018508507e+01,7.471300357e+01,2.155606751e+01,4.781927541e+01,4.624950540e+01,1.263248507e+01,1.929293952e+01,1.087126156e+01,8.871713152e+01,8.712490753e+01,9.572222657e+01,7.303281992e+01,4.127891656e+01,7.713945386e+01,4.958484404e+01,5.163906986e+01,8.135332004e+01,9.396183249e+00,4.985451818e+01,3.198292639e+01,7.106093576e+00,6.982148843e+01,9.399589383e+01
2.783652273e+01,8.498028022e+01,2.389999790e-01,6.657639941e+01,4.128279859e+01,8.719180803e+01,8.797808709e+01,5.938715734e+01,5.447315345e+01,7.375949828e+01,3.094610852e+01,1.885208589e+01,6.146361105e+01,7.570676520e+01,2.916323285e+01,5.064677548e+01,8.122392576e+00,4.753469103e+00,6.726903122e+01,7.500773440e+01,7.641664117e+01,6.738785583e+01,1.612961616e+01,7.764568418e+01,5.246186831e+01,7.953750946e+01,5.620755788e+01,7.055994086e+00,7.171861109e+00,2.997240587e+01,4.651174114e+01,1.701765257e+01,6.826718382e+01,5.065010273e+01,1.991067569e+01,4.549372971e+01,1.625488202e+01,1.741161174e+01,9.760567218e+01,8.482707600e+01,5.365756373e+01,6.819278580e+01,5.188218450e+01,8.325488397e+01,5.891379188e+01,5.539945527e+01,8.244364748e+01,2.445756879e+01,2.981754114e+01,8.554935884e+01,8.721598075e+01,4.619608150e+01,8.794261169e+01,4.943833290e+01,5.364420360e+01,5.971434976e+00,1.255422647e+01,9.760992351e+01,3.740851075e+01,6.733749315e+01,6.996208403e+01,5.371797690e+01,9.813540601e+01
6.003851386e+01,2.249203210e+01,6.265277950e+01,1.186189247e+01,5.462465341e-01,3.342320061e+00,3.759830448e+01,9.802103012e+01,6.704844247e+00,4.167845926e+01,4.795972816e+01,2.560843571e+01,4.717397241e+01,4.568894178e+01,6.403712800e+01,1.506308984e+01,5.297424381e+01,1.192829235e+00,6.478476390e+01,8.345414573e+01,6.770839498e+01,7.777658031e+01,1.085287592e+01,7.599282029e+01,7.872155585e+01,3.400787969e+01,2.878151086e+01,6.994958307e+01,5.905867253e+01,8.666300124e+00,4.649261216e+01,9.118152632e+00,5.419081211e+01,3.769540965e+01,1.080640836e+01,9.400292434e+01,7.514296684e+01,3.512152138e+01,3.405488596e+01,8.840867222e+01,8.515790861e+01,8.492527875e+01,2.234599819e+01,2.280732012e+01,7.172702429e+00,9.554512996e+01,9.145192064e+01,3.306731573e+01,4.728642457e+01,5.499143483e+01,7.421708309e+01,2.045381266e+01,1.353297796e+01,1.593148514e+01,9.362112638e+01,5.024653933e+01,4.985985047e+00,7.218108488e+01,8.929991448e+01,8.493010234e+01,5.306340190e+01,7.765994168e+01,9.595178564e+01
3.434475950e+01,2.729716425e+01,8.291269675e+01,9.659936977e+01,9.905682834e+01,3.221106431e+01,2.069055073e+01,9.272541989e+01,9.425473376e+01,5.362355316e+01,6.845954138e+01,9.045265999e+01,7.974139481e+01,5.581961909e+01,9.040965543e+01,8.472306976e+01,7.617968015e+01,3.534625815e+01,6.703230824e+01,9.052924356e+01,9.558758580e+01,1.231363062e+01,7.658901257e+01,9.275027819e+01,7.223031069e+01,3.313918522e+01,4.548792003e+01,7.432376772e+01,2.474625360e+00,2.645059319e+01,8.155232322e+00,9.561622853e+01,5.262832276e+01,8.803281484e+00,6.031877473e+01,1.154900655e+01,8.459779084e+01,6.674938432e+01,2.389599688e+01,3.317060323e+01,4.319760399e+01,6.415430698e-01,7.718425233e+01,1.707997906e+01,9.967286059e+01,4.354771075e+01,2.366755880e+01,9.173002696e+01,4.928865999e+01,3.880051136e+01,5.663968378e+01,9.917236262e+00,5.524942398e+01,7.806945443e+00,9.666761221e+01,8.235680341e+01,9.507813356e+01,8.477365495e+01,4.833711384e+01,8.149465322e+00,4.987842851e-01,3.232828776e+01,5.288390876e+01
7.381356306e+01,7.765433991e+01,4.247312071e+01,9.972095029e+01,9.818095273e+01,3.196785316e+01,2.297972829e+01,2.359094966e+01,6.119163213e+01,1.370115898e+00,4.636893029e+00,5.822761897e+01,5.884311381e+00,7.187312079e+01,1.709656834e+01,3.354006611e+01,9.195417545e+01,6.583488084e+01,8.141800477e+01,6.429042494e+01,8.059566389e+01,5.907925307e+01,9.107378963e+00,4.549003108e+01,2.878019857e+01,5.936187767e+01,7.972626526e+00,3.383715205e+01,7.927544209e+01,9.791225673e+01,9.945204297e+01,2.076839059e+01,6.258376309e+01,6.740757936e+01,4.400172995e+01,1.223146544e+01,2.501392709e+01,3.583193083e+01,9.518428100e+01,5.904737131e+01,3.225779598e+01,4.678621076e+01,1.057508687e+01,1.853188838e+01,9.460394360e+00,7.323073397e+01,6.742204802e+01,2.831718283e+01,2.581128046e+01,3.450504624e+01,5.001079433e+01,8.131469822e+01,8.409676060e+01,4.746314363e+01,3.431162666e+01,7.409897724e+01,2.812611305e+01,4.772901912e+01,3.315765472e+01,1.513310012e+01,4.648317969e+01,2.131582854e+01,6.290936441e+01
6.781822836e+01,9.872658903e+01,6.043588743e+01,9.257454977e+00,6.311120157e+01,5.072686206e+01,3.717959168e+01,1.193681079e+01,2.548683648e+01,1.225825520e+01,1.489673471e+01,5.468536453e+01,9.082257026e+01,3.562098523e+01,6.975638561e-01,1.455141502e+01,2.861231611e+01,8.902282205e+01,1.280688712e-01,5.889586642e+01,2.917701221e+01,4.658576315e+01,4.972810131e+01,5.406102993e+00,9.336419490e+01,5.022176942e+01,4.816017518e+01,7.913441636e+01,6.240883335e+01,7.681955596e+01,1.476275653e+01,7.225996577e+01,8.959694036e+01,7.557807198e+00,8.799521473e+01,8.317271757e+01,6.356437556e+01,5.048549815e+01,3.487092467e+01,1.958706280e+00,5.530453103e+01,6.105746364e+01,7.017706843e+01,5.665257506e+01,5.372941511e+01,7.656747839e+01,4.724096839e+01,6.321027203e+01,4.311871412e+01,6.700296198e+00,8.805233339e+01,1.238239297e+01,5.860933643e+01,7.867895468e+01,7.673005523e+01,4.748796265e+01,7.461786006e+01,6.326895476e+01,8.413994028e+00,5.984778809e+01,7.803312591e+01,8.767580489e+01,2.608765228e+01
8.151181969e+01,6.178379128e+01,7.314332983e+01,1.322771990e+01,6.425711966e+01,4.320419608e+01,4.899126011e+00,7.012050055e+01,1.695874533e+01,2.950837034e+01,3.894402107e+01,4.927756588e+01,9.251011363e+01,1.302343535e+01,4.552922766e+01,9.147064986e+01,4.600792724e+01,1.344742988e+01,4.977784144e+01,1.465852054e+01,1.139440243e+01,8.992760762e+01,4.184775687e+01,7.989486788e+01,5.508465176e+01,2.639490842e+01,4.584364352e+01,6.301787911e+01,1.857591191e-01,1.724229785e+01,2.674698664e+01,3.494612670e+01,4.391937972e+01,5.909004219e+01,4.912769701e+01,2.110188870e+01,8.427979087e+01,5.577697269e+01,2.948951659e+00,2.277193602e+01,7.957533673e+01,1.769140929e+01,3.805208799e+01,1.948139431e+01,8.769227786e+00,3.931480568e+01,5.935007088e+01,1.741466420e+01,4.872665837e+00,8.364788273e+01,7.459703007e+01,6.789548067e+01,8.785635228e+01,4.237816882e+00,2.506726520e+01,1.524716822e+01,8.903294014e+01,1.285943076e+01,2.647522246e+01,2.001179441e+01,4.053365079e+01,1.311512880e+01,4.850464037e+01
1.813732406e+01,8.727314581e+01,7.575467620e+01,4.422758207e+01,4.161191587e+01,1.743519228e+00,6.955337633e+01,2.481345872e+01,7.483046143e+01,9.338747607e+01,4.368113630e+01,4.566032137e+01,4.239012785e+01,8.448898991e+01,8.242190965e+01,6.817997063e+01,9.551120640e+01,3.408760059e+01,1.068719831e+01,7.886162504e+00,6.483702276e+01,7.177280611e+00,7.097967018e+01,8.276659851e+01,7.213634060e+01,4.825850212e+01,1.961722070e+00,8.491927541e+00,9.716579056e+01,8.075503857e+01,9.056218657e+01,6.166385104e+00,1.406159999e+01,8.479399657e+01,8.024025157e+01,2.269115207e+01,5.896601685e+01,9.976400427e+01,8.260131254e+01,7.545377235e+01,1.857015086e+01,2.215044647e+01,9.179547162e+01,3.785513294e+01,6.959674039e+01,2.432881776e+01,5.468239524e+00,9.987967440e+01,7.176263965e+01,7.938676882e+01,4.300072178e+01,4.950679940e+01,4.062716440e+01,2.815174782e+01,8.753070813e+01,7.653336303e+01,1.573293548e-01,6.580640351e+01,3.480322875e+01,5.713618761e+01,3.868954189e+01,9.691925309e+01,9.607884969e+01
1.311100438e+01,9.277884305e+01,5.944220645e+01,9.645972567e+01,2.833243312e+01,9.504936698e+01,4.255825873e+01,7.427241680e+01,7.918746685e+01,3.403670753e+01,7.807918035e+01,3.569061167e+01,5.139223049e+01,7.556252442e+01,9.323613534e+01,1.532761018e+00,3.134795403e+01,1.451303130e+01,8.167974906e+01,6.442159894e+01,8.112626322e+01,9.377020584e+01,3.818977245e+01,6.959375468e+01,9.592356800e+01,7.466474207e+00,1.079827981e+01,5.154490776e+01,7.553267075e+01,7.183593175e+01,8.559182669e+01,5.903339003e+01,2.967007410e+01,1.425965657e+01,5.073123172e+01,2.905284430e+01,2.087031242e+01,9.869545588e+01,4.240122446e+00,4.871142942e+00,9.148144203e+01,9.268988654e+01,6.011719634e+01,7.558839794e+00,4.907016170e+00,3.189876548e+01,5.965879963e+00,5.914785439e+01,8.901748698e+01,4.355336511e+01,8.799717240e+01,9.640049051e+01,2.027379740e+00,4.046128690e+00,6.475136556e+01,8.087580665e+01,8.777487515e+01,2.100118198e+01,5.878449509e+01,6.549467887e+01,9.051446710e+01,6.680676310e+00,7.334204847e+01
3.813790868e+01,7.732896668e+00,3.960743517e+01,5.403073364e+00,7.162175152e+01,1.473385585e+01,5.300155603e+01,8.395108118e+01,6.240214689e+01,1.472251824e+01,2.051663254e+00,7.114941057e+01,3.103571457e+01,5.524326498e+01,1.323357522e+00,2.343771964e+01,5.883416370e+01,5.677946996e+01,6.157717861e+01,2.821706099e+01,6.201592637e+00,5.419391378e+00,8.925380489e+00,6.819557827e+01,8.775522619e+01,1.746156160e+01,5.116583659e+01,7.017754990e+01,3.574522729e+01,6.206178386e+01,2.389424564e+01,5.681454567e+01,3.227655304e+01,6.151384188e+01,8.054774265e+01,9.838574646e+01,7.770880187e+01,2.797266749e+01,7.620884980e+01,8.693319592e+01,1.453135774e+01,3.160254665e+01,5.940671663e+01,3.347994109e+01,3.559177215e+01,6.296759047e+01,8.492490185e+01,1.103924577e+01,7.923380115e+01,3.266004628e+01,9.893417244e+00,4.429466534e+00,1.551201992e+01,2.769330206e-01,3.714947554e-01,9.724790407e+00,9.869125419e+01,7.384312299e+01,2.388627995e+01,2.627508582e+01,3.320121456e+01,9.689651063e+00,6.385438993e+00
9.324466565e+01,2.230491671e+01,7.627096784e+01,4.441585275e+01,7.738437909e+00,8.279103751e+00,1.507140738e+01,9.855159372e+01,9.385223762e+01,7.625944391e+01,9.755027368e+01,9.101800940e+01,5.261180750e+01,9.520232135e+01,2.146886288e+01,6.204842113e+01,3.904647749e+00,4.637031965e+01,4.611345644e+01,1.648089306e+01,2.126102834e+01,9.323698225e+01,2.400887780e+01,4.987645728e+01,9.970344389e+01,8.343646663e+01,3.374540795e+01,2.274217181e+01,6.557979307e+01,2.657548737e+01,2.636434532e+01,9.429611023e+00,5.070491597e+01,9.553650746e+01,2.897549297e+01,2.498233285e+01,1.405221865e+00,6.025354304e+01,7.837856808e+01,5.072600519e+00,3.189721406e+01,2.627535156e+01,1.950725345e+01,7.564436298e+01,7.292832839e+01,8.245627168e+01,4.591014744e+01,3.935961670e+01,1.288978829e+01,3.763095092e+01,1.894405847e+01,5.086856313e+01,9.902064765e+01,4.492350526e+01,3.858311097e+01,5.569230657e+01,1.937978925e+01,6.523485672e+01,3.972772293e+00,1.999421296e+01,2.430001494e+01,8.530550917e+01,5.087220619e+01
9.137097460e+01,6.110442673e+01,1.575469863e+01,2.847599013e+01,6.008069114e+00,9.424271456e+01,7.377679794e+01,6.347436597e+01,3.751844721e+01,4.749763432e+01,3.362875403e+01,5.806736420e+01,7.485448404e+01,6.249176208e+01,4.708764296e+01,8.211611602e+01,1.023002530e+01,8.182453380e+01,3.347661376e+01,3.429109992e+00,2.957414523e+01,8.965705936e-01,3.568616725e+01,9.344190552e+01,9.806499391e+01,3.947422738e+01,5.472629161e+01,9.011717299e+01,8.705446116e+00,1.069584444e+01,1.780141134e+01,7.378814003e+01,1.209130675e+01,9.058915393e+01,3.122657574e+01,4.810384790e+01,9.177957468e+01,6.745360603e+01,3.510771035e+01,7.316948632e+01,3.434643994e+01,6.682946363e+01,4.508162482e+01,9.254911495e+01,1.076084226e+01,5.752024030e+01,7.722471091e+01,7.640610036e+01,2.211616854e+01,4.924667164e+01,3.597228460e+01,1.906157960e+01,5.110531568e+00,2.343077686e+01,8.400243600e+00,5.972259156e+01,9.609845682e+01,1.479785519e+01,8.698593035e+01,5.308093613e+01,2.171691923e+01,4.992049242e+01,1.723587925e+01
6.156058982e+01,6.746759152e+01,8.435384334e+01,6.899434628e+01,6.245068688e+01,4.933005146e+01,8.751987578e+01,5.736438275e+01,6.785676287e+01,1.665838948e+01,9.474960156e+01,9.294909537e+01,5.936334855e+01,9.817842398e+01,8.547153983e+01,6.763311778e+01,8.662058180e+01,2.068055697e+00,2.355356006e+01,4.531342140e+01,9.623102689e+01,8.617899065e+01,9.139467534e+01,6.109434210e+01,7.429438892e+01,1.999877771e+00,7.972676359e+01,8.333496001e+01,2.297748121e+01,1.101546104e+01,3.047321645e+01,7.335939102e+01,4.553169664e+01,1.098099403e+01,6.825864640e+01,4.350754303e+01,3.503687041e+01,5.581846549e+01,6.142525309e+01,6.681648250e+01,5.129096534e+01,5.547699199e+01,6.131184085e+01,7.964788120e+01,1.961180162e+01,7.444068393e+01,3.457813713e+01,9.353256784e+01,8.677465439e+01,8.208100608e+00,7.626909673e+01,8.444988029e+01,4.149474142e+01,9.482307193e+01,1.567688714e+01,6.478192597e+01,1.372091957e+01,6.981321033e+01,2.459747552e+01,9.060767248e+01,9.013852918e-01,7.146664339e+00,3.795694054e+01
4.594364132e+01,4.917523564e+01,5.349109950e+01,9.178339072e+01,8.353506544e+01,3.161410388e+01,9.495013270e+01,5.538571969e+01,1.060180592e+01,5.890154616e+01,2.942499458e+00,9.712060228e+01,2.693079538e+01,6.030786115e+01,5.656795023e+01,9.602627769e+01,2.103372241e+01,7.382852635e+01,6.408234267e+00,5.707137413e+00,7.005507452e+01,7.473862324e+01,1.942691920e+01,5.072824622e+01,1.721233104e+01,7.489446819e+01,5.518065612e+01,1.071770401e+00,4.510858057e+01,4.738213412e+01,5.937166926e+01,9.067869571e+01,9.930102864e+01,8.309046063e+01,8.505593654e+01,1.443522225e+01,3.035508036e+01,9.334999530e+01,8.021219996e+00,8.134726286e+01,2.603929832e+01,4.923825387e+01,3.229146118e+00,7.781705314e+01,2.291129724e+01,9.368542890e+00,5.203895593e+01,5.544937418e+01,3.970182164e+01,8.602321861e+01,7.238828299e+00,6.437908476e+00,8.534839801e+01,1.067986106e+01,6.640416224e+01,5.160801757e+00,9.016030025e+01,7.495686433e+01,4.844676684e+01,1.288746526e+01,9.549961392e+01,8.777159684e+01,2.392598208e+01
2.009445847e+01,6.663247162e+01,7.247691843e+01,7.538448070e+01,3.814643325e+01,3.801703167e+01,2.559536849e+01,8.854481177e+01,9.709283972e+01,9.858853755e+01,3.689252334e+01,1.741747354e+01,2.496987800e+01,9.463395512e+01,7.290995206e+01,8.015586037e+01,4.323670812e+01,8.815023606e+01,1.450250622e+01,1.042159838e+01,7.160913750e+01,8.726727360e+01,5.789627266e+01,8.803579754e+01,2.981390487e+01,2.330494254e+00,1.102218024e+01,6.724121731e+01,2.785581125e+01,1.245347272e+01,1.052482133e+01,5.399324920e+01,7.275727585e+01,5.536234699e+01,1.712169865e+01,1.344463114e+01,6.607677534e+01,9.745290049e+01,8.035718822e+01,2.537339973e+00,9.778014973e+00,3.175141143e+01,7.429947503e+01,6.816040277e+01,6.802922559e+01,4.797334721e+01,5.327653655e+00,1.800065467e+01,2.912360396e+01,6.301653749e+01,9.895195282e+01,5.840970058e+01,7.578165391e+01,3.356036733e+01,3.912266101e+01,5.943108224e+01,2.375306853e+01,9.242737183e+01,1.784002045e+00,7.291373239e+00,2.334761413e+00,8.430419986e+01,3.926525778e+01
5.787397371e+01,4.261240568e+01,3.084539560e+01,9.003386962e+01,8.340579327e+01,7.209067192e+00,3.476345587e+01,8.561168902e+01,2.886101881e+01,7.291120024e+01,7.132312005e+01,6.256153628e+01,9.561234284e+01,7.950556281e+00,8.420090841e+01,2.509803327e+01,6.219035297e+01,8.973628873e+01,1.970717959e+01,5.402707864e+01,4.436534196e+01,4.310001626e+01,1.718606437e+01,4.066594252e+01,5.908229981e+01,3.568556799e+01,9.635966099e+01,5.110831929e+01,3.996217292e+01,9.477733449e+01,3.307806240e+01,3.455492643e+01,5.601265866e+01,2.036524307e+01,4.591071366e+01,1.862421098e+01,7.878240935e+01,2.023477246e+01,4.189098666e+01,7.809097901e+01,3.070742442e+01,6.866049232e+01,5.784426633e+01,5.960337828e+01,2.562725969e+01,3.324222334e+01,9.720264522e+01,3.037288752e+01,7.074031326e+01,5.128387671e+00,5.050483821e+01,8.316505680e+01,2.502173826e+00,8.038817365e+01,1.489612111e+01,4.650273052e+01,6.927631487e+01,8.837329516e+01,3.844253347e+00,2.283147093e+01,2.521020080e+01,4.876041482e+01,8.107830016e+01
