v1,v2,v3,v4,v5,v6
7.159650610e+00,7.361592377e+01,1.117469080e+00,6.737102543e+01,7.456357147e+01,6.971519318e+01
4.718660240e+01,8.233523976e+01,8.969486931e+01,2.105604494e+01,4.772438511e+01,1.540985329e+01
7.354219650e+01,1.567632801e+01,3.572807179e+01,2.087974189e+01,5.318161545e+01,9.742248958e+01
9.292898365e+01,8.154971978e+01,2.907219130e+01,1.757277227e+00,3.048642559e+01,9.285465269e+00
3.286310705e+01,3.979857153e+01,4.303839475e+01,4.900790676e+01,7.664084195e+01,7.975177926e+01
1.768350990e+01,8.159636082e+00,7.354953374e+01,7.526755678e+01,2.415883727e+00,9.023077166e+01
5.305762245e+01,2.520050085e+01,2.668045013e+01,1.273414573e+01,9.262056392e+01,1.169708817e+01
9.723923027e+01,2.759994155e+01,9.304051407e+01,6.479924429e+01,7.570675602e+01,2.439300399e+01
2.313793333e+01,8.577927732e+01,4.243367792e+01,5.218923349e+01,9.069491223e+01,5.005941831e+01
8.981945127e+01,9.006246552e+01,2.912246851e+01,9.676899356e+01,4.683956774e+01,5.081089713e+01
8.089231258e+00,3.962680853e+01,5.516161509e+01,4.305410501e+01,2.636951049e+01,3.328398622e+01
7.194873150e+01,2.040476074e+01,8.535525752e+01,4.290066696e+01,4.129805578e+01,2.601534621e+01
5.968951408e+01,3.461365160e+01,6.690855088e+01,5.926271987e+01,5.797216850e+01,2.120453303e+01
3.098586818e+01,3.310714281e+01,2.810486927e+01,7.904341072e+01,4.539924726e+01,4.093986156e+01
2.804429914e+00,5.441137457e+00,9.443743704e+01,4.488604167e+01,9.681098583e+00,1.139248586e+01
5.152699675e+01,1.660256930e+01,7.850791804e+01,1.880151766e+01,6.966856241e+01,5.394555282e+01
4.383866535e+01,3.946359992e+01,5.460478408e+01,9.303831309e+01,6.107925960e+01,2.119192118e+01
9.033352095e+01,4.312121277e+00,7.633776687e+01,3.642576793e+00,3.910142543e+01,3.462449313e+01
3.058529953e+01,7.738563419e+01,9.327033937e+01,7.593888018e+01,5.811692736e+01,4.792473110e+01
3.315943643e+01,7.237954066e+01,8.769819392e+01,2.014011995e+01,9.857761469e+01,4.635010399e+00
7.509863226e+01,5.359904527e+01,5.471442067e+01,1.587492231e+00,5.853854597e+01,9.856689924e+01
8.064832153e+01,2.938612631e+01,6.023236460e+00,1.337158291e+01,2.056522020e+01,3.674881087e+01
5.789905118e+01,9.727544383e+01,8.973467418e+01,7.447225890e+01,2.698065064e+01,7.282887219e+01
4.733152060e+01,5.174678100e+01,6.902922600e+01,3.095299710e+01,3.119254647e+01,6.251865920e+01
9.575169397e+01,8.377719347e+01,3.833215967e+01,9.740546210e+01,8.412667064e+01,3.067852288e+01
3.043030047e+00,8.862467914e+01,4.215304720e+01,3.957658953e+01,7.989749877e+01,4.593209034e+01
6.911288165e+01,7.816637479e+01,2.465711162e+00,7.749747614e+01,9.257637893e+01,5.972270417e+01
1.839716430e+01,5.094698994e+01,6.149051456e+01,9.063460739e+01,9.083952694e+01,4.624317192e+01
4.920502212e+01,4.959248721e+01,9.249044556e+01,8.375016064e+01,5.640445496e+01,1.644770188e+01
3.880563600e+01,3.008856675e+01,7.201653591e+01,9.568011891e+01,7.050462161e+01,1.790531493e+01
8.631017633e+00,3.511160516e+01,7.550119616e+01,5.882808185e+01,7.412626819e+01,5.034858926e+01
1.987797053e+01,8.038519705e+01,2.398504107e+01,5.859120927e+01,4.417685825e+01,7.364457159e+01
6.353105069e+01,6.890654105e-02,3.667388143e+01,5.512584669e+01,2.229509861e+01,3.418887044e+01
5.678925019e+01,6.349396061e+01,1.825027761e+00,9.001125304e+01,3.074147899e+01,4.451515240e+01
9.977279900e+01,9.432581193e+01,8.410198803e+01,1.187889513e+01,9.102563844e+01,7.272048639e+01
1.460474741e+01,8.437509388e+01,4.042435991e+00,8.990339876e+01,5.059966251e+01,9.878945983e+01
4.211529078e+00,2.613295380e+01,1.870273469e+01,4.521656808e+01,5.835673656e+01,1.617813747e+01
6.940761801e+01,4.368209006e+01,8.006237693e+01,4.861647142e+01,4.821468520e+01,5.103812020e+01
8.826197977e+01,3.813941739e+01,9.657408038e+01,8.466211785e+01,4.429992172e+01,8.615729174e+01
9.020255393e+01,9.616922539e+01,3.743233348e+00,3.727572605e+01,6.174194701e+01,2.940855964e+01
8.907718440e+01,1.029585547e+01,1.492211217e+01,7.084137764e+00,6.619425716e+01,3.200061337e+00
1.067881180e+01,7.979358577e+01,4.473611459e+01,6.571433546e+01,6.515170834e+00,5.982449997e+01
1.114803339e+01,9.549691002e+01,8.486713854e+01,3.884535105e+01,9.196015515e+01,3.690095262e+01
4.682409673e+01,2.969084296e+01,4.454505948e+01,8.309001725e+01,7.534133182e+01,6.084586979e+01
9.981975880e+01,3.141993305e+01,2.678615146e+01,7.092861048e+01,8.092460922e+01,7.827474289e+01
1.738392901e+01,9.920647915e+01,2.279862842e+01,7.828033876e+00,5.341854803e+01,1.678559593e+00
6.012108428e+01,8.213620002e+01,6.635401541e+01,6.318006116e+01,2.011694750e+01,4.497024749e+01
3.830118074e+01,4.594869897e+01,5.321373848e+01,7.227307225e+01,5.166506351e+01,7.772825998e+01
8.842296537e+01,8.132672452e+01,9.236007663e+01,8.874736284e+01,2.275221761e+01,2.027477912e+01
9.745093757e+01,1.900823918e+01,6.210451184e+01,3.075607344e+01,8.466399950e+00,4.319767074e+01
4.938319686e+01,8.317943200e+01,7.367663550e+01,5.367926047e+01,4.690246409e+01,2.405024035e+01
8.390898971e+01,7.579965124e+00,9.735322858e+01,9.564332259e+00,7.315132233e+01,7.766216757e+01
1.591981181e+01,8.941255791e+01,7.031899535e+01,4.898984475e+01,3.335913330e+01,5.435913560e+00
2.396829634e+01,1.745745895e+01,5.436360454e+00,7.988753240e+01,2.418520797e+01,9.267868658e+01
5.492483607e+01,7.266796677e+01,6.372873088e+01,5.917287576e-01,1.695142208e+01,1.373435430e+01
3.123890206e+01,5.439270420e+01,2.383849742e+01,8.806921319e+00,1.417729512e+01,4.528536254e+01
7.052379547e+01,4.526217448e+01,5.536434732e+01,1.031609269e+01,9.115471328e+01,4.366470254e+01
7.965291486e+01,8.331347682e+01,8.381524024e+01,2.076358056e+01,3.518499724e+01,7.930384546e+01
9.081279471e+01,6.485111123e+01,4.728235575e+01,3.544476997e+01,4.596242904e+01,5.752535136e+01
2.650608715e+01,3.179539066e+01,3.749461755e+01,9.286417866e+00,7.081765926e+01,8.290554804e+01
3.422945727e+01,1.000260637e+01,4.760642104e+01,1.192724306e+01,9.014376674e+00,1.120298314e+01
3.625592022e+01,9.308923805e+01,3.130103763e+01,1.958134725e+01,2.202376223e+01,2.688423670e+01
3.757426270e+01,3.144365453e+00,1.328845361e+01,5.943884712e+01,4.050199327e+01,8.648826042e+01
8.268281898e+01,3.037344679e+01,4.667207541e+01,4.260532717e+01,9.761556588e+01,1.682561743e+01
1.900045097e+00,8.241352831e+01,5.920626514e+01,8.921967790e+01,3.819782440e+01,1.392198350e+01
9.785766470e+01,4.408703254e+01,5.381764014e+01,3.289214993e+01,7.218571868e+01,6.301846786e+01
9.015268764e+01,4.131087213e+01,9.553508317e+01,1.683998117e+01,6.083318926e+00,4.269431971e+01
5.905207898e+01,9.318091391e+01,2.292753411e+01,4.312773116e+01,7.543200981e+01,5.407748242e+01
9.943797318e-02,8.542117991e+01,8.167409194e+01,4.136481740e+01,2.971501913e+01,1.355257168e+00
9.824694925e+01,8.609107392e+01,7.538908710e+01,5.383598412e+01,3.980606384e+01,2.982583561e+00
6.533796404e+01,5.801086481e+01,1.941659937e+01,3.312973773e+01,6.007392085e+01,3.879605761e+01
9.886218906e+00,7.243522304e+01,3.228904097e+01,4.009963902e+01,1.635898775e+01,6.777403481e+01
8.882395471e+01,1.273737768e+01,9.010894830e+01,2.278870163e+01,7.813844861e+01,5.726350596e+01
9.871565415e+01,9.025819136e+01,6.606499395e+01,7.668468980e+01,2.607508970e+00,6.204471835e+01
6.195165096e+01,2.215998987e+01,9.666778117e+01,8.058823471e+01,3.703969702e+01,3.976286409e+01
6.111305300e+01,7.924528809e+01,2.640810542e+01,8.024968447e+01,1.238614567e+01,2.707683926e+01
1.615414198e+01,2.593711415e+01,6.388281824e+01,5.910657431e+01,3.549271468e+01,8.366035894e+00
4.087876533e+00,4.701777291e+01,8.072152683e+01,2.289936993e+00,2.906812432e+00,7.345314971e+01
3.743884495e+01,7.134630551e+01,5.457950281e+01,7.182324109e+01,5.555868846e+00,3.001905963e+01
1.495868961e+01,7.937028759e+01,3.606582663e+01,9.463198688e+01,7.141598675e+01,1.431713313e+01
7.639008297e+01,9.526804132e+01,9.412720154e+01,4.844106804e+01,1.891012793e+01,5.923393049e+01
6.394139179e+01,4.046208761e+01,3.928942832e+01,5.969701859e+01,6.820171046e+01,3.563388837e+01
7.151125445e+01,3.432662209e+01,3.015805325e+01,6.814415952e+01,1.824424075e+01,5.894336633e+01
4.062441376e+01,6.997052550e+01,9.175081929e+01,8.290010905e+01,7.471964936e+00,2.537140139e+01
3.674620777e+00,5.909876910e+01,4.223501582e-02,3.615448458e+01,4.668793092e+01,8.322418802e+01
7.954714403e+00,8.904711646e+01,3.969663891e+01,7.682330577e+01,8.439550156e+01,9.974898325e+01
5.666476035e+01,8.556494891e+01,5.722705763e+01,9.841977212e+00,8.331030267e+01,5.028534950e+01
7.026278716e+01,1.605947374e+01,9.865400342e+01,2.124543155e+01,8.004616845e+01,4.646624698e+01
2.213007644e+01,7.392958351e+01,9.160084911e+01,4.077767165e+01,4.729500215e+01,5.125419200e+00
9.589376007e+01,6.610379381e+00,5.885255605e+01,3.741353078e+01,1.174561209e+01,4.344492068e+01
7.047241801e+01,9.749525453e+01,7.897222477e+01,3.851249937e+01,6.349083760e+00,7.435510118e+01
1.017147945e+01,8.817299059e+01,2.425795072e+01,2.601698631e+01,1.480682225e+01,6.968465711e+01
8.682905471e+01,3.091945664e+01,2.115991041e+00,4.384396058e+01,2.836813020e+01,8.168294273e+01
8.186813454e+01,1.065820584e+01,3.621377503e+01,7.212228083e+01,1.702292798e+01,3.991665099e+01
9.645481399e+00,5.980093528e+01,6.665858160e+01,6.881816744e+01,4.347117601e+01,8.046773630e+00
7.336080142e+01,7.374073341e+01,4.093702540e+01,9.709316083e+01,3.217743178e+01,8.842294844e+01
5.019803725e+01,3.906087608e+01,3.306162097e+01,8.588821130e+01,5.465905893e+01,9.539293801e+01
5.427092922e+01,9.491807898e+01,6.896216014e+01,9.222821783e+01,8.084130420e+01,5.518195274e+01
2.617935598e+01,5.376254860e+01,3.434800243e+01,5.623109052e+01,1.173745247e+00,5.343434279e+01
2.157621886e+01,8.419705690e+01,4.975780082e+01,7.889331243e+01,8.710751324e+01,7.046619356e+01
7.521980892e+01,5.535993440e+01,6.323693420e+01,6.322335898e+01,9.136484683e+01,7.453304257e+01
5.859659914e+00,6.905408034e+00,6.946430923e+01,7.391490309e+00,7.727588160e+01,3.511104209e+01
7.574099350e+01,3.539378242e+01,3.036099869e+01,1.780955153e+01,4.521009578e+01,2.486182368e+01
8.432045714e+01,2.564355750e+01,8.096941644e+00,2.553635235e+00,5.779083792e+01,2.496855444e+00
5.004036057e+01,2.740712234e+01,6.077682363e+01,8.785588439e+01,9.090814110e+01,6.914300052e+01
1.943220408e+01,4.243265338e+01,2.176036417e+01,1.009636982e+01,2.983195359e+01,1.591140719e+01
1.442879810e+01,9.662961516e+01,6.868046417e+01,3.596395540e+01,4.184517579e+01,4.972377736e+01
6.870646869e+01,5.307044116e+01,7.528606691e+01,7.426520518e+01,5.032069510e+01,5.706196510e+01
7.162182153e+01,6.567392955e+01,3.331882506e+01,8.723905641e+01,6.338022754e+01,9.891515922e+01
4.377746355e+01,5.292872785e+01,7.428661741e+01,4.150410126e+01,6.862809412e+01,3.262083102e+01
8.786248237e+01,8.387173537e+01,6.873417928e+01,4.030688886e+01,1.557583236e+01,1.563443157e+01
1.396679386e+01,5.691126100e+01,1.392656126e+01,2.965206340e-01,2.259900306e+01,5.414161449e+01
2.279170265e+01,7.088031643e+01,3.151261496e+01,8.176949761e+01,3.804500037e+01,1.704584628e+01
6.149790518e+01,5.389975852e+01,7.851015991e+00,4.085041870e+00,9.607104251e+01,7.676166445e+01
8.772553538e+01,6.550895530e+00,9.605630050e+01,8.522280504e+01,5.214321465e+01,7.911825061e+01
5.860415587e+01,9.120093610e+01,8.839476085e+01,2.364178235e+01,7.648071111e+01,4.321156707e+01
1.805023834e+01,9.641263887e+00,5.348152794e+01,9.783884018e+01,4.379597371e+00,4.947476961e+01
3.847311312e+01,1.185784762e+01,8.955575942e+01,1.407471209e+01,6.374779821e+01,9.043410628e+01
6.805870033e+01,8.195802084e+01,4.395473655e+00,4.585295597e+01,5.614032392e+01,9.301434087e+01
1.957271271e+01,3.845131442e+01,4.225336112e+01,8.739254498e+01,1.222085879e+01,5.308531190e+01
4.199623674e+01,8.892190560e+01,6.491000907e+01,2.205844926e+01,4.276192153e+01,9.255121767e+01
1.620210744e+01,8.509940901e+01,8.328897363e+01,5.751810527e+01,9.694355867e+01,9.354375451e+01
6.730970208e+01,2.254580141e+01,3.646204737e+01,7.082654387e+01,2.077774538e+01,9.310381524e+01
5.374256814e+01,5.739632974e+01,9.277759248e+01,5.748932823e+01,7.115257149e+01,1.249867767e+01
1.580812751e+01,6.238923341e+01,1.357127875e+01,5.622525399e+00,6.112805682e+01,6.311832241e+00
8.765333486e+01,3.627038206e+01,3.259710515e+01,3.387019819e+01,8.298991245e+01,5.215827949e+01
2.328097135e+01,4.321383152e+01,9.312413744e+00,3.752297282e+01,6.932458636e+00,5.765599131e+01
6.022489127e+01,4.612778275e+01,7.508368600e+01,8.751293318e+01,9.992788160e+01,2.982559494e+01
9.238400532e+01,1.888607677e+01,1.774312945e+01,6.568350949e+01,8.573145616e+00,6.180653976e+01
2.942101484e+01,7.640652422e+01,5.956575384e+01,5.830792150e+01,8.420257691e+01,8.839922509e+01
2.029205599e+00,5.278080044e+01,9.496151254e+01,7.263602897e+01,7.256254025e+01,6.060209435e+01
2.803213506e+01,2.805596998e+01,8.422058882e+01,6.785208935e+00,4.905496683e+01,8.927863088e+01
4.055734707e+01,9.561162961e+01,1.373209353e+01,9.916169462e+01,6.160743392e+01,1.844978536e+01
9.170598829e+01,6.787814122e+01,2.203386741e+01,8.744086531e+01,9.348386906e+01,5.143305266e+01
7.568516537e+00,2.956737503e+01,2.074907777e+01,1.909391166e+01,9.547582384e+01,4.688477436e+01
2.908211585e+01,9.707501818e+01,6.546972671e+01,5.376443213e+01,9.403646429e+01,1.414038345e+01
9.910346648e+01,3.742102796e+01,8.448181108e+01,7.401288973e+01,7.092244045e+01,7.404416789e+01
3.931852841e+00,9.748073272e+00,1.275945970e+01,9.239974256e+01,4.468143636e+01,1.258934740e+01
5.489052870e+01,9.416455119e+01,8.339620713e+01,3.036420476e+01,3.681991126e+01,9.106027944e+01
6.901741813e+01,4.572215114e+01,5.692559894e+01,6.967890975e+01,8.448903323e+01,2.249814386e+01
2.335687552e+01,9.113379545e+01,1.915368306e+01,6.866210296e+01,5.494326732e+01,8.584388854e+01
7.773747128e+01,9.367784391e+01,9.636774524e+01,7.918912597e+00,2.377835147e+01,2.659725044e+01
6.851751778e+01,5.010400866e+01,3.729576373e+01,6.273904905e+00,5.377195265e+01,9.581047741e+00
5.078151337e+00,5.995565111e+01,3.361339548e+01,2.226040794e+01,2.268237740e+01,4.600214013e+01
7.379455918e+01,7.556637426e+01,7.758150563e+01,9.603337540e+01,8.457249721e+01,9.072802183e+00
9.496603506e+01,4.145089019e+01,9.091141686e+01,6.330788830e+01,8.863263236e+01,3.199097125e+01
9.000499290e+01,1.481372039e+01,9.950606142e+01,4.694981045e+01,6.365872661e+01,3.922817655e+01
1.845419050e+01,3.165984205e+01,5.048849161e+01,1.177411578e+01,8.192372117e+00,2.575608273e+01
6.699304157e+01,2.837001429e+01,3.894915997e+01,9.723094792e+00,7.503923972e+01,7.356779672e+01
3.557373005e+01,8.792313911e+01,4.929660371e+00,2.581346152e+01,6.202784398e+01,8.992694646e+01
1.437606284e+01,7.297512500e+01,9.795815230e+01,3.435539814e+01,9.747374405e+01,5.587116123e+01
6.163450550e+01,8.402493523e+01,3.980179203e+01,3.980141241e+01,8.360075130e+01,6.021924246e+01
1.754274504e+01,1.646261936e+01,8.683349255e+01,7.153689292e+01,7.008538057e+01,6.231647273e+01
5.593028174e+01,5.960344031e+01,2.406302857e+01,2.837616882e+01,2.328671078e+00,5.990171462e+01
1.208921116e+01,2.285092325e+01,6.838754456e+01,7.579850596e+01,1.286950352e+01,1.913805460e+01
4.244463470e+01,3.772248212e+01,7.928276460e+00,6.820206293e+01,7.620970073e+01,1.345068445e+01
3.366622425e+01,3.808268905e+00,4.541732257e+01,8.076442204e+01,3.134016376e+01,6.226238757e-02
3.848853033e+00,4.670958582e+01,2.585899388e+01,4.977153902e+00,6.529932583e+01,9.446393722e+01
7.390602889e+01,4.237017593e+00,6.590729565e+01,6.008498127e+01,8.266278681e+01,8.211107682e+01
4.299229569e+01,8.623574527e+01,6.724840976e+01,9.251606076e+01,7.807569274e+00,3.306594733e+01
1.248734083e+01,9.042894182e+01,5.550778281e+01,5.291450798e+01,9.380802685e+01,3.332494536e+01
1.836232623e+00,3.831302648e+01,2.110973408e+01,1.925605888e+01,9.153614286e+01,7.308604858e+01
6.471580030e+00,4.891868454e+01,7.402789628e+01,7.879666781e+01,8.985609478e+01,8.593506506e+01
8.956816938e+01,6.170673012e+00,7.613693541e+01,3.730893412e+01,6.271760143e+01,3.881968794e+01
2.687088735e+01,7.983962761e+01,3.794076773e+01,7.584072029e+01,1.685102002e+01,3.841784788e+01
9.147027270e+01,6.839360710e+01,6.829012079e+01,6.777516817e+01,5.738800638e+01,7.842828762e+00
3.956705688e+01,7.675886104e+01,9.863227606e+00,6.063466592e+01,2.547316525e+01,3.033137171e+01
6.654077028e+00,9.982656027e+01,6.936804254e+01,2.860688375e+01,2.311286054e+01,4.177547101e+01
5.256942093e+01,7.286035138e+01,2.264119776e+01,3.658635817e+01,5.784617366e+01,6.152797171e+01
2.972498793e+01,7.941360362e+01,9.480343230e+01,6.807378778e+01,6.237640332e+01,1.866239289e+01
1.657299262e+01,4.065791037e+01,3.877863370e+01,3.304694107e+01,5.923780432e+01,8.106108017e+01
3.041320063e+01,1.244603557e+00,7.015632961e+00,4.764941248e+01,7.361691304e+01,9.668067037e+00
7.237700568e+00,5.113710948e+01,6.844910851e+01,3.772134875e+01,8.200463328e+01,8.405749923e+01
6.755489795e+01,5.428471417e+01,2.468418697e+01,3.477376009e+01,4.801543057e+01,4.101066813e+01
6.813172810e+01,5.546903800e+01,6.207241206e+01,9.388503070e+01,2.259930493e+00,4.433173295e+00
2.537133374e+01,7.894777900e+01,7.770318583e+01,8.061575566e+01,7.910118186e+01,6.862053064e+01
5.368829870e+00,9.647883269e+01,2.723910575e+01,9.723958084e+01,9.723655920e+01,1.721077848e+01
4.479803679e+01,4.276767049e+01,7.119925860e+01,7.451239395e+01,6.514053135e+01,4.403770968e+01
9.273772542e-01,3.695982141e+01,9.541624174e+01,7.784259518e+00,1.379688854e+01,8.128623784e+01
7.140947882e+01,4.943115107e+01,6.570107682e+01,7.051376019e+01,6.476765857e+01,8.154007785e+00
8.052724809e+01,5.201888829e+01,4.959694750e+01,8.160270207e+01,6.693223235e+00,2.831838180e+01
5.340922730e+01,8.442174667e+01,1.836148323e+01,2.099744406e+01,9.778368860e+01,8.702434177e+01
9.326278627e+01,1.388422986e+01,5.974183486e+01,3.792509686e-01,4.780511949e+01,7.558586149e+01
4.633071926e+01,6.431997784e+01,1.211783301e+01,4.678039492e+01,9.026044546e+01,4.056015690e+01
2.741564814e+01,1.989446443e+01,8.501659673e+01,9.830946306e+01,9.234247520e+01,9.514070665e+01
1.295154254e+01,1.011985864e+01,2.826067217e+01,5.118421115e+01,2.106807925e+01,7.696806600e+01
3.355952591e+01,4.740064456e+01,5.806127339e+01,1.543563183e+01,8.314103896e+01,3.522086921e+01
2.201275504e+01,4.884646728e+01,8.564983387e+01,7.756706830e+01,6.721497993e+01,3.609421185e+01
7.269865197e+01,5.415187397e+01,4.989105255e+01,9.631103330e+00,6.494530861e+00,5.075483534e+01
7.240766544e+01,4.188088989e+01,4.405460691e+01,2.906370433e+01,1.751625492e+01,4.293685729e+01
8.468547335e+01,6.684378720e+01,3.977627855e+01,4.265976112e+00,1.255128993e+01,8.834828492e+00
7.019192593e+01,9.877342685e+01,1.178909958e+01,4.913206699e+01,7.157513154e+01,2.494208561e+01
5.217098489e+01,8.170986920e+01,4.602127148e+01,9.813787518e+01,4.945193688e+01,6.822829947e+01
3.703483832e+01,9.488215374e+01,3.545015973e+00,4.241746080e+01,2.405792645e+01,7.091294925e+00
8.444933407e+01,4.969989576e+01,2.516266743e+01,2.696611511e+01,7.490426406e+01,6.554294852e+01
6.811894387e+00,2.352083213e+01,5.686571767e+01,5.543308281e+01,5.471246606e+01,9.151488425e+01
7.324214247e+01,9.655747161e+01,9.807267054e+01,9.373917888e+01,5.761861234e+01,6.525256490e+01
4.915396863e+01,3.787980848e+01,9.184537692e+00,8.814601557e+01,2.850715373e+01,7.532060985e+01
2.380393286e+01,4.824008514e+01,9.429698652e+01,8.888510967e+01,3.309897155e+01,6.275178563e+01
3.513133247e+01,9.945691828e+01,7.412656914e+01,3.057392903e+01,7.561466627e+01,2.690617704e+01
3.732608098e+01,3.128287650e+01,2.010375525e+01,5.184029609e+01,5.867806536e+01,4.008250113e+01
3.901304043e+01,3.254328048e+01,4.753977789e+01,2.945755613e+01,5.201680528e+01,2.702430662e+00
9.156983676e+01,8.262393253e+01,2.475922937e+01,1.128652480e+01,4.392148667e+01,2.999022062e+01
8.554110255e+01,1.623649176e+01,2.158848938e+01,8.393748410e+01,4.515321332e+00,4.909391798e+01
4.746606004e+01,8.604647022e+00,6.336984315e+01,7.244887714e+01,5.173829531e+01,5.525228764e+01
8.315095521e+00,6.118568342e+01,8.855184655e+00,7.644044706e+01,5.334417312e+01,5.369377960e+01
2.199638024e+01,2.864484625e+01,8.129568866e+01,8.642137554e+00,3.273013648e+00,6.212718197e+00
1.883330130e+01,5.409058314e+01,6.554261506e+00,5.892512139e+01,3.940176646e+01,8.668620779e+01
2.591824997e+01,4.203766491e+01,6.954930328e+01,4.713474445e+01,7.940714727e+01,2.822781706e+01
4.170712890e+01,8.741782699e+01,1.260218559e+00,9.489448515e+01,9.832938849e+01,8.276775950e+01
5.362881001e+01,1.705612434e+01,4.634073898e+01,5.505298324e+01,9.890704801e+00,1.119824078e+01
1.545225103e+01,1.783889239e+01,4.657913094e+01,1.875691770e+01,8.624468312e+01,9.945616072e+01
1.088379529e+01,9.584901657e+00,4.583089923e+01,3.714595738e+01,4.990947923e+01,2.545353102e+01
8.338920575e+01,3.797540103e+01,5.352467620e+01,6.146979432e+01,1.855403340e+01,3.352467839e+01
6.961061282e+01,6.523297609e+01,2.592195390e+01,2.750018345e+01,4.256516951e+01,3.258559817e+01
3.658876947e+01,9.946068365e+00,2.994983164e+01,5.847297317e+01,6.659269311e+01,9.286238970e+01
3.648146401e+01,7.095638875e+01,9.991183756e+01,8.474452082e+01,1.598695184e+01,9.576208238e+01
6.456835376e+01,4.602586644e+01,5.081509551e+01,9.246190316e+01,7.963323164e+01,3.960204236e+01
2.423099895e+01,7.103240674e+01,8.349232008e+01,2.501768385e+01,7.472964482e+01,8.368415206e+01
5.820707918e+01,9.828115345e+01,1.970896239e+01,2.493572840e+01,8.667646621e+01,9.967835727e+01
7.930837653e+01,9.213137554e+01,2.638286600e+01,2.634761660e+01,4.955512934e+01,7.504481682e+01
8.048887957e+01,8.250461741e+01,6.736114435e+01,6.342023997e+01,3.628405154e+01,3.218660610e+01
9.734335623e+01,8.056411694e+01,3.918021780e+01,8.653591762e+01,8.681626758e+01,1.825394725e+01
7.496074540e+00,3.480149811e+01,7.783053491e+01,1.472127443e+01,3.630352473e+01,9.149418499e+01
4.942736869e+01,6.911675073e+01,3.279983758e+01,9.173314122e+01,2.583066277e+01,2.913836036e+01
1.782150893e+01,2.796134948e+01,2.963792628e+01,1.200846669e+01,2.671610723e+01,1.303371611e+01
2.589819790e+01,3.419252460e+01,6.918186446e+00,9.655838940e+01,5.517184248e+01,5.904028649e+01
3.103345534e+01,6.404765306e+01,1.097164047e+01,9.769663172e+01,2.718302372e+01,6.055348169e+01
5.021596968e+01,6.374916286e+01,9.746268142e+01,4.477963961e+01,3.774152176e+00,1.858460585e+01
7.915722533e+01,5.101060802e+01,7.103910590e+01,2.161332631e+01,3.520691991e+01,6.730455848e+01
4.792181758e+01,4.465807696e+01,4.486941501e+01,4.235342285e+01,3.619140442e+01,4.889420191e+01
5.070210737e+01,5.489812609e+01,6.644621294e+01,2.922669349e+01,3.374611902e+01,6.833370520e+01
1.191495513e+00,3.202890621e+01,7.563937268e+00,5.164247825e+01,5.536371398e+01,6.684676954e+01
1.223839933e+01,1.525542260e+01,6.241332704e+01,5.239867168e+01,1.402113597e+01,8.260191226e+01
2.543303461e+01,4.110859880e+01,8.216409246e+01,4.575268558e+00,3.058019179e+01,1.088046434e+01
7.489106859e+01,4.693896076e+01,1.366180736e+01,1.665993944e+01,5.593483099e+01,3.073065376e+01
8.172608070e+01,5.047905314e+01,7.713408566e+01,4.322321019e+01,4.174797212e+01,5.508428258e+00
5.695249229e+01,3.084330640e+01,3.868935236e+01,5.589969671e+01,7.303376070e+01,3.685626113e+01
1.501116385e+00,9.064914382e+01,5.704230372e+01,5.563305040e+01,8.180166007e+01,9.837758837e+01
8.933225390e+01,1.072013381e+01,5.031866946e+01,6.910629507e+01,2.803351494e+01,2.867378387e+01
9.441548320e+01,5.165093806e+01,5.497413556e+01,8.310319342e+01,1.208511898e+01,2.814817204e+01
6.098489957e+01,3.470176510e+01,8.170197071e+01,2.745487513e+01,6.970861473e+01,5.843806806e+01
8.283255063e+01,9.517623958e+01,7.190037848e+01,8.574299235e+01,9.626374285e+01,6.473960604e+01
7.228140117e+01,2.552050633e+01,8.132127900e+01,1.625873137e+01,1.848330461e+01,2.974172797e+01
4.002801681e+01,6.215640033e+01,5.633250462e+01,8.207741575e+01,5.820375834e+01,8.985148691e+01
3.398145288e+01,3.227575912e+01,3.128321173e+01,6.874182848e+00,6.838753972e+01,7.868187656e+01
5.777088479e+00,7.626426164e+01,8.080185343e+01,6.433138056e+01,5.406270571e+01,2.134083976e+01
8.422108535e+01,2.892343927e+01,7.836369781e+01,4.653975691e+01,8.408441488e+01,8.711096064e+01
8.992331036e+01,7.601870917e+01,5.146648553e+01,3.948750984e+01,1.816031604e+01,4.763371016e+01
3.663487476e+01,9.014379430e+01,9.522881164e+01,1.654702626e+01,5.000126324e+01,3.238833328e+01
2.143548497e+01,1.253590887e+01,7.972245992e+01,7.547759900e+01,8.934652550e+01,4.416490986e+01
7.538917679e-01,7.127021171e+01,3.756007407e+01,6.643172586e+01,9.757061860e+01,4.969254395e+01
2.449266088e+00,1.313465827e+01,2.006901678e+01,2.815527792e+01,4.702600549e+01,7.463376821e+01
4.109764985e+01,5.056830952e+01,2.762151810e+01,4.064041655e+01,8.598224632e-01,8.391644503e+01
3.333195897e+01,2.697760162e+01,4.776372056e+01,4.877067397e+01,9.314268849e+01,6.417749772e+01
5.560520787e+01,2.344006630e+01,2.758593201e+01,1.307761182e+01,4.471090346e+01,4.354300876e+01
2.919536510e+01,6.150394346e+01,8.571751373e+01,4.822043232e+01,7.017594820e+01,4.736326880e+01
8.504487388e+01,4.057931488e+01,6.413775742e+01,8.046227469e+01,8.143612093e+01,1.967770142e+01
