v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75
2.081028036e+01,9.973358174e+01,9.631001321e+01,5.744559563e+01,4.641232457e+01,3.666804760e+01,2.734093129e+01,2.364295963e+01,9.720205869e+01,2.107502712e+01,9.242566411e+01,9.721483830e+01,7.369002717e+01,7.766331523e+01,8.394735089e+01,1.212893153e+01,4.035271719e+01,8.212982911e+00,2.553248386e+01,8.000545030e+01,6.348138923e+01,3.746565169e+01,2.009273281e+01,2.077949649e+01,2.740986180e+01,7.558487011e+01,7.905708690e+01,7.005252201e+01,1.641116885e+01,7.956911351e+00,7.942930060e+01,4.347501626e+01,5.953179128e+00,5.934239955e+00,3.231091698e+00,5.594382576e+01,8.946505806e+00,8.471950259e+01,9.891487236e+01,2.335021595e+01,5.055261329e+01,9.753629336e+01,6.653702730e+01,2.398921935e+01,1.363429443e+01,3.173614307e+01,7.555877563e+01,3.480253671e+01,8.956084136e+00,5.003081448e+01,9.014076213e+01,6.176494824e+01,1.314214532e+01,4.129324105e+01,3.297201391e+01,8.872914002e+01,4.941911490e+01,7.372019913e+01,3.242332004e+01,5.710021287e+01,6.312278745e+01,4.851396056e+01,9.140728226e+01,5.022347319e+01,7.690842892e+01,3.482774845e+01,9.154214547e+01,4.747214012e+01,1.181231433e+01,6.838972941e+01,8.764714338e+01,2.901552942e+01,3.815032098e+01,5.371255412e+01,9.636446308e+00
9.444743240e+01,7.398898290e+01,9.000674648e+01,9.849850300e+01,7.522993066e+01,4.233293905e+01,8.766254533e+01,6.195023535e+01,5.826090758e+01,2.829618036e+01,4.179085459e+01,3.750461153e+01,1.300106948e+01,3.544263418e+01,5.310349832e-01,6.965562305e+01,9.171570879e+01,9.109787308e+00,5.355373785e+01,9.643538678e-01,8.455706310e+00,1.528667819e+01,6.043378805e+01,5.949719933e+01,6.846003128e+01,5.565856991e+01,9.181514723e+01,6.957178537e+01,1.691863868e+01,2.748670355e+01,5.744379149e+01,5.711845784e+01,4.548427303e+01,3.662560484e+01,7.266502728e+01,4.152236990e+01,1.577476246e+01,3.604422614e-02,1.176626698e+00,6.139739809e+01,2.015665412e+00,6.260799856e+01,7.470550724e+01,3.070629467e+01,7.074676255e+01,7.958828593e+01,4.649778446e+01,1.007506240e+01,8.666753603e+01,5.707358060e+01,5.242686296e+01,5.511457499e+01,5.715378117e+01,9.009866534e+01,6.600346528e+01,9.358333461e+01,3.631400321e+01,9.691257535e+01,8.516136541e+01,2.596021777e+01,7.096276825e+01,9.431031036e+01,1.797540188e+01,4.750753953e+01,5.994572864e+01,1.120167134e+01,4.079713327e+01,6.734635432e+01,5.103857284e+01,7.281001355e+01,2.353716756e+01,7.803136565e+01,1.578857884e+01,4.968211417e+01,7.719461871e+01
7.208246534e+01,4.285479460e-02,7.165426511e+01,5.980479663e+01,9.659612237e+01,5.545089974e+01,8.917623139e+01,8.281153082e+01,6.069316010e+01,6.186818452e+01,1.099632147e+01,5.585512692e+01,3.704174813e+01,5.570598187e+01,4.163286673e+01,5.721539913e+01,7.724944951e+01,1.936404849e+01,7.482003009e+01,5.539181644e+01,9.533995690e+01,1.976357098e+01,7.755165405e+01,3.973298817e+01,9.869275574e+01,9.161517949e+01,6.868717198e+01,1.189401238e+01,1.676288854e+01,4.235135903e+01,6.423483320e+01,3.831597261e+01,5.482516970e+00,6.344664516e+01,8.474987082e+01,2.840739655e+01,7.477244643e+01,4.298211132e+01,1.213430210e+00,2.192976648e+00,9.848619556e+01,7.249395992e+01,8.555154231e+01,6.293472424e+01,3.186805239e+01,5.832418655e+01,9.008806457e+01,2.989671117e+01,3.335497460e+01,4.349745959e+01,5.897076265e+01,5.956094241e+01,6.362292893e+01,8.803534349e+01,1.594497594e+01,3.678674864e+01,1.154413016e+01,7.800393482e+01,5.001003011e+01,5.580679794e+01,1.537961295e+01,4.890590565e+00,4.798799549e+00,1.795944121e+01,7.236341840e+01,6.023119704e+01,1.303385234e+01,3.592326367e+01,7.238721052e+01,6.784452113e+01,6.331030548e+01,7.619853785e+01,9.139991292e+01,4.852582881e+01,2.665626991e+01
6.736807563e+01,5.760409009e+01,7.634277323e+01,5.249905284e+01,8.848312284e+01,1.002140295e+01,1.199543570e+01,3.353538885e+01,7.086310513e+01,7.292282807e+01,1.888282588e+01,1.027355051e+01,1.935706195e+01,7.660623863e+01,5.436241544e+01,5.876693585e+00,1.804375432e+01,1.614982348e+01,3.356831995e+01,7.716763903e+01,6.014690555e+00,1.555859352e+01,8.953002015e+01,4.057437524e+01,5.198355760e+01,6.131409745e+01,6.602646145e+01,9.839568574e+01,3.039580195e+01,2.197975423e+01,2.888498697e+01,9.343689224e+00,2.623980022e+01,9.391563115e+01,3.993724285e+01,8.911900697e+01,2.148006132e+01,3.064648778e+01,3.493375436e+01,1.694404218e+01,1.565141885e+01,1.147021687e+01,2.745946542e+01,6.765114396e+01,4.177035213e+01,3.611438617e+01,3.803293842e+01,2.821499708e+01,2.184103889e+00,3.351713212e+01,8.310543843e+01,2.219747979e+01,7.237242784e+01,3.680175604e+01,9.447647052e+01,2.569602487e+01,8.437684245e+01,8.520574501e+01,6.430405448e+01,5.921997151e+01,6.928447966e+01,4.203394496e+01,7.898911909e+01,4.665631903e+01,4.935015146e+01,3.422599966e+00,8.469819665e+01,8.558014563e+01,3.477597273e+01,6.216185290e+00,3.670454963e+01,3.249964546e+01,2.645314699e+00,3.016571244e+01,5.406248294e+01
8.154268550e+01,7.051887668e+01,8.220471890e+01,4.387743692e+01,8.668771796e+00,3.835134226e+01,7.632850804e+01,9.168637296e+01,3.500524371e+01,7.560088555e+00,8.163217504e+01,6.177168864e+00,1.758327482e+01,1.815305427e+01,8.012472877e+01,7.847951007e+01,6.535873439e+01,3.772309578e+00,9.430607246e+01,9.089562782e+01,7.972860878e+01,3.313368068e+01,7.566443934e+01,8.906291918e+01,1.695853726e+00,6.190609870e+00,4.616539486e+01,4.298263200e+01,2.445804578e+01,9.358603748e+01,9.430962738e+01,4.725041712e+01,2.262033121e+01,6.164764348e+01,1.743926020e+01,3.692095702e+01,1.841498485e+01,1.147545253e+01,5.122403910e+01,9.668742927e+01,8.081456950e+01,9.929357355e+01,6.763008492e+01,5.027208774e+01,6.307751437e+01,6.333691617e+01,6.313430348e+01,9.504232358e+01,9.032268338e+00,5.853464994e+01,7.829250973e+01,2.911727940e+01,6.615916143e+00,8.990951439e+00,2.235134991e+01,8.195267690e+01,6.045053820e+01,9.028444571e+00,5.431559629e+01,3.967991681e+01,4.967636630e+01,8.221116287e+01,8.115559612e+01,2.337479234e+01,4.707658521e+01,2.269102047e+01,2.303580894e+01,4.056363267e+01,4.966530297e+00,8.647566048e+01,8.444563684e+01,8.647285736e+01,4.865114717e+01,5.937814911e+01,2.062550026e+01
5.840362793e+01,5.641538830e+01,5.670995708e+00,6.480846930e+01,3.922115822e+01,5.600179825e+01,2.093475205e+01,5.709457363e+01,6.234853722e+01,1.231848034e+01,9.382817053e+01,9.717003414e+01,9.693057705e+01,4.422997422e+01,4.920765136e+01,7.090484901e+01,5.781435724e+01,5.463904612e+01,9.328094138e+01,5.295185094e+01,1.318577888e+01,5.344161906e+01,5.838539754e+01,8.750687118e+01,4.806318722e+01,6.412768516e+01,3.435921007e+01,2.477466240e+01,6.355430700e+01,1.120738335e+01,9.971112330e+01,3.692385308e+01,2.166360219e+01,1.343187360e+01,7.770221283e+01,1.024880301e+01,7.762111296e+01,2.210090954e+01,6.277004152e+01,1.248304462e+01,3.448159506e+01,5.485717100e+01,7.334258891e-01,2.885397827e+01,4.284600596e+01,2.629493561e+01,5.537922105e+01,2.790919329e+01,7.503364481e+01,1.390244336e+01,4.509754306e+01,4.755796441e+01,1.858597686e+01,6.837474536e+01,3.874128824e+01,5.831107281e+01,8.396642212e+01,4.456456527e+01,6.354438905e+01,6.954349285e+01,2.917074757e+01,4.339978305e+01,6.450607150e+01,6.970576290e+01,1.081738949e+01,3.109928093e+01,2.896418719e+01,7.970915548e+01,9.795326271e+01,3.029789155e+01,3.817409816e+01,6.400494891e+01,7.841443112e+01,3.880636060e+00,5.199689746e+01
9.452927495e+01,9.161733089e+01,1.388143599e+01,6.195125503e+01,8.998045595e+00,9.035792896e+01,9.633316402e+01,6.705244130e+01,1.681841175e+00,9.403538406e+01,9.167942115e+01,4.279049179e+01,3.391703341e+01,8.531646280e+01,7.926526225e+01,1.490235177e+01,4.080741796e+00,2.081681957e+01,9.582511789e+01,7.834835200e+01,4.868037056e+01,3.842874821e+01,3.769215636e+01,5.704237142e+01,1.987741375e+01,9.702870211e+01,1.099107247e+01,7.099455000e+01,5.417810707e+00,9.748895451e+00,5.235359892e+01,1.259646906e+01,3.610452153e+01,3.429661334e+01,8.120864044e+01,4.081066701e+01,8.470676234e+00,4.590895617e+01,8.564807484e+01,1.309399209e+01,2.754373706e+01,9.256028394e+01,9.063018658e+01,8.998363391e+01,9.572491491e+01,6.525581176e+00,6.822085514e+01,5.570186908e+01,3.087723715e+01,1.728713110e+01,4.611950565e+01,1.783197204e+01,8.000415924e+01,1.977462753e+01,8.738153303e+01,3.911917682e+01,1.451067404e+00,1.947060424e+01,1.160506963e+01,3.057015812e+01,3.507870641e+00,9.357808407e+00,7.182191654e+01,5.913809095e+01,5.523681123e+01,4.494238687e+01,9.550937172e+01,1.272108636e+01,3.289410713e+01,4.765560271e+01,4.556226847e+01,5.471981823e+01,6.517005294e+01,9.139268098e+01,7.839130204e+01
6.451737271e+01,4.847714165e+01,7.084365542e+01,9.020659072e+01,8.478898133e+01,9.459616672e+01,1.238555096e+01,9.269230514e+01,5.465058396e+01,2.841685734e+01,8.290831302e+01,5.950725023e+00,5.650998047e+01,7.598459707e+01,1.775926583e+01,3.484139295e+01,6.269410292e+01,6.808831990e+01,7.163914962e+01,3.415761502e+01,5.958617898e+01,5.753279793e+01,1.852582874e+01,6.788350074e+00,4.069745948e+01,6.567273407e+00,3.789708366e+01,7.986474246e+01,2.522216718e+01,9.320484455e+01,9.232190777e+01,2.606641890e+01,2.927844300e+01,5.134990181e+01,4.634103511e+01,4.732745491e+01,9.570476179e+01,5.838145511e+01,6.427769507e+00,4.233336472e+01,4.436609157e+01,3.413013114e+01,4.906948472e+01,8.013339249e+01,4.594252772e+00,2.413489822e+01,1.977296006e+01,4.703109213e+01,1.593917945e+00,3.985982462e+01,7.108486148e-01,9.511502661e+01,6.654979332e+01,4.356522662e+01,3.963196941e+01,2.241926560e+00,2.426824543e+01,9.571472920e+01,2.980664165e+01,7.235945522e+01,6.031971906e+01,2.118040716e+01,5.403499424e+01,1.622905927e+01,8.520027623e+01,7.098528486e+01,7.112847433e+00,3.932424937e+01,6.290701750e+01,4.098418065e+01,4.315486624e+01,7.470582570e+01,5.092914734e+01,5.421609938e+00,7.593167427e+01
5.582217933e+01,5.325310949e+01,6.221995474e+01,7.398127917e+01,4.738711039e+00,8.047220549e+01,2.798511867e+01,6.208051796e+01,4.854770201e+01,4.812537346e+01,9.706772625e+01,4.576887247e+01,5.906675315e+01,2.584810850e+01,7.551025620e+01,1.119987446e+01,5.862128101e+01,9.013852882e+01,8.431158800e+01,3.235189207e+01,2.503801480e+01,7.909710407e+01,1.127651131e+00,8.300174402e+01,9.281094941e+01,4.539823240e+01,1.664738984e+01,9.435502881e+01,4.023828592e+01,9.147059621e+01,7.177204951e+01,8.094667028e+01,5.287668852e+01,7.486240977e+01,7.528815445e+01,4.145083002e+01,6.538545572e+01,1.654518618e+01,1.837405300e+00,9.110454863e+01,3.147008456e+01,9.056529278e+01,4.540878897e+00,5.571697350e+01,3.950149123e+01,6.724113456e+01,3.265212738e+01,7.782444568e+00,1.725150350e+01,2.315115456e+01,3.461270842e+01,3.519539983e+01,4.334188783e+01,6.075352832e+01,2.632741306e+01,3.147724377e+01,9.106125443e+01,7.470531265e+01,4.366287059e+01,6.217602523e+01,9.813154995e+01,2.404868168e+01,7.267781785e+01,1.417742425e+01,9.534458593e+01,6.626922074e+01,5.930138523e+00,3.570835779e+01,4.545402247e+01,3.469668608e+01,4.925652131e+01,6.391159626e+01,2.837685940e+01,1.843283516e+01,3.775901256e+01
2.996407175e+01,2.807422385e+01,9.096428460e+01,4.466334895e+01,1.204179358e+00,4.992005733e+01,4.725120626e+01,7.336451948e+01,1.713246321e+01,6.513161121e+01,3.508570350e+01,7.435390795e+01,1.670572376e+01,8.635489265e+01,3.848753810e+01,8.306392625e+01,3.033727781e+01,2.372573099e+00,1.359605665e+01,8.925360636e+01,3.165093833e+01,2.324591696e+00,8.946023368e+01,9.561896228e+00,7.249377643e+01,3.960386980e+00,7.731923403e+01,2.160762649e+00,1.744668116e+01,7.145732246e+01,7.452621804e+01,5.835383932e+01,2.901077282e+01,5.370583059e+01,2.015697703e+01,2.759763212e+01,1.950613687e+01,5.039084658e+01,3.550535938e+01,6.040706767e+00,7.775101535e+01,7.705946689e+01,3.587010501e+01,6.686098336e+01,4.257030335e+01,1.883666119e+01,9.697184720e+01,6.087225186e+00,4.678066597e+01,7.194188468e+01,3.789806619e+00,8.424103468e+01,4.165864173e+01,5.832872299e+00,9.559894655e+00,5.962511830e+01,2.589344838e+01,9.800256425e+01,9.815635214e+01,9.523053986e+01,9.165773808e+01,5.374164555e+01,4.004497295e+01,5.421886068e+01,1.522202586e+01,7.722407646e+01,3.980876437e+01,9.296235108e+01,5.337733530e+01,7.688379495e+01,4.120512560e+01,8.245929376e+01,2.436848332e+01,3.596732143e+01,6.032452604e+01
6.370547120e+01,5.309726649e+01,4.124002395e+01,5.143197336e+01,1.524785117e-01,7.004431751e+01,9.687951938e+01,3.895692928e+01,4.840566754e+01,3.704077896e+01,6.769132124e+01,5.377809395e+00,2.437932604e+01,2.607830609e+01,5.230706233e+01,3.967895460e+01,1.907377079e+01,9.727377630e+01,3.149684280e+01,7.662165363e+01,2.671661613e+01,3.050657160e+01,1.670279745e+00,8.472648092e+01,7.339474952e+01,9.298333498e+01,3.269996193e+01,6.215375547e+01,2.887218501e+01,5.252664609e+01,7.903829366e-02,1.678005098e+01,4.486180367e+01,6.311446490e+01,2.681475801e+01,9.215281763e+01,2.090022557e+01,3.136102836e+01,2.319876954e+00,5.261905962e+01,5.637101605e+01,5.748742323e+01,1.916805208e+01,6.412573778e+00,3.595511059e+01,6.223052575e+00,5.232654512e+01,8.663234374e+01,5.618541245e+01,9.956220334e+01,8.217776366e+01,8.467809096e+01,4.957517341e+01,6.122803190e+01,4.325333279e+01,7.148610994e+01,1.417515512e+01,3.716722199e+01,6.986037388e+01,3.545266890e+01,3.679311698e+01,8.616654516e+01,3.401810111e+01,8.607994473e+01,1.039298985e+01,8.495026530e+01,5.202500054e+01,2.422649393e+01,8.099337197e+01,9.296179193e+01,3.113073960e+01,1.724280968e+00,6.138149943e+01,3.308040651e+01,2.261975878e+01
6.817311601e+00,3.246583236e+01,9.457729030e+01,4.179735123e+01,8.093773170e+01,9.483183292e+00,2.338648305e+01,5.831961662e+01,4.832431845e+01,3.540530956e+00,1.614166746e+01,3.708218023e+01,6.885201760e+01,6.290305403e+01,3.762582273e+01,5.773011840e+01,6.365007347e+01,6.828045372e+00,5.810490002e+01,1.891134993e+01,5.848564598e+00,9.782461748e+01,4.755782992e+01,3.868900248e+01,7.501663154e+01,3.357190571e+01,9.321427432e+01,5.381056233e+00,6.607685981e+01,9.977985140e+01,8.512992094e+00,4.010098859e+01,9.912243086e+01,7.704531022e+01,6.737199651e+01,5.360615142e+01,2.653143864e+01,4.027047059e+01,6.346597124e+01,6.629248924e+01,6.629312736e+01,8.257552621e+01,4.821170875e+01,6.106695509e+01,7.257638220e+01,6.246230302e+01,4.072983771e+01,3.494701906e+01,8.593036184e+01,2.505193644e+01,7.059416352e+01,4.938621109e+00,3.886768734e+01,8.275275563e+01,5.128779985e+01,6.156414017e+01,8.230221877e+01,5.172007787e+00,9.383077929e+01,6.639600909e+01,1.523148437e+01,6.900627961e+01,1.842558424e+01,9.320446697e+00,8.340818962e+01,8.736374652e+00,5.319261024e+01,5.579042513e+01,4.159613564e+01,3.032005145e+01,3.267085636e+01,8.063267970e+01,9.425094727e+01,3.941692370e+01,4.344412137e+01
5.574701919e+01,5.508903337e+01,5.371971683e+01,6.067111892e+01,3.953245730e+01,7.620872837e+01,3.227813274e+01,1.047047737e+01,7.427480068e+01,2.126957564e+01,2.986452333e+01,7.736265139e+01,9.835753918e+00,9.848604236e+01,9.705030756e+01,3.098114924e+01,1.749508740e+01,9.324160460e+01,2.090606989e+01,6.057697666e+01,5.926178418e+01,2.659104118e+01,7.181782555e+01,9.510433496e+01,1.025098127e+01,8.709348728e+01,3.209881481e+01,5.672411718e+01,9.048291304e-01,1.345742087e+01,9.561987363e+01,4.996388134e+01,5.842915869e+01,8.502855047e+01,3.500347282e+01,2.835590596e+01,7.869723764e+01,6.773536170e+01,7.837319084e+01,1.565412631e+01,8.056505503e+01,9.303417268e+01,6.531363674e+01,2.764136634e+01,6.295416109e+01,6.784396959e+01,3.066498020e+01,4.808806147e+01,6.673025046e+01,3.680108383e+01,9.257385927e+01,4.937918853e+01,4.084821000e+01,7.483559967e+01,3.181382754e+01,4.980817685e+00,5.759981337e+01,9.936647988e+01,9.836097394e+01,1.806064527e+01,6.611536016e+01,5.401309812e+01,6.785041838e+00,1.562074472e+01,8.865374336e+01,5.418400845e+01,1.049086956e+00,2.380571181e+01,7.995425101e+01,3.269692001e+01,9.975130408e+00,1.811768444e+01,6.055271930e+01,5.257470599e+01,2.785401350e+01
4.767159747e+01,5.105401027e+01,2.463138010e+01,5.949370051e+01,6.636306376e+01,7.396777365e+01,4.270818706e+01,6.431756991e+01,4.382401535e+01,2.415165829e+01,5.068848185e+01,1.194061988e+01,9.349085985e+01,1.416192579e+01,3.058452384e+01,6.124913809e+01,3.336021332e+01,8.641880692e+01,8.442552603e+00,4.675727216e+01,2.283632395e+01,3.653205669e+01,3.060068896e+01,3.484373742e+01,3.866255012e+01,7.693010324e+01,4.600287429e+01,4.549839205e+01,5.663667385e+01,4.285493020e+01,7.306504074e+01,5.102311882e+01,3.949904406e+01,5.257059263e+01,2.945893841e+01,6.426148298e+01,4.785995554e+01,1.892064946e+01,3.189697099e+01,7.619417884e+01,5.359883396e+01,9.099660488e+01,6.669862717e+01,7.537528207e+01,1.875989728e+01,5.756720822e+01,9.847480854e+01,1.150471686e+01,7.724257976e+01,3.778507908e+01,9.548582433e+01,6.990558652e+01,8.580163788e+01,2.285447707e+01,7.482253487e+01,1.446288453e+01,8.568858446e+01,6.462174495e+01,7.440045518e+01,1.789485071e+01,1.964666416e+01,1.628886781e+01,2.695622701e+01,6.018040841e+01,5.896800152e+01,6.274041489e+01,9.702743443e+00,1.138707749e+01,4.774804805e+01,5.238711435e+01,4.136968628e+01,6.350967819e+01,1.951155665e+01,4.835168691e+01,1.969349910e+01
7.127075608e+01,7.885710372e+01,1.918757309e+01,1.337514655e+01,9.831861727e+01,8.157383671e+01,5.866071751e+01,8.602111671e+01,9.750182722e+01,3.840847397e+01,7.438921549e+01,1.443387670e+01,6.768739481e+01,6.891247556e+01,7.914033066e+01,3.038680158e+01,2.008380409e+01,8.456937234e+01,9.662349451e+01,5.769474467e+01,6.103841694e+01,1.268275948e+01,8.380219744e+00,1.265345169e+01,1.930315819e+01,7.080097077e+01,6.180036730e+01,2.486695469e+00,7.408209693e+00,2.401317517e+01,8.861695268e+01,8.811512485e+01,4.111050034e+01,7.569292588e+00,7.418750822e+01,8.281067244e+01,7.745594650e+01,8.828356415e+00,4.950618311e+01,3.195375262e+01,2.137312921e+01,9.424683218e+01,3.451808878e+01,4.058064247e+01,4.833980073e+01,4.100855201e+01,7.137418344e+00,5.527649738e+01,3.282776667e+01,1.267664058e+01,2.965821053e+00,1.148337333e+01,5.164608488e+01,9.107520998e+01,6.272896443e+01,9.807178980e+01,9.881547721e+01,8.658294976e+01,8.850959953e+00,7.675411029e+01,9.461876211e+00,6.824431554e+01,6.129032545e+00,7.671649904e+01,3.251066518e+01,4.995821803e+00,1.177190672e+01,9.593843339e+01,1.874805035e+01,8.341702978e+01,9.612104330e+01,6.785741486e+01,5.039721996e+01,2.944466595e-01,6.150105887e+01
1.962766397e+01,1.295464813e+01,4.734025468e+00,7.473276338e+01,9.334106968e+01,6.692797126e+01,6.844171457e+01,9.221206375e+01,3.316502985e+00,9.520560698e+01,1.057830379e+01,3.721861549e+01,6.405524829e+01,7.099140666e+01,8.985459539e+01,9.553694186e+01,5.379673539e+01,9.005246416e+01,1.964836758e+01,2.290559317e+00,9.204501361e+01,1.123263295e+00,8.152851918e+01,4.700056273e+01,7.485799693e+01,4.807084429e+01,3.213705953e+01,2.916833010e+01,9.554717767e+01,6.999704113e+01,7.474858336e+01,2.947845065e+01,9.109515590e+01,4.178829530e+01,6.162788640e+01,2.096665148e+01,3.349425518e+01,1.751144518e+01,5.562481015e+01,7.902131832e+01,4.492310760e+00,4.169267516e+01,2.152744495e+01,8.494095447e+01,8.787539124e+01,3.056846672e+01,5.476408610e+01,1.313246619e+01,6.123033517e+01,3.844091385e+01,4.071202160e+01,1.046508916e+01,8.258200254e+01,9.330793038e+01,8.434936978e+00,2.189578504e+01,4.499291989e+01,8.044260293e+01,8.062527219e+01,7.199700992e+01,3.710462539e+01,4.259201875e+01,8.385923284e+01,8.916603619e+01,6.340248785e+01,2.382754124e+01,7.489481744e+01,5.958921562e+01,2.100095757e+01,7.761234457e+01,5.597425417e+01,3.153628220e+01,2.095242913e+01,4.582477083e+01,1.179022107e+01
7.017414012e+00,6.877857222e+01,4.277329222e+01,4.234441595e+01,7.236714165e+01,1.003584137e-01,9.417727007e+01,8.841196748e+01,1.123056655e+01,8.381560643e+01,3.318454982e+01,9.322989584e+01,4.898407976e+01,3.182113409e+01,4.759434792e+01,8.256193987e+01,3.638517221e+01,2.727367601e+01,7.680498398e+01,8.644532176e-01,9.067346298e+01,9.697671974e+01,8.080345158e+01,7.001335806e+01,8.474567705e+01,6.323560979e+01,3.555931131e+01,7.817264154e+01,3.979593535e+01,9.333991990e+01,2.095395884e+01,3.771595347e-01,4.259082933e+01,6.151388152e+01,6.501634808e+01,8.863815293e+01,1.493534217e+01,8.808360063e+01,8.605457679e+01,2.071173669e+01,6.761279098e+01,6.332304125e+01,9.012897020e+01,3.361885535e+01,1.317878622e+01,6.160244217e+01,6.731145021e+01,4.416530080e+01,9.911670960e+01,9.588342018e+01,7.114140812e+01,6.212883272e+01,6.139713773e+01,7.663379205e+01,3.630976178e+01,5.876199637e+01,7.880040400e+01,2.473853346e+01,3.767245533e+01,8.361864296e+01,2.214571571e+01,4.157795917e+01,8.527690881e+01,4.404099482e+01,1.733433954e+01,5.702845321e+00,5.528269642e+01,1.222521475e+01,2.956934635e+01,7.297182917e+01,2.314322072e+01,1.374946297e+00,5.243331230e+01,3.698592954e+01,2.923933677e+01
8.656025678e+01,1.843632873e+01,6.918009692e+01,5.156982764e+01,4.706125376e+01,5.372556551e+00,7.870583441e+01,3.553822131e+01,9.253236761e+01,9.978458291e+01,4.942126791e+01,1.264216422e+01,5.181548244e+01,9.823198316e+01,6.082757990e+01,6.277643103e+00,6.407839228e+01,4.754599627e+01,8.053884820e+01,5.089790187e+01,8.295996381e+01,4.323813891e+01,8.721408074e+01,3.568986518e+01,9.096565575e+01,7.264745739e+01,6.882346715e+01,4.663769389e+01,2.908117369e+01,7.883885241e+01,6.235622763e+01,1.089476548e+01,2.151665790e+01,1.888467915e+01,1.566238106e+01,5.165052690e+01,1.863627025e+01,3.251621873e+01,4.776811469e+01,2.472142853e+01,9.298023590e+01,2.415885071e+01,6.226015640e+01,6.957512658e+01,4.345712275e+01,4.816030613e+01,5.012606189e+01,4.288546263e+01,3.368774241e+00,1.183773198e+01,9.753575571e+01,5.740960594e+01,2.761616696e+01,8.623583273e+01,8.164949774e+01,6.369157514e+01,4.104867100e+01,7.903732851e+01,7.395862930e-01,8.441066345e+01,2.054100754e+01,2.971825917e+01,3.078723108e-01,5.715690422e+01,6.298842334e+01,1.969677506e+01,2.931966485e+01,9.326148926e+01,9.377274552e+01,5.627865824e-02,7.134871289e+01,8.522248789e+01,6.104094877e+01,1.812854762e+01,3.813153783e+01
3.984055254e+01,3.795976864e+01,7.597507128e+01,5.254051949e+01,7.463823523e+01,5.735743260e+01,2.694255154e+01,2.677919567e+01,1.165887594e+01,4.102132122e+01,5.739887785e+01,3.875099949e+01,9.074212016e+01,9.711494411e+01,9.025089834e+01,2.914309481e+01,1.759406758e+01,9.677382870e+01,6.811831455e+01,7.503721740e-01,6.339784480e+01,2.460535608e+01,6.862608786e+01,4.592309045e+01,7.220112708e+01,9.527529891e+01,7.799389407e+01,5.324727084e+01,6.767565560e+01,4.442782270e+01,3.859224039e+01,5.409261455e+00,7.732815591e+01,2.184875815e+01,1.660833656e+01,1.873979784e+01,8.818770248e+01,1.202186870e+01,9.060478471e+01,5.741637150e+01,7.722573953e+01,2.462141221e+00,8.820270242e+01,1.451373957e+00,8.294593230e+01,6.440936450e+01,6.407524539e+01,6.735135752e+00,2.705548677e+01,6.480534096e+01,1.896324904e+01,6.003888575e+01,4.739067154e+01,9.497036644e+01,6.977016499e+01,1.227806198e+01,6.667801214e+01,4.390384284e+01,3.447466674e+01,2.742244806e+01,6.347874890e+01,8.463698659e+01,9.807992137e+01,8.490714489e+01,5.663799416e+01,1.506993428e+01,5.381530298e+00,8.121439862e+01,4.047096934e+01,4.846797324e+00,2.422069090e+01,1.067614407e+01,5.212981129e+01,7.645412150e+01,2.906212964e+01
9.501395420e+01,3.499452476e+01,4.866695145e+01,6.605729411e+01,7.371441686e+01,8.617741673e+01,1.283696141e+01,1.272955626e+01,3.066673137e+01,1.371908592e+01,5.315332565e+01,3.260143243e+01,6.460531674e+01,2.622644369e+01,9.782296948e+01,6.402063133e+01,8.370618319e+01,4.120494907e+01,8.458965123e+01,9.307384421e+01,8.005897132e+01,6.974890608e+00,5.456741548e+01,3.647393748e+00,2.487640722e+01,7.534905943e+01,9.122692540e+01,6.204135390e+01,6.276030498e+01,3.340634633e+01,2.785206873e+01,6.427272559e+00,9.965856202e+01,8.749532732e+01,7.867446490e+01,6.132068507e+01,5.412577603e+01,4.885080215e+01,5.608014865e+01,6.156294955e+01,5.499186157e+00,3.049866516e+01,4.287349149e+01,8.605326189e+01,1.257852629e+01,7.645119144e+01,4.234513409e+01,5.511431515e+01,9.940875169e+01,4.008221114e+01,6.916062301e+01,3.502558864e+01,3.244125506e+01,2.844548017e+01,2.815787402e+01,9.578472455e+01,5.869703332e+01,2.073041973e+01,6.754940484e+01,9.514370981e+01,3.973703622e+01,3.584721424e+01,2.316940276e+01,8.087734906e+01,1.492991532e+01,1.714406465e+01,4.782927577e+01,3.690347992e+01,4.014951976e+01,3.742780973e+01,5.172519695e+01,5.411212570e+01,8.180961974e+01,6.534340475e+01,4.202133700e+01
