v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48
2.945208882e+01,4.062050816e+01,9.974520956e+01,4.514097105e+01,4.450272591e+01,6.865278982e+01,6.952869368e+01,2.466036392e+01,3.629242026e+01,1.122242612e+01,3.906789287e+00,7.548167036e+01,9.801779563e+01,7.128113098e+01,4.098808984e+01,8.916257398e+01,3.134229019e+01,8.883103041e+01,2.476456765e+01,4.682063037e+01,5.910402142e+01,4.670606774e+01,6.480087424e+01,8.319309240e+01,3.135622792e+01,2.207365936e+01,1.478078904e+01,5.666151053e+01,9.727154644e+01,7.849389426e+01,9.287467253e+01,1.707291516e+01,7.722931718e-01,4.094451422e+01,4.987204747e+01,9.580068146e+01,2.568975294e+01,6.811882328e+01,7.301701557e+01,4.624089544e+01,9.160477560e+00,9.964951002e+01,4.349281061e+01,5.476159760e+01,6.970215186e+01,4.005613569e+01,9.582341408e+01,1.958644971e+01
9.905836555e+01,5.455497750e+01,7.377564053e+01,1.151413741e+01,2.680425909e+01,4.715937409e+01,4.883917782e+01,3.905170036e+01,3.570376598e+01,8.175065231e+01,7.157836804e+01,6.354095321e+01,7.815502831e+01,1.850737694e+01,3.324036284e+01,5.804912118e+00,8.648560277e+01,6.877838256e+01,3.602259417e+01,1.946781057e+01,4.628798791e+01,9.491375622e+01,4.015271642e+01,9.441328149e+00,2.565449483e+01,5.472184782e+01,4.442116023e+01,8.612444653e+01,4.194858097e+01,6.303246281e+01,5.384462605e+01,1.031468846e+01,5.426661184e+01,7.016355571e+01,1.391091032e+01,9.713572049e+01,8.998273278e+01,5.612688460e+01,3.263369119e+01,8.189989895e+01,1.149496428e+00,1.311140614e+01,5.475907075e+00,4.540617939e+01,9.106118656e+01,5.884567633e+01,7.580559949e+01,1.582397327e+01
7.544050608e+01,6.811420942e+00,4.424632387e+01,7.271622274e+01,2.451541157e+01,3.938073426e+01,7.181339365e+01,5.028431733e+01,9.962586111e+01,6.490544786e+01,2.259658146e+01,7.310413373e+01,6.762700009e+01,1.493923933e+01,4.647763347e+01,9.580024683e+01,1.244952490e+01,7.089497695e+01,2.212963351e+01,5.879801061e+01,3.709819361e+01,1.479666397e+01,9.135230313e+01,2.853761207e+01,7.453871520e+01,3.024411849e+01,9.320032260e+01,1.265708231e+01,8.839522831e+00,3.787455780e+01,2.757230278e+01,1.162918361e+01,1.850383800e+01,6.015916942e+01,1.261576838e+01,2.802534145e+01,1.398363667e+01,6.465445886e+01,3.097648004e+01,6.152812989e+01,7.821986811e+01,9.678431106e+01,1.306128585e+01,6.820090296e+01,3.778782808e+00,7.104206670e+01,8.420170116e+01,7.923156832e+01
5.413991744e+01,7.872859754e+01,2.757430920e+01,2.677591523e+00,5.931017773e+01,5.762273343e+01,9.168768028e+01,2.740280841e+01,1.471934149e-01,5.660788554e+01,6.909720858e+01,7.001535321e+01,9.140215314e+00,5.123630920e+01,1.000300212e+00,6.550995725e+01,7.234131208e+01,5.457392600e+01,4.240726271e+01,9.334132972e+01,7.496320874e+01,7.569101944e+01,8.815472623e+01,7.456447910e+01,9.882356429e+01,9.375789342e+01,3.494976750e+01,4.160348955e+01,9.292182604e+01,6.471697611e+01,9.861697405e+01,1.202519023e+01,8.791013737e+01,6.508590559e+01,1.518605856e+01,6.120097046e+01,7.832301695e+00,4.253718306e+01,5.220585152e+01,8.741575188e+01,5.555056327e+01,6.645542976e+01,8.619186538e+01,7.375094394e+01,5.914109160e+01,5.702159413e+01,2.081730363e+01,1.799375959e+01
5.958038385e+01,3.594846223e+01,7.258224146e+01,3.610158229e+01,9.939238168e+01,5.698717784e+01,8.259789979e+01,4.725313891e+01,1.502552772e+01,5.583203938e+01,6.734284818e+01,1.756955996e+01,4.445067381e+01,7.474822962e+01,3.166204064e+01,2.257455966e+01,8.238010734e+01,2.529429953e+01,7.604807967e+01,7.277756330e+01,2.527739709e+01,5.106713056e+01,6.427486037e+00,4.896536341e+01,3.520817524e+00,5.301757755e+01,1.708006514e+00,8.009219847e+01,4.243681515e+01,7.101828344e+01,5.459178178e+00,3.321887983e+01,2.465424276e+01,3.573553012e+01,3.905752207e+01,1.154434295e+01,2.224025341e+01,7.382697024e+01,7.706508785e+01,1.841972980e+01,4.292486394e+01,4.156927272e+01,7.700481567e+01,3.334147888e+01,6.413681918e+01,4.924032375e+01,5.529356577e+01,7.823511212e+01
2.496660751e+01,9.947811448e+01,5.061994251e+01,8.274877445e+00,5.139613266e+01,2.679885063e+01,9.632553732e+01,9.100235190e+01,5.051195622e+01,4.819931892e+01,5.712572312e+01,8.102441338e+01,5.998821088e+01,8.857403890e+01,1.572832775e+01,5.792537285e+01,3.149240786e+01,2.419688654e+01,4.368515436e+01,9.540358706e+01,5.620496327e+01,7.198028010e+00,5.465234354e+01,7.433695072e+01,5.994646359e+01,7.531515961e+01,7.605420157e+01,7.264548687e+01,4.728564482e+01,5.311045668e+01,4.635455072e+01,5.023805768e+01,9.378602588e+01,2.309810779e+01,1.981369560e+01,5.477296609e+01,9.219261206e+01,7.197646539e+01,3.748756189e+01,9.705905744e+01,8.282379219e+00,3.576848005e+01,5.418173751e+01,9.011049048e+01,6.011097385e+01,1.086309215e+01,1.374128315e+01,2.571250500e+01
9.398790382e+01,7.078710588e+01,8.986264734e+01,2.542355326e+01,9.891250295e+01,9.192733568e+01,9.262863109e+01,5.446306904e+01,4.519838284e+01,6.059020020e+01,3.428065133e+00,6.802989264e+01,9.443408799e+01,3.479964396e+01,6.597515057e+01,2.695299861e+01,4.891096504e+01,6.916260124e+01,1.129426254e+01,7.337596511e+01,5.109165813e+00,8.770825777e+01,1.124547946e+01,1.177293267e+01,1.909925312e+01,4.637987159e+01,1.345947402e+00,7.311979461e+01,5.541444575e+01,4.784018766e+00,6.777939928e+01,7.319030645e+01,3.039400570e+01,9.298033243e+01,3.705789659e+01,6.372303246e+01,2.653934702e+01,9.070874515e+01,9.833785089e+01,1.908873291e+01,3.051991317e+01,5.032602551e+01,9.001580307e+01,3.990173885e+01,9.952130224e+01,8.838223597e+01,6.446118693e+01,5.994780061e+01
7.331198105e+01,7.103791783e+01,2.188228896e+01,2.025839076e+01,6.723336441e+01,1.410076095e+01,6.615423328e+01,2.442492177e+00,8.263034393e+01,4.500289874e+01,8.082181301e+01,6.529805133e+01,1.175137415e+01,7.408439388e+01,9.687956575e+01,9.784589210e+01,3.006240644e+01,6.670987146e+01,1.552176715e+01,7.496509125e+01,7.370326096e+01,8.500779276e+01,3.450671932e+01,2.627734505e+01,4.719366953e+00,8.886055936e+00,3.809140073e+01,1.704391351e+01,2.765384227e+01,5.524816819e+01,4.205849631e+01,8.489822016e+00,3.842105422e+01,3.410044475e+01,7.235973086e+01,2.771607819e+01,5.485895113e+01,8.202951423e+00,8.214885885e+00,6.980852956e+01,7.504719764e+01,7.620464089e+01,5.176120537e+01,4.020287069e+01,7.062759840e+01,9.813758486e+01,4.094803918e+01,1.125156971e+01
5.071473540e+00,3.518922294e+01,4.603086584e+01,4.581009075e+01,3.311659632e+00,7.577105314e+01,7.435469882e+01,5.007557271e+01,6.131272582e+01,3.697008492e+01,3.502896476e+01,8.349425902e+01,8.079374104e+01,1.760091122e+01,1.244523710e+01,3.684455446e+01,3.574492221e+01,9.227641995e+01,4.589261653e+01,5.545357427e+01,8.814571603e+01,5.846933236e+01,2.211892903e+01,8.631327042e+00,8.248719066e+01,7.703012677e+01,8.115555225e+01,4.272602708e+01,4.005832336e+01,3.353394376e+01,3.219724479e+01,7.967763419e+01,5.699562739e+00,7.695071391e+01,6.845691395e+01,4.294530468e+01,9.906602316e+01,6.459536827e+01,5.286135677e+01,9.244222275e+01,5.298104615e+01,4.486960075e+01,3.826476476e+01,5.047491211e+01,4.029077496e+01,8.493345885e+01,5.016478367e+01,8.626234157e+00
2.879260202e+01,9.338890637e+01,5.999088546e+01,1.811128198e+01,4.372301565e+01,7.563899554e+01,9.592248933e+01,4.078012994e+01,8.170434585e+01,4.569485353e+01,5.765903907e+01,9.897264756e+01,2.077335729e+01,6.283918651e+01,7.228926167e+01,8.074256024e+01,1.425292325e+01,7.701572017e+01,5.216037358e+00,7.746802510e+00,2.141497378e+01,7.458576279e+01,3.221006654e+01,7.396254757e+01,3.256728221e+01,8.779172206e+00,5.495674979e+00,6.931046112e+00,4.433014402e+00,7.634876758e+00,1.129966042e+01,1.503297622e+00,8.047920663e+01,2.017604407e+01,7.155726924e+01,1.783078449e+01,8.300322177e+01,1.271583732e+01,2.422714782e+01,9.492607574e+01,5.739270905e+01,3.201352764e+01,9.732645635e+01,6.275881863e+01,1.924127013e+01,7.240968947e+01,7.457307719e+01,9.477148907e+01
6.591341419e+01,8.726259340e+00,5.439922118e+01,1.079471618e+00,9.712598317e+01,7.152997509e+01,9.312812750e+01,8.286714481e+01,4.914703702e+01,8.330660792e+01,4.676008755e+01,3.821781569e+01,8.219819519e+01,1.214849070e+01,6.152871579e+01,5.528697528e+01,5.773031196e+01,9.971916760e+01,6.340419137e+01,5.899047147e+01,6.303144932e+01,6.755539785e+01,7.615277572e+01,8.060990347e+01,8.453411679e+01,6.641786450e+01,5.745173089e+01,6.028588799e+00,1.381682598e+01,4.255168819e+01,2.509079817e+01,2.944853239e+00,8.360446911e+01,5.020658618e+01,6.117442293e+01,5.441621408e+01,8.161238446e+01,4.376522925e+01,2.902052824e+01,2.926551479e+00,1.650362727e+00,4.318463948e+01,2.456078350e+01,8.404157061e+01,2.194214000e+01,2.153874151e+00,5.195976571e+01,7.095592208e+01
3.744870538e+01,1.252238198e+01,7.124803081e+01,5.813615570e+01,9.483431719e+01,4.484996823e+01,7.551060536e+01,4.332839663e+01,9.506084944e+01,9.019376987e+01,5.808652481e+01,6.098504264e+01,8.082237349e+01,3.240011042e+01,7.972201594e+01,1.465053079e+01,1.905632014e+01,4.542025763e+01,2.429294403e+00,5.640355698e+01,5.353566209e+01,3.261187209e+01,7.965089395e+01,9.785298404e+01,9.135701657e+01,1.306431096e+01,9.545566858e+00,5.506770287e+01,6.145060560e+01,7.722044324e+01,5.181373038e+00,9.490199371e+01,9.985007108e+01,2.362028103e+01,6.425556022e+00,5.706998088e+01,6.756628222e+01,6.714097306e+00,7.628869371e+01,3.546854449e+01,9.278165816e+01,4.386565591e+01,8.717373983e+01,6.813951245e+01,7.742537409e+01,5.290775663e+01,5.391319605e+01,4.918888975e+01
7.026799485e+01,5.156655002e+00,9.247630509e+01,8.127462736e+01,7.190758308e+01,3.618245696e+01,4.497794035e+01,1.560754194e+01,4.812374312e+01,2.394537006e+01,1.309270526e+01,3.603684838e+01,3.246886464e+01,8.487962405e+01,9.134943297e+01,1.856900617e+01,9.032309766e+01,4.055945648e+01,8.819787935e+00,5.346692691e+01,1.164629592e+01,9.362741629e+01,5.968064587e+01,4.281368503e+00,9.804410093e+00,7.752330666e+01,7.302010082e+01,3.701253624e+01,5.237597310e+01,1.779385363e+01,3.702866525e+01,6.050591475e+01,3.453436976e+01,9.769578376e+01,1.737687585e+01,1.220940471e+01,6.185337427e+01,8.508168372e+01,7.102109659e+01,1.364820785e+01,5.089199629e+01,2.271851483e+01,2.389858659e+01,4.617797641e+01,3.627090090e+01,2.717457671e+01,3.328499904e+01,6.368478867e+01
8.490721281e+01,2.785835789e+01,9.455445679e-01,7.002994872e+01,3.067222636e+01,6.519531054e+01,3.787373133e+01,3.209056772e+01,4.272763169e+01,9.403128321e+01,1.778304154e+01,6.988775026e-01,1.120185998e+01,7.705251920e+01,3.387445235e+01,7.259881371e+00,7.646260478e+01,2.371480394e+01,7.755643664e+00,5.868135931e+01,3.795255259e+01,1.512118169e+01,4.286984985e+01,8.086914001e+01,2.215399935e+01,7.322707843e+01,8.544938356e+01,3.852973080e+01,1.724291143e+01,6.041864293e+01,9.290579707e+01,3.425601015e+01,8.521251276e+01,6.285602545e+01,3.596244051e+01,1.949234669e+00,3.094379129e+01,6.848009894e+01,2.505716367e+01,8.882874367e+01,6.462879070e+01,4.071425797e+01,3.642952688e+01,5.738135596e+01,7.419443306e+01,9.469201453e+00,9.177074576e+01,6.493641386e+01
5.397554831e+00,5.445068473e+01,7.447335568e+01,2.224198686e+01,3.957053215e+01,6.542168635e+01,6.525623506e+01,2.698712271e+01,4.220597408e+01,4.111996656e+01,9.871085861e+01,5.778238693e+01,9.075105204e+01,1.384670499e+00,6.655186537e+01,9.850641585e+01,5.949825204e+01,8.016699320e+01,4.301214127e+01,5.693723556e+01,6.620951104e+01,1.236690884e+01,3.780671019e+01,7.935502978e+01,9.314394664e+00,4.121099845e+01,9.203245092e+01,8.342143784e+01,8.221756650e+00,8.466901009e+00,5.972218119e+01,6.408736034e+01,3.856436176e+00,9.596159901e+01,9.837739871e+01,4.126594780e+01,4.635392888e+01,6.602897398e+01,5.325027475e+01,9.145439567e+01,3.673551791e+01,8.978894120e+01,6.859930642e+01,2.023640085e+01,5.121678041e+01,6.710767200e+01,4.749080561e+01,7.854272137e+01
1.616777722e+01,1.988657017e+01,3.995056474e+00,5.272604684e+01,8.635709851e+01,1.529844909e+01,2.331621507e+01,5.621148644e+01,7.585162050e+01,6.913741995e+01,4.436538596e+01,3.185030929e+01,4.625946901e+01,2.689455156e+01,6.553353079e+00,2.621691111e+01,4.580645905e+01,6.768507607e+01,1.329962216e+00,3.163985060e+01,5.791431117e+01,9.516286217e+01,5.809789022e+01,4.587416871e+01,8.843435515e+01,7.728474365e+01,2.671206628e+01,4.592845667e+01,3.696631926e+01,7.941130671e+01,3.477600163e+01,4.284299718e+01,4.482270837e+00,6.666933478e+01,5.712974405e+01,4.709867552e+01,3.917719687e+01,7.908283705e+00,7.469351434e+01,2.842878830e+01,4.471215117e+01,1.296775308e+01,7.865823051e+01,1.802048626e+01,2.645797797e+01,5.206548531e+01,3.520589732e+01,8.503718406e+01
9.580247121e+00,1.501706823e+00,3.573112889e+01,9.775895609e+01,9.361450200e+01,3.956076236e+01,5.206872003e+01,3.349321615e+01,2.425264855e+01,6.639002304e+01,5.723909082e+01,5.203207383e+01,7.152940897e+01,2.749789098e+01,3.623744662e+01,9.512815876e+00,1.254965503e+01,1.101052686e+01,8.889852741e+01,5.743777074e+01,4.969570774e+01,6.120426730e+00,6.695283793e+00,9.563641337e+00,1.668568624e+01,6.786272478e+01,5.008924582e+01,9.544753975e+00,8.162229891e+01,3.018500795e+01,7.949991331e+01,2.600884299e+01,9.409396290e+01,4.501995684e+01,8.344995685e+01,9.146200790e+01,6.864428662e+01,1.626398274e+00,3.660121253e+01,4.539975619e+01,5.058462018e+01,3.347416296e+01,1.605164330e+01,2.491580027e+01,5.493237136e+01,3.625159662e+01,3.853514927e+01,6.756981889e+00
4.195605834e+01,1.217960654e+01,5.230630293e+01,9.472423941e+01,5.019211753e+01,7.680798065e+01,2.506410434e+01,1.754738389e+01,4.377410226e+00,6.475011669e+01,4.722068994e+01,6.918122454e+01,9.957398025e+01,4.513933472e+01,6.196910718e+01,4.458208828e+01,5.737695805e+01,2.348280462e+01,4.234231274e+01,2.964321629e+01,2.317792774e+01,8.697898230e+01,7.061757882e+01,1.534316601e+01,5.418263708e+01,7.464682703e+01,7.832419389e+01,8.884389769e+01,2.965248578e+01,8.329217173e+01,3.170410806e+01,9.476852769e+01,7.727296431e+01,7.511257818e+01,6.744878940e+01,7.914935372e+01,9.120141839e+00,3.604172091e+01,9.623896548e+01,4.118018485e+01,8.608621776e+00,4.856813495e+01,8.355506344e+00,9.985389438e+01,1.790424721e+01,4.504465555e+01,3.498098306e+01,8.662662680e+01
3.237055867e+01,1.573996239e+01,1.924800168e+01,2.744817142e-01,8.587556302e+01,3.755601547e+01,8.330130795e+01,2.818910497e+01,9.901065562e+01,6.237706517e+01,5.972274643e+01,3.882192976e+01,8.346815431e+01,8.577119217e+01,4.977628790e+01,5.400969146e+01,3.667213750e+01,2.032514824e+01,1.695721022e+01,3.452108534e+01,9.952623636e+01,5.727975015e+01,2.087229017e+01,2.069207500e+01,5.812698398e+01,7.382134184e+01,3.134254172e+00,7.809969454e+01,3.348537907e+01,2.603998112e+00,5.721643219e+01,1.001336036e+01,2.136079432e+01,9.942190028e+01,1.294304522e-01,2.621344600e+01,6.057334788e+01,1.096076155e+01,6.327278380e+01,7.557410964e+01,5.703271389e+01,7.057423736e+01,4.911460375e+01,3.182788360e+01,3.029016815e+01,5.662675106e+01,3.387711943e+00,9.597697632e+01
6.220319197e+01,5.538083322e+01,7.971489095e+01,4.755161488e+01,3.972203402e+01,2.591832321e+01,2.189086088e+01,8.426563303e+01,4.348679473e+01,4.901247411e-01,3.265043674e+01,2.876623147e+01,4.858484610e+01,9.190176820e+01,6.761269716e+00,3.382569558e+01,8.874042016e+01,4.601789042e+01,1.960759655e+01,7.814108991e+00,4.071672407e+01,2.682019062e+01,1.932747677e+01,4.477163122e+01,1.509698569e+01,1.447184837e+01,8.510843998e+01,9.818792863e+01,3.053879225e+01,6.096350524e+01,1.798775748e+01,4.269206792e+00,7.915688907e+01,4.927334960e+00,7.017095988e+01,2.064708851e+01,6.732294209e+01,9.546845761e+01,2.800915439e+01,3.881926193e+01,7.002747023e+01,5.053101904e+01,8.707770509e+01,9.579798305e+01,9.784363115e+01,3.904263654e+01,7.304209026e+01,3.473506338e+01
5.640964699e+01,5.491191935e+01,4.985992607e+01,8.982682589e+01,8.497755516e+01,9.591513134e+01,6.337746557e+01,4.270239661e+01,2.678870609e+01,1.528587843e+01,8.357798762e+01,3.165176658e+01,6.959325436e+01,2.529107233e+01,5.203836373e+01,4.642539022e+01,2.602705433e+01,2.713365703e+01,9.140949988e+01,8.375512290e+01,1.239157604e+01,1.632495420e+01,9.351906504e-02,6.733741984e+01,4.166522673e+01,8.769345097e+01,3.722268926e+01,7.407986138e+01,1.499800317e+01,7.219267044e+01,5.644447086e+01,4.059408583e+01,4.448590865e+01,2.604236638e+01,9.328451967e+01,4.265940027e+01,1.903184789e+00,1.209193615e+00,9.068742629e+01,5.322775862e+01,1.820979301e+01,4.538093860e+01,9.583804065e+01,5.893758603e+00,7.269498423e+01,4.821853698e+01,4.541461370e+00,7.532265841e+00
8.938588545e+01,9.903142110e+01,4.666211996e+01,9.428446317e+01,1.642337009e+01,6.285771938e+01,6.488057700e+01,8.212267811e+01,5.400255218e+01,8.828268546e+01,7.384964268e+01,5.573950514e+01,1.996153433e+01,3.492062595e+01,2.081242337e+01,1.873638059e+01,8.590140246e+01,2.179684483e+01,6.991082520e+01,3.593115697e+01,9.080176236e+00,2.091292772e+01,8.581899638e+01,5.231261353e+00,3.322258282e+01,4.465409794e+00,5.908055511e+00,7.990360105e+01,3.221839140e+01,1.035875600e+01,2.997414974e+01,4.539857837e+01,2.838707527e+01,5.378589333e+00,9.301052347e+01,2.940526016e+01,8.416890245e+01,2.617951264e+01,3.186383326e+01,3.853670679e+01,7.167708580e+01,8.365392197e+01,4.361150576e+01,3.192763433e+01,4.775897903e+01,5.042496536e+01,4.239725964e+01,6.267240947e+01
9.472141604e+00,2.748720003e+01,1.832504683e+01,2.064235895e+01,1.729591056e+01,3.524431360e+00,7.248271499e+01,6.758057619e+00,1.036621637e+01,7.651527476e+01,5.993234073e+01,1.667404139e+01,6.822700574e+01,9.510824892e+01,7.287049006e+00,3.415876914e+01,2.806363128e+01,8.819801321e+01,8.502445916e+01,7.487921203e+01,5.332868766e+01,3.125540167e+01,5.227626337e+01,6.073349207e+01,3.518407717e+01,9.364846234e+01,3.734516695e+01,8.110155628e+00,9.397711921e+01,4.177766828e+01,7.140053871e+01,7.451930916e+01,9.302137186e+01,2.232862318e+01,9.870955346e+01,9.299011304e+01,8.976856068e+01,2.313181523e+01,4.267547839e+01,4.346531023e+01,2.365934974e+01,5.364369419e+01,3.810405726e+01,4.666347743e+01,1.396766982e+01,9.227872365e+01,6.157949578e+01,9.867987823e+01
5.236962292e+01,2.536939841e+01,7.486320430e+01,6.536616919e+01,5.743741719e+01,9.625879373e+01,6.891483393e+01,3.317876415e+01,9.577654354e+01,5.168387906e+01,9.150969923e+01,1.908559217e+01,2.781587220e+01,7.392797785e+01,9.542026072e+01,5.083507038e+01,4.419840832e+01,8.085159924e+01,9.736440474e+01,9.002117810e+01,6.533776811e+01,4.740468408e+01,8.520130983e+01,4.514555810e+01,2.599911631e+01,1.580952234e+01,3.245083772e+01,9.370810270e+01,4.586251680e+01,2.886221792e+01,6.487550711e+01,4.910284142e+00,4.549008382e+01,6.356985704e+01,1.797577181e+01,3.288842927e+01,8.862500120e+01,9.502513087e+01,7.599461154e+01,7.228736809e+01,4.621657242e+01,1.005035287e+01,4.934711608e+01,5.903455567e+01,4.214337884e+01,9.346198422e+01,4.886679763e+01,6.977256811e+01
5.196936503e+01,4.485762457e+01,1.207563554e+01,8.382941188e+01,1.314613731e+01,2.408313636e+01,7.520526178e+01,6.282450374e+01,6.623253992e+01,9.971634358e+01,4.066263581e+01,4.503423797e+01,9.780507900e+01,4.063562180e+00,1.205831462e+01,1.663685539e+01,2.794825329e+01,4.927224766e+01,5.659953538e+01,3.178377363e+01,6.852852889e+01,8.336806140e+01,9.004682413e+00,7.032873960e+01,6.990738123e+01,9.020901330e+01,7.444566845e+01,4.759154057e+01,6.236853790e+01,6.438916551e+01,5.730525322e+01,2.407694098e+01,8.804180924e+01,9.035773829e+01,4.645286543e+01,8.394380077e+01,5.553093819e+01,8.925668537e+01,2.799912119e+01,4.428715133e+01,9.427755649e+01,2.204358418e+01,1.747767888e+01,1.313457429e+01,7.121084634e+01,4.716643987e+01,8.149695141e+01,6.206550648e+00
5.776882054e+01,5.828791577e+01,7.002212787e+01,4.313736729e+01,5.145083816e+00,5.194501448e+01,2.538321610e+01,5.160622048e+00,1.953489999e+01,8.995108613e+01,9.162213550e+01,7.309318946e+01,9.844662838e+01,4.640093131e+01,9.439856076e+01,7.690934660e+01,1.571065735e+01,9.916131062e+01,2.961304567e-01,6.770871625e+01,8.094964199e+01,2.153598506e+01,2.157567131e+01,2.570818660e+01,5.009224912e+01,2.486999013e+01,2.416910739e+01,9.601179110e+00,7.584826635e+01,9.524952166e+01,6.534592726e+01,3.299671127e+01,8.097072228e+01,9.832218377e+01,7.472511989e+01,6.800309110e-01,3.876017204e+00,2.103547520e+01,4.483297211e+01,3.986878455e+01,5.826975149e+00,4.713717033e+01,1.446723345e+01,1.124672130e+01,3.800095136e+00,2.362710318e+01,5.311566755e+01,3.919963364e+01
7.364216839e+01,9.699428836e+01,4.546028026e+00,2.440085822e+01,5.082530599e+01,6.083290134e+00,7.857844393e+01,4.696758630e+01,1.670299082e+01,1.956904511e+01,3.443653639e+01,6.604220235e+01,5.247597892e+01,7.088154139e+01,1.102864057e+01,6.167262424e+01,2.719764755e+01,1.099448646e+01,8.758559847e+01,7.740045309e+01,4.453952284e+01,5.084003821e+01,5.622948755e+01,1.548072099e+01,8.092490112e+00,5.239862891e+01,6.611274525e+01,5.799350881e+01,6.536907185e+01,8.298542173e+01,4.670045013e+01,2.671979563e+01,9.416160723e+01,3.837079721e+01,4.274941061e+01,4.015602108e+01,3.701028730e+01,3.335908585e+01,6.221550232e+01,5.072250883e+01,3.829727937e+01,9.065201194e+01,5.317990328e+01,4.606608486e+01,4.440803583e+00,7.471878786e+01,7.441962684e+01,3.192211465e+01
9.447155202e+01,7.285178000e+01,6.533096856e+01,6.671724967e+01,7.544717308e+01,3.625307534e+01,6.198124195e+01,2.917334814e+01,2.994820559e-02,1.469249610e+01,2.521423012e+01,3.034243593e+01,9.194029640e+01,6.177352512e+01,2.824278173e+00,2.288361301e+01,6.216023706e+01,4.410523804e+01,5.091446185e+01,5.985273898e+01,3.339649735e+01,4.262557887e+01,5.995859564e+01,7.352279809e+01,4.551110465e+01,4.410601924e+01,9.542774527e+01,6.248349113e+01,6.601458690e+01,5.394861048e+01,5.391508460e+01,6.562618616e+01,1.431336681e+01,3.088963951e+01,3.766327851e+01,8.684447980e+01,1.630304903e+01,2.237357622e+01,8.072574133e+01,8.529619317e+01,3.899189772e+01,4.670403886e+01,7.731025097e+01,3.623042010e+01,8.057503516e+01,9.256606152e+01,1.088949526e+01,7.605932311e+01
3.116984638e+01,7.090590445e+00,1.694070025e+01,9.073819894e+01,3.654843133e+01,3.748064341e+01,1.236739384e+01,3.240096760e+01,7.385989209e+00,3.925921878e+01,2.930774147e+01,1.038477465e+01,3.908918370e+01,3.944663687e+01,4.696787894e+01,1.686719962e+01,1.611029693e+01,3.887009979e+00,7.998594019e+01,9.731885073e+01,4.788007988e+01,7.731708339e+01,4.790956935e+01,6.195743797e+01,2.107631779e+00,5.756412849e+01,3.152952967e+01,1.227634649e+01,9.998878219e+01,9.655580088e+00,8.318287603e+01,5.089620655e+01,4.416265371e+01,4.799047139e+01,4.729465862e+01,2.578409797e+01,8.490925661e+01,5.643507879e+01,8.345507483e+01,9.670944413e+01,2.967938905e+01,3.603753395e+00,2.995246378e+00,1.269824782e+01,9.341569475e+01,8.642086338e+00,5.832960458e+01,1.371274373e+01
2.045066182e+01,2.215408984e+00,9.469234260e+01,2.970098166e+01,1.344546564e+01,9.033881884e+01,8.557786091e+01,9.392402597e+01,9.646455378e+01,5.034426240e+01,9.603629902e+01,9.077654881e+01,4.438965013e+01,9.869672943e+01,7.363707849e+01,6.356637871e+01,4.176594406e+01,5.236992685e+01,2.698938936e+01,7.117077836e+01,6.746524806e+01,9.176320299e+01,4.893227097e+01,8.696693237e+01,5.300881690e+00,4.904757316e+01,7.385084143e+01,9.380188804e+01,9.154461986e+01,5.432806824e+01,6.728715043e+01,6.517286810e+01,2.761242245e+01,9.793696469e+00,5.694480317e+01,9.355910820e+01,2.739043897e+01,6.272113910e+01,2.930896334e+01,8.431367558e+01,9.695745873e+01,2.435786787e+01,2.660004434e+01,4.231286322e+01,3.637535739e+01,6.293173119e+01,5.734339631e+01,3.264896143e+01
5.937829415e+01,7.304599687e+01,7.986269165e+01,4.206202794e+01,7.609634258e+01,2.955924005e+01,3.024406329e+01,4.022889277e+01,2.706534329e+01,3.612735261e+01,7.315008959e+01,6.431052059e+01,1.157978167e+01,7.149289304e+01,6.523283703e+01,8.019430696e+01,1.080521118e+01,8.902106113e+01,1.611852875e+01,8.735805591e+01,7.248183149e+01,8.815301704e+01,9.085302775e+01,8.463197461e+00,8.501266672e+00,5.852150631e+01,1.707000262e+01,8.021826807e+01,5.327927535e+01,1.909634178e+01,7.161652584e+01,8.713524887e+00,3.106294404e+01,6.271794401e+01,5.267237228e+01,3.600141831e+01,3.263019572e+01,6.429935382e+01,9.964541083e+01,4.672423573e+01,7.059379636e+01,3.420570950e+01,8.395645106e+01,4.033016785e+01,1.932766412e+01,5.633569412e+01,9.224571049e+01,7.379459532e+01
7.815078537e+00,2.212854726e+01,2.253121232e+01,4.989662213e+01,8.338597306e+01,8.589407153e+01,2.478783999e+01,3.473955087e+01,8.958478713e+01,9.599923828e+01,4.383756354e+00,3.516298680e+00,1.186042130e+01,3.125283219e+01,4.965033324e+01,9.079178225e+01,4.381882238e+01,4.178827576e+01,1.511745604e+00,6.467124132e+00,2.513965972e+01,4.794815262e+01,6.433621382e+01,2.469556636e+00,1.810622331e+00,2.076499852e+01,9.511369894e+01,8.256544344e+01,7.699499574e+00,7.111391595e+01,6.181020167e+01,8.002017184e+01,5.986998875e+01,5.113440550e+01,8.288985079e+01,8.790787772e+01,9.521604490e+01,4.776283733e+01,2.607201965e+01,5.126645730e+01,1.318313347e+01,7.377789929e+01,7.664357652e+01,2.304704619e+01,9.873230073e+01,3.899882539e+01,5.736342911e+00,7.162975634e+01
