v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85
5.976074402e+01,5.276430693e+01,3.262480961e+01,6.189908591e+01,1.729648413e+01,6.766170445e+01,8.095295199e+01,9.070524700e+01,4.524866556e+00,8.155774643e+01,3.052275058e+01,9.478446324e+01,8.207715936e+01,5.018843638e+01,5.640921464e+01,7.897489957e+01,1.716556904e+01,3.095877011e+01,6.282200365e+01,9.949349299e+01,5.381565586e+01,9.517166506e+01,3.341766774e+01,4.313082871e+00,7.639054092e+01,2.912720195e+01,9.286287532e+01,2.833479142e+01,7.254273463e+00,9.533107539e+01,1.742085167e+01,7.501767402e+01,4.980153074e+01,9.555397231e+01,6.695801922e+01,1.406291326e+01,2.064782944e+01,9.171210074e-01,7.300873883e+01,8.978010050e+00,1.001315110e+01,3.261683841e+01,5.582502707e+01,6.139964086e+01,1.079327526e+01,5.343551324e+00,4.750192905e+00,1.273730594e+01,9.501765420e+00,1.755026368e+01,7.861172224e+01,8.318040501e+01,3.253976506e+01,8.850708405e+01,7.169210993e+01,7.093412703e+01,1.261390395e+01,3.430445049e+00,7.032671857e+01,4.373325268e+01,7.655234955e+01,5.922400044e+01,9.031962810e+01,2.258908525e+01,3.385677098e+01,8.449839709e+01,2.983345839e+01,3.309715293e+01,7.872587768e+01,9.081972992e+01,8.812906649e+01,7.831465039e+01,2.947608969e+01,3.279557928e+01,1.296017459e+01,8.012269721e+01,9.475613978e+01,9.196739858e+01,9.548296723e+01,3.109072783e+01,8.876925729e+01,4.113167641e+01,4.449567815e+01,5.674262410e+01,2.368898952e+01
5.712243103e+01,3.577271187e+01,9.590861698e+01,8.009475495e+01,3.522216261e+00,5.936604937e+01,6.385599741e+01,5.242834294e+01,9.034153851e+01,8.838887611e+01,4.234611641e+01,8.275879203e+00,5.808101710e+01,3.657187946e+01,1.793044396e+01,8.398046623e+01,7.627309302e+01,7.030722635e+01,6.402913847e+01,4.026846459e+01,2.817034471e+01,9.265423732e+01,7.882583572e-02,7.579876906e+00,7.665075964e+01,1.203286813e+01,2.753709019e+00,3.658521757e+01,8.168936220e+01,9.573760486e+01,2.193206987e+01,6.928665419e+01,5.621439150e+00,4.001482534e+00,3.648637143e+00,9.870347702e+01,4.890174839e+01,4.791686050e+01,4.386121152e+01,6.630833183e+01,7.425171254e+01,4.972801071e+01,5.156923667e+01,3.280273578e+01,2.889099945e+01,5.434074580e+01,7.665681147e+01,1.918214111e+01,9.057142543e+01,8.541295642e+01,4.693888179e+01,6.964196443e+01,1.068349094e+01,5.480189421e+01,4.553309101e+01,8.450386745e+01,6.059974301e+01,1.227238167e+01,6.792914896e+01,6.752526572e+01,4.425781823e+01,8.806804803e+00,1.411186363e+01,7.712834409e+01,5.810748725e+01,6.053079388e+01,7.318424173e+01,2.651882471e+01,5.508663892e+01,1.999484410e+01,4.665728986e+00,4.842395307e+01,2.850681779e+01,6.383916809e+01,7.860452469e+01,5.076587404e+01,6.533921061e+01,7.063115482e+01,3.649605232e+01,7.582875601e+01,4.743172945e+01,6.425527447e+01,7.324816222e+01,7.610913141e+01,6.454896228e-01
2.515157716e+01,5.068794141e+01,6.623542824e+01,1.664002268e+00,9.466126924e+01,3.304018719e+00,4.593615558e+01,2.289847045e+01,2.621676891e+01,3.234993153e+01,8.631487906e+01,9.857629620e+01,7.053883578e+00,2.428251841e+01,9.806245223e+01,2.751029674e+01,5.864389620e+01,6.112567538e+01,3.521479537e+01,5.011286546e+01,5.564327286e+01,8.920765181e+01,1.308558451e+01,6.408468869e+01,7.203527002e+01,5.102807987e+01,7.394067707e+01,6.143125580e+01,6.209030049e+01,9.716672272e+01,7.288615983e+01,4.521572294e+01,7.687544811e+01,5.156315190e+01,6.385153774e+01,2.786894211e+01,8.056065684e+01,2.808286332e+01,8.299524073e+01,9.774040277e+01,1.662759463e+01,6.154824608e+01,8.839520861e+01,3.655311664e+01,6.208993915e+01,4.647296291e+01,8.510884183e+01,3.531272669e+01,7.995831589e+01,2.659392160e+01,4.024088889e+01,3.045950176e+00,1.146472480e+01,7.701109999e+01,9.209601652e+01,8.291369759e+01,5.611349201e+01,2.989276962e+01,1.843804609e+01,7.151214953e+01,7.756785928e+01,5.157627230e+01,7.602879701e+01,4.573996334e+01,1.047147864e+01,1.627355340e+01,9.854066785e+01,7.320220506e+01,6.777460994e+01,9.474495028e+01,7.702274537e+01,7.029398204e+01,7.157569731e+01,1.236782113e+01,2.002646930e+01,5.455339092e+00,4.140267279e+01,8.544766080e+01,9.300856356e+00,3.626634819e+01,2.299591674e+00,5.780550597e+01,1.192033475e+01,5.866923885e+00,2.394813737e+01
6.500499254e+01,7.434313210e+01,7.014137970e+01,6.814133043e+01,5.012797631e+01,5.297594330e+01,4.174609355e+01,2.773306267e+01,3.453145376e+01,6.723706128e+01,2.100097993e+00,6.292779838e+01,4.071334190e+01,1.080373159e+01,6.191921504e+01,1.178987013e+01,2.915133740e+01,2.644930401e+01,5.620100951e+01,6.482266444e+01,4.268391765e+01,3.973267918e+01,9.570770304e+01,7.518599336e+01,9.165438865e+01,1.912922173e+01,4.754494892e+01,1.298782017e+01,4.826033853e+01,2.682033846e+01,3.500584447e+01,7.901815419e+00,2.347253167e+01,6.701630277e+01,2.703054892e+01,9.609200179e+01,3.465511340e-01,6.426975840e+01,7.079825468e+01,9.852497688e+01,9.840029455e+01,6.868174032e+01,5.051422833e+01,6.496797255e+00,8.099366477e+01,5.313095463e+01,1.572012853e+01,8.278564219e+01,3.287084630e+01,1.359714566e+01,6.115262082e+01,9.235391067e+01,2.061048704e+01,3.776163752e+01,8.963118158e+01,7.977951867e+01,5.861190429e+01,4.439541360e+01,7.069917440e+01,4.141860531e+01,1.864803491e+01,2.709992240e+01,7.294137853e+01,4.614916570e+01,1.586237348e+00,2.436805910e+01,4.922345753e+01,5.035555431e+01,7.597921035e+01,3.962846021e+01,5.154380618e+01,9.572722680e+01,7.352276257e+01,6.115230827e+01,8.942598267e+01,2.566010193e+01,8.563641002e+01,8.771566314e+01,1.652036110e+01,1.979227391e+01,6.686560219e+01,9.120504729e+00,5.968938045e+01,7.330670498e+01,7.433019423e+01
9.820423450e+01,8.976552774e+01,4.714914695e+01,4.064792708e+01,9.033359219e+01,3.719169590e+01,4.142407455e+01,9.977557738e+01,7.717709714e+01,6.315682334e+01,6.143074390e+01,8.284016755e+01,3.907986524e+00,8.502011317e+01,7.646328372e+01,5.178549913e+01,8.808356670e+01,8.092364829e+01,9.601300244e+00,7.624243420e+01,2.553194475e+01,7.290122312e+01,5.089979363e+01,8.863947969e+01,1.915407063e+00,7.282300371e+01,1.848077470e+01,6.074569894e+01,1.268388543e+01,6.500248938e+01,5.245930001e+01,3.247903334e+01,1.875617329e+01,7.340955412e+01,1.526234574e+01,7.381936896e+01,8.631147744e+01,4.555533898e+01,2.342520001e+01,8.789214039e+01,5.810307440e+01,3.196181775e+01,5.854579212e+00,8.950022698e+01,9.910267772e+01,3.715582407e+01,4.825192383e+01,1.795206568e+01,7.342307010e+01,3.039573400e+01,3.185334257e+01,5.884413392e+01,6.626937130e+01,6.139643440e+01,9.392205705e+01,7.557588799e+01,9.951722141e+01,2.620954858e+01,3.790168826e+01,1.725834101e+01,7.969939140e+01,4.538476287e+01,2.421248234e+01,2.087909828e+01,4.830104571e+01,8.676448336e+01,7.338973869e+01,6.537645485e+01,7.263763306e+01,4.049206791e+01,1.974794065e+01,7.297863392e-01,2.450427530e+01,9.295047782e+01,2.220618258e+01,3.388027788e+01,9.168142583e+01,7.837958033e+01,6.420523620e+01,6.135434077e+01,6.053627925e+01,8.883158225e+01,1.506898465e+01,7.079292158e+01,9.483720535e+01
1.158548770e+01,4.885947428e+01,1.636585969e+01,1.495076868e+01,8.616567948e+01,1.104804034e+01,5.003092241e+01,8.577708222e+01,3.916253232e+01,7.054348443e+01,2.191562285e+01,3.256083178e+01,8.592054786e+01,3.696720649e+01,8.715244032e+00,3.859393439e+01,9.780604867e+01,2.997862998e+01,8.588608522e+01,4.758213733e+01,6.573416105e+01,8.102225812e+01,1.458034771e+01,6.278325384e+01,4.867441897e+00,1.718617009e+00,9.779426426e+01,8.031837137e+01,3.931721062e+01,6.810572669e+01,6.228160542e+01,4.945281522e+01,6.679909489e+01,5.274649833e+00,6.525647504e-01,3.446901771e+01,3.536294830e+01,8.890559955e-02,7.766050524e+01,3.574972567e+01,5.943920616e+00,7.187502283e+00,2.003540949e+01,1.430514887e+01,7.775522944e+01,5.546669947e+01,7.318896191e+01,2.335827965e+01,4.655791828e+01,4.856347409e+01,7.743161105e+01,6.448249475e+01,3.183624374e+01,2.551653195e+01,9.628299237e+01,4.968037389e+01,8.945245328e+01,7.946721934e+00,5.227553558e+01,3.435046674e+01,9.787183866e+01,6.936267651e+01,1.555955004e+01,1.567191463e+01,5.601630126e+01,6.966118072e+01,7.881328727e+01,6.728414235e+01,7.727729623e+01,7.811001534e+01,9.235597610e-01,8.643008794e+01,1.862921762e+01,5.996032111e+01,6.211299078e+01,6.734020447e+01,1.607985146e+01,1.401297166e+01,1.633768631e+01,7.442570741e+01,3.786139007e+01,2.824535662e+00,8.531200679e+01,1.452400224e+01,1.121923077e+01
6.477290016e+01,6.945535716e+01,3.361527199e+01,3.042502324e+01,3.859306798e+01,7.593592747e+01,6.270473655e+01,6.286372258e+01,8.732216206e+01,4.428558892e+01,2.149889705e+01,7.553207782e+01,7.878585197e+01,4.834283633e+01,7.675279828e+01,1.630162334e+01,3.714171714e+01,9.329955465e+01,6.193910300e+00,2.189479254e+01,7.876437139e+01,6.532577387e+01,6.164678166e+01,4.264353553e+01,9.179043530e+01,5.973574223e+01,8.388096155e+01,1.685271190e+01,7.573113670e+01,4.025371961e+00,4.913569940e+01,7.849852613e+01,6.016069833e+01,9.334145106e+01,8.184069459e+01,9.427071852e+01,5.647984591e+01,8.740928625e+01,6.499395096e+01,8.890098235e+01,7.214430417e+01,5.860960494e+01,7.990992892e+00,3.059357403e+01,7.077297474e+00,8.207098081e+00,3.171692699e+01,9.551480319e+01,2.301730259e+01,1.460187823e+01,8.482768162e+01,9.315717479e+01,9.539881220e+01,1.089866827e+01,1.198088215e+01,7.601030751e+01,3.952843450e+01,4.233667457e+01,8.711928150e+01,5.475788178e+01,3.984663041e+01,7.393663747e+01,8.562041364e+01,1.789857281e+01,5.368851086e+01,6.597837725e+01,7.568840778e+01,1.044095149e+01,2.413053118e+01,2.635969959e+01,1.774899354e+01,4.976592834e+01,3.917994879e-01,5.616923538e+01,5.640796547e+01,3.910720347e+01,7.372228527e+01,5.564484732e+01,2.244411546e+01,7.774702639e+01,5.037954335e+01,3.513248928e+01,4.416448839e+01,2.063776072e+01,1.259423431e+01
8.998157153e+01,8.757832719e+01,7.455103948e+01,4.287189237e+01,7.317873766e+01,7.663478904e+01,8.641986408e+01,8.385242586e+01,3.984202473e+01,7.627859936e+00,5.532371180e+01,8.500599255e+01,8.628867671e+01,5.053461135e+01,2.340222891e+01,7.572503376e+01,8.363152647e+00,1.333328588e+01,7.754842439e+01,8.215373719e+01,8.508022513e+01,2.220716586e+01,2.800820753e+01,1.801841597e+00,7.690258176e+01,5.985784361e+01,5.171609222e+01,7.830176232e+01,5.634057968e+00,1.203054706e+01,6.671445209e+01,1.400196436e+01,8.784172135e+01,4.199116548e+01,1.327658074e+01,1.664170926e+01,1.251365148e+01,9.817185350e+01,8.875347828e+01,5.118468759e+01,9.314097164e+01,6.208287207e+01,1.557872220e+01,3.153398357e+01,8.456465955e+01,3.728648090e+01,2.676835131e+01,3.069002918e+01,4.478600017e+01,6.216875425e+01,2.478353016e+00,6.531383160e+01,3.703355063e+01,4.915651587e+00,3.093347668e+01,9.031904040e+00,1.016152587e+01,6.952169649e+01,4.966880724e+01,5.923099938e+01,1.329181522e+01,3.811529981e+01,4.006963433e+01,7.105521776e+01,2.209905098e+01,4.313759877e+01,1.544025216e+00,8.471513781e+01,4.365724119e+00,8.518095922e+01,4.677969225e+01,4.815641147e+01,7.389364144e+01,7.189349915e+01,2.090536352e+01,8.355525452e+01,8.880225563e+01,6.097331777e+01,7.010451730e+01,3.696257489e+01,4.654007337e+01,7.603258000e+01,4.102402750e+01,8.703132256e+01,9.935410955e+01
2.490900560e+00,8.393262882e+01,5.600359080e+01,5.774429787e+01,1.669360696e+01,9.940177971e+01,3.277327369e+01,6.873015492e+01,4.197406269e+01,9.180268558e+01,2.686904610e+01,5.878851293e+01,4.624666116e+01,2.815908539e+01,1.729122115e+01,6.898296538e+01,5.368392040e+01,8.189380072e+01,1.205252223e+01,8.967027474e+01,3.078809671e+00,6.756899823e+01,2.797721909e+01,9.488404640e+00,7.903703161e+01,2.861793926e+01,6.393413112e+01,7.486549509e+01,2.506603598e+01,8.485115831e+01,4.265939052e+01,1.790834302e+01,4.598721054e+01,9.006328230e+01,8.747564971e+01,1.133504890e+01,4.927199602e+01,2.658895877e+00,1.029299266e+01,9.893453753e+01,2.840026968e+01,7.979338604e+00,2.574284761e+01,6.607073711e-01,3.462609837e+01,1.903179536e+01,2.872173120e+01,1.437963536e+01,6.064462818e+01,3.893666134e+01,7.957166863e+01,2.067456923e+01,2.284279754e+01,1.606525957e+01,2.968226436e+01,9.071539729e+01,9.058501700e+01,5.243919679e+01,1.277099750e+00,5.403137861e+01,4.350093188e+01,9.410597539e+01,3.642117899e+00,3.710945008e+01,4.054334905e+01,8.587997545e+01,3.193024791e+00,7.802309226e+01,5.015041327e+01,4.380449294e+01,2.430337390e+01,1.620547584e+01,3.207576825e+01,2.840004525e+01,8.139545869e+01,8.877808100e+01,4.549024882e+01,4.429518204e+01,4.149896257e+01,5.712972872e+00,1.969264047e+01,3.901176533e+01,4.117515960e+01,6.478570514e+01,4.667385356e+01
7.969692111e+01,3.231040762e+01,4.079567764e+01,6.947068179e+01,9.069465092e+01,6.451119254e+01,5.502877582e+01,6.533087869e+01,9.423655477e+01,2.813825384e+01,3.892539737e+01,9.249810905e+01,7.347311631e+01,7.821953880e+01,1.169082618e+01,3.277899456e+01,5.773211491e+01,7.683020311e+01,2.160986324e+01,2.584247282e+01,5.321139266e+01,4.692167022e+01,5.544912956e+01,7.067693499e+01,4.123955826e+01,1.964313623e+01,4.950231116e+01,7.026430839e+01,1.143020976e+01,1.669458288e+01,5.447017194e+01,5.574701842e+00,1.758838249e+00,7.913909092e+01,9.670238852e+01,2.287848623e+01,9.073704140e+01,3.494128370e+01,1.195350976e+01,2.799919819e+01,1.128836555e+01,2.577464771e+01,9.624770647e+00,6.556388519e+01,8.072779563e+01,7.365039894e+01,4.593915215e+01,2.940505185e+01,5.945566748e+01,9.842897849e+01,2.491012416e+01,1.949120091e+00,4.148037348e+01,5.306194848e+01,6.441975316e+00,2.321368345e+01,5.030704290e+00,9.907817028e+00,8.902701744e+01,5.350553589e+01,6.267775140e+00,5.474040714e+01,4.355512130e+01,9.917488908e+01,5.636576951e+01,3.804750401e+01,7.030236662e+00,8.004906410e+01,1.854236360e+01,4.801014909e+01,5.820010474e+01,8.445301764e+01,1.426608867e+01,4.430946066e+01,9.097065715e+01,6.359873159e+01,4.997623479e+01,9.131766664e+01,7.707710945e+01,5.477147961e+01,7.279257622e+01,2.816140892e+01,4.700033892e+00,1.744564531e+00,6.777845278e+01
7.481545406e+01,6.370844461e+01,2.394587044e+01,1.927024489e+01,5.641342211e+01,4.563859345e+01,3.502311416e+01,2.100058552e-01,4.761240820e+01,8.598441297e+01,8.780583318e+01,4.585450823e+01,9.566181457e+01,1.162106826e+01,6.058694466e+01,1.899112095e+01,9.209686084e+01,1.913821206e+01,8.988097719e+01,3.118460870e+01,2.465957167e+01,3.169221674e+01,7.828680009e+01,2.441777549e+01,4.104775962e+01,3.421391192e+01,7.629516087e+01,8.958231262e+01,1.855284402e+01,2.529270351e+01,9.344824308e+01,1.307930923e+01,5.058775011e+01,6.020308138e+01,1.180940956e+00,1.240633803e-02,5.533351973e+01,3.471145511e+01,6.276986781e+01,2.880330768e+01,9.453805261e+01,9.888503876e+01,5.527800222e+01,5.799278928e+01,6.736866229e+01,7.632554497e+01,8.368756089e+01,3.059396977e+01,7.887850038e+01,9.649357867e+01,1.558472915e+01,9.678424335e+01,5.321904713e+01,3.389440220e+01,4.931549900e+01,2.402915955e+01,2.759406741e+01,2.194714755e+01,2.561029129e+01,5.242926498e+01,4.503566794e+01,1.239905211e+01,7.046548553e+01,6.052916885e+01,8.740577083e+01,5.642749119e+01,7.526462470e+01,4.605839721e+00,5.091156761e+01,1.890270287e+00,5.022494895e+01,7.454279713e+01,8.047734318e+01,6.901947757e+01,3.340754806e+01,2.843546962e+01,9.409788066e+01,6.831834956e+01,4.704652080e+01,6.868489366e+01,2.548840266e+01,4.618870785e+01,4.169228395e+01,7.885999018e+01,7.070417522e+01
7.035322408e+01,9.334789270e+01,5.656161424e+01,3.143603982e+01,5.972752940e+01,4.177385660e-01,7.083900230e+01,3.003961497e+01,8.206410010e+01,5.797441895e+01,7.164962731e+01,2.318198692e+01,4.101592812e+01,3.036105518e+01,3.149912012e+00,4.434588547e+01,3.810759352e+01,9.695260882e+01,3.171115057e+00,8.244275470e+01,3.305353818e+01,2.636701316e+01,3.638200771e+01,9.406862346e+01,9.541331149e+01,3.557113644e+00,6.742975571e+01,9.418887294e+00,2.486170916e+01,7.942170143e+01,1.831911155e+01,7.054246014e+01,9.615489763e+01,1.969091165e+00,8.086070733e+01,1.217374042e+01,4.683499617e+01,1.672219911e+01,2.115679599e+01,6.722363002e+01,8.904209517e+01,8.878017813e+01,7.186217042e+01,7.708802417e+01,8.483417648e+01,1.416050352e+01,3.709291519e+01,1.479850795e+01,8.959645485e+01,2.275613985e+01,3.161046530e+00,1.976607615e+01,4.097573851e+01,1.663394969e+01,2.752938318e+01,6.301137083e+01,1.798197820e+01,3.735345477e+01,7.381846656e+01,2.837852686e+00,8.803706610e+01,1.131094008e+01,4.622887296e+00,9.169483923e+01,4.662639670e+01,2.207171597e+00,2.176893552e+01,9.606708430e+01,6.340894040e+01,7.492560112e+01,9.012187679e+01,2.022527918e+01,3.721747441e+01,2.705715424e+01,9.535120901e+01,3.279782394e+01,5.498420762e+00,8.460899040e+01,7.531655397e+00,2.355494916e+01,6.259503445e+01,1.944909923e+01,3.852562688e+01,8.459290535e+01,5.607278463e+01
2.600282687e+01,1.660929226e+01,7.517056689e+01,9.119476341e+01,1.212899529e+01,6.931271319e+01,6.866710962e+01,2.695497119e+01,5.046776045e+01,3.404595855e+01,1.009878012e+01,9.586635229e+01,7.322376618e+01,2.085835374e+01,1.197269193e+01,4.609617869e-01,2.037369714e+00,5.090098696e+01,5.612810957e+01,5.765588361e+01,9.062773871e+01,9.475472536e+01,1.656093567e+01,6.924728115e+01,8.307979906e+01,9.581913847e+00,5.809896046e+01,1.047116995e+01,9.088049205e+01,1.751550686e+01,2.170270524e+00,1.083114781e+01,1.237762255e+00,8.492148880e+01,2.551987847e+01,2.374221181e+01,6.094103590e+01,9.693364533e+01,6.026721489e+01,3.513197851e+01,7.614261372e+01,8.921332177e+01,1.833549527e+01,8.127551506e+00,8.378557831e+01,5.440184418e+01,3.979224659e+01,3.325491065e+01,2.863218001e+01,3.630857796e+01,7.855673888e+01,9.392348904e+01,9.148699170e+01,1.557959962e+01,8.763378138e+01,6.004325432e+01,1.998484435e+01,5.788521640e+01,3.370758087e+00,9.215979434e+01,1.517424441e+01,4.481788508e+01,2.881041153e+01,6.400285082e+01,2.966183148e+01,3.626007101e+01,6.361549047e+01,3.674432177e+01,4.677201716e+01,9.281112774e+00,2.378219683e+01,6.309470996e+01,4.815618449e+01,7.473762516e+01,4.905224450e+01,9.525697276e+01,6.461119112e+01,3.742532934e+00,9.267500413e+01,2.910554864e+01,6.364703901e+01,5.196171438e+01,3.440555016e+01,1.006770971e+01,6.603354795e+01
8.025297790e+01,5.081017541e+01,4.231627545e+01,6.528207595e+01,1.968499506e+01,8.718563879e+01,1.321444237e+01,8.754142811e+01,8.986466751e+01,9.917226573e+01,8.660400006e+01,9.151724263e+00,2.783042790e+01,6.465591704e+01,3.034257236e+01,6.608891746e+00,1.519804207e+01,6.796917103e+01,3.186698553e+01,4.080782186e+01,2.863113053e+01,1.016873168e+01,8.972144409e+01,6.750137200e+01,8.908513327e+01,4.355488208e+01,2.375267849e+01,9.024657281e+01,1.548180675e+01,2.811231571e+00,5.543044502e+01,7.695523788e+01,6.374366811e+01,5.961904290e+01,8.653071035e+01,3.027488790e+01,1.438847480e+01,9.990031660e+01,1.406924802e+01,4.939807817e+01,7.598284428e+01,3.039893618e+01,3.041308957e+01,7.285446284e+01,2.997578958e+01,8.123524331e+01,7.772335334e+01,1.032591354e+01,5.448748119e+01,5.782514469e+01,2.996123591e+01,4.291141982e+01,4.700639469e+01,3.168895833e+01,6.277704734e+01,7.962688432e+01,3.329001104e+00,1.728632775e+01,5.875298830e+01,2.768672821e+01,6.314673510e+01,5.483588217e+01,8.652478363e+01,2.267868300e+01,2.945149665e+01,1.869951574e+01,9.390461257e+01,7.287031348e+01,8.873080078e+00,5.151227938e+00,4.383383696e+01,8.359599583e+01,7.125007866e+01,3.071333784e+00,1.720382747e+01,8.802213823e+01,1.713733812e+01,1.671544800e+01,3.821636118e+01,9.835979736e+01,3.126036804e+01,9.557411812e+01,1.017744679e+01,9.404235583e+01,2.450396826e+01
6.279241872e+00,6.298650380e+01,5.031383780e+01,6.140751009e+01,5.558217666e+01,8.870114539e+01,5.978779167e+01,6.797511167e+01,3.684137010e+01,6.324111782e+01,5.498112382e+01,4.248618343e+01,3.615276561e+01,1.626999702e+01,3.937215851e+01,8.941386106e+01,2.319298960e+01,7.583292222e+01,4.107404037e+01,2.409285330e+01,1.380448643e+01,3.598909978e+01,1.370758205e+01,8.571577594e+01,2.968232125e+01,3.768793866e+01,9.537759087e+01,5.033446430e+01,6.433832183e+01,1.790947968e+01,4.511068984e+01,6.736504717e+01,2.772110874e+01,1.324957248e+01,3.114590212e+01,1.763943799e+01,9.731415823e+01,5.360330989e+01,9.362117274e+01,7.300013011e+01,7.254943116e+01,8.560146615e+01,7.174911624e+01,1.687621055e+01,4.240340801e+01,2.782573414e+01,4.638303174e+01,8.778684125e+01,2.658260305e+01,5.735481709e+01,3.355522960e+01,9.623516128e+01,3.524665291e+01,4.691422048e+01,4.159187219e+01,7.442227193e+01,7.224357323e+01,8.469877580e+00,4.955296202e+01,2.849290534e+01,8.151604899e+01,1.727993688e+01,5.751844025e+01,2.177790903e+01,3.863714380e+00,5.296403813e+01,7.226222956e+01,9.129400073e+01,6.251258674e+01,5.573847040e+01,5.179645135e+01,3.310669322e+01,7.136614622e+01,2.710092370e+01,3.779575561e+01,4.958174300e+01,3.015334045e+01,1.477283888e+01,6.419278583e+01,5.226430448e+01,6.696682029e+01,4.367022903e+01,5.276395885e+01,6.083331459e+01,9.053924408e+01
3.824163839e+01,8.648633420e+01,3.445098115e+01,7.912002079e+01,2.236607966e+01,3.825364627e+01,4.996819193e+01,2.020868509e+01,5.076291654e+01,1.334190587e+00,2.282105142e+01,2.101152490e+01,9.290859116e+01,6.907040557e+01,8.610245010e+01,3.863095389e+01,7.298213615e+01,8.035797053e+01,7.927237020e+01,7.966628614e+01,9.553475969e+01,1.496529507e+01,2.933267408e+01,9.965838611e+01,8.732652397e+01,9.403280024e+01,6.125170180e+00,4.993880840e+01,5.263250534e+01,4.289476846e+01,2.428717561e+01,1.526057707e+01,5.370405565e+01,8.880810724e+01,6.144352564e+01,4.112569350e+01,1.613062004e+01,8.728568835e+01,4.538518947e+01,4.654378594e+01,2.550968123e+01,2.977697260e+01,7.759144457e+00,1.028595136e+01,7.029248463e+01,2.271842458e+01,5.824236546e+01,9.979456138e+01,8.844505388e+01,6.374804613e+01,4.887363474e+00,8.552531223e+01,1.485004870e+01,1.482775801e+00,5.837565873e+01,5.284169367e+01,9.892190739e+01,1.863265768e+01,5.028442842e+01,8.900227877e+01,4.145817088e+01,1.539891751e+01,5.901246114e+01,5.603382810e+01,4.646323115e+01,8.716273300e+01,5.903961445e+01,6.904370184e+01,4.924504126e+01,5.945719004e+00,3.979079063e+01,7.140155117e+00,9.541750535e+01,9.939537772e+01,4.547671604e+01,2.628902903e+01,6.636036368e+01,2.417267908e+00,2.878430009e+00,2.555294832e+01,3.881498488e+01,9.846774120e+01,3.073138539e+01,8.596831008e+01,1.743300704e+01
2.317059582e+01,1.409438622e+01,6.537066252e+01,4.453897574e+01,2.968628316e+01,9.786182592e+01,5.390731465e+01,4.880356896e+01,3.347945110e-01,6.266309222e+01,6.236431865e+01,6.672788789e+01,6.816044934e+01,6.683307746e+01,9.850505303e+01,4.386483632e+01,6.553171711e+01,3.166704564e+01,4.958667287e+00,2.631339598e+01,5.004250447e+01,3.423305442e+01,3.065520423e+01,7.290629786e+01,2.861391645e+01,5.828014033e+00,4.254361728e+01,2.734836688e+01,2.153012364e+01,9.557144906e+01,9.394246679e+01,4.496659572e+01,3.600686042e+01,3.026032920e+01,1.775521242e+01,3.795327370e+01,3.415511441e+01,5.335860794e+01,4.953214748e+01,7.884593396e+01,2.968135340e+01,9.160142953e+00,7.366750145e+01,8.350986229e+01,6.230544290e+01,3.199911291e+01,5.062707547e+01,4.413003421e+01,8.109634397e+01,9.861726584e+01,8.924119962e+00,5.721746873e+01,2.240908297e+01,7.188588624e+01,2.153701553e+01,8.155132657e+01,3.496092062e+00,9.896480860e+01,3.370140611e+01,6.308969064e+01,4.164168560e+01,5.702670368e+00,7.031168742e+01,9.148131370e+01,8.061942380e+01,4.799449039e+01,8.983419829e+00,2.260851904e+01,3.524768913e+01,5.237698417e+01,3.019805626e+01,9.176218866e+01,3.392766221e+01,3.662512206e+01,3.917087716e+01,7.754387284e+01,1.449160937e+01,3.481133034e+01,1.425901644e+01,5.979521568e+01,9.513942994e+00,6.485968300e+01,1.290440461e+01,7.954893178e+01,7.693697337e+01
