v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
8.197770381e+01,8.916545984e+01,7.842595424e+01,4.991526006e+01,7.371462469e+00,3.873926082e+01,8.183789365e+01,8.163051521e+01,9.141141675e+01,5.467172723e+01,6.866299829e+01,2.147110078e+01,2.997230609e+01,1.527151893e+01
7.569021267e+01,1.715744085e+01,2.734163083e+00,1.420918511e+01,9.858707402e+01,8.603770577e+01,9.579163501e+01,4.167998104e+01,8.810899607e+01,8.024242515e+01,9.409785665e+01,7.961895291e+01,1.630899219e-01,7.415214839e+01
7.727361560e+01,7.228782224e+01,6.717746682e+01,8.861174174e+01,8.428331287e+00,8.953153516e+01,2.351110283e+01,3.898930918e+01,3.237487949e+01,9.797362065e+01,4.743735065e+01,2.942472016e+01,9.788536427e+01,8.489954659e+01
3.729450870e+01,7.423919782e+00,9.521618340e+01,4.896728076e+00,4.542185943e+01,2.751139088e+01,4.758869240e+01,6.749650979e+01,6.721289349e+01,2.152089654e+01,4.186784859e+01,4.101028083e+00,1.123459571e+01,1.865648901e+01
9.337119512e+01,5.788009075e+01,5.528392507e+01,9.521179512e+01,7.986318517e+01,7.723962862e+01,4.055286491e+01,9.676341901e+01,9.380205297e+01,2.376639680e+01,3.670779141e+01,4.607601790e+01,6.001109788e+01,2.885340657e+01
8.501266354e+01,2.496210716e+01,4.397299676e+01,5.818335952e+01,5.187814542e+01,9.775483068e+00,4.472931822e+01,6.711340953e+00,4.715334386e+01,9.619176538e+01,9.928951595e+00,3.560357735e+01,5.834152743e+01,4.498371557e+01
5.966245647e+01,3.026570926e+01,2.978165420e+01,5.511354124e+01,8.320399977e+01,2.436579305e+01,8.634902840e+01,8.623440729e+01,7.443688516e+01,8.127245400e+00,6.118275481e+01,2.602657841e+01,9.817616257e+01,8.178405311e+01
6.457789077e+01,8.720234954e+01,5.820816336e+01,9.113738218e+01,4.520398245e+01,8.040528998e+01,7.777023460e+00,3.092511053e+01,2.926390591e+01,7.067026584e+01,2.063749791e+01,6.675193109e+01,6.103559368e+01,4.509898270e+01
1.292663744e+01,2.386658551e+01,2.455593864e+01,1.033727908e+01,3.554708598e+01,4.912882393e+01,5.490506828e+01,7.713932656e+01,2.162985895e+01,2.308297651e+01,9.412604541e+01,3.494286133e+01,2.369525758e+01,3.931381305e+01
6.238975183e+01,4.663967835e+01,6.104949841e+00,4.937528175e+00,2.024843416e+01,5.878178955e+01,4.545505466e+01,5.285169391e+01,5.872006713e+01,4.013625511e+01,3.054084661e+01,7.352232591e+01,5.406019154e+01,6.548715760e+00
4.270561359e+01,8.944356475e+01,1.744638903e+01,6.819013750e+01,3.090125894e+01,1.860888354e+01,6.833564601e+01,2.821423462e+01,7.968593051e+01,9.290469642e+01,8.645961468e+01,6.293473358e+01,2.181866909e+01,2.397915775e+01
8.873399925e+01,4.501560810e+01,5.382289649e+01,8.998236509e+01,4.607491754e+01,4.795509790e+01,6.826066258e+01,3.040299222e+01,1.704120221e+01,2.545772946e+01,7.524710788e+01,5.707654445e+01,8.180068941e+01,1.357047945e+01
8.098583783e+01,3.799714417e+01,4.488949516e+01,4.398485092e+01,2.437791889e+01,3.156111628e+01,8.023003069e+01,2.411300930e+00,2.034596555e+01,4.639194505e+00,3.845283667e+01,5.554247980e+01,3.805214279e+01,1.601716644e+01
9.017065691e+01,3.160248646e-01,4.993301898e+01,5.218692770e+01,3.633561531e+01,5.969084665e+01,6.728492369e+01,3.334903625e+00,2.288654817e+00,5.620065002e+01,6.896553716e+00,6.623729317e+01,7.491378312e+01,5.574920803e+01
1.832072410e+01,6.024823405e+01,4.281423574e+01,3.419568072e+01,3.517790432e+01,8.197441529e+01,9.150573078e+01,4.418786693e+01,2.481256444e+01,2.060769461e+01,5.453699155e+01,9.277296695e+01,3.107789992e+01,9.911026541e+01
2.347087521e+01,4.765600102e+01,3.090214960e+01,4.311717032e+01,9.547966998e+01,6.107267292e+01,2.719989860e+01,1.272973392e+01,1.973687449e+00,3.867995941e+01,9.288306518e+01,2.419671127e+01,9.238621139e+01,1.840305431e+01
3.010856592e+01,9.746569132e+00,4.019633003e+01,7.168961204e+01,3.242258316e+01,5.395192230e+01,5.533816737e+01,1.788315475e+01,5.018850514e+01,9.143324618e+01,2.958923771e+01,5.698468478e+01,2.614406275e+01,8.677639195e+01
2.108033652e+01,1.177786414e+01,5.809050573e+01,5.204448766e+01,3.303663603e+01,2.449281103e+01,3.628053058e+01,5.618395430e+01,7.901522460e+01,2.200318255e+01,6.810633938e+01,4.818632384e+01,1.416632952e+00,8.103950134e+01
9.658742729e+01,8.052732174e+01,8.427124540e+01,8.414801352e+01,8.982480720e+01,7.562899098e+01,9.447286459e+01,3.692452858e+01,1.508761827e+01,6.240736893e+01,7.054856308e+01,8.399639188e+01,5.570541421e+01,9.958636047e+01
9.892112653e+01,8.184490098e+01,7.975045450e+01,6.554835885e+01,4.312557848e+01,8.015095003e+01,1.229214293e+01,6.653661031e+01,1.953111060e+01,9.402457777e+01,6.958007298e+01,8.043041599e-01,6.411848725e+01,2.314080086e+01
8.088636183e+01,5.929321222e+01,2.236004734e+00,1.021514167e+01,2.678658111e+01,8.825427038e+01,6.425471882e+01,5.687910449e+01,1.321363503e+01,8.755910415e+01,4.524397567e+01,7.239973873e+01,8.362754988e+01,5.895594897e+01
5.878952944e+01,8.570152083e+00,4.255701712e+01,1.791286941e+00,5.719250230e+01,9.473457641e+01,1.655913413e+01,5.047818789e+01,1.278352007e+01,4.927300633e+01,2.470012980e+01,2.282209943e+01,8.300386270e+01,9.615133383e+01
3.025834592e+01,3.857546606e+01,4.203443189e+01,2.246787889e+01,2.596714742e+01,6.306427631e+01,7.370482828e+01,6.491549120e+01,4.081483146e+01,9.453518640e+01,5.782701597e+01,6.288758348e+01,1.636686639e+01,3.500926538e+01
1.179565248e+01,8.278711836e+01,6.596577690e+01,7.492493242e+01,9.588894488e+01,8.009002951e+01,1.741036837e+01,4.281736069e+01,1.754674187e+00,3.619492223e+01,5.669147548e+00,9.594251161e+01,3.894695217e+01,1.537576127e+01
4.642801605e+01,4.743777526e+01,7.915743952e+01,2.412218621e+01,4.648354274e+01,1.977527888e+01,5.052125914e+01,1.741641741e+01,4.937991002e+01,8.650283409e+01,9.325688652e+01,6.896275691e+01,5.678083134e+01,8.444969109e+01
3.135950966e+01,7.543971950e+01,2.193825748e+01,7.884379822e+01,8.200357383e+01,5.592890428e+01,7.286803654e+01,4.010458344e+01,1.244866308e+01,5.147680342e+01,3.973639752e+01,9.689039056e+01,7.996121306e+01,1.269238796e+01
8.845104617e+01,8.548360873e+01,8.902896607e+01,7.394276235e+01,8.327907518e+00,7.801287595e+01,5.130238819e+01,6.502418446e+01,4.476207281e+00,9.938712607e+01,8.464969073e+00,7.893972588e+01,2.885688849e+01,4.589935969e+00
1.227265458e+01,2.216972484e+01,1.800630513e+01,2.000361480e+01,3.418249933e+01,2.925433379e+00,6.813782741e+01,6.898099196e+01,6.654033329e+01,5.903460497e+01,8.264570823e+01,1.635737905e+01,1.713216601e+01,7.841198358e-01
3.841912882e+01,9.247774016e+01,8.476633637e+01,6.537701747e+01,3.064694658e+00,5.405521246e+01,8.674137185e+01,2.132792433e+01,2.335305851e+01,7.871955346e+01,4.098692935e+01,1.240689645e+01,7.625515930e+01,6.628115700e+01
9.925192492e+01,3.285685105e+01,6.510324536e+01,6.793532345e+01,8.175898026e+01,5.539980356e+01,7.821645131e-01,7.472477174e+01,6.796240554e+01,3.424512840e+01,1.521110583e+01,1.269969374e+01,1.657373747e+01,7.661561307e+01
6.476251719e+01,6.936159520e+01,4.751834706e+01,7.227143468e+01,2.295068963e+01,6.590449501e+01,5.555385843e+01,4.711579285e+01,4.100750592e+01,8.908270145e+01,9.581570865e+01,8.120929691e+01,2.003790049e+01,9.814483782e+01
8.817852490e+01,6.480012268e+01,1.534383890e+01,7.089385680e+00,2.449815807e+01,8.714231114e+01,2.984412464e+01,3.245828525e+01,7.918435817e+01,1.282500514e+01,2.588101517e+01,5.373004665e+00,1.949868872e+00,8.189115862e+01
5.485670122e+01,4.166271438e+01,7.189222831e+01,7.898841935e+01,1.235557477e+01,4.195795965e+01,4.353611652e+00,2.489264665e+01,8.326500637e+01,4.905805891e+01,7.251371771e+01,3.349921995e+01,3.933413220e+01,5.798987841e+00
1.772293531e+01,8.801528836e+01,5.405828905e+01,6.483835988e+01,7.638127287e+01,8.879483816e+01,4.481798058e+01,5.634171434e+01,1.155628884e+01,1.243255368e+00,6.190278752e+01,5.981489276e+01,3.668145065e+01,1.880253280e+01
5.249151932e+01,4.120205233e+01,6.765152292e+01,6.629145021e+01,6.506415778e+01,5.445298962e+01,5.238314378e+01,8.448553998e+01,5.560750614e+01,9.991747066e+01,9.308487136e+01,7.841370757e+01,3.459765099e+01,3.455646978e+01
7.184270731e+01,1.850587777e+01,5.294643168e+01,4.304278980e+01,5.481699371e+00,5.674779939e+01,6.215365592e+01,4.993412595e+01,7.039327819e+01,3.770930492e+01,1.148364678e+00,4.149289603e+01,2.976724586e+01,6.533800550e+01
4.022067703e+01,9.368038577e+01,5.285601104e+00,9.734860042e+00,2.914088178e+01,4.067764901e+01,9.108412265e+01,7.131715294e+01,8.761301051e+01,4.690772132e+01,1.393832187e+01,4.079819237e+00,8.477444720e+01,2.915191081e+01
9.067800451e+01,8.687767734e+01,7.438678689e+01,9.630157843e+01,9.069458141e+01,1.157634423e+01,5.804773301e+01,2.838996061e+00,4.280500327e+00,4.821484058e+01,4.012657021e+01,8.673502703e+01,3.870714505e+01,7.241572430e+01
5.715482786e+01,4.187880519e+01,8.765126697e+01,9.801680193e+01,4.651432697e+01,5.944320073e+01,5.529767106e+01,8.898735887e+01,8.820130497e+01,5.934265202e+01,8.254743323e+01,6.922131033e+01,7.303067793e+01,7.945127126e+01
3.425974942e+01,7.368361744e+01,4.080093222e+01,4.810802645e+01,8.709393327e+01,8.324943503e+00,1.482039517e+01,7.633841672e+01,3.078227694e+01,2.881324736e+01,8.529408600e+01,5.870807058e+01,7.218676691e+01,1.347219617e+01
9.801394572e+01,7.308165153e+01,2.280365450e+01,5.283687952e+01,8.955874349e+01,7.009336177e+01,6.138538985e+00,1.231053694e+01,4.810233147e+01,3.118416663e+01,9.086399047e+01,4.180158307e+01,1.664896932e+01,8.416375028e+01
2.830369195e+01,6.147596351e+01,2.297693704e+01,7.149242641e+00,2.752502917e+01,2.273733324e+01,9.199023872e+01,4.733033961e+01,9.620111613e+01,2.518341792e+01,6.983614885e+01,4.359803713e+01,6.667132515e+01,6.457386433e+00
8.587702514e+01,4.645020437e+01,4.003981366e+01,2.442134115e+01,6.664332701e+01,4.511721406e+01,6.127083384e+01,3.780027808e+01,2.494970112e+01,7.785315963e+01,8.183012106e+01,8.557546761e+01,8.488335732e+01,7.318347836e+01
8.792093779e+01,6.077796776e+01,8.233143443e+01,6.561108258e+01,6.054150638e+01,9.214541320e+01,1.871514337e+01,8.929865172e+01,6.743808149e-01,2.424759011e+00,6.927833314e+01,1.722345195e+00,6.744570928e+01,8.273422175e+01
7.223353910e+01,6.434602539e+01,4.681009729e+01,7.959290473e+01,6.732180622e+01,4.702692244e+01,1.388752102e+00,4.236436319e+00,6.626232463e+01,3.901324613e+01,8.548404234e+00,6.460268104e+00,8.207395744e+01,3.044860377e+01
7.911781707e+01,1.917587452e+01,8.130136753e+01,3.134960007e+01,6.955348189e+01,4.281712337e+01,5.578980954e+01,3.236565235e+01,9.284410078e+01,4.665445270e+01,5.821832015e+01,1.002087799e+01,5.850371921e+01,6.251571806e+01
1.695280853e+01,5.574636314e+01,2.135789751e+01,6.511882582e+00,4.672751424e+01,1.987684534e+01,1.075789420e+01,4.110056040e+01,8.058993083e+01,1.715071887e+00,1.768446766e+01,3.717274743e+01,6.368562847e+01,8.168956450e+01
6.262803146e+01,4.795738823e+01,2.968618423e+01,7.350768968e+01,1.925609754e+00,2.706951243e+01,6.842893891e+01,5.865205768e+01,1.514213172e+01,5.928949128e+01,5.939357463e+01,6.808774810e+01,6.642414052e+01,2.381965310e+01
8.147892179e+00,1.413959638e+01,9.150361014e+01,2.516103425e+01,1.673096796e+01,8.553149597e+00,1.005924098e+01,4.463010282e+01,4.863303528e+01,1.814798338e+01,6.153089332e+01,2.678903685e+01,2.807245213e+01,9.584528805e+01
7.985085273e+01,7.895088845e+01,4.103462684e+01,2.222324112e+00,4.274594942e+01,1.335531501e+01,6.163756445e+01,2.918550371e+01,3.256683176e+01,6.437870042e+01,6.124669406e+01,1.415527057e+01,2.639813224e+01,1.503303187e+01
2.255601889e+01,3.031881303e+01,7.794046935e+01,1.696719074e+01,4.133130955e+01,5.239267689e+01,4.411573159e+01,4.634828389e+01,8.076022585e+01,7.949468636e+01,5.100847687e+01,5.681763831e+01,3.649932337e+01,7.710736118e+01
1.311664992e+01,5.993315353e+00,5.505940589e+01,6.908086722e+01,7.699944449e+01,2.347769605e+01,1.168697478e+01,5.985293120e+01,3.966605117e+01,2.518092452e-02,8.364953753e+01,5.186410864e+00,4.231997351e+01,4.285157828e+01
2.085706633e+01,7.958069386e+01,7.003813731e+00,3.319350532e+01,8.648602634e+01,6.721630005e+01,5.618216184e+01,7.737596368e+01,5.335377833e+01,1.922541962e+01,4.697280542e+01,5.579823432e+01,6.919724430e+01,3.079720361e+01
9.372519389e+01,1.364088711e+01,8.063334592e+01,9.842579156e+01,2.518923715e+00,4.259969359e+01,2.949732129e+01,7.897863090e+01,3.779972758e+01,7.972636655e+01,8.210648203e+01,8.116981717e+01,1.296685751e+01,1.768814941e+01
1.269698965e+01,8.511110469e+01,2.920692998e+01,5.634117909e+00,7.507845412e-01,4.300044420e+01,9.023886244e+01,1.002977913e+01,6.528377605e+01,1.489669043e+01,2.846107604e+01,5.771154607e+01,9.904428579e+01,5.865542534e+01
4.847803441e+01,6.868419954e+01,3.070661747e+01,3.902447817e+01,2.837735524e+01,6.646171724e+01,5.228058880e+01,8.358981023e+00,2.960771411e+01,6.460817927e+01,3.133582405e+01,3.999465344e+01,7.473040202e+01,7.792204798e+01
9.552683270e+00,8.382248284e+01,1.135075536e+01,3.489404873e+01,4.189203839e+01,1.250426343e+00,4.318906737e+01,9.335982063e+01,5.904649786e+01,3.744743556e+00,9.879236024e+01,3.576262727e+01,4.074832400e+01,1.240842515e+01
9.502474759e+01,6.036647631e+01,7.520330600e+01,7.693244391e+01,1.359023776e+01,3.098955426e+01,7.372981735e+00,9.786081831e+01,6.567292022e+01,4.258219881e+01,4.013690043e+00,8.235794663e+01,9.320405421e+01,2.661803033e+01
1.556649334e+01,6.299354392e+01,2.544829631e+00,8.102693204e+01,2.069362547e+01,5.411988926e+01,6.569804807e+01,2.624377459e+01,2.528437899e+01,8.087668125e+01,9.373439674e+01,7.257944190e+01,8.548056670e+01,1.717284895e+01
9.546456896e+01,1.106781537e+01,4.231220019e+01,6.614294754e+01,7.100636980e+01,8.434959674e+01,7.853959336e+00,5.772997150e+01,1.747694555e+01,3.409035613e+01,7.584151005e+01,3.019652663e+01,9.221895498e+00,8.855301887e+01
9.238785616e+01,7.292675933e+01,1.716823665e+00,3.590876330e+01,4.631902701e+01,3.704692500e+01,2.792796411e+00,2.839425429e+01,9.780279245e+01,4.265985687e+01,5.836803415e+01,7.559464518e+01,7.428379834e+01,9.272434657e+01
5.103210700e+01,3.276721711e+01,8.196785876e+01,1.546761934e+01,9.081653588e+01,5.703649137e+00,1.740286072e+00,7.809633395e+01,4.454610841e+01,2.983284276e+01,8.157929443e+01,6.239870955e+01,7.830943862e+01,1.380934476e+01
7.714822619e+01,8.299922045e+01,1.073363234e+01,2.982400594e+01,5.402645256e+01,3.860240141e+01,3.135656094e+01,5.021419400e+01,1.986426810e+01,7.236270183e+01,8.789733661e+01,3.133546711e+01,5.550132962e+01,3.359960642e+01
9.692494470e+01,2.236488393e+01,7.787678377e+01,3.222031275e+01,8.895277713e+01,1.715482620e+01,6.661551761e+01,6.649285129e+01,4.708930533e+01,2.527908021e+01,3.753895415e+01,2.817462671e+01,8.729518237e+01,3.087921777e+00
7.296131518e+01,9.205777609e+01,2.719118380e+01,3.979181283e+01,5.501807276e+01,9.564984060e+00,7.557186040e+01,6.586012604e+01,1.079520973e+01,9.004009500e+00,5.594544887e+01,4.971251929e+01,4.169000703e+01,3.335389290e+01
9.744283391e+01,8.812797379e+01,8.217554478e+01,8.585815404e+01,5.431152627e+01,5.139513695e+01,2.621891659e+01,2.588966760e+01,9.416907741e+01,1.043607760e+01,5.018251667e+01,3.754611464e+01,8.762705054e+01,5.139589256e+00
5.652073949e+01,6.923744490e+01,7.081746545e+01,6.143951534e+01,4.392958776e+01,1.328646294e+01,4.692494546e+01,8.177676585e+00,8.955269218e+01,9.499562951e+01,1.459803192e+01,7.333006627e+00,3.708193245e+01,4.912333542e+01
6.286119755e+01,7.329779455e+00,8.394873465e+00,2.574057327e+01,4.460517288e+01,6.060161175e+01,3.988356472e+01,8.629224632e+00,6.498537805e+00,8.222498029e+01,9.129646931e+01,9.853673847e+01,4.207402304e+01,2.509533239e+01
2.281884576e+01,3.872271450e+01,3.000541684e+01,1.290939375e+01,1.550301698e+01,7.682475335e+01,3.569426295e+01,9.424116318e+01,6.320082803e+01,4.651959550e+01,6.400068863e+01,5.639227453e+01,8.796453896e+01,6.355448665e+01
1.686902596e+01,9.382393883e+01,1.298665401e+01,8.352522589e+01,8.585150537e+01,5.054389860e+01,9.767984860e+01,7.140005702e+01,8.601773306e+00,4.539300212e+01,2.970598025e+01,4.474430379e+01,4.677037814e+01,5.020104503e+01
5.634797012e+01,3.589792230e+01,9.296901985e+01,5.635768793e+01,7.848380137e+01,2.641905664e+01,7.624954421e+00,9.328563921e+01,6.553606800e+01,5.998710138e+01,7.419210987e+01,5.721629439e+01,7.192716501e+01,6.402317266e+01
4.876759757e+01,7.033939284e+01,1.206581393e+01,5.390711274e+01,1.484456834e+01,8.210772638e+01,2.244001982e+01,5.995713490e+01,7.719396872e+01,7.407066759e+01,4.908401675e+01,6.108522489e+01,7.394812228e+01,5.018422076e+01
4.964019072e+01,7.902448942e+01,1.703429183e+01,2.814107128e+01,6.145521936e+01,5.998115199e+01,2.974815050e+01,9.824988055e+01,7.272519414e+01,9.887999681e+01,2.549705462e+01,5.079978238e+01,9.795983455e+01,2.242037015e+01
7.993453897e+01,7.729871790e+01,2.472432511e+01,4.570523510e+01,5.937674854e+01,4.476346859e+01,8.456914255e+01,9.564627945e+01,7.465709584e+01,3.491292642e+01,5.730846198e+01,5.614664820e+01,5.602676657e+01,7.166804548e+01
5.911309716e+00,6.246294605e+00,4.695476620e+01,7.720032335e+01,7.394237332e+01,6.090852428e+00,9.094351407e+01,6.636115167e+01,5.782598534e+01,8.323759495e+01,6.270027228e+01,9.940618703e+00,2.620298300e+01,8.339184459e+01
1.418773336e+01,7.557270787e+01,1.911739847e+01,8.176839981e+01,2.699310713e+01,8.318334255e+01,2.960949008e+01,9.590460432e+00,7.811136018e+01,1.246176385e+01,8.297564961e+01,2.029423447e+01,1.900132203e+01,7.151795307e+01
5.917070790e+01,6.763244383e+01,2.279065871e+01,3.295666709e+01,5.396566548e+01,8.167041816e+01,4.739688728e+01,4.432596707e+01,5.223440270e+01,7.111720483e+00,7.118064527e+01,5.953916132e+01,2.385234380e+01,4.155703374e+01
9.675152481e+01,7.103631099e+01,7.129114971e+01,6.198236412e+01,4.585576641e+01,5.512618483e+01,4.492743366e+00,6.214251332e+01,3.307682882e+01,1.654565315e+01,9.432578022e+01,1.341127423e+01,9.811734863e+00,5.298253265e+01
9.843775467e+01,8.454662802e+01,9.003807332e+00,3.026173992e+01,4.202156494e+01,8.961462855e+00,5.471844616e+01,6.141185550e+01,3.640371363e+01,1.588021779e+01,8.005394582e+01,9.743906051e+01,8.512822956e+01,4.553447104e+01
9.984335441e+01,5.623976989e+01,2.376138210e+01,6.479662773e+00,2.675202923e+00,4.429344623e+01,2.150720903e+01,1.054285439e+01,2.643422145e+01,9.105974625e+01,1.955602137e+01,8.843602457e+01,9.756676285e+01,1.474768261e+01
4.090495882e+01,6.816021404e+01,6.634374982e+01,1.094630453e+01,2.237460559e+01,9.973239361e+01,9.585494986e+01,4.151227564e+01,2.988759798e+01,5.434323783e+01,4.646993456e+01,5.230846325e+01,6.519678762e+01,2.294415404e+00
2.378324812e+01,9.280613909e+01,9.274213469e+01,4.262056638e+01,4.830575000e+01,7.773528369e+01,7.147386338e+01,1.405926028e+01,6.382623167e+01,3.312014411e+01,5.540472198e+01,5.224663659e+01,1.347396466e+01,2.130041519e+01
3.804952481e+01,1.183193765e+01,6.647732294e+01,2.192382661e+01,9.498951394e+01,3.794311878e+01,2.707731028e+01,4.625832152e+01,3.372991720e+01,2.431932205e+01,4.135509590e+01,2.785613313e+01,7.178812549e+01,9.235513836e+01
7.900603736e+00,4.013077545e+01,1.249089106e+01,2.231717117e+01,9.486214167e+01,3.282680184e+01,5.846741986e+01,9.389642300e+01,8.729939876e+01,4.672128270e+01,5.425345335e+01,2.725449064e+01,7.838477797e+00,5.586021666e+01
9.429606155e+01,5.737014281e+01,5.748499602e+01,4.676654587e+01,7.072132757e+01,4.606097319e+01,3.776514994e+01,8.671905782e+01,6.816022299e+01,3.685577809e+01,9.427762980e+01,7.939597288e+01,3.449882775e+01,8.995306447e+01
9.623767291e+01,9.275453985e+01,2.869748020e+00,9.819600922e+01,9.303925925e+01,9.699132408e+01,1.667287948e+01,4.671986062e+01,1.297685507e+00,1.666495889e+01,8.971546892e+01,9.646652864e+01,6.252956333e+01,2.212601192e+01
3.532626708e+01,2.258403852e+01,3.995574400e+01,2.091531986e+01,3.135117559e+01,4.208726302e+00,7.043756061e+01,6.277856138e+01,2.459736840e+01,5.047631951e+01,5.405696644e+00,8.155601690e+01,6.566099562e+00,2.050591392e+01
3.362834564e+01,6.265159352e+01,9.027389439e+01,8.315334981e+01,6.278771143e+01,9.668999626e+01,9.160287812e+01,1.320885543e+00,8.271079325e+01,4.401963799e+01,5.533160718e+01,1.857477361e+01,3.686956659e+01,2.019994766e+01
9.092396849e+01,5.287303813e+01,8.840005022e+01,2.274403755e+01,7.854106148e+01,7.793094474e+01,5.882311892e+01,8.304914593e+01,8.905779778e-02,9.013725667e+01,6.504007006e+01,2.385354771e+01,9.498236087e+01,9.483319128e+01
5.004389042e+01,5.291125748e+01,2.491453155e+01,3.208058553e+01,9.507087056e+01,2.991338452e+01,1.675757646e+01,1.203693909e+01,4.483754991e+01,1.468010619e+01,6.615833585e+00,3.842249381e+01,5.099258158e+01,8.082492754e+01
4.716295870e+01,8.031816364e+01,9.764962488e+00,1.405220692e+01,9.629624609e+01,1.448607551e-01,5.152932188e+01,6.443114488e+01,5.390059950e+01,6.802097871e+01,2.961881567e+01,5.917891146e+01,6.049068128e+01,3.257394827e+01
1.001330870e+01,2.998112056e+00,4.052155255e+01,2.783758502e+01,7.599713229e+01,4.114688630e+01,1.156261179e+01,2.118278125e+01,1.004672761e+01,2.767194493e+01,7.093784295e+01,9.780043403e+01,5.368977436e+01,6.985860754e+01
1.824023802e+01,5.688306550e+01,1.873036585e+01,3.148602959e+01,6.330004329e+01,6.941255372e+01,5.435826578e+01,9.266920205e+01,9.679184751e+00,6.680415405e+01,9.854924557e+01,6.738100567e+01,5.014126542e+01,9.152205509e+01
6.361214276e+01,3.292886395e+01,1.836959039e+01,8.629273670e+01,6.784557720e+01,6.182757827e+01,3.254659384e+01,7.781270088e+01,1.769778839e+01,6.098409069e+01,9.193362549e+01,6.565606351e+01,9.228081235e+01,4.003462199e+01
1.612345934e+01,6.526676191e+01,8.567022858e+01,6.182187968e+01,8.216005537e+01,5.749552998e+01,4.379397609e+01,1.533648256e+01,8.532162302e+01,5.341882395e+01,2.730850968e+00,5.319900332e+01,8.858146675e+01,6.765175889e+01
3.347888515e+01,2.890861856e+01,9.250415453e+01,6.010682411e+01,5.412039084e+01,5.832326023e+01,6.671371561e-01,5.267710663e+01,4.635116567e+01,2.917445947e+01,5.067413634e+01,8.793572316e+01,7.038321745e+01,3.902548947e+01
5.399262128e+01,8.163531267e+01,5.278038639e+01,8.156243088e+01,6.119826789e+01,5.895925422e+01,9.368477138e+01,6.388806733e+01,4.823968119e+01,9.110868501e+01,2.439128056e+01,5.324339684e+01,4.750988673e+01,6.742081515e+01
5.331876906e+01,4.842187581e+01,6.878200859e+01,2.151708936e+01,4.349776273e+01,2.887591203e+01,8.532990463e+01,4.078740216e+01,1.267976105e+01,8.719985012e+01,6.736356354e+01,5.935967558e+01,7.893875938e+01,1.285153698e+01
9.160495362e+01,5.725085718e+01,9.852815832e+01,5.951817173e+01,8.440877472e+01,3.258578721e+00,6.387241216e+01,7.701286053e+01,9.777793125e+01,6.818699780e+01,9.764778567e+01,1.712752691e+01,9.550716191e+01,9.136568438e+01
4.390213604e+01,1.263745833e+01,1.978141238e+01,3.446405416e+01,5.064940440e+01,8.929846619e+01,4.127608522e+01,4.427832366e+01,3.526595133e+01,6.865892388e+01,3.016596983e+01,1.217631447e+01,1.962732995e+01,4.789498802e+01
9.145355616e+01,2.131729107e+01,7.729436239e+01,2.847293246e+00,6.249181887e+01,2.685106507e+01,3.336309194e+01,9.005580325e+00,3.821304621e+01,1.972676888e+01,7.973808590e+01,8.682654115e+01,5.067274278e+01,9.623819947e+01
8.278550567e+01,8.952811445e+01,7.284454569e+01,3.754740732e+01,9.466435187e+01,4.224367981e+01,8.560943788e+01,6.036736907e+01,7.971188010e+00,3.301848300e+01,1.859244826e+01,4.248753233e+01,5.924860992e+01,7.930478184e+01
8.273479388e+00,1.981391633e+00,5.685684871e+01,1.416702872e+00,7.137825332e+01,8.534766793e+01,7.923452438e+01,9.042531768e+01,5.966879138e+01,9.193655032e+01,1.000512077e+01,2.517275977e+01,4.960382456e+01,2.009832566e+01
4.421322486e+01,9.047812854e+01,3.488208293e+01,5.417970115e+01,1.009204178e+01,8.522434587e+01,7.832126713e+01,9.382586119e-01,7.004301243e+01,7.038295042e+01,1.701583359e+01,1.371361006e+00,7.267158992e+01,5.446990961e+01
4.518501367e+01,6.891261024e+01,9.043081590e+01,6.211312201e+01,7.460362247e+01,5.608108080e+01,1.374783871e-01,9.196399566e+00,6.925607749e+01,6.543721312e+01,8.267243300e+00,6.069041936e+01,9.100209856e+01,8.060800924e+01
9.450016559e+01,6.634435725e+01,9.063259423e+01,8.706123170e+01,6.654412238e+01,6.615017743e+01,3.582687175e+01,1.047525781e+01,6.210352208e+01,8.698150438e+01,7.959520281e+01,1.871092462e+01,4.196274162e+01,9.979837438e+01
1.219282771e+01,1.482680913e+01,6.320908363e+01,3.994269229e+01,8.266788314e+01,8.589181205e+01,7.322498726e+01,7.853434517e+01,3.926639669e+01,9.421807515e+01,5.570429626e+01,3.809128932e+01,5.237954243e+01,2.103022191e+01
2.040575670e+01,7.920514540e+01,2.096573460e+00,9.737413486e+01,9.160834127e+01,6.782548050e+01,9.951895168e+01,8.249148161e+01,9.861283484e+01,6.614358585e+01,1.073762154e+01,1.830331347e+01,6.934571163e+01,1.321273919e+01
5.936011933e+01,1.984186796e+01,4.720664458e+01,5.128065120e+01,2.016641880e+00,1.785185968e+01,4.328375233e+01,1.143516713e+01,7.700890558e+01,3.239117133e+01,2.036906439e+01,9.912361827e+01,8.044410920e+01,1.478641788e+00
7.639306353e+01,2.062276374e+01,2.129407309e+01,6.436571029e+01,6.061261819e+01,7.837207866e+01,1.855990163e+01,2.634347059e+01,5.406425099e+01,1.095062756e+01,2.796003669e+01,2.193239921e+01,9.344866154e+01,4.749304467e+01
