v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16
4.493356825e+01,8.486484252e+01,8.860484929e+01,9.849439127e+01,3.438145833e+01,9.678917444e+01,2.446378858e+01,3.802474378e+01,7.634808640e+01,6.573680246e+01,3.010979079e+00,4.548135774e+01,8.086690442e+01,6.524108591e+01,1.574864518e+01,9.666256306e+01
6.385208808e-01,6.178072848e+01,9.438219433e+01,3.919989144e+01,4.341871199e+01,7.771840709e+01,7.951577321e+00,1.612624120e+01,4.046051856e+01,3.901228593e+01,2.858901081e+01,9.044734853e+01,1.882596466e+01,3.419280343e+01,6.262679769e+01,3.360789071e+00
5.301123870e+01,9.436008532e+01,8.223402075e+01,2.717572147e+01,1.908903916e+01,5.645480862e+01,2.452864868e+01,4.294589877e+01,3.872487308e+01,1.311597890e+00,3.483197665e+01,5.296896885e+01,6.840419320e+01,1.449068205e+01,1.196256222e+01,3.049611171e+01
7.791203087e+00,9.541433255e+01,6.412661857e+01,5.480272224e+00,8.781153866e+01,4.433181457e+01,8.124575965e+01,6.521079116e+01,9.958822545e+01,5.630472401e+01,3.470716903e+00,8.357528918e+01,9.301568952e+01,3.283096489e+01,2.476046597e-01,9.031132885e+01
9.099551752e+01,9.792909923e+00,5.498960045e+01,6.597014760e+00,2.856060430e+01,8.795600303e+01,9.899411673e+01,2.503601895e+01,1.742646650e+00,3.058382827e+01,1.658443034e+01,6.671830243e+00,3.464859557e+01,7.971860111e+01,8.872130657e+01,2.020101826e+01
9.073620309e+01,4.629502182e+01,3.180570462e+01,9.157762638e+01,5.678983516e+01,8.949841034e+01,3.102659930e+01,8.363802182e+01,6.110135546e+01,6.955373314e+01,5.079029753e+00,3.881645344e+01,3.634819654e+01,3.902708002e+01,8.007901503e+01,8.802529100e+01
5.513730192e+01,4.713659106e+01,1.550038248e+01,5.511007124e+01,8.375348884e+00,4.301502882e+01,8.752124335e+01,4.746897120e+01,9.454849044e+01,7.480774462e+01,7.671192824e+01,1.727572504e+01,4.372516044e+01,1.467830257e+01,6.341976042e+01,3.302574709e+01
1.114610526e+01,7.456751634e+01,7.491844501e+00,6.823780330e+01,4.376954078e+00,1.022836443e+01,4.553231829e+01,4.531212145e+01,7.727856306e+01,1.623868632e+01,3.924686639e+01,7.264962803e+00,6.351153174e+01,6.468788718e+01,5.209216365e+01,8.152200543e+01
8.066244807e+01,7.816583711e+01,4.428417974e+00,3.442847523e+01,3.071693059e+01,2.447688512e+01,5.090080132e+01,6.454981559e+01,7.605691085e+01,9.112793510e+01,4.100236672e+01,9.327932181e+01,9.559607310e+01,9.381100515e+01,4.806386432e+01,3.671900718e+01
7.155999235e+01,6.079386636e+01,2.833964346e+01,7.642796205e+00,7.728227060e+00,7.335920572e+01,5.660436863e+01,1.709318376e+01,1.338767646e+01,7.535457737e+01,9.628568094e-01,6.207825492e+01,2.945624380e+01,9.029900495e+01,1.155313694e+00,5.679941924e+01
1.437914564e+01,6.238330555e+01,9.262933460e+00,2.112235876e+01,7.988851785e+01,7.244598987e+01,4.665939554e+00,9.533614791e+01,6.566047861e+01,9.330460802e+01,2.765042261e+00,2.529587758e+01,9.060096426e+00,8.757609683e+01,2.977072768e+01,3.109451018e+01
5.951196811e+01,5.929639485e+01,1.805364962e+01,8.293835313e+00,9.468641457e+01,8.098934211e+01,6.446052731e+01,3.555242604e+01,6.913698495e+01,7.924190521e+01,4.473962994e+01,6.575696956e+00,3.812691144e+01,8.036044248e+01,2.986955774e+01,6.093173575e+01
3.270528196e+01,6.017296639e+01,8.944780756e+01,3.301579829e+01,8.991617771e+01,4.222466873e+01,6.714447534e+00,8.218888353e+01,3.169210290e+01,8.153867826e+01,1.371168436e+01,6.720675344e+01,9.814988132e+01,9.143581989e+01,4.964725914e+01,5.886693220e+01
7.835412187e+01,2.779547022e+01,1.834641548e+01,1.862253898e+01,3.893043777e+01,5.326703582e+01,8.531371268e+01,8.841761335e+01,2.476990986e+01,7.236853356e+00,6.327522730e+01,9.430133340e+01,9.786692431e+01,8.106270063e+01,7.383447574e+01,1.532479353e+01
2.969416604e+01,9.463791093e+01,2.409867639e+01,7.261180803e+01,4.972003428e+01,8.804279560e+01,5.718598847e+01,8.964677120e+00,9.075773704e+01,9.873401460e+01,2.141997221e+01,1.975057268e+01,6.225251141e+01,4.316564161e+01,3.422716513e+01,5.282744883e+01
2.345103364e+01,9.957471977e+00,7.557078344e+01,6.489128563e+01,9.013446149e+01,9.800524687e+01,4.256002742e+01,5.308520503e+01,4.957376521e+01,1.729848230e+01,3.542286296e+01,3.111993904e+01,1.676908468e+01,6.909979258e+00,8.802689711e+01,7.068313452e+01
7.825211842e+01,7.569592568e+01,1.018667799e+01,1.443397269e+01,5.613274601e-01,2.087981718e+01,9.177473269e+01,4.913451725e+01,8.434392282e+01,5.229513821e+01,7.872843447e+00,1.854503540e+01,1.319053731e+01,1.735510187e+01,3.708905156e+01,9.333668430e+01
8.487486399e+01,4.809354043e+01,2.282634716e+01,5.435094863e+01,7.522967935e+01,1.623589452e+01,5.067975049e+01,1.535842236e+01,3.898437717e+01,4.590184420e+01,2.918603286e+01,2.461144612e+01,1.309147322e-01,8.908906411e+01,5.254182704e+01,9.606303752e+01
2.485585118e+01,4.643572552e+01,6.233989181e+01,4.867750586e+00,2.596653977e+01,2.911514357e+01,5.046155068e+01,4.860833713e+01,9.394565308e+01,4.891187068e+01,2.987226891e+01,9.574077708e+01,1.923202482e+01,8.918662217e+01,3.397488783e+01,4.017229280e+01
7.545338986e+01,2.422583518e+01,4.845575683e+01,5.169395178e+01,5.497516248e+01,5.848480099e+00,6.038724871e+01,6.648556496e+01,5.557478393e+01,1.589654031e+01,8.609257708e+01,3.733629173e+01,7.833681809e+01,8.136031416e+01,3.535677372e+01,2.752732361e+01
5.096872315e+01,1.806598216e+01,6.729908987e+01,6.527436079e+01,7.721547386e+01,2.804346786e+01,3.898031143e+01,3.448891297e+01,9.115662633e+01,4.195013946e+01,9.262098714e+01,6.021086766e+01,4.285920120e+01,8.675635487e+01,6.678176307e+01,7.224257285e+01
3.954415114e+01,6.943707972e+01,4.510866258e+01,3.963377422e+01,6.139367994e+01,7.061534175e+01,8.664961620e+01,4.210721403e+01,9.907467947e+01,8.785517386e+01,5.347986664e+01,4.397593196e+01,8.825591738e+01,9.288419522e+01,8.835083231e+01,9.206248550e+00
3.614896133e+01,2.234041217e+01,2.157668715e+01,3.174505643e+01,8.018177112e+01,4.658217127e+00,9.168215438e+01,5.760121938e+01,4.844427934e+00,6.862914602e+01,1.881855396e+01,9.223612290e+01,5.764990436e+01,5.711990255e+01,6.956962193e+01,6.697505323e+01
6.545954723e+00,4.435375184e+01,8.548790119e+01,2.124654477e+01,2.487538287e+01,6.339681307e+01,4.969505249e+01,4.475076603e+01,2.617354730e+01,3.286752609e+01,9.356257963e+01,4.443994276e+01,8.363056579e+01,2.046548363e+01,6.552857967e+01,5.986917639e+01
5.036018799e+00,5.496971111e+01,2.501185069e+01,9.938968837e+01,6.594951171e+01,5.955606129e+01,2.341538987e+01,7.283454343e+01,9.522511239e+01,7.768441764e+01,4.413259904e+01,8.574932659e+01,5.427595884e+01,1.059591314e+01,2.987289683e+00,8.704948764e+00
9.771561510e+00,3.528170277e+01,6.101399081e+01,7.085835160e+01,3.994403144e+01,2.464284860e+01,9.792581924e+01,9.180282506e+01,4.421022707e+00,6.724589559e+01,6.126985709e+01,4.940463323e+01,8.040644610e+01,7.710228397e+01,5.880951144e+01,4.593829184e+01
2.440546949e+01,9.727313228e+01,3.565640766e+01,2.609241424e+00,5.821447340e+01,6.798397013e+01,7.401319552e+01,3.909629794e+01,3.374201059e+01,8.668932491e+01,2.663205209e+01,2.605972935e+01,1.267131370e+01,6.548790843e+01,5.953398805e+01,4.416210980e+01
7.077973535e+01,3.192393986e+01,1.261777481e+01,6.311513658e-01,3.056973866e+01,6.942810521e+01,3.455673565e+01,3.092190599e+01,6.063493212e+01,7.440787875e+01,2.486843608e+01,6.353475837e+01,2.233795659e+01,1.569654776e+00,1.435768852e+01,1.818882362e+01
1.415428668e+00,7.736030605e+01,1.795023863e+01,6.467004692e+01,2.832882049e+01,2.641300726e+01,4.756324132e+01,2.462479493e+01,4.022349278e+01,2.573031087e+01,4.356822586e+01,5.207887423e+01,7.743444543e+01,4.734721013e+01,2.192122291e+01,2.046674730e+01
4.926852659e+01,4.157040486e+01,1.738753034e+01,2.676782126e+01,8.078031795e+01,1.665776832e+01,4.771550505e+01,9.488308081e+01,8.546791644e+01,1.380423649e+01,5.681110834e+01,2.735631969e+01,1.726170860e+01,1.872845087e+01,3.780384618e+01,1.890224843e+01
2.296584667e+01,3.549035784e+01,6.891446162e+00,6.692545445e+00,3.308728636e+00,8.527458372e+01,7.388799895e+01,4.713589485e+01,4.585823655e+01,6.502180091e+01,1.933578409e+01,5.034362301e+01,5.609331481e+01,1.533008891e+01,4.698655897e+01,5.223646144e+01
6.205007449e+01,4.544583110e+01,1.674388995e+01,4.525498641e+01,6.127916022e+01,3.338118050e+01,4.378772827e+00,2.827660567e+01,3.755291377e+01,9.833092089e+01,2.515547361e+01,8.767999704e+01,6.026958787e+01,1.114324053e+01,8.010768773e+01,6.706335919e+01
7.048551524e+01,7.667819468e+00,1.775121710e+01,7.841725963e+00,9.682580638e+01,5.619440202e+01,1.673338540e+01,3.551233189e+00,9.652833913e+01,5.026318554e+01,2.891103520e+01,6.632215254e+01,5.749337239e+01,7.580306091e+01,9.323902328e+01,3.176297377e+01
9.667925758e+01,1.997043956e+00,1.664357206e+01,8.224874435e+01,9.184581291e+01,6.849120639e+01,9.672299349e+01,1.955364371e+01,4.470092027e+01,1.271514545e+01,5.714672505e+01,9.745402460e+01,9.455378331e+01,9.656042236e+01,3.033642482e+00,3.907110702e+01
9.523254338e+01,4.192342691e+01,5.539686002e+01,7.029250997e+01,7.592588226e+01,5.771219130e+01,4.940572781e+01,4.148265947e+01,3.679460400e+01,9.556051981e+01,9.333604813e+01,3.201075294e+01,5.462199450e+01,4.541068132e+01,5.564280229e+01,3.924218412e+01
4.432451141e+01,1.427189205e+01,2.682304633e+01,3.864198665e+01,8.212961096e+01,2.119904867e+01,6.800225221e+01,7.654331493e+01,7.209785787e+01,5.944017731e+01,9.665571605e+01,9.877160615e+01,1.397329952e+01,4.075121292e+00,8.090227544e+01,7.892022579e+01
9.612280570e+00,7.869999268e+01,4.426071574e+01,9.625206332e+01,5.421464953e+01,4.180269782e+01,1.795447020e+01,2.544211551e+01,3.951567015e+01,5.888984200e+01,3.887008373e+00,2.678178132e+01,3.280427713e+01,8.540162990e+01,4.123040006e+01,8.639026974e+01
4.645709559e+00,7.656249619e+01,8.618797790e+01,3.067559506e+01,5.637600772e+01,4.016268400e+01,1.433678916e+01,1.945609828e+01,7.746439516e+01,3.868305830e+01,8.714495129e+01,3.658732235e+01,6.916315273e+01,5.520293012e+01,2.926229774e+01,1.989010300e+01
6.861607541e+01,4.732529137e+01,5.334782479e+01,4.637990582e+01,4.408811632e+01,5.152070682e+01,5.215646668e+01,5.216950863e+01,4.191555325e+01,9.325159790e+01,4.292564791e+01,7.472821796e+00,2.970833650e+01,6.591202267e+01,5.028680783e+01,1.472526099e+01
3.418534155e+01,2.775924152e+00,9.807464768e+01,6.096948344e+01,7.894548288e+01,3.043932561e+01,7.443013516e+01,8.431403316e+01,6.717509567e+01,2.299907671e+01,6.587721530e+01,8.267493350e+01,3.348077448e+01,6.433396921e+01,3.262509328e+01,1.447022333e+01
1.697227372e+01,4.214859681e+01,3.886411973e+00,4.252431768e+01,6.890658040e+01,9.152836756e+01,7.820700506e+01,4.200781077e+01,2.510855327e+01,3.169583843e+01,2.241758860e+01,7.613307069e+01,2.017100040e+01,8.737177366e+01,5.448562713e+01,1.748990376e+01
1.524497756e+01,5.185374437e+01,8.024967127e+01,5.075446167e+01,7.234512906e+01,9.127163509e+01,3.574030113e+01,5.797754688e+01,1.051162677e+01,9.964601073e+01,3.847088253e+01,5.410824018e+01,2.654710530e+01,4.897764207e+01,8.511294285e+01,1.199260754e+01
4.029721096e+01,2.827454646e+01,9.555508378e+01,2.086779173e+01,6.628662234e+01,8.856508725e+01,7.417517664e+00,2.188939845e+01,2.957666178e+00,8.799035784e+00,1.404163662e+01,6.570667661e+01,2.525542329e+01,5.257202479e+01,4.240123484e+00,9.481382597e+01
8.393527915e+01,8.290808265e+01,9.813976444e+01,9.538732276e+01,9.056457979e+01,1.086332091e+01,9.180135331e+01,3.487419938e+00,2.280895600e+01,2.666714278e+01,8.544928713e+00,3.679799944e+01,3.529056962e+01,7.572942855e+01,2.861028059e+01,2.461131850e+01
9.423636542e+01,1.206843891e+01,7.412054352e+01,5.463831105e+01,4.132018132e+01,9.593284834e+01,6.731187439e+01,5.230996713e+01,5.905491846e+01,3.420746740e+01,8.683193387e+01,7.835417890e+01,7.444614914e+01,7.362663126e+01,1.341576922e+01,9.911174216e+01
6.035881058e+01,2.452936907e+01,1.629618605e+00,3.014860862e+00,3.547068921e+01,1.210569938e+00,8.377804213e+01,2.918392320e+01,3.383786884e+01,5.376335939e+01,9.455823084e+01,9.695908488e+01,1.000425138e+01,3.567609625e+01,7.580886801e+01,9.284929676e+01
4.734797740e+01,6.694791428e+01,1.322120625e+01,3.246016665e+01,4.448653065e+01,6.187225405e+01,5.208756994e+01,8.918107906e+01,6.808346299e+01,2.319466154e+01,9.821644294e+01,5.880975906e+00,2.849287876e+01,7.453543299e+01,5.395823453e+01,4.424614843e+01
2.176936774e+01,2.246368208e+01,9.188965834e+01,9.594810879e+01,3.120286698e+01,6.469579125e+01,3.441493220e+01,1.604901547e+01,9.079712352e+00,1.774437856e+01,2.491933835e+01,6.077117815e+01,8.807726913e+01,1.378721874e+00,4.104864192e+01,5.753417439e+01
7.273925442e+01,5.891852124e+01,4.938059470e+01,3.527794057e+01,1.410539484e+01,7.279257179e+01,5.375783815e+01,2.396338292e+01,3.175954489e+01,2.056339878e+00,7.522715751e+01,8.879647882e+01,9.632695040e+01,3.943465658e+00,7.563683919e+01,3.762495274e+01
1.596385850e+01,6.326562677e+01,6.481501341e+01,8.497064149e+01,6.962766763e+01,7.173289801e+01,7.264467020e+01,9.369183300e+01,7.106100449e+01,1.057600066e+01,3.977858221e+01,2.008996474e+00,6.638284359e+01,8.660042121e+01,7.279814188e+01,3.511488708e+01
7.981121467e+01,7.975396429e+01,8.041296233e+00,4.017790895e+01,2.040263976e+01,5.145889737e+01,4.783817972e+01,9.687451262e+01,7.050549195e+01,4.973501464e+01,2.567918382e+01,2.562350088e+00,9.996812824e+01,1.306537674e+01,1.754098073e+01,3.135918694e+00
2.756572356e+01,8.549285489e+01,4.756007523e+01,6.552732762e+01,2.922447830e+01,1.009294069e+01,2.140692348e+01,5.993360042e+00,3.662981362e+01,7.307203168e+00,7.951557732e+01,6.821758412e+01,8.886323383e+01,9.786527279e+01,8.748464368e+00,2.582851002e+01
1.570071186e+01,1.078577171e+01,3.975763133e+01,7.903372708e+01,7.430064771e+01,9.396657818e+01,9.664250461e+01,3.632699227e+01,4.082976059e+01,3.932284000e+01,6.601101568e+01,9.814671281e+01,3.066442492e+01,2.601299107e+01,8.208197103e+01,9.803332564e+01
4.853139959e+01,8.385606763e+01,4.489573859e+01,9.037105293e+01,2.032377304e+01,3.247477701e+01,6.930204228e+01,7.275722772e+00,4.907949323e+01,5.383493696e+01,3.970274072e+00,8.418084289e+01,9.850152399e+01,2.370196013e+01,7.157503564e+01,9.862808982e+01
8.452218438e+01,3.430489527e+01,8.525733567e+01,7.002473818e+01,3.779035227e+01,9.329710834e-01,7.861649962e+01,9.013859473e+01,5.960870376e+01,1.858433324e+01,3.267696368e+01,4.290770011e+01,5.164873209e+01,5.015009011e+01,1.333595425e+00,4.765490873e+01
4.392028956e+01,7.834033373e+01,8.893687620e+01,1.679983685e+01,3.244951506e+01,4.573370072e+01,9.015048271e+00,5.297956232e+01,7.493808242e+01,7.642785662e+01,6.913622188e+01,4.879504301e+01,8.463466355e+01,9.802196378e+01,7.224229988e+01,6.136406233e+01
5.646837458e+01,5.903860768e+01,7.269620184e+01,9.952830248e+01,6.212361011e+01,8.932422020e+01,3.985333203e+01,2.431542330e+01,6.395148980e+01,4.917518088e+01,2.546776866e+01,3.666704571e+01,3.762563385e+01,9.662728910e+01,7.648417049e+01,5.354231626e+01
5.753730817e+01,9.410449092e+01,1.060007593e+01,4.928869366e+01,5.176002874e+01,6.117504147e+01,2.936889930e+01,9.177927541e+01,1.123943212e+01,8.421932274e+01,4.782430862e+01,9.356836963e+00,1.931434708e+00,1.095834888e+01,7.754470645e+01,2.038338715e+01
8.038457701e+01,7.929994866e+01,5.810809532e+01,9.355764778e+00,5.853310566e+01,9.148800733e+01,5.357787719e+01,9.230830100e+01,7.244977607e+01,7.561068112e+01,7.400945237e+01,2.494502758e+01,4.416739640e+01,7.262224981e+01,6.378860602e+01,4.905379932e+01
3.004836075e+01,1.434496017e+01,2.554441136e+00,3.767094925e+01,7.959924152e+01,4.494941936e+01,8.368298424e+01,1.039991726e+01,4.139617089e+00,5.168018249e+01,4.427098262e+00,6.985987445e+01,9.670247334e+01,6.534635789e+00,4.887423304e+01,3.858544257e+01
1.419826459e+01,2.217089630e+01,2.765254621e+01,5.479920711e+01,9.521082866e+01,3.161332402e+01,3.061835836e+01,5.584798327e+01,2.560617305e+01,8.706812724e+01,9.025528470e+01,7.496377801e+01,8.779745544e+01,8.237477343e+01,7.947557818e+01,5.827982311e+00
3.350907396e+01,1.863898341e+00,9.419901921e+01,3.470097211e+01,1.720987848e+01,7.191343145e+01,3.952832352e+00,7.772867803e+01,9.865684860e+01,1.643623964e+01,5.856883417e+01,2.320946741e+01,3.863926330e+00,8.489234550e+01,7.688015107e+01,6.071509822e+01
6.622195221e+01,6.413306034e+01,3.467979604e+01,4.835690564e+01,5.122622614e+01,9.438449037e+01,4.312912948e+01,5.857177139e+01,7.825408212e+01,8.106035708e+01,8.306461099e+01,6.968177537e+01,5.566916447e+01,7.616059211e+01,3.605725618e+01,8.362203748e+01
4.905962433e+01,8.436704471e+01,3.927656449e+01,9.288019406e+01,2.291363088e+01,9.223649821e+01,7.223077948e+01,1.931776016e+01,1.601953720e+01,8.464635692e+01,9.752439763e+01,6.736724178e+01,3.388233347e+01,6.394213649e+01,4.446958325e+01,8.982666303e+01
2.477895969e+01,2.473922714e+01,2.037070545e+01,9.200910777e+01,1.210594866e+01,3.145163474e+01,3.599864006e+01,6.987876773e+01,7.291427473e+00,9.221976682e+01,2.577594748e+01,8.936551718e+01,4.092015053e+01,8.742973344e+01,1.664240028e+01,2.050171119e+01
9.123990593e+01,2.441651889e+01,9.571856640e+01,8.910457448e+01,9.427039995e+01,2.651571429e+01,9.575656746e+01,9.616361959e+01,9.593284750e+01,1.356219115e+01,2.269607932e+01,9.273457310e+01,8.522877295e+01,2.142029590e+01,4.278146121e+01,7.451595333e+00
3.810126101e+00,8.744479607e+01,7.549371676e+01,5.733219690e+01,5.647216267e+01,5.668049229e+01,9.318836579e+01,3.747424985e+01,5.274332669e+01,1.198540854e+01,6.086065797e+01,6.873567506e+01,5.143593070e+00,8.290478198e+01,5.241607631e+01,5.474327833e+01
2.866679499e+01,6.144884934e+01,8.137904492e+01,5.119446455e+01,6.193266232e+01,8.925842683e+01,7.367954086e+01,4.428605090e+01,6.743820088e+01,7.772569699e+01,8.068657697e+01,5.175405259e+01,8.446010752e+00,2.190707838e+01,9.268063811e+01,5.967179107e+01
4.871675613e+01,8.581067199e+01,4.978501617e+01,3.210411873e+01,7.753052432e+01,6.709982422e+00,6.137589475e+01,3.759686514e+01,6.555439829e+01,1.684150773e+01,9.432194751e+01,8.629583849e-01,1.877148239e+01,8.099520637e+01,9.867122259e+01,8.324240270e+01
6.128675813e+01,6.720924059e+01,2.354565882e+01,9.526650146e+00,5.856308496e+00,3.486574566e+01,3.128769236e+01,5.942990764e+01,1.955710699e+01,9.935679160e+01,6.969390087e+01,3.601494831e+01,7.419123956e+01,4.404574084e+01,8.455434397e+01,6.194159797e+01
9.207656552e+01,3.772747412e+01,2.379478340e+00,1.413078935e+01,4.075101134e+01,2.962674653e+01,6.471455614e+01,6.247073104e+01,3.926650947e+01,4.982123310e+01,1.504918600e+01,1.635546619e+01,3.452670649e+01,9.624543767e+01,9.453161741e+01,1.308073112e+00
7.594411265e+00,8.086147650e+01,5.285991825e+01,3.578170368e+01,6.079044112e+01,2.053583297e+01,6.532626177e+01,6.224172104e+01,2.414394715e+01,8.633032010e+01,8.299437216e+01,4.312840052e+00,4.482145109e+01,1.152696254e+01,4.141332782e+01,3.615821632e+01
3.126312933e+01,1.740808218e+01,9.053278490e+01,6.035215339e+01,8.181551331e+00,4.740106428e+01,2.866861720e+01,4.482640056e+01,3.109957245e+01,4.361667545e+01,3.937401217e+01,7.005472011e+01,1.968513076e+01,5.978759369e+01,5.348278886e+01,2.956477598e+01
9.677920914e+01,5.047233787e+01,1.278320921e+01,8.433422579e+01,6.768297683e+01,5.690286409e+01,4.918711861e+01,1.381973560e+01,3.807606528e+01,9.127327764e+01,8.757109854e+01,6.280570448e+01,8.013406753e+01,3.988674362e+01,8.403510121e+01,6.464927464e+01
7.441429347e+01,6.923404230e+01,9.738261738e+01,3.582223645e+01,7.316822928e+01,8.076277204e+01,9.379763336e+01,4.102638210e+01,6.161167710e+01,4.694004039e+01,9.146911999e+01,8.128110265e+01,1.956701351e+01,4.155497587e+01,7.102207561e+01,3.842476520e+01
6.616857049e+01,8.442490879e+01,8.266719344e+01,7.840159259e+01,8.744497387e+01,9.044882594e+01,8.267560869e+00,3.724686995e+01,6.228461710e+01,3.266948945e+01,6.622301921e+01,8.520968680e+01,9.048849613e+01,6.417734137e+01,8.111076533e+00,1.516719481e+01
2.572073879e+01,6.582719327e+01,4.322605080e+01,5.354340842e+01,8.836388258e+01,6.816916655e+01,5.653344212e+01,7.373073093e+01,3.650188484e+01,7.869213416e+01,6.554134691e+01,8.822782883e+01,5.265858359e+01,8.931682983e-01,1.786657286e+01,9.314086792e+01
3.631835427e+01,9.483594215e+01,9.461390110e-01,6.110712251e+01,1.042420509e+01,2.273356192e+01,8.049574965e+01,6.158304412e+01,2.459850253e+01,1.285398439e+01,1.827155115e+01,5.996815400e+01,2.900595984e+01,6.224202120e+01,6.322434796e+01,9.323344532e+01
3.572380750e+01,6.259217216e+00,3.943208264e+01,9.631059826e+01,2.453104273e+01,6.897047858e+01,7.735234619e+01,7.587677263e+01,1.651776488e+01,9.290421638e+01,1.190959971e+01,2.074418542e+01,8.643535857e+00,3.950265664e+01,6.141254561e+01,1.130935735e+01
8.506599312e+01,5.354272593e+01,2.019043646e+01,7.838617079e+01,2.357988717e+01,2.097978161e+01,9.931647922e+01,9.355392520e+01,9.480391385e+01,9.442456148e+01,5.564808648e+01,6.263417199e+01,5.178761058e+01,5.652371952e+01,9.387796074e+01,4.604024411e+01
3.399465128e+01,2.088592572e+01,1.918520007e+01,8.392779497e+01,8.135738768e+01,5.290184603e+01,1.062049607e+01,7.709990384e+01,4.065079516e-01,3.649601958e+01,2.692028618e+01,3.157731559e+01,7.123941948e+01,6.827247921e+01,5.829200344e+01,9.929934855e+01
6.709900933e+01,9.198741100e+01,3.412932259e+01,1.859494438e+01,6.912891518e+01,2.676178794e+01,7.881356476e+01,8.478096225e+01,8.860291506e+01,3.839164344e+00,7.857679779e+01,3.785865847e+01,8.202737252e+01,2.994776385e+01,9.600896853e+01,5.950170576e+01
3.628328521e+01,8.156551547e+01,4.052612245e+01,1.354095696e+01,2.881274096e+00,6.130154223e+01,6.311754542e+01,8.521319620e+01,1.869993075e+01,6.057555978e+01,7.603383645e+01,1.174914246e+01,6.971959819e+01,9.509878773e+01,3.223210694e+01,3.915629413e+01
6.258935025e+01,4.778599361e+01,7.122638538e+01,8.169650525e+01,5.072123179e+01,7.045899790e+01,3.401995047e+01,2.671051663e+01,6.610241796e+01,4.573156714e+01,1.441986183e+01,6.191387604e+01,6.474244479e+01,7.002574751e+01,1.382351067e+01,5.153375021e+01
7.256712623e+01,9.267427323e+01,6.082390803e+01,4.625246272e+01,6.988861063e+00,4.445788246e+01,5.148837438e+01,3.103167147e+01,2.733119241e+01,8.917464468e+01,6.246560123e+01,1.161415462e+00,2.777741920e+01,1.958819019e+01,8.025858346e+01,8.373850772e+00
7.062821271e+01,1.145138275e+01,7.400378700e+01,9.189654526e+01,9.983090597e+00,5.198636850e+01,7.692818606e+01,2.579799042e+01,4.782011852e+01,7.633123861e+00,1.248514926e+01,2.188431683e+01,7.555657624e+01,6.484307158e+01,5.791486461e+01,1.426742813e+01
3.101005448e+01,3.268042248e+01,4.352130102e+01,9.553220660e+01,2.019872914e+01,6.373174938e+01,5.014770423e+01,9.820886255e+01,9.942281484e+00,5.262726800e+01,2.779686955e+01,2.640136775e+01,3.165580573e+01,5.810032003e+00,4.044897035e+01,4.238103912e+01
6.141741245e+01,9.694576567e+01,9.987509892e+01,6.286586754e+01,7.378609658e+01,2.103716219e+01,4.503735110e+01,7.386382799e+01,8.408174215e+01,3.974566824e+01,8.745924467e+01,7.147315536e+01,3.141791232e+01,6.108413213e+01,4.360648347e+01,3.011747000e+01
3.678644674e+01,8.739283313e+01,3.274631375e+01,3.886532172e+01,1.458488974e+01,2.382993196e+01,3.948588307e+01,1.214127489e+01,4.552516765e+01,8.288421609e+01,1.422223340e+01,8.180508226e+01,1.479732227e+01,1.149870807e+01,8.521513943e+01,3.454487755e+01
5.578451276e+01,7.074950758e+01,4.583788865e+01,8.073441617e+01,5.553826028e+01,7.807822701e+01,8.924440490e+01,5.330452591e+01,8.682136658e+01,3.675077361e+01,9.870277582e+01,5.920060820e+01,7.165273432e+01,7.816321376e+00,4.370804062e+01,3.646702925e+00
1.443340423e+01,2.010042925e+01,6.407118456e+01,7.535842320e+01,3.232009806e+01,5.572699842e+01,4.119426921e+01,2.076770192e+01,4.811566734e+01,7.182255371e+01,9.580326358e+01,4.610444976e+01,3.723709689e+01,6.838808900e+01,2.535084051e+01,6.254722079e+01
2.608850104e+01,4.742036344e+01,1.057890487e+01,2.481470146e+01,9.276024047e+01,5.497287549e+01,5.812441953e+01,5.153920444e+01,7.431563089e+00,6.242275861e+01,9.608454628e+01,3.194804528e+01,4.067387630e+01,8.459724715e+01,3.861439242e+01,3.587529779e+01
4.158038970e+01,1.476406732e+01,7.786216771e+01,2.043175453e+00,6.314112163e+01,3.311403922e+00,3.160862527e+01,8.062549826e+01,8.113394537e-01,5.746824116e+01,6.049632808e+01,3.550888881e+01,4.760991393e+01,7.877764858e+01,4.713446424e+00,1.285211819e+01
4.764688197e+01,8.303896942e+01,2.860625449e+01,8.232429115e+01,3.107770196e+01,7.796223094e+01,8.678838928e+01,4.061129774e+01,2.571757454e+01,2.849867158e+01,1.290758793e+01,4.325643740e+01,6.689247321e+01,7.227522856e+01,2.649075314e+00,4.292997431e+01
9.033140335e+01,1.916427786e+01,4.396320396e+01,4.862108004e+01,5.879177927e+01,2.036218176e+01,4.656872419e+01,7.470819488e+00,2.941090203e+01,3.028887710e+01,8.213201861e+01,6.318130222e+01,5.834692388e+00,8.201323053e+01,9.987568888e+01,8.818068290e+00
1.701918014e+01,8.319264646e+01,8.747418749e+01,8.066691634e+01,6.563018490e+00,8.089796592e+01,1.719679123e+01,2.629131377e+01,8.675073039e+01,9.399162902e+01,3.477606125e+01,4.381987468e+01,7.566606464e+01,4.550189935e+01,4.093438041e+01,6.381159106e+01
