v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42
1.663826325e+01,2.174083435e+00,7.525342541e+00,1.639143052e+01,8.633916151e+01,3.759629561e+01,9.224446551e+01,7.481213210e+01,6.691342815e+01,3.845853473e+01,1.901700054e+01,1.897384366e+01,7.950803043e+01,6.355028288e+01,3.663006182e+01,9.963241930e+01,6.888762577e+00,3.242857615e+01,3.231665260e+01,4.171094319e+01,5.140642747e+01,6.318590896e+01,5.613381740e+01,1.550085118e+01,4.875805077e+01,1.181730051e+01,7.472681019e+01,2.241479478e+00,5.701961203e+01,6.129852626e+01,8.999335792e+01,3.631007742e+01,9.232421100e+01,3.230474521e+01,4.703566005e+01,4.561997648e+01,7.098927914e+01,6.549007822e+01,9.665246297e+01,5.731386948e+00,9.298529470e+01,8.398946043e+01
4.356545892e+01,9.913734207e+01,8.219359609e+01,1.912459111e+01,2.303771453e+01,5.135686225e+01,5.257849324e+01,2.093318392e+01,9.332362142e+01,1.040373739e+01,2.266175433e+00,8.103946717e+01,6.411222642e+01,8.587160830e+01,9.483266153e+01,8.238737476e+01,5.466988405e+01,2.050045392e+01,8.365053586e+01,6.013692032e+01,8.671242839e+01,8.047512097e+01,5.474620072e+01,1.430396091e+01,2.507230758e+01,4.859216952e+01,7.817140445e+01,9.859116041e+01,5.596539413e+01,3.783287679e+01,4.015335573e+01,8.853777394e+01,9.055257908e+01,6.075358823e+01,4.614972767e+01,3.795270198e+01,4.951321512e+01,5.564410384e+01,5.828505520e+01,4.702327107e+01,9.579429623e+01,5.303962003e+01
5.644587756e+00,1.389125581e+01,8.947694068e+01,9.669548332e+01,9.128556684e+01,5.990244021e+01,1.852843075e+01,8.756547258e+01,7.335433557e+01,7.227007908e+01,2.420120861e+01,2.045189050e+01,3.813980728e+01,3.538473372e+01,5.234037626e+01,8.539869221e+01,9.370586779e+01,2.675358802e+01,9.956649753e-01,3.841667428e+01,6.877938310e+01,1.068864913e+01,5.702035680e+01,8.371904131e+01,5.078303479e+01,8.867691284e+01,5.331085541e+01,7.646093001e+01,2.912733943e+01,6.697455408e+01,9.184634197e+01,8.236380775e+01,2.687098716e+01,6.056761103e+01,4.399275377e+01,8.103725928e+01,6.604991898e+01,9.129696357e+01,2.120477548e+01,4.867758452e+00,7.568059171e+01,9.690974467e+00
8.050201614e+01,2.067718731e+01,1.303804638e+01,8.104908254e+01,7.846123085e+00,4.149858266e+01,7.102616343e+01,4.292526835e+01,1.742838806e+01,5.213595378e+01,5.079128213e+01,5.144975562e+01,2.060165257e+01,4.561617822e+00,2.507926508e+01,3.252345264e-01,3.505898475e+01,9.939395709e+00,1.729757091e+01,5.281376461e+01,2.416783287e+01,6.323638684e+01,8.728114889e+01,6.531615005e+01,3.988066060e+01,2.482403104e+01,1.771187965e+01,7.345355403e+01,4.589590691e+01,1.897984169e+01,2.526205449e+01,7.992221469e+01,2.062538207e+01,4.200337543e+01,7.203864137e+01,4.222795484e+01,8.353971840e+01,9.974811948e-01,2.620657798e+01,7.078443711e+01,2.016413016e+01,1.845072053e+01
4.002086159e+01,3.774721371e+01,2.751070898e+01,4.700729545e+01,1.945685745e+00,2.884961190e+01,7.539478391e+01,7.359177418e+01,9.400901112e+01,9.905797645e+01,8.456138658e+01,8.612710374e+01,6.481165446e+01,9.409251269e+01,4.237029477e+01,8.934108735e+01,5.729619062e+01,1.280837017e+00,6.830455742e+01,5.696192715e+01,7.919524966e+01,8.552189606e+01,9.517366477e+01,9.117752572e+01,1.189763059e+00,5.945393288e+01,5.905913816e+01,7.792542952e+01,9.436671881e+01,1.083035009e+01,9.383969057e+01,2.063453664e+01,8.710730099e+01,7.053737917e+01,1.636292535e+01,6.990155243e+01,4.582069257e+01,2.579276284e+01,4.598786712e+01,4.683223931e+01,9.443332117e+01,1.411123146e+01
8.262932562e+01,6.930427201e+01,2.944024811e+01,2.635084475e+01,4.847685467e+01,5.171440311e+01,3.544104177e+01,1.054212166e+01,1.206372671e+01,9.243169962e+01,4.821003394e+01,6.395737831e+01,9.066751908e+01,5.413657265e+01,9.598583231e+01,6.288438532e+01,9.777624357e+01,8.082087324e+01,5.490278085e+01,3.368391903e+01,1.885370114e+01,5.952590749e+00,9.226763033e+01,9.968525170e+01,4.975370333e+01,1.401984577e+01,6.582708089e+01,5.672594142e+01,1.415332680e+01,8.803936663e+01,6.446631952e+01,4.558433761e+01,1.108592208e+01,9.185465710e+01,3.073001524e+01,8.424806359e+01,4.253198446e+00,1.070128952e+01,6.228973861e+00,8.412543592e+01,3.170598498e+00,1.227881358e+01
7.657522329e+01,6.014877240e-01,9.210966484e+01,7.672407152e+01,1.523275639e+00,1.308462202e+01,8.929798163e+01,5.372508006e+01,1.025041110e+00,2.218793910e+01,3.018293152e+01,8.333328303e+01,2.733758287e+01,6.392948641e+01,3.100561182e+01,4.854641296e+01,2.638595368e+01,4.534305200e+01,9.444430302e+01,6.870297319e+01,9.909554440e+01,7.501148330e+01,3.393144460e+01,1.934569840e+00,3.157464055e+01,2.592668336e+01,9.787082265e+01,4.396073080e+01,8.810499504e+01,9.183656957e+01,6.506291684e+01,3.033584708e+01,8.034200960e+01,1.676435610e+01,8.001119301e+01,2.975546852e+01,7.187321599e+01,6.805917850e+01,2.282006954e+01,3.505157931e+01,7.525623329e+01,8.364996948e+01
7.815511261e+01,3.892059373e+01,3.847025758e+01,2.285771616e+01,8.576544575e+00,2.673916889e+01,4.556795289e+01,6.793980239e+01,5.186921769e+01,3.621701786e+01,9.916805417e+00,6.143543920e+01,3.485522121e+01,6.987614689e+01,4.583616333e+01,9.842801171e+01,7.364122509e+01,4.778786011e+00,8.168631709e+01,1.430765262e+01,5.804165760e+01,6.340936096e+01,1.345057988e+00,3.097043940e+01,9.529914594e+01,8.169251012e+01,5.744159618e+01,7.210877454e+00,2.211531867e+01,7.334589762e+01,4.418209932e+01,4.298872039e+01,8.759290464e+01,6.846286640e+01,4.510079876e+01,5.918048085e+01,3.221589184e+01,4.832848776e+01,3.958779416e+01,3.091268622e+01,6.880945390e+01,6.853771523e+01
7.600652530e+01,9.857619573e+00,6.098083149e+01,5.299958745e+01,7.166737095e+01,2.832800407e+00,8.642506476e+01,5.590813119e+01,4.602608923e+01,4.909147575e+01,5.669979609e+00,5.113714889e+01,9.490809238e+01,8.688293439e+01,4.111706364e+01,8.708206639e+01,7.206877611e+01,5.334274200e+01,5.332422744e+01,9.588288952e+01,4.661100225e+01,9.363500135e+01,5.310730577e+00,1.933445467e+01,7.213723934e+00,4.017315939e+01,4.250811015e+01,2.075258238e+01,8.768677272e+01,6.678252698e+01,5.852817306e+01,2.354529052e+01,1.700659285e+01,9.541880291e+01,5.174524974e+01,5.280618684e+01,8.035671351e+01,2.058208877e+01,1.953214422e+01,5.069872473e+01,2.065234923e+01,2.124756954e+01
9.106811562e+01,5.431311139e+01,6.162553355e+01,7.875925047e+01,2.688186635e+01,6.551111819e+01,8.096734548e+01,1.843401415e+01,1.877682105e+01,4.445601517e+01,3.379839281e+01,2.728771382e+01,4.416106978e+01,1.544986412e+01,1.084192511e-01,9.346166896e+01,7.452789961e+01,4.135670734e+01,4.552662309e+01,5.751272983e+01,9.886087866e+01,5.181465789e+01,7.707811699e+01,5.940803006e+01,2.453594261e+01,6.531016071e-01,7.175302988e+01,9.210766687e+01,4.955249691e+01,9.064675410e+01,9.277068284e+01,3.743866123e+01,5.114987732e+01,6.679312021e-01,4.594831497e+01,8.306990545e+01,1.334467611e+01,3.559306918e+01,3.595710728e+01,5.180962155e+01,8.168848055e+01,7.903947735e+01
6.942822074e+01,1.962916562e+01,6.299350481e+01,7.729364085e+01,3.403401581e+00,9.944302112e+01,7.843444136e+01,2.538623916e+01,1.949590058e+01,7.290782110e+01,9.225216199e+01,6.084893940e-01,6.157536447e+01,7.680367554e+01,9.838414564e+01,1.462478115e+01,7.347490168e+01,1.758209188e+01,5.430482903e+01,9.630075972e+01,1.233265423e+01,5.310432175e+01,9.922907284e-01,8.438956206e+01,5.151011270e+01,5.207853955e+01,2.773263402e+01,2.120592570e+01,9.879421490e+01,7.935591532e+01,3.159091761e+01,2.309212286e+00,1.395733123e+01,9.087327570e+01,7.366217916e+01,6.654000522e+01,1.633482744e+01,3.346266206e+01,8.644436304e+01,1.968713032e+01,7.006663576e+01,9.860864168e+01
5.630643901e+01,5.935373525e+00,9.886763008e+01,9.161911067e+01,2.568073542e+01,4.517945565e+01,5.529050160e+01,7.087141928e+00,8.465035581e+01,5.360436871e+01,3.005227573e+01,4.753603472e+01,1.572246757e+00,6.820055866e+01,4.720405059e+01,6.366886460e+01,7.188626981e+01,7.103450299e+01,2.866331632e+01,1.744958508e+01,4.684728469e+01,9.755533655e+01,3.491455737e+01,7.386175157e+01,5.728537748e+01,5.390129096e+01,1.997503976e+01,9.757196515e+01,5.039857088e+01,2.701567835e+01,8.327334662e+01,5.996041527e+01,5.064285712e+01,2.156723588e+01,1.950699166e+01,4.359081974e+01,9.978793054e+01,5.534779074e+01,7.252050882e+01,9.527072948e+01,6.654030370e+00,8.678892754e+01
1.621074136e+01,3.254171517e+01,2.547047804e+01,1.493154323e+01,5.811716733e+01,3.974235932e+00,5.582298532e+01,3.593847051e+01,9.355077873e+01,9.798182018e+00,6.452771271e+01,9.550166207e+01,5.157910588e+01,1.331739629e+01,7.872218271e+01,4.989774855e+01,2.777192776e+00,2.969607749e+01,8.120966756e+01,4.884610364e+01,6.109480890e+01,2.483553823e+01,1.757192620e+01,4.073966515e+01,4.934134605e+01,6.188569922e+01,3.246796609e+00,5.324028372e+01,6.468432321e+01,9.402991187e+01,4.906845603e+01,7.934085754e+01,2.531501720e+01,6.915415810e+01,8.659007414e+01,2.542398235e+01,7.649588894e+01,6.874411553e+01,2.842979852e+01,9.188521191e+01,6.366476827e+01,2.826365978e+00
2.042282865e+00,3.253964312e+00,5.730781647e+01,5.032363177e+01,3.368375343e+01,2.640811634e+00,4.618112488e+00,3.308644119e+01,6.168922193e+01,3.360959250e+01,8.707259558e+01,5.919206900e+01,6.377443442e+01,5.736237666e+01,1.133873110e+01,3.967940988e+01,8.747666073e+01,3.931333910e+01,9.954432124e+01,1.945109801e+01,5.318213172e+01,8.931852323e+01,4.134224193e+01,2.333450852e+01,3.877164484e+01,7.525508879e+00,5.370225678e+01,5.273126044e+00,1.878423762e+01,3.598398539e+01,4.855708102e+00,3.302300374e+01,4.933903292e+01,3.676057558e+01,8.813712813e+01,9.470772904e+01,8.410138543e+01,6.068333207e+01,9.976556421e+01,6.128703015e+01,6.070890031e+01,8.227155623e+01
5.074039640e+01,5.868044279e+01,7.345104748e+01,6.019129180e+00,9.792851713e+01,2.144169474e+01,7.829194274e+01,2.733953937e+01,9.383198242e+01,6.837928678e+01,9.938290555e+01,1.832152191e+01,7.419879581e+00,1.256402216e+01,3.368096854e+01,3.572546890e+01,1.113307959e+01,4.181848001e+01,3.817889320e+01,8.425497509e+01,3.022132075e+00,7.497517870e+01,2.321483309e+01,9.394992206e+01,4.695459183e+01,5.154696832e+00,9.870926597e+01,7.522174927e+01,3.486189614e+01,2.957533287e+01,7.872153427e+01,7.582246303e+01,5.784038023e+01,9.027696225e+01,4.125559231e+01,4.066620606e+01,9.829962218e+01,6.659779384e+01,4.989311234e+01,7.907655459e+01,2.471605790e+00,6.939949016e+01
4.766075478e+01,9.931252628e+01,7.911578386e+01,8.380865055e+01,8.931647538e+01,5.384169078e+01,3.815488585e+01,2.502396710e+01,7.411286403e+01,5.196922874e+01,4.139314472e+01,2.693344393e+01,4.972090564e+01,8.379343023e+00,5.587714200e+01,5.487858546e+00,7.390357471e+01,4.352591215e+01,5.572731354e+01,7.782570331e+01,9.480426920e+01,7.297966709e+01,8.731740768e+01,9.831346094e-01,5.474763256e+01,5.244935925e+01,2.323643218e+01,8.599131125e+01,3.854858701e+01,1.172373153e+01,4.916692808e+01,4.545941492e+01,4.887540186e+01,5.133155329e+01,4.347137645e+01,4.850254041e+00,9.856428892e+01,7.362356813e+01,3.344771714e+00,4.456309550e+01,8.485786806e+01,8.635589513e+01
7.327288989e+01,7.158934996e+01,2.833370743e+01,4.831264724e+01,6.327680140e+01,6.269093367e+01,2.488208897e+01,2.674464476e+01,3.812026287e+01,6.108392461e+01,7.752488628e+01,3.841935450e+01,6.723675935e+01,5.142405329e+01,6.424486162e+01,4.458701163e+01,3.159034757e+01,9.430366257e+01,7.820038267e+01,7.447092104e+01,4.121002677e+00,2.737016927e+01,5.245910598e+01,6.302453641e+01,4.904777832e+01,6.373928364e+01,4.731668005e+01,7.720909338e+01,4.395809984e+01,6.721545415e+00,4.339719264e+01,4.262611262e+01,8.133517615e+01,1.863195725e+01,7.919505489e+01,7.634997882e+01,8.482623250e+01,1.043703247e+01,1.285886149e+01,6.589320773e+01,7.247167824e+01,7.169973032e+01
7.385112847e+01,9.699862357e+01,1.717654889e+01,5.553973677e+01,2.168211835e+01,9.367573171e+01,9.612130770e+01,4.427006345e+01,7.149396235e+01,8.256007540e+01,8.238737037e+01,6.322734613e+01,3.123154967e+01,8.082491447e+01,7.405320159e+00,7.327646918e+01,3.983365004e+01,5.838708794e+01,1.127855280e+01,3.666261884e+01,5.130697559e+01,4.450736399e+01,1.501323906e+01,6.067899115e+01,1.665879917e+01,6.702006838e+01,9.315166553e+01,6.518915372e+01,9.458970819e+01,9.702408967e+01,4.476747431e+01,1.673783229e+01,5.472070418e+01,9.720422827e+01,3.998079500e+01,9.050891475e+00,3.242610302e+01,6.164301422e+01,2.181030628e+00,7.684539790e+01,4.453134552e+01,2.580206506e+01
3.698679854e+01,4.397526447e+01,8.278126071e+01,3.524501347e+01,2.686295175e+00,5.159880587e+01,1.212136570e+01,7.202633368e+01,9.867787190e+01,2.767326282e+00,9.310196633e+01,6.311194284e+01,9.218886966e+01,6.291659735e+01,6.482455329e+01,3.630577869e+01,5.017464110e+01,4.638134143e+01,8.915233966e+01,8.805103907e+01,3.532413096e+01,3.400152686e+01,5.169242553e+01,7.297325216e+01,4.686668798e+01,4.358545920e+01,7.871020904e+01,5.890868017e+01,4.505162326e+01,2.196261047e+01,8.296190791e+01,6.404828505e+01,8.323170209e+01,1.518842030e+01,4.683261768e+01,9.525721482e+01,1.371116467e+00,7.103584810e+01,4.616787295e+00,3.961031958e+01,1.325980198e+01,9.053631749e+01
3.562674112e+01,5.186147074e+01,2.513880833e+01,4.604628919e+01,6.347486161e+01,9.989672599e+01,8.453473092e+01,2.869482381e+01,1.423357011e+01,6.950744517e+01,8.040696379e+01,2.927985996e+01,9.372050869e+01,6.042892943e+01,8.912069566e+01,1.676036692e+01,4.121819547e+01,5.351731003e+01,6.888614279e+01,7.243990465e+01,7.492492668e+01,9.493231547e+01,5.953987539e+01,7.545975632e+01,9.295517469e+01,8.550508869e+01,6.036245411e+01,9.617799424e+01,4.339762630e+01,9.831540591e+01,7.729217983e+01,6.380286399e+01,8.850644362e+01,8.463881584e+01,6.407295969e+01,3.922467597e+01,2.565652281e-01,4.555187988e+00,3.984451244e+01,4.744397121e+01,8.785691089e+01,8.315250720e+01
6.722687065e+01,9.575075834e+01,4.670770354e+01,1.218573370e+01,4.575667706e+01,8.456915524e+01,2.873241493e+01,6.125346016e+01,6.710713489e+01,7.872519146e+01,3.531768578e+01,6.912990257e+01,2.608545726e+01,7.508402273e+01,2.273401084e+01,1.408812226e+01,6.898641601e+01,7.216010274e+01,1.040399989e+01,1.925094166e+01,5.686955354e+00,9.890680876e+01,9.931342905e+01,3.337239624e+01,4.679644649e+00,6.204565415e+01,4.690836391e+01,7.964845327e+01,9.568742355e+01,8.664999092e+01,1.683631863e+01,6.074238243e+01,6.616350302e+00,2.698867162e+01,4.185535442e+01,7.129034853e+01,7.051344455e+01,2.142985550e+01,2.609244793e+01,3.119481260e+01,6.287441980e+00,5.135564384e+00
9.157430926e+00,6.818859350e+01,5.052005094e+01,1.872685905e+00,1.979742550e+01,1.322142998e+01,3.861628092e+01,1.894608889e+01,3.600420084e+01,4.809365693e+01,7.990319792e+01,2.622658722e+00,6.120282125e+01,7.619764228e+01,7.980021809e+01,3.692295027e+01,9.990844743e+01,2.136681210e+01,3.163976962e+01,8.986709752e+01,7.265250670e+01,9.513681326e+01,2.879650285e+01,3.776494152e+01,7.036206376e+01,6.516079250e+01,1.919168652e+01,2.814866718e+01,9.325737529e+00,9.591669595e+00,2.573037821e+01,3.228482234e+01,6.297445325e+01,8.054274562e+01,2.994182577e+01,8.665352189e+01,2.731006183e+01,1.133363298e+01,5.794046477e+01,8.684157174e+01,8.416360248e+01,9.816493980e+01
7.430272966e+01,5.524648556e+01,6.011892713e+01,1.264355881e+01,4.831462116e+01,3.208772887e+01,9.347626320e+01,2.805426972e+01,3.017618411e+01,5.809479221e+01,5.449706789e+01,3.537815315e+01,1.938566827e+01,7.095044887e+01,7.364101172e+01,8.720956703e+01,1.843752473e+01,8.823453051e+01,4.023432459e+00,1.481886443e+00,1.650368320e+01,9.449101223e+01,1.785810729e+01,6.862763297e+01,2.539179329e+01,5.535427284e+01,9.924961281e+01,9.558949309e+01,2.605133930e+01,7.566152415e+01,2.473304048e+01,8.925209728e+01,9.603826134e+01,8.677882648e+01,6.624385959e+01,7.118082247e+01,4.142102138e+01,7.097060715e+01,8.215265651e+01,1.518896581e+01,6.798977732e+00,4.574643952e+01
2.377639028e+01,8.746363895e+01,1.744898710e+00,7.680343979e+01,9.078126552e+01,6.382463811e+01,1.186500983e+01,9.114178191e+01,7.169845814e+01,1.572477960e+01,5.522673326e+01,6.282484952e+01,8.575098569e+00,1.008533529e+01,7.279100633e+00,1.683719866e+01,2.602327533e+01,9.827775640e+01,1.767664549e+01,8.613807391e+01,3.151241011e+00,1.699542141e+01,3.004470142e+01,9.241254793e+00,7.780220804e+01,1.997570332e+01,7.071182846e+01,7.871467186e+01,7.801839598e+01,7.652183893e+00,4.220974164e+01,9.344471028e+01,6.885767340e+01,4.417040692e+01,6.952854056e+01,6.459625689e+01,2.407159037e+01,1.565183138e+01,6.687233370e-01,7.662770313e+01,8.578633486e+01,9.227137695e+01
4.591899697e-01,5.280670558e+01,9.393744036e+01,6.646785285e+01,1.101880080e+01,2.826445352e+01,5.624489169e+01,6.336536136e+01,9.577216599e+00,3.725668107e+01,1.887398778e+01,8.391798881e+01,2.477086407e+01,4.667895960e+01,6.758803582e+01,5.978278735e+01,5.882648530e+01,1.526335604e+01,5.789661805e+01,6.976568174e+01,1.425216018e+01,4.551610235e+01,9.072499075e+01,1.320243368e+01,2.701139911e+01,1.009274679e+01,8.568973109e+01,2.260404409e+01,5.508578271e+01,8.078064166e+01,1.825952804e+01,7.310208355e+01,5.388131498e+01,4.523404826e+01,4.081583031e+01,9.733954818e+01,5.619019637e+01,3.080676632e+01,4.309807464e+01,1.015582051e+01,1.757954345e+01,8.500853695e+01
1.238908556e+01,7.729718394e+01,7.288011479e+01,7.651984592e+01,5.124799754e+00,1.232017194e+01,6.092508138e+01,3.724304902e+01,7.279948193e+01,7.256796470e+01,4.265685367e+01,2.881117698e+01,5.902285007e+01,4.132409811e+01,1.947127391e+01,4.908825412e+01,5.457999194e+01,9.837346029e+01,6.100754435e+01,2.731477705e+01,5.174438627e+01,7.759984233e+01,3.713424629e+01,2.043853837e+01,1.610262432e+01,2.615168216e+00,4.549107751e+01,6.848780545e+01,8.064097184e+00,9.474711586e+01,5.059554483e+01,2.742364667e+00,4.690207088e+01,7.301406739e+01,2.166549515e+01,5.132018894e+01,8.915964179e+01,2.306373558e+01,3.549713910e+01,7.204223684e+01,5.612086387e+01,8.034801195e+01
3.572425866e+01,6.920655136e+01,6.466038137e+01,9.251457336e+01,2.965694413e+01,4.653136843e+01,7.003709173e+00,7.610099906e-01,8.846349856e+01,7.582906971e+01,6.153675806e+01,5.469001299e+01,8.100080901e+01,4.305953197e+01,1.842114904e+01,5.860650201e+00,7.176503673e+01,3.392557309e+01,5.020419262e+01,4.799490415e+01,3.811087464e+01,2.993006267e+01,4.528458080e+01,2.203005613e+01,1.478334236e+00,7.559048069e+01,6.552989641e+01,6.805500853e+00,7.445997816e+01,5.625816453e+01,3.906390018e+01,9.040472810e+01,8.699496108e+01,9.584224114e+01,9.309804463e+00,6.328302350e+01,9.861844744e+01,3.406381424e+01,4.164302847e+01,2.196828011e+01,4.312426131e+01,2.246781339e+01
2.636828611e+01,4.558569092e+01,1.704331784e+01,4.211690646e+01,6.730269044e+01,6.479967962e+01,9.189688805e+00,9.225631112e+01,2.379977780e+01,9.551080580e+01,4.004976840e+01,4.640644256e+01,1.249583309e+01,7.294637759e+01,2.688875436e+01,1.817929092e+01,4.696568148e+01,5.523659374e+00,8.065559642e+01,2.834273718e+01,1.128416993e+01,6.141545355e+00,5.159949133e+00,9.834240093e+01,8.811123521e+01,5.080536589e+01,8.770019430e+01,1.818008728e+01,7.199808257e+01,5.253833799e+01,5.269332803e+01,8.531167397e+01,6.772634559e+01,8.610222529e+01,4.854440534e+01,2.984840455e+01,3.230841795e+01,6.464501207e+00,6.477475252e+01,9.863356285e+01,7.266121633e+01,1.891949606e+01
3.035122016e+01,6.428100662e+01,5.487201613e+01,5.866990479e+01,1.241712988e+01,9.818089630e+01,9.777691552e+01,2.880525098e+01,6.064381851e+01,8.534321297e+01,3.792990971e+01,4.637430658e+01,3.957224932e+01,3.443268588e+01,2.162136828e+01,7.765765969e+01,7.311655320e+01,2.021635232e+01,8.230546816e+01,3.585614579e+01,4.052799348e+00,5.408858011e+01,6.390031379e+01,5.150292140e+01,1.815930746e+01,4.186842361e+01,6.698698343e+00,4.529437925e+01,3.761047436e+01,4.923580836e+01,4.653900837e+01,7.395119545e+01,8.540942179e+01,1.899209748e+01,8.409623663e+01,4.664760692e+01,6.580739999e+01,4.216492678e+01,7.655990385e+01,5.057241527e+01,7.094322775e+00,5.043171764e+01
5.612402953e+01,5.428418797e+01,5.064028337e+01,4.309631868e+01,3.872971734e+01,3.230197609e+01,9.453912163e+01,9.451608859e+00,7.676316398e+01,8.443967005e+00,1.670321105e+01,4.244591205e+01,7.590145020e+01,5.404318723e+01,2.464764613e+01,9.775207766e+01,1.337805754e+01,2.991616150e+01,4.519261807e+01,1.579828508e+01,9.146279075e+01,3.383769093e+01,8.350846385e+01,3.672187938e+01,9.171387935e+01,1.686366181e+01,4.355019695e+01,6.635407389e+01,7.177053326e+01,7.145473072e+01,3.008396576e+01,5.175130454e+01,4.043774116e+01,7.032584844e+01,9.683519840e+00,1.357626657e+01,3.093235675e+01,8.831348195e+01,5.931494707e+01,1.200469196e+01,2.421733493e+01,4.273104106e+00
8.576598208e+01,2.826442107e+01,1.165587561e+01,8.664544515e+01,2.716807868e+00,3.460302550e+01,9.071999288e+00,7.522852000e+00,2.109128085e+01,3.947346818e+01,7.100437719e+01,9.697984468e+01,3.043414691e+01,7.089239684e+01,3.675992254e+01,9.889727062e+01,9.690066121e+01,1.805803497e+00,8.632833258e+01,6.852651309e+01,2.385749345e+01,6.088249795e+01,4.490695261e+01,4.742969507e+01,9.964671868e+01,8.705322919e+01,8.991126647e+01,8.492826473e+01,7.821902747e+01,2.682509425e+01,7.676854784e+01,4.566289322e+01,3.216757454e+01,5.914161791e+01,4.250730507e+01,5.141117878e+01,5.132304781e+01,1.180922109e+01,9.739522749e+01,4.800997227e+01,6.979738692e+01,6.623285785e+00
7.421492160e+01,8.054708764e+01,5.581378593e+00,7.483374112e+01,3.889198320e+01,2.557997388e+00,8.265117557e+01,6.706998123e+01,4.739292542e+01,2.767069741e+01,7.945551214e+01,1.649689884e+01,2.090963362e+01,7.604319107e+01,1.080045388e+00,1.969427256e+01,2.653254301e+01,9.029431435e+01,8.001034295e+01,8.338023435e+01,6.464606698e+01,3.469815957e+01,9.760555206e+01,5.826423525e+01,2.854276534e+01,4.314423312e+01,3.907872449e+01,4.505062418e+01,8.755296066e+01,9.792661341e+01,9.779074910e+01,7.914255926e+01,6.168061821e+00,1.635103096e+01,7.579086186e+01,3.930742651e+01,2.978311726e+01,3.024768920e+01,6.457846221e+01,3.013067228e+01,5.313314349e+01,9.748767238e+01
9.247718963e+01,3.086848834e+01,3.574688245e+01,9.875909207e+00,3.740169200e+01,5.020535631e+01,7.228141455e+01,9.135104010e+00,1.998192272e+01,1.592451705e+01,3.632339353e+01,1.389565778e+01,9.836731317e+01,4.392487896e+00,5.530359376e+01,2.940345137e+01,4.834093691e+00,2.085274851e+01,9.344969982e+01,3.134475043e+01,6.595464820e+00,1.952086462e+01,2.514414882e+01,1.015607236e+00,7.201565017e+01,3.151205294e+01,7.883433684e+01,6.601164238e+01,7.023938462e+01,7.083725074e+01,9.093189385e+01,6.430604130e+01,1.651089606e+01,1.400601943e+01,8.678596069e+01,2.228053075e+01,5.679279109e+01,6.848329084e+01,1.668165453e+01,3.166891298e+01,9.583147274e+01,4.400932952e+01
8.554322888e+01,9.639307100e+01,3.040580583e+01,9.217590720e+00,9.565549055e+01,4.266261353e+01,7.280320560e+01,5.218219350e+01,5.278595597e+01,2.206136796e+01,5.586863901e+01,4.850961859e+01,8.666408183e+00,2.655167287e+00,6.170997899e+01,5.908315051e+01,3.949543831e+01,3.908493499e+01,6.514267482e+01,6.769251102e+01,3.872063753e+01,9.991141002e+00,4.003859898e+00,8.418385100e+01,2.573127226e+01,2.338903745e+01,6.042096517e+01,2.485535780e+01,6.201509250e+01,7.450184259e+01,5.128463598e+01,9.205432978e+01,7.593655616e+01,5.876765214e+01,7.998490178e+01,8.080573603e+01,1.700072028e+01,8.716151786e+01,9.999187838e+01,9.471730969e+01,4.374766324e+01,8.145279259e+01
6.531173746e+01,8.968134558e+01,1.596234335e+01,1.092410578e+01,4.860219907e+01,2.441243489e+01,3.061855671e+01,6.443159955e+01,7.749637378e+01,8.692818057e+01,4.427986824e+01,9.520195330e+01,4.034031593e+01,1.445756494e+01,2.015231166e+01,8.279549046e+01,6.364899893e+00,6.620716170e+01,1.010059070e+01,3.046268033e+01,2.237115443e+01,9.433535588e+01,1.329113497e+01,4.200004493e+00,5.363724845e+01,5.076959835e+01,1.769057179e+01,7.362465461e+01,4.974842453e+01,1.473744891e+00,5.560465181e+01,1.358169265e+00,2.816183661e+00,1.551514818e+01,3.814570755e+01,5.269897220e+01,6.897536323e+01,9.573270983e+01,6.382377915e+01,8.211592232e+01,5.894131844e+01,2.473762543e+01
9.258300868e+01,7.506879010e-01,1.975968858e+01,6.410563168e+01,1.004631901e+01,1.676923775e+01,6.158119549e+01,9.093206122e+01,4.443560480e+00,1.003223220e+01,3.424136532e+01,5.398161530e+01,6.059252461e+01,9.315150305e+01,3.304169660e+01,1.567905025e+01,1.968876885e+01,2.941202490e+01,2.792612514e+01,4.218449442e+01,3.438237274e+01,1.493046198e+01,4.309076632e+01,1.381455588e+01,5.110513869e+01,8.994297378e+01,6.231657264e+01,7.813478271e+00,6.760932200e+01,9.289376107e+00,3.728199177e+01,2.490679341e+01,4.994997658e+01,5.226165565e+01,1.012434274e+01,8.474549490e+01,4.219258059e+01,7.270221944e+01,1.878389116e+01,5.544329692e+01,5.594187172e+01,5.588918246e+01
