v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54
9.441692617e+01,3.918275354e+01,3.694303106e+00,7.978766748e+01,9.977192764e+01,4.772880050e+01,5.543001848e+00,5.350541730e+01,1.395665423e+01,3.402519685e+01,7.487436498e+00,5.759856984e+01,3.358236941e+01,2.074931382e+01,4.260024488e+01,1.064812440e+01,4.975709504e+00,9.091813196e+01,3.158561818e+01,1.174450931e+01,9.487606925e+01,1.479511596e+01,9.373215868e+01,2.868477033e+01,7.045001159e+01,4.452470051e+01,9.972975182e+01,4.749441399e+01,8.861735293e+01,7.417337016e+01,5.441107186e+01,6.752808323e+01,8.850579890e+01,3.730760465e+01,7.082676441e+01,4.968736383e+01,3.534116984e+01,4.076557079e+01,4.845453982e+01,2.281085588e+01,7.513424006e+01,6.990304051e+01,2.612969409e+01,4.076625609e+01,6.412658099e+01,1.954986552e+01,2.344727924e+01,8.437747538e+01,5.933965064e+01,2.974334890e+01,6.134722666e+01,5.514277891e+01,8.833332463e+01,5.394013091e+01
6.991669821e+01,6.317568896e+01,8.369246111e+01,7.635098508e+01,3.988467233e+01,8.938548791e+01,6.588702952e+01,7.526720220e+01,3.231720709e+01,5.109427832e+00,3.971231021e+01,3.409777166e+00,5.825233999e+01,5.870410643e+01,8.764899010e+00,5.700108012e+01,5.977663262e+01,5.932653814e+01,2.758461617e+01,7.683106958e+01,5.212914647e+01,2.051530841e+01,1.742982202e+00,6.902520587e+01,1.865404375e+01,1.613100789e+01,1.457456979e+01,9.127903555e+01,2.767391113e+01,4.484538274e+01,6.222840190e+01,9.094122593e-01,8.779848390e+01,4.561813278e+01,1.873733329e-01,6.409365227e+01,6.513792246e+01,7.629228484e+01,3.711280170e+01,8.800739802e+01,7.033079614e+01,1.950692174e+01,4.727996571e+01,6.237351034e+01,2.559389527e+01,7.398519185e+01,2.323902867e+01,2.973206895e+01,9.429334965e+01,1.768841026e+01,5.201070307e+01,7.207990235e+01,9.137856006e+01,5.374536239e+01
2.105895579e+01,5.026902103e+01,6.747331864e+01,2.128477041e+01,7.615417301e+01,1.612958616e+01,1.150075638e+01,2.466660731e+01,6.329256547e+01,7.762686483e+01,2.016581610e+01,8.762949287e+01,6.085937388e+01,1.134063549e+01,8.234296610e+01,6.571818134e+01,9.579549592e+01,9.692817987e+01,9.716869541e+01,4.284738058e+01,9.031680858e+01,8.817246988e+01,4.567709440e+01,2.891823068e+01,4.242373099e+01,1.867715986e+01,4.046545285e+01,4.145379618e+01,1.441710193e+01,4.112997278e+01,4.499600421e+01,4.997142524e+01,9.336772685e+01,1.101302424e+01,2.747364713e+01,4.976263508e+00,9.490068347e+01,8.025789919e+01,4.949092443e+01,2.335896582e+01,9.782791109e+01,5.896657521e+01,4.706699184e+01,7.445809065e+01,3.150353260e+01,9.326328837e+01,7.430017467e+01,1.683220154e+00,7.000904713e+01,4.185617114e+01,2.342919492e+01,9.691217293e+00,7.774031376e+01,3.018331106e+01
7.374853578e+01,3.113461951e+01,3.301279211e+01,7.367743414e+01,9.871628049e+01,3.018509184e+01,7.748025878e+01,9.631870828e+01,4.037062191e+01,3.146184242e+01,8.309844702e+01,7.322624642e+01,1.703726977e+01,4.525346935e+01,5.735043625e+01,7.850358534e+01,8.555185590e+01,8.399222096e+01,8.278002447e+01,2.654206554e+01,1.542819890e+01,2.541781414e+01,4.272161941e+01,9.169593764e+01,9.848523635e+00,1.008135435e+01,5.480818076e+01,9.741838177e+01,6.370282873e+01,6.696416865e+01,3.696329457e+01,4.535826110e+01,5.775760987e+01,7.713164049e+01,8.216739524e+01,2.140163067e+01,4.829754809e+01,3.791500011e+01,5.103423828e+01,2.122084467e+01,2.312332224e+01,3.103763498e+01,5.507411034e+01,3.176664539e+01,7.564198976e+01,6.961095875e+01,3.987383669e+01,3.094841579e+01,4.995550666e+01,4.414077255e+01,8.177799202e+01,5.820329616e+00,9.534425664e+01,7.749533358e+01
5.798313952e+01,8.287676946e+01,2.400119878e+01,1.464867288e+01,7.276175688e+01,3.935866154e+01,8.231344288e+00,6.727181273e+01,2.938714518e+01,4.444532537e+01,5.908513836e+01,8.981505213e+01,9.104391761e+01,8.865335337e+01,9.108396052e+01,9.062889681e+01,6.833379441e+01,7.214410150e+01,6.479574118e+01,2.513261534e+01,1.007435690e+01,9.025813353e+01,4.545918651e+01,6.344649820e+01,8.671682140e+01,1.691963714e+00,3.246828882e+01,3.638349709e+01,1.117049911e+01,4.647256808e+01,8.662269631e+01,2.946785813e+01,9.038393380e+01,2.823000911e+01,3.883088163e+01,4.764540064e+01,2.986517704e+01,1.308369446e+01,9.396781660e+01,2.954936277e+01,5.658964471e+01,9.669138082e+01,7.763338924e+01,4.134033762e+01,6.454840703e+01,4.825120872e+01,5.700337137e+01,5.950799851e+01,7.703276170e+01,6.633095674e+01,2.531386017e+00,4.593146282e+01,8.581975247e+01,9.079487068e+01
3.302143942e+01,6.591240750e+01,7.428654836e+01,4.750935165e+00,8.677945037e+01,2.578498545e+01,7.966115102e+01,7.864157003e+01,2.819885762e+01,9.408879954e+01,2.258400435e+01,6.670620854e+01,6.657808999e+01,5.260418556e+01,8.792532617e+01,5.808268587e+01,4.277715245e+01,7.464769878e+01,2.156483758e+01,6.177037346e+01,1.598269208e+01,8.910927506e+00,4.228402535e+01,2.312343061e+01,2.528488742e+01,7.449658311e+01,3.213322211e+01,4.781271717e+01,9.057099954e+01,4.180107034e+00,9.670146368e+01,8.404984063e+01,1.716097468e+01,5.018862992e+01,5.345152261e+01,4.906713713e+01,9.738121666e+01,8.680428174e+01,9.301190242e+01,6.571824277e+00,5.624012935e+01,3.715916517e+00,1.165299870e+01,2.254309857e+01,4.816559077e+01,3.580830039e+01,8.565729207e+01,4.180181837e+00,3.174462321e+00,3.327167401e+00,7.644664994e+01,2.118404251e+01,7.306240417e+01,2.604743476e+01
8.464471558e+00,9.376079514e+01,6.649482836e+01,6.368230629e+01,8.552915854e+01,5.510617488e+01,3.512246304e+01,7.742107359e+01,4.206641365e+00,9.471434643e+01,9.769821188e+01,9.007527482e+01,3.418286711e+01,2.421123862e+01,9.327139707e+01,7.153424998e+01,7.953671790e+01,9.336626669e+01,6.052569220e+01,5.545846846e+01,8.535493650e+01,4.997388193e+01,4.394541425e+01,9.950587168e+01,9.417384255e+01,7.993681724e+01,2.637041432e+00,9.720222851e+01,1.986168792e+01,6.097099143e+01,4.981278723e+01,1.918805229e+01,2.239481948e+00,6.545672199e+01,3.013345225e+01,1.549604105e+01,9.674684933e+01,3.474272488e+00,6.835631326e+00,1.100937854e+01,4.815687164e+00,5.515386317e+00,3.865406230e+01,3.585001011e+01,7.873297716e+01,8.655550776e+01,8.784190983e+01,8.113912496e+01,5.104142873e+01,5.123231214e+01,7.878139346e+01,5.298827289e+01,6.411449334e+01,1.213597341e+01
7.544802948e+01,7.395644087e+01,4.281592496e+01,1.392443497e+01,9.606530871e+01,4.451825113e+01,2.871942321e+01,3.022093210e+00,1.223873322e+01,8.399158915e+01,5.775929446e-01,8.610543743e+01,9.979660990e+01,5.192571175e+01,5.366268297e+00,9.509117257e+01,6.238430478e+01,1.319083994e+00,6.471077137e+00,9.271168364e+01,4.220351689e-01,2.457392886e+01,1.138708343e+01,9.905679088e+01,3.469867435e+01,4.944639550e+01,9.756141179e+01,6.965406527e+01,4.033128835e+01,5.209836377e+01,8.904889416e+01,3.092544513e+01,4.345670065e+01,4.736602923e+01,3.956038095e+01,8.158962163e+01,3.400372416e+01,5.624841797e+01,4.118341299e+01,7.599623439e+01,5.029891919e+01,9.623533446e+01,6.746369841e+01,8.138061141e+01,8.157043840e+00,1.809205991e+01,3.522725746e+01,1.671309492e+01,4.818116429e+01,2.293711927e+01,5.315436808e+01,4.772833043e+01,2.933089562e+01,5.529933682e+01
5.049209290e+00,5.205093897e+01,8.505452728e+01,4.509594363e+01,1.954073167e+01,6.585226126e+01,9.067948415e+01,7.258556012e+01,1.796457984e+01,9.587192315e+01,8.319383917e+01,8.713998521e+00,4.556280219e+01,2.306810618e+00,3.168035928e+00,3.874009685e+01,6.280163702e+01,4.187942696e+01,4.470640545e-01,1.410946339e+01,1.643156452e+01,3.219526679e+01,3.709829349e+01,3.764066925e+01,7.614534397e+01,3.345034970e+01,9.327275184e+01,2.651149220e+01,8.347306541e+01,1.277014779e+01,9.931783323e+01,1.842319670e+01,1.681480078e+01,7.706804281e+01,8.492579358e+01,2.523146663e+01,6.592351764e+01,9.536963065e+01,9.872409258e+01,8.487434464e+01,8.167297420e+01,9.194347514e+01,7.775087848e+00,5.909128278e+01,8.145827259e+01,9.175391544e+01,3.924030410e+01,1.142371250e+01,1.652109575e+01,1.695162865e+01,8.245218798e+01,9.334880150e+01,8.628594474e+01,2.042055814e+01
7.875609969e+01,8.195548804e+01,4.358273033e+01,5.957650085e+01,2.280525584e+01,2.485379718e+01,1.352915904e+01,7.031826718e+01,1.014360967e+01,6.174376442e+01,2.385526276e+01,7.530674639e+01,3.451470112e+01,8.441538440e+01,1.476455565e+01,7.849984138e+01,5.311017245e+01,2.594426464e+01,8.853917546e+01,5.727142559e+01,4.482570426e+01,3.162794568e+01,2.921970464e+01,3.442073798e+01,6.465138449e+01,6.741004566e+01,5.607182627e+01,4.177879597e+00,9.893158700e+01,9.156749595e+01,9.974696714e+01,1.807079126e+01,3.199787056e+01,2.697277400e+01,5.437685473e+00,5.376655968e+00,2.116535252e+01,2.323394842e+01,2.732915112e+01,2.862763600e+01,7.371977069e+01,7.324737277e+01,7.804358939e+01,7.248610241e+01,9.681469900e+01,6.985794752e+01,7.494869793e+01,3.474125436e+01,7.744287434e+01,1.209542883e+01,8.858886094e+00,3.148044926e+01,4.621077489e+01,5.704021759e+01
5.694138064e+01,2.432420883e+01,2.820494994e+01,6.859827234e+01,9.822587414e+01,9.828924242e+01,7.177521399e+01,5.184558479e+01,4.196723722e+00,5.572988673e+01,9.043565603e+01,4.956946517e+01,1.804342549e+01,2.337552398e+01,9.562651405e+00,7.671107021e+01,2.352158646e+01,6.647599381e+01,8.150940592e+00,8.486144791e+01,5.204996711e+01,9.249045134e+01,3.346120220e+01,5.446275437e+01,4.891750630e+01,8.213564236e+01,2.285868819e+01,7.393338719e+01,5.980613560e+00,1.284540266e+01,8.591334754e+01,4.832211827e+01,8.008632617e+01,1.491511496e+00,6.961835455e+01,5.464158880e+00,8.516735741e+01,4.295107157e+01,4.600776540e+01,6.075655595e+01,4.114802210e+01,2.309549525e+01,5.930511261e-01,4.674273084e+01,9.949795215e+01,1.817862229e+01,6.920246968e-01,9.569295452e+01,7.124733115e-02,4.246012419e+01,2.846603969e+00,9.556725849e+01,3.383243715e+01,8.123839432e+01
6.658342732e+00,4.945338908e+01,6.725954315e+01,3.693680369e+01,7.047337498e+01,1.764782565e+01,6.594905619e+01,6.322740483e-01,9.889004895e+00,5.876710122e+01,3.885409051e+01,2.786690880e+01,5.639706899e+01,9.947967400e+01,9.347541009e+01,4.094954414e+00,2.016783896e+00,5.828986224e+01,3.947684618e+00,7.215094895e+01,4.996899145e+01,4.553271346e+01,1.275487640e+01,7.109007724e+01,2.936373233e+01,1.262083124e+01,7.435516390e+00,1.931479442e+01,2.109598024e+01,4.103375985e+01,9.971068975e+00,3.354387715e+01,6.892673823e+01,1.290546112e+01,9.246203932e+01,5.235178941e+01,5.028745416e+01,9.063530487e+01,3.836254909e+01,2.775859704e+01,8.320748840e+00,5.274398026e+01,2.696525871e+01,9.408011963e+01,9.662415113e+00,2.640354663e+01,2.751913177e+01,3.726678045e+01,1.356325342e+00,7.621156362e+01,7.759713576e-01,7.225514327e+01,3.807294891e+01,1.058928825e+01
2.319696618e+01,9.575270369e+01,1.017425263e+01,6.036484066e+01,3.916704058e+01,5.960457327e+01,4.819303643e+01,4.264006986e+00,2.209752225e+01,3.485122275e+01,1.777500079e+01,5.576772753e+01,4.029618460e+01,5.885095648e+01,9.096262421e+01,2.423751120e+01,3.236086172e+01,1.045392529e+01,1.829938085e+00,7.292435982e+01,8.880093966e+01,3.574567500e+01,8.916707168e+01,7.377449486e+00,8.452318869e+01,4.839432812e+01,6.496425742e+01,2.592613252e+01,7.940821390e+01,1.761029118e+01,3.962629592e+01,1.092691655e+01,6.714830924e+01,8.838133002e+01,8.418788394e+01,5.139377701e+01,9.397467256e+01,6.900712048e+01,1.641585290e+01,9.581573085e+01,8.338836579e+01,5.478917737e+01,6.778029770e+01,7.852103667e+01,6.432407352e+01,8.374335679e+00,3.556223154e+01,3.402827898e+01,3.618541006e+01,3.354245913e+01,3.403873241e+01,5.078882031e+01,9.434959953e+00,6.841164300e+01
7.029873831e+01,6.110511370e+01,9.975464748e+01,1.729557610e+01,7.229231920e+01,9.663270235e+01,7.517469397e+01,5.414860636e+01,7.023949226e+01,7.276355543e+01,4.054891086e+01,8.738278126e+01,1.479916323e+01,6.424676240e+01,7.222021086e+01,7.287533593e+01,3.633464197e+01,6.633958468e+01,4.472067981e+01,4.380199983e+01,3.823252637e+01,4.092712406e+01,6.415880951e+01,2.931815804e+01,1.616090113e+00,4.207229022e+01,8.348482772e+01,5.476655902e+01,9.028884510e-02,1.208182565e+01,9.876652247e+01,5.574901167e+00,9.653655180e+01,2.724891759e+01,4.400760773e+01,3.965655390e+01,3.522659726e+01,8.917683553e+01,5.461841124e+01,6.519192580e+01,5.477628081e+01,2.784052755e+01,8.479519074e+01,7.820036663e+01,3.540778431e+01,5.889510304e+01,1.571860908e+01,9.725375939e+01,3.975058212e-01,5.658240107e+01,5.266497752e+01,3.643676586e+01,1.391430901e+01,5.023829301e+01
7.158520610e+00,8.586744036e+01,2.568637398e+01,8.299023568e+01,7.947015541e+00,3.395695329e+01,7.978981282e+01,3.712778180e+01,3.332915890e+01,7.742908421e+01,8.017745556e+01,4.300453831e+01,6.064488916e+01,4.086582588e+01,3.240576841e+01,4.932331713e+01,2.575371369e+01,2.307505122e+01,6.431168462e+01,8.735030045e+01,9.048618136e+01,4.115615657e+01,1.950837759e+01,6.745852120e+01,9.383092682e+01,4.874140522e+01,8.259542889e+01,5.481093792e+01,9.965412165e+01,8.077544587e+01,3.317333611e+01,2.875027541e+01,6.754678510e+01,1.585345709e+01,6.002427649e+01,3.249695032e+01,2.073872555e+01,4.587532622e+01,4.672051033e+01,7.411541566e+01,2.402639477e+01,7.941820165e+01,8.150908032e+01,4.808217225e+01,9.784080648e+01,6.076919595e-02,7.741890244e+01,5.839882191e+01,7.299107872e+01,6.752294164e+01,9.069405947e+01,9.880999553e+01,3.440811141e+01,8.805923525e+01
9.083272192e+01,4.649507251e+01,8.964853498e+01,2.371661685e+01,8.188114898e+01,3.148955034e+01,1.086751916e+01,6.358846513e+01,5.446594632e+01,8.823179828e+01,6.151763821e+01,5.042329460e+01,4.238425560e+01,8.388140493e+00,3.975127020e+01,2.798296546e+01,9.601214090e+01,9.655515141e+01,3.455770290e+01,5.971093364e+01,2.971701567e+01,8.447106159e+01,8.144752039e+01,7.745514218e+01,8.588102605e+01,3.311675705e+01,5.724186731e+01,6.525272035e+00,8.132269346e+01,6.518226481e+01,1.604436639e+01,4.989979542e+01,9.398412275e+01,4.702833970e+01,8.027496414e+01,3.102581516e+00,2.362045488e+01,2.168655320e+01,1.793266441e+01,2.318692056e+00,3.227775980e+01,2.608142414e+01,2.547622241e+00,5.590837060e+00,6.511425208e+01,8.889534046e+01,8.542177678e+00,9.259860945e+01,7.776520707e+01,4.623759476e+00,1.610891378e+01,8.595513482e+00,3.450404103e+01,9.841477923e+01
9.390085806e+01,7.337958712e+01,6.478854608e+01,6.586963560e+01,1.721602761e+01,9.423806321e+01,6.507268830e+01,9.038504546e+01,7.068141685e+01,7.912336588e+01,3.358104787e+01,8.111551255e+01,5.847755492e+01,8.302410406e+01,2.410343885e+01,7.652106220e+01,2.793036324e+01,8.295864021e+01,9.746653136e+01,6.663078575e+01,7.866611142e+00,2.645183379e+01,9.878596473e+01,5.735515119e+00,8.759678332e+01,2.229330749e+01,5.094318832e+01,5.009531114e+01,1.369955147e+01,3.232186986e+01,3.522966115e+01,4.095811051e+01,2.455114188e+01,5.185870740e+01,1.146532422e+01,7.173901027e+01,2.636385870e+01,7.530322364e+01,1.414615147e+01,5.808513949e+01,9.306609968e+01,7.853596891e+01,3.709501746e+01,9.963681843e+01,6.188842097e+01,6.431339960e+01,6.218727220e+01,2.114847428e+01,9.492881634e+00,6.358636101e+01,4.893307059e+00,8.520555519e+01,3.766105596e+01,2.082174207e+01
3.482614832e+01,8.829111318e+00,9.981302674e+01,7.012919036e+00,5.376105869e+01,8.246846846e+01,4.173427677e+01,9.865237092e+01,2.029522508e+01,4.160509593e+01,4.881215350e+01,3.014930951e+01,8.420324734e+00,9.644578707e+01,6.103649594e+01,7.357065030e+01,7.402033070e+01,5.299055258e+01,6.618353390e+01,2.689961702e+01,9.243352651e+01,9.056837487e+01,7.807564738e+00,6.197077412e+01,1.271549263e+01,2.622805776e+01,8.044289579e+01,6.325711161e+01,1.436498034e+01,8.720819275e+01,2.165385447e+01,7.430972825e+01,3.119709497e+01,9.259564033e+01,9.753295626e+01,2.275444244e+01,8.934100278e+00,6.775924397e+01,6.414636219e+01,3.774876340e+01,9.180550592e+01,5.440085304e+00,1.240038753e+01,6.322320978e+01,2.506345056e+01,9.144383423e+01,4.005219225e+01,4.660786223e+01,7.466729274e+01,2.358059744e+01,8.234378386e+01,6.769956372e+01,8.800506619e+01,6.777403907e+01
6.122856495e+01,3.712962597e+01,9.229231779e+01,1.746281544e+01,8.261106380e+01,9.005442822e+01,8.907886627e+01,5.834821679e+01,2.471399942e+01,5.172949479e+01,9.012008587e+00,3.346277810e+01,2.459831001e-01,7.434994818e+01,9.581089987e+01,4.793813675e+01,4.263435620e+01,1.961420081e+01,7.363282290e+01,6.728290429e+01,4.723568511e+00,3.686939947e+00,1.108723094e+01,2.424430974e+01,9.795760305e+01,3.729247151e+01,8.748723610e+01,2.469602022e+01,4.078334115e+00,3.158653442e+01,3.032568815e+00,6.794016695e+01,6.306176463e+01,2.630888603e+00,1.579166593e+01,8.198776058e+01,5.426688531e+01,8.074350872e+01,2.766038324e+01,7.783163250e+01,6.261947012e+01,5.237449217e+01,9.439891341e+01,7.130393546e+00,6.535130713e-01,1.318449192e+01,8.662720380e+01,5.973262203e+01,8.035594872e+01,4.562282764e+01,2.001308148e+00,9.842073150e+01,5.871208831e+01,7.311857843e+01
6.194940514e+00,9.043212173e+01,8.093446606e+01,5.467735170e+01,3.900041511e+01,2.531337027e+01,9.084798616e+01,5.429687566e+00,6.684541541e+00,4.195517229e+01,2.240696119e+01,6.546857934e+01,8.244823268e+01,8.522087563e+01,5.500195348e+01,3.493486414e+01,9.419032804e+00,5.283705953e+01,8.400279225e+01,8.407424280e+01,3.685558458e+01,3.067193002e+01,2.035539138e+01,3.347374094e+01,3.916686259e+01,6.904135793e+01,6.055790864e+01,1.966189335e+01,8.923545219e+01,7.483789302e+01,2.130785841e+01,6.901875848e+01,7.103812066e+00,9.760030923e+00,9.487083117e+01,4.046381861e+00,4.444856996e+01,4.830873467e+01,5.605987087e+01,7.888904413e+01,6.134831653e+01,1.481103284e+01,1.383948727e+01,3.379273921e+01,1.067022673e+00,4.275699091e+01,9.826951918e+01,6.395633982e+01,8.474723935e+00,4.701931233e+01,1.041248636e+01,1.349212134e+01,2.821152001e+00,1.607281278e+01
7.519849738e+01,3.325274174e+01,3.293742404e+00,6.794903505e+00,7.845792843e+01,9.506733091e+01,5.834479477e+00,4.069204010e+01,8.692277716e+01,6.204714106e+01,3.788942082e+01,3.277804790e+01,6.309393500e+01,2.601675271e+01,1.727953808e+01,6.006937497e+01,5.255068413e+01,8.215594249e+01,3.888136776e+01,4.372803104e+01,4.743350868e+01,4.918990482e+01,3.974642147e+01,4.212742417e+01,1.433877490e+01,8.114435247e+01,1.763307394e+00,3.387715237e+01,7.540755827e+01,9.826342694e+01,6.114662840e+00,9.479527745e+01,4.566196226e+01,4.334874181e+01,8.753701619e+01,9.467960314e+01,3.300781998e+01,6.151934796e+01,3.290834326e+00,3.177906873e-01,3.851725695e+01,7.490838070e+01,3.286654619e+01,9.414804161e+01,5.063703626e+01,3.680475517e+01,8.466594227e+01,5.641774462e+01,9.100500475e+01,1.253522020e+01,1.531110324e+01,8.989281268e+01,8.534800878e+00,4.487538393e+01
1.856463330e+01,5.406304802e+01,3.521687904e+01,3.260172234e+01,8.452789113e+01,9.943713012e+01,6.047793105e+01,9.849355745e+01,2.632676508e+01,7.566500524e+01,2.713686558e+00,6.176896291e+01,3.237489194e+01,1.284998529e+01,1.211399600e+01,8.282762318e+01,1.164365490e+01,1.194109271e+01,3.682172149e+01,8.361898331e+01,7.645821588e+01,6.107640479e+01,3.009272209e+01,7.985813545e+01,2.162820791e+01,9.525717740e+01,5.972693803e+00,1.394353635e+00,8.742345946e+01,4.833005673e+01,5.951196470e+01,2.126809706e+01,7.567645133e+01,4.585789419e+01,1.016550356e+01,9.072950678e+01,9.613512002e+01,9.257750166e+01,5.995370000e+01,8.941458828e+00,6.872316431e+01,2.827948847e+01,1.738145202e+01,1.997342278e+01,3.361215325e+01,9.421353968e+01,5.042927771e+01,9.160743560e+01,6.856791540e+01,8.473580821e+01,5.887440308e+01,6.789010335e+01,2.029529476e+01,3.094170757e+01
7.840868817e+01,9.443494223e+01,4.188653910e+01,4.989619026e+01,3.227268006e+01,7.091449199e+01,6.803150514e+01,6.838233664e+01,3.838969758e+01,7.555241188e+01,1.458248170e+01,5.209638112e+01,9.183735361e+00,8.673988022e+01,4.415517305e+01,3.825891567e+01,7.159836163e+01,7.671937396e+01,1.367807954e+01,8.921433774e+01,5.428348975e+01,6.324321153e+01,6.559589277e+01,1.553049367e+01,5.277294834e+01,1.157015274e+01,8.242617170e+01,4.649512570e+01,6.761366810e+01,5.520057669e+01,9.223471485e+01,5.336610053e+01,4.970373303e+01,7.908406453e+01,5.214236817e+01,3.637209633e+01,8.079549048e+01,9.446877178e+01,7.516722422e+01,7.927759664e+01,2.905133101e+00,6.974170946e+01,4.000027267e+01,6.727324455e+01,2.641166629e+01,7.577326160e+01,9.543637013e+01,1.081081536e+01,8.561670910e+01,3.428495959e+01,6.234176997e+01,8.757410559e+00,4.929834639e+01,2.231760343e+01
6.602771907e+01,8.997339547e+01,3.801694576e+01,8.199097431e+01,3.993549401e+01,2.056362131e+01,4.461756334e+01,5.633272808e+01,2.263751312e+01,9.450047756e+01,3.920270394e+01,7.474289222e+01,1.871024002e+01,4.787897670e+01,1.815827000e+01,6.568200610e+01,4.000105775e+01,9.909879435e+01,4.702802296e+01,7.617849843e+01,9.104755029e+01,5.106677602e+01,3.518202461e+01,6.636798462e+01,8.947783787e+01,6.526478601e+01,3.595686902e+01,3.956106717e+00,9.845642280e+01,9.694216036e+01,1.921646832e+01,7.929447094e+01,2.239496404e+01,7.918066338e+01,5.458960416e+01,1.819276708e+01,7.045837017e+01,4.340239287e+01,1.469477594e+01,6.961034304e+01,6.418657490e+01,3.152169770e+01,3.736306940e+01,6.000553131e+01,4.497396980e+01,3.728202076e+01,5.802312703e+00,6.267210634e+01,2.178435891e+01,9.183546249e+01,7.100662249e+01,9.910462264e+01,3.029438869e+01,5.690710433e+01
1.386584799e+01,8.884306702e+01,1.042378755e+01,6.131110968e+01,6.936343046e+00,3.363527214e+01,2.123732711e+00,4.130685587e+01,9.584522830e+01,6.331420358e+01,7.592090813e+01,6.213543519e+01,3.220953858e+01,8.771273358e+01,9.743934926e+01,8.533709864e+01,9.788907709e+01,7.695595316e+01,6.662130691e+01,9.501068266e+01,5.569140402e+01,3.988920794e+01,1.417937057e+01,4.879841406e+01,2.345451110e+00,6.841614139e+01,5.344222488e+00,2.023925516e+01,2.756410490e+01,1.036481256e+01,1.071049762e+01,1.130686262e+01,6.877232051e+01,3.627705033e+01,6.584020527e+01,3.000232419e+01,4.899926907e+01,4.407900804e+01,3.406387345e+01,8.968732869e+01,8.550989418e+01,1.284029469e+01,8.063098210e+01,8.205081899e+01,4.526939976e+00,6.114847413e+01,7.110674521e+00,3.351249643e+01,2.973304374e+01,8.230519314e+01,6.424604698e+01,8.249767197e+01,3.407481673e+01,8.726756873e+01
7.343130328e+01,8.257510919e+01,1.877411610e-01,5.235352741e+01,5.523907338e+01,6.774751442e+01,4.964996660e+01,6.167981200e+01,2.034116700e+01,5.810641397e+01,5.235054517e+00,4.523702247e-01,2.313589926e+01,2.792570023e+01,9.502018974e+01,1.743281329e+01,4.046746717e+01,1.022689599e+01,2.040179243e+01,5.766752250e+01,9.862019415e+01,3.321459559e+00,2.539521797e+01,2.081358876e+01,1.940979152e+01,4.929237552e+01,8.005034725e+01,2.258403846e+01,6.828923632e+01,4.147898397e+01,6.923338449e+01,3.036387852e+01,9.640737036e+01,5.680964635e+01,8.454671644e+01,5.957679100e+01,6.869201183e+01,1.203502183e+01,3.278125788e+01,9.388514498e+01,1.060323583e+01,1.333501769e+01,8.663877943e+00,6.523597390e+01,7.373535339e+01,6.884268884e+01,6.251622079e+01,1.350353678e+01,2.913511954e+01,1.614027146e+00,2.154033850e+01,7.513542415e+01,9.204430361e+01,4.073568569e+01
3.343004127e+01,4.007860882e+00,5.343177251e+01,8.451102476e+01,7.611259295e-01,8.599224878e+01,3.679535283e+00,1.807625692e+01,5.492576440e+01,1.854484974e+01,6.207602068e+01,3.980876642e+01,9.721225803e+01,4.384119232e+00,7.358416376e+01,1.649489899e+00,8.207974699e+01,7.111613648e+01,7.611098112e+00,5.200721757e+01,8.016771908e+01,5.956400495e+01,1.201263710e+01,1.537528963e+01,3.383645792e+01,6.207162377e+01,7.770735368e+01,1.252865979e+01,5.932056218e+01,2.832427945e+00,7.576647754e+01,3.569207143e+01,2.412951204e+01,3.343148367e+01,7.827957849e+01,7.536146416e+01,6.009406761e+01,9.834408755e+01,6.834517736e+01,9.373895114e+01,5.135381586e+01,7.105425745e+00,1.449584154e+01,8.884013842e+00,7.002516681e+01,4.698781161e+01,1.241556567e+01,9.484501520e+01,6.871965726e+01,7.991558156e+01,5.797823579e+01,6.499786747e+01,4.586912215e+00,2.538958450e+01
8.606680738e+01,5.778968706e+01,7.549187776e+01,9.022829715e+01,6.354113750e+01,5.237231761e+01,2.994479113e+01,2.072755902e+01,2.229494513e+01,3.544931589e+01,9.565541250e+01,9.086106025e+01,2.740551617e+01,9.838142882e+01,7.467411120e+01,8.986728350e+01,2.750371707e+01,4.363895959e+01,6.745597773e+01,1.664189664e+01,9.459559557e+01,2.115528113e+01,7.537397851e+01,5.490191095e+01,7.123994799e+00,4.503494026e+01,4.653000808e+01,5.124077317e+01,1.374954079e+01,2.983324701e+01,4.782609445e+01,4.546598973e+01,5.903096524e+01,1.963689498e+01,3.358523903e+01,6.385530943e+01,1.076246515e+01,6.486560877e+01,3.702126398e+01,3.894760871e+01,8.983298009e+01,5.755478359e+01,9.703018980e+01,4.473312666e+01,9.329011744e+01,1.462402202e+01,4.232252106e+01,6.305865280e+01,8.016585970e+01,2.084436120e+01,3.087162009e+01,6.278315166e+01,6.638503253e+01,7.374367903e+01
