v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78
1.754765958e+01,1.568484771e+01,9.665291275e+01,2.217338131e+01,7.917165396e+01,6.865674775e+01,9.647322854e+01,4.652176310e+01,7.059132776e+01,6.214697195e+01,4.129376197e+01,6.532777107e+01,5.211161544e+01,6.236642544e+01,5.755954401e+01,4.034807289e+01,6.413982231e+01,2.925903450e+01,1.092613856e+01,8.558295383e+01,4.125365115e+01,5.134342588e+01,5.045788865e+01,7.262075658e+01,4.962196172e+01,9.744851020e+01,9.776697107e+01,4.285377821e+01,5.805898487e+01,8.990351272e+01,8.095495735e+01,1.002379280e+01,1.509314923e+01,9.377090844e+01,3.486112348e+01,9.865109104e+01,8.436374450e+01,8.251562523e+01,8.269154249e+01,7.085208935e+01,5.290792425e+01,9.487897803e+01,1.047718478e+00,7.468396487e+01,7.398645237e+01,8.140836214e+01,7.776485406e+01,8.770104192e+01,6.796129439e+01,9.247606861e+01,9.693016490e+01,3.891664650e+01,9.114368332e+01,9.361160691e+01,4.991780582e+01,6.625722823e+01,2.309638896e+01,3.745486814e+01,8.624328970e+01,4.892248529e+01,5.717303317e+01,2.752499553e+01,8.048098609e+01,9.029634476e+01,4.885050046e+01,5.004872806e+01,3.746240298e+01,4.992802502e+01,7.547917429e+01,2.351570237e+01,3.531340480e+01,6.522733274e+01,4.975720595e+01,1.104072852e+01,6.032363665e+01,2.223909689e+01,4.439916260e+01,7.238225750e+01
5.607699533e+01,9.691668588e+01,1.266276581e+01,9.848287369e+01,2.408450840e+01,2.653438117e+01,5.973135239e+01,4.671928538e+01,4.104519488e+01,9.946063239e+01,8.795955149e+01,9.799892744e+01,4.023350741e+01,6.094610380e+01,7.873476196e+00,3.592662242e+01,3.205330041e-01,5.705664592e+01,7.849969440e+01,7.768414101e+01,8.622389050e+01,1.176334674e+01,7.710603648e+01,3.170373855e+01,5.831031197e+01,8.943920798e+01,1.413165495e+01,5.373568676e+01,5.738070828e+01,2.225563881e+01,2.348561343e+01,5.986943680e+01,9.515982189e+01,4.440593878e+01,7.607092298e+01,6.919083624e+00,9.548881668e+01,9.429783862e+00,5.188105286e+01,7.943883152e+01,6.188814328e+01,7.863759896e+01,2.612582376e+01,2.051409484e+01,8.639466040e+01,9.816748630e+01,5.700032374e+01,1.621531182e+01,8.663698108e+01,9.830354412e+01,4.917901957e+01,7.035836486e+01,9.515781515e+01,8.668881177e+01,5.393759904e+01,3.911329783e+01,5.399960088e+01,3.506742199e+00,6.501424936e+01,2.474403990e+01,9.810529455e+01,2.235142976e+00,5.527017223e+01,3.523462181e+01,1.303554973e+01,3.149563309e+01,5.645649038e+01,5.135401598e+01,1.518491209e+01,7.839366490e+01,3.332873811e+00,8.795554215e+01,1.667647043e+01,1.847409261e+01,4.657171647e+01,3.881327654e+01,4.511826583e+01,2.405707232e+01
6.756196824e+01,3.713394236e+01,5.174255056e+01,5.460352852e+01,9.261552426e+01,7.513341555e+00,2.590815110e+01,9.933985972e+00,3.330603726e+01,2.865144861e+01,8.032955255e+01,7.393684111e+01,3.795223530e+01,1.399540460e+01,6.248457220e+01,7.423363382e+01,1.883371600e+01,2.222764954e+01,5.791263617e+01,5.376399404e+01,4.495501886e+00,5.126163000e+01,7.831127580e+01,4.797356521e+01,3.227716447e+01,1.284147145e+01,1.060696432e+01,7.316452619e+01,3.334237971e+01,7.428111723e+01,7.467285907e+01,4.635736873e+01,1.448438617e+01,8.367351130e+01,6.622083846e+01,9.828378502e+01,2.405062196e+00,7.070490612e+01,3.983447008e+01,7.610860579e+01,2.163336057e+01,4.404213460e+01,3.777999801e+01,2.015196242e+01,3.331715733e+01,2.802596202e+01,4.288788782e+01,3.675411104e+01,8.170153352e+01,1.904905276e+01,7.149893923e+01,9.632476458e+01,4.840537477e+01,4.054467916e+00,4.819042843e+00,6.129680549e+01,6.951879381e+01,5.359314790e+00,8.806123576e+01,9.372432728e+01,2.354667904e-01,5.316477495e+01,7.939034350e+01,4.619754734e+01,4.603798273e+01,8.338732349e+01,8.744616810e+01,6.304389562e+01,7.015647605e+01,2.603498516e+01,2.126530413e+01,7.076839967e+01,3.069563775e+01,1.525416320e+00,6.843702075e+00,6.038799707e+01,8.883962450e+01,7.415554497e+01
5.036637816e+01,9.975192456e+00,4.599786267e+01,7.103935064e+01,8.948060868e+00,9.387507536e+01,2.536656793e+01,3.689189894e+01,1.644029633e+01,9.518125063e+01,8.291731673e+01,5.974637729e+00,6.674067002e+01,2.872419975e+01,4.488487787e+00,2.376661064e+01,7.274404124e+00,4.959442582e+01,5.366415805e+01,4.550283541e+01,8.913728930e+01,9.125668762e+01,7.513391171e+01,8.942522185e+01,4.902568518e+00,2.530391877e+01,3.670910965e+01,8.890202035e+01,8.375341717e+01,6.771318127e+01,4.868161806e+01,5.614420686e+01,5.911368428e+01,2.074200110e+01,4.801003109e+01,6.577044505e+01,5.480815083e+01,5.904300598e+01,5.420843108e+01,8.804203825e+01,2.326037034e+01,5.367900308e+01,3.197027606e+01,4.944676073e+01,9.007311260e+01,2.133999929e+01,1.385470688e+01,1.187358691e+01,8.191991618e+00,2.304936658e+01,5.017591745e+01,5.443124469e+01,3.608005244e+01,6.592051404e+01,1.494319034e+01,1.806813690e+01,3.299602997e+01,8.851243411e+01,8.484082670e+01,5.989424598e+01,3.856386537e+00,7.207215726e+01,2.123870820e+01,6.789185358e+01,8.109887815e+01,1.696805710e+01,3.904524054e+01,4.620758977e+01,8.243667490e+01,9.986771826e+01,5.140712954e+01,9.355015052e+01,4.443019264e+01,7.657821005e+00,4.831183135e+01,6.425817561e+01,1.110820927e+01,7.045860933e+01
5.459260867e+01,1.328765586e+01,5.665467918e+01,8.799871474e+01,9.360789892e+01,4.299517923e+01,7.709054250e+01,7.701046300e+01,7.197515155e+00,3.809352256e+01,1.883304282e+01,4.927479553e+01,3.582125825e+01,1.896311687e+01,7.902567702e+01,4.969461636e+01,4.093034398e+01,1.245836559e+01,2.125001203e+01,4.533536717e+01,4.869035842e+00,3.765581705e+01,2.205328108e-02,5.990651367e+01,6.077999391e+01,2.154541037e+01,5.766806705e+01,1.153805719e+01,2.708711455e+01,9.401760867e+01,5.457582643e+01,2.288396592e+01,9.910964815e+01,2.334266260e+01,6.978502725e+01,3.933576794e+01,2.318196420e+01,1.889993750e+01,7.459053782e+01,2.517439078e+01,2.866383961e+01,5.822723653e+01,4.828539273e+01,6.975260715e+01,3.421768509e+01,3.368312535e+01,2.335295305e+01,6.056783594e+01,9.631823883e+01,9.023232182e+01,9.656018839e+01,9.089635307e+01,1.307435042e+01,4.548459761e+01,7.079138494e+01,5.902042040e+01,5.572452598e+01,5.130317006e+01,9.803766001e+01,2.593953224e+01,2.574195975e+01,9.990658428e+01,7.801080300e+01,4.100666094e+01,7.203946057e+01,1.682431498e+01,6.046444802e+01,7.472282210e+01,5.604159427e+01,3.780622270e+01,4.553483200e+01,2.163010738e+01,4.368213830e+00,3.293547084e+01,7.714477790e+01,6.695313289e+01,6.904914967e+01,1.336328774e+01
5.061885669e+01,4.280409619e+01,2.617397122e+01,9.286586894e+01,1.908069187e+01,7.398909550e+01,6.760492568e+01,6.428557360e+01,9.122952478e+01,3.116415151e+00,5.392278465e+01,3.911547794e+01,5.032123132e+01,6.905933910e+01,4.670604432e+01,5.257423204e+01,8.829653191e+01,4.633887757e+01,6.233069991e+00,3.145331327e+01,8.184341045e+01,7.135982744e+01,4.229910989e+01,6.962607654e+01,1.048273942e+01,1.513652188e+01,9.216198866e+01,1.513729227e+01,2.779336114e+01,5.345158148e+01,9.717412543e+01,2.218102758e+01,5.796807577e+01,8.772746688e+01,1.602103518e+01,7.578123297e+01,7.856204033e+01,7.476710754e+01,7.882953482e+01,2.212863333e+01,6.525747611e+01,2.358611430e+01,3.830645283e+01,4.915133644e+00,7.347040538e+01,6.108703001e+00,8.167003513e+01,9.851267696e+01,8.001709145e+01,1.550535533e+01,2.142865987e+01,2.803454012e+01,6.708031803e+01,2.697202095e+01,7.269012579e+01,9.642259232e+01,9.339029227e+01,6.784111006e+01,5.894887326e+01,6.626187284e+01,6.506101888e+01,9.165349572e+01,2.628446095e+01,4.706258607e+01,7.720954932e+01,3.678852141e+01,6.016389476e+01,5.011898461e+01,7.818340534e+01,6.607790301e+01,4.792430275e+01,3.067467788e+01,1.211988433e+01,5.054345796e+01,5.429393725e+01,5.308391059e+01,3.986970693e+01,4.648794798e+01
7.969377491e+01,4.980632217e+01,2.320477227e+01,7.531927608e+01,4.211683363e+01,3.433016444e+01,7.187115069e+01,7.595408230e+01,3.629900414e+01,6.391483279e+00,8.548442352e+01,1.890147234e+01,2.449974747e+01,8.729629048e+00,2.251430899e+01,1.898115240e+01,8.037829512e+01,9.506230038e+01,2.566508040e+01,3.574111382e+01,8.826268765e+01,5.106045782e+01,1.109391016e+01,7.613345437e+01,5.360308762e+01,1.117106735e+01,3.964035712e+01,5.915688532e+01,4.380763377e+01,9.274235693e+01,8.070391425e+01,1.284969029e+01,6.099461064e+01,2.944337039e+01,9.928303999e+01,1.251720077e+01,5.306443678e+01,4.109249070e+01,9.919627102e+01,2.557370822e+01,4.387584625e+01,4.748248252e+01,1.069568411e+01,5.170890439e+01,6.914219257e+00,7.233299549e+01,8.458969300e+01,5.854101220e+01,4.458905338e+01,1.401103950e+01,5.320718750e+01,4.624303795e+01,8.916472648e+01,2.678872880e+01,6.751655791e+01,1.414983779e+01,3.887383153e+01,4.118687268e+01,9.213399292e+01,7.149254278e+00,3.051254552e+00,9.530389280e+01,9.655665545e+01,8.107281287e+01,4.469206856e+01,8.952221489e+01,8.616927812e+01,2.661098274e+01,4.726620526e+01,3.255004860e+01,5.291242701e+01,5.612216142e+01,2.127732283e+01,8.512620152e+01,1.398808791e+00,3.037616397e+01,9.802831447e+01,1.931971812e+01
2.098148727e+01,6.263896848e+01,6.295892792e+01,6.641573090e+00,4.796206018e+01,7.576568762e+01,7.243537585e+01,2.864839357e+01,9.770778579e+01,8.672401661e+01,4.688617354e+01,9.434771022e+01,7.957765190e+01,8.320901766e+01,7.974444839e+01,1.139268694e+01,9.803538557e+01,9.947293952e+01,3.236954729e+01,1.990928671e+01,6.400538162e+01,5.324514478e+01,8.634152404e+01,5.759899974e+01,1.761583345e+01,4.652007982e+01,6.853778953e+00,4.957282996e+01,9.581181356e+01,7.503958215e+01,3.378628786e+00,2.452355143e+01,8.255277262e+01,3.147272700e+01,8.885738168e+01,8.836804001e+01,1.393229492e+01,9.897835384e+01,6.841593846e+01,1.040632065e+01,6.067742489e+01,3.848519454e+01,1.372421238e+01,5.140726679e+01,5.828965394e+01,1.549615848e+01,1.141950546e+01,3.249217149e+01,7.899888182e+01,3.374124855e+01,4.596960700e+01,2.584213100e+01,3.650206396e+00,1.831120932e+01,6.874037280e+01,2.703139004e+01,2.373316235e+01,4.556326427e+01,2.792944102e+01,4.036775077e+00,1.295977650e+01,1.077213441e+01,2.141262537e+01,2.053409384e+01,3.892281865e+01,3.992395541e+00,4.563619932e+01,8.564654248e+01,4.264300610e+01,3.674041584e+01,5.328590364e+01,8.589201123e+01,3.674502890e+01,8.943893219e+01,9.722684733e+01,6.473380959e+01,3.862831717e+01,1.325940173e+01
9.118445438e+01,3.005961768e+01,1.926350302e+00,9.600365441e+01,8.258711081e+01,9.036075747e+01,9.268905316e+01,7.312001611e+01,9.421167506e+01,9.503226770e+01,5.952441569e+01,7.850939513e+01,6.186748673e+00,6.987669084e+01,2.376972500e+01,3.851778377e+01,2.581935876e+01,8.224957006e+01,9.864314521e+01,4.224931771e+01,6.554316837e+01,3.931397374e+01,8.592280899e+01,9.802407512e+01,1.891389696e+00,4.172354316e+01,1.467248625e+01,3.694436811e+01,4.377570174e+01,6.971969071e+00,8.617709024e+01,2.112411262e+01,7.781824139e+00,2.574944536e+01,1.890262452e+01,6.515291779e+01,7.532332210e+01,6.337836743e+01,2.764846357e+01,9.871727604e+01,9.480835979e+01,4.807652479e+00,1.839710394e+01,1.535273295e+01,5.493281293e+01,3.957661928e+01,8.309228207e+01,6.677252468e+01,6.452111659e+01,3.656679789e+01,9.880204104e+01,8.140322782e+01,4.018024516e+01,1.264760994e+01,4.054689737e+01,5.825317971e+00,5.615890017e+01,1.933780605e+01,5.631772808e+01,3.314765758e+01,3.828823125e-01,6.931198311e+01,4.170553016e+01,3.952538988e+01,9.846086234e+01,3.568903469e+01,2.154541976e+01,6.965376554e+01,6.676284599e+01,9.943285367e+01,2.885987639e+01,1.151216784e+01,3.647681767e+01,4.480000533e+01,7.403274121e-01,1.200994721e+01,5.059040921e+01,5.722823242e+01
5.983752717e+01,4.699106892e+01,8.032551227e+01,7.249944423e+01,8.825707365e+01,8.712002294e+01,5.621583118e+01,4.256301246e+00,5.009389150e+01,3.115470601e+01,6.546602027e+01,4.210310167e+01,1.947815963e+01,7.944502504e+01,9.621094766e+01,4.049874306e+01,5.026906854e+01,9.171999428e+01,5.167642335e+01,9.450267631e+01,8.472675839e+01,9.326426356e+01,3.065647510e-01,2.745072284e+01,4.884202923e+00,9.879523072e+01,2.532678285e+01,1.217754896e+01,1.586579287e+01,5.968061706e+01,5.290058634e+00,6.520299766e+01,2.869849101e+01,8.398079066e+01,2.518761208e+01,3.420163649e+01,2.941159509e+01,1.255745193e+01,6.756717973e+00,3.614317798e+01,1.955349152e+01,4.524613755e+01,1.551783766e+01,8.110213865e+01,1.523347231e+01,4.528013112e+01,7.932204430e+01,5.271877124e+00,9.020228676e+01,7.007057094e+01,6.112878570e+01,6.700652033e+01,5.383248429e+01,9.580896218e+01,6.517376348e+01,5.794686167e+01,3.381954643e+01,6.605439861e+01,2.182812046e+00,9.018627173e+01,6.729608147e+01,4.390793502e+01,9.512710970e+01,4.992601837e+01,8.202544228e+01,2.078472301e+01,1.540480925e+01,7.345382384e+01,9.151090221e+01,5.054707126e+01,3.776147731e+01,7.192839850e+00,6.433714532e+01,9.850654875e+01,4.409626453e+01,9.326746485e+01,3.614942050e+01,5.307408744e+00
7.045560405e+01,6.227758455e+01,1.955676929e+01,9.584033809e+01,9.042510547e+01,6.756125042e+01,8.939260633e+00,9.989128265e+01,4.917213695e+01,6.764284112e+01,3.942629532e+00,5.722523951e+01,2.961570440e+01,4.502461306e+01,7.864110371e+01,3.321118770e+00,9.621855103e+01,1.124064251e+00,9.884919324e+01,2.122668933e+01,6.960040350e+01,3.383481631e+01,7.050017229e+01,5.540862346e+01,2.099727269e+01,6.364386179e+01,6.912362563e+01,6.884951507e+01,2.536882059e+01,9.713990373e+01,7.068374429e+01,9.809094893e+01,1.744399957e+01,9.878042378e+01,3.916163111e+01,8.182300854e+01,9.379303096e+00,6.103015381e+01,8.213907096e+01,8.178045382e+00,5.211621001e+01,2.228432761e+00,7.029379169e+00,3.027880074e+01,2.399170795e+01,4.949994043e+01,6.397894825e+00,3.957533589e+01,9.739940595e+01,2.641523902e+01,5.740009979e+01,7.770372726e+01,4.201765932e+01,5.568368350e+01,1.038098673e+01,4.684850843e+01,6.989167772e+01,7.876607706e+00,8.832944723e+01,8.259961641e+01,9.655472509e+01,4.004014411e+01,2.744786289e+01,6.427181444e+01,1.733224783e+01,7.413485922e+01,5.906133589e+01,9.904725451e+01,1.684847450e+01,2.716918635e+01,9.147073578e+01,3.451361231e+01,7.012730584e+01,3.554545101e+01,4.092326932e+01,4.311810235e+01,4.279655219e+01,5.104993715e+01
3.948035438e+01,1.837771340e+01,3.858894831e+01,3.035846420e+00,6.687617413e+01,4.568363184e+00,3.218813247e+01,3.030436443e+01,2.803274571e+01,2.223422631e+00,4.971595441e+01,5.891297820e+01,3.724765980e+01,5.250792746e+01,4.429395514e+01,2.243511203e+00,9.722614652e+01,5.586004759e+01,7.414195352e+01,6.802665412e+01,2.820328136e+01,6.881586528e+01,9.321227825e+01,5.488997814e+01,6.618002293e+01,5.449064189e+01,2.784654117e+01,4.177616249e+01,5.342932231e+01,1.701923230e+01,1.946375891e+01,5.057122033e+01,4.719450758e+01,8.679514976e+01,6.420642366e+01,5.089643393e+01,6.876000613e+01,2.324686956e+01,8.469107323e+01,9.758494222e+01,6.308035794e+01,3.644444841e+01,4.404413414e+01,6.839298501e+01,6.208954928e+01,8.565216931e+01,5.816337124e+00,3.088599628e+01,8.451356794e+01,8.890610034e+01,4.232754783e+01,2.498667245e+01,2.692230507e+01,9.114051275e+01,9.973575128e+01,9.635713190e+01,4.431586520e+01,2.366377829e+01,1.248278518e+01,5.457665791e+01,2.771093370e+01,6.148085830e+01,6.659638113e+01,3.566818274e+01,1.725216940e+01,8.948454414e+01,8.834578650e+01,1.284288463e+01,2.950153746e+01,5.781545149e+01,4.185790812e+01,7.501900200e+01,3.158017822e+01,7.369280000e+01,2.743301825e+01,5.026548892e+01,7.657077928e+01,7.299291218e+01
9.788582665e+01,4.354419014e+01,5.836654657e+01,8.882806613e+01,8.480853150e-01,8.269378991e+01,8.022448728e+01,4.187095021e+01,8.265876257e+01,6.262227824e+01,7.372476847e+01,6.641744039e+00,8.504940119e+01,7.859752363e+01,2.791550826e-01,8.838180809e+01,1.039124824e+01,3.879335787e+01,9.648634797e+01,1.760778505e+01,3.116063035e+01,2.463737032e+01,6.979757727e+01,5.473910486e+01,2.968185581e+01,5.306547768e+01,1.105747986e+01,1.143510525e+01,2.684626762e+01,7.399874716e+01,4.711530510e+01,1.528410692e+01,7.801550635e+01,5.425382344e+01,5.191605552e+01,8.080295298e+01,3.120537944e+01,6.835789371e+01,2.504420219e+01,8.545339543e+00,5.621417946e+01,1.156507402e+01,4.743804196e+01,5.069728618e+01,9.028286619e+01,4.829415493e+01,2.202845330e+01,3.353178466e+01,1.566866913e+01,7.044157069e+01,4.097822695e+01,2.503503103e+00,8.689076773e+01,8.546767945e+01,3.256946405e+01,1.242707799e+01,9.723948469e+01,2.069231944e+01,6.012286353e+01,4.686910497e+01,2.011328713e+01,1.635229821e+00,7.817175919e+00,5.527590134e+01,8.808287023e+01,4.501250884e+01,2.624230163e+01,4.919981273e+01,7.788306058e+00,8.662346985e+01,1.942113774e+01,4.153470265e+00,2.462318388e+01,9.593524985e+01,6.803851093e+01,1.252037090e+01,4.929273982e+01,9.702079979e+01
9.794485945e+01,9.408723845e+01,9.938095499e+01,6.927240869e+01,6.473542084e+01,8.749800939e+01,9.850884978e+01,1.380659053e+01,6.406602003e+00,2.385105128e+01,4.667447619e+01,8.358355215e+01,9.432046413e+01,6.133250418e+01,9.268598544e+00,7.980405667e+01,9.452862603e+01,2.537638033e+00,1.807974231e+01,4.701516990e+01,6.699869143e+01,4.444750270e+01,3.441448475e+01,8.761665848e+01,2.841354701e+01,5.205553266e+01,3.231902914e+01,5.777095472e+01,9.704838251e+01,3.691578525e+01,5.159354943e+01,7.113943383e+01,2.820695027e+01,8.632011654e+01,2.718432294e+01,2.253819395e+01,5.131085693e+01,1.445028119e+01,1.063362963e+01,2.248281329e+00,4.821090521e+01,7.606791138e+01,9.848189404e+01,2.144470383e+01,4.425862618e+01,5.963797907e+01,5.394380323e+01,2.843375272e+01,7.796789002e+01,5.189672987e+01,6.446703560e+01,2.198400360e+00,4.566577323e+01,3.231502049e+01,5.759558738e+00,5.530729009e+01,1.716580421e+01,9.251485602e+01,5.391508940e+00,6.460544334e+01,6.912458472e+01,8.276081264e+01,7.700995877e+01,7.259682244e+01,7.477745292e+01,9.103549089e+01,8.576390426e+01,9.838973219e+01,8.128165503e+01,4.543431857e+01,1.064735446e+00,9.134358890e+01,6.325946286e+01,2.998588855e+01,4.557088611e+01,3.955738296e+01,8.479168862e+01,1.278318082e+01
9.863180846e+01,6.150539187e+01,4.354546338e+01,7.290791803e+01,5.710869067e+00,2.985782023e+01,6.795425820e+01,6.205671516e+01,6.541588303e+00,5.228138475e+01,4.934079074e+01,6.095977603e+00,5.777964001e+01,2.004631227e+01,5.950668771e+01,4.913566181e+01,8.424617196e+01,8.437260478e+01,9.153444111e+01,8.770651417e+01,9.944654792e+01,4.270432998e+00,1.825229605e+01,6.813529034e+01,2.977325049e+01,6.401297907e+01,6.657436099e+01,3.222900149e+01,2.223072176e+01,9.673159562e+01,4.465024996e+01,1.391963215e+01,7.607863579e+01,8.573493329e+01,3.589379202e+01,1.286480520e+01,1.385974942e+01,2.028211067e+01,8.960044529e+01,9.111636834e+01,4.691013261e+01,5.147897530e+00,6.665640516e+01,7.119182708e+01,2.635223260e+01,6.534887811e+01,3.254491376e+00,3.420203090e+01,6.638582771e+01,8.659223077e+01,4.055500505e+00,9.745832796e+01,3.370688664e+01,1.911411964e+00,1.778249221e+01,5.174673703e+00,3.051998236e+01,6.874404148e+01,3.476131838e+01,8.341860467e+00,9.974925226e+01,3.519957517e+01,4.611424516e+01,6.005333659e+01,3.725810005e+01,6.629529349e+01,6.508398109e+01,6.040299187e+00,8.210462422e+01,8.738815612e-01,1.636305945e+00,6.267216798e+01,2.834619146e+01,8.137872028e+01,9.697765659e+01,6.139557130e+01,3.894416212e+00,1.380452595e+01
4.357465626e+01,4.255493032e+00,8.232061157e+00,9.078415930e+01,2.028409092e+01,6.705739157e+00,2.183585087e+01,9.500967716e+01,9.964979776e+01,5.998300725e+01,9.926101848e+01,7.416297612e+01,6.760282438e+01,3.821013596e+01,6.713056936e+00,8.016606042e+01,9.978489601e+01,3.621264863e+01,2.740694780e+01,3.902392663e+01,8.853271315e+00,7.521007758e+01,4.709949948e+01,1.114277728e+01,2.858989169e+01,3.777457818e+01,6.195362919e+01,9.581969631e+01,5.180417631e+01,2.607022953e+01,1.929903713e+01,8.500467691e+01,1.880536128e+01,3.261130805e+01,1.758324940e+01,1.339497955e+01,8.678143466e+01,2.978833070e+01,1.109902057e+01,5.167781577e+01,7.714651147e+01,1.144304253e+01,5.202441040e+00,2.419043689e+01,9.609910732e+01,3.531827011e+01,2.385623893e+01,6.463895215e+01,4.037760901e+01,8.188219462e+01,9.269460513e+01,2.265408053e+01,8.295044417e+01,1.441679070e+01,2.403774412e+01,9.684287074e+01,1.405327002e+01,1.970816532e+01,5.113437476e+01,5.086019113e+01,4.786732987e+01,8.408146357e+01,6.058430819e+01,8.341004785e+00,1.340968394e+01,5.354892694e+01,9.165938500e+01,3.071117583e+01,7.437715996e+01,7.330679319e+00,9.016691166e+01,3.893235581e+01,4.453555537e+01,2.618440552e+01,1.435875363e+01,1.997469316e+01,7.758740184e+01,4.941061198e+01
3.458900192e+01,2.287350815e+01,8.821102368e+00,6.466263715e+01,1.503725603e+01,9.001962082e+01,4.961111913e+01,4.030783012e+01,3.522204994e+01,8.006701596e+01,5.981061038e+01,2.440027725e+01,1.291503566e+01,4.699084575e+01,2.802593396e+00,1.010172810e+01,8.269083067e+01,9.620458714e-02,2.497457501e-01,5.875011148e+01,2.392327152e+00,2.032159823e+01,1.578570056e+01,1.161445174e+01,6.787862468e+01,8.796095180e+01,6.021605922e+01,3.130758730e+01,8.826368403e+01,4.287038912e+01,6.026775210e+00,2.524833067e+01,9.898921114e+01,9.007457858e+01,8.996832019e+01,9.866513958e+00,3.036158721e+00,8.835965855e+01,1.651153405e+00,9.776095372e+00,9.252172691e+01,2.490930083e+01,6.765461092e+01,8.678416272e+01,6.027622268e+01,4.856651325e+01,5.453240551e+01,5.486222614e+01,9.848263665e+01,3.997195749e+01,6.799085288e+01,3.475417255e+01,5.093462649e+01,9.684785136e+01,6.535348395e+01,6.439053186e+01,8.686814862e+01,7.595787667e+01,8.390392390e+01,4.828474553e+01,6.195119250e+01,8.511020832e+01,5.933730509e+01,3.439888509e+01,7.334575552e+01,3.429723417e+01,2.573873112e+01,2.810390868e+01,2.003564825e+01,5.505457021e+01,2.194054796e+01,8.395837724e+01,1.298705862e+01,5.132443039e+01,9.978097485e+00,9.657904403e+01,6.567104532e+01,9.005138556e+01
1.099853509e+01,3.260209495e+01,5.233397661e+01,6.722074754e+01,3.180925371e+01,3.240846182e+00,8.641922177e+01,1.092235427e+01,3.106968701e+01,1.887689393e+01,6.719291333e+01,1.247189623e+00,4.436359041e+01,3.241433787e+01,5.915719035e+01,8.121891497e+01,6.858190506e+01,8.991795744e+00,5.027965521e+01,4.933199912e+00,4.746484935e+01,2.280688136e+01,7.554497327e+01,7.813224475e+01,4.616331123e+01,9.757602659e+01,7.579661591e+01,8.688693915e+01,1.063060450e+01,9.744759849e+01,8.824235191e+01,5.259905729e+01,2.062868100e+01,7.821025693e+01,7.220566224e+01,5.702889614e+01,1.356810019e+01,2.899503379e+01,8.868148906e+01,8.673071127e+01,7.091019454e+01,9.505925177e+01,1.178475961e+01,4.184216092e+01,8.545418480e+00,3.556193176e+01,3.526383558e+01,5.012966121e+01,6.360574568e+01,9.636682514e+01,4.277969045e+01,3.783856663e+01,6.252840536e+01,2.622840716e+01,5.762967576e+01,4.806588389e+01,3.316837345e+01,1.747733219e+01,5.125131866e+01,2.033489814e+01,8.036139946e+01,5.704047234e+01,7.131059898e+01,7.621282485e+01,6.658092454e+01,2.404993698e+01,4.470564480e+01,1.827543394e+00,6.444602999e+01,5.537334019e+01,4.807467334e+01,8.531313809e+01,4.659455054e+01,3.599314627e+01,1.559377024e+01,4.687401281e+01,2.249839284e+01,9.022460586e+01
9.146179399e+01,4.417170175e+01,3.161247403e+01,9.794942601e+01,9.475552392e+01,1.628462674e+01,1.376290215e+01,3.414491574e+01,3.672302814e+01,3.063894690e+01,1.990165123e+01,9.549320056e+01,3.217700270e+01,7.778053218e+01,7.469304336e+01,7.916721322e+01,2.945035584e+01,3.354798842e+01,3.986603810e+01,7.671627386e+01,2.930358969e+01,9.575663902e+01,6.401841137e+01,1.917947474e+01,7.887817995e+01,3.738230853e+01,2.758687544e+01,8.659508339e+01,1.532617473e+01,2.890909992e+01,8.941480299e-01,3.351407461e+01,2.661270583e+01,4.419730392e+01,9.863669140e+01,8.919331211e+00,5.439734362e+01,3.672383632e+01,8.421017132e+01,1.261626138e+01,4.927678357e+01,3.271006126e+01,5.484318864e+01,5.307790914e+01,9.113822631e+01,9.850861350e+01,7.353660527e+01,8.619929227e+01,1.248247778e+01,9.239977633e+01,4.348682905e+01,4.264667577e+01,8.730927050e+00,2.775800618e+01,5.013011816e+01,3.649929614e+01,7.641780515e+00,7.133946764e+01,8.725132848e+01,4.655822296e+01,9.826866149e+01,7.682419189e+01,1.154270856e+01,5.449629231e+01,6.485376349e+01,6.369275997e+01,5.317712479e+01,6.680041990e+01,8.654713409e+01,4.071171702e+01,5.598259508e+01,1.649312799e+01,1.491302565e+01,1.709020604e+01,6.027855433e+01,6.777365996e+01,7.763634348e+01,7.488420651e+01
