v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74
5.036080644e+00,7.916387692e+01,9.391877412e+01,1.314259715e+01,7.346939801e+01,8.251150840e+01,6.715813928e+01,9.336002642e+01,2.173451601e+01,4.567897007e+00,4.128999184e+01,1.690710124e+01,8.370675295e+01,3.082828990e+01,9.911458497e+01,7.141173857e+01,9.111157967e+01,2.518180067e+01,7.786806963e+01,7.311899390e+01,4.232934577e+01,1.808730540e+00,6.405163546e+00,1.584912611e+01,2.133987260e+01,8.713468904e+01,5.425288158e+01,8.868431651e+00,8.222509361e+01,3.756054964e+01,9.098709441e+01,8.656286912e+01,4.834138937e+01,6.409230721e+01,4.892171714e+01,8.697815997e+01,6.247918835e+00,6.206582508e+01,8.638020999e+01,1.069035439e+01,7.105290820e+01,9.592613653e+01,6.641894986e+01,1.138334214e+01,6.008005454e+01,9.063979884e+01,5.047242917e+01,8.791248734e+01,7.107771148e+01,5.328964288e+01,8.153996838e+01,9.059336082e+01,3.923237663e+01,2.601771486e+01,9.665734936e+01,7.841930074e+01,1.022219115e+01,9.565973864e+01,3.837102839e+01,3.612966552e+01,4.534310690e+01,5.118491946e+01,9.473629480e+01,6.708172397e+00,3.256506906e+01,3.179191837e+01,8.375540573e+01,3.957740822e+01,7.318288569e+00,3.424467947e+01,3.150604740e+01,8.795617178e+01,8.308651951e+01,9.183726470e+01
5.145306105e+01,9.429005317e+01,3.214602178e+01,5.928755913e+01,4.336778546e+00,6.932223918e+01,6.513432032e+00,3.251304223e+00,2.671349056e+01,6.008662519e+01,8.432219052e+01,7.648626840e+01,1.293122425e+01,8.635453636e+01,6.386253159e+01,1.245775398e+01,4.322456066e+01,7.037917874e+01,9.514159016e+00,3.869828010e+01,5.327972650e+01,4.899991205e+01,1.440673209e+01,6.759478477e+01,4.696356372e+01,1.524229552e+00,3.983469014e+01,6.813866889e+01,5.271264794e+01,8.860238995e+01,1.151421244e+01,4.899029543e+01,9.566626093e+01,1.689609433e+01,8.067321227e+01,6.820139423e+01,6.291889582e+01,3.608703814e+01,8.063127470e+01,9.483604874e+01,6.845336451e+01,3.818474122e+01,8.946893581e+01,5.481547104e+01,5.839814283e+01,2.728094437e+01,6.472335941e+01,7.757999013e+01,5.454459554e+01,7.703247144e+01,4.849252533e+00,5.577229930e+01,1.199741128e-02,8.416811443e+00,3.500997279e+01,6.110040321e+01,6.809676615e+01,1.851261287e+01,6.082655531e+01,7.188103143e+01,7.122008810e+01,5.204307762e+01,4.552613875e+01,3.975327549e+01,5.190961343e+01,1.192176592e+01,1.076483798e+01,6.565040662e+01,2.014355951e+00,5.486866277e+00,5.404021389e+01,5.656376517e+01,1.362732633e+01,7.098271909e+01
8.581246536e+01,4.071619562e-02,8.385014130e+01,9.885264046e+01,6.082456425e+00,3.071944540e+01,5.638945229e+01,5.503077835e+01,8.008192316e+01,8.974885696e+00,5.779930313e+01,5.897153015e+01,5.026404789e+01,6.254490108e+01,8.499325903e+01,2.163048727e+00,7.661541428e+01,4.209587040e+01,3.936322718e+01,9.220622576e+01,6.995608481e+01,1.503020645e+01,9.272271359e+01,6.422466516e+01,3.451107991e+01,7.865724626e+01,6.485191921e+01,2.514145943e+01,7.865464004e+00,3.025142621e+01,1.291913969e+01,2.811632883e+01,1.086361269e+01,8.642032446e+01,3.089169396e+01,6.605196947e+01,8.267021630e+01,1.034411729e+01,3.714006975e+00,7.513132369e+01,3.571830001e+01,6.869482551e+01,3.362105996e+01,7.105321111e+00,1.412038504e+01,4.030640922e+01,9.350077923e+01,6.202080461e+01,3.538599139e+01,9.442995142e+01,1.358979880e+00,4.518850798e+00,5.483030307e+01,6.518897409e+01,8.967037904e+01,2.477317677e+01,9.901872866e+01,6.605211967e+01,5.284283183e+01,2.571647196e+01,7.515277867e+01,5.020799770e+01,2.763986452e+01,4.285912690e+01,5.081507004e+01,4.305402986e+01,4.971035286e+01,1.631096514e+01,8.795456833e+01,9.398061281e+01,2.067519742e+01,6.958557313e+00,5.517640141e+01,3.889567066e+01
9.791526685e+01,4.018773234e+01,3.986793613e+01,8.003951747e+01,8.645076698e+01,2.796993617e+01,5.121725618e+01,8.095327911e+01,7.104394553e+00,1.131994569e+01,3.310404918e+01,4.814780652e+01,1.153431666e+01,8.352230337e+01,9.836053855e+01,4.871378315e+01,6.330666137e+01,4.546904716e+01,1.261179996e+01,7.659720330e+01,2.622902068e+01,8.905841834e+01,4.319893610e+01,8.480288670e+01,2.054778503e+01,1.220432158e+00,3.728006481e+01,7.869802085e+00,8.723234179e+00,9.965785811e+01,6.614147697e+01,3.976628121e+01,9.851423824e+01,8.184542996e+01,3.740321914e+01,2.514068244e+01,8.147943206e+01,1.248268729e+01,4.091553712e+01,5.411095395e+01,4.577051875e+01,8.936608623e+00,5.070394518e+00,3.570947424e+01,9.671415597e+01,9.589246946e+01,9.062431010e+01,3.919390377e+01,9.934528754e+01,3.629524091e+01,6.299408607e+01,8.337949037e+01,3.165402722e+01,7.569631046e+01,7.026831799e+01,7.674245827e+01,6.193508721e+01,4.398230337e+01,2.823006083e+01,8.710614268e+00,4.892484677e+01,6.497387660e+01,6.523655182e+01,1.741703573e+01,9.752285773e+01,9.674682209e+01,7.200241351e+01,9.732544471e+01,8.465651307e+01,2.401174762e+01,8.324959623e+01,6.958375125e+01,2.801199630e+01,1.044708030e+01
7.034225500e+01,4.391628106e+01,8.706672185e+01,7.074611307e+01,2.287813126e+01,2.233389102e+01,8.622149057e+01,1.600599657e+01,7.218307836e+01,3.291928470e+01,9.811428925e+01,6.707355858e+01,8.393337161e+01,5.921419074e+01,1.931854534e+01,9.325209186e+01,4.531507563e+01,4.705022684e+01,1.762190933e+00,3.544992886e+01,1.429750052e+01,1.934733487e+01,4.522235794e+01,8.546452283e+01,3.796558687e+01,7.368871726e+01,4.340896781e+00,1.037663280e+01,9.782830029e+01,4.655074359e+01,9.133898202e+01,6.735561629e+01,8.246096648e+01,1.282188823e+01,9.100242075e+01,2.825114129e+01,4.881626747e+01,8.083248059e+01,3.070539423e+01,6.355752572e+01,7.377904359e+01,6.357797940e+01,9.534101771e+01,2.217652279e+01,8.582887925e-01,4.514477730e+01,7.107675750e+01,8.736169932e+01,2.021604630e+01,4.330432620e+01,7.269969982e+01,7.720311192e+01,1.336462184e+01,7.826326458e+01,7.156008046e+01,6.021722616e+01,7.385491613e+01,4.137752442e+01,8.233973986e+01,1.741217294e+01,7.158262645e+01,1.054631335e+01,9.246979167e+01,2.868709493e+00,2.520474944e+01,4.222981706e+01,6.928576015e+01,8.196890300e+01,7.745090088e+01,6.319892288e+00,2.657590263e+01,2.000482250e+01,9.138832023e+01,8.470384573e+01
9.300978324e+01,3.950576496e+01,3.932056819e+01,9.609189969e+01,5.099892270e+01,2.068652872e-01,2.688292600e+01,2.802124796e-01,1.948251319e+01,2.851574386e+01,8.093454965e+01,9.083334930e+01,7.373178154e+01,1.896125929e+01,5.603264314e+01,6.890232758e+01,1.936382321e+01,7.006753910e+01,8.727966439e+01,1.945781779e+01,7.953188379e+01,1.613736268e+00,1.582733597e+01,3.256107562e+01,1.883105446e+01,8.279007004e+01,6.826309710e+01,3.237841365e+01,3.110770129e+01,5.919140920e+01,2.872882061e+01,8.531847056e+01,4.259456134e+01,5.498763232e+01,3.983331267e+01,9.046897158e+01,7.060892600e+01,1.688850195e+01,6.823058590e+01,2.673770978e-01,4.992075566e+00,4.286200918e+01,8.860463942e+01,5.024794112e+00,8.791524548e+01,8.958025237e+01,3.797078338e+00,2.847775055e+01,5.527993331e+01,9.749446046e+01,7.587911082e+01,3.963464160e+01,2.541910336e+01,9.983051298e+01,5.818883036e+01,2.243371541e+01,7.135505111e+01,1.207244637e+01,9.766277412e+01,3.945398173e+01,4.313312332e+01,5.182985319e+01,7.347660213e+01,6.628993617e+01,2.795497150e+01,2.489205100e+01,2.254863853e+01,9.022233487e+01,5.437547968e+01,1.073582448e+01,6.172697660e+01,4.970473441e+01,4.991140845e+00,2.596574428e+01
8.657196297e+01,9.984786994e+01,4.429478026e+01,4.045231225e+01,3.020257868e+01,6.579019139e+01,8.454268505e+01,3.038221179e+01,9.439142863e+01,4.466424904e+01,7.237551067e+01,8.970677246e+01,2.056320640e+00,4.047500569e+01,3.622855428e+01,5.113577723e+01,4.611829857e+01,5.955259151e+01,9.946587772e+01,9.010917925e+01,7.352699525e+01,9.092641447e+01,3.638328286e+01,5.309228842e+01,1.822366558e+01,5.432792991e+01,3.584285732e+01,8.128166936e+01,2.714262309e+01,2.510611058e+01,9.221192134e+00,8.666690820e+01,6.705001340e+01,2.295103031e+01,9.058221265e+01,1.704714811e+01,6.462578667e+01,6.161107663e+00,2.870751571e+01,7.966822818e+01,8.563867302e+01,7.650334028e+01,4.239302672e+00,6.680959010e+00,7.529933057e+01,6.302356481e+01,1.305172833e+01,4.325196081e+01,6.010702501e+01,7.146070748e+00,9.534411556e+01,2.787540030e+01,6.701762488e+01,9.284579037e+01,3.742871729e+01,6.443752537e-01,7.693528164e+00,1.235835539e+01,6.753095705e+01,7.649768593e+01,9.826715600e+01,7.599218631e+01,4.296764924e+01,2.174619731e+01,9.453510785e+01,3.930174300e+01,3.887699306e+01,4.573231232e+01,7.992168635e+01,8.919031867e+01,1.319004326e+01,3.785503052e+01,8.707975085e+01,3.370341544e+01
4.217173848e+01,8.255315847e+01,1.665246624e+01,6.130494646e+01,8.028502889e+01,7.943467370e+00,5.834197002e+01,3.536860498e+01,8.261049599e+01,9.058512920e+01,1.112517041e+01,4.778946323e+01,7.965074637e-01,3.163787206e+01,8.999969770e+00,9.710651788e+01,2.574219058e+01,8.157491978e+00,6.238249913e+01,2.625017582e+01,1.344075461e+01,4.825925801e+01,1.554791511e+01,3.572964962e+01,1.777975827e+01,5.597546093e+01,2.103818069e+01,2.666905489e+01,3.247256565e+01,6.306840435e+01,9.643797575e+01,9.072874444e+01,3.554183910e+01,6.153674924e+01,7.212396144e+01,4.930446413e+01,8.357993048e+01,9.411718063e+01,8.463854957e+01,6.828686479e+01,3.029405790e+01,4.290547449e+01,2.236927794e+01,2.038148045e+01,2.730085914e+01,3.410741221e+01,8.933201793e+01,8.987168664e+01,8.814570426e+01,5.968191630e+01,9.524096838e+00,6.350106841e+01,4.365047588e+01,9.914089921e+01,6.090951931e+01,2.809812345e+01,1.658685371e+01,9.461452476e+01,9.984681416e+01,8.266962648e+01,6.274587236e+01,2.788883387e+01,7.540204528e+01,1.583231495e+01,7.088214300e+01,1.352413420e+01,1.734697028e+01,6.047373736e+01,4.200577276e+01,8.420322394e+01,3.958327866e+01,6.928308580e+01,7.854862407e+01,9.978993294e+01
1.387731808e+01,6.309337194e+01,5.543657811e+01,6.488428318e+01,2.664947513e+01,9.727284803e+01,6.550416007e-01,2.732914234e+01,8.259773941e+01,8.473735571e+01,2.817200579e+01,5.218684695e+01,9.403697318e+01,9.594517083e+01,4.796899207e+00,5.329723450e+01,3.326558345e+01,2.913458511e+01,3.361570691e+01,4.754489680e+01,6.914934173e+01,8.759191705e+00,8.099993117e+01,9.648777365e+01,7.280040803e+01,9.036969582e+01,3.412294547e+01,4.526031767e+01,5.522839430e+01,9.702519654e+01,7.246307317e+01,9.597100022e+01,1.590994485e+01,7.823722670e+01,9.936639967e+01,3.515065321e+01,3.497699814e+01,3.280946797e+01,1.137417575e+01,6.191880336e+01,6.554858040e+01,9.232345772e+01,1.461610000e+01,5.211709063e+01,7.467765130e+01,2.452551071e+01,8.605875881e+00,1.509970495e+01,2.402123655e+01,6.146581419e+01,8.962377516e+01,3.174682686e+01,3.379079187e+01,4.770746503e+01,6.141493547e+01,5.647561137e+01,6.277442478e+01,2.756517192e+00,2.252911349e+01,5.142727751e+00,9.730796927e+01,2.112790636e+01,6.598312830e+01,8.733809429e+01,1.889195647e+01,3.575952430e+01,9.866380341e+01,7.518684876e+01,4.601835794e+01,9.341058166e+01,7.243164958e+00,9.830604712e+01,5.824104953e+01,8.784219804e+01
6.886792268e+00,3.116566353e+01,1.880894482e+00,3.267783402e+01,1.570810982e+01,3.023131463e+01,1.667060090e+01,9.976323541e+01,8.687596151e+01,1.281779635e+01,7.394655030e+01,3.439177659e+01,1.166231877e+01,5.262427285e+01,9.083797490e+01,8.171738972e+01,1.368128947e+01,1.313140256e+01,5.508542884e+00,5.428396587e+01,1.029490283e+01,2.051702501e+01,5.590994848e+01,7.742182635e+01,4.413920468e+01,2.776764776e+00,4.612888462e+01,5.447756311e+01,1.291109839e+01,6.997352731e+01,4.111218944e+01,3.076334042e+01,5.461269516e+01,5.091351912e+01,5.042021159e+01,5.872302803e+01,8.131291793e+01,3.792978450e+01,3.597468172e+01,9.060528108e+01,1.374546283e+01,2.513335909e+01,5.931773736e+00,7.186059561e+01,4.958247757e+01,7.755799512e+01,6.985130036e+01,9.012937510e+00,1.872568481e+01,9.096314770e+01,6.317492387e+01,8.199693793e+01,5.828920387e+01,8.925783393e+01,1.795025865e+01,5.172088351e+00,2.445773202e+01,4.651987179e+01,7.365169063e+01,8.498779193e+01,3.032674896e+01,7.803082195e+01,4.222543937e+01,3.197841835e+01,4.116714631e+01,6.041519324e+01,1.397960183e+01,4.634230391e+01,6.065510137e+01,9.140141602e+01,4.276686523e+01,4.508892194e+01,9.599872453e+01,3.701903557e+01
3.331324835e+01,5.866174201e+01,2.878467427e+01,2.040778125e+01,3.219819546e+01,7.556827806e+00,4.756057938e+01,3.974032691e+01,6.734839881e+01,5.274065678e+00,5.160429592e+01,8.549672014e+01,8.020612628e+01,1.466622290e+01,3.232581587e+00,6.463503857e+01,2.412402727e+01,3.080687141e+01,7.235744145e+01,5.630369804e+01,9.497210357e+01,3.142401739e+01,6.555114182e+01,2.701520774e+01,9.435247330e+01,8.305292973e+01,5.188729044e+01,7.516586526e+01,6.988601086e+01,1.799620592e+01,3.730073177e+01,5.037574035e+01,7.948212114e+01,7.017712350e+01,8.339464608e+01,9.374069875e+01,7.517178943e+01,7.178365105e+01,5.474053178e+01,8.524576550e+01,2.028910896e+01,8.295215857e+00,6.519844434e+01,2.684142288e+01,1.041842190e+01,7.118554272e+01,9.031274405e+00,2.075920997e+01,4.340784602e+01,9.506959271e+01,3.574114807e+00,5.965346731e+01,7.827755941e+01,4.869131205e+01,7.870253805e+01,4.481696535e+01,1.073359246e+01,3.874481325e+01,6.970011294e+01,6.696968836e+01,7.247266586e+01,7.782215722e+01,3.619774529e+01,8.254049195e+01,7.592561626e+01,1.709259166e+01,3.340029577e+01,9.394910230e+01,1.981288538e+01,8.928386403e+01,2.701387916e+01,9.945722706e+01,6.829734103e+01,3.692501689e+01
8.808173855e+01,3.837245557e+01,4.802018189e+01,7.829028859e+01,2.172888716e+01,6.748581167e+01,5.462791091e+01,5.684490222e+00,6.988099001e+01,5.824702675e+01,3.753982469e+01,7.060012191e+01,6.522881577e+01,9.608322920e+01,6.751153806e+01,8.994808442e+01,6.098342504e+00,7.931923294e+01,7.000616400e+01,4.728575617e+01,9.929488940e+01,4.204094886e+01,7.701921212e+01,9.626349184e+01,5.361719323e+01,6.602695443e+01,7.952439628e+01,9.596995011e+01,5.551644713e+01,5.940899833e+01,5.366334113e+01,9.145259670e+01,6.272218143e+01,1.842151516e+01,1.791574722e+01,2.527941601e+01,1.680824067e+01,9.810575730e+01,7.298501480e+01,2.323204013e+01,5.052266377e+01,8.062003485e+01,1.888385642e+01,8.713753572e+01,9.209464170e+01,5.152951430e+01,1.952103063e+01,8.676940845e+01,3.274313069e+01,4.854420934e+01,4.548996967e+01,6.257062738e+01,4.859346639e+01,1.082012069e+01,7.134727990e+01,3.609730968e+01,7.930463651e+01,8.582224895e+01,7.165399932e+01,6.580015319e+01,8.348161214e+01,8.512587764e+01,3.414976585e-02,5.812248729e+01,3.986171108e+01,3.604188653e+01,8.383308920e+01,1.850366644e+01,5.506330535e+01,3.871069534e+01,4.939379665e+01,6.308002628e+00,2.702778558e+01,3.695297889e+00
2.983518181e+01,9.613028974e+01,4.988652862e+01,9.550769884e+01,1.370831049e+01,9.669901129e+01,7.441277417e+01,5.794479460e+01,3.001099001e+01,8.341370848e+01,5.906700565e+01,5.781704798e+01,8.587783304e+01,3.065071014e+01,9.884712157e+01,4.895811953e+01,5.192209153e+01,6.799870977e+01,3.230729196e+01,1.480384853e+00,2.889806998e+01,3.267075080e+01,3.694497749e+01,5.257252428e+01,8.265881321e+01,7.527407867e+01,7.071352147e+00,8.800488639e+01,6.652197803e+01,1.765693371e+01,7.831512419e+01,6.811342642e+01,2.799425489e+01,7.772418806e+01,1.307645627e+01,2.553659019e+01,1.959378559e+01,5.912220365e+01,6.872176515e+01,3.002856011e+01,4.370264187e+00,3.750901147e+01,5.657560132e+01,7.691256803e+01,9.286004939e+01,2.198262959e+01,2.304931918e+01,8.558791352e+00,9.076672048e+01,9.279328519e+01,5.823159992e+01,5.219156251e+01,4.908124032e+01,2.957287555e+01,3.860365930e+01,9.405247442e+01,9.820048288e-01,3.390214869e+00,4.474331802e+01,1.686959185e+01,3.022924555e+01,5.920498221e+01,5.071486772e+01,2.257357684e+01,7.839311576e+01,3.769277876e+01,5.938178344e+01,5.337125865e+01,4.131270350e+01,6.982608825e+01,5.309137832e+01,6.433979046e+01,8.669593700e+01,1.861358337e+00
9.910610075e+01,9.116504878e+01,9.194219602e+01,9.331460944e+01,3.884160732e+01,5.891720494e+01,2.177186482e+01,8.125696739e+01,1.900488679e+01,9.002889198e+01,6.750461227e+01,2.925251332e+01,6.427275729e+01,1.500123581e+01,4.198505758e+01,6.592130612e+01,4.214027035e+01,6.991647527e+01,9.025746107e+01,3.474588212e+00,3.772743087e+01,8.251601033e+01,5.149861979e+01,8.433981936e+01,7.710243727e+01,5.999588369e+01,8.683223152e+01,2.895951794e+01,1.427835306e+01,1.426050021e+01,3.782010747e+01,7.937026072e+01,6.948683821e+01,9.021972208e+01,9.068455423e+01,5.514976350e+00,2.162044252e+01,5.061169530e+01,2.015036540e+01,8.762145120e+01,2.933372773e+01,1.384909810e+01,8.452692840e+01,2.021501634e+01,7.831035776e+01,8.637937846e+01,9.012191445e+01,5.688262415e+01,1.855736453e+01,8.020733280e+00,2.643263334e+01,6.180249940e+01,1.812342975e+00,5.150711000e+01,1.222051384e+01,9.587493427e+01,4.771479325e+01,2.869717765e+01,7.962000664e+01,9.172434387e+01,9.478749903e+01,9.419177876e+01,8.781486989e+01,4.218007336e+01,1.508796593e+01,8.732682252e+01,2.591612723e+01,8.387681944e+01,5.341423234e+01,7.269623014e+01,1.408189923e+01,8.001520523e+01,1.632501294e+01,2.927986061e+01
1.536181052e+01,9.033740819e+01,1.199369093e+01,5.836051201e+01,1.842526597e+01,7.040066735e+01,6.123342354e+01,4.785317140e+01,8.639878564e+01,9.759595468e+01,4.813135316e+01,2.958968787e+00,8.120719797e+01,1.778317280e+01,8.715128005e+00,2.565886446e+01,5.656289899e+01,4.099105824e+01,6.876420208e+01,7.241565455e+01,9.325822807e+01,6.754965614e+01,4.849980411e+01,2.640533488e+01,3.723594095e+01,6.535937509e+01,6.537976035e+01,4.935510468e+01,2.080626050e+01,4.245578492e+01,7.067374881e+01,4.032665497e+00,6.307337603e+01,1.407591231e+01,9.928306151e+01,7.722805960e+01,5.110981759e+01,5.932117587e+01,2.462147348e+01,5.679886889e+01,8.263852916e+01,7.761833501e+01,7.565134334e+01,2.909538436e+01,3.939491122e+01,7.419682000e+01,4.563420768e+01,8.874424768e+01,4.693136339e+01,6.741867344e+01,4.344843175e+01,9.459761001e+01,7.547394257e+01,7.437803390e+01,4.803642505e+01,8.637805264e+01,9.088474790e+01,7.969252178e+01,3.024100716e+01,5.856677678e+01,5.124168874e+01,7.713113641e+01,8.089559502e+01,6.967135133e+01,2.955510044e+01,5.039221223e+01,5.700402846e+01,3.837619035e+01,7.698649262e+01,8.430273508e+01,3.691985105e+01,1.648376173e+01,9.272798137e+01,2.011129662e+01
9.541157263e+01,7.084287764e+01,9.452498029e+01,7.146378561e+00,1.735499265e+01,4.192993906e+01,5.443024455e+01,4.426482123e+01,2.347449805e+01,4.563366689e+01,5.677656924e+01,2.797899982e+01,3.935635643e+01,9.256178397e+01,6.376727491e+01,4.225255330e+00,9.782758568e+01,3.492934739e+01,4.755427480e+01,7.036615609e+01,4.881085570e+01,5.534083470e+01,7.627354681e+01,7.815144453e+01,6.449629227e+01,9.726340161e+01,2.462210630e+01,2.906637116e+01,4.800419727e+01,4.567084930e+01,8.736788033e+01,1.784265765e+01,2.549829621e+01,9.173783354e+00,1.086455295e+01,5.389121769e+01,7.137832448e+01,8.511600298e+01,4.240860699e+01,9.776325664e+01,1.713004295e+01,6.066373262e+01,9.952513698e+01,5.808001032e+01,1.685775855e+01,9.029794800e+01,8.581812115e+01,3.398334846e+01,6.209075670e+01,8.003136076e+01,2.293516163e+01,9.582902427e+01,6.645492002e+01,4.888589611e+01,1.780334335e+01,9.256461663e+01,8.458607385e+01,3.496804412e+01,6.468260301e+01,4.621250200e+01,1.459410844e+01,7.984290488e+01,5.703677145e+01,7.599899919e+01,6.264551432e+01,6.183386544e+01,8.976942910e+01,6.739554420e+01,1.746519847e+01,2.528799769e+01,8.021602256e+01,1.530822066e+00,7.609418056e+01,7.588066345e+01
8.611586823e+01,2.859980822e+01,2.454045475e+01,1.186027892e+01,8.670133448e+01,5.258557723e+01,4.747257554e+01,8.586787206e+01,2.144113583e+01,2.263087767e+01,5.700241353e+01,6.466640681e+01,3.737996724e+01,4.319981892e+00,1.785541556e+01,2.620781374e+00,1.705577176e+01,6.591401525e+01,6.560476989e+01,3.938574441e+01,9.129861374e+01,9.778081314e+01,6.234900923e+01,3.498157112e+01,9.659319742e+01,1.284013056e+01,2.347158737e+01,7.555008481e+01,4.416407266e+01,4.334203458e+01,1.114978164e+01,9.854081200e+01,4.767266904e+01,7.624220837e+01,4.742194788e+01,4.439425130e+01,9.964235956e+01,9.331535942e+01,2.908293210e+01,2.770139729e+01,5.650133812e+01,8.362808732e+01,2.781238490e+01,7.238057050e+01,9.188417957e+01,2.739886689e+01,9.566979649e+01,8.267239179e+01,1.369993856e+01,5.744662943e+01,4.499023350e+01,9.077936489e+01,9.834809436e+01,5.487654615e+01,6.487861467e+01,2.982359321e+01,2.960130099e+01,1.927477808e-01,3.426388559e+01,4.291721788e+01,3.743196413e+01,6.838375394e+01,6.838653038e+01,1.471018917e+01,6.851579665e+01,8.822533197e+01,7.124275618e+01,5.512587797e+01,3.295243495e+00,1.318973435e+00,1.762446775e+01,6.983214946e+01,1.737339114e+01,3.433333005e+00
5.309659466e+01,6.883907012e+01,8.564773221e+01,4.675379483e+01,5.557563505e+01,8.449593871e+01,6.950397313e+00,6.697437824e+01,5.711251099e+01,6.136046747e+01,5.928064401e+01,8.762911017e+01,1.698498486e+01,1.254193750e+01,5.786617959e+00,3.124962702e+01,3.790200523e+01,9.704908542e+01,1.641861381e+01,6.316460752e+01,9.795935304e+01,2.522440648e+01,4.544717067e+01,2.805165314e+01,1.747790215e+01,2.431219914e+01,6.630212136e+01,2.190922997e+01,6.260364691e+01,7.708177144e+01,3.596127213e+01,1.065293846e+01,3.904112861e+01,3.016120778e+01,4.950171973e+01,6.344415412e+00,7.493349455e+01,7.074382920e+01,2.732887659e+01,8.838836217e+01,8.274828704e+01,5.853138483e+01,6.793678637e-01,1.966281516e+01,3.636812499e+01,2.832272605e+01,7.829760051e+01,3.594304289e+01,4.962699785e+01,2.789614664e+01,6.190026706e+01,6.682360049e+01,1.494403247e+01,4.632012111e+01,7.655630302e+01,8.564893741e+01,1.159872194e+01,6.552884696e+01,1.350898304e+00,5.803446771e+01,3.938741655e+01,8.793973899e+01,6.400027108e+01,5.170301189e+01,5.642382773e+01,8.610290219e+01,8.938930462e+01,1.642343415e+01,2.827645069e+01,3.264661317e+01,8.579779674e+01,1.122017760e+01,8.420622642e+01,4.695558643e+01
6.953878189e+01,5.818976689e+01,4.362552771e+01,7.024246019e+00,4.769536463e+01,5.751605434e+01,7.203207001e+01,7.728870861e+01,2.950007808e+01,2.106128318e+01,6.711727547e+01,6.291036290e+00,8.700708203e+01,3.666816088e+01,1.293072542e+00,8.147166720e+01,8.945969900e+00,1.766083055e+01,7.016103293e+01,9.760169382e-03,4.118213588e+01,6.549566647e+01,1.225789864e+01,3.242628134e+01,3.666066488e+01,9.509097890e+00,7.620035835e+01,7.910824711e+01,2.065346742e+01,8.789723305e+01,5.401910187e+01,5.121049231e+01,7.829100773e+01,5.474992507e+01,2.796055142e+01,7.116642007e+00,7.652583040e+01,3.535780763e+01,7.163189095e+01,3.572423780e+01,3.183942036e+01,6.678955490e+00,6.366826631e+01,6.181477092e+01,2.684019861e+01,5.349886846e+00,9.405141728e+01,9.052313150e+01,1.611048486e+01,1.412806869e+01,2.700323233e+01,1.729461336e+00,2.565705121e+01,7.885552422e+01,5.085152748e+01,7.451505750e+01,2.244302407e+01,2.207200508e+01,9.385887821e+01,8.981980803e+01,2.808490885e+00,3.864076677e+01,5.241236274e+01,1.144357718e+00,7.884136213e+01,9.884686462e+00,6.291253790e+01,7.200134253e+01,7.226528783e+01,4.473071333e+01,6.648762709e+01,3.731017286e+01,2.533163579e+01,1.580456187e+00
5.580813436e+01,9.558078592e+01,4.633617392e+01,6.346367877e+01,9.341302012e+01,2.887486548e+01,4.497871718e+01,6.712115716e+01,8.024262452e+01,8.350916659e+01,8.210637377e+00,4.508350744e+01,1.822841652e+01,4.726522936e+01,1.806425298e+01,2.203808563e+01,6.965314078e+01,3.939470425e+01,5.152385936e+01,2.981776150e+00,2.158240037e+01,1.799240369e+01,4.216978487e+01,7.087270739e+01,1.841686844e-01,2.603894215e+01,5.078414154e+01,1.644680595e+01,7.629091342e+01,8.037402190e+01,3.613336576e+01,9.788358747e+01,9.476142403e+01,9.114291202e+01,1.729109922e+01,1.915141886e+01,3.508347074e+01,2.272624852e+01,3.896803462e+01,8.571485048e+01,7.018803047e+01,4.409141210e+01,8.826763470e+01,6.013367450e+01,1.062114270e+01,6.401126129e+01,2.611212743e+01,9.994460171e+01,3.339266698e+00,4.823592542e+01,2.614685395e+01,2.426649905e+01,1.506705164e+01,3.727077431e+01,6.107290028e+01,2.571122473e+01,9.475892091e+01,6.015833926e+01,7.510250668e+01,1.158347510e+01,8.488138856e+01,9.582437988e+01,6.114932679e+01,4.123299189e+01,1.762248992e+01,5.944528984e+01,7.496217322e+01,5.208852749e+01,5.819374797e+01,9.105120839e+01,9.091024138e+01,5.165820077e+01,7.985937469e+00,1.018675382e+00
