v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62
4.895070845e+01,2.112621057e+01,6.440052157e+01,5.864374529e+01,8.463022058e+01,6.714556911e+01,1.755547845e+01,2.243486534e+01,6.074994044e+01,5.989551841e+01,5.028044439e+01,4.521474908e+01,9.124779125e+01,9.841665915e-01,1.757800071e+01,3.788895806e+01,5.586147388e+01,9.935352262e+01,1.641112628e+01,9.674999366e+01,2.944019611e+01,7.444368738e+01,5.368689718e+01,7.818991649e+01,1.754281386e+01,1.189699660e+01,8.070845282e+01,2.149027273e+01,3.514274749e+01,7.267421415e+01,9.714705367e+01,9.111405782e+01,7.426191970e+01,5.235338164e+01,3.100037405e+01,3.232702370e+01,5.502815837e+01,5.735346923e+01,9.584261858e+01,8.768394513e+01,4.072114350e+00,3.062505009e+01,4.888944028e+01,6.188795362e+01,6.013365200e+01,4.399182825e+01,5.806534088e+01,8.231288254e+01,8.395160643e+01,9.459414935e+01,1.437250132e+01,4.922686037e+01,4.162156091e+01,4.949960714e+01,6.908300408e+00,8.791710352e+01,1.097847736e+00,8.733200140e+01,8.235404214e-01,3.857804155e+01,2.066083192e+01,3.603336106e+00
2.636770352e+01,5.954725100e+00,5.704118586e+01,3.194662357e+01,8.032619603e+01,7.422500914e+01,8.761705239e+01,6.108001605e+01,3.616268209e+01,2.010338638e+01,5.394068563e+01,8.451962535e+01,3.678154154e+01,3.296706059e+01,4.172744414e+01,1.179207733e+01,9.788902652e+01,9.631170559e+00,7.449691708e+01,3.089440865e+01,4.777397608e+01,7.978848880e+01,8.506889785e+01,2.110584213e+01,8.283309089e+01,8.872714183e+01,6.860237140e+01,8.131118064e+01,7.385412047e+01,7.936893939e+01,8.164494849e+01,5.773684388e+01,5.642117653e+01,9.497540943e+01,3.199214965e+01,9.444515540e+00,3.701940118e+01,4.908321722e+01,4.714736656e+01,6.421936485e+01,7.968536174e+01,2.165018154e+01,6.854965664e+01,7.087084585e+01,3.842873980e+01,7.938994605e+01,8.591494087e+01,9.995471374e+01,5.519718777e+01,3.141823974e+01,1.140216214e+01,9.147120900e+01,7.220486297e+01,1.035110236e+01,4.784316658e+00,9.503170147e+01,4.011355687e+01,2.101205792e+01,1.965834988e+01,3.777088143e+01,2.943502380e+01,1.947182283e+01
8.427866046e+01,9.347001064e+01,5.698173931e+01,2.098466744e+01,9.063236407e+01,4.482486969e+01,1.552633554e-01,7.214076094e+01,3.056214987e+01,9.084878329e+01,2.462073741e+01,6.745575252e+01,6.361278944e+01,7.600758421e+01,9.657192852e+01,1.150431312e+01,8.571040865e+01,1.280714074e+01,3.497131295e+01,9.551412657e+01,5.220646124e+01,6.281608371e+01,3.426634771e+01,6.756346402e+01,3.522534489e+01,6.665602722e+01,2.896175712e+01,2.497206744e+01,7.833641191e+01,6.252882037e+01,9.345800573e+00,2.039013768e+01,6.876209674e+01,3.802424516e+01,2.302619390e+01,2.858223654e+01,4.452269846e+01,4.240100816e+01,6.055658263e+00,6.322257666e+01,6.233622273e+01,6.484257573e+01,1.560311198e+01,1.093946098e+01,9.349234606e+01,3.645418023e+01,7.349037488e+01,5.406880447e+01,2.237888313e+01,4.203526740e+01,2.711376292e+01,7.844682573e+01,1.291556856e+01,5.929793575e+01,4.465128493e+01,8.774164761e+01,6.309443992e+01,5.342876143e+01,5.277633755e+01,3.848356927e+01,9.527217957e+00,5.218494122e+01
5.342669713e+01,3.739485583e+01,3.786444633e+01,4.856885718e+01,7.686049306e+01,3.939389498e+01,8.364106644e+01,8.963266944e+01,1.760836404e+00,9.933868276e+01,7.953189400e+01,8.614143428e+01,7.299473755e+00,6.648783866e+01,2.444630730e+01,4.377208620e+01,9.092788176e+01,4.367775691e+01,6.139601330e+01,5.099256281e+01,7.808674107e+01,7.630286407e+01,6.824913168e+01,8.753817514e+01,6.941108524e+01,7.512560841e+01,7.180216705e+01,7.743596194e+01,7.714570619e+01,3.726771114e+01,9.609766605e+01,6.761754693e+01,2.406430061e+01,1.229777724e+01,4.674774901e+01,2.099706252e+01,7.823745932e+01,8.934718337e+01,3.653992170e+00,6.670508714e+01,5.115437868e+01,5.824892228e+01,7.203537549e+01,7.453813223e+01,7.480546252e+01,4.981569726e+01,5.505561538e+01,4.359961880e+01,7.095931241e+01,6.420259066e+01,6.326306421e+01,7.466876181e+01,9.097589927e+01,9.310469515e+01,7.652966648e+01,4.672290982e+01,8.653648834e+01,6.427333136e+01,2.156029161e+01,6.076433946e+01,4.747493602e+01,6.327623123e+00
5.201300153e+01,2.613597942e+01,6.978069711e+01,3.927941943e+01,7.288426613e+01,2.828116831e+01,4.176597883e+01,9.005372126e+01,1.471686697e+01,7.639644261e+01,7.379979471e+01,1.982184318e+01,4.852315886e+01,6.567332398e+01,9.956609723e+01,6.236747957e+01,4.575879356e+01,2.675781426e+01,2.460195399e+01,7.464012291e+01,6.879593295e+01,7.500182795e+01,8.303084497e+00,2.184022606e+01,7.169672868e-02,3.346792307e+01,1.719485448e+00,9.494422950e+01,1.861019911e+01,9.423899826e+01,7.122609616e+01,5.807235175e+01,3.434585699e+01,5.313715865e+01,3.262089500e+01,1.140884322e+01,5.314549578e+01,9.713418075e+01,8.958153003e+01,5.988546775e+01,3.856700170e+01,1.781237731e+01,3.216313518e+00,1.208108316e+01,8.489439319e+01,7.643076808e+01,8.417969654e+01,2.727280378e+01,8.483128194e+00,5.641760670e+01,1.355353004e+01,5.329405493e+01,5.322475904e+01,5.195899598e+01,4.383449221e+01,7.454034835e+01,2.857816458e+01,6.940692477e+01,1.721666760e+01,8.799528832e+01,6.652083106e+01,6.668789263e+01
4.522183344e+01,3.680629737e+01,3.153671845e+01,3.399187035e+01,5.597574889e+01,8.499181713e+01,5.512417046e+01,1.353097696e+00,3.870562423e+01,3.455961874e+01,9.634512014e+01,2.684742054e+01,2.774553416e+01,3.897183748e+01,3.100027352e+01,3.760868770e+01,6.771318530e+01,1.347614849e+01,2.070366578e+01,4.982324324e+01,4.406985027e+01,1.331635501e+00,3.745425325e+01,8.091518560e+01,3.719560688e+01,9.897663004e+01,9.962001047e+01,3.936249502e+01,9.336200373e+01,5.003816867e+01,3.810843144e+01,4.174924510e+01,2.352775880e+01,1.565321967e+01,5.787825840e+01,8.765638738e+01,3.600926085e+01,9.750147087e+01,7.524052589e+01,1.681586128e+01,6.243630363e+01,9.335781721e+01,7.498212620e+01,6.992999849e+01,6.221778840e+01,1.995906659e+01,3.582108795e+01,9.192264895e+01,5.103758578e-01,7.284497376e-01,1.610037911e+01,9.276045448e+01,7.822152736e+01,8.981986363e+01,3.521353755e+01,5.784042947e+01,4.899627305e+01,1.257165622e+01,5.598080034e+01,2.064231685e+01,3.605550821e+01,4.234113527e+01
4.361148294e+01,1.285632922e+01,7.356469941e+01,5.044003275e+01,5.370584788e+01,4.161254158e+01,3.999158580e+01,3.238316408e+01,6.175932078e+00,4.794324949e+01,7.417705899e+01,2.616016937e+00,9.843871688e+01,6.444768633e+01,3.456700676e+01,5.185274392e+01,1.373714553e+01,3.139015723e+01,6.529637028e+01,7.746400038e+01,1.260019062e+01,5.520414650e+01,4.609889008e+01,8.878698046e+01,7.711412197e+01,5.841239703e+00,8.965758354e+01,1.510578131e+01,7.298432500e+00,9.945687616e+01,7.879584650e+01,7.458488539e+01,2.593552000e+01,5.389523280e+01,6.166562135e+01,9.036469708e+01,8.278315889e+01,8.852685782e+01,4.073797465e+00,2.447096472e+01,9.806669762e+01,9.242399035e+01,3.698819086e+01,1.033449960e+01,6.402432795e+01,9.251084897e+01,5.998752148e+01,6.097725506e+01,4.715917427e+01,8.077373129e+01,8.303551360e+01,6.469764886e+01,5.860174728e+01,3.372250251e+01,4.903690372e+01,4.525525340e+01,6.674701758e+01,9.966803659e+01,1.130975285e+01,6.427902735e+01,4.364500227e+01,1.183823063e+01
7.020492276e+01,6.101934476e+01,3.871922682e+00,5.013986944e+01,2.424311695e+01,9.597881968e+01,9.874075719e+01,7.748946726e+01,2.993612834e+01,1.416046499e+01,3.444507615e+01,2.264548272e+01,2.683696945e+01,3.598380327e+01,3.136082938e+01,2.415944403e+01,4.986239319e+01,4.525011577e+01,8.531121718e+01,5.719977649e+01,6.624052030e+01,9.106753253e+00,7.818086145e+01,3.030059905e+01,5.056485099e+00,8.569364475e+01,7.059383273e+01,1.183127083e+01,5.014817587e+01,8.643250731e+01,8.713619902e+01,5.006830774e-01,8.998840095e+01,1.720420178e+01,4.110141889e+01,2.476726173e+01,7.201122986e+01,3.192983086e+01,9.854779548e+01,4.662862308e+01,2.264907862e+01,8.265887263e+01,1.024839061e+01,6.358459075e+01,5.999326010e+01,5.626455682e+01,6.618737070e+00,9.286118277e+01,6.878187362e+01,8.369670427e+01,6.116152825e+00,8.480560692e+01,7.141275614e+01,2.831709801e+01,9.402858971e+01,1.921308006e+01,8.487690426e+01,8.292166706e+01,6.099313136e+01,1.300078366e+01,7.192591530e+01,4.120029199e+00
9.026825589e+00,8.159280104e+01,8.344553474e+01,5.682601023e+01,2.060944408e+01,9.987153073e+00,1.648000371e+01,5.028607411e+01,1.175269137e+01,5.148109024e+00,8.360953350e+01,1.433465998e+01,9.060468510e+01,7.463972886e+01,6.191072986e+01,2.260055123e+01,8.263056596e+01,2.243357902e+01,2.190543000e+00,7.277925572e+00,1.409031261e+01,6.157280525e+01,7.395124836e+01,2.288847653e+01,1.607004703e+01,5.585349198e+01,2.401949788e+01,9.429728862e+01,2.868887803e+01,8.090526198e+00,7.354539437e+01,6.816067645e+01,3.124298757e+01,7.946090832e+01,1.765602074e+01,5.542155333e+01,7.179242069e+01,7.431962552e+01,2.854572167e+01,7.511470274e+01,3.543838073e+01,1.350007191e+00,1.365413739e+01,7.267772548e+01,7.914092263e+01,3.063147977e+01,8.722351138e+00,2.149031279e+01,8.709993718e+01,5.524844874e+01,1.885871808e+01,3.066096878e+01,9.449603169e+01,2.407298297e+01,7.736181885e+01,4.016848767e+01,1.171718705e+01,5.624184056e+01,3.502307260e+01,4.475414905e+01,1.685688102e+01,6.877805034e+01
2.415458807e+01,2.054148468e+01,9.038414272e+01,1.683350245e+01,5.255452577e+01,8.352434132e+01,7.056214940e+01,4.409081548e+01,6.516904820e+01,1.675878824e+01,2.656075712e+01,1.534504583e+01,1.942008508e+01,5.772092091e+01,9.986644063e+00,2.679145706e+01,7.760869402e+01,3.740887751e+01,5.240232618e+01,6.399022577e+01,9.285812833e-01,4.505849679e+01,1.525966493e+01,3.966741030e+00,5.997473902e+00,7.590617941e+01,6.987821073e+01,4.846594633e+01,1.594532587e+01,8.028355675e+01,9.591764090e+01,3.974690088e+01,6.252444200e+01,7.454976489e+01,7.541371652e+01,9.835423420e+01,5.612618569e+01,9.789409529e+01,3.673352232e+01,4.947346245e+01,1.779269024e+01,5.324958353e+01,3.374842545e+01,7.017955220e+01,3.010082520e+00,2.155544515e+01,4.698036076e+01,7.712475505e-01,5.380690603e+01,5.174496227e+01,8.052063857e+01,5.511595572e+01,2.253260846e+01,4.137080230e+01,5.943128639e+01,6.392296856e+01,7.305920872e+00,6.734513673e+01,3.833393077e+01,3.458476208e+01,9.174264012e+00,4.161200629e+01
6.602184637e+01,7.956057237e+01,1.057675132e+01,4.525600518e+01,4.530487810e+01,9.189690358e+01,4.051516096e+01,8.156619926e+01,3.445137348e+01,2.746545229e+01,7.908176899e+01,6.570862366e+00,8.239039950e+01,8.078981490e+01,1.513245830e+01,1.435585103e+01,4.914322212e+01,4.201760216e+01,2.311021000e+01,7.989453194e+01,4.752152765e+01,2.096496646e+01,5.023016600e+01,9.108866704e+01,7.326665087e+01,1.884335554e+00,5.157798741e+01,9.944033482e+01,1.570592112e+01,6.782169508e+01,3.147609952e+01,1.749164844e+01,1.295067443e+01,7.268368931e+01,7.826782341e+01,9.926502277e+00,2.748962313e+01,2.706439684e+00,9.578923143e+01,5.799003495e+01,8.447442059e+01,1.399356796e+01,2.732378875e+01,8.373314497e+01,1.483223106e+01,3.589460437e+01,6.645576599e+01,4.715868831e+01,7.260060427e+01,6.775766740e+01,6.267027159e+01,6.935228386e+01,8.042752213e+01,6.043324244e+00,4.512953653e+01,7.007530842e+01,9.634614091e+01,9.304418610e+01,2.553776048e+01,6.514381311e+01,9.567896147e+01,8.993759920e+00
6.270359892e+01,9.135886484e+01,2.120787217e+01,1.390136871e+00,1.363871307e+01,8.033438136e+01,3.447451636e+01,1.467110569e+01,4.250718633e+01,8.534961189e+01,5.768937475e+01,5.423634361e+01,6.100597194e+01,7.042114995e+01,5.682738134e+01,8.079940938e+01,2.033234044e+01,5.199168219e+01,2.426670037e+01,4.759497105e+01,6.005927889e+01,6.939637043e+01,6.121916389e+01,8.699267511e+01,9.576372198e+01,8.745411197e+01,6.970638463e+01,5.508369625e+01,5.825514859e+01,8.917293567e+01,8.872809091e+01,1.819824290e+01,3.816790724e+00,9.732328019e+01,8.476036467e+00,5.153748893e+01,8.651415837e+01,8.887050913e+01,9.337497935e+01,3.134479714e+01,1.772940611e-01,9.187328584e+01,5.679620782e+00,9.643044458e+01,9.590149272e+01,3.390950982e+00,9.373197344e+01,6.694117909e+01,5.482919319e+01,3.438278455e+01,9.395543933e+01,4.831835066e+01,5.498953578e+01,5.763046269e+01,4.275950894e+01,8.393082511e+01,4.711733213e+00,1.537509481e+01,3.652811056e+01,9.534514461e+01,7.316133360e+01,1.790744807e+01
8.795566409e+01,8.483190519e+01,7.642080423e+01,6.316263622e+01,9.547124006e+00,5.457934273e+01,2.396760542e+01,2.971363455e+01,3.626312316e+00,3.463687768e+01,5.213849026e+01,8.767934718e+01,7.616775173e+00,3.788606131e+01,5.337194967e+01,9.283927797e+00,2.038755785e+00,8.551613279e+01,3.616965777e+01,6.903991506e+01,7.848096962e+01,1.776273931e+01,4.781205217e+01,8.352969514e+01,7.421883173e+01,8.859087428e+01,7.084227806e+01,5.476843757e+01,5.460060348e+01,5.041664769e+01,5.308263295e+01,3.134385136e+00,3.259633491e+01,2.900904601e+01,6.492199465e+01,3.045758959e+01,7.523213471e+01,4.308560775e+01,4.928677935e+00,7.288444470e+01,5.897067882e+01,4.940801419e+01,6.169391939e+01,5.989677583e+01,4.790345233e+01,9.272592785e+01,7.025453245e+01,5.077201885e+00,7.842815079e+01,6.301478141e+01,4.712992041e+01,5.161296657e+00,8.567446981e+00,1.372957169e+00,3.222677972e+01,8.360981018e+01,2.256128364e+01,1.103156120e+01,4.949428549e+01,5.766855738e+01,2.531635423e+01,1.412061369e+01
2.920453907e+01,6.939498258e+01,5.641126952e+01,8.566045609e+01,5.133499135e+01,9.235645726e+01,8.377337566e+01,4.016277939e+01,1.862172961e+01,1.562667811e+01,4.207239533e+01,7.227058310e+01,6.263645715e-03,4.733657993e+01,4.974025397e+01,8.425786172e+01,2.226710729e+01,9.656232658e+01,8.906073435e+01,4.304309707e+01,3.838984169e+01,2.909664024e+01,8.364085603e+01,2.418446875e+01,6.315337477e+01,4.147451429e+01,4.839477616e+01,8.369889712e+01,9.553923784e+01,6.485352609e+01,6.318889161e+01,3.891270810e+01,7.476377392e+01,8.009250437e+01,1.049492072e+01,4.470873196e+00,9.863428473e+01,2.952326889e+00,6.782794898e+01,3.258888585e+01,5.411153181e+01,5.402194984e+00,2.448865403e+01,8.962572139e+00,3.347962763e+01,2.117245219e+01,2.203687231e+01,6.884631464e+01,4.883678886e+01,7.546585402e+01,2.905773343e+01,6.690854587e+01,9.143308789e+01,6.466688360e+01,6.946918353e+01,2.075329477e+01,7.967967974e+01,4.648774365e+01,3.587893425e+01,1.248790789e+00,7.924338155e+00,9.985573483e+01
4.770511631e+01,8.273784715e+01,1.760987338e+01,4.906513214e+01,4.521872420e+01,9.804586349e+01,1.272039136e+01,8.436722067e+01,4.870362831e+01,7.018156949e+01,2.367904231e+01,9.290870818e+01,2.659650783e+01,4.529188269e+01,5.615133389e+01,7.189241198e+01,4.768085146e+01,8.724945173e+01,7.005043358e+01,4.702234264e+01,6.406518571e+01,8.471349531e+01,6.468630393e+01,3.149217436e+01,7.038390144e+01,4.114980338e+01,8.683933583e+01,9.861435912e+01,3.745905947e+00,4.621283930e+01,3.117135372e+01,3.832537749e+01,7.362503906e+01,8.150250688e+01,9.755844705e+01,3.244339874e+00,4.156151857e+01,9.092007076e+01,1.092160824e+01,1.192624870e+01,1.226387752e+01,6.226341278e+01,4.854617354e+00,7.477890924e+01,6.501775560e+01,9.348527961e+01,3.253750586e+01,1.273825218e+01,1.549701361e+01,6.891165613e+01,3.233505813e+00,8.677411829e+01,9.272432763e+00,7.815360792e+01,7.702715943e+01,6.376431027e+01,7.563344264e+01,9.697572927e+01,8.030781888e+01,7.056124481e+01,3.046008097e+01,5.355619509e+01
8.642560641e+01,7.858578872e+00,3.792815657e+01,2.516838217e+01,4.981138401e+00,5.202872874e+01,4.593435966e+01,8.649666849e+01,6.307072647e+01,5.758654578e+01,9.104201611e+01,2.780467614e+01,5.528803566e-01,4.166386788e+01,1.271448116e+01,7.244007677e+01,9.069986132e+01,9.632685163e+01,1.009674992e+01,4.231416982e+01,9.353337724e+01,4.794860473e+01,1.036194651e+01,4.410566257e+01,6.223178902e+01,7.375893335e+01,9.664236945e+01,2.225149241e+01,7.987495726e-01,5.065796595e+01,4.743508193e+01,4.735776446e+01,4.250661981e+01,2.795695956e+01,7.398923573e+01,9.774398202e+01,8.577380302e+01,5.172183755e+01,4.496669872e+01,7.560914059e+01,4.413911030e+01,2.578121869e+01,2.501933757e+01,5.738404394e+01,2.073637496e+01,5.312349711e+01,7.067362144e+01,6.042543736e+01,7.793759802e+01,8.275356726e+01,9.561567240e+01,1.054916086e+01,4.650506031e+01,2.888734273e+01,5.230459414e+01,9.652053715e+01,8.428871366e+01,1.682805026e+01,9.042585899e+01,4.627917599e+01,8.745224873e+01,4.625980309e+01
8.657875089e+01,1.767796876e+01,2.105435391e+01,6.429476632e+00,5.613513561e+01,3.238213215e+01,6.282933317e+01,6.910885709e+01,4.301546420e+01,1.469300576e+01,9.592083835e+01,2.593429826e+01,8.259415695e+01,1.527678511e+01,6.533499393e+01,4.740799583e+01,8.197118300e+01,9.647539500e+01,4.692877200e+01,5.222183940e+01,1.396958299e+01,4.196833539e+01,1.665013122e+01,2.986954941e+00,5.534108203e+01,4.023824526e+01,3.040261032e+01,5.755076457e+01,6.750781614e+01,7.590909563e+01,1.453011855e+01,7.116728037e+01,6.675760443e+01,1.576862098e+01,4.719263514e+00,8.159703387e+01,9.700414154e+01,8.191505956e+01,1.168994078e+01,6.157194269e+00,4.161413657e+01,7.675634422e+01,6.689667480e+01,3.879961065e+01,7.095848264e+01,7.179157020e+01,8.350639359e+01,4.151693960e+01,8.408106685e+01,7.188023095e+01,7.316338195e+01,6.004333211e+00,1.093327037e+01,5.738676191e+01,3.622161555e+01,1.665536501e+01,2.516496429e+00,6.991924762e+01,9.536555382e+01,7.894003159e+01,8.863821501e+01,1.468322846e+01
7.770412640e+01,6.870531969e+01,4.792587022e+01,2.774779199e+01,9.686412781e+01,7.003267214e+01,7.213733940e+01,8.092579014e+01,6.389794821e+01,4.762503458e+00,9.652986850e+01,7.026358213e+01,6.095387750e+01,6.773295262e+01,2.557409596e+01,9.171904963e+01,3.741893000e+01,7.020500861e+01,9.540149514e+01,3.127218536e-01,4.326721252e+01,3.824525243e+01,5.549022601e+01,7.954456099e+00,2.661030644e+01,7.418584896e+01,1.050739413e+01,6.310331673e-01,7.920155898e+00,7.235643849e+01,2.380182135e+01,7.446220567e+01,9.490034998e+01,2.060130498e+00,8.555126941e+01,7.463287591e+01,5.150011714e+01,7.856054800e+01,5.983944656e+01,6.912274960e+01,3.259235128e+01,1.589806057e+01,4.270384497e+01,8.176439618e+00,3.335796147e+00,3.227130891e+01,4.499287542e+01,8.179157782e+01,4.818128726e+00,4.352451289e+01,6.701845857e+01,9.290002951e+01,9.077215074e+01,4.141156768e+01,3.028767665e+01,2.890505820e+01,7.180327798e+01,7.216865066e+01,1.420472796e+01,5.799752455e+01,7.992405819e+01,9.726798003e+01
1.981989398e+01,8.411080747e+01,2.354457251e+01,5.182827168e+01,2.256624927e+01,7.760438002e+01,9.484707640e+01,3.046860820e+00,8.596831947e+01,6.434986313e+01,6.963133849e+01,3.797424657e+01,3.942241198e+01,3.905784203e+01,1.895549864e+00,3.774665304e+01,3.685673405e+01,7.068343473e+01,9.897910459e+01,5.722327516e+01,6.214112629e+01,5.153836038e+01,7.738531989e+01,8.261920949e+01,5.420444239e+01,4.491953727e+01,1.546402397e+01,1.623177321e+01,2.103076650e+01,6.319171533e+01,7.442637039e+01,6.682468736e+01,1.026893749e+01,6.630794075e+01,7.788027212e+00,9.166022218e+01,3.539948319e+01,8.515912394e+01,1.578793165e+01,8.952278698e+01,1.163118374e+01,1.968087112e+01,9.367669741e+01,5.993411626e+01,8.353743107e+01,5.490331879e+01,9.323582807e+01,6.149476996e+01,1.869605195e+00,5.746450871e+01,6.466397074e+01,8.921632856e+01,8.161899855e+01,1.053773335e+01,2.952443870e+00,5.361240328e+01,8.886706519e+01,9.257907727e+01,5.949594760e+01,6.940680426e+01,4.509441970e+01,9.199365344e+01
5.944837921e+01,1.158357662e+01,5.143996117e+01,7.130273341e+00,4.379265007e+01,4.708640819e+01,1.992861924e+01,1.021066438e+01,1.054924269e+01,2.763730036e+01,4.628516043e+01,5.465574937e+01,1.813960201e+01,6.763055782e+01,1.376497868e+01,8.670566985e+01,8.223593177e+01,3.287032474e+01,2.787977438e+01,6.097974012e+00,3.556452507e+01,5.973366205e+01,7.247966362e+01,9.049023170e+01,3.446357370e+00,8.322888203e+01,6.952174161e+01,4.428472372e+01,5.910023069e+01,5.147614600e+01,1.575641177e+00,2.595868277e+01,7.174057330e+01,2.880531432e+01,9.500696233e+01,6.937038594e+00,8.528362343e+01,9.479635446e+01,1.793042976e+00,6.561992235e+01,4.381813119e+01,2.355583188e+00,7.630887652e+01,8.778128612e+01,9.024354300e+01,4.611649967e+01,7.381875267e+01,9.465116776e+01,5.812356339e-02,7.133704380e+01,4.597272841e+01,4.144143395e+00,5.477180120e+01,3.871330894e+01,3.182205582e+01,3.496910989e+01,2.377784515e+01,6.843488593e+01,2.230311917e+01,3.066784396e+01,5.790914444e+01,6.720846354e+00
9.164130305e+01,3.563415908e+01,2.324994994e+01,6.822065940e+01,9.402392027e+01,2.900836836e+01,5.164942817e+01,1.386010364e+01,6.561380482e+01,2.704814416e+01,6.997151411e+00,7.721555864e+01,3.400511192e+01,6.663836664e+01,7.823729120e+00,3.253955812e-01,2.985968697e+01,3.441778738e+00,3.372475803e+01,3.786421645e+01,2.571190452e+01,3.227099489e+01,6.837084667e+01,3.751630176e+00,2.733886833e+01,8.817764583e+01,7.444473849e+01,2.918790918e+01,9.956759665e+01,7.820939289e+01,7.619180002e+01,6.718292528e+01,9.046821500e+01,1.385233477e+01,1.293832142e+01,7.476967536e+01,5.348707086e+00,9.172007933e+01,7.508043523e+01,5.413898478e+01,7.887575205e+01,5.017214528e+01,6.656218826e+01,9.810559234e+01,3.409919229e+01,5.532934710e+01,9.359884317e+01,8.336662701e+01,4.595863458e+01,2.137435311e+01,7.802234681e+01,1.503226761e+01,4.511687036e+01,3.458882497e+01,2.851715944e+01,1.759894608e+01,5.607922537e+01,1.084657906e+01,2.896660641e+01,6.705304009e+01,5.306065376e+01,9.432307364e+01
8.840513085e+01,7.434022230e+01,1.653386751e+01,9.333261481e+01,3.963743806e+01,1.136739517e+01,2.125379549e+01,1.536305270e+01,6.232352489e+00,1.791259665e+01,4.075775039e+01,7.824911769e+01,8.174454187e+01,6.701375071e+01,7.556498928e+01,3.281884277e+01,5.708441075e+01,7.167446421e+00,7.022187548e+01,9.315639438e+00,5.985311803e+01,8.074592829e+01,1.015603121e+00,3.813376121e+01,4.949701219e+00,4.695199069e+00,6.340467988e+01,7.905528070e+01,9.604678462e+01,3.030452280e+01,2.602193175e-01,6.694175568e+01,7.281063549e+01,7.616945179e+01,2.693379726e+01,2.629528166e+01,2.275330480e+01,5.506445035e+01,4.616631889e+01,6.376517214e+01,3.054849098e+01,1.235739869e+00,1.989104128e+01,4.218989445e+01,9.858710917e+01,3.864642174e+01,3.242057387e+01,8.830700138e+01,4.484973609e+01,4.540304648e+00,7.490736149e+01,2.343128924e+01,2.801076274e+01,4.009371510e+01,6.625837758e+01,5.736812953e+01,2.061060351e+01,6.865864529e+01,1.711030118e+01,6.547661866e+01,8.173759426e+01,2.960526176e+01
6.922103652e+01,1.951230896e+01,2.696982975e+01,2.604703498e+01,1.833647818e+01,9.618343509e+00,2.904672648e+01,5.655017583e+01,8.347888129e+01,6.104889493e+00,4.105417188e+01,1.288250103e+01,6.034708453e+01,4.811038785e+01,5.399584004e+01,6.171307772e+01,7.279314783e+01,4.498096645e+01,5.496621661e+01,8.329723934e+01,4.312774235e+00,4.585916887e+01,5.956354735e+01,9.124626116e+01,3.580931941e+01,8.094709111e+01,2.555158218e+01,3.556776309e+01,3.018011476e+01,4.297806192e+01,5.860707079e+01,6.945989722e+01,6.563242255e+01,4.163141028e+01,9.117703740e+01,2.357679861e+01,3.142424383e+01,9.601935810e+01,1.791249960e+01,9.693401367e+01,6.895517182e+01,2.747019899e+01,7.060329276e+01,6.117866222e+01,6.201619540e+01,3.088374208e+01,7.462502979e+01,2.244195836e+01,4.828048618e+01,8.093175843e+01,6.615291227e+01,2.789822256e+00,2.545800822e+01,9.656021169e+01,8.252825571e+01,2.903670770e+00,1.215105067e+01,9.858481853e+01,5.148283754e-01,8.067351607e+01,5.628064749e+01,4.198162409e+01
8.540444555e+01,1.067097209e+01,2.078669557e+01,7.349020531e+01,8.032471633e+00,5.640838303e+01,9.289983276e+01,8.063704213e+01,1.769945223e+01,4.592503448e+01,1.297268808e+01,2.981024674e+01,6.738145313e+01,2.190774714e+01,5.003294892e+01,9.626093859e+01,9.621255609e+01,5.499191673e+01,5.667208082e+01,6.125551443e+01,5.562916544e+01,7.814522238e+01,1.208414253e+01,2.860981170e+01,2.029745559e+01,8.866603905e+01,2.465033001e+01,9.197362202e+01,2.513510504e+01,6.282853802e+01,6.350808950e+00,7.319242176e+01,6.246726026e+01,5.280690738e+01,7.121309015e+01,1.694501067e+01,3.498564733e+01,5.786230548e+01,7.787969186e+01,1.415543651e+00,9.173753878e+01,4.458180473e+00,4.713685480e+01,7.276886743e+01,1.384122805e+01,8.320834853e+01,9.711313661e+01,7.526366315e+01,3.497202865e+00,5.316908432e+00,4.234143298e+01,1.537530382e+01,9.321829012e+01,8.351369533e+01,7.047154936e+01,5.893368247e+01,9.156671759e+00,2.677968846e+01,2.602434494e+01,2.516944627e+01,5.195978260e+01,8.428217674e+01
