v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37
9.524890817e+01,3.607949886e+01,2.145631743e+01,5.798589740e+01,5.290846333e+01,6.513421917e+01,7.682147269e+01,7.382465077e+01,1.652352669e+01,1.767203429e+01,8.717012117e+01,4.036293699e+01,8.259742097e+01,5.836339920e+01,9.700604583e+01,6.863086462e+01,9.716574331e+01,4.834467209e+01,2.934919047e+01,3.851812602e+01,2.403656333e+01,5.414689068e+01,7.003768449e+01,4.255071342e+01,4.792953290e+01,7.161170820e+00,8.076188376e+01,6.180812168e+01,9.910832975e+01,9.724626290e+01,7.434404495e+01,1.435453409e+01,2.513712864e+01,9.703033362e+01,8.081522697e+01,4.955016637e+00,4.156124950e+01
3.237531415e+01,5.787375933e+01,4.052081196e+01,1.517440927e+01,1.236230233e+01,6.456460769e+00,5.028637669e+01,1.822215034e+01,1.535814195e+01,2.492850127e+01,2.611575528e+01,5.768752639e+01,5.803505734e+01,5.614423991e+01,9.488817833e+01,1.790743646e+01,8.325029375e+00,6.401030885e+01,7.973102230e+01,9.125318221e+01,5.578072086e+01,4.974478150e+00,7.037534416e+01,4.281325159e+01,9.234736684e+01,9.339090855e+01,8.608863044e+01,1.169497805e+01,2.752379324e+01,2.950704028e+01,4.109956455e+01,1.962995245e+01,3.312639172e+01,2.004994331e+01,2.255627406e+01,8.123763217e+01,2.675444059e+01
5.566861420e+00,6.832258629e+01,6.090521695e+01,7.807428456e+01,5.803072753e+01,6.813328031e+01,9.188288003e+01,4.287353613e+01,5.570460549e+01,7.313257781e+01,8.939948995e+01,1.888276371e+01,4.288792069e+01,6.794409717e+01,6.106117329e+01,5.966202975e+01,6.869129200e+01,3.587213386e+01,6.803104145e+01,2.584611804e+01,8.866619311e+01,3.880108583e+01,2.056017501e+01,7.773861229e+01,5.434206104e+01,8.854529420e+01,6.974201223e+01,9.744285133e+01,6.833377094e-01,5.974009607e+01,3.048365857e+01,8.607904617e-01,8.245588569e+01,5.543550507e+01,2.084781021e+01,4.787816894e+01,3.889385879e+00
8.960585541e+01,7.626165721e+01,1.970697652e+01,4.715906429e+01,8.367843690e+01,9.060121329e+01,8.423378506e+00,5.892901746e+01,5.628385895e+01,5.427388648e+01,9.945612468e+01,3.716140881e+01,8.723110548e+00,5.930433282e+01,2.220652093e+01,8.866703019e+01,1.261661339e+01,6.310872551e+01,6.959485073e+00,6.239389281e+01,5.393976901e+01,5.818042777e+01,7.560232224e+01,9.002322985e+01,6.546243718e+01,7.002197726e+01,7.431669261e+01,2.733531611e+01,6.546914001e+01,7.430426396e+01,6.180057224e+01,1.975568409e+00,8.901027866e+01,7.220082789e+01,1.429076975e+01,7.681774653e+01,5.553959054e+01
4.165372886e+01,1.759011202e+01,1.781476214e+01,4.173039286e+01,6.115802581e+01,7.792367574e+01,1.612992240e+01,2.169162659e+01,2.467435788e+01,2.883846509e+01,6.132722644e+01,9.871153923e+01,4.540202960e+01,9.500072080e+01,4.048193075e+01,9.634302410e+01,1.061997844e+01,8.868558301e+01,3.675794268e+01,8.592837543e+01,6.080342537e+00,2.405782795e+01,3.997573043e+01,7.314951397e-01,2.489861332e+01,3.389062506e+01,7.474514720e+01,6.801499556e+01,6.208983791e+01,8.059141560e+01,4.957493153e+01,2.584560509e+01,1.001196243e+01,9.387683164e+00,5.843421281e+01,2.920093350e+01,2.168674468e+00
9.310758024e+01,6.649026951e+01,9.698066985e+01,2.226910856e+01,7.014161735e+01,1.062087080e+01,7.424572461e+01,9.709304110e+01,4.376870517e+01,1.107475302e+01,3.833485189e+01,2.101656071e+01,3.819772877e+01,4.675201440e+01,8.709077453e+01,2.367071681e+01,6.355603551e+01,2.088800655e+01,2.009533238e+01,8.151716500e+01,8.774821365e+01,3.346893481e+01,7.462234831e+01,7.379371286e+01,9.946480466e+01,5.168775804e+01,5.581221866e+01,8.155451923e+01,8.952066118e+01,4.279775269e+01,9.216606257e+01,4.023886993e+01,2.124449169e+00,3.231630163e+01,3.888000539e+01,4.019105871e+01,7.975288953e+01
6.854771525e+01,2.473139546e+01,4.071602268e+01,5.601234332e+01,1.761828710e+01,5.705554333e+01,9.656412691e+01,9.401836185e+01,8.138298562e+00,6.021685466e+01,8.356921519e+01,4.205062325e+01,5.854114161e+00,5.386004497e+01,6.898238385e+01,5.920823383e+01,8.766161801e+01,1.940486062e+01,1.629722505e+01,1.922559295e+00,7.065418647e+01,4.367405992e+01,2.184737971e+01,7.380220776e+01,1.467751731e+01,2.763953737e+00,7.930044495e+01,3.544667221e+01,4.532702322e+01,7.141424895e+01,2.060677833e+01,7.527657510e+01,8.017546777e+01,1.384104332e+01,6.262307346e+01,5.437499380e+01,7.879796350e+01
4.393130541e+01,6.704030935e+01,5.931140447e+01,1.442999998e+00,3.776969540e+01,2.353440446e+01,1.709320814e+01,8.316080605e+01,9.671836268e+01,4.025709217e+01,5.174730397e+01,9.993183858e+01,8.697579956e+01,9.409076419e+01,1.328962905e+01,6.306168882e+01,6.274711140e+01,3.718339119e+01,4.279814258e+01,1.808177929e+00,9.768708429e+01,4.144407259e+01,9.286077505e+01,2.662612175e+01,8.664065752e-01,8.643166545e+01,2.223757945e+01,7.400758457e+01,5.119091370e+01,6.078140550e+01,4.246151316e+01,2.411369735e+01,8.197327928e+01,1.797748602e+01,6.926718392e+01,3.556282413e+01,2.053385359e+01
4.200507829e+00,3.619550769e+00,1.084203747e+01,8.885912711e+01,4.299097169e+01,5.482016217e+01,5.687075706e+01,3.167872058e+01,8.561582493e+01,5.206975334e+01,3.388982139e+01,6.795927608e+01,4.449806608e+01,7.043908539e+01,7.716287308e+01,3.493795899e+01,5.736664099e+01,5.529511615e+00,6.931058169e+01,7.393746254e+01,7.362334125e+01,9.934498708e+01,4.063245582e+01,7.607513784e+01,4.554661337e+00,3.839793599e+01,9.614907510e+01,3.997715911e+01,7.094026039e+01,5.179164222e+01,6.473903587e+01,3.799594689e+00,7.070909540e+01,2.911298520e+01,7.036936423e+01,2.517110539e+01,4.986921403e+01
8.737154667e+01,1.637105785e+01,9.793788270e+01,6.704028665e+01,9.163120999e+01,9.900131365e+01,9.578153105e+01,8.328765053e+01,2.143762611e+01,6.459601116e+01,4.349310772e+01,4.759088159e+01,5.180613439e+01,9.719366259e+01,9.811284554e-01,7.063055627e+01,5.791523368e+01,6.777783754e+01,5.259237668e+01,1.063613165e+01,1.406372928e+01,1.467745157e+01,5.398099836e+01,6.993610526e+01,6.256415150e+01,5.883584062e+01,2.447546614e+00,4.445989719e+01,4.947364336e+01,8.427003014e+01,2.392271921e+01,4.421323638e+01,1.051264979e+01,7.269780861e+01,4.123102157e+01,3.949059604e+01,1.675361843e+01
5.834895194e+00,6.856460950e+01,1.306691484e+01,9.920918740e+01,7.556464007e+01,3.898445957e+01,5.894591348e+00,6.433414229e+00,8.936565022e+01,4.053649094e+01,2.869957052e+01,4.944677327e+01,7.256438155e+01,9.692093771e+01,7.284966452e+01,7.173589782e+01,1.655138918e+01,9.812146363e+01,4.109053403e+01,9.439522035e+01,3.376492755e+01,4.155370010e+01,4.678762208e+01,2.306661160e+01,3.735699103e+01,3.448142444e+01,8.166996928e+01,8.232811672e+01,3.415962179e+01,9.146822043e+01,9.819482908e+01,1.164986446e+01,4.885046955e+01,3.464923630e+01,3.253372625e+01,9.927576346e+01,3.044912280e+01
2.318682835e+01,5.277361683e+01,2.577821095e+01,2.506285342e+01,5.260508951e+01,2.800904235e+01,6.142370066e+01,2.092868680e+01,9.651816749e+01,1.895059016e+01,6.481083167e+01,9.327869235e+01,3.838391132e+01,4.820820728e+01,9.870576724e+01,1.604254348e+01,3.654676478e+01,8.177629314e+01,3.804680811e+01,9.974311011e+01,9.246478882e+01,6.600113789e+01,2.911045270e+01,4.779316662e+01,3.030186067e+01,4.174263637e+01,2.452605591e+01,3.704777915e+01,9.225546978e+01,6.234198685e+01,5.022586181e+01,6.349081698e+01,5.440978456e+01,1.866154337e+01,1.973496211e+01,1.731055833e+01,1.029440000e+01
1.253934157e+01,8.313600680e+01,9.048288774e+01,3.255205910e+01,9.748912664e+01,9.541912374e+01,4.355081085e+01,1.532175171e+01,5.415204901e+01,4.232499073e+01,5.405354393e+01,6.806517861e+01,1.877901814e+01,6.208590099e+01,4.318793421e+01,9.840672790e+01,9.030351682e+01,6.231124070e+01,7.733969008e+01,5.755479690e+00,7.831319394e+00,5.143707011e+01,9.276653759e+01,1.070866749e+01,6.210232330e+01,7.774334084e+01,2.173817674e+01,4.767043249e+01,3.839943099e+00,4.434613232e+01,9.205791786e+01,9.144874707e+00,5.729215836e+01,4.797494812e+00,3.056138392e+01,7.523003865e+01,7.578503007e+01
9.986105782e+01,9.200645208e+01,6.297594294e+01,2.665306092e+01,6.573491935e+01,7.613930805e+01,1.903021451e+01,2.112696023e+01,3.050061658e+01,3.241666814e+01,8.312868129e+01,6.974437203e+01,9.471489247e+01,2.862474317e+00,9.549442254e+01,6.138378323e+01,2.384678758e+01,5.602880465e+01,1.346655355e+01,7.568250531e+01,6.416032225e+01,1.244721710e+00,2.493830388e+01,3.679744040e+01,7.313569455e+01,6.758310552e+01,6.866891623e+01,5.034092637e+00,8.685492033e+01,9.041541289e+01,5.935210198e+00,5.120261578e+01,4.242583195e+01,3.827214489e+01,5.919200457e+01,9.884753526e+01,7.667288278e+01
1.875181996e+00,4.384010383e+01,3.532924595e+00,2.081619935e+01,2.693822128e+01,6.460370065e+01,9.308547513e+01,8.621662344e+01,2.302647723e+01,9.379428946e+01,5.027616102e+01,1.120870954e+01,8.604618633e+01,4.174099613e+00,3.125850406e+01,5.022258262e+01,2.000915554e+01,1.530325055e+01,9.192855974e+01,1.803697085e+01,1.085404592e+01,6.110597087e+01,5.581839138e+01,3.565305487e+01,3.467681866e+01,8.418320902e+01,5.184269653e+01,8.244461044e+01,9.457662144e+01,8.155661490e+01,4.501676117e+01,7.534892671e+01,5.333302611e+00,7.292864814e+01,2.589418481e+01,5.379743551e+00,9.283395586e+01
3.505265727e+01,2.027636529e+01,3.217289637e+01,9.330667795e+01,1.355424690e+01,1.598920952e+01,7.094904053e+01,5.011246891e+01,5.598086936e+01,3.335260831e+01,2.453301114e+01,7.648847856e+01,1.311515394e+01,2.903623813e+01,5.273114369e+01,8.924892260e+01,4.402722288e+01,2.890448456e+01,1.098867282e+00,3.354260183e+01,2.637115245e+01,5.200274672e+01,5.485167559e+00,1.775296390e+01,8.931175434e+01,5.781307668e+01,5.358045238e+01,1.068463509e+01,5.080645921e+01,8.561415416e+01,8.040221095e+01,5.675400104e+01,9.751692730e+00,9.303517078e+01,2.911306099e+01,3.788010275e+01,5.420781534e+01
6.683604764e+01,4.849939376e+00,6.775079880e+01,9.438399080e+01,3.529017984e+01,4.527323855e+01,6.960282316e+00,5.996336913e+01,3.029411871e+01,5.473066685e+01,8.128139542e+01,7.942736303e+01,3.151509423e+01,5.415283455e+01,7.604109404e+01,6.184458841e+01,1.019104474e+01,8.669592144e+00,9.587573480e+01,2.016840606e+01,5.423889720e+01,5.155648955e+01,8.542180624e+01,8.677193061e+01,4.400497504e+01,1.321644009e+00,7.974783521e+01,3.904154593e+01,3.449405593e+01,9.868726304e+01,1.820174883e-01,5.499398914e+01,7.322626315e+01,8.558568494e+01,8.935783615e+00,5.292375225e+01,2.421029113e+01
3.448763852e+01,5.755333396e+01,7.069493775e+01,7.316587565e+01,5.638175388e+01,4.104709081e+01,6.880872657e+01,2.435896613e+01,7.323553395e+01,5.805183361e+00,6.549065672e+01,3.107236698e+00,1.867623089e+01,5.429976779e+01,3.734448373e+01,6.981468139e+01,2.820771127e+01,1.697897338e+01,8.149319025e+01,1.252300252e+00,7.695088013e+01,4.967969610e+01,3.452958913e+00,7.815244951e+01,4.239197816e+01,7.391196786e+01,1.745163292e+01,2.696486341e+01,1.144366442e+01,5.745804297e+01,6.289210198e+01,5.744715035e+01,1.076377201e+01,2.367246940e+01,3.074864872e+01,4.919381579e+01,9.433709505e+01
6.212156209e+01,5.123173078e+01,9.655568523e+01,7.918070220e+01,5.703861220e+01,6.793352394e+00,4.533264202e+01,3.734228879e+01,2.892973722e+01,3.628784894e+01,1.644061133e+01,8.223301996e+01,1.300638547e+01,2.836983458e+01,6.683925267e+01,6.222412616e+01,4.192085728e+01,3.168053110e+01,7.748437690e+01,1.755892751e+00,7.530921155e+01,2.913555392e+01,3.237352007e+01,2.089667438e+01,9.997221028e+01,6.977362530e+01,4.629713103e+01,1.912391082e+01,4.075630045e+01,8.470556799e+01,6.743975294e+01,9.373257103e+01,5.222331999e+00,4.458347327e+01,8.853969861e+01,1.082057281e+01,3.988928158e+01
7.364100794e+01,1.181437848e+01,2.736180386e+01,6.582868088e+01,5.680043768e+01,1.486957668e+01,1.262465808e+00,1.431537324e+01,9.211884283e+01,7.656114840e+01,2.361763401e+01,4.067094520e+01,6.846191569e+00,8.787966671e+01,3.263687438e+01,5.346085068e+01,2.459994158e+01,7.254439680e+01,5.858291726e+01,6.123471415e+01,7.492102905e+01,6.458656636e+01,3.738714972e+01,1.108931775e+00,8.772727785e+01,6.026109390e+01,2.889468002e+01,4.223539847e+01,7.415146420e+01,9.656649763e+01,4.167435642e+01,8.810527417e+01,6.622252286e+01,5.991808973e+01,9.505301266e+01,7.429103843e+01,7.205093445e+01
8.937270854e+01,3.336625232e+01,8.107824513e+01,9.400249464e+01,8.560436030e+01,2.905181397e+01,8.553090411e+01,8.441593039e+01,3.456212320e+01,1.866967126e+01,6.195120255e+01,4.907721072e+00,8.170804584e+01,8.660212226e+01,6.379996493e+01,6.949269171e+00,3.002556162e+01,2.693393786e+01,7.449081065e+01,9.801232604e+01,7.969839604e+01,2.428244879e+01,3.107799991e+01,2.709269420e+01,3.915104616e+01,2.633008580e+01,2.525431047e+01,7.023846262e+01,6.651631370e+01,9.673617579e+01,3.782471544e+01,1.008899549e+01,5.903720783e+01,6.314754845e+01,8.227482296e+01,6.223642843e+01,5.458039149e+01
6.492850543e+00,1.599547424e+00,3.908202029e+00,7.766986106e+01,5.082287362e+01,1.246691686e+01,1.281295466e+01,1.591820128e+01,1.001810433e+01,6.483893916e+01,9.114421629e+01,8.243800557e+01,4.674652108e+01,1.810018255e+01,4.858652952e+01,3.509654719e+01,4.590523986e+00,7.472957186e+01,1.514232068e+01,3.674681075e+01,5.151882386e+00,5.584819121e+01,1.057042937e+01,6.302490208e+01,2.529756879e+01,4.868467970e+01,8.592595096e+01,7.670024594e+01,1.281745789e+01,7.516229440e+01,6.867945229e+01,8.090972175e+01,4.449716531e+01,2.513864768e+01,7.281057153e+01,9.436228794e+01,1.348546524e+01
6.224514687e+01,4.711316200e+01,9.935353116e+01,6.031465603e+01,8.624684534e+01,5.904392767e+01,2.606148091e+01,5.056004264e+00,3.689408908e+01,6.153681990e+01,9.167518643e+01,5.351174242e+01,3.673528779e+01,4.694025080e+01,5.306935845e+01,6.792811520e+01,2.327169239e+01,3.390119217e+01,8.038713817e+01,5.566059149e+01,8.329876525e+01,1.390043616e+01,6.726150133e+01,7.542853980e+01,6.428110199e+01,4.332427220e+01,9.958639431e+01,4.648163321e+01,8.732884030e+01,2.273490828e+01,9.936676456e+00,4.617041435e+01,6.632846016e+01,4.559167946e+01,7.533068745e+01,6.825858573e+01,6.790259243e+01
2.767680076e+01,4.780184660e+01,1.878609713e+01,1.325900515e+01,3.468361268e+01,5.167594871e+01,6.166529585e+00,5.917155583e+01,6.267105988e+01,5.086054127e+01,9.924436885e+01,2.331868706e+01,3.730944120e+01,3.112393704e+01,8.578455343e+01,4.964579879e+01,4.802754392e+01,5.707983316e+01,4.165276089e+01,4.506245081e+00,7.176263697e+01,8.585352102e+01,4.733518662e+01,6.223335661e+01,1.584866313e+01,2.549460259e+01,8.562971347e+00,8.776844872e+01,2.428056350e+01,6.343415513e+01,9.097463710e+01,7.347827002e+01,5.296604294e+01,8.313323887e+01,7.946429290e+01,6.922068384e+01,3.168923426e+01
5.219268970e+01,3.876831657e+01,4.449534840e+01,1.502542649e+01,5.990632355e+01,8.067164677e+01,6.913521882e+01,8.196926537e+01,9.625589488e+01,4.115309882e+01,9.761268309e+01,6.579340135e+01,6.743964842e+01,5.630571445e+01,2.727250549e+01,7.534678756e+01,1.412458626e+01,6.379109967e+00,3.063119189e+00,3.556641285e+01,1.885255900e+01,6.089875185e+01,6.147097025e+01,7.472574169e+01,8.198779162e+01,2.934238245e+01,4.391963457e+01,2.089618944e+01,4.656390830e+01,4.268686321e+01,3.519742338e+01,1.154850779e+01,1.133388146e+01,1.728288170e+01,8.124292486e+01,7.312610059e+01,7.673940019e+01
4.052933748e+00,5.254137024e+01,2.942131508e+01,7.433806141e+01,1.785616495e+01,4.345146587e+01,8.140923646e+01,2.734607420e+00,8.777691951e+01,6.126239312e+00,9.798992405e+01,7.046447127e+01,1.917085889e+00,6.410499671e+01,4.096902928e+00,5.599329236e+01,3.915155723e+01,4.719046978e+01,7.654182261e+01,4.657645506e+01,6.045494296e+01,6.892072011e+01,3.600866289e+01,4.528153125e+01,8.582573553e+01,6.606679593e+01,3.476666165e+01,7.845467070e+01,8.368504558e+00,5.721175170e+01,5.844122336e+01,8.780881539e+01,3.089931541e+01,6.843557365e+01,6.726721463e+01,6.670833172e+01,6.972572159e+00
3.030251614e+00,2.330785649e+01,6.670219179e+01,5.385198784e+01,7.360569170e+01,5.293726993e+01,5.316362595e+01,7.747518267e+01,1.094918326e+01,4.131502051e+00,3.990386169e+00,6.713380959e+01,1.438962817e+01,1.649876012e+01,6.041090352e+01,9.599166014e+01,1.750971688e+01,5.491493114e+01,4.615760153e+01,1.239945041e+01,9.077424237e+01,3.497054958e+01,1.583722538e+01,8.537594655e+01,9.548834183e+01,1.339065702e+01,5.402899132e+01,3.547170706e+00,3.816068690e+01,6.397760976e+01,7.857897416e+01,3.045894715e+01,4.014251378e+01,2.139504256e+01,7.208911229e+01,7.438464800e+01,2.028663187e-01
4.213244870e+01,6.555474526e+01,6.431932896e+01,8.542890445e+01,2.109698457e+00,7.409578568e+00,2.037196003e+00,1.764712232e+01,6.993958988e+01,5.740652659e+01,6.255035379e+01,1.662899169e+00,9.661993099e+01,8.068696207e+01,6.507691546e+01,6.162416635e+01,3.394179633e+01,6.050864140e+01,2.274750362e+01,6.907845506e+01,7.781721153e+01,1.646145260e-01,1.191078822e+01,6.045224390e+01,5.569716514e+01,1.428655195e+01,8.041801604e+01,3.727957963e+00,3.894066497e+01,4.873006596e+01,8.797571935e+01,7.002663037e+01,5.367996739e+01,6.181287645e+01,8.746046932e+01,4.156714873e+00,4.221228057e+00
3.206295760e+01,5.656706237e+01,2.867146461e+01,1.401694695e+01,3.258896890e+01,7.888971357e+01,2.386993265e+01,9.609946019e+01,1.976871084e+01,7.614855757e+01,9.559575671e+01,9.261568297e+01,7.716224054e+01,7.575594996e+01,5.595226114e+01,1.814890287e+00,2.514368125e+01,5.589242000e+01,1.135577921e+00,1.202403562e+01,6.148005254e+01,4.175764047e+01,5.133179783e+01,1.982770301e+00,9.736338901e+01,7.264523376e+01,5.930541668e+01,8.624531825e+01,4.514353968e+01,8.970759769e+01,5.542242504e+01,4.881289913e+01,5.051027268e+01,8.465763122e+01,3.924068255e+01,7.440073965e+01,9.258362991e+01
5.855727666e-01,2.726640352e+01,7.286169637e+01,6.093735681e+01,8.359567487e+01,6.174337900e+01,9.598803538e+01,4.169811127e+01,6.798020651e+00,8.175303750e+01,5.413954926e+01,1.760280105e+01,1.478261428e+01,3.489650336e+01,2.452965297e+01,2.803071651e+01,2.588795187e+01,5.309285206e+01,8.870464947e+01,1.412160662e+01,2.314643101e+01,5.942852389e+01,4.059492487e+00,1.856960289e+01,1.728925053e+01,2.621251877e+01,8.450572888e+01,8.907071544e+01,7.154290413e+01,6.683197036e+01,5.475654045e+01,5.026420314e+01,9.099040978e+01,8.083427229e+01,3.297229905e+01,8.402890985e+01,6.557261595e+01
2.297752517e+01,3.135972097e+01,3.663597665e+01,7.094567511e+01,9.515603852e+01,1.276840309e+01,1.276937156e+01,2.060325214e+01,5.786436429e+00,9.829643941e+01,7.356924368e+01,1.281316476e+00,8.798561436e+01,5.640432813e+01,5.337024582e+00,1.018614825e+00,3.352964114e+01,1.058137992e+01,4.700325857e+01,3.148946771e+01,8.611787231e+01,2.787876023e+01,8.427572492e+01,5.893394895e+01,3.777688165e+01,4.770008855e+01,4.514035143e+01,8.720673584e+01,2.017030110e+01,3.969611665e+01,2.126539803e+00,7.958545121e+01,6.867292290e+01,4.412375987e+01,9.974501535e+01,8.258316499e+01,6.032390402e+01
6.522807662e+01,8.474222315e+01,3.271654782e+01,1.534868496e+01,8.121105705e+01,9.950596139e+01,4.627777224e+01,7.441828332e+01,2.124822421e+01,1.176999173e+01,7.244145531e+00,1.079841934e+01,6.561564559e+01,1.480545593e+01,3.174787162e-01,2.465234418e+01,5.348062768e+01,6.022364263e+01,5.724901045e+01,7.172537887e+01,7.981545416e+01,5.112544669e+00,6.570486921e+01,7.552734007e+01,8.986949961e+01,5.509535518e+01,9.316618866e+01,4.533880307e+00,8.380339528e+01,6.711327714e+01,8.738486358e+01,9.960744158e+00,8.740806963e+01,7.896951073e+01,9.326648304e+01,8.470651304e+01,7.711163335e+01
1.765011578e+01,3.463162051e+01,2.426927455e+01,7.959795647e+01,6.146766732e+01,5.930564753e+01,9.353422376e+01,6.303392405e-01,2.876323789e+01,8.983486192e+01,1.877394420e+01,8.341388571e+01,8.079203920e+01,4.939957249e+01,5.840113198e+01,4.140087623e+01,2.283296535e+01,2.530278145e+01,5.306703019e+01,8.297525764e-01,4.529106138e+01,4.698185635e+01,8.609215903e+01,8.193137490e+01,4.758855409e+01,4.269872856e+01,5.290739261e+01,8.325093952e+01,7.235122353e+01,3.048212117e+01,7.589121102e+01,4.368959117e+01,9.278831575e+01,3.940867918e+01,5.324145345e+01,2.651173259e+01,1.450445004e+01
8.826163764e+01,6.978364630e+00,6.992368929e+01,4.031764310e+01,2.358353782e+01,7.703195874e+01,3.975373483e+01,5.201738577e+01,3.494615257e+01,1.114781676e+01,9.195838030e+01,8.490323288e+01,4.150519944e+01,1.464449531e+01,2.604052669e+01,7.692766284e+00,8.905220238e+01,9.650321712e+01,9.297031474e+01,5.783517433e+01,9.926247277e+01,1.151192243e+01,9.679582320e+01,3.704301077e+01,4.659795788e+01,8.339936065e+01,4.304243627e+01,9.356837158e+01,1.115041010e+01,5.760464982e+01,3.066209408e+01,1.861427520e+01,2.431947926e+01,4.531850675e+01,1.702141815e+01,2.338278938e+00,8.931067081e+01
2.361121261e+01,4.544467284e+01,1.474016733e+01,8.315990757e+01,5.166037081e+01,4.274320729e+01,7.631892113e+01,8.487010066e+01,6.446205368e+01,8.827504177e+01,8.795840924e+00,3.209906765e+01,3.781068481e+01,2.770100660e+01,4.747296859e+01,2.976711777e+01,9.685798569e+01,3.565642285e+01,6.059949693e+01,3.945270567e+00,2.064846016e+01,1.353625468e+01,2.160377178e+00,3.588501660e+01,6.937409129e+01,9.037056022e+01,9.137931069e+01,4.968774937e+01,7.891805916e+01,8.622406624e+01,5.666529893e+01,3.665420869e+01,2.687637655e+01,3.888538002e+01,6.325630529e+00,5.502015085e+01,5.898855730e+01
2.897991671e+01,8.394816758e+01,5.538286608e+01,4.220847234e+01,5.580116358e+01,7.567980993e+01,7.755858976e+01,9.081915234e+01,6.117720763e+01,6.865535415e+01,6.321593752e+01,2.785144190e+00,7.174779956e+01,5.600820799e+01,6.523193927e+01,3.121837840e+01,1.339866676e+01,5.295879834e+00,6.124580386e+01,1.485149631e+01,5.691817857e+01,7.642696384e+01,1.255512952e+01,6.211314772e+01,9.380818317e+01,4.751531952e+01,5.009148216e+01,8.048272210e+01,6.595196194e+01,8.557493784e+01,1.002142605e+01,4.928201520e+01,8.470073730e+01,5.105788091e+01,5.073765702e+01,2.166628812e+01,1.881300012e+01
9.709281368e+01,8.889230654e+01,9.856763538e+01,4.486020921e+01,3.261190565e+00,6.244211989e+01,9.688029841e+01,7.289837139e+01,9.402096171e+01,7.177361328e+01,2.609680382e+01,9.408516596e+01,7.213617530e+01,8.404026462e+01,6.780037186e+01,6.870805468e+01,4.012659096e+00,6.980262345e+01,1.930892328e+01,7.787404248e+01,5.401282415e+01,8.083675949e+00,5.911634627e+01,9.995148584e+01,9.580008639e+01,7.967022239e+01,7.243383335e+01,9.581366114e+01,9.135060114e+01,4.647515818e+01,5.355470936e+01,7.612189127e+01,9.713955239e+01,6.034569623e+01,4.547574702e+01,2.474484641e+01,3.651299747e+01
2.345182324e+01,8.113948294e+01,1.237947127e+01,1.415610157e+01,4.406616039e+01,8.442365155e+01,1.540391881e+01,4.856334598e+01,7.555937984e+01,7.347321938e+01,9.900779059e+01,7.781847669e+01,5.743898568e+01,2.337740881e+01,7.611448777e+01,2.332496180e+01,7.126142839e+01,1.468772072e+01,3.903057847e+01,9.286645072e+01,7.679019892e+01,2.141247175e+01,8.475182317e+01,6.361712636e+01,3.354789960e+01,4.741346048e+01,2.470431115e+01,9.339148904e+01,1.230886946e+01,2.550744136e+01,3.701375049e+01,6.797239826e+01,1.121813430e+01,3.070049834e+01,1.990832923e+01,8.201545370e+01,4.096440196e+01
4.149407844e+01,3.610316309e+01,1.887253756e+01,1.275157122e+01,5.424875841e+01,6.168365233e+01,7.525561816e+01,4.493173628e+01,7.297438214e+01,3.506068748e+00,2.743135930e+01,9.229053322e+01,1.340446441e+01,7.877642027e+01,8.460737738e+01,5.299259614e+01,5.411342824e+00,5.387734126e+01,2.232574290e+01,1.860243114e+01,6.520399359e+01,4.854173916e+00,4.463786132e+01,1.223044853e+01,5.098896788e+01,6.658803446e+01,1.710577919e+00,6.278350166e+01,5.450434195e+01,7.720720090e+01,5.899822970e+01,3.575029735e+01,8.509615501e+01,5.881234500e+01,3.853298524e+01,3.054032731e+01,4.591641800e+01
5.116364944e+01,6.651397539e+01,7.539941743e+01,4.152203570e+01,8.805084698e+01,8.184823527e+01,9.704982663e+00,8.751009058e+01,8.052405462e+01,8.766702119e+01,7.576255148e+01,7.455073137e+01,5.383581672e+01,4.247221710e+01,8.198605950e+01,8.282538167e+01,8.275983930e+01,5.419033061e+01,3.644934635e+01,6.024720829e+01,4.780002572e+01,6.438180943e+01,6.346799781e+01,8.687428797e+01,3.371529669e+01,7.194433139e+01,6.256032731e+01,4.584242105e+01,1.027639809e+01,3.916560786e+01,2.459839489e+01,1.074870396e+01,1.910737076e+01,5.378369673e+01,8.316306472e+01,9.640944636e+01,4.549294125e+01
6.519390458e+01,9.916990845e+01,6.603040319e+00,9.291064619e+01,5.199774858e+01,8.863638184e+01,3.535203343e+01,2.597908915e+00,9.916240765e+01,2.423714853e+01,4.090246077e+01,7.619418912e+01,4.414468405e+01,5.594978815e+01,7.596234909e+01,4.551672896e+01,1.603813671e+01,8.374340346e+01,8.085532015e+01,4.125979308e+01,5.019084992e+01,9.257153681e+01,5.509556550e+01,5.614957412e+01,7.184282304e+01,3.653829668e+01,8.222936447e+01,9.274496724e+01,6.066288971e+01,7.530208020e+01,2.518889382e+01,9.998830705e+01,7.599264404e+01,2.736774535e+01,1.184035821e+01,1.173680365e+01,6.812788423e+01
