v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
3.239842016e+01,5.646516465e+01,9.014449191e+00,6.592880070e+01,8.882808062e+01,2.765860773e+01,4.567942025e+01,4.196143219e+01,5.364825553e+01,5.262158455e+01,6.585721403e+01,2.255742469e+01,6.932382679e+01,1.340684125e+01,5.487654593e+00,5.912791813e+01,6.052308080e+01,6.403224144e+01,4.560173155e+01,8.543817127e+01
6.329130018e+01,4.102747869e+01,7.701500513e+01,6.242692019e+01,7.532682158e+01,6.406233698e+00,7.993366742e+01,8.814452719e+01,7.648514600e+01,8.939853752e+01,4.083696110e+01,3.735908887e+01,2.120405907e+01,6.536545462e+01,7.765271038e+01,7.139873307e+01,3.306218278e+01,6.809645914e+01,8.753389575e+01,9.269704213e+01
8.620463362e+01,4.185046361e+01,5.110112743e+00,2.955509597e+01,2.801036950e+01,3.541662036e+01,9.404516082e+01,3.579201680e+01,1.814276482e+01,3.117528449e+01,6.003306483e+01,4.196270857e+01,6.892535737e+01,8.582389577e+01,6.402871708e+01,1.815399394e+01,5.462585648e+01,1.659344648e+01,1.325513682e+01,9.228857066e+01
4.909711412e+01,3.782583699e+01,4.208125534e+01,3.667981292e+01,8.965655113e+01,9.215336452e+01,8.985173705e+01,4.621509567e+01,2.524775443e+01,8.276928644e+01,4.346887922e+01,3.362138230e+00,5.768923820e+01,7.548116493e+01,6.020384936e+01,1.474013655e+01,6.092300507e+00,6.744964284e+01,4.556080174e+01,7.087034834e+01
1.501421034e+01,2.662283639e+01,6.979345685e+01,3.247988240e+00,6.081350831e+01,2.494475397e+01,9.984494165e+01,3.345495850e+00,4.663994592e+01,5.802478536e+01,3.191749180e+01,6.682311023e+01,5.018434296e+01,8.230316866e+01,8.634715649e+01,8.695918583e+01,4.203279597e+01,7.245492731e+01,1.529540492e+01,6.462814117e+01
1.110844256e+00,2.693245028e+01,7.824320000e+01,7.822992835e+01,4.415293881e+00,9.376581068e+01,9.457778188e+01,6.105148186e+01,1.584664638e+01,5.144527422e+01,8.038707883e+01,7.191165725e+00,1.211588630e+01,7.078196417e+01,2.885580567e+01,2.834928391e+01,7.259915367e+01,7.904515318e+01,9.597187097e+01,1.281026149e+01
4.583609908e+01,9.109986628e+01,9.315513313e+01,2.019872902e+01,7.739427167e+00,2.365535527e+01,6.310331191e+01,8.479450292e+01,7.569708678e+01,2.249283125e+01,9.926331112e+01,3.635805955e+01,8.623715827e+01,9.975422275e+01,2.575923854e+01,1.556340006e+01,9.601884335e+00,9.137643115e+01,9.569475721e+01,1.822018789e+01
1.563822272e+01,1.909520579e+00,8.974727817e+01,7.207937999e+01,4.494479540e+01,7.828314735e+01,6.047688274e+01,3.883760877e+01,3.881847803e+00,5.330541351e+01,5.956693943e+01,5.050503066e+01,1.339966731e+01,6.249807843e+01,5.606005026e+01,1.406217733e+01,1.618116882e+01,8.340017466e+01,2.881808910e+01,1.181333151e+01
8.450881802e+01,1.562422485e+01,7.526902545e-01,7.657368786e+01,8.263781765e+01,1.859281335e+01,9.108112985e+01,5.844223476e+01,9.311018794e+01,9.256995519e+01,3.042734132e+01,5.488388666e+01,1.607099074e+01,1.447592410e+01,8.549634653e+01,7.049125698e+01,8.590976028e+01,2.678945480e+01,8.078125912e+01,7.076769515e+01
1.665234490e+01,2.235222396e+01,7.520600096e+01,1.586269184e+01,4.715088897e+01,9.444068386e+01,1.579621391e+01,3.085864929e+01,5.973432330e+01,7.729966440e+00,2.406320940e+01,4.863534422e+01,1.564925820e+00,5.568333655e+01,9.653992791e+01,4.212588277e+01,3.612963730e+01,3.275647504e+01,8.280585193e+01,2.336028982e+01
4.284083716e+01,4.127659717e+01,8.809782763e+01,4.538126824e+01,1.436144818e+01,6.539384499e+01,7.318660312e+01,8.857510480e+01,5.298049766e+01,3.032175125e+00,9.536179793e+01,5.835268709e+01,9.286892389e+01,2.661777498e+01,8.447443001e+01,8.038247727e+01,2.008420071e+01,3.662630416e+01,7.092426960e+01,6.588441606e+01
3.721725882e+01,7.767735307e+01,3.302963775e+01,6.552694956e+01,3.999308119e+01,9.779290021e+01,4.719916016e+01,5.505004112e+01,7.182732971e+01,7.431258788e+01,9.286468541e+01,2.815511183e+01,2.351429927e+01,7.016638091e+01,4.620183708e+01,6.875753856e+01,6.908554881e+01,3.338891354e+01,1.639269252e+01,9.234523998e+01
4.494275478e+01,8.327623611e+01,6.194124286e+01,9.132604934e+01,2.615603818e+01,9.781389386e+01,4.044502790e+01,1.630250700e+01,7.489568578e+01,7.272365376e+01,5.605610284e+01,9.365621753e+01,4.280610743e+01,6.590430839e+01,4.246914549e+01,3.659450909e+01,7.034926680e+01,8.869279609e+01,9.068759258e+00,3.588494171e+01
2.353805414e+01,4.903627897e+01,4.845586760e+00,3.643397081e+01,4.606860366e+01,5.578428417e+01,5.386522648e+01,9.374616818e+00,3.900080721e+01,9.882836893e+01,9.687020397e+01,8.117059773e+01,5.921849629e+01,3.121493002e+01,5.891739244e+01,5.726040310e+01,2.958091212e+01,4.781739228e+01,2.575258732e+01,6.022524055e+01
9.913584888e+00,2.727056190e+01,5.936529881e+01,5.264447852e+01,4.333482551e+01,9.533823066e+01,6.934475920e+01,4.837757765e+01,1.130635439e+01,5.708216242e+01,6.950627700e+01,6.530407868e+01,8.245588874e+01,7.703560632e+01,9.246572123e+01,2.562693939e+01,1.565114014e+01,3.413147501e+01,7.962016944e+01,8.358947584e+01
3.191932240e+01,8.289795073e+01,2.352929587e+01,9.233976038e+01,6.526613152e+01,2.528999765e+01,9.581858065e+01,3.967788582e+01,4.027620010e+01,5.369194388e+01,6.606258486e+01,2.293657130e+01,8.361604103e+01,2.153055513e+01,6.134024830e+01,2.556003947e+01,4.410894948e+00,1.693338647e+01,6.347412966e+01,2.401356766e+01
4.244122729e+01,1.139949070e+01,4.802801197e+01,4.834276569e+01,6.456929336e+00,5.618970570e+01,1.966573819e+01,4.992369614e+01,3.133488182e+00,7.877074654e+01,9.775556428e+01,4.181724228e+01,9.385184608e+01,6.100549724e+01,1.813611490e+01,4.033011840e+01,3.458513508e+01,1.526731306e+01,9.448294172e+01,7.002579461e+01
6.072628823e+01,9.352992118e+01,8.213863818e+01,5.957449174e+01,3.292422920e+01,3.378568278e+01,3.548166853e+01,1.302807684e+01,3.398142671e+01,1.376659098e+00,8.169147834e+01,3.316430764e+01,6.679833737e+01,9.477046514e+01,1.285506516e+01,4.951039409e+01,4.332123070e+01,5.938873792e+01,8.686474634e+01,6.612436525e+01
7.469607562e+01,8.680276937e+01,2.490418971e+01,8.626452516e+01,9.480142881e+01,8.615058604e+01,3.653323635e+01,6.062371755e+01,6.949888954e+00,7.191396263e+01,2.362589829e+01,6.579414311e+00,7.562659212e+01,3.948001222e+01,8.191001837e+01,7.239323889e+01,4.427737815e+01,8.624884847e+01,2.009526776e+01,8.424248540e+01
9.948015901e+01,4.640883174e+01,4.420745311e+01,7.902889397e+00,4.238115866e+00,7.538947142e+01,1.675299388e+00,6.531505194e+01,3.573222175e+01,6.058273316e+01,7.371956846e+01,2.361781301e+01,8.949515127e+01,7.450757564e+01,8.675913759e+01,1.955661340e+01,8.456135582e+01,6.121778789e+01,8.465113837e+01,1.456972893e+01
1.338115073e+01,4.285861826e+01,1.253893544e+01,3.843363188e+01,5.418792277e+01,6.300913368e+01,4.200014555e+01,5.105095765e+01,4.112956811e+01,6.218422397e+01,3.107263529e+01,5.608247709e+01,2.629175266e+01,5.724212273e+01,8.021791395e+01,7.302532044e+01,9.246284757e+00,7.725193059e+01,4.191218658e+01,2.896704008e+01
9.603436805e+01,4.685817323e+01,8.114267553e+01,9.159591797e+01,8.641634164e+01,4.456436763e+01,9.428307184e+01,6.395399333e+01,5.999238241e+00,4.861553048e+01,9.559169944e+01,9.417375231e+01,1.293158792e+01,6.921241626e+01,8.039713270e+01,2.541896425e+01,3.547581468e+01,6.799774915e+01,8.375301875e+01,3.920457056e+01
4.893748909e+01,8.875728627e+01,7.796860596e+01,1.909994564e+01,8.768376503e+01,8.677362154e+01,3.297005494e+01,6.057427270e+01,9.166857099e+01,2.047977888e+01,9.325150401e+01,5.961075577e+01,9.335142332e+01,7.054875598e+01,5.256448958e+01,5.316174817e+01,6.026926734e+01,9.373412757e+01,2.438817423e+01,7.040599264e+00
7.051056911e+00,4.103105017e-01,6.653577628e+01,7.835386367e+01,6.290665971e+01,7.910882726e+01,8.334671714e+01,9.409640761e+01,1.108387093e+01,4.628513114e+01,6.381453204e+01,2.871778611e+01,5.642029615e+01,1.587943346e+01,9.187706971e+01,6.952305447e+01,9.549196359e+01,3.401351451e+01,4.392695776e+01,8.491781973e+00
6.942937113e+01,8.550958889e+01,9.412970795e+01,2.591283320e+01,3.760686534e+01,3.123785710e+01,4.428422081e+01,9.897500508e+01,9.377797846e+00,4.440839068e+01,9.406859736e+01,3.449441680e+01,7.134814492e+01,8.448075507e+00,7.319697340e+01,3.038938911e+01,1.653192334e+01,1.202199035e+01,5.675797271e+01,3.610773667e+01
5.324935975e+01,9.214998741e+01,2.798778184e+01,1.666862048e+01,6.801443250e+01,7.134468190e+01,1.322779889e+01,9.028900160e+00,9.051422789e+01,6.598932510e+01,7.735644052e+01,6.737690238e+01,2.854701268e+00,7.480154807e+01,3.040073946e+01,1.071772956e+01,5.701874072e+01,1.155996583e+01,3.693609111e+01,4.151064430e+01
9.571814400e+01,6.643784084e+00,3.674662632e+00,6.386517981e+01,9.298804356e+01,4.424908430e+01,7.444602856e+01,4.056700629e+01,3.037021094e+01,2.350929612e+01,3.133299553e+01,9.138045872e+01,6.147887892e+01,5.315507635e+01,2.428429336e+01,1.847536859e+01,5.815323388e+01,5.691397987e+01,8.560960137e+01,2.295115204e+01
6.537341191e+01,7.120318835e+01,9.396075487e+01,2.589830922e+01,8.900299979e+01,6.730371131e+01,3.001055818e+00,4.062713927e+01,8.997113529e+01,9.150447165e+01,4.025091770e+00,5.409407643e+00,1.495379794e+01,6.393379997e+01,7.142257216e+01,6.009568485e+01,1.000257243e+01,6.104401500e+00,6.261970081e+01,3.531554172e+01
7.655024199e+01,2.576792603e+01,2.470430804e+01,2.419534554e+01,9.837127341e+01,9.263203669e+01,2.792043283e+01,4.450436927e+01,3.012701441e+01,2.411597018e+01,4.941512659e+01,1.702818987e+01,8.157312473e+00,9.087590231e+01,3.162234995e+01,4.239222484e+01,4.098122893e+01,5.531075268e+01,9.860574135e+01,8.024021149e+01
7.584049282e+01,9.587772010e+01,2.345526309e+01,7.780731424e+01,1.429163979e+01,6.241512072e+01,6.796581397e+01,6.403788225e+01,5.874980826e+01,4.019918532e+01,7.154911372e+01,1.723856679e+00,1.909414299e+01,6.813346801e+00,6.574684445e+01,1.085566158e+01,9.571480778e+01,2.209402352e-01,8.981288087e+01,3.221425187e+01
5.130044557e+01,7.408157629e+01,3.428578386e+01,1.002990276e+01,5.761123471e+01,3.899272091e+01,9.897602908e+00,6.897433357e+01,1.478454183e+01,4.623211571e+00,9.694756519e+01,2.279078382e+01,6.829778833e+01,9.090541947e+00,7.160574481e+01,6.749114153e+01,4.868095953e+01,6.778522048e+01,9.455571650e+01,5.542062836e+01
6.501680779e+01,7.065823509e+00,8.655624484e+01,7.546007221e+01,5.096565431e+01,8.512389900e+01,2.801791204e+00,4.019918186e+01,5.065683223e+01,8.794091571e+01,2.975959143e+01,6.903533696e+01,7.837976322e+01,1.663617151e+01,4.210616619e+01,9.683915074e+00,2.689744335e+01,4.900975946e+01,1.379808236e+01,6.108739829e+01
5.481636345e+01,6.964137403e+01,6.698283030e+01,2.844127212e+01,4.452386870e+01,4.497264746e+01,3.089338606e+01,2.445628479e+01,6.217960759e+01,2.179493881e+01,5.468007641e+01,6.759696156e+01,9.762918179e-01,8.903635403e+01,6.852871478e+01,5.183653680e+01,7.837709428e+01,8.281511187e+01,4.847439109e+00,9.215065572e+00
7.275055552e+01,4.093952626e+01,4.616591707e+01,6.485443437e+01,5.034451760e+01,9.481603687e+01,9.944986839e+01,8.642226276e+01,1.271348865e+00,1.369874119e+01,7.903493491e+01,1.674272611e+01,5.732402917e+01,2.118910026e+01,7.750697275e+01,5.296684952e-01,4.226390868e+01,1.426868040e+01,6.518208674e+01,6.076213616e+01
9.641932265e+01,9.749119319e+01,5.986600099e+01,5.681688682e+01,5.509913605e+01,3.062030515e+01,3.718407427e+01,6.751902450e+01,5.959716827e+01,8.212247265e+01,9.098968512e+00,5.879888727e+01,7.897321262e+01,1.571773608e+01,9.760300379e+01,5.486132597e+01,8.286452402e+01,1.469898133e+01,1.682870764e+01,5.461498462e+01
5.354452679e+01,7.255225863e+01,4.503254779e+01,9.953316670e+01,7.247037491e+01,9.566760497e+01,2.504754474e+01,6.312039006e+00,1.541234528e+01,3.446712689e+01,7.005032678e+01,1.330381462e+01,9.920973865e+01,1.330173185e+01,2.995162247e+01,3.810523136e+01,4.887044201e+01,5.318879355e+01,8.173083760e+01,9.563742714e+01
7.928165491e+01,7.943516235e+01,8.561137757e+01,8.143552792e+01,8.519653707e+01,8.667995596e+00,3.590546780e+01,8.689401529e+00,5.802680882e+01,5.882277465e+01,7.694452430e+01,1.376961016e+01,9.636498459e+00,3.035167864e+01,1.383465789e+01,7.935879564e+01,5.782611563e+01,1.055305627e+01,6.026177205e+01,3.993938536e+01
9.721660107e+01,4.652579278e+00,9.034671085e+01,8.475795479e+01,7.944738492e+01,9.717917671e+01,1.199442381e+01,8.970928646e+01,5.706664294e+01,1.830760188e+01,9.069414975e+01,4.715214640e+01,2.567821185e+01,8.883418855e+01,8.964599026e+01,3.736222457e+01,4.839406874e+01,9.852303716e+01,5.188724948e+01,9.252730516e+01
5.920335725e+01,6.036440738e+01,2.145401588e+01,3.513613196e+01,1.335958046e+01,9.298263717e+01,4.289497261e+01,8.369265650e+01,3.365698841e+01,8.838466355e+01,8.580850919e+01,9.902052415e+01,6.961074384e+01,7.735579076e+01,7.124681587e+01,1.676448205e+01,9.806806255e+01,1.854286383e+01,1.911379928e+01,9.062652074e+01
6.007404503e+01,3.373850375e+01,1.995988589e+01,4.778290869e+01,3.339111535e+01,2.599319728e+01,5.238794801e+01,8.778629378e+01,5.907264938e+01,8.948659997e+01,4.804860827e+01,8.681197088e+00,6.580166818e+01,1.162420287e+01,5.354961014e+01,7.004488044e-01,5.546822450e+01,3.201206490e+01,4.154088005e+01,5.697230348e+01
2.439269963e+01,7.520285053e+01,8.685917002e+01,7.478867847e+01,1.814558072e+01,6.107441290e+01,2.130561337e+01,5.669570344e+00,2.267684525e+01,9.208937559e+00,6.174280995e+01,1.526109991e+01,6.288263955e+01,2.323058211e+01,6.842889100e+01,8.489517844e+01,6.824182198e+01,4.836600859e+01,4.343219043e+01,6.181725589e+01
8.780442071e+01,6.003647918e+00,9.524634705e+01,3.927573039e+01,9.986831253e+00,9.328842768e+01,5.414863144e+01,2.995171490e+01,2.302711754e+01,9.888766729e+00,3.417762504e+01,8.871147601e+01,2.205273607e+01,4.978322034e+01,1.761269063e+01,7.940922643e+01,6.274816747e+01,3.503968731e+00,8.227346992e+01,2.002631296e+01
3.610895417e+01,7.430177659e+01,6.902221274e+01,6.911349322e+01,4.098524749e+00,7.574700700e+01,2.368047242e+01,6.649337893e+01,8.960741716e+01,4.404180475e+01,6.564263988e+01,4.066257118e+01,1.559777570e+01,9.012248266e+01,2.782404743e+01,3.691795360e+01,5.531676357e+01,2.361275599e+01,5.298236911e+01,4.201194117e+01
9.240095604e+01,4.854008583e+01,7.928674595e+01,5.310216718e+01,2.409948547e+00,7.081022106e+01,5.274695852e+01,1.864186251e+01,4.790470461e+01,6.355806995e+01,8.562247566e+01,7.551973942e+01,6.384627462e+01,4.429618565e+01,1.295816115e+01,7.406593128e+01,2.993008961e+01,1.483039798e+01,8.552303834e+01,4.170909415e+01
8.533586167e+01,5.677205405e+01,3.152989541e+01,2.480223432e+01,9.887990205e+01,9.310389380e+01,3.070770443e+01,6.360507519e+01,3.226276598e+01,3.483120501e+01,3.001297201e+01,2.135847413e+01,7.122314646e+01,5.372933456e+01,8.620998044e+01,1.948595431e+01,2.870885423e+01,6.063208383e+01,3.721741243e+00,6.316903158e+01
3.867123333e+01,3.091895108e+01,4.652445158e+01,1.298124212e+01,1.403357604e+01,8.137989070e+00,7.491097164e+01,6.269486088e+01,2.189300102e+01,1.193565003e+01,5.888754723e-01,9.815004247e+01,9.961385540e+01,3.065210511e+00,3.951545057e+01,5.070696390e+01,8.831423523e+01,3.564790226e+01,3.124870757e+01,9.994079713e+01
5.893355278e+00,6.024451115e+01,8.437961201e+01,3.509397708e+01,7.570393309e+00,5.982625701e+01,7.309252266e+01,5.774303168e+01,4.964884960e+01,8.977092822e+01,2.138140486e+01,5.747873169e+01,8.435812403e+01,7.136212304e+01,6.304608510e+01,4.789259019e+01,5.582714382e+01,5.941420255e+01,9.755510125e+00,3.108746440e+01
1.214526637e+01,5.909265540e+01,7.804424847e+01,7.431028720e+00,8.233970780e+01,6.410887710e+01,3.253502737e-01,2.592154040e+01,5.981491922e+01,2.277144424e+01,4.355276655e+01,9.283746694e+01,3.627975755e+01,7.843088936e+01,4.308608237e+01,2.380551242e+01,2.146863685e+01,1.292966310e+01,6.323789984e+01,7.122469565e+01
7.792039741e+01,2.133443976e+01,4.258307705e+00,3.397764418e+01,6.118438300e+01,3.706212564e+01,4.931716588e+00,6.825502915e+01,4.340229710e+01,6.107715790e+01,7.424992979e+01,6.353828499e+01,8.510430420e+01,2.397732219e+01,2.063874878e+01,2.143033112e+01,5.232889963e+01,7.659103564e+01,2.289793326e+01,1.629885787e+01
3.381620335e+01,3.400864377e+01,7.887710038e+01,1.997300385e+01,8.273576089e+01,4.576155545e+01,7.809621966e+01,7.278824363e+01,1.565689376e+01,1.741630493e+01,7.704949213e+01,5.047813450e+01,6.078837361e+00,6.372401072e+01,5.177814369e+01,2.264958416e+01,4.960232663e+01,4.691670358e+01,2.123573359e+01,3.008210989e+01
7.525005866e+01,3.175719092e+01,2.649791497e+01,9.612058419e+01,6.331899797e+01,6.214068816e+01,5.286406196e+01,7.598898769e+01,7.505767213e+01,5.635685679e+01,3.208544415e+01,6.892771515e+01,3.841723563e+01,9.967318070e+01,7.564202178e+01,4.265486113e+01,8.985368518e+01,3.039820021e+01,8.190666641e+01,9.380360825e+01
8.893933558e+01,7.704757287e+01,8.516289725e+01,5.283039324e+01,8.141095917e+01,1.575160087e+00,7.230543871e+01,5.723649318e+01,7.512941824e+01,6.498316467e+01,5.799855141e+01,7.675295277e+01,1.950922077e+00,9.842798909e+01,4.237024905e+01,1.323313507e+01,3.826593831e+01,1.034809573e+01,9.200740485e+01,9.901279269e+00
4.065274041e+00,9.509393084e+01,4.341489189e+01,1.256327454e+01,9.190020335e+01,1.023906108e+01,5.458175954e+01,8.453249551e+01,9.098956812e+01,3.247139500e+01,3.886168300e+00,8.318784193e+00,1.726077972e+01,6.051204145e+01,5.515059436e+00,1.506561319e+01,7.077110848e+01,2.721284711e+01,2.715898932e+01,3.545706216e+01
8.233534815e+01,7.248575549e+01,3.453915699e+01,5.229468813e+01,5.583100381e+01,4.721316723e+00,6.429569952e+01,7.041037053e+01,1.872833167e+01,3.714137737e+01,3.315917764e+01,5.694367351e+01,9.471793390e+00,9.337508386e+00,3.533040612e+01,3.936434569e+01,3.681937118e+01,8.370225187e+01,1.877177508e+00,8.292342299e+01
7.535650962e+01,8.039961743e+01,5.676398488e+01,8.358210800e+01,9.823639068e+01,7.521888883e+01,6.343575995e+01,8.172651647e+01,9.741886454e+01,4.559203150e+01,5.422616612e+01,9.641832236e+01,5.526964341e+01,3.737798845e+01,3.620891398e+01,5.506704554e+01,6.259148634e+01,8.493866616e+01,7.946801158e+01,2.552140876e+01
4.005140874e+01,6.419382602e+01,5.940460871e+01,7.951303381e+01,8.523876592e+01,9.541007082e+01,6.870936225e+01,5.884607734e+01,4.446046474e+01,2.752291635e+00,9.999692941e+01,6.725702758e+01,7.699964483e+01,4.456503132e+01,2.672165220e+01,3.825123531e+01,3.714068864e+01,8.429278966e+01,2.964752930e+01,5.843907159e+01
8.051326712e+01,6.304463689e+00,8.700654287e+01,9.037630900e+01,1.551472068e+01,6.541054365e+01,5.692523899e+01,5.666408255e+01,1.624856649e+01,3.866293017e+01,7.514106708e+01,7.453993579e+01,7.060548497e+01,6.164153780e+01,5.061484219e+01,2.786459629e+00,9.436190437e+01,9.180396366e+01,4.994071090e+01,1.947350326e+01
2.551668834e+01,4.808271335e+01,3.721485268e+01,9.802124883e+01,5.362978510e+01,5.643850541e+00,2.645007830e+01,2.256429452e+01,9.556353787e+01,1.234276425e+01,1.629572747e+00,4.306543805e+01,3.809692469e+01,6.460729396e+01,8.737208328e+01,6.460080358e+01,8.308998551e+01,4.260588067e+01,3.250624839e+01,8.332218675e+01
1.591882429e+01,9.533559107e+01,8.075542366e+01,1.774457115e+01,8.673956873e+00,5.101768983e+01,5.624603671e+01,8.763333460e+01,4.127160209e+01,8.719765154e+01,1.047412473e+01,8.292164045e+01,8.765428393e+01,4.684594855e+01,6.549717922e+01,9.534775281e+01,4.560059807e+01,2.020022768e+01,7.924754941e+01,5.365731799e+01
4.733464591e+01,1.514173276e+00,7.052316686e+01,1.067345184e+01,4.026854511e+01,1.643797000e+01,2.477042581e-01,1.571198114e+01,5.139068189e+01,7.595135774e+01,5.028262461e+01,7.560777915e+01,9.481591925e+01,7.027903224e+01,8.816344606e+01,7.344077409e+01,1.957272319e+01,8.484764089e+01,6.150709293e+01,7.104495908e+01
5.621738272e+01,6.877149254e+00,2.123166926e+01,7.219398767e+01,3.674842591e+01,9.984750093e+01,9.135489670e+00,7.460741000e+01,1.324977430e+01,5.216619105e+01,4.865998877e+01,7.586381697e+01,6.061607549e+01,7.128030294e+01,5.323665409e+01,5.653413561e+01,7.376729637e+01,5.233565953e+00,4.372593932e+01,7.753194378e+01
4.926520986e+01,3.676605163e+01,9.011144805e+01,9.654461118e+01,2.379249353e+01,4.415722522e+01,9.280866623e+01,5.630374863e+01,6.453919541e+01,9.198841478e+01,3.753201004e+01,5.151222875e+01,7.813252665e+01,2.453515339e+01,3.678342229e+01,2.906589993e+00,7.347365777e+01,4.387242098e+01,1.202243357e+01,6.851015215e+01
6.889549626e-01,5.784942406e+01,9.779737354e+01,9.489928986e+01,7.213360935e+00,1.761168633e+01,4.693198857e+01,2.378817441e+00,6.679418368e+01,4.457160506e+01,7.724479236e+00,1.625652736e+01,7.374519094e+01,5.197117462e+01,8.889503218e+01,3.852281032e+01,3.427014890e+01,5.096034205e+01,4.291987211e+01,7.613539976e+01
8.690869787e+01,1.883957180e+01,4.675552933e+01,6.978660955e+01,8.036440196e+01,1.865332572e+01,5.780039202e+01,7.438777862e+01,1.607061003e+01,1.658515741e+01,6.658822024e+00,6.341026324e+01,8.723607977e+01,1.299016079e+01,4.299216505e+01,1.684511240e+01,1.478258899e+01,2.345462263e+01,9.485875584e+01,2.377479771e+01
3.736969524e+01,1.228393141e+01,7.001466984e+01,2.364943308e+01,1.953227376e+01,4.580418196e+01,6.833540996e+01,1.821583357e+01,2.341670590e+01,9.894557980e+01,1.293611125e+01,1.469268177e+01,6.083873927e+01,6.610063278e+01,3.243090417e+01,7.273148644e+01,3.492351012e+01,5.237810471e+01,5.863130452e+01,7.043815296e+01
3.186403804e+01,2.560245797e+01,8.317984421e+01,3.008372751e+01,7.850468528e+01,1.129053470e+01,1.833381582e+01,3.980628547e+01,8.382739702e+01,3.085164066e+01,3.673874714e+01,4.521283829e+01,3.826978825e+01,9.179345541e+01,5.629061859e+01,4.846734875e+01,9.403059478e+01,9.533693517e+01,5.121994215e+00,7.490367911e+01
1.099547797e+01,6.430784291e+01,7.788585797e+00,8.296057553e+00,1.784214696e+01,7.839430959e+01,1.799797867e+01,1.073765031e+01,1.179321701e+00,8.242342796e+01,2.844353270e+01,6.936326546e+01,7.518540595e+01,1.407961058e+01,7.430604501e+01,6.690095535e+01,1.386589469e+01,1.765953999e+01,1.265751389e+01,7.271709726e+01
4.600033758e+01,9.998174151e+01,7.515678424e+01,9.856193984e+01,5.288151465e+01,5.520995469e+01,1.892382253e+01,5.514996428e+01,4.524145056e+01,1.153015705e+00,9.046880377e+01,9.451454780e+01,4.632752680e+01,9.616134089e+01,8.869820964e+00,3.375094256e+01,2.076924252e+01,4.396055341e+01,1.720497870e+01,3.685457085e+01
5.209526784e+01,8.921068192e+01,3.240191966e+01,1.227543630e+01,6.232241491e+01,7.501736685e+01,3.601459187e+01,7.926285496e+01,8.880678232e+01,7.836989142e+01,4.384821491e+01,8.155071419e+01,3.579542828e+00,8.792153061e+01,8.245201262e+00,5.150583394e+01,3.407990553e+01,3.674779225e+01,8.000410228e+01,1.896595977e+01
1.434103286e+01,7.348128858e+01,5.756629382e+00,1.471258694e+01,3.080678418e+01,4.267246795e+01,3.958307424e+01,3.530938691e+01,4.955752071e+01,2.193879391e+01,5.092261782e+01,1.917817451e+01,4.279769486e+01,3.026975068e+01,1.334324767e+01,7.893263459e+01,8.997079872e+01,1.051989783e+00,6.937780240e+01,3.033172909e+01
6.390470375e+01,4.081299289e+01,1.853017314e+01,7.312944554e+01,6.457978712e+01,8.752369485e+01,2.162164074e+00,2.435273588e+00,1.032298687e+01,9.926768514e+00,1.486406899e+01,8.598848687e+01,5.306235092e+01,3.240545610e+01,4.637874922e+01,8.827183970e+01,1.100693167e+01,7.258011059e+01,6.181148804e+01,2.993963020e+01
3.213092881e+01,4.191280262e+01,7.503870243e+01,8.785926582e+01,3.753700864e+01,7.777829334e+01,4.835628802e+01,5.757687596e+01,2.921956966e+01,9.534011550e+00,6.547536358e+01,7.351489005e+01,2.730249963e+01,1.002671065e+01,6.382933309e+01,2.474730239e+00,7.471701993e+01,9.408761630e+01,6.437316673e+01,8.162171063e+01
2.377208970e+01,6.271400060e+01,3.378119065e+01,4.336945165e+01,9.516390326e+01,2.465694067e+01,1.749131266e+01,4.936506623e+00,1.077114165e+01,7.530370174e+01,6.778044383e+01,5.593536569e+01,7.341140875e+01,5.884346226e+01,6.586190022e+01,8.541099573e+01,8.480154315e+00,1.970594950e+01,6.785745229e+01,1.488216685e+01
4.780063134e+01,8.186105804e+01,5.513676087e+01,8.172841311e+01,2.208009988e+01,2.476373731e-01,6.847246741e+00,2.491230026e+01,2.163161954e+01,9.945525980e+01,8.586815464e+00,2.694678523e+01,9.373775567e+01,4.888208049e+00,4.154403453e+01,7.035691108e+01,2.156182174e+01,4.797809251e+01,6.908782320e+01,2.510589003e+01
5.427702844e+01,1.431022175e+01,5.052523586e+01,5.311193893e+00,7.551371017e+01,8.796750451e+01,9.985207951e+00,6.278333898e+00,6.634917410e+01,5.675743488e+01,9.271458364e+01,6.467962860e+01,9.747146809e+01,9.365291587e+01,2.753963027e+01,9.954084552e+00,6.970323393e+01,7.482177933e+01,8.306673813e+00,2.568527947e+01
8.581209151e+01,2.997416221e+01,8.054775917e-02,1.135580543e+01,8.533094155e+01,8.234463758e+01,8.756278866e+01,2.208009764e+01,4.701924094e+01,3.720973230e+01,9.728947612e-01,2.356404469e+00,2.385076046e+01,7.910440061e+01,9.850075870e+01,5.157297205e+00,5.911727571e+01,2.382727828e+01,7.791545588e+01,2.440671270e+01
1.178751207e+01,2.145962862e+01,1.120820414e+01,9.590452546e+01,2.500003924e+01,6.118357236e+01,2.452893106e+01,8.740512103e+01,4.789005444e+01,2.935804975e+01,4.647554847e+01,2.569761628e+01,1.637426641e+01,7.760897395e+01,7.973156176e+01,8.605371976e+01,2.355683261e+01,9.067714459e+01,7.491723466e+01,1.888405464e+00
