v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88
1.040932645e+01,1.065156124e+01,5.120154174e+01,6.044412823e+01,7.662870123e+01,8.510563846e+01,3.173834863e+01,7.306639265e+01,5.739396894e+00,6.132737596e-01,1.642218846e+01,9.136175275e+00,5.934937355e+00,2.812005809e+01,1.475968147e+01,2.825704944e+01,3.769977100e+01,6.223790652e+01,9.456551699e+01,9.551056886e+01,6.003679560e+01,7.159515512e+01,6.133565213e-01,1.781312258e+01,4.322641681e+01,8.354651784e+01,8.194752601e+01,8.154566493e+01,1.016059918e+01,3.861915763e+01,9.621329048e+01,1.593344404e+01,2.037331247e+01,4.382937447e+01,9.055078216e+01,8.804395879e+01,9.503668427e+01,1.005607908e+01,2.400109771e+01,8.855745238e+01,5.973692265e+01,9.685592607e+01,4.069643612e+00,3.541464179e+01,6.550513038e+01,6.015191733e+01,9.718626542e+01,6.315872083e+01,6.568732525e+01,1.529036422e+01,1.669827373e+01,4.440889038e+01,1.328823544e+01,7.486246996e+01,8.229828227e+01,8.442388873e+01,2.700621220e+01,8.940151912e+01,9.251621465e+01,3.145900004e+01,3.172125813e+01,4.000123931e+01,7.644508506e+01,4.139161541e+01,5.509323235e+01,9.013659563e+01,3.673869593e+00,1.915115667e+01,1.003719625e+00,1.034245227e+01,3.841226867e+01,3.103930333e+01,6.628546196e+01,2.860742445e+01,2.232369544e+01,4.101693398e+01,5.215721591e+01,7.432917590e+01,2.988554020e+01,3.232905349e+01,6.983382891e+01,5.301233403e+01,3.529745927e+01,5.162373450e+01,7.617258381e+01,2.191046411e+01,3.771393506e+00,4.661124851e+01
1.766126714e+00,5.536055334e+01,3.284905417e+01,8.799905131e+01,9.982293595e+01,4.795775297e+01,3.596928882e+00,8.168428638e+01,2.819673039e+01,2.911239583e+01,5.258764717e+01,7.637824425e+01,1.194240996e+01,7.497678062e+01,6.144754320e+01,4.379716642e+01,4.792446814e+01,1.964168844e+01,2.388566164e+01,7.089980552e+01,3.810979303e+01,4.515830243e+00,4.775849940e+00,8.308638156e+01,4.284779056e+01,7.672504481e+01,3.107072533e+01,5.707028411e+01,7.737684338e+01,2.378087529e+01,9.536282356e+01,8.994929224e+01,7.022474334e+01,2.453089421e+01,1.063037940e+01,9.198744506e+01,8.855934341e+01,7.227333526e+01,3.341933975e+01,8.201938941e+01,5.300334288e+01,1.974954909e+01,7.351791418e+01,8.778763241e+01,3.398527192e+01,2.240833980e+01,6.858728425e+01,8.939349683e+01,1.085316232e+01,6.763802486e+01,4.649028289e+00,1.011779597e+01,9.571805395e+01,8.670805986e+01,2.643250708e+01,4.167501226e+01,3.305570951e+01,3.893708891e+01,6.015455916e+01,3.690543915e+01,8.964151533e+01,5.741662847e+01,6.421254895e+01,9.486111531e+00,6.887565722e-01,1.723514214e+01,3.091570583e+00,4.068514163e+01,4.745283700e+01,2.221580578e+01,4.852139865e+01,9.632002232e+01,6.005333231e+01,7.079981079e+01,1.817612978e+00,1.459798936e+01,5.814605039e+00,3.429102605e+01,6.514024359e+01,8.029897376e+01,7.899278517e+01,5.570338881e+01,9.725134282e+01,6.145922965e+01,4.717880382e+01,5.187583953e+01,8.422827237e+00,6.867258086e+01
3.074198199e+01,4.000440225e+01,7.023265625e+01,9.195474040e+01,5.568880025e+01,7.865325209e+01,2.029059194e+00,7.417230335e+01,4.710450959e+01,6.786722336e+01,8.975476826e+01,5.059582711e+01,5.197726234e+01,2.901310944e+01,9.076570354e+01,8.820337074e+01,5.035870291e+01,7.360428075e+01,7.995471984e+01,7.632422765e+01,3.164437986e+01,9.482795302e+01,5.839424953e+01,6.073988096e+01,3.292062955e+01,7.293873869e+01,4.366186942e+01,4.276280617e+01,2.203617910e+01,4.437500127e+01,4.930858067e+00,1.232225609e+01,6.506611475e+01,8.780278505e+01,7.555967628e+01,6.243381895e+01,2.559747443e+01,3.419333099e+01,5.851442109e+01,9.030468989e+01,2.822340466e+01,7.776211478e+01,2.723815805e+01,6.063438663e+01,5.255777912e+01,3.867961125e+01,1.109048685e+01,4.479064473e+01,1.330792235e+01,5.736415357e+00,1.461980777e+01,3.884769437e+01,4.634706690e+01,3.808425391e+01,1.578599008e+01,4.971372733e+01,8.385323558e+00,7.844516880e+01,2.857495647e+01,4.243556048e+01,7.724958115e+01,7.716240316e+01,8.033646483e+01,5.014496174e+01,9.245119748e+01,6.621157823e+01,6.451627315e+01,7.181291677e+01,6.438884856e+01,7.077561592e+01,5.017805868e+00,1.635288839e+01,2.283776867e+01,3.571076796e+01,3.090559710e+01,4.095167659e+01,2.283057747e+01,4.589473942e+01,7.006880093e+01,1.770064900e+01,9.512634838e+00,1.194462937e+01,4.095324737e+01,2.405580227e+01,9.247913984e+01,1.807496788e+00,8.257159317e+00,3.666895614e+01
7.603624831e+01,9.060286317e+00,3.169892030e+01,7.573944040e+01,6.799760358e+01,3.314502840e+01,8.847917865e+00,6.334412845e+01,7.637564161e+01,1.987883495e+01,6.380294724e+01,7.759150343e+01,7.595997113e+01,7.333859245e+01,9.437339346e+01,8.603513782e+01,8.066663980e+01,3.984948449e+00,2.475216331e+01,5.323196672e+01,4.298429467e+01,8.734222854e+01,1.728808665e+01,5.369595995e+01,3.534820627e+01,9.115303320e+01,6.260528806e+01,2.738966909e+01,9.908762512e+00,1.600553458e+01,9.042102452e+01,7.505077095e+01,8.316639036e+01,8.792433512e+01,8.495255969e+01,5.671784006e+01,1.191635795e+01,2.442851505e+01,1.082786827e+01,7.159623305e+01,5.928956647e+01,9.320193640e+01,4.056588848e+01,2.493980472e+01,8.311134469e+01,2.852611586e+01,7.024401469e+01,1.973361074e+01,4.500355179e+01,5.916381662e+01,8.007206650e+01,8.622409482e+00,6.402961070e+00,5.688152488e+01,6.240898198e+01,5.657770393e+01,1.617843291e+00,9.850554432e+01,4.380309766e+01,5.042321212e+01,9.391738894e+01,4.968430537e+01,8.495181298e+01,8.955155374e+01,9.601018878e+01,5.494179989e+01,1.924789500e+01,4.248710515e+00,8.879411778e+01,9.649891763e+01,8.589940088e+01,5.165276619e+00,2.945998215e+01,5.819168842e+01,3.607653136e+01,5.268913648e+01,4.614062233e+01,9.285857436e+01,4.229631306e+01,4.806248044e+01,9.090646212e+01,4.654970109e+01,4.374113781e+01,4.910197444e+01,4.502403671e+01,7.108735888e+01,8.988827661e+01,1.926843347e+01
1.933835754e+01,3.355275492e+01,8.906067987e+01,2.230432433e+01,7.741280767e+01,9.029936137e+01,6.585617281e+01,5.294236833e+01,8.555289388e+01,5.519763678e+01,8.698144542e+01,6.224970650e+01,2.220583114e+01,7.818285048e+01,5.093774409e+01,6.443020216e+01,5.559738309e+00,9.311843287e+01,4.882136847e+01,3.742909379e+01,7.376705909e+01,9.921792039e+01,9.936769668e+01,5.521588466e-01,9.394034039e+01,7.249567100e+01,9.127968758e+01,8.941612623e+00,7.697655820e+01,9.956536949e+01,5.180284758e+01,1.586597176e+00,8.170813582e+00,7.525341989e+01,8.533794309e+01,7.539713285e+01,3.943973353e+01,5.144537177e+01,6.750740619e+01,8.505768927e+01,2.086084991e+01,7.238059799e+01,3.128011574e+01,5.364595139e+01,3.548057614e+01,7.316719580e+01,9.316989070e+01,2.910256501e+01,4.993267980e+01,3.146371864e+00,4.218410040e+01,8.374637925e+01,8.249418465e+01,9.377593460e+01,2.820553842e+01,1.237443434e+01,3.638266141e+00,5.152579521e+01,7.534148841e+01,8.687143765e+01,6.838371713e+01,6.432698093e+01,8.393755753e+01,2.028855975e+01,9.495352841e+01,5.779338593e+01,1.885703719e+01,5.249220534e+01,5.914441483e+01,4.668352379e+00,8.405290848e+01,7.960927503e+01,9.753579799e+01,5.273053839e+01,9.487506333e+00,1.394296170e+01,9.931697716e+01,3.678707065e+01,7.957787669e+01,7.960697045e+01,7.238999887e+01,5.349216993e+01,5.715168118e+01,8.115225725e+01,7.995923339e+01,9.426609067e+01,1.822658352e+01,6.113269240e+01
9.564972283e+00,3.651720473e+01,9.884215297e+01,8.743571374e+01,8.265562304e+01,7.998646587e+01,6.165018153e+01,3.287312928e+01,6.108497626e+01,9.719489216e+01,2.230688042e+01,5.809763015e+01,3.456833027e+01,1.574779565e+01,7.963614739e+01,2.368240165e+01,3.112291340e+01,6.735693412e+01,4.164691094e+01,7.332232427e+01,9.429347485e+01,8.158386746e+01,8.478973387e+01,4.558290670e+01,5.675715556e+01,4.888923402e+01,8.066185784e+01,5.019598148e+01,7.807696700e+01,4.182237541e+01,4.879548080e+01,7.291100035e+01,9.282320218e+00,8.994768664e+01,2.953858748e-01,1.435547313e+01,8.018662946e+01,7.426122918e+00,5.972114532e+01,6.109468856e+01,9.699410553e+00,4.633439817e+01,6.685683750e+01,2.659778376e+01,1.576280803e+01,2.745501814e+01,5.623137669e+01,2.193191620e+01,7.297288882e+01,8.623834820e+01,9.688497965e+01,7.747661493e+00,8.506540441e+01,7.258081317e+01,3.023508885e+01,9.733773201e+00,1.692228185e-01,6.477346102e+01,3.894042249e+01,2.032672909e+01,7.948100651e+01,8.147344348e+01,2.900926049e+01,3.983592900e+01,7.184682918e+01,6.645735523e+01,3.267029122e+01,5.408138277e+01,7.582107898e+01,9.672190605e+01,1.733156923e+01,8.774119831e+01,3.741011688e+01,1.108321436e+01,6.075515328e+01,1.516892931e+01,9.931123194e+00,8.793539904e+01,5.151077809e+01,7.190552858e+00,8.297301991e+01,3.919496027e+01,3.080191281e+01,7.852706006e+01,2.428002321e+01,8.138405770e+01,5.698909298e+01,2.607796862e+00
2.556431980e+01,9.624595676e+01,6.535444358e+00,9.606530193e+01,4.733685016e+01,4.583078790e+01,7.762751805e+01,1.864259942e+01,1.745873827e+01,4.509673110e+01,8.449853189e+01,6.651391272e+01,1.984717054e+01,3.976813929e+01,7.102175908e+01,2.059184304e+01,6.039721285e+01,6.142402908e+01,2.239815876e+01,1.986891109e+01,1.152106877e+01,6.108564530e+00,6.156329365e+01,3.506664916e+00,9.117800102e+01,5.000173774e+01,6.437780445e+01,7.618365200e+01,7.152605547e+01,9.492799416e+01,3.300326900e+01,8.172018606e+01,6.043840226e+01,4.928406252e+01,4.813599896e+01,8.681200892e+01,8.668750601e+01,6.959018935e+01,6.898471062e+01,1.586851748e+01,2.804396988e+01,5.955871918e+01,2.647945441e+01,5.153399713e+01,7.126332622e+01,2.187791972e+01,7.757700588e+01,6.553489019e+01,5.341804052e+01,8.907564005e+00,4.884923378e+01,8.717938351e+01,9.869144418e+00,3.927651528e+01,2.160974407e+00,7.724494271e+01,1.191949073e+01,8.030310182e+01,5.081980016e+01,6.458369722e+01,6.870500687e+01,7.913038455e+01,7.427641210e+01,9.623672309e+01,7.654204778e+01,4.301313429e+01,6.656308444e+01,3.287240928e+01,2.593468834e+01,7.303717668e+01,3.221901915e+01,8.807237978e+01,4.574242884e+01,5.129730702e+01,4.846709426e+01,9.642135819e+01,7.639489187e+01,2.655650408e+01,4.402455551e+01,7.327283311e+01,3.936410248e+01,6.642306668e+00,3.944963348e+01,5.911032645e+01,6.997511599e+01,3.313826060e+01,8.425848805e+01,7.272939322e+01
6.437756965e+01,4.428914325e+01,8.744628100e+01,4.017457694e+01,5.809605608e+01,4.531336473e+01,9.798508169e+01,1.913569646e+01,7.182772858e+01,7.424319607e+01,5.111301032e+01,5.555911248e+01,2.416745416e+01,4.981373206e+01,3.201228787e+01,9.297779787e+01,4.730739323e+01,7.901402845e+00,8.769013897e+01,3.730359628e+01,9.590207290e+01,3.794959963e+00,2.973128906e+01,2.827401261e+01,3.186449666e+01,7.816230162e+01,4.410040288e+01,7.249313854e+01,2.189878578e+01,3.978919317e+01,7.882277381e-01,3.817828801e+00,6.867768166e+01,5.736940233e+01,5.143269947e+01,7.581440991e+01,7.920230687e+01,7.490372463e+01,5.681254886e+01,9.009390622e+01,7.195957348e+01,3.597365230e+01,1.402097773e+01,3.822396482e+01,7.061202139e+01,8.218658374e+01,3.645963827e+01,7.862887293e+01,3.893564846e+01,5.339563782e+01,2.582781299e+00,9.127275063e+01,8.580240394e+00,4.283005069e+01,7.718253796e+01,8.081215429e+01,9.377640466e+01,5.000321744e+00,7.477858488e+01,5.064315885e+01,2.181131206e+01,8.123102925e+01,5.974972858e+01,8.111712003e+01,4.486436409e+00,4.633945337e+01,8.096873470e+01,6.890250000e+01,4.711325253e+01,9.333420947e+00,8.545443719e+01,4.118742307e+01,4.891009077e+01,5.227480742e+01,9.277318469e+01,5.675811388e+01,1.214078262e+01,6.748763230e+01,7.441302728e+01,8.682851343e+01,5.835084695e+01,4.769503896e+01,1.650842564e+01,4.711172385e+01,5.755055917e+01,6.962959162e+01,5.180478638e+01,6.917979183e+01
3.524413685e+01,7.678502677e+01,7.318189354e+01,5.601013278e+01,6.899774385e+01,9.265131323e+01,4.006937789e+01,9.480130619e+01,4.264592487e+01,9.400918699e+01,8.832810304e+01,2.665779774e+01,4.925980483e+00,8.999055457e+01,1.540536622e+01,1.050453688e+01,6.362153392e+01,9.571226427e+01,5.541768695e+01,5.821864294e+01,1.194403569e+01,7.680485607e+01,6.294626946e+01,2.158887932e+01,2.607793816e+01,4.537965467e+00,9.218898544e+00,6.790539583e+01,8.448443025e+01,6.139970149e+01,7.293483968e+01,8.733254368e+01,3.415261787e+01,3.663309540e+01,6.264510816e+00,6.617385079e+00,2.547784960e+01,7.662880569e+01,3.772963751e+01,4.030654776e+01,3.792760667e+01,3.122925756e+01,8.370437619e+01,7.711511525e+01,6.032048953e+01,2.417012302e+01,4.471934007e+01,9.214725024e+01,2.978437613e+01,5.872090948e+00,9.158003507e+01,4.243430335e+01,8.520980800e+01,2.495709384e+01,7.929079133e+01,1.022351926e+01,8.739629448e+01,9.308297135e+01,8.387499094e+01,1.212805292e+01,5.110562066e+01,1.326258661e+01,4.374270230e+01,9.829089446e+01,1.080090366e+01,9.137458923e+01,4.018242893e+00,3.885869965e+01,7.461409904e+01,1.234252486e+01,1.538090537e+01,9.721489044e+01,5.405912019e+01,6.681319857e+01,1.783133890e+01,7.600901037e+01,2.523869201e+01,9.958499483e+01,7.350623056e+01,3.396122169e+01,4.434334705e+01,5.533558730e+01,4.693100663e+01,4.238891249e+01,3.223203692e+01,6.342349486e+01,2.849366170e+01,6.051360963e+01
8.814568521e+01,2.643853852e+01,6.919002114e+01,4.124338695e+01,1.110798551e+01,9.451148836e+01,4.567991673e+01,7.661266956e+01,3.109589584e+00,9.763147459e+01,2.038071490e+01,2.508517198e+01,8.465316443e+01,9.769652310e+00,2.583076149e+00,3.605144350e+01,3.911694521e+01,2.010742167e+01,7.925492095e+01,3.752143185e+00,8.418370494e+01,7.870557979e+01,8.412828333e+01,1.701985210e+01,6.094678338e+01,5.273174323e+01,4.322305469e+00,4.043952292e+01,7.073589412e+01,1.943573336e+01,2.118094687e+01,3.826384391e+01,7.682217306e+01,4.761896795e+01,7.791156654e+01,3.912436780e+01,5.518851857e+01,3.730664258e+01,7.780875788e+01,7.652765861e+01,3.718208280e+01,4.388346755e+01,1.722934878e+01,5.542105691e+01,6.094178991e+01,6.824439267e+01,5.238191363e+01,6.911551497e+01,9.742300496e+01,4.841501808e+01,6.113612909e+01,1.841571967e+01,2.317233271e+01,2.806560675e+01,4.133659900e+01,6.599371783e+01,5.555415428e+01,3.147505278e+01,9.158306287e+01,4.573978566e+01,2.368110991e+01,4.774057849e+01,5.307747011e+00,3.264017374e+01,1.793397988e+01,5.504150547e+01,4.817296929e+01,1.531674083e+01,9.612091695e+01,9.003528088e+00,5.380325992e+01,6.474922422e+01,4.680037553e+01,2.054383147e+01,3.351161353e+01,6.845128958e+01,2.105945078e+01,4.261578800e+01,3.336298596e+01,8.186937982e+01,8.753389479e+01,8.932220729e+01,7.425219601e+01,7.729176431e+00,3.671740777e+01,1.338898653e+01,1.422798661e+01,2.308364861e+01
3.229524557e+01,2.164796937e+01,1.623813184e+01,3.508853533e+01,3.400131749e+01,8.321295631e+01,3.014977243e+01,4.251124939e+01,9.598462179e+01,1.678560804e+01,9.228639847e+01,8.433743584e+01,9.395518485e-02,3.544384887e+01,3.119837307e+01,1.447569722e+01,6.118134349e+01,5.717024971e+01,8.308935089e+01,7.472924753e+01,8.444230468e+01,5.348209983e+01,5.541111099e+01,6.091274401e+01,3.154449452e+01,3.521346095e+01,5.259034352e+01,4.932908902e+01,8.582087094e+01,8.081802650e+01,8.786412182e+01,7.147178486e+01,3.787560594e-01,4.931105388e+01,1.181685807e+01,8.823141225e+01,6.316185084e+00,8.592244632e+01,2.433642780e+01,1.235370806e+01,1.209807901e+01,6.680127713e+00,4.726986099e+01,4.387457146e+01,7.198724801e+01,6.782070973e+01,2.052143048e+01,5.466783849e+01,4.304126403e+01,6.972963968e+01,8.992336630e+01,3.043344298e+01,7.021936590e+00,7.725479009e+00,5.917890229e+01,7.506133633e+00,1.757911505e+01,6.260490005e+01,5.060140850e+01,5.657548819e+01,9.443855492e+01,8.398471742e+01,5.440934675e+01,5.984011296e+01,2.794821357e+01,2.216618359e+01,5.799284545e+01,8.483609676e+01,7.647750853e+01,6.860180283e+01,9.052297489e+01,6.640834485e+01,4.627856921e+01,2.851629894e+01,3.990625425e+01,1.092774538e+01,2.381114280e+01,1.253313735e+01,5.616814547e+01,6.144940489e+01,7.865865322e-01,4.977107139e+01,3.643771997e+01,6.685140468e+01,4.281383498e+01,2.479869468e+01,7.793685874e+01,4.674985620e+01
5.126580615e+00,7.842867955e+01,4.627504982e+01,2.164592108e+01,2.806178000e+01,5.582628548e+01,3.342955300e+01,5.159154518e+01,6.576962607e+01,2.353670995e+00,3.228390264e+01,4.351156057e+01,7.916399436e+01,7.674262414e+01,7.758777686e+01,9.980365043e+01,7.818293638e+01,1.345316828e+01,9.561952678e+00,1.598996274e+01,2.948138851e+01,7.477481224e+01,6.335582262e+01,3.253476662e+01,2.143750328e+01,6.677635368e+01,5.137594768e+01,6.638325112e+01,9.302935498e+01,1.619828247e+01,1.362664551e+01,6.549423806e+01,8.135006923e+01,4.978500118e+01,5.650877300e+01,6.616514989e+01,3.830689765e+01,6.783289396e+01,6.139888463e+01,8.730131781e+01,9.643468852e+01,4.011249284e+00,9.515757743e+01,2.310127055e+01,1.464420587e+01,8.690414802e+00,1.452615522e+01,4.267709851e+01,7.808860601e+00,8.270238229e+00,2.663628818e+01,2.635767204e+01,2.838707647e+01,8.819243558e+01,8.133613094e+01,5.689034190e+01,9.011522824e+01,4.012246747e+01,1.517454111e+01,5.517770256e+01,2.577974570e+01,1.687178879e+01,7.110894152e+01,2.731892934e+01,4.646701103e+01,1.993468026e+01,3.861172465e+00,1.454296625e+01,1.487226848e+00,2.015881752e+01,9.811131804e+01,5.099323181e+01,5.510832630e+01,6.542681406e+01,9.011687280e+01,7.634601975e+01,3.522578599e+01,9.156461723e+01,3.745099721e+01,1.940053518e+01,7.716589442e+01,8.159605635e+01,2.461843925e+01,4.570884727e+01,7.164578461e+01,4.244132718e+01,9.833302026e+01,8.557536630e+01
8.641142614e+01,9.908836727e+01,1.758724166e+01,1.561137172e+01,2.027535505e+01,6.077294804e+01,7.636698023e+01,1.137613852e+01,9.988768134e+00,4.379047701e+01,5.968919409e+01,5.141089922e+01,9.663740615e+00,9.092266770e+00,2.701222381e+01,3.201795972e+01,8.976128152e+00,3.503139089e+01,7.389794819e+01,2.235262478e+00,3.128412075e+01,5.695664668e+01,8.847503885e+01,9.473519791e+01,4.563615729e+01,7.215778764e+01,2.654024586e+01,7.135485405e+01,6.130545278e+01,9.158805492e+01,4.317790177e+01,9.906169968e+01,1.069978690e+01,4.856995072e+01,5.813805458e+01,6.491043705e+01,8.722438228e+01,2.193512573e+01,6.487728344e+01,5.513607752e+01,6.065605885e+00,3.795327671e+00,2.122747236e+01,9.551185122e+01,2.362459387e+01,4.791176963e+01,1.110153697e+01,3.686871924e+01,2.294010484e+01,3.287364555e+01,1.146750701e+01,1.634477886e+01,3.169952984e+01,3.478237712e+01,9.802430967e+01,9.951258384e+01,6.432568489e+01,1.497156313e+01,5.828828462e+00,7.852781076e+01,7.120367649e+01,5.772982967e+01,9.410448838e+01,3.252244723e+01,7.595774123e+01,3.820979718e+01,8.208685885e+01,5.841152375e+01,9.694393297e+01,3.499067805e+00,5.913449574e+01,3.613204376e+01,2.378462051e+01,9.601009598e+01,4.147593107e+01,3.403097068e+01,8.594393817e+01,9.437180830e+01,5.230040641e+01,3.683828461e+01,9.000793613e+01,6.254393172e+01,1.211437832e+01,6.397451774e+01,7.826514580e+01,1.777712218e+01,2.683898785e+01,8.215361115e+01
4.100516764e+01,2.961921729e+01,2.018185428e+01,4.603358657e+01,6.815169702e+00,9.520160824e+01,3.058782900e+01,3.990728661e+01,3.228257701e+01,3.325719783e+00,6.377790666e+01,7.914596173e+01,2.427166639e+01,6.781974069e+01,8.916265933e+00,9.472455042e+01,1.912510451e+01,9.858857114e+01,2.065200990e+00,2.489164986e+01,8.077433834e+01,8.901119428e+01,6.678811441e+01,7.789729325e+00,9.063280981e+00,3.502483663e+01,1.537772123e+01,4.650782403e+01,2.541567006e+01,2.406405922e+01,7.055405130e+01,8.507185922e+01,2.228843649e+01,1.973358167e+01,3.861301522e+01,2.744641690e+01,1.032875019e+01,5.832955947e+01,4.751017732e+01,6.620275781e+01,8.325148252e+01,4.007029752e+01,8.637426213e+00,1.421222798e+01,7.625725636e+01,2.705322544e+01,4.804443957e+01,4.404735723e+01,6.385085987e+00,1.483998666e+01,6.206710956e+01,1.233642013e+01,5.460061233e+00,4.408352987e+01,4.078553691e+01,2.004057860e+01,5.850742528e+01,6.947250812e+01,5.762512330e+01,5.739918264e+01,4.146262830e+01,5.937091103e+01,5.543382682e+01,8.081346834e+00,4.348313874e+01,1.617095267e+01,4.621701553e+01,2.683786368e+00,8.371250019e+01,6.100572474e+01,6.686160716e+01,9.306562711e+00,5.648598826e+00,6.518114544e+01,2.381313501e+01,6.863302005e+01,6.332406760e+01,5.292795317e+01,8.141344713e+01,7.058971256e+01,1.102561105e+01,9.212760458e+01,1.269979486e+00,1.003037205e+01,5.725906720e+01,2.852021587e+01,3.247717127e+01,9.582719565e+01
7.114403196e+01,1.120437485e+01,8.829931561e+01,6.850430710e+01,1.180269737e+01,6.899528701e+01,9.847610453e+01,1.601197638e+01,8.960951949e+01,2.693964756e+01,6.144552529e+01,3.748677759e+01,5.296941622e+01,2.968861220e+01,9.039507045e+00,8.643452319e+01,4.327484283e+01,4.028853378e+01,5.146493600e+01,7.276607415e+01,4.558702718e+01,2.869178174e+01,9.723707606e+01,9.664262603e+01,7.655140336e+01,7.706947444e+01,5.226369229e+01,8.698859167e+01,9.771789025e+01,7.303198181e+01,7.242539202e+01,8.305128045e+01,7.623056887e+01,7.614641534e+01,7.033313781e-01,9.316831573e+01,5.317256676e+01,6.702418245e+01,9.818608603e+01,3.083103621e+01,2.729599934e+01,6.883488163e+01,1.553607016e+01,6.279962846e+01,2.588103128e+01,9.019535770e+01,2.827072565e+01,6.969631351e+01,4.765266122e+01,9.714071723e+01,4.457324073e+01,7.973276400e+01,4.226046576e+01,6.128866089e+01,9.373588815e+01,2.698158006e+01,9.643483523e+01,2.341765115e+00,2.969560495e+01,3.537787562e+01,9.434002710e+01,9.863835475e-01,9.296734668e+00,1.009620822e+01,3.155741779e+01,8.533610632e+01,9.015155720e+01,8.219548713e+01,6.695226022e+01,1.136341232e+01,7.148756405e+01,3.027944994e+00,3.733299751e+01,4.646990631e+01,4.359834757e+01,4.750468686e+01,1.835236015e+01,5.342211101e+01,9.028645555e+01,2.989382123e+01,6.023273786e+01,2.333906327e+00,5.145822521e+01,6.654767659e+01,7.788723246e+01,1.036821371e+01,3.773851774e+01,2.725360670e+00
8.514080006e+01,7.801022202e+01,4.370003556e+01,9.841185694e+01,4.180648146e+01,4.772418033e+01,2.901867438e+01,4.693643188e+01,3.984783846e+01,2.164068376e+01,8.165478658e+01,3.999373401e+01,2.180291818e+01,4.191472563e+01,9.536606936e+01,8.721565037e+01,2.471550053e+01,8.986954558e+01,8.299121259e+01,7.303320101e+01,1.000541096e+01,4.250110971e+01,8.871353921e+01,5.498994743e+01,8.481964227e+01,5.468136748e+01,3.127915246e+01,9.653724965e+01,7.486946983e+00,6.813906007e+01,7.864163993e+00,8.341349569e+01,6.449688850e+01,2.260957341e+01,7.949296569e+00,2.485664846e+01,6.477665315e+01,4.219609618e+01,2.412156040e+01,3.528955939e+01,4.246516492e+00,8.422552159e+01,9.736719845e+01,4.875039487e+01,6.159229834e+01,9.120318778e+01,3.184439579e+01,9.607892464e+01,3.267737633e+00,4.792824011e+01,7.034855038e+01,6.447373932e+01,3.022600392e+00,1.459124634e+01,4.672274254e+01,7.680249719e+01,7.272486901e+01,7.037515643e+01,7.653457962e+01,3.074820195e+01,3.637418697e+01,9.448550872e+01,9.240655350e+01,6.353555604e+01,8.978146186e+01,2.248372730e+01,5.562880113e+01,4.749497498e+01,4.769830415e+01,7.034673445e+01,9.593899409e+01,7.961643056e+00,8.392900444e+01,5.742772019e+01,8.483774578e+01,2.305481256e+01,9.390408313e+01,5.260475621e+01,5.855445123e+01,7.612638080e+01,3.501838598e+01,5.888000265e+01,3.390181415e+01,3.681511041e+01,2.338322768e+01,6.147454499e+01,2.409466177e+01,4.644570041e+01
6.739746655e+01,7.072010459e+01,8.706040602e+01,5.827469731e+00,4.978914127e+01,8.704710387e+01,7.491253112e+01,4.341779157e+00,6.657743406e+01,9.145263422e+00,8.306968372e+01,4.709868944e+01,7.771674715e+01,4.813254258e+01,1.981543241e+01,2.455162364e+01,8.845127623e+01,2.883905062e+01,6.346745678e+01,2.969519619e+01,3.573296228e+01,7.233422294e+00,8.804219477e+01,3.853027254e+01,9.446412257e+01,4.165714625e+01,5.757686145e+01,1.919326830e+01,9.092184348e+01,6.710822718e+01,8.643253978e+01,7.634629702e+01,4.694725984e+01,2.956469379e+01,5.535930062e+00,1.356763198e+01,6.636258953e+01,4.420643975e+01,6.515216460e+01,3.507116927e+01,1.044328537e+01,5.188981695e+01,1.067745663e-01,2.382617575e+01,5.313452215e+01,6.402858748e+01,5.226279641e+01,8.274217259e+01,4.246025161e+01,5.155008052e+01,7.215407410e+01,9.939179947e+01,7.324060153e+01,3.649636723e+01,5.860247857e+01,9.285617710e+01,8.543092750e+01,3.949859759e+01,6.812447648e+01,8.130261083e+00,9.798435284e+01,8.908894768e+01,7.826228726e+01,1.722013009e+01,5.260365156e+01,9.569301524e+01,5.646089903e+01,2.665272494e+01,6.340924489e+01,5.115467333e+01,3.283145046e+01,4.777415556e+00,4.341124575e+01,9.639508229e+01,3.399011656e+01,8.860897778e+00,8.077068856e+00,7.814149839e+00,6.535037912e+01,7.338820485e+01,2.536427405e+01,4.177482760e+01,4.072548271e+01,2.060875153e+01,9.161089111e+01,6.218804348e+01,6.726041330e+01,8.834670782e+01
