v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31
5.076354189e+00,8.551221195e+01,6.469940894e+01,6.295384040e+01,7.860422427e+01,1.155417878e+01,9.729923702e+01,8.921661231e+01,4.464134158e+01,1.087170690e+00,9.244494951e+01,3.945856076e+01,3.950994913e+01,1.577631001e+01,5.004254834e+00,9.723022768e+01,8.698850699e+01,1.776896962e+01,9.721123386e+01,1.019405787e+01,7.579069911e+01,6.476879288e+01,1.582317190e+01,9.651393688e+01,6.041043265e+01,2.144860145e+01,1.761943201e+01,2.716229503e+01,4.718509423e+01,2.503875196e+01,1.389080939e+01
5.883081670e+01,6.529745262e+01,1.247858064e+01,1.007979028e+01,1.665415026e+01,7.803404467e+01,5.553109300e+01,6.923091814e+01,2.790553961e+01,4.522869106e+01,6.474065514e+01,4.274070245e+01,2.870413269e+01,2.213061596e+01,7.727885496e+01,7.460567244e+00,4.579202396e+01,1.259915781e+01,4.472546540e+01,3.945121204e+01,4.990356039e+01,3.003775981e+01,7.349342448e+01,7.376475236e+01,6.085362837e+01,9.829730659e+01,9.070516441e+01,4.618544088e+01,9.190569336e+01,8.997145503e+01,4.671082328e+01
1.040909520e+01,7.828392931e+01,2.520357037e+01,5.498518608e+01,2.858994750e+01,3.290993236e+01,3.112746399e+01,2.485129149e+00,3.301274919e+01,6.746889423e+01,6.224910384e+01,7.675368146e+01,1.345032421e+01,6.681761247e+01,9.220975726e+01,2.383150461e+01,3.173010999e+01,6.111857299e+01,3.666572865e+01,3.715441666e+01,6.121891739e+01,9.299871552e+01,5.702096863e+01,1.967009258e+01,4.304475937e+01,4.253513397e+01,8.242034907e+01,2.287908752e+01,5.723432336e+01,1.413370973e+00,2.086560786e+00
8.802811530e+01,2.618760940e+01,7.186520339e+01,2.738639267e+01,4.589138798e+01,7.350140567e+01,4.111857005e+01,1.138362133e+01,1.182125961e+01,9.079541641e+01,2.521009152e+01,2.226109965e+01,6.075387735e+01,7.155078904e+01,5.959075662e+01,3.449242926e+01,8.769627913e+01,4.879966692e+01,7.475956950e+01,9.848435667e+01,5.793356698e+01,6.063374296e+01,2.015159772e+01,6.750314903e+01,8.706511753e+01,4.723717259e+01,4.819912393e+01,3.941095256e+01,2.425948771e+00,4.768791962e+01,2.373757207e+01
1.914788981e+01,5.099894662e+01,9.616555090e+01,6.464237983e+01,8.689711930e+00,5.257120576e+01,8.051388376e+01,7.335866280e+01,8.595313325e+01,8.806548001e+01,2.068699545e+01,2.555930578e+01,9.497236459e+01,5.746167654e+01,7.848012555e+01,9.177836122e+01,6.046841107e+01,2.161780969e+01,3.437419416e+01,8.776826036e+01,7.600596753e+01,2.358318521e+01,7.446302169e+01,9.451183321e+01,7.877489201e+01,1.466426234e+01,5.452968287e-02,2.537307799e+01,1.561328957e+01,5.047098366e+01,5.657272910e+01
5.119814831e+01,4.711500082e+01,8.620949078e+01,8.470140711e+01,2.125932613e+01,8.992160814e+01,7.770353297e+01,9.418667159e+01,8.358134221e+01,6.982791314e+01,6.151298026e-01,9.109773814e+01,2.084043058e+00,5.167116153e+01,7.687698783e+01,5.781445694e+01,5.276968465e+01,9.191107244e+01,3.386274646e+01,7.284833480e+01,1.494982406e+01,3.084033597e+01,8.954220195e+01,7.276334726e+01,7.231118517e+01,7.679793432e+01,5.040292040e+01,9.534017059e-01,5.646103865e+01,3.426197224e+00,2.782715673e+01
9.395165940e+01,9.707752666e+01,9.317422895e+01,6.213627106e+01,9.263945029e+01,7.600865627e+01,9.663896983e+01,3.364145877e+00,1.121134033e+01,3.451114193e+01,6.856947001e+01,9.038948798e+01,4.273194457e+01,3.036352546e+01,9.728050067e+01,1.026719271e+01,8.100475377e+01,9.102390478e+01,6.317281129e+01,2.150397458e+00,2.505118993e+01,7.050012874e+01,5.583716649e+01,8.839314200e+01,5.712007381e+01,7.492270166e+01,6.177665442e+01,9.476252378e+01,2.792961907e+01,6.176410257e+01,8.231348005e+01
9.782087897e+01,4.146231363e+01,5.664269995e+01,1.888710192e+01,2.742882522e+01,2.565990999e+01,5.524550256e+01,7.129614339e+01,7.499138934e+01,9.044216145e+01,4.928408802e+01,8.673378323e+01,6.435030007e+00,8.837601280e+01,5.592443795e+01,5.275131746e+01,1.447361986e+01,5.710257836e+01,6.764673398e+01,8.472915932e+01,8.589489344e+01,1.985073852e+00,3.880328241e+01,3.104973537e+01,7.791821717e+01,4.068746733e+00,1.562312809e+01,9.390234938e+01,3.540247334e+01,3.885543879e+01,2.957388975e+01
9.029026988e+00,7.787307943e+01,6.199206542e+01,6.765804959e+01,8.823034761e+01,7.741646038e+01,5.032504543e+01,9.313791946e+01,2.178088806e+01,2.706776710e+00,2.853805337e+01,8.403739671e+01,3.020766096e+01,4.000063768e+01,4.444631958e+01,2.732680970e+01,8.885354427e+01,1.768558995e+00,9.208000669e+01,6.191831051e+01,8.697073623e+01,9.763868181e+01,5.368988362e+00,8.554558488e+01,9.286454510e+01,7.794044000e+01,7.288696113e+01,9.514153000e+00,2.596354311e+01,8.716769615e+01,1.312416839e+01
6.847406864e+01,8.916361747e+01,3.133995839e+01,2.066994560e+01,3.044289944e+01,9.930981524e+01,3.335031438e+01,8.506881596e+01,2.450550343e+01,9.521345220e+01,3.835477950e+01,4.431124655e+01,3.775515267e+01,3.901291411e+01,1.012445148e-01,8.723746642e+01,3.906069081e+00,2.499179148e+01,3.733375498e+01,3.355442587e+00,4.664106794e+01,2.002956558e+01,8.768395933e+01,7.431176296e+01,7.001873246e+01,1.749964229e+01,5.954798783e+01,2.312231090e+00,7.424743536e+01,6.688448085e+01,5.062544485e+01
8.523370769e+01,4.612427149e+01,9.424997057e+01,1.922035771e+01,1.373042371e+01,6.487687478e+01,1.860497601e+01,3.126050881e+01,7.161731162e+01,4.778058645e+01,8.174807860e+01,6.931069767e+01,6.272032061e+01,8.331685409e+01,6.328530726e+01,4.385587117e+01,6.570815712e+01,5.888706611e+01,6.114247794e+01,2.674125051e+01,6.634139824e+01,3.206885671e+01,3.838787897e+00,6.038074141e+01,4.058060266e+01,8.803230179e+01,7.789781689e+01,3.248572402e+01,6.592796527e+01,9.396338667e+01,3.721730999e+01
1.065027190e+01,7.060166247e+01,7.653258196e+01,2.529639061e+01,3.679017895e+00,5.398132274e+01,5.208865932e+01,7.344419467e+01,7.603902858e+01,6.423506631e+01,9.973911483e+01,7.559577080e+01,6.018238321e+00,8.784032744e+01,8.590878698e+01,8.698777668e+01,5.062094220e+01,3.537069789e+01,7.669670840e+01,4.385481332e+01,1.991248931e+01,7.151468033e+01,6.871588459e+01,9.055213995e+01,9.000759177e+01,1.092162247e+01,2.463198458e+01,6.563013349e+01,5.678435200e+01,2.546532617e+01,7.483426627e+01
1.193464667e+01,2.062418084e+01,7.169650179e+00,8.995263349e+01,7.377223313e+01,2.694718391e+01,7.395273320e+01,8.590168510e+00,5.348445336e+01,3.540474828e+01,8.371739165e+01,7.137939276e+01,1.839668935e+01,1.217773059e+01,6.597127218e+01,1.776115963e+01,2.261938365e+01,3.183649760e+01,3.798298811e+01,8.303185817e+00,5.672902715e+01,1.486256191e+01,1.339378441e+01,3.507325778e+01,6.651466656e+00,1.764741751e+01,2.189119397e+01,2.072067355e+01,8.374982056e+01,7.957606708e+01,7.750566294e+01
3.361287106e+01,9.587016514e+01,4.113112086e+00,2.615790062e+01,4.605142776e+01,5.625100048e+01,5.788220197e+01,5.562630979e+01,2.144700601e+00,8.488105226e+01,5.849436714e+01,2.119543081e+01,4.954526927e+01,4.370280768e+01,3.827132162e+01,9.926550479e+01,1.812832677e+01,3.550464733e+01,6.863380133e+00,3.499488479e+01,3.879357186e+01,7.900420535e+01,4.129575189e+01,6.317204896e+01,5.795969155e+01,1.790879365e+01,8.550242744e+01,7.356323430e+01,8.701505082e+01,6.304047395e+01,5.177947649e+01
6.759864692e+01,1.878243902e+01,5.201400439e+01,9.048217935e+01,9.476911516e+01,7.033306567e+01,7.067086469e+00,3.674137191e+01,6.791523405e+01,5.058625524e+00,8.774477234e+01,8.966186238e+01,2.659171144e+01,4.773163508e+01,5.987102827e+00,6.728368141e+01,1.752494719e+01,8.211828734e+00,3.857136659e+01,6.247185742e+00,3.173967118e-02,9.800893885e+01,6.490502540e+01,2.629528842e+01,9.017041276e+01,5.685911016e+01,4.197181913e+01,3.342621134e+01,4.371764315e+01,1.596034497e+01,6.678863705e+01
3.154945649e+01,3.269946662e+01,6.241261656e+01,9.078427020e+01,4.578797838e+01,8.594713657e+01,1.089530628e+01,8.412229392e+01,2.301001884e+01,4.126242701e+01,5.728294265e+01,8.370060862e+01,3.250897608e+01,8.280812597e+01,1.909462817e+01,7.750005640e+01,1.598598982e+01,8.842620867e+01,6.162962862e+01,9.197612072e+01,4.867450360e+01,5.653182450e+00,8.329592373e+01,6.445082442e+01,9.841510788e+01,9.194795789e+01,4.832009855e+01,3.724222866e+01,5.960711178e+01,7.324999793e+01,3.215763227e+01
3.413977262e+00,1.687782496e+01,1.373633691e+01,5.403582539e+01,7.399144817e+01,3.755420356e+01,5.024087306e+01,6.249867334e+01,7.261379985e+01,9.843301788e+01,6.838902461e+01,6.649045386e+01,2.351152739e+01,9.467660718e+01,4.982434097e+01,6.649300428e+01,6.515544903e+01,3.175293215e+01,9.576598438e+01,5.360178075e+01,2.923894943e+01,8.960859111e+01,6.595792010e+01,4.116146075e+01,3.082601010e+00,6.791143329e+00,8.398741035e+01,2.459951190e+01,6.272678581e+01,2.064454162e+00,7.464966685e+01
8.106974902e+01,6.970330662e+01,4.183558003e+01,8.726545509e+01,5.285769840e+01,2.811287055e+01,1.227893420e+01,3.452914666e+00,9.351990009e+01,8.827599510e+01,6.329323010e+01,2.811821477e+01,7.047464185e+01,7.539750365e+01,5.612415312e+01,8.689755195e+01,1.272435456e+01,4.456939438e+01,8.546899949e+01,1.732394209e+01,5.123963732e+01,5.327167243e+01,6.633478129e+01,9.584764530e+01,9.666661536e+01,2.678939385e+01,7.222945841e+01,9.923174922e+01,8.549188279e+01,1.307634870e+01,1.052238057e+01
9.160560832e+01,3.719952350e+01,9.119800524e+00,4.193784523e+01,7.777101178e+01,3.992915512e+01,2.881786421e+01,3.180950698e+01,4.350984850e+01,8.358853176e+01,2.240973974e+01,2.079330137e+01,7.551698892e+01,2.953105260e+01,5.090454589e+01,2.610132188e+01,1.052493663e+00,3.695324008e+01,9.558322276e+01,9.082268807e+01,1.897550161e+01,5.648959875e+01,6.377388737e+01,2.076371220e+01,1.995185880e+01,6.885648725e+01,5.807052403e+01,3.740783937e+01,1.985389865e+01,4.493565677e+01,3.619131269e+01
7.708287421e+01,6.704783515e+01,9.255169507e+01,7.997505075e+01,2.835159804e+01,4.465939474e+01,4.596889093e+00,4.945313523e+01,1.790823961e+01,1.132479010e+01,3.326333183e+01,5.748943817e+00,6.729076035e+01,1.858559997e+01,5.475569992e+01,9.371182990e+01,1.928872075e+00,3.294605898e+01,1.754119256e+01,9.620606266e+01,7.587299454e+01,6.920168259e+01,9.043102875e+01,7.738568338e+01,7.898029489e+01,6.345982557e+01,4.504915939e+01,6.825665069e+01,6.403308672e+01,6.527046068e+01,2.501593651e+01
6.160238369e+01,8.635662087e+01,8.335605075e+01,7.565719151e+01,9.485765141e-02,8.419700038e+01,1.559851398e+01,8.667016540e+00,4.039173085e+01,6.119463544e+01,5.435423211e+01,4.145026724e+01,1.921344552e+01,9.004351122e+01,9.714720278e+01,7.377889145e+01,3.061539115e+01,2.431613493e+01,5.887903047e+01,6.749768245e+01,8.508067890e+01,3.665186899e+01,7.390762908e+01,9.103527714e+01,2.106452624e+01,5.313980080e+01,6.162082156e+01,3.798521714e+01,4.585452780e+01,6.400384849e+01,3.704519943e+01
6.434116210e+01,8.027118976e+01,6.120135592e+01,7.310930212e+00,7.272649590e+01,9.234607536e+01,9.004029484e+01,1.759516731e+01,3.525072116e+01,8.650756628e+00,5.290998048e+01,8.740771324e+01,1.314799052e+00,6.735744297e+00,1.581207388e+01,5.742105423e+00,2.483054044e+01,2.987309418e+00,2.104947509e+01,5.793230988e+01,8.280719395e+01,7.110814541e+01,4.554980203e+01,7.913201151e+01,2.509909261e+01,6.091473953e+01,6.789952351e+01,3.212898374e+01,5.879379535e+01,7.755679409e+01,2.598112179e+01
1.275001165e+01,8.403456585e+01,4.907615197e+01,2.712522268e+00,6.569917776e+01,7.829460781e+01,5.617437786e+01,3.203908867e+01,9.727440695e+01,7.894852730e+01,5.144495743e-01,6.707117340e+01,7.843211699e+01,7.959542439e+01,1.683172589e+00,7.283343821e+01,6.594109530e+01,3.633888389e+01,6.837168704e+01,7.699254465e+01,7.318339912e+01,4.338536491e+01,9.230357862e+01,7.665617049e+00,6.538087433e+01,8.435939994e+00,4.089433718e+01,6.302467400e+01,5.889421651e+01,5.811208777e+00,4.039947560e+01
3.973301359e+01,7.287861504e+01,9.160142746e+01,9.264951931e+01,1.862595071e+01,9.197395216e+00,8.419047359e+01,8.377593943e+01,3.541809116e+01,7.156119396e+01,5.408737515e+01,3.708924867e+01,6.812451729e+01,1.187477355e+00,8.006920685e+01,9.840279233e+01,3.724544530e+01,6.654148262e+01,1.102699432e+01,4.210608505e+01,5.574688176e+01,5.666291338e+01,6.583622143e+01,8.861941832e+01,7.153221393e+01,5.776986292e+01,2.163865519e+01,6.690011961e+01,8.022952226e+01,6.519849968e+00,6.429437217e+01
2.200020896e+01,8.314765163e+01,3.732811386e+01,7.356299257e+01,5.204201391e+01,9.570892602e+01,4.567007114e+01,7.197353988e+01,1.752132903e+00,8.446827286e+01,2.130117536e+01,2.167201423e+01,6.497156466e+01,5.322767723e+01,2.532434575e+01,7.763492921e+01,4.461851039e+01,7.553962271e+01,4.815008125e+01,7.400264427e-01,7.298598936e+01,2.092038058e+01,8.361599277e+01,4.094216910e+01,6.004911025e+01,9.978953074e+01,5.604762046e+01,4.020780988e+01,2.255933373e+01,8.011985527e+01,2.542148226e+00
9.796654620e+01,4.413519935e+01,8.458992561e+01,5.608497364e+00,4.148875675e+01,6.656731421e+01,6.138012478e+00,5.105072120e+01,5.983640819e+01,4.683498348e+01,4.634664810e+01,7.831219463e+01,7.278109842e+01,1.101677898e+01,9.042743805e+01,5.285313378e+01,6.093333219e+01,8.028042892e+00,1.013522079e+01,7.821670971e+01,4.369430495e+01,4.270961908e+01,6.937469096e+01,3.053017371e+01,5.470829631e+01,6.818080990e+01,9.860121516e+01,2.492249443e+01,1.672249633e+01,1.538634378e+01,4.918215312e+01
3.059639484e+01,4.120475034e+01,2.469185001e+01,7.840692604e+01,4.398239296e+01,6.140101311e+01,9.439718677e+01,9.590459255e+01,5.964328544e-01,7.067678146e+01,1.500683762e+01,7.692161501e+01,4.021572261e+01,3.490861471e+01,6.261166863e+01,6.059541278e+01,7.690722873e+01,7.924103408e+01,2.949340064e+01,3.964471805e+01,7.339881964e+01,1.561553975e+01,3.831075190e+01,5.087575208e+01,3.399560734e+01,5.613397251e+00,7.843533130e+01,9.962277086e+01,9.177659858e+00,3.839831712e+01,2.510718685e+01
1.712452155e+01,3.221552681e+01,3.563516179e+01,3.796719099e+01,9.212367246e+01,3.304531063e+01,6.144815507e+01,6.257210785e+01,2.555553018e+01,1.471430672e+01,9.352935781e+01,2.250506060e+01,2.021408871e+01,3.144432678e+01,5.730559453e+01,9.646166456e+01,4.195242305e+01,2.120996674e+01,8.525518321e+01,2.586479002e+01,1.292814207e+01,1.156860493e+01,3.780935517e+00,2.064883480e+01,6.334967235e+01,5.537475163e+01,8.595004319e+00,5.216301865e+00,6.134433251e+01,6.227749825e+01,1.427426982e+01
1.223897945e+01,5.259951290e+01,2.709726586e+01,1.906467998e+01,1.443012451e+01,1.422625486e+01,9.967013901e+01,7.200333587e+01,9.678694238e+01,5.165527763e+01,1.963343260e+01,6.261050489e+01,4.733466860e+01,2.459258055e+01,3.037403411e+01,3.558656563e+01,7.825308123e+01,9.492820301e+01,3.539421248e+01,3.843102051e+01,5.081353288e+01,4.609120041e+01,4.526204836e+01,6.256950815e+01,5.766786347e+00,9.189314196e+01,7.016005295e+01,1.254266233e+01,5.962020861e+00,6.820172180e+01,1.515594985e+01
3.657664712e+01,6.170471794e+01,2.285465841e+01,6.243209257e+01,6.611872111e+01,7.920130927e+01,3.683543623e+01,9.623044225e+01,4.324593814e+01,9.938880579e+01,8.821067170e+01,9.151579601e+01,9.374573882e+00,1.886171798e+01,2.014061574e+00,8.310228750e+01,4.333574321e+01,6.354103343e+00,3.199052803e+01,6.883381786e+00,2.055828133e+00,6.190876851e+01,7.591036441e+01,6.680794124e+01,2.626449022e+00,6.570133707e+01,1.601894571e+01,5.190274310e+01,5.785939896e+01,5.330821825e+00,6.770163478e+01
1.263746282e+01,2.733998251e+01,2.653049859e+01,4.109930618e+01,3.569280827e+01,4.525133989e+01,8.781555453e+01,1.661719478e+00,2.431956876e+00,8.411708412e+01,2.741560866e+01,9.956500545e+01,5.299004447e+01,2.627229149e+01,6.048506066e+00,9.943307051e+01,5.566053372e+01,1.120864347e+01,5.947739811e+00,9.010663864e+01,2.496745445e+01,7.911839075e+01,7.328097690e+01,8.770381482e+01,8.924689498e+01,8.953883460e+01,6.593808897e+01,3.437047935e+01,7.697878041e+01,7.064778927e+01,3.392090952e+01
4.044225787e+01,4.988751797e+01,4.150316820e+01,9.582509846e+01,2.128173127e+00,3.061908910e+01,2.176231821e+01,1.310384006e+01,8.412372371e+01,7.237897045e+01,1.162406158e+01,6.126636750e+01,7.701757047e+01,1.436831426e+01,2.437139032e+01,3.281800398e+00,7.200405571e+01,1.144586852e+01,3.559134744e+01,8.975887668e+01,6.670852598e+01,7.500147294e+01,8.935578338e+01,5.253098719e+01,4.916232468e+01,2.466702691e+01,4.474787112e+01,9.789818775e+01,2.140508003e+01,1.337881113e+01,4.005341343e+01
2.556045956e+01,9.731112796e+01,4.705701098e+01,9.256507592e+01,6.291524176e+01,5.646263800e+01,7.806794057e+01,7.535443543e+01,1.497616416e+01,7.012373215e+01,7.067507896e+01,3.768248072e+00,4.154800717e+01,3.916160732e+01,9.298099334e+00,3.397169969e+01,8.163495459e+01,2.657607803e+01,2.506864183e+01,2.281014159e+01,5.047253996e+01,1.034590937e+01,7.361483052e+01,2.839522929e+01,4.442836083e+01,3.138412339e+01,1.254959673e+01,2.177655930e+01,1.958033194e+01,9.681521743e+01,8.321267034e+00
9.325302394e+01,7.027652184e+01,5.070579409e+01,7.373772015e+01,6.046252362e+01,6.135363730e+01,4.814229179e+01,6.337842269e+01,3.374095153e+01,7.891501410e-01,5.739040436e+00,4.048989110e+01,1.254044050e+01,8.191011021e+01,8.301294445e+01,9.392612693e+01,9.180490801e+01,2.578153280e+01,3.561656865e+01,4.180514891e+01,9.926102332e+01,4.962140139e+01,7.702794644e+01,1.876914691e+01,7.772692177e+01,1.683569017e+01,6.614418038e+01,9.956221049e+01,9.339068259e+01,9.979390614e+01,1.626275064e+00
2.028899298e+01,1.086274872e+01,5.017620722e+01,5.790382718e+01,7.723654779e+01,8.310613104e+01,1.794773688e+01,7.279558661e+01,8.682262210e+01,3.050230487e+01,7.957045337e+01,3.428154691e+00,6.540195744e+01,9.578017969e+01,8.236886383e+01,8.011175328e+01,9.357748667e+01,3.921888677e+01,9.956449024e+01,8.955071227e+01,3.127700187e+01,3.882872045e+01,1.064650868e+01,6.979052058e+01,3.277118536e+01,2.493523876e+01,6.303548137e-01,3.155294325e+00,9.540976781e+01,3.922984919e+01,3.247332756e+01
2.918078861e+01,6.228936295e+01,1.537791695e+01,6.780235093e+00,9.811766788e+01,6.581856049e+01,9.873713284e+00,4.430750075e+01,7.131656593e+01,3.606166473e+01,7.716783944e+01,3.157077346e+01,4.245686967e+01,8.007230762e+01,1.892506777e+01,2.859055090e+01,3.078002088e+01,5.809968291e+01,4.876045831e+01,5.024841815e+01,5.780732120e+01,1.179006505e+00,8.199286113e+01,7.198510149e+01,6.725340895e+01,2.281713291e+00,2.191438710e+01,6.947918724e+01,6.362980152e+01,8.503211328e+01,5.639827307e+01
7.227939146e+01,8.431471101e+01,9.270286991e+01,1.744731654e+01,5.081936156e+01,8.985744366e+01,9.462942413e+01,9.812951961e+01,6.923920334e+01,4.262975673e+01,2.406697656e+01,3.728417867e+01,2.738684321e+01,2.532462886e+01,2.134699166e+01,6.162160181e+01,7.546776421e+01,7.451557130e+01,6.360321264e+01,5.816964511e+01,6.520798056e+01,8.441787791e+01,7.661688382e+01,3.601975383e+00,2.959239649e+00,3.682307897e+01,8.592627607e+01,2.978171804e+01,5.800201212e+00,9.890460956e+01,7.976088322e+01
8.347527181e+01,6.605719080e+01,7.223341512e+01,7.310909405e+01,9.580633705e+01,6.315673221e+01,7.709201146e+01,3.287311573e+01,5.728587909e+00,3.732138047e+00,6.813042991e+01,8.439131907e+01,5.434509313e+01,5.885417815e+01,1.130859231e+01,2.932388980e+00,6.107486213e+01,9.059529287e+01,7.831387174e+01,6.479499676e+01,1.669705794e+01,2.673967905e+01,8.462530316e+01,2.132626928e+01,6.350365613e+01,2.073640528e+00,2.253223870e+01,3.499246059e+00,8.351791202e+01,5.967099991e+01,7.861318578e+01
3.252645376e+01,8.994155277e+01,1.933203509e+01,6.474476551e+01,1.381615179e+01,8.445804950e+01,2.744073651e+01,3.661095339e+01,8.586261815e+01,1.885445033e+01,4.013352964e+01,5.856408712e+01,1.799286890e+00,8.918866282e+00,6.895143721e+01,8.537955211e+01,5.438610894e+01,8.036334006e+01,2.860443419e+01,7.054641260e+00,8.748961218e+01,5.891691077e+01,8.895531979e+01,8.545471909e+01,7.137154842e+01,6.523936043e+01,8.838802625e+01,2.077536405e+00,9.165582436e+01,1.930490132e+01,1.826715562e+01
4.464374216e+00,7.119909900e+01,1.398570787e+01,9.778281731e+01,8.441518264e+01,6.467283494e+01,5.935268845e+01,3.798347627e+01,8.538759474e+00,3.696071861e+01,1.363028868e+01,4.545108387e+01,3.822724561e+01,1.970976873e+01,4.228395759e+01,8.021144908e+01,4.617733511e+01,9.237530855e+01,2.517363335e+01,4.133737189e+01,5.618773618e+01,6.088591483e+01,1.643515421e+01,5.302805970e+01,9.459956465e+00,9.102598828e+00,2.689690784e+01,6.746870943e+01,6.649388198e+01,9.524189985e+01,1.079759200e+01
6.565120874e+01,3.331101679e+01,8.262808097e+01,4.627810914e+01,7.754763649e+01,4.053031725e+01,9.956577222e+01,9.519892963e+01,8.369485830e+01,6.153520720e+01,9.918673567e+00,6.544581233e+01,7.374802367e+01,6.939394833e+01,2.992117161e+01,1.285641924e+01,9.198366578e+01,1.812972192e+01,7.353347519e+01,3.378154880e+01,9.772635159e+01,3.160921879e+01,6.914026928e+01,4.027425996e+01,8.866672736e+01,1.522988147e+01,3.758041476e+01,9.266079429e+01,5.114221544e+01,9.085918731e+01,8.667854847e+01
8.652941282e+01,6.454667128e+01,2.041964186e+01,7.330543205e+01,2.217616066e+01,3.328436537e+01,2.946464890e+01,4.029747349e+01,3.412619281e+01,6.738624276e+01,8.238234348e+00,5.357203695e+01,6.934050444e+01,3.694528549e+01,4.397522935e+01,9.528149540e+01,5.638818206e+01,5.908405538e+01,3.516852836e+01,3.572158133e+01,7.957613629e+01,3.714549047e+01,3.937706112e+01,6.400638784e+01,9.509384082e+01,7.653689271e+01,6.351597909e+01,6.161353295e+01,8.520289801e+01,2.294184143e+00,4.573051131e+01
3.894151312e+01,1.638486472e+00,4.658579160e+01,3.371282941e+01,1.050365476e+01,3.653276072e+01,1.903395117e+01,2.080090613e+01,1.889812948e+01,8.498256061e+00,6.001084530e+01,7.280339540e+01,6.614361588e+01,8.343304671e+01,1.312889382e+01,1.001551469e+01,2.294764414e+01,9.087366246e+01,2.229421064e+01,1.897722000e+01,8.935405920e+01,2.424435708e+00,6.504231591e+01,3.786027998e+01,1.372148450e+01,2.716001525e+01,2.795131685e+01,1.217685062e+00,7.782617871e+01,1.098584899e+00,8.972067850e+00
6.176146460e+01,1.151901554e+01,9.583060492e+01,3.246858558e+01,6.486979277e+01,6.797959141e+01,5.542194519e+01,5.640737366e+01,5.778525569e+01,4.971536248e+00,7.122140682e+01,2.243036629e+01,7.624856273e+01,4.969268325e+01,6.507376679e+01,1.479803840e+01,8.249689053e+01,5.417892679e+01,3.029032651e+01,2.025377415e+01,5.555673142e+01,4.152958184e+01,6.179967613e+01,4.284311237e+01,3.625698278e+01,3.257946320e+01,2.951844361e+01,8.169730383e+01,3.475046949e+01,9.341936538e+00,7.212230918e+01
7.723401551e+00,9.913020014e+01,6.528690771e+01,7.580890156e+01,7.848951889e+01,2.090693393e+01,8.163436262e+01,9.547727475e+01,5.399399962e+01,9.253676263e+01,1.911420029e+01,4.319424269e+01,7.595454875e+01,9.218507905e+01,2.308311496e+01,6.925926553e+01,7.587057462e+00,2.851250690e+01,1.291349305e+01,6.974195593e+01,3.590835384e+00,4.592205578e+01,3.794353723e+01,5.939711795e+01,1.067177532e+00,4.511521001e+01,2.448708861e+01,8.724406201e+00,9.364384526e+01,6.012912530e+01,7.762756387e+01
2.396881092e+01,4.542833437e+00,6.590310792e+01,3.277280014e+01,7.032010213e+01,2.225542382e+01,9.471079900e+01,8.630840549e+01,7.664735010e+01,9.997401529e+01,8.797954348e+01,2.637577038e+01,8.940955160e+01,5.008815975e+01,9.698422630e+01,5.039629481e+00,4.340757953e+01,3.389263457e+01,8.089205052e+01,3.986592160e+01,1.560789119e+01,2.332867944e+01,7.356369889e+01,5.607554217e+01,8.534642678e+00,9.578389323e+01,3.617170693e+01,9.764019096e+01,6.059754696e+01,7.908112529e+01,2.734857129e+01
3.034752955e+01,6.722982081e+01,3.849327712e+01,7.739926555e+01,4.712183520e+01,7.767927024e+01,8.752985954e+01,6.832706349e+00,3.192066419e+01,6.334757732e+01,4.088840775e+01,5.349516463e+01,8.115275496e+01,1.647570420e+01,2.736577004e+01,6.876192854e+01,7.253574940e+01,1.372060486e+00,7.080050409e+01,3.021242195e+01,5.532394417e+01,6.327548334e+01,1.755949253e+01,2.206964903e+00,4.853712686e+01,7.166973711e+01,9.740011648e+01,1.353491361e+01,6.541976665e+01,1.285714914e+00,4.929281501e+01
5.392805269e+01,5.584247747e+01,8.865970279e+01,7.481093718e+01,1.132527655e+01,9.622797156e+01,2.449012768e+01,3.382471415e+01,2.227292132e+01,3.190861453e+01,2.312018536e+01,1.361824273e+01,5.102224563e+01,3.435789285e+01,3.494216422e+01,3.340266863e+01,6.134290481e+01,6.064770359e+01,1.400905552e+01,3.554408944e+01,5.945852729e+00,1.925324529e+01,4.029044580e+01,8.212330953e+01,9.657887768e+01,2.656103227e+01,3.742403442e+01,4.794263025e+00,8.176418480e+01,1.718269564e+01,2.587772960e+01
2.648932023e+01,1.667341761e+01,7.272984901e+01,4.145622278e+01,4.629767007e+01,4.707389461e+01,4.330000460e+01,1.981793673e+01,5.814627447e+01,4.869038127e+01,7.602710458e+01,1.034423074e+01,6.093403650e+01,1.009755132e+01,9.413240882e+01,6.028527360e+01,9.170378480e+01,4.186446823e+01,7.701580993e+01,2.392633455e+01,9.281393182e+01,6.683031800e+01,4.575387429e+01,7.417035805e+00,4.422255549e+01,6.827401436e+01,5.749415702e+01,4.412883509e+01,3.981278394e+01,7.418361410e+01,9.624056276e+00
