v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67
9.832982088e+01,4.137126823e+01,4.988424740e+01,2.703405652e+01,7.869252994e+01,4.196952653e+01,3.675229805e+01,3.543951443e+01,5.065683223e+01,1.141726736e+01,9.262508585e+01,9.194463643e+01,5.869977646e+01,3.387402299e+01,6.734500015e+01,5.449495008e+01,2.897196233e+01,4.984101547e+01,9.584288374e+01,2.811688826e+00,2.670775559e+01,8.469324374e+01,7.989162301e+01,1.785435802e+01,3.538321091e-01,2.779727586e+01,8.224156295e+01,4.880106702e+01,8.380936430e+01,5.884232500e+01,6.462286363e+01,8.032217995e+01,4.694001561e+01,6.978552516e+01,4.160752165e+00,7.969578376e+01,3.225848542e-01,5.422236811e+01,7.384668872e+01,6.150405327e+01,6.236180842e+01,3.753781847e+01,9.321800943e+01,4.221685161e+01,1.350768839e+00,8.939204733e+01,5.235506856e+01,5.446308822e+01,3.181101249e+01,7.528405065e+01,8.843007031e+01,9.631528353e+01,7.360837711e+01,2.195008253e+00,8.557555785e+01,2.772451290e+01,3.862372501e+01,5.632377633e+00,9.283256921e+01,1.295688679e+01,5.833828691e+01,9.944558709e+01,9.607755941e+01,6.421265860e+01,2.440384967e+01,8.703483706e+01,6.730518505e+01
8.882466103e+01,8.710076284e+01,4.961534962e+01,2.253439977e+00,4.100959978e+01,4.460425617e+01,2.407307907e+01,1.182928972e+01,9.768891538e+01,2.055846118e+01,4.865998877e+01,7.865910990e+01,5.220215806e+00,2.677837049e+01,5.525112294e+01,8.587799533e+01,5.554495775e+01,9.803920297e+01,1.020765519e+01,6.450107237e+01,9.368428248e+01,2.497725849e+01,8.624259042e-01,3.318311956e+01,7.192391915e+01,6.876417925e+01,9.419833303e+01,5.018392144e+01,8.247555362e-01,1.837726460e+01,4.523973569e+01,4.942473138e+01,2.197703602e+01,9.224873903e+01,2.172178172e+01,2.928674499e+01,6.117942501e+01,5.385656729e+01,9.029040555e+01,4.725864191e+01,5.084761113e+01,2.510800667e+01,8.727732786e+01,2.632429685e+01,3.931881674e+01,2.173628041e+01,8.771278971e+01,1.417056576e+01,8.490797159e+01,8.262708227e+01,4.021003086e+01,2.755694769e+01,1.473879996e+01,3.781172068e+01,8.237934276e+01,2.812501570e+01,6.230749089e+01,1.777775228e+01,5.438498207e+01,1.424312832e+01,1.780863325e+01,2.371572399e+01,6.057458294e+01,6.869060160e+01,6.405422364e+01,2.695318582e+01,7.974220613e+01
9.885164277e+01,9.568444744e+01,1.582173723e+01,2.391620063e+01,9.434271262e+01,9.035111377e+01,9.003071353e+01,7.754129870e+01,2.396937048e+00,3.870958687e+01,5.266394305e+01,9.780861129e+01,2.616039477e+01,9.090541947e+00,3.871921159e+01,5.979436404e+01,4.960232663e+01,3.338891354e+01,3.834103210e+01,7.262272048e+01,4.745047017e+01,8.691371038e+01,7.520877652e+01,8.068248963e+01,8.237669013e+01,2.393922910e+01,7.200434301e+01,8.209622520e+01,6.789817013e+00,8.921966780e+01,8.042769232e+01,8.380354402e+00,2.651249821e+01,8.102370158e+01,7.415135365e+01,8.063595460e+01,6.455230286e+01,4.758849002e+01,8.547618401e+01,2.860494767e+01,8.150840834e+01,8.760138845e+01,6.361575708e+01,3.248691012e+01,1.589212357e+01,2.108363712e+00,4.373829378e+01,5.183201019e+01,9.644939577e+01,4.717684079e+01,8.314162982e+01,8.760133014e+01,1.591379585e+01,9.698044616e+01,4.068417700e+01,7.966204554e+01,5.639037597e+01,5.209327444e+01,3.983816371e+01,3.737167064e+01,1.897838131e+01,5.677574073e+01,7.467985971e+01,8.105747790e+01,6.932656533e+01,3.203953901e+01,4.661507602e+00
5.148674170e+01,5.516359891e+01,9.315513313e+01,3.904321264e+01,7.746512963e+01,5.998894292e+01,4.186604786e+01,2.392648646e+01,2.368282137e+01,2.886709255e+01,6.255044726e+01,7.453993579e+01,4.863370888e+00,5.902286961e+01,1.747921112e-01,1.869985030e+01,8.711535605e+01,8.830785710e+01,9.377486719e+01,3.803481533e+01,2.750330588e+01,2.576995257e+01,2.613838434e+01,9.473140817e+00,6.298412667e+01,4.902457915e+01,9.492430671e+01,7.137465976e+01,5.803073866e+01,2.379328959e+01,9.025379226e+01,7.908422780e+01,5.441254384e+01,9.095565881e+01,8.097601157e+01,6.050833466e+01,3.028214620e+01,1.784757805e+01,6.027972855e+01,9.487525691e+01,8.698120626e+01,7.190229705e+01,3.110463474e+01,3.334799198e+00,8.475833895e+01,2.184008102e+01,8.608878834e+01,7.405833827e+01,7.580891552e+01,7.412149977e+00,4.389352059e+01,2.889947736e+01,6.135696141e+01,2.326508210e+01,6.475344771e+01,1.236470784e+01,3.401502385e+01,6.743507873e+01,7.808507901e+00,6.474062795e+01,5.742696135e+01,9.196237932e+01,4.916080786e+01,2.997103505e+01,4.172359464e+01,7.644305730e+01,2.609007820e+01
5.692368811e+01,4.765940739e+01,6.307071658e+01,5.009221920e+01,5.957263102e+01,9.481603687e+01,5.414863144e+01,1.367250861e+00,1.179261735e+01,9.185697249e+00,2.963426227e+01,6.523544820e+01,1.791195238e+01,2.341353527e+01,3.715714501e+01,5.797765962e+01,7.662661570e+01,9.861055561e+00,6.121138631e+00,7.076769515e+01,1.153253240e+01,9.492405289e+01,7.373192323e+01,6.708076247e+01,7.036107867e+01,6.306940585e+01,3.400273819e+01,3.633097972e+01,7.345219853e+00,2.839802049e+01,8.381810392e+01,2.875876115e+01,7.656283405e+01,4.843557996e+01,2.455956119e+01,9.405282001e+01,5.041091969e+01,4.525942864e+01,3.192833294e+01,8.639215733e+01,8.829145215e+01,2.790887863e+01,2.738062482e+01,4.433080029e+01,6.571344551e+01,2.520962339e+01,4.939737835e+00,1.348972257e+01,9.771659717e+01,4.272241850e+01,7.107097464e+00,8.086239189e+01,9.232908254e+01,1.351965677e+01,8.428130024e+01,6.328360797e+01,8.501200633e+01,4.771142276e+01,8.233926479e+01,7.700266684e+01,6.604049168e+01,7.066002695e+01,9.286531293e+01,2.641702050e+01,7.544592149e+01,9.872963666e+01,3.635816582e+00
2.078670763e+01,2.451786803e+00,4.741279321e+01,9.117019557e+01,7.976040829e+01,8.885602020e+01,2.483102955e+01,8.541724467e+01,1.660897222e+01,8.557440196e+01,9.907853611e+01,5.840148814e+01,9.665198380e+01,4.875806339e+01,9.320813116e+01,4.020105952e+01,5.383108177e+01,3.559691096e+01,7.201947477e+01,6.641210061e+01,2.224287322e+01,7.658784515e+01,4.166142181e+01,6.849042657e+01,8.683561879e+01,7.769184040e+01,8.153751904e+01,2.891072635e+01,1.573191571e+01,3.268407500e+01,4.100359043e+01,8.530599643e+01,8.130553921e+01,4.170174911e+01,2.971563312e+01,9.762886289e+01,6.068739850e+01,2.075760996e+01,5.188011114e+01,1.006893468e+01,6.206712964e+01,5.998066572e+00,3.045392431e+01,6.299416367e+01,8.174372056e+01,5.569220087e+01,9.282493092e+01,4.629964314e+01,5.381998499e+01,8.526759276e+00,4.607282710e+01,7.391785017e+01,8.283895918e-01,9.735840790e+01,2.486852728e+01,8.354665192e+00,6.290184179e+01,5.094919332e+01,3.133244150e+00,3.950315109e+01,8.953408545e+01,9.391651230e+01,8.196035439e+01,7.873753742e+01,6.186722258e+01,6.687323846e+00,7.851097776e+01
1.580940322e+01,6.430784291e+01,7.941241954e+01,6.224524027e+01,7.565565407e+01,8.307832342e+01,3.520612876e+01,8.453249551e+01,8.806777559e+01,5.136591432e+01,7.650809300e+01,3.992693326e+01,3.010982494e+01,1.674417458e+01,6.921464516e+00,9.690483030e+01,7.591974065e+01,5.866479118e+01,9.996567263e+01,5.603061171e+01,7.458217564e+01,2.155793677e+01,7.831516631e+01,7.814669522e+01,8.481779145e-02,3.637268863e+01,3.307314944e+01,4.074368843e+01,6.012033909e+01,3.837235287e+01,2.262804500e+01,4.223241018e+01,7.923420541e+01,4.575917340e+01,4.104319164e+01,5.224552155e+01,8.623345491e+01,9.257799297e+01,2.199133892e+01,8.584989977e+01,2.364875446e+01,1.443613095e+01,2.686328662e+01,6.891414439e+01,5.655841794e+01,5.307883376e+01,3.538768340e+00,6.370932378e+01,9.235535136e+01,5.187657352e+01,6.909166963e+01,4.575875884e+01,5.035285966e+01,8.706447213e+01,5.938310292e+01,4.386907409e+01,7.548951563e+01,8.929275281e+01,8.774643061e+01,5.073850018e+01,7.986579676e+01,9.365815208e+01,9.291719499e+01,1.245116044e+01,6.919850262e+01,8.023068309e+01,7.734884596e+01
4.952361486e+01,3.144779182e+01,4.933486489e+01,6.064597528e+01,3.597600384e+01,4.274032566e+00,1.034413963e+01,6.994339589e+01,4.323180483e+01,7.753858237e+01,3.840514493e+01,6.650144860e+01,1.523316455e+01,3.427424972e+01,5.701664129e+01,7.344077409e+01,3.656664982e+01,5.087886635e+01,3.453744819e+01,8.015680591e+01,1.836577804e+01,4.121810679e+01,4.358316500e+01,1.473941091e+01,1.886006522e+01,7.850725211e+01,9.430964056e+00,8.265038217e+01,9.186947161e+01,9.873100637e+01,9.180675784e+01,1.111775783e+01,7.587399217e+01,6.695091068e+00,9.847485735e+01,5.019661824e+01,5.455938798e+01,8.203083351e+01,1.855716659e+00,5.539141942e+01,1.090410412e+01,2.923726057e+01,2.969433979e+01,4.885505956e+01,7.594962876e+01,6.908988729e+01,1.776037181e+01,1.879233568e+01,4.200290538e+01,7.827737923e+01,9.976165164e+01,5.763439118e+01,8.231000462e+01,8.836296927e+01,3.608826126e+01,3.905675856e+01,4.534407994e+00,5.187054522e+01,3.551011993e+01,8.396948188e+01,2.774949297e+01,6.034461425e+01,8.757954790e+01,5.744747639e+01,8.068749099e+01,3.791741960e+01,9.042141847e+00
1.209898901e+01,4.640883174e+01,7.375118365e+01,7.657368786e+01,5.897697041e+01,6.817442554e+01,8.819794719e+01,4.450436927e+01,9.117816248e+01,2.974805415e+01,9.046880377e+01,3.438160555e+01,3.809692469e+01,7.226359467e+01,9.729393799e+01,3.835702726e+01,6.433357204e+00,1.860437354e+01,4.752822386e+01,1.947350326e+01,3.849009946e+01,6.760817300e+01,1.199995706e+01,4.087168674e+01,4.433444927e+01,5.846718397e+01,4.542541592e+01,9.758057171e+01,7.960195517e+01,8.744576157e+01,5.403480686e+01,4.005784747e+01,2.122353704e+01,1.277113636e+01,1.181019694e+01,5.569725442e+01,6.700174711e+01,5.771837973e+01,7.142261997e+01,8.038662649e+01,8.898724125e+01,2.225132540e+01,9.498972909e+01,8.794730894e+01,1.024965792e+01,7.189938730e+01,5.814567358e+01,6.643631509e+01,5.646614648e+01,3.275188119e+01,6.047664885e+01,7.808996773e+01,7.750945060e+01,5.715670347e+01,2.766839779e+01,3.807136503e+01,6.241163942e+01,3.795392745e+01,8.199031958e+01,1.367378654e+01,5.005591188e+01,2.537974636e+01,1.892162360e+00,6.233721682e+01,3.429439381e+01,9.770890880e+01,9.775855076e+01
7.089748154e+01,5.425217047e+01,6.313982490e+01,7.662485607e+01,8.107786691e+01,6.856052987e+01,6.331733392e+01,4.141858599e+01,6.722015476e+01,1.811791358e+01,9.784290804e+00,4.963447626e+01,9.172767757e+01,6.562403265e+00,8.889503218e+01,2.785908706e+01,3.029556128e+01,1.426868040e+01,1.325513682e+01,4.425381899e+01,2.930106353e+00,9.389681691e+01,6.679102121e+00,7.545968952e+00,2.546340274e+01,7.742443248e+01,7.762417103e+01,6.656894435e+01,6.518743223e+01,7.796144391e+01,5.600218535e+01,1.398077418e+01,4.142984070e+01,6.078908058e+01,8.141751787e+01,9.365642750e+01,4.642540034e+00,9.880321380e+01,6.188082343e+01,2.797059234e+01,1.288996087e+01,1.462448387e+01,9.314952935e+01,2.876384603e+01,6.017010859e+01,6.876373345e+01,1.033967423e+01,5.836165872e+01,2.251854443e+01,8.565821687e+01,8.426303756e+00,3.462754457e+01,8.086617536e+01,6.343482435e+01,5.859996521e+01,8.808846594e+01,7.884519536e+01,7.228478076e+01,1.059481374e+01,7.656990267e+00,4.424401345e+01,3.462133779e+01,9.795825599e+01,2.576655372e+01,4.128427642e+01,3.948882576e+01,7.412803064e+01
8.307277423e+01,5.924258213e+01,8.574979525e+01,7.261868409e+01,6.158507856e+01,4.211197790e+01,2.452722445e+00,9.435214197e+01,9.086398218e+01,1.796311468e+01,8.996162693e+01,5.050503066e+01,2.061531185e+01,2.937623726e+01,6.206974812e+01,8.945551448e+01,6.891579806e+01,6.266577640e+01,9.098350453e+01,2.002631296e+01,2.266414389e+01,5.169992204e+01,4.318500578e+01,4.040771417e+01,2.252206776e+01,7.598268428e+01,2.241973409e+00,8.709490846e+00,1.110297817e+01,2.507984115e+01,9.032409632e+01,1.248462916e+01,1.623001618e+01,9.430739945e+01,8.404771457e+01,8.274146150e+01,1.744885454e+01,3.018693708e+01,9.569494904e+01,5.753158536e+01,1.136890977e+01,7.396832289e+01,2.336691503e+01,7.979983257e+01,3.644185191e+01,4.955493796e+01,8.315023391e+01,6.928691586e+01,9.858963342e+01,5.197119321e+01,9.206019807e+01,1.974981396e+01,4.023047988e+01,3.621401637e+01,9.706690257e-01,2.462692020e+01,3.116438937e+01,1.684910129e+01,1.874645827e+01,8.565063200e+01,5.055999521e+00,7.921037414e+01,3.220570837e+01,3.015290317e+00,4.523922884e+01,5.461747649e+01,5.516946162e+01
8.216599199e+01,3.504226269e-01,4.292029663e+01,8.249478949e+01,3.011125563e-01,8.585827335e+01,9.993817850e+01,8.487236139e+01,3.434205459e+01,4.881481019e+01,4.355276655e+01,5.804157103e+01,2.854701268e+00,4.526916592e+01,8.083859600e+00,7.213212456e+01,8.428068745e+01,4.874752976e+00,3.146579923e+01,7.589979780e+01,8.289718836e+01,5.340671804e+01,7.634734395e+01,5.725499013e+01,7.824646652e+00,1.178593849e+01,7.943533071e+01,9.766239280e+00,8.785933982e+01,4.522116451e+01,1.477927649e+01,5.945680217e+00,4.740410034e+01,8.692746017e+01,9.642855652e+01,5.736847894e+01,6.765085223e+01,2.608809589e+00,7.200183253e+01,8.291699849e+01,3.884508319e+01,8.792366959e+01,7.742547245e+01,5.958507721e+01,7.903439760e+01,8.949497130e+01,2.294094426e+01,7.120377253e+00,3.527381162e+01,6.721707567e+01,5.520133278e+01,9.462878772e+01,8.431350469e+01,9.209996563e+01,5.896910185e+01,4.812854534e+01,9.961012392e+01,5.884143739e+01,8.068889122e+01,7.441163106e+01,3.823932550e+01,7.907424704e+00,5.765624598e+00,3.061388402e+01,9.893469237e+01,4.636352155e+01,2.023571788e+01
6.756130466e+01,7.825870511e+01,8.780480904e+01,9.969353379e+01,6.534926521e-01,5.657282503e+01,2.816277362e+01,6.865551266e+01,5.276320883e+01,6.314622203e+01,5.706928037e+01,3.716093975e+01,7.099601629e+01,5.240062595e+01,8.964599026e+01,7.893263459e+01,1.119655880e-01,1.443742868e+01,9.969871998e+01,8.024021149e+01,7.707549459e+01,7.703362012e+00,4.023588643e+01,5.270001549e+01,1.523124895e+01,6.806112023e+01,1.888256480e+01,4.145282628e+01,3.127974285e+01,3.699725654e+01,6.268461930e+01,3.227565833e+01,7.179867694e+01,6.039922369e+01,7.063482621e+00,3.345804735e+01,5.310617522e+01,9.713142430e+01,1.304246676e+01,9.676867320e+01,1.386968996e+01,5.324957666e+01,3.532729401e+01,2.664450770e+01,2.660750590e+01,6.995862101e+01,5.825146947e+01,7.523981013e+01,9.097276796e+00,7.302046302e+01,1.644278758e+01,8.734658395e+01,6.910549377e+01,5.286981981e+00,7.939067282e+01,9.263131487e+01,4.577344098e+01,1.607079073e+01,2.961290579e+01,9.875368669e+01,4.183947152e+01,2.012306410e+01,2.964876219e+01,6.397896919e+01,2.634498255e+01,4.688327724e+01,6.643326871e+01
2.251536338e+01,1.958353076e+01,2.714672842e+01,5.063051814e+01,9.023781307e+01,9.904100779e+01,4.428422081e+01,7.692032644e+01,6.738266017e+01,5.721627088e+01,6.592170063e+01,4.558416325e+01,4.554761135e+01,4.794373590e+01,7.337318958e+01,9.077394135e+01,2.465430369e+01,7.102628869e+01,5.830807956e+01,7.633994876e+01,4.852485262e+01,3.933188278e+01,2.046719126e+01,8.763601811e+00,6.316280000e+01,7.253888216e+01,9.853361714e+01,9.456834098e+01,9.458339919e+01,8.149814089e+01,1.792356265e+00,9.381702936e+01,5.612141452e+01,6.858070361e+01,2.989418165e+00,4.690016229e+00,6.622144323e+01,3.420783964e+01,6.979567003e+01,5.790861454e+01,2.587697746e+01,2.273594103e+01,9.164981505e+01,3.525056147e+01,1.822441940e+01,7.259135490e+01,5.751439500e+00,6.353334735e+01,9.039652985e+01,5.783250640e+01,2.280636253e+01,1.502578007e+01,9.674056952e+01,5.609648553e+01,2.055549740e+01,8.790829175e+01,8.742949418e+01,5.868571036e+01,4.913051737e+01,4.643317680e+01,3.290726988e+01,2.476244944e+01,1.244159016e+01,9.832947745e+01,5.450990838e+01,5.442623094e+01,5.837812219e+01
1.021803982e+01,9.132132447e+01,1.862062949e+01,3.202882052e+01,2.781103540e+01,7.367699122e+01,3.130653109e+01,3.423717204e+01,2.473433911e+01,6.737853281e+01,5.545122096e+00,9.342498703e+01,7.620823057e+01,8.448075507e+00,1.599249552e+01,6.588576380e+01,6.614894756e+01,5.309176584e+01,3.460757032e+01,1.855330482e+01,6.009893015e+01,6.639111740e+01,3.126960189e+01,6.742487521e+01,4.548631734e+01,6.881639306e+01,4.175782574e+01,3.377790750e+01,3.703586825e+01,6.738005923e+01,4.117022465e+01,3.482607073e+01,2.706885664e+00,8.723447190e+01,7.845860427e+01,2.539936663e-01,5.489459151e+01,3.437668831e+01,2.117049091e+01,3.765140619e+01,4.991051942e+01,3.642483540e+01,1.331112273e+01,4.745839189e+01,8.408911778e+01,1.785114063e+01,2.118383406e+01,4.193327411e+01,2.297913040e+01,8.933154969e+00,7.279196123e+01,2.645304654e-01,2.067891944e+01,6.092040147e+01,9.570055521e+01,7.229222606e+01,8.594289154e+01,1.257312980e+00,7.582799795e+01,2.691556438e+01,4.544045664e+01,3.277183696e+00,9.967008079e+01,3.998338713e+01,1.057789286e+01,4.419010560e+01,2.089979729e+01
2.588491373e+01,6.202256250e+01,3.643558562e+01,9.841476033e+01,2.733926869e+01,5.420029501e+01,8.353839038e+01,9.137211292e+01,2.948087791e+01,8.484579596e+01,8.206664764e+01,9.828616662e+01,5.068450287e+01,1.368298230e+01,6.524495178e+01,8.521226845e+01,4.614633083e+01,9.680750833e+01,6.591330514e+01,7.673434849e+01,7.824549916e+01,7.976492680e+01,2.799220948e+01,9.273039573e+01,3.307021264e+01,4.331404295e+01,9.406732057e+01,2.557757301e+01,8.809564620e+01,7.327925626e+01,3.040080836e+01,9.835327804e+01,9.916422369e+01,8.111897122e+01,7.587905533e+01,2.806434105e+01,9.491569183e+01,1.029769098e+01,1.853698875e+01,4.163174459e+01,4.498433850e+01,5.038992755e+01,6.640443264e+01,2.911016476e+01,5.970849726e+01,1.724498106e+01,3.623287154e+01,5.153851461e+01,3.398894128e+01,7.972631464e+01,9.191855405e+01,2.909082762e+01,6.691253487e+00,1.301639671e+00,2.035489058e+01,6.682158559e+01,2.744962208e+01,1.532749362e+01,6.089963390e+01,5.711922185e+01,8.757290533e+01,9.636277099e+01,8.397473148e+01,6.013372464e+01,3.183680542e+01,4.364474371e+01,3.212357029e+01
9.005764058e+01,3.601791477e+01,9.360813066e+01,7.905445536e+01,7.351347230e+01,9.428437323e+01,7.350264513e+01,6.360507519e+01,7.193421168e+01,7.691259547e+01,7.546275770e+01,9.239229567e+01,4.036232492e+01,1.327387036e+01,4.990166356e+01,6.378035112e+01,6.049513629e+01,1.792272277e+00,7.333988343e+01,5.706811312e+01,9.291535598e+01,3.300191766e+00,5.950106305e+01,1.431806743e+01,5.935615902e+01,5.157004817e+01,1.984070109e+01,4.412518237e+00,9.894060418e+01,9.778971821e+01,4.610626853e+01,7.343555941e+01,6.492130436e+01,8.170723120e+00,9.149397097e+01,5.554950321e+01,9.208676902e+01,1.268874637e+01,1.185607245e+01,3.305318352e+01,1.155559611e+01,4.184584677e+01,5.830262202e+01,7.580400844e+01,4.673548630e+01,5.069606676e+01,4.996328589e+01,7.390485310e+01,9.589957754e+01,7.713982849e+00,2.402813816e+01,2.132533058e+01,3.048872149e+01,9.667354151e+01,9.538062760e+00,2.336900743e+01,4.385342541e+01,7.921136892e+01,9.273881654e+01,2.151104468e+01,4.715728956e+01,1.297715970e+01,4.832239625e+01,9.357895925e+00,3.416022044e+01,1.815792782e+01,1.414538121e+01
4.963558356e+01,2.794624015e+01,8.561137757e+01,6.263263022e+01,8.430064065e+00,6.668576854e+01,7.669235628e+01,9.850558514e+01,5.284528107e+01,7.413000069e+01,9.643247597e+01,9.902052415e+01,4.193176412e-01,9.755136131e+01,9.647210880e+01,7.902225796e+01,6.031608232e+01,7.991950347e+01,3.080944941e+01,8.661055035e+01,8.754526200e+01,9.222290942e+01,6.885313912e+01,2.579744713e+01,6.448970321e+01,2.625457241e+01,9.392341831e+01,1.234834849e+01,1.763482748e+01,9.249165687e+01,3.169224832e+01,7.644264967e+01,8.499715429e+01,2.855253029e+01,4.964011249e+01,9.643865151e+01,7.657157216e+00,7.729125776e+00,7.468192834e+01,4.618063870e+01,8.490291585e+01,2.906719537e+01,8.319732218e+01,2.973871023e+00,4.142954547e+01,2.677646230e+01,6.051525349e+01,6.687735398e+01,7.426311382e+01,5.724386202e+01,4.639875745e+01,8.025029446e+00,2.317627413e+01,1.175870323e+01,9.229938781e+00,8.290693869e+01,8.641806145e+01,9.921341744e+01,8.729495649e+01,1.827030417e+01,7.078180060e+01,1.581958312e+01,9.494217896e+01,6.287012635e+01,7.071004556e+01,5.181549200e+00,6.052420276e+01
8.229098428e+00,8.612502640e+01,6.630053587e+01,1.166488354e+01,7.377255482e+01,9.522600715e+01,9.082224755e+01,8.980301980e+01,4.279946511e+01,9.150447165e+01,6.625508480e+01,8.741411541e+01,7.928371583e+01,7.721289433e+00,2.168780567e+01,6.154549563e+01,2.275135800e+01,2.777564153e+01,7.514386370e+01,6.194170509e+01,2.502918490e+01,1.597951412e+01,6.584783985e+01,3.471324355e+01,9.726687970e+01,2.553986898e+01,6.641710503e+01,3.200109870e+01,4.559079902e+01,3.909803153e+01,9.662554144e+01,3.765412093e+01,8.230262217e+01,4.161280208e+01,6.220132914e+01,4.530268819e+01,9.711654155e+01,7.204194922e+01,2.489685856e+01,7.885397170e+01,1.429320834e+01,2.370845614e+01,8.093432610e+01,5.264708889e+01,3.084406138e+00,6.682779701e+01,5.194104203e+01,1.342662661e+00,4.006471651e+01,9.372073829e+01,7.005577575e+01,2.127195761e+01,6.538750127e+01,4.740863890e+01,2.207877189e+01,4.091322555e+01,3.882970578e+01,5.964477273e+01,4.536192617e+01,3.024068209e+01,1.119125483e+01,7.038570880e+01,4.759239538e+01,8.310656964e+01,5.670433749e+01,7.118643313e+00,8.810558419e+01
2.135002965e+01,6.408907338e+01,8.746320592e+01,8.838889993e+01,2.966072432e+01,4.910457568e+01,8.822032700e+01,3.852562580e+01,1.279887774e+01,5.438844341e+01,5.799855141e+01,7.879834841e+01,4.569296356e+01,6.186836846e+01,9.484432603e+01,4.581200747e+01,4.822616972e+01,2.259011726e+01,1.310679919e+01,2.777991606e+00,7.518214885e+01,7.592271442e+01,7.514863229e+01,8.294033717e+01,3.470870789e+01,3.133030411e+01,5.416681598e+01,2.094276112e+01,3.683307548e+01,6.413917873e+01,1.402137798e+01,7.207989034e+01,1.888253022e+01,8.152261225e+01,8.675167041e+00,6.744247627e+01,9.199260692e+00,8.982187690e+00,7.886725895e+01,8.723865896e+01,2.517495438e+01,7.612317431e+01,7.161830359e+01,2.883432124e+00,4.998742997e+01,1.007502470e+01,1.694937537e+01,1.109217778e+01,2.191390468e+01,8.778046365e+01,1.903485953e+01,5.644553137e+01,1.125495129e+01,5.846253425e+01,2.772769598e+01,2.793093730e+01,9.432900198e+01,8.962433705e+01,4.415867766e+01,3.572395594e+01,6.105081224e+01,1.462867310e+01,6.140372572e+01,5.549364736e+01,1.968089423e+01,8.130161121e+01,3.950593043e+01
9.275703587e+01,5.846453776e+01,3.952485965e+00,1.678817470e+00,2.028431115e+01,9.349043187e+01,7.027608656e+01,9.072582747e+01,4.468055415e+00,3.570585089e+01,5.497812752e+01,4.863534422e+01,2.024946535e+01,5.997237520e+00,5.090564282e+01,7.432258368e+01,1.247369154e+01,1.308453606e+01,6.971575555e+01,9.196096360e+01,2.996651701e+01,2.390645928e+01,4.285561771e+01,1.059478069e+00,7.126028765e+01,6.011917945e+01,9.603612433e+01,2.118785982e+01,9.235943627e+01,9.731537494e+01,4.674839719e+01,9.933243367e+01,4.799359498e+01,2.576462716e+01,3.656576094e+01,9.969233177e+01,9.367654941e+01,4.398854573e+01,8.220543056e+01,6.497946045e+01,4.303815572e+01,7.891651825e+01,3.160563531e+01,6.936331477e+01,8.698483957e+00,6.220174756e+01,8.796572600e+01,7.155864500e+01,2.001734018e+01,6.925289093e+01,8.198353851e+01,7.828273190e+01,2.650375318e+01,1.464143346e+01,1.317339497e+01,6.979620381e+01,6.370620594e+01,7.328814679e+01,2.517295283e+01,9.747983561e+01,9.001177427e+01,5.650871000e+01,6.612892672e+01,8.354956226e+01,6.306002365e+01,9.295741957e+01,2.716270617e+01
6.889549626e-01,4.994215771e+01,6.640600920e+01,2.600983820e-01,1.148423477e+01,6.300913368e+01,5.386522648e+01,7.070661304e+01,5.319304811e+01,2.627223964e+01,9.216968356e+01,8.530811045e+01,2.991315395e+01,7.814100152e+01,8.675913759e+01,1.085566158e+01,6.191341260e+01,5.411637037e+01,6.226911194e+01,4.767384190e+01,8.290293185e+01,2.077175288e+01,7.579802584e+01,2.649101780e+01,7.566415023e+01,3.979082423e+01,4.097106757e-01,7.443101143e+01,5.582397065e+01,4.310586332e+01,9.583847194e+01,3.431998840e+01,5.212302775e+01,1.237804966e+01,1.193657901e+01,6.157385030e+00,9.071374130e+01,5.517547695e+01,1.821197908e+01,4.946472023e+01,9.887848177e+01,8.468404707e+01,3.375761597e+01,3.411993677e+01,3.987998565e+01,1.937417627e+01,7.231706164e+00,1.328534125e+01,8.982455517e+01,4.924078781e+01,6.662272814e+01,6.800281110e+01,6.593575636e+01,2.582300609e+01,6.906133716e+01,4.983076580e+01,6.816265618e+01,2.137955394e+01,2.598283739e+01,5.570656702e+00,2.992614681e+01,2.091702978e+01,8.074586943e+01,3.331665067e+00,7.279388506e+00,4.826491004e+01,7.408307957e+01
