v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93
1.128208149e+01,5.101055534e+01,8.865344850e+00,2.873328362e+00,2.706537428e+01,3.163949375e+01,1.831241098e+01,9.678385819e+01,4.174245459e+01,6.597506982e+01,6.267885995e+01,8.063167304e+01,5.529086178e+01,5.184962332e+01,2.937025666e+01,3.077711753e+01,6.515628707e+01,8.817121422e+01,5.560875798e+01,8.180201772e+00,7.052419148e+00,1.968647975e-02,8.601045294e+01,7.334419515e+01,6.837755298e+01,9.790666489e+01,7.282711791e+01,3.504662238e+01,1.173027743e+01,8.090551407e+01,4.018453833e+01,5.099461181e+01,3.047538830e+01,2.553455213e+01,4.483899145e+00,4.977655730e+01,9.591791415e+01,8.454176297e+01,3.742570746e+01,3.430275241e+01,4.800425541e+01,4.378974093e+01,9.584637449e+01,3.332165362e+00,6.754686443e+01,9.355155002e+01,8.400947756e+01,2.391098744e+01,7.479848498e+01,3.835562972e+01,2.195009945e+01,3.758661405e+01,9.161482321e+01,6.055630142e+01,3.840097609e+01,8.968170605e+01,1.043947339e+01,1.745442611e+01,9.758532853e+00,1.338478632e+00,1.407286021e+00,4.046780566e+01,7.251277410e+01,5.183353645e+01,1.931004264e+01,9.986969112e+01,2.640043954e+01,3.412599945e+01,6.324296467e+01,6.393367931e+01,5.383527885e+01,4.375070622e+01,1.347884790e+01,4.197057853e+01,9.621649234e+01,7.264497687e+01,7.400299231e+01,4.673902686e+01,8.865236416e+00,5.668269593e+01,3.940270718e+01,1.641516684e+01,6.164838021e+01,8.008171778e+01,8.709025992e+01,8.549132025e+01,3.210823838e+01,5.202026322e+01,8.714210217e+01,6.307504877e+01,3.412260472e+01,5.301584673e+01,5.191173255e+01
6.836871649e+01,4.175121512e+01,4.104002001e+00,9.436389124e+01,8.080116397e+01,9.254692171e+01,3.977621521e+01,2.501358052e+00,2.735967847e+01,7.077360945e+01,1.424252863e+01,5.139428708e+01,4.711215012e+01,3.566034029e+01,9.367312673e+01,1.535687598e+01,4.988085922e+01,8.042909554e+01,6.638469720e+01,4.878315415e+01,2.877411074e+01,2.148144651e+01,3.954667280e+01,8.898413347e+01,5.847885637e+01,3.430048586e+01,4.070880424e+01,2.565545533e+01,5.697360895e+01,1.780175675e+01,6.458222143e+01,2.296645454e+01,5.763520332e+01,5.850260185e+01,7.549439641e+01,5.218127751e+01,5.290133343e+01,6.221672734e+01,2.585927271e+00,2.430157791e+01,5.897050735e+01,1.825452163e+01,8.503236570e+01,5.692183000e+01,8.931246141e+01,6.957940008e+01,6.311162940e+01,6.686305913e+01,3.651438979e+01,1.417911183e+01,2.615959666e+01,6.196584095e+01,2.200271743e+01,7.823239032e+01,8.298099578e+01,1.556367988e+01,4.255916017e+01,5.440018915e+01,2.332026391e+01,6.304600972e+01,1.985127660e+01,6.126754169e+00,4.047976011e+01,7.005639026e+01,3.910458614e+01,5.070545443e+01,5.776430236e+01,6.447170286e+01,1.790597229e+01,6.845819417e+01,2.674152192e+00,6.577173158e+01,3.193042645e+01,5.350932589e+01,5.558687447e+01,6.458212861e+01,4.371695542e+01,4.065518740e+01,6.524829264e+01,1.226301418e+01,1.554260849e+01,1.522495064e+00,3.347192248e+00,7.347292320e+01,7.950519975e+01,9.099258182e+01,3.013429591e+01,2.304749594e+00,6.898504698e+01,1.482687263e+01,7.137442969e+01,2.666585800e+01,9.143394685e+01
7.708389640e+00,6.036927347e+01,5.653415765e+01,8.704422121e+01,5.370823655e+01,6.746141759e+01,4.589718154e+01,1.464504333e+01,7.347657747e+01,6.336647983e+00,3.143399230e+01,3.371605256e+01,9.734481419e+01,4.067691622e+00,9.659260353e+01,9.812894256e+01,8.590513139e+01,7.430944236e+01,6.544143547e+01,7.480080489e+01,5.931747026e+01,2.022444746e+01,4.750549369e+01,3.010272408e+01,8.651285991e+01,5.829856652e+01,8.072706782e+01,3.682847560e+01,7.290987959e+01,6.366729905e+01,9.490201999e+01,6.018704268e+01,6.785453413e+01,3.073295921e+01,6.981464173e+01,5.968087001e+01,4.722156501e+01,4.903639982e+01,1.860463575e+01,9.596376470e+01,4.660766281e+01,4.060200927e+01,1.425526263e+00,4.147114195e+01,3.129867596e+01,9.680087706e+01,3.460552522e+01,2.343239324e+01,2.183817701e+01,8.975003345e+01,9.333475408e+00,9.007116257e+01,6.700908680e+01,9.173230977e+01,5.831528913e+00,1.527497637e+01,6.227684624e+01,5.890671085e+00,3.511622261e+01,9.679275075e+01,4.993507583e+01,2.050416956e+01,8.529947145e+01,7.925727193e+01,1.886659413e+01,8.748995937e+01,4.862034547e+01,2.830818079e+01,1.196242263e+01,2.660080007e+01,4.734362696e+01,8.264683256e+01,8.468480541e+01,7.000429777e+01,2.786335363e+01,2.128971687e+01,3.774925264e+01,3.761064131e+00,3.809801708e+01,2.917611298e+00,8.945656213e+01,7.259252754e+01,1.244966315e+01,8.917974318e+01,3.623194831e+00,7.145352390e+01,6.316416685e+00,9.763527484e+01,9.085147112e+01,9.816080828e+01,1.321252900e+01,1.452537054e+01,7.681148091e+01
3.878599565e+01,8.404035811e+00,2.916146056e+01,4.161745358e+01,2.741586000e+01,9.680829918e+01,4.601699590e+01,2.866237147e+01,2.789495006e+01,4.948542636e+01,8.398946559e+01,2.631280391e+01,9.486616973e+01,9.564392661e+01,8.449808329e+01,6.834232598e+01,3.134141467e+01,9.998410214e+01,3.297780288e+01,1.516068796e+01,2.237478565e+01,2.548489648e+01,9.211967734e+01,5.927335897e+00,6.769032888e+01,2.914076555e+01,5.013458544e+01,8.082539395e+01,4.163081997e+01,5.449025834e+01,3.574325439e+01,7.053230693e+01,8.427028256e-02,5.972130423e+00,2.148327838e+01,8.552951966e+01,4.813409633e+01,5.724892504e+01,4.636374409e-01,1.292414884e+01,9.372536446e+01,3.007709563e+01,1.584015634e+00,2.622370961e+01,6.947071665e+01,5.424648762e+01,1.518219133e+01,8.857953145e+01,4.312808742e+01,4.866222836e+01,7.791493528e+01,7.704064429e+01,9.165786318e+00,5.527712968e+01,2.427284182e+01,9.992658350e+01,6.277461212e+01,6.296681716e+01,5.265094949e+01,6.519172908e+01,8.320318239e+00,8.082624317e+01,6.684977665e+01,8.641281767e+01,3.030413175e+01,2.393501810e+01,5.218532955e+01,8.872518100e+01,2.322841628e+01,8.155380421e+01,2.563455840e+01,5.351129042e+01,1.100042237e+01,2.361704139e+01,7.483045345e+01,3.569330157e+00,7.436889854e+01,9.478658981e+01,3.466911240e+01,1.637057862e+01,7.164458468e+01,8.357125388e+01,4.928586134e+01,3.706194513e+01,6.874150796e+01,8.493107641e+01,8.910315189e+01,2.093338295e+01,3.063275899e+01,5.448758458e+01,9.774853366e+01,4.399593105e+01,3.322822064e+00
1.328719850e+01,5.533923660e+01,5.560533801e+01,8.863421432e+01,7.884897833e+01,8.775148481e+01,3.848426054e+01,8.472636744e+01,3.194298859e+01,5.483375133e+00,5.883061725e+01,8.476470745e+01,4.457099780e+01,4.111483683e+01,1.545991829e+01,3.767520285e+01,2.612639906e+01,2.156745318e+01,6.597076587e+00,6.237862288e+00,9.070561147e+01,4.791993413e+01,5.688515867e+01,1.190564948e+00,8.897493175e+00,4.810630269e+01,8.921682111e+01,7.757942239e+01,2.018114991e+01,3.198336890e+01,3.756888055e+01,1.652818807e+01,3.996132282e+01,3.421210162e+01,6.125940121e+01,6.808989324e+01,7.491161974e+01,8.644756046e+01,8.588557513e+01,2.312304204e+01,8.778465586e+01,4.175053325e+01,4.227462220e+01,7.878838098e+01,2.696865363e+01,5.926716243e+01,4.289273175e+01,3.377104452e+00,5.625299118e+00,7.994181143e+01,2.096453948e+01,3.452097361e+01,1.606870053e+01,3.710937777e+01,7.982120343e+01,2.036648585e+00,4.008776789e+01,8.203067689e+01,4.690032313e+01,3.222500369e+01,1.219767116e+01,3.081146243e+01,2.868040989e+01,7.947538839e+01,3.167219988e+00,2.859250382e+01,5.438614899e+01,6.628043699e+01,2.374604870e+01,4.349257144e+01,3.313854346e+01,5.491502145e+01,4.517635782e+01,2.210376954e+01,1.798668096e+00,7.849979825e+01,3.339686302e+01,5.080090951e+01,9.142471335e+01,8.482140165e+01,2.337202516e+01,6.052186139e+01,7.146448746e+01,3.036370325e+01,5.387723685e+01,5.646396119e+01,1.213512343e+00,9.374818878e+01,3.495902206e+01,9.504341634e+00,6.685610765e+01,1.022296175e+00,5.546340989e+00
6.779290248e+00,3.430542375e+01,9.868558721e+01,6.223331778e+01,6.885324882e+01,4.546203456e+01,6.007883181e+01,9.049942934e+01,6.561663364e+01,6.111534647e+01,6.244537648e+00,4.130623274e+01,6.550722145e+00,9.846555336e+01,1.159608457e+00,8.930903894e+01,5.783171755e+01,3.935314091e+01,5.835951993e+01,4.826496330e+01,1.210881027e+01,5.469828261e+01,3.526238048e+01,8.486557962e+01,4.012663989e+00,2.030078945e+01,7.155324726e+00,2.201929168e+01,5.560550462e+01,1.682146735e+00,6.252690337e+01,7.639641799e+01,6.959545693e+01,8.702199607e+00,9.501163172e+01,2.678940239e+01,3.664539189e+01,6.444155790e+01,8.441697821e+01,6.009556802e+01,2.346058359e+01,5.630093808e+01,1.212202822e+01,7.185756117e+00,2.411864047e+01,8.365225897e+01,1.546253432e+00,2.213575894e+01,7.727570975e+01,1.685229354e+01,3.582770609e+01,8.398164984e+01,8.738547120e+01,3.294665967e+01,9.539921368e+01,5.084091531e+01,1.081518873e+01,2.092144793e+00,6.851441089e+01,8.928212832e+00,8.197540183e+00,3.832686583e+01,5.815018136e+01,9.396401701e+01,5.168362156e+01,1.797508706e+01,1.858365111e+01,7.164295019e+01,9.160742627e+01,2.771512225e+01,7.920807850e+01,2.983275848e+01,9.975402578e+01,4.149693744e+00,9.272535228e+01,8.597302563e+01,5.559927680e+01,6.244084857e+01,1.898984638e+01,4.413619717e+01,6.281885393e+01,9.278689840e+01,9.105630834e+01,6.647779164e+01,3.500519412e+01,3.888822334e+01,1.371106467e+01,4.170408672e+01,9.822299380e+01,6.238306086e+01,8.338215631e+01,6.517965657e+01,4.226022953e+01
5.309483139e+01,8.632384811e+01,2.973092436e+01,5.523788025e-01,7.494563053e+01,6.392116117e+01,4.560862151e+01,9.233490304e+01,6.539152338e+01,5.523684744e+01,2.203942546e+01,6.626971332e+01,3.538877958e+01,6.388189462e+01,9.379654621e+01,3.499349101e+01,8.808616785e+00,8.312985315e+01,6.526924566e+01,2.364748419e+01,5.197400520e+01,8.515086164e+01,9.588810824e+00,3.618457632e+01,4.365933657e+01,9.517103827e-01,6.551708310e+01,6.266355243e+01,2.770659688e+01,3.969807438e+01,1.388888451e+01,3.210468284e+00,5.084832137e+01,6.422497640e+00,4.875267670e+01,9.000020247e+01,8.016826209e+01,9.855206231e+01,4.529893272e+01,3.959251141e+01,4.780763783e+01,1.241861272e+01,1.716082713e+01,7.310046965e+00,7.253545118e+01,4.453670413e+01,7.082207061e+01,8.315983829e+01,6.667618456e+01,1.704522397e+01,6.983907154e+01,9.022145399e+00,2.702088980e+01,8.027257722e+00,2.381618059e+01,7.887476177e+01,4.349871331e+00,2.885600679e+01,5.903697745e+01,9.537183185e+01,8.438656278e+01,3.571625728e+01,7.510734444e+00,4.172982857e+01,9.688430564e+01,1.427127171e+01,9.401277833e+01,2.178379523e+01,8.522699968e+01,6.331050772e+01,8.521399845e+01,7.736782592e+01,5.909424158e+01,5.000328476e+01,4.342984693e+01,8.519185718e+01,1.961776313e+01,5.037924577e+01,8.265194866e+00,8.069894882e+01,8.008628437e+01,6.886334745e+01,5.974174004e+01,1.072929353e+01,6.610522805e+01,7.118244756e+01,6.375135974e+01,8.418076146e+01,8.042882622e+01,8.548896906e+01,1.257457083e+01,6.618466270e+01,9.614799452e+00
8.530408408e+01,1.055501496e+01,4.378414643e+01,8.317449654e+01,7.140216587e+01,4.879108406e+01,5.364988873e+01,1.683173347e+00,6.762085559e+01,9.016365798e+01,4.493145029e+01,3.832598989e+00,4.060400840e+00,9.586303766e+00,6.885012297e+01,6.696746999e+01,3.679695128e+01,8.929231299e+01,7.379610268e+01,3.992114229e+01,4.347092435e+01,3.811583685e+01,1.551499200e+01,3.499147929e+01,9.530056705e+01,9.950031875e+01,6.912581981e+01,6.771978094e+01,4.316602441e+01,2.114365250e+01,1.218651453e+01,6.823843506e+01,7.717834845e+01,7.072389571e+01,3.487633180e+01,8.610757945e+01,2.459897113e+01,8.840026347e+01,1.377090765e+01,5.674376126e+01,9.698484601e+01,7.240855760e+01,3.542782277e+01,5.913645978e+01,5.053134397e+00,2.935518446e+01,8.876976746e+00,3.331283406e+01,2.805987384e+01,9.991100096e+01,5.070502193e+01,2.753991488e+00,8.800653365e+01,1.524504665e+01,4.077418305e+00,5.179386748e+01,6.014495933e+01,1.741636313e+00,5.733264548e+01,6.456657114e+01,1.307940391e+01,1.953581063e+01,7.217788794e+01,1.878282997e-01,7.798574932e+01,1.393999503e+01,9.524751845e+01,1.089088457e+01,3.858100345e+01,4.308566922e+01,7.479763791e+01,7.398916649e+01,8.050712644e+01,9.982559093e+01,2.670617279e+00,3.083916486e+01,7.951981066e+00,4.783463941e+01,4.513380976e+01,5.049984473e+01,2.457785185e+01,6.184158668e+01,8.001505334e+01,1.541330084e+00,8.720308690e+01,5.502830576e+01,3.006829548e+01,1.921960581e+01,8.456889359e+01,4.710557246e+01,7.014618180e+01,9.391139467e+01,2.691898938e+01
8.444886551e+01,7.951875765e+01,9.835250619e+01,9.262011364e+01,8.899350726e+01,7.827666061e+00,7.885168097e+00,4.534508176e+01,8.769192200e+01,1.153103418e+01,1.152885623e+01,8.522466204e+01,5.767155655e+01,9.986875944e+01,2.098641995e+01,3.515568670e+01,7.846341759e+01,4.339424685e+01,1.316477334e+01,1.238788202e+01,5.388076513e+01,2.096297743e+00,8.942435228e+01,4.657815260e+00,9.130659467e+01,4.184527006e-01,8.824824591e+01,6.538524797e+01,1.035595650e+01,2.317401750e+01,5.146280603e+01,1.681739589e+01,2.760192311e+01,1.623062181e+01,2.834502219e+01,4.706797311e+00,8.037143360e+00,1.226539143e+01,7.445972054e+01,2.362583519e+01,2.289406516e+01,3.996618694e+01,8.972633283e+00,5.314964035e+01,8.018033854e+01,6.519638697e+01,6.797312498e+01,8.830197043e+01,2.121479113e+01,7.311409850e+01,4.288804180e+01,8.883573360e+00,2.431714294e+01,7.483173916e+01,4.460672531e+01,3.992952064e+01,9.879554629e+01,2.492866997e-01,1.010725620e+01,4.861572175e+01,3.736302889e+01,6.603861562e+01,7.844562285e+01,4.932889018e+01,2.749931832e+00,6.969522526e+01,5.329114336e+01,7.665612587e+01,6.268485620e+01,9.959066514e+01,9.163126761e+01,9.493914570e+01,3.306728756e+01,8.924734389e+01,3.979211347e+01,9.648685296e+01,7.134950438e+01,9.538089976e+00,2.812300395e+01,1.969627313e+00,8.863991483e+01,6.272395605e+01,4.107372740e+01,2.236729996e+01,1.869043158e+01,9.069324533e+01,6.641334867e+01,2.780222806e+01,1.892058381e+01,6.479045163e+01,1.942960393e+01,1.968569449e+01,8.194040362e+01
3.498484853e+01,4.428780512e+01,5.192068703e+01,3.392137363e+01,3.064525222e+01,7.695699178e+01,5.957806673e+00,2.781219039e+00,7.848588605e+01,4.188552603e+01,8.073640244e+00,6.848484043e+01,9.342312956e+01,3.603542748e+01,5.040897320e+01,1.796708571e+01,9.453763774e+01,2.747927321e+01,5.659239844e+01,7.201543843e+01,6.184321654e+01,2.093634034e+01,8.437859851e+01,2.529562772e+00,2.983797962e+01,3.338046405e+01,4.781219238e+01,7.167106571e+01,8.335784155e+01,1.439359971e+01,1.545307898e+00,6.608842858e+01,7.030894006e+01,6.198438651e+00,7.043420795e+01,9.112221584e+01,6.488812846e+01,7.180608926e+01,7.806184642e+00,8.369675384e+01,5.491438184e+01,2.288793587e+01,8.072011506e+01,5.268596025e+01,4.727711653e+00,3.788993576e+01,2.960129535e+01,1.779167311e+01,3.552062422e+01,1.785002681e+01,1.967001542e+01,3.125480064e+01,6.776921139e+01,8.308767302e+01,8.088889318e+01,8.030095546e+00,2.457630182e+01,2.390220233e+00,5.887311269e+01,3.218284382e+01,6.156284087e+01,4.578319178e+01,5.397410376e+01,8.919559747e+01,5.284009937e+01,2.297316373e+01,8.453145677e+01,8.098636609e+01,4.291177835e+01,4.898047144e+01,3.649565855e+01,9.592501980e+01,4.474746072e+01,7.753605977e+01,9.124063340e+01,9.600091124e+01,4.128342791e+01,8.169641487e+01,8.253117859e+01,5.023142290e+01,6.001421553e+01,8.631897622e+01,9.585232867e+01,3.223047519e+01,3.082763599e+01,2.320488872e+01,5.492806970e+01,2.031380226e+01,8.660646095e+01,7.778084480e+01,6.848885982e+01,6.454310457e+00,5.573409521e+01
8.246573482e+01,9.753765629e+01,7.362873194e+01,3.378622474e+01,1.204705420e+01,2.441221685e+01,1.677640298e+01,6.648573781e+01,8.723678057e+01,5.704716595e+01,6.239478436e+01,1.987896602e+01,9.585642047e+01,9.800171598e+01,7.425208011e+01,6.709339304e+01,2.970157137e+01,6.651411600e+01,8.137779078e+01,1.535809125e+01,5.030914379e+01,2.788763386e+01,8.229772997e+01,7.861792744e+01,4.812243781e+01,3.829286621e+01,8.134341597e+01,2.375207541e+01,9.311549794e+01,5.900569730e+01,8.807322615e+01,2.234529385e+00,5.996762934e+01,6.662278894e+01,6.709097634e+01,6.956977558e+01,8.857951560e-02,4.231720969e+01,9.040001856e+01,5.722733378e+01,9.148899806e+01,7.105790111e+01,8.359552902e-01,9.187479738e+01,8.120268449e+01,5.185852989e+01,9.903885768e+01,4.298182452e+01,8.603272277e+01,7.365606277e+01,5.670603575e+01,3.766179819e+01,2.583587940e+01,1.563858177e+01,4.034516698e+01,1.580397418e+01,6.704485885e+01,4.795170649e+01,8.746133210e+00,3.199692528e+01,2.501265681e+01,8.140680807e+01,6.242242489e+01,9.087551509e+01,8.322761264e+01,9.942061403e+01,4.516028277e+01,3.185226020e+01,2.896840925e+01,5.531294402e+00,8.798335884e+01,8.681100384e+01,3.977881500e+01,3.957891132e+01,8.804288028e+01,3.720707969e+01,8.498561835e+01,7.956144488e+01,8.652270097e+01,4.195644588e+01,1.816351020e+01,9.500763409e+00,8.636945957e+01,6.986176371e+01,4.314166766e+01,1.001879043e+01,8.440231370e+01,4.448498863e+01,4.599954627e+01,6.794692426e+01,8.246487645e+01,7.420055162e+01,9.163471335e+01
2.015154028e+01,4.679844298e+01,9.025742626e+01,8.725943020e+01,1.701967457e+00,7.734038905e+01,2.827868294e+01,5.126719885e+01,6.377657008e+00,4.566198611e+01,6.637395677e+00,7.349452774e+01,4.645207389e+01,6.745946110e+01,4.997929336e+01,6.897867689e+01,4.299013133e+01,2.519704469e+01,8.271682875e+01,7.852345331e+01,3.558955287e+01,1.811934049e+01,2.362942246e+01,9.968187744e+00,2.670797951e+01,6.508328137e+01,4.003747722e+01,9.241979481e+01,3.735832007e+01,6.972290125e+01,7.844839792e+01,5.356115281e+01,6.972039207e+01,3.534603893e+01,1.460852582e+01,7.230760427e+01,6.992554557e+00,2.826070977e+01,2.845236857e+01,6.939633346e+01,5.544118697e+01,4.538146702e+00,7.300723080e+01,2.471437628e+01,4.890253442e+01,2.261418262e+00,7.780849978e+01,3.620160910e+01,5.361402736e+01,1.892937268e+01,6.310462036e+01,3.024198219e+01,2.161066883e+01,2.524878502e+01,5.442264147e+01,2.759302661e+01,5.955544478e+01,8.759747179e+01,7.698238693e+01,6.142850158e+01,2.862442809e+01,3.890926445e+01,6.653130452e+01,7.480651619e+01,8.998237933e+01,8.371515769e+01,6.396510175e+01,1.612192484e+01,3.892077844e+01,7.603233101e+01,6.544418062e+01,5.230755094e+01,8.936089601e+01,9.119021467e+01,6.891926705e+01,5.327773277e+01,4.283925935e+01,3.152679966e+01,9.826153430e+01,2.588074728e+01,9.232972121e+01,4.671394573e+01,8.791726328e+01,2.644183665e+01,7.862925494e+01,6.922957793e+01,7.117918554e+01,7.036084591e+01,4.614155549e+01,1.318344601e+01,8.260032095e+01,9.238581788e+01,5.362276923e+01
2.312521639e+01,6.822791022e+01,7.431107376e+01,8.686060343e+01,5.205949311e+01,7.050436811e+01,4.503975637e+01,6.138029922e+01,6.193924725e+01,4.042473432e+00,6.577591076e+01,6.106274096e+01,4.241574538e+01,6.047050980e+01,9.547718768e+01,3.116259397e+01,9.158827550e+01,6.444909737e+01,8.926828439e+01,2.956491549e+01,8.856649536e+01,8.728835863e+01,5.322013440e+01,9.081250773e+01,8.681910194e+01,7.004478998e+01,6.937602886e+01,3.570505542e+01,8.466080015e+01,5.481230078e+01,8.360832304e+01,9.642872051e+01,3.577727175e+01,7.838537158e+01,7.853680085e+01,2.968690824e+01,5.711715474e+01,4.486293551e+01,9.116545123e+01,5.899506041e+01,4.241422885e+01,4.851938516e+01,9.392402487e+01,2.029134680e+00,6.057453111e-01,6.235881710e+01,7.005030578e+01,5.670675031e+01,7.103656569e+01,8.886330890e+01,5.878853344e+00,4.608528294e+01,3.477107875e+01,9.550337975e+01,9.606128682e+01,9.437789431e+01,9.666374441e+01,6.482680691e+01,9.320565710e+01,6.206034208e+01,1.729558829e+01,8.817107824e+01,3.639654108e+01,2.346198333e+01,5.258876290e+01,2.005549729e+01,7.483294075e+01,1.205188018e+00,6.261212023e+00,7.213191102e+01,5.169959225e+00,5.343020375e+01,1.305717312e+01,9.658013925e+01,8.503727445e+01,1.497658548e+00,4.927457289e+01,6.772663622e+01,4.227544872e+01,5.867246290e+01,9.512698989e+00,6.176497701e+01,3.718555699e+01,6.563128219e+01,3.325997650e+01,4.158591698e+01,5.868764314e+01,8.261954928e+01,8.510851896e+01,9.754342351e+01,6.234207401e+01,3.919831661e+01,1.797434776e+01
6.776970479e+01,9.870481722e+01,9.091301912e+01,3.648344524e+01,9.335096008e+01,6.628636009e+01,1.649765457e+01,4.563748462e+01,9.326921514e+01,8.865190210e+01,8.920989646e+01,4.739184187e+01,6.355141537e+01,7.687621243e+01,5.231434475e+01,6.786106788e+01,5.283869258e+01,7.573447675e+01,2.491626260e+01,5.824138944e+01,5.103461149e+01,5.161454474e+01,3.116931462e+01,9.989726284e+01,4.346736231e+01,6.119354937e+01,8.573891298e+01,3.175760469e+01,2.136523742e+01,3.361316037e+01,4.520405843e+01,4.469176565e+01,5.255495472e+01,7.148213704e+01,2.650539529e+01,2.502863225e+01,1.285536678e+01,3.252993938e+01,9.562506226e+01,5.587478667e+01,9.579603972e+01,7.496635112e+01,1.942817287e+00,8.325236774e+01,9.298831128e+01,9.213402824e+01,5.736006520e+01,2.730006937e+01,7.881566402e+01,9.077059006e+00,7.268016502e+01,3.175915367e+01,6.041954344e+01,9.354148877e+01,8.159168653e+01,4.779074862e+00,5.370707537e+01,8.048363386e+01,9.968515483e+01,7.459097236e+01,8.411086961e+00,7.528078929e+01,4.304531794e+01,6.096062770e+01,4.835081729e+01,3.512125691e+01,8.532529302e+01,4.589526101e+01,8.710361517e+00,9.885778267e+01,1.761148998e+01,1.187572746e+01,3.580304370e+01,1.712365463e+01,2.983784841e+01,1.190948825e+01,8.725658966e+01,9.842304852e+01,2.040876633e+01,1.955894581e+01,6.889540705e+01,8.200492750e+01,7.256482903e+01,8.129414519e+01,5.528826076e+00,9.789080493e+01,2.430354658e+01,4.299829143e+01,6.040977464e+01,6.625181423e+01,8.954399369e+01,7.241987656e+01,1.707280318e+01
3.618505744e+00,3.548079539e+01,4.938724896e+01,6.723477390e+01,6.241991148e+01,9.997705169e+01,7.937995033e+01,7.998532458e+01,8.869756793e+01,5.010329228e+01,6.648314532e+01,9.672759946e+01,3.652632841e+01,8.115528950e+01,1.518675993e+01,3.099414573e+00,3.808712473e+00,2.231702591e+01,4.810067578e+01,9.908167638e+01,9.479175341e+01,8.976459187e+01,2.843610074e+01,2.081740723e-01,6.072164777e+01,7.450732364e+01,4.051611872e+01,9.023447622e+01,9.759018225e+00,8.785106432e+01,3.030369085e-01,9.813233143e+01,4.006261454e+01,1.536445221e+01,6.721263777e+01,4.792739369e+01,7.998592109e+01,1.974341399e+01,9.541821520e+01,6.792146102e+01,8.646746043e-01,7.403837663e+01,6.718302265e+01,1.876233198e+01,9.102916820e+01,2.971499779e+01,3.307507227e+01,6.160895045e+01,9.752363720e+01,4.835065974e+01,6.372114282e+01,3.551735208e+01,3.412840071e+01,2.976656113e+01,7.472162189e+01,2.427787244e+01,8.668831595e+01,2.505479584e+01,8.450212877e+01,8.819888452e+01,9.018675924e+01,3.609790592e+01,5.009911311e+01,4.226882714e+01,6.883863507e+01,3.095633301e+01,5.199696594e+01,5.927247908e+01,7.129111039e+01,3.585987985e+01,6.109811943e+01,9.886231125e+01,7.564284652e+01,8.373169915e+01,2.111134114e+01,3.039980043e+01,8.374240933e+01,7.517054022e+01,4.916422864e+01,9.693358441e+01,6.690668505e+01,7.353400467e+00,3.436614927e+01,8.516207412e+00,5.094907543e+01,5.211691862e+01,2.154239585e+01,7.732672822e+01,9.394459887e-01,9.393822549e+00,8.871118589e+01,4.933543385e+00,5.998676627e+01
5.157108775e+00,1.345967034e+01,8.705447891e+01,1.044335465e+01,1.767522395e+01,6.771464460e+01,4.112489192e+01,9.427815576e+01,5.566510293e+01,2.595871764e+01,4.899889912e+01,1.638638433e+00,5.354592857e+00,9.065449789e+01,1.463311696e+01,7.669479137e+01,9.343496895e+01,8.355264815e+01,2.895079309e-02,4.164495801e+01,4.973681549e+01,2.011503624e+01,1.262912707e+01,7.546662891e+01,1.272883925e+01,9.382198345e+01,8.584699134e+01,8.481605825e+00,1.204079163e+01,2.670708183e+01,6.377745469e+01,7.065302260e+01,8.690149426e+01,7.561748711e+01,3.079293226e+01,2.010662430e+01,9.163890046e+01,8.291774775e+01,3.098565651e+01,9.721515740e+01,3.908249608e+01,9.593059812e+01,9.706696197e+01,8.224703798e+01,4.226667020e+01,1.601014870e+01,3.688501988e+01,2.132556469e+01,2.174473744e+01,1.103498843e+01,6.569175405e+01,9.713209159e+01,6.378956130e+01,1.193551963e+00,3.593856477e+01,6.670754501e+01,8.469920098e+01,1.970722375e+01,6.786369971e-01,2.883365882e+01,4.268978391e+01,7.863507403e+01,4.170850337e+01,9.202779624e+01,5.352460824e+01,1.328174590e+00,1.977482808e+01,2.588374762e+01,4.214801099e+01,5.258110919e+01,4.747561216e+01,5.503296262e+01,8.729546099e+01,1.947802051e+01,6.855875077e+01,1.221204467e+01,3.541620245e+01,6.491511206e+01,3.746858068e+01,4.744917311e+01,4.976417131e+01,3.123648112e+01,9.859543890e+01,8.235578416e+01,4.817369232e+01,8.174731397e+01,9.213621377e+01,6.347315300e+01,2.738229545e+01,9.454801487e+01,5.159622325e+01,9.730201206e+01,3.665091320e+00
