v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55
7.726147356e+01,2.530580099e+01,4.074529426e+01,4.779714127e+01,2.575745613e+01,9.362251093e+01,6.221751640e+01,3.048678010e+01,6.964610749e+01,2.771267633e+01,1.682869394e+01,2.783273204e+01,3.381554469e+01,1.180783492e+01,9.627213952e+01,2.521207489e+01,4.821681800e+01,7.198311057e+00,4.645241177e+01,8.174261135e+01,9.445583816e+01,2.875413815e+01,7.167832960e+01,8.845290385e+01,2.177954350e+00,3.952414845e+01,7.401297387e+00,4.295349551e+01,8.797754326e+01,4.031094958e+01,1.939108290e+01,5.628989307e+00,4.489474648e+01,2.901601102e+01,9.461939771e+01,2.592342907e+01,6.303334505e+01,9.075676227e+00,2.106399821e+01,8.986327323e+01,4.821359395e+01,4.374641722e+01,1.633491012e+01,5.503935185e+01,4.168082670e+01,9.243456837e+01,1.271667437e+01,1.946631837e+01,6.753489211e+01,8.354486859e+01,8.722697561e+00,9.102202336e+01,9.813768583e+01,7.479881747e+01,1.351531896e+01
5.172322485e+01,7.702180007e+01,2.393687609e+01,1.536087075e+00,2.732222610e+01,8.330446465e+01,1.547049589e+01,3.786766713e+01,6.015673706e+01,9.860568003e+01,3.316042019e+01,4.937098774e+01,6.871515392e+01,9.118276628e+01,7.110284097e+01,4.936659102e+01,7.618690231e+01,5.610815999e+01,3.088051446e+01,2.307434586e+01,9.001386506e+01,1.062846826e+01,2.105456211e+01,9.455957634e+01,8.964208751e+01,4.315102325e+01,2.646947685e+01,1.235649760e+01,3.562207553e+01,3.579865020e+01,1.221599456e+01,8.100918532e+01,1.223768103e+01,3.055967435e+01,5.100552195e+01,9.302615787e+01,7.278889060e+01,6.114175673e+00,7.787880743e+01,2.652997548e+01,1.427008840e+00,9.412574954e+01,4.595843998e+01,7.795295903e+01,7.994306749e+01,3.302467054e+01,1.001448786e+01,4.222954484e+00,4.799480100e+01,3.559784539e+01,1.240314534e+01,3.850623888e+00,7.175753825e+01,1.286005389e+01,2.494560129e+01
5.535938587e+01,9.876530084e+01,6.586982982e+01,3.369721357e+01,3.171556388e+01,3.262044964e+01,4.359401319e+01,7.354069451e+01,6.562985409e+01,6.431573091e+01,6.781830298e+01,4.572569980e+01,8.289428571e+01,3.267241528e+01,7.684507066e+01,3.805430378e+01,9.349471492e+01,4.031636214e+01,4.026444950e+01,7.498804980e+01,1.355548474e+01,7.500782585e+01,7.084621959e+01,1.269115512e+01,1.377118344e+01,4.502657532e+01,1.068640184e+00,7.709807928e+01,5.252745934e+01,6.123791948e+01,6.714984493e+01,1.712864743e-01,7.569017419e+00,2.638117609e+01,6.824710241e+01,5.211892643e+01,9.548303716e+01,2.097532350e+01,2.711991131e+01,1.125106374e+01,4.686921135e+01,7.031605721e+01,8.712180201e+01,8.236058223e+01,5.367031373e+00,9.146332872e+00,1.445295783e+01,9.876947717e+00,3.888117587e+01,9.133944034e+01,1.743749840e+01,2.810966609e-01,8.653131928e+01,8.621422140e+01,1.510674146e+01
4.144453443e+01,4.686539746e+01,5.620248782e+01,5.211783331e+00,1.108258254e+01,6.448185370e+01,8.956616345e-01,1.147565987e+01,8.756062409e+01,7.787980837e+00,9.849977224e+01,8.191863490e+01,4.020355347e+01,7.196147446e+01,8.562483296e+01,2.886194764e+01,1.441879115e+00,4.360157045e+01,7.042986351e+01,2.239671068e+01,6.969242859e+01,4.127767068e+01,4.645273314e+01,6.863510510e+01,2.505719779e+01,7.735556103e+01,3.280861126e+01,2.817776280e+01,3.361912109e+01,3.774569395e+01,2.117442878e+00,9.163226435e+01,5.545284511e+01,3.961697664e+00,5.273348843e+01,2.579085605e-01,3.671330787e+01,8.271593658e+01,6.627910175e+01,2.905401457e+01,7.853020299e+01,3.917980570e+01,5.562356829e+01,2.122983223e+01,8.957886520e+01,8.299569000e+00,4.708792521e+01,5.340443644e+01,8.665519019e+01,2.338834960e+01,7.046751223e+01,8.699385121e+01,1.152443933e+01,6.360299660e+01,7.556897054e+01
6.648681954e+01,2.250625244e+01,5.383610075e+00,1.239811675e+01,8.405901293e+01,7.183950183e+01,7.541470488e+00,8.829601491e+01,9.542269621e+01,4.172219529e+01,8.356400496e+01,5.198715961e+01,2.881234666e+01,2.466027760e+01,7.934909400e+01,5.613678811e+00,1.272574961e+01,1.841318425e+01,2.816448921e+00,7.364632332e+01,6.203522260e+01,3.321619460e+01,8.651944955e+01,5.646970165e+01,8.507618043e+01,3.684435877e+01,3.070086411e+01,8.886608046e+01,1.716299069e+00,7.139805408e+01,8.445599323e+01,9.747828559e-01,3.850367171e+00,8.934231081e+01,8.140306790e+01,6.656093549e+01,7.029614307e+00,6.508986051e+01,1.918293149e+01,7.490027346e+01,4.736667099e+01,1.133933115e+01,1.731860933e+01,8.228504689e+01,7.354464778e+01,2.641949718e+00,9.528792457e+01,3.499378057e+01,9.127183821e+01,4.644042246e+01,1.940591691e+01,8.540578966e+01,8.338200679e+01,1.517152767e+01,4.350159571e+01
6.765952624e+01,2.297043220e+01,1.712937139e+01,6.037022033e+01,7.276257421e-02,5.336980188e+01,4.788583225e+01,1.960132446e+01,4.286681633e+01,1.442072065e+01,8.940253179e+01,3.443047684e+01,9.517128157e+01,2.546326419e+01,6.768822263e+01,6.894102528e+01,9.330813721e+01,2.426255786e+01,6.285520553e+01,1.152001110e+01,2.873743180e+01,7.691352987e+01,9.256992539e+01,5.561617495e+01,8.459420525e+01,6.998905232e+01,5.286256437e+01,6.396289109e+01,2.130763708e+01,4.147163951e+01,4.200188144e+01,5.932284067e+01,4.572473417e+01,1.968013805e+01,4.416367075e+01,3.973492111e+01,3.767272660e+01,4.244867738e+01,4.389651462e+01,2.836266623e+01,5.595843814e+01,2.303051317e+01,7.022325604e+01,4.675974696e+01,7.653268743e+00,8.569011858e+01,5.221471787e+01,4.108735402e+01,7.533067372e+01,4.650011025e+01,5.353469149e+01,1.150711028e+00,1.914703918e+01,3.119498167e+01,3.053358260e+01
2.358947299e+01,7.409656777e+01,6.217736095e+01,7.993739276e+01,9.283697484e+01,5.771846503e+01,8.313211846e+01,3.034068079e+01,5.708678550e+01,1.731745194e+01,3.686124372e+00,8.074671882e+01,3.899961705e+01,9.322378075e+01,2.591362690e+01,1.432851048e+01,4.801595921e+01,1.284859467e+01,8.328655776e+01,2.965978199e+01,3.416279147e+00,9.705874365e+01,5.561240425e+01,6.330394885e+01,8.361825002e+00,5.550528572e+01,7.267777770e+01,1.707157673e+01,7.653704609e+01,3.928503174e+01,5.691844637e+01,9.240558930e+01,1.714842389e+01,6.565988749e+00,7.866240456e+01,8.050463820e+00,7.833994786e+01,6.893053354e+01,7.771541054e+01,8.293546811e+01,1.096961809e+01,4.294896687e+01,6.410755420e+01,5.286512736e+01,9.456220543e+01,5.421569040e+01,2.849302871e+00,3.010514270e+00,5.125380436e+01,5.836526626e+01,4.465720342e+01,3.429072997e+01,7.743238069e+01,7.037870904e+01,2.972175459e+00
9.453470657e+01,5.689776659e+01,4.583430788e+01,8.329547420e+01,5.181784123e+00,7.085564502e+01,6.644578491e+01,9.404011821e+01,8.417753048e+01,1.512927788e+01,2.458794726e+01,9.759150558e+01,6.818749923e+01,1.134824858e+01,9.024230174e+01,3.350354841e+01,9.629978241e+01,4.121965686e+01,2.258307845e+01,6.031629835e+01,6.589703257e+01,1.682105840e+01,5.066634797e+01,9.743756812e+01,6.768289876e+01,7.290649375e+01,9.887106019e+01,3.814942977e+01,4.698124279e+01,9.417712489e+01,2.689598913e+01,2.533087887e+01,2.348740602e+01,7.840783936e+01,4.332509279e+01,5.947092483e+01,5.929032254e+01,5.855676832e+01,2.800807325e+00,1.251690076e+01,1.379654362e+01,3.828509027e+00,9.320624583e+01,1.153718288e+00,3.646872839e+01,8.945719501e+01,6.919935335e+01,7.742965145e+01,9.458805365e+01,5.860949664e+01,1.960043782e+01,8.811721378e+01,2.798901085e+01,2.365714870e+01,2.721380078e+01
1.235815864e+00,1.348036068e+01,9.223416528e+01,1.071086213e+01,2.837304464e+01,3.429801372e+01,6.276917113e+01,1.117968639e+01,4.518343228e+01,4.168234069e+01,5.896128510e+01,1.179209076e+01,6.114394286e+01,4.820925176e+01,1.926419466e+01,4.613458329e+01,7.250776649e+01,3.071451179e+01,3.882055283e+01,7.456380493e+01,2.578227619e+01,5.174147308e+01,6.456673748e+01,4.936500719e+01,4.699323393e+01,7.391334992e+01,3.564907918e+01,3.804784926e+01,6.343952176e+01,5.733688214e+01,9.361308460e+01,4.012504593e+01,6.625950571e+01,9.078885455e+01,4.130626939e+01,6.740435070e+01,7.858103664e+00,9.367196688e+01,1.516201699e+01,6.854944418e+01,6.877244133e+01,4.163113435e+01,1.029208353e+01,7.902690480e+01,4.648592962e+01,9.574972488e+01,2.131132190e+01,8.915347437e+01,6.618618751e+01,5.743203723e+01,8.825754972e+01,9.255813953e+01,8.428449287e+01,1.808874940e+01,2.679739113e+01
3.532138610e+01,7.126715199e+01,1.900818329e+01,3.901110471e+01,4.781225737e+01,6.917233650e+01,4.019512037e+01,2.777594671e+01,5.545868732e+01,3.452435015e+00,3.734403065e+01,8.553330060e+01,4.965158358e+01,9.072932025e+01,3.614580177e+01,5.999697870e+00,3.330850576e+01,4.225507866e+00,3.534684801e+01,8.237594815e+01,6.894948294e+01,5.094708627e+00,7.418707991e+01,7.554649542e+01,1.466706080e+01,8.049452084e+00,2.284077804e+01,8.735332658e+00,5.012963153e+01,5.585456436e+01,8.414207699e+01,8.240089202e+01,3.008310947e+01,1.887865542e+01,2.711859351e+01,4.732919206e+01,7.002874820e+01,3.333378935e+01,8.753484337e+01,3.194520205e+01,7.264437202e+01,6.341867479e+01,6.024183947e+01,2.903402329e+01,1.162950586e+01,2.459757461e+01,4.869773643e+00,9.660294774e+01,6.076425068e+01,7.464536893e+00,2.857892693e+01,4.939919751e+00,7.527818330e+01,1.302598035e+01,6.697797093e+01
5.659734176e+01,4.589405513e+01,5.554171390e+01,5.980955070e+01,1.371854065e+01,7.226894225e+01,1.448543881e+01,9.171796190e+01,9.214497740e+01,2.759254585e+01,4.476333352e+01,2.087954257e+01,3.545680772e+01,4.790762294e+01,5.407535178e+01,8.709050663e+01,5.823913756e+01,5.437391309e+01,6.187105464e+01,3.180280461e+01,8.629774063e+01,4.746513830e+01,6.757206504e+01,1.408219358e+01,6.073837544e+01,7.096816186e+00,6.881703366e+01,1.335322511e+01,9.215198931e+00,1.622743118e+01,8.870484759e+01,2.605647559e+01,6.329658804e+01,6.109562485e+01,9.374612773e+01,1.861609818e+00,7.924963897e+01,4.185763301e+01,1.523062123e+01,8.565914737e+01,8.196069473e+00,7.045420587e+01,3.509827693e+00,7.818087800e+01,6.629698366e+01,1.703287080e+01,7.978830592e+01,9.722907265e+01,2.290499289e+01,9.018733469e+01,7.259539182e+01,3.096825915e+00,5.038122934e+01,3.832074347e+01,7.915406633e+01
5.694481828e+01,4.490102704e+01,7.428551199e+01,6.760281335e+01,7.534359749e+01,7.350609504e+01,1.489124381e+01,8.076739761e+01,4.708362657e+01,9.382513563e+01,7.779619527e+01,6.646253189e+01,8.079059855e+01,2.809049557e+01,3.534723059e+01,7.090014484e+01,3.748523630e+01,3.040185418e+01,7.274080286e+00,2.794462711e+01,5.006822360e+01,5.979962167e+01,4.019086340e+01,4.681551308e+00,5.805631652e+01,8.660904383e+01,7.061251657e+01,6.897873742e+01,2.190139901e+01,2.454343098e+01,9.760086634e+01,8.913103459e+01,4.417574117e+01,4.069025248e+01,6.923775421e+01,6.504991527e+01,4.268818057e+01,4.922059499e+01,3.364996418e+01,5.699797244e+01,7.788993813e+01,6.330153597e+01,7.445033133e+01,5.276687986e+01,5.431705849e+01,2.604323907e+01,1.389067231e+01,8.439936231e+01,6.296964835e+01,5.209787181e+01,6.359000354e+01,1.070203703e+01,5.097078402e+01,8.747131081e+01,9.708154068e+01
9.903609773e+01,1.109030754e+01,9.956726206e+01,8.078786724e+01,5.659117170e+01,4.768842054e+01,8.381094672e+00,7.276800515e+01,1.414260552e+01,8.431527944e+01,3.479113549e+01,3.004556089e+01,3.848454579e+01,1.982499853e+01,4.393262425e+01,9.038527288e+00,5.685898199e+01,9.989663804e+01,7.297846771e+01,9.240112227e+01,2.319164289e+01,2.704447701e+01,9.189379883e+01,4.849079936e+01,7.385386227e+01,8.959418157e+01,8.363392704e+01,7.516677937e+01,8.446839369e+01,3.656088762e+00,7.679766639e+01,8.740869809e+01,5.718528121e+01,7.752058501e+01,2.245884406e+01,2.359389226e+01,8.773542945e+01,4.966241710e+01,8.588092850e+01,4.547633035e+01,8.214402346e+01,3.079733041e+01,3.811888845e+01,8.291920178e+01,3.651836088e+01,9.814498591e+01,4.467549392e+01,9.939284717e+01,9.188319822e+01,7.388786034e+01,8.144433937e+01,7.649147998e+01,3.757418333e+01,3.408674574e+01,3.099224754e+01
3.902117269e+01,5.180285604e+01,3.173703299e+01,4.207215148e+01,2.450499645e+01,6.255785342e+01,7.398795346e+01,2.606524331e+01,3.400931046e+01,8.234216152e+01,5.591443821e+01,2.940787043e+01,8.118167295e+01,2.967566244e+01,8.759320714e+01,2.189424239e+01,2.674549692e+01,5.900562077e+01,2.357861434e+01,5.925252228e+01,7.258128267e-01,7.758621181e+01,8.842591714e+01,2.807456808e+01,1.797951271e+01,4.965024565e+01,4.667625112e+00,2.210983812e+01,2.095731964e+01,2.035536447e+00,4.060962448e+01,8.570363673e+00,3.454644985e+01,9.104722020e+01,7.587541391e+01,2.207373038e+01,8.414096894e+01,9.328428803e+01,2.416227751e+00,4.626269364e+01,2.968232347e+00,8.837700024e+01,3.672843193e+01,5.344599436e+01,3.918694180e+01,5.092626723e-01,9.518945624e+01,7.157497954e+01,4.848549189e+01,4.639181436e+01,7.821048538e+01,2.747351384e+01,5.410330521e+01,1.914616712e+01,1.723873887e+01
9.240841902e+01,5.692498183e+01,3.702579153e+01,4.409632013e+01,5.896142955e+01,4.876484931e+01,4.675859436e+01,2.839606317e+01,4.907040381e+01,8.276603677e+00,8.861610487e+00,8.161184756e+01,6.512212581e+01,4.448081922e+01,7.248065960e+01,2.336550138e+01,3.730408322e-01,6.871290011e+00,7.907779856e+01,8.226658542e+01,2.415377644e+01,5.235632628e+01,5.197187114e+01,1.659712681e+01,3.121039565e+01,5.723676856e+01,1.504028097e+01,6.534064674e+01,3.133282734e+01,5.511319922e+01,6.257517316e+01,1.016741928e+01,3.012375039e+01,5.945020191e+01,9.903991240e+01,9.918926914e+01,9.996033087e+01,2.877768298e+01,6.646903578e+01,4.570707240e+01,6.413025780e+01,3.826835482e+01,1.917289428e+00,4.287966622e+01,9.406119030e+01,5.736532900e+01,9.964588253e+01,1.642509358e+01,6.148364702e+01,2.960188327e+01,2.645629355e+01,7.616633285e+01,5.087155635e+01,6.283270020e+01,2.476528710e+01
6.295552513e+01,4.861527687e+01,2.434872016e+01,7.716946548e+01,5.853149376e+01,9.022454923e+01,4.415595696e+01,5.170469040e+01,8.820347609e+01,9.188231195e+01,7.093111625e+01,3.682850359e+01,4.636299006e+01,9.603011823e+01,9.542391807e+01,9.815098534e+01,6.143557332e+01,8.627377087e+01,1.886922063e+01,8.871685676e+01,8.742843235e+01,7.470512482e+01,5.371398741e+01,3.129052267e+01,8.846107082e+01,4.080234856e+01,9.121584263e+01,6.696236591e+01,9.611289611e+01,8.943049116e+01,9.152571807e+01,5.847770810e+00,8.188212183e+01,8.319870436e+01,3.325504099e+00,7.439010293e+01,6.116437642e+01,2.519052004e+01,3.399269060e+01,9.685866599e+01,4.282840132e+00,1.852958594e+01,8.273405205e+01,3.603450719e+01,2.136266501e+01,1.633004778e+01,1.830872433e+01,9.576389203e+01,4.456483260e+01,8.574991887e+01,5.953829500e+01,5.119683444e+01,3.817786893e+01,4.853081262e+01,4.902963286e+01
9.439838721e+01,4.303895233e+00,8.260181918e+00,9.233406465e+01,8.065591284e+00,4.101336587e+01,5.742821649e+01,6.863028030e+01,9.847581159e+01,1.704050472e+00,3.368005763e+01,4.176845024e+01,1.328492114e+01,7.347411073e+01,4.213538336e+01,8.501978680e+01,9.774910389e+01,6.886569878e+01,6.053983600e+01,2.467742448e+01,8.232199243e+01,6.637795179e+01,1.917306123e+01,8.171498236e+01,2.304528348e+01,9.961035619e+00,7.640379434e+01,5.854354126e+01,4.712694684e+01,4.723741049e+01,9.849196600e+01,1.244271871e+01,1.945474512e+01,5.329661212e+01,3.404739780e+01,6.351998761e+01,5.879776013e+01,2.144811625e+00,2.472329048e+01,4.169105384e+01,9.548267324e+01,4.142770359e+01,6.144483652e+01,8.140058246e+01,6.659945583e+01,4.634326209e+00,9.881174145e+01,5.590731043e+01,2.895788670e+01,2.856341447e+01,8.830423790e+00,1.457693207e+01,7.452159125e+01,2.379121823e+00,1.949499422e+01
9.817742161e+01,8.389042749e+01,7.435836113e+01,1.051433448e+01,8.658744692e+01,1.263008534e+01,5.142466098e+01,5.092097437e+01,5.715748497e+01,4.621338478e+01,9.968744406e+01,5.321631904e+01,2.972743750e+01,3.961914120e+01,8.709627889e+01,6.350920413e+01,1.805917366e+01,5.749480081e+01,3.410433912e+01,4.842818885e+01,2.641250215e+01,5.477927898e+01,3.914482100e+01,1.229588346e+01,7.577884742e+01,2.784952475e+01,7.782391412e+01,6.880990011e+01,4.529506659e+01,9.175971867e+00,1.763872942e+01,1.498820459e+01,5.290615005e+01,7.957523465e+01,2.609434561e+01,4.601448509e+01,3.699664256e+01,8.629644396e+00,5.457797694e+01,2.382491437e+01,4.562356582e+01,3.738925905e+01,9.223930490e+01,4.274069043e+01,4.207647083e+01,1.314918421e+01,7.179697867e+01,2.006416683e+01,7.335959991e+01,9.653930199e+01,4.261301244e+01,6.678251968e+01,7.639631325e+01,9.440974613e+01,5.683887137e+01
6.539030759e+01,4.078419769e+00,7.813765730e+01,7.471386616e+01,1.156077002e+01,2.483776443e+00,1.105581294e+01,8.314521977e+01,7.916507036e+01,6.385585494e+01,4.485814375e+01,5.961107686e+01,2.348192718e+01,2.649435744e+00,7.871418442e+01,9.024932358e+01,7.257746711e+00,4.005467108e+01,2.724821758e+01,8.425381113e+01,7.381274766e+01,2.121675913e+01,2.726370757e+01,5.303967130e+01,4.603252312e+01,1.669140370e+01,9.578688917e+01,9.804384878e+01,5.487292419e+01,4.665613674e+01,2.670372956e+01,5.536780802e+01,6.365132907e+01,1.974850358e+01,9.969271270e+01,5.426413593e+00,6.358968181e+01,8.711068787e+01,8.572338936e+01,3.262128865e+01,6.276868213e+01,9.453556036e+01,6.687325682e+01,7.197299871e+01,3.246970060e+01,9.233414892e+01,6.872583473e+01,3.831359578e+01,3.532741109e+01,9.352800329e+01,3.598271989e+01,7.797816270e+01,3.083110158e+01,9.507797930e+01,9.241023638e+01
5.108389451e+01,4.520828902e+01,8.635246143e+01,1.975022845e+01,1.899251919e+01,1.996739927e+00,6.201752430e+01,5.707172936e+01,6.308751256e+01,2.631417832e+00,7.936799167e+01,4.513124548e+00,3.655967003e+01,4.703921794e+01,3.602355568e+01,3.847954169e+01,1.649496465e+01,8.979797444e+00,3.786840723e+00,6.430520968e+01,4.523679343e+01,2.553758329e+01,4.045950763e+01,7.536851671e+01,9.573398107e+00,9.651192706e+00,3.245594034e+01,3.108517108e+01,2.390028756e+01,4.557111449e+01,4.776802043e+01,2.035850116e+01,4.707112440e+01,7.888069421e+01,9.019399885e+01,2.011729490e+01,8.994725658e+01,4.762977611e+01,5.336562597e+01,9.492066442e+01,6.105575868e+01,5.051275141e+01,1.710240857e+01,3.414650973e+01,7.731199381e+01,1.931549653e+01,4.140561990e+01,9.823762138e+01,4.716949543e+01,8.895681782e+01,1.983271068e+01,1.346737754e+01,7.650842085e+01,4.136822228e+01,8.532314050e+01
9.161180135e+01,1.747573118e+01,6.867955291e+01,3.698819988e+01,2.182153829e+01,4.390314314e+01,9.852835475e+01,2.909067363e+01,7.397136829e+01,9.801897018e+01,4.374753216e+01,6.440317495e+01,2.303877158e+01,3.498029884e+01,6.245878257e+01,9.246152437e+01,6.158094543e+01,3.880803157e+01,7.768690628e+01,5.151291197e+01,2.533871732e+01,6.827094364e+01,2.349520581e+01,6.074711648e-01,6.938691955e+01,8.654835738e+01,9.061863126e+01,2.322999413e+01,5.740848005e+01,6.633206705e+01,9.952810001e+01,7.318402854e+01,3.188730609e+01,7.033219522e+00,6.779994555e+01,9.801246367e+01,2.630245154e+01,6.650318402e+00,8.983645730e+01,7.809194519e+01,1.369740478e+01,5.639594249e+01,7.784360388e+01,9.905858759e+01,7.074487691e+00,5.908983249e+01,7.004966864e+01,3.003914292e+01,6.066612961e+01,2.761203552e+01,6.076348476e+01,4.892696282e+01,2.739119716e+01,8.417585426e+01,1.989538554e+01
2.823589965e+00,7.347741610e+01,6.691678917e+01,5.362338840e+01,1.121853355e+01,9.985282308e+01,1.263461620e+01,9.091965012e+01,1.264180708e+01,6.080074382e+01,8.910129456e+01,6.818604773e+01,4.113194343e+00,6.408527187e+01,3.281054904e+01,5.685290222e+01,5.217315455e+01,1.700123986e+01,9.838682102e+01,6.364570028e+01,6.170503218e+00,8.930360150e+01,7.714609457e+01,9.837225444e+01,7.923508700e+01,1.437651433e+01,1.080028609e+01,6.791918980e+01,6.167062605e+01,3.701750413e+01,3.826452478e+01,4.598869666e+01,1.364704670e+01,4.046651223e+00,8.354169395e+01,3.014255670e+01,2.373996881e+01,9.719299010e+01,5.327497842e+01,8.836926659e+01,7.919162878e+01,9.262301485e+01,2.238758917e+01,9.447550558e+01,8.337370508e+01,9.896538916e+00,7.459045302e+01,9.243264993e+01,8.143820691e+01,2.280730261e+01,2.195194974e+01,8.950409301e+00,7.497231129e+01,3.950242084e+01,6.451246217e+01
4.779378190e+01,8.734107753e+00,1.914813601e+01,8.543964512e+01,2.516238712e+01,8.471201790e+01,5.995832551e+01,1.128581343e+01,8.038684992e+01,9.644905769e+01,2.254106851e+01,4.750993475e+01,3.189799231e+01,8.329866081e+01,7.736052620e+01,1.160198231e+01,3.228746031e+01,6.456832381e+01,3.957720259e+01,6.211635691e+01,9.236889664e+01,8.635286896e+01,9.548349350e+01,9.309015595e+01,7.795381820e+01,8.175155559e+01,5.394390311e+01,6.540559799e+00,1.444124351e+01,3.401713533e+01,6.556612096e+01,1.541084680e+01,4.615330464e+01,3.903553638e+01,2.737735836e+01,7.597626859e+01,7.597123814e+01,6.577405014e+01,3.022274757e+01,7.166774020e+01,2.845191052e+01,6.681372653e+01,5.245372297e+01,3.608622531e+00,8.683029797e+01,3.730195796e+01,1.076913895e+00,7.224296231e+01,5.159999832e+01,3.522156041e+01,9.667849193e+01,1.932621069e+01,4.990742409e+01,7.373089424e+01,1.882770294e+01
1.526708223e+01,6.624907706e+01,9.880788183e+01,7.305004216e+01,5.539315319e+01,6.229841864e+01,3.490532553e+01,2.527337472e+01,7.447534186e+01,2.865863362e+00,8.301878471e+01,9.513931110e+01,6.205325249e+01,8.042644248e+00,1.484309976e+01,2.650067360e+01,2.859707064e+01,5.103794886e+01,7.466838498e+01,3.158534451e+01,8.036648184e+01,9.167042205e+01,9.444844747e+01,1.711406237e+01,1.668298528e+01,9.469709554e+01,6.063207740e+01,2.569913444e+01,8.416825823e+01,7.482706124e+01,5.201725418e+01,6.995010932e+01,8.710433340e+01,7.921874411e+01,8.892181397e+01,8.177497999e+01,9.151066652e+01,5.903396433e+01,9.037402296e+01,3.882441772e+01,6.541809429e+01,7.441825598e+01,5.206622513e+01,3.903677574e+01,5.828660725e+01,8.742569016e+01,2.974289848e+01,7.835985775e-01,6.032837424e+01,6.500764709e+01,3.167287778e+01,6.498815379e+00,6.988702411e+01,1.055331299e+00,4.970105406e+01
9.128199855e+01,9.351899591e+01,5.815984542e+01,6.851360483e+01,2.505167669e+01,1.694984931e+01,1.655792727e+01,1.020534996e+01,6.671005689e+01,7.033628606e+00,9.466953225e+01,1.627040925e+01,7.219263703e+01,9.925392678e+01,6.373292466e+01,2.959851160e+00,8.163742589e+01,2.123122366e+01,2.709210104e+00,8.766454384e+01,6.361794744e+01,7.490561608e+01,7.371841233e+01,3.389814488e+01,2.404872513e+01,4.487430582e+01,3.807257348e+00,5.681975904e+01,8.146251490e+01,4.720147704e+00,2.648692820e+01,2.579950300e+01,9.337829771e+01,1.897105682e+01,6.082890992e+01,4.399275668e+01,3.270951811e+01,5.725917839e+01,8.434654795e+01,8.160850226e+01,6.438548366e+01,8.844985804e+01,1.923906854e+01,6.362699811e+01,7.745188897e+01,1.390500898e+01,5.770978027e+01,6.266160377e+01,2.593831919e+01,2.919564407e+01,9.151310697e+01,6.906218031e+01,4.540909485e+01,4.166118597e+01,2.820978673e+01
1.762943339e+01,6.568514665e+01,8.992233868e+01,3.170019967e+01,3.000534076e+01,1.290412475e+01,9.604347428e+01,2.815996423e+01,2.018686069e+01,7.298320931e+01,9.886988732e+01,2.629837175e+01,9.945208542e+01,5.771419240e+01,7.464452420e+01,4.591215148e+01,5.126285346e+01,4.344296263e+01,7.362393267e+01,7.463141229e+01,4.981884281e+01,2.933618220e+01,8.116351106e+01,5.763496866e+01,3.794728288e+01,5.316553160e+01,4.508185140e+01,2.540378747e+01,8.406878816e+01,8.822623722e+01,7.231811642e+01,5.740628927e+01,6.142294682e+01,6.152814882e+01,1.617886886e+01,1.086816470e+01,3.362075149e+01,1.761639141e+01,5.564692084e+00,8.143320198e+01,6.161277810e+01,4.802582420e+01,1.136886156e+01,9.890568959e+01,6.486702397e+01,7.965055332e+01,7.331180028e+01,4.115129287e+01,7.178835197e+01,6.295191129e+01,9.452788694e+01,6.022654967e-01,3.666252750e+01,5.621064243e+01,8.987402644e+01
4.970836322e+01,4.626085080e+01,3.013251657e+01,1.951723008e+01,8.323332586e+01,5.685771630e+01,6.689334592e+01,4.999579166e+01,3.534958979e+01,9.372924191e+01,9.609409935e+01,4.640316491e+01,8.371873090e+01,4.133626344e+01,1.354606733e+01,9.625960077e+01,8.487501957e+01,5.883006524e+01,1.642038892e+01,9.944598978e+00,5.521079305e+01,5.577567091e+01,6.132606302e+01,3.148322722e+01,9.376173865e+00,6.525613918e+01,9.853531515e+01,1.082675020e+01,7.466440431e+01,5.423615889e+01,1.574182589e+01,8.685769822e+01,5.730576193e+01,4.114602895e+01,5.980813341e+01,5.738190396e+01,1.027675705e+01,8.604379332e+01,1.194021992e+01,5.891636017e+01,8.432606338e+01,1.424654138e+01,4.482119294e+01,3.403111098e+01,2.398824418e+01,5.005316764e+00,9.809021354e+01,6.135602754e+01,1.996599509e+01,4.084739325e+01,2.654065280e+01,9.901632772e+01,6.755382243e+01,6.241187081e+01,9.747138175e+00
