v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25
3.185132417e+01,9.078921455e+01,4.849260678e+01,6.321232164e+01,8.422433626e+01,4.297765550e+01,4.444129331e+01,9.910638701e+01,9.342295294e+01,8.781842284e+01,3.019759840e+01,2.676929153e+01,7.787735714e+01,7.963298040e+01,2.505424998e+01,8.235320677e+01,6.184830855e+01,8.653098667e+01,7.204664307e+01,6.271335952e+01,5.306798615e+01,2.654274410e+01,9.510226235e+01,5.747482568e+00,5.494034846e+01
7.081123395e+01,8.851095040e+01,6.793414516e+01,3.145191135e+01,8.307434603e+01,4.626678498e+01,3.804371850e+00,2.533992502e+01,1.285434733e+01,9.608283491e+01,1.290979710e+01,8.137116707e+01,3.614769344e+01,7.729684113e+01,6.640728329e+01,8.069111007e+01,3.519481332e+01,8.438119157e+01,4.498018218e+01,7.528433150e+01,6.495482393e+01,9.810156231e+01,1.906869408e+01,5.783590039e+01,8.615563815e+01
5.110031994e+01,6.095700957e+01,5.611569995e+01,5.485095238e+01,7.107749992e+01,7.143431970e+01,6.576266515e+01,4.364611604e+01,5.186551963e+01,8.704892001e+01,9.783757374e+01,9.486836571e+01,9.410028454e+01,4.158441646e+01,3.971136951e+01,2.638099256e+00,3.150839900e+01,2.164150551e+01,1.478668288e+01,9.565492766e+01,6.826572207e+00,9.046388117e+01,3.053496116e+01,7.911913403e+01,6.343631742e+01
9.187812428e+01,9.562923463e+01,7.682711632e+01,6.058609526e+01,1.978981469e+01,5.702875819e+00,8.841248209e+01,8.190624569e+01,7.173744842e+01,3.073109222e+01,3.032407099e+01,8.069299877e+01,7.668778282e+01,9.553911844e+00,1.396650826e+01,8.777951319e+01,1.545561365e+01,9.747607976e+01,9.807210691e+01,9.791186605e+01,3.870880532e+01,7.611256592e+01,9.335713163e+00,6.378679750e+01,2.296431035e+01
6.694557327e+01,6.858949643e+00,2.106902342e+00,9.029327056e+01,9.449514017e+01,3.876198940e+01,7.274447690e+01,6.341834386e+01,3.440800554e+01,3.122632461e+01,1.931132570e+01,9.203555956e+01,3.870388175e+01,8.853652012e+01,4.973000441e+01,6.947604770e+01,4.646557762e+01,7.914629865e+01,7.034992113e+01,6.660899437e+01,7.804445913e+01,9.993705206e+00,4.929474423e+01,9.453100154e+01,4.172710285e+01
2.772793873e+01,8.349510709e+01,9.595048836e+01,4.283555078e+01,2.061573346e+00,5.276068319e+01,5.094251897e+01,9.321251555e+00,6.794870116e+00,5.173396411e-01,6.763034872e+01,4.188998363e+01,9.141448283e+01,9.925580325e+00,2.991763614e+01,3.129713888e+01,1.089020479e+01,8.880858942e+01,9.998824010e+01,3.496284215e+01,1.907716617e+01,9.122824157e+01,2.277207126e+01,1.230042576e+01,2.512929501e+01
6.110318481e+01,8.896075724e+01,5.745591702e+01,8.113733932e+01,9.190509401e+01,8.502866244e+01,1.132400698e+01,3.998626743e+01,3.803351507e+01,9.799360667e+01,4.568499652e+00,5.414507587e+01,9.900610399e+01,1.471599455e+01,2.840758528e+01,3.653685690e+00,8.629699409e+01,2.027112634e+01,4.423159535e+01,8.749098655e+01,5.769073790e+01,2.612099480e+01,8.068964005e+01,6.903598613e+01,1.538348479e+01
8.841106994e+01,4.464738251e+01,7.288206719e+01,4.101598598e+01,9.941628686e+00,5.956175687e+01,1.990132904e+01,7.885252664e+01,4.233933818e+01,7.952500847e+01,1.263072082e+01,5.668250169e+01,9.199899125e+01,3.413524467e+01,3.486168680e+01,6.480110794e+01,6.046307354e+01,4.166142600e+00,4.146074275e+00,6.220065807e+01,5.598631078e+01,6.498542285e+01,6.972723390e+01,5.993995396e+01,5.553900542e+01
5.072271530e+01,9.298797982e+01,6.492322341e+01,6.572854661e+01,1.652712435e+01,8.551807620e+01,4.846142822e+01,4.494428304e+01,2.583884835e+01,6.455033518e+01,8.787860871e+01,8.584831183e+01,5.606862516e+01,4.797860135e+01,1.952403504e+00,6.201836173e+01,5.364624129e+01,4.043324759e+01,2.815422601e+00,7.337680352e+01,7.233732335e+01,4.475842181e+01,9.704505293e+01,8.661017655e+01,5.034781066e+01
2.761807310e+01,1.907170434e+01,3.341460039e+01,7.468853474e-01,2.503593946e+01,2.815507021e+01,4.329463397e+01,4.378217132e+01,4.537023674e+01,4.014574724e+01,3.546603065e+01,3.820822296e+01,8.227596722e+01,8.468986841e+01,9.024064752e+01,1.740305186e+01,5.101429879e+01,7.889309794e+01,8.027286379e+00,7.679011981e+01,6.517036247e+01,3.298849922e+01,2.846447078e+01,7.422985926e+01,9.465223302e+01
1.645873046e+01,2.167318176e+01,7.817913149e+01,7.458926739e+01,6.738625702e+01,9.072170288e+01,4.660960415e+01,3.928586062e+01,5.305973647e+01,2.503571609e+01,2.590674192e+01,5.688900888e+00,5.125201002e+01,7.706376762e+01,2.780541991e+01,2.706921769e+01,8.555239944e+01,5.817390074e+01,5.537187774e+01,3.933883973e+01,6.285390676e+01,4.248091344e+01,9.150533943e+01,5.654703824e+01,4.983841163e+01
9.023193896e+01,7.599361833e+01,2.759655713e+01,5.204199798e+01,8.978487045e+01,4.645746241e+01,9.329923641e+01,7.422942779e+01,4.778210919e+01,4.778047970e+01,5.117165671e+01,6.130996374e+01,5.506695799e+01,4.619855027e+01,7.961690913e+00,4.723838891e+01,6.733731781e+01,5.361949904e+01,4.523705687e+01,1.741861423e+01,9.986861043e+01,3.667159387e+01,5.344321999e+01,4.715607398e+01,1.134172445e+01
8.828675822e+01,9.136643981e+01,9.095459304e+01,6.464253698e+00,3.125276339e+01,2.020466242e+00,9.125536818e+01,7.017080189e+01,1.144699904e+01,4.666555146e+01,6.060059774e+01,3.573163816e+01,3.998148828e+01,3.768931957e+00,9.145648759e+01,4.391423596e+01,9.520259631e+01,8.773594477e+01,5.011818333e+01,5.560153820e+00,7.036097242e+00,1.272496167e+01,3.253452104e+01,7.606963229e+01,6.288214811e+01
7.638118627e+01,5.135574592e+01,7.420434512e+01,6.657332767e+01,9.000939821e+00,6.019749401e+01,6.098646803e+01,1.082455718e+01,3.134574406e+00,2.797742213e+01,7.346976048e+01,5.546883287e+01,2.732752865e+00,6.774800404e+01,6.995841396e+01,9.555660412e+01,9.484782521e+01,5.304691922e+01,6.109892017e+00,6.035521782e+01,3.296569416e+01,3.063490979e+01,5.614908239e+01,5.619402101e+01,2.425718823e+01
8.353794933e+01,7.823328706e+01,7.828339792e+01,8.983223422e+01,9.672090416e+01,6.402881402e+00,7.082577990e+01,8.516902293e+01,5.279646172e+01,4.719969358e+01,2.623237910e+01,1.478213447e+01,9.780021917e+01,5.010199425e+01,7.598916988e+01,9.678505885e+01,9.825384402e+01,3.711381006e+01,6.833149795e+01,4.986716343e+01,3.678889174e+01,6.964202772e+01,9.010340404e+01,4.005812343e+01,5.838348055e+00
7.910080119e+01,7.191594431e+01,9.325641092e+01,2.991655793e+01,6.065078131e+01,6.333456079e+01,9.178226704e+01,8.257560344e+01,9.984896702e+01,2.857904635e+01,1.371154434e+01,1.272703798e+00,6.686667995e+00,5.650972410e+01,3.049478463e+01,5.944066012e+01,2.299468606e+01,1.446180824e+01,1.982344382e+01,9.373573622e+01,9.814601695e+01,2.574744187e+01,6.482965523e+00,2.066298527e+01,9.735400641e+00
9.430806277e+00,4.613478884e+01,5.291969650e+01,7.048151958e+01,4.776388107e+01,5.752655070e+01,2.224327775e+01,8.527227545e+01,9.255184749e+01,7.739302603e+01,8.598974399e+01,5.939920889e+01,8.479991551e+01,5.412745492e+01,8.938956301e+00,9.525619228e+01,1.906748573e+01,3.029096728e+01,2.443043559e+01,8.993152137e+00,7.121420565e+01,2.926154598e+01,6.401946656e+01,9.539317968e+00,2.118029018e+01
1.420262908e+01,6.356313748e+01,5.661337029e+01,9.938024216e-01,5.846576227e+01,9.569970685e+01,4.102372810e+01,5.850131640e+01,6.199570279e+01,8.029061239e+01,9.897909598e+01,4.570445333e+01,2.157542188e+01,9.608788489e+01,7.288794129e+01,6.779379417e+00,5.980143563e+01,7.431295344e+01,7.139431180e+01,5.254368628e+01,2.719268596e+01,3.257098955e+01,6.899057964e+01,4.137848173e+00,2.883750453e+01
3.627036801e+01,2.419554839e+01,2.940877068e+01,9.468771935e+01,7.618667721e+01,8.664971211e+01,5.542227351e+00,4.474849772e+01,6.220674703e-02,7.974434790e+01,9.320677909e+01,4.987616185e+01,3.981068294e+01,6.427496250e+01,6.872101088e+01,1.316635537e+01,7.206691942e+00,1.031556619e+01,6.725699117e+01,1.135098185e+01,9.069963390e+01,5.581659514e+01,8.670263009e+01,7.970981784e+01,1.774975046e+01
8.274456111e+01,4.503414163e+01,8.442458083e+01,4.273949512e+01,4.696078094e+01,9.478171638e+00,1.799872615e+01,4.465008449e+01,6.431580354e+01,1.894370160e+01,2.182932874e+01,3.305805612e+01,8.821694809e+01,8.895524948e+01,4.407301213e+01,8.675638335e+01,8.378766238e+01,4.977373409e+01,9.122541042e+01,4.734781713e+00,4.097292912e+01,9.074925113e+01,2.370086240e+01,1.101054630e+01,3.976016081e+01
2.221020425e+00,8.409322894e+01,7.056461008e+01,4.678760748e+01,4.822671374e+01,8.576082957e+01,9.060143497e+01,2.304738888e+01,9.386284771e+01,6.206419246e+01,1.766003442e+01,3.339079540e+00,4.440921104e+01,7.172182740e+00,1.725768821e+01,6.443509265e+01,2.878989184e+01,7.578364628e+01,2.834047713e+01,3.853745589e+01,5.399002788e+01,8.070049054e+01,6.126523948e+01,2.298428508e+01,2.856643080e+01
3.047678112e+01,9.853440296e+01,5.673794925e+01,8.242146457e+01,3.363956479e+00,6.880641670e+01,3.152578054e+01,7.378996928e+01,9.115946821e+01,1.836430593e+01,4.998718432e+01,7.631643334e+01,5.670532969e+01,5.402855973e+01,5.559113767e+01,6.565214212e+01,1.947017145e+01,9.460096067e+01,5.484305646e+01,2.680290210e+01,8.632323294e+01,8.201698310e+01,1.087727367e+01,6.261432116e+00,4.536523028e+01
4.889478999e+01,2.455781837e+00,5.936991565e+01,4.402189446e+01,4.990572479e+01,2.975225028e+01,2.121172678e+01,6.981252832e+00,9.308420587e+01,3.746285694e+01,2.788516622e+01,4.890191747e+01,4.025794322e+01,7.053159018e+01,5.743222741e+00,1.150197552e+00,7.774585569e+01,9.809471161e+01,7.453133904e+01,2.942702683e+01,8.235193119e+01,6.863743301e+01,4.695911263e+01,2.930075420e+01,9.081682073e+01
6.885332775e+01,9.847258002e+01,9.327027873e+00,7.350800319e+01,4.309523929e+01,4.390420616e-01,4.034433022e+01,3.623458860e+01,3.185842590e+01,7.515302852e+01,1.307455468e+01,2.206392258e+01,9.066976634e+01,4.006356711e+01,1.475607154e+01,1.356787574e+01,4.468011312e+01,1.727267442e+01,4.195191081e+01,7.856756996e+01,2.609688874e+01,9.423897098e+00,1.923797601e+01,5.016841781e+01,3.603190531e+01
1.206672539e+01,3.375126259e+01,2.025936932e+01,5.779668071e+01,9.358580334e+00,1.549346259e+01,5.321553471e+01,2.171117266e+01,4.260697255e+01,8.845488054e+01,1.426875882e+01,8.150124778e+00,1.788572083e+01,5.474066922e+01,9.422676187e+01,8.628853196e+00,3.162085195e+01,6.908206706e+01,5.571312820e+01,4.168747250e+00,3.481314823e+01,9.080402311e+01,4.143068200e+01,2.492163926e+01,5.455229762e+01
2.266612008e+01,1.341831742e+01,6.507321825e+00,4.234132457e+01,9.269568787e+01,3.262770914e+01,5.554409645e+01,5.085838156e+01,1.724810362e+01,1.871964992e+01,7.567737960e+01,8.760133806e+00,1.972883349e+01,8.244245109e+00,5.341608554e+01,2.530326780e+01,4.692770142e+01,1.503129131e+01,5.652345149e+01,7.414273470e+01,1.377698205e+01,5.508335209e+01,1.378155090e-01,9.416357485e+01,6.435357623e+01
6.127084477e+01,1.898627127e+01,7.215566876e+00,4.479478020e+01,1.596443278e+01,3.618738515e+00,4.286933219e+01,8.929805925e+01,5.983638849e+01,3.767858796e+01,8.833212958e+01,7.391386315e+01,5.796902593e+01,8.494995212e+01,3.787339430e+01,8.409944584e+01,7.361558688e+01,6.669910322e+01,4.781989155e+00,3.156375208e+01,3.958541565e+00,8.913127672e+01,9.690465745e+01,5.415120318e+01,2.924373396e+01
6.915556420e+01,1.659408000e+01,9.343012666e+01,2.562570886e+00,4.979144855e+01,2.761259565e+01,9.594972987e+01,5.074876340e+01,3.132554062e+01,7.316121685e+01,6.582247439e+01,3.516820158e+01,2.988624726e+01,6.724364761e+01,9.593359184e+01,1.161891377e-01,9.392768693e+01,7.021451693e+01,3.971278628e+01,5.275207580e+01,1.500591281e+01,4.926329711e+01,6.217266716e+01,7.305656973e+01,7.066905300e+01
5.224165715e+01,3.811673343e+01,9.810991292e+01,6.644596108e+01,2.752280738e+01,3.032782302e+01,2.941355576e+01,5.555250546e+01,1.604750661e+01,9.705220851e+01,6.461467662e+01,7.441234094e+01,1.172046151e+01,6.014737006e+01,4.714423634e+00,2.653359003e+01,9.245212484e+00,5.608872431e+01,3.793476155e+01,5.711482143e+00,6.730502744e+01,5.765614722e+00,7.895788578e+00,1.367831011e+01,2.471145638e+00
9.684366359e+01,2.455018078e+01,5.284777064e+01,9.876074967e+01,9.630730665e+00,1.878476970e+01,2.343073165e+01,6.872426681e+01,4.430160830e+00,6.489584234e+01,7.877935038e+01,6.971530086e+01,4.136986310e+01,6.228305993e+01,6.063044048e+01,9.849086233e+00,8.499050177e+01,5.946534213e+01,1.255155173e+01,9.302974717e+01,2.211658868e+01,1.886791440e+01,3.615621342e+01,9.936448485e+01,5.266967996e+01
4.586367037e+01,2.355096152e+00,7.924957811e+01,9.595102492e+01,6.258916747e+01,1.702989155e+01,8.769030530e+01,9.061347960e+00,8.859176626e+01,6.317957713e+01,8.938589796e+01,9.613880746e+01,9.050623510e+01,7.592833482e+01,4.357070683e+01,7.942551344e+01,9.090901603e+00,1.838244182e+01,8.824454017e+00,5.422392354e+01,5.235259299e+01,4.746133793e+01,8.758891290e+01,6.253246090e+01,5.129825911e+01
2.431292943e+01,8.597827572e+01,8.620702418e+01,5.157654467e+01,4.528629403e+01,2.381885826e+01,3.761448306e+01,2.247721997e+01,6.526561151e+01,5.987848478e+01,1.207141728e+01,8.563678865e+01,8.341248885e+01,6.060812555e+01,1.213805014e+01,5.729178200e+01,1.945636895e+00,6.912727797e+01,8.063563588e+01,2.037489197e+01,2.813566896e+00,3.043892595e+01,9.926424919e+01,5.387684179e+01,5.402100641e+00
9.343820955e+01,7.722242736e+01,5.122707824e+01,4.890419435e+01,3.641803255e+01,6.316649818e+01,3.862252825e+01,8.362240880e+01,6.399640343e+01,4.589865342e+01,4.681138803e+01,8.941298600e+01,1.161018996e+01,5.612738191e+01,4.769487541e+01,7.161328142e+01,1.218613502e+01,6.563949609e+00,3.015062217e+01,2.256049034e+01,2.707420238e+01,8.857154367e+01,6.273701654e+01,4.607970755e+01,6.016365940e+01
4.973903821e+01,4.750506506e+01,2.013144544e+01,9.282954948e+01,7.833370162e+01,3.667098165e+01,8.174719335e+01,2.784153379e+01,8.248695387e+01,4.022674968e+01,1.885942365e+01,6.504886079e+01,6.541495204e+01,7.523840431e+01,5.649046283e+01,4.204940228e+01,3.433924985e+01,9.802860533e+00,4.948107530e+01,4.051531725e+01,3.525266548e+01,1.281121826e+01,5.763023399e+00,2.011908528e+01,7.372656610e+01
4.996180581e+01,7.926817693e+01,1.650043089e+01,9.942184050e+01,8.197905040e+01,8.117564295e+01,8.246892639e+01,9.983023393e+01,1.471901796e+01,7.565616185e+01,4.739880324e+01,6.434917292e+01,1.930299185e+01,9.397429246e+01,5.773658319e+01,1.674074358e+01,3.112674089e+01,2.276222688e+01,7.179360107e+01,8.712886841e+01,1.292673896e+01,6.822062641e+01,5.443415061e+01,7.316284110e+01,5.109854121e+01
8.072989212e+00,3.178108872e+01,3.989357130e+01,9.541693397e+01,7.333905419e+01,8.234547097e+01,5.613733849e+01,2.464628028e+01,3.298100514e+01,2.805522802e+01,2.192626050e+01,9.032799136e+01,9.589087777e+01,3.959450669e+01,7.076510248e-01,9.769082313e+01,5.943972388e+01,3.511898343e+01,3.463279898e+01,9.762899579e+01,7.191563230e+01,9.474587400e+01,7.930478483e+01,4.756854328e+01,5.866985597e+01
3.675949421e+01,9.405538347e+01,8.505054225e+01,7.471264540e+01,7.374318353e+01,7.095094030e+01,5.089572236e+01,1.374502361e+01,2.915395439e+00,8.597516213e+01,5.977345368e+01,8.592307606e+01,2.730851123e+01,6.302812873e+00,2.512036257e+01,2.403868841e+01,7.315003587e+01,5.639627606e+01,2.177773357e+01,6.280568201e+01,3.794519532e+01,5.711620111e+01,5.656213478e+01,2.235595478e+01,7.672197551e+01
5.901067906e+01,6.389632323e+01,6.815662800e+01,5.899833256e+01,8.501042332e+01,1.788449638e+01,9.673130400e+01,1.568305380e+00,2.613699248e+01,3.119725271e+01,5.291453592e+01,5.780662074e+00,2.018849881e+01,1.994032941e+01,9.646921254e+01,3.447657754e+01,4.246305788e+01,3.035777966e+01,7.411588614e+01,9.533189988e+01,5.673070305e+01,6.232200787e+01,5.619373427e+00,6.619383863e+00,7.627610490e+01
3.209924871e+01,7.139136970e+01,2.401189764e+01,8.631874975e+01,7.123414392e+00,3.156499081e+01,7.865755045e+01,7.966796067e+01,3.222533446e+01,6.598466391e+01,2.608975533e+00,9.148851715e+01,6.216399779e+01,3.056304097e+01,5.419967484e+01,4.047524087e+01,5.258408420e+01,4.200409754e+01,3.524626978e+01,8.823976412e+01,3.230046734e+01,3.343342842e+01,2.201878280e+01,3.693439445e+01,1.172159661e+01
1.714158172e+01,2.763684115e+01,9.580978247e+01,9.811085770e+01,8.334412151e+01,3.244575662e+01,6.651568663e+01,5.211728171e+00,7.750539866e+01,1.583379028e+01,7.981681520e+01,1.007750220e+01,5.498551858e+01,5.593022836e+01,8.422039597e+01,8.313112402e+01,8.160015566e+00,9.939237922e+01,1.500684105e+01,5.650501815e+01,3.274553467e+01,3.526532820e+01,7.739941600e+01,4.677604456e+01,6.892897157e+01
6.992926502e+01,1.028788883e+01,9.912292256e+01,2.737578124e+01,5.114977125e+01,1.865872671e+01,7.986887954e+01,2.544503517e+01,2.701572040e+01,3.574443242e+01,9.617619560e+01,3.111095517e+01,5.476274677e+01,7.208560933e+01,6.118874409e+01,6.535602955e+01,7.441562306e+01,7.598552555e+01,9.083673957e+01,1.475348977e+01,2.661259758e+01,1.028445099e+01,8.294439180e+01,3.428744952e+01,5.448883414e+01
4.775880396e+01,8.927293172e+01,8.278084091e+01,5.673037352e+01,7.067460482e+01,3.841573646e+01,1.215988538e+00,2.559002845e+01,6.699299886e+01,8.180390786e-01,3.113472550e+01,5.264361944e+01,7.307694326e+01,7.885148607e+01,8.144441926e+01,9.681543763e+01,1.786656081e+01,6.504960134e+01,3.037567543e+01,7.866577524e+01,6.275078220e+01,9.362293710e+01,9.062676704e+01,4.723002741e+01,8.547115657e+01
3.593766431e+01,2.393543277e+01,5.065009283e+00,7.246151662e+01,1.747809941e+01,1.002320443e+01,5.785975551e+01,8.468179416e+01,6.986380022e+01,8.165813663e+01,5.655205162e+01,2.725621790e+01,9.314244918e+01,6.403478258e+01,9.668428138e+01,6.274805263e+01,6.788120462e+01,4.954428396e+01,1.227761561e+01,2.889478640e+01,9.260649206e+01,4.830005998e+01,3.311905686e+01,4.560683109e+01,4.629301069e+00
4.086936029e+00,8.543982104e+01,3.032785223e+01,1.241572892e+01,8.127653832e+01,8.351568345e+00,5.139728163e+01,1.015352664e+01,4.480042590e+01,2.764137803e+01,4.827714723e+01,1.681283111e+01,2.513520038e+01,5.746315374e+01,2.098925340e+01,6.319270551e+01,5.972454235e+01,6.437073582e+01,7.009066319e+01,9.159984748e+01,6.124104257e+01,5.670885198e+01,6.800527249e+01,6.856486189e+01,1.370014949e+01
4.110100795e+01,2.598864733e+01,4.136941392e+01,2.811706499e+01,9.544852849e+01,5.917840236e+01,2.931302949e+01,2.949006986e+01,8.351432430e+01,7.254420254e+01,4.421179541e+01,3.870350381e+01,3.855943668e+01,9.868003873e+01,8.893764980e+01,4.351638651e+01,3.048674150e+00,6.963084895e+01,9.257051839e+01,8.333548236e+01,3.020368896e+01,1.908065319e+01,9.313191185e+01,4.434757886e+01,9.151088555e+01
1.443907097e+01,9.065160274e+01,2.802026650e-01,3.060920751e+01,7.959712809e+01,7.430546239e+01,3.462426839e+01,1.359811660e+01,1.982520947e+01,7.619491964e+01,7.783494448e+01,1.655075549e+01,6.656051739e+01,7.390439846e+01,8.138546595e+01,2.081017163e+01,2.703545342e+01,9.171995408e+01,8.910805492e+01,6.384762131e+01,8.150595360e+01,6.064984311e+01,3.437834399e+01,8.556087503e+01,9.950130868e+01
4.714897130e+01,1.597631703e+01,2.493088323e+01,1.796892389e+01,1.504194028e+01,9.536257451e+01,9.896786583e+01,7.359930068e+01,4.986344732e+01,9.338728406e+01,7.751269965e+01,2.062463553e+01,2.863312188e+01,1.216915837e+01,8.593755821e+01,7.679678999e+01,8.236640996e+01,6.734044014e+01,6.390233984e+01,3.127926235e+01,6.381283811e+00,8.446387373e+01,9.886804044e+00,3.973664463e+01,6.409461670e+01
9.252145866e+01,4.388125286e+01,5.911200853e+01,9.183675676e+01,3.108140430e+01,7.051468188e+01,2.202572509e+01,8.830990104e+01,6.834441489e+01,7.547680884e+01,4.163082025e+01,1.242716269e+01,3.053460213e+01,2.558715053e+01,9.756311667e+01,7.191442232e+01,1.681478627e+01,4.667864671e+00,1.572744012e+01,4.809337096e+01,5.722770458e+01,1.133331695e+01,8.428031822e+01,1.399520429e+01,3.836647563e+01
8.217866647e+01,5.445783589e+00,3.664719272e+01,7.951391898e+01,7.900704138e+01,9.688113573e+01,5.414827893e+01,5.243968041e+01,6.914279980e+01,9.373281525e+01,5.027606716e+01,4.125497019e+01,1.394421313e+01,1.894205976e+01,9.415388636e+01,1.925766723e+00,7.216731103e+01,8.649799608e+01,9.160425576e+01,3.827227870e+01,1.195875688e+01,3.272956694e+01,4.729165041e+01,3.114443174e+01,9.338532260e+01
3.026459266e+01,6.534051775e+01,9.727838574e+01,3.951858045e+01,1.995935008e+01,6.213760249e+01,1.694531377e+01,8.987573697e+01,8.726410334e+01,5.133867908e+01,6.634551616e+01,4.466522200e+01,1.986462282e+01,1.415538247e+00,8.442906568e+01,1.878251430e+01,6.385832783e+01,5.478421298e-01,2.102751358e+01,9.968179905e+01,4.390643253e+01,7.330452302e+00,5.945034224e+01,4.836272759e+01,9.506377539e+01
5.840285047e+01,3.019007635e+01,1.678280168e+00,6.388849275e+01,6.981185988e+01,5.379711224e+01,3.737479849e+01,5.584156174e+01,6.676618923e+01,6.375199265e+01,6.154384316e+01,2.936872845e+00,7.160405245e+01,8.341658380e+01,1.664549450e+00,7.720524010e+01,3.947172459e+01,9.497457783e+01,5.217369456e+00,5.586906921e+01,8.163976090e+01,3.908163032e+01,3.343868364e+01,2.050675946e+01,2.972366787e+01
8.625119112e+01,6.664081151e+01,7.155705857e+01,3.879865632e+01,7.038067471e+01,7.551554481e+01,6.215280050e+01,7.461641607e+01,4.321738238e+01,2.747201792e+01,6.910944477e+01,7.237108317e+01,8.296109934e+01,3.637524834e+01,5.910442861e+01,1.036884038e+01,5.680650719e+00,3.159872471e+01,8.720923810e+00,1.672620980e+00,7.909786359e+01,5.450621323e+01,7.381046901e+01,9.514060852e+01,8.891572964e-01
8.816190699e+01,3.074556052e+01,1.409830858e+01,4.578899918e+01,2.719963424e+01,5.842673960e+01,3.286745204e+01,5.270422062e+01,6.518023163e+01,3.592330138e+01,9.968189996e+01,6.779246586e+01,2.998332378e+01,6.502102366e+01,4.959083020e+01,9.916151399e+01,1.983855358e+01,7.130543402e+01,3.679861889e+01,3.796701398e+01,1.271791384e+01,1.471564597e+01,2.127186533e+01,4.468368005e+01,4.699042613e+01
7.644740569e+01,8.800548696e+01,4.878946912e+01,9.058285588e+01,3.851983624e+01,9.604266213e+01,3.129050452e+01,7.049548703e+01,4.957174009e+01,4.278341394e+01,6.323854369e+01,8.766501507e+01,4.774015269e+01,5.375476078e+01,1.293947320e+01,9.531029662e+01,6.161754185e+01,4.556525018e+01,7.456056345e+00,2.964667094e+01,7.941095535e+01,3.536938967e+01,8.322214366e+01,5.718715445e+01,1.071071255e+01
9.525156361e+01,8.680488344e+01,2.297553603e+01,6.665990239e+01,6.396617764e+01,9.544296407e+01,9.102608525e+01,5.603715944e+00,8.566814534e+01,5.596983570e+01,5.393201017e+00,1.638467465e+01,3.665395448e+01,6.589008538e+01,9.296868056e+01,5.513812945e+00,6.925522756e+01,3.669510459e+01,1.491381220e+01,7.663733431e+01,8.497226432e+01,5.841771988e+01,5.367330761e+01,8.819128273e+01,4.260446271e+01
1.217715891e+01,7.905192121e+00,2.446203003e+01,5.914302058e+01,8.220814756e+01,7.802859323e+01,1.812880480e+01,3.787771466e+01,3.040240470e+01,1.174108871e+01,9.390537520e-02,4.553064208e+00,9.824276572e+01,7.226651928e-01,5.744815067e+01,7.549938390e+01,4.616226035e+01,4.137020632e+01,6.760603651e+01,2.771704380e+01,4.277748298e+01,8.899202088e+00,3.927636897e+01,7.005066983e+01,7.454518209e+01
4.172319019e+01,1.876616713e+01,1.228832817e+01,3.154298963e+01,1.047514892e+01,3.086492416e+01,7.680725343e+00,4.563017167e+01,4.331572561e+01,4.333643365e+01,6.932577181e+01,6.246953432e+01,7.430355213e+01,3.183495581e+01,7.128207849e+01,7.587078841e+01,1.370892347e+01,2.882829299e+01,7.973866650e+01,2.861154852e+00,2.105965218e+01,2.638111190e+00,2.398386614e+01,4.705074734e+01,4.938391403e+01
1.159671550e+01,5.340214189e+01,8.652918350e+01,6.877815026e+00,2.148245360e+01,9.482042978e+01,1.951554718e+00,1.936591159e+01,4.062614674e+01,3.086274750e+00,5.752814878e+00,1.611082142e+01,7.744433890e+01,8.813725626e+00,9.862817761e+00,5.346625972e+01,7.791949113e+01,7.745385417e+01,6.919285104e+01,6.569733210e+01,8.828479320e+00,7.570343043e+01,4.678366312e+01,1.588317354e+01,6.268841526e+01
9.487976415e+01,7.611154067e+01,9.848417399e+01,4.793159005e+01,9.866703836e+01,8.012288371e+01,5.866594462e+01,1.767113303e+01,1.236255511e+01,7.484004549e+01,9.249381175e+01,2.357253699e+01,7.864635245e+01,6.909643959e+01,4.325931835e+01,3.421685103e+01,4.593371990e+01,3.350911706e+00,4.288631769e+01,3.734037799e+01,4.816557214e+01,3.085050275e+01,5.664351085e+01,5.438686716e+01,2.647335074e+00
8.044535890e+01,3.827301969e+01,4.609022741e+01,8.874154136e+01,5.213974284e+01,5.178543706e+00,4.156881086e+01,1.891843559e+01,8.622319286e+01,7.261402055e+01,3.314635528e+01,1.290511358e+01,6.049723044e+01,4.788774175e+01,4.538331718e+01,4.278287673e+01,6.211062498e+01,2.067311984e+01,1.844208316e+01,5.822019854e+01,2.377170969e+00,6.010636723e+00,5.432066001e+01,8.963813714e+01,9.799137789e+01
7.688033026e+01,7.513534815e+01,9.807852051e+01,3.768828403e+01,5.818351783e+01,9.943309567e+01,3.185846310e+01,3.505899593e+01,7.917663875e+00,5.373150672e+01,7.387383611e+00,9.672123987e+00,7.705159742e+01,9.109453545e+01,9.744546817e+01,8.624980802e+01,6.570463127e+01,2.290394969e+01,8.945294760e+01,2.153401584e+01,1.176690476e+01,3.952804205e+01,6.165425792e-01,1.771696755e+01,9.385455163e+01
