v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97
8.226955501e+01,9.357769241e+01,5.692380447e+01,1.674313237e+01,5.085015938e+01,8.414752212e+00,3.817194733e+01,8.738427222e+01,4.640780145e+01,7.386785353e+01,4.727601170e+01,7.549717973e+01,6.181239172e+01,6.055364197e+01,2.001458544e+01,1.852602071e+00,6.368598113e+00,6.663217620e+01,4.436092484e+01,7.098812030e+01,8.528045675e+01,5.630052065e+01,8.091526871e+01,1.414570518e+01,5.850679488e+01,6.829796358e+01,7.692015049e+01,3.852703321e+01,2.700215770e+00,4.490385965e+01,5.230174128e+01,8.372071394e+01,9.253270194e+01,9.939747175e+01,7.295391227e+01,4.331836945e+01,6.584067395e+01,9.155882657e+00,2.579238298e+00,2.051394187e+01,4.977343105e+01,9.873309486e+00,4.604982343e+01,1.697587977e+01,8.328744031e+00,9.927697182e+01,7.124473826e+01,9.849960823e+01,6.131755940e+01,3.165575804e+01,8.577503042e+01,7.089163389e+01,6.259173403e+00,7.244191904e+00,3.220323092e+01,1.820291730e+01,3.272352001e+01,9.034799240e+01,5.765581332e+01,3.299657937e+01,6.641885686e+01,6.417086964e+01,5.528839674e+01,4.258644209e+01,2.143104165e+01,7.644587390e+01,1.422459717e+01,8.355701508e+01,9.490437538e+01,8.406037980e+01,4.899791628e+00,7.359346029e+01,4.159534449e+01,4.115479275e+01,2.167161155e+01,6.841063253e+01,1.474743712e+01,5.989458530e+01,3.120071984e+00,5.421266760e+01,4.094294028e+01,5.854760621e+00,7.788420229e+01,8.031041189e+00,6.267704569e+01,8.182818810e+01,1.790894025e+01,2.143088337e+01,8.781604273e+01,2.315469128e+01,1.312822032e+01,9.947589945e+01,8.921553904e+01,4.459192648e+01,9.781185623e+01,2.371111658e+01,7.107598024e+01
4.021567402e+01,8.850702194e+01,5.625945669e+01,6.947988800e+01,4.149002287e+01,7.947306428e+00,3.920977733e+01,7.895446804e+01,8.587760261e+01,9.523078236e+01,5.631267833e+01,1.297812622e+01,5.624518388e+01,2.100196164e+01,7.130076575e+01,2.684209543e+01,8.984571840e+01,4.864970155e+00,8.835638520e+01,6.234697682e+01,5.782215578e+01,5.873359953e+01,1.902067571e+00,2.894257437e+01,7.935603168e+00,7.219582171e+01,5.859012166e+01,5.989868065e+01,4.161783091e+01,7.812540606e+00,6.748599160e+01,2.481269513e+00,4.317315108e+01,6.756802731e+01,2.653001707e+01,8.564245659e+01,1.938832547e+01,3.654614784e+01,7.729629041e+01,1.184595629e+01,7.953638946e+01,1.802995608e+01,9.871363399e+01,8.631179288e+01,3.363178487e+01,4.342202527e+01,1.786470125e+01,6.850455017e+01,8.296351521e+01,5.357136878e+01,2.726397282e+01,3.026065021e+01,5.915704355e+01,9.820126512e+01,1.330843486e+01,6.866369822e+01,8.208252928e+01,3.944154765e+01,7.749257501e+01,7.071700376e+01,4.666222013e+00,3.473414025e+01,1.746444061e+01,1.196463203e+01,6.831406608e+01,9.225679320e-01,8.674063540e+01,8.981830355e+01,8.478133593e+01,4.424251723e+00,8.216194007e+01,4.842469981e+01,3.636563768e+01,3.540509490e-01,3.520441420e+01,4.896440941e+01,3.847539404e+01,5.996544169e+00,1.938777575e+01,6.876102820e+01,5.922254547e+01,4.537155896e+01,1.016792724e+01,8.511397993e+01,6.140256799e+00,3.682808484e+01,3.315393741e+01,9.907120802e+01,5.628758908e+01,1.117357280e+01,3.428264804e+01,8.269796153e+01,5.258318043e+01,2.287545270e+01,3.672004995e+01,9.589113698e+01,7.128227601e+00
4.186118777e+01,7.416506271e+01,7.212836298e+01,9.821710935e+01,5.076251689e+01,9.944540928e+00,3.241960104e+01,7.072758689e+01,2.303910987e+01,8.736413352e+01,1.289541957e+00,3.617403908e+01,3.505237681e+01,5.440346951e+01,2.064815659e+01,4.680921337e+01,5.182996113e+01,3.923687522e+01,3.672779415e+01,4.893770802e+01,5.987696963e+01,5.112974063e+00,1.616110735e+01,5.677911938e+01,7.337950350e+01,5.080712212e+01,8.306698462e+01,9.257714293e+01,9.790718254e+01,4.223624262e+01,1.874070440e+01,5.228541816e+01,2.906527223e+01,9.148804599e+01,7.274061458e+01,7.956299761e+01,2.424794341e+01,6.861581487e+01,4.206230588e+01,6.252700579e+01,7.123735166e+01,7.065330647e+00,5.667854366e+01,5.512020953e+01,8.908490807e+00,3.322256830e+01,1.360890616e+01,1.212525970e+01,4.026733097e+01,6.235384875e+00,7.692672155e+01,6.818159909e+01,2.422031609e+01,2.736964437e+01,4.664475640e+01,5.541557953e+01,5.146542583e+01,5.429951437e+01,4.279197484e+01,5.293130494e+01,2.710803712e+01,2.830528550e+01,8.487133855e+01,8.516283208e+01,2.951530309e+01,8.385709549e+01,3.367723136e+01,3.701456013e+01,8.400093290e+01,6.213995430e+01,1.221799699e+00,1.396747438e+01,8.165379315e+01,4.201997714e+00,5.563166990e+01,3.645989070e+01,6.986531659e+01,2.276087087e+01,6.327475273e+01,9.841470676e+01,8.235194428e+01,9.870603734e+01,7.757407535e+01,6.584855549e+01,3.834855678e+01,2.250250334e+01,5.621683632e+01,1.490350973e+01,6.236648152e+00,9.048591247e+01,2.038596507e+01,1.304966094e+01,5.142103445e+01,4.122810559e+01,4.767943276e+01,8.540889319e+01,9.361738527e+01
6.817389431e+01,4.928977909e+01,8.516648623e+01,6.066952850e+01,6.516408860e+01,1.511359099e+01,8.358926896e+01,1.247961336e+01,5.484752828e+01,4.431823053e+01,7.407654982e+00,1.187129022e+01,2.854520711e+01,1.670050861e+00,1.126538402e+00,6.752298204e+01,3.745392063e+01,1.698885083e+01,7.975063784e+01,6.105205747e+01,9.514554716e+01,3.405783875e+01,9.723996201e+01,2.572262810e+01,8.673747951e+01,2.019233721e+01,1.394506563e+01,2.314302251e+01,1.041259388e+01,8.768523661e+01,5.133339765e+01,1.302051801e+01,3.023024843e+01,1.979050791e+01,5.616351033e+01,3.665026795e+01,8.125989386e+01,5.483581878e+01,4.840994577e+01,6.106307861e+01,8.613804367e+01,2.184311772e+01,9.901559167e+01,3.313501439e+01,5.443836477e+00,2.731806252e+01,2.415908330e+01,9.097231254e+01,7.532610180e+01,4.856897140e+01,6.043855699e+01,8.047407383e+01,2.130402548e+01,7.844999514e+01,7.940533442e+01,2.710385898e+00,6.652452680e+01,1.877506973e+01,5.461780795e+01,2.603003324e+01,6.260916515e+01,9.038189096e+00,2.970982559e+01,2.043115768e+01,4.937008239e+01,9.818124004e+01,1.080203786e+01,7.446299424e+01,2.772029981e+01,7.165779074e+01,5.941281885e+01,1.636655990e+00,5.786188022e+01,2.492533507e+01,4.513234083e+01,8.998656499e+01,7.135624704e+00,3.886682825e+01,4.351752678e+01,7.751539190e+01,6.475291074e+01,2.739976331e+00,6.007515769e+01,7.845995003e+01,5.128529366e+01,9.378553469e+01,5.726434059e+01,1.461560855e+01,9.504211134e+01,4.296062157e+01,5.088846654e+01,9.468198765e+01,8.702204363e+01,9.182412818e+01,3.254586569e+01,5.721897321e+01,3.472911311e+00
4.776728093e+01,4.768603380e+01,9.940707549e+01,9.012262840e+01,7.211588377e+01,4.211754228e+01,9.382436712e+01,6.373035907e+01,9.322730522e+01,6.004138432e+01,1.169169429e+01,3.022287914e+00,2.071759721e+01,6.729144113e+01,6.300045366e-01,3.251482591e+01,5.075489172e+01,6.758155385e+01,8.880059487e+01,1.914875181e+01,1.611021635e+00,1.193292525e+01,5.530353528e+01,3.645854892e+01,3.074768117e+01,9.415696354e+01,7.884131862e+01,9.401379398e+01,8.371571429e+01,6.889037759e+00,6.196313619e+01,2.301398138e+01,1.287954065e+01,7.281402050e+01,9.770176966e+01,5.589821682e+00,9.418229790e+01,1.774418999e-02,9.797091434e+01,6.942237926e+00,6.650415776e+00,7.807974027e+01,3.453644785e+01,6.491905294e+01,4.696258510e+01,3.045890184e+01,2.239671354e+01,5.292901809e+01,3.521522739e+01,5.279880025e+01,6.708843479e+01,3.190336514e+01,7.196337465e+01,1.746922155e+01,1.157889301e+01,6.110365126e+01,7.723600881e+00,1.481183286e+01,3.595987080e+01,4.310728610e+01,2.898288576e+01,9.877207305e+01,7.382097960e+01,8.052263476e+01,5.299044644e+01,8.657217964e+01,5.847819231e+01,8.994438731e+01,7.070840594e+01,5.460025648e+01,4.752479895e+01,1.947129750e+01,5.266763845e+01,9.505088107e+01,9.433456833e+01,7.743592103e+01,8.174682363e+01,2.249969527e+01,7.214113214e+01,3.399442251e+01,5.828986322e-01,9.361822225e+01,6.462167011e+01,3.153991391e+01,2.022781425e+01,2.674467545e+01,8.791174805e+01,3.264169584e+01,1.355976093e+01,5.676369157e+00,1.148533105e+01,9.586557823e+01,7.195148101e+01,8.839410415e+00,1.501879239e+00,5.346287162e+01,5.660521176e+01
4.916580232e+01,1.785387658e+01,1.138542783e+01,5.959075527e+01,9.285924853e+01,5.484021380e+01,4.154396187e+01,2.796390696e+01,3.854947990e+00,6.565904598e+01,8.715435777e+01,7.638745190e+01,6.358243463e+01,9.762413936e+01,9.397576654e+01,7.157671229e+01,4.988456978e+01,8.353446475e+01,3.287135765e+01,8.645475112e+01,1.530354682e+01,7.580941074e+01,2.988434926e+01,7.018963376e+01,1.281185147e+01,9.653949458e+00,2.999679787e+01,7.429376927e+01,4.182723355e+01,3.719161574e+01,7.768488373e+01,6.892681794e+01,2.384285018e+01,5.566939088e+01,2.664975313e+01,3.514002258e+01,8.921286997e+01,1.053701431e+01,2.073182512e+01,4.996986036e+01,2.837690603e+01,1.017103690e+01,2.064200485e+01,3.635625555e+01,9.297924714e+01,3.955999093e+01,5.606028735e+01,5.522199425e+01,8.105366535e+01,5.558069392e+01,1.154312194e+01,1.006102760e+01,4.897330128e+01,8.911879895e+01,5.741669970e+00,5.437706404e+01,1.008854457e+01,8.369292556e+01,7.764009604e+01,6.567938870e+01,5.174941022e+01,5.253209365e+01,4.661015288e+00,9.488795401e+01,8.251564939e+01,1.032352919e+00,6.264121088e+01,2.938837277e+01,7.768677331e+01,8.708571994e+00,1.499944772e+01,3.757758224e+01,9.199970458e+01,8.786476904e+01,5.582091180e+01,7.111634725e+01,9.185593223e+01,8.518642348e+01,1.737099460e+01,7.458504529e+01,1.773331952e+01,5.237218821e+00,3.304008935e+01,4.778117045e+01,1.589780200e+01,3.791492629e+01,8.678185823e+01,4.292222406e+01,9.151294398e+01,7.095070383e+01,9.611477664e+01,7.905689769e+01,3.726640469e+01,5.160156766e+01,8.932475049e+01,3.594019260e+01,2.931292519e+01
8.025121381e+01,8.638143917e+01,5.264024007e+01,3.229281796e+01,4.905857113e+01,7.366348811e+01,1.180101647e+01,9.105826416e+01,3.584858010e-01,6.702670247e+01,3.143552331e+00,3.824606057e+01,8.207217809e+01,4.927522658e+01,5.876009480e+01,9.468511735e+01,6.079247328e+01,5.440711204e+01,7.607292072e+01,6.727625690e+01,5.729970111e+01,2.763682371e+01,3.523451301e+01,3.934274280e+01,3.476057088e+01,3.157948502e+01,3.538975251e+01,7.175494295e+01,8.398157838e+01,3.845845979e+01,5.401075782e+01,8.812742504e+01,3.970221375e+01,2.320540503e+00,9.024381102e+01,9.600148454e+01,9.603383330e+01,4.335547013e+01,2.129185523e+01,4.591136951e+01,4.824673973e+01,2.071834250e+01,8.065105640e+01,1.235004661e+00,9.762419169e+01,4.530631999e+01,3.433624041e+01,9.302736158e+01,5.129564348e+01,6.981949623e+01,3.113152635e+01,3.713771482e+01,4.991554944e+01,8.525947912e+01,2.548919206e+01,1.438199176e+01,3.013561848e+01,8.610949055e+01,6.416639715e+01,7.438254246e+01,6.571525592e+01,5.902415237e+01,4.293563007e+01,3.676616803e+01,4.669632772e+01,3.051858887e+01,6.272812707e+01,7.962639338e+01,9.148321977e+01,6.545609567e+01,1.158207888e+01,1.129292556e+01,6.112703763e+01,5.538031116e+01,3.658792251e+01,3.739052703e+00,1.826616595e+01,5.630920767e+01,8.384988133e+01,4.581722263e+01,1.982866545e+01,1.170670024e+01,3.058100189e+00,2.684563737e+01,7.995079803e+01,5.531706561e+01,5.847629085e+01,7.481286766e+00,3.522755419e+01,5.902882412e+01,8.520658461e+01,2.390585312e+01,4.939450936e+01,3.944820118e+01,8.900925436e+01,6.711087486e+01,6.982740015e+01
7.775787579e+01,4.772360972e+01,3.684332832e+01,1.050271580e+00,4.336274894e+00,5.942061413e+01,9.593046788e+01,7.427501009e+01,6.564673635e+01,4.461340566e+01,2.336525119e+00,3.733991489e+01,6.262930133e+01,8.004981260e+01,3.399179250e+00,4.047622159e+01,3.638187344e+01,4.763958093e+01,8.689178962e+01,6.138780792e+01,7.657264936e+01,8.753838548e+01,1.823618414e+01,6.430710274e+01,5.692706528e+01,2.367850135e+01,7.611593543e+01,5.401529472e+01,5.283039811e+00,4.979411326e+01,8.490472996e+01,2.276033851e+00,5.394210272e+01,9.387942012e+01,8.885870333e+01,3.749739694e+01,9.339111593e+01,6.999823268e+01,8.790092827e+01,5.341097564e+01,7.403985755e+01,6.626434984e+01,7.878614514e+01,1.489146534e+00,3.454495614e+01,4.169968292e+01,2.177471868e+01,8.194911366e+01,2.939918611e+01,8.182413761e+01,1.554398478e+00,6.757211156e+01,7.019918219e+01,4.590830809e+00,5.604856661e+01,6.779785533e+01,1.991059311e+01,4.996984557e+00,7.148436054e+01,2.595508824e+01,2.463162655e+01,1.007372903e+01,9.981702976e+01,5.947690686e+01,6.574027972e+01,7.863428131e+01,7.641761515e+01,7.323272945e+00,4.000117323e+01,6.394853715e+01,6.896504919e+01,9.508984305e+01,7.546040698e+01,4.248746533e+01,4.902301060e+01,2.280097068e+00,1.206707931e+01,6.310101556e+01,5.863800588e+01,3.564621747e+01,7.632052447e+01,2.526826778e+00,6.378982019e+01,8.956372523e+01,6.854862219e+01,5.740280735e+01,7.627375571e+00,3.678948992e+01,5.489838634e-01,5.502911721e+01,8.126589865e+01,3.837331943e+01,9.677127306e+01,3.362375304e+01,4.213820573e+01,8.715306623e+01,1.093995765e+01
9.974968055e+01,3.655185543e+01,4.330027753e+01,6.282491613e+01,7.127523581e+01,7.289886969e+01,6.227344702e+01,5.532558232e+01,6.980910549e+01,3.491987409e+01,4.247412802e+01,6.510862866e+01,5.252931707e+00,1.568612749e+01,3.923704928e+01,3.005010785e+01,8.300547591e+01,8.695818192e+00,7.384455301e+01,7.179591509e+01,3.451621146e+01,7.337374978e+01,1.794961704e+01,2.269650670e+01,5.913872526e+01,7.237898034e+01,3.800974844e+01,3.512363102e+01,3.561549343e+01,9.808569881e+01,1.516086519e+01,7.728300540e+01,5.922834150e+01,5.825729282e+01,9.389729495e+01,6.541246433e+01,9.011712336e+01,1.123712510e+01,8.684186045e+01,5.759888328e+01,1.022821818e+01,1.354321932e+00,7.280351966e+01,3.856423634e+01,4.764336235e+01,7.765097339e+01,5.632902773e+01,7.025620784e+01,4.349919029e+01,6.739776432e+01,6.696337599e+01,2.875289324e+01,7.323292903e+01,9.546689236e+01,9.043849317e+01,5.085074715e+01,2.150240414e+00,1.123693086e+01,1.608177528e+01,9.538147302e+01,8.404224453e+01,8.463864320e+01,1.492382073e+01,1.233781376e+00,3.156534307e+01,1.285356085e+01,9.333682989e+01,6.449675330e+01,1.186508288e-01,2.478185589e+01,7.861444414e+01,5.863075840e+01,4.559063356e+01,9.689916742e+01,4.449205344e+01,4.015949114e+01,5.066235203e+01,4.655870016e+00,6.067303561e+01,7.517304257e+01,7.695559123e+01,4.419787309e+01,8.823171720e+01,3.376363450e-01,1.926154245e+00,3.456865768e+00,4.477029226e+01,7.520660885e+00,4.537828590e+01,2.786108094e+01,9.419562235e+01,4.491760364e+01,3.586099194e+01,6.552277552e+00,6.838776857e+01,5.765659376e+01,2.818726754e+01
5.620192364e+01,3.363500011e+01,1.687188638e+01,7.398654574e+01,3.626947629e+00,2.149065206e+01,2.489749812e+01,5.201042882e+01,1.329322136e+01,4.092146190e+01,8.232905896e+01,5.365585311e+01,2.436220492e+01,3.913154200e+01,9.330187669e+01,3.200452014e+01,8.235471452e+01,3.779560495e+01,3.875791063e+01,6.257261131e+01,8.493651338e+01,7.169230426e+01,5.639589464e+01,3.126212792e+01,7.730640776e+01,8.224279281e+01,2.865945144e+01,6.597370422e+01,4.308015096e+01,5.566647935e+01,1.078296574e+01,7.937436049e+01,4.279462842e+01,1.566474036e+01,3.798593857e+01,1.324738546e+01,9.939666568e+01,4.999942539e+01,2.103066277e+01,5.552858755e+01,6.915045713e+01,1.184349745e+01,8.137616671e+01,2.308796819e+01,2.299462177e+01,3.235044447e+01,7.738741100e+01,9.555235035e+01,7.059140268e+01,5.663113887e+00,1.222062270e+01,4.710936906e+01,9.054950107e+01,9.748398653e+01,4.201001059e+01,7.028163082e+01,1.704519394e+01,4.537041259e+01,5.784742563e+01,1.581810931e+00,4.538283970e+01,6.983790850e+01,3.883793560e+01,5.974194217e+01,8.172307471e+01,1.345460923e+01,6.583140581e+01,6.051250602e+00,6.853402190e+01,3.333232544e+01,2.135584545e+01,5.111300702e+01,6.911463959e+00,4.740702121e+01,1.361967391e+01,5.484485520e+01,3.798664862e+01,5.659131768e+01,2.044196432e+01,7.069672861e+01,1.841923335e+01,8.949700024e+01,7.497618530e+01,5.200619743e+01,8.355452367e+01,6.463847240e+01,2.835308625e+01,9.947480174e+01,9.884633150e+01,5.826896783e+01,2.500269706e+01,4.137702405e+01,9.385938728e+00,7.335168792e+01,9.797909466e+01,1.472130852e+01,6.791180531e+01
8.566868179e+00,1.382674416e+01,8.120086002e+00,6.356911735e+01,1.642493797e+01,3.815698921e+01,5.280263415e+00,2.983145894e+01,3.858360936e+01,6.313559587e+01,3.571291020e+01,6.179879098e+01,9.871470185e+01,7.471800817e+01,9.199317090e+01,4.557072280e+01,3.677536016e+01,2.817996454e+00,8.178728814e+01,4.984479494e+01,5.530591428e-01,1.783233161e+01,4.457485474e+01,9.382735085e+01,1.759103359e+01,9.723120365e+01,9.736537978e+01,6.061962373e+01,8.151676435e+01,1.565058883e+01,5.848458015e+01,9.984428471e+00,2.747297094e+01,4.818908209e+01,5.207228911e+01,9.782195272e+01,9.022341562e+01,8.979869426e+01,2.374385249e+01,7.960667031e+01,3.419848194e+01,8.039229453e+01,9.385256511e+01,6.092419471e+01,7.743098087e+01,5.036825123e+01,8.384055370e+01,3.592287151e+01,1.553781304e+01,1.249467473e+01,5.128715323e+01,7.020074448e+01,9.289405196e+01,6.376570828e+01,7.310649818e+01,4.856103897e+01,7.832423169e+01,6.090705520e+01,9.012214839e+01,2.611174056e+01,8.085406634e+01,3.840334024e+01,8.889113426e+01,8.795013743e+01,5.363011632e+01,9.207006178e+01,5.259812525e+01,9.723380835e+01,3.621721349e+01,5.088602698e+01,3.978452696e+01,7.344608994e+01,2.672672166e+01,6.153440839e+01,2.871151471e+01,2.777510926e+01,8.773000198e+01,4.856082553e+01,1.816407303e+01,3.383378187e+01,4.204925608e+01,1.235707142e+01,2.322878236e+01,6.673433640e+01,1.113010388e+01,4.845357806e+01,2.589608502e+01,4.452968206e+01,7.208076372e+01,2.590064545e+01,9.533034073e+01,5.526394871e+00,5.953920569e+01,6.439603136e+01,4.369302686e+01,4.733696788e+01,6.165897291e+01
7.259083767e+01,8.932166345e+00,1.517186598e+01,4.496589790e+01,2.985585834e+01,7.496882640e+01,8.780325392e+01,9.188923936e+01,5.423786284e+01,1.633661077e+01,7.451247947e+01,9.401852878e+01,4.287059179e+01,2.461130928e+01,4.999598632e+01,1.778203899e+01,7.950054244e+00,9.859959934e+01,1.462278852e+01,9.099612989e+01,8.970847419e+01,2.788117874e+00,7.970378569e+01,9.598324602e+01,6.745167382e+01,1.849180424e+01,8.607176369e+01,4.150684173e+00,7.183346865e+01,3.036945269e+01,8.051790659e+01,9.405167745e+01,4.427316454e+01,4.393779953e+01,6.101585606e+01,5.398498611e+01,8.243041167e+01,9.516453420e+01,9.192420890e+01,3.971780033e+01,1.929796288e+01,9.808471859e+01,8.857226987e+01,6.380397341e+00,3.751313566e+01,8.874780942e+01,9.957933980e+01,1.055556000e+01,9.330204143e+01,9.564542375e+01,7.919582637e+01,5.601911246e+01,7.341464966e+01,5.197493405e+01,7.250001416e+01,1.413187956e+01,3.327945177e+01,4.347653896e+01,2.840384511e+01,4.544760459e+01,9.191457802e+01,7.708112607e+01,4.226254787e+00,1.106830487e+01,7.589226738e+00,5.243040211e+01,1.629659261e+01,7.306190547e+01,3.700644714e+01,9.302142925e+01,4.479402791e+00,2.210709121e+01,1.698779394e+01,2.411942063e+01,7.083305642e+01,2.724237605e+01,2.473392070e+01,9.687796100e+00,9.730752463e+00,3.094262078e+01,5.995841088e+01,5.663530729e+01,4.338246451e+01,7.561754461e+01,3.146550919e+01,7.228414786e+01,2.632180334e+01,6.732847241e+01,3.188410616e+01,7.160246101e+00,6.200034855e+01,4.440516240e+01,1.502418209e+01,3.582648688e+01,9.166676639e+01,3.305486213e+01,7.619958538e+01
2.977034859e+01,1.266987047e+01,7.983827652e+01,4.671618492e+01,1.294392911e+01,9.562457971e+01,9.602484216e+01,7.381744236e+01,6.835282901e+00,7.250319481e+01,2.691413624e+01,1.608403806e+01,8.199357019e+01,7.529814613e+01,9.136738090e+01,5.494073921e+01,2.476200376e+00,6.613845783e+00,7.633750393e+01,2.971149916e+01,4.959043417e+01,7.851317582e+01,1.135690271e+01,5.383804278e+01,9.670261132e+01,2.516886044e+01,1.970179478e+01,2.173140251e+01,3.218866382e+01,3.528278327e+00,4.250516034e+01,6.981282226e+01,6.643702061e+01,9.636268102e+01,1.614128259e+01,5.389739231e+01,5.896182396e+01,2.416750112e+01,9.210220105e+01,9.766978638e+01,2.088506195e+01,3.460702944e+01,8.275906435e+01,2.838263070e+01,7.699043685e+01,4.437432521e+01,1.324192326e+00,9.362568185e+01,5.561612722e+01,4.786905302e+01,5.385139332e+01,1.972406798e+01,9.178670489e-01,8.610550312e+00,9.746985578e+01,9.828717275e+01,1.797527659e+01,5.252104321e+01,4.714311417e+01,7.985163217e+01,2.888733875e+01,9.040434263e+01,3.913769626e+01,9.299941307e+01,2.731741066e+01,5.730601380e+01,8.519594293e+01,1.125619425e+00,9.464728892e+01,6.151759725e+01,3.988596248e+01,9.001042976e+01,7.265145532e+01,1.954021561e+01,2.017886844e+01,3.609283715e+01,6.390442773e+01,4.275854250e+01,3.483196220e+01,2.754839013e+01,9.513347703e+01,4.552687357e+01,2.009984804e+01,7.275916097e+01,9.220616734e+00,2.240574599e+01,8.852400567e+01,4.806553089e+01,6.236916420e+01,3.825691154e+01,3.869949922e+01,8.693535764e+01,4.800439263e+01,5.965815277e+00,2.287733922e+01,5.921894419e+01,8.303111809e+01
1.857819563e+01,2.344846060e+01,1.755742975e+01,9.005157143e+01,2.516394392e+01,4.303647947e+01,7.416299297e+01,1.198752670e+01,8.830293876e+01,4.846536341e+01,4.828211986e+01,8.622402209e+01,5.558542861e+01,1.138504007e+01,2.408287420e+01,7.716400730e+01,8.160021184e+00,4.872021172e+01,7.346756783e+01,2.033903695e+00,7.757841168e+00,4.794105306e+01,4.549493739e+01,6.096417335e+01,5.728675298e+01,6.124995192e+01,7.193091088e+00,5.819144605e+01,9.587308425e+01,3.861413583e+00,2.650409683e+01,6.850730971e+01,6.752154763e+01,4.893080168e+00,8.295194501e+01,4.358925700e+00,4.145540420e+01,5.462852218e+01,2.243403759e+01,5.749650400e+01,1.431117686e+01,5.219394720e+01,8.725488929e+00,7.585608365e+01,3.889310537e+01,2.050429163e+01,6.099353290e+01,4.523518118e+01,2.138781078e+01,1.983040340e+01,5.588700768e+01,8.641909642e+01,9.087450343e+00,2.365350595e+01,4.001001643e+01,1.999953084e+01,8.923347292e+01,8.232508942e+01,8.581417456e+01,2.505306845e+01,3.731665644e+01,7.158779516e+01,3.761664859e+01,5.828819971e+01,3.792416998e+00,4.314951205e+01,2.907374717e+01,3.273968693e+01,6.869272480e+01,4.243321871e+01,2.827919250e+01,4.692470498e+01,8.131088122e+01,4.103860084e+01,3.054194859e+01,7.062225037e+01,5.831647069e+01,7.654752869e+01,8.345728078e+01,5.289951566e+00,8.430439181e+01,4.206960953e+01,3.776680978e+01,2.032613393e+01,2.638011981e+01,8.205331852e+01,2.929896604e+01,7.393356019e+01,6.604294669e+01,1.747254526e+01,1.885077792e+01,3.387755529e+01,8.032998040e+01,4.268213654e+01,3.418402426e+01,1.614398913e+01,1.062727816e+01
5.065475534e+01,4.336972041e+01,3.716159169e+01,3.117124950e+01,8.947047798e+01,7.843332949e+01,5.483919688e+01,4.935648237e+01,7.583625003e+01,8.093110389e+01,6.269933942e+01,9.562668872e+00,5.117649028e+01,9.522165956e+01,1.425155713e+01,9.449108160e+00,8.805092574e+01,2.921345584e+01,9.152531029e+00,5.897817054e+01,3.803116009e+01,3.768999891e+01,7.105665566e+01,7.369007566e+01,2.800311192e+01,7.252253351e+01,3.151992232e+01,2.038019911e+01,8.282396680e+01,5.914224226e+01,9.311645041e+01,7.635629799e+01,2.878885536e+01,2.030900897e+01,6.118401609e+01,3.605619032e+01,5.420600714e+00,9.455470033e+01,3.748493307e+01,3.338928547e+01,1.629445666e+01,3.748302710e+01,1.732167072e+01,7.253565750e+01,8.040389949e+01,4.473143664e+01,6.758836887e+01,8.840250734e+01,5.752029203e+01,6.881195025e+00,2.947615871e+00,3.642156098e+01,3.790774679e+01,3.721830976e+01,8.606596922e+01,4.597967184e+01,3.234734724e+01,1.265565024e+01,5.262425668e+01,3.080052780e+01,7.109044210e+01,9.814120287e+01,4.083509765e+01,2.956365088e+01,3.714926958e+01,3.223517938e+01,2.957254912e+01,7.398063266e+01,3.996185659e+01,9.018024479e+00,1.348847436e+01,5.168311507e+01,1.412997768e+01,2.127540382e+01,3.405443221e+01,1.913244322e+01,3.275654440e+00,3.342355318e+00,1.694909132e+01,1.382375994e+01,7.625860071e+01,4.997193004e+01,3.551060902e+01,6.768739571e+01,8.543704630e+00,2.956775443e+01,9.303211237e+01,5.680954422e+01,1.337497351e+01,2.219542404e+01,3.620966622e+01,1.705520072e+01,3.765742619e+01,3.129816991e+01,5.890648343e+00,5.294746552e+01,6.594976435e+01
