v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19
7.498121779e+01,5.286597355e+01,1.632372306e+01,8.098481157e+01,7.282505985e+01,1.418275163e+01,3.935555565e+01,5.914160831e+01,8.166148387e+01,7.405464203e+01,1.949431576e+00,4.736657732e+01,4.368332631e+01,2.184198923e+01,1.668572186e+01,7.551388317e+01,1.415420784e+01,5.131654019e+01,2.860502953e+01
2.364679658e+01,4.239082843e+01,9.965643501e+01,9.682188428e+01,5.246880420e+01,2.041050707e+00,4.686809315e+01,5.831725017e+01,3.296123697e+01,1.973115542e+01,9.692242920e+01,1.739460358e+01,4.170615739e+01,9.829066202e+01,8.942963357e+01,8.639839397e+00,6.257656490e+01,9.018926582e+01,5.067689369e+01
1.191418104e+01,6.984940004e+01,6.092224043e+01,3.287161850e+01,1.042400394e+01,8.029040141e+01,3.010247038e+01,8.794794406e+01,4.715400755e+01,6.754616860e+00,5.103101719e+01,7.217406998e+00,4.840099044e+01,1.064551363e+01,8.662269691e+01,3.415013082e+01,9.181603437e+00,7.388312436e+01,7.536936520e+01
8.953243926e+00,8.415176025e+01,5.373064442e+01,6.069245740e+01,5.053319271e+01,7.901331086e+01,5.282310133e+01,2.090555708e+01,9.341090635e+01,6.250128109e+01,8.412364336e+01,7.509134554e+01,7.672832913e+01,5.992996662e+01,4.186772146e+01,2.436704474e+01,3.769381880e+00,9.036949214e+01,7.511312954e+01
9.328009555e+01,6.328934481e+01,1.134911352e+01,3.761461155e+00,9.893727870e+01,7.660729948e+01,9.348578048e+01,7.587349416e+01,5.761834674e+01,3.485986079e+01,7.166283865e+01,3.577990588e+01,8.897806353e+01,5.363640571e+01,6.370332232e+01,9.995870067e+01,4.473142538e+01,9.630032659e+01,1.888439127e+01
6.663764240e+01,3.537622575e+01,1.813116794e+01,7.807465699e+01,6.669357013e+01,2.374486127e+01,5.788594326e+01,4.925551192e+01,9.969365639e+01,8.375687787e+01,2.690818722e+01,4.713601349e+01,5.250952907e+01,8.352216086e+01,9.018478769e+01,7.589489526e+01,3.105615365e+01,5.065941894e+01,4.375376877e+01
8.700229502e+01,9.654504840e+01,5.644062696e+01,1.781130496e-01,3.342883081e+01,6.577160502e+01,3.755023168e+01,6.976966295e+01,1.263469724e+01,1.585485796e+01,1.926170273e+01,8.883686620e+01,5.804673399e+01,5.155419124e+01,2.330191431e+01,5.771827774e+01,2.603575489e+00,2.092141859e+01,7.384402474e+01
3.312673951e+01,3.725039038e+01,8.281856177e+01,4.901735546e+01,5.498143968e+01,7.319599364e+01,1.009453478e+01,4.471562054e+01,2.528157002e+01,6.551087820e+01,3.714922050e+01,6.480511910e+01,6.054478788e+01,6.525824169e+01,5.873390959e+01,2.220416297e+01,3.125125606e+01,6.564737367e+01,5.219349896e+01
7.834865486e+01,5.765359115e+01,7.804412466e+01,1.311889451e+01,7.640474204e+01,7.130299171e+01,7.984499266e+01,4.617477913e+01,8.924190036e+01,2.820296243e+01,8.628035556e+00,9.024012622e+01,5.601196697e+01,9.869089638e+01,1.478421126e+01,4.927355487e+01,5.599425251e+01,1.839985069e+01,3.081676930e+01
6.962711949e+01,3.271774731e+01,9.199146865e+01,3.029175408e+01,7.661005577e+01,3.649881810e+01,4.222123555e+01,9.525518495e+01,6.621478823e+00,4.579015490e+01,6.742935677e+01,7.034262434e+01,6.444898281e+01,6.020113443e+01,8.453173307e+01,1.866872194e+01,3.922920576e+01,3.791834617e+01,8.059202063e+01
2.774748823e+01,6.554608813e+01,4.542898024e+01,3.479098055e+01,4.320985027e+01,9.112282692e+00,9.596956036e+01,7.685263776e+01,1.789194436e+01,4.664989153e+01,7.211483753e+01,2.724333764e+01,8.086979099e+01,3.445378377e+01,2.690667977e+01,6.174985290e+01,7.983671960e+01,6.489203330e+01,3.467358736e+01
2.950724084e+01,9.186568403e+01,5.522535489e+01,8.200042834e-01,9.473631787e+01,3.723656260e+01,6.915045084e+01,8.307318109e+00,5.047122882e+01,8.279101294e+00,5.813710067e+01,2.201358573e+00,6.820014004e+01,8.300023119e+01,9.222214850e+01,7.807007943e+01,3.315601103e+01,1.281129995e+01,2.573538187e+01
8.490318565e+01,6.404439683e+01,2.364175043e-01,7.332181680e+01,2.360704949e+01,8.344859768e+01,2.169400991e+01,6.430584608e+01,7.110607039e+01,1.546512743e+01,1.205405894e+01,3.121276704e+01,9.517838933e+01,1.815780535e+01,9.044900283e+01,4.730095129e+01,5.583130255e+01,6.119661244e+01,5.793338730e+01
4.059576397e-01,8.366986614e+01,1.730049074e+00,3.078404902e+01,8.836107042e+01,6.236150273e+01,6.836819757e+01,9.625833874e+01,1.588565990e+01,6.506276270e+01,6.687519224e+01,9.199402370e+01,8.558316326e+01,8.362494588e+01,1.145270554e+01,9.486208421e+01,3.158509558e+01,1.503458785e+01,4.904609250e+00
9.098591911e+01,8.799947148e+01,4.819280621e+01,6.102771969e+01,6.218520205e+01,2.139710944e+01,7.603846545e-01,1.423612216e+01,4.454551226e+01,6.339839062e+00,3.086148934e+01,8.168551782e-02,5.866988850e+01,9.953866708e+01,2.292942671e+01,5.317118093e+01,9.533286131e+01,3.097250954e+01,2.221752401e+01
1.392679337e+01,4.524655003e+01,3.519254926e+01,1.842479163e+01,6.091616451e+01,9.757418239e+01,7.597182799e+01,1.910032820e+01,2.079058367e+01,1.024328806e+00,4.451004759e+00,4.257209404e+01,8.668964014e+01,3.636180193e+01,6.199468280e+01,8.268984895e+01,8.385750298e+01,3.961245486e+01,8.998585828e+01
4.602879639e+01,5.954927052e+01,8.167164153e+01,8.888954509e+01,1.564067169e+01,6.685048656e+01,6.866729063e+01,7.796847204e+00,7.009271067e+01,4.447849502e-01,9.275370523e+01,5.587264422e+01,9.149717467e+01,8.394512361e+00,9.497741483e+01,7.604916005e+01,7.555520231e+00,8.390351043e+01,7.023127911e+01
5.138219084e+01,9.328892184e+01,4.354455449e+01,4.861937119e+01,2.360066375e+00,6.863933232e+01,8.309938050e+00,9.878592265e+01,8.295772301e+01,2.536846426e+01,4.628755830e+01,8.994823333e+01,6.707315819e+01,8.235203648e+01,7.803032645e+00,3.930812330e+01,8.729346568e+01,7.755906049e+01,3.902472697e+01
7.147383295e+01,3.738140967e+01,2.775418346e+01,9.645894050e+01,1.509222649e+01,5.093768090e+01,1.314856143e+01,8.961063555e+01,7.667242293e+01,1.821482691e+01,6.395251098e+01,3.949819781e+00,6.983267408e+01,3.662105909e+01,2.847151530e+01,5.131239403e+00,5.858093188e+01,2.771969187e+01,5.695493355e+01
8.724836579e+01,4.762808359e+01,3.106707340e+01,3.316301900e+01,4.122455087e+01,1.264845680e+01,1.802512974e+01,6.469199997e+00,3.548733159e+01,6.836998147e+01,4.931192977e+01,7.441186771e+01,6.899424850e+00,7.713703709e+01,3.922543340e+01,4.698736357e+01,7.512235553e+01,8.193781649e+01,8.441987629e+01
7.500938807e+01,5.717581996e+01,8.754555132e+00,3.398932396e+00,6.542072936e+01,7.958471124e+01,6.186311880e+01,9.097234802e+01,8.713059460e+01,2.021310342e+01,2.744663627e+01,1.188478231e+01,4.982203027e+01,1.712528338e+01,2.064900559e+01,6.963242586e+00,6.952678202e+01,8.243988134e+00,4.713095765e+01
4.443935390e+01,6.077727824e+01,1.688401219e+01,8.600004890e+01,7.905503863e+01,7.160794503e+01,4.612427951e+00,3.766347823e+01,2.896784385e+01,6.218499803e+01,7.516871472e+01,7.712777719e+01,3.938089173e+01,5.740671412e+01,1.468071170e+01,9.896931268e+01,8.114952596e+01,5.161895767e+01,3.232040209e+00
4.271414026e+01,5.347305856e+01,5.397079821e+01,7.860294624e+01,1.887531617e+01,7.373873271e+01,3.473877283e+01,2.305338625e+01,4.994482242e+01,2.423354311e+01,8.731928853e+01,2.193072206e+01,6.550880209e+01,3.967952219e+01,2.465980071e+01,9.063804063e+01,9.915537737e+01,1.558354518e+01,7.810552835e+01
7.489544136e+01,5.663454853e+01,7.036183015e+01,1.177474743e+01,5.226352175e+01,7.819675328e+01,2.784091020e+00,9.340831133e+01,6.778944671e+01,1.839186199e+01,4.423708509e+01,2.151891067e+01,3.535337609e+00,6.777394705e+01,1.265393149e+01,9.663536863e+00,9.653622845e+00,8.383343786e+01,9.384429582e+01
7.725243618e+01,3.058151914e+01,7.421327274e+01,8.025296927e+01,1.854493404e+01,6.672044476e+01,2.720858228e+01,1.464444354e-01,5.310055016e+01,4.471731230e+01,1.567109040e+01,7.758397841e+01,1.783723127e+01,1.323342962e+01,9.253187078e+01,1.100149450e+01,7.093290793e+01,2.327790243e+01,5.547786661e+01
4.892318851e+01,8.375645181e+01,9.701520371e+01,4.025485166e+01,7.188535222e+01,4.625312014e+01,5.031247910e+01,8.915035851e+01,6.571676547e+01,2.608919099e+01,4.475734078e+01,3.005650056e+01,8.876894310e+01,1.837954302e+01,7.196909158e+01,8.673492105e+01,3.898346102e+01,4.107000377e+01,6.321979657e+01
3.827372567e+01,2.684662169e+01,9.368917666e+01,5.781489617e+01,7.850382588e+01,2.833335308e+01,4.039142618e+01,1.453504482e+01,2.637359604e+01,4.793307277e+01,2.546289668e+01,5.038491848e+01,8.486556483e+01,6.278282924e+01,3.427962090e+01,1.721561169e+01,5.116431705e+01,8.240693311e+01,2.858802649e+01
5.027149609e+01,1.712198140e+01,5.406250892e+00,6.367807409e+01,8.492495651e+01,9.538487860e+01,2.006321901e+01,6.775047947e+01,2.581835073e+01,8.723690726e+01,3.334293492e+01,7.393950539e+00,6.605069156e+01,9.997388046e+01,5.445905672e+01,1.996663431e+01,5.656708043e+01,2.615033631e+01,4.120304282e+01
1.290048575e+01,9.721553609e+01,4.662011632e+01,3.127392272e+01,9.210281797e+00,9.132769201e+01,6.986056610e+01,2.930517553e+01,9.468047376e+01,7.961028343e+01,7.227321702e+01,3.018766345e+01,3.632857604e+01,9.575402159e+01,5.758775608e+00,2.457198859e+01,5.834577025e+00,1.868558188e+01,3.870477727e+01
5.512936738e+01,1.981096606e+01,4.855322742e+01,5.432961352e+01,6.609293093e+01,1.491910935e+01,8.462034815e+01,9.480535755e+01,7.882016040e-02,6.694628639e+01,3.113782545e+01,9.229210839e+01,9.215721548e+01,8.310667396e+01,7.418698056e+01,6.484132460e+00,8.640391303e+01,8.513256320e+01,5.872512484e+01
6.635768576e+01,1.528945025e+01,5.152905109e+00,1.263450578e+00,1.426882936e+01,7.404772736e+01,9.332326309e+01,5.900715044e+01,9.040591198e+01,3.279482237e+01,2.714586539e+01,7.087525133e+01,2.355764220e+01,2.630154931e+01,9.707939146e+01,2.349587126e+01,6.870870177e+01,2.806166006e+00,7.891423004e+01
2.047661512e+01,6.457022714e+01,3.083124423e+01,5.156267306e+01,3.238658717e+01,6.082674034e+01,8.149366123e+01,4.951752304e+01,6.477820581e+01,7.299325845e+01,8.934017289e+01,3.166233726e+00,7.699438271e+01,9.431239847e+01,4.006270117e+01,7.970851819e+01,4.641700986e+01,4.016368217e+01,1.121300750e+01
3.271628666e+01,7.563597742e+01,8.508905287e+01,7.166703760e+01,1.709488927e+01,4.803255924e+01,7.581808617e+01,4.716429903e+01,7.400969060e+01,8.580784367e+01,5.768368681e+00,9.802855246e+01,7.211897041e+01,9.348124659e+01,3.961261895e+01,1.477965767e+01,4.167370071e+01,2.608787146e+01,9.903621176e+01
4.927795543e+01,3.233376927e+01,1.465870769e+01,1.471463288e+01,9.016739771e+01,7.071576477e-01,6.384475586e+01,6.833529935e+01,6.799346171e+01,7.852830420e+01,4.394682059e+01,3.558176796e+01,9.605922942e+01,2.621438068e-01,1.078020357e+01,6.681664634e+01,7.653878413e+01,3.404240329e+01,6.474171383e+00
3.373922160e+01,1.007648612e+01,6.171655199e+01,3.294524301e+01,1.811374857e+01,1.042196295e+01,4.195889860e+01,1.507605453e+01,8.181936058e+01,3.959049837e+01,5.855606181e+01,5.089102330e+01,3.935134832e+00,3.464966882e+01,2.793957471e+01,8.731961830e+01,1.089972792e+01,9.192866195e+01,9.116968684e+01
2.079336311e+01,4.940515835e+01,5.973065638e+01,4.747470446e+01,2.421624537e+01,6.981946434e+01,2.050537155e+01,3.813232071e-01,9.066105855e+01,5.818567213e-01,4.782002378e+00,1.120931444e+01,5.049163688e+01,1.627897399e+01,9.304357855e+01,5.068529576e+01,9.691453680e+01,4.496471248e+00,1.212371682e+01
4.238054578e+01,5.111811974e+01,9.535857607e+01,4.116029784e+01,5.254145512e+01,2.355339731e+01,1.744616243e+01,8.401823687e+00,7.867214018e+01,6.680264263e+01,7.356497366e+01,5.847604323e+01,7.875455703e+01,2.788179566e+01,7.135075639e+01,9.553995318e+01,8.580039038e+01,8.005889998e+01,9.931119672e+01
2.739510442e+01,2.439381817e+00,2.966465324e+01,7.136641753e+01,8.515378735e+01,3.852290091e+01,3.088084896e+01,8.760472145e+01,5.234642959e+01,6.753543237e-01,2.055968564e+01,9.263615070e+01,3.175163288e+01,5.130835776e+01,3.992520245e+01,8.371256467e+01,5.015461490e+01,4.230859078e+01,7.591703304e+00
2.472203457e+01,4.696713860e+00,9.061562377e+01,3.651906397e+01,2.451438336e+01,5.104365832e+01,4.047104343e+01,3.185551850e+01,3.983160254e+01,8.367783766e+01,1.520803800e+01,3.271448698e+00,4.576906094e+01,1.801908635e+01,4.168295880e-01,3.998745009e+01,8.480020264e+01,7.366447382e+00,1.925882125e+01
3.859065384e+00,2.626262206e+01,5.037079936e+01,3.901318950e+01,2.741349215e+01,5.176745699e+01,4.615928204e+01,6.474388512e+01,9.505653811e+01,8.097981044e+01,8.195283481e+01,8.078557511e+00,8.345588768e+01,5.083431566e+01,4.598107188e+01,3.753052672e+01,9.044460078e+00,4.395847557e+01,3.393309775e+01
8.139781689e+01,3.352171274e+01,9.287899881e+01,3.594518976e+01,7.142159934e+01,8.559214464e+01,4.214166316e+01,8.667124808e+01,9.761965795e+01,3.435436041e+01,6.067102598e+01,4.794857124e+01,3.072427563e+01,1.755653173e+01,1.928351925e+01,1.943883078e+01,1.063145114e+01,7.690717641e+01,8.046384514e+01
4.302975688e+01,7.119063475e+01,2.224842657e+01,7.844209595e+00,1.249757755e+01,6.292856094e+01,6.580816247e+01,6.352018040e+01,8.301386640e+01,9.659328908e+01,4.830628495e+01,8.026545521e+01,5.919948129e+01,4.644301546e+01,6.127103828e+00,2.971101290e+01,1.726686500e+01,1.134419257e+01,7.244611016e+01
4.782606155e+01,9.377542365e+01,4.835047081e+01,4.957709434e+01,7.241348808e+01,7.918648605e+01,8.527614181e+01,9.321185545e+01,1.980051086e+01,6.922341191e+01,2.402933938e+00,2.776217286e+01,8.883994570e+01,5.798418941e+01,7.845057307e+01,5.589911331e+01,3.718400683e+01,3.561089617e+01,7.482800092e-01
1.149439904e+01,2.828766393e+01,6.932452277e+01,4.076197140e+01,7.935729256e+01,6.323212823e+01,7.873651904e+01,6.381058790e+01,2.365654557e+01,3.675263103e+01,8.316104517e+01,1.258413965e+01,5.870514922e+01,1.971894726e+01,9.070660969e+01,5.287710951e+01,1.957288958e+01,3.104959138e+01,3.218429740e+01
7.158242531e+01,5.502212244e+01,2.761695631e+00,6.252755077e+01,7.462397446e+01,9.928686408e+01,8.478455696e+01,5.414359257e+01,9.379732063e+01,9.601295912e+01,7.954352326e-03,2.811647942e+01,2.680108530e+00,1.827062203e+01,4.557999705e+01,1.136120370e+01,1.782343363e+01,6.243876585e+01,1.588805538e+01
5.487798055e+01,7.466849222e+01,3.597853914e+00,2.925828279e+01,2.276993897e+01,5.835265730e+01,7.497424226e+01,2.777062477e+01,6.883263092e+01,8.459578982e+01,4.464679663e+01,2.212487444e+01,8.682673768e+01,3.382106717e+01,1.200377738e+01,8.595780819e+01,4.379054189e+01,9.769676814e+01,2.087478608e+01
4.107742319e+01,6.411861720e+01,2.328263892e+01,9.051053728e+00,2.718915967e+01,8.957331639e+01,1.838762965e+01,5.113009588e+01,9.570823136e+01,5.357066568e+01,8.283536745e+01,6.102348467e+01,6.953648539e+00,9.322249848e+01,9.060628251e+01,8.065207795e+01,3.053294213e+01,2.701393757e+01,7.873822159e+01
3.531377615e+01,3.164477168e+01,4.659461012e+01,2.526682758e+01,4.879861352e+01,6.746539822e+01,4.230273801e+01,1.246998249e+01,2.320351755e-01,6.322602939e+01,4.019195102e+01,4.349259053e+01,2.567677467e+01,4.858409095e+01,3.740541981e+01,5.230850230e+01,6.039968427e+01,9.280786556e+01,1.530373663e+01
6.375735375e+01,2.698860467e+01,4.711478587e+01,2.862764117e+00,5.714534509e+01,6.367709904e+01,1.326590585e+01,3.288807352e+01,9.982838171e+01,5.189522165e+01,2.048373253e+01,4.877926569e+01,4.266637648e+01,9.284361113e+01,6.564569316e+01,9.467771067e+01,6.577579795e+01,3.482783304e+01,9.032563556e+00
4.743319312e+01,3.150514305e+01,7.721077312e+01,7.575957499e+01,5.768062231e+01,4.880171169e+01,5.794025973e+01,2.068846468e+01,4.524206891e+01,6.106470010e+01,6.949277448e+01,6.820881403e+01,8.251034794e+01,9.782979209e+01,9.987645616e+01,9.205439821e+01,6.378244882e+01,9.104801058e+00,9.145608204e+01
6.576078442e+01,9.537691815e+01,4.535674886e+01,5.749291453e+01,1.808129805e+01,5.015063291e+01,4.985523678e+01,5.587237641e+01,3.488040083e+01,3.997824335e+01,4.672693303e+01,1.197560758e+01,6.612629592e+01,7.867476178e+01,6.592857503e-01,6.097247779e+01,6.001428888e+01,5.989839753e+01,4.192135205e+01
3.305487863e+00,2.352609488e+01,5.986949414e+01,2.904136539e+00,9.337602429e+00,4.162628760e+01,6.590046055e+01,3.849498592e+01,2.605874315e+01,6.076052068e+01,6.459658697e+01,1.653526384e+01,7.203194397e+01,3.850236803e+01,7.683319784e+01,4.744574581e+01,7.817525928e+01,3.914507250e+01,6.448164076e+01
8.372628783e+01,8.446160180e+01,4.924618744e+01,3.490767656e+01,7.480009726e+01,8.478583036e+01,3.594777444e+01,2.832475806e+00,7.694205940e+01,8.466509864e+01,8.583971253e+01,8.692890462e+01,6.163840623e+01,8.044109435e+01,2.564076164e+01,7.318518135e+01,1.893980821e+01,2.813516126e+01,2.482856417e+01
3.074965896e+01,9.272806646e+01,8.615313223e+01,5.736624058e+01,4.513520387e+01,9.801064930e+01,2.765153257e+01,6.682961120e+01,2.431339415e+01,7.941845671e+01,8.270710355e+01,4.511194036e+01,1.396518337e+00,3.409328605e+01,7.709928247e+01,1.786889630e+01,1.483534697e+00,6.306113548e+01,3.750143445e+00
6.212001098e+01,9.970692053e+01,3.222045219e+01,3.604295693e+01,5.993560301e+01,3.744647806e+01,3.806126023e+01,1.897675136e+01,8.965178665e+00,6.605045352e+01,7.153454821e+01,7.154080839e+01,3.884182653e+00,7.451248784e+01,2.762987989e+01,1.657834867e+01,7.570825434e+01,1.000902259e+00,3.323873902e+01
2.907871067e+01,4.807829579e+01,6.598197744e+00,7.044928997e+01,7.003272661e+01,1.696263557e+01,8.722150676e+01,2.823466380e+01,5.337554088e+01,1.052332612e+01,3.724244331e+01,1.488125784e+01,1.877797592e+01,2.463264837e+01,7.259507375e+01,3.528348579e+01,1.932131885e+00,7.996499926e+01,6.611328407e+01
3.117565888e+01,3.752921207e+01,2.572446637e+01,7.245476963e+01,4.151405060e+01,5.738350017e+01,7.750113706e+01,4.490913726e+01,2.781147497e+01,8.290913961e+01,5.828236995e+01,8.434335401e+01,5.395223440e+01,5.066056082e+01,9.476569557e+01,8.247266192e+01,9.703072438e+01,6.156647424e+00,8.843129324e+00
1.733840138e+01,1.496007012e+01,8.434477413e+01,1.504089719e+01,8.279213184e+01,7.559628548e+01,3.173229993e+01,6.589650781e+01,6.054685519e+01,8.275970739e+01,2.880625848e+01,4.319021612e+01,8.857447972e+01,9.235209426e+01,9.936544003e+01,8.902323438e+01,5.548253889e+01,2.150824095e+01,1.097135106e+01
5.682582267e+01,3.494753656e+01,6.337579324e+01,1.772543371e+01,8.904628622e+01,1.335623943e+01,3.535747827e+01,3.731210905e+01,5.568544228e+01,7.953597386e+01,2.969028189e+01,4.786210701e+01,9.797151764e+01,5.684877162e+01,2.245604405e+01,3.970742261e+00,3.773945090e+01,9.097179838e+01,9.439864458e+01
3.129375141e+01,3.021121445e+01,2.143219475e+01,5.548377303e+01,6.440919284e+01,6.773009908e+01,3.659884896e+01,7.744909467e+01,9.185463726e+01,8.169239461e+01,3.070233262e+01,1.260984296e+01,2.021979870e+01,7.948426608e+01,7.981744411e+01,2.327092642e+01,7.475222030e+01,2.062044821e+01,2.325598153e+01
1.624844995e+01,3.222300526e+01,3.508184296e+01,6.588177006e+01,5.824398065e+01,9.104122730e+01,2.792401254e+01,5.146850849e+01,2.244959413e+01,7.397796569e+01,3.516191354e+01,7.799828115e+01,3.573718240e+01,9.899859664e+01,6.401443223e+00,6.010890119e+01,2.385289710e+01,7.571649319e+01,9.840364799e+01
2.510694389e+01,5.600805300e+01,9.860177810e+00,9.270445516e+01,6.823540480e+01,7.276432430e+01,3.267937370e+01,4.083200913e+00,5.263442705e+01,3.535409996e+01,6.041365083e+01,5.104654377e+01,2.639144640e+01,5.256264007e+01,6.147455633e+01,3.527868182e+00,6.345920916e+01,3.857504384e+01,3.450019656e+01
4.171150895e+01,4.128433417e+00,8.784654871e+01,7.472230006e+01,5.184530685e+01,4.014735710e+01,3.863978426e+01,1.114719150e+01,9.860464361e+01,7.851940328e-01,4.599250270e+01,3.307977605e+01,4.687055364e+01,3.496707883e+01,9.681921171e+01,4.205126561e+00,6.191414492e+01,1.119953910e+01,1.448199450e+01
5.802559071e+01,2.456711495e+01,1.014579191e+00,1.758323717e+00,8.047498122e+01,7.721737274e+01,4.460353060e+00,9.405613734e+01,7.196462072e+01,1.314742725e+01,5.068631264e+01,5.543746553e+01,5.542776634e+01,9.945186660e+01,2.664102724e+01,6.598681298e+01,3.468143249e+01,2.598092965e+01,2.157375498e+01
9.943332466e+01,6.581195978e+01,4.564035190e+00,3.148599144e+01,7.089403201e+01,9.826909743e+01,2.892178949e+01,2.961488072e+01,8.279036113e+01,9.252064921e+01,5.941615134e+01,3.681083928e+01,4.572769617e+00,6.139463769e+01,6.437575236e+01,3.802098820e+01,6.169461424e+01,6.527132207e+01,5.718142815e+01
4.484564091e+01,3.143276742e+01,9.148109533e+01,7.110072867e+01,6.313097496e+01,4.076339854e+01,4.207143025e+01,3.652703231e+01,1.129723442e+01,3.035155461e+01,7.630362904e+00,7.452719821e-01,5.281814938e+01,8.604172600e+01,7.869680800e+01,5.888617099e+01,2.836809728e+01,4.468581450e+01,5.822356315e+01
9.874947482e+01,6.699055413e+01,8.880648891e+01,4.445924902e-01,6.257204322e+01,2.874154512e+01,6.024047507e+01,6.213807811e+01,9.539924619e+01,2.208442396e+01,1.647713715e+01,6.247621394e+01,1.157520877e+01,2.277597228e+01,5.655101000e+01,7.541790340e+01,9.899330556e+01,9.726703202e+01,9.794221654e+01
5.264503156e+01,1.250957428e+01,6.417725704e+00,9.919585646e+01,5.585306881e+01,5.203987189e+01,7.354095630e+01,3.676838161e+01,1.172671778e+01,9.743302095e+01,6.936119291e+01,5.029987853e+01,9.848875744e+01,2.953653408e+01,5.624691831e+01,1.959322023e-01,9.387306851e+01,6.431599713e+00,8.108017573e+00
9.664830422e+01,2.484840308e+01,8.979933027e+01,1.488246414e+01,2.865992508e+01,4.603936839e+01,5.542078707e+01,5.966395303e+01,8.327376292e+01,1.981395927e+01,1.621261718e+00,1.615441367e+01,4.812315573e+01,8.779837134e+01,5.638504813e+01,5.672096388e+01,1.528605629e+01,1.125500147e+01,3.543833170e+01
9.473290209e+01,8.336874646e+01,6.638393488e+01,1.519375657e+01,7.501989452e+01,6.130574926e+01,8.662069812e+00,9.170574361e+01,9.701429913e-01,4.460323770e+01,8.743848686e+01,5.798256072e+01,1.989321433e-01,4.908165782e+01,9.141966974e+01,5.604598287e+01,9.909508028e+01,1.592363103e+01,4.393916995e+01
4.975611224e+01,4.833844214e+01,8.135375037e+01,2.980865050e+01,2.549272143e+01,5.815653237e+01,8.077141002e+01,8.514509029e+01,1.328686749e+01,8.935046067e+01,2.418799985e+01,5.341369309e+01,1.859504841e+01,6.790290146e+01,2.358987784e+01,9.166698939e+01,6.813774239e+01,9.593821021e+01,5.070414654e+01
7.345019566e+01,2.786301517e+01,4.971107777e+01,1.466661451e+01,7.135819162e+01,3.466598841e+01,4.541339131e+01,3.973830800e+01,4.675568862e+01,6.984351361e+01,2.471328300e+01,2.808581044e+01,7.534731500e+01,3.867979778e+01,4.315445495e+01,3.234429625e+01,9.238696263e+01,8.057447699e+01,9.072680844e+01
6.337207715e+01,1.812494451e+00,8.090771579e+01,5.638567330e+01,5.667454172e+01,2.369586822e+01,6.432400306e+01,9.238908727e+01,9.456844400e+01,5.171948426e+01,8.647455027e+01,1.752989385e+00,7.438537657e+01,4.464610492e+01,6.748304515e+01,1.744304663e+01,8.786367942e+01,9.229721792e+00,8.647164564e+00
2.630512742e+01,8.330113977e+00,8.106842039e+01,7.542291333e+01,9.717906672e+01,1.327702279e+01,9.359920228e+01,6.933293468e+01,5.452293626e+01,9.167507978e+01,8.513318289e+01,9.376067460e+01,7.753232865e+01,7.975412398e+01,7.406314885e+01,4.996280174e+01,7.081045957e+01,1.657632671e+01,7.338542672e+01
9.676273979e+00,2.719334008e+01,6.074088601e+01,9.183611823e+01,1.967020754e+01,2.964325678e+01,9.422972001e+01,6.157182314e+01,9.949528751e+01,8.855058013e+01,7.911432720e+01,3.616388538e+01,3.041137534e+01,8.651878269e+01,2.678568189e+01,6.757292190e+01,3.267746650e+01,4.330316975e+00,2.450084494e+01
4.883777425e+01,8.613828761e+01,5.445827529e+01,6.633057565e+01,4.449303122e+01,3.246382982e+01,1.201807714e+01,1.156423058e+01,1.376910329e+01,6.048615125e+01,8.980972298e+01,4.020707929e+01,4.254288356e+01,9.202001095e+01,9.738254948e+01,2.445489411e+01,1.038575379e+01,3.252082824e+01,9.234117139e+01
2.462557290e+01,2.270561519e+01,3.615254034e+01,2.203225495e+01,3.795226702e+01,5.966231491e+01,6.758496567e+01,8.209013694e+01,2.880172054e+01,7.056093005e+01,2.134344272e+01,4.306997384e+01,6.487727357e+00,2.964560115e+01,3.140465258e+01,9.722697551e+01,2.602675358e+01,9.744095690e+01,1.777192133e+00
4.733407700e+01,4.987141185e+01,4.943096867e+01,4.510493037e+01,9.573726194e+01,9.966157235e+00,1.025775745e+01,3.046586289e+01,4.133471151e+01,7.778059925e+01,3.769795374e+00,3.354462061e+01,1.049722792e+01,6.082729244e+01,3.637640128e+01,5.386925907e+01,1.637278009e+01,5.587080030e+01,2.511310991e+01
5.739216799e+01,5.169258694e+01,2.417745619e+00,1.884061653e+01,9.321968059e+01,8.483647339e+01,1.303386991e+01,4.343733449e+01,2.981436083e+00,3.902266730e+01,9.672245055e+01,5.387093962e+01,4.780099802e+01,6.873332223e+00,6.306661920e+01,8.321494776e+01,1.142759023e+01,6.158721353e+01,1.290683654e+01
2.082836807e+01,9.150847233e+01,4.281139068e+01,5.117674600e+01,9.173210215e+01,3.865835647e+01,5.202412162e+01,1.900896289e+01,7.412155929e+01,4.338028931e+01,9.367460938e+01,5.601072476e+00,2.926470174e+01,8.065938981e+00,6.619573545e+01,6.931596410e+01,8.525417458e+01,5.382941280e+01,4.725276759e+00
9.530306616e+01,7.177511085e+01,9.436357110e+01,8.218835807e+01,3.510109612e+01,3.685050084e+01,3.279308747e+01,7.264670874e+01,7.624073946e+01,5.467323712e+01,8.762747448e+01,3.815136683e+01,4.443226224e+01,7.313253665e+00,1.102668268e+01,8.448348213e+01,5.606573963e+01,9.343167415e+01,2.358050397e+01
