v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89
4.858964423e+01,8.672960612e+01,7.137783002e+01,6.885959169e+01,6.797531573e+01,6.755764479e+01,3.861254387e+01,4.894617453e+01,6.739543263e+01,2.397877075e+01,4.330174604e+01,2.074190406e+00,5.599320361e+01,3.362662449e+01,1.601482243e+01,5.223447918e+00,3.451872710e+01,5.811096767e+00,8.882951249e+01,7.439620360e+01,7.570736394e+01,1.123191383e+01,2.773455784e+01,7.884177765e+01,8.957330718e+01,2.887367802e+01,4.732808510e+01,7.389827841e+00,4.767803882e+01,8.133115815e+01,4.189702036e+00,5.359245706e+01,4.128233164e+00,5.960675688e+01,5.270694571e+01,5.281227905e+01,8.955449260e+01,1.157515161e+01,8.009297957e+01,6.382301337e+01,1.313910535e+01,6.095721556e+01,6.499445798e+01,6.926667302e+01,6.280661758e+01,2.695388976e+01,6.778120673e+01,9.330305131e+01,8.436990042e+01,8.322287989e+01,5.521221442e+01,9.340826641e+01,5.049951042e+01,5.983803350e+01,7.329856195e+01,4.913724876e+01,1.238562355e+01,3.526713370e+01,1.804575841e+01,5.743311230e+01,6.888591039e+01,3.898978790e+00,6.380188400e+00,2.774542558e+01,7.658919313e+01,1.203951757e+01,7.628327313e+01,7.161538523e+01,3.130217492e+01,7.587907087e+01,1.596850525e+01,6.972018084e+01,9.486238698e+01,4.616927877e+01,3.705994197e+01,6.044349033e+01,2.707430345e+01,8.191461751e+01,4.079406591e+00,9.752659014e+01,6.534922806e+01,6.593378700e+01,5.653282550e+01,3.943737209e+01,5.109932808e+01,3.153571545e+01,1.784663373e+01,1.968166438e+01,5.176132269e+01
7.233079335e+01,6.204882979e+01,2.313485919e+01,9.439844206e+01,1.368922519e+01,5.130474447e+01,2.564827330e+01,5.886103033e+01,7.340374372e+01,2.359694793e+01,3.763026840e+01,4.044630663e+01,9.302906922e+01,9.588062606e+01,2.648614033e+01,6.712823010e+01,5.865554641e+01,1.296088565e+01,8.808883631e+01,5.734873107e+01,6.015559129e+01,1.119407225e+01,7.884545155e+00,1.735216557e+01,2.582331220e+01,2.790877838e+01,1.209870745e+01,5.214044276e+01,3.372328342e+01,2.447022418e+01,5.561238849e+01,2.885121714e+01,1.308685507e+01,4.185249401e+01,8.109118982e+01,3.425604248e+01,1.012238091e+01,9.045213935e+00,7.368462489e+00,3.207891697e+01,9.666465970e+01,6.770364137e+01,3.439888858e+01,7.431960398e+01,6.652065393e+01,6.435916980e+01,3.877353461e+01,2.496076806e+01,6.936256684e+01,6.884413968e+01,1.362642840e+01,1.061760900e+01,8.508401662e+01,9.860156419e+01,5.519197722e+01,2.050868817e+01,7.488993624e+01,5.424403551e+01,3.010395302e+01,4.396857548e+01,5.571903262e+01,2.639707465e+01,2.014013159e+00,6.284794500e+01,6.535744347e+01,7.875384740e+01,7.963434236e+01,7.380614101e+01,8.328699019e+01,5.804310710e+01,4.227059393e+00,1.835580043e+01,3.428375429e+01,2.893498216e+01,5.072022722e+01,4.349099871e+00,7.592444849e+01,4.417569485e+01,5.845084289e+01,4.922427678e+01,4.256580499e+01,7.995143398e+01,6.188225630e+01,3.394256725e+01,5.602154389e+01,1.426717119e+01,5.912599209e+01,1.253468748e+01,2.615905770e+01
5.616330793e+01,9.333510830e+01,8.821287162e+01,6.896295035e+01,9.708491469e+01,8.318835007e+01,7.019807201e+01,4.803709386e+01,2.397370036e+01,5.351977992e+01,5.178166794e+01,8.629036464e+01,9.291133047e+01,4.387645695e+01,2.764558956e+00,6.287341860e+01,5.095949935e+01,2.817082421e+00,9.894453592e+01,8.383533793e+01,5.714209686e+01,7.125333430e+01,5.858361790e+01,3.227570807e+01,4.192452130e+01,3.701711493e+00,1.422628985e+01,6.442571577e+01,3.466875188e+01,7.024164693e+01,1.444585280e+01,9.145505942e+01,3.156555300e+01,5.978881643e+01,7.637145373e+01,6.005830729e+00,6.409851143e+01,5.154427666e+01,6.723282174e-02,1.670505205e+01,6.490699978e+01,7.967844960e+01,9.405976224e+01,8.201729157e+01,3.700139314e+01,7.088046000e+01,3.898191130e+01,9.077178274e+01,6.237755097e+01,3.221392801e+01,3.494942895e+01,3.787849421e+01,9.047171386e+01,4.054645937e+01,3.639473063e+01,4.898296504e+01,5.099886254e+00,7.537125233e+01,8.039764844e+01,3.222290413e+01,5.772403908e+00,3.119295038e+01,7.637530761e+01,2.463321008e+01,5.441432540e+01,5.092233839e+01,7.458736473e+01,2.054239292e+01,9.928852326e+01,8.707635486e+01,5.621642459e+00,8.781515649e+01,6.000722986e+00,2.013514315e+01,9.443854056e+01,6.005784150e+01,5.256337156e+01,6.667259134e+00,5.023775879e+01,5.471874664e+01,4.231152543e+01,4.566822230e+01,6.558379480e+01,5.116010943e+00,2.315574574e+01,5.324625362e+01,1.069862840e+01,9.468785416e+01,7.356452228e+01
6.997591137e+01,2.428799452e+01,2.214386820e+01,3.947682238e+01,8.417828595e+01,3.351337535e+01,5.513714934e+01,4.775574659e+01,1.947346046e+01,8.849477568e+00,3.240653440e+00,1.398187268e+01,8.912489889e+01,7.402663565e+01,5.277473834e+01,3.680380770e+00,9.473250751e+01,5.042097907e+01,1.787308519e+01,5.645176165e+01,1.358458734e+01,9.440439244e+01,4.366785758e+01,7.007486710e+01,3.685450761e+01,1.479385146e+01,3.182488051e+01,5.307117774e+01,5.898006238e+01,2.099248903e+01,7.510010292e+00,7.137141758e+01,6.377388629e+01,6.522118636e+01,4.727998040e+01,3.611177327e+01,6.663289156e+01,9.419288532e+01,3.703881486e+01,6.882072490e+01,1.102917400e+01,9.773834052e+01,6.392059635e+01,4.518888879e+01,6.933928831e+00,1.803776013e+01,8.442873316e+01,5.938974764e+01,4.527808398e+01,3.559255599e+01,5.243404692e+01,5.451989134e+01,9.292441518e+00,9.302896391e+01,6.964919280e+01,5.500125973e+01,8.411670608e+01,4.551642296e+01,7.403132742e+01,3.415337182e+01,7.612134703e+01,7.324146722e+01,9.271264911e+01,1.444611159e+01,5.463542331e+01,3.970288656e+01,7.647154159e+01,9.723510326e+01,1.415588979e+01,6.380545459e+01,7.889932307e+01,6.977786430e+00,9.348768884e+01,5.608042934e+01,5.264683140e+01,7.408893268e+01,8.124024724e+00,3.222780494e+00,2.750608899e+01,1.937705701e+01,8.347892798e+00,8.353209468e+01,7.641990493e+01,7.109555993e+01,1.372303628e+00,1.298560996e+01,1.642633568e+01,8.833459258e+01,9.034173910e+01
5.698736424e+01,4.627675582e+01,7.388653642e+01,3.570835420e+01,4.654816691e+01,4.072363914e+01,5.466576041e+01,7.059781383e+01,3.432484901e+01,6.433135942e+01,3.616680463e+01,8.672014651e+00,4.096521224e+01,9.323528326e+01,2.354222144e+01,5.974106699e+01,5.902152786e+01,9.321925073e+01,9.856079278e+01,9.028970354e+01,9.098116361e+00,7.185464321e+01,1.484319594e+01,4.360896542e+01,4.345088137e+01,3.878583185e+01,4.277919035e+01,5.748556456e+01,4.462545987e+01,2.364745886e+01,6.886996033e+01,2.896926833e+01,6.719216635e+01,6.711926087e+00,5.738145881e+01,9.383543968e+01,8.307094828e+01,9.685519464e+01,6.240140599e+01,7.422725662e+01,8.202033980e+01,5.614706369e+01,5.057448221e+01,9.733710961e+01,3.603116569e+01,7.396897238e+00,5.714562476e+01,9.979946527e+01,3.425853061e+01,9.338638673e+01,1.847866907e+01,8.614154570e+01,1.940705666e+00,8.903374618e+00,9.128751089e+01,1.492430113e+01,4.615700454e+00,5.738796801e+01,4.463922356e+01,9.932571757e+01,1.959984688e+01,7.401961774e+01,3.424348434e+00,5.757107273e+01,4.422081246e+01,2.762815954e+01,7.840593232e+00,3.030809630e+01,8.182105171e+01,3.607952848e+01,4.752408617e+01,5.632424776e+01,9.734274676e+01,7.511676187e+01,8.992973160e+01,6.732627804e+01,7.756064934e+01,7.400996662e+01,7.701928332e+01,7.013388860e+01,7.187529899e+01,9.831546396e+01,3.578828843e+01,9.428005966e+01,3.871088620e+01,6.735913562e+00,2.688934483e+01,5.290863574e+01,6.901256320e+01
6.488433319e+01,7.588828861e+01,2.679004761e+01,3.798814083e+01,5.636481404e+01,5.142094771e+01,4.443019956e+01,9.526047625e+01,6.061804970e+01,9.302007696e+01,9.866265650e+01,2.478339865e+01,4.887891548e+01,6.320132278e+01,6.734759116e+01,5.447743891e+01,3.995759143e+01,5.997295070e+01,6.794452880e+01,8.969182121e+01,9.665000266e+01,9.780408629e+01,2.026183375e+01,3.966895329e+01,3.599493883e+01,9.180633437e+00,7.367060431e+00,9.454583305e+01,6.741366573e+01,6.440351544e+01,4.594958056e+01,2.125836775e+01,5.193726318e+01,3.032622753e+01,1.410827051e+01,3.296671139e+01,5.685573357e+01,3.507917357e+01,6.289137642e+01,6.960029804e+01,9.231295498e+01,7.050437978e+01,1.778291452e+01,7.055570082e+01,2.966554178e+01,4.031706182e+01,6.088088043e+01,3.863979674e+01,9.317353886e+01,2.627917344e+01,9.736712809e+01,2.826006321e+00,5.359530445e+01,8.739688847e+01,7.230776762e+01,3.609174603e+00,2.926263688e+01,6.969431656e+01,3.330142058e+01,3.433939727e+00,5.384760394e+00,6.127114566e+01,7.322480159e+01,1.575781260e+01,3.513838441e+01,5.948252068e+01,8.508950470e+01,9.225080151e+01,2.378885227e+01,2.144374303e+00,8.030799774e+01,5.552480242e+01,8.522184490e+01,8.967945447e+01,4.267311934e+01,3.011812893e+01,5.477927563e+01,4.697715397e+01,9.383988721e+01,3.629956930e+01,6.093148218e+01,6.347533578e+01,3.983594220e+01,4.825355944e+01,5.262698902e+01,7.430863130e+01,8.477879971e+01,6.815820312e+01,1.076455152e+01
8.463709688e+01,4.304160696e+01,8.708306844e+01,3.900075488e+01,2.219974290e+01,2.473956042e+01,9.750546583e+01,2.470876308e+01,7.488672745e+01,3.497008061e+01,3.638779337e+01,4.849124387e+00,5.966738307e+01,7.866581613e+01,6.328530642e+01,7.815533728e+01,5.637366027e+01,1.871852176e+01,5.929422743e+01,4.492364181e+01,8.331365601e+01,2.964510227e+01,4.465880389e+01,4.782820577e+01,5.465135844e+01,3.051458728e+01,9.456254736e+01,1.649149105e+01,2.204068898e+01,4.479608397e+01,1.325992274e+01,8.078252470e+01,7.990562661e+01,6.270699260e+00,9.055496349e+00,4.438862219e+01,4.285992248e+00,1.967325040e+01,6.205736601e+01,9.947429656e+01,2.657587905e+01,4.269415302e+01,8.135221416e+01,5.338633042e+01,7.363364329e+01,8.817146052e+01,8.120593325e+01,8.814758003e+00,5.370101711e+01,2.894225463e+01,7.866388477e+01,8.718302466e+01,7.604935494e+01,8.380355329e+01,9.159104825e+01,7.245223638e+01,7.614800780e+01,5.139951661e+01,7.007713572e+01,7.742567118e+01,8.777437929e+01,5.656618555e+01,8.665126032e+01,7.767818353e+01,9.909861065e+01,2.950371675e+01,1.574400851e+01,2.605668278e+01,8.032245433e+01,2.374361782e+01,9.095707173e-01,4.114997941e+01,4.070821401e+01,9.126414703e+01,8.137591548e+01,9.779916646e+01,3.984468912e+01,1.888323843e+00,6.860612794e+01,5.566973768e+01,4.918082274e+00,2.980434115e+01,9.807580362e+01,4.850990375e+00,3.584428260e+00,6.906715531e+01,4.414709433e+01,7.400980043e+01,2.279164223e+01
9.537415614e+01,1.873782461e+01,7.372922665e+01,2.177943546e+01,4.801701458e+01,3.534533962e+01,3.198887431e+01,4.204518411e+01,3.593257839e+01,7.716655045e+01,9.500965784e+00,2.918663361e+01,2.147436370e+01,5.610223248e+01,3.522476910e+00,4.964602469e+01,4.277958166e+01,6.426046433e+01,7.380272697e+01,5.145890711e+01,9.162269491e+01,7.410018013e+01,3.600330976e+01,1.429781079e+01,6.167792464e+00,9.773614436e+01,1.812767489e+01,7.070868472e+01,5.269584571e+01,3.381980849e+00,8.594296448e+01,2.104058181e+00,9.488257706e+01,5.615367865e+01,5.865690783e+01,2.134340763e+01,5.096983815e+01,9.693680237e+01,7.417916811e+01,1.571992746e+00,1.417263744e+00,7.942136504e+00,7.436753993e+01,7.518144280e+01,1.683610709e+01,2.594835147e+01,7.857992539e+01,8.235335013e+01,2.228082786e+01,5.336020088e+01,4.515124906e+01,1.101562515e+01,3.458526389e+01,4.136838951e+01,2.636994062e+01,6.203222180e+01,1.537728993e+01,8.203790107e+01,2.091963127e+00,8.892658179e+01,4.434164742e+01,8.024282911e+01,2.813379157e+01,1.254167140e+00,7.193725940e+01,7.750370528e+01,2.020234597e-01,1.089825810e+00,1.771599917e+01,5.583932201e+01,1.988236648e+00,2.537174831e+01,3.247040398e+01,8.725655397e+01,8.974434265e+01,5.667699036e+01,2.369997736e+01,2.856799090e+01,7.888132622e+01,2.343003787e+01,8.682073806e+01,4.185262127e+01,9.424733396e+01,4.972103168e+01,3.992268022e+01,8.081508657e+01,4.120798424e+01,5.201767234e+01,5.540050778e+00
1.088029349e+01,9.374383562e+01,7.023880608e+01,9.979408610e+01,2.494193373e+01,2.468076976e+01,8.772648477e+01,8.333260152e+01,3.238934371e+01,5.106228978e+01,4.601198943e+01,3.087962406e+01,3.964617210e+00,7.247362650e+01,4.437886936e+01,3.420247030e+01,3.003098801e+01,2.218690208e+01,8.455949885e+01,5.059728122e+01,9.385837938e+01,2.245564576e+01,4.023676738e+01,9.821399857e+01,4.328070320e+01,7.491241391e+01,6.779727075e+01,8.729047954e+01,9.003461877e+01,4.932101951e+00,5.229150043e+01,4.232711034e+01,1.822761174e+00,4.658763356e+01,6.807115571e+01,9.340472406e+01,3.272233759e+01,6.137978516e+01,8.433684581e+01,1.577258262e+01,5.226599136e+01,6.886079114e+01,8.656503850e+01,9.811077455e+01,6.006863664e+01,8.956887741e-01,6.607016022e+01,5.798424648e+01,6.843332476e+01,1.324258356e+01,6.128938516e+01,1.143156117e+01,5.088643405e+01,1.012933525e+01,9.364592204e+01,1.819818225e+01,1.365732104e+01,7.310390841e+01,9.289220500e+01,5.508863020e+01,1.717901393e+01,3.536150846e+01,5.481148282e+01,1.171231543e+01,6.807938268e+01,3.737708685e+01,3.934293783e+01,7.802876576e+01,8.766148662e+01,2.840386743e+01,4.580708786e+01,4.252449477e+01,3.616571094e+01,1.103943680e+01,5.134722876e+01,9.074951024e+01,1.387726174e+01,5.925613184e+01,5.213637603e+01,6.613214176e+01,8.046009112e-01,8.637214224e+01,6.164859977e+01,2.985597010e+01,2.178249488e+01,6.172959402e+01,7.027044470e+01,9.309778160e+01,4.055022393e+01
7.704011879e+01,6.579174313e+01,2.252723186e+01,2.076232786e+01,9.299674680e+01,8.434126776e+01,2.174638512e+01,9.560773764e+01,6.191138046e+01,4.946953891e+01,8.182066059e+01,3.232453571e+01,9.916213632e+01,2.566915783e+01,9.785246052e+01,8.671164077e-01,2.481946796e+01,8.919168449e+00,5.349745074e+01,3.540269252e+01,7.533071898e+01,3.842066310e+01,3.464508328e+01,3.108456546e+00,3.800072179e+01,1.607276712e+01,5.141902737e+01,5.786020023e+01,7.281654345e+01,6.982559708e+00,5.481116503e+01,3.228771112e+00,9.653547474e+01,8.701350214e+01,2.153411077e+01,3.457947650e+01,2.879161422e+01,5.321318675e+01,1.479833097e+01,2.225043528e+01,5.435313842e+01,7.779892022e+01,1.120845531e+01,4.503402704e+01,5.969386441e+01,1.909070717e+01,5.852248635e+01,1.536611636e+00,4.081076045e+01,4.571170532e+01,1.371365532e+01,4.916409526e+01,1.040047574e+01,6.484177725e+00,4.856085609e+00,8.655695961e+01,7.169994353e+01,1.075074789e+01,3.885671899e+01,2.831319175e+01,9.488445133e+00,2.263088818e+01,8.732163524e+01,6.212705866e+01,9.553856878e+01,1.891151748e-01,8.714338879e+01,8.616003038e+01,6.446099863e+01,7.524354922e+01,4.394139491e+01,7.840103613e+01,2.789774447e+01,7.184442354e+01,8.834838016e+01,9.304747185e+01,5.174334784e+01,7.705579244e+01,5.399451727e+01,5.935266382e+01,4.082442549e+01,2.514235492e+01,1.544366339e+01,2.416638583e+01,7.939149687e+01,1.712020917e+01,3.749006677e+01,1.199348515e+01,2.716849480e+01
8.693110867e+01,4.230138698e+01,5.969887502e+01,8.695765198e+01,1.018127979e+01,6.304618017e+01,5.270795574e+01,8.181971337e+01,1.813776240e+01,6.443792506e+01,3.933291261e+01,5.839868841e+01,9.241493092e+01,2.201977288e+01,1.683658687e+01,2.959040813e+00,5.985604202e+01,2.656249645e+01,8.462983693e+01,6.353063692e+01,8.652772004e+01,7.395805552e+01,1.136313251e+01,5.886852605e+01,2.167856814e+01,1.671028190e+00,8.947750004e+01,3.507265964e+01,8.853121931e+01,6.329930208e+01,3.632400489e+01,1.548400801e+00,8.946821591e+01,5.261128598e+01,2.420340288e+01,3.754308395e+01,2.465342970e+01,9.992768957e+01,7.708601709e+01,5.097487421e+01,9.161126837e+01,2.725698636e+00,6.315965550e+01,2.233379800e+01,5.148175009e+01,8.353017604e+01,1.960159576e+01,2.271873210e+01,8.685699753e+00,7.704317992e+00,1.619768764e+01,4.759857071e+01,5.981042597e+01,9.681289404e+01,9.672109387e+01,2.862385007e+01,3.818775277e+01,5.741813201e+00,7.220451629e+01,7.042956417e+01,6.248227052e+01,1.794389610e+01,2.382385909e+00,2.752741333e+01,3.734390052e+01,5.356584922e+00,5.263007465e+01,4.098083031e+01,1.826142562e+00,2.824800593e+01,8.834848458e+01,7.223948223e+01,7.551551284e+00,5.924390522e+01,7.828316261e+01,1.397397162e+01,2.138634210e+01,9.075774634e+01,7.931273791e+01,9.892962950e+01,6.744880636e+01,8.616034563e+00,1.035383287e+01,6.247517594e+01,6.008890010e+01,6.652012380e+01,3.385641205e+01,9.055998901e+00,5.497443758e+01
9.710124309e+01,5.971165376e+01,9.547814569e+01,9.867008341e+01,6.900223231e+01,3.168621212e+01,9.465982327e+01,6.469025110e+01,3.453960883e+01,9.221829629e+01,8.678978351e+00,8.023099677e+01,8.597978652e+01,5.107882335e+01,3.490791110e+01,3.287094610e+01,3.533915760e+01,2.377744492e+01,7.253465585e+01,1.704452534e+01,4.700351897e+01,2.267967540e+01,2.979904068e+01,6.681465386e+01,8.941016581e+01,4.145781148e-01,6.409158459e+01,2.774089342e+00,8.157651966e+01,7.420894664e+01,4.913849847e+01,7.226593893e+01,6.970386569e+01,8.783186434e+01,9.417519027e+00,6.304066189e+01,3.781346929e+00,7.886010912e+01,5.325436546e+01,9.656885228e+00,4.880830222e+01,6.450949579e+01,6.598260836e+01,4.648456937e+01,3.409335582e+00,1.792408683e+01,7.126423248e+01,9.756313636e+01,8.166433234e+01,4.069469249e+01,9.810891397e+01,2.131776904e+01,4.552915755e+01,3.620815081e+01,3.079305834e+01,5.276110481e+01,3.293932311e+01,7.084039097e+01,1.976472582e+00,9.575590039e+01,7.452670852e+01,9.773572305e+01,3.847653315e+01,3.854109789e+01,7.078755909e+00,5.014189012e+01,7.426196292e+01,9.350657705e+01,9.616106706e+01,9.028296264e+01,4.376440694e+01,4.888896342e+01,2.611275812e+01,9.482307664e+01,3.044009901e+01,6.369678775e+01,3.668125852e+00,7.336922951e+00,1.122839437e+01,4.503954006e+00,4.799691651e+01,6.414238327e+01,4.151240541e+01,7.656141660e+01,5.296439135e+01,1.105444248e+01,5.051794138e+01,5.758402862e+01,1.311683977e+01
1.629409387e+01,2.924023750e+01,6.390052359e+01,6.961981510e+01,1.692479414e+01,6.808796596e+01,8.926899916e+01,9.013820247e+01,5.457522178e+01,6.253586503e+01,9.943153988e+00,6.926646956e-01,5.783247250e+01,2.694388701e+01,2.091666472e+01,2.627181241e+01,1.531883362e+00,3.505730514e+01,9.470980543e+01,8.807532520e+01,9.353589307e+01,4.875247353e+01,8.668338930e+01,7.133685282e+01,2.939015151e+01,9.489693224e+01,2.301407517e+01,4.742820710e+01,4.297028936e+01,9.123246126e+01,6.233236854e+01,7.175011354e+01,8.880664372e+01,8.645817921e+01,4.460156694e+01,9.673586341e+01,1.669878116e+01,5.456300765e+01,4.599753990e+01,6.365619456e+01,8.784652009e+01,8.524087100e+01,9.344794503e+01,3.151443712e+01,7.325764727e+01,5.248049127e+01,4.869972701e+01,3.001513035e+01,1.299540459e-01,4.854604814e+01,8.079190276e+01,1.177045902e+01,8.732504438e+01,3.914083109e+01,9.640278932e+01,4.209536562e+01,4.786876027e+01,5.175044875e+01,9.432555510e+01,1.717606757e+01,2.338472438e+01,3.939554535e+01,2.986499830e+01,7.868144660e+00,9.268228312e+01,1.077738509e+01,6.333223520e+01,6.878509858e+01,7.073955659e+00,8.084533777e+01,1.852753175e+01,2.406934755e+01,6.543099364e+01,6.648450906e+01,7.098766148e+00,7.878972925e+01,1.374376594e+01,9.977653357e+01,6.351954178e+01,1.652047949e+00,3.228859667e+01,6.733521263e+01,9.944703998e+01,5.515857836e+01,6.961153132e+01,7.118928455e+01,5.432848856e+01,2.959141047e+01,3.771486065e+01
9.678019860e+00,9.086800356e+01,1.327262660e+01,5.723923403e+01,1.949378662e+01,1.186935829e+00,9.330813546e+01,6.910907776e+00,3.099215745e+01,2.527054851e+01,7.984947565e-01,3.436268497e+01,4.716376003e+01,3.560662325e+01,4.995618429e+01,7.288994341e+01,5.469915405e+01,2.731868319e+01,8.444126465e+01,5.985310113e+01,3.440245300e+01,6.279979702e+01,7.358803129e+01,6.907817570e+01,2.376660296e+01,5.280063077e+01,7.369256977e+01,3.832521630e+01,6.061987165e+01,9.555059747e+00,9.464136349e+01,6.030715518e+01,4.290971725e+01,4.162430290e+01,6.274991554e+00,7.293527668e+01,8.057161648e+01,2.239174946e+01,9.134106888e+01,6.549433927e+00,2.402091159e+01,9.317754021e+00,4.291386145e+01,4.530877298e+01,7.045524266e+01,2.490953681e+01,4.600012003e+01,7.260061660e+01,7.620675421e+01,4.288908247e+01,7.287891328e+00,1.757978888e+01,3.763100735e+01,2.206219438e+01,1.934467656e+00,5.656705058e+01,2.906924032e+00,3.997856806e+01,1.296391842e+01,6.286260580e+01,1.177552912e+01,1.373756991e+01,6.329901671e+01,9.651186268e+00,4.684201823e+01,5.408304344e+00,2.259226540e+01,5.717637862e+01,5.238590785e+01,2.156349127e+01,3.154864089e+01,2.472013246e+01,8.200497818e+01,5.841767496e+01,3.240975355e+01,7.765245146e+01,2.319716859e+01,1.144079304e+01,5.382302445e+01,4.157219347e+01,7.167585068e+01,2.497890539e+01,6.693030671e+01,6.833893273e+01,6.954325966e+01,7.031831211e+01,8.828186181e+01,2.365321992e+01,8.028547619e+01
1.058194080e+01,4.558140587e+01,5.511687927e+01,7.111454072e+01,6.306866742e+01,2.511432427e+01,3.044128272e+01,6.828978401e+01,9.102849070e+01,5.060546539e+01,7.665885986e+01,5.435953500e+01,7.132963716e+01,3.815081139e+01,5.092019433e+01,4.355490049e+01,8.639543715e+01,9.182672213e+01,9.738168367e+01,2.624341411e+01,8.853790148e+01,8.554308939e+01,1.114395001e+01,6.838381558e+01,2.141775632e+01,1.132604979e+01,4.325412772e+01,6.083615969e+01,1.329222417e+00,8.222665203e+01,4.893745952e+01,7.970120733e+01,4.981954412e+01,9.154715346e+01,6.704938885e+01,4.210260351e+01,5.166386711e+00,4.979157134e+01,8.371783978e+01,6.637561778e+01,1.703332413e+01,5.277966026e+01,2.094714284e+01,3.832334543e+01,9.191013943e+01,2.154435677e+01,2.019778433e+01,2.119510304e+01,2.736942387e+01,9.434392869e+01,5.999859504e+01,2.860128171e+01,2.033272082e+01,1.824750862e+01,8.816791754e+01,1.128655770e+01,2.773237154e+01,2.448652237e+01,9.003144283e+01,9.821012123e+00,2.057261544e+00,7.819795821e+01,2.124572701e+01,1.590303994e+01,3.997595000e-01,6.320383965e+01,6.296039405e+01,1.566714327e+01,8.139429692e+01,9.444496075e+00,1.792080382e+01,2.955842603e+01,5.154635507e+01,2.003624176e+00,8.488598007e+00,6.031768243e+01,2.049585743e+01,7.192326377e+01,4.999342898e+01,7.048094200e+01,4.118184873e+01,1.059947993e+01,5.625154683e-01,7.320761784e+01,2.799959076e+01,6.190456136e+01,9.776005041e+01,8.632362204e+01,1.785921167e+01
3.622134160e+01,3.155212515e+01,5.802219719e+01,4.069861055e+01,5.029361337e+01,2.093807065e+01,9.805216414e+01,3.953467068e+01,6.096736534e+01,4.464561689e+01,9.502433973e+01,4.771974956e+01,6.699734901e+01,7.704815829e+01,7.711103422e+01,1.349293302e+00,1.250729600e+01,8.376646772e+01,1.954095846e+01,1.760112155e+01,7.813022613e+01,4.550137559e+01,4.822115138e+01,3.492709732e+01,6.725661664e+01,2.278493629e+01,4.352621609e+01,8.580565746e+01,9.226184035e+01,7.014435920e+01,8.858186196e+01,3.614577052e+01,1.750798080e+01,2.682620350e+01,3.575502914e+01,4.128796250e+01,7.292853345e+01,4.315286763e+01,1.317797822e+01,1.632929416e+01,9.901870356e+01,1.203662400e+01,7.989005794e+01,1.804790477e+01,7.437144259e+01,6.567367991e+01,6.458737530e+01,6.279372008e+01,8.870939999e+01,2.017007912e+01,2.372327932e+01,1.956814432e+01,8.042559935e+01,7.319907956e+01,5.593165350e+01,7.572379665e+01,4.079898500e+01,1.466793014e+01,4.383016883e+01,7.294870737e+01,2.491745647e+01,6.599488159e+01,8.187292569e+01,5.151845431e+00,4.703336748e+01,2.342654083e-01,2.475421473e+01,7.213373462e+00,6.027620126e+01,1.409786170e+00,3.071070058e+01,4.034941782e+01,2.305575874e+00,1.441429235e+01,8.245423855e+00,8.516783878e+01,6.281907507e+01,4.579043051e+01,9.129963896e+00,6.258085697e+01,3.084673902e+01,6.921268680e+01,2.448000915e+01,7.488907208e+00,7.487711152e+01,3.218298437e+01,1.833070512e+01,3.868580299e+01,3.122903688e+00
7.861226901e+01,4.163914856e+01,2.096620831e+01,7.223266793e+01,7.668062151e+01,4.897715395e+01,7.730564155e+01,1.302405620e+01,4.846806926e+00,2.591891761e+01,6.276550432e+01,1.292700239e+00,6.738692616e+01,6.729481879e+01,1.524132913e+01,4.167806999e+01,7.165681017e+01,9.571491036e+01,2.448301460e+00,9.036092844e+01,3.335693643e+01,7.730046292e+01,3.177459366e+01,8.026880488e+01,5.262538912e+01,5.446463580e+01,2.424610820e+01,1.798460316e+01,2.650480713e+01,6.895200939e+00,3.488793439e+01,2.030859724e+01,1.261320573e+01,7.135995224e+01,3.943957163e+01,2.926742351e+01,2.457493752e+01,1.628649512e+01,8.979028053e+01,7.222499264e+01,6.846050617e+01,6.768097526e+01,9.321856370e+01,6.781955730e+01,6.065686490e+01,7.369062094e+01,2.669726937e+01,4.284576040e+00,2.177745554e+01,7.138412567e+01,4.975860637e+01,3.831618438e+00,9.011256033e+01,3.922194042e+01,9.272820394e+01,5.591455598e+01,6.639848164e+01,7.649601154e+00,6.857053232e+01,8.038977649e+01,6.534960662e+01,3.868194032e+01,9.857529114e+01,8.820487365e+01,1.852341834e+01,8.127975241e+01,6.933587788e+01,4.570993647e+01,2.169300858e+01,2.802779469e+01,3.295418407e+01,9.757964295e+01,7.575479675e+01,1.925557740e+01,1.704728026e+01,9.378943471e+01,7.803607256e+01,2.537905312e+00,9.124893188e+01,6.079487547e+01,8.503464747e+01,9.094603604e+01,9.962642512e+01,4.581130725e+01,9.646780745e+01,1.210635530e+01,7.192043451e+01,3.292119474e+01,5.916237654e+01
