v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39
7.244666256e+01,9.020962281e+01,4.207433736e+01,3.326446297e+01,7.762876918e+01,2.989761987e+01,3.182943085e+01,1.920324813e+01,6.092581524e+01,2.448972480e+01,5.002087780e+01,5.179300383e+01,9.825354271e+00,6.497505107e+01,9.301620503e+01,2.389660821e+01,8.230118146e+01,4.568860548e+01,9.181471355e+01,1.436248555e+00,5.301778903e+01,6.027488667e+01,7.903879694e+00,7.420041550e+00,7.704252492e+01,1.184023024e+01,4.689704396e+01,8.919820325e+01,4.059378930e+01,5.167233142e+01,9.232708144e+01,3.881998114e+01,8.677403629e+01,6.147834561e+01,2.918177355e+01,8.592808952e+01,1.042664534e+01,3.137790543e+01,2.570083033e+01
2.657839699e+01,7.164189266e+01,1.231770084e+00,1.830150012e+01,4.362381982e+00,2.329000318e+01,5.514217754e+01,6.852805100e+01,4.118632007e+01,4.980578656e+01,2.591555048e+01,2.441878570e+01,1.038142045e+01,4.755911057e+01,9.618330272e+01,4.326244226e+01,2.702812591e+01,6.790928497e-01,8.260156127e+01,6.374220239e+01,3.936657331e+01,5.742590530e+01,5.450163738e+01,6.645198081e+01,8.005307846e+01,3.314791422e+01,9.843124291e+01,7.688024860e+01,3.198699409e+01,7.117013325e+01,1.122664059e+01,8.222573447e+01,5.360806477e+01,1.730418484e+01,3.504895171e+01,4.230717636e+01,1.094919653e+01,7.533453166e+01,2.158346608e+00
9.845221119e+01,7.706635658e+01,6.371964960e+01,3.643426587e+01,3.385034832e+01,4.088777498e+01,1.274344387e+01,3.077711244e+01,6.248131069e+01,7.953838634e+01,2.602348624e+01,1.637121345e+00,6.947331308e+01,6.689221655e+01,6.676519193e+01,9.612804365e+01,6.253184495e+01,3.486353914e+01,2.239905318e+01,1.922482454e+01,2.128550806e+01,2.440304559e+00,7.623097566e+01,3.544091997e+01,3.139967444e+01,7.877018211e+01,5.589562889e+01,7.132264875e+01,2.820360475e+00,1.399558701e+01,1.145695978e+01,4.064258306e+01,2.283449649e+01,3.599975237e+01,6.395474500e+01,4.911336958e+01,5.908684853e+01,3.328673774e+01,7.436637095e+01
2.680479648e+00,4.179102115e+01,3.866743227e+01,4.623112705e+01,9.624829378e+01,6.446049523e+01,1.433417606e+01,9.714690981e+01,4.754377730e+01,9.726132848e+01,5.243891051e+01,1.724972807e+01,6.233597129e+01,1.439510431e+01,4.311020637e+01,5.049962787e+01,3.548410287e+01,7.590069351e+01,8.160285416e+01,7.846197793e+01,8.460160425e+01,8.409096939e+01,6.616692565e+00,3.411338902e+01,5.327255521e+01,3.401689187e+01,9.611995765e+01,7.194949849e+01,1.635843096e+01,9.948873956e+01,5.154959595e+01,9.192028860e+01,1.848762498e+01,8.545074907e+01,9.214945947e+01,7.995142474e+01,4.079782423e+01,7.689812520e+01,4.472607633e+01
3.875014956e+01,7.000392468e+01,4.527442124e+01,3.800080147e+00,7.922455355e+01,1.568787768e+01,8.996147732e+01,6.272508482e+01,3.743987082e+01,5.091064527e+00,2.889238486e+01,3.532862398e+01,1.777735199e+00,5.262222218e+01,1.864347648e+01,7.665575361e+01,1.491089744e+01,3.026023574e+01,8.404383540e+01,5.147612331e+00,1.642192771e+01,3.104995476e+01,6.322589444e+00,7.850866315e+01,6.804398804e+01,4.815759987e+01,1.519250591e+01,2.780768037e+01,6.698952498e+01,9.543740702e+01,9.006074594e+01,6.029290736e+01,2.842279441e+01,2.104148558e+01,9.173003862e+01,7.372026009e+01,2.330322301e+00,2.965331569e+01,5.396171810e+01
4.714934047e+01,8.965029958e+01,7.880876977e+01,6.327128132e+01,2.661239584e+01,9.023087841e+01,8.778282208e+01,6.123557989e+00,2.067960068e+01,5.621147304e+01,1.824135554e+01,1.205851841e+00,7.573190268e+01,3.371737715e+01,8.307695834e+01,9.189546859e+01,8.734107250e+01,3.134670869e+01,3.843174347e+01,2.500820640e+01,6.602051077e+01,9.884970527e+01,3.496669822e+01,6.841382536e+01,6.016120381e+01,2.816034091e+01,1.679822260e+01,7.587772533e+01,7.189241935e+01,1.570282189e+01,1.207158625e+00,7.629502119e+01,3.283936554e+01,7.253982715e+01,8.431843213e+00,8.291321762e+00,7.837929253e+01,4.627311004e+01,6.097426562e+00
9.904383088e+01,8.087778794e+01,2.585486587e+01,9.843467322e+01,3.856500767e+01,6.579486721e+01,6.141205848e+00,7.910147026e+01,8.735546844e+01,7.105508455e+01,2.039633049e+01,7.064016149e+01,8.309655292e+01,7.009404386e+01,4.090007514e+01,7.059119552e+01,4.031391763e+01,5.495959356e+01,6.092907093e+01,9.759272208e+01,9.485728266e+01,6.320269545e+01,2.333453672e+00,2.729711670e+01,8.657940232e+01,6.031348792e+00,5.048139358e+01,6.510551992e+01,2.560373948e+01,7.061368537e+01,9.218037950e+01,8.078332223e+01,1.950091711e+00,8.368203536e+01,7.162674011e+00,7.080817865e+01,1.510175366e+01,1.427320605e+01,6.082479884e+01
6.872020674e+01,1.813352952e+01,6.964420015e+01,1.165931433e+01,9.916948631e+00,2.238056967e+01,3.996310273e+01,8.683727530e+01,5.138701616e+01,3.541048184e+01,6.781454919e+01,8.491200438e+01,6.098370108e+01,9.353687791e+01,9.591270628e+01,1.377560536e+00,7.978202869e+01,3.978028336e+01,4.376579392e+01,6.987191493e-01,8.930715512e+01,8.815666413e+01,9.399928911e+01,8.437790626e+01,2.921096618e+01,1.919069515e+01,7.349901982e+01,1.391783031e+01,9.598400000e+01,1.215098636e+01,8.111782029e+01,4.682201733e+01,9.341381183e+01,6.520557197e+01,2.001496436e+01,9.385000323e+01,9.841074682e+01,5.080653944e+01,1.523566816e+01
8.161020733e+01,4.346023124e+01,4.294017995e+01,5.266606408e+01,1.840615454e+01,6.715136923e+01,3.229901953e+01,6.970297043e+01,4.605958414e+01,7.705473081e+01,2.125907488e+01,7.205413077e+01,4.484199382e+00,9.186027542e+01,6.717316394e+01,5.457147037e+01,5.809792147e+01,6.427058482e+01,8.985910130e+01,6.522712300e+01,9.112528316e+01,8.213523094e+01,1.703186835e+01,6.011936124e+01,5.180079386e+01,6.674248718e+01,2.394400057e+01,2.427650671e+01,4.859079220e+01,1.534367730e+01,2.502110264e+01,4.928303698e+01,1.949082949e+01,9.884770748e+00,5.566312158e+01,5.262871302e+01,4.001259225e+00,7.227473923e+00,8.527397648e+01
9.489422029e+01,1.620766001e+01,4.545219468e+01,8.902161933e+01,2.774979103e+00,3.491543106e+01,5.535651576e+01,4.255752093e+01,4.534403065e+01,2.034411308e+01,4.984954244e+01,2.736803831e+01,3.217946212e+01,5.232244646e+01,3.448153371e+01,2.524107686e+01,6.922406846e+01,1.364919054e+01,7.915129428e+00,9.083725700e+01,9.896900920e+01,2.904664483e+01,3.928485262e+01,1.794868461e+01,6.833748890e+01,4.934310023e+01,7.118723633e+01,4.827064446e+01,8.416546161e+01,5.228154229e+01,4.488200133e+01,1.398605564e+01,1.869413466e+01,4.201443370e+01,8.301733908e+00,6.986380054e+01,1.666492665e+01,6.836745937e+01,2.655470514e+01
5.265425109e+01,8.619881459e+01,9.580700511e+00,3.020777031e+01,2.901157705e+01,6.699504566e+01,9.476414840e+01,4.190485161e+01,9.136630371e+01,3.156974168e+01,7.527635648e+01,4.367542868e+01,6.823525358e+01,4.541464372e+01,3.461493036e+01,8.485671469e+01,6.406694261e+00,8.004984318e+01,4.867814813e+01,9.134489355e+01,8.996767985e+01,5.856723815e+00,5.009147166e+00,7.189348228e+01,5.319681888e+01,2.056645498e+01,3.691906042e+00,3.269590016e+01,5.574853816e+01,8.567931631e+01,7.652355692e+01,7.681704501e+01,2.214916120e+01,2.110078635e+01,3.126985755e+00,9.307766541e+01,9.904841469e+01,5.350788989e+01,4.533154121e+01
7.061877440e+01,3.106435791e+01,1.095750309e+01,6.870363816e+00,6.008885333e+01,5.622295813e+01,8.062835778e+01,6.296728040e+01,8.894548081e+01,6.746477862e+01,4.302251190e+01,1.801592394e+00,1.688645923e+01,6.458191022e+01,2.104161170e+01,4.879653597e+01,9.835568777e+01,4.021155586e+01,5.727251149e+01,5.675368383e+01,9.888485451e+01,3.031858023e+01,9.047485176e+01,7.330150653e+01,2.459172878e+01,2.713266543e+00,8.057169640e+01,6.332144412e+01,9.439370440e+01,9.424114888e+01,9.078382393e+01,7.885122150e+01,6.775950347e+01,3.118978532e+01,3.457101536e+01,9.405380231e+01,7.737742762e+01,4.753621822e+01,6.299374785e+01
5.994544383e+01,6.311608147e+01,8.565259448e+01,6.744903042e+01,1.030727862e+01,5.214623147e+01,8.821669915e+01,2.950950940e+01,3.220213358e+01,7.986087489e+01,2.960344169e+01,8.990220808e+01,9.295877596e+01,9.806666894e+01,2.993117765e+01,2.754055227e+01,7.061739082e+01,1.710042549e+01,8.864219106e+01,2.204501430e+01,6.079047498e+01,4.809249451e+01,7.000308209e+01,2.405193421e+00,7.098128527e+01,1.892784036e+01,5.218977525e+01,1.533779332e+01,4.707371467e+01,8.369325298e+00,5.451301392e+01,9.109875033e+01,6.223152891e+01,1.954691240e+01,9.603083105e+01,3.083260440e+01,5.785071991e+01,7.006424515e+01,8.130647384e+01
3.690587065e+00,6.171895391e+01,7.307062766e+01,4.293565647e+01,3.133098847e+01,6.062853352e+01,1.559040622e+01,8.916081376e+01,5.617881972e+01,1.123443936e+01,7.274772237e+01,3.752751472e+01,9.071181263e+01,9.427506189e+01,6.397756835e+01,8.365892070e+01,2.004400663e+01,8.235880689e+01,7.319535682e+01,2.942398624e+01,4.641416069e+01,1.908524940e+01,8.703787582e+01,8.669619277e+01,5.331416472e+01,8.836101735e+01,7.531057475e+01,9.453740999e+01,3.994406370e+01,5.427791302e+01,5.316283345e+01,2.502875537e+01,3.230764378e+01,9.878456336e+01,4.048213616e+01,5.746426549e+01,3.009414763e+01,9.826904748e+01,2.899501711e+00
3.436744006e+01,5.512806027e+00,1.244653098e+01,6.520907958e+01,9.191461005e+01,1.009858268e+01,4.147471774e+01,7.829558091e+01,6.088049747e+01,7.062248399e+01,6.927335039e+01,1.788809362e+01,3.351695684e+01,4.575476187e-01,2.136973072e+01,4.422467836e+01,8.348762446e+01,9.228840076e+01,5.481938040e+00,3.429100384e+01,2.427153966e+01,9.741489927e+01,8.882461559e+01,1.179625588e+01,5.342390545e+01,9.650699896e+01,9.146768102e+01,2.720583007e+01,5.707533550e+01,3.325936437e+01,8.749901153e+01,2.683569182e+01,6.839278106e+01,5.719607907e+01,9.037384102e+01,7.421001780e+00,1.506628622e+01,4.650476052e+01,3.252381844e+01
1.473289243e+01,5.993057879e+01,7.189528412e+01,1.702314382e+01,8.900691383e+00,6.921748795e+01,8.511630564e+01,7.289767639e+01,8.513195909e+01,8.559921703e+01,8.471114276e+01,5.881586353e+01,1.209448338e+00,4.031134467e+01,1.435949405e+01,4.346517286e+00,4.901456510e+01,5.062825457e+01,1.495649274e+01,2.424873975e+01,6.462692069e+01,4.408343571e+01,2.772605048e+01,4.386135198e+01,2.331519604e+01,8.639332925e+01,3.959781048e+01,6.498541376e+01,1.754695846e+01,3.078158240e-01,8.388536072e+01,5.553651860e+01,4.756048833e+01,3.621305471e+01,8.873918146e+00,2.139107600e+01,3.221775603e+01,1.081498350e+01,6.279343784e+01
4.761255742e+01,7.774844947e+01,1.567120917e+01,8.520359246e+01,6.604327624e+01,2.905040036e+01,6.233923832e+01,4.163597685e+00,3.172196725e+01,4.290693321e+01,6.640459822e+01,5.883744197e+00,1.150595086e+01,7.728047396e+01,9.048611679e+01,7.011194439e+01,3.002685376e+01,2.527118777e+01,1.994470998e+01,6.246656989e+01,1.449096045e+01,8.877100634e+01,6.963491779e+01,5.557859724e+01,1.629213693e+01,8.214515995e+00,7.584160447e+01,9.846589476e+01,6.455646215e+01,6.103271581e+01,2.279128523e+01,2.363975743e+01,6.507018002e+00,8.649255361e+01,8.872121145e+01,4.929530263e+01,8.542633339e+00,4.691261325e+01,5.462085133e+01
5.599079812e+01,8.443395713e+01,9.917752874e+01,2.363210716e+01,8.085381196e+01,3.345639061e+00,3.949809078e+01,6.182861268e+01,3.975867224e+01,8.646766481e+01,9.825669468e+01,2.762583992e+01,8.502925181e+01,9.255946160e+01,4.297708786e+01,3.850424180e+01,7.143506794e+01,2.045274195e+01,6.612351041e+01,9.688363013e+01,1.044581701e+01,4.337717325e+01,1.924066598e+00,8.978215728e+01,6.226927018e+01,6.462000362e+01,9.088357939e+01,4.580971640e+01,8.379114389e+01,1.175746114e+01,1.893754189e+01,3.667282599e+01,3.651771879e+01,7.326711542e+00,3.124439365e+01,4.728531382e+01,9.918082112e+01,4.276242646e+00,5.719673525e+01
7.509146568e+00,5.551518857e+01,1.441824038e+01,9.286803952e+01,5.889830685e+01,5.034593182e+01,1.608900403e+01,5.989102093e+01,7.144371579e+01,9.767370882e+01,4.809595336e+01,2.026807859e+01,2.971368186e+01,5.734903318e+00,5.059433761e+01,1.591881173e+00,4.502795946e+01,2.114889643e+01,8.036460149e+01,6.843409495e+01,5.474128894e+01,3.654415073e+01,5.299256560e+01,6.950094522e+01,8.170668267e+01,3.141848675e+00,7.579519099e-02,9.931426142e+01,6.732052923e+01,7.878982850e+01,1.373097898e+01,5.150411551e+01,9.676548663e+01,7.566656130e+01,4.171552388e+01,3.039785840e+01,8.303584394e+01,4.741390243e+01,8.201933963e+01
6.302747667e+01,7.039776241e+01,7.580189107e+01,4.268336601e+01,1.917640437e+01,4.026605895e+01,7.755227732e+01,6.910072886e+01,5.993557235e+01,1.242844269e+00,8.827187225e+01,8.143428289e+01,9.481750452e+01,4.041059910e+01,2.393164362e+01,5.810122613e+01,7.745334295e+01,7.715515046e+01,7.044695842e+01,9.030789663e+01,4.066903424e+00,6.537088800e+01,4.863249251e+01,3.687018246e+01,6.497912486e+01,5.403396597e+01,3.066332417e+01,5.837389567e+01,2.307979265e+01,5.192009892e+01,7.222955063e+01,1.329105338e+01,7.548959758e+01,2.900634070e+01,1.391795680e+01,5.950109176e+01,4.032239539e+01,7.266311987e+01,1.341796645e+00
6.773884733e+01,4.053736428e+01,9.185917951e+01,9.280286897e+00,5.856914178e-01,8.381476876e+01,3.068609694e+01,7.716359232e+01,7.648166298e+01,1.159010240e+01,4.576654542e+01,1.528827242e+01,5.176237814e+01,7.321696755e+01,5.923014440e-01,2.272245074e+01,2.918998334e+01,5.632203540e+01,6.937429491e+01,6.547717936e+01,8.086327644e+01,5.113952499e+01,2.877536241e+01,8.922656329e+01,5.446595791e+01,5.450828210e+01,2.523027591e+00,8.135178725e+01,9.331188325e+00,8.349375109e+01,2.400003916e+01,2.521492008e+01,6.510331572e+01,1.840454540e+01,5.340102041e+01,1.578413670e+00,2.040053381e-01,3.055849131e+01,9.242248842e+01
2.573650163e+01,9.538915426e+01,4.482355444e+01,3.334079064e+01,3.739508064e+01,5.022700403e+01,1.118956540e+01,5.587963694e+01,1.315259075e+01,1.549212518e+01,4.690769667e+00,2.485343581e+01,9.368090907e+01,2.998970429e+01,5.561808916e+01,7.870421758e+01,5.581425284e+01,9.465248415e+01,5.505835080e+01,6.098396214e+01,9.186997145e+01,9.035570569e+01,3.427773334e+01,3.118128752e+01,7.228705899e+01,1.471656233e+01,2.208294453e+01,7.497443704e+01,7.013249170e+01,6.842644248e+01,1.178001382e+01,5.745232872e+01,1.524825618e+01,7.169307066e+01,1.611843664e+01,2.495995411e+01,1.260940090e+01,2.766831740e+01,5.042936863e+01
8.319785126e+01,8.292139127e+01,3.602305667e+01,2.905729549e+01,3.802324428e+01,3.277387159e+01,5.130623638e+01,6.097436074e+01,4.264760986e+01,8.377690434e+01,7.125171010e+01,4.960398324e+01,2.763310724e+01,2.540297358e+01,1.514124792e+01,8.872158574e+01,2.628611992e+00,3.146085602e+01,2.492819731e+01,9.101892201e+01,1.653515687e+01,8.033744823e+01,5.439085939e+01,6.668970145e+01,8.486966228e+01,5.795930993e+01,2.619976661e+01,3.738762321e+01,9.341476821e+01,2.445797778e+00,6.294783062e+01,9.472811555e+01,1.156940359e+00,9.501443288e+01,8.647863928e+01,9.861994664e+01,4.001102048e+01,7.982192104e+01,3.127120369e+01
1.999815081e+01,9.206106183e+01,5.094417352e+01,8.200649003e+00,4.630749897e+01,4.668807933e+01,7.849121836e+01,1.513525863e+01,1.532384056e+01,2.575291160e+01,8.019853148e+01,7.378133545e+00,2.372017631e+01,3.484031251e+01,8.558940929e+01,2.695018727e+01,5.239935324e+01,7.204939662e+01,5.275994523e+01,8.367754397e+00,6.269723752e+01,5.262254377e+01,8.684615819e+00,7.899727850e+01,7.545451045e+00,2.617599978e+00,1.201546240e+01,9.975450931e+00,6.419558998e+01,2.626412311e+01,6.577077729e+01,2.890756691e+01,4.235661618e+00,1.335605237e+01,6.347848031e+01,5.067776273e+01,7.544964766e+01,7.608018367e+01,1.427705660e+01
2.554272615e+01,4.035831481e+01,3.043748121e+01,3.778707954e+01,2.656130919e+01,2.056674682e+01,8.034015162e+01,1.168962392e+01,7.435039952e+00,6.342819385e+01,4.583095544e+01,2.426098565e+01,1.198110946e+01,1.591836172e+00,4.366028572e+01,6.282385664e+00,8.515095108e+01,9.257461593e+01,7.223238284e+01,8.874196045e+01,8.190198776e+01,7.498373796e+01,7.555836664e+01,9.109027714e+01,6.520795838e+01,6.014144600e+01,2.098654769e+01,1.182841286e+01,4.011602454e+01,6.369258350e+01,7.772459382e+01,2.368167618e+00,1.305657420e+01,1.372767854e+01,9.456651270e+01,9.726213777e+01,9.526398091e+01,1.369430172e+00,7.659841469e+00
9.999884176e+01,3.368933342e+01,4.089533816e+01,3.347677270e+01,4.435521263e+01,5.534094275e+00,9.680733794e+00,6.622943734e+01,2.252249011e+01,9.934148088e+01,9.522237348e+01,5.359594229e+01,4.407525657e+01,3.631959111e+01,3.643414135e+01,5.026147715e+01,5.121069405e+00,8.607485169e+00,3.076302558e+01,7.033108805e+01,4.593012492e+01,7.869949805e+01,2.148400772e+01,7.164024801e+01,6.501248870e+01,7.321215779e+00,2.918158660e+01,4.106659604e+01,9.841158084e+01,6.623905025e+01,9.978149992e+01,1.442725723e+01,3.446349034e+01,5.991096693e+01,3.094971808e+01,8.358593436e+01,7.170700063e+01,1.852964766e+01,4.247593202e+01
4.175078666e+01,8.030603018e+01,4.730897397e+01,5.808387548e+01,5.094335895e+01,4.671543767e+01,6.516335494e+01,5.932119057e+01,2.840534783e+01,4.556891203e+01,3.475492266e+01,5.130960813e+00,7.921176819e+01,8.624900027e+01,2.951955788e+00,7.393694488e+01,8.251762906e+01,7.067591604e+00,8.252090945e+00,6.681925410e+01,8.210847916e+01,6.092836338e+01,6.566485027e+01,2.946894427e+01,7.266619739e+01,8.714509950e+01,4.035801687e+01,2.948028534e+00,7.888983767e+01,2.631679111e+01,7.440046919e+01,2.943139632e+01,9.710878913e+01,1.862561153e+01,7.643023874e+01,7.557072753e+01,5.784350539e+00,3.080929576e+01,7.287225386e+01
3.149978165e+00,1.510211347e+01,2.094880208e+01,4.566174154e+00,6.882413247e+01,6.411901041e+01,8.573429657e+01,8.649534701e+01,8.504528580e+00,6.774866984e+01,2.145470043e+01,1.316419903e+01,2.167099595e+01,4.306202690e+01,2.185465556e+01,6.733291779e+01,9.567851316e+01,5.156025480e+01,3.055395449e+01,6.952834543e+01,4.134595722e+01,7.139283769e+01,6.474843306e+01,6.671431987e+01,2.070096792e+01,6.334436828e+01,7.376700587e+01,2.606732774e+01,3.395989512e+01,9.374017551e+01,9.327658648e+01,3.823186225e+01,9.158746601e+01,5.040814701e+01,3.048066392e+01,4.240106168e+01,5.985356174e+01,9.749324081e+01,5.637389289e+01
7.785774449e+01,8.581557887e+00,2.839205048e+01,2.168862495e+01,1.548977103e+01,4.568987581e+01,5.254269473e+01,9.090537573e+01,8.421541163e+01,6.520685275e+01,5.750156113e+01,9.164550976e+01,3.289794737e+01,2.343319488e+01,6.542268449e+00,9.876726105e+01,4.452139517e+00,3.931814722e+01,3.488337692e+01,3.809017817e+01,5.127626095e+01,2.777827053e+01,1.584889923e+01,3.757155686e+01,6.656080690e+00,8.879374427e+01,5.066915447e+01,8.017299369e+01,9.832096594e+01,3.118658854e+00,9.945877432e+01,9.567532045e+01,2.705422148e+01,8.462899857e+01,4.293866032e+01,7.243873612e+01,6.984403809e+01,7.570571916e+01,7.413822503e-01
6.990582325e+01,5.904378182e+01,7.170131981e+01,3.867297209e+01,1.584234774e+01,2.165937189e+01,4.991454571e+01,4.179558519e+01,8.699898957e+01,6.784745159e+01,5.496703268e+01,7.822976579e+01,5.779797698e+01,5.001854918e+00,7.784333377e+01,4.488937621e+01,5.045978183e+01,1.832154870e+01,4.694234868e+00,6.626468992e+01,7.260963563e+01,3.196580454e+01,7.211099580e+01,4.207277554e+01,6.404374126e+01,7.701434519e+01,7.864636517e+01,1.407373745e+01,5.514829019e+01,9.696004963e+01,5.240216389e+01,3.396492017e+01,4.639556411e+01,7.059918065e+01,4.104245066e+01,7.028505376e+01,6.039803520e+01,9.961340877e+01,9.081051216e+01
3.889731878e+01,8.722623304e+01,6.413016504e+01,8.169782716e+01,4.296294704e+01,4.866583110e+01,5.165343019e+01,7.414181897e+01,7.204370339e+01,4.752603443e+01,7.178899359e+01,5.426441805e+01,6.049858460e+01,3.390455667e+01,3.011101664e+01,7.105055412e+01,1.830433620e+01,5.455078571e+01,7.984360691e+01,5.167211991e+01,4.850536145e+01,3.995341639e+01,6.602620249e+01,2.287563419e+01,5.070034321e+01,8.273918103e+01,4.468966797e+01,2.485646035e+01,3.095844054e+01,7.436483332e+01,6.064139889e+01,6.898696492e+01,7.458528390e+01,4.401178236e+01,5.310849103e+01,7.223305446e+01,6.311832473e+01,7.992523976e+01,1.498394725e+01
3.661319617e+01,6.009774040e+01,5.678098743e+01,8.682691687e+01,1.808670201e+01,9.327628092e+01,2.329839351e+01,4.346618250e+01,7.485049214e+01,2.273318601e+01,3.996659866e+01,5.246478388e+01,7.273192340e+01,9.269988951e+01,6.824663978e+01,2.994355543e+01,7.907188060e+01,2.460533450e+01,8.497090605e+01,7.743471213e+01,3.032416298e+01,5.718659538e+01,7.526432334e+01,7.224146087e+01,6.042277432e+01,1.551429071e+01,2.366884934e+01,2.084603893e+01,1.516521002e+00,6.883340533e+00,9.107020632e+00,8.804546516e+01,8.463621470e+01,3.360505191e+01,5.164820231e+00,2.883969147e+01,2.849425625e+01,6.920252248e+01,8.748640665e+00
7.619364611e+01,5.885839902e+01,4.801393574e+01,9.069730781e+01,7.287559819e+01,8.741975639e+01,5.747257838e+01,3.637476660e+01,8.554511288e+01,7.053139201e+01,1.442487687e+01,9.570611923e+01,8.291182548e+01,7.862112720e+01,5.193113474e+01,6.629607422e+01,7.625794974e+01,1.028454591e+01,9.564304427e+01,2.822099809e+01,1.285102129e+01,8.251106046e+01,4.460994487e+01,1.428161715e+01,3.317444276e+01,1.355660784e+01,5.209885154e+01,8.488519016e+01,1.675623995e+00,4.149048175e+01,7.591741465e+01,2.979407837e+01,9.814888716e+00,3.698844129e+01,7.703062370e+01,3.990305474e+01,5.078488542e+01,8.359656012e+01,1.684381687e+01
6.822640058e+01,2.175899476e+01,4.176572958e-01,5.388447585e+01,2.265837317e+01,5.374065614e+01,5.247903227e+01,1.140227928e+01,7.305272924e+01,2.853947883e+01,4.081966187e+01,4.189091429e+01,8.240824280e+01,1.481913907e+00,3.855368476e+01,9.842386875e+01,2.766369303e+01,3.006474431e+01,7.741744322e+01,3.968471222e+01,3.250343719e+01,9.371099808e+01,3.519904525e+00,6.505532022e+01,6.482878842e+01,6.697822387e+01,6.227974195e+01,9.241350821e+01,2.201140940e+01,5.142669050e+00,7.932803158e+01,5.358817033e+01,3.162604475e+01,2.687441893e+00,5.135540720e+01,5.421730144e+01,1.722763376e+01,7.567117832e+01,7.162876897e+01
8.988707063e+01,4.944479139e+01,8.923775501e+01,9.798581123e+01,2.016588689e+01,3.613834579e+01,2.693327879e+01,5.815466715e+01,7.382385145e+01,8.766513379e+01,1.421848420e+01,4.041225236e+01,1.283558264e+01,5.073398178e+01,7.995395193e+01,1.918735305e+01,8.520650633e+01,4.466623272e+01,1.441606309e+01,5.968771164e+01,7.492620420e+01,3.468194400e+01,6.085426230e+00,4.708410316e+01,8.396312246e+01,3.565212672e+01,8.963283537e+01,6.649094958e+01,1.098804372e+01,8.431508400e+01,5.527531386e+01,1.058673054e+01,2.531088959e+01,9.107558608e+01,7.465031085e+01,7.853395099e+01,3.422524656e+01,2.625015987e+01,2.474149802e+01
7.873323938e+01,5.340016553e+01,3.979050274e+01,1.090620343e+01,6.931468835e+01,5.058356509e+01,7.278527255e+01,1.530929949e+01,4.574752913e-01,3.098361833e+01,6.516712733e+01,1.099093825e+01,2.704632762e+01,5.669734108e+01,6.844530905e+01,9.669707890e+00,2.771893266e+01,2.882488891e+01,5.426967169e+01,5.768822044e+00,1.322486188e+01,2.683523118e+01,2.529109709e+01,4.427570790e+01,9.747632333e+01,5.041368297e+01,9.492659924e+00,5.557128363e+01,1.659125078e+01,6.654488631e+01,5.368905600e+01,3.418158764e+01,2.792632097e+01,3.090121123e+01,1.220746596e+01,9.468284182e+01,9.489229539e+01,6.137756238e+01,8.276327849e+00
5.370749805e+01,6.353076341e+01,1.217828678e+01,8.369081328e+01,2.098570603e+01,3.385178743e+01,2.667578357e+01,9.050632297e+01,4.171868357e+00,3.800483306e+01,6.089348957e+01,8.951154806e+01,8.632820933e+00,5.488857053e+01,9.346999883e+01,6.859597190e+01,3.466172850e+01,6.584238849e+01,1.105434022e+01,7.609168413e+01,7.445343922e+01,2.508273166e+01,3.331293589e+01,9.947066191e+00,9.075967510e+01,6.318291827e+01,4.118079192e+01,3.675739774e+01,7.222785841e+01,2.333546583e+01,1.563587848e+01,4.964496419e+01,2.358779120e+01,8.827715950e+01,6.779666940e+01,7.466437882e+01,7.799910436e+01,4.915756128e+01,7.052453462e+01
3.710246985e+01,8.350633423e+01,5.782957850e+01,1.494108396e+01,5.926362018e+01,5.855834668e+01,3.052226719e+01,6.482703883e+01,4.968400518e+01,2.516327920e+01,7.813293776e+01,5.394828687e+01,3.968478184e+00,5.894892980e+01,9.220361096e+01,8.254649855e+01,8.007787522e+01,3.657142468e+01,8.610317732e+01,4.630855357e+01,1.896091392e+01,1.598537682e+01,7.884409796e+01,1.994209466e+01,8.159137194e+01,4.006962243e+00,3.659019336e+01,5.685725745e+00,6.569591629e+01,1.599411013e+01,4.245582574e+01,9.989935502e+01,1.741511398e+01,1.117101132e+00,2.304917379e+01,4.533075427e+01,3.279582911e+01,2.901769355e+00,7.174875378e+01
6.334797733e+01,9.901429775e+01,9.396463211e+01,6.675766992e+01,4.238338695e+01,7.127907647e+01,7.729217091e+01,4.668004675e+01,2.316797561e+01,9.358336359e+01,7.357973445e+00,3.556645564e+01,9.880985688e+01,6.044277311e+01,4.548242940e+01,1.552361107e+01,2.345999543e+00,3.186867077e+01,5.819437586e+01,2.042916814e+01,2.349954674e+01,6.553366083e+01,1.807318348e+01,4.653853230e+01,8.249742673e+01,5.835209665e+01,9.324350363e+01,9.703070317e+01,6.899437936e+01,1.512400393e+01,3.761848331e+01,6.695833190e+01,7.596920254e+01,8.773359693e+01,6.978116078e+01,9.767330863e+01,9.134259068e+01,5.732611873e+01,9.536527208e+01
