v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53
8.231623326e+01,4.871264623e+01,3.247623154e+00,3.197800137e+01,8.484912956e+01,4.843619067e+01,2.270958222e+01,6.932289472e+01,8.882946243e+01,6.524680919e+01,1.734969814e+01,6.073413178e+01,1.032595842e+01,7.639368851e+01,3.970504060e+01,3.501559838e+01,5.787433090e+01,2.412644408e+01,3.228276152e+01,4.734307648e+00,9.088847147e+01,2.302831404e+01,9.343004187e+01,6.719974367e+01,1.167630909e+01,2.672271261e+00,7.062388670e+01,3.118565616e+01,8.079221726e+01,4.198865903e+01,6.813800339e+01,5.123461975e+01,3.768740770e+01,2.537529040e+01,8.031180705e+01,4.463652358e+01,2.973831297e+01,3.459563013e+01,6.607919853e+01,6.385651290e+01,6.620663940e+00,8.975776315e+01,7.960168868e+01,1.365778486e+01,9.343436966e+01,5.031522049e+01,1.179515265e+01,8.138932744e+01,8.294317705e+01,2.022055227e+01,2.943430495e+01,7.518561334e+01,2.422760189e+01
6.526125106e+01,4.339833714e+01,9.557233839e+01,3.234038664e+01,1.320169194e+01,4.063411498e+01,5.191559530e+01,7.434877571e+01,9.990780331e+01,4.976625989e+01,2.919939124e+01,3.804469755e+00,3.646708733e+01,9.477097333e+01,2.360889013e+01,3.790499821e+01,5.137213973e+01,8.336405935e+01,9.875681482e+01,9.983142321e+01,3.385317279e+01,2.749019180e+01,1.436388300e+01,4.396083792e+01,6.344528991e+01,5.921449558e+01,7.434061682e+01,8.635953831e+01,7.470685917e+00,4.438514343e+01,9.976844096e+01,7.126042507e+00,7.549101661e+01,3.782072484e+01,5.344363787e+01,1.559195250e+01,6.010553326e+01,7.032505344e+01,4.246285825e+01,7.466591849e+01,3.550416261e+01,1.745857171e+01,5.972553754e+01,6.859195884e+01,1.567910094e+01,6.798630890e+01,1.732793227e+01,8.389336037e+01,4.221292892e+01,9.725170229e+01,1.771731772e+00,8.346694490e+01,2.404755352e+01
8.328951544e+01,5.365596051e+01,2.843595203e+01,3.334409899e+01,5.456050442e+01,3.536056773e+01,3.336751052e+01,2.073993062e+00,8.529998875e+01,4.526443516e+01,7.318189109e+01,1.317018539e+01,7.523608076e+01,2.994119059e+01,6.096225601e+01,5.445075818e+01,9.248103395e+01,4.481853072e+01,1.684447915e+01,8.726270909e+01,1.024095723e+01,6.458936034e+01,4.873235754e+01,8.624910789e+01,2.981470156e+01,7.688202133e+01,4.601177319e+01,7.271445544e+01,4.186829980e+01,2.463009821e+01,7.472507484e+01,9.418002761e+01,6.703911450e+01,8.294147661e+01,8.739889122e+01,5.832482229e+01,9.362009139e+01,3.600183012e+01,8.629385195e+01,6.750131722e+01,6.288777008e+01,1.632777121e+01,9.946374398e+01,9.031380729e+01,8.995030314e+00,6.172592103e+01,9.336799493e+01,5.778823813e+01,5.250642478e+01,4.853617994e+01,6.222855515e+01,6.385017261e+01,8.991499759e+01
8.730374378e+01,4.356692038e+01,5.279471449e+01,2.889599346e+01,7.248685194e+01,9.166547677e+01,7.627114803e+00,4.785624470e+01,7.006623886e+01,8.645097474e+01,8.366243464e+01,7.884507675e+01,9.590797048e+01,7.418906681e+01,3.957181547e+01,4.694095736e+01,6.147631800e+01,6.714686428e+01,4.668131250e+01,8.644303509e+01,2.072667414e+01,4.568361708e+01,1.009141528e+01,2.021976521e+01,4.296339272e+01,5.703836573e+01,6.481187164e+01,4.769395142e+01,1.321878363e-01,8.312177308e+00,6.483932424e+01,2.008495356e+01,2.552825735e+01,9.014028292e+01,3.301343057e+01,4.866285768e+01,3.128339666e+01,9.138895807e+01,6.640051629e+01,9.118405272e+01,5.910089009e+00,1.488965850e+01,5.661513252e+01,6.566574385e+01,7.333958471e+01,8.927905835e+01,7.921885379e+01,8.790873699e+01,7.260205537e+01,1.524252485e+01,6.898926082e+01,3.444461634e+01,3.130128813e+01
6.378967743e+01,5.093787075e+01,8.716136278e+01,2.451373086e+01,3.747952004e+01,6.497196444e-01,9.334198345e+00,5.134009269e+01,8.963010675e+01,4.431774006e+01,4.514377815e+01,7.253416167e+01,1.701445127e+01,8.722243513e+01,9.041818606e+01,4.834212492e+01,3.962117261e+01,5.131361976e+01,6.725909870e+01,8.400511660e+01,8.336733637e+00,7.558920641e+01,6.826593610e+00,2.701105318e+01,4.641979997e+01,1.369222185e+01,5.086944661e+01,3.536730668e+01,4.048253213e+01,1.026349563e+01,6.162148682e+01,2.225630509e+00,4.372867262e+01,2.549291818e+00,6.916459428e+01,1.572374807e+01,1.618363533e+01,4.959822109e+01,5.151724364e+01,8.224979252e+01,1.816536186e+00,3.766377003e+01,9.298218534e+00,6.102108614e+01,7.384692929e+01,5.376167820e+01,9.900571940e+01,1.551050405e+01,7.329348117e+01,1.016515707e+01,5.955374360e+01,9.121006946e+01,4.419218073e+01
2.118920974e+01,1.528220660e+01,1.896144422e+01,3.380468183e+01,6.644156132e+01,1.283204462e+01,6.514115319e+01,6.655286401e+01,6.325640645e+01,4.313157114e+01,5.934894837e+00,1.020409630e+01,5.846955054e+01,2.154090660e+01,7.366800771e+01,5.402797349e+01,8.067747427e+01,3.897346083e+01,9.993364244e+00,7.743988041e+01,1.413186232e+01,2.066262620e+00,8.980736567e+01,3.993754183e+01,1.648508811e+01,2.910129003e+01,4.689248850e+01,9.810540739e+01,7.588172020e+00,6.624584434e+01,4.740024550e+01,8.509098836e+01,9.030792044e+01,1.374541660e+01,6.525350374e+01,3.061036930e+01,7.327167517e+01,1.029924444e+01,2.301957229e+01,5.767274318e+01,7.632021903e+01,4.378705162e+01,9.403578470e+00,1.151655508e+01,9.177549329e+01,5.929625236e+01,4.421521888e+01,7.479490582e+01,2.579421868e+01,6.497798087e+01,9.162384167e+01,3.737683358e+01,9.596879233e+01
8.810836788e+01,4.678312088e+01,9.807388588e+01,4.757514603e+01,9.821064821e+01,4.412093145e+01,8.683384171e+01,5.336849449e+01,3.881711086e+01,9.736133937e+01,4.076278675e+01,5.239399565e+01,9.571502533e+01,3.984493079e+01,2.117838448e+01,2.931516395e+01,8.287435187e+01,8.358139865e+01,7.867131569e+01,5.904788917e+01,7.825008950e+01,2.390335825e+01,3.278778219e+01,5.504023096e+01,6.199279935e+01,7.697929165e+01,9.070749140e+01,7.764902746e+01,9.297001412e+01,1.248472584e+01,4.309297911e+01,1.794373854e+01,4.019515261e+01,3.281800410e+01,9.538254483e+01,1.751793220e+00,5.688686855e+01,1.722526751e+01,7.093066841e+00,9.050704913e+01,1.079142756e+01,5.788723219e+01,4.332803880e+01,1.468919098e+01,6.214218476e+01,6.835373920e+01,5.709351406e+01,2.979304314e+00,4.293064919e+01,1.448584345e+00,3.451865801e+01,3.898691854e+01,6.514254812e+01
7.199567696e+00,5.982576406e+01,9.960474533e+01,9.146213053e+01,5.677688069e+01,6.945698105e+01,1.396919395e+01,8.463045290e+01,6.549927696e+01,8.338937134e+01,9.078520749e+00,9.487509676e+01,6.501912384e+01,2.773622748e+01,4.604885575e+01,6.138984017e+01,2.153927764e+01,7.777710828e+01,8.683492278e+01,6.584374508e+01,2.421076028e+01,7.298865624e+01,8.886703674e+00,9.316645937e+01,6.441717258e+01,5.211996628e+01,7.385035686e+01,5.931200856e+01,4.783597521e+01,1.940073153e+01,3.378484158e+01,9.574451385e+01,1.911246068e+01,4.050055988e+00,5.664450641e+01,5.031898110e+01,7.392951709e+01,7.098061153e+01,5.265615222e+01,1.286096690e+01,5.726186834e+01,6.618242466e+01,8.031048399e+01,3.981769404e+01,6.884515039e+01,4.879890231e+01,1.218160006e+01,4.165431500e+01,1.300189746e+01,4.013289503e+01,9.884724417e+01,7.340903432e+01,9.457755814e+01
3.832907276e+01,8.806549589e+01,7.060454466e+01,1.240688964e+01,5.915892237e+01,5.783481723e+01,1.604897662e+01,8.444532882e+00,8.151206988e+01,8.786623865e+01,3.861166725e+01,1.960244053e+01,8.759859960e+01,6.226709171e+01,6.398206614e+01,6.575647199e+01,2.568464889e+01,6.895607077e+01,9.635551206e+01,4.388261478e+01,2.818876245e+01,4.608582478e+01,8.566159231e+01,7.458597142e+00,8.442303032e+01,8.041030846e+01,7.217749542e+01,1.134881901e+01,3.986250861e+01,2.880032783e+01,4.128025807e+01,5.525105251e+01,8.084677450e+00,8.783906551e+01,2.122542442e+01,2.229344416e+01,2.095260504e+01,8.521493272e+00,3.181641023e+00,3.241295163e+01,6.466132153e+01,6.916006870e+00,9.546996760e+01,8.779378763e+01,1.658852299e+01,6.024433926e+01,6.186142870e+00,2.121557911e+01,5.521545994e+01,4.396863435e+01,4.863878235e+01,5.473254444e+00,3.310535814e+01
1.876406744e+01,3.180910751e+00,1.361082607e+01,5.951376275e+01,9.466472099e+00,9.285248935e+01,5.605266435e+01,9.321335390e+01,2.442389547e+01,1.154068448e+01,6.344611021e+01,1.162764792e+00,5.577276984e+01,5.475405287e+00,3.447036109e+01,1.179704390e+01,3.619240112e+00,3.542924642e+01,6.456895790e+01,8.518032314e+01,2.695942081e+01,3.548198999e+00,4.795486758e+01,5.352495105e+00,8.763005784e+01,4.700905266e+01,5.040697678e+01,4.814128478e+01,9.722784394e+01,1.541249128e+01,3.512891675e+01,4.554440551e+01,7.475456574e+01,2.380432205e+01,6.601293708e+00,5.599106250e+01,8.853304214e+01,3.379719824e+01,8.794969671e+01,1.006073629e+00,6.867599026e+01,5.987406745e+01,3.349695033e+01,5.180121495e+01,7.251049180e+01,6.604415231e+01,7.480289901e+01,1.223646313e+01,3.458158752e+01,1.762928477e+01,3.870549008e+01,4.691043474e+01,4.247888811e+01
2.686397351e+01,4.727762891e+00,3.379427798e+01,9.887629484e+01,8.212658658e+01,8.465624569e+01,4.794245945e+00,7.173901402e+01,4.889748527e+01,5.459825555e+01,1.637149881e+01,7.286768908e+01,2.066785165e+01,4.991006115e+01,1.815367505e+01,9.934824447e+01,9.209439795e+01,2.612290871e+01,2.828944675e+01,1.585339001e+00,7.351661726e+01,9.744850809e+01,3.104329853e+01,2.886133739e+01,4.305994013e+00,9.102028454e+01,2.510077962e+01,1.744804038e+01,5.032181589e+01,3.685355815e+01,3.955203178e+00,3.404231552e+01,1.337586331e+00,9.673300714e+00,1.029040623e+01,6.631140386e+01,3.187551273e+01,8.353365428e+01,6.514812961e+01,1.811760749e+01,6.486869930e+01,7.726632203e+01,5.030326817e+01,6.098578611e+01,5.899822059e+01,3.809538095e+00,6.835187612e+01,4.520301120e+01,8.598218206e+01,4.077193406e+01,8.588924100e+01,4.272014129e+01,3.742921723e+01
3.526438867e+01,4.360760408e-02,1.773332951e+01,8.895770118e+01,2.538950356e+01,5.991577442e+01,5.489022439e+01,4.193029714e+01,9.930444081e+01,5.352310359e+00,5.567444251e+01,7.779244075e+01,9.499108083e+01,6.768899495e+01,5.043378874e+01,2.181067587e+01,5.262353893e+01,8.870466142e+01,2.067781597e+01,6.124682734e+00,5.820497731e+01,9.002951655e+00,7.831985892e+01,5.855287175e+01,2.431425530e+01,6.966976225e+01,4.487245515e+01,4.674458380e+01,9.166567318e+01,5.143148959e+01,8.868940219e+01,5.057145986e+01,3.924905641e+01,6.587270910e+01,8.577652784e+01,4.908668059e+00,2.673160348e+01,6.069793916e+01,8.487633498e+01,2.465534534e+01,9.797598137e+01,6.914692370e+01,1.390091235e+01,9.412880779e+00,1.031602038e+01,1.677889597e+01,5.898166932e+01,7.389914292e+01,9.690105848e+01,3.558421119e+01,1.502627941e+01,9.505763919e+01,7.921274704e+01
7.054732715e+00,3.140874708e+01,1.255505866e+01,8.001193957e+00,4.779739669e+01,2.779877245e+01,8.966758347e+01,5.373836845e+01,2.397767561e+01,2.903628697e+01,2.777528097e+01,1.597325261e+01,7.476237515e+01,1.367257078e+01,8.785024495e+01,4.472323096e+01,9.715645399e+01,5.543834191e+01,9.852230570e+00,6.641026504e+01,9.322861841e+01,1.796902584e+01,9.630649330e+01,6.309917959e+01,4.629619452e+01,3.141196287e+01,8.490759464e+01,2.049851168e+01,4.993270199e+01,1.995462816e+01,7.946622933e+01,4.410863166e+01,8.490480120e+01,2.968340675e+00,8.504216891e+01,1.780380814e+01,2.489349953e+01,7.825694037e+01,5.215046547e+01,7.229162881e+01,5.247569061e+01,1.245260691e+01,3.242595473e+01,9.006710083e+01,3.227701958e+01,3.807613197e+01,4.779819760e+01,2.176172777e+01,3.653622742e+01,6.370427354e+01,8.888806702e+01,4.298114638e+01,3.567098325e+01
9.413136653e+01,9.076464443e+00,4.902057560e+01,6.966195812e+01,3.015298463e+01,2.880152860e+01,6.886922408e+01,2.035196179e+01,4.679186611e+01,6.291137404e+01,8.415337969e+01,8.088054033e+01,4.990941539e+00,7.353345030e+01,1.407314984e+01,8.699225558e+01,5.514201895e+01,1.266986365e+01,1.013663042e+01,8.748393145e+01,9.735624249e+00,2.659883950e+01,7.802511529e+00,4.974814848e+01,8.794720322e+01,8.861570303e+01,1.595862684e+01,9.464209370e+01,2.680667537e+01,4.183043022e+01,2.603777999e+01,4.583466297e+01,4.902803049e+01,7.710589181e+01,9.168110678e+00,3.578038324e+01,7.071399712e+01,7.983624160e+01,4.528969014e+01,1.144307128e+01,7.324704642e+01,1.454653600e+01,4.919502155e+01,6.248668519e+01,7.435196551e+01,6.770659729e+01,3.076035857e+01,6.769689612e+01,2.964824457e+01,1.549879661e+01,5.737386760e+01,1.221090081e+00,3.297469289e+01
9.874890556e+01,3.854361153e+01,4.287873456e+01,3.571721615e+01,9.478485098e+01,1.131805428e+01,2.691451609e+01,8.948528555e+01,7.937986581e+01,1.383563222e+01,4.155919576e+01,8.016346646e+01,2.820548228e+01,3.252197036e+01,6.819367254e+01,1.595980033e+00,7.406278213e+01,6.880361206e+01,4.024539228e+00,6.690384359e+01,9.952464928e+01,9.334435404e+01,4.300870722e+00,4.360198772e+01,2.597049982e+01,4.264377652e+01,5.775220198e+00,7.234631575e+01,2.263502883e+01,8.059139532e+01,3.061456332e+01,4.681213024e+01,6.375342281e+01,6.855930958e+01,7.272531325e+01,7.899417558e+01,1.744339727e-01,5.619190045e+01,5.058771858e+00,9.096152738e+01,9.214216589e+01,9.453049326e+01,5.739737047e+01,2.500128477e+01,5.969606414e+01,4.509805518e+01,5.687809992e+01,4.685148428e+01,7.134174635e+01,6.185602855e+01,4.159229143e+01,8.312764675e+01,6.842020550e+01
2.791817844e+01,9.484704911e+01,2.220241354e+01,3.319766502e+01,2.262378696e+01,9.586010795e+01,4.711578350e+01,5.997472389e+01,8.341636958e+01,3.770078318e+01,3.773470622e+01,7.362759128e+01,4.328881906e+01,4.706988334e+01,3.803948557e+00,7.398242563e+01,4.033325510e+00,9.945834693e+01,9.351752055e+01,9.830701771e+01,8.556982253e+01,2.658070615e+00,2.146255766e+01,6.906589272e+01,4.008029718e+01,4.004833330e+01,9.931319194e+01,2.838106264e+01,2.074898846e+01,7.068066033e+01,3.978554664e+01,7.357738692e+01,9.901716483e+01,7.675884958e+01,2.768436449e+01,6.238394742e+01,5.915726525e+01,6.755589450e+00,3.123276857e+01,5.546304952e+01,4.192121075e+01,2.673137608e+01,3.451828404e+01,4.346076257e+01,9.142953819e+01,7.741905402e+01,5.773795920e+01,6.263113063e+01,9.072490893e+01,6.829475163e+01,2.538272366e+01,1.000144510e+01,7.103599468e+01
6.261567903e+01,1.002244703e+01,4.795639074e+01,3.349141912e+01,2.017878994e+01,3.820594689e+01,8.634668192e+01,3.665572356e+00,1.265500591e+00,2.511879306e+01,3.038822675e+01,5.514915872e+01,2.640573779e+01,1.437753475e+01,3.758270148e+01,8.794988687e+01,6.753226862e+01,1.861701740e+01,7.404373155e+01,2.411320958e+01,7.477727351e+00,4.256643840e+01,8.775997176e+01,5.923109606e+01,6.269072422e+01,3.788268646e+01,4.336397534e+01,7.790096589e+00,8.135320157e+00,9.839484841e+01,8.704823130e+01,9.087896014e+01,6.733276148e+01,3.504273515e+01,8.700297352e+01,7.406736025e+01,7.548853048e+01,5.302822151e+00,7.714650231e+01,7.025328111e+01,7.807892730e+01,8.503922006e+01,8.622610699e+01,2.160367028e+01,4.527541462e+01,9.879946414e+01,6.286284448e+01,8.941971480e+00,7.568531708e+01,4.356937075e+01,8.149665864e+01,2.538639502e+01,6.819410909e+01
7.230707036e+01,1.943743358e+01,3.303565851e+01,7.278292936e+01,4.608825182e+01,1.084205163e+01,1.720991231e+01,1.376063265e+01,6.296618294e+01,7.318944079e+01,5.787055683e+01,3.844405424e+01,7.687778571e+01,4.757693813e+01,9.185251762e+01,3.101280500e+01,5.362884965e+01,6.825030594e+01,7.140472997e+01,2.602846443e+00,6.994764332e-01,2.413442989e+01,2.447151726e+01,7.028377545e+01,3.446529875e+01,2.249700912e+01,9.598664609e+01,6.206229112e+01,2.294804231e+01,4.398967657e+01,1.421207629e+01,5.889106172e+01,4.723481545e+01,5.900804124e+01,6.308262651e+01,5.278461120e+01,3.708010819e+01,5.956040694e+01,6.979297902e+01,7.297577768e+01,2.468305788e+01,5.397061798e+01,1.168062849e+01,3.253139503e+01,5.552267282e+01,9.125182860e+01,6.163936494e+01,2.356900937e+01,6.852275648e+01,2.385258937e+01,5.247859080e+01,2.225663911e+01,3.584840199e+01
5.482847391e+01,6.415549075e+01,5.160923650e+01,4.127151728e+00,5.884307159e+01,9.248686592e+01,2.479630285e+00,2.965083245e+01,1.261811862e+01,8.709167411e+01,1.002658970e+00,7.060127037e+01,3.797211720e+01,5.366812479e+01,8.471640801e+01,7.452208218e+01,9.491954177e+00,5.513817062e+01,3.199757413e+00,5.651306577e+00,5.218692116e+01,2.113381288e+01,3.166278042e+01,7.317941554e+01,6.905977862e+01,6.911266124e+01,5.266391593e+01,5.515175961e+01,9.111698444e+01,5.319405458e+01,6.937292320e+00,4.680620544e+00,7.746780983e+01,6.475625555e+01,8.108970292e+01,6.011572931e+00,2.661049892e+01,9.170481693e-01,7.641987553e+01,1.781214035e+01,7.717333647e+01,4.992101999e+01,4.942296984e+00,1.947712854e+01,3.407420304e+01,8.301356225e+01,4.826634524e+01,2.680710157e+01,6.815356441e+01,7.024823828e+00,6.884212985e+01,5.144342315e+01,3.806032464e+01
7.788676119e+01,1.377944608e+01,4.279563222e+01,9.151559417e+01,2.118614987e+01,1.928558809e+00,2.810642369e+01,4.762301099e+01,6.718067884e+01,4.022675999e+00,1.986336664e+01,4.856517792e+01,5.483231653e+01,8.889363784e+01,2.241060656e+01,7.847583192e+01,4.200215316e+01,3.876317422e+01,8.613506496e-01,3.660141554e+01,6.240319688e+01,3.498016625e+00,1.600772987e+01,2.295547856e+01,3.112418710e+01,9.662826100e+01,7.348339441e+01,8.752674509e+00,6.678655247e+01,6.746545428e+01,5.593457212e+01,7.631241503e+01,1.821796707e+01,5.922025665e+01,4.435025859e+01,9.181926425e+01,8.961713274e+01,9.470097494e+01,2.474156161e+00,6.842686522e+01,6.812039559e+01,9.272837762e+01,2.320003702e+00,9.652757563e+01,8.141078933e+00,2.547534440e+01,8.617642933e+01,4.934407122e+01,5.825118702e+01,6.973478884e+01,2.577879475e+01,2.821621670e+00,7.342210491e+01
3.419399975e+01,5.578102870e+01,9.304895512e+01,8.603884535e+01,1.029150549e+01,3.781699155e+01,4.095753893e+01,6.901863253e+01,8.168615599e+01,3.535932588e+01,7.649646730e+01,9.859638611e+01,2.432649057e+01,5.938528583e+01,7.562686828e+01,1.773963421e+01,1.878123989e+01,9.352950167e+01,8.358308334e+01,8.579488343e+01,3.973775146e+01,1.958188154e+01,2.166817900e+01,6.244445198e+01,1.501900794e-01,3.545096675e+01,8.942063932e+01,6.143914142e+01,4.944055185e+01,7.563138106e+00,2.031103245e+01,3.384615931e+01,7.495175729e+01,9.548300436e+01,9.715381044e+01,5.650982236e+01,7.728219273e+01,8.344342629e+01,9.637246589e+01,1.494341721e+01,5.832717954e+01,9.041452743e+01,8.197620276e+01,6.985136608e+01,1.474507395e+01,6.997192664e+01,9.636720983e+01,1.618752133e+01,8.084152980e+01,6.580135699e+01,2.670032836e+01,8.072542654e+01,8.131396626e+01
2.447952585e+01,2.088092085e+01,1.797057776e+00,5.291163794e+01,3.138410400e+01,9.404352400e+01,3.195028121e+01,9.218680927e+00,5.987967786e+01,4.827640029e+00,9.451308922e+01,8.002821234e+00,6.231260407e+01,8.080172182e+01,3.262131236e+01,2.537486624e+01,8.729649314e+01,3.293192678e+01,9.584875274e+00,2.290890815e+01,4.720200860e+00,5.237536932e+01,4.593227919e+01,6.295603748e+01,6.059918095e+01,3.288810395e+01,2.585773402e+01,1.670170135e+01,9.338118278e+01,8.739170431e+01,1.229965124e+01,8.398126034e+01,8.402575004e+01,6.878383740e+01,4.895671065e+01,2.771457056e+01,8.370359610e+01,1.651073514e+01,2.785173150e+01,3.584798445e+01,3.065776995e+01,9.783155881e+01,6.075816828e+01,4.521580542e+01,8.649097938e+00,6.277100712e+01,9.934687245e+01,3.369067313e+01,5.379858741e+01,9.247120201e+01,4.408534349e+01,8.468927566e+01,4.303520589e+01
2.486838441e+01,8.285735802e+01,8.144441108e+01,5.000829910e+01,6.206292791e+01,5.712073503e-01,2.601337844e+01,1.032219672e+01,3.340554392e+01,3.354183141e+01,9.270805905e+01,8.452907332e+00,5.559140341e+01,6.445613827e+01,9.975159519e+01,2.879374511e+01,9.941224136e+01,9.956390795e+00,8.146835498e+01,9.505073971e+01,2.131042781e+01,5.391779654e+01,3.561849651e+01,5.417082664e+01,4.463647981e+01,1.452894849e+01,8.657148775e+00,8.369488629e+01,1.296181404e+01,3.211189394e+01,5.673926525e+01,5.466882451e+01,5.548037524e+01,7.500485291e+01,8.823967817e+01,4.687890644e+01,8.146082246e+00,1.499388768e+01,5.298877099e+01,3.218401825e+01,6.015800403e+01,6.769590144e+01,5.272312942e+01,9.958946917e+01,2.969400184e+01,4.652550207e+01,6.325405760e+01,2.327303649e+01,8.810881337e+01,9.502154630e+01,2.760691473e+01,4.010879730e+01,1.073206032e+01
1.955614493e+01,2.452284274e+01,1.503542126e+01,9.763359202e+01,7.459391717e+01,7.901231843e+01,4.670627545e+01,3.916425418e+01,1.246016089e+01,1.430275745e+01,3.023944983e+01,4.520224024e+01,9.988072602e+01,7.891641321e+01,1.102743274e+01,5.645439685e+01,6.016871706e+01,1.083728488e+01,3.155090123e+01,9.639863239e+01,1.327165424e+01,5.332128833e+01,7.222537033e+01,8.508605149e+01,9.998373174e+01,3.065716179e+00,4.096460968e+01,1.925609023e+01,8.683604674e+00,7.516984612e+01,3.551774188e+01,3.284187347e+01,2.644694885e+01,2.364833151e+01,9.909061344e+01,6.599179569e+01,7.389985736e+01,2.426679611e+01,8.765292116e+01,5.277798754e+01,3.725101489e+01,7.757871317e+01,1.649780433e+01,5.136617571e+00,9.916318658e+01,4.768906423e+01,6.614473404e+01,6.384979189e+01,5.784370211e+01,5.033244813e+00,9.209310158e+01,2.249086507e+01,9.314951326e+01
8.181381043e+01,7.473729506e+01,2.804666130e+01,5.578686358e+01,7.892383601e+01,6.678847229e+01,2.930657046e+01,3.871975672e+01,6.787678405e+01,7.235940588e+01,4.404563505e+01,2.680179161e+01,3.951362537e+01,9.947941641e+01,9.651344127e+00,1.635739134e+01,7.869733870e+01,2.238897934e+01,7.660070046e+01,3.737976210e+01,9.251699450e+01,6.240300055e+01,1.631262551e+00,3.840508795e+01,4.668549800e+01,6.182161572e+01,5.519983305e+01,6.852068078e+00,4.404955380e+01,5.580279997e+01,6.511156936e+01,2.392523368e+01,8.115392058e+01,6.827307282e+01,5.428072724e+01,6.919734522e+00,3.281694056e+01,5.939833424e+01,3.631696881e+01,6.951341365e+01,9.366518919e+01,6.715123769e+01,5.286496801e+01,1.437647828e+01,9.297078971e+01,2.832492512e+01,5.270606742e+01,7.544863368e+01,4.693182988e+01,4.559170850e+01,3.117437765e+01,1.637631330e+01,2.371027039e+00
4.846282834e+01,2.128299514e+01,6.422049194e+01,6.589775663e+01,7.001824043e+01,2.388744631e+01,1.844366227e+01,5.025833059e+01,9.418854896e+01,1.122941279e+01,3.537201217e+01,3.541834526e+01,6.278230989e+01,5.834947077e+01,1.878315015e+01,1.606901797e+00,9.117522607e+01,1.678807955e+01,6.398199612e+01,1.947046890e+01,8.462242792e+01,3.634856916e+01,4.099849772e+01,3.738317841e+00,2.201138949e+01,3.011075827e+01,6.122865890e+01,2.680664008e+01,4.646103039e+00,3.987232324e+01,7.580871476e+01,1.562014211e+01,3.306791562e+01,1.617814421e+01,4.813199470e+01,6.415325985e+01,1.984054039e+01,1.465877837e+01,9.540085397e+01,8.897554104e+01,9.862737628e+01,6.368005554e+01,8.791037180e+00,4.841371457e+01,6.114234934e+01,4.957417894e+01,2.477420754e+01,1.395110776e+01,8.259796996e+01,3.677731700e+01,2.521155146e+01,6.070271817e+01,6.959726635e+01
6.890560232e+01,3.369139994e+01,1.930773453e+01,8.510370823e+01,3.430110576e+00,9.989097758e+00,7.625850393e+01,1.847074434e+01,9.908076145e+01,9.559081754e+01,4.105199457e+01,7.511489468e+01,7.128973815e+01,6.260298350e+00,2.198164076e+01,5.604568419e+00,1.631468648e+01,5.486959854e+01,9.423226633e+01,8.676230817e+01,7.604706158e+01,9.597610768e+01,3.605459503e+01,7.733205927e+01,8.516561620e+01,9.957026156e+01,9.895907915e+01,1.587423899e+01,3.629958364e+01,7.000697722e+01,2.986861316e+00,7.360485365e+01,8.894103569e+01,4.250746836e+01,3.006266489e+01,5.510093611e+01,3.631591334e+01,1.624804460e+01,2.392959360e+01,2.832261711e+01,7.355650267e+01,1.781309928e+01,5.955382136e+01,3.566423397e+01,6.138516381e+01,3.053416537e+01,1.397991939e+01,1.142110240e+01,3.916584512e+01,8.369030874e+01,7.668654724e+01,5.842827364e+01,5.398508589e-01
2.165759760e+01,6.821880428e+01,4.231674470e+01,3.990420686e+01,6.485105331e+01,4.942284007e+01,6.145753309e+00,1.995620957e+01,7.076477356e+01,4.672708533e+01,7.621984403e+01,6.375204544e+01,3.492837863e+01,9.095031398e+01,4.353155857e+01,7.984665639e+01,8.663200663e+01,8.410703066e+01,1.743452950e+01,7.696500152e+01,8.375880580e+01,6.078120356e+01,5.484204953e+01,3.953827191e+00,5.917912051e+01,9.948823124e+01,6.901231278e+00,8.379028682e+01,9.136912298e+01,6.048381500e+01,7.148221790e+01,6.925088115e+01,5.848366952e+01,6.900631305e+01,1.970536228e+01,2.961291681e+01,4.377424016e+00,4.854600493e+01,6.988845486e+01,9.288767786e+01,3.492975995e+01,5.474941095e+01,5.027022895e+01,9.634848798e+01,7.428715156e+01,2.180688544e+01,6.006172893e+01,4.608839455e+01,2.485967976e+01,2.236423678e+01,2.977442076e+01,8.981725080e+01,4.504494651e+01
1.658088015e+01,9.130611808e+01,6.532838775e+01,3.683892266e+01,6.697675940e+00,8.554128108e+01,9.857648066e+01,2.541805826e+01,7.101021093e+01,7.626939347e+01,2.428201086e+01,6.714752927e+00,9.515334650e+01,4.464822529e+01,6.959321842e+01,7.522251191e+01,1.014138257e+01,5.884889827e+01,5.013868372e+01,7.012384073e+01,2.313698701e+01,9.403679778e+01,2.762836750e+01,7.415727070e+01,6.189558140e+01,8.205119980e+01,1.357621770e+01,3.009180690e+01,2.881482510e+01,4.833153460e+01,5.788710350e+00,3.352800271e+01,1.890514106e+01,5.770024719e+01,8.161783294e+01,6.890905447e+01,6.555916436e+00,5.595377636e+01,5.864650344e+01,1.913012250e+01,5.186165602e+01,7.714188603e+01,1.779339314e+01,6.082788585e+01,2.330872151e+01,3.261048424e+01,6.509193891e+01,3.998920459e+00,5.009436775e+01,1.946883328e+01,4.738592037e+00,3.395404087e+01,8.565179033e+01
