v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24
6.601402097e+01,8.140732105e+01,5.443047805e+01,5.682247636e+01,1.876558538e+00,7.783313281e+01,9.283576671e+01,7.110778809e+01,9.789668088e+01,4.681573068e+01,8.549672257e+01,2.478268229e+01,3.472501215e+01,7.352451326e+01,1.149111673e+01,9.507009840e+01,5.239449145e+01,2.401851210e+01,4.277397098e+00,6.957567876e+01,4.512974239e+01,9.400858871e+01,1.395855939e+01,9.968337510e+01
2.006066402e+01,4.204525108e+01,2.989616583e+01,5.984950250e+00,5.378786295e+01,4.048670078e+01,2.033275882e+01,3.545016185e+01,2.767532462e+01,7.688281656e+01,3.845871121e+01,5.217070792e+01,6.777397223e+01,2.779151937e+01,4.861775284e+01,6.744801565e+01,9.131963189e+01,5.576469584e+01,1.208612322e+01,3.531603431e+01,3.592643771e+01,8.184027081e+00,2.667214642e+00,1.524512066e+01
7.971699779e+01,3.221876119e+01,1.996584186e+01,2.871515650e+01,5.291385743e+01,7.208006507e+01,2.481342978e+00,7.978726034e-01,8.640863403e+01,4.578903832e+01,9.582563113e+01,8.387428345e+01,9.505265286e+01,1.261811496e+01,7.682918676e+01,1.952192994e+01,3.789396781e+01,9.830032798e+01,5.170240785e+01,6.491991775e+01,1.065826703e+01,4.122059102e+01,7.712742564e+01,3.586348201e+01
5.386529817e+01,7.135482358e+01,3.027268099e+01,5.547757794e+01,4.448114097e+01,2.595782570e+01,4.951976603e+01,4.691655875e+01,8.833603518e+01,3.491415244e+01,1.789283380e+01,2.253964600e+01,5.894968437e+01,2.246266279e+01,3.057274203e+01,1.220140960e+01,6.948471503e+01,6.138235697e+01,8.661369644e-02,3.682647892e+01,2.460307598e+01,1.390317861e+01,3.261988362e+01,5.908950313e+01
5.561400867e+01,6.900699994e+01,1.315062276e+01,1.310424283e+00,2.841494085e+01,5.321239406e+01,4.977276168e+01,2.486960673e+01,9.569857703e+01,2.790926311e+01,5.541228192e+00,5.705783229e+01,4.066662410e+00,5.975910293e+01,6.083143127e+01,7.233637533e+01,5.941525204e+01,1.934465661e+01,6.051225538e+01,6.898268132e+01,7.773650141e+01,7.208321488e+01,2.989894911e+01,2.084223962e+01
8.207103591e+01,2.285689889e+01,6.399003098e+01,1.265766066e+01,1.309745994e+01,8.462927741e+01,4.489719716e+01,6.835417075e+01,5.773504711e+01,6.150765147e+01,3.402002284e-01,4.170026428e+01,2.727652685e+01,3.024537028e+01,9.104753836e+01,1.093572511e+01,2.888943160e+01,1.438774397e+01,3.987378773e+01,5.517806359e+01,4.627789882e+01,8.858710071e+01,4.722837999e+01,4.797936643e+01
7.690709253e+01,9.403460149e+01,4.177071308e+01,9.696928585e+01,9.942351396e+01,5.863594833e+01,2.933201074e+01,9.514170048e+01,7.861925305e+00,9.248875805e+01,2.651322462e-01,2.204804910e+01,4.080921881e+01,4.969093454e+01,4.382318821e+01,5.504962742e+01,7.573259155e+01,6.362353551e+01,5.085994418e+01,9.439100260e+00,1.544814735e+01,6.050652218e+01,4.792245669e+01,4.416435934e+01
5.935384254e+01,7.041452956e+01,9.237118870e+01,1.038006851e+01,7.954508232e+01,4.193302569e+01,1.841687356e+00,7.973520548e+01,6.165458410e+01,8.749848691e+00,8.150124349e+01,6.376697073e+01,6.265615590e+01,4.586224702e-01,5.854228913e+01,8.695796777e+01,5.804761514e+01,9.753227269e+01,2.629131939e+01,4.952153688e+01,8.654140294e+01,7.546368725e+01,3.398842696e+01,2.395208238e+01
5.063903376e+01,3.363430192e+01,5.366242200e+01,8.426454543e+01,6.341584142e+01,8.905171106e+01,4.338502581e+01,9.770411575e+01,2.474730989e+01,6.736098981e+01,6.544639802e+01,1.753678836e+01,4.893407560e+01,9.920107653e+01,3.449125398e+01,2.732565734e+01,3.985321310e+01,2.756306465e+01,2.561997304e+01,7.174764422e+01,6.423780898e+01,1.862459192e+01,5.440991549e+00,8.301303016e+01
8.881668115e+01,9.723588978e+01,9.908643565e+01,1.753216055e+01,4.455665640e+01,8.494524175e+00,8.558951697e+01,7.328971367e+01,7.152314092e+01,4.859433848e+01,3.580197053e+01,5.846226969e+01,7.296005462e+01,3.930240587e+01,2.385331959e+01,6.635250854e+01,2.873090186e+01,7.829903891e+00,1.440949288e+01,1.558993396e+01,8.817248966e+01,4.649526173e+00,5.518608471e+01,9.003092964e+01
2.212448871e+01,4.384037005e+01,9.291952605e+01,9.425011159e+01,1.640317339e+01,1.727190012e+01,8.732384894e+01,7.879066887e+01,9.358446418e+01,9.653587777e+01,3.737942917e+01,9.865026071e+01,5.401699364e+00,9.151967577e+01,9.589620610e+01,2.179795460e+01,7.499539555e+01,2.386189434e+01,4.294312462e+01,2.628107712e+01,9.432111737e+01,6.869921550e+00,9.657222071e+01,8.623883087e+01
7.286286389e+01,2.631772324e+01,7.723993814e+01,9.387342014e+01,3.073814122e+01,4.329859325e+00,6.264350184e+01,2.498848548e+01,6.417057416e+01,3.247880497e+01,7.267109634e+01,9.781628376e+01,7.767211785e+01,4.705637662e+01,9.249139284e+01,6.462027130e+01,4.448899046e+01,3.467677959e+01,3.809233037e+01,6.712772869e+01,3.553706243e+01,2.000404673e+01,1.988349891e+01,6.473886344e+01
8.668590885e+01,4.618891299e+01,8.868528872e+00,4.720355263e+01,9.619782806e+01,4.799089067e+01,4.781825654e+01,1.285001490e+01,7.996587880e+01,6.321503853e+01,8.400998052e+01,3.642080475e+01,4.163644875e+01,6.712926628e+01,7.876121711e+01,7.784758541e+01,6.969520849e+01,7.708202232e+01,4.903773117e+01,8.480612655e+01,1.091752349e+01,5.481671982e+01,7.317451964e+01,1.247041215e+01
3.290688648e+01,7.993643039e+01,4.815343703e+00,6.436391643e+01,3.268548287e+01,2.009341717e+01,8.257413201e+01,1.926454168e+01,5.916727584e+01,7.220440124e+01,2.693221214e+01,4.869558814e+01,7.265747510e+01,4.017416066e+01,5.673453376e+01,6.722627632e+01,5.673454010e+01,1.360659985e+01,2.182302146e+01,5.772742319e+01,6.056825781e+01,3.807948951e+01,8.877156396e+01,6.075748741e+00
8.386050123e+01,6.596432966e+01,9.267839734e+01,8.508037643e+01,9.757925032e+01,2.657869285e+01,3.790397826e+01,4.089023680e+00,8.280016267e+01,5.967863057e+00,2.983935051e+01,5.439358892e+01,8.721301818e+01,2.396597450e+01,3.537165417e+01,1.416036653e+01,9.071902231e+01,2.522021035e+01,2.922219003e+01,5.500930773e+01,9.895114561e+01,6.719628505e+01,1.491316093e+01,2.562256352e+01
1.538156879e+01,9.621047041e+01,4.707605230e+01,4.453576688e+01,2.280223727e+00,8.608603080e+01,8.084682326e+00,5.767408529e+01,5.550856307e+01,4.363226905e+01,6.476679615e+01,5.962152580e+01,6.304561506e+01,8.598824112e+01,8.542594144e+01,7.765285287e+01,6.484242057e+01,2.979158877e+01,5.058558403e+01,2.342991842e+01,2.811595428e+00,3.364576389e+01,4.818401438e+01,1.070679911e+01
5.345262912e+01,1.011423262e+01,5.675130356e+01,8.738638026e+01,8.976968590e+00,7.743999320e+00,2.268528081e+01,5.877960271e+01,7.598172685e+01,4.324803543e+01,4.288725124e+01,4.723402599e+01,4.595302400e+01,1.338077632e+01,1.667913675e+01,2.447695376e+01,2.209716818e+01,8.932101178e+01,9.081859727e+01,2.464370275e+01,1.813180193e+01,5.631204620e+01,5.251951768e+01,2.004339495e+01
2.030296905e+01,8.621556106e+01,8.913404079e+01,4.088815257e+01,2.929851301e+01,8.191858305e+01,4.602761222e+01,5.090491786e+01,2.880871732e+01,5.884722511e+01,3.167086527e+01,3.018070703e+01,9.688753842e+00,5.981689946e+01,3.676566125e+01,5.590059135e+00,7.156350937e+01,6.602702518e+01,3.062966286e+01,7.785660667e+01,9.372528516e+01,6.335190193e+01,1.504897979e-01,3.406939122e+01
6.412444272e+01,1.044652992e+01,4.150633389e+01,6.579523774e+01,1.837594368e+01,8.869278647e+01,4.918266395e+01,2.560620528e+01,1.823806240e+01,1.653213158e+00,3.960310570e+01,7.819377418e+01,5.767324912e+01,7.667797430e+01,8.524057463e+01,2.692601648e+01,2.965012109e+01,7.676110210e+01,7.647225010e+01,2.924483512e+00,8.538727100e+01,8.611637661e+01,2.463019302e+01,4.737921953e+01
8.760932229e+01,2.227355118e+01,7.083541900e+01,1.131629239e+01,6.706744409e+01,8.340784654e+01,3.391124741e+00,6.428440668e+01,7.673246153e+01,4.357224970e+00,6.169207578e+01,5.980506289e+01,9.322295851e+01,6.619299741e+01,3.042873468e+01,8.431013212e+01,4.932193902e+01,7.335040323e+01,2.599373519e+01,5.957345771e+01,9.458168630e+01,6.003819431e+01,6.162858777e+01,2.646168676e+01
5.099681105e+01,5.326676561e+00,1.829603360e+01,9.339977398e+00,7.544205031e+01,9.471486647e+01,8.425614143e+01,8.580598435e+01,8.809105847e+01,8.481536534e+01,7.830693538e+01,4.180057720e+01,8.376129353e+01,8.806875903e+01,3.029559257e+01,8.906332398e+00,7.504586374e-01,7.033912286e+01,9.075373764e+01,9.901296817e+01,2.570650043e+01,6.884724401e+01,5.042270079e+01,8.565730296e+01
1.968222259e+01,7.629344964e+01,9.582160324e+01,3.269089072e+01,7.992219385e+01,4.339298939e+01,2.738659442e+01,6.746687732e+01,3.572418224e+01,2.286341045e+01,4.095015304e+01,5.384003982e+01,7.006774125e-01,6.195139051e+01,9.429342778e+01,7.317839774e+01,1.883341886e+01,8.178232011e-01,5.791741372e+01,5.136030704e+01,8.003627803e+01,6.643352556e+01,8.984120125e+01,1.185457977e+01
9.011842669e+01,1.307736455e+01,9.571812040e+01,8.245038891e+01,9.685683491e+01,6.034719475e+00,4.829832599e+01,2.907025249e+01,7.698695596e+01,9.977846264e+01,4.146109493e+01,6.964307627e+01,3.895240936e+01,8.738660580e+01,8.599482869e+01,8.374919743e+01,9.198871318e+01,2.006775347e+01,9.689697083e+01,2.732200913e+01,6.617688940e+01,5.209975093e+01,8.402975567e+01,1.633145269e+00
9.555147132e+01,2.098142283e+00,2.917170849e+00,9.063844568e+01,8.252735039e+01,1.439511303e+01,3.164751446e+01,9.545339126e+01,2.347564191e+01,6.427391558e-02,3.193330641e+01,9.998782428e+01,9.574316015e+01,5.780919741e+01,6.653734607e+01,5.961894894e+01,4.183145650e+01,7.550310472e+01,1.538963843e+01,6.678159055e+01,8.059746143e+00,1.006340222e+01,3.948875080e+01,6.280463259e+00
8.908026180e+01,8.856469182e+01,3.399496670e+01,4.829797998e+00,5.954837318e+01,4.073593415e+01,4.987031118e+01,6.624862402e+01,5.088404222e+01,8.150931591e+01,7.125524261e+01,8.701754117e+01,8.173466817e+01,2.934896555e+01,5.875007207e+01,4.301468899e+01,5.248110121e+01,1.646012900e+01,3.798698203e+01,3.021548145e+01,1.181568744e+01,3.616158174e+01,2.520541653e+01,4.576337075e+01
5.580094690e+01,3.237410053e+01,1.378303271e+00,7.224787747e+01,5.197908498e+01,9.467819014e+01,5.276196455e-01,2.400970253e+01,2.908836486e+01,7.197967324e+01,4.422054023e+01,2.783269345e+01,7.427403165e+01,9.616913512e+01,7.234668977e+00,1.812193299e+01,5.877512098e+01,2.928924509e+01,8.486355760e+01,1.516868450e+01,2.747183162e+01,8.380607080e+01,2.873194695e+01,9.985852080e+01
6.361577664e+01,6.247309552e-01,2.064618543e+01,9.953804888e+01,2.583642004e+01,1.837419221e+01,8.486300541e+01,6.400201295e+01,1.635394565e+01,2.656567493e+01,4.446047782e+01,4.378857924e+01,1.230641536e+01,4.362553762e+01,9.320029770e+01,4.964750835e+01,6.471445210e+01,6.324029134e+01,5.112967309e+01,2.066548126e+01,2.064702800e+01,4.100713910e+01,7.277621981e+01,7.502908184e+01
4.197440323e+01,5.788645761e+01,6.152904643e+01,2.788638936e+01,2.485396728e+00,9.388170615e+01,7.596238113e+01,9.619899445e+01,8.114563763e+01,4.612792838e+01,2.341477715e+01,1.600886415e+01,3.663011275e+01,6.989450310e+01,7.488835640e+00,3.234684528e+00,3.145308426e+01,5.177271562e+01,7.669062174e+01,3.702630061e+01,5.377392341e+01,6.676245939e+01,3.074309352e+01,9.931825944e+01
7.279662823e+01,2.406084784e+01,7.587127691e+01,6.903826365e+01,2.007433141e+01,5.131276281e+01,6.504405453e+01,2.223807307e+01,2.617877613e+01,1.834114364e+01,3.624411592e+00,7.511220124e+01,5.846001119e+01,1.480902902e+01,7.424069315e+01,4.009624204e+01,4.238821835e+01,8.898342331e+01,4.899527561e+01,3.574694921e+01,8.316336251e+01,7.490661132e+01,8.373002238e+01,4.015995632e+01
5.411463451e+01,1.240894367e+01,6.403295406e+01,7.078377168e+01,9.062210816e+01,5.825509066e+01,8.119270185e+01,8.652029975e+01,3.707384792e+01,1.659461830e+01,4.598582185e+01,8.235138124e+00,9.824389795e+01,8.509044968e+01,8.069007728e+01,3.728920993e+01,9.026403662e+01,2.655067781e+01,5.373287393e+01,4.686036827e+01,5.960151969e+01,4.692056774e+01,2.538558928e+01,9.156184325e+01
6.593100781e+01,7.514447733e+00,7.857343413e+01,4.889449723e+01,7.903276874e+01,3.923306161e+01,2.545919797e+01,1.548302791e+01,1.446614826e+01,7.927221927e+01,4.359214292e+01,4.580900509e+01,8.911855915e+01,5.008768850e+01,4.922584611e+01,1.355903843e+01,5.344032096e+01,9.718724175e+01,9.337868880e+01,7.224135354e+01,7.789036117e+01,2.121259236e+01,7.165907196e+01,7.781061919e+01
6.486894333e+01,1.631649856e+01,6.960189124e+01,4.640578738e+01,4.416596532e+01,6.520789791e+01,3.536137594e+01,3.211050292e+01,2.690605101e+01,4.018137225e+01,5.339837151e+00,4.988106812e+01,9.152299828e+01,7.976611095e+01,1.167401551e+00,8.523023067e+01,2.184359700e+01,7.207952143e+01,2.589869342e+01,4.842400434e+01,6.061300819e+01,1.522679813e+01,1.259549916e+01,1.768400857e+01
8.220372316e+00,4.761594112e+01,8.667999540e+01,6.306166099e+01,7.460633780e+01,7.767597770e+01,8.606805635e+01,4.710376129e+01,5.871345764e+01,6.672328035e+01,8.444181968e+00,9.189807395e+01,6.835875902e+01,4.393981989e+01,9.850189387e+01,5.733927990e+01,4.708262785e+01,3.518024437e+01,3.087399344e+01,6.742882531e+01,7.002129128e+01,6.874017949e+01,5.104465950e+01,9.440861514e+01
5.832600948e+01,2.843605275e+00,1.960844380e+01,6.542731877e+01,7.285638234e+01,9.545930350e+01,2.325964900e+01,9.478583485e+00,3.125131464e+01,3.381984215e+01,2.755857622e+01,2.225585511e+01,4.645536365e+01,9.641363497e+01,7.019609316e+00,5.885067860e+01,4.110260824e+01,5.204042288e+01,9.662626898e+01,6.658558090e+01,9.960041935e+01,5.098282561e+01,3.752332810e+01,9.602475532e+01
7.079648578e+01,5.952780893e+01,3.010900916e+01,8.185785235e+01,7.390567716e+01,6.321653801e+01,1.582746531e+01,4.942133753e+01,7.819575875e+01,3.145280019e+00,3.712313601e+01,7.153379863e+01,2.077153853e+01,1.254432082e+01,2.983005623e+01,2.683030062e+01,3.888101000e+01,1.096723672e+01,8.589465610e+01,2.550815780e+01,5.815714603e+01,8.473935768e+01,9.276456189e+01,4.250327852e+01
7.010925769e+01,7.218089542e+01,3.856962264e+01,4.735199091e+01,8.172176193e+01,4.631427768e+01,8.563668608e+01,7.749428343e+01,3.444071733e+01,3.269463891e+01,2.146463551e+01,1.850030313e+01,2.484302787e+01,3.524075026e+01,4.443428877e+01,2.342473708e+01,6.152345578e+01,6.753654043e+01,3.964391864e+01,7.595297205e+01,9.609149725e+01,6.499222573e+01,6.277285026e+00,7.532552902e+01
5.154446755e+01,3.575611470e+00,8.804269280e+01,1.464709201e+01,5.137703130e+00,1.230933949e+01,5.332763594e+01,4.165164657e+01,6.284956880e+00,3.584543697e+00,7.428552611e+01,7.765489963e+01,1.985183803e+00,4.901574340e+01,6.001688964e+01,7.092310146e+01,1.569916977e+00,2.444879631e+01,9.397646187e+01,6.699400334e+01,5.749854840e+01,6.143476784e+01,7.949947751e+01,3.240327799e+01
5.471705476e+01,7.876328376e+01,6.439586906e+01,3.250144544e+01,3.355914878e+00,5.297334278e+01,9.058871971e+01,2.745100962e+01,4.759872598e+01,9.254657065e+01,1.210932036e+01,5.156074660e+01,3.022346482e+01,1.275620507e+01,4.128664507e+01,7.572435278e+01,7.094945926e+00,8.439760121e+01,4.936623443e+01,8.555858842e+01,5.864923637e+01,5.819951703e+01,3.701348694e+01,5.091723967e+01
7.412655438e+01,5.638555491e+01,2.318040794e+01,2.211665230e+01,6.618814182e+01,3.348896015e+01,3.517400028e+01,7.567768476e+01,1.520033880e+01,9.460296426e+01,5.551147727e+01,3.845980273e+01,7.874205376e+01,8.969753997e+01,4.304940793e+01,1.330064170e+01,9.146229520e+00,9.723032733e+01,6.731250740e+01,8.125746954e+01,9.314426372e+01,2.979737673e+01,6.209012962e+01,3.168309246e+01
8.306474745e+01,1.266359515e+01,2.672639736e+01,6.308698755e+00,4.878769603e+01,1.328418214e+01,3.096619765e+01,3.084274850e+00,2.191219441e+01,5.421865183e+01,8.082660440e+01,4.847958774e+01,1.055196641e+01,5.429152354e+01,8.675793013e+01,9.890120487e+01,6.794946041e+01,4.697958149e+01,4.071060314e+01,1.835176925e+00,2.360838984e+01,4.538138405e+01,2.421995182e+01,8.869872004e+01
2.193984635e+01,4.233863139e+01,8.259506007e+01,9.187854143e+01,8.382204102e+01,2.155807107e+01,5.733540102e+00,7.012177630e+01,2.800559555e+01,5.275846036e+01,9.716595903e+01,5.971028348e+01,8.271980613e+01,1.197551746e+00,1.546011376e+01,3.834696019e+01,5.445456252e+01,5.034535198e+01,7.618662705e+01,7.907446781e+01,5.221177413e+01,5.843223606e+01,5.313374327e+01,4.226242590e+01
5.964836715e+01,5.372128074e+01,3.102640228e+01,7.997685021e+01,8.762799128e+01,1.410756275e+01,3.950538163e+01,2.602189086e+01,3.137767710e+01,6.983986323e+01,2.208154291e+01,1.142904372e+01,1.474756264e+01,8.075305657e+01,7.557044044e+01,7.176507152e+01,2.710665876e+01,5.550975177e+01,7.863505143e+01,1.655525983e+00,7.102147859e+01,5.150676583e+01,1.651460841e+01,8.043030212e+00
3.995257230e+01,3.332947539e+00,5.358493979e+01,2.699416485e+01,8.491983765e+01,7.258605079e+01,7.715856497e+01,9.811412457e+00,6.210927199e+01,5.734175849e+01,7.477601634e+01,1.167201443e+01,6.822873575e+01,3.674615785e+01,8.256846073e+01,6.411586792e+01,8.670982288e+01,3.301342235e+00,6.827686407e+01,6.241276348e+01,7.110987363e+00,3.599751118e+01,2.230921693e+01,3.049923947e+01
1.516406776e+01,6.210605191e+01,7.603500954e+01,1.240165969e+01,3.775797797e+01,6.837783776e+01,8.295140513e+01,5.909047332e+01,1.762721720e+01,3.871735135e+01,5.162621831e+01,9.673679946e+01,3.393547520e+01,2.851686528e+01,1.492610701e+01,7.273713702e+01,8.946068143e+01,6.153480030e+01,2.870659962e+01,6.221683039e+01,3.301817637e+01,6.215371641e+01,4.386974091e+01,5.893559998e+01
7.447362351e+01,5.671995461e+01,2.234960075e+01,4.112939679e+01,5.810803491e+01,8.153693496e+01,8.446929589e+01,6.512138551e+01,6.424647295e+01,2.206360130e+01,4.880643991e+01,8.581995651e+01,2.759291360e+01,8.000592474e+01,2.515538139e+01,6.282569691e+01,6.034239341e+01,3.470609645e+01,4.348112887e+01,9.363401616e+01,6.568564698e+01,5.695350172e+01,1.138363720e+01,8.998971884e+01
4.484732931e+01,1.643314943e+01,2.407919089e+01,1.075824108e+01,5.370969666e+00,1.111097589e+01,5.195753918e+01,1.417129262e+01,4.374185974e+01,1.567194111e+01,2.332099792e+01,9.207807450e+00,3.412663430e+01,4.531087819e+01,5.929331053e+01,5.971258208e+01,9.479132797e+01,8.109280540e+01,6.010902416e+00,9.401073664e+01,5.649838679e+00,8.929148908e+01,5.373670991e+01,9.693014169e+01
1.715809552e+01,9.150911739e+01,6.200901036e+01,5.979496391e+01,2.894323063e+01,7.741156176e+01,7.282399421e+01,5.750028242e+01,5.722235563e-01,8.218328362e+01,3.639379425e+01,6.740657893e+01,2.677493493e+01,6.933959190e+01,4.780087042e+01,2.235540802e+00,1.066118248e+01,6.857372220e+01,6.105468971e+01,5.054243991e+01,2.159740961e+01,9.145741716e+01,1.831093597e+00,5.886906578e+01
2.403305041e+01,9.976888127e+01,4.952911774e+01,9.966630898e+01,6.438367349e+00,3.600872180e+01,8.707755563e+00,2.870470853e+01,1.091646603e+01,2.322609535e+01,5.915576433e+01,1.541014840e+01,8.098664068e+01,7.621965256e+01,9.847108069e+01,3.664201745e+01,4.717568195e+01,6.404986726e+01,3.785499017e+01,4.409021366e+01,6.504849245e+01,4.427646395e+01,7.298289324e+01,9.945841586e+01
1.828869403e+01,1.973478010e+01,4.308779674e+01,3.534130495e+01,3.174784866e+01,3.655906006e+01,3.646875810e+01,1.172382481e+01,4.011088538e+01,3.638537679e+01,6.089959245e+01,4.775380620e+01,9.468444742e+01,6.081748172e+01,3.267294583e+01,5.924280679e+01,2.903023436e+01,8.564895530e+00,8.171204520e+00,4.821857002e+00,9.140286326e+01,6.179202657e+01,3.065544743e+01,8.211875321e+01
5.531478876e+01,1.228601094e+01,1.029243285e+01,5.579456143e+01,7.416250947e+01,8.172937636e+01,3.942027272e+01,7.393404900e+01,4.252265725e+01,2.410177627e+01,9.407779947e+01,6.483498971e+01,4.140479474e+01,5.276174884e+00,8.338566463e+01,6.968644403e+01,3.312146860e+01,6.998937946e+01,9.877976633e+01,9.275714335e+00,2.177183525e+01,2.611660614e+01,7.867137316e+00,1.590558479e+01
2.446127581e+01,6.983715254e+01,7.511302498e+01,1.852027587e+01,2.802969619e+01,1.129776841e+01,1.844079160e+01,2.860172007e+01,7.179702931e+01,6.779462650e+01,7.309196941e+01,7.365660877e+01,6.985948080e+01,2.231825937e+01,9.300186260e+01,5.833612821e+01,8.115627028e+01,3.324105459e+01,5.864864525e+01,4.349673914e+01,2.754006525e+01,3.377417050e+01,2.619760750e+01,9.838830332e+01
3.808405835e+01,3.484996270e+01,8.433293284e+01,1.783771795e+01,9.384510497e+01,8.724509282e+01,6.407089071e+00,6.448568237e+01,4.361117596e+01,9.902969487e+01,6.714444728e+01,2.543438462e+01,5.158952351e+01,2.065432575e+01,8.503578610e+01,8.982316520e+01,3.581160419e+01,7.821601843e+01,8.154116195e+01,6.687362418e+01,2.414971865e+01,1.603485912e+01,9.314780250e+01,8.175859528e+01
9.477335493e+01,4.571249669e+01,6.667127066e+01,3.503376564e+01,9.635633154e+01,2.170505722e+00,4.342121648e+01,4.756512004e+01,5.466843799e+01,3.688735758e+01,7.282921822e+01,8.423243674e+01,3.315034750e+01,4.938424507e+01,4.678252454e+01,1.399910314e+01,6.122778265e+01,9.807207509e+01,5.699664512e+01,8.512272374e+01,4.162347429e+01,3.963306035e+01,4.403985896e+01,7.310032703e+01
4.884327302e+01,1.848113145e+01,9.858535787e+01,9.191715256e+01,2.423564591e+01,8.233975160e+01,5.933514585e+01,8.591141227e+01,7.456774873e+01,1.904388180e+01,2.285355498e+01,8.482665929e+01,6.478023409e+00,1.526609560e+01,9.137146259e+01,6.548006888e+01,9.111790827e+01,6.576440976e+01,6.155542412e+01,8.663400785e+01,6.563211825e-01,6.754173905e+01,7.257854843e+01,1.994211323e+01
3.874268406e+01,6.280926698e+01,5.816720827e+01,4.276632400e+01,4.741898464e+01,2.648728838e+01,6.317695564e+01,5.497323443e+01,8.748603489e+01,4.727580826e+00,7.685648663e+01,1.253986387e+01,6.754034298e+01,6.302222268e+01,7.702800886e+01,6.648293680e+01,5.724935852e+01,7.957481139e+01,6.506469001e+01,5.927491697e+00,8.042473777e+01,9.550604722e+01,6.512782750e+01,7.724091489e+01
7.163634772e+01,6.142016033e+01,9.937734683e+01,4.408031438e+01,2.911837431e+01,7.239430856e+01,1.446171247e+01,1.087631873e+00,9.300490040e+01,6.993493184e+01,8.819241302e+01,1.418722323e+01,6.693039690e+00,6.321359495e+01,6.448203158e+01,4.037137327e+01,1.545812630e+01,1.294101993e+01,2.166248341e+01,4.411196268e+01,7.609834698e+01,6.941067953e+00,4.022615583e+01,5.542318769e+01
7.068245122e+00,6.741432883e+01,5.357548264e+00,6.350011693e+01,5.706621130e+01,3.263746156e+01,7.915669409e+01,4.050971439e+01,4.673818583e+01,1.558499503e+01,7.774835031e+01,1.056653631e+01,2.405458212e+01,6.163417542e+01,7.856088828e+01,2.991995104e+01,4.601245012e+01,9.015207137e+01,5.896665534e+01,1.672607598e+01,8.423573967e+00,7.892956745e+01,8.130236690e+01,4.270768969e+01
2.410745840e+01,8.712376420e+01,6.009263955e+01,2.140641299e+01,2.984245463e+01,3.760364122e+01,9.967734832e+01,6.131925849e+01,5.631187707e+01,1.120916413e+01,8.492730273e+01,6.389020159e+01,2.735821782e+00,4.191582154e+01,8.624505545e+00,5.428168863e+01,4.145659317e+01,3.651055374e+01,9.924107809e+01,3.260971338e+01,6.626786824e+01,4.301344183e+01,7.998372078e+01,3.293420814e+01
8.239652636e+01,3.693789467e+01,1.265412308e+01,9.165530238e+01,9.649676075e+00,5.761732935e+01,9.229764835e+01,2.810902034e+01,5.384586717e+01,2.833233435e+01,3.200683885e+00,2.851300534e+01,5.778072963e+01,5.172182050e+01,2.057788174e+01,1.457733663e+01,2.026056339e+01,3.377940999e+01,8.677282158e+01,5.008773872e+01,3.443995133e+01,7.720596505e+01,9.398962940e+01,5.842030177e+01
2.553878393e+01,4.026012819e+01,9.793617978e+01,1.316252193e+01,5.498491758e+01,1.606439863e+01,8.835969147e+00,3.920963898e+00,2.198713169e-01,9.529490082e+01,4.792018452e+00,6.323248113e+01,7.111328295e+01,7.151638853e+01,2.945422629e+01,1.080970937e+01,5.898191614e+01,8.056269237e+01,8.842850325e+00,3.693857756e+01,2.329983954e+01,6.378404555e+01,2.719989971e+01,5.731861498e+01
6.654884742e+00,2.849513383e+01,9.928826841e+01,9.557588324e+01,9.308797448e+01,4.851515480e+01,6.714912249e+01,7.361618554e+01,2.913513890e+01,5.600561006e+01,4.334868955e+01,5.620321151e+01,8.984432313e+01,7.190456039e+01,8.946040480e+01,3.413330582e+01,1.463269254e+01,1.476462652e+01,7.708040401e+00,7.917038542e+01,1.088361860e+01,2.000186959e+00,5.938435157e+01,8.255348735e+01
9.127685617e+01,6.617539431e+01,2.299648287e+01,1.292633180e+01,1.409109363e+01,1.355560538e+01,2.368226770e+01,9.813957077e+01,3.924037655e+01,7.350880113e+01,9.249552903e+00,7.637933056e+01,7.288736163e+01,3.557487365e+01,4.996292912e+01,6.332057780e+01,1.080366056e+01,1.464229597e+01,7.547206267e+01,6.605013491e+01,8.788777938e+01,6.973700375e+01,8.992198007e+01,6.060091163e+01
7.147442787e+01,7.742160579e+01,7.424498816e+01,6.747256867e+01,1.495835967e+01,5.130316466e+00,5.176436268e+01,7.866323642e+01,3.486079604e+01,6.595599333e+01,4.139803044e+01,4.257297668e+01,6.385378777e+01,9.231208948e+01,9.835731619e+01,4.748499603e+01,1.696686249e+00,8.592994988e+01,4.008493277e+01,9.669764906e+01,6.109427919e+01,7.447529269e+01,6.555348422e+01,4.740254459e+01
9.626483248e+00,6.452716349e+01,7.987370947e+01,5.422957812e+00,9.189057628e+01,3.677971552e+01,9.413579788e+01,5.398390751e+01,3.639780539e+01,1.194724029e+01,5.299329671e+01,8.212855972e+01,8.793640680e+01,6.414716280e+01,9.755773716e+01,4.890389277e+01,5.168870572e+01,5.763872928e+00,5.649684489e+01,1.389242038e+01,3.380833738e+01,5.460333501e+01,2.494041635e+01,1.842162675e+00
