v1,v2,v3,v4
4.557978751e+01,6.777787610e+01,8.459783998e+00,8.925417706e+01
7.314972751e+01,7.243531833e+00,2.424718888e+01,1.401627394e+01
7.463374606e+01,3.087127653e+01,5.407944371e+01,6.646587257e+01
8.274920129e+01,3.484668228e+01,6.562118639e+01,2.894703605e+01
9.139594370e+01,2.443046075e+01,8.176699802e+01,9.542286425e+01
4.521690106e+01,1.969105082e+01,8.115535987e+01,9.286290754e+01
6.984939749e+01,2.774346869e+01,1.627489233e+01,3.423448117e+01
2.790829490e+01,1.635502555e+01,3.261058453e+01,3.992854380e+01
5.107750418e+01,2.561629703e+01,3.943650852e+01,9.131469623e+01
2.202604464e+00,9.228913516e+01,1.468809348e+01,6.004504726e+01
8.420382289e+01,3.930264720e+01,1.422052282e+01,2.609051352e+01
1.944017146e+00,7.593803261e+01,1.716331436e+01,3.897852640e+01
9.106016965e+00,5.844769920e+01,5.416544419e+01,2.838076606e+01
3.455313370e+01,6.980596978e+01,7.758814105e+01,9.902767531e+01
2.284898246e+01,6.430017850e+01,9.585224137e+01,4.350435896e+01
8.087386531e+01,1.173167410e+01,9.657602024e+01,4.856592879e+01
8.309524430e+01,3.128868755e+01,6.005106322e+01,7.001930240e+01
9.579199971e+01,1.879157926e+01,8.372904360e+01,9.729988053e+01
3.738789738e+01,4.372490914e+01,1.993453014e+01,1.576179048e+01
4.690959575e+01,2.724926427e+01,7.637227838e+00,2.157674727e+01
9.916113293e+01,9.482044424e+01,7.772594950e+01,2.515221272e+01
8.298940935e+01,3.216316975e+01,1.075638315e+01,2.361028236e+01
6.493667967e+01,3.653997557e+01,9.070579134e+01,8.896216962e+01
7.701268464e+01,1.372243467e+01,6.073505874e+01,9.398891642e+01
9.034110030e+01,7.913072317e+01,5.877758431e+01,7.109401275e+01
7.603931101e+01,2.376002509e+01,1.102734005e+01,8.527479800e+01
7.856087545e+01,4.257859315e+00,6.781959155e-01,6.385049536e+01
3.426925710e+01,2.208903866e+01,2.671536291e+01,7.040073427e+00
5.915079010e+01,4.195240703e+00,5.039590520e+01,7.361984080e+01
7.782985993e+01,8.871666348e+01,8.838308658e+01,7.207927840e+01
3.635211026e+00,4.285039829e+01,8.744545042e+01,5.936454467e+00
7.407760737e+01,2.188099908e+01,3.041048011e+01,6.469785983e+01
2.525384760e+01,2.811099306e+01,1.507439791e+01,7.961032205e+01
2.249188447e+01,8.366886748e+01,9.048633504e+01,7.678394237e+01
3.445413633e+00,3.221735640e+01,8.919303827e+01,7.279592827e+01
7.424248767e+01,3.691918981e+01,9.090725801e+00,4.200892099e+00
2.770031284e+01,1.275976316e+01,1.319895884e+01,1.826886885e+01
2.962204562e+01,8.393572136e+01,6.028606708e+01,3.924714294e+01
1.305695461e+01,6.496415394e+01,8.139558574e+01,2.745049219e+01
1.184554362e+01,9.071204969e+01,2.207919952e+01,5.609757125e+01
7.510387057e+01,9.100812231e+01,5.950271238e+01,6.955381806e+00
5.351378683e+01,6.484074257e+01,6.988396764e+01,3.606395664e+01
7.018980565e+01,5.260316141e+01,6.869315649e+01,9.128884047e+00
6.475609035e+00,5.663025229e+01,2.336659149e+01,9.821319715e-01
4.676848368e+01,5.749474108e+01,2.604458791e+01,6.785643127e+01
9.050132196e+01,8.318152636e+01,3.819589029e+01,2.490443566e+01
6.380814828e+01,3.111627648e+01,3.523327489e+00,6.279759580e+00
9.446553037e+00,3.871172503e+01,1.694166712e+01,7.765625392e+00
5.045831397e+01,5.389375854e+01,6.508460449e+01,9.997270411e+01
3.974860154e+01,5.215098397e+00,7.363948524e+01,9.038812071e+01
4.628930734e+01,4.275558225e+01,2.364647756e+01,7.562440383e+01
6.268388534e+01,2.988607065e+01,1.737703891e+01,7.665871961e+01
8.614390300e+01,2.341378221e+01,8.808711374e+01,5.907942677e+01
2.719251196e+00,8.864535937e+01,6.841780480e+01,2.507622826e+01
8.649687279e+01,1.827376819e-01,8.296699055e+01,5.802759407e+01
4.183749823e+01,5.314091113e+01,2.549294533e+01,1.602585654e+01
4.963484338e+01,8.013090210e+00,1.236607415e+01,6.712295662e+01
9.172371828e+01,1.453956447e+01,8.387318380e+01,8.167194790e+01
9.419551301e+01,8.722561878e+01,4.247721731e+01,4.075224828e+01
4.599718051e-01,5.079636736e+01,5.719905944e+01,7.385136332e+01
8.787674752e+00,7.128173121e+01,9.407263391e+01,5.441008796e+00
7.141415059e+01,7.601656210e-01,5.325107436e+01,8.353757871e+01
6.339624774e+01,6.217405663e+01,4.325775522e+01,8.887250181e+01
6.486709174e+01,4.717399597e+00,9.755014470e+01,6.137114642e+00
2.670779693e+01,4.147440206e+01,7.382149273e+01,4.683891324e+01
7.277914431e+01,4.095052468e+01,9.354257791e+01,1.920625228e+01
1.271523985e+01,2.911461586e+01,8.844279130e+01,5.588456990e+01
3.723276188e+01,9.135239772e+01,1.881208787e+01,6.887403979e+01
6.702024872e+01,9.458939326e+00,5.383503426e+01,5.323152443e+00
3.675126551e+01,9.387184778e+01,2.955407715e+01,1.049640237e+01
6.960625746e+01,7.957048689e+00,3.272465734e+01,9.537227930e+01
5.474047651e+01,2.540941767e+01,6.055649845e+01,2.195900647e+01
8.765582839e+01,1.760481904e+01,5.029403100e+01,3.106425743e+01
3.521000270e+01,8.237291777e+00,8.955515735e+01,5.485909604e+01
1.320205060e+01,8.937814324e+01,3.036977185e+01,8.258748829e+01
6.976031136e+01,6.323151359e+01,3.180153056e+01,1.846156474e+01
7.799614862e+01,4.940263189e+01,8.809192381e+00,7.710316510e+01
3.383635751e+01,5.633490083e+01,7.570323562e+01,5.597795217e+01
8.523889427e+01,3.142140943e+01,9.954591654e+01,5.469368976e+01
1.996489587e+01,1.194436543e+01,9.698462516e+01,7.888744130e+01
1.518672901e+01,4.022748206e+01,5.663228161e+01,6.008228604e+00
5.403351778e+01,9.583694982e+01,6.862187320e+00,6.264180444e+01
5.747153551e+01,6.619563072e+01,7.487010030e+01,4.837372821e+01
7.185654956e+01,8.998761237e+01,6.014295815e+01,8.415610696e+01
2.206416744e+01,8.225759152e+01,3.216514130e+01,5.816489658e+01
9.293896329e+01,3.236123281e+01,4.432747025e+01,6.601913524e+01
3.645969347e+01,8.587613943e+01,9.312665310e+01,6.299814356e+01
3.206971314e+01,9.912220120e+01,6.189105555e+01,3.436140058e+01
2.388380059e+01,8.895018901e+01,4.194430531e+01,5.739856382e+00
7.583578860e+01,6.100143276e+01,5.858043602e+01,4.026406575e+01
7.927938542e+01,5.420019999e+01,2.986539363e+01,8.196347168e-01
5.166651601e+01,9.015363855e+01,7.098774767e+01,5.723875235e+01
9.819868177e+01,5.297747584e+01,5.101237987e+01,7.791786632e+01
2.857830947e+01,8.335193229e+01,8.883554508e+01,2.429020906e+01
4.312774924e+01,2.137907032e+01,3.625140675e+01,7.262389767e+01
7.319815886e+00,2.756542269e+01,2.949561485e+01,1.813179103e+01
2.459875372e+01,8.204452514e+01,2.879964785e+01,6.092930037e+01
3.503650161e+01,9.795519327e+01,4.348122771e+01,4.986935134e+01
3.225954831e+01,4.847109686e+01,4.798420187e+01,9.097211418e+01
9.194027228e+01,5.497617842e+01,2.109896933e+01,7.355020111e+01
5.457005301e+01,4.853029110e+01,8.168695913e+01,9.982886993e+01
9.888185504e+01,5.105087241e+01,6.809749439e+01,7.954196219e+01
5.403299490e-01,3.439546626e+01,6.378680855e+00,9.424936903e+01
3.808939378e+01,6.378645795e+00,3.101538475e+01,1.915001223e+01
7.169371920e+01,3.419207086e+01,6.205441028e+01,7.166799343e+01
9.203859264e+01,9.254476154e+01,3.586041526e+01,7.052197967e+01
6.959653100e+01,2.227388814e+01,1.449994162e+00,3.171688786e+01
4.655657511e+01,6.145933168e+01,2.639146611e+01,8.848042953e+01
5.174167436e+01,1.851527399e+01,9.267163134e+01,4.904666506e+01
6.370942993e+01,6.080908453e+01,4.760078397e+01,6.172877144e+01
5.876221534e+01,2.896915716e+00,1.961831506e+01,1.645296943e+01
4.668183913e+01,8.905678332e+01,6.416671730e+01,5.700534208e+01
4.871330520e+00,4.130603537e+01,7.223392520e+01,9.020265035e+01
7.095489894e+01,2.255796001e+01,5.906861971e+01,1.943949030e+01
6.014673598e+01,1.382612714e+01,6.858887588e+01,1.782507256e+01
2.432156357e+01,3.970109306e+01,2.048916425e+01,4.784221619e+01
3.314187924e+01,8.762326788e+01,7.972579093e+01,3.407059835e+01
4.150295032e+01,4.604150197e+01,2.564126241e+01,9.389475152e+00
4.274350709e+01,8.563597675e+01,2.375661140e+01,7.538115692e+00
8.790102600e+01,7.177036650e+01,4.007212057e+01,7.640102717e+01
8.148890387e+00,4.488721719e+01,8.828770573e+01,8.178038400e+01
5.849662809e+01,3.927242522e+01,1.727947911e+01,2.450089550e+01
4.829689859e+01,4.863831692e+01,7.985809133e+01,7.401314205e+01
7.355090133e+01,4.348176740e+01,1.936476709e+01,9.866214663e+01
5.636519248e+01,6.380583839e+01,2.320082240e+01,3.737201431e+01
2.912674919e+01,9.768235590e+01,5.224377883e+01,2.589756318e+01
6.795509755e+01,5.057514504e+00,8.540256916e+01,5.492045348e+01
1.872444103e+01,5.967056873e+01,2.210404595e+01,7.473131396e+01
4.430101795e+01,9.803472040e+01,4.330704241e+01,4.963697317e+01
8.518265840e+01,3.403909429e+01,3.747873846e+01,2.701917869e+01
4.084056630e+01,8.742782764e+01,7.790550854e+00,2.311728214e+01
2.572157512e+01,9.328640886e+01,1.019613308e+00,7.898643215e+01
1.734148091e+01,6.794150637e+00,5.893623488e+01,5.699858605e-01
9.879882142e+01,2.858273933e+01,7.902274288e+01,9.601113857e+01
5.997113783e+01,9.002721656e+01,4.881826699e+01,9.973763877e+00
1.081283266e+01,3.064180647e+01,9.389551859e+01,3.456869709e+01
5.387398284e+01,1.265709137e+01,9.741453760e+01,5.977154422e+01
6.511615221e+00,4.769484197e+01,4.169593724e+01,1.990526759e+01
9.092492620e+01,3.318178493e+01,2.588124232e+01,4.328999920e+01
8.016078556e+01,8.524105968e+01,2.071873088e+01,3.091850163e+01
2.594833500e+01,7.879038416e+01,8.713919078e+00,6.844907555e+01
3.106513918e+01,4.586052847e+01,1.654347460e+01,1.758105950e+01
1.645286250e+01,8.030923477e+01,7.739114868e+01,8.711601940e+01
1.404266884e+01,1.144046888e+01,3.328990379e+01,4.744936735e+01
6.644282011e+01,1.866082947e+01,7.038359763e+01,2.664897141e+00
4.470105227e+01,8.914687596e+01,9.785603787e+01,6.958646397e+01
5.481158575e+01,9.675949326e+00,2.356622269e+01,2.266230450e+01
5.233872261e+01,2.958216691e+01,7.464079283e+01,8.815151013e+01
5.869662296e+01,7.901316154e+01,4.832924076e+01,9.891130498e+01
9.517938310e+01,4.951099075e+01,8.537958100e+01,8.533263084e+01
6.748780433e+01,9.512681445e+01,7.679049440e+01,5.061630648e+01
8.286792437e+01,4.644315760e+01,5.559652197e+00,3.273314903e+01
4.870259684e+01,2.828673106e+01,2.898109917e+01,2.680810766e+01
4.630686850e+01,4.619000944e+01,2.716742558e+01,8.407074918e+01
6.098200452e+01,1.296885538e+00,9.036416617e+01,4.506585660e+01
4.778410465e+01,4.664364836e+01,7.527065844e+01,9.663901430e+01
7.774998775e+01,3.401804880e+00,9.541641026e+01,4.731804325e+00
3.083622293e+01,3.469532931e+01,7.041626214e+01,1.285312082e+00
7.966769389e+00,2.285442310e+01,5.091742722e+01,7.915020770e+01
1.789667132e+01,3.012064788e+01,4.599252224e+01,8.568452460e+01
6.257364268e+01,4.781356400e+01,9.898273981e+01,7.110204373e+01
6.427868251e+01,5.954782648e+01,6.652641757e+01,5.257884681e+01
9.533591586e+00,2.536809670e+00,1.617946005e+01,8.333432081e+01
1.929459142e+01,9.635489086e+01,8.655544555e+00,4.081566758e+01
8.664768115e+01,4.819962839e+01,8.207463727e+01,9.018780294e+01
3.699136592e+01,3.100201567e+01,5.767155626e+01,7.767024821e+01
8.918739347e+01,9.426045287e+01,8.577320102e+01,3.869154512e+01
2.687372237e+00,8.118277741e+00,9.801511563e+01,5.965958603e+01
6.278836440e+01,6.002685554e+01,2.433442009e+01,9.145929995e+01
3.957032127e+01,4.516620787e+01,3.658901772e+01,9.834836378e+01
9.287279794e+01,7.296149613e+01,5.199044842e+01,4.098307952e+00
9.938660832e+01,1.573700701e+01,3.059501026e+01,2.486940817e+01
7.659039938e+01,5.929735651e+01,1.060005121e+01,5.552616429e+01
5.421337162e+01,3.340132321e+01,2.280508905e+00,8.019048260e+01
8.147178344e+01,1.532377570e+01,4.156477362e+01,6.837244384e+00
2.035175639e+01,7.983303094e+01,5.862603775e+01,3.661380745e+01
1.688061119e+01,3.682041540e+01,8.555005997e+01,8.227668804e+01
6.679195523e+01,1.482579447e+01,7.162779445e+01,5.192054852e+01
1.418672813e+01,2.398330927e+01,4.890751488e+01,2.337389870e+01
7.474422317e+01,3.915927780e+01,2.697232438e+01,4.414757051e+01
5.752505965e+01,7.798187603e+01,5.334563179e+00,7.805710227e+01
3.094057959e+01,7.758107771e+01,3.197119522e+00,6.019177778e+01
5.661152562e+01,6.761527518e+01,9.136404618e+01,2.433500206e+00
7.101208255e+01,6.904047733e+01,7.603662921e+01,3.791631511e+01
2.554648557e+01,5.850728853e+01,7.805708189e+01,3.154347739e+01
9.356675769e+01,9.125025553e+01,9.964966786e+01,9.561955199e+01
9.907493578e+01,7.705545651e+00,3.752479267e+01,1.693048658e+01
6.152908781e+01,4.380356953e+01,1.478773700e+01,5.624775504e+01
7.878064522e+01,6.132324646e+01,7.782826714e+01,3.186217895e+01
4.297873116e+00,5.651753379e+01,5.348113777e+01,4.116752799e+00
7.332057867e+01,8.141491628e+01,7.667492224e+01,2.352777571e+01
4.210958783e+01,2.713403879e+01,9.673734313e+01,2.120723573e+00
7.072254049e+01,3.549113913e+01,3.770567363e+01,9.961781779e+01
7.341417896e+01,6.666176468e+01,7.210887218e+01,9.204724897e+01
1.804580980e+01,8.840320498e+01,2.859725014e+01,5.441886036e+01
9.237907870e+01,5.131615812e+01,4.646258509e+01,9.932397686e+01
5.555507585e+01,6.623374490e+01,4.059428713e+01,5.221673825e+01
4.781878923e+01,5.555112771e+01,3.344433337e+01,7.341368787e+01
9.851881886e+01,3.956361337e+01,6.217976872e+01,3.349155849e+01
8.394210223e+01,6.964472011e+01,2.663594899e+01,6.620808436e+01
6.525611627e+01,1.325911670e+01,1.674964542e+01,2.882049160e+01
9.733653334e+01,4.127625358e+01,4.674951831e+01,2.077882225e+01
8.865918201e+01,2.638350416e+01,3.388689762e+01,7.408556707e+00
2.069644222e+00,1.687661105e+01,5.988139465e+01,7.544403137e+01
5.518729889e-02,2.025465731e+01,9.214049108e+01,3.080992069e+01
4.265800676e+01,6.594161889e+01,2.545897387e+00,6.809309401e+01
1.823586449e+01,1.069261148e+01,6.221534682e+01,2.464169671e+01
7.064312119e+01,2.893503844e+01,3.981770369e+01,6.136339341e+01
2.408877218e+01,6.240294686e+01,5.008923976e+01,2.697822973e+01
8.569377192e+00,9.313777180e+01,8.390735715e+01,3.381785601e+01
6.658518918e+01,9.576287980e+01,3.205177995e+01,8.513297556e+01
9.504894888e+01,2.872157914e+01,1.586821877e+01,4.702845293e+01
9.769693454e+01,6.422969118e+01,9.829338440e+01,6.285784600e+01
5.252771080e+01,7.938349448e+01,1.896976055e+01,3.109269815e+00
6.722185973e+01,3.795931483e+01,3.851880357e+01,8.213879744e+01
6.630311496e+01,7.000940213e+01,9.856264628e+01,4.226793881e+01
3.963559423e+01,5.332251272e+01,9.171414968e+01,1.030695028e+01
3.401838447e+01,7.063044123e+01,4.583233303e+01,1.324905158e+01
2.102131532e+01,6.679408235e+01,9.992590720e+01,1.382223225e+01
9.530123989e+01,6.735748093e+01,2.657313149e+01,3.229143348e+01
7.156285568e+01,8.294744141e+01,5.671122810e+01,5.505947948e+01
6.594916280e-01,1.972372185e+01,8.084024191e+01,6.153679493e+01
3.435206555e+01,2.140033294e+01,6.278277903e+01,3.561343219e+01
9.794009069e+01,7.864260423e+01,6.104243918e+01,2.306069932e+01
6.036177667e+01,6.889363730e+01,7.329274469e+01,5.239157272e+01
5.734971120e+01,2.603566050e+01,7.393859014e+01,2.816323771e+01
5.343929277e+01,5.452786995e+01,4.123876639e+01,4.544728661e+01
1.037003096e+01,7.743535955e+01,1.283583039e+01,2.395888274e+01
5.287968723e+01,6.013234605e+01,5.469678817e+01,6.071658209e+01
1.161395159e+01,3.625446432e+00,8.816902077e+01,1.909892403e+01
5.246167629e+01,2.685947083e+01,7.996835601e+00,5.756782171e+01
5.865956871e+00,4.831066959e+00,8.019534887e+01,6.488976962e+01
8.402962911e+01,9.395212950e+00,1.357873596e+01,9.655088923e+01
8.606186747e+01,7.921133894e+01,4.044248613e+01,5.544838046e+01
1.960630982e+01,8.759950706e+01,4.198814091e+00,5.733124594e+01
2.633060747e+01,4.631477843e+01,3.672028798e+01,8.858677470e+01
4.227145205e+01,4.000595087e+01,5.056313131e+01,2.521428882e+01
1.105545019e+01,3.712901612e+01,7.802427319e+00,4.768390077e+01
2.936948982e+01,4.931017905e+00,4.488600074e-01,8.819071219e+00
2.054328538e+01,8.010693357e+01,3.730101142e+01,8.116445077e+01
7.046777747e+01,5.815422503e+01,8.238334010e+01,8.595193284e+00
9.971262544e+01,1.982365425e+01,6.335908236e+01,4.942674001e+01
9.549545284e+01,3.825683443e+01,5.447532670e+01,9.321384511e+01
3.377725620e+01,2.031306440e+01,4.677488388e+00,9.628403404e+01
4.192959771e+01,3.029416659e+01,4.456358710e+01,9.878603474e+01
7.888280605e+01,9.990850431e+01,9.091928523e+01,6.819769856e+01
7.561758736e+01,6.465858842e+01,7.117713832e+01,7.258428938e+01
3.062460497e+00,5.369482496e+01,5.574499647e+01,7.195278701e+01
2.097603196e+01,5.085120462e+01,4.777293478e+00,4.913021872e+01
7.986314954e+01,1.415797595e+01,1.139737048e+01,3.729963449e+01
3.594056877e+01,4.210389522e+01,6.958665496e+01,3.263751670e+01
1.363862768e+01,8.422063711e+01,1.822697978e+01,8.837824212e+01
4.027499542e+01,1.559235046e+01,7.272830530e+01,8.203838182e+01
7.528842742e+01,7.511606192e+01,4.600213019e+01,6.471207445e+01
7.733411393e+01,5.530931926e+01,2.128096632e+01,5.522040611e+01
8.004242099e+01,2.468923096e+01,6.291863119e+01,6.422556541e+01
2.417053378e+01,1.437909428e+01,2.141220900e+01,9.584979286e+01
2.824044421e+01,2.237035843e+01,4.529243685e+01,9.756925115e+01
8.033888186e+01,3.322170265e+01,7.914837662e+01,6.984586866e+01
4.440306367e+01,1.240312458e+01,1.848204187e+01,5.835307715e+01
2.329866314e+01,9.301689661e+01,1.114202153e+01,8.146403195e+01
8.733379474e+01,6.898264244e+01,6.452881725e+01,3.300530188e+01
9.786755964e+01,9.893346249e+01,9.904115715e+01,4.676393024e+01
6.715018079e+01,5.148407609e+01,9.231181920e+01,7.784928432e+01
4.992069794e+01,5.716456806e+01,6.194001796e+01,7.615801717e+01
3.685069225e+01,4.578885313e+01,9.348342598e+01,5.695796128e+01
4.067785129e+00,7.226484261e+01,3.465773198e+01,4.666826921e+01
5.580894599e+01,1.369249263e+01,4.392589944e+01,9.768471397e+01
6.553193642e+01,3.866690856e+01,5.640581541e+01,1.675067126e+01
6.410677771e+01,1.476614403e+01,7.245373102e+00,4.558705955e+01
9.613505749e+01,2.973677111e+01,1.221199946e+01,3.330893484e+01
8.489364618e+01,6.854062053e+01,9.451965729e+01,4.634504095e+01
2.900614624e+01,7.553701757e+01,7.285563790e+01,8.727411489e+01
7.591532475e+01,5.473304894e+01,3.920287006e+01,7.836324912e+00
6.359658693e+01,5.546996533e-01,2.293195324e+01,5.294041075e+01
3.199294440e+01,1.168814571e+00,9.642925913e+01,1.014599541e+01
9.271011169e+00,3.806870827e+01,2.994331860e+01,1.490120704e+01
9.127152089e+01,4.081348572e+01,2.756316201e+00,7.319093938e+01
5.980799095e+00,9.886500062e+01,7.938402109e+01,7.064013496e+01
1.917168824e+01,6.874556823e-01,7.634767929e+01,4.408958961e+01
6.516030096e+01,9.255344690e+00,7.050883565e+01,1.314555381e+01
3.619067180e+01,6.655667219e+01,9.736085915e+01,4.197975825e+01
1.118102043e+01,2.614676297e+01,9.126368322e+01,7.519951345e+01
3.786438369e+01,2.802385273e+01,2.822502046e+01,4.977657522e+01
7.892794583e+01,7.806110375e+01,2.734225105e+01,5.088465971e+01
4.579239974e+01,9.761118628e+00,7.078407970e+01,6.350033234e+01
8.550004472e+01,8.747522681e+00,8.046378452e+01,5.025823896e+01
5.786836357e+01,7.321315495e+01,6.939742655e+01,4.460841035e+01
7.491235066e+01,5.987752851e+01,8.487732647e+01,5.011620160e+01
4.125285608e+01,9.747581817e+01,3.422064271e+01,5.401512724e+01
6.735979878e+01,3.511931260e+01,5.304462040e+01,9.556188675e+01
1.902387447e+01,8.664993971e+01,7.761853611e+01,2.387793727e-01
4.298273178e+01,9.689011381e+01,5.826893963e+01,9.464843383e+01
1.798623385e+01,5.792084934e+01,9.946971611e+01,4.827106049e+01
3.945734917e+01,2.057495285e+01,4.877122257e+01,7.770153027e+01
7.201640845e+01,6.810786622e+01,5.250816026e+01,2.550764767e+01
4.454096290e+01,1.734283382e+01,3.788845429e+01,2.765283388e+01
1.212778037e+01,4.529320859e+01,8.211905965e+01,9.516965015e+01
1.444960110e+01,6.697632192e+01,7.502569364e+01,8.189049795e+01
4.851355376e+01,3.725709773e+01,9.329891800e+01,6.948371646e+01
4.382936766e+01,7.036135275e+01,5.551110844e+01,1.293211559e+01
9.709154297e+01,3.441737563e+01,8.419424158e+01,3.015343332e+01
1.867852843e+01,8.176777138e+01,4.466420391e+00,8.940531765e+01
1.579532824e+01,2.517333674e+01,4.776117151e+01,8.270146488e+01
2.445025362e+01,8.864097231e+00,4.915948288e+01,5.043590891e+00
2.293466449e+01,6.049158706e+01,5.944335427e+01,1.430075596e+01
1.721244167e+01,9.157016581e+01,7.920928599e+01,1.972000210e+01
7.164955278e+00,8.067522577e+01,4.925993587e+01,1.964125524e+01
1.008326442e+01,1.901082580e+00,5.071647715e+01,3.599578327e+01
1.627281263e+01,8.937040943e+00,4.532102253e+01,1.719190498e+01
7.699749184e+01,5.801637730e+01,3.270239833e+00,3.946454157e+01
4.842639523e+01,9.783925187e+01,4.861828012e+01,3.325959967e+01
3.306225853e+01,8.218453580e+01,2.767873623e+01,5.281844023e+01
1.855891987e+01,5.624808747e+01,6.143834103e+01,7.921787575e+01
3.253876087e+01,3.917566267e+00,2.233282648e+01,9.300749725e+01
3.121989956e+01,4.883043212e+01,3.490794926e+00,2.136580616e+01
9.441928634e+01,8.638939573e+01,3.641117037e+01,1.204516863e+01
4.683403543e+01,1.185356626e+01,4.360816897e+01,6.962601334e+01
9.259081322e+01,7.781935188e+01,2.937349629e+01,6.104173474e+01
3.242431218e+00,5.009314964e+01,5.631292619e+01,3.854136419e+01
1.768224038e+01,4.328479042e+01,6.261757882e+01,5.871525337e+01
6.229637092e+01,7.478037489e+01,2.610736726e+01,9.272146931e+01
6.020239157e+01,9.471869110e+01,5.749154642e+01,9.333982635e+01
2.138237592e+00,7.670718089e+01,2.493545127e+01,1.166330537e+01
8.686939440e+01,6.209083571e+01,5.607902350e+01,3.057565158e+01
7.978545544e+01,2.742617292e+00,8.252815947e+00,5.519436230e+01
7.670794708e+01,6.864372888e+00,9.600090542e+01,9.882213052e+01
3.484010288e+01,1.315676129e+01,6.600732199e+01,6.343847818e+01
3.163044948e+01,7.817804558e+01,1.218724176e+00,7.948052660e+01
6.781898456e+01,3.857775523e+01,5.658265412e+01,5.110498752e+01
5.092602291e+01,6.392193465e+01,8.261920461e+01,8.249374655e+01
3.281786109e+01,9.973060006e+01,9.508059330e+01,8.708904539e+01
5.112551367e+01,6.956621286e+01,4.515819805e+01,5.307247854e+01
1.541154374e+00,5.731070510e+01,4.227024100e+01,6.217716735e+01
4.710369819e+01,4.155400234e+01,8.258555201e+01,4.816896431e+01
2.567779805e+01,2.144709945e+00,8.665099037e+01,1.303231587e+01
8.896112189e+01,1.018117460e+01,2.150976189e+01,5.940934127e+01
2.847170466e+01,5.750805112e+01,6.172592859e+01,2.179228805e+01
5.956345702e+01,2.088265370e+01,3.080045363e+00,6.444656945e+00
1.402371496e-01,9.850903007e+00,6.735223466e+01,8.057110339e+00
4.422669855e+01,1.105693837e+01,3.304396653e+01,2.824483747e+00
9.088180955e+01,3.275853269e+01,3.968873348e+01,5.159857966e+01
9.014969879e+01,9.089698892e+01,3.376126834e-02,3.953553666e+01
9.981668754e+00,2.425707607e+01,6.722611132e+01,8.683542784e+01
3.466053334e+01,4.694261134e+01,7.194668828e+01,2.901255382e+01
8.840029704e+01,8.474514449e+01,1.202426198e+01,9.841765468e+01
8.093142267e+01,4.722083121e+01,4.617341346e+01,7.234574749e+01
1.127820525e+01,6.537629061e+01,6.124135215e+01,1.669356841e+00
3.052157841e+01,1.468872164e+01,6.886958458e+01,9.498865297e+01
8.207398084e+01,6.309383984e+01,8.350942500e+01,8.772394869e+01
2.988581963e+01,3.534139035e+01,4.750805685e+01,6.580706771e+01
5.057022474e+01,9.069312991e+01,2.571675999e+01,2.166472413e+01
5.702270640e+01,6.706296491e+01,9.911495629e+01,2.786588708e+01
9.427247889e+01,1.303248081e+01,8.452616782e+01,3.295094398e+01
6.298209558e+01,5.061048571e+01,6.041311147e+00,2.677330414e+01
7.212055478e+01,1.601781823e+01,4.826608591e+01,1.611782185e+01
7.902962095e+01,7.683027793e+01,3.344282131e+00,9.297323073e+01
9.147795303e+01,7.535187121e+01,3.171086478e+01,2.204135764e+01
8.209772457e+00,1.649576357e+00,5.487907946e+01,2.143523555e+01
3.573610399e+01,2.412626629e+01,5.966407757e+01,6.232212010e+01
6.325733396e+01,2.900058104e+01,3.312238244e+01,6.529877333e+01
5.607450808e+01,4.263415770e+01,1.868085072e+01,9.355205508e+01
1.075698560e+01,7.151352225e+01,3.697900554e+01,3.636751955e+01
7.302292336e+01,9.353530989e+01,6.391380382e+01,4.147546788e+01
2.889776634e+01,4.465881641e+01,7.961753422e+01,3.586313139e+01
9.664921934e+01,9.962150760e+01,8.078360674e+01,6.068087660e+01
2.819012481e+00,8.353047115e+01,9.052395974e+01,1.868788399e+01
2.018559763e+01,8.153653841e+01,8.591793867e+01,1.983157836e+01
5.127382675e+01,7.638687520e+01,8.565891417e+01,7.393915761e+01
3.994779902e+01,5.997036979e+01,8.979217379e+01,7.902222655e+01
2.311503592e+01,5.604048653e+00,5.703948514e+01,3.963652267e+00
4.364423424e+01,6.862653505e+01,7.343428550e+01,3.488456915e+01
8.333951007e+01,8.571186090e+01,5.540229090e+01,2.446139542e+01
3.743227624e+01,3.191395377e+01,4.980065521e+01,4.032595351e+01
4.323381679e+01,9.293100666e+01,7.149732870e+01,1.621418833e+01
4.142796827e+01,8.259232445e+01,3.721030478e+00,8.344018471e+01
5.308650922e+01,2.219738032e+01,8.697746397e+01,9.232976723e+01
9.656351490e+01,1.221307727e+01,1.389109293e+01,4.288245503e+01
5.492279185e+01,2.709672912e+01,1.764849308e+01,7.840240580e+01
3.511450722e+01,4.410201613e+01,2.133062971e+00,2.407149310e+01
3.416074391e+01,7.279515774e+01,4.921301254e+00,4.178071144e+01
8.569571727e+01,6.608236720e+01,4.302296444e+01,4.155873965e+01
9.563556124e+01,2.150560957e-01,2.501816927e+01,9.641902770e+01
9.943887638e+01,2.960795720e+00,8.188891360e-01,3.825377177e+01
7.199415700e+01,4.794853432e+01,6.876249654e+01,3.244826192e+01
1.266980780e+01,4.188757545e+01,3.258800509e+01,9.084704894e+01
2.081376833e+01,3.369475341e+01,6.162545800e+01,2.376812926e+01
6.931323763e+01,6.335983265e+01,5.171991437e+01,3.358385437e+01
