v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91
7.004400009e+01,3.438616298e+01,7.393803165e+01,1.007722132e+01,3.538421391e+01,8.969841886e+01,4.225648742e+01,6.037847772e+01,2.131549882e+01,1.099563207e+01,7.439327817e+01,1.544679403e+01,2.481944100e+01,9.699162685e+01,9.064020446e+01,9.632797170e+01,7.115561159e+01,2.468779716e+01,7.680914154e+01,8.561808833e+01,4.877755530e+01,5.966881111e+01,8.404183760e+01,6.621465555e+01,9.816302461e+01,4.736974373e+01,2.239652028e+00,4.758941326e+01,3.781868312e+01,7.418309591e+01,8.002242968e+01,7.072042302e+01,6.353151335e+01,8.930630651e-01,1.400542987e+00,9.314381041e+01,3.586516856e+01,2.800072912e+01,1.884908676e+01,9.861949186e+01,8.122816048e+00,6.112873673e+01,3.776402234e+01,4.156826971e+01,8.521963605e+01,5.219874873e+01,4.938972642e+01,1.858281618e+01,7.738702354e+01,7.235308346e+01,6.231483282e+01,3.496312823e+01,4.568109429e+01,2.862996581e+01,2.622556536e+01,8.118792957e+01,8.330175116e+01,1.779596252e+01,2.562113876e+00,2.975229052e+01,4.612779786e+01,3.502742792e+01,4.103801600e+01,2.794682830e+01,5.609393626e+01,4.210654623e+01,9.430247392e+01,8.475778364e+01,7.233455409e+01,3.935643685e+01,2.617353066e+01,2.528443794e+01,4.694130779e+01,7.452053730e+01,5.975612942e+01,6.330312993e+01,9.972998802e+01,9.882143485e+01,6.150294939e+01,6.384131168e+01,4.829406124e+01,7.166393255e+00,7.034543502e+01,9.297856297e+01,5.509739363e-01,1.358397772e+01,8.654157982e+01,8.551518796e+01,8.287475291e+01,5.510738547e+01,3.525359986e+01
9.986290967e+01,4.255648537e+01,3.207394751e+01,3.908203943e+01,2.161717127e+01,7.694290946e+01,7.699309672e+01,5.433837188e+01,5.722208795e+01,3.987328082e+01,4.301608063e+01,2.077768767e+01,3.147414787e+01,3.633485237e+01,6.422867173e+01,8.783327206e+01,1.761598437e+01,8.696015562e+01,4.282132191e+01,9.361376910e+01,8.681192560e+01,7.614697106e+01,1.100437792e+01,2.738617941e+01,8.401382475e+01,8.476345433e+01,6.246715620e+01,1.085085991e+01,8.749419737e+01,7.143626616e+01,1.153851333e+01,6.663172525e+01,2.308255434e+00,6.543963067e+01,6.278045771e+01,1.213759385e+01,3.973779295e+01,1.927614481e+01,6.050610119e+01,9.732416330e+01,7.058735941e+01,8.939117871e+01,8.903110574e+01,6.466574425e+01,7.431599568e+01,1.675784270e+01,3.706117928e+01,9.094824315e+01,6.147793542e+01,6.292101675e+01,7.763588904e+01,9.624946919e+01,7.722363840e-01,1.599530039e+01,2.053417358e+00,2.334691482e+00,4.629156116e+01,1.588580193e+01,2.681546224e+01,1.450910138e+01,3.442335554e+01,1.547608620e+01,3.706609093e+01,9.602923404e+01,1.226330758e+01,9.553353296e+01,3.951352755e+00,4.126729467e+01,1.482760460e+01,6.129738699e+01,8.828377817e+01,9.812235191e+01,5.855037282e+01,8.329545223e+01,9.882155246e+01,5.355747915e+01,8.296658195e+01,8.675359884e+01,6.743608086e+01,1.540441678e+01,4.081814003e+00,9.395369948e+01,7.415825421e+01,5.859095032e+01,5.708370943e+01,1.683758832e+01,6.597317446e+01,9.105391771e+00,2.947197789e+01,4.696953355e+01,9.022191981e+01
4.318819587e+00,8.109407900e+01,2.834000562e+00,1.783198595e+01,7.702561525e+01,3.777219318e+01,3.234179124e+01,4.641733977e+01,3.646832572e+01,1.159107502e+01,7.714291663e+01,7.116567896e+01,8.675867360e+00,4.002755967e+01,7.778062977e+01,4.136548250e-01,4.277120038e+01,1.413980922e+01,3.216498719e+01,5.238836833e+01,1.889958917e+01,3.460126935e+01,1.564271554e+01,4.533022185e+01,3.403330224e+01,5.145240257e+01,6.454314911e+01,7.400461983e+00,1.282599784e+01,3.783185105e+01,2.201984218e+01,1.344437718e+00,7.938092918e+01,5.206013416e+01,5.132408920e+00,5.956050704e+01,2.405648716e+01,9.996637075e+01,4.658505643e+01,9.539393968e+01,6.446580685e+01,4.792238285e+01,7.843563304e+01,6.037178653e+01,7.845432748e+01,5.960424534e+01,6.437931512e+01,2.868794841e+01,5.811818653e+01,1.626404761e+01,8.424786255e+01,4.726318764e+00,9.265941498e+01,5.202068002e+01,7.875734936e+01,7.274481591e+01,8.963302436e+01,3.260787581e+01,5.665191471e+01,3.763214460e+01,9.679643246e+01,1.789270724e+01,1.339786361e+01,7.379476131e+01,1.750161700e+01,1.598121147e+01,2.129018557e+01,1.671386117e+01,2.286075471e+01,4.279904626e+00,5.856818808e+01,5.842364334e+01,7.108390189e+01,5.343892430e+01,4.183047925e+01,6.528974943e+01,9.100532800e+01,5.891729959e+01,3.878894089e+01,6.077985322e+01,4.703073121e+01,5.643951485e+01,5.724589613e+00,6.887343048e+01,8.455223681e+01,7.249984418e+01,4.178963028e+00,5.026619668e+01,6.042069024e+01,2.523447675e+00,2.685349330e+01
6.442954610e+00,5.885435306e+01,3.243370692e+00,8.701655257e+00,9.107217255e+01,7.597173750e+01,5.874163273e+01,8.481893008e+01,2.875297412e+00,3.945636920e+01,7.948776435e+01,5.912887085e+01,1.474028208e+01,6.787127364e+01,2.534866015e+01,2.101384178e+01,8.654866780e+01,2.333651908e+00,8.000883681e+01,5.199028852e+01,5.998752347e+00,8.933880395e+01,4.407376496e+01,4.718097628e+01,2.386559032e+01,4.607473068e+01,4.828085554e+01,7.140640646e+01,1.160750736e+01,4.052382074e+01,9.942132526e+01,6.019460962e+01,1.282131100e+01,2.039110164e+01,5.658928650e+01,8.229818617e+01,1.485590450e+01,4.971462032e+01,5.394980116e+01,5.763828441e+00,9.597489264e+01,2.451487070e+00,1.504184872e+01,8.073060765e+01,6.056121250e+01,9.659038307e+01,4.965013648e+00,2.257152057e+01,7.993187373e+01,5.798548336e+01,1.357911153e+01,4.454522761e+01,4.146998060e+01,5.178921000e+01,1.686751115e+01,4.631532492e+01,6.439634558e+01,9.314504400e+00,4.867394180e+01,2.471015951e+01,4.557896058e+01,7.583796559e+01,3.044070342e+01,9.723749622e+01,2.921735846e+00,8.753414592e+01,9.816184269e+01,2.254496910e+00,3.848887994e+01,1.448809190e+01,6.088974944e+01,8.340714835e+01,4.673471939e+01,6.171020352e+01,5.107900358e+01,6.388615362e+01,7.736503768e+01,2.553359473e+01,4.950425678e+00,9.864288495e+01,4.868090526e+01,8.484437820e+01,6.918379047e+01,9.154499392e+01,7.379705178e+01,6.594496945e+01,2.826777981e+01,6.974066174e+01,7.387584890e+01,3.504701245e+01,8.841933251e+01
7.436033903e+01,1.701407473e+01,3.675046328e+01,8.325845393e+01,4.918621953e+01,1.457128199e+01,7.426654309e+01,4.750698948e+00,7.955972802e+01,3.501592661e+01,3.028128904e+01,5.704810883e+01,3.733531991e+01,7.492710073e+01,6.034663385e+01,9.321192845e+01,3.107430651e+01,8.927319407e+01,4.969981588e+01,1.859129120e+01,1.100045256e+01,3.091346303e+01,1.974440822e+01,1.835263692e+01,9.513327712e+01,5.727024132e+01,3.775774335e+01,5.975462986e+01,8.784593571e+01,5.935214083e+01,1.489355828e+01,7.450624203e+01,2.808126280e+01,1.717695395e+01,7.746326945e+01,5.837254873e+00,9.201963576e+01,9.213333036e+01,4.922210309e+01,7.624251336e+01,7.613300693e+00,1.994363385e+01,5.750642534e+01,7.375103993e+01,8.542372289e+01,2.911741353e+01,1.567436360e+01,2.080215609e+01,5.126598482e+01,4.413392591e+01,6.210446293e+01,1.611250705e+01,5.205471408e+01,1.696350819e+01,4.693622415e+01,5.011031241e+01,9.778925090e+01,4.213934844e+01,1.988874623e+01,4.772736453e+01,3.306982270e+01,5.604154229e+01,6.849926856e+01,6.925839064e+01,1.839622106e+01,4.716207792e+01,5.515573344e+01,8.823032608e-01,8.581848196e+01,9.775179912e+01,9.152547461e+01,7.553796658e+01,5.713600048e+00,2.470590057e+01,9.392705572e+01,7.651810920e+00,6.142374848e+01,8.278458557e+01,8.292130571e+01,9.325172709e+01,1.283777569e+01,4.457194596e+00,3.226710242e+01,1.912217262e+01,3.202676915e+00,6.485157905e+01,6.838120868e+01,3.012063318e+00,6.954822917e+01,2.271053603e+01,3.831249237e+01
4.884451137e+01,4.605244374e+01,3.078733409e+01,9.942376255e+01,4.454525746e+01,5.661350860e+01,4.102283092e+01,1.580335216e+01,3.079455479e+01,9.773306742e+01,1.877993333e+01,3.069104487e+01,9.940201844e+01,8.204707607e+01,7.557086262e+01,3.812991079e+01,3.460390773e+01,9.551467507e+01,4.590727784e+01,3.294138935e+01,5.640971642e+01,6.520706240e+01,9.916664865e+01,5.200607971e+01,4.899675105e+01,5.433928420e+01,4.494696345e+01,8.389534413e+01,6.459403037e+01,5.655072220e+01,2.967928829e+01,3.765798614e+01,1.546569939e+01,9.481973645e+01,9.875653657e+01,4.100917396e+01,1.208906130e+01,5.280908141e+01,8.531701154e+01,6.282499970e+01,1.997774990e+01,3.621318803e+01,7.978183256e+01,5.555450477e+01,8.480758209e+01,3.103998325e+01,5.705812060e+01,4.430601948e+01,7.837245551e+01,1.500863911e+01,6.751135415e+01,8.987342320e+01,7.782594741e+01,1.210979671e+01,2.392530770e+01,3.539768362e+01,1.872476208e+01,8.870268638e+01,1.994702210e+01,2.438313984e+01,8.876758839e+01,3.648211147e+00,4.939860900e+01,9.857830657e+01,8.566887246e+01,4.288148531e+01,9.999976391e+01,2.467452114e+01,6.493094636e+01,5.958402030e+01,2.816646401e+01,7.824993145e+00,9.906045075e+00,1.201071304e+00,9.956813957e+01,8.820457486e+00,4.549890209e+01,8.087725933e+01,3.179442871e+00,1.142459198e+00,2.457497241e+01,1.782909585e+01,1.389511043e+00,8.052097683e+01,6.543082115e+01,8.827331735e+01,3.051937048e+01,5.783686220e+01,2.194641144e+01,9.015573966e+01,2.432727035e+01
6.059780858e+01,5.281544279e+01,6.978326814e+01,6.886197555e+01,1.691611533e+01,6.100986636e+01,2.421462813e+01,7.159978038e+01,6.418816739e+00,7.573910563e+01,2.621593105e+01,8.054755876e+01,6.656217260e+01,1.368811571e+01,5.085967513e+01,3.096259491e+01,4.116194603e+00,2.050470332e+01,8.159301559e+00,8.870919028e+01,2.474383071e+00,3.702103418e+01,7.684166880e+01,2.521555718e+01,3.150741218e+01,1.036221538e+01,2.510379704e+01,3.748418716e+01,3.378012344e+01,8.139559207e+00,5.178798885e+01,5.610182814e+01,7.169056902e+01,1.814839487e+01,9.386403578e+00,3.085141401e+01,2.084116192e+01,4.497643262e+01,9.245414725e+00,7.447148388e+01,2.531425470e+01,7.835414593e+01,3.360194464e+01,4.031870540e+01,6.187088405e+01,2.937975542e+01,7.638915520e+01,6.669568220e+01,7.331326974e+01,3.143276828e+01,6.445478877e+01,8.548565764e+01,5.139525073e+01,1.970121096e+01,2.544146623e+01,3.621499334e+01,8.177397202e+01,3.501247214e+01,7.256040128e+01,9.496407268e+01,8.616696790e+01,5.369032302e+01,8.434428105e+01,8.011919710e+01,9.768671536e+01,8.606317841e+01,3.449204187e+01,1.544050901e+01,6.608586873e+01,6.154674846e+01,5.522361843e+01,1.246132136e+00,1.544260823e+01,4.181374206e+01,9.460485558e+01,2.390687119e+01,6.508267890e+01,6.977008611e+00,6.339477953e+01,3.143956957e+01,4.313053563e+01,2.809297982e+01,3.585289305e+01,2.635956359e+01,3.644320756e+01,2.020131867e+01,9.815926581e+00,3.493527875e+01,3.380249580e+01,4.527356615e+01,7.994150746e+01
7.672430259e+00,3.475578539e+01,4.228396592e+01,9.620205172e+01,6.081120656e+01,7.942542498e+01,3.485737185e+01,9.925201422e+01,4.476249727e+01,4.240757751e+01,9.126138636e+00,7.268887697e+01,9.540185021e+01,8.456314357e+01,6.840653937e+01,2.379721410e+01,8.315409655e+01,1.526351227e+01,8.632774076e+01,7.968664866e+00,3.777239906e+01,9.018313387e+01,9.702340503e+01,5.079882691e+01,1.702425649e+01,4.804208842e+01,5.595364325e+01,6.110342047e+01,4.293636364e+01,7.925160316e+01,1.600572777e+01,8.911656748e+01,7.368955953e+01,7.949520533e+01,2.905525852e+01,2.539081228e+00,4.341472321e+01,6.653801051e+00,6.450705201e+01,5.827911639e+01,2.860808632e+01,5.528575179e+01,1.524651443e+01,8.375890681e+01,1.517735318e+01,4.351398166e+00,4.774966126e+00,6.810317626e+01,3.915331127e+01,4.746298742e+01,6.658351817e+00,3.393852291e+01,1.754015797e+01,5.921197442e+01,3.327399076e+01,8.396331658e+01,6.478804366e+01,3.526393320e+01,9.159986611e+01,7.264413364e+01,6.372379546e+01,4.587744062e+01,6.550985034e+01,6.931795021e+01,3.400416150e+01,5.323402703e+01,5.199546693e+01,6.059228003e+01,3.016546026e+01,9.607703032e+01,2.779482255e+01,6.490616014e+01,6.500590942e+01,4.923768191e+01,7.276781056e+01,9.694002976e+01,5.899656258e+01,4.305622945e+00,3.334284171e+01,5.127364348e+01,4.013026728e+01,7.638643618e+01,3.394808084e+01,8.781027483e+01,2.069696574e+00,2.427757452e+01,6.637229849e+00,2.370237596e+01,2.070537990e+01,8.860304542e-01,3.801022485e+01
3.913865791e+01,2.766960315e+01,7.364738138e+01,1.814133364e+01,3.200740955e+01,6.056007521e+01,8.976225439e+01,2.148308976e+01,2.467079602e+01,6.764905491e+01,8.871166234e+01,2.023288076e+01,5.406683708e+01,4.906302562e+01,4.342580720e+01,4.749020332e+01,9.202513285e+01,4.605357685e+01,1.270358227e+01,2.691591173e+01,1.178559190e+01,4.126880980e+01,7.438116794e+01,8.284776964e+01,4.320580003e-01,5.038840439e+01,5.520147910e+00,1.276698006e+01,1.366326953e+01,9.859589559e+01,1.215498888e+01,4.049225532e+00,7.863044098e+01,9.985429255e+01,4.284088574e+01,3.597940894e+01,8.225897159e+01,7.035728218e+01,7.504322399e+01,5.722761502e+01,6.974880430e+01,3.484245015e+01,6.561197676e+01,6.718735028e+01,1.877973980e+01,5.269490364e+01,6.128235090e+01,8.123237463e+01,4.674654821e+00,8.890088048e+01,9.504253297e+01,3.448492943e+01,7.845846975e+00,2.891727628e+01,8.337500241e+00,3.987933798e+01,4.678651009e+00,6.782289175e+01,9.852265207e+01,9.420045507e+01,9.647665742e+01,9.364847884e+01,2.621266563e+01,6.976345156e+01,1.469418843e+01,9.670618144e+01,4.209585854e+01,8.722520523e+01,3.425455828e+01,3.577599500e+01,6.253122671e+01,8.277205091e+01,7.312905554e+01,7.500972492e+01,9.257828631e+01,3.146918357e+01,2.965582579e+00,8.065463960e+01,9.778397180e+01,9.978628481e+01,3.561428616e+01,5.813268255e+01,2.529227923e+01,4.647870198e+01,4.207393792e+00,5.544524300e+00,1.228039849e+01,3.284653806e+01,8.673452456e+01,3.214543271e+01,2.635264782e+01
6.740199239e+01,4.039756709e+01,1.697130257e+01,9.989863872e+01,2.300192183e+01,2.135523422e+01,6.648630749e+01,8.859884011e+01,7.896495246e+01,4.616555657e+01,6.705146582e+01,6.140410875e+01,8.148950404e+01,8.881900676e+01,1.940586098e+01,1.957242721e+01,2.946483414e+01,5.316684803e+01,1.863252155e+01,4.736607418e+01,8.837634985e+01,1.759783285e+01,6.886611128e+01,8.297875834e+01,8.526145485e+01,6.871800977e+00,8.343780605e+01,3.284021076e+01,3.253552992e+01,6.467548634e+01,4.998514890e+01,6.634435887e+01,8.712030293e+01,1.683253785e+00,9.705065804e+00,7.621139515e+00,4.737798305e+01,9.228926488e+01,6.570483189e+01,5.710727196e+01,7.561171693e+01,4.655277277e+01,3.686862100e+00,3.917703342e+01,4.915263939e+01,7.293279965e+01,2.596385580e+01,2.025242948e+00,3.017348533e+01,9.966671047e+01,2.019753160e+01,8.241452699e+01,7.715739233e+01,4.814561628e+01,7.452422867e+01,5.562153825e+01,5.134786430e+01,5.147543111e+01,7.539219101e+01,7.001888305e+01,7.863546152e+00,8.740967295e+01,9.566752021e+01,7.544518981e+01,8.903680900e+01,3.418413323e+01,8.331943067e+01,2.279080293e+01,5.692773740e+01,3.553096954e+01,2.937845903e+01,2.903664034e+01,8.373564153e+01,2.045237324e+01,5.960518223e+01,7.551543565e+01,9.458960741e+01,5.118170763e+01,4.973144227e+01,2.981544211e+01,7.605026450e+01,6.319160665e+01,1.630422143e+00,6.643930553e+01,1.712290918e+01,4.015389762e+01,6.714738571e+01,7.839442374e+01,7.975645718e+01,7.943340505e+01,8.388566547e+01
8.614799464e+01,1.590151148e+01,4.230793975e+00,2.481501867e+01,3.014301524e+01,2.090818267e+01,4.904513565e+01,5.621176655e+01,1.088759440e+01,6.069422611e+00,9.402704789e+01,4.924510984e+01,3.536666618e+01,4.931513471e+01,9.886702220e+01,9.342288587e+01,5.210535971e+01,7.904053410e+01,7.217784162e+01,8.817461639e+01,4.744721007e+01,5.947508795e+01,9.467174944e+01,7.479941704e+01,3.394606426e+01,2.730675877e+01,8.256255287e+01,3.211433654e+00,3.921609919e+01,3.281275963e+01,1.379367252e+01,6.911968721e+01,9.679137447e+01,1.416199951e+01,9.181355089e+01,5.209578578e+01,3.404053715e+01,6.238836690e+01,4.966324335e+00,3.025385516e+01,6.152860735e+01,9.159828385e+01,1.711429871e+01,2.176152909e+01,8.433974039e+01,4.388671526e+01,4.321181122e+00,7.539583977e+01,1.521060533e+01,4.039710362e+01,2.376247380e+01,4.829521646e+01,7.976587961e+01,1.630298635e+01,4.942085623e+01,8.461355637e+01,4.030784242e+01,6.716018679e+01,1.582746399e+01,9.006856421e+01,3.682660463e+01,7.229509882e+01,8.109798941e+00,7.674117176e+01,1.353301767e+01,2.862655084e+01,3.770885543e+01,6.908408299e+01,6.358048113e+01,7.064261185e+01,3.245035774e+01,3.693801868e+01,1.716249702e+01,7.160217890e+01,3.704871021e+00,5.098198334e+00,6.189889760e+01,4.613778417e+00,8.500210022e+01,3.538782040e+00,2.621118790e+01,7.325115296e+01,3.382351558e+00,3.483114169e+01,4.710459975e+01,8.614972171e+01,6.941086825e+01,3.743896553e+01,4.529257988e+00,1.032274367e+01,2.721581010e+01
4.552528786e+01,1.426678977e+01,2.245039842e+01,1.508638672e+01,6.951093055e+01,9.757490846e+01,4.700937901e+01,8.947699797e+01,8.273205846e+00,4.955877614e+01,3.573940274e+01,8.534142198e+01,9.280809769e+01,5.685753848e+01,4.739078753e+00,3.121910843e+01,5.396584219e-01,1.829777589e+01,2.772275630e+01,5.000569012e+01,6.183994151e+01,9.611570979e+01,1.897149629e+01,8.092588749e+01,3.057881866e+01,1.104162503e+01,9.698340371e+01,3.855261400e+01,4.782172485e+01,2.896864424e+00,6.322653133e+01,9.060757430e+01,3.871073830e+01,6.499501369e+01,3.083717703e+01,8.113145955e+01,7.012277808e+01,3.265949535e+01,6.772448641e+01,9.264529742e+01,5.031396741e+01,5.432486472e+01,2.926173748e+01,2.939563504e+01,2.282122700e+00,9.571912398e+01,8.726835242e+01,3.917666375e+01,4.330056307e+01,3.191049931e+01,8.816630982e+01,3.943667355e+01,3.343024374e+00,1.275844902e+01,2.208818921e+01,4.982098302e+01,7.918996381e+01,7.992257086e+01,5.817473046e+01,5.891138553e+01,9.478482919e+01,9.607231233e+01,4.713559175e+01,9.388429802e+01,8.875911693e+01,6.668332068e+01,1.452398100e+01,6.390491539e+01,6.435324462e+01,8.470691434e+00,4.044153893e+01,6.334318806e+01,4.754676421e+01,8.179715753e+01,4.234207679e+01,5.979317851e+01,3.730767440e+01,9.526139179e+01,8.019119551e+00,8.159188659e+01,8.920564650e+01,8.149523747e+01,3.866255663e+01,9.411172605e+01,8.485988493e+01,9.960613403e+01,6.087487304e+01,7.893063441e+01,3.443534352e+01,2.088221965e+01,7.393202105e+01
3.805814756e+01,3.131457244e+01,8.526481321e+01,2.362640428e+01,3.664762809e+01,4.561833669e+01,9.887169375e+01,4.954197502e+01,8.060947412e+01,6.205801069e+01,6.074690075e+01,8.646593464e+01,5.429124733e+01,1.416953244e+01,1.093781628e+01,9.067134507e+00,3.015046914e+01,2.184311795e+01,9.604840353e+01,2.704413670e+01,4.240368797e+01,8.769790497e+01,2.531559706e+00,4.372775265e+01,8.321443772e+01,9.393225610e+01,1.846279253e+01,5.577467698e+01,3.074858225e+01,6.458785568e+01,7.527282214e+01,5.527816689e+01,5.877390015e+01,4.811918650e+01,7.680332582e+01,6.636927367e+01,3.536099623e+01,7.786522854e+01,9.382388430e+01,7.328821613e+01,2.604260715e+01,7.522249722e+01,4.631164622e+01,2.291168763e+01,2.840150703e+01,5.834254253e+01,2.064188918e+01,2.424661451e+00,1.071676652e+01,6.810182943e+01,2.988324690e+01,3.206461491e-01,8.853496199e+01,2.290053749e+01,2.966687720e+01,3.777601248e+01,1.862117014e+00,2.564253293e+01,3.120547170e+01,4.378561055e+01,8.499043721e+01,8.609029761e+00,3.698138821e+01,2.106991024e+01,5.318633746e+01,4.668028066e+01,9.300444047e+00,3.757164982e+01,9.818288116e+01,3.761983865e+01,7.037978776e+01,9.973628804e+01,6.666330929e+01,3.378970958e+01,6.666303816e+01,2.332597106e+01,5.676665034e+01,2.735641239e+01,8.155142288e+01,9.291684498e+01,4.986327556e+00,5.122774590e+01,6.399849436e+01,2.908590700e+01,9.443200361e+01,3.571780635e+01,9.167676709e+00,3.209466383e+01,3.700553931e+01,8.852990982e+01,5.787746055e+01
9.805438599e+01,1.947232009e+00,2.507901701e+01,5.782438978e+01,3.234319336e+01,2.059726999e+01,9.635533026e+01,6.952556622e+01,4.726740315e+01,5.516380029e+01,4.966642716e+01,6.525533827e+01,5.217678314e+01,5.879803467e+01,9.040105664e+01,7.959315949e+00,7.888957291e+01,5.396003883e+01,4.699128244e+01,4.331119884e+01,2.261965944e+01,9.355766315e+00,9.929825320e+01,5.791967351e+01,8.049962530e+01,5.674362562e+01,2.900533103e+01,4.128027676e+01,5.958571483e+00,1.758358414e+00,6.985651874e+01,8.069709686e+01,7.880541808e+01,2.309701786e+01,3.453641034e+01,2.913663593e+01,7.146549385e+00,6.142403046e+01,8.242585274e+01,4.837175552e+01,9.722345635e+00,7.888923233e+01,9.062622653e+01,2.948336641e+01,2.231634334e+01,8.122252161e+01,3.879062998e+01,6.217330191e+00,4.521848246e+01,8.935042155e+01,8.728390991e+01,3.542015996e+01,2.829837841e+01,2.910234581e+01,9.272367134e+01,5.179329957e+01,3.179023141e+01,2.577923104e+01,4.225940126e+00,3.039244141e+01,7.513389515e+01,6.303022729e+01,4.421681215e+01,9.779208397e+01,1.715245678e+01,7.551841167e+01,9.352312312e+01,8.746568635e+01,6.212124155e+01,3.531297885e+00,8.081994883e+01,8.044967385e+01,9.489495458e+00,1.741988010e+01,1.823885805e+01,4.646627179e+01,9.241135402e+00,5.514742362e+00,1.703641915e+01,6.733625406e+00,9.941290830e+01,2.948424674e+01,2.165954152e+01,7.034904162e+01,3.771782899e+01,3.618401674e+01,7.220521500e-01,7.307396746e+00,5.985981672e+01,7.004403123e+01,3.866451705e+01
9.707121113e+01,7.926102714e+01,2.193426834e+01,7.686370202e-01,3.343883574e+01,7.859599596e+01,3.455965168e+01,6.546233464e+01,1.046141347e+01,4.769635597e+01,4.638699889e+01,2.058103960e+00,7.638233133e+01,1.482960225e+01,1.651279695e+01,4.388504401e+00,7.819573405e+01,8.583351215e+01,2.313920823e+00,4.261129230e+01,8.949612004e-01,2.664372540e+01,6.207155449e+01,1.978436985e+01,7.156298097e+01,8.040772153e+01,3.048072997e+01,4.003582976e+01,9.667774638e-01,3.368263183e+01,3.314740323e+01,8.345028096e+01,8.217364682e+01,1.259591887e+01,7.401020015e+01,4.386339470e+01,7.316552038e+01,7.621944841e+00,9.937404684e+01,9.507147878e+01,6.742099951e+01,3.400169253e+01,9.662333118e+01,4.772402198e+01,8.202154129e+01,7.882002880e+01,4.351988782e+01,5.553536199e+01,6.668198568e+01,3.508141805e+01,2.714797636e+01,1.190666660e+01,2.766152597e+00,8.645579607e+01,5.258018447e+01,9.767394735e+01,1.905428511e+01,5.155558465e+01,4.437375474e+01,1.872866405e+01,2.470049639e+01,2.030736373e+01,9.331246894e+00,5.392241412e+01,1.086922759e+01,6.323515947e+01,4.637876990e+01,4.872057973e+00,8.488815675e+01,6.205359320e+01,5.604885901e+01,2.035456861e+01,2.463484477e+00,9.875748289e+01,2.667931923e+01,8.720318462e+01,6.847902527e+01,6.401618531e+01,6.488191606e+01,1.327889448e+01,1.132165201e+01,1.833021967e+00,6.533424725e+01,8.398152117e+01,3.569334023e+01,6.575817386e+01,3.551282765e+01,3.459048136e+01,9.529223713e+01,7.830524034e+01,3.741565419e+01
1.557179457e+01,6.672932097e+01,3.741518061e+01,7.048427832e+01,7.750132239e+01,2.704611481e+01,6.063261417e+01,1.205917569e+01,9.070781999e+01,1.488003302e+01,4.514872227e+01,4.224870291e+01,1.900304372e+01,2.479470895e+01,7.180084003e+01,6.985196743e+01,6.898518791e+01,2.835041540e+01,2.089710943e+01,7.008575817e+01,2.001801689e+01,3.573498184e+01,8.952535207e+01,2.511657111e+01,1.275985384e+01,4.030169256e+01,7.458521808e+01,4.918355648e+01,8.959340419e+01,6.364156098e+01,8.747258404e+01,1.837700512e+01,9.258780451e+01,1.916480774e+01,3.142254896e+01,7.304098759e+01,3.680567442e+01,5.954019047e+01,3.984540452e+01,2.199764885e+01,2.049798992e+01,5.233368722e+01,2.452311660e+01,2.621021528e+00,6.171510935e+01,2.659521440e+01,2.131962604e+01,9.585168107e+01,6.064899249e+01,2.457365059e+01,8.350639631e+01,5.677775499e+01,9.698070589e+01,8.202958330e+01,6.178285084e+01,3.669924416e+01,5.322301268e+01,9.492617470e+01,8.210727200e+00,9.831834517e+01,6.409216071e+01,4.092978809e+01,8.639220454e+01,2.825049833e+01,1.635131668e+01,7.354471438e+00,3.342332047e+01,8.710401395e+01,4.134143714e+01,9.767396158e+01,8.033205739e+01,5.007450718e+01,7.811356685e+00,8.539341573e+00,9.199546470e+01,1.387427780e+01,6.201674138e+01,1.111181887e+01,7.749776884e+01,9.315819806e+01,6.308234152e+01,9.998651139e+01,4.414076031e+01,7.977717128e+01,1.654561903e-01,9.836486473e+01,9.858829432e+01,3.514616384e+01,4.418478330e+01,2.484899941e+01,1.810462621e-01
