v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90
4.085830190e+01,5.616552230e+01,8.017792464e+01,8.819013692e+01,6.586851974e+01,6.291091520e+01,2.722134180e+00,2.975773471e+01,4.302551747e+00,7.195121274e+01,6.613700413e+01,2.760439435e+01,9.159926394e+01,9.684512625e+01,6.325277619e+01,3.779900150e+01,5.026967889e+00,7.484397743e+01,8.553559585e+01,7.052205834e+01,5.154180274e+01,3.311065557e+01,9.631245300e+01,3.046384637e+01,1.908098532e+01,8.215419837e+01,4.081825258e+00,4.373382257e+01,3.529667578e+01,8.960116332e+01,4.646404642e+01,4.051414984e+01,9.036875968e+01,8.317451996e+01,9.811038846e+01,9.872971345e+01,7.062136703e+01,1.058641428e+01,2.339949517e+00,5.205728736e+01,6.734115159e+00,6.036168683e+01,9.970338455e+01,8.191083395e+01,1.417906695e+01,9.028169351e+01,8.541937920e+01,3.355111513e+01,7.940603943e+01,6.224074294e+01,6.071128304e+01,2.645565236e+00,3.793236003e+01,7.463565543e+01,9.202608432e+01,9.476495381e+01,5.232881925e+01,6.074019432e+01,1.740313808e+01,4.650772103e+01,5.920794404e+01,4.853337283e+01,5.063406417e+01,6.086122468e+01,8.455820254e+01,9.946887237e+01,7.643508801e+01,9.145703751e+01,3.018755660e+01,5.917537525e+00,6.513906278e+01,5.863988106e+01,8.350403585e+01,8.976542196e+01,2.049373133e+01,3.041764308e+01,6.186230813e+01,4.433535292e+01,2.429985644e+01,9.537942114e+01,8.917306227e+01,5.794845567e+01,4.042416136e+00,7.140305960e+01,9.789517324e+01,7.425826689e+01,7.397602682e+01,4.784151777e+01,7.346006259e+01,1.533930847e+01
6.900256072e+01,8.056118273e+01,2.722757030e+01,8.693720971e+01,7.824616062e+01,5.768418190e+01,6.906968089e+01,4.963934401e+01,2.366569711e+01,8.875517305e+01,6.110127113e+01,7.830090110e+01,6.330536324e+01,4.067359018e+01,9.169203672e+01,4.713854621e+01,7.131142067e+01,1.583261530e+01,1.724178003e+01,8.490756646e+01,4.595410255e+01,3.153443810e+00,4.313477782e+01,9.413627627e+01,2.448239693e+01,6.571796142e+01,5.990881443e+01,6.872826368e+01,2.516155406e+01,9.809849642e+01,7.995520526e+01,2.663260827e+01,9.741093274e+00,6.410263400e+01,6.441254672e+01,9.644309275e+00,2.034780031e+01,6.867476022e+01,4.581319885e+01,9.376947367e+01,7.515184837e+01,1.971260291e+01,2.187675500e+01,3.467659450e+01,6.601410185e+01,9.983781260e+01,4.743501341e+01,6.236776344e+01,7.384685334e+01,2.608314148e+01,9.293437727e+00,2.208993909e+01,3.768236904e+01,4.324952414e+01,3.659835053e+01,5.856423651e+01,8.942037380e+01,5.993438007e+01,5.998664644e+01,8.514657614e+01,8.013515983e+01,4.617255380e+01,8.094777356e+01,2.671860000e+01,2.958974446e+01,9.072406332e+01,8.690012454e+00,3.541490516e+01,8.554283553e+01,9.452815693e+01,1.101385788e+01,4.920588482e+01,6.869103772e+01,4.481071407e+01,3.731112795e+01,8.801719026e+01,8.881239675e+00,2.171798006e+01,6.644869331e+01,2.402563915e+01,7.740819062e+01,6.172395456e+01,9.375502151e+01,9.876375699e+01,5.649265611e+01,1.037530221e+01,3.030570611e+01,9.879221481e+01,3.487996049e+01,7.585779725e+01
2.488773031e-01,6.708065886e+01,4.068422585e+01,5.887325243e+01,8.992606911e+01,6.511565575e+01,7.989882947e+01,6.432618337e+01,4.811044569e+01,7.843807076e+00,3.473900779e+01,7.539411347e+01,3.483484984e+01,7.729184927e+00,1.983756375e+01,9.065817020e+01,9.287259186e+01,4.649044473e+01,4.426548227e+01,6.156764450e+01,7.771766332e+01,5.232811533e+00,2.023783940e+01,7.325157038e+01,5.676114293e+01,8.086982362e+01,4.845447801e+01,3.095730993e+01,5.347512419e+01,4.754629633e+01,3.092995455e+01,2.415418853e+01,6.974425803e+01,9.610747210e+01,4.376045456e+01,2.212281294e+01,7.914708173e+01,6.271296860e+01,1.719245250e+01,1.851302022e+01,8.950378693e+01,8.055720429e+01,5.185755933e+01,8.348072239e+01,1.116030419e+01,8.721380122e+01,7.444062749e+01,5.170138247e+01,9.634358873e+01,3.767033293e+01,4.219494200e+01,9.698242421e+01,5.935175368e+01,7.430989570e+01,9.737795842e+01,8.466344043e+01,9.912448339e+01,2.329919112e+01,4.622184291e+01,6.387785243e+01,8.423752650e+01,9.945870739e+01,3.368698281e+01,9.736090227e+01,8.979568576e+01,9.542094601e+01,6.894526927e+01,1.579820315e+01,8.581782787e+00,4.245165645e+01,2.468200508e+01,4.712974154e+01,2.630529644e+01,6.477111088e+01,2.970852502e+01,8.512811378e+01,6.587713773e+01,3.523808621e+01,3.235813773e+00,3.387624557e+01,3.349958765e+01,4.540773403e+01,5.850706634e+01,6.085060123e+01,2.003163927e+01,6.522130699e+01,2.823855014e+01,7.770376753e+01,7.852544579e+01,5.821403969e+01
1.300361510e+01,9.561166561e+01,4.292917976e+00,3.527871714e+01,3.897216194e+01,1.674400831e+01,8.229032407e+01,3.795331102e+01,7.501398038e+01,4.280252152e+01,3.401156723e+01,8.224565266e+01,9.205397466e+01,6.046123971e+01,5.202565607e+01,2.203031754e+01,1.554376527e+01,8.193328777e+01,1.525944084e+01,3.874876297e+01,9.025971980e+01,8.456376892e+01,2.707676215e+01,9.008022799e+01,9.761587518e+01,3.863437824e+01,9.088086413e+01,3.934674745e+01,1.046987342e+01,6.814708845e+01,3.720833469e+01,5.927477960e+01,2.849198092e+01,1.124848251e+01,6.830173470e+01,3.175311144e+01,5.969526983e+01,7.247546538e+01,7.409673885e+01,5.575278124e+01,4.117275534e+01,5.212282608e+01,9.156811799e+00,1.259817244e+01,3.538412971e+01,8.267694788e+01,1.012190828e+01,6.580588683e+01,6.068758646e+01,3.580337602e+00,6.859092187e+01,8.460021099e+01,9.260361683e+01,1.636804861e+01,5.038753590e+01,8.139249065e+01,5.833388940e+00,8.576740264e+01,3.007152502e+01,8.685670581e+01,2.775043237e+01,5.602180615e+01,9.132201353e+01,8.352733707e+01,5.347395936e+01,6.046831813e+01,4.922625453e+01,4.278504097e+01,3.280427398e+01,4.616475824e+01,7.908636763e+01,3.005642262e+01,8.431287977e+01,4.432807880e+01,3.017729648e+00,9.810117424e+01,2.734396892e+01,9.665974969e+01,8.579527773e+00,2.826412997e+01,8.677758084e+01,8.226329199e+01,7.071753027e+01,4.731677210e+00,8.235419858e+01,3.681494809e+01,3.628808737e+01,7.817094468e+01,6.586942466e+01,6.512302447e+01
2.068910566e+01,7.103591885e+01,6.394977682e+01,4.201926887e+01,6.618503840e+01,7.024618560e+01,7.342583238e+01,5.766723216e+00,9.597098314e+01,9.683560883e+01,1.776619198e+00,7.026959232e+01,1.012951640e+01,2.928188109e+01,1.448552184e+00,9.748455241e+01,7.573236936e+01,6.762644587e+01,7.053782953e+01,7.585648742e+01,8.553636388e+01,2.693744488e+01,2.186133780e+01,3.749193744e+01,2.998815328e+01,8.442543196e+01,6.415410875e+01,1.210272615e+01,5.143741925e+01,5.376602378e+01,3.966558604e+00,1.470650721e+00,1.145874836e+01,9.768921372e+01,8.818849761e+01,7.917828238e+01,6.357339781e+01,7.505338275e+01,7.446494494e+01,2.761878208e+01,8.665677996e+00,1.620068411e+00,2.979633625e+01,7.284464603e+01,8.200360822e+01,5.138386904e+01,3.785897232e+01,5.608505038e+01,8.012861910e+01,6.873975821e+01,4.380927276e+01,2.179569201e+01,8.659756769e+01,1.462787283e+00,7.174846557e+01,3.455679594e+01,5.277632592e+01,7.955596952e+01,1.353718399e+01,4.091499863e+01,4.053576583e+01,3.571903175e+01,3.279607204e+01,1.705750470e+01,9.193234676e+01,8.069805233e+01,6.377016847e+01,7.227263185e+01,5.468837324e+01,2.806045311e+01,6.452028339e+01,6.290650640e-01,6.610857092e+01,1.275250204e+01,5.780371497e+01,4.043243128e+01,6.314720775e+01,8.664781563e+01,2.656175606e+01,2.467273201e+01,8.949092753e+01,6.456870091e+01,4.142375829e+01,8.223093709e+00,7.115344147e+01,1.454754986e+01,5.664025832e+01,9.223418543e+01,9.541208521e+01,1.846211366e+01
6.201837076e+01,8.301311921e+01,2.924717142e+01,7.150342425e+01,8.340519090e+01,4.439791486e+00,5.984665855e+01,6.675826425e+01,9.489123349e+01,1.542088810e+01,2.365263193e+01,5.565881774e+01,8.193438641e+01,3.223415236e-01,3.906383456e+01,8.401314271e+01,4.909331750e+01,3.641888968e+01,5.824280445e+01,1.494161175e+01,5.427409668e+01,7.846615497e+01,2.300626181e+01,5.010421712e+01,8.493187909e+01,3.500839124e+00,5.259250129e+01,5.662555113e+01,2.470745476e+01,8.731368407e+01,4.662463419e+01,5.865854185e+01,7.226407680e+01,3.051493202e+01,3.823028535e+00,6.398195337e+01,7.338811757e+01,1.930559589e+01,6.605497054e+01,6.217906489e+01,2.981763658e+01,5.723442422e+01,9.119941371e+01,8.836492427e+00,2.616011880e+01,8.330507980e+01,1.492852164e+01,9.843342439e+00,3.965648849e+01,6.011274186e+01,8.653130960e+01,6.178529517e+01,4.807723908e+01,7.022948734e+01,9.519340030e+00,5.697238989e+01,5.006986392e+01,1.329665577e+01,7.597226987e+01,9.767003134e+00,1.797421434e+01,3.276793954e+01,8.984984881e+01,4.134417931e+01,9.917827330e+01,1.892690964e+01,3.862089747e+01,7.774178917e+01,3.871038025e+01,2.189434525e+01,5.617939634e+01,6.881362558e+00,4.745365682e+00,1.920091549e+01,8.448781670e+01,1.576044114e+01,2.181151159e+00,9.860313090e+01,7.665873042e+01,4.407855650e+00,7.017651464e+01,2.908091650e+01,4.173975927e+01,2.424180585e+01,5.007528398e+01,1.812337841e+01,6.013174877e+01,6.788281117e+01,3.383538718e+01,6.669051951e+01
1.499777784e+01,3.023740382e+01,5.644381983e+01,6.165147436e+01,5.236537751e+01,4.586273266e+01,8.204278950e+00,3.765176176e+01,2.940914106e+01,6.915111002e+01,8.680365578e+01,3.419134884e+01,2.012116510e+01,7.387267125e+00,1.391904268e+01,6.320732036e+01,3.399902536e+00,8.520991742e+01,8.666812174e+01,8.597906661e+01,2.221753542e+01,3.445231600e+01,3.582744131e+01,3.431727830e+01,8.130175825e+01,3.829896400e+01,9.556351544e+01,4.184583439e+01,4.468668345e+00,4.540766805e+01,4.998148866e+00,8.322691563e+01,4.854343411e+01,4.582096338e+01,3.071296663e+01,5.680285874e+00,3.552820017e+01,5.337225626e+00,9.488875361e+01,8.096679630e+01,8.859152448e+01,6.756805402e+01,2.794630029e+01,8.336207313e+01,8.627899321e+01,4.343491550e+01,3.080270275e+00,9.907719481e+01,9.409774133e+01,8.956130760e+00,3.761737888e+01,4.242267291e+01,7.383232131e+01,3.584253696e+01,1.091820231e+01,3.085655937e+01,6.328578381e+01,9.134881590e+01,6.399495069e+01,5.458582823e+01,7.297877218e+01,2.222615735e+01,2.366182112e+01,4.523686051e+01,5.448348635e+00,3.125654640e+01,9.397262491e+01,3.665464513e+01,7.835280353e+00,9.880191382e+01,2.493886517e+01,6.425369481e+01,9.772683964e+01,3.353738118e+01,1.040997631e+00,5.132823066e+00,5.568971150e+01,5.193457549e+01,5.305688770e+01,6.326564101e+00,4.273154970e+01,2.645249618e+01,1.839401058e+01,2.001322581e+01,9.237292400e+01,3.244635821e+00,2.915960835e+00,8.181381342e+01,8.295357821e+01,1.446606486e+01
8.251195921e+01,7.862112972e+01,7.706421037e+01,1.621779637e+00,7.245935338e+01,5.971113857e+00,3.886510563e+01,6.828214735e+01,3.970133403e+01,8.482084572e+00,2.005279600e+01,2.682413798e+01,5.904762172e+01,8.846349336e+01,2.456745298e+01,4.988502918e+01,7.035138964e+00,6.040109254e+01,8.747692252e+01,6.055754514e+01,5.926079445e+00,7.670712653e+01,4.011228161e+01,8.521427657e+01,8.338256610e+01,7.889253465e+01,8.459548227e+01,1.303534570e+01,9.222241146e+01,7.966523890e+01,7.894669504e+01,6.816930409e+01,2.863605245e+01,9.286865808e+01,5.169040099e+01,7.939434291e+00,6.057511636e+01,8.276827259e+01,8.120880185e+01,3.764144165e+01,9.374168475e+01,5.701594629e+01,2.381058300e+01,1.417563085e+01,5.921969511e+01,2.062261258e+00,3.237322362e+01,7.446653338e+01,4.553835594e+01,2.469040872e+01,9.113576520e+01,2.368221087e+01,8.609883431e+01,5.228077032e+01,7.859989999e+01,9.018755484e+01,8.508857373e+01,7.422207350e+01,7.030609681e+00,8.475200250e+01,9.633515037e+01,3.749972698e+01,3.751829098e+01,9.287504548e+00,7.299178052e+01,3.018829603e+01,4.565214519e+01,2.194541078e+00,7.543689226e+00,5.358383552e+01,6.572930774e+00,8.353211797e+01,8.579673644e+00,2.931844948e+00,9.843164095e+01,1.088492293e+01,9.409744595e+01,2.807781776e+01,3.212937364e+01,3.701183903e+01,4.338611945e+01,6.437403221e+01,5.343409983e+01,9.458240907e+01,4.871408856e+01,7.443942129e+01,9.167503327e+01,3.729292303e+01,9.986923331e+01,4.443682445e+01
6.077465689e+01,4.216068593e+00,9.092217550e+01,3.387742330e+01,9.956123313e+01,9.629034560e+01,3.645298230e+01,2.509893869e+01,9.587608380e+01,2.004882890e+01,8.953732757e+01,6.553125740e+01,2.927475925e+01,1.090536157e+01,1.373678145e+01,1.910982764e+00,7.873359123e+01,4.809753409e+01,9.513262251e+01,6.040565012e+01,3.256246916e+01,2.475062954e+01,4.612819876e+01,9.268529855e+01,2.362147412e-01,4.737649337e+01,7.566211289e+01,8.794274816e+01,9.205562429e+01,5.112417572e+01,7.210258244e+01,2.745373486e+01,5.488804353e+01,6.677795658e+01,6.749590752e+01,8.534786944e+01,7.448987894e+01,6.564445467e+00,4.594943073e+01,6.714941334e+01,4.981802607e+01,4.347257092e+01,8.529637850e+01,5.307029181e+01,1.856402138e+01,2.326922715e+01,9.652321220e+01,8.692860989e+01,6.570840777e+00,1.973914086e+01,9.159838571e+01,7.728652494e+01,3.299513646e+01,9.756459493e+01,1.946020782e+01,8.812967066e+01,1.064976966e+01,6.601315382e+01,4.818196270e+01,7.705844115e+01,5.624864551e+01,2.594014033e+01,5.973311996e+01,1.616196372e+01,6.968828063e+00,8.097111592e+01,8.550915450e+01,7.393866589e+01,5.306448363e+01,4.287537486e+01,8.770722042e+01,9.584138175e-01,7.205717284e+00,4.584377150e+01,2.451545915e+01,4.020536395e+01,9.635482887e+01,6.792741591e+01,6.615716448e+01,7.368264184e+00,6.389756914e+01,5.779082239e+01,3.831492742e+01,7.913300754e+00,7.641921986e+00,9.019921318e+01,8.560466611e+01,2.738877234e+01,8.649164763e+01,2.736601009e+01
2.450292313e+01,8.935782292e+01,2.018817808e+01,9.943749444e+01,2.445427416e+00,8.419464196e+01,8.152469318e+01,9.506910816e+01,5.547931924e+01,8.894459417e+01,7.787625293e+01,5.933660512e+01,2.175829867e+01,4.535738383e+01,2.370706332e+01,3.140612798e+01,2.776718480e+01,8.630203697e+01,1.918908154e+01,5.801972316e+01,7.318572623e+01,9.910163800e+01,8.192601130e+01,6.621846405e+01,6.401096059e+01,7.243088384e+01,2.299811811e+01,9.910664365e+01,3.282912625e+00,1.599810490e+00,8.753914549e+01,7.103780163e+01,7.786714817e+01,4.814170657e+01,3.163327046e+01,9.780360011e+01,7.956456952e+01,1.507713963e+01,2.902621849e+01,2.401144981e+01,4.072551519e+01,1.113392211e+01,3.120318447e+01,5.296100165e+00,8.813194516e+01,1.931658373e+00,7.535510315e+01,7.517904874e+01,9.931978009e+01,3.990290869e+01,5.527354664e+01,7.687909478e+01,5.047489142e+01,8.429685055e+01,4.166196241e+01,9.088373137e+01,5.413437935e+01,8.267240729e+00,2.699618890e+01,5.400045714e+01,9.684895651e+01,4.713930949e+01,4.227732089e+01,7.126296858e+01,5.854044574e+00,3.903824852e+01,4.988927452e+01,1.676018446e+01,3.937813214e+01,7.444187635e+01,9.009280006e+01,5.316627194e+00,6.801131502e+01,7.743103994e+01,5.018942835e+01,8.186697944e-01,3.307183361e+01,6.232363214e+01,3.274427641e+01,8.246274117e+01,7.782295150e+01,6.145859321e+00,2.236689430e+01,2.527924888e+01,7.332426521e+00,5.338082022e+01,2.477102151e+01,7.705125521e+01,3.681704915e+01,2.653326056e+01
9.625217418e+01,9.131766882e+01,8.304585734e+01,9.133952696e+01,8.191877695e+01,6.975984931e+01,1.177569260e+01,4.404600701e+01,9.686009393e+01,3.445568664e+01,9.433080188e+01,4.369159806e+01,7.973489302e+01,5.922866377e+00,9.868631559e+01,5.924026925e+01,8.377361581e+01,2.675789730e+01,4.479752583e+01,7.531320364e+01,1.658917603e+01,2.199418218e+01,6.020717802e+01,1.620563655e+01,2.391593671e+01,9.064063178e+01,9.859847384e+01,7.676586694e+00,5.814876281e+01,3.350457076e+01,3.265057191e+01,5.835534682e+01,6.494361532e+01,2.540115193e+01,9.988676871e+01,2.532085684e+01,2.253630872e+01,4.025263262e+01,8.434764813e+01,8.430197618e+01,6.827210864e+01,1.793712243e+00,7.353159969e+00,3.196495883e+01,3.708126064e+01,4.660248606e+01,9.146009720e+01,7.507612330e+01,9.008917771e+01,1.652887584e+01,9.610592395e+01,8.227586667e+01,7.043004529e+01,4.773832927e+01,8.713195149e+00,9.858027449e+01,6.088739908e+01,7.270531727e+01,2.625440936e+01,3.071726471e+01,2.580548134e+01,7.699257401e+01,4.584092232e+00,5.893344413e+01,6.278578249e+00,9.817130265e+01,5.967241581e+01,5.828311391e+01,9.858505679e+01,1.044939794e+01,4.117053224e+01,3.097841598e+01,3.740011915e+00,8.514949968e+01,6.472958770e+01,8.996650298e+01,1.626264137e+01,8.637426236e+01,5.692076669e+01,1.001345855e+01,7.380699053e+00,4.919834113e+01,1.436788871e+01,4.126374318e+00,3.330400763e-01,3.191289072e+01,4.119136456e+01,3.420343345e+01,4.870973181e+01,3.599661749e+01
7.324117553e+01,8.550580750e+01,1.081711034e+01,6.970561490e+01,8.827003191e+01,4.353678147e+01,9.034224334e-02,3.062081501e+01,5.062011259e+01,4.714539945e+01,2.684631750e+01,8.978000001e+01,9.704955832e+01,9.126538903e+01,1.948503135e+01,7.651641553e+00,2.515288775e+01,6.298498584e+01,6.438567497e+00,1.169649469e+01,3.541346093e+01,4.734344379e+01,8.269865008e+01,2.656673189e+01,5.358711915e+00,2.956387488e+01,2.004986449e+01,9.571360204e+01,5.673274587e+01,1.758427816e+01,7.162519174e+01,6.789200135e+01,7.067095845e+01,7.717823606e+00,8.102380250e+00,5.812998706e+01,6.416978281e+00,3.709722346e+01,8.581506760e+00,6.844795543e+01,9.557407270e+01,1.086162418e+01,3.152296902e+01,2.575398247e+01,9.672397112e+01,9.948603380e+01,7.254286072e+01,8.067242187e+01,9.781636075e+00,3.099179074e+01,4.894056991e+01,4.679010876e+01,2.349126201e+01,4.621096620e+01,4.972510485e+01,2.064115698e+01,8.014201645e+01,7.284291312e+01,9.571646189e+01,4.030417584e+01,6.469892325e+01,7.331828235e+01,1.277655270e+01,1.120477410e+01,1.837660683e+01,1.968926228e+01,8.781003657e+01,6.139868345e+01,3.236022878e+01,3.940835011e+01,8.121728231e+01,5.981273402e+01,3.600414478e+01,5.824015157e+01,9.035405977e+00,8.244382451e+01,6.998727363e+01,3.537631432e+01,6.262206938e+01,6.210322998e+01,1.456877704e+01,5.649965021e+01,3.625537368e+01,1.078423857e+01,4.399979266e+01,2.184030402e+01,8.016101961e+01,1.921923293e+01,9.990539454e+01,6.146938035e+01
5.331463025e+01,2.743615830e+01,5.747256625e+01,3.338476714e+01,9.051973122e+01,1.777517896e+01,1.678181201e+01,5.960349438e+00,2.176338233e+01,7.240717723e+01,2.909121004e+01,1.342196792e+01,6.589646971e+00,6.670693260e+01,7.724087555e+01,3.423356727e+01,6.721710050e+01,9.105855438e+00,4.074255010e+01,4.388671829e+00,8.322170734e+00,3.810716486e+01,1.655205685e+01,6.419159186e+01,2.423607147e+01,4.542783588e+01,2.269374507e+00,9.086490487e+01,4.314302309e+01,5.534747361e+01,2.196107138e+01,4.249662328e+01,2.943084769e+01,4.760309798e+00,2.759713646e+01,4.259538916e+01,3.540827616e+01,1.852900261e+00,3.750230206e+01,8.480423205e+00,5.122386109e+01,5.324337484e+01,6.069536595e+01,6.623218498e+01,1.332638931e-01,1.328282206e+00,1.295036557e+01,5.973909679e+01,8.109839268e+01,5.250511074e+01,3.299036673e+01,8.316145570e+01,5.334900121e+01,3.264040554e+01,2.372005088e+01,6.100827787e+01,2.049130400e+01,7.292762942e+01,4.938222085e+01,2.228658860e+01,1.994445328e+00,2.819842346e+01,2.993559149e+01,3.268584441e+01,2.304454018e+01,9.338537178e+01,6.706789712e-01,6.694033477e+01,1.633870238e+01,8.353912139e+01,8.532788988e+01,5.809523021e+01,6.708146122e+01,8.944960948e+01,8.937524327e+00,1.214218721e+01,9.933989524e+01,8.607431113e+01,2.060657213e+01,2.906943979e+01,7.590664074e+01,7.565272827e+01,6.191272300e+01,9.565854813e+00,3.365204335e+01,2.638303716e+01,5.881531175e+01,1.331426590e+01,5.025458005e+01,1.407174075e+01
5.440237960e+01,3.977526251e+01,6.845434136e+01,6.307810718e+01,3.623286377e+01,9.969934434e+01,8.668834858e+00,5.091777877e+01,9.807980265e-02,7.800906646e+01,5.297720876e+01,1.221794221e+01,1.599884738e+01,3.632196872e+01,9.981550941e+01,6.949605964e+00,6.845599203e+00,5.341463989e+00,1.796047954e+01,2.746911165e+01,8.770952702e+01,5.423942851e+01,4.434230424e+01,6.470925819e+01,7.672216234e+01,6.616889498e+01,2.656015419e+01,9.350308259e-01,3.973341289e+01,7.040919502e+01,9.061725148e+01,9.406799080e+00,9.278049791e+01,8.835163750e+01,4.005505167e+01,7.331883688e+01,2.993766592e+01,2.806999977e+01,6.527422443e+01,5.251273977e+01,6.778639736e+01,7.844497338e+01,3.893947738e+01,9.376024615e+00,7.665076646e+01,8.319866737e+00,5.470983838e+00,6.527650519e+01,4.534728175e+01,2.969419195e+01,8.090393035e+01,6.392972149e+00,5.401077913e+01,6.672218461e+01,5.144018088e+01,8.122898299e+01,4.925216363e+01,3.625722618e+01,5.611136462e+01,4.285211499e+01,1.445021056e+01,4.194403546e+01,4.401076861e+01,5.175498872e+01,6.129477167e+01,9.157003713e+01,1.613898256e+01,8.667948131e+01,4.509805626e+00,2.000619361e+00,3.615014593e+01,2.631472024e+01,8.987477490e+00,5.592288167e+01,5.564231800e+01,4.280851776e+01,7.390210811e+01,4.720569482e+01,2.502048650e+01,6.685084121e+01,5.124240127e+01,6.266188560e+01,5.601616789e+01,7.035192371e+01,1.075486828e+01,2.056857243e+00,3.896922726e+01,7.929836862e+01,4.663135053e+00,4.769602302e+01
1.652574641e+01,1.275660361e+01,2.992248556e+01,9.748398067e+01,7.493927407e+01,1.437058557e+01,2.169021326e+00,3.168568435e+01,4.987533197e+01,3.732505350e+01,1.740965414e+01,7.107617003e+01,1.390356061e+01,5.580864706e+01,3.727501199e+01,5.440890125e+01,5.997251067e+01,2.234412337e+01,7.571555325e+01,6.434047056e+01,3.460183725e+01,4.932132279e+01,9.190242628e+01,1.544813618e+00,3.910447009e+01,9.356938643e+01,7.173222161e+00,9.948263251e+01,1.521677009e+01,4.788197612e+01,5.067074336e+00,5.119259572e+01,7.133390491e+01,2.286489440e+00,9.408969654e+01,8.493829588e+01,5.568365057e+01,5.116078162e+01,5.265269528e+01,5.871053452e+01,9.157555240e+01,9.190669425e+00,9.619301254e+01,7.317813349e+01,1.703019069e+00,7.048043327e+01,5.295379881e+01,8.031575972e+01,9.759801582e+01,8.779876903e+01,8.816895310e+01,6.104441644e+01,3.365611358e+01,8.284027303e+01,2.492235712e+01,5.182387374e+01,5.479113873e+01,4.357891259e+01,5.274187151e+00,6.473697009e+01,3.056614799e+01,5.910156021e+01,5.533310636e+01,6.968776966e+01,9.363505697e+01,9.137455032e+01,4.664857553e+01,4.324813886e+01,8.471822708e+01,4.852616389e+01,9.269145267e+01,3.771015923e+01,6.672435434e+01,9.269615448e+01,6.126419630e+01,4.395980290e+01,6.247562844e+01,1.151313404e+01,9.521061353e+01,2.071939140e+01,8.809278997e+01,6.948002156e+01,6.567793921e+01,1.555779242e+01,2.470719661e+01,9.857714827e+01,7.100256930e+01,3.736577255e+01,1.128357569e+01,6.377847886e+01
7.596020015e+01,2.856711466e+01,2.145723798e+01,1.095924755e+00,4.627375950e+01,4.985869007e+01,3.972983158e+01,5.289245544e+00,3.301337160e+01,9.245266730e+01,6.545416950e+01,2.698985514e+01,3.173160742e+00,4.435518055e+00,7.517929680e+01,3.299074012e+01,9.859077259e+01,4.383389614e+01,5.126070843e+01,1.251692190e+01,7.756214108e+01,4.552191988e+00,7.036798879e+01,3.992820388e+01,2.942931772e+01,6.913639047e+01,6.515079751e+01,8.211434164e+01,3.721249394e+01,9.186477001e+01,2.358676959e+01,7.460698599e+01,6.196143308e+01,5.792391383e+01,2.143660665e+00,4.279184982e+01,9.053713473e+01,9.053710811e+01,7.278019172e+01,2.430031002e+01,8.218779332e+01,6.509545558e+01,5.326442557e+01,3.829769162e+01,3.300094702e+01,4.079042507e+01,7.059962827e+01,6.810370426e+01,9.712638131e+01,3.235756456e+01,1.295657390e+01,3.562792905e+00,4.030838649e+01,1.836677895e+01,6.667101024e+01,8.931851233e+01,2.333012858e+01,1.600942114e+01,7.589932499e+01,9.583514527e+01,7.189384478e+01,6.007065614e+01,2.238473799e+01,4.974745712e+01,9.156248789e+01,8.442745918e+00,7.050506625e+01,2.298976723e+01,1.134804353e+01,3.427573888e+01,4.703812112e+01,6.962867875e+01,6.169083187e+01,6.275684464e+01,4.177602680e+01,6.291737235e+01,2.461591492e+01,9.487738155e+01,3.148705337e+01,2.142704345e+01,6.906209973e+01,3.752398581e+01,6.286473683e+01,5.824368109e+01,5.015970287e+01,3.644515918e+01,4.702599922e+01,7.479705500e+01,8.033548908e+01,6.603341687e-01
