v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36
2.306470376e+00,7.430494897e+01,2.999629585e+01,7.344049066e+01,2.161116841e+01,9.127084828e+01,7.624231566e+01,8.866972006e+01,4.258978543e+01,6.512786417e+01,4.458995275e+01,5.472273588e+01,5.686359212e+00,7.312945917e+01,1.811738014e+01,3.066213547e+01,3.574616438e+01,5.469931002e+01,9.483149053e+01,2.521872770e+01,4.409266810e+01,9.993244787e+01,1.971584984e+01,2.777938306e+01,7.476780963e+01,6.122274474e+01,9.335375661e+01,2.163248033e+01,5.674004077e+00,2.132422542e+01,4.954905465e+01,1.533015383e+00,3.624914431e+01,1.544573794e+01,2.384137913e+00,8.441222962e+01
2.959618925e+01,3.069719017e+01,5.123996631e+00,8.118899672e+01,7.359641361e+01,1.372616077e+01,2.313673686e+00,2.368656915e+01,2.401395669e+01,4.219826784e+01,7.292341354e+01,2.805501580e+01,4.134240731e+01,8.075389439e+01,4.612302306e+01,8.932432641e+01,3.019959566e+01,7.555324904e+01,7.881813150e+01,7.012127285e+01,4.135358400e+01,6.590095828e+01,8.744209504e+01,7.760890788e+01,9.803041246e+00,9.435926036e+01,5.498449675e+01,6.834542243e+01,6.519341066e+01,8.305609434e+01,2.544516858e+01,3.065901921e+01,8.911802722e+01,6.293425189e+00,3.761170295e+01,9.928397618e+01
6.289236433e+01,5.415770852e+01,5.587843227e+01,5.659126692e+01,8.808960201e+01,9.808726053e+01,1.385453462e+01,1.811695602e+01,6.857371489e+01,2.016721763e+01,9.627236291e+01,2.166827654e+00,3.008524356e+01,7.811210906e+01,3.827058330e+01,7.029418231e+01,7.011096586e+00,6.553719893e+01,7.422996442e+01,4.221840434e+01,7.695759517e+01,6.731062082e+01,3.786603707e+01,6.807467979e+01,7.004553136e+01,2.521039433e+01,2.449256715e+01,9.387446544e+01,4.928238205e+01,7.117385505e+01,7.323112226e+01,6.681315075e+01,6.102604095e+01,8.792641000e+01,8.826575980e+01,4.565905240e+01
8.636255003e+01,4.637040034e+00,2.430616537e+01,2.546525864e+01,4.756722995e+01,7.503626787e+01,5.984574311e+01,4.756689600e+01,5.395763542e+01,5.580032310e+01,9.351297685e+01,7.589516742e+01,5.899057356e+01,7.172507611e+01,3.705549648e+01,8.634755827e+00,5.580614708e+01,9.366420830e+01,6.217569842e+01,2.104759950e+01,8.787998744e+01,6.842640711e+01,3.685756921e+01,4.771119601e+01,5.688313355e+01,6.684308447e+00,3.586934178e+01,8.090111067e+01,2.939377895e+01,3.521154722e+01,8.935735908e+01,7.625498832e+01,5.833927375e+01,7.223895753e+01,4.948066861e+01,5.865068688e+00
5.978207601e+01,8.706141967e+01,4.256347364e+01,7.169598006e+01,4.785681861e+01,4.500176709e+01,5.921119134e+01,5.628184793e+01,3.661034657e+01,9.941418745e+01,1.299453059e+01,5.961211170e+01,1.550620593e+00,7.799636700e+01,9.971120231e+01,5.357017445e+01,9.765879315e+01,9.562774608e+01,5.141998876e+00,6.795527486e+01,6.947707361e+01,1.952223146e+01,1.049958467e+01,9.092533639e+01,4.827136936e+01,6.576089505e+01,7.819457117e+01,5.526167619e+01,9.992141510e+01,3.819567212e+01,4.832519739e+01,4.954439311e+01,5.138172165e+01,6.565082421e+01,4.407439064e+00,8.951542127e+01
5.864235089e+01,1.166121380e+01,8.932211548e+01,2.571202043e+01,2.904094575e+01,9.563885061e+01,4.773820578e+01,1.894618655e+01,6.833066407e+01,1.048551550e+01,2.303275332e+01,7.949828073e+01,8.306143834e+00,9.791692758e+01,6.466958623e+01,1.309948903e+00,3.689408385e+01,6.622809912e+01,6.861265229e+01,8.128586459e+01,6.422431910e+01,2.186602855e+00,9.428354809e+01,3.074131092e+01,3.716295957e+01,3.468633474e+01,4.981394721e+01,5.431987690e+00,7.503516623e+01,8.247703715e+01,7.502816837e+01,7.277673776e+01,8.519104005e+01,3.897079749e+01,9.403995762e+01,9.276718668e+01
9.987297940e+01,3.841779757e+01,1.631498592e+01,3.980576815e+01,6.588139827e+01,3.038057235e+01,4.790559958e+01,5.255179093e+01,3.458944870e+01,4.628682012e+01,4.083755176e+01,4.313357343e+01,4.531859240e+01,4.823829286e+01,7.349618755e+01,5.240353041e+01,8.771812256e+01,7.299115728e+01,7.775025647e+01,5.003143726e+01,4.235798565e+01,6.087546429e+01,9.501710289e+01,1.258586859e+01,9.673888611e+00,1.330522946e+01,3.337749091e+01,1.787118624e+01,1.446983109e+01,4.326307762e+01,3.229593365e+00,8.450064304e+01,4.346820383e+01,1.591176683e+01,2.236397858e+01,9.750634552e+01
6.338479882e+01,3.848506361e+00,6.052549377e+00,9.280497193e+01,4.531987306e+01,5.792684081e+01,6.939490110e+01,5.111633157e+01,8.200915404e+01,4.938084146e+01,3.556489887e+01,4.633736870e+01,9.930154766e+01,6.519487535e+01,8.196276754e+01,8.907905249e+01,9.151517270e+01,4.118293325e+01,1.605288630e+01,7.426416490e+01,4.689427209e+01,2.823186385e+01,4.246509148e+00,7.106894473e+01,2.596529232e+00,7.291917832e+01,8.413288486e+01,2.714699080e+01,6.426653330e+00,4.541469649e+01,1.429783127e+01,9.622296437e+01,9.670898273e+01,3.988304950e+01,1.990418634e+01,7.197835008e+01
1.084665761e+01,7.280434960e+01,5.993936280e+01,6.037010365e+01,8.064779877e+01,5.452346464e+01,3.090405351e+01,1.949591380e+01,2.050054029e+01,4.278069803e+01,7.351391628e+01,1.585073862e+01,6.787570608e+01,7.657951007e+01,9.669645927e+01,3.930288987e+01,1.244867867e+01,4.664262681e+01,2.947617243e+01,5.307965920e+01,4.871085996e+01,7.790593748e+01,6.153269885e+01,9.183556671e+01,3.934849026e+01,7.685105607e+01,8.289615425e+01,8.430487033e+01,4.006451820e+01,7.451243066e+01,6.843857934e+01,1.308560369e+01,3.325010088e+01,7.114055344e+01,3.128408303e+01,1.415199984e+01
2.261892764e+01,1.541951302e+01,9.429335492e+01,5.720344570e+00,6.010604956e+01,7.621571201e+01,3.047849898e+01,1.393579475e+01,1.922193835e+01,5.633602400e+01,4.689224295e+01,6.296292828e+01,9.750233905e+01,4.001323767e+01,5.759292025e+01,8.705526021e+01,1.566226400e+01,7.543632457e+01,2.469449234e+01,4.714377608e+01,5.057800522e+01,9.244868655e+01,1.222624506e+01,2.998383137e+01,9.234529606e+01,5.825915145e+01,6.241940428e+01,2.080614862e+01,9.493695510e+01,9.121906090e+01,9.236298425e+01,9.438408571e+01,4.067673581e+01,2.563852136e+01,2.577523212e+01,9.463969097e+01
2.033869940e+01,7.186141713e+00,5.783245549e+01,8.415501018e+01,7.451140932e+01,2.515404872e+01,3.141027583e+01,1.797835162e+00,3.128474258e+01,6.098334489e+01,9.997305802e+01,6.074090519e+01,8.885290660e+01,6.592700640e+01,5.081231117e+01,2.434060182e+01,2.001713085e+01,3.010107073e+01,1.914529923e+01,5.183296639e+01,2.515162124e+01,3.311699227e+01,6.092976216e+01,1.653050105e+01,7.825733128e+01,1.380610428e+01,9.909494529e+01,6.565468512e+01,9.773169904e+01,2.878642005e+01,1.958192865e+00,2.146616664e+00,3.217451270e+01,1.154269177e+01,8.203663947e+01,7.514593673e+01
9.847610461e+01,2.309142206e+01,5.692321155e+01,1.703943756e+01,3.506132210e-01,2.683035380e+01,6.728119595e+01,2.629851885e+01,5.546954778e+01,6.718594702e+01,7.229614312e+01,6.482170350e+01,1.867693586e+01,2.436540584e+01,1.257316049e+01,5.529465069e+00,4.625233239e+01,8.004909518e+01,4.564118708e+01,5.804978563e+01,2.846628582e+00,3.625695549e+01,3.900624748e+01,5.079492463e+01,5.418583189e+00,5.961732272e+01,4.824088141e+01,8.326078722e+01,7.034799429e+01,6.018282190e+01,1.447796162e+01,3.645933348e+01,5.107385075e+01,5.856301376e+01,4.775548578e+01,7.783431832e+01
7.543262850e+00,1.886873412e+01,2.835335235e+01,4.629310978e+01,3.287196587e+01,4.194074945e+01,3.210997745e+01,9.917901488e+01,4.509962121e+01,7.049238788e+01,9.893275333e+01,9.932777657e+01,8.746656421e+01,5.688982258e+01,5.119942768e+01,7.516265242e+01,8.654170439e+01,1.094463340e+01,9.994077630e+01,8.361026117e+01,9.616641326e+01,8.654721985e+01,3.752413498e+01,4.330682455e+01,8.893576533e+01,9.961049815e+01,3.635482891e-01,7.868740161e+01,9.283027362e+00,3.957121236e+01,8.131374251e+01,3.263050581e+00,1.559085239e+01,2.458195032e+00,3.222773020e+01,3.745819576e+01
1.936600460e+00,1.037146809e+01,6.615388723e+01,2.319520433e+01,3.768112823e+01,4.976350507e+01,6.303394552e+01,1.777305538e+01,5.385959316e+01,4.295169816e+01,4.125632985e+01,6.628213043e+01,8.211117468e+01,7.049917201e+01,2.143258037e+01,1.507522691e+01,4.011881825e+01,2.268163862e+01,3.498135779e+01,3.310223610e+01,7.387299044e+01,2.695106841e+01,3.079016065e+01,4.695060170e+01,3.157111631e+01,4.769089400e+01,1.056253937e+00,3.469736727e+01,2.662236244e+01,5.426346870e+01,8.510490074e+01,2.096820538e+01,5.098589099e+01,9.300601822e+01,6.447581943e+01,4.975126443e+01
7.220664465e+01,1.919691163e+01,1.871328411e+01,7.878646562e+01,1.855641805e+01,5.681493967e+01,2.735117324e+01,1.743965890e+01,5.400298301e+01,8.196304403e+01,7.111649489e+01,2.901462663e+01,1.141491049e+01,1.279776972e+01,6.981181155e+01,1.760592741e+00,6.589441251e+00,8.316520272e+01,9.532098320e+01,4.271742580e+01,7.522294231e+00,3.752268686e+00,2.694745858e+01,6.666377319e+01,1.351752981e+01,3.556879197e+00,4.567876405e+01,3.158665225e+01,2.967966228e+01,7.338105050e+01,3.414975175e+01,6.022947853e+01,4.836560276e+01,6.372111775e+01,9.996740385e+01,4.152617282e+01
1.973243267e+01,1.361439524e+01,2.855205230e+01,8.215427893e+01,6.929841929e+01,3.095050065e+01,5.200538406e+00,1.836040519e+01,9.863677229e+01,4.753606559e+01,9.666559258e+01,3.827388409e+01,8.443742308e+01,1.885303625e+01,6.024729979e+01,6.100118021e+01,2.794741861e+01,1.619694305e+01,6.251600415e+01,9.008474024e+01,6.885223567e+01,9.363210298e+01,3.670466301e+01,3.657070880e+01,7.893846837e+01,6.766540232e+01,3.017372618e+00,5.532095105e+01,6.100144736e+01,2.118323884e+01,2.072331664e+01,6.898719224e+01,7.906739342e+01,6.831130522e+01,7.915365545e+01,6.447210363e+01
2.821835649e+01,8.297564282e+01,1.674592116e+01,1.256653317e+01,8.570866734e+01,3.655372613e+01,4.248988377e+00,6.105813053e+01,5.936970165e+01,4.080397030e+01,8.731494617e+01,4.551454486e+01,4.841397132e+01,4.427520539e+01,8.759395660e+01,7.497295296e+01,9.527841265e+01,5.978480968e+00,6.624112260e+01,4.584919102e+01,7.220122512e+01,5.275348651e+01,5.100597159e+01,9.372404738e+01,5.090774402e+01,8.193022572e+01,2.905089249e+01,1.929831304e+01,7.385816040e+01,4.606378372e+01,7.141868484e+01,7.071245598e+01,3.717381260e+00,3.955780381e+01,8.311085934e+01,4.707038837e+01
6.804679438e+01,6.701675939e+01,8.289290376e+01,6.066634242e+00,2.104112531e+01,2.438990865e+01,6.920930269e+00,6.738875724e+01,2.761767929e+01,5.697476487e+01,1.067081235e+01,6.049512911e+01,5.616092467e+01,6.631153919e+00,2.611076496e+01,7.433612220e+01,1.306350887e+00,2.026380514e+01,9.058159633e+00,7.908831704e+01,2.051907636e+00,6.761490033e+01,6.509775005e+01,3.248388811e+01,1.572389181e+01,4.519512179e+00,4.035567324e+01,1.595788148e+01,4.607896079e+01,7.524331662e+00,6.660157383e+01,9.295619427e+01,4.294953039e+00,1.420971442e+01,7.151556449e+01,8.834754348e+01
3.150644973e+01,2.582451235e+01,4.174029520e+00,3.848293582e+01,1.891851650e+01,2.868063038e+01,9.245143941e+01,4.375603752e+01,5.559776781e+01,1.707498348e+01,7.343599672e+01,6.894302744e+01,5.924416221e+00,8.436140282e+01,9.395941045e+01,4.149247902e+01,2.725916079e+01,7.004812107e+01,8.337773596e+01,3.307177313e+01,6.700752663e+01,8.086476414e+01,5.027422962e+01,3.615059748e+01,8.391176431e+01,2.353373543e+01,4.256937469e+01,2.211275234e+01,7.492513279e+01,7.478582710e+01,6.070518693e+01,2.433888353e+01,6.584543729e+01,5.036875928e+01,7.204862507e+01,9.400057329e+01
5.952225570e+01,6.266014714e+01,1.463473293e+00,8.759994600e+01,6.316405245e+01,3.790816021e+01,8.300931482e+01,3.316395916e+01,4.948651205e+01,5.342585867e+01,6.582212196e+01,8.318950745e+01,2.288746621e+01,9.009935965e+01,5.480721644e+01,4.925737107e+01,9.909011451e+01,1.605489651e+01,9.461140014e+01,6.211156752e+01,5.042835928e+01,6.567101423e+01,5.994191595e+01,7.352614541e+01,9.941037907e+01,8.377884950e+01,1.537788502e+01,5.828709700e+01,3.888752140e+01,5.617904365e+01,2.041273953e+01,4.379356976e+01,7.270484065e+01,4.451162286e+01,7.177935330e+01,8.757233272e+01
6.087133044e+01,5.012958433e+00,8.245256949e+01,9.338734471e+01,7.197678792e+01,8.497878770e+01,2.338299810e+01,7.366838782e+01,5.138332885e+01,9.261907124e+01,9.943998482e+01,3.139251723e+01,9.180945954e-01,9.360464561e+01,6.773379170e+01,5.526132852e+01,2.899272393e+01,7.069607705e+00,2.933141083e+01,3.839715708e+01,4.983350173e+00,7.565503689e+01,7.161145940e+01,8.905382059e+01,2.346227032e+01,5.976002513e+01,8.277442925e+00,8.968981002e+01,2.996293732e+01,1.354748615e+01,5.586373948e+01,9.196877303e+01,2.203702147e+00,5.269660202e+01,9.515762848e+01,3.883779728e+01
6.660737767e+01,6.727214925e+01,5.712507630e+01,3.394526779e+01,4.575455529e+00,1.170263655e+01,2.424231401e+00,7.787610701e+01,9.969289917e+01,2.428731573e+01,9.821940618e+00,3.239124431e+01,3.213812458e+01,3.458418973e+01,3.044786484e+01,9.489060931e+01,7.816112496e+01,1.198018130e+00,2.731775831e+01,5.715461611e+01,9.635856384e+01,9.055437443e+01,1.764064503e+01,5.546830745e+01,7.296468995e+01,3.555841885e+01,4.056729116e+01,4.178437034e+00,8.218694856e+01,6.861499138e+00,1.292961350e+01,4.981895433e+01,1.901123388e+01,3.568293015e+01,6.276697903e+01,5.323202554e+01
2.106406106e+01,8.026483631e+01,1.446164859e+01,6.261099972e+01,2.897490095e+01,4.291996516e+01,7.726340327e+01,8.594658354e+01,6.475994376e+01,3.108406521e+01,1.747597305e+01,8.385668454e+01,9.193170065e+01,4.637277805e+01,9.736041637e+01,6.384949235e+01,8.524278919e+01,5.712010154e+01,5.620468621e+01,4.295793245e+01,4.608384320e+01,2.537411900e+01,1.480246933e+01,8.427502298e+01,2.096908525e+01,1.241616314e+01,9.626910705e+01,2.979110737e+01,8.069699037e+00,3.481205748e+01,2.285912869e+01,4.074318749e+01,4.393473448e+01,5.318423705e+01,6.362158031e+01,5.423078555e+01
1.769267646e+01,2.018620457e+01,6.980641894e+01,1.437951918e+01,2.416246234e+01,9.198700351e+01,7.368656260e+00,4.591760930e+01,2.323930766e+01,8.569418539e+01,8.832172219e+01,8.768469348e+00,5.395611852e+01,8.528122500e+01,4.621342937e+01,5.969775256e+01,9.981707737e+01,3.215551951e+00,8.348403276e+01,2.141336250e+00,4.173855488e+01,6.090449615e+01,1.642983122e+01,8.028092923e+01,9.436932658e+01,2.022470926e+01,7.169761171e+01,1.229090416e+01,1.853950455e+01,4.419497158e+01,3.113730264e+01,5.558383837e+01,3.019223951e+01,1.223160510e+00,5.502958245e+01,2.374571275e+01
5.006637079e+01,4.524307331e+01,6.845181003e+01,9.369462853e+01,1.900962794e+01,5.428521839e+01,4.959077135e+01,8.409936541e+01,8.524018155e+01,7.652171382e+01,9.262432552e+01,9.614719075e+01,6.372654900e+01,6.796034032e+01,9.465853994e+01,1.921827044e+01,4.388815734e+01,1.548279099e+01,1.551085900e+01,7.779199321e+01,7.944612375e+01,9.793376669e+01,4.984089684e+01,4.659246975e+01,3.883261000e+01,5.413645546e+01,6.905812728e+01,6.143920691e+01,1.869747651e+01,8.046567557e+01,1.590693027e+01,5.378422363e+01,8.893263423e+01,4.313952806e+01,6.741086197e+01,6.789701246e+01
2.045882836e+01,5.537981409e+00,9.144269087e+01,2.900617285e+01,9.015092913e+01,8.855892757e+01,9.035621147e+01,8.176118214e+01,4.219289314e+01,8.746834136e+01,5.520651952e+01,5.842468156e+00,8.465682461e+01,3.186272735e+01,6.486687714e+01,3.725595510e+00,7.975948070e+01,5.626654686e+01,9.114564768e+00,8.962603060e+01,6.973126164e+01,1.106235350e+01,4.728194578e+01,9.513605459e+01,7.488624559e+01,9.151336226e+01,9.495549181e+01,6.926790607e+00,5.187086072e+01,8.713330993e+01,5.986125110e+01,3.800077812e+01,7.699313897e+01,1.038925102e+00,4.521807845e+00,1.729519795e+01
2.992873230e+01,5.627661699e+01,3.494191632e+01,4.052529209e+01,3.616291473e+01,2.253747079e+01,3.256729641e+01,5.726950802e+01,1.980274553e+01,1.070850295e+01,3.780858206e+00,9.479688610e+00,1.691138562e+01,6.108285689e+01,6.733463371e+01,5.318243005e+01,4.248126856e+01,3.362659552e+01,4.126201604e+01,6.245483975e+01,8.055773548e+01,4.499319251e+00,8.813066264e+01,9.739375592e+01,4.031425441e+01,7.210367028e+01,8.841005315e+01,2.632704673e+01,3.193244274e+01,7.639589759e+01,5.903594546e+01,7.663173080e+01,7.546907972e+01,2.143399796e+01,1.439570974e+01,4.037694210e+01
4.625232041e+01,8.371297648e+00,2.358375979e+00,8.222565537e+01,8.976300954e+01,2.141952709e+01,9.968644000e+01,7.333495090e+01,6.550123405e+01,7.114113331e+01,2.175803240e+01,3.360376727e+01,2.636175880e+01,3.271301980e+00,5.276403342e+01,6.523171283e+01,5.656879866e+01,5.869837889e+01,4.652290630e+01,8.627041295e+01,6.359290626e+01,2.812582596e+01,7.543285881e+01,1.227999477e+01,2.046200148e+01,1.116246568e+01,9.576932249e+01,1.534965359e+01,6.911976796e+01,2.928150623e+01,7.184040434e+01,8.846841055e+00,8.291471144e+01,6.078043687e+01,6.130547918e+00,8.094612197e+01
9.963078170e+01,7.422378285e+01,5.392368268e-01,9.398906114e-01,2.620399061e+01,3.946653441e+01,8.906571277e+01,8.339540359e+01,5.582209963e+01,2.832556055e+01,7.154680593e+01,8.010695254e+01,4.673566127e+01,2.598781840e+00,4.962555419e+01,5.731016438e+00,7.006026791e+01,9.636930935e+01,4.544653552e+01,4.860945638e+01,5.911183682e+00,2.976128153e+01,8.719120783e+01,4.150696814e+00,6.799457413e+01,4.696463931e+01,9.922538677e+01,5.206193317e+01,4.678733759e+00,2.270241256e+01,5.275620338e+01,4.498916203e+01,2.065657375e+01,1.148740935e+01,5.038484979e+01,5.181849172e+00
4.908687024e+01,7.072010835e+01,9.728719342e+01,9.940928719e+01,8.224643550e+01,8.957823532e+01,8.104748132e+01,8.623227070e+01,2.483873752e+01,7.855833053e+01,2.495050096e+00,1.965526942e+01,9.719734872e+01,6.243274084e+01,1.310751232e+01,9.165115216e+01,8.122280857e+01,2.846970927e+00,5.943404154e+01,8.810925059e+01,7.322866299e+00,8.077526566e+01,1.314852542e+01,6.684746590e+01,1.135337702e+01,6.350520721e+01,7.687242484e+01,9.922226053e+01,5.944545520e+01,6.497709378e+01,8.280805483e+01,1.969371793e+01,6.177618807e+00,9.003837591e+01,1.386349024e+01,6.345493341e+01
5.739413476e+01,6.497542032e+01,5.214777591e+00,9.640316632e+01,6.515271895e+01,3.958456133e+00,9.012953607e+01,2.159374077e+01,3.519315773e+00,7.524675354e+01,1.779610419e+01,7.709386529e+01,6.811424657e+01,1.762251275e+01,3.714009540e+01,7.797678191e+00,2.704003076e+01,1.722282107e+01,1.688482406e+01,5.136753104e+01,7.775421504e+01,1.757726513e+01,1.243804297e+01,6.387354987e+01,6.693308688e+01,8.532146236e+01,1.719472192e+01,9.663969236e+01,4.183679568e+01,7.796138485e+01,2.612759589e+01,1.110223353e+01,9.091127984e+01,4.393179030e+01,9.345845576e+01,1.670103134e+01
4.021666853e+01,1.020039166e+01,4.767834373e+01,2.283037122e+01,6.499409277e+01,5.176733866e+01,5.456538302e+01,4.749669792e+00,9.158058055e+01,5.500344679e+01,5.686894744e+01,5.665269684e-01,3.748535945e+01,2.007525163e+01,6.622417859e+00,8.618340718e+01,3.671503077e+00,5.556070930e+01,9.403984100e+01,8.920520131e+01,9.045205209e+01,4.288181533e+01,1.694360556e+01,4.784630994e+01,7.437288346e+01,1.452809954e+01,7.690077832e+01,6.447053031e+01,8.147188255e+01,1.365038435e+00,7.381105090e+01,6.590371020e+01,6.394756728e+01,1.928979361e+01,2.399790900e+01,3.609618332e+01
2.056236692e+01,1.474814618e+01,9.205640100e+00,5.521821462e+01,5.762735453e+01,9.209213158e+01,7.043713953e+01,6.008978766e+01,6.258269883e+01,5.328680726e+01,6.055837318e+01,4.205210830e+01,5.080833076e+01,2.793082466e+01,6.235367065e+01,2.082955337e+01,1.498875702e+00,9.043639473e+01,8.571944632e+01,2.497549744e+01,9.183404181e+01,3.969384455e+01,7.992613266e+01,6.131332684e+01,5.481464419e+01,4.717085189e+01,8.589659002e+01,6.749489089e+01,3.762046180e+01,1.001620168e+01,3.273876485e+01,9.548088535e+01,8.545145083e+00,4.760226502e+01,4.299621181e+01,1.151434146e+01
9.254677412e+01,8.007333134e+01,1.193814397e+00,7.881119804e+01,6.284474086e+01,2.942737076e+01,7.320556210e+01,2.344792971e+01,2.005902594e+01,7.550954560e+01,9.733706788e+01,6.568634026e+01,2.148766028e+01,6.150790919e+01,8.514228646e+01,1.193205560e+01,1.102598732e+01,9.300838005e+01,1.482303312e+01,9.569368170e+01,4.394647473e+01,3.261770431e+01,1.998836625e+00,9.336487518e+01,2.949703817e+01,9.524835502e+01,2.074559125e+01,4.447605389e+01,2.879295518e+01,7.891014694e+01,7.175309497e+01,1.219211030e+00,3.751026017e+01,9.075864410e+01,7.326848626e+01,1.754688617e+01
7.243381010e+01,4.704032735e+01,1.228441119e+01,4.230904729e+01,4.870483833e+01,6.523119866e+01,9.365995159e+01,9.937011113e+01,6.065670584e+01,9.677757033e+01,3.048389373e+01,9.064073469e+01,4.244608040e+01,2.779756286e+00,3.372139872e+01,3.800142169e+01,4.443831427e+00,2.604366677e+01,6.498410100e+01,5.374904651e+01,5.866338600e+01,7.524064582e+01,1.736254040e+01,5.747219216e+01,5.196624852e+01,4.419458311e+01,8.544663025e+01,3.742680506e+01,9.206694810e+01,8.140048373e+01,8.956811136e+01,9.835627517e+01,2.539699092e+01,3.376138407e+01,8.124513553e+01,2.202501320e+01
6.257906235e+01,1.965804722e+01,9.273702948e+01,1.858890677e+01,5.572994071e+01,8.620919901e+01,6.010942944e+00,4.950323518e+01,4.413652452e+01,1.699533117e+01,3.860720176e+01,9.470224702e+01,8.830880218e+01,6.974822430e+01,4.472903931e+00,6.788559881e+01,6.547630294e+01,9.291594506e+00,2.551753689e+01,2.213793617e+01,8.815180302e+00,4.396509244e+01,2.209136746e+01,8.195454726e+01,9.157774356e+01,1.801879069e+01,9.745014999e+01,3.769737895e+01,7.989838844e+01,1.908409352e+01,8.232697752e+01,6.095295536e+01,4.266651097e+01,3.943395164e+01,2.929335633e+01,5.136902482e+01
6.993719798e+01,1.265045362e+01,5.739389670e+01,1.007467566e-01,7.441086057e+01,7.138880062e+01,8.304476128e+00,2.219087158e+01,8.025984429e+01,1.453287521e+01,5.602892863e+01,3.154061190e+00,5.959085248e+01,7.524297876e+01,2.264598180e+00,1.118758849e+01,6.560052240e+01,8.081673846e+00,9.716936629e+01,5.417620800e+01,7.190595894e+01,1.737315682e+00,2.222279787e+01,1.412024866e+01,4.908645757e+01,2.947503626e+01,7.260596806e+01,1.405960744e+01,3.726997247e+01,5.657422600e+01,9.437649686e+01,1.190632710e+01,2.020802136e+01,2.619019098e+00,5.818058680e+01,6.515680755e+01
7.431987225e+01,5.452374062e+01,3.703816797e+01,5.497656514e+01,3.360543444e+01,7.731166394e+01,8.466716346e+01,2.659622820e+01,1.872627954e+01,8.011289239e+01,5.007639009e+00,1.538200109e+00,5.866564405e+01,9.068114947e+01,5.132353568e+01,4.388935399e+01,4.557465249e+01,5.736676760e+01,7.968365416e+00,8.482641727e+00,5.635939099e+01,3.619074615e+01,5.850060518e+01,1.693216766e+00,3.492780129e+01,9.834221994e+01,4.641479341e+01,9.445351266e+01,9.545282916e+01,2.199179199e+01,6.550266770e+01,3.667314854e+01,2.750473389e+01,6.971571759e+01,3.315541285e+01,3.831433647e+01
9.395382797e+01,3.691346548e+01,7.114079388e+01,5.179117323e+01,6.532161325e+00,1.601126233e+01,6.271011775e+01,7.952716159e+01,1.058703994e+01,1.327806692e+01,3.872529216e+01,2.097741160e+01,6.906818917e+00,7.573915291e+01,4.201637527e+01,7.185081932e-01,1.619161023e+01,7.538355175e+01,1.015877898e+01,7.439694126e+01,7.519947775e+01,8.980262959e+01,3.226851798e+01,9.369767479e+01,6.502027679e+01,1.393754739e+01,9.073824781e+01,8.252095009e+01,3.799050411e+01,4.276918516e+01,5.615924645e+01,3.827721608e+01,7.926289169e+01,3.107732343e+01,2.502647246e+01,1.211602077e+01
1.958224652e+01,6.280837648e+01,5.138424933e+01,4.567321404e+01,4.635410034e+01,9.490069993e+01,8.495376238e+01,3.148160180e+01,1.364077634e+01,2.355031317e+01,1.420945205e+01,6.224039820e+01,6.796018131e+00,8.036306477e+00,4.158552266e+01,7.694531162e+01,8.867795661e+01,9.816371372e+01,9.861338813e+01,6.637166996e-01,8.176279783e+01,5.329592895e+01,5.394812154e+01,3.430910455e+01,7.410337812e+01,4.533109215e+01,6.351417825e+01,4.046297008e+01,1.822792763e+01,9.650501267e+01,2.828233538e+01,2.006725079e+01,6.536716767e+01,4.338659731e+01,8.980708024e+01,8.142085480e+01
3.506757193e+01,1.642633835e+01,9.915436147e+01,9.169124830e+00,1.804838598e+01,3.620216294e+01,9.052527278e+01,6.344836400e+01,7.678853180e+01,4.485000250e+01,3.304190741e+01,6.108234981e+01,1.910194536e+01,3.092941014e+01,7.641778115e+01,2.050013923e+01,4.317084451e+01,5.268936837e+01,2.145640180e+01,7.599869426e+00,7.204997746e+01,1.499564446e+01,4.782344336e+01,8.242838077e+01,6.807115406e+01,8.234935208e+00,9.107340294e+01,1.344152961e+01,7.473373926e+01,1.522256524e+01,9.160604938e+01,7.031156501e+01,8.193532996e+01,3.024079180e+01,8.646762843e+01,7.568187701e+01
2.680270245e+01,2.518699923e+01,7.862589777e+01,9.697606585e+01,2.793123299e+01,8.982488018e+00,2.416895475e+01,4.576892804e+01,6.211555031e+00,1.205864470e+01,4.528266400e+01,9.656695094e+01,3.518054220e+01,6.854842735e+01,6.299109802e+01,1.651829599e+01,1.348281635e+01,7.569068116e+01,1.304714950e+00,9.083097178e+01,8.908623888e+01,3.918769157e+01,5.500125030e+01,7.881136020e+01,6.221707727e+01,1.909941170e+01,7.218838091e+01,3.914508006e+00,2.421080982e+01,8.438374159e+01,1.941222302e+01,9.424882281e+01,1.092263876e+01,9.135309553e-01,5.519508633e+01,4.687968202e+01
