v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15
2.430451829e+01,8.141862419e+01,4.530141906e+01,4.526653145e+01,5.159503173e+00,4.406147925e+01,4.123892722e+01,2.777740042e+01,3.214895289e+01,5.795146939e+01,4.323533883e+01,2.093503359e+01,6.881704564e+01,6.368859839e+01,5.308247103e+01
2.604231274e+01,8.383729405e+01,2.058032963e+01,1.344733188e+01,1.836405815e+01,7.060980592e+01,9.915225664e+01,2.272478462e+01,4.021737824e+01,1.321280852e+01,3.040521331e+01,2.449831540e+01,9.909774567e+01,8.925189605e+01,9.209476902e+01
1.357398678e+01,3.180943594e+01,5.982582728e+01,9.569878500e+01,4.213662344e+01,8.593953867e+01,7.603103240e+01,2.734835418e+01,5.408144718e+01,3.118357406e+01,9.870583167e+01,8.489060843e+01,6.771935628e+01,1.220906497e+01,9.775038851e+01
9.307618260e+00,7.646388382e+01,8.970953711e+01,2.011992956e+01,5.423608684e+01,1.825199915e+01,3.656414078e+01,7.923660582e+01,1.855108086e+01,9.936528077e+01,9.373926773e+01,6.612579170e+01,7.370727158e+01,8.037953090e+01,4.210640888e+01
5.183653795e+01,8.641311699e+01,6.049108648e+01,5.723734710e+01,7.634148031e-01,9.066684252e+00,6.075514574e+01,6.013740523e+00,9.296390215e+01,9.901619358e+00,3.697381458e+01,3.146189306e+01,6.215253147e+01,4.290669216e+00,1.501725308e+01
3.047059341e+01,9.904847167e+01,9.736066958e+01,8.325228038e+01,1.962960311e+01,5.069465303e+00,4.682552904e+01,4.055962028e+01,3.174048799e+01,9.673390381e+01,8.817185183e+00,7.212157771e+01,4.717843981e+01,4.540779801e+01,2.366066822e+01
5.427657319e+01,9.291201258e+01,9.205222973e+01,9.783791292e+01,4.394416830e+01,9.969222552e+01,6.103063782e+01,9.914383560e+01,7.376922158e+01,2.074784779e+01,2.957627409e+01,5.547598338e+01,2.397805280e+01,6.420186587e+01,6.285598277e+01
4.901952366e+01,4.502988911e+01,5.304148145e+01,8.251062667e+00,5.361967682e+01,7.939808973e+01,8.160112532e+01,3.318416899e+01,4.675023633e+01,6.572143540e+01,7.389174847e+01,3.793445870e+01,4.430583177e+01,9.800223832e+01,2.313726072e+01
3.899603012e+01,4.566259949e+00,1.051834212e+01,9.055589405e+01,8.001724717e+00,7.219669835e+01,9.867316995e+01,5.325073981e+01,9.506432151e+01,1.561748586e+01,2.257289539e+01,7.672507665e+01,4.915493206e+01,1.192925571e+01,5.334418521e+01
2.481668756e+01,9.320342771e+01,5.416002465e+01,5.859158281e+01,5.129086291e+01,5.551955272e+01,1.055064436e+01,2.805982825e+01,3.284684777e+01,3.268542375e+01,4.981200038e+01,1.377341609e+01,2.269601098e+01,9.702954533e+01,7.896352252e+01
2.022009151e+01,6.660919019e+01,9.279437890e+01,7.872780214e+00,1.412639798e+01,7.191433960e+01,9.617284016e+01,1.482812459e+00,2.576395092e+01,8.988627832e+00,2.501723639e+01,6.055450881e+01,4.674742852e+01,8.732606914e+01,7.723333918e+01
3.843254776e+00,3.416712567e+01,1.370346763e+01,3.908149967e+01,6.674508137e+01,1.604962924e+01,8.606560759e+01,7.038561865e+01,2.341176093e+01,9.794896845e+01,6.985757411e+01,7.253844783e+01,3.715831681e+01,3.782988438e+01,6.697809005e+01
6.405691987e+01,4.401726602e+01,1.778025088e+01,2.463909403e+01,1.747875244e+01,4.127841023e+01,1.327758517e+00,9.273784020e+00,3.788392307e+01,8.696660872e+01,8.482461059e+00,3.817234624e+01,3.911022202e+01,8.293432981e+01,9.183922867e+01
6.380334745e+01,5.120062000e+01,9.254177526e+01,4.027124693e+01,6.718515264e+01,6.005004193e+01,1.132943084e+01,4.992909066e+01,3.807572257e+00,7.785035232e+01,2.876444044e+01,7.730685157e+01,5.717402256e+01,6.281634129e+01,5.830129736e+01
5.152348645e+01,9.169631790e+01,4.750445142e+00,3.056613378e+01,2.299205828e+01,4.201228185e+01,1.012704003e+00,6.636229461e+01,3.097855526e+01,1.628261782e+01,5.750753730e+01,1.228876428e+01,3.708186532e+01,5.075706571e+01,3.078186924e+01
6.013534778e+01,8.451293990e+01,3.084115309e+01,4.222898125e+01,7.941215178e+01,9.316493808e+01,1.551133221e+01,9.925703803e+01,2.554093318e+01,5.381564471e+01,6.050359772e+01,2.386507297e+01,9.436248931e+01,1.389106971e+01,9.154039314e+01
9.197085497e+01,7.386220742e+01,4.408761343e+01,4.046206489e+01,3.939434069e+01,2.835812509e+01,4.498587684e+01,4.400804516e+01,3.101384300e+01,3.370464928e+01,1.301003475e+01,2.681344884e+01,3.778922159e+01,4.999299990e+01,5.653658502e+01
4.517751859e+01,3.275846042e+01,5.293543517e+00,9.000025176e+01,2.546120354e+01,7.256462074e+00,4.985392127e+01,9.653760263e+01,3.311468466e+01,5.869340402e+01,7.513982979e+01,7.340202298e+01,4.123832504e+01,2.819204216e+01,7.157491190e+01
9.263874585e+01,4.811547409e+01,2.874753081e+01,5.827224541e+01,1.255762888e+01,9.225261025e+01,7.450367371e+01,2.557276677e+01,9.578349449e+01,6.873361307e+01,3.780125786e+01,4.863123676e+01,1.695444686e+01,5.098095929e+01,6.961923916e+01
1.431859932e+00,6.527835215e+01,7.776188547e+01,6.180242701e+01,7.761483274e+01,9.788082159e+00,1.303026796e+01,6.665184377e+01,1.736530562e+01,8.450303440e+00,9.268135066e+01,3.100058242e+01,3.833172474e+01,4.448811220e+01,1.294522898e+01
4.718904506e+01,8.782234249e+01,8.080319874e+01,5.870275993e+01,5.029818082e+01,5.471849266e+00,8.740584667e+01,8.362756326e+01,8.423021149e+01,8.759715817e+01,4.345861460e+01,5.516897834e+01,2.689256669e+00,1.766384436e+01,6.857940716e+01
3.335316745e+01,8.988121644e+01,5.766010222e+01,1.076897003e+01,8.590662391e+01,2.688598422e+01,6.481808203e+00,4.863792940e+01,8.495169993e+01,3.265833719e+00,1.077652659e+01,4.568577321e+01,5.261280434e+01,5.401744717e+00,7.989192270e+01
8.941686752e+01,1.359051775e+01,8.346522147e+01,6.376921703e+01,4.091996110e+00,4.155903708e+00,1.567745651e+01,6.008425271e+01,7.571051587e+01,7.497527868e+01,6.095558599e+01,8.157089790e+01,5.208163637e+01,1.522717350e+01,7.705880425e+01
6.780993862e+01,7.488006690e+01,2.689030213e+01,8.783622190e+01,8.659640643e+01,7.848756409e+01,2.788514902e-02,5.112118764e+01,4.846087642e+01,4.574583909e+01,7.663861926e-01,8.021031414e+01,8.955210918e+01,9.520702668e+01,4.185910473e+01
6.197266708e+01,9.777393292e+01,6.351298232e+01,9.238929934e+01,6.870594263e+01,2.975082243e+01,4.966417126e+01,4.101123519e+01,6.395158052e+01,1.505737552e+01,3.952414068e+01,4.698946246e+01,1.880808799e+01,2.776571806e+01,5.622762496e+01
1.063515817e+01,4.832277977e+01,1.488325477e+01,6.452582056e+00,4.912963743e+01,4.855981711e+00,3.399794398e+01,1.486262283e+01,3.943014888e+01,2.029978468e+01,3.225589372e+01,2.153080606e+01,6.753870689e+01,2.887996656e+01,9.266312671e+00
2.515047916e+00,1.053005270e+01,2.937792909e+01,9.301036726e+01,4.167022434e+01,8.343648830e+01,2.938996482e+01,9.891853968e+01,9.182775427e+01,7.312793116e+01,1.539507020e+00,4.266043605e+01,4.288246108e+01,1.084015416e+01,2.864511266e+01
3.369384031e+01,2.012449194e+01,3.027093176e+01,7.882887407e+01,9.641394428e+01,2.278804172e+01,9.973468285e+01,2.941709170e+01,5.071392102e+01,1.398349610e+01,7.699745600e+01,9.171832407e+01,8.463678458e+01,8.211793958e+01,4.825584335e+01
3.406930676e+01,4.873579830e+01,6.926989041e+01,2.205850010e+01,5.352824690e+01,3.312636937e+01,6.905158909e+01,5.860789920e+01,2.414577804e+00,5.914971466e+01,3.640316127e+00,2.485099069e+00,8.980608585e+01,1.154365156e+01,7.074417477e+00
7.385052490e+01,3.102459174e+01,2.696974238e+01,3.168618287e+01,1.032257870e+01,5.140143080e+01,7.481042176e+01,5.948096087e+01,3.470129736e+01,9.023502210e+01,5.603510517e+01,1.312945741e+01,7.239750301e+01,7.293354413e+01,3.315582032e+01
2.671370160e+01,9.391999456e+01,1.167071075e+01,8.132099145e+01,4.594279243e+01,1.432026690e+01,7.126987286e+01,3.191922587e+01,5.730359381e+01,3.485506184e+00,7.813511522e+01,6.199240001e+01,7.229705626e+01,9.906167582e+01,2.547644140e+01
5.469008560e+01,3.816147828e+01,8.233303873e+01,1.840507615e+01,7.686596169e+01,8.654518975e+00,4.587456306e+00,5.166558981e+01,3.265698582e+00,1.220513071e+01,6.892730266e+01,5.884434346e+01,5.064811051e+01,3.262350426e+01,7.267339316e+01
6.953126552e+01,1.739739462e+01,3.776444577e+01,1.504809335e+01,6.346767291e+01,3.819325140e+01,9.095325121e+01,6.109625836e+01,2.795587076e+01,5.743666146e+01,8.991873141e-02,3.374931735e+01,9.647004597e+01,2.125988337e+01,9.123781109e+01
7.534596764e+01,8.309272708e+01,4.635753580e+01,7.916398693e+01,3.282546939e+01,2.282645854e+00,4.297315057e+01,6.023539375e+01,1.630492486e+01,7.625366362e+01,4.853696066e+01,8.146232856e+01,7.628806075e+01,6.698431650e+01,9.348330205e+01
6.059030441e+01,5.481684927e+01,7.385018328e+01,2.989645484e+01,2.706257677e+01,4.545555819e+01,3.869192203e+01,9.322382823e+01,4.120617093e+01,9.693139791e+00,7.539149440e+01,2.113990978e+01,3.699750877e+00,7.798464100e+01,2.271416162e+01
2.509802882e+01,4.276921203e+01,4.330212544e+01,6.876860625e+01,3.934412919e+00,9.749321438e+01,5.186767290e+01,2.848402264e+01,3.936717192e+01,6.016808591e+01,6.141085692e+01,3.512612015e+01,8.241823000e+01,1.789605603e+01,4.639465859e+01
5.111307362e+01,2.993607021e+01,3.486342517e+01,7.231552279e+01,7.747542245e+01,9.521671712e+01,1.781768644e+01,5.873526068e+01,3.143319887e+01,1.793389021e+01,4.059169782e+01,5.256461441e+01,4.511029250e+01,1.112499623e+01,3.731372707e+01
6.110140568e+01,5.416503402e+01,3.731718228e+01,5.661478254e+01,8.141163352e+01,7.666767391e+01,9.001328810e+01,1.313779849e+01,3.327529847e+01,2.040721099e+01,6.806360465e+00,9.093683052e+01,7.681604008e+01,9.816749026e+01,9.582263671e+01
7.217517539e+01,3.590528102e+01,1.815137722e+01,2.133566960e+01,7.535797883e+00,3.415068384e+01,2.146108135e+01,9.428627742e+01,6.064567429e+00,6.164531191e+01,2.910404653e+01,7.774553593e+01,5.864081697e+01,4.404592665e+01,8.842586663e+01
2.066794122e+01,5.971536237e+01,2.062327774e+01,8.200948006e+01,3.311665449e+01,8.755501635e+01,2.071221157e+01,5.232401192e+01,2.273576781e+01,8.906660608e+01,4.906884632e+01,9.371195167e+01,1.318448175e+01,2.661141604e+01,6.418380243e+01
5.573168682e+01,6.857830169e+01,2.543690882e+01,6.026000168e+01,3.415962071e+01,8.486506960e+01,6.634543626e+01,5.413491096e+01,3.579330160e+01,4.034929214e+01,4.891790392e+01,3.120335859e+01,7.340842692e+01,3.233667810e+01,2.331411539e+01
8.162316294e-01,9.842364653e+00,7.598637738e+01,7.116695716e+01,2.523504022e+01,5.640749269e+01,7.050176031e+00,7.871332534e+01,9.174698708e+01,3.940811842e+01,5.874791994e+01,1.163043030e+01,1.542280800e+01,9.336755029e+01,4.287224711e+01
2.889986863e+01,8.298430098e+01,5.215883575e+01,6.751528425e+01,4.932523162e+01,8.052646985e+01,6.863482247e+01,1.527281025e+01,5.042082941e+01,8.812100966e+01,1.325834144e-01,3.523985119e+01,8.373415029e+01,5.356640356e+01,8.251441683e+01
8.464941581e+01,7.161051210e+01,1.025978074e+01,9.756259135e+01,1.989346934e+01,1.471338401e+01,4.018875889e+01,3.402861644e+01,6.054740169e+01,2.599129277e+01,8.959009515e+01,9.282910658e+01,8.479708043e+01,1.721535362e+01,8.910245562e+01
6.873671408e+01,6.221438923e+01,9.122713829e+01,6.077771385e+01,6.293454637e+01,9.499411573e+00,7.869603719e+01,6.540326730e+00,7.795127377e+01,3.031347199e+01,2.555030583e+01,9.234692364e+01,5.155373143e+01,7.368837418e+01,8.452252108e+00
9.288957011e+00,2.543788167e+01,1.033418115e+01,4.030252837e+01,2.456782490e+01,9.047149332e+01,7.435423638e+01,2.195274270e+01,4.339715379e+01,7.141065941e+01,8.961640723e+01,4.014011702e+01,9.168018702e+01,3.130200644e+01,8.939576930e+01
4.435693130e+01,9.111980782e+01,9.634677760e+01,8.685952991e+01,9.582056978e+01,8.775422872e+01,7.369925938e+01,2.303700393e+01,9.164022563e+01,6.957925655e+00,1.192031004e+01,1.424698691e+01,8.928469606e+01,5.889068946e+01,1.751151763e+01
6.123503864e+01,6.725364031e+01,1.003913879e+01,2.474714838e+01,6.301132516e+00,8.417342095e+01,3.361460597e+01,7.455721449e+01,1.489060431e+01,6.117286870e+01,2.962588548e+01,2.259078755e+01,7.392866102e+00,5.175501670e+01,2.239316800e+01
6.979373930e+01,3.463703304e+01,5.140628616e+00,6.290156369e+01,3.658626680e+01,7.725831874e+00,2.999486106e+01,2.563269650e+01,8.462228884e+01,2.514518898e+01,9.176208049e+01,4.263126262e+00,4.812827501e+01,1.801400461e-01,3.457363214e+01
3.536979029e+01,6.656658037e+01,1.426691678e+01,6.739465904e+01,4.324722285e+01,8.500510474e+00,9.947921678e+01,9.991187415e+01,8.968988768e+01,4.600761528e+01,3.077915581e+01,9.012657037e+01,5.492082034e+01,2.744045151e+01,1.340789347e+00
3.668237644e+01,4.763225336e+01,7.158790846e+01,4.134006304e+01,7.420669042e+01,3.839424776e+01,5.667338277e+01,5.003271775e+01,9.018050215e+01,2.095493048e+01,5.702825747e+01,5.161836587e+01,2.126899096e+01,5.314634742e+01,5.931722552e+01
3.641665782e+01,8.716589722e+01,1.802515148e+01,5.790312465e+01,6.611995231e+01,1.308008671e+01,5.907004711e+01,8.768617815e+01,2.307504014e+01,1.431508434e+01,7.779316038e+01,3.388521946e+01,9.275930458e+01,5.991437059e+01,7.127057927e+01
4.392534362e+01,4.175547287e+01,2.033689900e+01,5.518590983e+01,8.417070210e+00,6.865324789e+01,8.822656631e+01,6.756066918e+01,6.462486415e+01,8.175650935e+01,4.974884608e+01,4.405868428e+01,2.217691747e+01,5.575790165e+01,1.276132510e+01
1.675070585e+01,7.067665710e+01,1.439293065e+01,8.342317735e+01,8.777187089e+01,7.155394396e+01,1.342162560e+01,2.693117618e+01,5.966836674e+01,9.722515968e+01,8.293707725e+01,6.939548262e+01,7.550932063e+01,4.847229669e+01,3.328819523e+00
9.130124199e+01,1.205789415e+00,8.418257343e+01,8.479760200e+01,7.070308585e+01,5.722456357e+01,6.281984494e+01,8.021784907e+01,3.651475705e+01,7.949227540e+01,2.326773555e+01,7.570376354e+01,5.345989937e+01,6.642939809e+01,1.914610843e+01
6.646342127e+01,4.936402144e+01,8.545168762e+01,2.282187846e+01,4.381860266e+01,1.062543654e+00,2.093007063e+01,2.142956691e+01,9.598451557e+01,7.468804432e+01,8.458694555e+01,6.751133349e+01,9.585705955e+01,2.926723024e+01,1.154092933e+01
8.575901045e+01,2.172013982e+01,4.524920832e+01,4.651380570e+01,8.188664016e+01,4.113774121e+01,7.302970231e+00,6.569897461e+01,2.841044788e+01,6.865847581e+01,6.715778235e+01,9.836602138e+01,5.560521323e+01,6.482204968e+01,3.356569392e+01
4.527545825e+01,2.643818685e+01,2.795150969e+01,4.154955602e+01,1.404664059e+01,1.497095340e+01,1.094615972e+01,3.357615744e+01,7.698240566e+01,1.194084268e+01,7.225988511e+01,3.776815911e+01,5.096715096e+01,7.541028786e+01,5.874774027e+01
8.158495172e+01,5.505274820e+01,7.894454993e+01,2.307766516e+01,5.626618180e+01,7.545830110e+01,2.940509937e+01,2.120762781e+01,2.871336507e+01,1.406770143e+01,4.717872673e+01,7.238272317e+01,3.520826718e+01,9.588177017e+01,8.955726048e+00
8.440362583e+01,1.704317967e+01,5.160350752e+01,2.712095700e+01,4.020977553e+01,7.566739877e-01,2.258626312e+01,7.692699781e+01,4.221092355e+01,9.147221847e+01,8.542069213e+01,8.741106261e+01,1.964731760e+01,9.182646734e+01,9.900144226e+01
6.151071555e+01,1.896906343e+01,6.915461215e+01,9.913125884e+01,9.104644647e+01,2.112383499e+01,6.801106162e+01,3.050882905e+01,4.361715551e+01,5.168551550e+01,5.643561718e+01,4.305147721e+01,2.128086129e+00,1.482469087e+00,9.873221404e+01
7.272105634e+01,4.250185374e+01,6.607825607e+01,1.315034754e+01,8.405122691e+01,3.182128437e+01,1.730168657e+01,3.057352300e+00,5.905826477e+01,8.782888741e+01,6.304002414e+01,1.367159332e+01,3.501509276e+01,4.061459061e+01,1.140161393e+01
3.975348934e+01,3.295005959e+00,1.695615468e+01,9.160557189e+01,1.895154029e+01,5.305322846e+01,4.549392793e+01,6.628341333e+01,5.136903290e+01,3.350078924e+01,8.818620378e+01,5.770560844e+01,5.328625766e+01,6.130952862e+01,2.128878211e+01
1.444819930e+01,3.163441162e+01,9.712769455e+01,8.024559987e+01,3.887843330e+01,1.420494256e+01,9.850805725e+01,8.773736802e+01,4.624039025e+01,6.396573418e+01,1.775066369e+01,2.776918727e+01,4.508946865e+01,9.715148110e+01,4.568411317e+01
2.329435371e+01,9.120532034e+01,1.844405804e+01,6.934559891e+01,8.252258729e+01,4.960447991e+01,1.240672474e+00,7.303595396e+01,5.163542750e+01,1.948435683e+01,1.335259457e+01,6.988136583e+01,4.457374540e+01,2.152768960e+01,7.524358922e+01
6.480834782e+01,9.008297506e+01,9.160254112e+01,9.369489522e+01,2.571714955e+01,9.607546753e+01,5.121141720e+01,4.903464460e+01,1.274209283e+01,9.281742294e+01,7.367049484e+01,8.005090408e+01,4.048723503e+00,7.408199273e+00,1.198277493e+01
8.679589381e+01,4.529153046e+01,4.675284923e+01,7.181093490e+01,1.264070743e+01,6.848035517e+01,9.464313420e+01,2.036608036e+01,3.605992872e+01,7.090005405e+00,5.825706687e+01,6.300822159e+01,7.861784666e+01,2.354155597e+01,8.296931920e+01
9.040564102e+01,2.936078018e+01,1.852758174e+01,9.106365126e+01,8.719961387e+01,3.919293169e+01,3.701727224e+00,4.848515331e+01,5.951310420e+01,1.664395487e+01,5.101106872e+01,8.182086124e+01,8.705444820e+00,2.731308205e+01,7.022686693e+01
8.090705499e+01,7.416542902e+01,9.793107565e+01,5.629275321e+01,1.634426305e+00,9.028456300e+01,2.703123661e+01,7.894614353e+00,2.412940406e+01,9.018214719e+01,6.125641109e-01,6.955900755e+01,1.194317545e+01,2.543263024e+01,2.782739962e+01
1.663007045e+00,7.099139168e+01,4.646623939e+01,8.468151594e+01,8.439752252e+01,3.726896972e+01,2.369448136e+01,3.483096414e+01,1.772317906e+00,9.511267776e+01,1.550145813e+01,4.986101978e+01,9.115372722e+01,5.011893223e+00,2.794549490e+01
4.824622370e+00,9.719712996e+01,5.251761135e+01,3.326776423e+00,7.378301297e+01,8.430646785e+01,2.176232658e+01,1.050160377e+01,7.449438350e+01,9.773762745e+00,4.470931299e+01,8.770685350e+01,2.264058931e+00,9.474102736e+01,5.828870007e+01
7.512221327e+01,8.027788226e+01,2.247558817e+00,4.187619558e+01,7.698431827e+01,6.610002385e+01,1.876046273e+01,1.418138446e+01,1.454472748e+01,8.432383681e+01,7.437617520e+01,8.036074920e+01,9.497964159e+01,7.884319246e+01,6.197229264e+01
8.833877098e+01,4.477996927e+01,4.760597029e+01,7.287867885e+01,5.432317560e+00,8.506401647e+01,6.145763077e+01,8.082162240e+01,4.341551738e+01,8.502642101e+01,8.121993086e+01,8.051040896e+01,2.251619425e+01,6.107732555e+01,3.562541988e+01
1.039294049e+00,8.125715445e+00,2.900831851e+01,1.398798059e+01,4.837260302e+01,8.658888338e+01,1.927194439e-01,3.621547386e+01,7.287164022e+01,1.850029621e+01,6.117708801e+01,4.591804696e+01,6.313748859e+01,5.935180795e+01,6.308892074e+01
8.103456264e+01,7.638850764e+01,5.339852984e+01,9.177128736e+01,5.800751959e+01,4.952677138e+00,4.939545325e+01,5.457347871e+01,5.807702288e+01,3.837071289e+01,3.674914852e+01,2.835622446e+01,8.642101999e+01,7.836342057e+00,7.584990515e+01
2.177695155e+01,6.477074236e+01,5.905132866e+01,5.201706369e+01,1.856208309e+01,4.167249768e+01,5.217610189e+00,8.400133374e+01,2.714410885e+01,1.476245439e+01,6.244238426e+00,8.253098426e+01,7.172974708e+01,8.364288160e+01,3.885705794e+01
1.476230834e+01,8.996896377e+01,7.585911459e+01,2.754445732e+01,9.786040152e+01,4.858591460e+01,1.191475473e+01,1.081807849e+00,5.687427766e+01,2.063465636e+01,4.504297363e+01,9.409722842e+01,7.930654549e+01,1.463801439e+01,7.658146646e+01
9.117413013e+01,1.424219703e+01,6.661816541e+01,3.737767923e+01,5.315893124e+01,4.180551724e+01,3.935171000e+01,5.135789493e+01,3.751755207e+01,9.874295797e+01,7.597544624e+00,6.189587312e+01,9.152215485e+01,4.804256720e+00,7.771990788e+01
3.687690264e+01,8.218213114e+00,2.801098569e+01,1.354515227e+01,8.135865122e+01,1.858028295e+01,6.996385513e+01,4.741829890e+01,6.307514278e+01,3.232633812e+01,2.272168584e+01,3.329230924e+01,5.692360165e+01,3.172360992e+01,7.660492113e+01
6.047733188e+00,5.055705899e+01,5.979394645e+01,2.961541674e+01,1.957138599e+01,4.263542471e+01,2.869612091e+01,8.282127348e+01,1.069214241e+01,4.788505024e+01,9.714848816e+01,5.685384937e+01,3.086690573e+00,4.533398013e+00,5.595132539e+01
9.098091000e+01,4.235901404e+01,3.537254775e+01,5.983855526e+01,2.313799727e-01,3.626949321e+01,5.322952227e+01,5.517820142e+01,5.883661419e+01,8.873808165e+01,6.976226005e+01,6.443800693e+01,3.335021445e+01,2.385287409e+00,7.753434647e+01
4.502287620e+01,2.615606790e+01,4.668354247e+01,3.008502720e+01,1.767221535e+01,5.603450131e+01,2.190243328e+00,6.898754680e+01,6.413606421e+01,1.254122009e+01,7.943428028e+01,4.291386247e+01,6.106145619e+01,7.753012287e+01,9.932421923e+00
1.159545913e+01,5.110852995e+01,8.579740329e+01,3.066726164e+01,1.286666838e+01,8.717802920e+01,9.283055610e+00,8.052661890e+01,3.229760790e+01,3.736430765e+01,4.068556220e+01,4.871784207e+01,6.506476942e+01,2.425877404e+01,8.607765565e+01
5.188067841e-01,5.197993557e+00,2.712084139e+01,4.756863853e+01,5.148029297e+01,7.457887472e+01,9.699013229e+01,7.851560243e+01,4.003289152e+01,9.247405810e+01,2.071216364e+01,1.718608410e+01,1.113581921e+01,4.168702533e+01,8.204822887e+01
2.749864100e+01,2.739054736e+01,9.593322736e+01,5.653855660e+01,3.896050102e+01,9.486755016e+01,1.150275291e+01,5.200728036e+01,8.872182028e+01,2.103855241e+01,8.626895893e+01,1.014446913e+01,2.791982923e+01,5.765816047e+01,3.213566944e+00
7.507252489e+01,2.685141830e+01,1.359938572e+01,5.484179238e+01,5.335019655e+01,9.902925329e+01,1.290827040e+01,5.996029398e+01,7.460659119e+00,5.364706416e+01,5.153610862e+01,1.970770688e+01,7.679357151e+00,5.855067387e+00,5.546182936e+01
6.456637754e+01,7.047113554e+01,3.352821613e+01,8.881765948e+01,9.975644767e+00,4.956787726e+01,9.491302323e+01,6.238059778e+00,1.726025013e+01,5.850367537e+01,2.078649780e+00,9.606249248e+01,6.614913653e+01,2.645435020e+01,5.177577986e+01
5.346083882e+01,8.902550103e+01,1.189847263e+01,8.716820249e+01,1.234325665e+01,4.559644790e+00,8.344333124e+00,8.040741036e+01,2.157407435e+01,6.587481917e+01,3.868062889e+00,1.822355882e+01,2.074337188e+01,6.498190897e+01,7.766345313e+01
7.802531442e+01,7.211756944e+01,7.965952358e+01,9.982059932e+01,2.857940330e+01,8.403654198e+01,9.179926035e+01,5.634620891e+01,3.548063197e+01,4.878727428e+01,8.594799832e+01,7.820202494e+00,8.172404853e+01,2.393986045e+01,3.012354129e+00
1.905039306e+00,5.046530328e+01,8.408812328e+01,5.607043202e+01,1.457931355e+01,7.113814093e+01,2.112050281e+01,7.334408259e+01,1.842147513e+01,6.961975797e+01,1.206779397e+01,1.300488146e+01,6.432281132e+01,8.991814092e-01,2.495514176e+01
3.870649733e+01,8.629599514e+01,3.647526134e+01,7.535465239e+01,3.105853488e+01,3.633422566e+01,6.292101913e+01,3.771202290e+01,5.013421939e+01,6.772613135e+01,9.598780346e+01,4.587496214e+01,5.883210709e+01,6.926432656e+00,7.885270404e+01
3.243755543e+01,7.997062508e+00,2.352991191e+01,4.484089845e+01,9.299790208e+01,8.603400714e+01,2.801888474e+01,2.320255020e+01,3.111409866e+00,8.840902686e+01,1.659111625e+01,8.313196926e+01,3.887604849e+00,5.646939220e+01,1.374123347e+01
8.372551154e+01,8.696529906e+01,1.780063824e+01,9.793240072e+01,8.009752999e+01,9.154451751e+01,8.797235093e+01,8.569907266e+01,6.374361045e+01,8.042756134e+01,9.181659031e+01,2.341664451e+01,4.417211759e+01,3.080613361e+01,9.293436692e+01
7.105476593e+01,5.433554142e+01,3.549201509e+01,3.700811513e+01,5.158282917e+01,8.091766148e+01,8.422260557e+01,6.401284406e+01,1.832550726e+01,8.105914122e+01,8.924981746e+01,3.553961530e+01,5.181155968e+01,9.430148147e+01,9.892413230e+01
9.513872928e+01,9.458276875e+01,9.438407108e+01,3.767952376e+01,9.753918611e+01,1.662818783e+01,1.651085488e+01,4.488927531e+01,2.567230075e+01,2.522946296e+01,9.117575678e+01,8.579338581e+01,4.256399339e+01,8.451780527e+01,6.478802742e+00
1.225925016e+01,3.347113491e+00,1.380130594e+01,9.148233076e+01,8.726779567e+01,4.039698468e+01,6.966141148e+01,1.922950642e+01,2.939653040e+01,2.757922855e+01,8.013087309e+00,5.630662199e+01,9.830190772e+01,4.376148651e+01,9.495926261e+01
5.367906970e+01,3.141330309e+01,7.608282862e+01,1.254008764e+01,5.255281706e+01,7.022566051e+01,6.987610915e+01,1.449911582e+01,6.445043289e+01,5.429097508e+01,4.215960660e+01,1.405409041e+01,3.166306276e+01,1.673677762e+01,7.869902695e+01
2.291822297e+01,9.633442960e+01,3.690954171e+01,4.948014025e+01,8.489037828e+01,4.726567580e+01,7.262252920e+01,4.886819377e+01,4.156866779e+01,9.980299660e+01,9.886173969e+01,9.951911997e+01,3.498999764e+01,2.636015433e+00,8.428450387e+01
6.375192572e+01,9.621602828e+01,8.649851247e+01,2.798938300e+01,1.949227279e+01,6.783412164e+01,7.756228480e+01,3.952618996e+01,3.138345815e+01,4.498539384e+01,9.830312223e+01,1.459129743e+01,3.224712224e+01,3.300035614e+01,2.955350234e+00
2.873233110e+01,4.389013989e+01,1.910459815e+01,5.635521040e+01,6.197417436e+01,3.190460618e+01,9.010255216e+01,4.034526635e+01,5.461391220e+01,9.778546468e+01,3.008830001e+01,2.059415470e+01,7.743279401e+01,2.412849998e+01,7.185855608e+01
7.574798141e+01,2.811290632e+01,7.178175335e+01,6.574123897e+01,2.483967119e+01,4.757866168e+01,4.142932147e+01,3.801313269e+01,7.226295229e+01,7.919271334e+01,4.327404027e+00,7.473392551e+01,8.284852611e+01,7.078854177e+01,1.405153645e+01
2.718049531e+01,1.975382087e+01,1.500653424e+01,7.425425644e+01,6.288855895e+00,2.559873740e+01,6.000551345e+01,6.206911721e+01,8.888638225e+01,7.270826571e+01,6.488292936e+01,7.368862774e+01,2.761064660e+01,1.059839715e+01,2.096998448e+01
1.854698414e+00,3.520782820e+01,3.137839833e+01,1.316193557e+00,2.374226925e+01,3.499844326e+01,8.878980646e+01,6.464327221e+01,8.250656735e+01,7.210853290e+01,1.316884328e+00,8.495623478e+01,7.086941896e+01,3.026187321e+01,1.709108235e+01
