v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94
6.824902732e+01,2.213576203e+01,7.625245836e+01,2.186117472e+01,7.955235457e+01,3.084532686e+01,2.712543686e+01,5.379556801e+01,3.034623906e+01,7.108399941e+01,7.296647812e+00,3.955863164e+01,5.273942739e+00,7.380869318e+01,3.572823626e+01,5.690205218e+01,4.624306502e+00,4.969133452e+01,7.264723455e+01,5.288806079e+01,1.877616039e+01,7.531829800e+01,3.240160945e+01,3.840661965e+01,6.510508080e+00,8.284528191e+01,4.828585745e+01,9.834237508e+01,3.269721360e+01,7.815337270e+01,3.427257283e+01,1.314180630e+01,5.126411409e+00,6.130846925e+01,8.874491591e+01,3.581695877e+01,1.314721709e+01,9.138978090e+01,2.976905522e+01,5.737164619e+01,5.741253136e+01,2.135603817e+01,4.724801040e+01,5.623943560e+00,6.176285197e+01,3.960972137e+01,1.185709197e+01,9.877653239e+01,9.156720812e+01,9.770094138e+00,3.452387753e+01,2.112675690e+01,2.051630224e+01,6.742658765e+00,3.030259986e+01,2.063738922e+01,3.872541675e+01,7.386827402e+01,9.507883039e+01,3.801892164e+01,1.568305411e+01,4.929881145e+01,1.424437721e+01,4.849692277e+01,1.412169360e+01,9.346306930e+01,5.984203628e+01,5.930029535e+01,2.221099196e+01,4.809364918e+01,8.466380448e+01,8.625069989e+00,4.662203894e+01,6.140389425e+01,2.159350203e+01,6.838535104e+01,3.896642052e+01,3.544363077e-01,9.083846904e+01,9.712387405e-01,9.584042058e+01,5.675760621e+01,2.619050251e+01,2.906778471e+01,3.864747964e+01,6.350483859e+01,1.653687952e+01,6.746384244e+01,5.609893271e+01,7.308052788e+01,6.154898521e+01,1.244972884e+01,3.914867862e+01,4.612000915e+01
4.721439071e+01,6.869520145e+01,6.513897950e+01,5.323848942e+01,4.153857657e+01,8.283160961e+01,6.121765742e+00,1.110725472e+01,3.002580205e+01,2.716596816e+01,4.834606374e+01,1.810006988e+00,7.550879540e+01,1.819004472e+01,9.775458078e+01,4.508717163e-01,2.677210901e+01,8.158160330e+01,4.544020066e+01,3.389284824e+01,7.284470470e+01,8.869403476e+01,1.717099461e+01,4.159231260e+01,7.281446096e+01,4.724189920e+01,9.967167008e+01,7.652489333e+01,3.060758692e+01,2.632193263e+01,7.932637428e+01,9.313334472e+01,8.808196663e+01,5.713710858e+00,9.746819526e+01,1.586600752e+01,2.163563141e+01,3.845704651e+01,9.675090303e+01,1.326017823e+01,7.344294031e+00,3.380900098e+01,3.678857064e+01,3.496316711e+01,8.655314266e+01,1.277342642e+01,3.454681583e+01,2.982135398e+01,1.447554316e+01,4.757372311e+01,6.616728059e+01,4.743008095e+01,7.854922811e+01,7.041433890e+01,9.100275705e+00,3.031546068e+01,4.889373865e+01,5.043086727e+01,5.293937892e+00,5.589287612e+01,6.334628955e+00,5.253537608e+01,7.185572540e+01,6.327182281e+01,3.014195405e+01,5.139988939e+00,7.182819166e+01,8.541272387e+01,3.431738062e+00,7.892392389e+01,3.833424979e+01,5.061001784e+01,3.318538083e+01,6.830211542e+01,4.383251851e+01,9.413697308e+01,4.836439216e+01,4.578250064e+01,3.645755101e+01,9.377244781e+00,9.454623263e+01,3.775360883e+00,8.689538180e+00,7.554953922e+01,9.662995159e+01,2.027993654e+01,8.000643978e+01,6.954836264e+01,9.692256709e+01,1.178222670e+01,8.640277720e+01,5.310656301e+01,4.859842815e+01,1.329871740e+01
1.769414220e+01,7.063727372e+01,4.464885547e+01,5.154153635e+01,9.065396027e+01,6.370050576e+01,1.005219359e+01,8.783844085e+01,7.486784547e+01,3.153931688e+01,7.306288114e+01,6.809098971e-01,1.361220467e+01,7.487494478e+01,6.168684863e+01,1.272221504e+01,4.323527614e+01,7.743978620e+01,2.732382667e+01,6.503083179e+00,2.711311947e+01,6.296339967e+01,9.356598367e+01,4.896354175e+01,3.194343259e+01,2.251242376e+01,2.473819992e+01,2.311166319e+01,3.714584633e+01,5.196078914e+00,8.109545812e+01,5.991054771e+01,4.001280036e+01,5.531848927e+01,3.508904480e+01,6.595538648e+01,2.759862832e+01,6.067358135e+01,9.137667363e+01,3.740872609e+01,5.179770728e+01,7.163431843e+01,7.124848349e+01,7.676083674e+01,8.351453481e+00,2.882627370e+00,8.095132520e+01,2.250322095e+01,8.167180130e+01,5.371162613e+01,7.245528862e+01,1.690303143e+01,3.388760166e+01,1.012813736e+01,6.003129111e+01,5.308557942e+01,9.545131800e+01,6.984444859e+01,5.533718818e+01,3.486216913e+01,1.497462556e+01,2.066216673e+01,2.207248769e+01,1.810597496e+00,1.578127646e+01,1.306390123e+01,4.405515684e+01,7.543502390e+01,2.956866976e+01,8.840971210e+01,6.901421010e+01,3.960662972e+01,9.566312590e+01,7.577253170e+01,9.145302669e+01,2.107019183e+01,5.063706142e+00,1.573954010e+00,4.398588562e+01,3.685873388e+01,4.555593598e+01,5.098615207e+01,2.418854314e+01,1.330381649e+00,5.189379303e+01,5.216784014e+01,1.309297318e+00,3.900835427e+01,4.603655528e+01,7.849658778e+01,5.811280845e+01,4.934931129e+01,3.905643411e+01,3.536651091e+01
8.095409479e+01,1.755972519e+01,8.393184513e+01,4.923859906e+01,6.614807603e+01,9.964727709e+01,6.177937497e+01,1.086614028e+01,4.832615166e+01,3.726156009e+01,7.658544536e+01,1.957663787e+01,2.315263096e+00,7.656176955e+01,5.580279058e+01,3.266890302e+01,7.017017753e+01,1.073606379e+01,4.338206835e+01,9.577853385e+00,5.149888869e+01,1.008664972e+01,2.563504478e+01,1.618595407e+01,2.790144372e+01,8.927822905e+01,3.377396813e+01,4.712610937e+01,9.977136373e+01,6.043385777e+01,5.850568746e+01,9.843658223e+01,5.379462371e+01,8.294033211e+01,6.099007137e+01,4.524948068e+01,6.051670097e+01,7.385544443e+01,4.728126654e+01,6.592657963e+01,5.181988361e+01,5.138834177e+01,9.184745758e+01,2.181402097e+01,5.107750834e+01,4.336042970e+01,7.920324557e+01,4.847060575e+00,2.111712385e+01,6.480255142e+01,8.049961122e+01,6.788119639e+01,9.350526336e+01,2.776274284e+01,9.948420235e+01,9.465017586e+01,8.990752626e+01,2.419365506e+01,3.713872098e+01,5.224597423e+01,7.355268415e+01,8.393095144e+01,7.417905932e+01,4.223837848e+01,7.967165393e+01,4.361297691e+01,7.550413905e+01,1.150221445e+01,1.705681618e+01,4.716864120e+01,1.352086878e+01,5.155523708e+01,7.249897874e+01,3.567339649e+01,7.083092398e+01,3.843201391e+01,5.556249282e+01,3.201294403e+01,4.754192167e+01,8.414328412e+01,8.895184167e+01,1.353273458e+01,3.530657890e+01,1.692416901e+01,1.670520262e+01,1.080546782e+01,4.052955503e+00,3.051776383e+01,6.127799538e+01,2.192689303e+01,7.776458248e+01,6.250953994e+01,3.078624893e+01,9.284909896e+00
3.358408299e+00,9.562454653e+01,8.078097400e+01,8.195414992e+01,5.996874412e+01,2.337427229e+01,7.282052488e+01,7.540445513e+01,4.618724160e+01,5.466263385e+01,2.563461940e+01,5.879533638e+01,4.712853928e+01,4.532007789e+00,6.828999144e+01,2.164024536e+01,6.376138952e+01,1.062091464e+01,1.342934329e+01,9.744859152e+01,9.309450382e+01,9.090285986e+01,6.552219754e+01,2.491398308e+01,3.721422251e+01,5.830843708e+01,1.195168672e+01,1.137093098e+01,9.922990808e+01,2.767374305e+01,7.780055123e+01,3.676568058e+01,7.411779397e+01,3.599681862e+01,8.084182380e+01,9.525304602e+01,7.234106306e+01,2.788788637e+01,1.273165504e+00,3.671954705e+00,7.861453625e+01,4.497777290e+01,9.195324274e+01,9.088264695e+01,7.112938666e+01,3.730168452e+01,4.812308956e+01,7.609447296e+01,8.735336646e+01,6.281047178e+01,2.814083715e+01,3.007985020e+01,5.140911102e+01,3.542148188e+01,3.871692840e+01,8.719546701e+01,2.516024858e+01,4.410077224e+01,7.869741732e+01,1.459894369e+01,8.670193076e+01,2.698624205e+01,7.262246386e+01,5.624977610e+01,6.193163936e+01,4.419745871e+01,4.231488038e+01,8.989870343e+01,6.365430378e+01,2.347726387e+00,3.311384574e+01,8.918190721e+01,3.265831578e+00,3.087138966e+01,7.297719258e+01,2.500630216e+01,1.112688465e+01,9.882916758e+01,1.283847956e+01,1.138716030e+01,6.836432439e+01,7.942704240e+01,8.137913613e+01,6.691456049e+01,4.765300991e+00,2.369499400e+01,6.229106710e+01,9.402543830e+01,6.683382751e+00,9.826907172e+01,4.850798384e+01,4.803557582e+01,3.801077730e+01,8.778115497e+01
3.091806496e+01,3.293169508e+01,9.189359190e+01,8.848918613e+01,5.780101423e+01,4.635978374e+00,4.586457763e+01,8.405116101e+01,6.559917937e+01,2.187462759e+01,1.636494027e+01,3.612201830e+01,9.538001665e+01,8.661255984e+00,5.729590862e+01,9.705364997e+01,9.019376181e+00,7.050406136e+01,2.634599437e+01,8.447581065e+00,8.150542923e+01,1.069987082e+01,6.988421558e+01,4.735109114e+01,2.825004449e+01,5.505106319e+00,9.209039320e+01,8.761140701e+01,2.414508777e+01,8.178638044e+01,8.244649010e+01,8.824912725e+01,8.883655662e+00,4.539478325e+01,7.527479660e+01,5.414435719e+01,1.159886838e+01,4.501555659e+01,3.470899888e+01,4.476726645e-01,6.383730928e+01,8.440627578e+01,4.115277406e+00,5.969834476e+01,1.922705500e+01,7.964248797e+01,3.025182155e+01,3.609049879e+01,2.666107330e+01,8.908488842e+00,3.009349421e+01,4.226055619e+01,5.282871870e+01,7.601668520e+01,1.455800234e+01,4.022719258e+01,1.732115876e+01,9.721563297e+01,9.960514963e+01,7.628106219e+01,4.861252165e+01,2.932062725e+01,4.091969909e+01,9.985661692e+01,2.859500731e+01,1.555879528e+01,7.153189563e+01,9.180105326e+01,1.319864997e+01,1.328957846e+01,8.696185827e+01,3.317351791e+00,5.319866471e+01,4.533059143e+01,1.684952701e+01,4.949583256e+01,3.111928698e+01,1.896975568e+01,1.315697316e+01,9.724550817e+01,3.327664371e+01,6.854324852e+01,6.799845355e+01,9.625087399e+01,8.875110668e+01,8.285048890e+01,5.326455483e+01,3.695459966e+01,4.054102805e+01,1.202760759e+01,1.926959024e+01,2.943581208e+01,2.448156280e+01,9.149629009e+00
9.266584331e+01,2.319264094e+01,2.897737081e+01,1.441871607e+01,2.771586594e+01,4.096941053e+01,1.712897591e+01,5.342257645e+01,1.483478834e+01,3.475393307e+01,9.980665848e+01,1.489151827e+01,4.782286346e+01,2.056025412e+01,4.377161909e+01,1.463660909e+01,1.032802484e+01,6.999363777e+01,1.205769648e+01,2.361953243e+00,2.940149846e+01,2.982349480e+01,4.023229127e+01,3.551866946e+00,4.634139296e+01,6.160388142e+01,4.032470668e+01,8.169920045e+01,5.591884663e+01,5.712814846e+01,3.832717324e+01,7.114498876e+01,8.911466479e+01,4.549338249e+01,1.441355518e+01,3.358689426e+00,6.415226553e+01,3.592058713e+01,1.093226211e+01,9.566239140e+01,9.332041282e+01,2.174566435e+01,3.081103609e+01,7.481518881e+01,7.755445901e+01,2.781639802e+01,1.659893777e+01,9.751360682e+01,1.779319074e+01,6.229020444e+01,9.304543640e+01,7.645769179e+00,8.212595798e+01,6.315219499e+01,4.077250766e+01,9.233594893e+01,1.231473970e+01,5.213740053e+01,1.195830539e+01,6.979794067e+01,6.060400403e+01,3.328964383e+01,2.080701555e+01,6.834799041e+01,6.329540245e+01,5.112383548e+01,1.214924907e+00,9.854086706e+01,6.056085420e+01,9.833228328e+01,6.551868729e+01,7.492946812e+01,3.568282965e+01,4.286029233e+01,2.984535978e+01,8.809133255e+01,8.097993254e+01,7.695887080e+01,5.303477988e+01,9.073568618e+01,9.095655603e+01,9.414819117e+01,4.463319177e+01,2.470297248e+01,1.790480148e-01,6.453281058e+01,5.339900954e+01,6.326288485e+01,1.968181149e+01,6.912093367e+01,9.295752167e+01,6.570546456e+00,2.593515909e+01,2.054983715e+01
1.048474391e+01,7.735287608e+01,1.237043327e+01,4.014220550e+01,7.461553377e+01,1.816953978e+01,5.013653367e+01,4.825720331e+00,5.231413589e+01,8.555293063e+01,6.557547867e+01,3.310921447e+01,2.997339884e+01,5.284968973e+01,8.802856154e+01,2.662510796e+01,9.369148931e+01,6.952313096e+01,7.159806185e+01,6.504555562e+01,5.104789591e+01,1.134084190e+01,9.300368553e+01,2.180569204e+01,7.830540049e+01,5.672159772e+01,3.590121020e+01,4.544530468e+01,2.442368381e+01,2.059812483e+00,3.795310956e+01,2.837694785e+01,6.858248748e+01,7.884151319e+01,6.415155121e+01,9.981687748e+01,7.049652121e+01,8.824436234e+01,8.821258198e+01,4.769438496e+01,5.798711266e+01,8.397393748e+01,6.175198172e+01,8.277849210e+01,3.725050581e+01,5.875210148e+01,6.352839937e+01,6.437965741e+01,3.424321783e+01,9.786990422e+01,9.928360323e+01,3.870658833e+01,4.857716321e+01,9.035716344e+01,4.735563330e+01,6.655119833e+01,3.353243995e+01,3.295148163e+00,8.502764218e+01,5.621799662e+01,4.257657289e+01,1.980227672e+01,7.248826983e+01,8.624227021e+00,2.368116844e+01,6.373137670e+01,6.910575285e+01,7.475260405e+01,7.372092286e+01,4.509230312e+01,5.749927147e+01,8.479283853e+01,2.287133975e+01,3.140786356e+01,7.528822128e+01,7.145094922e+01,5.632430791e+01,6.011456003e+01,7.316937121e+01,8.882398195e+01,6.537816341e+01,2.627714584e+01,8.178412223e+00,9.612820738e+01,7.936974232e+01,6.463744988e+01,6.352943919e+01,6.208395041e+01,2.809861470e+01,6.461954739e+01,7.059611594e+01,6.718801473e+01,2.600269752e+01,3.326086519e+01
2.049059769e+01,5.173464587e+01,4.374420607e+01,8.937273054e+01,3.057215550e+01,8.083504517e+01,6.764680746e+01,3.113274424e+01,6.917857580e+01,9.585292183e+01,6.140095583e+01,1.542238133e+01,7.531522279e+01,7.741345685e+01,2.645974864e+01,3.299990668e+01,9.825956643e+01,1.006555242e+01,4.754147293e+01,8.058819268e+01,5.193740724e+01,4.729104455e+01,9.575925142e+00,1.635412781e+01,5.718780763e+01,4.102358805e+01,2.498621771e+01,7.532294914e+01,3.735146365e+01,5.889638926e+01,2.184568523e+01,7.618755795e+01,6.036952191e+01,7.070571909e+01,9.927144243e+01,9.919154614e+01,6.209492113e+01,7.510830937e+01,5.951178319e+00,4.084071619e+01,8.924127650e+01,1.248114169e+01,1.265927755e+00,3.082749332e+01,4.564741164e+01,6.799823628e+00,3.295423660e+01,7.074381883e+01,5.571551323e+01,2.262659893e+01,9.511215807e+00,9.818811230e+01,1.436856225e+01,7.442288146e+00,1.479327995e+01,8.615981044e+01,8.869766109e+00,3.981654702e+01,2.485145352e+01,2.236038718e+01,9.985891811e+01,3.007720357e+01,3.362661634e+01,3.178182156e+01,7.585478545e+01,5.824344985e+01,4.598553425e+01,3.264130402e+01,5.246816264e+01,7.005437074e+01,8.458650136e+01,9.591593329e+00,9.151786023e+01,1.621824529e+01,5.440510718e+01,5.663656391e+01,6.164293903e+01,7.229711822e+00,2.480936617e+01,6.767230853e+01,2.112849288e+01,8.633905182e+01,5.235691235e+01,7.412564308e+01,7.887493128e+01,9.744602505e+00,6.119370619e+01,2.845346073e+00,1.688551614e+01,9.455055457e+01,8.498022517e+01,8.019750114e+01,3.985001660e+01,8.161324298e+01
6.357416629e+01,2.504784187e+00,7.455186365e+01,4.978512308e+01,2.240455073e+01,6.238430106e+01,5.168425270e+01,4.171735461e+01,8.330832084e+01,1.576191172e+01,1.021129798e+01,6.078550097e+00,5.567554746e+01,3.718772860e+01,1.171518761e+01,5.364583851e+01,3.852288915e+01,2.458131898e+01,2.153407670e+01,5.350619974e+01,7.816815333e+01,5.609906161e+01,9.240594280e+01,3.057829094e+01,5.890176213e+00,1.859660953e+01,7.320513928e+01,4.677515537e+01,2.737092386e+01,9.597669329e+01,9.786729867e+01,3.099304915e+01,8.446711588e+00,1.710092741e+00,9.947133558e+01,8.939419545e+01,8.705523362e+01,4.721853086e+01,3.433898636e+01,9.406600355e+01,5.773999598e+00,6.081081250e+01,8.280775116e+01,4.255994011e+01,3.399132151e+01,1.209141522e+01,3.040037141e+01,1.722655067e+01,5.439275259e+01,7.405905596e+01,8.958163013e+01,2.948652873e+01,7.685080237e+01,3.825711109e+01,2.067306227e+01,9.129172475e+01,4.742876349e+01,3.114692857e+01,5.596452207e+01,4.075624449e+00,5.109504675e+01,4.392250463e+01,8.537848832e+01,1.929367569e+01,3.827941373e+01,4.227700645e+01,5.510487123e+01,7.649149307e+01,4.656806442e+00,5.556077218e+01,8.270296618e+01,7.553218714e+01,9.652178017e+01,3.186670614e+01,9.113327411e+01,7.696418628e+01,2.131803177e-01,6.628288929e+01,5.292746552e+01,3.750388923e+01,3.826518020e+01,3.310746470e+01,5.336494316e+01,3.927216233e+01,5.929065642e+00,3.010530630e+01,8.253479314e+00,9.713771981e+01,9.868292259e+01,9.977144133e+01,4.947763175e+01,5.666879726e+01,5.903079343e+01,4.700495942e+01
8.833374993e+01,1.305358892e+01,1.726808239e+01,5.560036859e+01,6.603174963e+01,7.313152129e+00,6.832732267e+01,6.230109088e+01,2.513990164e+01,4.828553653e+01,8.438088677e+01,8.950327088e+01,2.819956024e+01,7.616895877e+00,9.985767431e+01,8.965866399e+01,4.385049178e+01,5.906706578e+01,7.993797879e+01,5.463874534e+01,9.612438063e+01,1.769156123e+01,2.348237334e+01,1.381086945e+01,7.553791762e+01,6.829532526e+01,9.368683939e+01,7.751390827e+01,4.533864369e+01,3.708886246e+00,7.182776323e+01,7.575378353e+01,5.211885015e+01,4.786338621e+01,8.817790760e+01,7.255614430e+01,2.377897777e+00,8.146936105e+01,7.433665087e+01,8.490364729e+01,6.444732786e+01,7.837371698e+01,2.808696905e+01,4.802482840e+01,7.394082223e+01,3.591033454e+01,5.077941031e+01,8.450487619e+01,1.525148642e+01,8.254419391e+01,9.727649099e+01,3.712365285e+01,8.932758373e+01,7.697158418e+01,4.575207588e+01,7.910560984e+01,2.610657414e+01,3.279467353e+01,7.861472708e-01,7.021259410e+01,7.774108645e+01,5.960566255e+01,1.630334440e+01,1.163282427e+01,1.419368849e+00,8.242780971e+01,9.281328391e+01,1.288251252e+01,5.540343008e+01,9.231161022e+00,8.596817341e+01,3.252467974e+00,3.328729329e+01,1.082407640e+01,2.926609091e+00,9.764674594e+01,3.619081291e+01,6.804901817e+01,2.788606865e+01,8.449152402e+01,8.397985429e+01,1.459125846e+00,9.881793743e+01,2.899727956e+01,2.043924906e+01,5.975199617e+01,6.152998537e+01,3.541595121e+01,3.001716839e+01,7.838479515e+01,1.906004594e+01,7.126925753e+01,1.655823828e+01,9.477579881e+01
4.504883548e+01,9.042850028e+01,1.411795802e+01,1.810375179e+01,7.775219185e+01,6.310288230e+01,2.477837471e+01,7.043630067e+01,9.911990530e+01,8.345069166e+01,9.713406559e+01,9.832940673e+01,5.411707110e+01,2.830613777e+00,6.511557523e+01,6.278736211e+01,6.448103014e+01,2.130508664e+01,2.441814098e+01,9.861371739e+01,5.928017515e+01,2.572072160e+01,1.896132564e+01,1.178785110e+01,5.369824154e+01,5.121323467e+01,3.171463403e+00,3.843452636e+01,4.686446193e+01,2.173925439e+01,4.640713363e+01,9.681075132e+01,9.190786577e+01,8.857902115e+01,4.431346125e+01,4.699162454e+01,4.421478418e+01,2.706634578e+01,8.168971222e+01,4.434670572e+01,5.225410498e-01,4.215773968e+00,3.847441448e+01,6.956628970e+01,9.372234246e+00,2.220692265e+01,2.809546878e+01,7.594776017e+01,1.949684901e+01,4.784739286e+01,1.951193976e+01,6.802904689e+00,1.642314692e+01,8.587902211e+01,1.527678715e+01,6.592517191e+01,7.974172866e+00,9.049859029e+00,9.494672052e+01,6.020149376e+01,7.921493558e+01,5.558519466e+01,8.815327159e+01,7.985135638e+01,1.172667372e+01,1.905088831e+01,6.830132422e+01,8.405301961e+01,5.650795524e+01,6.697370009e+01,3.567915296e+01,4.246722083e+01,5.298255134e+01,5.379659048e+01,9.329213723e+01,9.914047696e+01,7.711892074e+01,9.233980735e+00,2.032671783e+01,9.639629564e+01,6.503114179e+01,6.985479904e+01,4.593582077e+01,7.062868891e+01,5.622716489e+01,6.751912022e+01,7.465592335e+01,3.009777286e+00,5.751415722e+01,9.960816042e+01,9.867450576e+01,7.697055192e+01,6.053544330e+01,2.653848352e+01
2.384048572e+01,1.029966682e+01,6.017289201e+01,4.471813295e+01,1.968636255e+01,9.561613505e+01,8.991016506e+01,8.427853405e+01,9.027784704e+00,4.271617736e+01,9.914147499e+01,2.667205886e+01,9.773339801e+01,8.507684382e+00,7.730775982e+00,8.177028161e+01,4.694989244e+01,5.619830976e+01,5.894664500e+01,4.131017632e+01,5.099092285e+01,4.462354752e+01,7.417440376e+01,8.922675061e+00,3.434204765e+01,5.438199357e+01,2.245826889e+01,4.928156683e+01,1.506912430e+01,7.822445640e+01,2.482995176e+01,7.418723436e+01,7.175342174e+01,8.372618076e+01,1.898882782e+01,9.621008521e+01,4.980946305e+01,2.579952007e+01,6.520526750e+01,7.304898165e+01,5.811141588e+01,5.329835722e+01,1.313094619e+01,8.166320910e+00,7.081245940e+01,4.046488417e+00,5.823323871e+01,7.446220831e+01,2.691522399e+01,2.607570077e+01,3.081837841e+01,9.768363082e+01,2.013711333e+01,2.417423864e+01,1.903560392e+01,4.180683162e+01,9.340927660e+01,2.265225184e+01,5.409963881e+01,2.953696285e+01,1.306605067e+01,4.553132053e+01,3.950572103e+01,4.643540938e+00,8.472201509e+01,3.284819285e+01,7.756575617e-01,8.797967692e+01,2.663803810e+01,7.051004970e+01,4.884907929e+01,8.031820403e+01,8.210261170e+01,1.955480527e+01,6.059292441e+01,4.500121448e+00,5.167817344e+01,1.420907085e+01,3.037831385e+01,5.007683815e+01,3.152285910e+01,6.693741184e+01,9.490448801e+01,6.332131211e+01,5.915035936e+01,9.935519460e+01,6.758261440e+01,8.308177679e+01,8.480878359e+01,5.555461595e+01,5.275027889e+01,4.089664159e+01,3.404963380e+00,6.561933705e+01
5.822237008e+01,1.060909105e+01,1.316659368e+01,9.906548672e+01,8.175606790e+01,3.017332429e+01,1.931839208e+01,9.835041462e+01,8.380101601e+01,7.675288526e+01,7.184351979e+01,5.725835514e+00,1.219349599e+01,1.920200480e+01,9.385015674e+01,4.729779138e+01,5.633883303e+01,7.279362670e+01,9.587950276e+01,2.097312525e+00,1.900053325e+01,9.713711388e+01,2.278076981e+01,2.113412956e+01,9.902843956e+01,2.427332438e+01,4.468104581e+01,4.901938706e+01,2.856656236e+01,1.673114345e+01,1.702626580e+01,3.802364231e+01,6.267157467e+01,8.114149921e+01,6.790514937e+01,6.734029722e+01,1.950432003e+01,5.116322862e+01,8.378457620e+01,1.101400435e+01,8.881900134e+01,7.260094905e+01,2.194632422e+01,6.137382926e+01,5.060279252e+01,2.616805553e+01,8.049601009e+01,8.377773474e+01,4.323879874e+01,8.980426761e+01,3.563749763e+01,6.452935078e+01,8.667570456e+01,6.958528031e+01,8.406543652e+00,7.428382001e+01,7.153294376e+00,2.346478473e+01,5.253543585e+01,9.801678395e+01,5.423179056e+01,8.074597732e+01,7.104442351e+00,3.524548156e+01,3.252497373e+01,1.125111366e+01,8.407942427e+01,1.497806159e+01,3.216933233e+01,5.797644731e+01,7.837196273e+01,6.326246162e+00,5.502202239e+01,2.871401338e+01,9.258903679e+01,6.045250116e+01,9.909242853e+01,5.987205835e+01,8.236569037e+00,8.150679503e+00,5.883642333e+01,1.927881552e+01,3.128335840e+01,9.688520146e+01,2.742647782e+01,8.543146885e+01,7.763162949e+01,1.993749108e+01,6.626487283e+01,1.086462863e+01,7.791341467e+01,3.267349413e+01,7.390464199e+01,7.413258666e+01
2.170188116e+01,4.027465911e+01,7.278064306e+01,9.719706635e+01,2.990928860e+01,6.364069163e+01,6.017300078e+01,1.669249949e+00,7.210498820e+01,4.258015965e+01,3.051712829e+01,1.376132521e+01,7.886676176e+01,2.029490944e+01,6.964684999e+01,1.809036784e+01,3.974844138e+01,4.260347737e+01,1.314813293e+01,7.673447676e+01,4.718841962e+01,1.024230476e+01,9.048566050e+01,3.720870018e+01,9.975280668e+00,5.944758791e+01,3.676840439e+01,2.118502022e+01,6.586166718e+01,8.055164983e+01,6.695155624e+01,4.967131668e+01,8.783857492e+01,4.804343762e+01,3.836486793e+01,5.909984963e+01,6.601474727e+01,7.917750840e+01,8.252277069e+01,6.918712422e+01,1.241645698e+01,1.911989249e+01,7.743320518e+00,9.941183974e+01,5.934829808e+01,1.684019451e+01,4.075886824e+01,7.187318571e+01,3.295367333e+01,9.630957443e+01,9.045210553e+01,8.285145810e+01,7.582077808e+01,1.001728988e+01,1.486999797e+01,9.305997643e+01,2.250628856e+01,9.154482453e+01,6.998724332e+01,8.168273875e+01,5.782869723e+01,2.376494185e+01,5.091260878e+01,5.482225167e+00,7.079484154e+01,8.434982155e+01,9.278102050e+01,7.656858941e+01,8.146056181e+00,1.428611020e+01,2.044234280e+01,9.652886793e+01,9.893533388e+01,2.391730260e+01,7.210826661e+01,9.502025599e+01,5.219929347e+01,5.708431657e+01,8.036389602e+01,2.376855688e+01,4.524160154e+01,4.618571286e+01,3.116150180e+01,2.855567986e+01,9.085251307e+01,9.563176252e+01,7.268222440e+01,7.765452879e+01,5.256875252e+01,4.360031852e+00,5.970707626e+01,3.982408508e+00,4.146509117e+01,9.225503918e+01
9.659245576e+01,9.086691200e+01,8.253360418e+01,5.239982235e+01,4.555890528e+01,6.309704250e+01,7.525199824e+01,5.529892062e+01,2.679214552e+01,1.451696555e+01,5.274044406e+00,2.843379609e+01,7.015513397e+01,6.454936041e+01,6.855008491e+01,2.863761953e+01,5.052406626e+01,4.691355902e+01,2.398607841e+01,4.836846305e+01,6.416000658e+01,9.511683289e+01,9.824353651e+01,8.580791274e+01,2.612278384e+01,4.522584417e+01,3.044988208e+01,6.485407537e+01,3.929149306e+01,3.485046252e+01,9.761113229e+01,2.049110403e+01,6.696740893e+00,4.096004537e+01,2.506596530e+01,5.523455713e+01,7.364556820e+01,3.390296745e+01,5.983380567e+01,9.434461277e+01,6.036922257e+01,5.563239867e+01,3.883474353e+01,2.913143805e+01,8.011946755e+01,3.498593732e+01,1.583867653e+01,6.767777269e+01,5.837114167e+01,1.548528033e+01,1.191376928e+00,3.051620171e+01,1.905134413e+01,1.512483976e+01,6.390878807e+01,3.781653705e+01,1.582877489e+01,6.458530152e+01,9.620044822e+00,2.210833066e+01,6.287923275e+01,9.590257741e+01,6.906533459e+01,4.517384200e+01,3.380649031e+01,9.846653827e+01,6.332957384e+01,2.509927807e+01,1.622399087e+00,8.326028185e+01,6.939279076e+01,5.551734167e+01,6.225845843e+01,3.880263811e+01,4.580804535e+01,5.435787385e+01,2.550920727e+01,2.266027565e+01,7.481460804e+01,2.816416429e+01,3.737439321e+01,9.140895500e+01,6.740164014e+01,7.727626517e+01,6.814854329e+01,5.643562230e+01,5.295928823e+01,4.790244765e+01,5.207409972e+01,1.362557164e+01,1.609881648e+00,3.063395779e+01,5.437237098e+01,9.390471247e+01
