v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13
4.466113608e+01,9.123311454e+01,6.360516442e+00,2.438149895e+01,4.767683250e+01,7.257291068e+01,4.632212121e+01,9.334627347e+01,7.109434320e+01,8.577143749e+01,2.084238709e+01,3.802819932e+01,8.550962800e+01
3.924497374e+01,1.970599604e+01,3.827540731e+01,5.514066598e+01,9.484220232e-01,5.194020350e+01,9.321157594e+00,1.408633994e+01,3.781680178e+01,2.316064418e+01,9.808632412e+01,2.945858566e+01,2.415362927e+01
8.424112364e+00,8.694652169e+01,8.347141115e+01,7.783946452e+01,9.818110808e+00,5.481986014e+01,6.585595685e+01,1.275224054e+01,4.363190597e+01,7.416725587e+01,3.393441792e+01,5.411772311e+01,6.325561606e+01
5.852973116e+00,7.319397932e+01,4.006372148e+01,5.738270665e+01,7.231008636e+01,9.071938179e+00,4.442927361e+01,6.210145208e+01,5.671575305e+01,4.425168418e+01,5.038865010e+01,2.067210293e+01,7.555753739e+01
3.184587325e+01,6.328861854e+01,4.433378929e+00,4.519600303e+01,4.325903463e+01,6.765519937e+01,3.227554185e+01,9.919205837e+01,8.979345919e+01,1.205192637e+01,6.178397001e+00,2.563270410e+01,1.557234202e+01
6.897864835e+01,6.959007898e+01,2.629571879e+01,6.721847044e+01,8.416421945e+01,8.368727084e+01,7.836077563e-01,3.080890971e+01,9.918599401e+01,9.517136455e+00,2.246813831e+01,1.778305250e+01,5.119238597e+01
1.020217880e+01,5.928519448e+01,6.329225691e+01,9.922301361e+01,7.821548120e+01,1.779573715e+01,5.200571141e+01,2.794973000e+01,5.471386715e+01,7.168808245e+00,9.031983610e+01,3.713621544e+01,1.369225517e+01
9.282006419e+01,6.742744583e+01,6.717266076e+01,4.351192226e+01,3.764497470e+01,7.482162980e+01,6.289340021e+01,6.055028558e+01,4.088257738e+01,5.237004877e+01,9.246299427e+01,1.897372390e+01,5.324931547e+01
8.659402569e+01,6.436130591e+01,5.692304738e+01,1.034321552e+01,2.191886052e+01,9.512537699e+01,3.866475701e+01,3.884075581e+01,1.282957435e+01,6.369566175e+01,3.889627276e+01,7.953277216e+01,8.113467351e+01
4.593954638e+01,7.268886411e+01,8.268767055e+01,2.167871626e+01,7.424498317e+01,2.618165787e+01,7.912299784e+01,8.489630320e+01,2.886310870e-01,4.151603846e+01,1.291194762e+01,2.556107168e+01,1.833393180e+01
2.800702702e+01,2.746268531e+01,1.813969399e+01,7.251624399e+01,1.241848908e+01,9.323657983e+01,8.773689027e+01,3.963261154e+00,6.263513690e+01,9.376831141e+01,1.987070716e+01,1.878671409e+01,1.433279333e+01
2.161801565e+01,2.399140499e+01,3.858210367e+01,9.917782066e+01,6.458746733e+01,1.082884660e+01,7.499682675e+01,5.155988643e+01,1.133177153e+00,3.498976769e+00,4.322488079e+01,6.033368611e+01,6.602712643e+01
9.581902710e+01,3.283697281e+01,5.559120403e+01,1.263719608e+01,3.025736624e+01,4.326955114e+00,7.031546885e+01,6.601437373e+01,9.451302444e+01,7.213612215e-01,5.848601676e+01,2.136646719e+01,4.781171640e+01
3.733762420e+01,5.776572467e+01,2.414310062e+01,8.502580886e+01,3.171448128e+01,4.430700604e+00,5.875291501e+01,6.007167493e+01,1.564792299e+01,2.770022873e+01,5.409250079e+01,8.522573827e+01,7.785650989e+01
8.753718592e+01,4.587857444e+01,9.951537946e+00,3.665294422e+01,5.771152090e+01,7.879595292e+01,6.682511457e+01,7.677435153e+01,4.191572928e+01,6.973214779e+01,8.814612693e+01,7.065128562e+01,4.276938682e+01
3.287873282e+01,2.694285870e+01,8.871862363e+01,4.287308286e+01,2.532058743e+01,8.326221067e+01,5.543358588e+01,5.434066026e+01,7.151215879e+01,8.462226067e+01,2.534981081e+01,6.330248497e+01,4.039800946e+01
8.030285540e+01,9.151380170e+01,6.350779678e+01,8.355640439e+01,7.703291419e+01,1.925895395e+01,6.198967009e+01,1.376693987e+01,5.960972732e+01,2.283679986e+01,6.105790624e+01,1.008050333e+01,8.847065942e+01
5.926800803e+00,2.122308041e+01,5.614033401e+01,9.054287080e+01,7.590995416e+01,3.529533034e+00,2.294507304e+01,9.175759636e+01,1.750729468e+01,8.523236288e+01,3.332644105e+01,8.904786754e+01,9.699292589e+01
1.475761177e+01,6.389221680e+01,6.909298332e+01,8.379268554e+01,8.474058294e+01,1.963017214e+01,1.209934145e+01,2.352364146e+01,8.929400917e+01,4.764621269e+01,9.342601844e+01,7.409553895e+00,3.268685855e+01
3.256270350e+01,2.308855132e+01,1.724711999e+01,5.135395736e+01,5.886270627e+01,7.408374010e+01,1.002020128e+01,2.463344232e+01,5.436180336e+01,7.852828241e+01,5.551903585e+01,4.195782226e+00,8.678592054e+01
5.452633007e+01,8.016929561e+00,8.422443864e+01,2.089979529e+01,7.313888469e+01,3.734273467e+01,4.108096010e+01,9.184947115e+01,4.944276968e+01,3.424194919e+01,7.065090407e+00,3.066300535e+01,9.808317216e+01
6.108729945e+00,9.098353400e+01,6.153917450e+01,8.009413692e+01,8.392663239e+01,9.021790697e+01,5.982863554e+01,7.871628542e+01,2.011092651e+01,8.266122518e+01,5.741496758e+00,2.438208391e+01,2.048230016e+01
4.616187961e+01,8.949499778e+00,2.995364072e+01,2.529409880e+01,5.440558701e+01,9.775365041e+01,3.796422626e+00,9.304182388e+01,8.827763118e+01,2.627148063e+01,3.741616361e+01,8.417190969e+01,5.845588785e+01
9.086236061e+01,6.495298693e+01,1.669778948e+01,7.859138205e+01,6.798350128e+01,3.556946500e+01,2.912736014e+01,9.868789016e+01,1.239349961e+01,5.869444681e+01,7.205919592e+01,7.048369834e+01,3.478806129e+01
8.559665531e+01,7.094503651e+01,4.079289809e+01,4.745366068e+01,7.683589241e+01,3.118752339e+01,1.647961712e+01,6.666003297e+01,7.833654387e+01,3.519259730e+01,2.369318753e+01,4.268912375e+01,9.653099555e+01
8.979720008e+01,4.911024820e+00,4.829797236e+01,5.377075709e+00,2.731995874e+01,6.139173049e+01,5.463024508e+01,4.403294522e+00,1.084997199e+01,3.788379297e+01,3.523836076e+01,9.101686486e+01,8.155067810e+01
5.943681318e+01,8.552045665e+01,8.277298743e+01,8.393269449e+01,2.079326286e+01,1.178430567e+01,8.220260563e+01,8.119961752e+01,7.582170559e+01,7.680921576e+01,2.606316584e+01,7.876656680e+01,2.336742525e+01
2.450530184e+01,7.160678165e+01,3.576093152e+01,5.500997301e+01,4.140580039e+01,8.603795232e+01,1.223137209e+01,3.943500467e+01,8.745213166e+01,4.180223296e+01,3.058241428e+01,4.443516131e+01,6.736219341e+01
9.620194640e+01,7.043657781e+01,5.124595290e+01,1.668330690e+01,9.064186900e+01,9.651338334e+01,1.746224125e+01,9.487856464e+00,3.123924616e+01,3.215533103e+01,8.245060247e+01,9.372786340e+01,1.883487658e+01
5.161157562e+01,2.098732972e+01,5.068743770e+01,2.921858728e+01,2.795094342e+01,7.738053018e+01,3.131819783e+01,5.218749780e+01,7.972252965e+01,4.681359624e+01,6.466301818e+01,8.490269293e+00,1.588338581e+01
7.334378065e+01,3.578891788e+01,1.266253693e+01,7.846083873e+00,6.053073335e+01,9.329218920e+00,5.605140436e+01,9.072701558e+01,9.372583182e+01,2.545931420e+01,8.639652749e+01,9.891359710e+01,5.098728879e+01
7.312823534e+01,3.314069139e+01,3.099485454e+01,6.794792042e+01,6.144276574e+01,3.133206837e+01,6.390362358e+00,5.821903600e+01,4.625446087e+01,1.869210607e+01,3.205434635e+01,7.800853439e+01,5.369593551e+01
9.967780791e+01,3.164860542e+01,2.033091127e+01,7.196489964e+01,8.017754709e+01,8.150399518e+01,3.368681043e+01,4.839597465e+01,8.565954233e+01,9.353958936e+01,6.632369497e+01,9.186524481e+00,7.892071292e+01
1.767933580e+01,1.213609822e+01,9.497639609e+01,3.519661603e+01,5.536746375e+01,2.599138766e+01,2.579328379e+01,1.416669342e+01,1.605970175e+01,6.927890181e+01,6.416597051e+00,5.022860779e+01,7.879255936e+01
8.445859575e+01,3.558211268e+00,7.957906406e+01,1.220516475e+01,6.298126915e+01,8.134869043e+00,2.229656758e+01,2.088458804e+00,9.187387927e+00,6.914046668e+01,6.031574922e+01,4.023617621e+01,4.576710127e+01
6.033639451e+01,8.673773804e+01,7.323314127e+01,8.045648771e+01,1.689316807e+01,7.935187394e+01,7.414351437e+01,5.280112900e+01,5.171063933e+01,5.076232746e+01,9.724641769e+01,2.490931954e+01,3.620943813e+01
8.779272208e+01,9.427843769e+01,6.086035864e+01,6.290296384e+01,7.264733968e+01,4.754382053e+01,7.228790429e+01,8.460222430e+01,6.226707101e+01,9.526983476e+01,5.199965688e+00,5.788266133e+01,6.763635613e+01
6.276894537e+01,9.924918109e-01,4.150334729e+01,5.101596083e+01,9.091217590e+01,9.074081630e+01,5.293221034e+00,7.904789970e+01,2.189310917e+01,5.762662644e+01,2.630805646e+01,5.858599722e+01,3.703224989e+01
3.727575236e+01,1.699074386e+01,4.719818351e+00,3.789225904e+01,7.176000632e+01,8.355452416e+01,3.271251445e+01,7.509564924e+01,7.608333427e+01,8.222907155e+01,8.990040203e+01,5.952095569e+01,9.879642386e+01
5.659946436e+00,6.733629353e+01,9.842540522e+01,1.597733431e+01,7.403897266e+01,2.166111321e+01,5.094319705e+01,9.017716167e+01,2.746624142e+01,8.298833713e+01,6.264940950e+01,6.796830100e+01,1.422431339e+01
1.809517488e+01,4.461331099e+01,5.006410168e+01,6.762548555e+00,3.255678591e+01,8.901543060e+01,9.049892645e+01,1.520620024e+00,6.774225059e+01,6.009830603e+01,4.359775804e+01,4.229089661e+01,6.658283174e+00
5.998359554e+01,7.649015998e+01,9.678712989e+01,9.608264311e+01,6.008869827e+01,6.030807930e+01,6.612084977e+01,1.749352863e+01,9.258548602e+01,3.145491224e+01,7.788274793e+01,2.469101059e+01,7.532243651e+01
4.040723388e+01,9.830782250e+00,5.830221764e+01,4.835324315e+01,3.485975926e+01,4.905959873e+01,9.993468362e+00,4.397586060e+01,4.434896334e+00,4.740706637e+01,6.662151851e+01,4.803541313e+01,2.195011844e+01
2.545452345e+00,8.576675744e+01,2.328598749e+01,9.373824366e+01,5.560417920e+01,3.263891167e+01,2.512761370e+01,8.054004578e+01,4.305090886e+01,4.081269007e+01,7.007137788e+01,4.551866868e+01,7.545824753e+01
6.764406491e+01,8.647846223e+01,4.723203432e+01,8.221185289e+01,3.346287274e+01,7.668399858e+01,9.397438646e+01,3.034618076e+01,3.655864713e+01,1.698273200e+01,9.293853121e+01,3.759495468e+01,5.899196606e+01
5.747057928e+01,9.345531066e+01,7.047973051e+00,5.522209789e+01,1.056732188e+01,5.375956354e+01,9.216836376e+01,4.043010477e+01,3.048625469e+01,4.796981833e+01,7.813913430e+01,6.344379583e+01,1.394712786e+01
9.299970828e+01,2.663288099e+01,9.222386353e+01,7.483710505e+01,3.720440208e+01,6.513522393e+00,3.720784869e+01,3.581547031e+01,3.836243764e+01,1.303944420e+01,8.766111044e+01,5.529641738e+00,7.634395455e+01
8.219742906e+01,8.901159374e+01,4.308034446e+00,9.436630581e+01,4.161002580e+01,3.344222540e+01,7.266026686e+01,8.454423497e+01,9.027447110e+01,9.946394225e+01,4.041444806e+01,9.728380483e+01,3.229690053e+01
7.208607882e+01,8.484452926e+01,1.759295535e+01,7.654191184e+01,6.098195162e+01,8.919361164e+01,3.124515967e+01,6.588046171e+01,6.053694329e+01,4.456800560e+01,4.574957783e+01,5.994487070e+01,4.065667892e+01
2.029181635e+01,8.519243083e+01,5.256176757e+01,2.298357721e+01,5.552767190e+00,2.803238627e+01,5.531462521e+01,1.489075211e+01,7.852445543e+01,1.464614023e+01,5.632895536e+01,7.665469347e+01,1.257610060e+01
4.285781653e+01,5.992974280e+01,9.413035559e+00,8.199615295e+01,7.784159666e+01,3.962419657e+01,8.440992477e+01,1.672381494e+01,5.919391117e+01,7.159790899e+01,4.595686496e+01,4.616635965e+01,9.837978939e+01
3.639806770e+01,9.119529354e+01,2.363012929e+01,3.116456908e+01,3.879842223e+01,2.686056551e+01,8.606712651e+01,1.077974423e+01,5.582807767e+01,9.105700205e+01,6.950987933e+01,9.900362793e+00,8.333464689e+01
3.082612832e-01,7.898699544e+01,6.312216163e+01,4.690881905e+01,1.452018910e+01,6.265131981e+01,3.708441420e+01,4.448347311e+01,7.506966749e+01,5.836625537e+01,9.980478789e+01,4.684554616e+00,6.147717774e+01
2.586132849e+01,7.835646592e+01,4.694602802e+00,1.419165298e+01,6.981853276e+01,3.020972335e+01,4.976090615e+01,1.262902474e+01,9.971164941e+01,5.096523242e+01,4.877654412e+01,3.367103085e+01,7.807873363e+01
8.524868065e+00,8.442348280e+01,3.351418245e+01,2.316485521e+01,6.282396369e+01,1.404437045e+01,8.371569863e+01,8.965162282e+01,1.525455187e+01,3.997339813e+01,8.631829977e+00,8.306313129e+01,5.135473167e+00
3.041254959e+00,3.412026755e+01,7.719884944e+01,5.769986955e+01,6.022247881e+01,8.855315822e+01,1.144549626e+01,2.958613944e+01,1.637717692e+00,9.546288119e+01,4.449250555e+01,9.295879607e+01,7.426778597e+01
9.646089450e+01,7.532005245e+01,9.855746474e+01,5.038628442e+01,9.640135169e+00,9.242963340e+01,6.907551362e+01,9.106089875e+00,4.548216092e+01,2.990668544e+00,8.773900048e+01,4.745243106e+00,8.223122010e+01
4.838827602e+01,1.531383752e+01,2.309440829e+01,5.949793571e+01,4.229184156e+01,1.199950390e+01,1.660998247e+01,9.256446608e+01,6.130343497e+01,3.830320295e+01,8.615114718e+01,6.410052936e+00,8.237093545e+01
9.234774039e+01,4.912306542e+01,7.103340218e+01,2.681369674e+01,2.054042129e+01,6.702346473e+01,1.275900595e+01,3.045038997e+00,4.797061690e+01,6.894030364e+00,5.240696868e+01,9.276236952e+01,5.072806730e+01
9.153340548e+01,2.851245544e+01,2.215062516e+01,3.375602232e+01,4.632815801e+01,2.411925354e+00,4.660441048e+01,9.503673542e+01,9.809763216e+01,4.732376461e+01,8.015629887e+01,5.964126331e+01,4.173951339e+01
9.255625092e+01,1.100919754e+01,5.082568645e-01,8.874294245e+01,3.267525022e+01,3.146769754e+01,4.382916506e+01,4.423707810e+01,2.519149824e+00,3.073464741e+01,9.509046544e+01,9.215933031e-01,5.855864973e+01
8.205036401e+01,4.445868616e+01,8.221179270e+01,1.258070156e+01,1.170128572e+01,4.723434381e-01,9.717004304e+01,8.413488575e+01,6.163951034e+01,5.898669313e+00,2.936901337e+01,2.846127884e+01,3.647718329e+01
9.125627873e+01,5.092754024e+01,3.456355157e+01,2.918916935e+01,7.109753295e+01,6.328737516e+01,9.735550181e+01,6.112277713e+01,9.934162230e+01,3.366087973e+01,3.090829962e+00,3.709306580e+01,8.199970183e+01
1.637189914e+01,2.728532952e+01,6.500797887e+01,4.480924855e+01,3.077802034e+01,5.732403943e+00,9.541706205e+01,2.981644875e+01,5.046207186e+01,6.444581046e+01,3.562496539e+01,8.062721066e+01,4.117735014e+01
7.140000943e+01,8.461587280e+00,4.183560357e+00,6.324126356e+01,9.791964551e+01,9.319949979e+01,7.100427522e+01,5.799230259e+01,8.505901787e+01,1.375842181e+01,2.327264365e+00,6.993790585e+01,1.409058883e+00
5.624241926e+01,7.372019523e+01,3.295379115e+01,9.314693352e+01,7.129555749e+01,2.376545405e+00,9.174105321e+01,4.348653471e+01,4.712419596e+01,5.905057196e+01,2.466455130e+01,4.649029489e+01,3.286970888e+01
5.534826511e+01,8.787620125e+00,9.006355890e+01,6.225329767e+01,1.718254149e+01,1.364834400e+01,3.568154973e-01,4.519111040e+01,5.769533223e+00,9.078873061e+01,8.963508790e+01,3.333460677e+01,2.039356159e+01
7.504569787e+01,5.247349141e+00,7.504791903e+01,7.262546037e+01,1.521781538e+01,4.555275351e+01,4.054591859e+01,7.027470504e+01,2.060308990e+01,4.857141315e+01,3.250820218e+01,7.022372476e+01,9.643295019e+01
2.410662057e+01,5.291221648e+01,4.641687704e+01,9.998566084e+01,8.298058578e+01,4.495685267e+01,5.945528911e+01,2.379558593e+01,5.038996555e+01,4.967635144e+01,5.227648815e+01,8.939586873e+01,3.867933420e+01
1.755638964e+01,3.393352197e+00,3.490038982e+01,2.964852324e+01,2.363332725e+01,1.881186897e+01,5.193284173e+01,6.848785235e+01,2.956026180e+00,9.175976734e+01,2.751615601e+01,7.770096789e+01,8.307656512e+01
7.122710002e+01,8.366963442e+01,4.277871612e+01,6.178606566e+01,1.040824006e+01,7.161626403e+01,8.489375197e+01,2.054202137e+01,8.554417024e+01,3.642696821e+00,9.074094529e+01,5.226875647e+01,8.252130935e+01
9.677577424e+00,3.768995499e+01,6.829630564e+01,7.456354142e+01,5.287183514e+01,1.445604450e+01,9.403768844e+01,5.927778648e+01,1.314677172e+01,6.658462392e+01,3.198736556e+01,4.590706050e+01,2.860651593e+01
7.874331661e+01,7.446289751e+01,6.472515255e+01,3.466320954e+01,1.384262057e+01,7.790741760e+01,4.948861807e+01,1.810720539e+01,4.335875938e+01,3.094897874e+01,1.862715669e+00,8.895385349e+01,4.491398886e+00
1.871686177e+01,3.854478489e+01,7.904718319e+01,4.671368719e+01,9.838766527e+01,8.125776023e+01,2.239477288e+01,8.345955321e+00,8.125458027e+01,3.559789209e+01,7.150291022e+01,9.757963741e+01,4.874443128e+00
6.373905087e+01,5.042609274e+00,1.900699279e+00,4.806552264e+01,1.935706681e+01,7.905226738e+00,8.971900228e-01,3.792232844e+01,3.179135307e+01,1.954276085e+01,7.689655109e+01,5.311743868e+01,1.152726870e+01
4.129311571e+01,4.495968261e+01,9.101725981e+00,8.022199744e+01,2.883792056e+01,7.218324389e+01,9.858960245e+01,6.363405041e+01,7.800766504e+01,7.716708431e+01,9.662381572e+01,8.538518185e+01,6.033359203e+00
9.821214501e+01,2.583565645e+01,7.947942917e+01,7.902080016e+01,9.175350710e+01,2.975721193e+01,8.642465004e+01,9.775872620e+00,3.840889259e+01,1.807453630e+01,5.877938208e+00,8.945875000e+01,1.296287990e+00
7.072828843e+01,7.814061230e+01,8.627608557e+01,6.942171317e+01,5.046376409e+01,7.208800784e+01,7.090217952e+01,6.724312262e+01,9.860293133e+01,2.977570746e+01,6.458924235e+01,8.620629343e+01,7.924108143e+01
8.191123304e+01,7.100891155e+01,3.164153718e+01,5.803424867e+01,6.461100035e+01,3.127627638e+01,1.535353020e+01,2.789229189e+01,7.122407160e+01,5.085363146e+01,7.089705626e+01,5.840777046e+01,1.934524972e+01
4.952582911e+01,3.551558454e+01,2.762725595e+01,6.421517403e+01,2.336358710e+01,9.278654245e+01,5.930881247e+01,5.330233626e+00,3.802612867e+01,2.742291257e+01,9.680088004e+01,2.780402837e+01,5.855467872e+00
7.863826253e+00,3.532079808e+01,5.661053097e+01,4.159381088e+01,7.913467009e+01,1.706115179e+01,8.759618051e+01,2.073928400e+01,8.348098110e+00,1.148496259e+01,6.046387333e+00,3.122088637e+00,4.319118491e+01
4.047883032e+00,1.575444798e+01,8.028254386e+01,4.084494023e+01,2.084749616e+00,1.425922172e+01,9.058897739e+01,7.850264112e+01,9.362545781e+01,3.237523060e+01,9.103110099e+01,3.649199794e+01,4.482078591e+01
9.491724353e+01,2.010877862e+01,9.030019044e+01,1.690769924e+01,8.689344434e+01,4.278285694e+01,5.686411402e+01,8.387456027e+01,2.610325515e+01,6.886612659e+01,3.098835033e+01,9.669211887e+01,8.121519459e+01
4.427410582e+01,3.269737366e+01,1.579154517e+01,4.191105124e+01,1.784450515e+01,4.831267568e+01,2.508355221e+01,9.650507844e+01,1.046625417e+01,5.403325335e+01,7.531574081e+01,8.512985789e+01,6.979764598e+01
8.369105007e+01,6.216421470e+01,1.858699350e+00,7.795622786e+01,2.693316747e+01,2.667572278e+00,6.801231760e+01,4.245743146e+01,5.750389214e+01,6.816157913e+01,3.485079914e+01,5.096021744e+01,1.621192442e+01
1.152902070e+01,3.312558240e-01,2.918077849e+01,5.375639780e+01,4.448680925e+00,3.294863207e+01,1.126248701e+01,7.016407855e+01,9.652529812e+01,1.385369464e+01,5.666277025e+01,1.025848828e+01,5.306898256e+01
6.025214384e+01,4.526412033e+01,1.050604876e+01,4.923223930e+00,1.876081818e+01,8.930431020e+01,6.172698003e+01,6.928933157e+01,8.425920001e+01,3.617867998e+01,4.104523149e+01,5.371174442e+01,9.719132141e+01
9.446705278e+01,4.604449978e+01,3.437340599e+01,3.336590322e+01,6.214092344e+01,4.416778381e+01,4.022953884e+01,3.819601411e+00,2.283583962e+01,6.019032706e+01,7.171803785e+01,7.120078341e+01,1.470585858e+01
9.316701079e+01,2.406512636e+01,8.338477398e+01,4.479746146e+01,5.863230615e+00,7.903166156e+01,7.573272402e+01,5.587718405e+01,8.099559251e+01,9.967229257e+01,6.504646629e+01,5.031324779e+00,8.582457998e+00
4.690007928e+00,7.589270957e+01,2.796444520e+01,7.883539825e+01,9.625430184e+01,2.833358014e+01,8.951814584e+01,5.807546507e+01,9.831425364e+00,4.040882975e+01,7.501393493e+01,8.756367760e+01,8.781122953e+01
4.212598567e+01,2.081614551e+01,2.072228162e+01,4.438194581e+01,8.796932663e+00,3.504202195e+01,8.915356769e+00,1.601137891e+00,5.084633247e+01,7.491656751e+01,1.939747318e+01,7.365746330e+01,5.340858785e+01
1.813450444e+01,4.999646282e+01,2.829658952e+01,4.886930445e+01,9.250793689e+01,3.358551309e+01,6.334427230e+01,5.103710991e+01,2.246851061e+01,8.921816010e+01,8.986079865e-01,5.631977260e+01,2.303487140e+01
5.825471635e+01,4.055930821e+01,4.312046327e+01,3.550615779e+01,6.388745764e+01,2.560719657e+01,9.180557685e+01,6.999694662e+01,9.890905618e+01,7.322945178e+01,7.322613077e+01,8.342375249e+00,1.522077524e+01
9.891313520e+01,3.259853281e+00,2.648094595e+00,5.575882246e+01,3.669319377e+01,5.691487138e+01,2.527452377e+01,8.277138891e+01,7.039554717e+01,1.601702854e+01,6.093434223e+01,3.440463587e+01,8.429735198e+01
4.607130821e+01,1.500278898e+01,8.540624139e+01,3.275592042e+01,2.253136532e+01,1.974385184e+01,1.330515180e+01,9.135795883e+01,3.512455506e+01,4.564592609e+01,7.894402209e+01,9.453184606e+01,8.564740882e+01
3.072985309e+01,9.846452215e+01,3.886351578e+01,5.280458334e+01,2.231711623e+01,1.256332973e+01,2.145349718e+01,3.460230460e+01,8.987635797e+01,4.094062930e+01,8.748396840e+00,8.991676804e+01,2.923362340e+01
4.811104547e+01,2.416847387e+01,5.842481093e+01,1.919234480e+01,5.945893818e+01,6.064480555e+01,4.834462824e+01,2.552131320e+01,1.383374070e+01,6.562272817e+01,1.718764308e+01,9.634469018e+01,3.274133532e+01
5.909523314e+01,2.351384517e+01,2.757455378e+01,6.529298371e+01,4.629489824e+01,9.734359837e+01,5.553723690e+01,8.395279819e+01,4.020626828e+01,8.168755582e+01,7.092260474e+01,8.465628248e+01,4.671499590e+01
3.589947789e+01,8.230979921e+01,8.398587658e+01,9.662979212e+00,3.990692469e+01,6.127222654e+01,7.348258413e+01,8.835170529e+01,3.450793301e+01,4.508545254e+01,5.008638436e+01,7.233771927e+01,9.512553630e+01
7.053300442e+01,4.258103554e+01,8.411102835e+00,6.471564275e+01,3.096234851e+01,9.600875576e+01,2.337749784e+01,3.612698050e+01,1.274544855e+01,6.957835064e+01,9.337581031e-01,3.796218204e+01,9.869509434e+01
3.222732796e+01,1.309577019e+01,1.926833123e+01,4.061941874e+01,2.418041592e+01,9.377677061e+01,9.169925435e+01,2.082213166e+01,8.864330717e+00,7.039167896e+01,3.025214008e+01,4.771545425e+01,4.244510308e+01
7.915083792e+00,5.100706570e+01,3.455784712e+00,4.000937318e+01,1.857150618e+01,5.669101476e+01,4.233296740e+01,9.274544305e+01,2.327443134e+01,5.722119614e+00,2.731554222e+01,3.243699125e+01,2.240870132e+01
9.535048938e+01,1.152143923e+01,8.596270121e+01,8.546178567e+01,6.039537182e+01,7.808395022e+01,6.452315919e+01,8.729300848e+01,3.284074980e+01,7.171866824e+01,6.499927954e+01,5.800326512e+00,4.790673026e+01
7.579778792e+01,1.087730754e+01,6.725101813e+00,6.576532161e+01,7.507689263e+01,2.510831864e+00,7.274531785e+01,6.469720104e+01,8.532817170e+01,7.310218424e+01,4.749869833e+01,8.475877788e-01,1.205169977e+01
2.351944807e+01,1.732361634e+01,1.690557979e+01,9.079934115e+01,2.740449707e+01,8.541958728e+01,3.221978282e+00,5.444851482e+01,2.130920872e+01,1.545468031e+01,3.490400714e+01,9.860499365e+01,4.285566025e+00
5.589656465e+01,9.819802374e+01,5.504543755e+00,5.017452320e+01,6.199251059e+01,4.099667933e+01,5.373325855e+00,6.029462796e+01,2.336996644e+01,2.962982525e+01,7.930632776e+01,6.523119742e+00,9.277502189e+01
4.255466617e+01,5.084846866e-01,6.079859001e+00,5.268831362e+01,8.140945245e+01,1.552762972e+00,9.257621466e+01,4.122576611e+01,4.589065847e+01,2.893907201e+01,6.259046596e+01,3.619037473e+01,2.596869091e+01
5.770242896e+01,1.862951252e+01,5.709307103e+01,7.395850502e+00,4.672497223e+01,3.171184645e+01,6.990469153e+01,1.722565465e+01,9.787853435e+01,9.757327425e+01,1.232125207e+01,6.674048312e+01,6.089702546e+01
7.009987601e+01,5.197935226e+01,5.114110985e+01,9.237094914e+01,2.813237053e+01,3.725140059e+01,5.667518486e+01,3.513422987e+01,7.116476498e+01,1.020323713e+01,7.118903163e+01,1.821325940e+01,2.995783282e+01
8.529252902e+01,5.616012705e+01,7.373967851e+01,5.760634837e+00,6.318200647e+01,5.015586558e+01,7.216958739e+01,3.020732524e+01,3.318803923e+01,8.035378931e+01,2.408605523e+01,4.475969930e+01,3.583121516e+01
8.495286194e+01,5.695480182e+01,2.713095743e+01,7.890249306e+01,3.511013505e+01,3.866350408e+01,2.836023682e+01,7.925119900e+01,7.218220275e+01,6.238172471e+01,1.181945300e+01,7.582658513e+01,6.651426780e+01
6.539900178e+01,7.077270097e+01,1.937381449e+01,4.524907755e+01,9.133526857e+01,8.292851310e+01,8.155651970e+01,5.651485653e+01,9.476784878e+01,9.137729715e+01,8.546681079e+01,1.648370296e+01,6.223760829e+01
3.447359667e+01,6.367311493e+01,8.569791804e+01,8.790163562e+01,7.111443649e+01,6.476852331e+01,3.978145024e+00,7.388026780e+01,3.087204579e+01,8.987360915e+01,8.858245786e+01,7.155846411e+01,3.374440599e+01
9.004441576e+01,5.154907652e+01,9.938797192e+01,3.127854395e+01,3.334673311e+01,2.920148014e+01,2.182487157e+01,2.345551471e+01,7.555480827e+01,1.111514970e+01,7.290834752e-01,3.691841958e+01,7.516945795e+00
2.155963409e+01,5.753417189e+01,6.062515283e+01,1.360768388e+01,1.301731561e+01,7.379928255e+01,1.869281782e+01,3.139187901e+01,6.631638491e+01,5.058787358e+01,9.046746693e+01,2.655259475e+01,1.812295514e+01
6.118144619e+01,6.278185659e+01,9.253185663e+01,1.881556332e+01,9.500504058e+01,8.258279369e+01,8.258396134e+01,8.502901177e+01,4.459558311e+01,2.088894782e+01,4.665550729e+01,5.307264088e+01,9.229072223e+01
5.284370016e+01,5.509348768e+01,1.129805299e+01,5.313590693e+01,1.139818714e+01,7.363886094e+01,3.839027110e+01,6.032498459e+01,9.290188745e+01,3.407438013e+01,8.030946005e+01,2.596905874e+01,9.843131061e+01
8.416514386e+01,8.072369326e+01,4.106982463e+01,5.538080693e+01,1.018882980e+01,5.306462937e+01,3.352920539e+01,9.729447320e+01,5.905414246e+01,5.877956586e+01,2.458258159e+01,6.316988469e+01,5.817729537e+01
4.511455618e+01,9.260384199e+01,3.472302211e+01,3.283597859e+01,3.368629986e+01,9.061867216e+01,5.998197956e+01,9.051365685e+01,7.537986543e+01,9.484056728e+01,6.622288813e+01,6.886130664e+01,7.458263047e+01
