v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22
2.119738400e+01,5.571523170e+01,3.045936549e+00,4.502270178e+01,3.993950344e+01,3.164496656e+01,3.105130849e+01,8.715961471e+01,2.186701514e+01,3.638024563e+01,2.054152609e+01,8.114452778e+01,4.719010420e+01,6.057200662e+01,2.154777644e+01,1.976745852e+00,4.827088222e+01,4.636119855e+01,4.840376345e+01,5.620513795e+01,3.520159096e+01,8.703125053e+01
2.105542802e+00,3.520381756e+01,8.131778196e+00,7.994692543e+01,4.854889703e+01,9.018587391e+01,8.862323946e+01,8.273664565e+01,5.476842090e+01,7.237829924e+01,9.202574929e+01,2.785476969e+01,7.352764814e+01,5.336286661e+01,4.707839484e+00,8.442901375e+01,3.222771193e+01,7.113101225e+01,2.788341584e+01,5.366948861e+01,2.681354710e+01,4.785617297e+01
9.134875439e+01,9.250220616e+01,4.027554503e+00,4.785393170e+01,6.584403713e+01,3.478236465e+01,8.594780659e+01,3.974997031e+01,7.911118526e-01,8.449803675e+01,3.587039177e+00,4.555825602e+00,6.195158944e+01,3.214492254e+00,4.437440502e+01,6.708108667e+01,3.695122143e+01,3.431311177e+01,3.197750509e+01,3.465144690e+01,1.384971071e+01,1.246392801e+01
3.092307139e+01,1.753876548e+01,5.961445280e+01,4.951070984e+00,7.833054780e+01,5.936461855e+01,8.751640025e+01,5.265422754e+01,3.933442424e+01,3.642837742e+01,3.228412509e+01,5.517395338e+01,2.284148391e+01,9.333568312e+00,4.995124065e+01,7.648250128e-01,7.481995082e+00,5.135624954e+01,1.721240642e+01,8.463411034e+01,5.978779281e+01,9.747595559e+01
8.984286396e+01,9.700511218e+01,7.156871309e+01,2.743378057e+01,9.542541412e+01,3.408504917e+01,1.086028971e+01,2.010225492e+01,7.775751105e+01,8.341339533e+00,4.393506903e+01,2.404745171e+01,2.684341541e+00,8.282645313e+01,8.035380358e+01,8.783257761e+00,9.953351785e+00,4.842358789e+01,8.059480336e+01,2.087059713e+01,8.125395586e-02,5.085545207e+01
3.351473258e+00,1.628337033e+01,7.688845770e+01,3.206631680e+01,5.624237904e+01,3.315750948e+01,3.458181949e+00,3.817199522e+01,1.953589021e+01,9.513449913e+01,9.147084214e+01,2.097673268e+01,8.622800508e+01,2.958486975e+01,7.300428642e+01,3.379085606e+01,3.164997703e+01,1.874072427e+01,7.408907597e+01,9.364190148e+01,9.694801924e+01,2.423639054e+01
4.013101657e+01,2.229868350e+01,6.913256442e+01,1.160527337e+01,4.335804708e+01,2.229659224e+01,5.127101709e+00,6.635521929e+01,5.254772536e+01,6.809391111e+01,7.268676281e+01,4.049074165e+01,3.474904795e+01,5.082713271e+01,4.532284408e+01,6.848792844e+01,2.947663274e+01,2.426941812e+01,8.517124006e+00,9.664358283e+01,4.830414895e+00,8.380463461e+01
7.282249945e+01,9.864254313e+00,3.300017733e+00,2.308522277e+01,1.247682183e+01,5.000888625e+01,3.898639713e+01,1.714444975e+01,8.120136221e+00,9.486851491e+01,5.015267864e+01,4.893261668e+01,7.146302833e+01,2.785013414e+01,8.383059336e+01,3.342977752e+00,5.939882424e+00,2.264966190e+01,9.394613347e+01,3.382484239e+01,4.885146007e+01,2.053350928e+01
6.922675063e+01,9.673318850e+01,2.599575343e+01,2.233275228e+01,4.899640405e+01,2.987445491e+01,2.782488913e+01,4.934622443e+01,1.439154879e+01,5.958936605e+01,6.564436437e+01,2.345592076e+01,5.497196034e+01,5.811673869e+01,2.873118790e+01,9.047202294e+01,4.581704725e+01,8.367907255e+01,6.990353213e+01,4.826206459e+01,8.054318237e+01,2.014588317e+01
1.221739669e+01,2.115975263e+01,9.209163227e+01,4.534989564e+00,3.413240070e+01,3.246491512e+01,3.878850622e+00,5.761752498e+00,6.309365545e+01,6.585498093e+01,8.517757043e+01,1.766396208e+01,7.903657798e+00,1.590046942e+01,4.085088383e+01,6.587978708e+01,6.106228238e+01,8.781750281e+01,2.770260072e+01,4.968931190e+01,7.902509116e+00,1.780864212e+01
2.290480446e+01,6.553486236e+01,1.657302290e+01,6.814285566e+01,2.970779730e+01,8.388690835e+01,7.205126784e+01,5.638846389e+00,5.030819349e+01,4.060052494e+01,9.235071077e+01,5.620760799e+00,2.942172041e+01,1.393044800e+01,8.305846038e+01,5.515442126e+01,9.412711285e+01,8.977345981e+01,8.080437707e+01,9.321745348e+01,2.234168454e+01,8.928857298e+01
3.622873604e+01,5.398548323e+01,5.318922251e+01,8.162447404e+01,8.501145770e+01,1.728753152e+01,9.734149174e+01,9.357661626e+01,4.002813906e+01,6.334719862e+01,3.108482191e+01,1.358866723e+01,7.896082419e+01,7.634132563e+01,1.165619770e+01,5.377403282e+01,3.180308192e+01,9.951018741e+00,6.048235757e+01,2.959660341e+01,3.980902612e+01,1.934134386e+01
6.002936947e+01,3.610597016e+00,6.634303667e+01,3.951256703e+01,5.765702894e+01,7.883614949e+01,6.970182511e+00,6.297635458e+01,3.870195563e+00,1.720845317e+01,2.640804023e+01,9.207222914e+00,7.585105017e+01,9.352820929e+01,5.339282763e+01,7.767563294e+01,5.694289433e+01,9.327798282e+01,8.981469795e+01,4.008470323e+01,3.797254867e+01,3.938844227e+01
4.621477030e+01,9.191039073e+01,4.546172852e+01,6.207116830e+01,1.261989625e+01,4.905634191e+00,1.372177818e+01,1.845878167e+01,7.510810166e+01,2.100324367e+01,7.375279483e+00,7.352102265e+00,6.263764661e+01,9.987459165e+01,4.880884722e+00,3.464028491e+01,1.378208195e+01,2.777384372e+00,6.389310911e+01,9.051710349e+01,3.664893732e+01,3.766431476e+00
2.907907207e+01,1.303408404e+01,8.475419628e+01,3.120794094e+01,5.631327096e+01,6.901066397e+01,1.772744533e+01,1.790264306e+01,5.119826414e+01,5.712767107e+01,6.932153311e+01,8.150785336e+01,1.180088034e+01,1.375045038e+01,1.558863652e+01,4.030357712e+01,5.194232673e+01,9.131806818e+01,8.544825523e+01,8.831024293e+01,3.368556627e+01,3.877299767e+01
9.108308715e+01,1.713081375e+01,2.915355243e+00,1.718055320e+00,2.198020749e+01,3.584602000e+01,4.449187109e+01,4.393521860e+01,9.072614995e+01,6.325833652e+00,3.007369767e+01,3.164800583e+01,7.603994058e+01,8.323344805e+01,4.016455273e+01,6.108475994e+01,3.886351390e+00,5.895810893e+01,6.146347280e+01,6.329880920e+01,9.513685332e+01,7.312514265e+01
1.367904995e+01,5.654379427e+01,6.764079082e-01,9.045258034e+01,3.491971109e+01,6.386797529e+01,6.821278708e+00,4.174610389e+01,7.876022251e+01,2.302041629e+00,1.864134578e+01,2.280670695e+01,3.883320290e+01,2.848917647e+01,4.709951785e+01,3.949465192e+01,3.715247069e+01,1.217799387e+00,5.795895028e+01,2.989882699e+01,6.468597414e+01,5.541600962e+01
3.573052586e+01,1.656160038e+01,8.638467945e+01,3.934632032e+00,5.659922566e+01,8.360562031e+01,8.762380133e+01,8.041929337e+00,1.001013283e+01,6.164446188e+01,2.390746455e+01,6.195707426e+01,2.337530248e+01,2.800464684e+01,3.849550922e+01,5.526395013e+01,2.522970356e+01,6.700344523e+00,3.859461969e+01,8.451478523e+01,1.609839767e+01,4.504336022e+01
6.919541039e+01,6.340998247e+01,8.432149161e+01,9.379198292e+00,6.814472446e+01,7.169579555e+01,5.041844354e+01,1.529879665e+01,3.839559828e+01,4.322024971e+01,3.509852316e+01,7.435808948e+01,3.330414968e+01,5.459842640e+01,8.213045119e+01,3.500808003e+01,7.839340251e+01,9.707184695e+01,3.912301061e+01,3.411425002e+01,9.848874902e+01,9.982582288e+01
7.291140827e+01,9.520098267e+01,7.527924655e+01,5.997352663e+01,8.493729533e+01,6.655859887e+01,9.364667177e+01,7.280538505e+01,7.946701027e+01,1.560893735e+01,4.542992745e+01,5.855813885e+01,2.001363645e+01,6.366985459e+01,4.294091669e+01,5.814499221e+01,4.016726908e+01,4.100713046e+01,8.769949537e+01,3.569117533e+01,5.033968218e+01,4.888470181e+01
8.422925512e+01,2.592003833e+01,1.567567359e+01,1.758762712e+01,6.921458906e+01,9.105132159e+01,7.047342643e+01,6.713491159e-01,2.793533062e+01,9.291345107e+01,6.421375920e+01,4.571997306e+01,3.436636426e+01,2.649423475e+01,4.892590843e+01,9.930272977e+01,3.127194405e+01,4.163944344e+01,2.596981679e+00,3.124039832e+01,4.253585878e+01,5.599880127e+01
7.997841936e+01,5.232802646e+01,4.233589349e+01,1.938368856e+01,3.733238794e+01,4.963803129e+01,3.492499781e+01,7.237700339e+01,4.031564559e+01,8.342167386e+01,8.842779779e+01,9.664271711e+00,4.791477966e+01,4.508936959e+01,4.226827698e+01,8.552602413e+01,8.737340225e+01,7.956827769e+01,3.455846858e+00,5.616967184e+01,7.909624661e+01,6.420401983e+01
1.600544669e+01,2.338095365e+01,4.503676479e+01,3.051466577e+01,8.463629746e+01,6.261758656e+01,1.629915183e+01,3.040448204e+01,8.355113976e+01,2.871713283e+01,4.295767092e+00,1.094427019e+01,9.721545073e+01,4.805029357e+01,6.808876178e+01,6.368922879e+01,1.583482972e+00,5.913466134e+01,7.056738643e+01,9.895849920e+01,8.672977794e+01,1.559839839e+01
5.312668079e+01,4.156436732e+01,5.342992466e+01,4.018863728e+01,3.874320340e+01,6.945369299e+01,3.657219112e+01,8.549156787e+01,5.841766200e+00,2.189526252e+00,7.916599375e+01,9.015810828e+01,5.395827352e+01,4.334500321e+01,3.026300070e+01,5.878029779e+01,8.186562283e+01,8.047781728e+01,1.033891581e+01,9.962616453e+01,6.505067768e+01,1.112862497e+01
2.576757103e+00,8.065478504e+01,5.924157608e+01,7.403561367e+01,7.902963653e+01,4.457743625e+01,3.585420680e+01,6.306880420e+01,6.176800082e+01,2.970605220e+01,2.657507732e+01,8.041347328e+01,2.242647474e+01,6.628628537e+01,3.958561758e+01,1.876009585e+00,7.429879040e+01,8.884226779e+01,3.611024828e+01,8.096624992e+01,4.338197951e+01,3.239871723e+01
3.441901625e+01,4.709907257e+01,7.908189741e+01,4.481145714e+01,5.857386022e+01,1.507345829e+01,3.050548649e+01,2.510849057e+01,5.487609454e+01,6.817415613e+01,7.756304945e+01,9.638279295e+01,8.483637152e+01,5.393851631e+01,2.861114880e+00,2.802754235e+01,7.771857297e+01,7.083213067e+01,9.197735354e+01,1.839029176e+01,9.988264016e+00,1.028134085e+01
7.501712846e+01,7.837583993e+00,7.111021243e+01,8.454161986e+01,1.722295640e+01,5.902377928e+01,6.322282472e+01,3.602482909e+01,2.279602242e+01,1.131557279e+01,9.813077606e+01,4.462038105e+01,4.686254476e+00,5.278734528e+01,7.155470720e+01,3.979375323e+01,2.048657982e+01,1.789446012e+01,3.815137016e+01,3.915664978e+01,4.172617162e+00,4.007831276e+01
7.794953597e+01,5.102886965e+01,1.755505196e+01,9.947220846e+01,2.147061467e+01,9.168491658e+01,6.622645116e+01,3.013865649e+01,2.879674569e+01,3.205227709e+01,2.352969854e+00,1.361933338e+00,4.077201022e+01,8.882712709e+01,1.099999283e+00,1.910502848e+01,9.566276461e+01,6.425981018e+01,1.322587193e+01,1.561875684e+01,5.968254098e+01,7.864426548e+01
9.750578851e+00,7.844874980e+01,8.236881896e+01,6.473627138e+01,9.405705111e+01,5.466418788e+01,6.062714498e+01,9.098280712e+01,8.708968077e+01,4.647925324e+01,3.390916046e+01,7.656080975e+01,3.599765366e+01,9.007283751e+01,5.257447047e+01,6.201928255e+01,4.738351837e+01,4.657190608e+01,1.280864111e+01,4.382404391e+01,8.683466371e+01,2.305971601e+01
1.810386338e+01,5.060769324e+01,9.329847797e+01,8.927302397e+01,8.559350801e+01,9.720009105e+01,8.542734365e+01,9.036451555e+01,8.655989836e+01,1.660232328e+01,5.936143163e+01,4.366161841e+01,8.918754189e+01,8.330057905e+00,7.452670212e+01,3.744981714e+00,8.872902940e+01,2.403793813e+01,4.119923636e+01,9.826469615e+01,1.959934726e+01,9.942349183e+01
9.747420990e+01,7.651530827e+01,6.436359634e+01,5.395520922e+01,7.946640305e+01,2.414135797e+01,9.626570396e+01,1.985376865e+01,3.077717712e+01,7.050135635e+01,1.923827365e+01,3.992982912e+01,5.281656093e+01,6.829521629e+01,9.540694493e+00,1.603220650e+01,7.959390708e+01,6.365003155e+01,9.889724267e+01,8.915563431e+01,4.273013747e+01,3.894250845e+01
9.277868082e+01,4.911780614e+01,3.185057547e+01,1.961973416e+01,1.356489720e+01,3.977426037e+01,1.674826297e+01,2.022260092e+00,5.894372493e-01,9.447973952e+01,8.649998837e+01,4.500665703e+01,8.702423759e+01,9.256906102e+01,8.272659685e+00,9.560085940e+01,2.600207466e+01,4.874056230e+01,3.559846145e+01,6.072862999e+01,3.757610243e+01,1.706474192e+01
7.149035940e+01,8.564654493e+01,6.532050265e+01,8.064828543e+01,9.682353277e+01,6.847893880e+01,2.021246887e+01,8.581415446e+01,1.863611756e+01,9.966384969e+01,9.535134693e+01,1.821926815e+00,5.642308722e+01,3.803924373e+01,7.784759126e+01,5.699261919e+01,7.468349121e+01,1.982654707e+01,3.285920050e+01,7.954152920e+01,3.303740657e+01,4.432873889e+01
2.388213998e+01,9.282554905e+01,3.739773085e+01,6.709461516e+01,6.321333763e+01,1.554111515e+01,8.598319471e+00,9.184308832e+01,4.378829178e+01,6.280751615e+01,9.858676056e+01,6.812225526e+01,7.283176391e+01,6.350431348e+01,9.303492722e+00,3.634335477e+01,7.752799823e+01,1.172839511e+01,7.620842143e+01,2.850848397e+01,3.784635009e+01,6.210281542e+01
2.304171216e+01,9.945955100e+01,8.657797934e+01,4.284433678e+01,3.355706437e+01,1.780584439e+01,8.724115501e+01,4.993031532e+01,2.111352629e+01,2.712479540e+01,6.056311569e+01,6.340226269e+00,5.607879360e+01,1.568566187e+00,8.310183802e+01,8.516021483e+01,4.632485394e+01,1.706287274e+01,2.210950401e+01,2.871778254e+01,5.632361672e+01,1.525265978e+01
2.206531554e+01,5.502587833e+01,2.130903848e+01,1.525744795e+01,1.914997265e+01,9.450299790e+01,8.106149181e+01,6.151506032e+01,5.212162569e+01,7.885017354e+01,3.405209069e+01,1.184721084e+01,5.265619485e+01,3.252795834e+01,9.097585563e+01,8.456377091e+01,5.968138499e+01,1.662835624e+01,3.011998357e+01,3.303400171e+01,3.718885022e+01,7.527662521e+00
4.310083565e+01,6.426359643e+01,4.309092975e+01,7.680107199e+01,9.896552395e+01,3.645798680e+01,6.995901928e+01,3.828375370e+01,3.620673592e+01,3.967000425e+01,5.350013785e+01,9.232309186e+01,9.887613326e+01,5.855495996e+01,2.596984599e+01,6.828331907e+01,7.219082187e+01,2.372406989e-01,1.148024726e+01,6.240607318e+01,7.287486166e+01,6.343813227e+01
5.250569839e+01,5.784208972e+01,4.941145489e+01,8.005883698e+01,4.887907767e+01,3.834928438e+01,6.026727856e+01,6.703575854e+01,7.629169642e+01,7.142827233e+01,9.649709205e+01,9.611086635e+01,3.132409142e+01,6.233569672e+00,8.645337187e+01,9.706234658e+01,8.269656306e+01,4.482548775e+01,2.371003428e+01,4.454495860e+01,8.946480950e+01,1.600231314e+00
8.146347949e+01,8.740143967e+01,7.162488554e+00,9.634548512e+01,1.456358313e+01,2.854852897e+01,6.638376908e+01,1.151218404e+01,7.997009950e+01,6.437079785e+01,2.194392006e+01,5.392966635e+01,5.901062587e+01,3.398021988e+01,2.955500795e+01,4.547712098e+01,3.388193748e+00,5.016316583e+01,5.296209557e+01,3.846657937e+01,7.883727902e+01,2.402296961e+01
6.672563847e+01,4.547896439e+01,4.664916900e+01,5.366491162e+01,5.096425255e+01,3.887903423e+01,3.350855009e+01,3.279699474e-01,4.323174666e+01,5.901951959e+01,8.707532949e+00,7.283613143e+01,2.782919668e+01,8.414151532e+01,5.739088752e+01,9.943765024e+01,7.392068527e+01,3.427577608e+01,8.680754065e+01,5.367713625e+00,5.393007914e+01,1.962526691e+01
4.270000875e+01,2.284866104e+01,5.690782842e+01,2.596800528e+01,6.335678138e+01,8.185306191e+01,7.220429068e+01,4.775265002e+01,2.597559758e+01,5.212041486e+01,2.806788882e+00,3.562843891e+01,2.430015810e+01,9.654770143e+01,8.966104937e+01,5.095623745e+01,9.218859655e+01,1.849465047e+01,9.430281748e+01,2.688549344e+01,6.012318850e+00,1.284549922e+01
7.266541941e+01,1.563102739e+01,6.323279365e+01,1.033032074e+01,6.190360391e+01,1.609096374e+01,9.554777915e+01,9.664656844e+01,1.752577836e+01,2.885110661e+01,7.979935031e+01,4.420601223e+01,3.684689221e+01,3.846727436e+01,9.914950491e+00,4.975253409e+01,6.321446282e+01,2.785542968e+01,7.676946453e+01,2.499419531e+01,3.299968718e+01,7.568519336e+01
6.237417042e+01,4.084504858e+01,2.452338769e+00,9.589881319e+01,5.919831072e+00,4.929413042e+01,6.362138793e+01,1.278093410e+01,7.703804067e+01,8.027291888e+01,2.403329189e+01,5.068218909e+01,6.686445080e+01,4.939030679e+00,2.227490920e+01,3.161989551e+01,7.552073174e+01,3.879271299e+01,2.878177188e+00,7.544144692e+01,1.939252322e+01,2.771180478e+01
7.948418010e+01,6.607116171e+01,2.673365181e+01,3.578430634e+01,1.835290610e+01,6.477567405e+01,2.016987472e+01,1.318456927e+01,2.576977956e+01,2.478025654e+01,6.849291899e+00,8.634356691e+01,2.072368240e+01,1.762497201e+01,5.628227630e+01,1.463109141e+01,6.848676654e+01,4.149710097e+01,8.196198544e+01,8.844919686e+01,2.863666455e+01,2.240037133e+01
8.128262855e+01,2.539719344e+01,4.288565808e+01,8.390030468e+01,3.659497529e+01,1.889315548e+01,7.762613639e+01,7.885078935e+01,9.058368488e+01,2.560046688e+01,8.611006899e+01,8.191881504e+00,8.029154615e+01,1.628140384e+01,3.473113957e+01,1.894874300e-01,6.195929693e+01,6.471121662e+01,6.250586115e+01,3.186649140e+01,7.740714914e+01,7.433130077e+01
4.782595486e+01,2.933660382e+01,1.003613400e+01,7.917873235e+01,9.724305150e+01,4.110526534e+01,5.983534397e+01,2.929996219e+01,8.018930608e+01,4.512129901e+01,1.121026158e+01,4.026048475e+01,1.042336251e+01,8.085087680e+01,3.209321310e+01,9.290251138e+00,9.968674515e+01,1.415468744e+01,1.935324205e+01,6.760048732e+01,4.952511099e+01,7.687763142e+01
2.264022124e+01,5.927844899e+01,9.704016123e+01,6.983046703e+01,4.281160030e+01,5.607126005e+01,9.452608606e+01,8.505123820e+01,1.948936398e+01,8.087826015e+01,6.450775353e+01,9.173644940e+01,4.610617821e+01,3.957235635e+01,6.440376566e+00,9.771395842e+01,8.777426784e+01,9.688194384e+01,6.920978098e+01,4.845967344e+01,8.619839072e+01,6.658975220e+01
6.665900725e+01,3.326758124e+01,9.787969534e+00,8.174696442e+01,7.489862253e+00,9.568642077e+01,5.237530855e+00,5.454347107e+01,6.238867167e+01,5.736429110e+01,1.370644182e+01,8.500683251e+01,9.267690889e+01,9.736537786e+01,4.477482008e+01,1.097216813e+01,6.834910241e+01,1.796927978e+01,2.809083154e+01,6.637598067e+01,7.477579702e+01,4.871252979e+01
7.577605649e+01,4.359977278e+01,8.003936594e+01,9.417603904e+01,6.414310394e+01,1.319232948e+01,5.419198503e+01,2.758571970e+01,7.262869109e+01,7.566329475e+00,2.531454752e+01,6.078864892e+01,1.621605873e+01,4.045939376e+01,9.722493128e+01,3.609065240e+01,9.802671586e+01,6.076505841e+01,6.517143816e+01,1.987785791e+01,2.696124411e+01,8.981100831e+01
4.685038446e+01,2.608716048e+01,6.503337626e+01,2.739677494e+00,2.708415710e+01,4.789414514e+01,7.948927760e+01,1.183425717e+01,5.016671254e+01,1.157546540e+01,9.540960855e+01,3.600093541e+01,4.207570627e+01,3.821789723e+01,4.621405550e+01,3.293020650e+01,8.471518524e+01,2.229735990e+01,9.896503181e+00,9.886918210e+01,8.459036641e+01,3.337832428e+01
7.074897907e+01,6.160040999e+01,5.576283619e+01,8.941291552e+00,1.166611436e+01,5.511450469e+01,8.308505952e+01,5.533579680e+01,5.832169366e+01,7.469176153e+01,1.706905542e+01,8.489552739e+01,7.505833900e+01,2.730468437e+01,1.091059591e+01,1.566773674e+01,7.545103929e+00,7.219382294e+01,8.671193088e+01,2.618096289e+01,2.772270804e+01,2.937049742e+01
8.811942774e+01,6.741112392e+01,3.016194181e+01,7.975724040e+01,6.014940315e+01,4.189982935e+01,4.855797215e+01,2.564353594e+01,1.078481766e+01,4.318829953e+01,7.219366037e+01,1.389568926e+01,4.709007983e+01,3.905221963e+00,6.540423353e+01,3.148261471e+01,5.954381054e+01,6.297950655e+01,9.213076340e+01,6.012972710e+01,5.221968902e+01,3.807410968e+01
1.299248198e+01,2.624235567e+01,2.680038615e+01,2.691617338e+01,4.958122503e+01,3.519811337e+01,9.214796640e+01,7.488547287e+01,7.200340002e+01,4.308095904e+01,5.950927433e+00,5.341746763e+01,9.310531088e+01,9.422077596e+01,1.148231231e+01,4.835437980e+01,6.565239632e+01,5.164796963e+01,6.445883713e+01,9.857536833e+00,1.208729323e+01,3.610917255e+01
1.865366627e+01,5.465619911e+01,2.954987662e+01,7.073224947e+00,6.316629114e+00,4.198429918e+01,9.351650985e+01,3.652569818e+01,7.476579102e+00,6.355915620e+01,5.220306708e+01,4.032940832e+01,8.928389530e+01,3.884269719e+01,4.305580256e+01,7.599180742e+01,8.722379666e+01,9.838341053e+01,6.888003196e+01,9.413666356e+01,2.942311993e+01,4.240096567e+01
1.745784695e+00,6.338800881e+01,5.410411586e+00,4.792720766e+01,6.805814281e+01,4.663153315e+01,2.419718752e+01,9.966298004e+01,4.585377113e+01,8.632265842e+01,6.923985190e+01,9.558036088e+00,1.808850402e+01,9.991529841e+01,6.749114229e+01,1.446674709e+01,5.205235460e+01,8.666114319e+01,4.361597814e+01,7.744765897e+01,9.650551840e+01,4.814051325e+00
5.470205486e+01,6.885145834e+01,7.102582364e+01,2.855302873e-01,1.904952630e+01,1.124450156e+00,7.399044107e+01,1.869806544e+01,4.208382245e+01,9.002539096e+01,7.638917734e+01,9.855259096e+01,9.656760124e+01,4.455281660e+01,7.502170573e+01,4.609691252e+01,5.085857356e+01,4.778066457e+01,1.786188075e+01,8.724381877e+00,5.254468573e+01,8.522214256e+01
3.838990636e+01,2.897729199e+01,2.880110347e+01,8.267140577e+01,2.306189893e+01,1.383609645e+00,1.707336625e+01,3.407909174e+01,9.127581331e+01,1.059824917e+01,7.410250262e+00,7.843092090e+01,6.725394404e+01,3.595562959e+01,3.522675656e+01,4.128361581e+00,6.424305321e+01,2.000693214e+01,4.457205550e+01,6.441757744e+00,1.638458777e+01,3.060244941e+01
3.678770750e+00,3.816141857e+01,5.406987172e+01,1.850973556e+01,4.484489588e+01,1.751348190e+00,4.860133532e+01,9.424606790e+01,2.522437654e+01,5.257644643e+00,2.294518678e+01,7.108722102e+01,4.993638680e+01,9.675230712e+01,6.560759918e+01,7.139610275e+01,4.816767071e+01,1.513714028e+00,7.658203578e+01,6.449473188e+01,2.118154537e+01,6.095325891e+01
8.094993054e+01,1.819900389e+01,8.051555039e+00,2.646060664e+00,8.488670183e+01,6.823507680e+01,5.295762457e+01,5.065440941e+01,3.253878087e+01,6.843200227e+01,8.271227045e+00,8.971109448e+01,4.100543427e+01,3.411556500e+01,1.383644695e+01,1.766049719e+01,3.400121620e+01,7.457714013e+01,3.475377297e+01,3.942421267e+01,6.248690059e+01,7.199181161e+01
9.247524615e+01,3.077881266e+01,5.940285718e+01,6.790860620e+01,7.072844309e+01,8.298893628e+01,1.206330929e+01,8.761500978e+01,9.730867008e+01,4.933392529e+01,8.256734696e+01,2.247395476e+01,4.956917094e+01,9.813583028e+01,2.390524894e+01,1.510854797e+00,7.932029254e+01,4.603906291e+01,6.659084947e+01,2.719759126e+01,4.314574139e+01,8.749347915e+01
5.459333686e+01,4.044640431e+01,8.300083534e+01,1.431495568e+00,1.617924924e+01,8.569586784e+00,3.435654512e+01,2.582290240e+01,5.209104828e+01,1.783663186e+01,7.500343468e+01,9.546536302e+01,5.148604579e+01,5.572816077e+01,3.616280493e+01,1.621486392e+01,6.029190094e+01,4.791680150e+01,7.778745194e+01,3.593382164e+01,9.334321272e+01,9.536932409e+01
4.043649749e+00,9.108443451e+00,1.352050434e+01,8.694379031e+01,5.873831626e+01,8.348580174e+01,9.631787188e+01,4.212925773e+01,4.827976533e+01,1.923262472e+01,3.335022433e+01,8.742070141e+01,3.535912225e+01,6.119002291e+01,9.795062863e+01,2.629883099e+01,1.319915295e+01,2.410013984e+01,6.138408513e+01,5.395919380e+01,7.671422801e+01,3.120599553e+01
6.095795857e+01,5.966334363e+01,4.783416830e+01,5.942379414e+01,1.622299605e+00,4.289567744e+01,1.211684984e+00,2.242313705e+01,5.938846655e+01,9.097660517e+01,9.848456085e+01,1.574860455e+01,5.203023296e+00,5.569228812e+01,6.467940831e+01,7.637036620e+01,5.342260459e+01,6.949774595e+00,3.836685046e+00,3.167507581e+01,3.615024573e+01,6.982956224e+01
9.739660986e+01,2.240947191e+00,8.906084673e+01,6.183487876e+01,6.607970966e+01,5.336125406e+01,7.000243319e+01,7.311411482e+01,1.064275016e+01,2.099812228e+01,3.589549080e+01,7.888065119e+01,4.097994672e+01,7.726344087e+01,6.793291285e+01,1.204898893e+00,9.348965062e+00,6.603982624e+00,1.314850288e+01,3.985305423e+01,3.918867088e+01,9.590699384e+01
2.150289512e+01,7.214808604e+01,9.135560631e+00,7.920759502e+00,7.844792505e+01,5.579367804e+00,5.885986702e+01,9.259368404e+01,4.349048139e+01,7.590124192e+01,2.067106678e+01,6.721839849e+01,6.276826909e+01,2.762659052e+01,3.366883252e+01,9.227624043e+01,2.263573556e+01,3.682763350e+01,7.848682820e+01,7.137377808e+01,2.487823602e+01,6.123406803e+01
7.681284136e+01,6.387444776e+01,7.070089434e+01,9.183768241e+01,1.311833398e+01,7.520881932e+01,8.087271579e+01,5.350310454e+01,5.285720226e+01,3.114356722e+01,6.389195422e+01,1.488448102e+01,1.654676790e+01,9.649688750e+01,1.470835317e+01,8.804242436e+01,8.691624786e+01,6.080560930e+00,9.563525262e+01,1.342237391e+01,7.932368461e+01,9.615224507e+01
8.567585477e+01,7.951948814e+01,1.340467451e+01,3.117875809e+01,4.845626771e+01,2.579955136e+01,9.866793113e+01,8.090681193e+01,6.090934878e+01,4.154388059e+01,6.506761264e+01,8.198102868e+01,1.527581942e+01,9.681506121e+01,5.222105855e+01,6.274101884e+01,7.249854636e+01,8.051834314e+01,6.541784728e+01,6.554359060e+01,8.309537760e+01,4.212163616e+01
3.083635089e+01,7.436948616e+01,6.385802640e+01,7.371556128e+01,7.634181526e+01,6.614593077e+01,8.281170751e+01,2.073595802e+01,5.588109634e+01,4.454394898e+01,9.247278604e+01,1.173867705e+01,8.301385382e+01,3.147740404e+01,1.070632250e+01,3.355143381e+01,4.543387379e+01,6.863143780e+01,1.490195775e+01,1.798438679e+01,1.051031028e+01,9.345344948e+01
1.914447509e+01,1.391701706e+01,5.744563344e+01,3.484692840e+01,1.576177351e+01,1.432406130e+01,3.745483739e+01,1.041197374e+01,5.624617597e+01,8.045206090e+01,1.416199097e+00,8.272369640e+01,3.556031715e+01,5.257407310e+01,7.163577656e+01,9.769160375e+00,9.997755569e+01,5.841329003e+01,8.654575505e+01,3.094352561e+01,3.498071492e+01,7.061263448e+01
4.690405765e+00,6.673332371e+01,2.198465091e+01,1.928255831e+01,2.455883219e+01,1.451057634e+01,3.643305983e+01,7.524563404e-01,4.778520467e+01,3.280502088e+01,9.071422791e+00,4.713739167e+01,3.016552647e+01,3.545153424e+01,7.895712172e+01,5.984910523e+01,3.852633980e+01,5.986369727e+01,8.484646625e+01,2.533135352e+01,7.355246800e+01,9.139043849e+01
